#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR4674--MA1104.1.GATA6	chr3	101800463	101800475	-	0.000	0.000	Merged-chr3-101800601-48
NR6170--MA0766.1.GATA5	chr6	129284596	129284603	-	0.000	0.000	Merged-chr6-129284661-64
NR1179--MA0766.1.GATA5	chr11	68726939	68726946	-	0.000	0.000	Merged-chr11-68726851-12
NR627--MA0482.1.Gata4	chr10	17574970	17574980	-	0.000	0.000	Merged-chr10-17575084-24
NR5784--MA0140.2.GATA1::TAL1	chr5	146248864	146248881	-	0.000	0.000	Merged-chr5-146249004-18
NR2247--MA0036.3.GATA2	chr14	30675116	30675126	-	0.000	0.000	Merged-chr14-30675172-26
NR2528--MA0766.1.GATA5	chr15	31440061	31440068	-	0.000	0.000	Merged-chr15-31440136-19
NR2324--MA0482.1.Gata4	chr14	59397232	59397242	-	0.000	0.000	Merged-chr14-59397210-50
NR3944--MA0036.3.GATA2	chr2	49744821	49744831	+	0.000	0.000	Merged-chr2-49744707-28
NR1422--MA0140.2.GATA1::TAL1	chr12	25394603	25394620	-	0.000	0.000	Merged-chr12-25394494-23
NR4190--MA0482.1.Gata4	chr2	117374271	117374281	+	0.000	0.000	Merged-chr2-117374468-47
NR6986--MA1104.1.GATA6	chr8	111595991	111596003	-	0.000	0.000	Merged-chr8-111595874-65
NR2576--MA0482.1.Gata4	chr15	62325536	62325546	+	0.000	0.000	Merged-chr15-62325693-15
NR6587--MA0036.3.GATA2	chr7	110204278	110204288	+	0.000	0.000	Merged-chr7-110204373-3
NR2593--MA1104.1.GATA6	chr15	67301162	67301174	+	0.000	0.000	Merged-chr15-67301040-4
NR7283--MA0037.3.GATA3	chr9	62421170	62421177	+	0.000	0.000	Merged-chr9-62421317-30
NR107--MA0035.3.Gata1	chr1	69496218	69496228	-	0.000	0.000	Merged-chr1-69496310-11
NR4769--MA0035.3.Gata1	chr3	131156308	131156318	+	0.000	0.000	Merged-chr3-131156512-43
NR1643--MA0037.3.GATA3	chr12	103331559	103331566	-	0.000	0.000	Merged-chr12-103331678-52
NR4254--MA0036.3.GATA2	chr2	128366016	128366026	-	0.000	0.000	Merged-chr2-128365920-27
NR7663--MA0037.3.GATA3	chrX	153140121	153140128	-	0.000	0.000	Merged-chrX-153140079-69
NR7641--MA0766.1.GATA5	chrX	109113829	109113836	-	0.000	0.000	Merged-chrX-109113990-42
NR2380--MA0482.1.Gata4	chr14	78748359	78748369	+	0.000	0.000	Merged-chr14-78748366-21
NR5961--MA0766.1.GATA5	chr6	86364842	86364849	-	0.000	0.000	Merged-chr6-86364672-4
NR1916--MA0140.2.GATA1::TAL1	chr13	63274949	63274966	-	0.000	0.000	Merged-chr13-63274780-57
NR2717--MA0482.1.Gata4	chr15	97373363	97373373	+	0.000	0.000	Merged-chr15-97373444-153
NR1752--MA0037.3.GATA3	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR4193--MA0035.3.Gata1	chr2	117374270	117374280	+	0.000	0.000	Merged-chr2-117374468-47
NR367--MA0036.3.GATA2	chr1	156986337	156986347	+	0.000	0.000	Merged-chr1-156986384-67
NR6991--MA0482.1.Gata4	chr8	111955418	111955428	+	0.000	0.000	Merged-chr8-111955328-48
NR6120--MA0482.1.Gata4	chr6	122742624	122742634	+	0.000	0.000	Merged-chr6-122742614-91
NR7296--MA0037.3.GATA3	chr9	63785710	63785717	-	0.000	0.000	Merged-chr9-63785726-16
NR4963--MA0482.1.Gata4	chr4	3209831	3209841	-	0.000	0.000	Merged-chr4-3209817-19
NR2616--MA0766.1.GATA5	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR5744--MA0037.3.GATA3	chr5	124022517	124022524	-	0.000	0.000	Merged-chr5-124022476-27
NR486--MA0766.1.GATA5	chr1	172526891	172526898	-	0.000	0.000	Merged-chr1-172526755-50
NR256--MA1104.1.GATA6	chr1	131638413	131638425	+	0.000	0.000	Merged-chr1-131638408-68
NR527--MA1104.1.GATA6	chr1	181951069	181951081	-	0.000	0.000	Merged-chr1-181951117-29
NR7010--MA0037.3.GATA3	chr8	114879816	114879823	+	0.000	0.000	Merged-chr8-114879936-19
NR2843--MA1104.1.GATA6	chr16	45025477	45025489	+	0.000	0.000	Merged-chr16-45025536-40
NR984--MA1104.1.GATA6	chr10	128990353	128990365	-	0.000	0.000	Merged-chr10-128990510-111
NR3959--MA0140.2.GATA1::TAL1	chr2	58907066	58907083	+	0.000	0.000	Merged-chr2-58907164-60
NR1669--MA1104.1.GATA6	chr12	108646503	108646515	-	0.000	0.000	Merged-chr12-108646363-75
NR7501--MA0036.3.GATA2	chr9	115526272	115526282	-	0.000	0.000	Merged-chr9-115526484-32
NR5377--MA0037.3.GATA3	chr5	3512857	3512864	+	0.000	0.000	Merged-chr5-3512789-22
NR2521--MA0482.1.Gata4	chr15	27725074	27725084	-	0.000	0.000	Merged-chr15-27725053-111
NR3968--MA0037.3.GATA3	chr2	60845543	60845550	+	0.000	0.000	Merged-chr2-60845573-40
NR6542--MA0766.1.GATA5	chr7	104200115	104200122	+	0.000	0.000	Merged-chr7-104200085-28
NR636--MA1104.1.GATA6	chr10	21964641	21964653	-	0.000	0.000	Merged-chr10-21964511-16
NR5760--MA0035.3.Gata1	chr5	137170916	137170926	-	0.000	0.000	Merged-chr5-137171021-10
NR3187--MA1104.1.GATA6	chr17	47564804	47564816	-	0.000	0.000	Merged-chr17-47564757-20
NR6385--MA0482.1.Gata4	chr7	47008424	47008434	-	0.000	0.000	Merged-chr7-47008275-77
NR6927--MA0482.1.Gata4	chr8	75170929	75170939	+	0.000	0.000	Merged-chr8-75170941-1
NR4976--MA0482.1.Gata4	chr4	10770161	10770171	-	0.000	0.000	Merged-chr4-10770192-53
NR2619--MA0036.3.GATA2	chr15	78835267	78835277	-	0.000	0.000	Merged-chr15-78835387-37
NR7096--MA0482.1.Gata4	chr8	126210245	126210255	+	0.000	0.000	Merged-chr8-126210143-17
NR2062--MA1104.1.GATA6	chr13	101702249	101702261	+	0.000	0.000	Merged-chr13-101702260-81
NR499--MA0766.1.GATA5	chr1	175631875	175631882	+	0.000	0.000	Merged-chr1-175631822-65
NR2999--MA1104.1.GATA6	chr16	92764917	92764929	+	0.000	0.000	Merged-chr16-92765010-8
NR474--MA1104.1.GATA6	chr1	171796353	171796365	-	0.000	0.000	Merged-chr1-171796405-6
NR2882--MA0482.1.Gata4	chr16	55907184	55907194	-	0.000	0.000	Merged-chr16-55907118-61
NR4628--MA0482.1.Gata4	chr3	84826241	84826251	+	0.000	0.000	Merged-chr3-84826191-13
NR6917--MA0035.3.Gata1	chr8	71665563	71665573	-	0.000	0.000	Merged-chr8-71665590-47
NR3044--MA0037.3.GATA3	chr16	97272559	97272566	-	0.000	0.000	Merged-chr16-97272459-57
NR879--MA0766.1.GATA5	chr10	108406938	108406945	+	0.000	0.000	Merged-chr10-108407108-16
NR649--MA1104.1.GATA6	chr10	24593120	24593132	-	0.000	0.000	Merged-chr10-24593223-5
NR6530--MA1104.1.GATA6	chr7	100449170	100449182	-	0.000	0.000	Merged-chr7-100449076-60
NR5723--MA0037.3.GATA3	chr5	122431332	122431339	-	0.000	0.000	Merged-chr5-122431363-23
NR2109--MA0036.3.GATA2	chr13	105049049	105049059	-	0.000	0.000	Merged-chr13-105048907-4
NR4618--MA0035.3.Gata1	chr3	79248516	79248526	-	0.000	0.000	Merged-chr3-79248582-102
NR4246--MA0036.3.GATA2	chr2	127923472	127923482	+	0.000	0.000	Merged-chr2-127923410-36
NR4204--MA0035.3.Gata1	chr2	118759911	118759921	+	0.000	0.000	Merged-chr2-118759977-35
NR3057--MA1104.1.GATA6	chr17	6659041	6659053	-	0.000	0.000	Merged-chr17-6658937-44
NR4113--MA0766.1.GATA5	chr2	102812794	102812801	+	0.000	0.000	Merged-chr2-102812992-26
NR394--MA0035.3.Gata1	chr1	160195097	160195107	+	0.000	0.000	Merged-chr1-160195203-53
NR5290--MA0037.3.GATA3	chr4	145263891	145263898	+	0.000	0.000	Merged-chr4-145263821-10
NR4846--MA0482.1.Gata4	chr3	138334346	138334356	+	0.000	0.000	Merged-chr3-138334424-50
NR1693--MA0036.3.GATA2	chr12	112743308	112743318	+	0.000	0.000	Merged-chr12-112743369-41
NR1125--MA0037.3.GATA3	chr11	54063314	54063321	+	0.000	0.000	Merged-chr11-54063198-57
NR4365--MA0766.1.GATA5	chr2	151967815	151967822	+	0.000	0.000	Merged-chr2-151967993-15
NR2660--MA1104.1.GATA6	chr15	88730896	88730908	+	0.000	0.000	Merged-chr15-88731051-1
NR2818--MA0482.1.Gata4	chr16	34665811	34665821	-	0.000	0.000	Merged-chr16-34665745-9
NR4888--MA0766.1.GATA5	chr3	145933903	145933910	-	0.000	0.000	Merged-chr3-145933993-23
NR7416--MA0037.3.GATA3	chr9	97068914	97068921	-	0.000	0.000	Merged-chr9-97068935-38
NR2327--MA0036.3.GATA2	chr14	61589873	61589883	-	0.000	0.000	Merged-chr14-61589696-23
NR749--MA0766.1.GATA5	chr10	66956890	66956897	-	0.000	0.000	Merged-chr10-66956931-46
NR739--MA0036.3.GATA2	chr10	62327713	62327723	-	0.000	0.000	Merged-chr10-62327638-49
NR7668--MA0037.3.GATA3	chrX	160496687	160496694	-	0.000	0.000	Merged-chrX-160496581-5
NR3708--MA0037.3.GATA3	chr19	34640607	34640614	+	0.000	0.000	Merged-chr19-34640764-45
NR402--MA0482.1.Gata4	chr1	162615720	162615730	-	0.000	0.000	Merged-chr1-162615694-15
NR5845--MA0037.3.GATA3	chr6	39284046	39284053	+	0.000	0.000	Merged-chr6-39284001-16
NR4198--MA0035.3.Gata1	chr2	118159739	118159749	-	0.000	0.000	Merged-chr2-118159783-1
NR3820--MA0035.3.Gata1	chr2	9688418	9688428	-	0.000	0.000	Merged-chr2-9688295-16
NR4174--MA0482.1.Gata4	chr2	115846627	115846637	-	0.000	0.000	Merged-chr2-115846585-1
NR2494--MA0482.1.Gata4	chr14	123015952	123015962	+	0.000	0.000	Merged-chr14-123015903-11
NR6786--MA0766.1.GATA5	chr7	143649723	143649730	-	0.000	0.000	Merged-chr7-143649559-54
NR4425--MA0140.2.GATA1::TAL1	chr2	163838221	163838238	-	0.000	0.000	Merged-chr2-163838287-34
NR1640--MA0482.1.Gata4	chr12	102612899	102612909	-	0.000	0.000	Merged-chr12-102612647-51
NR2555--MA0766.1.GATA5	chr15	52570471	52570478	-	0.000	0.000	Merged-chr15-52570490-21
NR5380--MA0036.3.GATA2	chr5	3512855	3512865	-	0.000	0.000	Merged-chr5-3512789-22
NR7359--MA0482.1.Gata4	chr9	83830016	83830026	-	0.000	0.000	Merged-chr9-83830058-10
NR2325--MA1104.1.GATA6	chr14	59695270	59695282	+	0.000	0.000	Merged-chr14-59695356-42
NR6189--MA0037.3.GATA3	chr6	130419322	130419329	-	0.000	0.000	Merged-chr6-130419325-26
NR1420--MA0036.3.GATA2	chr12	25394412	25394422	+	0.000	0.000	Merged-chr12-25394494-23
NR1343--MA0140.2.GATA1::TAL1	chr11	108910991	108911008	+	0.000	0.000	Merged-chr11-108910906-74
NR4191--MA1104.1.GATA6	chr2	117374269	117374281	-	0.000	0.000	Merged-chr2-117374468-47
NR1901--MA0035.3.Gata1	chr13	52922196	52922206	-	0.000	0.000	Merged-chr13-52922066-27
NR6638--MA0035.3.Gata1	chr7	114616934	114616944	-	0.000	0.000	Merged-chr7-114616980-17
NR277--MA0035.3.Gata1	chr1	136601136	136601146	+	0.000	0.000	Merged-chr1-136600909-41
NR3299--MA0140.2.GATA1::TAL1	chr17	78352674	78352691	+	0.000	0.000	Merged-chr17-78352623-8
NR5351--MA0035.3.Gata1	chr4	149066963	149066973	-	0.000	0.000	Merged-chr4-149067101-25
NR7211--MA0766.1.GATA5	chr9	45828852	45828859	+	0.000	0.000	Merged-chr9-45828671-68
NR6062--MA0035.3.Gata1	chr6	106981371	106981381	-	0.000	0.000	Merged-chr6-106981432-3
NR4296--MA0482.1.Gata4	chr2	136965556	136965566	+	0.000	0.000	Merged-chr2-136965495-19
NR7016--MA0140.2.GATA1::TAL1	chr8	114879805	114879822	-	0.000	0.000	Merged-chr8-114879936-19
NR7229--MA0482.1.Gata4	chr9	48795323	48795333	-	0.000	0.000	Merged-chr9-48795268-19
NR7338--MA0140.2.GATA1::TAL1	chr9	77558080	77558097	+	0.000	0.000	Merged-chr9-77558150-7
NR2497--MA0035.3.Gata1	chr14	123015951	123015961	+	0.000	0.000	Merged-chr14-123015903-11
NR1956--MA0036.3.GATA2	chr13	75035308	75035318	-	0.000	0.000	Merged-chr13-75035178-8
NR6747--MA0140.2.GATA1::TAL1	chr7	132765239	132765256	-	0.000	0.000	Merged-chr7-132765248-56
NR5850--MA0482.1.Gata4	chr6	41141089	41141099	+	0.000	0.000	Merged-chr6-41141136-19
NR4256--MA0140.2.GATA1::TAL1	chr2	128366007	128366024	-	0.000	0.000	Merged-chr2-128365920-27
NR2718--MA1104.1.GATA6	chr15	97373361	97373373	-	0.000	0.000	Merged-chr15-97373444-153
NR1098--MA0037.3.GATA3	chr11	48928356	48928363	+	0.000	0.000	Merged-chr11-48928222-10
NR6171--MA0035.3.Gata1	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR6992--MA1104.1.GATA6	chr8	111955416	111955428	-	0.000	0.000	Merged-chr8-111955328-48
NR6121--MA1104.1.GATA6	chr6	122742622	122742634	-	0.000	0.000	Merged-chr6-122742614-91
NR5109--MA0037.3.GATA3	chr4	71291873	71291880	+	0.000	0.000	Merged-chr4-71291736-94
NR1390--MA0766.1.GATA5	chr11	116265612	116265619	-	0.000	0.000	Merged-chr11-116265626-27
NR4964--MA1104.1.GATA6	chr4	3209831	3209843	+	0.000	0.000	Merged-chr4-3209817-19
NR4712--MA0037.3.GATA3	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR7498--MA0037.3.GATA3	chr9	115526274	115526281	+	0.000	0.000	Merged-chr9-115526484-32
NR7671--MA0036.3.GATA2	chrX	160496686	160496696	+	0.000	0.000	Merged-chrX-160496581-5
NR6501--MA1104.1.GATA6	chr7	90007378	90007390	+	0.000	0.000	Merged-chr7-90007418-46
NR1760--MA0036.3.GATA2	chr12	118411033	118411043	-	0.000	0.000	Merged-chr12-118411153-21
NR6778--MA0766.1.GATA5	chr7	140207133	140207140	-	0.000	0.000	Merged-chr7-140207191-19
NR1513--MA0035.3.Gata1	chr12	73842214	73842224	+	0.000	0.000	Merged-chr12-73842345-69
NR5914--MA0036.3.GATA2	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR4299--MA0035.3.Gata1	chr2	136965555	136965565	+	0.000	0.000	Merged-chr2-136965495-19
NR484--MA0482.1.Gata4	chr1	172526891	172526901	+	0.000	0.000	Merged-chr1-172526755-50
NR392--MA1104.1.GATA6	chr1	160195096	160195108	-	0.000	0.000	Merged-chr1-160195203-53
NR3354--MA0766.1.GATA5	chr18	14654057	14654064	-	0.000	0.000	Merged-chr18-14653924-40
NR3344--MA0036.3.GATA2	chr18	13016560	13016570	+	0.000	0.000	Merged-chr18-13016580-10
NR1393--MA0036.3.GATA2	chr11	117319696	117319706	+	0.000	0.000	Merged-chr11-117319615-150
NR5582--MA0035.3.Gata1	chr5	92375271	92375281	-	0.000	0.000	Merged-chr5-92375346-95
NR5853--MA0035.3.Gata1	chr6	41141088	41141098	+	0.000	0.000	Merged-chr6-41141136-19
NR1470--MA0482.1.Gata4	chr12	55051398	55051408	+	0.000	0.000	Merged-chr12-55051446-14
NR6386--MA1104.1.GATA6	chr7	47008424	47008436	+	0.000	0.000	Merged-chr7-47008275-77
NR1920--MA1104.1.GATA6	chr13	64315644	64315656	+	0.000	0.000	Merged-chr13-64315696-19
NR1351--MA0035.3.Gata1	chr11	109822474	109822484	+	0.000	0.000	Merged-chr11-109822566-4
NR6928--MA1104.1.GATA6	chr8	75170927	75170939	-	0.000	0.000	Merged-chr8-75170941-1
NR1622--MA0035.3.Gata1	chr12	98215673	98215683	-	0.000	0.000	Merged-chr12-98215762-18
NR4977--MA1104.1.GATA6	chr4	10770161	10770173	+	0.000	0.000	Merged-chr4-10770192-53
NR6192--MA0036.3.GATA2	chr6	130419321	130419331	+	0.000	0.000	Merged-chr6-130419325-26
NR3825--MA0035.3.Gata1	chr2	11617066	11617076	+	0.000	0.000	Merged-chr2-11617013-39
NR2883--MA1104.1.GATA6	chr16	55907184	55907196	+	0.000	0.000	Merged-chr16-55907118-61
NR4629--MA1104.1.GATA6	chr3	84826239	84826251	-	0.000	0.000	Merged-chr3-84826191-13
NR5962--MA0035.3.Gata1	chr6	86364841	86364851	+	0.000	0.000	Merged-chr6-86364672-4
NR7639--MA0037.3.GATA3	chrX	109113829	109113836	-	0.000	0.000	Merged-chrX-109113990-42
NR5927--MA0036.3.GATA2	chr6	71980504	71980514	-	0.000	0.000	Merged-chr6-71980569-75
NR3310--MA0036.3.GATA2	chr17	83307182	83307192	-	0.000	0.000	Merged-chr17-83307130-30
NR4697--MA0766.1.GATA5	chr3	108788167	108788174	+	0.000	0.000	Merged-chr3-108788342-25
NR6173--MA0482.1.Gata4	chr6	130102978	130102988	+	0.000	0.000	Merged-chr6-130103023-31
NR4672--MA1104.1.GATA6	chr3	101296704	101296716	-	0.000	0.000	Merged-chr3-101296807-2
NR2213--MA0482.1.Gata4	chr14	14019691	14019701	-	0.000	0.000	Merged-chr14-14019640-26
NR1314--MA0037.3.GATA3	chr11	105946775	105946782	-	0.000	0.000	Merged-chr11-105946795-5
NR6301--MA0482.1.Gata4	chr7	18884657	18884667	-	0.000	0.000	Merged-chr7-18884656-52
NR5842--MA0482.1.Gata4	chr6	38360339	38360349	+	0.000	0.000	Merged-chr6-38360325-47
NR4847--MA1104.1.GATA6	chr3	138334344	138334356	-	0.000	0.000	Merged-chr3-138334424-50
NR4800--MA0037.3.GATA3	chr3	135590667	135590674	+	0.000	0.000	Merged-chr3-135590750-10
NR7564--MA0766.1.GATA5	chr9	123931830	123931837	-	0.000	0.000	Merged-chr9-123931993-21
NR2915--MA0037.3.GATA3	chr16	59617253	59617260	+	0.000	0.000	Merged-chr16-59617351-29
NR1473--MA0035.3.Gata1	chr12	55051397	55051407	+	0.000	0.000	Merged-chr12-55051446-14
NR2819--MA1104.1.GATA6	chr16	34665811	34665823	+	0.000	0.000	Merged-chr16-34665745-9
NR115--MA0482.1.Gata4	chr1	74201346	74201356	+	0.000	0.000	Merged-chr1-74201398-63
NR6391--MA0482.1.Gata4	chr7	47113493	47113503	-	0.000	0.000	Merged-chr7-47113657-15
NR7150--MA0766.1.GATA5	chr9	20492730	20492737	+	0.000	0.000	Merged-chr9-20492841-60
NR6944--MA0140.2.GATA1::TAL1	chr8	83767571	83767588	+	0.000	0.000	Merged-chr8-83767708-6
NR4777--MA0482.1.Gata4	chr3	132886775	132886785	+	0.000	0.000	Merged-chr3-132886809-16
NR6984--MA0037.3.GATA3	chr8	111595993	111596000	-	0.000	0.000	Merged-chr8-111595874-65
NR3262--MA0035.3.Gata1	chr17	70973786	70973796	-	0.000	0.000	Merged-chr17-70973710-59
NR4363--MA0482.1.Gata4	chr2	151967812	151967822	-	0.000	0.000	Merged-chr2-151967993-15
NR4429--MA0482.1.Gata4	chr2	166719518	166719528	+	0.000	0.000	Merged-chr2-166719426-29
NR5048--MA1104.1.GATA6	chr4	53782918	53782930	+	0.000	0.000	Merged-chr4-53782723-39
NR403--MA1104.1.GATA6	chr1	162615720	162615732	+	0.000	0.000	Merged-chr1-162615694-15
NR7530--MA0766.1.GATA5	chr9	118059237	118059244	-	0.000	0.000	Merged-chr9-118059304-13
NR687--MA0140.2.GATA1::TAL1	chr10	41978595	41978612	+	0.000	0.000	Merged-chr10-41978788-45
NR1143--MA0766.1.GATA5	chr11	58996103	58996110	+	0.000	0.000	Merged-chr11-58995988-22
NR7473--MA0140.2.GATA1::TAL1	chr9	108284503	108284520	-	0.000	0.000	Merged-chr9-108284563-22
NR6060--MA1104.1.GATA6	chr6	106981370	106981382	+	0.000	0.000	Merged-chr6-106981432-3
NR2125--MA0766.1.GATA5	chr13	106998846	106998853	-	0.000	0.000	Merged-chr13-106998870-40
NR4175--MA1104.1.GATA6	chr2	115846627	115846639	+	0.000	0.000	Merged-chr2-115846585-1
NR1757--MA0035.3.Gata1	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR2495--MA1104.1.GATA6	chr14	123015950	123015962	-	0.000	0.000	Merged-chr14-123015903-11
NR407--MA0140.2.GATA1::TAL1	chr1	162615712	162615729	-	0.000	0.000	Merged-chr1-162615694-15
NR1370--MA1104.1.GATA6	chr11	112889835	112889847	+	0.000	0.000	Merged-chr11-112889934-3
NR6506--MA1104.1.GATA6	chr7	90218185	90218197	-	0.000	0.000	Merged-chr7-90218311-11
NR2577--MA0035.3.Gata1	chr15	62325535	62325545	+	0.000	0.000	Merged-chr15-62325693-15
NR3697--MA0036.3.GATA2	chr19	33053336	33053346	+	0.000	0.000	Merged-chr19-33053321-32
NR3978--MA0766.1.GATA5	chr2	65135720	65135727	+	0.000	0.000	Merged-chr2-65135725-7
NR5904--MA1104.1.GATA6	chr6	61225492	61225504	-	0.000	0.000	Merged-chr6-61225621-10
NR3682--MA1104.1.GATA6	chr19	31210682	31210694	-	0.000	0.000	Merged-chr19-31210653-54
NR5720--MA0766.1.GATA5	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR4366--MA0035.3.Gata1	chr2	151967813	151967823	-	0.000	0.000	Merged-chr2-151967993-15
NR5858--MA0035.3.Gata1	chr6	41163688	41163698	-	0.000	0.000	Merged-chr6-41163628-13
NR1627--MA0035.3.Gata1	chr12	98247086	98247096	+	0.000	0.000	Merged-chr12-98247130-40
NR873--MA0037.3.GATA3	chr10	108333856	108333863	-	0.000	0.000	Merged-chr10-108333731-6
NR3150--MA0766.1.GATA5	chr17	28015735	28015742	-	0.000	0.000	Merged-chr17-28015703-1
NR2728--MA0482.1.Gata4	chr15	100312582	100312592	-	0.000	0.000	Merged-chr15-100312549-27
NR1255--MA0036.3.GATA2	chr11	96075701	96075711	+	0.000	0.000	Merged-chr11-96075825-57
NR4393--MA0037.3.GATA3	chr2	156882623	156882630	+	0.000	0.000	Merged-chr2-156882642-42
NR1511--MA1104.1.GATA6	chr12	73842213	73842225	-	0.000	0.000	Merged-chr12-73842345-69
NR4297--MA1104.1.GATA6	chr2	136965554	136965566	-	0.000	0.000	Merged-chr2-136965495-19
NR2043--MA0482.1.Gata4	chr13	98124619	98124629	+	0.000	0.000	Merged-chr13-98124541-43
NR254--MA0037.3.GATA3	chr1	131638416	131638423	+	0.000	0.000	Merged-chr1-131638408-68
NR3934--MA0036.3.GATA2	chr2	46307821	46307831	-	0.000	0.000	Merged-chr2-46307811-35
NR1983--MA0036.3.GATA2	chr13	85507910	85507920	+	0.000	0.000	Merged-chr13-85507689-92
NR1122--MA0766.1.GATA5	chr11	53656982	53656989	-	0.000	0.000	Merged-chr11-53657053-47
NR3740--MA0482.1.Gata4	chr19	55688659	55688669	+	0.000	0.000	Merged-chr19-55688769-29
NR2841--MA0037.3.GATA3	chr16	45025480	45025487	+	0.000	0.000	Merged-chr16-45025536-40
NR982--MA0037.3.GATA3	chr10	128990355	128990362	-	0.000	0.000	Merged-chr10-128990510-111
NR1396--MA0037.3.GATA3	chr11	118379752	118379759	+	0.000	0.000	Merged-chr11-118379704-27
NR7233--MA0035.3.Gata1	chr9	48795324	48795334	-	0.000	0.000	Merged-chr9-48795268-19
NR5851--MA1104.1.GATA6	chr6	41141087	41141099	-	0.000	0.000	Merged-chr6-41141136-19
NR4307--MA0766.1.GATA5	chr2	144198964	144198971	+	0.000	0.000	Merged-chr2-144198804-26
NR3002--MA0035.3.Gata1	chr16	92764918	92764928	-	0.000	0.000	Merged-chr16-92765010-8
NR1620--MA1104.1.GATA6	chr12	98215672	98215684	+	0.000	0.000	Merged-chr12-98215762-18
NR5733--MA0766.1.GATA5	chr5	123381925	123381932	+	0.000	0.000	Merged-chr5-123382042-18
NR634--MA0037.3.GATA3	chr10	21964643	21964650	-	0.000	0.000	Merged-chr10-21964511-16
NR359--MA0482.1.Gata4	chr1	155201432	155201442	+	0.000	0.000	Merged-chr1-155201490-45
NR3254--MA0035.3.Gata1	chr17	64602272	64602282	-	0.000	0.000	Merged-chr17-64602197-17
NR7665--MA0766.1.GATA5	chrX	153140121	153140128	-	0.000	0.000	Merged-chrX-153140079-69
NR3185--MA0037.3.GATA3	chr17	47564806	47564813	-	0.000	0.000	Merged-chr17-47564757-20
NR7640--MA1104.1.GATA6	chrX	109113827	109113839	-	0.000	0.000	Merged-chrX-109113990-42
NR3896--MA0482.1.Gata4	chr2	31082841	31082851	-	0.000	0.000	Merged-chr2-31082849-41
NR1550--MA0482.1.Gata4	chr12	84773167	84773177	+	0.000	0.000	Merged-chr12-84773092-54
NR5728--MA0035.3.Gata1	chr5	123132811	123132821	+	0.000	0.000	Merged-chr5-123132654-50
NR2997--MA0037.3.GATA3	chr16	92764920	92764927	+	0.000	0.000	Merged-chr16-92765010-8
NR472--MA0037.3.GATA3	chr1	171796355	171796362	-	0.000	0.000	Merged-chr1-171796405-6
NR1340--MA0766.1.GATA5	chr11	108911013	108911020	-	0.000	0.000	Merged-chr11-108910906-74
NR4397--MA0766.1.GATA5	chr2	156882623	156882630	+	0.000	0.000	Merged-chr2-156882642-42
NR1202--MA0482.1.Gata4	chr11	74555900	74555910	-	0.000	0.000	Merged-chr11-74556046-55
NR3634--MA0035.3.Gata1	chr19	14668654	14668664	-	0.000	0.000	Merged-chr19-14668781-26
NR4039--MA0036.3.GATA2	chr2	83723077	83723087	-	0.000	0.000	Merged-chr2-83723106-17
NR6938--MA0482.1.Gata4	chr8	81773701	81773711	-	0.000	0.000	Merged-chr8-81773679-46
NR647--MA0037.3.GATA3	chr10	24593122	24593129	-	0.000	0.000	Merged-chr10-24593223-5
NR5271--MA0482.1.Gata4	chr4	133339273	133339283	+	0.000	0.000	Merged-chr4-133339340-75
NR6186--MA0766.1.GATA5	chr6	130312045	130312052	-	0.000	0.000	Merged-chr6-130312055-26
NR2046--MA0035.3.Gata1	chr13	98124618	98124628	+	0.000	0.000	Merged-chr13-98124541-43
NR562--MA0140.2.GATA1::TAL1	chr1	189608697	189608714	-	0.000	0.000	Merged-chr1-189608778-45
NR6253--MA0482.1.Gata4	chr6	142809491	142809501	-	0.000	0.000	Merged-chr6-142809719-29
NR1767--MA0766.1.GATA5	chr12	118439074	118439081	+	0.000	0.000	Merged-chr12-118439012-3
NR1834--MA0482.1.Gata4	chr13	31902802	31902812	+	0.000	0.000	Merged-chr13-31902870-3
NR2615--MA0037.3.GATA3	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR7525--MA0036.3.GATA2	chr9	117911073	117911083	-	0.000	0.000	Merged-chr9-117910970-21
NR3055--MA0037.3.GATA3	chr17	6659043	6659050	-	0.000	0.000	Merged-chr17-6658937-44
NR7212--MA0035.3.Gata1	chr9	45828850	45828860	-	0.000	0.000	Merged-chr9-45828671-68
NR1030--MA0035.3.Gata1	chr11	11522195	11522205	-	0.000	0.000	Merged-chr11-11522120-49
