#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR1630--MA0496.2.MAFK	chr10	70903744	70903762	-	0.000	0.000	Merged-chr10-70903939-1
NR5487--MA0501.1.MAF::NFE2	chr16	69946790	69946804	-	0.000	0.000	Merged-chr16-69946695-9
NR10521--MA0496.2.MAFK	chr5	122145511	122145529	-	0.000	0.000	Merged-chr5-122145635-51
NR8234--MA0496.2.MAFK	chr3	37978668	37978686	-	0.000	0.000	Merged-chr3-37978790-50
NR4873--MA0089.1.MAFG::NFE2L1	chr15	65810926	65810931	-	0.000	0.000	Merged-chr15-65810890-18
NR5612--MA0089.1.MAFG::NFE2L1	chr16	91475945	91475950	-	0.000	0.000	Merged-chr16-91475994-53
NR9226--MA0495.2.MAFF	chr4	40785958	40785978	-	0.000	0.000	Merged-chr4-40785986-16
NR9650--MA0591.1.Bach1::Mafk	chr4	114908909	114908923	-	0.000	0.000	Merged-chr4-114908814-141
NR3163--MA0117.2.Mafb	chr13	13564683	13564694	-	0.000	0.000	Merged-chr13-13564699-51
NR12193--MA0659.1.MAFG	chr7	111015013	111015033	+	0.000	0.000	Merged-chr7-111015040-32
NR12027--MA0089.1.MAFG::NFE2L1	chr7	81789498	81789503	-	0.000	0.000	Merged-chr7-81789360-69
NR13238--MA0117.2.Mafb	chr9	79919611	79919622	-	0.000	0.000	Merged-chr9-79919473-56
NR8165--MA0659.1.MAFG	chr3	26667906	26667926	+	0.000	0.000	Merged-chr3-26667999-1
NR1506--MA0089.1.MAFG::NFE2L1	chr10	54916245	54916250	-	0.000	0.000	Merged-chr10-54916194-2
NR13568--MA0591.1.Bach1::Mafk	chrX	50635280	50635294	+	0.000	0.000	Merged-chrX-50635232-33
NR11976--MA0117.2.Mafb	chr7	75650022	75650033	-	0.000	0.000	Merged-chr7-75650126-47
NR9628--MA0591.1.Bach1::Mafk	chr4	106987844	106987858	-	0.000	0.000	Merged-chr4-106987990-49
NR12329--MA0089.1.MAFG::NFE2L1	chr7	143625360	143625365	+	0.000	0.000	Merged-chr7-143625204-46
NR12705--MA0089.1.MAFG::NFE2L1	chr8	77482223	77482228	-	0.000	0.000	Merged-chr8-77482121-16
NR10252--MA0501.1.MAF::NFE2	chr5	67300127	67300141	-	0.000	0.000	Merged-chr5-67300252-37
NR7194--MA0089.1.MAFG::NFE2L1	chr2	52891300	52891305	-	0.000	0.000	Merged-chr2-52891472-34
NR1783--MA0089.1.MAFG::NFE2L1	chr10	94036292	94036297	-	0.000	0.000	Merged-chr10-94036338-4
NR10156--MA0501.1.MAF::NFE2	chr5	48372386	48372400	-	0.000	0.000	Merged-chr5-48372456-58
NR8626--MA0089.1.MAFG::NFE2L1	chr3	103802354	103802359	+	0.000	0.000	Merged-chr3-103802336-72
NR782--MA0591.1.Bach1::Mafk	chr1	144086348	144086362	-	0.000	0.000	Merged-chr1-144086303-34
NR12184--MA0117.2.Mafb	chr7	110061589	110061600	-	0.000	0.000	Merged-chr7-110061592-78
NR12043--MA0496.2.MAFK	chr7	84750043	84750061	-	0.000	0.000	Merged-chr7-84750055-36
NR3162--MA0089.1.MAFG::NFE2L1	chr13	13564505	13564510	-	0.000	0.000	Merged-chr13-13564699-51
NR1409--MA0117.2.Mafb	chr10	40400415	40400426	+	0.000	0.000	Merged-chr10-40400528-9
NR13162--MA0117.2.Mafb	chr9	61670086	61670097	-	0.000	0.000	Merged-chr9-61669996-60
NR9374--MA0495.2.MAFF	chr4	62696110	62696130	+	0.000	0.000	Merged-chr4-62695960-32
NR10680--MA0591.1.Bach1::Mafk	chr5	151368716	151368730	+	0.000	0.000	Merged-chr5-151368809-80
NR6567--MA0089.1.MAFG::NFE2L1	chr18	67280658	67280663	+	0.000	0.000	Merged-chr18-67280643-55
NR12012--MA0089.1.MAFG::NFE2L1	chr7	79249754	79249759	+	0.000	0.000	Merged-chr7-79249720-34
NR4242--MA0496.2.MAFK	chr14	64884952	64884970	-	0.000	0.000	Merged-chr14-64885056-34
NR4809--MA0089.1.MAFG::NFE2L1	chr15	53216518	53216523	+	0.000	0.000	Merged-chr15-53216582-40
NR12760--MA0495.2.MAFF	chr8	84825732	84825752	+	0.000	0.000	Merged-chr8-84825845-44
NR12603--MA0089.1.MAFG::NFE2L1	chr8	61425353	61425358	-	0.000	0.000	Merged-chr8-61425459-4
NR2423--MA0659.1.MAFG	chr11	113174351	113174371	-	0.000	0.000	Merged-chr11-113174221-33
NR11373--MA0089.1.MAFG::NFE2L1	chr6	116136328	116136333	+	0.000	0.000	Merged-chr6-116136227-16
NR2044--MA0089.1.MAFG::NFE2L1	chr10	130228433	130228438	+	0.000	0.000	Merged-chr10-130228483-35
NR9071--MA0501.1.MAF::NFE2	chr4	6925026	6925040	-	0.000	0.000	Merged-chr4-6924913-49
NR12663--MA0501.1.MAF::NFE2	chr8	72343835	72343849	-	0.000	0.000	Merged-chr8-72343901-44
NR13463--MA0591.1.Bach1::Mafk	chr9	114401021	114401035	-	0.000	0.000	Merged-chr9-114401306-81
NR9249--MA0495.2.MAFF	chr4	46617719	46617739	-	0.000	0.000	Merged-chr4-46617709-8
NR11460--MA0089.1.MAFG::NFE2L1	chr6	128764265	128764270	+	0.000	0.000	Merged-chr6-128764213-62
NR999--MA0495.2.MAFF	chr1	180268831	180268851	+	0.000	0.000	Merged-chr1-180268774-35
NR4034--MA0117.2.Mafb	chr14	30825874	30825885	-	0.000	0.000	Merged-chr14-30825884-66
NR7885--MA0089.1.MAFG::NFE2L1	chr2	167081817	167081822	+	0.000	0.000	Merged-chr2-167081720-23
NR11184--MA0089.1.MAFG::NFE2L1	chr6	87542134	87542139	-	0.000	0.000	Merged-chr6-87542145-24
NR8711--MA0089.1.MAFG::NFE2L1	chr3	116332015	116332020	+	0.000	0.000	Merged-chr3-116332074-27
NR5491--MA0117.2.Mafb	chr16	70365362	70365373	+	0.000	0.000	Merged-chr16-70365429-20
NR5350--MA0496.2.MAFK	chr16	52468521	52468539	-	0.000	0.000	Merged-chr16-52468577-24
NR7550--MA0501.1.MAF::NFE2	chr2	117374459	117374473	-	0.000	0.000	Merged-chr2-117374468-47
NR11518--MA0501.1.MAF::NFE2	chr6	134615227	134615241	+	0.000	0.000	Merged-chr6-134615220-54
NR1794--MA0089.1.MAFG::NFE2L1	chr10	95179109	95179114	+	0.000	0.000	Merged-chr10-95179066-28
NR10466--MA0591.1.Bach1::Mafk	chr5	105346208	105346222	-	0.000	0.000	Merged-chr5-105346332-20
NR12918--MA0089.1.MAFG::NFE2L1	chr8	116690075	116690080	+	0.000	0.000	Merged-chr8-116689955-52
NR6854--MA0089.1.MAFG::NFE2L1	chr19	47524946	47524951	+	0.000	0.000	Merged-chr19-47525047-2
NR2197--MA0496.2.MAFK	chr11	32561586	32561604	+	0.000	0.000	Merged-chr11-32561785-56
NR4238--MA0496.2.MAFK	chr14	64434254	64434272	-	0.000	0.000	Merged-chr14-64434245-45
NR2244--MA0089.1.MAFG::NFE2L1	chr11	52076408	52076413	-	0.000	0.000	Merged-chr11-52076354-71
NR11407--MA0501.1.MAF::NFE2	chr6	119522087	119522101	+	0.000	0.000	Merged-chr6-119522115-45
NR12023--MA0089.1.MAFG::NFE2L1	chr7	80782239	80782244	+	0.000	0.000	Merged-chr7-80782374-50
NR6250--MA0659.1.MAFG	chr18	12869310	12869330	+	0.000	0.000	Merged-chr18-12869252-13
NR9712--MA0117.2.Mafb	chr4	129335640	129335651	+	0.000	0.000	Merged-chr4-129335558-95
NR11326--MA0495.2.MAFF	chr6	108477200	108477220	-	0.000	0.000	Merged-chr6-108477065-48
NR5254--MA0117.2.Mafb	chr16	32434428	32434439	+	0.000	0.000	Merged-chr16-32434269-25
NR10079--MA0089.1.MAFG::NFE2L1	chr5	31202360	31202365	+	0.000	0.000	Merged-chr5-31202256-62
NR11001--MA0659.1.MAFG	chr6	54925895	54925915	-	0.000	0.000	Merged-chr6-54926058-40
NR4391--MA0089.1.MAFG::NFE2L1	chr14	102828623	102828628	+	0.000	0.000	Merged-chr14-102828632-27
NR11328--MA0659.1.MAFG	chr6	108477200	108477220	+	0.000	0.000	Merged-chr6-108477065-48
NR12937--MA0591.1.Bach1::Mafk	chr8	123065350	123065364	-	0.000	0.000	Merged-chr8-123065416-88
NR9032--MA0591.1.Bach1::Mafk	chr3	157616912	157616926	-	0.000	0.000	Merged-chr3-157617038-24
NR9666--MA0089.1.MAFG::NFE2L1	chr4	119947741	119947746	-	0.000	0.000	Merged-chr4-119947761-47
NR13126--MA0501.1.MAF::NFE2	chr9	42022582	42022596	-	0.000	0.000	Merged-chr9-42022537-24
NR1703--MA0591.1.Bach1::Mafk	chr10	85128605	85128619	-	0.000	0.000	Merged-chr10-85128723-2
NR6132--MA0495.2.MAFF	chr17	86185077	86185097	-	0.000	0.000	Merged-chr17-86185009-23
NR8098--MA0591.1.Bach1::Mafk	chr3	18623970	18623984	-	0.000	0.000	Merged-chr3-18624063-31
NR10972--MA0501.1.MAF::NFE2	chr6	49128474	49128488	+	0.000	0.000	Merged-chr6-49128471-29
NR12196--MA0496.2.MAFK	chr7	111015014	111015032	-	0.000	0.000	Merged-chr7-111015040-32
NR12815--MA0501.1.MAF::NFE2	chr8	91545802	91545816	-	0.000	0.000	Merged-chr8-91545805-43
NR13174--MA0496.2.MAFK	chr9	62811079	62811097	+	0.000	0.000	Merged-chr9-62811056-2
NR4214--MA0089.1.MAFG::NFE2L1	chr14	54518835	54518840	-	0.000	0.000	Merged-chr14-54518806-37
NR10962--MA0591.1.Bach1::Mafk	chr6	48645773	48645787	+	0.000	0.000	Merged-chr6-48645823-44
NR2104--MA0495.2.MAFF	chr11	11573642	11573662	-	0.000	0.000	Merged-chr11-11573827-37
NR6356--MA0495.2.MAFF	chr18	39035417	39035437	-	0.000	0.000	Merged-chr18-39035384-28
NR6873--MA0591.1.Bach1::Mafk	chr19	56320284	56320298	-	0.000	0.000	Merged-chr19-56320419-43
NR8964--MA0501.1.MAF::NFE2	chr3	151465355	151465369	-	0.000	0.000	Merged-chr3-151465369-1
NR9247--MA0591.1.Bach1::Mafk	chr4	45342627	45342641	+	0.000	0.000	Merged-chr4-45342662-1
NR12929--MA0089.1.MAFG::NFE2L1	chr8	119778460	119778465	-	0.000	0.000	Merged-chr8-119778504-51
NR9569--MA0591.1.Bach1::Mafk	chr4	94603204	94603218	+	0.000	0.000	Merged-chr4-94603187-63
NR5915--MA0591.1.Bach1::Mafk	chr17	47511267	47511281	+	0.000	0.000	Merged-chr17-47511428-58
NR2834--MA0501.1.MAF::NFE2	chr12	77138857	77138871	+	0.000	0.000	Merged-chr12-77138910-46
NR957--MA0591.1.Bach1::Mafk	chr1	173535948	173535962	+	0.000	0.000	Merged-chr1-173535900-60
NR5821--MA0089.1.MAFG::NFE2L1	chr17	29032620	29032625	-	0.000	0.000	Merged-chr17-29032504-80
NR4591--MA0089.1.MAFG::NFE2L1	chr15	7987655	7987660	-	0.000	0.000	Merged-chr15-7987589-29
NR6952--MA0089.1.MAFG::NFE2L1	chr2	11212244	11212249	+	0.000	0.000	Merged-chr2-11212152-38
NR7881--MA0089.1.MAFG::NFE2L1	chr2	165890407	165890412	-	0.000	0.000	Merged-chr2-165890606-34
NR4818--MA0089.1.MAFG::NFE2L1	chr15	57695648	57695653	+	0.000	0.000	Merged-chr15-57695732-52
NR6349--MA0117.2.Mafb	chr18	35703076	35703087	-	0.000	0.000	Merged-chr18-35703076-56
NR730--MA0089.1.MAFG::NFE2L1	chr1	132011189	132011194	-	0.000	0.000	Merged-chr1-132010988-72
NR13541--MA0089.1.MAFG::NFE2L1	chrX	36983869	36983874	+	0.000	0.000	Merged-chrX-36983948-23
NR9850--MA0591.1.Bach1::Mafk	chr4	152173196	152173210	-	0.000	0.000	Merged-chr4-152173151-13
NR4038--MA0089.1.MAFG::NFE2L1	chr14	31685681	31685686	+	0.000	0.000	Merged-chr14-31685752-32
NR4969--MA0495.2.MAFF	chr15	83149651	83149671	+	0.000	0.000	Merged-chr15-83149470-115
NR7873--MA0591.1.Bach1::Mafk	chr2	164938922	164938936	+	0.000	0.000	Merged-chr2-164938958-38
NR6249--MA0495.2.MAFF	chr18	12869310	12869330	+	0.000	0.000	Merged-chr18-12869252-13
NR10985--MA0591.1.Bach1::Mafk	chr6	51768008	51768022	+	0.000	0.000	Merged-chr6-51768092-8
NR2355--MA0089.1.MAFG::NFE2L1	chr11	88132167	88132172	-	0.000	0.000	Merged-chr11-88132051-21
NR2731--MA0089.1.MAFG::NFE2L1	chr12	51886617	51886622	-	0.000	0.000	Merged-chr12-51886578-29
NR2577--MA0591.1.Bach1::Mafk	chr12	25240220	25240234	-	0.000	0.000	Merged-chr12-25240283-42
NR2442--MA0089.1.MAFG::NFE2L1	chr11	116012676	116012681	+	0.000	0.000	Merged-chr11-116012659-52
NR9377--MA0501.1.MAF::NFE2	chr4	62696110	62696124	-	0.000	0.000	Merged-chr4-62695960-32
NR13188--MA0496.2.MAFK	chr9	70524583	70524601	-	0.000	0.000	Merged-chr9-70524539-1
NR7515--MA0089.1.MAFG::NFE2L1	chr2	112455065	112455070	-	0.000	0.000	Merged-chr2-112455104-60
NR6661--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR10384--MA0496.2.MAFK	chr5	92348951	92348969	-	0.000	0.000	Merged-chr5-92348973-52
NR5622--MA0117.2.Mafb	chr16	92743826	92743837	-	0.000	0.000	Merged-chr16-92743989-33
NR10496--MA0496.2.MAFK	chr5	115538904	115538922	-	0.000	0.000	Merged-chr5-115538781-31
NR7808--MA0591.1.Bach1::Mafk	chr2	156196651	156196665	-	0.000	0.000	Merged-chr2-156196758-68
NR5876--MA0591.1.Bach1::Mafk	chr17	35823112	35823126	-	0.000	0.000	Merged-chr17-35823208-57
NR7247--MA0659.1.MAFG	chr2	58107017	58107037	-	0.000	0.000	Merged-chr2-58107175-53
NR10731--MA0117.2.Mafb	chr6	7844690	7844701	-	0.000	0.000	Merged-chr6-7844794-101
NR2105--MA0591.1.Bach1::Mafk	chr11	11573645	11573659	-	0.000	0.000	Merged-chr11-11573827-37
NR11750--MA0591.1.Bach1::Mafk	chr7	25239265	25239279	-	0.000	0.000	Merged-chr7-25239376-34
NR4521--MA0496.2.MAFK	chr14	120275575	120275593	+	0.000	0.000	Merged-chr14-120275634-49
NR10494--MA0591.1.Bach1::Mafk	chr5	115538906	115538920	+	0.000	0.000	Merged-chr5-115538781-31
NR6889--MA0089.1.MAFG::NFE2L1	chr2	3769450	3769455	-	0.000	0.000	Merged-chr2-3769538-15
NR9097--MA0089.1.MAFG::NFE2L1	chr4	11076174	11076179	+	0.000	0.000	Merged-chr4-11076222-62
NR10806--MA0501.1.MAF::NFE2	chr6	17629870	17629884	+	0.000	0.000	Merged-chr6-17630018-29
NR4201--MA0117.2.Mafb	chr14	54137286	54137297	-	0.000	0.000	Merged-chr14-54137278-2
NR1928--MA0089.1.MAFG::NFE2L1	chr10	111214815	111214820	-	0.000	0.000	Merged-chr10-111214498-109
NR2369--MA0495.2.MAFF	chr11	95834501	95834521	+	0.000	0.000	Merged-chr11-95834511-50
NR5065--MA0089.1.MAFG::NFE2L1	chr15	102263117	102263122	-	0.000	0.000	Merged-chr15-102263146-38
NR4619--MA0591.1.Bach1::Mafk	chr15	18821598	18821612	-	0.000	0.000	Merged-chr15-18821535-37
NR6890--MA0501.1.MAF::NFE2	chr2	3810525	3810539	-	0.000	0.000	Merged-chr2-3810542-48
NR10718--MA0117.2.Mafb	chr6	6349888	6349899	-	0.000	0.000	Merged-chr6-6349820-2
NR7426--MA0089.1.MAFG::NFE2L1	chr2	91835236	91835241	-	0.000	0.000	Merged-chr2-91835374-51
NR3988--MA0089.1.MAFG::NFE2L1	chr14	20766174	20766179	-	0.000	0.000	Merged-chr14-20766175-32
NR11406--MA0591.1.Bach1::Mafk	chr6	119522084	119522098	+	0.000	0.000	Merged-chr6-119522115-45
NR3307--MA0089.1.MAFG::NFE2L1	chr13	51814101	51814106	+	0.000	0.000	Merged-chr13-51814319-87
NR13565--MA0089.1.MAFG::NFE2L1	chrX	50565195	50565200	-	0.000	0.000	Merged-chrX-50565283-19
NR6081--MA0089.1.MAFG::NFE2L1	chr17	80174328	80174333	-	0.000	0.000	Merged-chr17-80174428-10
NR11143--MA0496.2.MAFK	chr6	72900518	72900536	-	0.000	0.000	Merged-chr6-72900407-12
NR9879--MA0117.2.Mafb	chr5	3383784	3383795	+	0.000	0.000	Merged-chr5-3383814-54
NR7482--MA0496.2.MAFK	chr2	103632773	103632791	-	0.000	0.000	Merged-chr2-103632734-49
NR7728--MA0089.1.MAFG::NFE2L1	chr2	147013119	147013124	-	0.000	0.000	Merged-chr2-147012981-151
NR10736--MA0117.2.Mafb	chr6	8648666	8648677	-	0.000	0.000	Merged-chr6-8648625-101
NR6874--MA0089.1.MAFG::NFE2L1	chr19	56680623	56680628	-	0.000	0.000	Merged-chr19-56680835-51
NR5830--MA0089.1.MAFG::NFE2L1	chr17	31176460	31176465	+	0.000	0.000	Merged-chr17-31176516-21
NR10173--MA0089.1.MAFG::NFE2L1	chr5	53355266	53355271	+	0.000	0.000	Merged-chr5-53355267-30
NR2258--MA0591.1.Bach1::Mafk	chr11	57951761	57951775	-	0.000	0.000	Merged-chr11-57951726-64
NR6748--MA0501.1.MAF::NFE2	chr19	6858288	6858302	+	0.000	0.000	Merged-chr19-6858226-46
NR1046--MA0089.1.MAFG::NFE2L1	chr1	187227965	187227970	+	0.000	0.000	Merged-chr1-187228023-6
NR4240--MA0495.2.MAFF	chr14	64884951	64884971	-	0.000	0.000	Merged-chr14-64885056-34
NR3771--MA0089.1.MAFG::NFE2L1	chr13	114189406	114189411	-	0.000	0.000	Merged-chr13-114189236-113
NR7133--MA0496.2.MAFK	chr2	46371221	46371239	+	0.000	0.000	Merged-chr2-46371309-56
NR5887--MA0659.1.MAFG	chr17	36042869	36042889	+	0.000	0.000	Merged-chr17-36042760-57
NR4927--MA0089.1.MAFG::NFE2L1	chr15	76199519	76199524	+	0.000	0.000	Merged-chr15-76199609-68
NR8579--MA0117.2.Mafb	chr3	93608162	93608173	-	0.000	0.000	Merged-chr3-93607971-30
NR7713--MA0089.1.MAFG::NFE2L1	chr2	144555951	144555956	-	0.000	0.000	Merged-chr2-144556034-87
NR1939--MA0089.1.MAFG::NFE2L1	chr10	111997264	111997269	+	0.000	0.000	Merged-chr10-111997186-1
NR13197--MA0501.1.MAF::NFE2	chr9	72639919	72639933	+	0.000	0.000	Merged-chr9-72639976-11
NR8641--MA0591.1.Bach1::Mafk	chr3	105892542	105892556	+	0.000	0.000	Merged-chr3-105892493-111
NR2345--MA0591.1.Bach1::Mafk	chr11	87074104	87074118	-	0.000	0.000	Merged-chr11-87073947-35
NR7928--MA0089.1.MAFG::NFE2L1	chr2	173263799	173263804	+	0.000	0.000	Merged-chr2-173263932-54
NR5086--MA0591.1.Bach1::Mafk	chr16	4790140	4790154	+	0.000	0.000	Merged-chr16-4790072-71
NR2177--MA0495.2.MAFF	chr11	26640668	26640688	+	0.000	0.000	Merged-chr11-26640535-47
NR261--MA0089.1.MAFG::NFE2L1	chr1	58304618	58304623	-	0.000	0.000	Merged-chr1-58304515-8
NR1420--MA0117.2.Mafb	chr10	41615688	41615699	+	0.000	0.000	Merged-chr10-41615681-31
NR3380--MA0089.1.MAFG::NFE2L1	chr13	67814191	67814196	-	0.000	0.000	Merged-chr13-67814064-68
NR846--MA0117.2.Mafb	chr1	155220481	155220492	-	0.000	0.000	Merged-chr1-155220299-6
NR3029--MA0089.1.MAFG::NFE2L1	chr12	115013018	115013023	-	0.000	0.000	Merged-chr12-115012998-22
NR4825--MA0089.1.MAFG::NFE2L1	chr15	58933698	58933703	+	0.000	0.000	Merged-chr15-58933655-73
NR10084--MA0089.1.MAFG::NFE2L1	chr5	34198822	34198827	+	0.000	0.000	Merged-chr5-34198802-20
NR1532--MA0117.2.Mafb	chr10	57743591	57743602	+	0.000	0.000	Merged-chr10-57743822-47
NR10460--MA0089.1.MAFG::NFE2L1	chr5	103377249	103377254	-	0.000	0.000	Merged-chr5-103377267-129
NR11025--MA0089.1.MAFG::NFE2L1	chr6	59180504	59180509	-	0.000	0.000	Merged-chr6-59180566-24
NR10997--MA0501.1.MAF::NFE2	chr6	54775914	54775928	-	0.000	0.000	Merged-chr6-54775842-27
NR11933--MA0501.1.MAF::NFE2	chr7	68323143	68323157	+	0.000	0.000	Merged-chr7-68323295-58
NR8540--MA0089.1.MAFG::NFE2L1	chr3	88664176	88664181	+	0.000	0.000	Merged-chr3-88664296-18
NR1003--MA0591.1.Bach1::Mafk	chr1	180410494	180410508	+	0.000	0.000	Merged-chr1-180410391-12
NR10970--MA0591.1.Bach1::Mafk	chr6	49128471	49128485	-	0.000	0.000	Merged-chr6-49128471-29
NR3475--MA0591.1.Bach1::Mafk	chr13	81685088	81685102	-	0.000	0.000	Merged-chr13-81685096-36
NR5832--MA0501.1.MAF::NFE2	chr17	31176461	31176475	+	0.000	0.000	Merged-chr17-31176516-21
NR865--MA0089.1.MAFG::NFE2L1	chr1	160268516	160268521	+	0.000	0.000	Merged-chr1-160268500-8
NR3007--MA0501.1.MAF::NFE2	chr12	110591599	110591613	+	0.000	0.000	Merged-chr12-110591527-74
NR9697--MA0089.1.MAFG::NFE2L1	chr4	124752709	124752714	-	0.000	0.000	Merged-chr4-124752780-50
NR12715--MA0117.2.Mafb	chr8	77534636	77534647	+	0.000	0.000	Merged-chr8-77534912-51
NR11711--MA0501.1.MAF::NFE2	chr7	16194081	16194095	-	0.000	0.000	Merged-chr7-16193928-27
NR9910--MA0501.1.MAF::NFE2	chr5	8075512	8075526	+	0.000	0.000	Merged-chr5-8075370-38
NR1584--MA0501.1.MAF::NFE2	chr10	67004294	67004308	+	0.000	0.000	Merged-chr10-67004511-105
NR11643--MA0117.2.Mafb	chr6	146516336	146516347	-	0.000	0.000	Merged-chr6-146516138-30
NR12269--MA0089.1.MAFG::NFE2L1	chr7	128062740	128062745	-	0.000	0.000	Merged-chr7-128062681-13
NR12645--MA0089.1.MAFG::NFE2L1	chr8	70439463	70439468	+	0.000	0.000	Merged-chr8-70439592-70
NR10516--MA0501.1.MAF::NFE2	chr5	120775897	120775911	-	0.000	0.000	Merged-chr5-120775735-65
NR13198--MA0089.1.MAFG::NFE2L1	chr9	72797588	72797593	-	0.000	0.000	Merged-chr9-72797397-34
NR10905--MA0591.1.Bach1::Mafk	chr6	37046546	37046560	-	0.000	0.000	Merged-chr6-37046555-33
NR7071--MA0496.2.MAFK	chr2	27693884	27693902	-	0.000	0.000	Merged-chr2-27693880-30
NR1257--MA0089.1.MAFG::NFE2L1	chr10	19209893	19209898	+	0.000	0.000	Merged-chr10-19209945-33
NR2971--MA0591.1.Bach1::Mafk	chr12	103341442	103341456	-	0.000	0.000	Merged-chr12-103341437-53
NR5261--MA0089.1.MAFG::NFE2L1	chr16	33751788	33751793	+	0.000	0.000	Merged-chr16-33751645-59
NR4415--MA0501.1.MAF::NFE2	chr14	105177473	105177487	+	0.000	0.000	Merged-chr14-105177397-2
NR166--MA0501.1.MAF::NFE2	chr1	36160372	36160386	-	0.000	0.000	Merged-chr1-36160446-48
NR3127--MA0089.1.MAFG::NFE2L1	chr13	8400881	8400886	+	0.000	0.000	Merged-chr13-8400702-31
NR6569--MA0501.1.MAF::NFE2	chr18	68190134	68190148	-	0.000	0.000	Merged-chr18-68190088-51
NR4236--MA0496.2.MAFK	chr14	64434254	64434272	+	0.000	0.000	Merged-chr14-64434245-45
NR8332--MA0501.1.MAF::NFE2	chr3	59081063	59081077	+	0.000	0.000	Merged-chr3-59081244-57
NR13192--MA0659.1.MAFG	chr9	72097291	72097311	+	0.000	0.000	Merged-chr9-72097262-35
NR1900--MA0659.1.MAFG	chr10	107858904	107858924	+	0.000	0.000	Merged-chr10-107858878-12
NR5485--MA0659.1.MAFG	chr16	69946790	69946810	+	0.000	0.000	Merged-chr16-69946695-9
NR876--MA0089.1.MAFG::NFE2L1	chr1	161894385	161894390	-	0.000	0.000	Merged-chr1-161894254-19
NR12863--MA0117.2.Mafb	chr8	107561294	107561305	-	0.000	0.000	Merged-chr8-107561256-43
NR59--MA0089.1.MAFG::NFE2L1	chr1	13301687	13301692	+	0.000	0.000	Merged-chr1-13301807-39
NR2286--MA0089.1.MAFG::NFE2L1	chr11	63908723	63908728	+	0.000	0.000	Merged-chr11-63908633-20
NR896--MA0117.2.Mafb	chr1	165822163	165822174	+	0.000	0.000	Merged-chr1-165822211-30
NR7797--MA0591.1.Bach1::Mafk	chr2	154603868	154603882	+	0.000	0.000	Merged-chr2-154603925-61
NR7822--MA0089.1.MAFG::NFE2L1	chr2	158160169	158160174	+	0.000	0.000	Merged-chr2-158160127-37
NR13708--MA0501.1.MAF::NFE2	chrX	142385197	142385211	+	0.000	0.000	Merged-chrX-142385026-32
NR5926--MA0591.1.Bach1::Mafk	chr17	50485180	50485194	-	0.000	0.000	Merged-chr17-50485186-33
NR13186--MA0495.2.MAFF	chr9	70524582	70524602	-	0.000	0.000	Merged-chr9-70524539-1
NR9229--MA0496.2.MAFK	chr4	40785959	40785977	+	0.000	0.000	Merged-chr4-40785986-16
NR12743--MA0089.1.MAFG::NFE2L1	chr8	81756826	81756831	+	0.000	0.000	Merged-chr8-81756964-44
NR1631--MA0089.1.MAFG::NFE2L1	chr10	70903777	70903782	+	0.000	0.000	Merged-chr10-70903939-1
NR1140--MA0089.1.MAFG::NFE2L1	chr10	6997174	6997179	+	0.000	0.000	Merged-chr10-6997125-11
NR7748--MA0089.1.MAFG::NFE2L1	chr2	148262013	148262018	+	0.000	0.000	Merged-chr2-148262100-2
NR12958--MA0089.1.MAFG::NFE2L1	chr8	126584487	126584492	-	0.000	0.000	Merged-chr8-126584527-70
NR9388--MA0117.2.Mafb	chr4	63704405	63704416	-	0.000	0.000	Merged-chr4-63704429-30
NR1933--MA0089.1.MAFG::NFE2L1	chr10	111578563	111578568	-	0.000	0.000	Merged-chr10-111578564-64
NR10803--MA0495.2.MAFF	chr6	17629864	17629884	-	0.000	0.000	Merged-chr6-17630018-29
NR672--MA0089.1.MAFG::NFE2L1	chr1	120073728	120073733	-	0.000	0.000	Merged-chr1-120073802-51
NR3006--MA0591.1.Bach1::Mafk	chr12	110591596	110591610	+	0.000	0.000	Merged-chr12-110591527-74
NR3565--MA0591.1.Bach1::Mafk	chr13	89454870	89454884	+	0.000	0.000	Merged-chr13-89454773-11
NR1142--MA0495.2.MAFF	chr10	7470129	7470149	+	0.000	0.000	Merged-chr10-7470291-37
NR5776--MA0089.1.MAFG::NFE2L1	chr17	22081174	22081179	+	0.000	0.000	Merged-chr17-22081170-26
NR12641--MA0089.1.MAFG::NFE2L1	chr8	69920482	69920487	-	0.000	0.000	Merged-chr8-69920362-48
NR4732--MA0089.1.MAFG::NFE2L1	chr15	38284029	38284034	+	0.000	0.000	Merged-chr15-38283996-39
NR10996--MA0591.1.Bach1::Mafk	chr6	54775917	54775931	-	0.000	0.000	Merged-chr6-54775842-27
NR11927--MA0089.1.MAFG::NFE2L1	chr7	67631035	67631040	+	0.000	0.000	Merged-chr7-67631020-23
NR6792--MA0089.1.MAFG::NFE2L1	chr19	18555805	18555810	-	0.000	0.000	Merged-chr19-18555822-23
