#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR5144--MA0035.3.Gata1	chr2	13132684	13132694	-	0.000	0.000	Merged-chr2-13132891-60
NR8181--MA0037.3.GATA3	chr6	86922089	86922096	-	0.000	0.000	Merged-chr6-86921974-19
NR6772--MA0037.3.GATA3	chr4	33110182	33110189	-	0.000	0.000	Merged-chr4-33110299-20
NR5001--MA0035.3.Gata1	chr19	4080680	4080690	+	0.000	0.000	Merged-chr19-4080806-9
NR5667--MA0035.3.Gata1	chr2	140051794	140051804	-	0.000	0.000	Merged-chr2-140051762-17
NR8329--MA0035.3.Gata1	chr6	126849235	126849245	-	0.000	0.000	Merged-chr6-126849069-62
NR1641--MA0035.3.Gata1	chr11	59809113	59809123	+	0.000	0.000	Merged-chr11-59809207-3
NR2793--MA0037.3.GATA3	chr13	94381980	94381987	+	0.000	0.000	Merged-chr13-94381981-20
NR1720--MA0140.2.GATA1::TAL1	chr11	96830003	96830020	-	0.000	0.000	Merged-chr11-96830081-68
NR4996--MA0037.3.GATA3	chr19	4080681	4080688	-	0.000	0.000	Merged-chr19-4080806-9
NR9778--MA0140.2.GATA1::TAL1	chr9	114730373	114730390	+	0.000	0.000	Merged-chr9-114730346-23
NR7570--MA0766.1.GATA5	chr5	71903684	71903691	-	0.000	0.000	Merged-chr5-71903621-28
NR860--MA0035.3.Gata1	chr10	7178822	7178832	+	0.000	0.000	Merged-chr10-7178765-13
NR9593--MA0035.3.Gata1	chr9	50841520	50841530	+	0.000	0.000	Merged-chr9-50841386-17
NR1725--MA0766.1.GATA5	chr11	97994753	97994760	+	0.000	0.000	Merged-chr11-97994878-44
NR136--MA0140.2.GATA1::TAL1	chr1	36065091	36065108	-	0.000	0.000	Merged-chr1-36065053-38
NR8991--MA0035.3.Gata1	chr7	127144581	127144591	+	0.000	0.000	Merged-chr7-127144596-50
NR9221--MA0482.1.Gata4	chr8	54436803	54436813	+	0.000	0.000	Merged-chr8-54436651-1
NR1747--MA1104.1.GATA6	chr11	104609418	104609430	+	0.000	0.000	Merged-chr11-104609685-47
NR4409--MA1104.1.GATA6	chr17	42782410	42782422	+	0.000	0.000	Merged-chr17-42782364-40
NR9768--MA0035.3.Gata1	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR6096--MA0482.1.Gata4	chr3	60408700	60408710	+	0.000	0.000	Merged-chr3-60408838-69
NR1901--MA0482.1.Gata4	chr12	28735563	28735573	-	0.000	0.000	Merged-chr12-28735423-1
NR3857--MA0035.3.Gata1	chr16	23270683	23270693	-	0.000	0.000	Merged-chr16-23270651-14
NR3291--MA0482.1.Gata4	chr14	100283702	100283712	+	0.000	0.000	Merged-chr14-100283659-2
NR7716--MA0482.1.Gata4	chr5	129524683	129524693	-	0.000	0.000	Merged-chr5-129524684-34
NR1728--MA0036.3.GATA2	chr11	98497544	98497554	+	0.000	0.000	Merged-chr11-98497586-22
NR9786--MA0766.1.GATA5	chr9	116187539	116187546	-	0.000	0.000	Merged-chr9-116187633-9
NR7682--MA0036.3.GATA2	chr5	105699708	105699718	-	0.000	0.000	Merged-chr5-105699890-8
NR9438--MA0766.1.GATA5	chr8	127589470	127589477	-	0.000	0.000	Merged-chr8-127589399-43
NR1938--MA0035.3.Gata1	chr12	36057887	36057897	+	0.000	0.000	Merged-chr12-36057875-8
NR8606--MA0037.3.GATA3	chr7	19093680	19093687	-	0.000	0.000	Merged-chr7-19093740-100
NR3897--MA1104.1.GATA6	chr16	29856391	29856403	-	0.000	0.000	Merged-chr16-29856280-19
NR3656--MA0140.2.GATA1::TAL1	chr15	60112103	60112120	+	0.000	0.000	Merged-chr15-60111990-62
NR1895--MA0482.1.Gata4	chr12	28589598	28589608	+	0.000	0.000	Merged-chr12-28589573-34
NR9818--MA0766.1.GATA5	chrX	7566383	7566390	-	0.000	0.000	Merged-chrX-7566514-6
NR7842--MA1104.1.GATA6	chr6	8365058	8365070	-	0.000	0.000	Merged-chr6-8365103-3
NR1107--MA0037.3.GATA3	chr10	61559864	61559871	-	0.000	0.000	Merged-chr10-61559785-43
NR5864--MA0035.3.Gata1	chr3	14869855	14869865	-	0.000	0.000	Merged-chr3-14869878-60
NR2804--MA0037.3.GATA3	chr13	95524827	95524834	-	0.000	0.000	Merged-chr13-95524749-120
NR9595--MA0482.1.Gata4	chr9	53271837	53271847	+	0.000	0.000	Merged-chr9-53271662-13
NR6099--MA0035.3.Gata1	chr3	60408699	60408709	+	0.000	0.000	Merged-chr3-60408838-69
NR1271--MA0766.1.GATA5	chr10	94116420	94116427	+	0.000	0.000	Merged-chr10-94116374-33
NR3592--MA1104.1.GATA6	chr15	43869841	43869853	-	0.000	0.000	Merged-chr15-43869939-26
NR9898--MA0036.3.GATA2	chrX	114474361	114474371	-	0.000	0.000	Merged-chrX-114474330-36
NR2166--MA0037.3.GATA3	chr12	89719512	89719519	+	0.000	0.000	Merged-chr12-89719457-81
NR5055--MA0140.2.GATA1::TAL1	chr19	32926371	32926388	-	0.000	0.000	Merged-chr19-32926300-25
NR3060--MA0766.1.GATA5	chr14	27562729	27562736	+	0.000	0.000	Merged-chr14-27562668-44
NR9802--MA0140.2.GATA1::TAL1	chr9	123767086	123767103	-	0.000	0.000	Merged-chr9-123767195-6
NR9290--MA0482.1.Gata4	chr8	83748643	83748653	-	0.000	0.000	Merged-chr8-83748656-80
NR3469--MA0035.3.Gata1	chr15	12225220	12225230	-	0.000	0.000	Merged-chr15-12225261-2
NR6780--MA0035.3.Gata1	chr4	33189442	33189452	+	0.000	0.000	Merged-chr4-33189254-36
NR4478--MA1104.1.GATA6	chr17	64208600	64208612	+	0.000	0.000	Merged-chr17-64208497-3
NR5211--MA0035.3.Gata1	chr2	22796697	22796707	-	0.000	0.000	Merged-chr2-22796662-28
NR613--MA0035.3.Gata1	chr1	143202525	143202535	-	0.000	0.000	Merged-chr1-143202432-31
NR6538--MA1104.1.GATA6	chr3	146127388	146127400	-	0.000	0.000	Merged-chr3-146127552-12
NR9822--MA0035.3.Gata1	chrX	7570949	7570959	-	0.000	0.000	Merged-chrX-7570919-6
NR6886--MA0037.3.GATA3	chr4	63405247	63405254	-	0.000	0.000	Merged-chr4-63405214-23
NR9277--MA0037.3.GATA3	chr8	79375251	79375258	-	0.000	0.000	Merged-chr8-79375141-3
NR1279--MA0035.3.Gata1	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR9598--MA0035.3.Gata1	chr9	53271836	53271846	+	0.000	0.000	Merged-chr9-53271662-13
NR6721--MA0766.1.GATA5	chr4	19923452	19923459	+	0.000	0.000	Merged-chr4-19923492-7
NR3663--MA0482.1.Gata4	chr15	63989730	63989740	-	0.000	0.000	Merged-chr15-63989879-13
NR9635--MA0766.1.GATA5	chr9	78024981	78024988	-	0.000	0.000	Merged-chr9-78024957-31
NR77--MA0766.1.GATA5	chr1	14514553	14514560	+	0.000	0.000	Merged-chr1-14514684-1
NR4636--MA0140.2.GATA1::TAL1	chr18	7524619	7524636	-	0.000	0.000	Merged-chr18-7524437-7
NR5404--MA0766.1.GATA5	chr2	79270384	79270391	+	0.000	0.000	Merged-chr2-79270307-14
NR2099--MA0035.3.Gata1	chr12	70232401	70232411	+	0.000	0.000	Merged-chr12-70232391-28
NR2810--MA0140.2.GATA1::TAL1	chr13	95524828	95524845	+	0.000	0.000	Merged-chr13-95524749-120
NR557--MA0037.3.GATA3	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR143--MA0037.3.GATA3	chr1	36272853	36272860	-	0.000	0.000	Merged-chr1-36272682-8
NR7926--MA0482.1.Gata4	chr6	34364726	34364736	-	0.000	0.000	Merged-chr6-34364838-25
NR7536--MA0035.3.Gata1	chr5	64519186	64519196	-	0.000	0.000	Merged-chr5-64519093-9
NR9587--MA0482.1.Gata4	chr9	48538517	48538527	-	0.000	0.000	Merged-chr9-48538454-59
NR363--MA0036.3.GATA2	chr1	88578422	88578432	-	0.000	0.000	Merged-chr1-88578300-28
NR5561--MA0482.1.Gata4	chr2	122125776	122125786	+	0.000	0.000	Merged-chr2-122125883-8
NR3204--MA0036.3.GATA2	chr14	74977157	74977167	+	0.000	0.000	Merged-chr14-74977138-7
NR7122--MA0035.3.Gata1	chr4	129960257	129960267	+	0.000	0.000	Merged-chr4-129960127-71
NR7697--MA0766.1.GATA5	chr5	118069585	118069592	+	0.000	0.000	Merged-chr5-118069472-39
NR7687--MA0036.3.GATA2	chr5	109997108	109997118	-	0.000	0.000	Merged-chr5-109997231-2
NR9824--MA0482.1.Gata4	chrX	7763742	7763752	-	0.000	0.000	Merged-chrX-7763872-12
NR7078--MA0140.2.GATA1::TAL1	chr4	111440283	111440300	-	0.000	0.000	Merged-chr4-111440477-13
NR4419--MA0482.1.Gata4	chr17	45573049	45573059	+	0.000	0.000	Merged-chr17-45573400-189
NR5102--MA0036.3.GATA2	chr19	57477220	57477230	+	0.000	0.000	Merged-chr19-57477375-13
NR7929--MA0035.3.Gata1	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR2125--MA0140.2.GATA1::TAL1	chr12	76710117	76710134	-	0.000	0.000	Merged-chr12-76710295-113
NR3055--MA0036.3.GATA2	chr14	27384253	27384263	+	0.000	0.000	Merged-chr14-27384235-54
NR6097--MA1104.1.GATA6	chr3	60408698	60408710	-	0.000	0.000	Merged-chr3-60408838-69
NR1902--MA1104.1.GATA6	chr12	28735552	28735564	+	0.000	0.000	Merged-chr12-28735423-1
NR7209--MA0036.3.GATA2	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR1242--MA0766.1.GATA5	chr10	89326995	89327002	+	0.000	0.000	Merged-chr10-89327162-49
NR3292--MA1104.1.GATA6	chr14	100283700	100283712	-	0.000	0.000	Merged-chr14-100283659-2
NR7937--MA0036.3.GATA2	chr6	34869661	34869671	+	0.000	0.000	Merged-chr6-34869594-48
NR2320--MA0766.1.GATA5	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
NR1627--MA0482.1.Gata4	chr11	53141382	53141392	-	0.000	0.000	Merged-chr11-53141237-14
NR2310--MA0036.3.GATA2	chr12	110689778	110689788	+	0.000	0.000	Merged-chr12-110689902-59
NR9946--MA0482.1.Gata4	chrX	169979118	169979128	-	0.000	0.000	Merged-chrX-169979163-27
NR3416--MA0482.1.Gata4	chr14	122788393	122788403	-	0.000	0.000	Merged-chr14-122788282-21
NR560--MA0036.3.GATA2	chr1	130838473	130838483	-	0.000	0.000	Merged-chr1-130838519-27
NR5229--MA0035.3.Gata1	chr2	35232816	35232826	-	0.000	0.000	Merged-chr2-35233017-25
NR1896--MA1104.1.GATA6	chr12	28589596	28589608	-	0.000	0.000	Merged-chr12-28589573-34
NR313--MA0035.3.Gata1	chr1	79684258	79684268	+	0.000	0.000	Merged-chr1-79684355-13
NR9820--MA1104.1.GATA6	chrX	7570948	7570960	+	0.000	0.000	Merged-chrX-7570919-6
NR3177--MA0036.3.GATA2	chr14	62342732	62342742	-	0.000	0.000	Merged-chr14-62342844-35
NR1277--MA1104.1.GATA6	chr10	96201431	96201443	+	0.000	0.000	Merged-chr10-96201472-66
NR3856--MA0140.2.GATA1::TAL1	chr16	22857796	22857813	-	0.000	0.000	Merged-chr16-22857736-62
NR1726--MA0035.3.Gata1	chr11	97994751	97994761	-	0.000	0.000	Merged-chr11-97994878-44
NR7613--MA0482.1.Gata4	chr5	92204517	92204527	-	0.000	0.000	Merged-chr5-92204715-7
NR3777--MA0482.1.Gata4	chr16	4762246	4762256	-	0.000	0.000	Merged-chr16-4762365-8
NR7403--MA0766.1.GATA5	chr5	29200063	29200070	-	0.000	0.000	Merged-chr5-29200032-4
NR7788--MA0036.3.GATA2	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR7568--MA1104.1.GATA6	chr5	71903682	71903694	-	0.000	0.000	Merged-chr5-71903621-28
NR6673--MA0766.1.GATA5	chr4	11404221	11404228	-	0.000	0.000	Merged-chr4-11404244-13
NR6232--MA0140.2.GATA1::TAL1	chr3	84040295	84040312	-	0.000	0.000	Merged-chr3-84040133-152
NR1478--MA0482.1.Gata4	chr10	125330208	125330218	+	0.000	0.000	Merged-chr10-125330277-12
NR2097--MA1104.1.GATA6	chr12	70232400	70232412	-	0.000	0.000	Merged-chr12-70232391-28
NR7998--MA0035.3.Gata1	chr6	54078339	54078349	-	0.000	0.000	Merged-chr6-54078374-21
NR921--MA0482.1.Gata4	chr10	17361607	17361617	-	0.000	0.000	Merged-chr10-17361557-1
NR3809--MA0482.1.Gata4	chr16	7419926	7419936	+	0.000	0.000	Merged-chr16-7419949-42
NR1173--MA0482.1.Gata4	chr10	75406252	75406262	-	0.000	0.000	Merged-chr10-75406076-29
NR1444--MA0482.1.Gata4	chr10	122054864	122054874	+	0.000	0.000	Merged-chr10-122054760-22
NR7120--MA1104.1.GATA6	chr4	129960256	129960268	-	0.000	0.000	Merged-chr4-129960127-71
NR9439--MA0035.3.Gata1	chr8	127589469	127589479	+	0.000	0.000	Merged-chr8-127589399-43
NR4340--MA0766.1.GATA5	chr17	23797678	23797685	+	0.000	0.000	Merged-chr17-23797661-48
NR892--MA0035.3.Gata1	chr10	13999025	13999035	-	0.000	0.000	Merged-chr10-13999186-36
NR5856--MA0140.2.GATA1::TAL1	chr3	9401027	9401044	-	0.000	0.000	Merged-chr3-9400917-27
NR3233--MA0482.1.Gata4	chr14	86682008	86682018	+	0.000	0.000	Merged-chr14-86682000-52
NR9938--MA0482.1.Gata4	chrX	166329313	166329323	+	0.000	0.000	Merged-chrX-166329162-24
NR1205--MA0482.1.Gata4	chr10	82811968	82811978	+	0.000	0.000	Merged-chr10-82812084-42
NR7767--MA0036.3.GATA2	chr5	144964170	144964180	-	0.000	0.000	Merged-chr5-144963961-18
NR8232--MA0140.2.GATA1::TAL1	chr6	103473551	103473568	-	0.000	0.000	Merged-chr6-103473663-48
NR7368--MA0482.1.Gata4	chr5	21054838	21054848	+	0.000	0.000	Merged-chr5-21054874-6
NR3546--MA0766.1.GATA5	chr15	36440115	36440122	+	0.000	0.000	Merged-chr15-36440213-15
NR6652--MA0766.1.GATA5	chr4	8381061	8381068	+	0.000	0.000	Merged-chr4-8380900-9
NR9428--MA0482.1.Gata4	chr8	125351839	125351849	-	0.000	0.000	Merged-chr8-125351679-18
NR7927--MA1104.1.GATA6	chr6	34364726	34364738	+	0.000	0.000	Merged-chr6-34364838-25
NR6578--MA0037.3.GATA3	chr3	152929753	152929760	-	0.000	0.000	Merged-chr3-152929727-94
NR3061--MA0035.3.Gata1	chr14	27562727	27562737	-	0.000	0.000	Merged-chr14-27562668-44
NR1447--MA0035.3.Gata1	chr10	122054863	122054873	+	0.000	0.000	Merged-chr10-122054760-22
NR9588--MA1104.1.GATA6	chr9	48538517	48538529	+	0.000	0.000	Merged-chr9-48538454-59
NR5562--MA1104.1.GATA6	chr2	122125774	122125786	-	0.000	0.000	Merged-chr2-122125883-8
NR5449--MA0482.1.Gata4	chr2	92192026	92192036	-	0.000	0.000	Merged-chr2-92192158-30
NR9394--MA0036.3.GATA2	chr8	117801964	117801974	-	0.000	0.000	Merged-chr8-117802067-74
NR3498--MA0482.1.Gata4	chr15	25269748	25269758	-	0.000	0.000	Merged-chr15-25269773-79
NR3769--MA0482.1.Gata4	chr15	103339526	103339536	+	0.000	0.000	Merged-chr15-103339534-3
NR7212--MA0140.2.GATA1::TAL1	chr4	150517583	150517600	+	0.000	0.000	Merged-chr4-150517532-35
NR3774--MA0140.2.GATA1::TAL1	chr15	103339527	103339544	+	0.000	0.000	Merged-chr15-103339534-3
NR8550--MA0766.1.GATA5	chr6	144987415	144987422	+	0.000	0.000	Merged-chr6-144987357-14
NR1745--MA0037.3.GATA3	chr11	104609421	104609428	+	0.000	0.000	Merged-chr11-104609685-47
NR4407--MA0037.3.GATA3	chr17	42782413	42782420	+	0.000	0.000	Merged-chr17-42782364-40
NR1556--MA0035.3.Gata1	chr11	19993875	19993885	-	0.000	0.000	Merged-chr11-19993906-5
NR565--MA0036.3.GATA2	chr1	132046415	132046425	-	0.000	0.000	Merged-chr1-132046441-41
NR1208--MA0035.3.Gata1	chr10	82811967	82811977	+	0.000	0.000	Merged-chr10-82812084-42
NR3658--MA0036.3.GATA2	chr15	61438673	61438683	-	0.000	0.000	Merged-chr15-61438700-21
NR5415--MA0482.1.Gata4	chr2	84241286	84241296	+	0.000	0.000	Merged-chr2-84241339-6
NR9707--MA0766.1.GATA5	chr9	86579815	86579822	-	0.000	0.000	Merged-chr9-86579809-9
NR6722--MA0035.3.Gata1	chr4	19923450	19923460	-	0.000	0.000	Merged-chr4-19923492-7
NR2770--MA1104.1.GATA6	chr13	89425614	89425626	+	0.000	0.000	Merged-chr13-89425827-19
NR78--MA0035.3.Gata1	chr1	14514551	14514561	-	0.000	0.000	Merged-chr1-14514684-1
NR5319--MA0482.1.Gata4	chr2	59469818	59469828	+	0.000	0.000	Merged-chr2-59469655-1
NR5405--MA0035.3.Gata1	chr2	80315536	80315546	+	0.000	0.000	Merged-chr2-80315576-77
NR9341--MA0482.1.Gata4	chr8	107164414	107164424	+	0.000	0.000	Merged-chr8-107164486-19
NR2913--MA0036.3.GATA2	chr13	113639070	113639080	+	0.000	0.000	Merged-chr13-113639155-24
NR9407--MA0482.1.Gata4	chr8	122951686	122951696	-	0.000	0.000	Merged-chr8-122951774-1
NR3895--MA0037.3.GATA3	chr16	29856393	29856400	-	0.000	0.000	Merged-chr16-29856280-19
NR859--MA0766.1.GATA5	chr10	7178823	7178830	-	0.000	0.000	Merged-chr10-7178765-13
NR2600--MA0035.3.Gata1	chr13	61996742	61996752	+	0.000	0.000	Merged-chr13-61996796-15
NR1197--MA0036.3.GATA2	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR3385--MA1104.1.GATA6	chr14	118796304	118796316	-	0.000	0.000	Merged-chr14-118796395-16
NR3903--MA0140.2.GATA1::TAL1	chr16	32520687	32520704	-	0.000	0.000	Merged-chr16-32520584-37
NR5014--MA0482.1.Gata4	chr19	8019878	8019888	+	0.000	0.000	Merged-chr19-8019847-106
NR4954--MA0036.3.GATA2	chr18	75322353	75322363	+	0.000	0.000	Merged-chr18-75322404-42
NR1628--MA1104.1.GATA6	chr11	53141382	53141394	+	0.000	0.000	Merged-chr11-53141237-14
NR815--MA0036.3.GATA2	chr1	186713109	186713119	+	0.000	0.000	Merged-chr1-186713074-31
NR7698--MA0035.3.Gata1	chr5	118069583	118069593	-	0.000	0.000	Merged-chr5-118069472-39
NR8162--MA0766.1.GATA5	chr6	82922017	82922024	+	0.000	0.000	Merged-chr6-82922037-57
NR5302--MA1104.1.GATA6	chr2	54421122	54421134	-	0.000	0.000	Merged-chr2-54421215-1
NR4868--MA0766.1.GATA5	chr18	62072967	62072974	-	0.000	0.000	Merged-chr18-62072861-2
NR1558--MA0482.1.Gata4	chr11	21103248	21103258	+	0.000	0.000	Merged-chr11-21103382-12
NR6430--MA0035.3.Gata1	chr3	133623447	133623457	+	0.000	0.000	Merged-chr3-133623556-36
NR392--MA0766.1.GATA5	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR4476--MA0037.3.GATA3	chr17	64208603	64208610	+	0.000	0.000	Merged-chr17-64208497-3
NR135--MA0035.3.Gata1	chr1	35653568	35653578	-	0.000	0.000	Merged-chr1-35653441-55
NR5554--MA0037.3.GATA3	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR7614--MA1104.1.GATA6	chr5	92204517	92204529	+	0.000	0.000	Merged-chr5-92204715-7
NR6536--MA0037.3.GATA3	chr3	146127390	146127397	-	0.000	0.000	Merged-chr3-146127552-12
NR3778--MA1104.1.GATA6	chr16	4762246	4762258	+	0.000	0.000	Merged-chr16-4762365-8
NR7215--MA0036.3.GATA2	chr4	150938225	150938235	+	0.000	0.000	Merged-chr4-150938152-39
NR5059--MA0036.3.GATA2	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR8197--MA0037.3.GATA3	chr6	97311130	97311137	+	0.000	0.000	Merged-chr6-97311024-32
NR1109--MA0766.1.GATA5	chr10	61559864	61559871	-	0.000	0.000	Merged-chr10-61559785-43
NR4420--MA0766.1.GATA5	chr17	45573049	45573056	-	0.000	0.000	Merged-chr17-45573400-189
NR4410--MA0036.3.GATA2	chr17	42782411	42782421	-	0.000	0.000	Merged-chr17-42782364-40
NR1776--MA0482.1.Gata4	chr11	115564106	115564116	-	0.000	0.000	Merged-chr11-115564290-52
NR8325--MA0037.3.GATA3	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR6671--MA0482.1.Gata4	chr4	11404221	11404231	+	0.000	0.000	Merged-chr4-11404244-13
NR5497--MA0482.1.Gata4	chr2	109608254	109608264	-	0.000	0.000	Merged-chr2-109608122-1
NR5010--MA1104.1.GATA6	chr19	6015316	6015328	-	0.000	0.000	Merged-chr19-6015500-73
NR2321--MA0035.3.Gata1	chr12	112606010	112606020	+	0.000	0.000	Merged-chr12-112605824-36
NR3996--MA1104.1.GATA6	chr16	56800670	56800682	-	0.000	0.000	Merged-chr16-56800625-33
NR1445--MA1104.1.GATA6	chr10	122054862	122054874	-	0.000	0.000	Merged-chr10-122054760-22
NR2501--MA0766.1.GATA5	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR7228--MA0036.3.GATA2	chr4	154965101	154965111	+	0.000	0.000	Merged-chr4-154964941-1
NR5558--MA0766.1.GATA5	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR8664--MA0766.1.GATA5	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR6779--MA0766.1.GATA5	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR6769--MA0036.3.GATA2	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR2538--MA0036.3.GATA2	chr13	36886173	36886183	-	0.000	0.000	Merged-chr13-36886287-43
NR9939--MA1104.1.GATA6	chrX	166329311	166329323	-	0.000	0.000	Merged-chrX-166329162-24
NR1206--MA1104.1.GATA6	chr10	82811966	82811978	-	0.000	0.000	Merged-chr10-82812084-42
NR6767--MA0037.3.GATA3	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR2586--MA0035.3.Gata1	chr13	59585437	59585447	+	0.000	0.000	Merged-chr13-59585318-80
NR5638--MA0482.1.Gata4	chr2	135966824	135966834	-	0.000	0.000	Merged-chr2-135966695-1
NR1136--MA0482.1.Gata4	chr10	69168674	69168684	+	0.000	0.000	Merged-chr10-69168741-15
NR7108--MA0766.1.GATA5	chr4	126103849	126103856	-	0.000	0.000	Merged-chr4-126103759-104
NR6674--MA0035.3.Gata1	chr4	11404220	11404230	+	0.000	0.000	Merged-chr4-11404244-13
NR9429--MA1104.1.GATA6	chr8	125351839	125351851	+	0.000	0.000	Merged-chr8-125351679-18
NR1934--MA0037.3.GATA3	chr12	36057888	36057895	-	0.000	0.000	Merged-chr12-36057875-8
NR8142--MA0037.3.GATA3	chr6	71962928	71962935	+	0.000	0.000	Merged-chr6-71962835-53
NR263--MA1104.1.GATA6	chr1	66987715	66987727	-	0.000	0.000	Merged-chr1-66987794-41
NR3499--MA1104.1.GATA6	chr15	25269748	25269760	+	0.000	0.000	Merged-chr15-25269773-79
NR5403--MA0037.3.GATA3	chr2	79270384	79270391	+	0.000	0.000	Merged-chr2-79270307-14
NR8362--MA0036.3.GATA2	chr6	129533344	129533354	-	0.000	0.000	Merged-chr6-129533355-94
NR145--MA0766.1.GATA5	chr1	36272853	36272860	-	0.000	0.000	Merged-chr1-36272682-8
NR8320--MA0035.3.Gata1	chr6	124750612	124750622	-	0.000	0.000	Merged-chr6-124750623-14
NR8986--MA0035.3.Gata1	chr7	125472208	125472218	+	0.000	0.000	Merged-chr7-125472313-74
NR2549--MA0037.3.GATA3	chr13	41948368	41948375	+	0.000	0.000	Merged-chr13-41948463-1
NR626--MA0140.2.GATA1::TAL1	chr1	145069575	145069592	+	0.000	0.000	Merged-chr1-145069518-2
NR7146--MA0035.3.Gata1	chr4	135895435	135895445	+	0.000	0.000	Merged-chr4-135895375-12
NR4393--MA0766.1.GATA5	chr17	35993989	35993996	-	0.000	0.000	Merged-chr17-35993975-42
NR7045--MA0036.3.GATA2	chr4	101217307	101217317	-	0.000	0.000	Merged-chr4-101217167-64
NR3290--MA0037.3.GATA3	chr14	100283702	100283709	-	0.000	0.000	Merged-chr14-100283659-2
NR5416--MA1104.1.GATA6	chr2	84241284	84241296	-	0.000	0.000	Merged-chr2-84241339-6
NR2560--MA0036.3.GATA2	chr13	49188129	49188139	-	0.000	0.000	Merged-chr13-49188113-1
NR7715--MA0037.3.GATA3	chr5	129524686	129524693	+	0.000	0.000	Merged-chr5-129524684-34
NR8994--MA0036.3.GATA2	chr7	127288040	127288050	-	0.000	0.000	Merged-chr7-127288112-51
NR148--MA0036.3.GATA2	chr1	36920486	36920496	+	0.000	0.000	Merged-chr1-36920402-81
NR9342--MA1104.1.GATA6	chr8	107164412	107164424	-	0.000	0.000	Merged-chr8-107164486-19
NR2270--MA0482.1.Gata4	chr12	99544689	99544699	-	0.000	0.000	Merged-chr12-99544732-47
NR9408--MA1104.1.GATA6	chr8	122951686	122951698	+	0.000	0.000	Merged-chr8-122951774-1
NR682--MA0482.1.Gata4	chr1	158177457	158177467	+	0.000	0.000	Merged-chr1-158177392-1
NR5006--MA0140.2.GATA1::TAL1	chr19	5389999	5390016	+	0.000	0.000	Merged-chr19-5390000-41
NR1894--MA0037.3.GATA3	chr12	28589598	28589605	-	0.000	0.000	Merged-chr12-28589573-34
NR7911--MA0766.1.GATA5	chr6	29229410	29229417	+	0.000	0.000	Merged-chr6-29229534-5
NR9594--MA0037.3.GATA3	chr9	53271837	53271844	-	0.000	0.000	Merged-chr9-53271662-13
NR857--MA0482.1.Gata4	chr10	7178823	7178833	+	0.000	0.000	Merged-chr10-7178765-13
NR8551--MA0035.3.Gata1	chr6	144987413	144987423	-	0.000	0.000	Merged-chr6-144987357-14
NR7566--MA0037.3.GATA3	chr5	71903684	71903691	-	0.000	0.000	Merged-chr5-71903621-28
NR9718--MA0482.1.Gata4	chr9	90301326	90301336	+	0.000	0.000	Merged-chr9-90301276-26
NR966--MA0482.1.Gata4	chr10	26325439	26325449	+	0.000	0.000	Merged-chr10-26325461-56
NR1559--MA1104.1.GATA6	chr11	21103246	21103258	-	0.000	0.000	Merged-chr11-21103382-12
NR7148--MA0482.1.Gata4	chr4	136180262	136180272	-	0.000	0.000	Merged-chr4-136180395-76
NR9900--MA0035.3.Gata1	chrX	114474361	114474371	-	0.000	0.000	Merged-chrX-114474330-36
NR2273--MA0035.3.Gata1	chr12	99544690	99544700	-	0.000	0.000	Merged-chr12-99544732-47
NR6361--MA0035.3.Gata1	chr3	121444111	121444121	+	0.000	0.000	Merged-chr3-121444097-11
NR5159--MA0140.2.GATA1::TAL1	chr2	16515554	16515571	-	0.000	0.000	Merged-chr2-16515571-1
NR4911--MA0140.2.GATA1::TAL1	chr18	69899011	69899028	+	0.000	0.000	Merged-chr18-69898906-38
NR8887--MA0140.2.GATA1::TAL1	chr7	102315519	102315536	-	0.000	0.000	Merged-chr7-102315597-18
