#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR7046--MA0511.2.RUNX2	chr3	108591377	108591385	+	0.000	0.000	Merged-chr3-108591488-55
NR88--MA0684.1.RUNX3	chr1	38963779	38963788	-	0.000	0.000	Merged-chr1-38963759-8
NR9769--MA0002.2.RUNX1	chr7	98534589	98534599	+	0.000	0.000	Merged-chr7-98534620-39
NR3193--MA0684.1.RUNX3	chr13	98803826	98803835	+	0.000	0.000	Merged-chr13-98803850-12
NR2290--MA0511.2.RUNX2	chr12	16584080	16584088	+	0.000	0.000	Merged-chr12-16584018-49
NR6964--MA0002.2.RUNX1	chr3	95707683	95707693	+	0.000	0.000	Merged-chr3-95707698-33
NR973--MA0511.2.RUNX2	chr10	19718826	19718834	+	0.000	0.000	Merged-chr10-19718932-45
NR7347--MA0684.1.RUNX3	chr3	153764869	153764878	+	0.000	0.000	Merged-chr3-153764846-117
NR8995--MA0511.2.RUNX2	chr6	83066176	83066184	+	0.000	0.000	Merged-chr6-83066192-22
NR3067--MA0511.2.RUNX2	chr13	74062488	74062496	-	0.000	0.000	Merged-chr13-74062260-53
NR8773--MA0684.1.RUNX3	chr6	28480199	28480208	+	0.000	0.000	Merged-chr6-28480250-52
NR546--MA0684.1.RUNX3	chr1	144206511	144206520	-	0.000	0.000	Merged-chr1-144206482-15
NR7155--MA0511.2.RUNX2	chr3	129725278	129725286	-	0.000	0.000	Merged-chr3-129725286-71
NR8896--MA0002.2.RUNX1	chr6	54685312	54685322	+	0.000	0.000	Merged-chr6-54685260-34
NR398--MA0002.2.RUNX1	chr1	97614015	97614025	-	0.000	0.000	Merged-chr1-97613912-17
NR7599--MA0684.1.RUNX3	chr4	70410407	70410416	+	0.000	0.000	Merged-chr4-70410445-57
NR9--MA0002.2.RUNX1	chr1	6467286	6467296	+	0.000	0.000	Merged-chr1-6467226-38
NR2114--MA0002.2.RUNX1	chr11	108088370	108088380	-	0.000	0.000	Merged-chr11-108088190-36
NR10436--MA0684.1.RUNX3	chr8	94969849	94969858	-	0.000	0.000	Merged-chr8-94969690-1,Merged-chr8-94970048-23
NR526--MA0002.2.RUNX1	chr1	138931077	138931087	-	0.000	0.000	Merged-chr1-138931080-29
NR6202--MA0002.2.RUNX1	chr2	75832990	75833000	+	0.000	0.000	Merged-chr2-75833051-1
NR2095--MA0002.2.RUNX1	chr11	107012910	107012920	+	0.000	0.000	Merged-chr11-107012688-58
NR8134--MA0002.2.RUNX1	chr5	33468931	33468941	+	0.000	0.000	Merged-chr5-33468852-15
NR2971--MA0684.1.RUNX3	chr13	45455949	45455958	+	0.000	0.000	Merged-chr13-45455779-40
NR10668--MA0002.2.RUNX1	chr9	5298618	5298628	+	0.000	0.000	Merged-chr9-5298744-86
NR6311--MA0002.2.RUNX1	chr2	105334529	105334539	-	0.000	0.000	Merged-chr2-105334573-32
NR4360--MA0002.2.RUNX1	chr16	25426502	25426512	+	0.000	0.000	Merged-chr16-25426499-60
NR3285--MA0511.2.RUNX2	chr13	112355216	112355224	-	0.000	0.000	Merged-chr13-112355130-25
NR4902--MA0002.2.RUNX1	chr17	29531959	29531969	-	0.000	0.000	Merged-chr17-29531941-77
NR2160--MA0511.2.RUNX2	chr11	113194938	113194946	+	0.000	0.000	Merged-chr11-113194847-27
NR9119--MA0511.2.RUNX2	chr6	115594677	115594685	+	0.000	0.000	Merged-chr6-115594731-47
NR887--MA0002.2.RUNX1	chr1	192736681	192736691	+	0.000	0.000	Merged-chr1-192736716-7
NR10005--MA0511.2.RUNX2	chr7	132226872	132226880	+	0.000	0.000	Merged-chr7-132226896-31
NR7069--MA0002.2.RUNX1	chr3	115642817	115642827	+	0.000	0.000	Merged-chr3-115642696-110
NR4634--MA0511.2.RUNX2	chr16	90331260	90331268	+	0.000	0.000	Merged-chr16-90331129-56
NR6963--MA0684.1.RUNX3	chr3	95697805	95697814	+	0.000	0.000	Merged-chr3-95697809-14
NR8766--MA0002.2.RUNX1	chr6	22406960	22406970	-	0.000	0.000	Merged-chr6-22406928-4
NR5074--MA0511.2.RUNX2	chr17	65541199	65541207	+	0.000	0.000	Merged-chr17-65540988-64
NR3109--MA0002.2.RUNX1	chr13	86046847	86046857	+	0.000	0.000	Merged-chr13-86046681-54
NR4141--MA0684.1.RUNX3	chr15	93715642	93715651	+	0.000	0.000	Merged-chr15-93715568-13
NR7198--MA0684.1.RUNX3	chr3	135514415	135514424	+	0.000	0.000	Merged-chr3-135514280-15
NR4806--MA0002.2.RUNX1	chr17	12722759	12722769	-	0.000	0.000	Merged-chr17-12722736-16
NR2584--MA0002.2.RUNX1	chr12	100508856	100508866	-	0.000	0.000	Merged-chr12-100508863-24
NR5789--MA0684.1.RUNX3	chr19	34500982	34500991	+	0.000	0.000	Merged-chr19-34500926-32
NR3238--MA0684.1.RUNX3	chr13	104285459	104285468	+	0.000	0.000	Merged-chr13-104285413-49
NR330--MA0002.2.RUNX1	chr1	86179041	86179051	-	0.000	0.000	Merged-chr1-86179069-36
NR125--MA0002.2.RUNX1	chr1	43768755	43768765	+	0.000	0.000	Merged-chr1-43768657-50
NR1730--MA0002.2.RUNX1	chr11	54156043	54156053	+	0.000	0.000	Merged-chr11-54156098-20
NR6467--MA0002.2.RUNX1	chr2	139842143	139842153	+	0.000	0.000	Merged-chr2-139842203-1
NR2441--MA0002.2.RUNX1	chr12	76943509	76943519	-	0.000	0.000	Merged-chr12-76943624-18
NR1366--MA0511.2.RUNX2	chr10	98786239	98786247	+	0.000	0.000	Merged-chr10-98786079-74
NR8752--MA0684.1.RUNX3	chr6	16221196	16221205	-	0.000	0.000	Merged-chr6-16221366-31
NR8875--MA0002.2.RUNX1	chr6	50417019	50417029	-	0.000	0.000	Merged-chr6-50417055-62
NR3218--MA0002.2.RUNX1	chr13	100854452	100854462	-	0.000	0.000	Merged-chr13-100854442-29
NR11170--MA0002.2.RUNX1	chr9	109058569	109058579	+	0.000	0.000	Merged-chr9-109058492-4
NR3076--MA0684.1.RUNX3	chr13	75901212	75901221	+	0.000	0.000	Merged-chr13-75901199-5
NR4773--MA0684.1.RUNX3	chr17	6835225	6835234	-	0.000	0.000	Merged-chr17-6835385-15
NR6576--MA0002.2.RUNX1	chr2	157190801	157190811	-	0.000	0.000	Merged-chr2-157190874-9
NR9096--MA0684.1.RUNX3	chr6	108630933	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR8779--MA0002.2.RUNX1	chr6	30326342	30326352	-	0.000	0.000	Merged-chr6-30326370-32
NR9909--MA0684.1.RUNX3	chr7	117433803	117433812	+	0.000	0.000	Merged-chr7-117433722-72
NR4482--MA0002.2.RUNX1	chr16	50533851	50533861	-	0.000	0.000	Merged-chr16-50533988-11
NR2474--MA0684.1.RUNX3	chr12	82268112	82268121	-	0.000	0.000	Merged-chr12-82268056-22
NR8094--MA0002.2.RUNX1	chr5	21044124	21044134	-	0.000	0.000	Merged-chr5-21044166-51
NR6833--MA0684.1.RUNX3	chr3	52369415	52369424	+	0.000	0.000	Merged-chr3-52369347-12
NR2824--MA0511.2.RUNX2	chr13	12507639	12507647	+	0.000	0.000	Merged-chr13-12507577-43
NR4882--MA0684.1.RUNX3	chr17	27075466	27075475	-	0.000	0.000	Merged-chr17-27075408-16
NR409--MA0002.2.RUNX1	chr1	106268547	106268557	+	0.000	0.000	Merged-chr1-106268464-31
NR6956--MA0002.2.RUNX1	chr3	95101038	95101048	+	0.000	0.000	Merged-chr3-95101078-19
NR5388--MA0684.1.RUNX3	chr18	61647290	61647299	-	0.000	0.000	Merged-chr18-61647433-25
NR4756--MA0511.2.RUNX2	chr16	97997384	97997392	-	0.000	0.000	Merged-chr16-97997295-73
NR1600--MA0002.2.RUNX1	chr11	14142621	14142631	+	0.000	0.000	Merged-chr11-14142731-31
NR4928--MA0002.2.RUNX1	chr17	32951759	32951769	-	0.000	0.000	Merged-chr17-32951665-11
NR5097--MA0002.2.RUNX1	chr17	73142214	73142224	+	0.000	0.000	Merged-chr17-73142383-41
NR10507--MA0511.2.RUNX2	chr8	114815564	114815572	+	0.000	0.000	Merged-chr8-114815485-46
NR6175--MA0002.2.RUNX1	chr2	69002507	69002517	+	0.000	0.000	Merged-chr2-69002641-39
NR8460--MA0684.1.RUNX3	chr5	114041829	114041838	+	0.000	0.000	Merged-chr5-114041714-24
NR4180--MA0511.2.RUNX2	chr15	98869571	98869579	+	0.000	0.000	Merged-chr15-98869705-35
NR2215--MA0002.2.RUNX1	chr11	118212770	118212780	+	0.000	0.000	Merged-chr11-118212846-19
NR7779--MA0511.2.RUNX2	chr4	121231419	121231427	+	0.000	0.000	Merged-chr4-121231330-50
NR627--MA0002.2.RUNX1	chr1	160800245	160800255	+	0.000	0.000	Merged-chr1-160800185-22
NR3277--MA0511.2.RUNX2	chr13	111297823	111297831	+	0.000	0.000	Merged-chr13-111297823-12
NR10074--MA0511.2.RUNX2	chr7	139951255	139951263	-	0.000	0.000	Merged-chr7-139951341-4
NR2467--MA0002.2.RUNX1	chr12	81933736	81933746	+	0.000	0.000	Merged-chr12-81933629-26
NR2423--MA0511.2.RUNX2	chr12	73598396	73598404	-	0.000	0.000	Merged-chr12-73598343-51
NR29--MA0511.2.RUNX2	chr1	16228098	16228106	-	0.000	0.000	Merged-chr1-16228179-38
NR9568--MA0511.2.RUNX2	chr7	46839006	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR9839--MA0511.2.RUNX2	chr7	107707906	107707914	-	0.000	0.000	Merged-chr7-107707960-19
NR7017--MA0511.2.RUNX2	chr3	104511766	104511774	+	0.000	0.000	Merged-chr3-104511895-67
NR2946--MA0511.2.RUNX2	chr13	38501512	38501520	+	0.000	0.000	Merged-chr13-38501583-20
NR6412--MA0002.2.RUNX1	chr2	128335906	128335916	-	0.000	0.000	Merged-chr2-128335870-5
NR9617--MA0684.1.RUNX3	chr7	63897394	63897403	+	0.000	0.000	Merged-chr7-63897284-74
NR150--MA0511.2.RUNX2	chr1	53774180	53774188	+	0.000	0.000	Merged-chr1-53774073-61
NR4527--MA0002.2.RUNX1	chr16	58519518	58519528	-	0.000	0.000	Merged-chr16-58519695-16
NR11053--MA0002.2.RUNX1	chr9	87248326	87248336	+	0.000	0.000	Merged-chr9-87248306-23
NR2847--MA0002.2.RUNX1	chr13	20185224	20185234	+	0.000	0.000	Merged-chr13-20185359-7
NR1722--MA0002.2.RUNX1	chr11	53128743	53128753	+	0.000	0.000	Merged-chr11-53128879-36
NR7047--MA0684.1.RUNX3	chr3	108591377	108591386	+	0.000	0.000	Merged-chr3-108591488-55
NR10040--MA0511.2.RUNX2	chr7	136255794	136255802	-	0.000	0.000	Merged-chr7-136255803-24
NR4094--MA0002.2.RUNX1	chr15	84178922	84178932	-	0.000	0.000	Merged-chr15-84178956-9
NR11162--MA0002.2.RUNX1	chr9	107563175	107563185	-	0.000	0.000	Merged-chr9-107563217-52
NR9263--MA0511.2.RUNX2	chr6	130430749	130430757	-	0.000	0.000	Merged-chr6-130430787-10
NR3068--MA0684.1.RUNX3	chr13	74062487	74062496	-	0.000	0.000	Merged-chr13-74062260-53
NR6921--MA0684.1.RUNX3	chr3	88603736	88603745	+	0.000	0.000	Merged-chr3-88603886-4
NR4494--MA0684.1.RUNX3	chr16	51807559	51807568	+	0.000	0.000	Merged-chr16-51807556-50
NR4765--MA0684.1.RUNX3	chr17	5804540	5804549	-	0.000	0.000	Merged-chr17-5804562-52
NR7156--MA0684.1.RUNX3	chr3	129725277	129725286	-	0.000	0.000	Merged-chr3-129725286-71
NR4888--MA0002.2.RUNX1	chr17	28015152	28015162	+	0.000	0.000	Merged-chr17-28015264-72
NR10215--MA0511.2.RUNX2	chr8	27023845	27023853	-	0.000	0.000	Merged-chr8-27023676-72
NR2066--MA0002.2.RUNX1	chr11	104630384	104630394	+	0.000	0.000	Merged-chr11-104630373-60
NR478--MA0002.2.RUNX1	chr1	132356019	132356029	+	0.000	0.000	Merged-chr1-132355998-23
NR163--MA0511.2.RUNX2	chr1	53970834	53970842	-	0.000	0.000	Merged-chr1-53970777-7
NR6981--MA0511.2.RUNX2	chr3	98281078	98281086	-	0.000	0.000	Merged-chr3-98281152-46
NR8727--MA0511.2.RUNX2	chr6	3620708	3620716	-	0.000	0.000	Merged-chr6-3620670-56
NR6776--MA0511.2.RUNX2	chr3	21987884	21987892	+	0.000	0.000	Merged-chr3-21988078-85
NR4701--MA0511.2.RUNX2	chr16	93788060	93788068	+	0.000	0.000	Merged-chr16-93787829-41
NR4874--MA0684.1.RUNX3	chr17	26503464	26503473	+	0.000	0.000	Merged-chr17-26503617-1
NR3256--MA0511.2.RUNX2	chr13	109190440	109190448	-	0.000	0.000	Merged-chr13-109190361-18
NR6263--MA0002.2.RUNX1	chr2	91078419	91078429	+	0.000	0.000	Merged-chr2-91078502-21
NR9640--MA0002.2.RUNX1	chr7	66253504	66253514	-	0.000	0.000	Merged-chr7-66253544-6
NR2846--MA0684.1.RUNX3	chr13	20183650	20183659	-	0.000	0.000	Merged-chr13-20183711-2
NR11175--MA0002.2.RUNX1	chr9	110685362	110685372	-	0.000	0.000	Merged-chr9-110685265-77
NR2032--MA0002.2.RUNX1	chr11	102061325	102061335	-	0.000	0.000	Merged-chr11-102061381-17
NR3286--MA0684.1.RUNX3	chr13	112355215	112355224	-	0.000	0.000	Merged-chr13-112355130-25
NR2969--MA0002.2.RUNX1	chr13	45443302	45443312	-	0.000	0.000	Merged-chr13-45443236-24
NR987--MA0684.1.RUNX3	chr10	20855251	20855260	-	0.000	0.000	Merged-chr10-20855169-17
NR8343--MA0684.1.RUNX3	chr5	100466876	100466885	+	0.000	0.000	Merged-chr5-100466890-43
NR2925--MA0511.2.RUNX2	chr13	32966242	32966250	-	0.000	0.000	Merged-chr13-32966239-7
NR8595--MA0684.1.RUNX3	chr5	137692096	137692105	+	0.000	0.000	Merged-chr5-137692077-23
NR5661--MA0002.2.RUNX1	chr19	12479475	12479485	-	0.000	0.000	Merged-chr19-12479491-16
NR1701--MA0002.2.RUNX1	chr11	50433260	50433270	+	0.000	0.000	Merged-chr11-50433184-24
NR2955--MA0684.1.RUNX3	chr13	41302822	41302831	+	0.000	0.000	Merged-chr13-41302926-20
NR6772--MA0684.1.RUNX3	chr3	21911280	21911289	-	0.000	0.000	Merged-chr3-21911228-38
NR2812--MA0684.1.RUNX3	chr13	9107230	9107239	-	0.000	0.000	Merged-chr13-9107382-45
NR2607--MA0684.1.RUNX3	chr12	103325763	103325772	-	0.000	0.000	Merged-chr12-103325645-49
NR6851--MA0511.2.RUNX2	chr3	59101839	59101847	-	0.000	0.000	Merged-chr3-59101725-81
NR2188--MA0002.2.RUNX1	chr11	115475725	115475735	-	0.000	0.000	Merged-chr11-115475686-55
NR1096--MA0684.1.RUNX3	chr10	50898383	50898392	+	0.000	0.000	Merged-chr10-50898307-41
NR9308--MA0511.2.RUNX2	chr6	137795425	137795433	+	0.000	0.000	Merged-chr6-137795480-24
NR10238--MA0002.2.RUNX1	chr8	36016391	36016401	+	0.000	0.000	Merged-chr8-36016456-26
NR6547--MA0002.2.RUNX1	chr2	154732922	154732932	-	0.000	0.000	Merged-chr2-154732933-29
NR285--MA0511.2.RUNX2	chr1	80015619	80015627	-	0.000	0.000	Merged-chr1-80015644-32
NR2045--MA0002.2.RUNX1	chr11	103253784	103253794	+	0.000	0.000	Merged-chr11-103253823-14
NR186--MA0002.2.RUNX1	chr1	60240633	60240643	+	0.000	0.000	Merged-chr1-60240726-17
NR9609--MA0684.1.RUNX3	chr7	58485603	58485612	+	0.000	0.000	Merged-chr7-58485685-22
NR7195--MA0511.2.RUNX2	chr3	135318530	135318538	-	0.000	0.000	Merged-chr3-135318613-3
NR10019--MA0684.1.RUNX3	chr7	132686646	132686655	+	0.000	0.000	Merged-chr7-132686748-28
NR8607--MA0002.2.RUNX1	chr5	139206775	139206785	+	0.000	0.000	Merged-chr5-139206711-28
NR11297--MA0002.2.RUNX1	chr9	120056548	120056558	-	0.000	0.000	Merged-chr9-120056363-44
NR1079--MA0511.2.RUNX2	chr10	43339970	43339978	-	0.000	0.000	Merged-chr10-43339927-12
NR11524--MA0511.2.RUNX2	chrY	1245318	1245326	+	0.000	0.000	Merged-chrY-1245628-47
NR8588--MA0002.2.RUNX1	chr5	136460078	136460088	-	0.000	0.000	Merged-chr5-136460136-37
NR8273--MA0511.2.RUNX2	chr5	77253372	77253380	-	0.000	0.000	Merged-chr5-77253463-13
NR2825--MA0684.1.RUNX3	chr13	12507639	12507648	+	0.000	0.000	Merged-chr13-12507577-43
NR11154--MA0002.2.RUNX1	chr9	106313015	106313025	+	0.000	0.000	Merged-chr9-106313051-17
NR7019--MA0002.2.RUNX1	chr3	104784374	104784384	+	0.000	0.000	Merged-chr3-104784379-10
NR2362--MA0511.2.RUNX2	chr12	41331185	41331193	-	0.000	0.000	Merged-chr12-41331287-30
NR1552--MA0002.2.RUNX1	chr11	3702162	3702172	+	0.000	0.000	Merged-chr11-3702327-20
NR1823--MA0002.2.RUNX1	chr11	70762873	70762883	+	0.000	0.000	Merged-chr11-70762814-15
NR2411--MA0684.1.RUNX3	chr12	70219231	70219240	+	0.000	0.000	Merged-chr12-70219283-39
NR281--MA0684.1.RUNX3	chr1	78537715	78537724	+	0.000	0.000	Merged-chr1-78537773-101
NR552--MA0684.1.RUNX3	chr1	144355777	144355786	-	0.000	0.000	Merged-chr1-144355940-45
NR5911--MA0002.2.RUNX1	chr19	59208599	59208609	+	0.000	0.000	Merged-chr19-59208711-26
NR4836--MA0511.2.RUNX2	chr17	18718439	18718447	+	0.000	0.000	Merged-chr17-18718477-13
NR6894--MA0684.1.RUNX3	chr3	84679038	84679047	+	0.000	0.000	Merged-chr3-84679070-45
NR8697--MA0002.2.RUNX1	chr5	149605003	149605013	-	0.000	0.000	Merged-chr5-149605038-10
NR1045--MA0511.2.RUNX2	chr10	39600324	39600332	+	0.000	0.000	Merged-chr10-39600436-54
NR7843--MA0002.2.RUNX1	chr4	133584298	133584308	-	0.000	0.000	Merged-chr4-133584347-54
NR5892--MA0002.2.RUNX1	chr19	57073087	57073097	+	0.000	0.000	Merged-chr19-57073198-53
NR204--MA0684.1.RUNX3	chr1	60916653	60916662	-	0.000	0.000	Merged-chr1-60916726-62
NR1661--MA0002.2.RUNX1	chr11	35769756	35769766	+	0.000	0.000	Merged-chr11-35769647-75
NR8510--MA0511.2.RUNX2	chr5	121564597	121564605	-	0.000	0.000	Merged-chr5-121564703-31
NR2372--MA0002.2.RUNX1	chr12	51976726	51976736	-	0.000	0.000	Merged-chr12-51976631-16
NR4674--MA0511.2.RUNX2	chr16	92426108	92426116	-	0.000	0.000	Merged-chr16-92426136-12
NR579--MA0002.2.RUNX1	chr1	153058380	153058390	-	0.000	0.000	Merged-chr1-153058312-17
NR3864--MA0002.2.RUNX1	chr15	36214893	36214903	+	0.000	0.000	Merged-chr15-36214970-54
NR4723--MA0684.1.RUNX3	chr16	95827480	95827489	-	0.000	0.000	Merged-chr16-95827524-61
NR2567--MA0684.1.RUNX3	chr12	99544780	99544789	+	0.000	0.000	Merged-chr12-99544732-47
NR2838--MA0684.1.RUNX3	chr13	17627285	17627294	+	0.000	0.000	Merged-chr13-17627310-18
NR8828--MA0511.2.RUNX2	chr6	41189074	41189082	+	0.000	0.000	Merged-chr6-41189154-9
NR6877--MA0511.2.RUNX2	chr3	69223878	69223886	-	0.000	0.000	Merged-chr3-69223977-21
NR10075--MA0684.1.RUNX3	chr7	139951254	139951263	-	0.000	0.000	Merged-chr7-139951341-4
NR8663--MA0002.2.RUNX1	chr5	146762746	146762756	+	0.000	0.000	Merged-chr5-146762885-14
NR8858--MA0684.1.RUNX3	chr6	47778483	47778492	+	0.000	0.000	Merged-chr6-47778347-84
NR4578--MA0511.2.RUNX2	chr16	77038210	77038218	-	0.000	0.000	Merged-chr16-77038211-5
NR959--MA0002.2.RUNX1	chr10	17565506	17565516	+	0.000	0.000	Merged-chr10-17565414-37
NR4085--MA0684.1.RUNX3	chr15	81831534	81831543	-	0.000	0.000	Merged-chr15-81831606-30
NR9569--MA0684.1.RUNX3	chr7	46839005	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR6906--MA0002.2.RUNX1	chr3	86635993	86636003	+	0.000	0.000	Merged-chr3-86635879-25
NR274--MA0002.2.RUNX1	chr1	75533601	75533611	+	0.000	0.000	Merged-chr1-75533497-24
NR11232--MA0511.2.RUNX2	chr9	116189072	116189080	-	0.000	0.000	Merged-chr9-116189294-72
NR2385--MA0002.2.RUNX1	chr12	55050138	55050148	-	0.000	0.000	Merged-chr12-55050089-62
NR1901--MA0511.2.RUNX2	chr11	82203896	82203904	+	0.000	0.000	Merged-chr11-82203990-35
NR7713--MA0002.2.RUNX1	chr4	106827920	106827930	-	0.000	0.000	Merged-chr4-106828052-58
NR8696--MA0684.1.RUNX3	chr5	149599430	149599439	-	0.000	0.000	Merged-chr5-149599468-27
NR11385--MA0002.2.RUNX1	chrX	48429663	48429673	+	0.000	0.000	Merged-chrX-48429732-34
NR2037--MA0002.2.RUNX1	chr11	102317762	102317772	+	0.000	0.000	Merged-chr11-102317551-136
NR326--MA0684.1.RUNX3	chr1	85861611	85861620	+	0.000	0.000	Merged-chr1-85861606-9
NR3734--MA0002.2.RUNX1	chr14	118919218	118919228	+	0.000	0.000	Merged-chr14-118919285-17
NR1783--MA0002.2.RUNX1	chr11	62576731	62576741	+	0.000	0.000	Merged-chr11-62576695-29
NR4988--MA0684.1.RUNX3	chr17	46870743	46870752	+	0.000	0.000	Merged-chr17-46870796-80
NR2642--MA0684.1.RUNX3	chr12	107731129	107731138	+	0.000	0.000	Merged-chr12-107731071-10
NR11242--MA0002.2.RUNX1	chr9	116329392	116329402	+	0.000	0.000	Merged-chr9-116329317-45
NR3986--MA0002.2.RUNX1	chr15	66785614	66785624	-	0.000	0.000	Merged-chr15-66785581-20
NR10024--MA0511.2.RUNX2	chr7	132814111	132814119	+	0.000	0.000	Merged-chr7-132814059-4
NR8785--MA0002.2.RUNX1	chr6	30671900	30671910	-	0.000	0.000	Merged-chr6-30671721-27
NR10640--MA0002.2.RUNX1	chr8	128223319	128223329	+	0.000	0.000	Merged-chr8-128223372-20
NR8470--MA0511.2.RUNX2	chr5	115085108	115085116	+	0.000	0.000	Merged-chr5-115085067-14
NR2275--MA0684.1.RUNX3	chr12	15808617	15808626	-	0.000	0.000	Merged-chr12-15808656-13
NR4078--MA0002.2.RUNX1	chr15	80639971	80639981	-	0.000	0.000	Merged-chr15-80640065-19
NR2817--MA0684.1.RUNX3	chr13	9760320	9760329	-	0.000	0.000	Merged-chr13-9760247-44
NR11146--MA0002.2.RUNX1	chr9	105499566	105499576	+	0.000	0.000	Merged-chr9-105499679-15
NR2003--MA0002.2.RUNX1	chr11	98953010	98953020	+	0.000	0.000	Merged-chr11-98953016-12
NR144--MA0002.2.RUNX1	chr1	52454759	52454769	-	0.000	0.000	Merged-chr1-52454811-49
NR8295--MA0684.1.RUNX3	chr5	92166181	92166190	-	0.000	0.000	Merged-chr5-92166159-12
NR4286--MA0511.2.RUNX2	chr16	14088508	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR6886--MA0684.1.RUNX3	chr3	84022995	84023004	+	0.000	0.000	Merged-chr3-84022944-34
NR6343--MA0002.2.RUNX1	chr2	116921577	116921587	+	0.000	0.000	Merged-chr2-116921612-11
NR1401--MA0002.2.RUNX1	chr10	111719833	111719843	-	0.000	0.000	Merged-chr10-111719810-23
NR4458--MA0002.2.RUNX1	chr16	46001671	46001681	-	0.000	0.000	Merged-chr16-46001866-55
NR8152--MA0684.1.RUNX3	chr5	37067399	37067408	-	0.000	0.000	Merged-chr5-37067269-61
NR7835--MA0002.2.RUNX1	chr4	132040469	132040479	-	0.000	0.000	Merged-chr4-132040319-80
NR1801--MA0684.1.RUNX3	chr11	67580585	67580594	+	0.000	0.000	Merged-chr11-67580687-16
NR1382--MA0002.2.RUNX1	chr10	107948269	107948279	+	0.000	0.000	Merged-chr10-107948089-22
NR2512--MA0684.1.RUNX3	chr12	86971251	86971260	-	0.000	0.000	Merged-chr12-86971344-14
NR5470--MA0002.2.RUNX1	chr18	70462823	70462833	+	0.000	0.000	Merged-chr18-70462917-22
NR4395--MA0511.2.RUNX2	chr16	32520610	32520618	-	0.000	0.000	Merged-chr16-32520584-37
NR6181--MA0002.2.RUNX1	chr2	70701784	70701794	-	0.000	0.000	Merged-chr2-70701811-22
NR4173--MA0684.1.RUNX3	chr15	97836698	97836707	-	0.000	0.000	Merged-chr15-97837039-84
NR3856--MA0002.2.RUNX1	chr15	34467873	34467883	+	0.000	0.000	Merged-chr15-34468001-12
NR8384--MA0002.2.RUNX1	chr5	105840057	105840067	+	0.000	0.000	Merged-chr5-105840151-44
NR8655--MA0002.2.RUNX1	chr5	144221511	144221521	-	0.000	0.000	Merged-chr5-144221643-44
NR3713--MA0002.2.RUNX1	chr14	115250747	115250757	+	0.000	0.000	Merged-chr14-115250840-27
NR8579--MA0684.1.RUNX3	chr5	136187975	136187984	+	0.000	0.000	Merged-chr5-136188126-9
NR4282--MA0684.1.RUNX3	chr16	14088427	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR3965--MA0002.2.RUNX1	chr15	64102608	64102618	-	0.000	0.000	Merged-chr15-64102610-48
NR4553--MA0684.1.RUNX3	chr16	70326813	70326822	-	0.000	0.000	Merged-chr16-70326807-66
NR636--MA0511.2.RUNX2	chr1	161909273	161909281	+	0.000	0.000	Merged-chr1-161909340-8
NR907--MA0511.2.RUNX2	chr10	4977487	4977495	-	0.000	0.000	Merged-chr10-4977529-37
NR11268--MA0002.2.RUNX1	chr9	118751011	118751021	+	0.000	0.000	Merged-chr9-118750873-69
NR5502--MA0002.2.RUNX1	chr18	77140396	77140406	+	0.000	0.000	Merged-chr18-77140302-7
NR4427--MA0511.2.RUNX2	chr16	43650508	43650516	+	0.000	0.000	Merged-chr16-43650685-39
NR8559--MA0002.2.RUNX1	chr5	134237016	134237026	-	0.000	0.000	Merged-chr5-134237023-52
NR2648--MA0002.2.RUNX1	chr12	108635808	108635818	+	0.000	0.000	Merged-chr12-108635835-63
NR4679--MA0511.2.RUNX2	chr16	92801760	92801768	-	0.000	0.000	Merged-chr16-92801827-54
NR6194--MA0002.2.RUNX1	chr2	73160955	73160965	-	0.000	0.000	Merged-chr2-73160946-33
NR10871--MA0002.2.RUNX1	chr9	62412261	62412271	-	0.000	0.000	Merged-chr9-62412387-14
NR7891--MA0002.2.RUNX1	chr4	138434565	138434575	-	0.000	0.000	Merged-chr4-138434700-52
NR8274--MA0684.1.RUNX3	chr5	77253371	77253380	-	0.000	0.000	Merged-chr5-77253463-13
NR4807--MA0511.2.RUNX2	chr17	12756060	12756068	+	0.000	0.000	Merged-chr17-12756128-8
NR2585--MA0511.2.RUNX2	chr12	100711235	100711243	-	0.000	0.000	Merged-chr12-100711122-1
NR4314--MA0684.1.RUNX3	chr16	20014361	20014370	-	0.000	0.000	Merged-chr16-20014341-12
NR5962--MA0511.2.RUNX2	chr2	12302049	12302057	-	0.000	0.000	Merged-chr2-12301937-47
NR2363--MA0684.1.RUNX3	chr12	41331184	41331193	-	0.000	0.000	Merged-chr12-41331287-30
NR8624--MA0511.2.RUNX2	chr5	142404506	142404514	+	0.000	0.000	Merged-chr5-142404531-8
