#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR10481--MA0591.1.Bach1::Mafk	chr6	125541049	125541063	+	0.000	0.000	Merged-chr6-125540912-17
NR6173--MA0501.1.MAF::NFE2	chr19	12501128	12501142	-	0.000	0.000	Merged-chr19-12501053-3
NR4939--MA0501.1.MAF::NFE2	chr16	38619201	38619215	+	0.000	0.000	Merged-chr16-38619268-31
NR9690--MA0496.2.MAFK	chr5	118620496	118620514	+	0.000	0.000	Merged-chr5-118620530-42
NR8967--MA0501.1.MAF::NFE2	chr4	145209530	145209544	+	0.000	0.000	Merged-chr4-145209474-14
NR3377--MA0117.2.Mafb	chr13	45623936	45623947	+	0.000	0.000	Merged-chr13-45624002-39
NR11691--MA0501.1.MAF::NFE2	chr8	34208229	34208243	+	0.000	0.000	Merged-chr8-34208072-51
NR7801--MA0501.1.MAF::NFE2	chr3	90248124	90248138	-	0.000	0.000	Merged-chr3-90248138-59
NR3661--MA0089.1.MAFG::NFE2L1	chr13	102645056	102645061	-	0.000	0.000	Merged-chr13-102645059-45
NR3736--MA0591.1.Bach1::Mafk	chr13	109822603	109822617	-	0.000	0.000	Merged-chr13-109822486-79
NR6734--MA0496.2.MAFK	chr2	53668849	53668867	-	0.000	0.000	Merged-chr2-53668715-25
NR1896--MA0659.1.MAFG	chr11	5691283	5691303	+	0.000	0.000	Merged-chr11-5691114-14
NR11660--MA0495.2.MAFF	chr8	25263218	25263238	-	0.000	0.000	Merged-chr8-25263139-17
NR11294--MA0089.1.MAFG::NFE2L1	chr7	109985822	109985827	-	0.000	0.000	Merged-chr7-109985698-1
NR4033--MA0659.1.MAFG	chr14	55062799	55062819	-	0.000	0.000	Merged-chr14-55062835-18
NR8856--MA0501.1.MAF::NFE2	chr4	129263597	129263611	-	0.000	0.000	Merged-chr4-129263671-18
NR10436--MA0495.2.MAFF	chr6	121210700	121210720	-	0.000	0.000	Merged-chr6-121210795-40
NR2543--MA0089.1.MAFG::NFE2L1	chr11	119806512	119806517	+	0.000	0.000	Merged-chr11-119806714-21
NR2523--MA0495.2.MAFF	chr11	118000747	118000767	+	0.000	0.000	Merged-chr11-118000770-19
NR4373--MA0117.2.Mafb	chr15	9463659	9463670	+	0.000	0.000	Merged-chr15-9463567-25
NR3704--MA0117.2.Mafb	chr13	108498728	108498739	+	0.000	0.000	Merged-chr13-108498755-24
NR416--MA0501.1.MAF::NFE2	chr1	108038596	108038610	+	0.000	0.000	Merged-chr1-108038539-17
NR7824--MA0496.2.MAFK	chr3	94380007	94380025	-	0.000	0.000	Merged-chr3-94379948-32
NR3375--MA0496.2.MAFK	chr13	45623885	45623903	-	0.000	0.000	Merged-chr13-45624002-39
NR2847--MA0117.2.Mafb	chr12	87411195	87411206	-	0.000	0.000	Merged-chr12-87411276-22
NR12826--MA0089.1.MAFG::NFE2L1	chr9	121354996	121355001	-	0.000	0.000	Merged-chr9-121354935-22
NR4779--MA0591.1.Bach1::Mafk	chr15	100687228	100687242	+	0.000	0.000	Merged-chr15-100687236-65
NR5833--MA0089.1.MAFG::NFE2L1	chr18	41888474	41888479	+	0.000	0.000	Merged-chr18-41888397-77
NR440--MA0659.1.MAFG	chr1	120245346	120245366	-	0.000	0.000	Merged-chr1-120245236-2
NR1775--MA0117.2.Mafb	chr10	123076013	123076024	-	0.000	0.000	Merged-chr10-123075905-2
NR7626--MA0591.1.Bach1::Mafk	chr3	27210452	27210466	-	0.000	0.000	Merged-chr3-27210457-3
NR8937--MA0495.2.MAFF	chr4	142153734	142153754	+	0.000	0.000	Merged-chr4-142153700-30
NR1563--MA0495.2.MAFF	chr10	93069517	93069537	-	0.000	0.000	Merged-chr10-93069523-27
NR2615--MA0501.1.MAF::NFE2	chr12	21167484	21167498	-	0.000	0.000	Merged-chr12-21167336-52
NR12472--MA0501.1.MAF::NFE2	chr9	80057832	80057846	+	0.000	0.000	Merged-chr9-80057847-17
NR1681--MA0117.2.Mafb	chr10	111473178	111473189	+	0.000	0.000	Merged-chr10-111473372-63
NR11192--MA0089.1.MAFG::NFE2L1	chr7	101360616	101360621	-	0.000	0.000	Merged-chr7-101360663-10
NR3283--MA0089.1.MAFG::NFE2L1	chr13	24487237	24487242	+	0.000	0.000	Merged-chr13-24487447-67
NR2245--MA0591.1.Bach1::Mafk	chr11	85324149	85324163	-	0.000	0.000	Merged-chr11-85324179-42
NR12092--MA0495.2.MAFF	chr8	126551246	126551266	-	0.000	0.000	Merged-chr8-126551138-20
NR201--MA0495.2.MAFF	chr1	64081518	64081538	+	0.000	0.000	Merged-chr1-64081598-14
NR11608--MA0591.1.Bach1::Mafk	chr8	10481067	10481081	-	0.000	0.000	Merged-chr8-10480951-33
NR2507--MA0117.2.Mafb	chr11	116198758	116198769	+	0.000	0.000	Merged-chr11-116198930-70
NR10854--MA0089.1.MAFG::NFE2L1	chr7	24507501	24507506	+	0.000	0.000	Merged-chr7-24507422-39
NR371--MA0591.1.Bach1::Mafk	chr1	105292045	105292059	+	0.000	0.000	Merged-chr1-105291975-13
NR1340--MA0501.1.MAF::NFE2	chr10	57448082	57448096	-	0.000	0.000	Merged-chr10-57448269-42
NR12095--MA0591.1.Bach1::Mafk	chr8	126551249	126551263	-	0.000	0.000	Merged-chr8-126551138-20
NR3615--MA0659.1.MAFG	chr13	96697952	96697972	+	0.000	0.000	Merged-chr13-96698036-39
NR9978--MA0089.1.MAFG::NFE2L1	chr6	17629869	17629874	+	0.000	0.000	Merged-chr6-17630018-29
NR8558--MA0089.1.MAFG::NFE2L1	chr4	66827788	66827793	-	0.000	0.000	Merged-chr4-66827734-19
NR872--MA0496.2.MAFK	chr1	177248867	177248885	+	0.000	0.000	Merged-chr1-177248824-22
NR2656--MA0089.1.MAFG::NFE2L1	chr12	31997023	31997028	+	0.000	0.000	Merged-chr12-31997107-37
NR5468--MA0659.1.MAFG	chr17	47123755	47123775	+	0.000	0.000	Merged-chr17-47123695-29
NR5253--MA0659.1.MAFG	chr16	96358152	96358172	+	0.000	0.000	Merged-chr16-96358039-35
NR5240--MA0089.1.MAFG::NFE2L1	chr16	95729025	95729030	-	0.000	0.000	Merged-chr16-95728966-56
NR4483--MA0496.2.MAFK	chr15	51823241	51823259	-	0.000	0.000	Merged-chr15-51823268-39
NR6606--MA0591.1.Bach1::Mafk	chr2	33755941	33755955	+	0.000	0.000	Merged-chr2-33755774-20
NR12179--MA0117.2.Mafb	chr9	14171987	14171998	-	0.000	0.000	Merged-chr9-14171965-37
NR7399--MA0496.2.MAFK	chr2	163155370	163155388	-	0.000	0.000	Merged-chr2-163155228-25
NR649--MA0495.2.MAFF	chr1	155091522	155091542	+	0.000	0.000	Merged-chr1-155091563-28
NR9574--MA0089.1.MAFG::NFE2L1	chr5	103719956	103719961	-	0.000	0.000	Merged-chr5-103720100-12
NR4902--MA0089.1.MAFG::NFE2L1	chr16	31234184	31234189	+	0.000	0.000	Merged-chr16-31234137-43
NR7110--MA0089.1.MAFG::NFE2L1	chr2	126310180	126310185	+	0.000	0.000	Merged-chr2-126310308-39
NR3185--MA0117.2.Mafb	chr13	5769937	5769948	-	0.000	0.000	Merged-chr13-5769839-23
NR2136--MA0501.1.MAF::NFE2	chr11	69332024	69332038	+	0.000	0.000	Merged-chr11-69332186-23
NR1527--MA0496.2.MAFK	chr10	88875145	88875163	-	0.000	0.000	Merged-chr10-88875114-36
NR12250--MA0501.1.MAF::NFE2	chr9	32901451	32901465	+	0.000	0.000	Merged-chr9-32901528-39
NR6204--MA0117.2.Mafb	chr19	19111266	19111277	-	0.000	0.000	Merged-chr19-19111184-72
NR10559--MA0117.2.Mafb	chr6	134348651	134348662	-	0.000	0.000	Merged-chr6-134348726-53
NR2637--MA0117.2.Mafb	chr12	26185259	26185270	-	0.000	0.000	Merged-chr12-26185150-29
NR8939--MA0117.2.Mafb	chr4	142153734	142153745	+	0.000	0.000	Merged-chr4-142153700-30
NR2284--MA0501.1.MAF::NFE2	chr11	90002600	90002614	-	0.000	0.000	Merged-chr11-90002794-56
NR2783--MA0495.2.MAFF	chr12	76923293	76923313	+	0.000	0.000	Merged-chr12-76923289-32
NR13048--MA0495.2.MAFF	chrX	166661608	166661628	+	0.000	0.000	Merged-chrX-166661565-108
NR3598--MA0089.1.MAFG::NFE2L1	chr13	92722632	92722637	+	0.000	0.000	Merged-chr13-92722597-29
NR667--MA0495.2.MAFF	chr1	156911153	156911173	+	0.000	0.000	Merged-chr1-156911198-16
NR7800--MA0591.1.Bach1::Mafk	chr3	90248127	90248141	-	0.000	0.000	Merged-chr3-90248138-59
NR6462--MA0495.2.MAFF	chr2	8628739	8628759	+	0.000	0.000	Merged-chr2-8628681-1
NR3944--MA0496.2.MAFK	chr14	27268382	27268400	-	0.000	0.000	Merged-chr14-27268313-23
NR4945--MA0495.2.MAFF	chr16	43303488	43303508	-	0.000	0.000	Merged-chr16-43303663-37
NR12824--MA0089.1.MAFG::NFE2L1	chr9	121277663	121277668	+	0.000	0.000	Merged-chr9-121277649-80
NR2895--MA0495.2.MAFF	chr12	98249880	98249900	-	0.000	0.000	Merged-chr12-98249926-13
NR12094--MA0117.2.Mafb	chr8	126551246	126551257	+	0.000	0.000	Merged-chr8-126551138-20
NR11795--MA0495.2.MAFF	chr8	72571103	72571123	+	0.000	0.000	Merged-chr8-72571324-95
NR4800--MA0089.1.MAFG::NFE2L1	chr15	103215408	103215413	+	0.000	0.000	Merged-chr15-103215427-34
NR206--MA0495.2.MAFF	chr1	64486460	64486480	-	0.000	0.000	Merged-chr1-64486540-36
NR1677--MA0591.1.Bach1::Mafk	chr10	111444443	111444457	-	0.000	0.000	Merged-chr10-111444388-2
NR5115--MA0501.1.MAF::NFE2	chr16	77644513	77644527	+	0.000	0.000	Merged-chr16-77644361-24
NR157--MA0591.1.Bach1::Mafk	chr1	60565656	60565670	+	0.000	0.000	Merged-chr1-60565774-1
NR5179--MA0089.1.MAFG::NFE2L1	chr16	90279410	90279415	-	0.000	0.000	Merged-chr16-90279320-12
NR666--MA0089.1.MAFG::NFE2L1	chr1	156870994	156870999	-	0.000	0.000	Merged-chr1-156870810-19
NR2993--MA0496.2.MAFK	chr12	107405030	107405048	+	0.000	0.000	Merged-chr12-107404973-19
NR10274--MA0089.1.MAFG::NFE2L1	chr6	91706372	91706377	-	0.000	0.000	Merged-chr6-91706219-53
NR8899--MA0501.1.MAF::NFE2	chr4	136081836	136081850	+	0.000	0.000	Merged-chr4-136081901-45
NR9044--MA0117.2.Mafb	chr4	149989142	149989153	+	0.000	0.000	Merged-chr4-149989064-38
NR4609--MA0591.1.Bach1::Mafk	chr15	73423160	73423174	-	0.000	0.000	Merged-chr15-73423381-101
NR8606--MA0591.1.Bach1::Mafk	chr4	87998081	87998095	+	0.000	0.000	Merged-chr4-87998098-18
NR3933--MA0591.1.Bach1::Mafk	chr14	24779274	24779288	-	0.000	0.000	Merged-chr14-24779334-63
NR8845--MA0089.1.MAFG::NFE2L1	chr4	127319880	127319885	+	0.000	0.000	Merged-chr4-127319840-19
NR9597--MA0496.2.MAFK	chr5	107524496	107524514	-	0.000	0.000	Merged-chr5-107524666-44
NR11955--MA0591.1.Bach1::Mafk	chr8	111056503	111056517	-	0.000	0.000	Merged-chr8-111056490-63
NR8854--MA0117.2.Mafb	chr4	129263597	129263608	+	0.000	0.000	Merged-chr4-129263671-18
NR6455--MA0117.2.Mafb	chr2	7254680	7254691	+	0.000	0.000	Merged-chr2-7254714-17
NR7991--MA0089.1.MAFG::NFE2L1	chr3	115729335	115729340	+	0.000	0.000	Merged-chr3-115729400-55
NR3530--MA0117.2.Mafb	chr13	83609202	83609213	-	0.000	0.000	Merged-chr13-83609359-62
NR1927--MA0501.1.MAF::NFE2	chr11	20477621	20477635	+	0.000	0.000	Merged-chr11-20477652-51
NR208--MA0659.1.MAFG	chr1	64486460	64486480	+	0.000	0.000	Merged-chr1-64486540-36
NR1337--MA0117.2.Mafb	chr10	56228829	56228840	+	0.000	0.000	Merged-chr10-56228821-61
NR9832--MA0117.2.Mafb	chr5	144878207	144878218	-	0.000	0.000	Merged-chr5-144878229-13
NR11290--MA0089.1.MAFG::NFE2L1	chr7	109458499	109458504	-	0.000	0.000	Merged-chr7-109458509-7
NR10589--MA0501.1.MAF::NFE2	chr6	137582484	137582498	-	0.000	0.000	Merged-chr6-137582391-38
NR3398--MA0591.1.Bach1::Mafk	chr13	49294321	49294335	-	0.000	0.000	Merged-chr13-49294257-17
NR7395--MA0591.1.Bach1::Mafk	chr2	163155372	163155386	+	0.000	0.000	Merged-chr2-163155228-25
NR90--MA0496.2.MAFK	chr1	39196873	39196891	+	0.000	0.000	Merged-chr1-39196974-45
NR9787--MA0089.1.MAFG::NFE2L1	chr5	139344309	139344314	+	0.000	0.000	Merged-chr5-139344322-30
NR2841--MA0089.1.MAFG::NFE2L1	chr12	86859667	86859672	+	0.000	0.000	Merged-chr12-86859498-23
NR8677--MA0501.1.MAF::NFE2	chr4	102393740	102393754	-	0.000	0.000	Merged-chr4-102393739-36
NR9369--MA0496.2.MAFK	chr5	74470990	74471008	-	0.000	0.000	Merged-chr5-74471085-11
NR1899--MA0496.2.MAFK	chr11	5691284	5691302	-	0.000	0.000	Merged-chr11-5691114-14
NR5840--MA0659.1.MAFG	chr18	43492936	43492956	+	0.000	0.000	Merged-chr18-43493033-11
NR12620--MA0089.1.MAFG::NFE2L1	chr9	96545573	96545578	-	0.000	0.000	Merged-chr9-96545653-10
NR5640--MA0089.1.MAFG::NFE2L1	chr17	86215768	86215773	+	0.000	0.000	Merged-chr17-86215920-18
NR9750--MA0495.2.MAFF	chr5	130196620	130196640	-	0.000	0.000	Merged-chr5-130196551-48
NR12469--MA0501.1.MAF::NFE2	chr9	79810856	79810870	-	0.000	0.000	Merged-chr9-79810670-36
NR4847--MA0495.2.MAFF	chr16	14237421	14237441	-	0.000	0.000	Merged-chr16-14237452-27
NR3374--MA0501.1.MAF::NFE2	chr13	45623894	45623908	-	0.000	0.000	Merged-chr13-45624002-39
NR920--MA0659.1.MAFG	chr1	181866628	181866648	+	0.000	0.000	Merged-chr1-181866572-42
NR9598--MA0089.1.MAFG::NFE2L1	chr5	107649020	107649025	+	0.000	0.000	Merged-chr5-107649073-49
NR2056--MA0591.1.Bach1::Mafk	chr11	55386652	55386666	-	0.000	0.000	Merged-chr11-55386598-21
NR6395--MA0089.1.MAFG::NFE2L1	chr19	57355715	57355720	+	0.000	0.000	Merged-chr19-57355886-69
NR12444--MA0659.1.MAFG	chr9	78039248	78039268	+	0.000	0.000	Merged-chr9-78039218-36
NR2652--MA0089.1.MAFG::NFE2L1	chr12	28829738	28829743	-	0.000	0.000	Merged-chr12-28829718-31
NR3967--MA0496.2.MAFK	chr14	37165411	37165429	-	0.000	0.000	Merged-chr14-37165502-22
NR2179--MA0501.1.MAF::NFE2	chr11	75460527	75460541	-	0.000	0.000	Merged-chr11-75460430-27
NR1465--MA0591.1.Bach1::Mafk	chr10	82053777	82053791	+	0.000	0.000	Merged-chr10-82053844-6
NR7304--MA0501.1.MAF::NFE2	chr2	150582221	150582235	-	0.000	0.000	Merged-chr2-150582331-12
NR4849--MA0659.1.MAFG	chr16	14237421	14237441	-	0.000	0.000	Merged-chr16-14237452-27
NR12572--MA0495.2.MAFF	chr9	89674246	89674266	+	0.000	0.000	Merged-chr9-89674293-39
NR7559--MA0659.1.MAFG	chr2	181307396	181307416	-	0.000	0.000	Merged-chr2-181307341-24
NR10095--MA0501.1.MAF::NFE2	chr6	53498094	53498108	+	0.000	0.000	Merged-chr6-53498072-40
NR879--MA0089.1.MAFG::NFE2L1	chr1	177685247	177685252	-	0.000	0.000	Merged-chr1-177685195-9
NR1079--MA0591.1.Bach1::Mafk	chr1	191850426	191850440	+	0.000	0.000	Merged-chr1-191850553-19
NR388--MA0089.1.MAFG::NFE2L1	chr1	106171605	106171610	-	0.000	0.000	Merged-chr1-106171565-10
NR9873--MA0659.1.MAFG	chr5	148831818	148831838	+	0.000	0.000	Merged-chr5-148831759-44
NR1910--MA0089.1.MAFG::NFE2L1	chr11	11657435	11657440	+	0.000	0.000	Merged-chr11-11657249-55
NR2649--MA0496.2.MAFK	chr12	26398792	26398810	+	0.000	0.000	Merged-chr12-26398856-20
NR868--MA0591.1.Bach1::Mafk	chr1	177248869	177248883	-	0.000	0.000	Merged-chr1-177248824-22
NR7332--MA0591.1.Bach1::Mafk	chr2	152029410	152029424	-	0.000	0.000	Merged-chr2-152029501-52
NR11313--MA0089.1.MAFG::NFE2L1	chr7	113143717	113143722	+	0.000	0.000	Merged-chr7-113143723-32
NR3618--MA0496.2.MAFK	chr13	96697953	96697971	+	0.000	0.000	Merged-chr13-96698036-39
NR5254--MA0501.1.MAF::NFE2	chr16	96358152	96358166	-	0.000	0.000	Merged-chr16-96358039-35
NR803--MA0501.1.MAF::NFE2	chr1	171681762	171681776	-	0.000	0.000	Merged-chr1-171681632-83
NR10950--MA0089.1.MAFG::NFE2L1	chr7	44405675	44405680	-	0.000	0.000	Merged-chr7-44405831-50
NR6293--MA0089.1.MAFG::NFE2L1	chr19	40873459	40873464	+	0.000	0.000	Merged-chr19-40873464-21
NR6035--MA0659.1.MAFG	chr18	79303644	79303664	+	0.000	0.000	Merged-chr18-79303705-44
NR1358--MA0591.1.Bach1::Mafk	chr10	61383382	61383396	+	0.000	0.000	Merged-chr10-61383375-39
NR12574--MA0659.1.MAFG	chr9	89674246	89674266	+	0.000	0.000	Merged-chr9-89674293-39
NR9186--MA0501.1.MAF::NFE2	chr5	23350487	23350501	-	0.000	0.000	Merged-chr5-23350651-20
NR5256--MA0496.2.MAFK	chr16	96358153	96358171	-	0.000	0.000	Merged-chr16-96358039-35
NR5946--MA0501.1.MAF::NFE2	chr18	65626630	65626644	-	0.000	0.000	Merged-chr18-65626623-8
NR5955--MA0089.1.MAFG::NFE2L1	chr18	67301728	67301733	+	0.000	0.000	Merged-chr18-67301646-31
NR11024--MA0089.1.MAFG::NFE2L1	chr7	64213171	64213176	-	0.000	0.000	Merged-chr7-64213076-17
NR3739--MA0496.2.MAFK	chr13	109822601	109822619	-	0.000	0.000	Merged-chr13-109822486-79
NR356--MA0117.2.Mafb	chr1	95112789	95112800	-	0.000	0.000	Merged-chr1-95112747-9
NR2053--MA0501.1.MAF::NFE2	chr11	55197807	55197821	+	0.000	0.000	Merged-chr11-55197770-39
NR3190--MA0089.1.MAFG::NFE2L1	chr13	6192844	6192849	+	0.000	0.000	Merged-chr13-6192977-15
NR6008--MA0117.2.Mafb	chr18	76034922	76034933	+	0.000	0.000	Merged-chr18-76035068-49
NR7825--MA0089.1.MAFG::NFE2L1	chr3	94443348	94443353	-	0.000	0.000	Merged-chr3-94443589-72
NR4995--MA0495.2.MAFF	chr16	52418693	52418713	+	0.000	0.000	Merged-chr16-52418568-49
NR6140--MA0496.2.MAFK	chr19	5878142	5878160	-	0.000	0.000	Merged-chr19-5878025-63
NR5956--MA0591.1.Bach1::Mafk	chr18	67301726	67301740	+	0.000	0.000	Merged-chr18-67301646-31
NR9319--MA0089.1.MAFG::NFE2L1	chr5	66165886	66165891	-	0.000	0.000	Merged-chr5-66165983-46
NR8089--MA0089.1.MAFG::NFE2L1	chr3	131019766	131019771	+	0.000	0.000	Merged-chr3-131019630-77
NR9885--MA0089.1.MAFG::NFE2L1	chr5	149604957	149604962	+	0.000	0.000	Merged-chr5-149605038-10
NR8316--MA0495.2.MAFF	chr3	153764829	153764849	-	0.000	0.000	Merged-chr3-153764846-117
NR589--MA0117.2.Mafb	chr1	148923234	148923245	+	0.000	0.000	Merged-chr1-148923171-3
NR487--MA0501.1.MAF::NFE2	chr1	128615671	128615685	-	0.000	0.000	Merged-chr1-128615599-2
NR12346--MA0659.1.MAFG	chr9	58542042	58542062	-	0.000	0.000	Merged-chr9-58542052-13
NR8552--MA0089.1.MAFG::NFE2L1	chr4	62764279	62764284	-	0.000	0.000	Merged-chr4-62764187-28
NR9060--MA0501.1.MAF::NFE2	chr4	152362350	152362364	+	0.000	0.000	Merged-chr4-152362349-23
NR8739--MA0591.1.Bach1::Mafk	chr4	115063128	115063142	+	0.000	0.000	Merged-chr4-115063345-31
NR3209--MA0659.1.MAFG	chr13	9082703	9082723	-	0.000	0.000	Merged-chr13-9082570-19
NR5839--MA0495.2.MAFF	chr18	43492936	43492956	-	0.000	0.000	Merged-chr18-43493033-11
NR12717--MA0501.1.MAF::NFE2	chr9	111290153	111290167	+	0.000	0.000	Merged-chr9-111290022-34
NR3100--MA0089.1.MAFG::NFE2L1	chr12	115008673	115008678	-	0.000	0.000	Merged-chr12-115008718-17
NR7650--MA0501.1.MAF::NFE2	chr3	36863832	36863846	+	0.000	0.000	Merged-chr3-36864011-2
NR3010--MA0495.2.MAFF	chr12	110210329	110210349	-	0.000	0.000	Merged-chr12-110210281-21
NR4936--MA0591.1.Bach1::Mafk	chr16	38358567	38358581	+	0.000	0.000	Merged-chr16-38358548-13
NR7477--MA0495.2.MAFF	chr2	172976722	172976742	+	0.000	0.000	Merged-chr2-172976797-9
NR164--MA0659.1.MAFG	chr1	60902847	60902867	+	0.000	0.000	Merged-chr1-60902675-29
NR9217--MA0089.1.MAFG::NFE2L1	chr5	30647920	30647925	-	0.000	0.000	Merged-chr5-30648005-55
NR6551--MA0501.1.MAF::NFE2	chr2	22722237	22722251	-	0.000	0.000	Merged-chr2-22721936-56
NR5069--MA0495.2.MAFF	chr16	65542404	65542424	-	0.000	0.000	Merged-chr16-65542301-4
NR7595--MA0117.2.Mafb	chr3	18243876	18243887	-	0.000	0.000	Merged-chr3-18243680-52
NR6707--MA0659.1.MAFG	chr2	52938453	52938473	+	0.000	0.000	Merged-chr2-52938398-15
NR10370--MA0089.1.MAFG::NFE2L1	chr6	108895319	108895324	-	0.000	0.000	Merged-chr6-108895381-27
NR7158--MA0089.1.MAFG::NFE2L1	chr2	131820290	131820295	-	0.000	0.000	Merged-chr2-131820410-33
NR4997--MA0117.2.Mafb	chr16	52418702	52418713	-	0.000	0.000	Merged-chr16-52418568-49
NR3012--MA0659.1.MAFG	chr12	110210329	110210349	+	0.000	0.000	Merged-chr12-110210281-21
NR1929--MA0117.2.Mafb	chr11	20661879	20661890	-	0.000	0.000	Merged-chr11-20661877-12
NR2479--MA0501.1.MAF::NFE2	chr11	115172976	115172990	-	0.000	0.000	Merged-chr11-115173098-6
NR11507--MA0501.1.MAF::NFE2	chr7	135652414	135652428	-	0.000	0.000	Merged-chr7-135652396-133
NR1476--MA0501.1.MAF::NFE2	chr10	83094421	83094435	-	0.000	0.000	Merged-chr10-83094341-29
NR5260--MA0089.1.MAFG::NFE2L1	chr16	96912772	96912777	+	0.000	0.000	Merged-chr16-96912864-1
NR9706--MA0501.1.MAF::NFE2	chr5	121619071	121619085	+	0.000	0.000	Merged-chr5-121619111-49
NR8665--MA0089.1.MAFG::NFE2L1	chr4	101141976	101141981	-	0.000	0.000	Merged-chr4-101141952-10
NR102--MA0501.1.MAF::NFE2	chr1	40386291	40386305	+	0.000	0.000	Merged-chr1-40386352-39
NR8112--MA0117.2.Mafb	chr3	133760372	133760383	+	0.000	0.000	Merged-chr3-133760332-18
NR4829--MA0591.1.Bach1::Mafk	chr16	5013318	5013332	+	0.000	0.000	Merged-chr16-5013441-63
NR11661--MA0591.1.Bach1::Mafk	chr8	25263221	25263235	+	0.000	0.000	Merged-chr8-25263139-17
NR5186--MA0089.1.MAFG::NFE2L1	chr16	91413276	91413281	+	0.000	0.000	Merged-chr16-91413429-37
NR6850--MA0117.2.Mafb	chr2	79004652	79004663	-	0.000	0.000	Merged-chr2-79004552-5
NR9504--MA0591.1.Bach1::Mafk	chr5	96879086	96879100	+	0.000	0.000	Merged-chr5-96879087-37
NR7701--MA0495.2.MAFF	chr3	61344268	61344288	-	0.000	0.000	Merged-chr3-61344207-16
NR4442--MA0117.2.Mafb	chr15	38121314	38121325	+	0.000	0.000	Merged-chr15-38121551-17
NR2108--MA0496.2.MAFK	chr11	62185076	62185094	-	0.000	0.000	Merged-chr11-62185170-13
NR7923--MA0089.1.MAFG::NFE2L1	chr3	106485958	106485963	+	0.000	0.000	Merged-chr3-106485995-50
NR3300--MA0089.1.MAFG::NFE2L1	chr13	24988651	24988656	+	0.000	0.000	Merged-chr13-24988665-13
NR3195--MA0501.1.MAF::NFE2	chr13	6626996	6627010	-	0.000	0.000	Merged-chr13-6626818-32
NR4935--MA0089.1.MAFG::NFE2L1	chr16	38017281	38017286	-	0.000	0.000	Merged-chr16-38017190-20
NR670--MA0501.1.MAF::NFE2	chr1	156911159	156911173	+	0.000	0.000	Merged-chr1-156911198-16
NR923--MA0496.2.MAFK	chr1	181866629	181866647	+	0.000	0.000	Merged-chr1-181866572-42
NR11990--MA0089.1.MAFG::NFE2L1	chr8	116617425	116617430	+	0.000	0.000	Merged-chr8-116617441-19
NR10219--MA0089.1.MAFG::NFE2L1	chr6	83763019	83763024	+	0.000	0.000	Merged-chr6-83763123-27
NR4296--MA0591.1.Bach1::Mafk	chr14	120572331	120572345	-	0.000	0.000	Merged-chr14-120572441-59
NR9694--MA0089.1.MAFG::NFE2L1	chr5	120134013	120134018	-	0.000	0.000	Merged-chr5-120134176-19
NR7125--MA0501.1.MAF::NFE2	chr2	128401511	128401525	-	0.000	0.000	Merged-chr2-128401504-24
NR10785--MA0089.1.MAFG::NFE2L1	chr7	4777053	4777058	+	0.000	0.000	Merged-chr7-4777194-35
NR1456--MA0089.1.MAFG::NFE2L1	chr10	81409221	81409226	-	0.000	0.000	Merged-chr10-81409039-20
NR3383--MA0591.1.Bach1::Mafk	chr13	45827706	45827720	-	0.000	0.000	Merged-chr13-45827627-7
NR11020--MA0089.1.MAFG::NFE2L1	chr7	64122491	64122496	+	0.000	0.000	Merged-chr7-64122484-38
NR7465--MA0591.1.Bach1::Mafk	chr2	170511359	170511373	+	0.000	0.000	Merged-chr2-170511459-72
NR4875--MA0501.1.MAF::NFE2	chr16	22920107	22920121	-	0.000	0.000	Merged-chr16-22920184-19
NR11726--MA0089.1.MAFG::NFE2L1	chr8	61276353	61276358	-	0.000	0.000	Merged-chr8-61276355-46
NR9332--MA0117.2.Mafb	chr5	67437640	67437651	-	0.000	0.000	Merged-chr5-67437495-24
NR10089--MA0495.2.MAFF	chr6	53498088	53498108	+	0.000	0.000	Merged-chr6-53498072-40
NR8260--MA0117.2.Mafb	chr3	146150303	146150314	+	0.000	0.000	Merged-chr3-146150347-97
NR3937--MA0501.1.MAF::NFE2	chr14	25640608	25640622	-	0.000	0.000	Merged-chr14-25640736-54
NR2934--MA0501.1.MAF::NFE2	chr12	101718522	101718536	+	0.000	0.000	Merged-chr12-101718493-65
NR4897--MA0591.1.Bach1::Mafk	chr16	30722612	30722626	+	0.000	0.000	Merged-chr16-30722513-29
NR9876--MA0496.2.MAFK	chr5	148831819	148831837	-	0.000	0.000	Merged-chr5-148831759-44
NR9996--MA0089.1.MAFG::NFE2L1	chr6	29023353	29023358	+	0.000	0.000	Merged-chr6-29023445-17
NR4899--MA0117.2.Mafb	chr16	30948338	30948349	-	0.000	0.000	Merged-chr16-30948411-38
NR12742--MA0089.1.MAFG::NFE2L1	chr9	114507371	114507376	-	0.000	0.000	Merged-chr9-114507598-34
