#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR4956--MA0684.1.RUNX3	chr2	11193005	11193014	-	0.000	0.000	Merged-chr2-11193016-102
NR6759--MA0002.2.RUNX1	chr4	150545077	150545087	+	0.000	0.000	Merged-chr4-150545055-50
NR4142--MA0002.2.RUNX1	chr17	56717308	56717318	-	0.000	0.000	Merged-chr17-56717302-101
NR4413--MA0002.2.RUNX1	chr18	39185902	39185912	-	0.000	0.000	Merged-chr18-39185847-29
NR8773--MA0684.1.RUNX3	chr8	72216026	72216035	+	0.000	0.000	Merged-chr8-72216019-31
NR8501--MA0002.2.RUNX1	chr7	135598533	135598543	-	0.000	0.000	Merged-chr7-135598633-32
NR4542--MA0684.1.RUNX3	chr18	68227789	68227798	-	0.000	0.000	Merged-chr18-68227583-82
NR830--MA0511.2.RUNX2	chr10	21504626	21504634	+	0.000	0.000	Merged-chr10-21504659-28
NR6616--MA0002.2.RUNX1	chr4	123416432	123416442	+	0.000	0.000	Merged-chr4-123416422-1
NR4394--MA0002.2.RUNX1	chr18	37814059	37814069	+	0.000	0.000	Merged-chr18-37813954-31
NR7204--MA0684.1.RUNX3	chr5	112385016	112385025	+	0.000	0.000	Merged-chr5-112385056-37
NR625--MA0511.2.RUNX2	chr1	172126799	172126807	-	0.000	0.000	Merged-chr1-172126791-53
NR255--MA0002.2.RUNX1	chr1	82900760	82900770	+	0.000	0.000	Merged-chr1-82900738-32
NR2571--MA0002.2.RUNX1	chr13	89889237	89889247	-	0.000	0.000	Merged-chr13-89889254-28
NR2908--MA0002.2.RUNX1	chr14	59553403	59553413	-	0.000	0.000	Merged-chr14-59553394-22
NR7535--MA0511.2.RUNX2	chr6	48732949	48732957	+	0.000	0.000	Merged-chr6-48733072-56
NR8134--MA0002.2.RUNX1	chr7	65705252	65705262	+	0.000	0.000	Merged-chr7-65705151-59
NR7059--MA0511.2.RUNX2	chr5	89198657	89198665	-	0.000	0.000	Merged-chr5-89198704-31
NR3699--MA0511.2.RUNX2	chr16	42907567	42907575	-	0.000	0.000	Merged-chr16-42907502-34
NR3748--MA0684.1.RUNX3	chr16	50555225	50555234	-	0.000	0.000	Merged-chr16-50555141-20
NR6583--MA0684.1.RUNX3	chr4	116053542	116053551	-	0.000	0.000	Merged-chr4-116053495-96
NR5236--MA0511.2.RUNX2	chr2	91962265	91962273	+	0.000	0.000	Merged-chr2-91962165-55
NR7294--MA0684.1.RUNX3	chr5	130172532	130172541	-	0.000	0.000	Merged-chr5-130172555-2
NR9097--MA0002.2.RUNX1	chr9	14860421	14860431	+	0.000	0.000	Merged-chr9-14860270-32
NR4631--MA0002.2.RUNX1	chr18	81400355	81400365	+	0.000	0.000	Merged-chr18-81400344-68
NR6662--MA0511.2.RUNX2	chr4	134642024	134642032	+	0.000	0.000	Merged-chr4-134642170-32
NR8120--MA0684.1.RUNX3	chr7	58701481	58701490	-	0.000	0.000	Merged-chr7-58701532-33
NR6629--MA0002.2.RUNX1	chr4	128688823	128688833	-	0.000	0.000	Merged-chr4-128689044-23
NR3586--MA0684.1.RUNX3	chr16	17619472	17619481	-	0.000	0.000	Merged-chr16-17619453-35
NR744--MA0002.2.RUNX1	chr1	193201483	193201493	-	0.000	0.000	Merged-chr1-193201306-86
NR7025--MA0511.2.RUNX2	chr5	69557011	69557019	-	0.000	0.000	Merged-chr5-69557217-100
NR4412--MA0684.1.RUNX3	chr18	39137637	39137646	-	0.000	0.000	Merged-chr18-39137711-66
NR5789--MA0684.1.RUNX3	chr3	65650568	65650577	-	0.000	0.000	Merged-chr3-65650597-39
NR4121--MA0002.2.RUNX1	chr17	51396111	51396121	+	0.000	0.000	Merged-chr17-51396225-19
NR4787--MA0002.2.RUNX1	chr19	33262674	33262684	+	0.000	0.000	Merged-chr19-33262592-21
NR2170--MA0002.2.RUNX1	chr12	113487885	113487895	-	0.000	0.000	Merged-chr12-113487885-37
NR1144--MA0684.1.RUNX3	chr10	98776540	98776549	+	0.000	0.000	Merged-chr10-98776574-38
NR7134--MA0511.2.RUNX2	chr5	103746761	103746769	-	0.000	0.000	Merged-chr5-103746858-38
NR4915--MA0002.2.RUNX1	chr19	57344017	57344027	-	0.000	0.000	Merged-chr19-57344006-22
NR1889--MA0511.2.RUNX2	chr12	34248929	34248937	+	0.000	0.000	Merged-chr12-34249045-49
NR3199--MA0002.2.RUNX1	chr15	18951817	18951827	+	0.000	0.000	Merged-chr15-18951851-25
NR8256--MA0002.2.RUNX1	chr7	90476341	90476351	+	0.000	0.000	Merged-chr7-90476243-63
NR7928--MA0511.2.RUNX2	chr6	143067015	143067023	+	0.000	0.000	Merged-chr6-143067094-13
NR7164--MA0684.1.RUNX3	chr5	106677005	106677014	+	0.000	0.000	Merged-chr5-106676986-37
NR4501--MA0002.2.RUNX1	chr18	64919477	64919487	+	0.000	0.000	Merged-chr18-64919536-37
NR9509--MA0002.2.RUNX1	chr9	110916895	110916905	+	0.000	0.000	Merged-chr9-110916944-19
NR2074--MA0002.2.RUNX1	chr12	99206166	99206176	+	0.000	0.000	Merged-chr12-99206145-40
NR9589--MA0511.2.RUNX2	chr9	119963508	119963516	+	0.000	0.000	Merged-chr9-119963439-34
NR5007--MA0002.2.RUNX1	chr2	25620564	25620574	+	0.000	0.000	Merged-chr2-25620603-21
NR4753--MA0002.2.RUNX1	chr19	24221442	24221452	-	0.000	0.000	Merged-chr19-24221416-9
NR3949--MA0511.2.RUNX2	chr17	8206815	8206823	-	0.000	0.000	Merged-chr17-8206780-14
NR2202--MA0002.2.RUNX1	chr12	115312145	115312155	+	0.000	0.000	Merged-chr12-115312281-46
NR1127--MA0511.2.RUNX2	chr10	95180461	95180469	-	0.000	0.000	Merged-chr10-95180406-32
NR3185--MA0684.1.RUNX3	chr15	9529866	9529875	+	0.000	0.000	Merged-chr15-9529844-37
NR2868--MA0002.2.RUNX1	chr14	47172266	47172276	-	0.000	0.000	Merged-chr14-47172360-33
NR886--MA0684.1.RUNX3	chr10	39469530	39469539	-	0.000	0.000	Merged-chr10-39469542-68
NR9446--MA0511.2.RUNX2	chr9	96953706	96953714	-	0.000	0.000	Merged-chr9-96953731-26
NR5259--MA0002.2.RUNX1	chr2	101732831	101732841	+	0.000	0.000	Merged-chr2-101732901-49
NR7495--MA0511.2.RUNX2	chr6	41048127	41048135	+	0.000	0.000	Merged-chr6-41048174-22
NR1028--MA0002.2.RUNX1	chr10	80271338	80271348	+	0.000	0.000	Merged-chr10-80271512-28
NR7068--MA0684.1.RUNX3	chr5	91264450	91264459	-	0.000	0.000	Merged-chr5-91264360-12
NR200--MA0002.2.RUNX1	chr1	67181367	67181377	-	0.000	0.000	Merged-chr1-67181322-10
NR2410--MA0511.2.RUNX2	chr13	41302822	41302830	+	0.000	0.000	Merged-chr13-41302926-20
NR8222--MA0002.2.RUNX1	chr7	80919434	80919444	-	0.000	0.000	Merged-chr7-80919490-53
NR7147--MA0511.2.RUNX2	chr5	105443610	105443618	-	0.000	0.000	Merged-chr5-105443564-46
NR5738--MA0511.2.RUNX2	chr3	51495783	51495791	-	0.000	0.000	Merged-chr3-51495816-13
NR4591--MA0002.2.RUNX1	chr18	76259735	76259745	+	0.000	0.000	Merged-chr18-76259816-26
NR7004--MA0511.2.RUNX2	chr5	65929347	65929355	+	0.000	0.000	Merged-chr5-65929353-41
NR4120--MA0684.1.RUNX3	chr17	50678089	50678098	-	0.000	0.000	Merged-chr17-50678198-44
NR5324--MA0511.2.RUNX2	chr2	117447071	117447079	-	0.000	0.000	Merged-chr2-117447085-57
NR1852--MA0002.2.RUNX1	chr12	17726603	17726613	-	0.000	0.000	Merged-chr12-17726607-38
NR2358--MA0002.2.RUNX1	chr13	29855584	29855594	-	0.000	0.000	Merged-chr13-29855504-46
NR8874--MA0684.1.RUNX3	chr8	110929344	110929353	-	0.000	0.000	Merged-chr8-110929357-31
NR4766--MA0002.2.RUNX1	chr19	27907137	27907147	+	0.000	0.000	Merged-chr19-27907203-12
NR2420--MA0002.2.RUNX1	chr13	44089055	44089065	+	0.000	0.000	Merged-chr13-44088979-30
NR8460--MA0684.1.RUNX3	chr7	128158950	128158959	-	0.000	0.000	Merged-chr7-128158931-27
NR233--MA0684.1.RUNX3	chr1	75533602	75533611	-	0.000	0.000	Merged-chr1-75533497-24
NR7113--MA0511.2.RUNX2	chr5	100466876	100466884	+	0.000	0.000	Merged-chr5-100466890-43
NR8854--MA0002.2.RUNX1	chr8	106713047	106713057	-	0.000	0.000	Merged-chr8-106712935-6
NR3912--MA0002.2.RUNX1	chr17	5107993	5108003	+	0.000	0.000	Merged-chr17-5107865-36
NR9508--MA0684.1.RUNX3	chr9	110896836	110896845	-	0.000	0.000	Merged-chr9-110896831-29
NR6969--MA0002.2.RUNX1	chr5	52783008	52783018	+	0.000	0.000	Merged-chr5-52783183-56
NR3277--MA0511.2.RUNX2	chr15	50667820	50667828	+	0.000	0.000	Merged-chr15-50667671-62
NR1597--MA0511.2.RUNX2	chr11	82203896	82203904	+	0.000	0.000	Merged-chr11-82203990-35
NR690--MA0684.1.RUNX3	chr1	184005826	184005835	+	0.000	0.000	Merged-chr1-184005889-70
NR485--MA0684.1.RUNX3	chr1	144283483	144283492	+	0.000	0.000	Merged-chr1-144283563-68
NR9045--MA0511.2.RUNX2	chr8	128725019	128725027	-	0.000	0.000	Merged-chr8-128725018-21
NR4481--MA0684.1.RUNX3	chr18	56459018	56459027	+	0.000	0.000	Merged-chr18-56459089-42
NR293--MA0511.2.RUNX2	chr1	90050936	90050944	-	0.000	0.000	Merged-chr1-90050823-1
NR4875--MA0002.2.RUNX1	chr19	55860202	55860212	+	0.000	0.000	Merged-chr19-55860279-23
NR8635--MA0684.1.RUNX3	chr8	19161780	19161789	+	0.000	0.000	Merged-chr8-19161757-88
NR8758--MA0002.2.RUNX1	chr8	68793925	68793935	+	0.000	0.000	Merged-chr8-68794098-69
NR6412--MA0002.2.RUNX1	chr4	70307384	70307394	-	0.000	0.000	Merged-chr4-70307334-49
NR4732--MA0002.2.RUNX1	chr19	14504164	14504174	+	0.000	0.000	Merged-chr19-14504107-29
NR2576--MA0002.2.RUNX1	chr13	91267754	91267764	-	0.000	0.000	Merged-chr13-91267603-15
NR4878--MA0511.2.RUNX2	chr19	56296979	56296987	+	0.000	0.000	Merged-chr19-56296867-29
NR8073--MA0002.2.RUNX1	chr7	42642552	42642562	-	0.000	0.000	Merged-chr7-42642590-33
NR4861--MA0684.1.RUNX3	chr19	55263227	55263236	+	0.000	0.000	Merged-chr19-55263325-12
NR117--MA0002.2.RUNX1	chr1	53774180	53774190	-	0.000	0.000	Merged-chr1-53774073-61
NR6393--MA0002.2.RUNX1	chr4	63667546	63667556	+	0.000	0.000	Merged-chr4-63667614-10
NR4927--MA0684.1.RUNX3	chr19	58850826	58850835	+	0.000	0.000	Merged-chr19-58850860-26
NR2310--MA0684.1.RUNX3	chr13	12521871	12521880	+	0.000	0.000	Merged-chr13-12521905-15
NR9770--MA0002.2.RUNX1	chrX	159828383	159828393	-	0.000	0.000	Merged-chrX-159828290-35
NR4735--MA0511.2.RUNX2	chr19	16029383	16029391	-	0.000	0.000	Merged-chr19-16029300-45
NR574--MA0002.2.RUNX1	chr1	164960257	164960267	+	0.000	0.000	Merged-chr1-164960365-86
NR2784--MA0511.2.RUNX2	chr14	21525923	21525931	-	0.000	0.000	Merged-chr14-21525854-33
NR8601--MA0684.1.RUNX3	chr8	9811411	9811420	+	0.000	0.000	Merged-chr8-9811294-16
NR2370--MA0511.2.RUNX2	chr13	31179581	31179589	-	0.000	0.000	Merged-chr13-31179647-13
NR1388--MA0684.1.RUNX3	chr11	32715224	32715233	-	0.000	0.000	Merged-chr11-32715413-66
NR1831--MA0002.2.RUNX1	chr12	12412980	12412990	-	0.000	0.000	Merged-chr12-12412953-28
NR2214--MA0684.1.RUNX3	chr12	115507559	115507568	+	0.000	0.000	Merged-chr12-115507664-28
NR1467--MA0511.2.RUNX2	chr11	55159074	55159082	-	0.000	0.000	Merged-chr11-55158997-29
NR2608--MA0002.2.RUNX1	chr13	96555284	96555294	+	0.000	0.000	Merged-chr13-96555289-36
NR626--MA0684.1.RUNX3	chr1	172126798	172126807	-	0.000	0.000	Merged-chr1-172126791-53
NR705--MA0511.2.RUNX2	chr1	189085445	189085453	+	0.000	0.000	Merged-chr1-189085418-26
NR3177--MA0684.1.RUNX3	chr15	5108561	5108570	-	0.000	0.000	Merged-chr15-5108448-64
NR4430--MA0511.2.RUNX2	chr18	49721779	49721787	+	0.000	0.000	Merged-chr18-49721855-41
NR212--MA0684.1.RUNX3	chr1	71594393	71594402	+	0.000	0.000	Merged-chr1-71594444-22
NR4701--MA0511.2.RUNX2	chr19	8519019	8519027	+	0.000	0.000	Merged-chr19-8519085-2
NR9709--MA0511.2.RUNX2	chrX	98259805	98259813	+	0.000	0.000	Merged-chrX-98259743-49
NR6283--MA0684.1.RUNX3	chr4	40721127	40721136	+	0.000	0.000	Merged-chr4-40721165-38
NR6011--MA0002.2.RUNX1	chr3	123508536	123508546	-	0.000	0.000	Merged-chr3-123508551-84
NR5207--MA0511.2.RUNX2	chr2	80684883	80684891	+	0.000	0.000	Merged-chr2-80684823-58
NR9068--MA0002.2.RUNX1	chr9	11579177	11579187	+	0.000	0.000	Merged-chr9-11579132-23
NR8214--MA0002.2.RUNX1	chr7	80450004	80450014	-	0.000	0.000	Merged-chr7-80450087-44
NR4731--MA0684.1.RUNX3	chr19	14469435	14469444	+	0.000	0.000	Merged-chr19-14469576-3
NR6263--MA0002.2.RUNX1	chr4	33072978	33072988	-	0.000	0.000	Merged-chr4-33073054-38
NR2780--MA0684.1.RUNX3	chr14	20025508	20025517	+	0.000	0.000	Merged-chr14-20025381-48
NR8770--MA0511.2.RUNX2	chr8	71592046	71592054	-	0.000	0.000	Merged-chr8-71592114-88
NR8836--MA0511.2.RUNX2	chr8	95878859	95878867	+	0.000	0.000	Merged-chr8-95878841-5
NR4649--MA0002.2.RUNX1	chr18	83135298	83135308	+	0.000	0.000	Merged-chr18-83135149-22
NR2698--MA0002.2.RUNX1	chr13	111286975	111286985	+	0.000	0.000	Merged-chr13-111286910-46
NR4506--MA0002.2.RUNX1	chr18	65061886	65061896	+	0.000	0.000	Merged-chr18-65062031-13
NR6742--MA0511.2.RUNX2	chr4	147936493	147936501	+	0.000	0.000	Merged-chr4-147936725-45
NR8200--MA0684.1.RUNX3	chr7	79314702	79314711	-	0.000	0.000	Merged-chr7-79314665-30
NR4586--MA0511.2.RUNX2	chr18	75392593	75392601	+	0.000	0.000	Merged-chr18-75392555-48
NR5297--MA0511.2.RUNX2	chr2	114145119	114145127	+	0.000	0.000	Merged-chr2-114145226-70
NR5568--MA0511.2.RUNX2	chr2	169360519	169360527	+	0.000	0.000	Merged-chr2-169360551-6
NR2207--MA0002.2.RUNX1	chr12	115404300	115404310	-	0.000	0.000	Merged-chr12-115404436-40
NR282--MA0002.2.RUNX1	chr1	87607792	87607802	-	0.000	0.000	Merged-chr1-87607643-76
NR1830--MA0684.1.RUNX3	chr12	12289775	12289784	+	0.000	0.000	Merged-chr12-12289844-38
NR2270--MA0684.1.RUNX3	chr12	118255872	118255881	+	0.000	0.000	Merged-chr12-118255780-45
NR1096--MA0684.1.RUNX3	chr10	93171415	93171424	+	0.000	0.000	Merged-chr10-93171456-51
NR1810--MA0002.2.RUNX1	chr12	3322310	3322320	+	0.000	0.000	Merged-chr12-3322326-39
NR7135--MA0684.1.RUNX3	chr5	103746760	103746769	-	0.000	0.000	Merged-chr5-103746858-38
NR457--MA0002.2.RUNX1	chr1	136683345	136683355	-	0.000	0.000	Merged-chr1-136683345-27
NR3742--MA0002.2.RUNX1	chr16	50381232	50381242	-	0.000	0.000	Merged-chr16-50381174-26
NR9067--MA0684.1.RUNX3	chr9	11513964	11513973	-	0.000	0.000	Merged-chr9-11513974-36
NR4996--MA0684.1.RUNX3	chr2	24745575	24745584	+	0.000	0.000	Merged-chr2-24745465-17
NR9609--MA0684.1.RUNX3	chr9	122233121	122233130	-	0.000	0.000	Merged-chr9-122233247-97
NR142--MA0511.2.RUNX2	chr1	55630385	55630393	-	0.000	0.000	Merged-chr1-55630357-14
NR9510--MA0002.2.RUNX1	chr9	110946916	110946926	+	0.000	0.000	Merged-chr9-110946775-46
NR7830--MA0002.2.RUNX1	chr6	127582642	127582652	-	0.000	0.000	Merged-chr6-127582626-90
NR586--MA0684.1.RUNX3	chr1	165691743	165691752	+	0.000	0.000	Merged-chr1-165691684-32
NR2839--MA0002.2.RUNX1	chr14	36932188	36932198	-	0.000	0.000	Merged-chr14-36932132-23
NR8607--MA0002.2.RUNX1	chr8	10481081	10481091	-	0.000	0.000	Merged-chr8-10480951-33
NR6656--MA0002.2.RUNX1	chr4	134043265	134043275	-	0.000	0.000	Merged-chr4-134043155-17
NR4310--MA0002.2.RUNX1	chr18	6515310	6515320	-	0.000	0.000	Merged-chr18-6515196-17
NR172--MA0684.1.RUNX3	chr1	61030754	61030763	+	0.000	0.000	Merged-chr1-61030719-23
NR5531--MA0002.2.RUNX1	chr2	164356396	164356406	-	0.000	0.000	Merged-chr2-164356374-20
NR5802--MA0002.2.RUNX1	chr3	75714111	75714121	-	0.000	0.000	Merged-chr3-75714014-36
NR4710--MA0684.1.RUNX3	chr19	10830053	10830062	-	0.000	0.000	Merged-chr19-10829902-50
NR522--MA0511.2.RUNX2	chr1	155973634	155973642	+	0.000	0.000	Merged-chr1-155973452-104
NR6308--MA0002.2.RUNX1	chr4	46097524	46097534	+	0.000	0.000	Merged-chr4-46097556-11
NR300--MA0684.1.RUNX3	chr1	91144886	91144895	+	0.000	0.000	Merged-chr1-91145038-11
NR152--MA0002.2.RUNX1	chr1	59180217	59180227	-	0.000	0.000	Merged-chr1-59180254-19
NR6437--MA0684.1.RUNX3	chr4	87669564	87669573	+	0.000	0.000	Merged-chr4-87669731-33
NR5024--MA0511.2.RUNX2	chr2	30545166	30545174	+	0.000	0.000	Merged-chr2-30545189-38
NR298--MA0511.2.RUNX2	chr1	91144886	91144894	+	0.000	0.000	Merged-chr1-91145038-11
NR281--MA0684.1.RUNX3	chr1	87378987	87378996	-	0.000	0.000	Merged-chr1-87378937-12
NR6023--MA0684.1.RUNX3	chr3	126825138	126825147	-	0.000	0.000	Merged-chr3-126825034-19
NR8302--MA0002.2.RUNX1	chr7	101348232	101348242	+	0.000	0.000	Merged-chr7-101348162-53
NR8968--MA0002.2.RUNX1	chr8	122917787	122917797	-	0.000	0.000	Merged-chr8-122917932-59
NR4195--MA0002.2.RUNX1	chr17	72854516	72854526	+	0.000	0.000	Merged-chr17-72854440-12
NR6973--MA0511.2.RUNX2	chr5	53605684	53605692	-	0.000	0.000	Merged-chr5-53605625-25
NR4151--MA0511.2.RUNX2	chr17	62857484	62857492	+	0.000	0.000	Merged-chr17-62857583-41
NR4595--MA0684.1.RUNX3	chr18	77121745	77121754	+	0.000	0.000	Merged-chr18-77121790-35
NR4200--MA0684.1.RUNX3	chr17	73151647	73151656	-	0.000	0.000	Merged-chr17-73151770-42
NR6398--MA0002.2.RUNX1	chr4	63847319	63847329	+	0.000	0.000	Merged-chr4-63847263-40
NR185--MA0684.1.RUNX3	chr1	64549480	64549489	-	0.000	0.000	Merged-chr1-64549530-8
NR7336--MA0511.2.RUNX2	chr5	139161166	139161174	-	0.000	0.000	Merged-chr5-139161216-37
NR8828--MA0511.2.RUNX2	chr8	94447746	94447754	+	0.000	0.000	Merged-chr8-94447653-43
NR7952--MA0002.2.RUNX1	chr6	145802246	145802256	+	0.000	0.000	Merged-chr6-145802187-30
NR165--MA0002.2.RUNX1	chr1	60777109	60777119	+	0.000	0.000	Merged-chr1-60777260-88
NR436--MA0002.2.RUNX1	chr1	134067278	134067288	+	0.000	0.000	Merged-chr1-134067296-40
NR3721--MA0002.2.RUNX1	chr16	44546990	44547000	+	0.000	0.000	Merged-chr16-44546974-36
NR3086--MA0511.2.RUNX2	chr14	103349633	103349641	-	0.000	0.000	Merged-chr14-103349911-85
NR8044--MA0002.2.RUNX1	chr7	28943731	28943741	+	0.000	0.000	Merged-chr7-28943644-10
NR2676--MA0684.1.RUNX3	chr13	108882120	108882129	-	0.000	0.000	Merged-chr13-108882066-39
NR9741--MA0002.2.RUNX1	chrX	113868016	113868026	-	0.000	0.000	Merged-chrX-113868253-73
NR230--MA0511.2.RUNX2	chr1	75533603	75533611	-	0.000	0.000	Merged-chr1-75533497-24
NR2262--MA0684.1.RUNX3	chr12	117586385	117586394	-	0.000	0.000	Merged-chr12-117586270-30
NR1945--MA0002.2.RUNX1	chr12	70219231	70219241	-	0.000	0.000	Merged-chr12-70219283-39
NR8252--MA0511.2.RUNX2	chr7	90138315	90138323	-	0.000	0.000	Merged-chr7-90138521-54
NR2533--MA0684.1.RUNX3	chr13	81182721	81182730	+	0.000	0.000	Merged-chr13-81182564-34
NR5910--MA0684.1.RUNX3	chr3	101274923	101274932	-	0.000	0.000	Merged-chr3-101274930-55
NR674--MA0684.1.RUNX3	chr1	181256802	181256811	-	0.000	0.000	Merged-chr1-181256937-103
NR5491--MA0002.2.RUNX1	chr2	156918685	156918695	+	0.000	0.000	Merged-chr2-156918803-29
NR5762--MA0002.2.RUNX1	chr3	59203993	59204003	+	0.000	0.000	Merged-chr3-59204061-45
NR1167--MA0511.2.RUNX2	chr10	107869158	107869166	+	0.000	0.000	Merged-chr10-107868994-49
NR4322--MA0684.1.RUNX3	chr18	11883354	11883363	-	0.000	0.000	Merged-chr18-11883419-27
NR6952--MA0511.2.RUNX2	chr5	37109451	37109459	-	0.000	0.000	Merged-chr5-37109564-47
NR3320--MA0002.2.RUNX1	chr15	62165005	62165015	+	0.000	0.000	Merged-chr15-62164994-48
NR6648--MA0002.2.RUNX1	chr4	133584298	133584308	-	0.000	0.000	Merged-chr4-133584347-54
NR6234--MA0002.2.RUNX1	chr4	11494796	11494806	+	0.000	0.000	Merged-chr4-11494764-12
NR4305--MA0511.2.RUNX2	chr18	6106732	6106740	+	0.000	0.000	Merged-chr18-6106813-28
NR3700--MA0002.2.RUNX1	chr16	42907565	42907575	+	0.000	0.000	Merged-chr16-42907502-34
NR273--MA0684.1.RUNX3	chr1	85763516	85763525	+	0.000	0.000	Merged-chr1-85763508-29
NR6343--MA0002.2.RUNX1	chr4	55398090	55398100	-	0.000	0.000	Merged-chr4-55398224-75
NR6614--MA0002.2.RUNX1	chr4	123147619	123147629	+	0.000	0.000	Merged-chr4-123147802-20
NR4729--MA0002.2.RUNX1	chr19	12833792	12833802	+	0.000	0.000	Merged-chr19-12833671-54
NR4143--MA0511.2.RUNX2	chr17	56717938	56717946	-	0.000	0.000	Merged-chr17-56717989-1
NR6743--MA0684.1.RUNX3	chr4	147936493	147936502	+	0.000	0.000	Merged-chr4-147936725-45
NR8546--MA0002.2.RUNX1	chr7	141194083	141194093	+	0.000	0.000	Merged-chr7-141194198-81
NR8897--MA0511.2.RUNX2	chr8	114815564	114815572	+	0.000	0.000	Merged-chr8-114815485-46
NR8502--MA0511.2.RUNX2	chr7	136255794	136255802	-	0.000	0.000	Merged-chr7-136255803-24
NR4315--MA0002.2.RUNX1	chr18	7703778	7703788	-	0.000	0.000	Merged-chr18-7703691-3
NR5298--MA0684.1.RUNX3	chr2	114145119	114145128	+	0.000	0.000	Merged-chr2-114145226-70
NR5741--MA0002.2.RUNX1	chr3	51744473	51744483	-	0.000	0.000	Merged-chr3-51744632-10
NR9008--MA0511.2.RUNX2	chr8	126420988	126420996	-	0.000	0.000	Merged-chr8-126420997-20
NR8132--MA0002.2.RUNX1	chr7	64090212	64090222	+	0.000	0.000	Merged-chr7-64090173-26
NR6124--MA0684.1.RUNX3	chr3	144253116	144253125	-	0.000	0.000	Merged-chr3-144253083-46
NR2115--MA0511.2.RUNX2	chr12	102628361	102628369	-	0.000	0.000	Merged-chr12-102628169-116
NR2559--MA0684.1.RUNX3	chr13	89154693	89154702	+	0.000	0.000	Merged-chr13-89154777-2
NR6203--MA0511.2.RUNX2	chr4	6476575	6476583	-	0.000	0.000	Merged-chr4-6476530-28
NR8384--MA0002.2.RUNX1	chr7	114291613	114291623	+	0.000	0.000	Merged-chr7-114291722-43
NR4318--MA0511.2.RUNX2	chr18	10742980	10742988	-	0.000	0.000	Merged-chr18-10742937-26
NR428--MA0002.2.RUNX1	chr1	132356019	132356029	+	0.000	0.000	Merged-chr1-132355998-23
NR1491--MA0002.2.RUNX1	chr11	60937936	60937946	+	0.000	0.000	Merged-chr11-60937827-26
NR2416--MA0684.1.RUNX3	chr13	41614739	41614748	-	0.000	0.000	Merged-chr13-41614922-33
NR4824--MA0684.1.RUNX3	chr19	42780005	42780014	-	0.000	0.000	Merged-chr19-42779863-69
NR4348--MA0684.1.RUNX3	chr18	21121958	21121967	+	0.000	0.000	Merged-chr18-21122105-31
NR7930--MA0684.1.RUNX3	chr6	143067015	143067024	+	0.000	0.000	Merged-chr6-143067094-13
NR4427--MA0511.2.RUNX2	chr18	46381130	46381138	-	0.000	0.000	Merged-chr18-46381195-31
NR8288--MA0002.2.RUNX1	chr7	99151555	99151565	+	0.000	0.000	Merged-chr7-99151549-44
NR1871--MA0002.2.RUNX1	chr12	28846006	28846016	-	0.000	0.000	Merged-chr12-28846079-30
NR1000--MA0002.2.RUNX1	chr10	75282864	75282874	-	0.000	0.000	Merged-chr10-75282925-47
NR6879--MA0002.2.RUNX1	chr5	23387127	23387137	-	0.000	0.000	Merged-chr5-23387051-61
NR4328--MA0002.2.RUNX1	chr18	12948128	12948138	-	0.000	0.000	Merged-chr18-12947880-91
NR6564--MA0511.2.RUNX2	chr4	109136982	109136990	+	0.000	0.000	Merged-chr4-109136872-28
NR666--MA0684.1.RUNX3	chr1	180432049	180432058	-	0.000	0.000	Merged-chr1-180432015-44
NR3951--MA0684.1.RUNX3	chr17	8206814	8206823	-	0.000	0.000	Merged-chr17-8206780-14
NR8972--MA0511.2.RUNX2	chr8	123000573	123000581	-	0.000	0.000	Merged-chr8-123000494-51
NR6150--MA0511.2.RUNX2	chr3	148510625	148510633	+	0.000	0.000	Merged-chr3-148510691-67
NR6421--MA0511.2.RUNX2	chr4	82365251	82365259	+	0.000	0.000	Merged-chr4-82365199-20
NR252--MA0684.1.RUNX3	chr1	80596952	80596961	-	0.000	0.000	Merged-chr1-80596993-13
NR2505--MA0002.2.RUNX1	chr13	67637932	67637942	-	0.000	0.000	Merged-chr13-67637650-70
NR4536--MA0511.2.RUNX2	chr18	66519422	66519430	-	0.000	0.000	Merged-chr18-66519602-50
NR5740--MA0684.1.RUNX3	chr3	51495782	51495791	-	0.000	0.000	Merged-chr3-51495816-13
NR4122--MA0511.2.RUNX2	chr17	51906665	51906673	-	0.000	0.000	Merged-chr17-51906510-37
NR4023--MA0002.2.RUNX1	chr17	29973455	29973465	+	0.000	0.000	Merged-chr17-29973396-19
NR2072--MA0002.2.RUNX1	chr12	98800481	98800491	-	0.000	0.000	Merged-chr12-98800600-14
NR2965--MA0511.2.RUNX2	chr14	65598440	65598448	-	0.000	0.000	Merged-chr14-65598424-35
NR279--MA0002.2.RUNX1	chr1	87187128	87187138	+	0.000	0.000	Merged-chr1-87187094-21
NR4152--MA0684.1.RUNX3	chr17	62857484	62857493	+	0.000	0.000	Merged-chr17-62857583-41
