#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR9388--MA0036.3.GATA2	chr8	117278453	117278463	+	0.000	0.000	Merged-chr8-117278352-17
NR6267--MA1104.1.GATA6	chr3	93607806	93607818	+	0.000	0.000	Merged-chr3-93607971-30
NR613--MA0035.3.Gata1	chr1	143202525	143202535	-	0.000	0.000	Merged-chr1-143202432-31
NR8056--MA1104.1.GATA6	chr6	58832865	58832877	-	0.000	0.000	Merged-chr6-58832889-39
NR7763--MA0140.2.GATA1::TAL1	chr5	140619627	140619644	-	0.000	0.000	Merged-chr5-140619515-30
NR9635--MA0766.1.GATA5	chr9	78024981	78024988	-	0.000	0.000	Merged-chr9-78024957-31
NR1659--MA0035.3.Gata1	chr11	64037639	64037649	-	0.000	0.000	Merged-chr11-64037767-32
NR3172--MA0036.3.GATA2	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR2099--MA0035.3.Gata1	chr12	70232401	70232411	+	0.000	0.000	Merged-chr12-70232391-28
NR2810--MA0140.2.GATA1::TAL1	chr13	95524828	95524845	+	0.000	0.000	Merged-chr13-95524749-120
NR5181--MA0482.1.Gata4	chr2	17644733	17644743	-	0.000	0.000	Merged-chr2-17644831-25
NR6233--MA0037.3.GATA3	chr3	84046256	84046263	-	0.000	0.000	Merged-chr3-84046424-40
NR9744--MA0766.1.GATA5	chr9	94660056	94660063	+	0.000	0.000	Merged-chr9-94659852-5
NR8370--MA0037.3.GATA3	chr6	130078306	130078313	-	0.000	0.000	Merged-chr6-130078295-22
NR143--MA0037.3.GATA3	chr1	36272853	36272860	-	0.000	0.000	Merged-chr1-36272682-8
NR7926--MA0482.1.Gata4	chr6	34364726	34364736	-	0.000	0.000	Merged-chr6-34364838-25
NR7536--MA0035.3.Gata1	chr5	64519186	64519196	-	0.000	0.000	Merged-chr5-64519093-9
NR1539--MA0482.1.Gata4	chr11	11564366	11564376	+	0.000	0.000	Merged-chr11-11564485-53
NR9587--MA0482.1.Gata4	chr9	48538517	48538527	-	0.000	0.000	Merged-chr9-48538454-59
NR7697--MA0766.1.GATA5	chr5	118069585	118069592	+	0.000	0.000	Merged-chr5-118069472-39
NR9824--MA0482.1.Gata4	chrX	7763742	7763752	-	0.000	0.000	Merged-chrX-7763872-12
NR7781--MA1104.1.GATA6	chr5	149255635	149255647	-	0.000	0.000	Merged-chr5-149255735-4
NR5988--MA0482.1.Gata4	chr3	41107782	41107792	+	0.000	0.000	Merged-chr3-41107952-27
NR7078--MA0140.2.GATA1::TAL1	chr4	111440283	111440300	-	0.000	0.000	Merged-chr4-111440477-13
NR4419--MA0482.1.Gata4	chr17	45573049	45573059	+	0.000	0.000	Merged-chr17-45573400-189
NR7704--MA1104.1.GATA6	chr5	122145601	122145613	-	0.000	0.000	Merged-chr5-122145635-51
NR1492--MA0140.2.GATA1::TAL1	chr10	128696396	128696413	+	0.000	0.000	Merged-chr10-128696320-57
NR4330--MA0035.3.Gata1	chr17	18558831	18558841	-	0.000	0.000	Merged-chr17-18558777-104
NR7929--MA0035.3.Gata1	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR9888--MA1104.1.GATA6	chrX	107088382	107088394	-	0.000	0.000	Merged-chrX-107088422-23
NR9841--MA0037.3.GATA3	chrX	23673359	23673366	-	0.000	0.000	Merged-chrX-23673581-22
NR4579--MA0037.3.GATA3	chr17	86880653	86880660	-	0.000	0.000	Merged-chr17-86880662-37
NR6097--MA1104.1.GATA6	chr3	60408698	60408710	-	0.000	0.000	Merged-chr3-60408838-69
NR9613--MA0140.2.GATA1::TAL1	chr9	62972571	62972588	-	0.000	0.000	Merged-chr9-62972468-50
NR5064--MA0482.1.Gata4	chr19	33053337	33053347	+	0.000	0.000	Merged-chr19-33053321-32
NR3292--MA1104.1.GATA6	chr14	100283700	100283712	-	0.000	0.000	Merged-chr14-100283659-2
NR7937--MA0036.3.GATA2	chr6	34869661	34869671	+	0.000	0.000	Merged-chr6-34869594-48
NR69--MA0766.1.GATA5	chr1	13293496	13293503	-	0.000	0.000	Merged-chr1-13293593-50
NR1494--MA0766.1.GATA5	chr10	128990355	128990362	-	0.000	0.000	Merged-chr10-128990510-111
NR2342--MA0037.3.GATA3	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR823--MA0035.3.Gata1	chr1	189085213	189085223	+	0.000	0.000	Merged-chr1-189085418-26
NR2320--MA0766.1.GATA5	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
NR1627--MA0482.1.Gata4	chr11	53141382	53141392	-	0.000	0.000	Merged-chr11-53141237-14
NR9946--MA0482.1.Gata4	chrX	169979118	169979128	-	0.000	0.000	Merged-chrX-169979163-27
NR937--MA0140.2.GATA1::TAL1	chr10	21908907	21908924	+	0.000	0.000	Merged-chr10-21908729-44
NR6870--MA0482.1.Gata4	chr4	59190870	59190880	-	0.000	0.000	Merged-chr4-59190847-19
NR3416--MA0482.1.Gata4	chr14	122788393	122788403	-	0.000	0.000	Merged-chr14-122788282-21
NR9758--MA1104.1.GATA6	chr9	107986400	107986412	-	0.000	0.000	Merged-chr9-107986494-4
NR5229--MA0035.3.Gata1	chr2	35232816	35232826	-	0.000	0.000	Merged-chr2-35233017-25
NR1896--MA1104.1.GATA6	chr12	28589596	28589608	-	0.000	0.000	Merged-chr12-28589573-34
NR7546--MA0766.1.GATA5	chr5	65867408	65867415	-	0.000	0.000	Merged-chr5-65867573-52
NR3856--MA0140.2.GATA1::TAL1	chr16	22857796	22857813	-	0.000	0.000	Merged-chr16-22857736-62
NR1726--MA0035.3.Gata1	chr11	97994751	97994761	-	0.000	0.000	Merged-chr11-97994878-44
NR8972--MA0766.1.GATA5	chr7	119894981	119894988	+	0.000	0.000	Merged-chr7-119895039-1
NR3634--MA0482.1.Gata4	chr15	53267116	53267126	-	0.000	0.000	Merged-chr15-53267286-91
NR6232--MA0140.2.GATA1::TAL1	chr3	84040295	84040312	-	0.000	0.000	Merged-chr3-84040133-152
NR2097--MA1104.1.GATA6	chr12	70232400	70232412	-	0.000	0.000	Merged-chr12-70232391-28
NR7425--MA1104.1.GATA6	chr5	37083245	37083257	-	0.000	0.000	Merged-chr5-37083387-28
NR6801--MA0766.1.GATA5	chr4	43973613	43973620	-	0.000	0.000	Merged-chr4-43973629-28
NR5447--MA0035.3.Gata1	chr2	91876528	91876538	+	0.000	0.000	Merged-chr2-91876592-59
NR6873--MA0035.3.Gata1	chr4	59190871	59190881	-	0.000	0.000	Merged-chr4-59190847-19
NR3538--MA0482.1.Gata4	chr15	36364105	36364115	+	0.000	0.000	Merged-chr15-36364170-51
NR7805--MA1104.1.GATA6	chr5	150593211	150593223	-	0.000	0.000	Merged-chr5-150593583-231
NR9030--MA0766.1.GATA5	chr7	140207133	140207140	-	0.000	0.000	Merged-chr7-140207191-19
NR1715--MA0482.1.Gata4	chr11	95835283	95835293	-	0.000	0.000	Merged-chr11-95835319-21
NR9439--MA0035.3.Gata1	chr8	127589469	127589479	+	0.000	0.000	Merged-chr8-127589399-43
NR4362--MA0037.3.GATA3	chr17	31210486	31210493	-	0.000	0.000	Merged-chr17-31210494-9
NR4340--MA0766.1.GATA5	chr17	23797678	23797685	+	0.000	0.000	Merged-chr17-23797661-48
NR3191--MA0035.3.Gata1	chr14	66241476	66241486	+	0.000	0.000	Merged-chr14-66241484-22
NR892--MA0035.3.Gata1	chr10	13999025	13999035	-	0.000	0.000	Merged-chr10-13999186-36
NR576--MA0140.2.GATA1::TAL1	chr1	136255321	136255338	+	0.000	0.000	Merged-chr1-136255292-47
NR4621--MA0140.2.GATA1::TAL1	chr18	5604314	5604331	-	0.000	0.000	Merged-chr18-5604143-2
NR5784--MA0482.1.Gata4	chr2	165639605	165639615	-	0.000	0.000	Merged-chr2-165639505-4
NR3233--MA0482.1.Gata4	chr14	86682008	86682018	+	0.000	0.000	Merged-chr14-86682000-52
NR1205--MA0482.1.Gata4	chr10	82811968	82811978	+	0.000	0.000	Merged-chr10-82812084-42
NR7767--MA0036.3.GATA2	chr5	144964170	144964180	-	0.000	0.000	Merged-chr5-144963961-18
NR8232--MA0140.2.GATA1::TAL1	chr6	103473551	103473568	-	0.000	0.000	Merged-chr6-103473663-48
NR8322--MA0036.3.GATA2	chr6	125426393	125426403	-	0.000	0.000	Merged-chr6-125426605-47
NR6652--MA0766.1.GATA5	chr4	8381061	8381068	+	0.000	0.000	Merged-chr4-8380900-9
NR1067--MA0035.3.Gata1	chr10	54032772	54032782	+	0.000	0.000	Merged-chr10-54032709-48
NR5182--MA1104.1.GATA6	chr2	17644733	17644745	+	0.000	0.000	Merged-chr2-17644831-25
NR9837--MA0766.1.GATA5	chrX	17365319	17365326	-	0.000	0.000	Merged-chrX-17365333-21
NR8702--MA0036.3.GATA2	chr7	45526450	45526460	+	0.000	0.000	Merged-chr7-45526317-62
NR7927--MA1104.1.GATA6	chr6	34364726	34364738	+	0.000	0.000	Merged-chr6-34364838-25
NR6578--MA0037.3.GATA3	chr3	152929753	152929760	-	0.000	0.000	Merged-chr3-152929727-94
NR1489--MA0036.3.GATA2	chr10	127135639	127135649	+	0.000	0.000	Merged-chr10-127135675-65
NR9588--MA1104.1.GATA6	chr9	48538517	48538529	+	0.000	0.000	Merged-chr9-48538454-59
NR3769--MA0482.1.Gata4	chr15	103339526	103339536	+	0.000	0.000	Merged-chr15-103339534-3
NR3774--MA0140.2.GATA1::TAL1	chr15	103339527	103339544	+	0.000	0.000	Merged-chr15-103339534-3
NR1745--MA0037.3.GATA3	chr11	104609421	104609428	+	0.000	0.000	Merged-chr11-104609685-47
NR4781--MA0482.1.Gata4	chr18	50014636	50014646	-	0.000	0.000	Merged-chr18-50014584-52
NR1556--MA0035.3.Gata1	chr11	19993875	19993885	-	0.000	0.000	Merged-chr11-19993906-5
NR565--MA0036.3.GATA2	chr1	132046415	132046425	-	0.000	0.000	Merged-chr1-132046441-41
NR1208--MA0035.3.Gata1	chr10	82811967	82811977	+	0.000	0.000	Merged-chr10-82812084-42
NR703--MA0766.1.GATA5	chr1	161794946	161794953	-	0.000	0.000	Merged-chr1-161794797-65
NR3658--MA0036.3.GATA2	chr15	61438673	61438683	-	0.000	0.000	Merged-chr15-61438700-21
NR6764--MA0036.3.GATA2	chr4	32291745	32291755	-	0.000	0.000	Merged-chr4-32291576-26
NR9027--MA0482.1.Gata4	chr7	140207133	140207143	+	0.000	0.000	Merged-chr7-140207191-19
NR3049--MA0766.1.GATA5	chr14	23475556	23475563	-	0.000	0.000	Merged-chr14-23475735-25
NR2913--MA0036.3.GATA2	chr13	113639070	113639080	+	0.000	0.000	Merged-chr13-113639155-24
NR3895--MA0037.3.GATA3	chr16	29856393	29856400	-	0.000	0.000	Merged-chr16-29856280-19
NR1197--MA0036.3.GATA2	chr10	81137368	81137378	+	0.000	0.000	Merged-chr10-81137276-7
NR1816--MA0482.1.Gata4	chr12	12172556	12172566	+	0.000	0.000	Merged-chr12-12172464-29
NR5065--MA1104.1.GATA6	chr19	33053335	33053347	-	0.000	0.000	Merged-chr19-33053321-32
NR9168--MA0036.3.GATA2	chr8	36194319	36194329	+	0.000	0.000	Merged-chr8-36194183-57
NR7759--MA0036.3.GATA2	chr5	139483516	139483526	+	0.000	0.000	Merged-chr5-139483495-36
NR2827--MA0766.1.GATA5	chr13	100576090	100576097	+	0.000	0.000	Merged-chr13-100576105-29
NR1628--MA1104.1.GATA6	chr11	53141382	53141394	+	0.000	0.000	Merged-chr11-53141237-14
NR815--MA0036.3.GATA2	chr1	186713109	186713119	+	0.000	0.000	Merged-chr1-186713074-31
NR7698--MA0035.3.Gata1	chr5	118069583	118069593	-	0.000	0.000	Merged-chr5-118069472-39
NR1310--MA0037.3.GATA3	chr10	99393614	99393621	+	0.000	0.000	Merged-chr10-99393384-65
NR800--MA1104.1.GATA6	chr1	182539636	182539648	+	0.000	0.000	Merged-chr1-182539437-37
NR6871--MA1104.1.GATA6	chr4	59190870	59190882	+	0.000	0.000	Merged-chr4-59190847-19
NR8162--MA0766.1.GATA5	chr6	82922017	82922024	+	0.000	0.000	Merged-chr6-82922037-57
NR67--MA0482.1.Gata4	chr1	13293496	13293506	+	0.000	0.000	Merged-chr1-13293593-50
NR796--MA0036.3.GATA2	chr1	180364120	180364130	+	0.000	0.000	Merged-chr1-180364196-41
NR5302--MA1104.1.GATA6	chr2	54421122	54421134	-	0.000	0.000	Merged-chr2-54421215-1
NR1558--MA0482.1.Gata4	chr11	21103248	21103258	+	0.000	0.000	Merged-chr11-21103382-12
NR6430--MA0035.3.Gata1	chr3	133623447	133623457	+	0.000	0.000	Merged-chr3-133623556-36
NR4476--MA0037.3.GATA3	chr17	64208603	64208610	+	0.000	0.000	Merged-chr17-64208497-3
NR4183--MA0766.1.GATA5	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR4444--MA0036.3.GATA2	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR3408--MA0766.1.GATA5	chr14	121995697	121995704	+	0.000	0.000	Merged-chr14-121995600-7
NR6265--MA0037.3.GATA3	chr3	93607809	93607816	+	0.000	0.000	Merged-chr3-93607971-30
NR9909--MA0482.1.Gata4	chrX	136616096	136616106	+	0.000	0.000	Merged-chrX-136616157-16
NR5059--MA0036.3.GATA2	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR8380--MA0766.1.GATA5	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR3460--MA0037.3.GATA3	chr15	9600293	9600300	+	0.000	0.000	Merged-chr15-9600289-13
NR8197--MA0037.3.GATA3	chr6	97311130	97311137	+	0.000	0.000	Merged-chr6-97311024-32
NR1109--MA0766.1.GATA5	chr10	61559864	61559871	-	0.000	0.000	Merged-chr10-61559785-43
NR4420--MA0766.1.GATA5	chr17	45573049	45573056	-	0.000	0.000	Merged-chr17-45573400-189
NR3635--MA1104.1.GATA6	chr15	53267116	53267128	+	0.000	0.000	Merged-chr15-53267286-91
NR1776--MA0482.1.Gata4	chr11	115564106	115564116	-	0.000	0.000	Merged-chr11-115564290-52
NR2740--MA0766.1.GATA5	chr13	85498878	85498885	+	0.000	0.000	Merged-chr13-85498931-37
NR8054--MA0037.3.GATA3	chr6	58832867	58832874	-	0.000	0.000	Merged-chr6-58832889-39
NR8325--MA0037.3.GATA3	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR4498--MA0140.2.GATA1::TAL1	chr17	67403715	67403732	+	0.000	0.000	Merged-chr17-67403905-1
NR1065--MA1104.1.GATA6	chr10	54032771	54032783	-	0.000	0.000	Merged-chr10-54032709-48
NR3539--MA1104.1.GATA6	chr15	36364103	36364115	-	0.000	0.000	Merged-chr15-36364170-51
NR2321--MA0035.3.Gata1	chr12	112606010	112606020	+	0.000	0.000	Merged-chr12-112605824-36
NR3996--MA1104.1.GATA6	chr16	56800670	56800682	-	0.000	0.000	Merged-chr16-56800625-33
NR2501--MA0766.1.GATA5	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
NR2886--MA0036.3.GATA2	chr13	110790484	110790494	-	0.000	0.000	Merged-chr13-110790449-2
NR8664--MA0766.1.GATA5	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR5785--MA1104.1.GATA6	chr2	165639605	165639617	+	0.000	0.000	Merged-chr2-165639505-4
NR1206--MA1104.1.GATA6	chr10	82811966	82811978	-	0.000	0.000	Merged-chr10-82812084-42
NR5048--MA0766.1.GATA5	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR7547--MA0035.3.Gata1	chr5	65867407	65867417	+	0.000	0.000	Merged-chr5-65867573-52
NR2265--MA0037.3.GATA3	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR8973--MA0035.3.Gata1	chr7	119894979	119894989	-	0.000	0.000	Merged-chr7-119895039-1
NR8699--MA0037.3.GATA3	chr7	45526451	45526458	-	0.000	0.000	Merged-chr7-45526317-62
NR6926--MA0140.2.GATA1::TAL1	chr4	75278964	75278981	-	0.000	0.000	Merged-chr4-75279089-1
NR5638--MA0482.1.Gata4	chr2	135966824	135966834	-	0.000	0.000	Merged-chr2-135966695-1
NR4789--MA0035.3.Gata1	chr18	50028361	50028371	-	0.000	0.000	Merged-chr18-50028414-49
NR1934--MA0037.3.GATA3	chr12	36057888	36057895	-	0.000	0.000	Merged-chr12-36057875-8
NR8142--MA0037.3.GATA3	chr6	71962928	71962935	+	0.000	0.000	Merged-chr6-71962835-53
NR263--MA1104.1.GATA6	chr1	66987715	66987727	-	0.000	0.000	Merged-chr1-66987794-41
NR4826--MA0766.1.GATA5	chr18	56733839	56733846	+	0.000	0.000	Merged-chr18-56734019-60
NR145--MA0766.1.GATA5	chr1	36272853	36272860	-	0.000	0.000	Merged-chr1-36272682-8
NR9886--MA0037.3.GATA3	chrX	107088384	107088391	-	0.000	0.000	Merged-chrX-107088422-23
NR693--MA0035.3.Gata1	chr1	160195097	160195107	+	0.000	0.000	Merged-chr1-160195203-53
NR4782--MA1104.1.GATA6	chr18	50014636	50014648	+	0.000	0.000	Merged-chr18-50014584-52
NR7146--MA0035.3.Gata1	chr4	135895435	135895445	+	0.000	0.000	Merged-chr4-135895375-12
NR4393--MA0766.1.GATA5	chr17	35993989	35993996	-	0.000	0.000	Merged-chr17-35993975-42
NR3290--MA0037.3.GATA3	chr14	100283702	100283709	-	0.000	0.000	Merged-chr14-100283659-2
NR2560--MA0036.3.GATA2	chr13	49188129	49188139	-	0.000	0.000	Merged-chr13-49188113-1
NR9028--MA1104.1.GATA6	chr7	140207131	140207143	-	0.000	0.000	Merged-chr7-140207191-19
NR8994--MA0036.3.GATA2	chr7	127288040	127288050	-	0.000	0.000	Merged-chr7-127288112-51
NR353--MA0036.3.GATA2	chr1	87878050	87878060	+	0.000	0.000	Merged-chr1-87877929-42
NR2836--MA0035.3.Gata1	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR9756--MA0037.3.GATA3	chr9	107986402	107986409	-	0.000	0.000	Merged-chr9-107986494-4
NR5006--MA0140.2.GATA1::TAL1	chr19	5389999	5390016	+	0.000	0.000	Merged-chr19-5390000-41
NR1817--MA1104.1.GATA6	chr12	12172554	12172566	-	0.000	0.000	Merged-chr12-12172464-29
NR1894--MA0037.3.GATA3	chr12	28589598	28589605	-	0.000	0.000	Merged-chr12-28589573-34
NR2573--MA0036.3.GATA2	chr13	52922196	52922206	-	0.000	0.000	Merged-chr13-52922066-27
NR7911--MA0766.1.GATA5	chr6	29229410	29229417	+	0.000	0.000	Merged-chr6-29229534-5
NR1820--MA0035.3.Gata1	chr12	12172555	12172565	+	0.000	0.000	Merged-chr12-12172464-29
NR2302--MA0482.1.Gata4	chr12	107729452	107729462	+	0.000	0.000	Merged-chr12-107729406-18
NR6323--MA0766.1.GATA5	chr3	115693560	115693567	-	0.000	0.000	Merged-chr3-115693579-13
NR443--MA0482.1.Gata4	chr1	105803092	105803102	-	0.000	0.000	Merged-chr1-105803155-19
NR4372--MA0766.1.GATA5	chr17	32350601	32350608	-	0.000	0.000	Merged-chr17-32350599-47
NR2825--MA0482.1.Gata4	chr13	100576087	100576097	-	0.000	0.000	Merged-chr13-100576105-29
NR8255--MA0766.1.GATA5	chr6	108168408	108168415	+	0.000	0.000	Merged-chr6-108168461-115
NR1655--MA0037.3.GATA3	chr11	64037641	64037648	+	0.000	0.000	Merged-chr11-64037767-32
NR966--MA0482.1.Gata4	chr10	26325439	26325449	+	0.000	0.000	Merged-chr10-26325461-56
NR7423--MA0037.3.GATA3	chr5	37083247	37083254	-	0.000	0.000	Merged-chr5-37083387-28
NR1559--MA1104.1.GATA6	chr11	21103246	21103258	-	0.000	0.000	Merged-chr11-21103382-12
NR7148--MA0482.1.Gata4	chr4	136180262	136180272	-	0.000	0.000	Merged-chr4-136180395-76
NR4367--MA0035.3.Gata1	chr17	31210485	31210495	+	0.000	0.000	Merged-chr17-31210494-9
NR7714--MA0140.2.GATA1::TAL1	chr5	124633588	124633605	-	0.000	0.000	Merged-chr5-124633654-10
NR7005--MA0482.1.Gata4	chr4	95197263	95197273	-	0.000	0.000	Merged-chr4-95197383-10
NR1493--MA0037.3.GATA3	chr10	128990355	128990362	-	0.000	0.000	Merged-chr10-128990510-111
NR7803--MA0037.3.GATA3	chr5	150593213	150593220	-	0.000	0.000	Merged-chr5-150593583-231
NR4911--MA0140.2.GATA1::TAL1	chr18	69899011	69899028	+	0.000	0.000	Merged-chr18-69898906-38
NR8887--MA0140.2.GATA1::TAL1	chr7	102315519	102315536	-	0.000	0.000	Merged-chr7-102315597-18
NR2305--MA0035.3.Gata1	chr12	107729451	107729461	+	0.000	0.000	Merged-chr12-107729406-18
NR4484--MA0036.3.GATA2	chr17	64602272	64602282	-	0.000	0.000	Merged-chr17-64602197-17
NR8572--MA0036.3.GATA2	chr7	6127301	6127311	+	0.000	0.000	Merged-chr7-6127268-44
NR8843--MA0036.3.GATA2	chr7	88206900	88206910	-	0.000	0.000	Merged-chr7-88206806-101
NR151--MA0482.1.Gata4	chr1	37544482	37544492	+	0.000	0.000	Merged-chr1-37544454-25
NR2828--MA0035.3.Gata1	chr13	100576088	100576098	-	0.000	0.000	Merged-chr13-100576105-29
NR8444--MA0482.1.Gata4	chr6	136491384	136491394	-	0.000	0.000	Merged-chr6-136491563-93
NR969--MA0035.3.Gata1	chr10	26325438	26325448	+	0.000	0.000	Merged-chr10-26325461-56
NR9155--MA0482.1.Gata4	chr8	34164660	34164670	+	0.000	0.000	Merged-chr8-34164566-26
NR6800--MA1104.1.GATA6	chr4	43973611	43973623	-	0.000	0.000	Merged-chr4-43973629-28
NR5180--MA0037.3.GATA3	chr2	17644736	17644743	+	0.000	0.000	Merged-chr2-17644831-25
NR9012--MA0482.1.Gata4	chr7	135598687	135598697	-	0.000	0.000	Merged-chr7-135598633-32
NR8614--MA0766.1.GATA5	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR2523--MA0035.3.Gata1	chr13	31930766	31930776	-	0.000	0.000	Merged-chr13-31930856-1
NR691--MA1104.1.GATA6	chr1	160195096	160195108	-	0.000	0.000	Merged-chr1-160195203-53
NR4778--MA0766.1.GATA5	chr18	49982268	49982275	-	0.000	0.000	Merged-chr18-49982392-61
NR8974--MA0140.2.GATA1::TAL1	chr7	121641348	121641365	-	0.000	0.000	Merged-chr7-121641450-48
NR2151--MA0036.3.GATA2	chr12	86795964	86795974	-	0.000	0.000	Merged-chr12-86795851-62
NR4184--MA0035.3.Gata1	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR2023--MA0482.1.Gata4	chr12	52718555	52718565	+	0.000	0.000	Merged-chr12-52718436-2
NR7144--MA1104.1.GATA6	chr4	135895434	135895446	-	0.000	0.000	Merged-chr4-135895375-12
NR8200--MA0766.1.GATA5	chr6	97311130	97311137	+	0.000	0.000	Merged-chr6-97311024-32
NR6044--MA0766.1.GATA5	chr3	51744642	51744649	-	0.000	0.000	Merged-chr3-51744632-10
NR5990--MA0035.3.Gata1	chr3	41107781	41107791	+	0.000	0.000	Merged-chr3-41107952-27
NR5639--MA1104.1.GATA6	chr2	135966824	135966836	+	0.000	0.000	Merged-chr2-135966695-1
NR8381--MA0035.3.Gata1	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR154--MA0035.3.Gata1	chr1	37544481	37544491	+	0.000	0.000	Merged-chr1-37544454-25
NR2834--MA1104.1.GATA6	chr13	101702249	101702261	+	0.000	0.000	Merged-chr13-101702260-81
NR6291--MA0140.2.GATA1::TAL1	chr3	105815405	105815422	-	0.000	0.000	Merged-chr3-105815563-53
NR6523--MA0036.3.GATA2	chr3	143915152	143915162	-	0.000	0.000	Merged-chr3-143914964-9
NR653--MA0482.1.Gata4	chr1	151009415	151009425	+	0.000	0.000	Merged-chr1-151009545-50
NR8285--MA0035.3.Gata1	chr6	118167290	118167300	-	0.000	0.000	Merged-chr6-118167184-65
NR8184--MA0036.3.GATA2	chr6	88378909	88378919	-	0.000	0.000	Merged-chr6-88379095-25
NR2621--MA0482.1.Gata4	chr13	66991736	66991746	-	0.000	0.000	Merged-chr13-66991703-16
NR2502--MA0035.3.Gata1	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR6632--MA0036.3.GATA2	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR9836--MA0037.3.GATA3	chrX	17365319	17365326	-	0.000	0.000	Merged-chrX-17365333-21
NR8665--MA0035.3.Gata1	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR5063--MA0037.3.GATA3	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR1626--MA0037.3.GATA3	chr11	53141385	53141392	+	0.000	0.000	Merged-chr11-53141237-14
NR592--MA0140.2.GATA1::TAL1	chr1	138550508	138550525	-	0.000	0.000	Merged-chr1-138550461-33
NR5076--MA1104.1.GATA6	chr19	41282817	41282829	-	0.000	0.000	Merged-chr19-41282944-15
NR5049--MA0035.3.Gata1	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR8698--MA0140.2.GATA1::TAL1	chr7	45083052	45083069	+	0.000	0.000	Merged-chr7-45083107-80
NR3048--MA1104.1.GATA6	chr14	23475554	23475566	-	0.000	0.000	Merged-chr14-23475735-25
NR9849--MA0037.3.GATA3	chrX	42343745	42343752	-	0.000	0.000	Merged-chrX-42343636-58
NR7898--MA0037.3.GATA3	chr6	24031953	24031960	-	0.000	0.000	Merged-chr6-24031822-2
NR702--MA0037.3.GATA3	chr1	161794946	161794953	-	0.000	0.000	Merged-chr1-161794797-65
NR4336--MA0140.2.GATA1::TAL1	chr17	21423140	21423157	-	0.000	0.000	Merged-chr17-21423109-81
NR3660--MA0140.2.GATA1::TAL1	chr15	61438664	61438681	-	0.000	0.000	Merged-chr15-61438700-21
NR9892--MA0037.3.GATA3	chrX	109113829	109113836	-	0.000	0.000	Merged-chrX-109113990-42
NR1541--MA0036.3.GATA2	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR5900--MA0036.3.GATA2	chr3	19319339	19319349	-	0.000	0.000	Merged-chr3-19319228-45
NR4827--MA0035.3.Gata1	chr18	56733837	56733847	-	0.000	0.000	Merged-chr18-56734019-60
NR2303--MA1104.1.GATA6	chr12	107729450	107729462	-	0.000	0.000	Merged-chr12-107729406-18
NR444--MA1104.1.GATA6	chr1	105803092	105803104	+	0.000	0.000	Merged-chr1-105803155-19
NR3633--MA0037.3.GATA3	chr15	53267119	53267126	+	0.000	0.000	Merged-chr15-53267286-91
NR967--MA1104.1.GATA6	chr10	26325437	26325449	-	0.000	0.000	Merged-chr10-26325461-56
NR4394--MA0035.3.Gata1	chr17	35993988	35993998	+	0.000	0.000	Merged-chr17-35993975-42
NR2899--MA0482.1.Gata4	chr13	113023934	113023944	+	0.000	0.000	Merged-chr13-113023939-34
NR2504--MA0482.1.Gata4	chr13	23556074	23556084	-	0.000	0.000	Merged-chr13-23556170-26
NR3853--MA0036.3.GATA2	chr16	20930012	20930022	+	0.000	0.000	Merged-chr16-20930100-26
