#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR4371--MA0511.2.RUNX2	chr17	65541199	65541207	+	0.000	0.000	Merged-chr17-65540988-64
NR752--MA0002.2.RUNX1	chr1	181866671	181866681	+	0.000	0.000	Merged-chr1-181866572-42
NR276--MA0002.2.RUNX1	chr1	82807463	82807473	+	0.000	0.000	Merged-chr1-82807419-20
NR5797--MA0684.1.RUNX3	chr2	160746825	160746834	-	0.000	0.000	Merged-chr2-160746776-15
NR881--MA0684.1.RUNX3	chr10	9856012	9856021	+	0.000	0.000	Merged-chr10-9856019-18
NR676--MA0684.1.RUNX3	chr1	168432186	168432195	+	0.000	0.000	Merged-chr1-168432368-41
NR799--MA0002.2.RUNX1	chr1	189492681	189492691	-	0.000	0.000	Merged-chr1-189492737-1
NR960--MA0511.2.RUNX2	chr10	26562870	26562878	-	0.000	0.000	Merged-chr10-26563078-18
NR2121--MA0684.1.RUNX3	chr12	76753078	76753087	+	0.000	0.000	Merged-chr12-76753055-50
NR7457--MA0002.2.RUNX1	chr5	89198655	89198665	+	0.000	0.000	Merged-chr5-89198704-31
NR804--MA0684.1.RUNX3	chr1	189746717	189746726	-	0.000	0.000	Merged-chr1-189746591-10
NR7208--MA0511.2.RUNX2	chr5	3355962	3355970	+	0.000	0.000	Merged-chr5-3355997-73
NR10023--MA0002.2.RUNX1	chr9	120127747	120127757	+	0.000	0.000	Merged-chr9-120127726-70
NR7857--MA0684.1.RUNX3	chr6	15728978	15728987	-	0.000	0.000	Merged-chr6-15729145-52
NR6954--MA0511.2.RUNX2	chr4	109471172	109471180	+	0.000	0.000	Merged-chr4-109471151-19
NR8806--MA0002.2.RUNX1	chr7	98728800	98728810	-	0.000	0.000	Merged-chr7-98728750-2
NR308--MA0002.2.RUNX1	chr1	87866839	87866849	-	0.000	0.000	Merged-chr1-87866806-30
NR3434--MA0511.2.RUNX2	chr15	36565768	36565776	-	0.000	0.000	Merged-chr15-36565719-31
NR9246--MA0002.2.RUNX1	chr8	61561437	61561447	-	0.000	0.000	Merged-chr8-61561458-9
NR2353--MA0002.2.RUNX1	chr12	114937092	114937102	+	0.000	0.000	Merged-chr12-114937149-39
NR642--MA0684.1.RUNX3	chr1	164414032	164414041	-	0.000	0.000	Merged-chr1-164413844-41
NR5015--MA0002.2.RUNX1	chr19	36083077	36083087	+	0.000	0.000	Merged-chr19-36083098-3
NR1179--MA0002.2.RUNX1	chr10	80271338	80271348	+	0.000	0.000	Merged-chr10-80271512-28
NR450--MA0511.2.RUNX2	chr1	128614923	128614931	-	0.000	0.000	Merged-chr1-128615083-92
NR4827--MA0002.2.RUNX1	chr18	79284477	79284487	-	0.000	0.000	Merged-chr18-79284521-10
NR9027--MA0684.1.RUNX3	chr7	136164676	136164685	+	0.000	0.000	Merged-chr7-136164647-23
NR9084--MA0002.2.RUNX1	chr7	143004973	143004983	+	0.000	0.000	Merged-chr7-143004947-1
NR8600--MA0511.2.RUNX2	chr7	44528089	44528097	-	0.000	0.000	Merged-chr7-44527953-37
NR8773--MA0684.1.RUNX3	chr7	89171966	89171975	+	0.000	0.000	Merged-chr7-89172043-28
NR546--MA0684.1.RUNX3	chr1	151096213	151096222	+	0.000	0.000	Merged-chr1-151096153-39
NR6550--MA0002.2.RUNX1	chr3	152127413	152127423	+	0.000	0.000	Merged-chr3-152127515-20
NR5746--MA0511.2.RUNX2	chr2	154754296	154754304	+	0.000	0.000	Merged-chr2-154754253-27
NR7012--MA0511.2.RUNX2	chr4	124851475	124851483	-	0.000	0.000	Merged-chr4-124851331-5
NR7678--MA0511.2.RUNX2	chr5	121564597	121564605	-	0.000	0.000	Merged-chr5-121564703-31
NR2571--MA0002.2.RUNX1	chr13	41774151	41774161	+	0.000	0.000	Merged-chr13-41774048-23
NR8610--MA0002.2.RUNX1	chr7	46059140	46059150	+	0.000	0.000	Merged-chr7-46059080-51
NR6997--MA0684.1.RUNX3	chr4	121231419	121231428	+	0.000	0.000	Merged-chr4-121231330-50
NR1069--MA0684.1.RUNX3	chr10	60162575	60162584	-	0.000	0.000	Merged-chr10-60162645-38
NR10145--MA0002.2.RUNX1	chrX	74023709	74023719	-	0.000	0.000	Merged-chrX-74023743-74
NR8805--MA0684.1.RUNX3	chr7	98728655	98728664	+	0.000	0.000	Merged-chr7-98728750-2
NR4155--MA0002.2.RUNX1	chr17	13472611	13472621	-	0.000	0.000	Merged-chr17-13472637-18
NR2475--MA0002.2.RUNX1	chr13	21852688	21852698	-	0.000	0.000	Merged-chr13-21852665-19
NR221--MA0002.2.RUNX1	chr1	69548573	69548583	-	0.000	0.000	Merged-chr1-69548718-45
NR887--MA0002.2.RUNX1	chr10	10307520	10307530	+	0.000	0.000	Merged-chr10-10307543-35
NR8243--MA0002.2.RUNX1	chr6	117431695	117431705	-	0.000	0.000	Merged-chr6-117431708-65
NR10049--MA0002.2.RUNX1	chr9	124146417	124146427	-	0.000	0.000	Merged-chr9-124146419-55
NR473--MA0002.2.RUNX1	chr1	132356019	132356029	+	0.000	0.000	Merged-chr1-132355998-23
NR744--MA0002.2.RUNX1	chr1	180922600	180922610	+	0.000	0.000	Merged-chr1-180922382-17
NR1158--MA0002.2.RUNX1	chr10	77033274	77033284	-	0.000	0.000	Merged-chr10-77033384-72
NR1287--MA0684.1.RUNX3	chr10	95973385	95973394	-	0.000	0.000	Merged-chr10-95973477-5
NR7277--MA0511.2.RUNX2	chr5	22740148	22740156	+	0.000	0.000	Merged-chr5-22740212-9
NR125--MA0002.2.RUNX1	chr1	43766500	43766510	-	0.000	0.000	Merged-chr1-43766514-14
NR4787--MA0002.2.RUNX1	chr18	73648551	73648561	-	0.000	0.000	Merged-chr18-73648637-9
NR7178--MA0002.2.RUNX1	chr4	150915454	150915464	+	0.000	0.000	Merged-chr4-150915440-35
NR7449--MA0002.2.RUNX1	chr5	86087003	86087013	-	0.000	0.000	Merged-chr5-86086914-50
NR2507--MA0002.2.RUNX1	chr13	29855584	29855594	-	0.000	0.000	Merged-chr13-29855504-46
NR999--MA0511.2.RUNX2	chr10	39005776	39005784	+	0.000	0.000	Merged-chr10-39005753-18
NR10095--MA0511.2.RUNX2	chrX	48429665	48429673	-	0.000	0.000	Merged-chrX-48429732-34
NR6675--MA0511.2.RUNX2	chr4	33110238	33110246	+	0.000	0.000	Merged-chr4-33110299-20
NR9608--MA0511.2.RUNX2	chr9	44515670	44515678	+	0.000	0.000	Merged-chr9-44515753-69
NR7386--MA0511.2.RUNX2	chr5	57719065	57719073	-	0.000	0.000	Merged-chr5-57718956-1
NR3199--MA0002.2.RUNX1	chr14	78474145	78474155	-	0.000	0.000	Merged-chr14-78474159-29
NR6724--MA0684.1.RUNX3	chr4	44962502	44962511	+	0.000	0.000	Merged-chr4-44962580-14
NR4773--MA0684.1.RUNX3	chr18	70504413	70504422	+	0.000	0.000	Merged-chr18-70504272-31
NR7164--MA0684.1.RUNX3	chr4	148509632	148509641	-	0.000	0.000	Merged-chr4-148509676-49
NR6532--MA0511.2.RUNX2	chr3	148844474	148844482	+	0.000	0.000	Merged-chr3-148844306-23
NR9638--MA0684.1.RUNX3	chr9	48562592	48562601	-	0.000	0.000	Merged-chr9-48562670-30
NR8735--MA0511.2.RUNX2	chr7	80680396	80680404	-	0.000	0.000	Merged-chr7-80680474-47
NR3185--MA0684.1.RUNX3	chr14	75722247	75722256	+	0.000	0.000	Merged-chr14-75722251-22
NR5259--MA0002.2.RUNX1	chr2	29453882	29453892	+	0.000	0.000	Merged-chr2-29453953-15
NR2183--MA0002.2.RUNX1	chr12	89479238	89479248	+	0.000	0.000	Merged-chr12-89479308-33
NR4961--MA0511.2.RUNX2	chr19	21199930	21199938	-	0.000	0.000	Merged-chr19-21199898-12
NR9698--MA0511.2.RUNX2	chr9	61702788	61702796	-	0.000	0.000	Merged-chr9-61702629-64
NR8888--MA0002.2.RUNX1	chr7	114291613	114291623	+	0.000	0.000	Merged-chr7-114291722-43
NR4534--MA0684.1.RUNX3	chr18	11883342	11883351	-	0.000	0.000	Merged-chr18-11883419-27
NR1507--MA0511.2.RUNX2	chr11	11657343	11657351	+	0.000	0.000	Merged-chr11-11657249-55
NR104--MA0002.2.RUNX1	chr1	39478710	39478720	-	0.000	0.000	Merged-chr1-39478588-52
NR6989--MA0684.1.RUNX3	chr4	120984725	120984734	-	0.000	0.000	Merged-chr4-120984598-23
NR5576--MA0511.2.RUNX2	chr2	114145438	114145446	+	0.000	0.000	Merged-chr2-114145226-70
NR2963--MA0684.1.RUNX3	chr14	15011569	15011578	-	0.000	0.000	Merged-chr14-15011517-9
NR1690--MA0002.2.RUNX1	chr11	75269497	75269507	-	0.000	0.000	Merged-chr11-75269578-15
NR8649--MA0002.2.RUNX1	chr7	58181740	58181750	-	0.000	0.000	Merged-chr7-58181650-26
NR1961--MA0002.2.RUNX1	chr12	16532566	16532576	-	0.000	0.000	Merged-chr12-16532570-85
NR3055--MA0684.1.RUNX3	chr14	48246460	48246469	-	0.000	0.000	Merged-chr14-48246381-22
NR2152--MA0511.2.RUNX2	chr12	85127124	85127132	+	0.000	0.000	Merged-chr12-85127239-15
NR213--MA0002.2.RUNX1	chr1	66896355	66896365	+	0.000	0.000	Merged-chr1-66896467-67
NR342--MA0684.1.RUNX3	chr1	94092013	94092022	-	0.000	0.000	Merged-chr1-94091974-43
NR8692--MA0002.2.RUNX1	chr7	68287043	68287053	+	0.000	0.000	Merged-chr7-68287108-65
NR8443--MA0511.2.RUNX2	chr6	143114649	143114657	-	0.000	0.000	Merged-chr6-143114675-1
NR4256--MA0002.2.RUNX1	chr17	42997955	42997965	+	0.000	0.000	Merged-chr17-42997897-25
NR865--MA0684.1.RUNX3	chr10	7041205	7041214	-	0.000	0.000	Merged-chr10-7041240-23
NR1279--MA0684.1.RUNX3	chr10	94334100	94334109	-	0.000	0.000	Merged-chr10-94333972-2
NR10027--MA0684.1.RUNX3	chr9	120866894	120866903	-	0.000	0.000	Merged-chr9-120866868-24
NR4590--MA0684.1.RUNX3	chr18	32352880	32352889	-	0.000	0.000	Merged-chr18-32352849-42
NR4656--MA0684.1.RUNX3	chr18	50078092	50078101	+	0.000	0.000	Merged-chr18-50078179-25
NR1722--MA0002.2.RUNX1	chr11	80183683	80183693	+	0.000	0.000	Merged-chr11-80183866-67
NR739--MA0511.2.RUNX2	chr1	180432050	180432058	-	0.000	0.000	Merged-chr1-180432015-44
NR10007--MA0002.2.RUNX1	chr9	118110189	118110199	+	0.000	0.000	Merged-chr9-118110144-36
NR4094--MA0002.2.RUNX1	chr16	97326252	97326262	-	0.000	0.000	Merged-chr16-97326270-33
NR4907--MA0002.2.RUNX1	chr19	7234930	7234940	-	0.000	0.000	Merged-chr19-7234989-20
NR2956--MA0002.2.RUNX1	chr14	14294694	14294704	+	0.000	0.000	Merged-chr14-14294680-54
NR8601--MA0684.1.RUNX3	chr7	44528088	44528097	-	0.000	0.000	Merged-chr7-44527953-37
NR8519--MA0002.2.RUNX1	chr7	4949609	4949619	+	0.000	0.000	Merged-chr7-4949541-1
NR1831--MA0002.2.RUNX1	chr11	108036817	108036827	-	0.000	0.000	Merged-chr11-108036756-13
NR2466--MA0684.1.RUNX3	chr13	20306402	20306411	-	0.000	0.000	Merged-chr13-20306536-31
NR8562--MA0002.2.RUNX1	chr7	27541512	27541522	+	0.000	0.000	Merged-chr7-27541584-49
NR2545--MA0511.2.RUNX2	chr13	37628612	37628620	+	0.000	0.000	Merged-chr13-37628578-23
NR1940--MA0002.2.RUNX1	chr12	8306744	8306754	-	0.000	0.000	Merged-chr12-8306600-1
NR2323--MA0684.1.RUNX3	chr12	110701622	110701631	-	0.000	0.000	Merged-chr12-110701636-6
NR2380--MA0002.2.RUNX1	chr12	115861846	115861856	+	0.000	0.000	Merged-chr12-115861982-39
NR10053--MA0511.2.RUNX2	chrX	7422998	7423006	+	0.000	0.000	Merged-chrX-7422992-35
NR8691--MA0684.1.RUNX3	chr7	67911936	67911945	+	0.000	0.000	Merged-chr7-67912081-16
NR10119--MA0511.2.RUNX2	chrX	52913390	52913398	+	0.000	0.000	Merged-chrX-52913338-62
NR5459--MA0511.2.RUNX2	chr2	75991053	75991061	-	0.000	0.000	Merged-chr2-75991050-38
NR4583--MA0002.2.RUNX1	chr18	32149482	32149492	+	0.000	0.000	Merged-chr18-32149405-13
NR4854--MA0002.2.RUNX1	chr18	83465305	83465315	+	0.000	0.000	Merged-chr18-83465273-18
NR2846--MA0684.1.RUNX3	chr13	103985184	103985193	+	0.000	0.000	Merged-chr13-103985203-6
NR4378--MA0002.2.RUNX1	chr17	65940022	65940032	+	0.000	0.000	Merged-chr17-65939992-62
NR2303--MA0002.2.RUNX1	chr12	107721104	107721114	+	0.000	0.000	Merged-chr12-107721179-46
NR4810--MA0511.2.RUNX2	chr18	77121745	77121753	+	0.000	0.000	Merged-chr18-77121790-35
NR5089--MA0002.2.RUNX1	chr19	55860202	55860212	+	0.000	0.000	Merged-chr19-55860279-23
NR173--MA0002.2.RUNX1	chr1	58739668	58739678	+	0.000	0.000	Merged-chr1-58739567-20
NR444--MA0002.2.RUNX1	chr1	128399307	128399317	-	0.000	0.000	Merged-chr1-128399248-36
NR2555--MA0002.2.RUNX1	chr13	38949092	38949102	+	0.000	0.000	Merged-chr13-38949137-15
NR2240--MA0511.2.RUNX2	chr12	98453479	98453487	+	0.000	0.000	Merged-chr12-98453618-41
NR8989--MA0002.2.RUNX1	chr7	128181966	128181976	-	0.000	0.000	Merged-chr7-128181851-12
NR4635--MA0684.1.RUNX3	chr18	39717141	39717150	+	0.000	0.000	Merged-chr18-39717180-11
NR2492--MA0511.2.RUNX2	chr13	24866804	24866812	+	0.000	0.000	Merged-chr13-24866887-32
NR1953--MA0002.2.RUNX1	chr12	16165140	16165150	-	0.000	0.000	Merged-chr12-16165159-14
NR8260--MA0511.2.RUNX2	chr6	119509054	119509062	-	0.000	0.000	Merged-chr6-119509030-36
NR2664--MA0002.2.RUNX1	chr13	67637932	67637942	-	0.000	0.000	Merged-chr13-67637650-70
NR1589--MA0511.2.RUNX2	chr11	46380384	46380392	+	0.000	0.000	Merged-chr11-46380322-60
NR10238--MA0002.2.RUNX1	chrX	159828383	159828393	-	0.000	0.000	Merged-chrX-159828290-35
NR4201--MA0002.2.RUNX1	chr17	27012510	27012520	+	0.000	0.000	Merged-chr17-27012329-58
NR556--MA0511.2.RUNX2	chr1	152369329	152369337	+	0.000	0.000	Merged-chr1-152369531-31
NR3299--MA0684.1.RUNX3	chr14	116592462	116592471	-	0.000	0.000	Merged-chr14-116592513-1
NR7830--MA0002.2.RUNX1	chr5	150717959	150717969	-	0.000	0.000	Merged-chr5-150717955-23
NR8541--MA0002.2.RUNX1	chr7	16950377	16950387	-	0.000	0.000	Merged-chr7-16950305-32
NR6533--MA0684.1.RUNX3	chr3	148844474	148844483	+	0.000	0.000	Merged-chr3-148844306-23
NR4919--MA0684.1.RUNX3	chr19	10830053	10830062	-	0.000	0.000	Merged-chr19-10829902-50
NR7039--MA0684.1.RUNX3	chr4	131861156	131861165	-	0.000	0.000	Merged-chr4-131861030-31
NR9669--MA0511.2.RUNX2	chr9	55544273	55544281	-	0.000	0.000	Merged-chr9-55544140-10
NR7118--MA0511.2.RUNX2	chr4	144916650	144916658	+	0.000	0.000	Merged-chr4-144916675-7
NR6513--MA0002.2.RUNX1	chr3	146045005	146045015	+	0.000	0.000	Merged-chr3-146045142-29
NR251--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR4562--MA0002.2.RUNX1	chr18	23803912	23803922	-	0.000	0.000	Merged-chr18-23803965-77
NR9299--MA0002.2.RUNX1	chr8	77341124	77341134	-	0.000	0.000	Merged-chr8-77341017-10
NR2140--MA0684.1.RUNX3	chr12	81933737	81933746	-	0.000	0.000	Merged-chr12-81933629-26
NR2534--MA0002.2.RUNX1	chr13	34914836	34914846	+	0.000	0.000	Merged-chr13-34914852-26
NR2120--MA0002.2.RUNX1	chr12	76753078	76753088	-	0.000	0.000	Merged-chr12-76753055-50
NR8283--MA0002.2.RUNX1	chr6	121230099	121230109	-	0.000	0.000	Merged-chr6-121230042-8
NR10089--MA0002.2.RUNX1	chrX	38456179	38456189	+	0.000	0.000	Merged-chrX-38456262-56
NR2438--MA0002.2.RUNX1	chr13	9353969	9353979	+	0.000	0.000	Merged-chr13-9354010-25
NR9189--MA0684.1.RUNX3	chr8	26976923	26976932	+	0.000	0.000	Merged-chr8-26976904-74
NR6526--MA0002.2.RUNX1	chr3	146776751	146776761	-	0.000	0.000	Merged-chr3-146776816-2
NR7952--MA0002.2.RUNX1	chr6	49354750	49354760	+	0.000	0.000	Merged-chr6-49354722-8
NR4531--MA0511.2.RUNX2	chr18	11883355	11883363	-	0.000	0.000	Merged-chr18-11883419-27
NR4290--MA0684.1.RUNX3	chr17	47508151	47508160	+	0.000	0.000	Merged-chr17-47508113-61
NR3973--MA0002.2.RUNX1	chr16	70326812	70326822	+	0.000	0.000	Merged-chr16-70326807-66
NR959--MA0002.2.RUNX1	chr10	26325511	26325521	+	0.000	0.000	Merged-chr10-26325461-56
NR1422--MA0002.2.RUNX1	chr10	121282663	121282673	+	0.000	0.000	Merged-chr10-121282719-28
NR168--MA0511.2.RUNX2	chr1	55630385	55630393	-	0.000	0.000	Merged-chr1-55630357-14
NR4479--MA0002.2.RUNX1	chr17	86872889	86872899	+	0.000	0.000	Merged-chr17-86872864-48
NR151--MA0684.1.RUNX3	chr1	53774180	53774189	+	0.000	0.000	Merged-chr1-53774073-61
NR8444--MA0684.1.RUNX3	chr6	143114648	143114657	-	0.000	0.000	Merged-chr6-143114675-1
NR2262--MA0684.1.RUNX3	chr12	100421110	100421119	+	0.000	0.000	Merged-chr12-100421149-3
NR4065--MA0002.2.RUNX1	chr16	94303059	94303069	-	0.000	0.000	Merged-chr16-94303117-33
NR8523--MA0511.2.RUNX2	chr7	6434726	6434734	-	0.000	0.000	Merged-chr7-6434694-10
NR4687--MA0511.2.RUNX2	chr18	56459018	56459026	+	0.000	0.000	Merged-chr18-56459089-42
NR7078--MA0511.2.RUNX2	chr4	136266856	136266864	-	0.000	0.000	Merged-chr4-136266898-41
NR5398--MA0511.2.RUNX2	chr2	65871110	65871118	-	0.000	0.000	Merged-chr2-65871141-19
NR1260--MA0002.2.RUNX1	chr10	93191225	93191235	+	0.000	0.000	Merged-chr10-93191041-25
NR482--MA0511.2.RUNX2	chr1	135019149	135019157	+	0.000	0.000	Merged-chr1-135019182-17
NR753--MA0511.2.RUNX2	chr1	182363906	182363914	+	0.000	0.000	Merged-chr1-182363988-37
NR6397--MA0684.1.RUNX3	chr3	132863315	132863324	-	0.000	0.000	Merged-chr3-132863176-3
NR6996--MA0002.2.RUNX1	chr4	121231419	121231429	-	0.000	0.000	Merged-chr4-121231330-50
NR4988--MA0684.1.RUNX3	chr19	32112560	32112569	+	0.000	0.000	Merged-chr19-32112588-4
NR2166--MA0684.1.RUNX3	chr12	86807565	86807574	-	0.000	0.000	Merged-chr12-86807614-54
NR6681--MA0511.2.RUNX2	chr4	34429173	34429181	-	0.000	0.000	Merged-chr4-34429163-2
NR7822--MA0002.2.RUNX1	chr5	149368333	149368343	+	0.000	0.000	Merged-chr5-149368318-30
NR6747--MA0511.2.RUNX2	chr4	53826424	53826432	-	0.000	0.000	Merged-chr4-53826364-82
NR4968--MA0002.2.RUNX1	chr19	21571361	21571371	+	0.000	0.000	Merged-chr19-21571324-22
NR6777--MA0684.1.RUNX3	chr4	59275681	59275690	+	0.000	0.000	Merged-chr4-59275689-14
NR4283--MA0002.2.RUNX1	chr17	46848673	46848683	+	0.000	0.000	Merged-chr17-46848771-22
NR7660--MA0002.2.RUNX1	chr5	118601660	118601670	+	0.000	0.000	Merged-chr5-118601665-20
NR2083--MA0511.2.RUNX2	chr12	69863727	69863735	+	0.000	0.000	Merged-chr12-69863671-25
NR2526--MA0002.2.RUNX1	chr13	32866714	32866724	+	0.000	0.000	Merged-chr13-32866696-30
NR8837--MA0684.1.RUNX3	chr7	105554416	105554425	+	0.000	0.000	Merged-chr7-105554530-56
NR8023--MA0002.2.RUNX1	chr6	67348224	67348234	-	0.000	0.000	Merged-chr6-67348220-52
NR2655--MA0684.1.RUNX3	chr13	63411079	63411088	-	0.000	0.000	Merged-chr13-63411317-71
NR4458--MA0002.2.RUNX1	chr17	84306337	84306347	+	0.000	0.000	Merged-chr17-84306486-55
NR4729--MA0002.2.RUNX1	chr18	65312498	65312508	-	0.000	0.000	Merged-chr18-65312505-49
NR319--MA0002.2.RUNX1	chr1	91755270	91755280	+	0.000	0.000	Merged-chr1-91755348-8
NR5470--MA0002.2.RUNX1	chr2	79276549	79276559	-	0.000	0.000	Merged-chr2-79276460-24
NR6518--MA0002.2.RUNX1	chr3	146345378	146345388	+	0.000	0.000	Merged-chr3-146345390-35
NR2016--MA0002.2.RUNX1	chr12	34248929	34248939	-	0.000	0.000	Merged-chr12-34249045-49
NR5993--MA0002.2.RUNX1	chr3	37128530	37128540	-	0.000	0.000	Merged-chr3-37128506-19
NR3442--MA0002.2.RUNX1	chr15	36727798	36727808	-	0.000	0.000	Merged-chr15-36727812-56
NR4967--MA0684.1.RUNX3	chr19	21510325	21510334	-	0.000	0.000	Merged-chr19-21510334-13
NR3078--MA0511.2.RUNX2	chr14	54222638	54222646	-	0.000	0.000	Merged-chr14-54222562-63
NR8611--MA0511.2.RUNX2	chr7	46839006	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR8406--MA0511.2.RUNX2	chr6	136854829	136854837	+	0.000	0.000	Merged-chr6-136854628-21
NR7801--MA0002.2.RUNX1	chr5	145988722	145988732	+	0.000	0.000	Merged-chr5-145988914-2
NR4824--MA0684.1.RUNX3	chr18	79092884	79092893	-	0.000	0.000	Merged-chr18-79092831-54
NR2002--MA0684.1.RUNX3	chr12	26401906	26401915	+	0.000	0.000	Merged-chr12-26401651-77
NR636--MA0511.2.RUNX2	chr1	164138822	164138830	+	0.000	0.000	Merged-chr1-164138853-49
NR5059--MA0684.1.RUNX3	chr19	45560670	45560679	-	0.000	0.000	Merged-chr19-45560574-58
NR2125--MA0002.2.RUNX1	chr12	76923257	76923267	+	0.000	0.000	Merged-chr12-76923289-32
NR5502--MA0002.2.RUNX1	chr2	90496533	90496543	-	0.000	0.000	Merged-chr2-90496701-53
NR6485--MA0684.1.RUNX3	chr3	144354995	144355004	+	0.000	0.000	Merged-chr3-144355213-9
NR3551--MA0002.2.RUNX1	chr15	67398133	67398143	+	0.000	0.000	Merged-chr15-67398131-20
NR2476--MA0511.2.RUNX2	chr13	22049920	22049928	+	0.000	0.000	Merged-chr13-22049966-26
NR3822--MA0002.2.RUNX1	chr16	32164617	32164627	+	0.000	0.000	Merged-chr16-32164552-15
NR6213--MA0002.2.RUNX1	chr3	95986759	95986769	+	0.000	0.000	Merged-chr3-95986707-77
NR1000--MA0002.2.RUNX1	chr10	39005776	39005786	-	0.000	0.000	Merged-chr10-39005753-18
NR6194--MA0002.2.RUNX1	chr3	94851980	94851990	-	0.000	0.000	Merged-chr3-94852086-36
NR5340--MA0002.2.RUNX1	chr2	57276327	57276337	+	0.000	0.000	Merged-chr2-57276322-22
NR5611--MA0002.2.RUNX1	chr2	127314557	127314567	+	0.000	0.000	Merged-chr2-127314742-58
NR3931--MA0002.2.RUNX1	chr16	55770518	55770528	+	0.000	0.000	Merged-chr16-55770435-39
NR6988--MA0002.2.RUNX1	chr4	120984724	120984734	+	0.000	0.000	Merged-chr4-120984598-23
NR5962--MA0511.2.RUNX2	chr3	21996142	21996150	-	0.000	0.000	Merged-chr3-21996009-51
NR126--MA0511.2.RUNX2	chr1	43768757	43768765	-	0.000	0.000	Merged-chr1-43768657-50
NR2429--MA0684.1.RUNX3	chr13	6688964	6688973	-	0.000	0.000	Merged-chr13-6689153-22
NR9680--MA0002.2.RUNX1	chr9	58226482	58226492	+	0.000	0.000	Merged-chr9-58226551-16
NR10016--MA0511.2.RUNX2	chr9	119823983	119823991	+	0.000	0.000	Merged-chr9-119823942-29
NR2138--MA0002.2.RUNX1	chr12	80273210	80273220	-	0.000	0.000	Merged-chr12-80273315-49
NR156--MA0684.1.RUNX3	chr1	54279844	54279853	-	0.000	0.000	Merged-chr1-54279813-25
NR3564--MA0002.2.RUNX1	chr15	75884331	75884341	-	0.000	0.000	Merged-chr15-75884248-28
NR7652--MA0002.2.RUNX1	chr5	118331615	118331625	-	0.000	0.000	Merged-chr5-118331615-2
NR5972--MA0002.2.RUNX1	chr3	27331161	27331171	-	0.000	0.000	Merged-chr3-27331014-40
NR8306--MA0684.1.RUNX3	chr6	123961608	123961617	+	0.000	0.000	Merged-chr6-123961571-9
NR1741--MA0002.2.RUNX1	chr11	85407856	85407866	+	0.000	0.000	Merged-chr11-85407928-27
NR2124--MA0684.1.RUNX3	chr12	76853982	76853991	-	0.000	0.000	Merged-chr12-76853895-20
NR2247--MA0002.2.RUNX1	chr12	99322169	99322179	-	0.000	0.000	Merged-chr12-99322326-28
NR388--MA0002.2.RUNX1	chr1	106268547	106268557	+	0.000	0.000	Merged-chr1-106268464-31
NR122--MA0684.1.RUNX3	chr1	43207414	43207423	+	0.000	0.000	Merged-chr1-43207362-30
NR1374--MA0002.2.RUNX1	chr10	118090064	118090074	-	0.000	0.000	Merged-chr10-118090052-13
NR8001--MA0684.1.RUNX3	chr6	65141051	65141060	-	0.000	0.000	Merged-chr6-65140933-63
NR5462--MA0002.2.RUNX1	chr2	76406572	76406582	-	0.000	0.000	Merged-chr2-76406847-76
NR8667--MA0684.1.RUNX3	chr7	63999432	63999441	-	0.000	0.000	Merged-chr7-63999373-46
NR6116--MA0684.1.RUNX3	chr3	81789077	81789086	-	0.000	0.000	Merged-chr3-81789091-24
NR1897--MA0002.2.RUNX1	chr11	119076033	119076043	-	0.000	0.000	Merged-chr11-119075997-48
NR6239--MA0002.2.RUNX1	chr3	101884383	101884393	-	0.000	0.000	Merged-chr3-101884248-30
NR5862--MA0684.1.RUNX3	chr2	172977498	172977507	+	0.000	0.000	Merged-chr2-172977593-131
NR8253--MA0684.1.RUNX3	chr6	118621847	118621856	-	0.000	0.000	Merged-chr6-118621968-6
NR105--MA0511.2.RUNX2	chr1	39896694	39896702	-	0.000	0.000	Merged-chr1-39896761-43
NR2389--MA0684.1.RUNX3	chr12	116467215	116467224	-	0.000	0.000	Merged-chr12-116467208-51
NR4939--MA0002.2.RUNX1	chr19	16029381	16029391	+	0.000	0.000	Merged-chr19-16029300-45
NR8633--MA0684.1.RUNX3	chr7	51621951	51621960	+	0.000	0.000	Merged-chr7-51621902-16
NR10168--MA0684.1.RUNX3	chrX	85839395	85839404	+	0.000	0.000	Merged-chrX-85839388-40
NR529--MA0002.2.RUNX1	chr1	144283483	144283493	-	0.000	0.000	Merged-chr1-144283563-68
NR9311--MA0002.2.RUNX1	chr8	79534571	79534581	+	0.000	0.000	Merged-chr8-79534488-18
NR2517--MA0684.1.RUNX3	chr13	30914008	30914017	+	0.000	0.000	Merged-chr13-30913971-16
NR4654--MA0684.1.RUNX3	chr18	49721779	49721788	+	0.000	0.000	Merged-chr18-49721855-41
NR1720--MA0002.2.RUNX1	chr11	79678622	79678632	+	0.000	0.000	Merged-chr11-79678746-30
