#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR47468--MA1107.1.KLF9	chr5	36713404	36713416	-	0.000	0.000	Merged-chr5-36713262-67
NR57172--MA0493.1.Klf1	chr7	78912458	78912468	+	0.000	0.000	Merged-chr7-78912573-40
NR2727--MA0599.1.KLF5	chr1	152090358	152090367	+	0.000	0.000	Merged-chr1-152090175-114
NR27430--MA0741.1.KLF16	chr17	45433818	45433828	-	0.000	0.000	Merged-chr17-45433642-78
NR969--MA0599.1.KLF5	chr1	69687488	69687497	-	0.000	0.000	Merged-chr1-69687447-68
NR32917--MA0741.1.KLF16	chr2	3118331	3118341	-	0.000	0.000	Merged-chr2-3118423-48
NR63026--MA0740.1.KLF14	chr8	124751937	124751950	+	0.000	0.000	Merged-chr8-124751868-63
NR13125--MA1107.1.KLF9	chr12	8772903	8772915	+	0.000	0.000	Merged-chr12-8772798-23
NR22439--MA0741.1.KLF16	chr15	80930416	80930426	-	0.000	0.000	Merged-chr15-80930587-88
NR10200--MA1107.1.KLF9	chr11	62574651	62574663	-	0.000	0.000	Merged-chr11-62574522-33
NR150--MA0740.1.KLF14	chr1	20912780	20912793	-	0.000	0.000	Merged-chr1-20912686-65
NR56130--MA0740.1.KLF14	chr7	30321676	30321689	-	0.000	0.000	Merged-chr7-30321790-4
NR25003--MA0740.1.KLF14	chr16	76310892	76310905	-	0.000	0.000	Merged-chr16-76310830-49
NR6400--MA0741.1.KLF16	chr10	78574727	78574737	-	0.000	0.000	Merged-chr10-78574791-126
NR56228--MA0741.1.KLF16	chr7	31127064	31127074	-	0.000	0.000	Merged-chr7-31127148-49
NR9483--MA0599.1.KLF5	chr11	44581345	44581354	-	0.000	0.000	Merged-chr11-44581458-41
NR14461--MA1107.1.KLF9	chr12	91789836	91789848	-	0.000	0.000	Merged-chr12-91789924-28
NR38414--MA0741.1.KLF16	chr3	8717393	8717403	+	0.000	0.000	Merged-chr3-8717539-26
NR62321--MA1107.1.KLF9	chr8	110929500	110929512	-	0.000	0.000	Merged-chr8-110929357-31
NR34177--MA1107.1.KLF9	chr2	49764869	49764881	-	0.000	0.000	Merged-chr2-49764736-24
NR34514--MA0599.1.KLF5	chr2	66256678	66256687	-	0.000	0.000	Merged-chr2-66256771-79
NR20213--MA0657.1.KLF13	chr14	79141816	79141833	+	0.000	0.000	Merged-chr14-79141631-1
NR12969--MA0742.1.Klf12	chr11	121388362	121388376	+	0.000	0.000	Merged-chr11-121388378-24
NR21796--MA0599.1.KLF5	chr15	62092915	62092924	+	0.000	0.000	Merged-chr15-62092754-58
NR15744--MA0493.1.Klf1	chr13	21366908	21366918	+	0.000	0.000	Merged-chr13-21366779-27
NR15879--MA0599.1.KLF5	chr13	28953313	28953322	+	0.000	0.000	Merged-chr13-28953393-108
NR21508--MA0039.3.KLF4	chr15	38635251	38635261	+	0.000	0.000	Merged-chr15-38635237-53
NR13658--MA0741.1.KLF16	chr12	55080146	55080156	+	0.000	0.000	Merged-chr12-55079958-2,Merged-chr12-55080362-72
NR2293--MA0741.1.KLF16	chr1	134344790	134344800	+	0.000	0.000	Merged-chr1-134344743-32
NR15664--MA0599.1.KLF5	chr13	12565859	12565868	-	0.000	0.000	Merged-chr13-12565989-76
NR21438--MA0599.1.KLF5	chr15	36792662	36792671	-	0.000	0.000	Merged-chr15-36792702-8
NR60524--MA0741.1.KLF16	chr8	39020636	39020646	-	0.000	0.000	Merged-chr8-39020777-67
NR29757--MA0740.1.KLF14	chr18	54822920	54822933	+	0.000	0.000	Merged-chr18-54822886-30
NR39157--MA0493.1.Klf1	chr3	65974830	65974840	+	0.000	0.000	Merged-chr3-65974924-71
NR61801--MA0599.1.KLF5	chr8	90908556	90908565	-	0.000	0.000	Merged-chr8-90908589-118
NR30281--MA0741.1.KLF16	chr18	68195222	68195232	-	0.000	0.000	Merged-chr18-68195286-23
NR55208--MA0599.1.KLF5	chr7	4131499	4131508	+	0.000	0.000	Merged-chr7-4131352-22
NR26313--MA1107.1.KLF9	chr17	22867286	22867298	+	0.000	0.000	Merged-chr17-22867283-5
NR199--MA0599.1.KLF5	chr1	23383196	23383205	-	0.000	0.000	Merged-chr1-23383198-84
NR21204--MA1107.1.KLF9	chr15	25216701	25216713	+	0.000	0.000	Merged-chr15-25216736-38
NR38395--MA0741.1.KLF16	chr3	7503386	7503396	+	0.000	0.000	Merged-chr3-7503455-65
NR56653--MA0740.1.KLF14	chr7	46100855	46100868	+	0.000	0.000	Merged-chr7-46100790-26
NR59791--MA0741.1.KLF16	chr7	144237193	144237203	-	0.000	0.000	Merged-chr7-144237167-1
NR36697--MA1107.1.KLF9	chr2	144753669	144753681	-	0.000	0.000	Merged-chr2-144753678-53
NR14592--MA0599.1.KLF5	chr12	99646959	99646968	+	0.000	0.000	Merged-chr12-99647039-10
NR33009--MA0741.1.KLF16	chr2	5951479	5951489	-	0.000	0.000	Merged-chr2-5951408-104
NR8864--MA0742.1.Klf12	chr11	4249411	4249425	+	0.000	0.000	Merged-chr11-4249438-7
NR51809--MA0741.1.KLF16	chr6	34910864	34910874	-	0.000	0.000	Merged-chr6-34910780-76
NR62442--MA1107.1.KLF9	chr8	115136962	115136974	+	0.000	0.000	Merged-chr8-115136921-34
NR22407--MA0599.1.KLF5	chr15	80233832	80233841	+	0.000	0.000	Merged-chr15-80233973-50
NR39377--MA0741.1.KLF16	chr3	82365265	82365275	-	0.000	0.000	Merged-chr3-82365236-33
NR44913--MA0741.1.KLF16	chr4	129556553	129556563	+	0.000	0.000	Merged-chr4-129556698-9
NR31178--MA0657.1.KLF13	chr19	5041324	5041341	-	0.000	0.000	Merged-chr19-5041354-41
NR27192--MA0039.3.KLF4	chr17	35706228	35706238	-	0.000	0.000	Merged-chr17-35706172-14
NR40543--MA0599.1.KLF5	chr3	116424263	116424272	-	0.000	0.000	Merged-chr3-116424067-206
NR46139--MA0742.1.Klf12	chr4	148591491	148591505	+	0.000	0.000	Merged-chr4-148591552-64
NR47033--MA0741.1.KLF16	chr5	24348289	24348299	+	0.000	0.000	Merged-chr5-24348360-46
NR49450--MA0742.1.Klf12	chr5	115134981	115134995	-	0.000	0.000	Merged-chr5-115134881-47
NR60249--MA1107.1.KLF9	chr8	22398589	22398601	+	0.000	0.000	Merged-chr8-22398467-72
NR43592--MA1107.1.KLF9	chr4	84118608	84118620	-	0.000	0.000	Merged-chr4-84118627-8
NR45848--MA1107.1.KLF9	chr4	142015154	142015166	-	0.000	0.000	Merged-chr4-142015063-42
NR17283--MA1107.1.KLF9	chr13	89521652	89521664	+	0.000	0.000	Merged-chr13-89521757-30
NR45353--MA0741.1.KLF16	chr4	134704304	134704314	+	0.000	0.000	Merged-chr4-134704159-76
NR22277--MA0741.1.KLF16	chr15	78851923	78851933	-	0.000	0.000	Merged-chr15-78851956-26
NR27810--MA0741.1.KLF16	chr17	56425192	56425202	-	0.000	0.000	Merged-chr17-56425045-2
NR54117--MA1107.1.KLF9	chr6	128286252	128286264	+	0.000	0.000	Merged-chr6-128286104-14
NR28833--MA1107.1.KLF9	chr17	88021340	88021352	+	0.000	0.000	Merged-chr17-88021412-18
NR35061--MA1107.1.KLF9	chr2	84727430	84727442	-	0.000	0.000	Merged-chr2-84727435-53
NR62868--MA0493.1.Klf1	chr8	122769458	122769468	-	0.000	0.000	Merged-chr8-122769435-21
NR29830--MA0599.1.KLF5	chr18	56562410	56562419	+	0.000	0.000	Merged-chr18-56562419-49
NR65578--MA0493.1.Klf1	chr9	99479260	99479270	-	0.000	0.000	Merged-chr9-99479335-46
NR64561--MA0740.1.KLF14	chr9	65460913	65460926	+	0.000	0.000	Merged-chr9-65461064-58
NR28386--MA0493.1.Klf1	chr17	79355115	79355125	-	0.000	0.000	Merged-chr17-79355271-160
NR64286--MA1107.1.KLF9	chr9	57629379	57629391	+	0.000	0.000	Merged-chr9-57629469-25
NR61148--MA0742.1.Klf12	chr8	71537467	71537481	+	0.000	0.000	Merged-chr8-71537469-55
NR67333--MA0599.1.KLF5	chrX	48256725	48256734	+	0.000	0.000	Merged-chrX-48256701-61
NR26094--MA0741.1.KLF16	chr17	12992241	12992251	+	0.000	0.000	Merged-chr17-12992302-122
NR18467--MA1107.1.KLF9	chr13	119736911	119736923	+	0.000	0.000	Merged-chr13-119737127-30
NR56728--MA0657.1.KLF13	chr7	49246032	49246049	+	0.000	0.000	Merged-chr7-49246156-57
NR59714--MA0741.1.KLF16	chr7	143461177	143461187	+	0.000	0.000	Merged-chr7-143461111-46
NR42377--MA1107.1.KLF9	chr4	10875650	10875662	+	0.000	0.000	Merged-chr4-10875548-10
NR56656--MA0599.1.KLF5	chr7	46100878	46100887	+	0.000	0.000	Merged-chr7-46100790-26
NR62108--MA0741.1.KLF16	chr8	105623209	105623219	-	0.000	0.000	Merged-chr8-105622975-103
NR27422--MA0599.1.KLF5	chr17	44777244	44777253	+	0.000	0.000	Merged-chr17-44777259-107
NR26231--MA0742.1.Klf12	chr17	21383733	21383747	-	0.000	0.000	Merged-chr17-21383828-70
NR22652--MA1107.1.KLF9	chr15	85036989	85037001	+	0.000	0.000	Merged-chr15-85036968-63
NR629--MA0599.1.KLF5	chr1	50927415	50927424	+	0.000	0.000	Merged-chr1-50927546-47
NR20263--MA0599.1.KLF5	chr14	84443464	84443473	-	0.000	0.000	Merged-chr14-84443299-57
NR66341--MA0493.1.Klf1	chr9	114933885	114933895	+	0.000	0.000	Merged-chr9-114933914-87
NR60841--MA0599.1.KLF5	chr8	64947169	64947178	-	0.000	0.000	Merged-chr8-64947122-116
NR66130--MA0741.1.KLF16	chr9	110333368	110333378	-	0.000	0.000	Merged-chr9-110333533-55
NR61854--MA0741.1.KLF16	chr8	93933200	93933210	+	0.000	0.000	Merged-chr8-93933058-30
NR51852--MA0741.1.KLF16	chr6	37617632	37617642	-	0.000	0.000	Merged-chr6-37617601-15
NR15897--MA0599.1.KLF5	chr13	30630018	30630027	-	0.000	0.000	Merged-chr13-30630017-35
NR60146--MA1107.1.KLF9	chr8	14996106	14996118	-	0.000	0.000	Merged-chr8-14996187-57
NR17180--MA1107.1.KLF9	chr13	83715320	83715332	+	0.000	0.000	Merged-chr13-83715230-50
NR46284--MA0740.1.KLF14	chr4	151044970	151044983	-	0.000	0.000	Merged-chr4-151044799-68
NR10962--MA0741.1.KLF16	chr11	79790546	79790556	-	0.000	0.000	Merged-chr11-79790505-24
NR51918--MA0741.1.KLF16	chr6	39810898	39810908	+	0.000	0.000	Merged-chr6-39810868-53
NR28568--MA0741.1.KLF16	chr17	83666747	83666757	+	0.000	0.000	Merged-chr17-83666792-23
NR64068--MA0599.1.KLF5	chr9	48715182	48715191	+	0.000	0.000	Merged-chr9-48715337-26
NR10367--MA0657.1.KLF13	chr11	69326236	69326253	-	0.000	0.000	Merged-chr11-69326179-56
NR54905--MA1107.1.KLF9	chr6	144922865	144922877	-	0.000	0.000	Merged-chr6-144923057-24
NR38784--MA0599.1.KLF5	chr3	37419777	37419786	+	0.000	0.000	Merged-chr3-37419954-169
NR56455--MA0742.1.Klf12	chr7	44548901	44548915	+	0.000	0.000	Merged-chr7-44548791-52
NR44399--MA0740.1.KLF14	chr4	118428081	118428094	+	0.000	0.000	Merged-chr4-118428295-102
NR6422--MA0742.1.Klf12	chr10	79614055	79614069	-	0.000	0.000	Merged-chr10-79614028-25
NR26342--MA0657.1.KLF13	chr17	23774297	23774314	+	0.000	0.000	Merged-chr17-23774333-41
NR36961--MA0742.1.Klf12	chr2	152293825	152293839	-	0.000	0.000	Merged-chr2-152293907-74
NR2054--MA0741.1.KLF16	chr1	126748229	126748239	+	0.000	0.000	Merged-chr1-126748091-24
NR47413--MA0741.1.KLF16	chr5	35713739	35713749	-	0.000	0.000	Merged-chr5-35713868-16
NR34815--MA0741.1.KLF16	chr2	73540604	73540614	-	0.000	0.000	Merged-chr2-73540763-38
NR13274--MA0599.1.KLF5	chr12	21543471	21543480	-	0.000	0.000	Merged-chr12-21543416-58
NR11468--MA0741.1.KLF16	chr11	94716771	94716781	+	0.000	0.000	Merged-chr11-94716911-29
NR45191--MA0741.1.KLF16	chr4	133169707	133169717	-	0.000	0.000	Merged-chr4-133169752-57
NR59352--MA0493.1.Klf1	chr7	135710252	135710262	-	0.000	0.000	Merged-chr7-135710341-5
NR24337--MA0741.1.KLF16	chr16	36041238	36041248	-	0.000	0.000	Merged-chr16-36041234-57
NR56562--MA0599.1.KLF5	chr7	45341498	45341507	+	0.000	0.000	Merged-chr7-45341468-34
NR11837--MA0493.1.Klf1	chr11	100412046	100412056	-	0.000	0.000	Merged-chr11-100411934-13
NR51739--MA0493.1.Klf1	chr6	30509824	30509834	-	0.000	0.000	Merged-chr6-30509699-52
NR33102--MA0599.1.KLF5	chr2	11705624	11705633	-	0.000	0.000	Merged-chr2-11705770-67
NR29923--MA1107.1.KLF9	chr18	60844163	60844175	-	0.000	0.000	Merged-chr18-60844209-77
NR42489--MA1107.1.KLF9	chr4	24897991	24898003	-	0.000	0.000	Merged-chr4-24897991-83
NR52193--MA0493.1.Klf1	chr6	51544498	51544508	+	0.000	0.000	Merged-chr6-51544589-23
NR33308--MA0599.1.KLF5	chr2	24385321	24385330	+	0.000	0.000	Merged-chr2-24385282-51
NR60071--MA0599.1.KLF5	chr8	12873858	12873867	+	0.000	0.000	Merged-chr8-12873848-58
NR62327--MA0599.1.KLF5	chr8	110970382	110970391	-	0.000	0.000	Merged-chr8-110970383-53
NR34859--MA0599.1.KLF5	chr2	75114516	75114525	-	0.000	0.000	Merged-chr2-75114355-21
NR15883--MA0493.1.Klf1	chr13	28959737	28959747	-	0.000	0.000	Merged-chr13-28959721-31
NR46196--MA0599.1.KLF5	chr4	149701647	149701656	-	0.000	0.000	Merged-chr4-149701698-24
NR64768--MA0741.1.KLF16	chr9	69715495	69715505	-	0.000	0.000	Merged-chr9-69715630-17
NR15827--MA0741.1.KLF16	chr13	24638616	24638626	+	0.000	0.000	Merged-chr13-24638719-55
NR6208--MA0741.1.KLF16	chr10	75644023	75644033	+	0.000	0.000	Merged-chr10-75643885-43
NR21532--MA0741.1.KLF16	chr15	42479722	42479732	+	0.000	0.000	Merged-chr15-42479661-25
NR49616--MA0741.1.KLF16	chr5	120130391	120130401	+	0.000	0.000	Merged-chr5-120130302-37
NR54015--MA0657.1.KLF13	chr6	125484188	125484205	-	0.000	0.000	Merged-chr6-125484183-4
NR12398--MA1107.1.KLF9	chr11	112781835	112781847	+	0.000	0.000	Merged-chr11-112781983-1
NR47665--MA0741.1.KLF16	chr5	57714980	57714990	-	0.000	0.000	Merged-chr5-57715009-24
NR45508--MA1107.1.KLF9	chr4	136021880	136021892	+	0.000	0.000	Merged-chr4-136021705-51
NR38690--MA0599.1.KLF5	chr3	32397110	32397119	-	0.000	0.000	Merged-chr3-32397292-117
NR60934--MA1107.1.KLF9	chr8	69790616	69790628	+	0.000	0.000	Merged-chr8-69790538-1
NR11325--MA0741.1.KLF16	chr11	88595868	88595878	+	0.000	0.000	Merged-chr11-88595910-28
NR52849--MA0740.1.KLF14	chr6	85374726	85374739	+	0.000	0.000	Merged-chr6-85374701-69
NR60808--MA0741.1.KLF16	chr8	61224155	61224165	+	0.000	0.000	Merged-chr8-61224285-72
NR32575--MA1107.1.KLF9	chr19	55263404	55263416	-	0.000	0.000	Merged-chr19-55263325-12
NR40772--MA0741.1.KLF16	chr3	122984567	122984577	+	0.000	0.000	Merged-chr3-122984427-120
NR46505--MA0599.1.KLF5	chr4	155050348	155050357	+	0.000	0.000	Merged-chr4-155050218-26
NR25684--MA0039.3.KLF4	chr17	5126319	5126329	-	0.000	0.000	Merged-chr17-5126157-22
NR58128--MA0493.1.Klf1	chr7	109703659	109703669	+	0.000	0.000	Merged-chr7-109703745-52
NR32516--MA0741.1.KLF16	chr19	53329437	53329447	+	0.000	0.000	Merged-chr19-53329659-91
NR58804--MA0493.1.Klf1	chr7	125605875	125605885	+	0.000	0.000	Merged-chr7-125605934-21
NR58378--MA0741.1.KLF16	chr7	115217059	115217069	-	0.000	0.000	Merged-chr7-115217038-43
NR55677--MA1107.1.KLF9	chr7	19750350	19750362	-	0.000	0.000	Merged-chr7-19750355-5
NR7186--MA1107.1.KLF9	chr10	91082858	91082870	-	0.000	0.000	Merged-chr10-91082825-101
NR55853--MA0742.1.Klf12	chr7	25395744	25395758	-	0.000	0.000	Merged-chr7-25395796-56
NR20370--MA0493.1.Klf1	chr14	99099848	99099858	-	0.000	0.000	Merged-chr14-99099807-63
NR62591--MA0599.1.KLF5	chr8	118136555	118136564	+	0.000	0.000	Merged-chr8-118136529-2
NR6394--MA0741.1.KLF16	chr10	78465057	78465067	+	0.000	0.000	Merged-chr10-78465004-63
NR38877--MA1107.1.KLF9	chr3	41742606	41742618	-	0.000	0.000	Merged-chr3-41742487-85
NR18270--MA1107.1.KLF9	chr13	113031866	113031878	-	0.000	0.000	Merged-chr13-113031920-44
NR63188--MA0493.1.Klf1	chr8	127438671	127438681	-	0.000	0.000	Merged-chr8-127438769-21
NR39874--MA0599.1.KLF5	chr3	96104715	96104724	-	0.000	0.000	Merged-chr3-96104770-89
NR23735--MA0741.1.KLF16	chr16	14159594	14159604	-	0.000	0.000	Merged-chr16-14159517-83
NR60398--MA0599.1.KLF5	chr8	31031873	31031882	-	0.000	0.000	Merged-chr8-31031944-31
NR66574--MA0493.1.Klf1	chr9	118512859	118512869	-	0.000	0.000	Merged-chr9-118512920-16
NR53606--MA0599.1.KLF5	chr6	114921848	114921857	-	0.000	0.000	Merged-chr6-114921846-42
NR13257--MA0741.1.KLF16	chr12	21316334	21316344	+	0.000	0.000	Merged-chr12-21316448-48
NR63784--MA0599.1.KLF5	chr9	35570271	35570280	-	0.000	0.000	Merged-chr9-35570100-65
NR49098--MA0493.1.Klf1	chr5	110343025	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR45433--MA0599.1.KLF5	chr4	135273034	135273043	-	0.000	0.000	Merged-chr4-135272795-85
NR6521--MA0039.3.KLF4	chr10	80158554	80158564	-	0.000	0.000	Merged-chr10-80158624-23
NR60789--MA0741.1.KLF16	chr8	57653084	57653094	+	0.000	0.000	Merged-chr8-57652766-224
NR771--MA1107.1.KLF9	chr1	58973435	58973447	+	0.000	0.000	Merged-chr1-58973623-66
NR49463--MA0742.1.Klf12	chr5	115300991	115301005	+	0.000	0.000	Merged-chr5-115300886-74
NR24143--MA0740.1.KLF14	chr16	27389040	27389053	-	0.000	0.000	Merged-chr16-27388647-132
NR7191--MA0493.1.Klf1	chr10	91083037	91083047	-	0.000	0.000	Merged-chr10-91082825-101
NR26583--MA0599.1.KLF5	chr17	27204294	27204303	+	0.000	0.000	Merged-chr17-27204193-91
NR12288--MA0741.1.KLF16	chr11	109375503	109375513	-	0.000	0.000	Merged-chr11-109375589-56
NR10867--MA0039.3.KLF4	chr11	78246246	78246256	-	0.000	0.000	Merged-chr11-78245964-87
NR575--MA0741.1.KLF16	chr1	44101584	44101594	+	0.000	0.000	Merged-chr1-44101717-6
NR6442--MA0599.1.KLF5	chr10	79767156	79767165	-	0.000	0.000	Merged-chr10-79767054-76
NR38470--MA0741.1.KLF16	chr3	9974659	9974669	-	0.000	0.000	Merged-chr3-9974623-36
NR37108--MA0599.1.KLF5	chr2	155473807	155473816	-	0.000	0.000	Merged-chr2-155473658-64
NR8868--MA0741.1.KLF16	chr11	4249412	4249422	+	0.000	0.000	Merged-chr11-4249438-7
NR33381--MA0740.1.KLF14	chr2	25395859	25395872	-	0.000	0.000	Merged-chr2-25395887-13
NR67748--MA0039.3.KLF4	chrX	103695582	103695592	-	0.000	0.000	Merged-chrX-103695530-55
NR9491--MA1107.1.KLF9	chr11	45752486	45752498	+	0.000	0.000	Merged-chr11-45752431-24
NR35058--MA0599.1.KLF5	chr2	84727432	84727441	-	0.000	0.000	Merged-chr2-84727435-53
NR23174--MA0740.1.KLF14	chr15	98728175	98728188	-	0.000	0.000	Merged-chr15-98728107-26
NR712--MA0742.1.Klf12	chr1	54600526	54600540	-	0.000	0.000	Merged-chr1-54600505-24
NR46402--MA0599.1.KLF5	chr4	152212645	152212654	-	0.000	0.000	Merged-chr4-152212643-15
NR4095--MA0741.1.KLF16	chr1	184197440	184197450	-	0.000	0.000	Merged-chr1-184197455-33
NR29817--MA0599.1.KLF5	chr18	56431889	56431898	+	0.000	0.000	Merged-chr18-56431859-87
NR21107--MA0599.1.KLF5	chr15	10715942	10715951	-	0.000	0.000	Merged-chr15-10716063-12
NR26378--MA0741.1.KLF16	chr17	24141191	24141201	+	0.000	0.000	Merged-chr17-24141013-3
NR21912--MA0741.1.KLF16	chr15	72859486	72859496	+	0.000	0.000	Merged-chr15-72859470-25
NR13580--MA0742.1.Klf12	chr12	52503829	52503843	-	0.000	0.000	Merged-chr12-52504054-125
NR34034--MA0741.1.KLF16	chr2	38643749	38643759	+	0.000	0.000	Merged-chr2-38643899-59
NR39780--MA0599.1.KLF5	chr3	94310104	94310113	+	0.000	0.000	Merged-chr3-94310137-58
NR42292--MA1107.1.KLF9	chr4	4793224	4793236	+	0.000	0.000	Merged-chr4-4792948-124
NR11560--MA0599.1.KLF5	chr11	96916533	96916542	+	0.000	0.000	Merged-chr11-96916500-59
NR53718--MA0599.1.KLF5	chr6	118139190	118139199	+	0.000	0.000	Merged-chr6-118139138-58
NR56428--MA0599.1.KLF5	chr7	44246730	44246739	-	0.000	0.000	Merged-chr7-44246733-118
NR12860--MA0741.1.KLF16	chr11	119943009	119943019	-	0.000	0.000	Merged-chr11-119943000-66
NR281--MA0657.1.KLF13	chr1	33883602	33883619	+	0.000	0.000	Merged-chr1-33883578-48
NR5739--MA0657.1.KLF13	chr10	60752847	60752864	+	0.000	0.000	Merged-chr10-60752721-60
NR61201--MA0741.1.KLF16	chr8	72135152	72135162	+	0.000	0.000	Merged-chr8-72135322-43
NR17862--MA0599.1.KLF5	chr13	103774268	103774277	+	0.000	0.000	Merged-chr13-103774333-90
NR6563--MA0599.1.KLF5	chr10	80387819	80387828	+	0.000	0.000	Merged-chr10-80387709-52
NR22538--MA0657.1.KLF13	chr15	82987878	82987895	-	0.000	0.000	Merged-chr15-82987818-75
NR65036--MA1107.1.KLF9	chr9	77456724	77456736	+	0.000	0.000	Merged-chr9-77456588-28
NR41560--MA0740.1.KLF14	chr3	144689448	144689461	-	0.000	0.000	Merged-chr3-144689428-21
NR62111--MA1107.1.KLF9	chr8	105623210	105623222	-	0.000	0.000	Merged-chr8-105622975-103
NR23573--MA0741.1.KLF16	chr16	5255992	5256002	-	0.000	0.000	Merged-chr16-5255985-43
NR2194--MA0493.1.Klf1	chr1	132046442	132046452	+	0.000	0.000	Merged-chr1-132046441-41
NR58148--MA0742.1.Klf12	chr7	109986355	109986369	+	0.000	0.000	Merged-chr7-109986340-83
NR63323--MA0599.1.KLF5	chr9	8042875	8042884	-	0.000	0.000	Merged-chr9-8042887-59
NR48922--MA0599.1.KLF5	chr5	105700717	105700726	+	0.000	0.000	Merged-chr5-105700734-6
NR14457--MA1107.1.KLF9	chr12	91789828	91789840	-	0.000	0.000	Merged-chr12-91789924-28
NR43137--MA0599.1.KLF5	chr4	55532670	55532679	-	0.000	0.000	Merged-chr4-55532798-90
NR38430--MA0493.1.Klf1	chr3	8964136	8964146	+	0.000	0.000	Merged-chr3-8964131-34
NR310--MA1107.1.KLF9	chr1	34867473	34867485	+	0.000	0.000	Merged-chr1-34867367-25
NR26235--MA0741.1.KLF16	chr17	21383736	21383746	-	0.000	0.000	Merged-chr17-21383828-70
NR34286--MA0741.1.KLF16	chr2	57117672	57117682	+	0.000	0.000	Merged-chr2-57117653-11
NR4494--MA1107.1.KLF9	chr1	191445855	191445867	-	0.000	0.000	Merged-chr1-191445969-55
NR34557--MA0741.1.KLF16	chr2	69043363	69043373	-	0.000	0.000	Merged-chr2-69043604-35
NR67655--MA0493.1.Klf1	chrX	96096996	96097006	+	0.000	0.000	Merged-chrX-96096833-83
NR60027--MA0741.1.KLF16	chr8	11009083	11009093	-	0.000	0.000	Merged-chr8-11009107-63
NR16494--MA0742.1.Klf12	chr13	52929727	52929741	+	0.000	0.000	Merged-chr13-52929606-61
NR2781--MA0599.1.KLF5	chr1	153740308	153740317	+	0.000	0.000	Merged-chr1-153740161-56
NR10130--MA0599.1.KLF5	chr11	61175045	61175054	-	0.000	0.000	Merged-chr11-61175090-72
NR50032--MA0599.1.KLF5	chr5	129020154	129020163	+	0.000	0.000	Merged-chr5-129020147-99
NR30260--MA0741.1.KLF16	chr18	67768649	67768659	-	0.000	0.000	Merged-chr18-67768535-29
NR62331--MA0493.1.Klf1	chr8	111094542	111094552	-	0.000	0.000	Merged-chr8-111094698-82
NR64507--MA0599.1.KLF5	chr9	63698597	63698606	-	0.000	0.000	Merged-chr9-63698652-22
NR47850--MA0599.1.KLF5	chr5	65850934	65850943	-	0.000	0.000	Merged-chr5-65850971-35
NR51451--MA0741.1.KLF16	chr6	8509791	8509801	+	0.000	0.000	Merged-chr6-8509880-127
NR24944--MA1107.1.KLF9	chr16	75618107	75618119	-	0.000	0.000	Merged-chr16-75617911-31
NR16095--MA1107.1.KLF9	chr13	38528072	38528084	+	0.000	0.000	Merged-chr13-38528212-101
NR51099--MA0740.1.KLF14	chr5	146860697	146860710	+	0.000	0.000	Merged-chr5-146860764-19
NR35612--MA1107.1.KLF9	chr2	106693347	106693359	-	0.000	0.000	Merged-chr2-106693535-18
NR48447--MA0493.1.Klf1	chr5	92485038	92485048	+	0.000	0.000	Merged-chr5-92485089-31
NR450--MA0599.1.KLF5	chr1	39702702	39702711	-	0.000	0.000	Merged-chr1-39702774-23
NR23971--MA0493.1.Klf1	chr16	21204535	21204545	+	0.000	0.000	Merged-chr16-21204669-33
NR6426--MA0741.1.KLF16	chr10	79614090	79614100	-	0.000	0.000	Merged-chr10-79614028-25
NR15742--MA0740.1.KLF14	chr13	21366908	21366921	+	0.000	0.000	Merged-chr13-21366779-27
NR56879--MA1107.1.KLF9	chr7	63755226	63755238	+	0.000	0.000	Merged-chr7-63755494-56
NR13889--MA0741.1.KLF16	chr12	71030419	71030429	+	0.000	0.000	Merged-chr12-71030638-56
NR11314--MA0599.1.KLF5	chr11	88553066	88553075	-	0.000	0.000	Merged-chr11-88553229-39
NR11511--MA0740.1.KLF14	chr11	95824424	95824437	+	0.000	0.000	Merged-chr11-95824420-49
NR60723--MA0740.1.KLF14	chr8	57488713	57488726	-	0.000	0.000	Merged-chr8-57488538-11
NR3946--MA1107.1.KLF9	chr1	181853227	181853239	+	0.000	0.000	Merged-chr1-181853067-80
NR52891--MA1107.1.KLF9	chr6	86127155	86127167	-	0.000	0.000	Merged-chr6-86127203-6
NR47273--MA0742.1.Klf12	chr5	31251668	31251682	-	0.000	0.000	Merged-chr5-31251770-31
NR17040--MA0741.1.KLF16	chr13	73938080	73938090	-	0.000	0.000	Merged-chr13-73937981-89
NR6102--MA0599.1.KLF5	chr10	71238146	71238155	-	0.000	0.000	Merged-chr10-71237986-64
NR30578--MA0741.1.KLF16	chr18	75820006	75820016	-	0.000	0.000	Merged-chr18-75820018-41
NR12049--MA0741.1.KLF16	chr11	103017173	103017183	-	0.000	0.000	Merged-chr11-103017025-48
NR27865--MA0493.1.Klf1	chr17	56762171	56762181	-	0.000	0.000	Merged-chr17-56762183-32
