#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR6157--MA0482.1.Gata4	chr3	68967471	68967481	-	0.000	0.000	Merged-chr3-68967303-47
NR2596--MA0037.3.GATA3	chr13	61996743	61996750	-	0.000	0.000	Merged-chr13-61996796-15
NR8294--MA0482.1.Gata4	chr6	122557164	122557174	+	0.000	0.000	Merged-chr6-122557216-31
NR5641--MA0035.3.Gata1	chr2	135966825	135966835	-	0.000	0.000	Merged-chr2-135966695-1
NR6266--MA0482.1.Gata4	chr3	93607806	93607816	-	0.000	0.000	Merged-chr3-93607971-30
NR9914--MA0482.1.Gata4	chrX	140537799	140537809	+	0.000	0.000	Merged-chrX-140537922-35
NR722--MA0037.3.GATA3	chr1	165985897	165985904	+	0.000	0.000	Merged-chr1-165985990-54
NR5320--MA1104.1.GATA6	chr2	59469816	59469828	-	0.000	0.000	Merged-chr2-59469655-1
NR8198--MA0482.1.Gata4	chr6	97311127	97311137	-	0.000	0.000	Merged-chr6-97311024-32
NR5597--MA0766.1.GATA5	chr2	127923473	127923480	-	0.000	0.000	Merged-chr2-127923410-36
NR8055--MA0482.1.Gata4	chr6	58832867	58832877	+	0.000	0.000	Merged-chr6-58832889-39
NR2323--MA1104.1.GATA6	chr12	112743307	112743319	-	0.000	0.000	Merged-chr12-112743369-41
NR3448--MA0037.3.GATA3	chr15	8280450	8280457	-	0.000	0.000	Merged-chr15-8280344-8
NR8358--MA0036.3.GATA2	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR6543--MA0140.2.GATA1::TAL1	chr3	146328082	146328099	-	0.000	0.000	Merged-chr3-146328201-68
NR7233--MA0036.3.GATA2	chr4	156022068	156022078	+	0.000	0.000	Merged-chr4-156022073-120
NR4204--MA0482.1.Gata4	chr16	97204301	97204311	+	0.000	0.000	Merged-chr16-97204388-55
NR713--MA0766.1.GATA5	chr1	164366711	164366718	-	0.000	0.000	Merged-chr1-164366862-30
NR9370--MA0036.3.GATA2	chr8	111566112	111566122	+	0.000	0.000	Merged-chr8-111566005-2
NR368--MA1104.1.GATA6	chr1	91099023	91099035	-	0.000	0.000	Merged-chr1-91099031-34
NR4364--MA1104.1.GATA6	chr17	31210484	31210496	-	0.000	0.000	Merged-chr17-31210494-9
NR2503--MA0140.2.GATA1::TAL1	chr13	20094996	20095013	+	0.000	0.000	Merged-chr13-20095026-36
NR7741--MA1104.1.GATA6	chr5	134932302	134932314	-	0.000	0.000	Merged-chr5-134932473-29
NR4331--MA0140.2.GATA1::TAL1	chr17	18558822	18558839	-	0.000	0.000	Merged-chr17-18558777-104
NR1098--MA0140.2.GATA1::TAL1	chr10	57743774	57743791	+	0.000	0.000	Merged-chr10-57743822-47
NR5053--MA0766.1.GATA5	chr19	31210684	31210691	-	0.000	0.000	Merged-chr19-31210653-54
NR5001--MA0035.3.Gata1	chr19	4080680	4080690	+	0.000	0.000	Merged-chr19-4080806-9
NR5667--MA0035.3.Gata1	chr2	140051794	140051804	-	0.000	0.000	Merged-chr2-140051762-17
NR8329--MA0035.3.Gata1	chr6	126849235	126849245	-	0.000	0.000	Merged-chr6-126849069-62
NR3047--MA0037.3.GATA3	chr14	23475556	23475563	-	0.000	0.000	Merged-chr14-23475735-25
NR7780--MA0482.1.Gata4	chr5	149255637	149255647	+	0.000	0.000	Merged-chr5-149255735-4
NR4996--MA0037.3.GATA3	chr19	4080681	4080688	-	0.000	0.000	Merged-chr19-4080806-9
NR7570--MA0766.1.GATA5	chr5	71903684	71903691	-	0.000	0.000	Merged-chr5-71903621-28
NR860--MA0035.3.Gata1	chr10	7178822	7178832	+	0.000	0.000	Merged-chr10-7178765-13
NR1725--MA0766.1.GATA5	chr11	97994753	97994760	+	0.000	0.000	Merged-chr11-97994878-44
NR9492--MA0036.3.GATA2	chr9	15064300	15064310	+	0.000	0.000	Merged-chr9-15064298-12
NR136--MA0140.2.GATA1::TAL1	chr1	36065091	36065108	-	0.000	0.000	Merged-chr1-36065053-38
NR9221--MA0482.1.Gata4	chr8	54436803	54436813	+	0.000	0.000	Merged-chr8-54436651-1
NR9887--MA0482.1.Gata4	chrX	107088384	107088394	+	0.000	0.000	Merged-chrX-107088422-23
NR4409--MA1104.1.GATA6	chr17	42782410	42782422	+	0.000	0.000	Merged-chr17-42782364-40
NR9768--MA0035.3.Gata1	chr9	112174908	112174918	-	0.000	0.000	Merged-chr9-112174843-101
NR663--MA0036.3.GATA2	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR7422--MA0035.3.Gata1	chr5	36722517	36722527	-	0.000	0.000	Merged-chr5-36722614-37
NR6096--MA0482.1.Gata4	chr3	60408700	60408710	+	0.000	0.000	Merged-chr3-60408838-69
NR7602--MA0766.1.GATA5	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR3291--MA0482.1.Gata4	chr14	100283702	100283712	+	0.000	0.000	Merged-chr14-100283659-2
NR3169--MA0037.3.GATA3	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR7716--MA0482.1.Gata4	chr5	129524683	129524693	-	0.000	0.000	Merged-chr5-129524684-34
NR2269--MA0035.3.Gata1	chr12	98247086	98247096	+	0.000	0.000	Merged-chr12-98247130-40
NR1728--MA0036.3.GATA2	chr11	98497544	98497554	+	0.000	0.000	Merged-chr11-98497586-22
NR9786--MA0766.1.GATA5	chr9	116187539	116187546	-	0.000	0.000	Merged-chr9-116187633-9
NR6798--MA0037.3.GATA3	chr4	43973613	43973620	-	0.000	0.000	Merged-chr4-43973629-28
NR9438--MA0766.1.GATA5	chr8	127589470	127589477	-	0.000	0.000	Merged-chr8-127589399-43
NR4356--MA1104.1.GATA6	chr17	27323301	27323313	-	0.000	0.000	Merged-chr17-27323176-36
NR1938--MA0035.3.Gata1	chr12	36057887	36057897	+	0.000	0.000	Merged-chr12-36057875-8
NR3451--MA0036.3.GATA2	chr15	8280449	8280459	+	0.000	0.000	Merged-chr15-8280344-8
NR3897--MA1104.1.GATA6	chr16	29856391	29856403	-	0.000	0.000	Merged-chr16-29856280-19
NR9014--MA0036.3.GATA2	chr7	135598688	135598698	-	0.000	0.000	Merged-chr7-135598633-32
NR3656--MA0140.2.GATA1::TAL1	chr15	60112103	60112120	+	0.000	0.000	Merged-chr15-60111990-62
NR8858--MA0037.3.GATA3	chr7	92420482	92420489	-	0.000	0.000	Merged-chr7-92420666-38
NR1895--MA0482.1.Gata4	chr12	28589598	28589608	+	0.000	0.000	Merged-chr12-28589573-34
NR1675--MA0036.3.GATA2	chr11	70594811	70594821	+	0.000	0.000	Merged-chr11-70594778-39
NR3161--MA0482.1.Gata4	chr14	60072723	60072733	+	0.000	0.000	Merged-chr14-60072713-24
NR2804--MA0037.3.GATA3	chr13	95524827	95524834	-	0.000	0.000	Merged-chr13-95524749-120
NR9595--MA0482.1.Gata4	chr9	53271837	53271847	+	0.000	0.000	Merged-chr9-53271662-13
NR6099--MA0035.3.Gata1	chr3	60408699	60408709	+	0.000	0.000	Merged-chr3-60408838-69
NR3592--MA1104.1.GATA6	chr15	43869841	43869853	-	0.000	0.000	Merged-chr15-43869939-26
NR5763--MA0140.2.GATA1::TAL1	chr2	156730705	156730722	+	0.000	0.000	Merged-chr2-156730705-70
NR3863--MA1104.1.GATA6	chr16	24826501	24826513	-	0.000	0.000	Merged-chr16-24826564-20
NR9375--MA0036.3.GATA2	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR1312--MA1104.1.GATA6	chr10	99393611	99393623	+	0.000	0.000	Merged-chr10-99393384-65
NR1656--MA0482.1.Gata4	chr11	64037638	64037648	-	0.000	0.000	Merged-chr11-64037767-32
NR2166--MA0037.3.GATA3	chr12	89719512	89719519	+	0.000	0.000	Merged-chr12-89719457-81
NR5055--MA0140.2.GATA1::TAL1	chr19	32926371	32926388	-	0.000	0.000	Merged-chr19-32926300-25
NR3060--MA0766.1.GATA5	chr14	27562729	27562736	+	0.000	0.000	Merged-chr14-27562668-44
NR7424--MA0482.1.Gata4	chr5	37083247	37083257	+	0.000	0.000	Merged-chr5-37083387-28
NR1717--MA0766.1.GATA5	chr11	95835286	95835293	+	0.000	0.000	Merged-chr11-95835319-21
NR9290--MA0482.1.Gata4	chr8	83748643	83748653	-	0.000	0.000	Merged-chr8-83748656-80
NR6158--MA1104.1.GATA6	chr3	68967471	68967483	+	0.000	0.000	Merged-chr3-68967303-47
NR6780--MA0035.3.Gata1	chr4	33189442	33189452	+	0.000	0.000	Merged-chr4-33189254-36
NR5330--MA0482.1.Gata4	chr2	61803714	61803724	-	0.000	0.000	Merged-chr2-61803678-26
NR8658--MA0482.1.Gata4	chr7	30099620	30099630	-	0.000	0.000	Merged-chr7-30099514-26
NR690--MA0035.3.Gata1	chr1	160044871	160044881	-	0.000	0.000	Merged-chr1-160044750-78
NR7804--MA0482.1.Gata4	chr5	150593213	150593223	+	0.000	0.000	Merged-chr5-150593583-231
NR655--MA0036.3.GATA2	chr1	151009414	151009424	+	0.000	0.000	Merged-chr1-151009545-50
NR6267--MA1104.1.GATA6	chr3	93607806	93607818	+	0.000	0.000	Merged-chr3-93607971-30
NR613--MA0035.3.Gata1	chr1	143202525	143202535	-	0.000	0.000	Merged-chr1-143202432-31
NR3849--MA0035.3.Gata1	chr16	18075422	18075432	-	0.000	0.000	Merged-chr16-18075425-17
NR9915--MA1104.1.GATA6	chrX	140537797	140537809	-	0.000	0.000	Merged-chrX-140537922-35
NR9822--MA0035.3.Gata1	chrX	7570949	7570959	-	0.000	0.000	Merged-chrX-7570919-6
NR9277--MA0037.3.GATA3	chr8	79375251	79375258	-	0.000	0.000	Merged-chr8-79375141-3
NR1279--MA0035.3.Gata1	chr10	96201432	96201442	-	0.000	0.000	Merged-chr10-96201472-66
NR9598--MA0035.3.Gata1	chr9	53271836	53271846	+	0.000	0.000	Merged-chr9-53271662-13
NR8056--MA1104.1.GATA6	chr6	58832865	58832877	-	0.000	0.000	Merged-chr6-58832889-39
NR3663--MA0482.1.Gata4	chr15	63989730	63989740	-	0.000	0.000	Merged-chr15-63989879-13
NR9635--MA0766.1.GATA5	chr9	78024981	78024988	-	0.000	0.000	Merged-chr9-78024957-31
NR1659--MA0035.3.Gata1	chr11	64037639	64037649	-	0.000	0.000	Merged-chr11-64037767-32
NR3172--MA0036.3.GATA2	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR2099--MA0035.3.Gata1	chr12	70232401	70232411	+	0.000	0.000	Merged-chr12-70232391-28
NR2810--MA0140.2.GATA1::TAL1	chr13	95524828	95524845	+	0.000	0.000	Merged-chr13-95524749-120
NR4205--MA1104.1.GATA6	chr16	97204299	97204311	-	0.000	0.000	Merged-chr16-97204388-55
NR557--MA0037.3.GATA3	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR5181--MA0482.1.Gata4	chr2	17644733	17644743	-	0.000	0.000	Merged-chr2-17644831-25
NR9744--MA0766.1.GATA5	chr9	94660056	94660063	+	0.000	0.000	Merged-chr9-94659852-5
NR143--MA0037.3.GATA3	chr1	36272853	36272860	-	0.000	0.000	Merged-chr1-36272682-8
NR7926--MA0482.1.Gata4	chr6	34364726	34364736	-	0.000	0.000	Merged-chr6-34364838-25
NR7536--MA0035.3.Gata1	chr5	64519186	64519196	-	0.000	0.000	Merged-chr5-64519093-9
NR9587--MA0482.1.Gata4	chr9	48538517	48538527	-	0.000	0.000	Merged-chr9-48538454-59
NR8861--MA0036.3.GATA2	chr7	92420481	92420491	+	0.000	0.000	Merged-chr7-92420666-38
NR363--MA0036.3.GATA2	chr1	88578422	88578432	-	0.000	0.000	Merged-chr1-88578300-28
NR3204--MA0036.3.GATA2	chr14	74977157	74977167	+	0.000	0.000	Merged-chr14-74977138-7
NR7122--MA0035.3.Gata1	chr4	129960257	129960267	+	0.000	0.000	Merged-chr4-129960127-71
NR7697--MA0766.1.GATA5	chr5	118069585	118069592	+	0.000	0.000	Merged-chr5-118069472-39
NR9824--MA0482.1.Gata4	chrX	7763742	7763752	-	0.000	0.000	Merged-chrX-7763872-12
NR7781--MA1104.1.GATA6	chr5	149255635	149255647	-	0.000	0.000	Merged-chr5-149255735-4
NR5988--MA0482.1.Gata4	chr3	41107782	41107792	+	0.000	0.000	Merged-chr3-41107952-27
NR5102--MA0036.3.GATA2	chr19	57477220	57477230	+	0.000	0.000	Merged-chr19-57477375-13
NR4330--MA0035.3.Gata1	chr17	18558831	18558841	-	0.000	0.000	Merged-chr17-18558777-104
NR7929--MA0035.3.Gata1	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR2125--MA0140.2.GATA1::TAL1	chr12	76710117	76710134	-	0.000	0.000	Merged-chr12-76710295-113
NR9888--MA1104.1.GATA6	chrX	107088382	107088394	-	0.000	0.000	Merged-chrX-107088422-23
NR3055--MA0036.3.GATA2	chr14	27384253	27384263	+	0.000	0.000	Merged-chr14-27384235-54
NR9841--MA0037.3.GATA3	chrX	23673359	23673366	-	0.000	0.000	Merged-chrX-23673581-22
NR4579--MA0037.3.GATA3	chr17	86880653	86880660	-	0.000	0.000	Merged-chr17-86880662-37
NR6097--MA1104.1.GATA6	chr3	60408698	60408710	-	0.000	0.000	Merged-chr3-60408838-69
NR714--MA0035.3.Gata1	chr1	164366710	164366720	+	0.000	0.000	Merged-chr1-164366862-30
NR7209--MA0036.3.GATA2	chr4	150517581	150517591	+	0.000	0.000	Merged-chr4-150517532-35
NR5064--MA0482.1.Gata4	chr19	33053337	33053347	+	0.000	0.000	Merged-chr19-33053321-32
NR1242--MA0766.1.GATA5	chr10	89326995	89327002	+	0.000	0.000	Merged-chr10-89327162-49
NR3292--MA1104.1.GATA6	chr14	100283700	100283712	-	0.000	0.000	Merged-chr14-100283659-2
NR4165--MA0037.3.GATA3	chr16	89849289	89849296	+	0.000	0.000	Merged-chr16-89849155-62
NR69--MA0766.1.GATA5	chr1	13293496	13293503	-	0.000	0.000	Merged-chr1-13293593-50
NR1494--MA0766.1.GATA5	chr10	128990355	128990362	-	0.000	0.000	Merged-chr10-128990510-111
NR2342--MA0037.3.GATA3	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR823--MA0035.3.Gata1	chr1	189085213	189085223	+	0.000	0.000	Merged-chr1-189085418-26
NR1627--MA0482.1.Gata4	chr11	53141382	53141392	-	0.000	0.000	Merged-chr11-53141237-14
NR2310--MA0036.3.GATA2	chr12	110689778	110689788	+	0.000	0.000	Merged-chr12-110689902-59
NR9946--MA0482.1.Gata4	chrX	169979118	169979128	-	0.000	0.000	Merged-chrX-169979163-27
NR937--MA0140.2.GATA1::TAL1	chr10	21908907	21908924	+	0.000	0.000	Merged-chr10-21908729-44
NR5054--MA0035.3.Gata1	chr19	31210683	31210693	+	0.000	0.000	Merged-chr19-31210653-54
NR3416--MA0482.1.Gata4	chr14	122788393	122788403	-	0.000	0.000	Merged-chr14-122788282-21
NR560--MA0036.3.GATA2	chr1	130838473	130838483	-	0.000	0.000	Merged-chr1-130838519-27
NR5229--MA0035.3.Gata1	chr2	35232816	35232826	-	0.000	0.000	Merged-chr2-35233017-25
NR1896--MA1104.1.GATA6	chr12	28589596	28589608	-	0.000	0.000	Merged-chr12-28589573-34
NR313--MA0035.3.Gata1	chr1	79684258	79684268	+	0.000	0.000	Merged-chr1-79684355-13
NR9820--MA1104.1.GATA6	chrX	7570948	7570960	+	0.000	0.000	Merged-chrX-7570919-6
NR770--MA0035.3.Gata1	chr1	174635511	174635521	+	0.000	0.000	Merged-chr1-174635411-1
NR1277--MA1104.1.GATA6	chr10	96201431	96201443	+	0.000	0.000	Merged-chr10-96201472-66
NR1726--MA0035.3.Gata1	chr11	97994751	97994761	-	0.000	0.000	Merged-chr11-97994878-44
NR7613--MA0482.1.Gata4	chr5	92204517	92204527	-	0.000	0.000	Merged-chr5-92204715-7
NR8972--MA0766.1.GATA5	chr7	119894981	119894988	+	0.000	0.000	Merged-chr7-119895039-1
NR7788--MA0036.3.GATA2	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR7568--MA1104.1.GATA6	chr5	71903682	71903694	-	0.000	0.000	Merged-chr5-71903621-28
NR6673--MA0766.1.GATA5	chr4	11404221	11404228	-	0.000	0.000	Merged-chr4-11404244-13
NR3634--MA0482.1.Gata4	chr15	53267116	53267126	-	0.000	0.000	Merged-chr15-53267286-91
NR1478--MA0482.1.Gata4	chr10	125330208	125330218	+	0.000	0.000	Merged-chr10-125330277-12
NR2097--MA1104.1.GATA6	chr12	70232400	70232412	-	0.000	0.000	Merged-chr12-70232391-28
NR7425--MA1104.1.GATA6	chr5	37083245	37083257	-	0.000	0.000	Merged-chr5-37083387-28
NR7998--MA0035.3.Gata1	chr6	54078339	54078349	-	0.000	0.000	Merged-chr6-54078374-21
NR6801--MA0766.1.GATA5	chr4	43973613	43973620	-	0.000	0.000	Merged-chr4-43973629-28
NR921--MA0482.1.Gata4	chr10	17361607	17361617	-	0.000	0.000	Merged-chr10-17361557-1
NR5447--MA0035.3.Gata1	chr2	91876528	91876538	+	0.000	0.000	Merged-chr2-91876592-59
NR7805--MA1104.1.GATA6	chr5	150593211	150593223	-	0.000	0.000	Merged-chr5-150593583-231
NR9030--MA0766.1.GATA5	chr7	140207133	140207140	-	0.000	0.000	Merged-chr7-140207191-19
NR1173--MA0482.1.Gata4	chr10	75406252	75406262	-	0.000	0.000	Merged-chr10-75406076-29
NR1444--MA0482.1.Gata4	chr10	122054864	122054874	+	0.000	0.000	Merged-chr10-122054760-22
NR1715--MA0482.1.Gata4	chr11	95835283	95835293	-	0.000	0.000	Merged-chr11-95835319-21
NR5194--MA0766.1.GATA5	chr2	20969349	20969356	+	0.000	0.000	Merged-chr2-20969092-180
NR7120--MA1104.1.GATA6	chr4	129960256	129960268	-	0.000	0.000	Merged-chr4-129960127-71
NR9439--MA0035.3.Gata1	chr8	127589469	127589479	+	0.000	0.000	Merged-chr8-127589399-43
NR4362--MA0037.3.GATA3	chr17	31210486	31210493	-	0.000	0.000	Merged-chr17-31210494-9
NR892--MA0035.3.Gata1	chr10	13999025	13999035	-	0.000	0.000	Merged-chr10-13999186-36
NR576--MA0140.2.GATA1::TAL1	chr1	136255321	136255338	+	0.000	0.000	Merged-chr1-136255292-47
NR4621--MA0140.2.GATA1::TAL1	chr18	5604314	5604331	-	0.000	0.000	Merged-chr18-5604143-2
NR3233--MA0482.1.Gata4	chr14	86682008	86682018	+	0.000	0.000	Merged-chr14-86682000-52
NR9938--MA0482.1.Gata4	chrX	166329313	166329323	+	0.000	0.000	Merged-chrX-166329162-24
NR1205--MA0482.1.Gata4	chr10	82811968	82811978	+	0.000	0.000	Merged-chr10-82812084-42
NR7767--MA0036.3.GATA2	chr5	144964170	144964180	-	0.000	0.000	Merged-chr5-144963961-18
NR8232--MA0140.2.GATA1::TAL1	chr6	103473551	103473568	-	0.000	0.000	Merged-chr6-103473663-48
NR8322--MA0036.3.GATA2	chr6	125426393	125426403	-	0.000	0.000	Merged-chr6-125426605-47
NR6652--MA0766.1.GATA5	chr4	8381061	8381068	+	0.000	0.000	Merged-chr4-8380900-9
NR1067--MA0035.3.Gata1	chr10	54032772	54032782	+	0.000	0.000	Merged-chr10-54032709-48
NR5182--MA1104.1.GATA6	chr2	17644733	17644745	+	0.000	0.000	Merged-chr2-17644831-25
NR9837--MA0766.1.GATA5	chrX	17365319	17365326	-	0.000	0.000	Merged-chrX-17365333-21
NR8702--MA0036.3.GATA2	chr7	45526450	45526460	+	0.000	0.000	Merged-chr7-45526317-62
NR7927--MA1104.1.GATA6	chr6	34364726	34364738	+	0.000	0.000	Merged-chr6-34364838-25
NR1489--MA0036.3.GATA2	chr10	127135639	127135649	+	0.000	0.000	Merged-chr10-127135675-65
NR3061--MA0035.3.Gata1	chr14	27562727	27562737	-	0.000	0.000	Merged-chr14-27562668-44
NR1447--MA0035.3.Gata1	chr10	122054863	122054873	+	0.000	0.000	Merged-chr10-122054760-22
NR9588--MA1104.1.GATA6	chr9	48538517	48538529	+	0.000	0.000	Merged-chr9-48538454-59
NR3498--MA0482.1.Gata4	chr15	25269748	25269758	-	0.000	0.000	Merged-chr15-25269773-79
NR3769--MA0482.1.Gata4	chr15	103339526	103339536	+	0.000	0.000	Merged-chr15-103339534-3
NR7212--MA0140.2.GATA1::TAL1	chr4	150517583	150517600	+	0.000	0.000	Merged-chr4-150517532-35
NR3774--MA0140.2.GATA1::TAL1	chr15	103339527	103339544	+	0.000	0.000	Merged-chr15-103339534-3
NR8909--MA0037.3.GATA3	chr7	110265937	110265944	+	0.000	0.000	Merged-chr7-110265938-33
NR4407--MA0037.3.GATA3	chr17	42782413	42782420	+	0.000	0.000	Merged-chr17-42782364-40
NR4781--MA0482.1.Gata4	chr18	50014636	50014646	-	0.000	0.000	Merged-chr18-50014584-52
NR1208--MA0035.3.Gata1	chr10	82811967	82811977	+	0.000	0.000	Merged-chr10-82812084-42
NR703--MA0766.1.GATA5	chr1	161794946	161794953	-	0.000	0.000	Merged-chr1-161794797-65
NR3658--MA0036.3.GATA2	chr15	61438673	61438683	-	0.000	0.000	Merged-chr15-61438700-21
NR5415--MA0482.1.Gata4	chr2	84241286	84241296	+	0.000	0.000	Merged-chr2-84241339-6
NR6764--MA0036.3.GATA2	chr4	32291745	32291755	-	0.000	0.000	Merged-chr4-32291576-26
NR9707--MA0766.1.GATA5	chr9	86579815	86579822	-	0.000	0.000	Merged-chr9-86579809-9
NR9027--MA0482.1.Gata4	chr7	140207133	140207143	+	0.000	0.000	Merged-chr7-140207191-19
NR3049--MA0766.1.GATA5	chr14	23475556	23475563	-	0.000	0.000	Merged-chr14-23475735-25
NR2770--MA1104.1.GATA6	chr13	89425614	89425626	+	0.000	0.000	Merged-chr13-89425827-19
NR5319--MA0482.1.Gata4	chr2	59469818	59469828	+	0.000	0.000	Merged-chr2-59469655-1
NR2913--MA0036.3.GATA2	chr13	113639070	113639080	+	0.000	0.000	Merged-chr13-113639155-24
NR9407--MA0482.1.Gata4	chr8	122951686	122951696	-	0.000	0.000	Merged-chr8-122951774-1
NR3895--MA0037.3.GATA3	chr16	29856393	29856400	-	0.000	0.000	Merged-chr16-29856280-19
NR859--MA0766.1.GATA5	chr10	7178823	7178830	-	0.000	0.000	Merged-chr10-7178765-13
NR2600--MA0035.3.Gata1	chr13	61996742	61996752	+	0.000	0.000	Merged-chr13-61996796-15
NR1816--MA0482.1.Gata4	chr12	12172556	12172566	+	0.000	0.000	Merged-chr12-12172464-29
NR5091--MA0482.1.Gata4	chr19	53185684	53185694	+	0.000	0.000	Merged-chr19-53185705-40
NR2581--MA0035.3.Gata1	chr13	55636686	55636696	+	0.000	0.000	Merged-chr13-55636712-28
NR5065--MA1104.1.GATA6	chr19	33053335	33053347	-	0.000	0.000	Merged-chr19-33053321-32
NR9168--MA0036.3.GATA2	chr8	36194319	36194329	+	0.000	0.000	Merged-chr8-36194183-57
NR7759--MA0036.3.GATA2	chr5	139483516	139483526	+	0.000	0.000	Merged-chr5-139483495-36
NR2827--MA0766.1.GATA5	chr13	100576090	100576097	+	0.000	0.000	Merged-chr13-100576105-29
NR697--MA0766.1.GATA5	chr1	161309589	161309596	-	0.000	0.000	Merged-chr1-161309457-43
NR5014--MA0482.1.Gata4	chr19	8019878	8019888	+	0.000	0.000	Merged-chr19-8019847-106
NR4954--MA0036.3.GATA2	chr18	75322353	75322363	+	0.000	0.000	Merged-chr18-75322404-42
NR1628--MA1104.1.GATA6	chr11	53141382	53141394	+	0.000	0.000	Merged-chr11-53141237-14
NR7698--MA0035.3.Gata1	chr5	118069583	118069593	-	0.000	0.000	Merged-chr5-118069472-39
NR1310--MA0037.3.GATA3	chr10	99393614	99393621	+	0.000	0.000	Merged-chr10-99393384-65
NR5327--MA0766.1.GATA5	chr2	60418238	60418245	+	0.000	0.000	Merged-chr2-60418304-27
NR8162--MA0766.1.GATA5	chr6	82922017	82922024	+	0.000	0.000	Merged-chr6-82922037-57
NR67--MA0482.1.Gata4	chr1	13293496	13293506	+	0.000	0.000	Merged-chr1-13293593-50
NR1558--MA0482.1.Gata4	chr11	21103248	21103258	+	0.000	0.000	Merged-chr11-21103382-12
NR6430--MA0035.3.Gata1	chr3	133623447	133623457	+	0.000	0.000	Merged-chr3-133623556-36
NR392--MA0766.1.GATA5	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR4444--MA0036.3.GATA2	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR135--MA0035.3.Gata1	chr1	35653568	35653578	-	0.000	0.000	Merged-chr1-35653441-55
NR7614--MA1104.1.GATA6	chr5	92204517	92204529	+	0.000	0.000	Merged-chr5-92204715-7
NR5755--MA0482.1.Gata4	chr2	153525960	153525970	+	0.000	0.000	Merged-chr2-153526092-26
NR3408--MA0766.1.GATA5	chr14	121995697	121995704	+	0.000	0.000	Merged-chr14-121995600-7
NR6265--MA0037.3.GATA3	chr3	93607809	93607816	+	0.000	0.000	Merged-chr3-93607971-30
NR9913--MA0037.3.GATA3	chrX	140537799	140537806	-	0.000	0.000	Merged-chrX-140537922-35
NR7215--MA0036.3.GATA2	chr4	150938225	150938235	+	0.000	0.000	Merged-chr4-150938152-39
NR5059--MA0036.3.GATA2	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR8380--MA0766.1.GATA5	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR3460--MA0037.3.GATA3	chr15	9600293	9600300	+	0.000	0.000	Merged-chr15-9600289-13
NR8197--MA0037.3.GATA3	chr6	97311130	97311137	+	0.000	0.000	Merged-chr6-97311024-32
NR8912--MA0036.3.GATA2	chr7	110265935	110265945	-	0.000	0.000	Merged-chr7-110265938-33
NR4410--MA0036.3.GATA2	chr17	42782411	42782421	-	0.000	0.000	Merged-chr17-42782364-40
NR3635--MA1104.1.GATA6	chr15	53267116	53267128	+	0.000	0.000	Merged-chr15-53267286-91
NR2740--MA0766.1.GATA5	chr13	85498878	85498885	+	0.000	0.000	Merged-chr13-85498931-37
NR1386--MA0035.3.Gata1	chr10	108333779	108333789	+	0.000	0.000	Merged-chr10-108333731-6
NR8054--MA0037.3.GATA3	chr6	58832867	58832874	-	0.000	0.000	Merged-chr6-58832889-39
NR8325--MA0037.3.GATA3	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR1065--MA1104.1.GATA6	chr10	54032771	54032783	-	0.000	0.000	Merged-chr10-54032709-48
NR6671--MA0482.1.Gata4	chr4	11404221	11404231	+	0.000	0.000	Merged-chr4-11404244-13
NR5497--MA0482.1.Gata4	chr2	109608254	109608264	-	0.000	0.000	Merged-chr2-109608122-1
NR5010--MA1104.1.GATA6	chr19	6015316	6015328	-	0.000	0.000	Merged-chr19-6015500-73
NR4203--MA0037.3.GATA3	chr16	97204301	97204308	-	0.000	0.000	Merged-chr16-97204388-55
NR3996--MA1104.1.GATA6	chr16	56800670	56800682	-	0.000	0.000	Merged-chr16-56800625-33
NR1445--MA1104.1.GATA6	chr10	122054862	122054874	-	0.000	0.000	Merged-chr10-122054760-22
NR2501--MA0766.1.GATA5	chr13	20094995	20095002	-	0.000	0.000	Merged-chr13-20095026-36
