#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR48892--MA0741.1.KLF16	chr4	148167199	148167209	+	0.000	0.000	Merged-chr4-148167175-10
NR24256--MA0742.1.Klf12	chr15	77956719	77956733	+	0.000	0.000	Merged-chr15-77956720-50
NR35336--MA1107.1.KLF9	chr2	11502395	11502407	+	0.000	0.000	Merged-chr2-11502334-27
NR24453--MA1107.1.KLF9	chr15	80264440	80264452	-	0.000	0.000	Merged-chr15-80264351-45
NR62857--MA0599.1.KLF5	chr8	35684660	35684669	-	0.000	0.000	Merged-chr8-35684682-3
NR34292--MA0599.1.KLF5	chr19	29101366	29101375	+	0.000	0.000	Merged-chr19-29101370-61
NR8592--MA0599.1.KLF5	chr10	108332656	108332665	+	0.000	0.000	Merged-chr10-108332543-119
NR20159--MA0741.1.KLF16	chr14	30265940	30265950	-	0.000	0.000	Merged-chr14-30265946-17
NR20421--MA0493.1.Klf1	chr14	40967031	40967041	+	0.000	0.000	Merged-chr14-40966984-107
NR51828--MA0741.1.KLF16	chr5	100570818	100570828	+	0.000	0.000	Merged-chr5-100570837-10
NR53329--MA1107.1.KLF9	chr5	136173651	136173663	-	0.000	0.000	Merged-chr5-136173807-4
NR66096--MA0742.1.Klf12	chr9	32728393	32728407	-	0.000	0.000	Merged-chr9-32728530-9
NR56725--MA0599.1.KLF5	chr6	116003747	116003756	+	0.000	0.000	Merged-chr6-116003758-12
NR64123--MA0740.1.KLF14	chr8	84249720	84249733	-	0.000	0.000	Merged-chr8-84249647-53
NR3689--MA0599.1.KLF5	chr1	156474448	156474457	+	0.000	0.000	Merged-chr1-156474258-59
NR12669--MA0493.1.Klf1	chr11	115249865	115249875	+	0.000	0.000	Merged-chr11-115249853-1
NR61864--MA0039.3.KLF4	chr7	141123029	141123039	+	0.000	0.000	Merged-chr7-141123234-59
NR9855--MA0039.3.KLF4	chr11	11461960	11461970	-	0.000	0.000	Merged-chr11-11462075-71
NR60243--MA0599.1.KLF5	chr7	80343009	80343018	-	0.000	0.000	Merged-chr7-80343202-48
NR33819--MA1107.1.KLF9	chr19	4397151	4397163	+	0.000	0.000	Merged-chr19-4397378-102
NR48109--MA0742.1.Klf12	chr4	129820136	129820150	-	0.000	0.000	Merged-chr4-129820380-124
NR59844--MA0740.1.KLF14	chr7	63937633	63937646	+	0.000	0.000	Merged-chr7-63937726-41
NR52070--MA0599.1.KLF5	chr5	110135734	110135743	+	0.000	0.000	Merged-chr5-110135830-52
NR15746--MA0742.1.Klf12	chr12	118198974	118198988	+	0.000	0.000	Merged-chr12-118198819-49
NR68258--MA1107.1.KLF9	chr9	119322633	119322645	+	0.000	0.000	Merged-chr9-119322632-81
NR53897--MA0039.3.KLF4	chr5	148929039	148929049	-	0.000	0.000	Merged-chr5-148928854-59
NR11378--MA0741.1.KLF16	chr11	76399213	76399223	+	0.000	0.000	Merged-chr11-76399136-77
NR47020--MA0740.1.KLF14	chr4	88550362	88550375	-	0.000	0.000	Merged-chr4-88550447-50
NR60910--MA0741.1.KLF16	chr7	105581283	105581293	-	0.000	0.000	Merged-chr7-105581404-62
NR40038--MA1107.1.KLF9	chr2	169504316	169504328	+	0.000	0.000	Merged-chr2-169504323-1
NR69255--MA0599.1.KLF5	chrX	123103513	123103522	-	0.000	0.000	Merged-chrX-123103543-67
NR2869--MA0740.1.KLF14	chr1	131910384	131910397	-	0.000	0.000	Merged-chr1-131910348-5
NR55169--MA0741.1.KLF16	chr6	52191785	52191795	+	0.000	0.000	Merged-chr6-52191955-39
NR53694--MA0741.1.KLF16	chr5	142909259	142909269	-	0.000	0.000	Merged-chr5-142909413-47
NR12016--MA0599.1.KLF5	chr11	97362382	97362391	+	0.000	0.000	Merged-chr11-97362524-68
NR1742--MA0599.1.KLF5	chr1	82283348	82283357	+	0.000	0.000	Merged-chr1-82283308-57
NR7377--MA0599.1.KLF5	chr10	78372832	78372841	+	0.000	0.000	Merged-chr10-78372862-56
NR30223--MA0741.1.KLF16	chr17	64331966	64331976	+	0.000	0.000	Merged-chr17-64332180-104
NR50759--MA0599.1.KLF5	chr5	57714975	57714984	-	0.000	0.000	Merged-chr5-57715009-24
NR61427--MA0599.1.KLF5	chr7	126862554	126862563	-	0.000	0.000	Merged-chr7-126862632-1
NR44770--MA0599.1.KLF5	chr3	155093410	155093419	+	0.000	0.000	Merged-chr3-155093462-79
NR22162--MA0742.1.Klf12	chr14	115092199	115092213	-	0.000	0.000	Merged-chr14-115092344-57
NR44707--MA0493.1.Klf1	chr3	153658463	153658473	-	0.000	0.000	Merged-chr3-153658616-40
NR30018--MA0741.1.KLF16	chr17	56357746	56357756	+	0.000	0.000	Merged-chr17-56357646-33
NR6052--MA0741.1.KLF16	chr10	34207259	34207269	-	0.000	0.000	Merged-chr10-34207023-88
NR31989--MA0493.1.Klf1	chr18	34372991	34373001	-	0.000	0.000	Merged-chr18-34372986-133
NR57008--MA1107.1.KLF9	chr6	125191792	125191804	-	0.000	0.000	Merged-chr6-125191910-87
NR28064--MA0741.1.KLF16	chr16	95990955	95990965	+	0.000	0.000	Merged-chr16-95990846-67
NR38337--MA0741.1.KLF16	chr2	120027485	120027495	-	0.000	0.000	Merged-chr2-120027547-78
NR59462--MA0741.1.KLF16	chr7	45568198	45568208	-	0.000	0.000	Merged-chr7-45568298-51
NR68253--MA0039.3.KLF4	chr9	118927056	118927066	-	0.000	0.000	Merged-chr9-118927066-22
NR6686--MA0740.1.KLF14	chr10	59702494	59702507	+	0.000	0.000	Merged-chr10-59702548-66
NR40258--MA0493.1.Klf1	chr2	173659684	173659694	+	0.000	0.000	Merged-chr2-173659827-104
NR62695--MA0740.1.KLF14	chr8	31187567	31187580	-	0.000	0.000	Merged-chr8-31187403-16
NR34311--MA0741.1.KLF16	chr19	29325359	29325369	+	0.000	0.000	Merged-chr19-29325284-39
NR65679--MA0599.1.KLF5	chr9	15357835	15357844	+	0.000	0.000	Merged-chr9-15357727-65
NR5093--MA1107.1.KLF9	chr1	193349926	193349938	-	0.000	0.000	Merged-chr1-193349952-15
NR41468--MA0742.1.Klf12	chr3	41083087	41083101	-	0.000	0.000	Merged-chr3-41083179-113
NR22166--MA1107.1.KLF9	chr14	115092201	115092213	-	0.000	0.000	Merged-chr14-115092344-57
NR16935--MA0599.1.KLF5	chr13	48546760	48546769	+	0.000	0.000	Merged-chr13-48546690-1
NR52397--MA0599.1.KLF5	chr5	114826375	114826384	+	0.000	0.000	Merged-chr5-114826460-42
NR33510--MA1107.1.KLF9	chr18	82607557	82607569	+	0.000	0.000	Merged-chr18-82607647-23
NR63553--MA0741.1.KLF16	chr8	69193463	69193473	-	0.000	0.000	Merged-chr8-69193410-32
NR45024--MA0741.1.KLF16	chr4	6446812	6446822	-	0.000	0.000	Merged-chr4-6446926-20
NR11496--MA0742.1.Klf12	chr11	78328435	78328449	+	0.000	0.000	Merged-chr11-78328473-53
NR51852--MA1107.1.KLF9	chr5	100846145	100846157	-	0.000	0.000	Merged-chr5-100846236-82
NR48130--MA0741.1.KLF16	chr4	130520373	130520383	-	0.000	0.000	Merged-chr4-130520365-48
NR38794--MA0741.1.KLF16	chr2	132511626	132511636	-	0.000	0.000	Merged-chr2-132511544-14
NR30443--MA0740.1.KLF14	chr17	70974296	70974309	-	0.000	0.000	Merged-chr17-70974358-18
NR55774--MA0599.1.KLF5	chr6	85069168	85069177	+	0.000	0.000	Merged-chr6-85069179-83
NR1362--MA0741.1.KLF16	chr1	66897063	66897073	+	0.000	0.000	Merged-chr1-66897217-4
NR38589--MA0741.1.KLF16	chr2	127587171	127587181	+	0.000	0.000	Merged-chr2-127587331-50
NR53737--MA0657.1.KLF13	chr5	143817723	143817740	-	0.000	0.000	Merged-chr5-143817780-79
NR33044--MA0039.3.KLF4	chr18	68195223	68195233	-	0.000	0.000	Merged-chr18-68195286-23
NR36243--MA0741.1.KLF16	chr2	34938774	34938784	-	0.000	0.000	Merged-chr2-34938971-69
NR44613--MA0493.1.Klf1	chr3	151465328	151465338	+	0.000	0.000	Merged-chr3-151465369-1
NR24427--MA0493.1.Klf1	chr15	80076945	80076955	+	0.000	0.000	Merged-chr15-80076989-19
NR62281--MA0740.1.KLF14	chr8	13200642	13200655	-	0.000	0.000	Merged-chr8-13200567-28
NR64043--MA0599.1.KLF5	chr8	83332488	83332497	-	0.000	0.000	Merged-chr8-83332441-59
NR4024--MA0741.1.KLF16	chr1	167339588	167339598	-	0.000	0.000	Merged-chr1-167339598-12
NR3209--MA1107.1.KLF9	chr1	144203067	144203079	-	0.000	0.000	Merged-chr1-144203186-39
NR36309--MA0741.1.KLF16	chr2	38287229	38287239	+	0.000	0.000	Merged-chr2-38287117-76
NR54997--MA0493.1.Klf1	chr6	47636683	47636693	+	0.000	0.000	Merged-chr6-47636692-62
NR33856--MA0599.1.KLF5	chr19	5424956	5424965	+	0.000	0.000	Merged-chr19-5424868-86
NR30931--MA0599.1.KLF5	chr17	84028804	84028813	+	0.000	0.000	Merged-chr17-84028767-42
NR32678--MA0741.1.KLF16	chr18	57354951	57354961	-	0.000	0.000	Merged-chr18-57354913-64
NR50189--MA0740.1.KLF14	chr5	33652100	33652113	-	0.000	0.000	Merged-chr5-33652283-110
NR47573--MA1107.1.KLF9	chr4	116168776	116168788	+	0.000	0.000	Merged-chr4-116168946-31
NR68986--MA0740.1.KLF14	chrX	73914970	73914983	-	0.000	0.000	Merged-chrX-73915089-47
NR63051--MA0493.1.Klf1	chr8	45934775	45934785	+	0.000	0.000	Merged-chr8-45934835-41
NR68884--MA0742.1.Klf12	chrX	53643794	53643808	-	0.000	0.000	Merged-chrX-53643613-70
NR61254--MA0741.1.KLF16	chr7	119794070	119794080	-	0.000	0.000	Merged-chr7-119794114-60
NR62856--MA1107.1.KLF9	chr8	35684619	35684631	+	0.000	0.000	Merged-chr8-35684682-3
NR14718--MA0039.3.KLF4	chr12	80895266	80895276	+	0.000	0.000	Merged-chr12-80895320-29
NR61525--MA0741.1.KLF16	chr7	127841647	127841657	-	0.000	0.000	Merged-chr7-127841775-106
NR43191--MA0742.1.Klf12	chr3	108383957	108383971	-	0.000	0.000	Merged-chr3-108383794-50
NR32999--MA0599.1.KLF5	chr18	67768646	67768655	-	0.000	0.000	Merged-chr18-67768535-29
NR18989--MA0493.1.Klf1	chr13	109190506	109190516	-	0.000	0.000	Merged-chr13-109190361-18
NR3688--MA1107.1.KLF9	chr1	156474387	156474399	+	0.000	0.000	Merged-chr1-156474258-59
NR68819--MA0599.1.KLF5	chrX	48345448	48345457	-	0.000	0.000	Merged-chrX-48345561-13
NR40056--MA1107.1.KLF9	chr2	169504374	169504386	+	0.000	0.000	Merged-chr2-169504323-1
NR52016--MA0493.1.Klf1	chr5	107597690	107597700	+	0.000	0.000	Merged-chr5-107597762-77
NR67022--MA0741.1.KLF16	chr9	74953030	74953040	-	0.000	0.000	Merged-chr9-74953040-95
NR29442--MA0493.1.Klf1	chr17	35342093	35342103	+	0.000	0.000	Merged-chr17-35341927-1
NR11919--MA1107.1.KLF9	chr11	95713991	95714003	+	0.000	0.000	Merged-chr11-95714089-14
NR67959--MA0741.1.KLF16	chr9	108347847	108347857	-	0.000	0.000	Merged-chr9-108347879-58
NR37535--MA0599.1.KLF5	chr2	84887081	84887090	+	0.000	0.000	Merged-chr2-84886971-3
NR7395--MA0599.1.KLF5	chr10	78457983	78457992	+	0.000	0.000	Merged-chr10-78458040-65
NR11615--MA0741.1.KLF16	chr11	82889874	82889884	+	0.000	0.000	Merged-chr11-82889845-1
NR22283--MA0493.1.Klf1	chr14	118682884	118682894	-	0.000	0.000	Merged-chr14-118682781-56
NR26509--MA0599.1.KLF5	chr16	35742467	35742476	-	0.000	0.000	Merged-chr16-35742622-74
NR49025--MA0742.1.Klf12	chr4	151044781	151044795	-	0.000	0.000	Merged-chr4-151044799-68
NR57026--MA1107.1.KLF9	chr6	125355218	125355230	-	0.000	0.000	Merged-chr6-125355418-28
NR34806--MA1107.1.KLF9	chr19	47829047	47829059	-	0.000	0.000	Merged-chr19-47829109-19
NR58103--MA0493.1.Klf1	chr7	6286491	6286501	-	0.000	0.000	Merged-chr7-6286404-52
NR68843--MA0740.1.KLF14	chrX	48623679	48623692	-	0.000	0.000	Merged-chrX-48623698-54
NR67827--MA0493.1.Klf1	chr9	106199301	106199311	+	0.000	0.000	Merged-chr9-106199274-52
NR58094--MA0740.1.KLF14	chr7	6286455	6286468	-	0.000	0.000	Merged-chr7-6286404-52
NR53455--MA0741.1.KLF16	chr5	137787659	137787669	-	0.000	0.000	Merged-chr5-137787536-7
NR48510--MA0741.1.KLF16	chr4	137866420	137866430	-	0.000	0.000	Merged-chr4-137866445-39
NR25163--MA0741.1.KLF16	chr15	96497816	96497826	-	0.000	0.000	Merged-chr15-96497899-21
NR12689--MA0740.1.KLF14	chr11	115475696	115475709	-	0.000	0.000	Merged-chr11-115475686-55
NR61777--MA0741.1.KLF16	chr7	139388914	139388924	+	0.000	0.000	Merged-chr7-139388959-78
NR51775--MA0741.1.KLF16	chr5	99252932	99252942	+	0.000	0.000	Merged-chr5-99252869-81
NR61211--MA1107.1.KLF9	chr7	118740226	118740238	-	0.000	0.000	Merged-chr7-118740082-2
NR10885--MA0741.1.KLF16	chr11	60811333	60811343	+	0.000	0.000	Merged-chr11-60811220-49
NR52485--MA0039.3.KLF4	chr5	118465259	118465269	-	0.000	0.000	Merged-chr5-118465239-56
NR66078--MA0039.3.KLF4	chr9	32541573	32541583	+	0.000	0.000	Merged-chr9-32541400-38
NR22184--MA1107.1.KLF9	chr14	115371380	115371392	-	0.000	0.000	Merged-chr14-115371480-14
NR69078--MA0740.1.KLF14	chrX	94177897	94177910	+	0.000	0.000	Merged-chrX-94177985-50
NR62423--MA0599.1.KLF5	chr8	19980006	19980015	-	0.000	0.000	Merged-chr8-19980151-81
NR30142--MA1107.1.KLF9	chr17	62413708	62413720	+	0.000	0.000	Merged-chr17-62413697-2
NR51816--MA0039.3.KLF4	chr5	100416270	100416280	+	0.000	0.000	Merged-chr5-100416341-60
NR10138--MA0740.1.KLF14	chr11	23257527	23257540	-	0.000	0.000	Merged-chr11-23257441-61
NR34064--MA0599.1.KLF5	chr19	8967025	8967034	+	0.000	0.000	Merged-chr19-8966988-63
NR44674--MA0741.1.KLF16	chr3	152886826	152886836	-	0.000	0.000	Merged-chr3-152886887-20
NR13547--MA0741.1.KLF16	chr12	25218782	25218792	-	0.000	0.000	Merged-chr12-25218766-2
NR11844--MA0599.1.KLF5	chr11	94601998	94602007	+	0.000	0.000	Merged-chr11-94601858-52
NR64034--MA0742.1.Klf12	chr8	82402585	82402599	-	0.000	0.000	Merged-chr8-82402722-77
NR21598--MA0741.1.KLF16	chr14	86744696	86744706	-	0.000	0.000	Merged-chr14-86744622-36
NR65463--MA1107.1.KLF9	chr8	128155069	128155081	+	0.000	0.000	Merged-chr8-128155073-1
NR29522--MA0741.1.KLF16	chr17	37028793	37028803	-	0.000	0.000	Merged-chr17-37028850-28
NR55560--MA0740.1.KLF14	chr6	72391045	72391058	-	0.000	0.000	Merged-chr6-72391108-3
NR26773--MA0599.1.KLF5	chr16	50074227	50074236	-	0.000	0.000	Merged-chr16-50074198-9
NR32787--MA0741.1.KLF16	chr18	61911596	61911606	-	0.000	0.000	Merged-chr18-61911637-53
NR66675--MA0599.1.KLF5	chr9	59486726	59486735	+	0.000	0.000	Merged-chr9-59486572-90
NR23109--MA0493.1.Klf1	chr15	31601558	31601568	+	0.000	0.000	Merged-chr15-31601428-3
NR47699--MA0740.1.KLF14	chr4	119733648	119733661	-	0.000	0.000	Merged-chr4-119733692-69
NR40505--MA0599.1.KLF5	chr2	180276073	180276082	-	0.000	0.000	Merged-chr2-180276095-32
NR33287--MA0493.1.Klf1	chr18	75472058	75472068	-	0.000	0.000	Merged-chr18-75472003-6
NR19315--MA0741.1.KLF16	chr13	119690947	119690957	-	0.000	0.000	Merged-chr13-119691064-1
NR5354--MA0741.1.KLF16	chr10	7473691	7473701	-	0.000	0.000	Merged-chr10-7473929-104
NR52181--MA1107.1.KLF9	chr5	112273927	112273939	+	0.000	0.000	Merged-chr5-112273853-3
NR40714--MA0741.1.KLF16	chr3	14641715	14641725	+	0.000	0.000	Merged-chr3-14641669-50
NR57833--MA0599.1.KLF5	chr6	146577836	146577845	+	0.000	0.000	Merged-chr6-146577947-111
NR69170--MA0599.1.KLF5	chrX	102032000	102032009	-	0.000	0.000	Merged-chrX-102031926-48
NR60469--MA0742.1.Klf12	chr7	89404263	89404277	+	0.000	0.000	Merged-chr7-89404144-109
NR42796--MA0493.1.Klf1	chr3	96635417	96635427	+	0.000	0.000	Merged-chr3-96635554-60
NR27810--MA0740.1.KLF14	chr16	90810411	90810424	-	0.000	0.000	Merged-chr16-90810372-70
NR62081--MA0039.3.KLF4	chr8	4493382	4493392	+	0.000	0.000	Merged-chr8-4493543-85
NR53161--MA0657.1.KLF13	chr5	134688822	134688839	+	0.000	0.000	Merged-chr5-134688853-79
NR27962--MA0657.1.KLF13	chr16	93883902	93883919	-	0.000	0.000	Merged-chr16-93884002-62
NR22548--MA0740.1.KLF14	chr14	122104962	122104975	+	0.000	0.000	Merged-chr14-122105066-47
NR55524--MA0742.1.Klf12	chr6	71271530	71271544	-	0.000	0.000	Merged-chr6-71271585-90
NR12270--MA1107.1.KLF9	chr11	101226445	101226457	+	0.000	0.000	Merged-chr11-101226407-43
NR37422--MA1107.1.KLF9	chr2	79550523	79550535	-	0.000	0.000	Merged-chr2-79550583-34
NR24365--MA0599.1.KLF5	chr15	79229186	79229195	-	0.000	0.000	Merged-chr15-79229284-51
NR3903--MA1107.1.KLF9	chr1	164366695	164366707	-	0.000	0.000	Merged-chr1-164366862-30
NR38826--MA0741.1.KLF16	chr2	132687113	132687123	+	0.000	0.000	Merged-chr2-132687004-41
NR28077--MA0741.1.KLF16	chr16	96127901	96127911	+	0.000	0.000	Merged-chr16-96127768-94
NR35033--MA0599.1.KLF5	chr19	60890219	60890228	+	0.000	0.000	Merged-chr19-60890119-100
NR55979--MA1107.1.KLF9	chr6	89286777	89286789	+	0.000	0.000	Merged-chr6-89286978-37
NR5855--MA0493.1.Klf1	chr10	24291763	24291773	+	0.000	0.000	Merged-chr10-24291757-17
NR69018--MA0599.1.KLF5	chrX	74249944	74249953	-	0.000	0.000	Merged-chrX-74249872-9
NR9529--MA1107.1.KLF9	chr10	128376731	128376743	-	0.000	0.000	Merged-chr10-128376742-1
NR52853--MA0741.1.KLF16	chr5	125441553	125441563	-	0.000	0.000	Merged-chr5-125441596-78
NR40093--MA0599.1.KLF5	chr2	170206037	170206046	-	0.000	0.000	Merged-chr2-170206161-1
NR18214--MA1107.1.KLF9	chr13	89739484	89739496	+	0.000	0.000	Merged-chr13-89739593-12
NR65517--MA0741.1.KLF16	chr9	7780371	7780381	-	0.000	0.000	Merged-chr9-7780388-25
NR68980--MA0599.1.KLF5	chrX	73716576	73716585	-	0.000	0.000	Merged-chrX-73716479-74
NR48300--MA0039.3.KLF4	chr4	134081939	134081949	+	0.000	0.000	Merged-chr4-134082106-60
NR2739--MA0740.1.KLF14	chr1	128103292	128103305	-	0.000	0.000	Merged-chr1-128103135-101
NR38606--MA1107.1.KLF9	chr2	128061294	128061306	+	0.000	0.000	Merged-chr2-128061246-44
NR23293--MA0599.1.KLF5	chr15	37100250	37100259	+	0.000	0.000	Merged-chr15-37100344-35
NR734--MA0599.1.KLF5	chr1	36920566	36920575	+	0.000	0.000	Merged-chr1-36920402-81
NR4998--MA0493.1.Klf1	chr1	191498428	191498438	-	0.000	0.000	Merged-chr1-191498446-41
NR41366--MA0493.1.Klf1	chr3	38497035	38497045	+	0.000	0.000	Merged-chr3-38497155-35
NR66130--MA0740.1.KLF14	chr9	35211123	35211136	-	0.000	0.000	Merged-chr9-35211181-71
NR35003--MA0740.1.KLF14	chr19	60183110	60183123	+	0.000	0.000	Merged-chr19-60182957-49
NR66796--MA0740.1.KLF14	chr9	63737531	63737544	+	0.000	0.000	Merged-chr9-63737759-14
NR51581--MA0740.1.KLF14	chr5	92001025	92001038	+	0.000	0.000	Merged-chr5-92000971-27
NR50875--MA0493.1.Klf1	chr5	64161094	64161104	-	0.000	0.000	Merged-chr5-64161170-16
NR36190--MA0741.1.KLF16	chr2	33371242	33371252	+	0.000	0.000	Merged-chr2-33371227-82
NR10994--MA0741.1.KLF16	chr11	63922427	63922437	-	0.000	0.000	Merged-chr11-63922281-53
NR66824--MA0657.1.KLF13	chr9	64049932	64049949	-	0.000	0.000	Merged-chr9-64049959-70
NR12338--MA0493.1.Klf1	chr11	102456202	102456212	+	0.000	0.000	Merged-chr11-102456095-36
NR48775--MA1107.1.KLF9	chr4	145254607	145254619	-	0.000	0.000	Merged-chr4-145254618-54
NR17753--MA0742.1.Klf12	chr13	75845598	75845612	-	0.000	0.000	Merged-chr13-75845828-42
NR52293--MA1107.1.KLF9	chr5	113830530	113830542	+	0.000	0.000	Merged-chr5-113830533-46
NR60251--MA1107.1.KLF9	chr7	80444652	80444664	-	0.000	0.000	Merged-chr7-80444672-5
NR63719--MA0599.1.KLF5	chr8	70897458	70897467	+	0.000	0.000	Merged-chr8-70897674-77
NR58336--MA0493.1.Klf1	chr7	16891758	16891768	+	0.000	0.000	Merged-chr7-16891959-60
NR41277--MA0599.1.KLF5	chr3	36572132	36572141	-	0.000	0.000	Merged-chr3-36572079-53
NR26527--MA0599.1.KLF5	chr16	36941273	36941282	-	0.000	0.000	Merged-chr16-36941313-47
NR58111--MA0039.3.KLF4	chr7	6343626	6343636	+	0.000	0.000	Merged-chr7-6343741-28
NR16491--MA0741.1.KLF16	chr13	24831549	24831559	+	0.000	0.000	Merged-chr13-24831601-67
NR5085--MA0493.1.Klf1	chr1	193189567	193189577	+	0.000	0.000	Merged-chr1-193189573-66
NR52710--MA0741.1.KLF16	chr5	123144997	123145007	+	0.000	0.000	Merged-chr5-123144885-18
NR29360--MA0741.1.KLF16	chr17	34187398	34187408	-	0.000	0.000	Merged-chr17-34187443-76
NR52960--MA1107.1.KLF9	chr5	130029310	130029322	+	0.000	0.000	Merged-chr5-130029456-53
NR46704--MA0599.1.KLF5	chr4	82242048	82242057	-	0.000	0.000	Merged-chr4-82241978-1
NR18899--MA1107.1.KLF9	chr13	107700675	107700687	-	0.000	0.000	Merged-chr13-107700458-32
NR30918--MA0599.1.KLF5	chr17	84022528	84022537	-	0.000	0.000	Merged-chr17-84022626-28
NR27854--MA0599.1.KLF5	chr16	91547033	91547042	-	0.000	0.000	Merged-chr16-91546772-86
NR65437--MA0493.1.Klf1	chr8	126867923	126867933	+	0.000	0.000	Merged-chr8-126867742-65
NR28235--MA0039.3.KLF4	chr17	6317457	6317467	+	0.000	0.000	Merged-chr17-6317306-106
NR30703--MA0599.1.KLF5	chr17	79355131	79355140	-	0.000	0.000	Merged-chr17-79355271-160
NR13360--MA1107.1.KLF9	chr12	17511203	17511215	+	0.000	0.000	Merged-chr12-17511273-48
NR3036--MA0740.1.KLF14	chr1	136415145	136415158	+	0.000	0.000	Merged-chr1-136415287-72
NR15616--MA1107.1.KLF9	chr12	111696372	111696384	+	0.000	0.000	Merged-chr12-111696571-32
NR10580--MA0741.1.KLF16	chr11	52000770	52000780	-	0.000	0.000	Merged-chr11-52000626-80
NR17712--MA0740.1.KLF14	chr13	74350295	74350308	+	0.000	0.000	Merged-chr13-74350234-59
NR38664--MA0741.1.KLF16	chr2	129065916	129065926	-	0.000	0.000	Merged-chr2-129066183-78
NR2819--MA0599.1.KLF5	chr1	130717430	130717439	+	0.000	0.000	Merged-chr1-130717492-49
NR7027--MA1107.1.KLF9	chr10	68908237	68908249	+	0.000	0.000	Merged-chr10-68908384-20
NR20977--MA0740.1.KLF14	chr14	56886536	56886549	-	0.000	0.000	Merged-chr14-56886625-164
NR14572--MA0599.1.KLF5	chr12	75596420	75596429	-	0.000	0.000	Merged-chr12-75596166-99
NR45702--MA0039.3.KLF4	chr4	40680618	40680628	-	0.000	0.000	Merged-chr4-40680682-21
NR34288--MA0599.1.KLF5	chr19	29067224	29067233	+	0.000	0.000	Merged-chr19-29067288-42
NR15401--MA1107.1.KLF9	chr12	105021552	105021564	+	0.000	0.000	Merged-chr12-105021571-9
NR51807--MA0741.1.KLF16	chr5	99979037	99979047	+	0.000	0.000	Merged-chr5-99978841-118
NR57184--MA0599.1.KLF5	chr6	129049286	129049295	-	0.000	0.000	Merged-chr6-129049251-27
NR59584--MA0741.1.KLF16	chr7	49616545	49616555	+	0.000	0.000	Merged-chr7-49616493-31
NR53119--MA1107.1.KLF9	chr5	134266478	134266490	+	0.000	0.000	Merged-chr5-134266508-58
NR48557--MA0599.1.KLF5	chr4	138866660	138866669	+	0.000	0.000	Merged-chr4-138866585-23
NR14778--MA0599.1.KLF5	chr12	83520347	83520356	+	0.000	0.000	Merged-chr12-83520465-57
NR19323--MA0599.1.KLF5	chr13	119790911	119790920	-	0.000	0.000	Merged-chr13-119790826-111
NR21293--MA0741.1.KLF16	chr14	70520271	70520281	+	0.000	0.000	Merged-chr14-70520372-68
NR68949--MA0599.1.KLF5	chrX	71492690	71492699	+	0.000	0.000	Merged-chrX-71492883-59
NR45971--MA1107.1.KLF9	chr4	45018583	45018595	-	0.000	0.000	Merged-chr4-45018744-59
NR15454--MA0742.1.Klf12	chr12	107961289	107961303	+	0.000	0.000	Merged-chr12-107961222-28
NR2496--MA0493.1.Klf1	chr1	119477205	119477215	-	0.000	0.000	Merged-chr1-119477051-49
NR39500--MA0599.1.KLF5	chr2	155473807	155473816	-	0.000	0.000	Merged-chr2-155473658-64
NR65355--MA0741.1.KLF16	chr8	124434605	124434615	+	0.000	0.000	Merged-chr8-124434522-47
NR34228--MA0741.1.KLF16	chr19	23273915	23273925	+	0.000	0.000	Merged-chr19-23273759-64
NR52742--MA0599.1.KLF5	chr5	123915088	123915097	-	0.000	0.000	Merged-chr5-123915037-44
NR4527--MA0039.3.KLF4	chr1	178835869	178835879	+	0.000	0.000	Merged-chr1-178835689-1,Merged-chr1-178835926-2
NR11834--MA1107.1.KLF9	chr11	94404785	94404797	-	0.000	0.000	Merged-chr11-94404879-28
NR37101--MA0599.1.KLF5	chr2	69713290	69713299	+	0.000	0.000	Merged-chr2-69713363-57
NR9566--MA0599.1.KLF5	chr10	128705071	128705080	+	0.000	0.000	Merged-chr10-128704934-88
NR19947--MA0741.1.KLF16	chr14	20674309	20674319	+	0.000	0.000	Merged-chr14-20674407-80
NR47565--MA0493.1.Klf1	chr4	116144607	116144617	-	0.000	0.000	Merged-chr4-116144473-31
NR14734--MA0741.1.KLF16	chr12	81845219	81845229	-	0.000	0.000	Merged-chr12-81845150-28
NR15756--MA0599.1.KLF5	chr12	118376822	118376831	+	0.000	0.000	Merged-chr12-118376782-123
NR1532--MA0599.1.KLF5	chr1	74391738	74391747	+	0.000	0.000	Merged-chr1-74391638-119
NR68483--MA0742.1.Klf12	chrX	7375916	7375930	-	0.000	0.000	Merged-chrX-7375915-61
NR38723--MA0493.1.Klf1	chr2	131204728	131204738	-	0.000	0.000	Merged-chr2-131204704-19
NR53739--MA0741.1.KLF16	chr5	143817728	143817738	-	0.000	0.000	Merged-chr5-143817780-79
NR25441--MA0493.1.Klf1	chr15	102247243	102247253	+	0.000	0.000	Merged-chr15-102247349-1
