#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR7195--MA0501.1.MAF::NFE2	chr2	154603871	154603885	+	0.000	0.000	Merged-chr2-154603925-61
NR11142--MA0495.2.MAFF	chr7	140987362	140987382	-	0.000	0.000	Merged-chr7-140987400-4
NR1829--MA0591.1.Bach1::Mafk	chr11	32542361	32542375	-	0.000	0.000	Merged-chr11-32542195-1
NR8245--MA0591.1.Bach1::Mafk	chr4	49567752	49567766	+	0.000	0.000	Merged-chr4-49567834-34
NR12182--MA0501.1.MAF::NFE2	chr9	92602540	92602554	-	0.000	0.000	Merged-chr9-92602445-4
NR4939--MA0089.1.MAFG::NFE2L1	chr16	89872268	89872273	+	0.000	0.000	Merged-chr16-89872318-26
NR8567--MA0089.1.MAFG::NFE2L1	chr4	124928300	124928305	-	0.000	0.000	Merged-chr4-124928290-22
NR11804--MA0089.1.MAFG::NFE2L1	chr9	14071960	14071965	-	0.000	0.000	Merged-chr9-14072005-21
NR8076--MA0089.1.MAFG::NFE2L1	chr3	153190188	153190193	+	0.000	0.000	Merged-chr3-153190220-4
NR6469--MA0117.2.Mafb	chr2	35382281	35382292	+	0.000	0.000	Merged-chr2-35382187-12
NR9179--MA0117.2.Mafb	chr5	92963210	92963221	+	0.000	0.000	Merged-chr5-92963069-8
NR3594--MA0089.1.MAFG::NFE2L1	chr13	111655550	111655555	+	0.000	0.000	Merged-chr13-111655433-3
NR2174--MA0089.1.MAFG::NFE2L1	chr11	88132167	88132172	-	0.000	0.000	Merged-chr11-88132051-21
NR1812--MA0117.2.Mafb	chr11	23257568	23257579	+	0.000	0.000	Merged-chr11-23257441-61
NR3152--MA0501.1.MAF::NFE2	chr13	33003652	33003666	+	0.000	0.000	Merged-chr13-33003757-27
NR8183--MA0501.1.MAF::NFE2	chr4	33587744	33587758	+	0.000	0.000	Merged-chr4-33587729-131
NR4943--MA0501.1.MAF::NFE2	chr16	89974511	89974525	+	0.000	0.000	Merged-chr16-89974505-28
NR1689--MA0496.2.MAFK	chr10	127607205	127607223	-	0.000	0.000	Merged-chr10-127607308-16
NR8201--MA0117.2.Mafb	chr4	41569509	41569520	-	0.000	0.000	Merged-chr4-41569502-63
NR12071--MA0501.1.MAF::NFE2	chr9	75541743	75541757	+	0.000	0.000	Merged-chr9-75541698-38
NR1547--MA0089.1.MAFG::NFE2L1	chr10	111214815	111214820	-	0.000	0.000	Merged-chr10-111214498-109
NR9670--MA0089.1.MAFG::NFE2L1	chr6	34995396	34995401	+	0.000	0.000	Merged-chr6-34995319-60
NR4140--MA0501.1.MAF::NFE2	chr15	6986299	6986313	-	0.000	0.000	Merged-chr15-6986369-8
NR3430--MA0496.2.MAFK	chr13	96697953	96697971	+	0.000	0.000	Merged-chr13-96698036-39
NR1432--MA0089.1.MAFG::NFE2L1	chr10	88406050	88406055	-	0.000	0.000	Merged-chr10-88405928-47
NR9716--MA0591.1.Bach1::Mafk	chr6	51470694	51470708	+	0.000	0.000	Merged-chr6-51470874-3
NR8841--MA0089.1.MAFG::NFE2L1	chr4	155207923	155207928	+	0.000	0.000	Merged-chr4-155207729-1
NR374--MA0117.2.Mafb	chr1	94035480	94035491	+	0.000	0.000	Merged-chr1-94035484-87
NR3492--MA0089.1.MAFG::NFE2L1	chr13	102645056	102645061	-	0.000	0.000	Merged-chr13-102645059-45
NR822--MA0659.1.MAFG	chr1	181157216	181157236	-	0.000	0.000	Merged-chr1-181157308-13
NR2135--MA0495.2.MAFF	chr11	83828747	83828767	+	0.000	0.000	Merged-chr11-83828814-21
NR2634--MA0501.1.MAF::NFE2	chr12	52644368	52644382	+	0.000	0.000	Merged-chr12-52644289-23
NR9889--MA0591.1.Bach1::Mafk	chr6	91061508	91061522	-	0.000	0.000	Merged-chr6-91061386-8
NR6662--MA0501.1.MAF::NFE2	chr2	84059439	84059453	-	0.000	0.000	Merged-chr2-84059493-47
NR2081--MA0591.1.Bach1::Mafk	chr11	74973442	74973456	+	0.000	0.000	Merged-chr11-74973432-13
NR4979--MA0591.1.Bach1::Mafk	chr16	92904128	92904142	+	0.000	0.000	Merged-chr16-92904166-16
NR2459--MA0117.2.Mafb	chr11	120013376	120013387	+	0.000	0.000	Merged-chr11-120013327-19
NR8061--MA0089.1.MAFG::NFE2L1	chr3	152355557	152355562	+	0.000	0.000	Merged-chr3-152355609-21
NR5362--MA0089.1.MAFG::NFE2L1	chr17	69401323	69401328	-	0.000	0.000	Merged-chr17-69401476-24
NR8685--MA0659.1.MAFG	chr4	140964843	140964863	-	0.000	0.000	Merged-chr4-140964850-8
NR10836--MA0495.2.MAFF	chr7	104465137	104465157	-	0.000	0.000	Merged-chr7-104465292-53
NR11290--MA0495.2.MAFF	chr8	46654767	46654787	-	0.000	0.000	Merged-chr8-46654782-26
NR9002--MA0089.1.MAFG::NFE2L1	chr5	35176589	35176594	+	0.000	0.000	Merged-chr5-35176446-65
NR6303--MA0089.1.MAFG::NFE2L1	chr2	3769450	3769455	-	0.000	0.000	Merged-chr2-3769538-15
NR8334--MA0495.2.MAFF	chr4	88079188	88079208	-	0.000	0.000	Merged-chr4-88079193-33
NR3099--MA0496.2.MAFK	chr13	20133961	20133979	-	0.000	0.000	Merged-chr13-20133930-14
NR2360--MA0591.1.Bach1::Mafk	chr11	113009445	113009459	-	0.000	0.000	Merged-chr11-113009621-13
NR2137--MA0659.1.MAFG	chr11	83828747	83828767	+	0.000	0.000	Merged-chr11-83828814-21
NR7554--MA0501.1.MAF::NFE2	chr3	40761546	40761560	-	0.000	0.000	Merged-chr3-40761563-9
NR10742--MA0495.2.MAFF	chr7	84196447	84196467	-	0.000	0.000	Merged-chr7-84196453-50
NR10989--MA0089.1.MAFG::NFE2L1	chr7	120754786	120754791	+	0.000	0.000	Merged-chr7-120754842-25
NR4885--MA0117.2.Mafb	chr16	70421351	70421362	+	0.000	0.000	Merged-chr16-70421204-38
NR1960--MA0117.2.Mafb	chr11	59293985	59293996	-	0.000	0.000	Merged-chr11-59293910-11
NR7022--MA0117.2.Mafb	chr2	139671641	139671652	-	0.000	0.000	Merged-chr2-139671820-32
NR11292--MA0659.1.MAFG	chr8	46654767	46654787	-	0.000	0.000	Merged-chr8-46654782-26
NR7374--MA0495.2.MAFF	chr2	172392428	172392448	+	0.000	0.000	Merged-chr2-172392373-19
NR7158--MA0089.1.MAFG::NFE2L1	chr2	150918919	150918924	-	0.000	0.000	Merged-chr2-150918832-31
NR4306--MA0495.2.MAFF	chr15	61541265	61541285	-	0.000	0.000	Merged-chr15-61541070-57
NR1383--MA0591.1.Bach1::Mafk	chr10	82354287	82354301	-	0.000	0.000	Merged-chr10-82354419-73
NR2383--MA0117.2.Mafb	chr11	114883427	114883438	+	0.000	0.000	Merged-chr11-114883420-19
NR3999--MA0496.2.MAFK	chr14	87050400	87050418	+	0.000	0.000	Merged-chr14-87050365-8
NR7443--MA0501.1.MAF::NFE2	chr2	178058595	178058609	-	0.000	0.000	Merged-chr2-178058461-43
NR1860--MA0495.2.MAFF	chr11	43729108	43729128	+	0.000	0.000	Merged-chr11-43729040-41
NR4552--MA0591.1.Bach1::Mafk	chr15	100600093	100600107	-	0.000	0.000	Merged-chr15-100600141-58
NR6277--MA0117.2.Mafb	chr19	60182820	60182831	+	0.000	0.000	Merged-chr19-60182957-49
NR45--MA0089.1.MAFG::NFE2L1	chr1	17097958	17097963	+	0.000	0.000	Merged-chr1-17097864-27
NR6013--MA0591.1.Bach1::Mafk	chr19	14503999	14504013	-	0.000	0.000	Merged-chr19-14504107-29
NR11331--MA0501.1.MAF::NFE2	chr8	68674322	68674336	+	0.000	0.000	Merged-chr8-68674402-29
NR4536--MA0117.2.Mafb	chr15	99009003	99009014	+	0.000	0.000	Merged-chr15-99008995-43
NR5502--MA0501.1.MAF::NFE2	chr17	87300509	87300523	+	0.000	0.000	Merged-chr17-87300519-3
NR9115--MA0089.1.MAFG::NFE2L1	chr5	77367926	77367931	+	0.000	0.000	Merged-chr5-77367800-15
NR5677--MA0089.1.MAFG::NFE2L1	chr18	41949350	41949355	+	0.000	0.000	Merged-chr18-41949316-38
NR7392--MA0495.2.MAFF	chr2	173452102	173452122	+	0.000	0.000	Merged-chr2-173452276-60
NR5981--MA0591.1.Bach1::Mafk	chr19	8997799	8997813	+	0.000	0.000	Merged-chr19-8997882-60
NR3213--MA0089.1.MAFG::NFE2L1	chr13	45884942	45884947	+	0.000	0.000	Merged-chr13-45885080-29
NR12188--MA0591.1.Bach1::Mafk	chr9	93131714	93131728	-	0.000	0.000	Merged-chr9-93131866-17
NR685--MA0501.1.MAF::NFE2	chr1	162215974	162215988	-	0.000	0.000	Merged-chr1-162215888-4
NR2854--MA0591.1.Bach1::Mafk	chr12	104025303	104025317	-	0.000	0.000	Merged-chr12-104025183-1
NR5273--MA0089.1.MAFG::NFE2L1	chr17	44612302	44612307	+	0.000	0.000	Merged-chr17-44612310-71
NR11962--MA0495.2.MAFF	chr9	61187130	61187150	+	0.000	0.000	Merged-chr9-61187199-16
NR8678--MA0089.1.MAFG::NFE2L1	chr4	140948246	140948251	-	0.000	0.000	Merged-chr4-140948211-54
NR4935--MA0089.1.MAFG::NFE2L1	chr16	87754904	87754909	+	0.000	0.000	Merged-chr16-87755077-33
NR11424--MA0089.1.MAFG::NFE2L1	chr8	83740305	83740310	-	0.000	0.000	Merged-chr8-83740218-49
NR3515--MA0089.1.MAFG::NFE2L1	chr13	106998833	106998838	+	0.000	0.000	Merged-chr13-106998870-40
NR3006--MA0495.2.MAFF	chr12	117764919	117764939	+	0.000	0.000	Merged-chr12-117765021-33
NR1847--MA0495.2.MAFF	chr11	34049137	34049157	+	0.000	0.000	Merged-chr11-34049016-54
NR9227--MA0501.1.MAF::NFE2	chr5	99339910	99339924	+	0.000	0.000	Merged-chr5-99339913-40
NR2610--MA0495.2.MAFF	chr12	40244074	40244094	+	0.000	0.000	Merged-chr12-40244001-31
NR735--MA0501.1.MAF::NFE2	chr1	170136613	170136627	-	0.000	0.000	Merged-chr1-170136601-45
NR368--MA0496.2.MAFK	chr1	92119342	92119360	-	0.000	0.000	Merged-chr1-92119439-48
NR8378--MA0591.1.Bach1::Mafk	chr4	89516002	89516016	-	0.000	0.000	Merged-chr4-89516226-43
NR12440--MA0089.1.MAFG::NFE2L1	chrX	53643619	53643624	+	0.000	0.000	Merged-chrX-53643613-70
NR11020--MA0089.1.MAFG::NFE2L1	chr7	123120705	123120710	-	0.000	0.000	Merged-chr7-123120746-3
NR3872--MA0501.1.MAF::NFE2	chr14	64650075	64650089	+	0.000	0.000	Merged-chr14-64650080-4
NR8276--MA0501.1.MAF::NFE2	chr4	62476050	62476064	+	0.000	0.000	Merged-chr4-62476033-55
NR8142--MA0495.2.MAFF	chr4	12778374	12778394	-	0.000	0.000	Merged-chr4-12778412-28
NR606--MA0495.2.MAFF	chr1	153288164	153288184	+	0.000	0.000	Merged-chr1-153288080-22
NR3789--MA0496.2.MAFK	chr14	51083103	51083121	+	0.000	0.000	Merged-chr14-51083071-53
NR5171--MA0089.1.MAFG::NFE2L1	chr17	28007370	28007375	+	0.000	0.000	Merged-chr17-28007418-17
NR1919--MA0591.1.Bach1::Mafk	chr11	51264661	51264675	+	0.000	0.000	Merged-chr11-51264498-29
NR13--MA0117.2.Mafb	chr1	9826011	9826022	-	0.000	0.000	Merged-chr1-9826104-1
NR2612--MA0659.1.MAFG	chr12	40244074	40244094	+	0.000	0.000	Merged-chr12-40244001-31
NR6962--MA0501.1.MAF::NFE2	chr2	130030038	130030052	-	0.000	0.000	Merged-chr2-130029976-28
NR7276--MA0495.2.MAFF	chr2	166607151	166607171	+	0.000	0.000	Merged-chr2-166607083-27
NR2167--MA0495.2.MAFF	chr11	87724906	87724926	+	0.000	0.000	Merged-chr11-87724985-4
NR6081--MA0591.1.Bach1::Mafk	chr19	32196396	32196410	-	0.000	0.000	Merged-chr19-32196398-13
NR7156--MA0089.1.MAFG::NFE2L1	chr2	150910463	150910468	-	0.000	0.000	Merged-chr2-150910563-2
NR7869--MA0501.1.MAF::NFE2	chr3	123192159	123192173	+	0.000	0.000	Merged-chr3-123192207-28
NR7532--MA0089.1.MAFG::NFE2L1	chr3	31056840	31056845	+	0.000	0.000	Merged-chr3-31056991-112
NR3136--MA0495.2.MAFF	chr13	31505464	31505484	-	0.000	0.000	Merged-chr13-31505526-12
NR11853--MA0501.1.MAF::NFE2	chr9	35475640	35475654	-	0.000	0.000	Merged-chr9-35475679-27
NR8144--MA0659.1.MAFG	chr4	12778374	12778394	-	0.000	0.000	Merged-chr4-12778412-28
NR9402--MA0089.1.MAFG::NFE2L1	chr5	124953214	124953219	+	0.000	0.000	Merged-chr5-124953215-25
NR4668--MA0501.1.MAF::NFE2	chr16	22794961	22794975	+	0.000	0.000	Merged-chr16-22794765-7
NR4544--MA0089.1.MAFG::NFE2L1	chr15	100189188	100189193	+	0.000	0.000	Merged-chr15-100189073-42
NR9956--MA0501.1.MAF::NFE2	chr6	100314332	100314346	-	0.000	0.000	Merged-chr6-100314409-23
NR7273--MA0591.1.Bach1::Mafk	chr2	166035997	166036011	+	0.000	0.000	Merged-chr2-166035871-23
NR5473--MA0089.1.MAFG::NFE2L1	chr17	84635862	84635867	-	0.000	0.000	Merged-chr17-84635720-1
NR11404--MA0591.1.Bach1::Mafk	chr8	78738754	78738768	+	0.000	0.000	Merged-chr8-78738869-6
NR11726--MA0591.1.Bach1::Mafk	chr8	126693815	126693829	+	0.000	0.000	Merged-chr8-126693986-5
NR11248--MA0089.1.MAFG::NFE2L1	chr8	22838978	22838983	-	0.000	0.000	Merged-chr8-22838847-46
NR7970--MA0495.2.MAFF	chr3	142533310	142533330	-	0.000	0.000	Merged-chr3-142533345-44
NR6414--MA0089.1.MAFG::NFE2L1	chr2	31115537	31115542	-	0.000	0.000	Merged-chr2-31115374-11
NR6967--MA0117.2.Mafb	chr2	131254122	131254133	-	0.000	0.000	Merged-chr2-131254013-54
NR5752--MA0501.1.MAF::NFE2	chr18	61626446	61626460	+	0.000	0.000	Merged-chr18-61626581-16
NR12125--MA0496.2.MAFK	chr9	83564271	83564289	-	0.000	0.000	Merged-chr9-83564254-44
NR2852--MA0495.2.MAFF	chr12	104025300	104025320	+	0.000	0.000	Merged-chr12-104025183-1
NR3008--MA0117.2.Mafb	chr12	117820747	117820758	-	0.000	0.000	Merged-chr12-117820691-48
NR1773--MA0659.1.MAFG	chr11	11766210	11766230	+	0.000	0.000	Merged-chr11-11766225-56
NR4344--MA0117.2.Mafb	chr15	64173598	64173609	-	0.000	0.000	Merged-chr15-64173635-34
NR7919--MA0501.1.MAF::NFE2	chr3	133626798	133626812	-	0.000	0.000	Merged-chr3-133626779-42
NR7054--MA0117.2.Mafb	chr2	144343219	144343230	+	0.000	0.000	Merged-chr2-144343268-23
NR11389--MA0501.1.MAF::NFE2	chr8	77376674	77376688	+	0.000	0.000	Merged-chr8-77376569-21
NR3802--MA0089.1.MAFG::NFE2L1	chr14	53369885	53369890	+	0.000	0.000	Merged-chr14-53369975-12
NR4682--MA0496.2.MAFK	chr16	24391326	24391344	+	0.000	0.000	Merged-chr16-24391314-24
NR6010--MA0089.1.MAFG::NFE2L1	chr19	12833815	12833820	-	0.000	0.000	Merged-chr19-12833671-54
NR1614--MA0496.2.MAFK	chr10	118110084	118110102	+	0.000	0.000	Merged-chr10-118110099-23
NR9919--MA0089.1.MAFG::NFE2L1	chr6	97447145	97447150	+	0.000	0.000	Merged-chr6-97447180-22
NR4470--MA0591.1.Bach1::Mafk	chr15	85477770	85477784	+	0.000	0.000	Merged-chr15-85477783-17
NR8689--MA0089.1.MAFG::NFE2L1	chr4	141405006	141405011	+	0.000	0.000	Merged-chr4-141404988-27
NR1858--MA0089.1.MAFG::NFE2L1	chr11	43377448	43377453	+	0.000	0.000	Merged-chr11-43377382-54
NR1356--MA0501.1.MAF::NFE2	chr10	80024348	80024362	+	0.000	0.000	Merged-chr10-80024302-65
NR2616--MA0501.1.MAF::NFE2	chr12	41090047	41090061	+	0.000	0.000	Merged-chr12-41090116-16
NR825--MA0496.2.MAFK	chr1	181157217	181157235	-	0.000	0.000	Merged-chr1-181157308-13
NR6791--MA0089.1.MAFG::NFE2L1	chr2	114059831	114059836	-	0.000	0.000	Merged-chr2-114059851-34
NR2578--MA0591.1.Bach1::Mafk	chr12	32635200	32635214	-	0.000	0.000	Merged-chr12-32635321-24
NR6548--MA0501.1.MAF::NFE2	chr2	52955277	52955291	+	0.000	0.000	Merged-chr2-52955279-28
NR5096--MA0496.2.MAFK	chr17	10840175	10840193	+	0.000	0.000	Merged-chr17-10840429-74
NR3172--MA0495.2.MAFF	chr13	37759942	37759962	-	0.000	0.000	Merged-chr13-37760092-14
NR6372--MA0501.1.MAF::NFE2	chr2	18821913	18821927	-	0.000	0.000	Merged-chr2-18821841-56
NR3270--MA0496.2.MAFK	chr13	52915690	52915708	-	0.000	0.000	Merged-chr13-52915528-4
NR2598--MA0089.1.MAFG::NFE2L1	chr12	36423453	36423458	-	0.000	0.000	Merged-chr12-36423339-1
NR11501--MA0496.2.MAFK	chr8	95833278	95833296	-	0.000	0.000	Merged-chr8-95833320-2
NR7187--MA0495.2.MAFF	chr2	154603806	154603826	-	0.000	0.000	Merged-chr2-154603925-61
NR9013--MA0495.2.MAFF	chr5	36996669	36996689	+	0.000	0.000	Merged-chr5-36996710-15
NR4669--MA0496.2.MAFK	chr16	22794956	22794974	+	0.000	0.000	Merged-chr16-22794765-7
NR8682--MA0591.1.Bach1::Mafk	chr4	140964846	140964860	+	0.000	0.000	Merged-chr4-140964850-8
NR12385--MA0591.1.Bach1::Mafk	chr9	121928778	121928792	+	0.000	0.000	Merged-chr9-121928760-13
NR2396--MA0501.1.MAF::NFE2	chr11	115172982	115172996	+	0.000	0.000	Merged-chr11-115173098-6
NR5338--MA0501.1.MAF::NFE2	chr17	63362388	63362402	-	0.000	0.000	Merged-chr17-63362357-31
NR7167--MA0089.1.MAFG::NFE2L1	chr2	152791189	152791194	+	0.000	0.000	Merged-chr2-152791058-14
NR11472--MA0591.1.Bach1::Mafk	chr8	94134740	94134754	-	0.000	0.000	Merged-chr8-94134861-17
NR2993--MA0659.1.MAFG	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR2928--MA0496.2.MAFK	chr12	112956087	112956105	+	0.000	0.000	Merged-chr12-112956111-20
NR2685--MA0089.1.MAFG::NFE2L1	chr12	73716047	73716052	+	0.000	0.000	Merged-chr12-73715902-65
NR10970--MA0089.1.MAFG::NFE2L1	chr7	117428880	117428885	-	0.000	0.000	Merged-chr7-117429043-56
NR9527--MA0501.1.MAF::NFE2	chr5	149160699	149160713	-	0.000	0.000	Merged-chr5-149160687-30
NR7084--MA0495.2.MAFF	chr2	145804907	145804927	+	0.000	0.000	Merged-chr2-145804796-32
NR5555--MA0591.1.Bach1::Mafk	chr18	6281375	6281389	+	0.000	0.000	Merged-chr18-6281338-48
NR11311--MA0659.1.MAFG	chr8	54660905	54660925	-	0.000	0.000	Merged-chr8-54660891-16
NR3626--MA0089.1.MAFG::NFE2L1	chr13	115011757	115011762	-	0.000	0.000	Merged-chr13-115011790-8
NR12020--MA0591.1.Bach1::Mafk	chr9	66899833	66899847	-	0.000	0.000	Merged-chr9-66899689-35
NR7189--MA0659.1.MAFG	chr2	154603806	154603826	+	0.000	0.000	Merged-chr2-154603925-61
NR8724--MA0591.1.Bach1::Mafk	chr4	144916724	144916738	+	0.000	0.000	Merged-chr4-144916675-7
NR6326--MA0501.1.MAF::NFE2	chr2	10101270	10101284	+	0.000	0.000	Merged-chr2-10101354-20
NR615--MA0501.1.MAF::NFE2	chr1	153690150	153690164	+	0.000	0.000	Merged-chr1-153690210-8
NR6470--MA0591.1.Bach1::Mafk	chr2	35447544	35447558	+	0.000	0.000	Merged-chr2-35447488-46
NR1212--MA0495.2.MAFF	chr10	53346649	53346669	-	0.000	0.000	Merged-chr10-53346835-25
NR7469--MA0089.1.MAFG::NFE2L1	chr3	8971816	8971821	+	0.000	0.000	Merged-chr3-8971852-23
NR9579--MA0117.2.Mafb	chr6	8617379	8617390	+	0.000	0.000	Merged-chr6-8617453-7
NR4171--MA0591.1.Bach1::Mafk	chr15	27884751	27884765	-	0.000	0.000	Merged-chr15-27884591-29
NR10653--MA0496.2.MAFK	chr7	73517588	73517606	-	0.000	0.000	Merged-chr7-73517689-25
NR554--MA0591.1.Bach1::Mafk	chr1	138952346	138952360	+	0.000	0.000	Merged-chr1-138952405-35
NR1943--MA0089.1.MAFG::NFE2L1	chr11	54237148	54237153	+	0.000	0.000	Merged-chr11-54237226-5
NR8016--MA0591.1.Bach1::Mafk	chr3	145032031	145032045	-	0.000	0.000	Merged-chr3-145031974-3
NR12060--MA0089.1.MAFG::NFE2L1	chr9	73073477	73073482	+	0.000	0.000	Merged-chr9-73073244-62
NR639--MA0591.1.Bach1::Mafk	chr1	156667645	156667659	-	0.000	0.000	Merged-chr1-156667693-16
NR3056--MA0495.2.MAFF	chr13	6626710	6626730	+	0.000	0.000	Merged-chr13-6626818-32
NR12278--MA0591.1.Bach1::Mafk	chr9	111290150	111290164	+	0.000	0.000	Merged-chr9-111290022-34
NR11043--MA0591.1.Bach1::Mafk	chr7	126725177	126725191	-	0.000	0.000	Merged-chr7-126725257-13
NR6099--MA0117.2.Mafb	chr19	33123101	33123112	+	0.000	0.000	Merged-chr19-33122917-8
NR4857--MA0089.1.MAFG::NFE2L1	chr16	58498647	58498652	+	0.000	0.000	Merged-chr16-58498584-48
NR5370--MA0495.2.MAFF	chr17	71192185	71192205	-	0.000	0.000	Merged-chr17-71192022-46
NR1516--MA0496.2.MAFK	chr10	99162369	99162387	+	0.000	0.000	Merged-chr10-99162155-24
NR6547--MA0659.1.MAFG	chr2	52955271	52955291	-	0.000	0.000	Merged-chr2-52955279-28
NR7441--MA0089.1.MAFG::NFE2L1	chr2	178023295	178023300	-	0.000	0.000	Merged-chr2-178023358-56
NR1214--MA0659.1.MAFG	chr10	53346649	53346669	-	0.000	0.000	Merged-chr10-53346835-25
NR2420--MA0117.2.Mafb	chr11	117220981	117220992	+	0.000	0.000	Merged-chr11-117220944-8
NR9426--MA0089.1.MAFG::NFE2L1	chr5	134304058	134304063	-	0.000	0.000	Merged-chr5-134304232-28
NR10797--MA0501.1.MAF::NFE2	chr7	99980510	99980524	-	0.000	0.000	Merged-chr7-99980241-66
NR9999--MA0501.1.MAF::NFE2	chr6	108454700	108454714	+	0.000	0.000	Merged-chr6-108454895-45
NR9992--MA0089.1.MAFG::NFE2L1	chr6	107749923	107749928	-	0.000	0.000	Merged-chr6-107750047-3
NR4696--MA0496.2.MAFK	chr16	24854664	24854682	+	0.000	0.000	Merged-chr16-24854563-13
NR5482--MA0495.2.MAFF	chr17	86206502	86206522	+	0.000	0.000	Merged-chr17-86206449-38
NR2082--MA0496.2.MAFK	chr11	74973440	74973458	+	0.000	0.000	Merged-chr11-74973432-13
NR5891--MA0501.1.MAF::NFE2	chr18	82589263	82589277	-	0.000	0.000	Merged-chr18-82589153-34
NR7995--MA0659.1.MAFG	chr3	144134643	144134663	-	0.000	0.000	Merged-chr3-144134560-2
NR5674--MA0496.2.MAFK	chr18	39877922	39877940	-	0.000	0.000	Merged-chr18-39877975-43
NR9513--MA0089.1.MAFG::NFE2L1	chr5	147187278	147187283	-	0.000	0.000	Merged-chr5-147187234-26
NR4386--MA0591.1.Bach1::Mafk	chr15	73318870	73318884	-	0.000	0.000	Merged-chr15-73318798-19
NR3151--MA0591.1.Bach1::Mafk	chr13	33003649	33003663	-	0.000	0.000	Merged-chr13-33003757-27
NR6323--MA0089.1.MAFG::NFE2L1	chr2	9867583	9867588	-	0.000	0.000	Merged-chr2-9867507-76
NR5093--MA0089.1.MAFG::NFE2L1	chr17	8305956	8305961	+	0.000	0.000	Merged-chr17-8305975-23
NR8811--MA0591.1.Bach1::Mafk	chr4	149979902	149979916	+	0.000	0.000	Merged-chr4-149980058-32
NR4170--MA0117.2.Mafb	chr15	27884618	27884629	+	0.000	0.000	Merged-chr15-27884591-29
NR707--MA0089.1.MAFG::NFE2L1	chr1	165722907	165722912	-	0.000	0.000	Merged-chr1-165722797-48
NR5580--MA0496.2.MAFK	chr18	12634782	12634800	+	0.000	0.000	Merged-chr18-12634847-43
NR5609--MA0089.1.MAFG::NFE2L1	chr18	23828700	23828705	-	0.000	0.000	Merged-chr18-23828715-22
NR8496--MA0496.2.MAFK	chr4	116018507	116018525	+	0.000	0.000	Merged-chr4-116018460-3
NR216--MA0089.1.MAFG::NFE2L1	chr1	61203263	61203268	-	0.000	0.000	Merged-chr1-61203375-24
NR3597--MA0501.1.MAF::NFE2	chr13	112458786	112458800	+	0.000	0.000	Merged-chr13-112458738-9
NR10315--MA0089.1.MAFG::NFE2L1	chr6	143642255	143642260	+	0.000	0.000	Merged-chr6-143642448-1
NR10345--MA0591.1.Bach1::Mafk	chr6	145256833	145256847	+	0.000	0.000	Merged-chr6-145256997-16
NR11620--MA0089.1.MAFG::NFE2L1	chr8	119394943	119394948	-	0.000	0.000	Merged-chr8-119394915-65
NR1552--MA0089.1.MAFG::NFE2L1	chr10	111997264	111997269	+	0.000	0.000	Merged-chr10-111997186-1
NR1572--MA0117.2.Mafb	chr10	115332621	115332632	-	0.000	0.000	Merged-chr10-115332593-43
NR4139--MA0117.2.Mafb	chr15	6986299	6986310	+	0.000	0.000	Merged-chr15-6986369-8
NR11538--MA0495.2.MAFF	chr8	110939139	110939159	-	0.000	0.000	Merged-chr8-110939286-87
NR10459--MA0659.1.MAFG	chr7	16343735	16343755	-	0.000	0.000	Merged-chr7-16343810-22
NR9324--MA0089.1.MAFG::NFE2L1	chr5	112273161	112273166	+	0.000	0.000	Merged-chr5-112273170-1
NR11459--MA0089.1.MAFG::NFE2L1	chr8	90936787	90936792	+	0.000	0.000	Merged-chr8-90936963-24
NR4806--MA0117.2.Mafb	chr16	51691084	51691095	+	0.000	0.000	Merged-chr16-51690993-50
NR11873--MA0496.2.MAFK	chr9	42108608	42108626	+	0.000	0.000	Merged-chr9-42108628-57
NR998--MA0117.2.Mafb	chr1	193726527	193726538	-	0.000	0.000	Merged-chr1-193726610-1
NR9890--MA0089.1.MAFG::NFE2L1	chr6	91156637	91156642	+	0.000	0.000	Merged-chr6-91156791-33
NR5021--MA0591.1.Bach1::Mafk	chr16	95893617	95893631	+	0.000	0.000	Merged-chr16-95893684-47
NR1583--MA0591.1.Bach1::Mafk	chr10	116473397	116473411	+	0.000	0.000	Merged-chr10-116473296-5
NR9918--MA0495.2.MAFF	chr6	97447130	97447150	-	0.000	0.000	Merged-chr6-97447180-22
NR5108--MA0117.2.Mafb	chr17	13542824	13542835	+	0.000	0.000	Merged-chr17-13542636-45
NR6659--MA0117.2.Mafb	chr2	84059439	84059450	+	0.000	0.000	Merged-chr2-84059493-47
NR3734--MA0117.2.Mafb	chr14	27390718	27390729	+	0.000	0.000	Merged-chr14-27390836-41
NR4468--MA0496.2.MAFK	chr15	85469118	85469136	+	0.000	0.000	Merged-chr15-85469002-5
NR2069--MA0496.2.MAFK	chr11	73137755	73137773	-	0.000	0.000	Merged-chr11-73137945-101
NR1465--MA0659.1.MAFG	chr10	93567012	93567032	-	0.000	0.000	Merged-chr10-93567136-2
