#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR4417--MA0501.1.MAF::NFE2	chr16	52108101	52108115	-	0.000	0.000	Merged-chr16-52108040-37
NR10503--MA0501.1.MAF::NFE2	chr8	121187827	121187841	+	0.000	0.000	Merged-chr8-121187823-40
NR8445--MA0501.1.MAF::NFE2	chr5	118459263	118459277	+	0.000	0.000	Merged-chr5-118459323-25
NR8702--MA0501.1.MAF::NFE2	chr6	8648828	8648842	+	0.000	0.000	Merged-chr6-8648625-101
NR4791--MA0496.2.MAFK	chr17	32891343	32891361	+	0.000	0.000	Merged-chr17-32891413-48
NR8232--MA0089.1.MAFG::NFE2L1	chr5	77367924	77367929	-	0.000	0.000	Merged-chr5-77367800-15
NR8493--MA0495.2.MAFF	chr5	130196620	130196640	+	0.000	0.000	Merged-chr5-130196551-48
NR602--MA0591.1.Bach1::Mafk	chr1	162207440	162207454	+	0.000	0.000	Merged-chr1-162207431-48
NR2330--MA0089.1.MAFG::NFE2L1	chr12	41039974	41039979	-	0.000	0.000	Merged-chr12-41040097-12
NR10755--MA0117.2.Mafb	chr9	48562572	48562583	-	0.000	0.000	Merged-chr9-48562670-30
NR2081--MA0659.1.MAFG	chr11	106994504	106994524	-	0.000	0.000	Merged-chr11-106994404-9
NR3799--MA0591.1.Bach1::Mafk	chr14	121710264	121710278	+	0.000	0.000	Merged-chr14-121710333-21
NR5543--MA0117.2.Mafb	chr19	32406945	32406956	-	0.000	0.000	Merged-chr19-32406889-30
NR2327--MA0591.1.Bach1::Mafk	chr12	40017109	40017123	+	0.000	0.000	Merged-chr12-40017136-45
NR2463--MA0501.1.MAF::NFE2	chr12	84417265	84417279	+	0.000	0.000	Merged-chr12-84417394-49
NR5620--MA0089.1.MAFG::NFE2L1	chr19	53800694	53800699	-	0.000	0.000	Merged-chr19-53800770-48
NR1364--MA0501.1.MAF::NFE2	chr10	93959602	93959616	-	0.000	0.000	Merged-chr10-93959605-18
NR4392--MA0591.1.Bach1::Mafk	chr16	49952132	49952146	+	0.000	0.000	Merged-chr16-49952137-20
NR9578--MA0089.1.MAFG::NFE2L1	chr7	44405675	44405680	-	0.000	0.000	Merged-chr7-44405831-50
NR7835--MA0659.1.MAFG	chr4	142153734	142153754	-	0.000	0.000	Merged-chr4-142153700-30
NR3290--MA0501.1.MAF::NFE2	chr13	112287331	112287345	-	0.000	0.000	Merged-chr13-112287336-21
NR9216--MA0495.2.MAFF	chr6	128345840	128345860	-	0.000	0.000	Merged-chr6-128345779-18
NR6405--MA0659.1.MAFG	chr2	152810316	152810336	+	0.000	0.000	Merged-chr2-152810370-23
NR6925--MA0591.1.Bach1::Mafk	chr3	102755993	102756007	+	0.000	0.000	Merged-chr3-102756086-59
NR4010--MA0117.2.Mafb	chr15	59650939	59650950	-	0.000	0.000	Merged-chr15-59650805-18
NR1427--MA0089.1.MAFG::NFE2L1	chr10	107946511	107946516	+	0.000	0.000	Merged-chr10-107946593-22
NR3601--MA0659.1.MAFG	chr14	71035803	71035823	+	0.000	0.000	Merged-chr14-71035782-16
NR4182--MA0501.1.MAF::NFE2	chr15	95276698	95276712	+	0.000	0.000	Merged-chr15-95276729-22
NR7124--MA0501.1.MAF::NFE2	chr3	135604825	135604839	-	0.000	0.000	Merged-chr3-135604723-37
NR3147--MA0495.2.MAFF	chr13	99412994	99413014	+	0.000	0.000	Merged-chr13-99412830-24
NR2934--MA0089.1.MAFG::NFE2L1	chr13	51970224	51970229	-	0.000	0.000	Merged-chr13-51970284-43
NR2067--MA0089.1.MAFG::NFE2L1	chr11	106255869	106255874	-	0.000	0.000	Merged-chr11-106255994-73
NR7714--MA0117.2.Mafb	chr4	123183440	123183451	+	0.000	0.000	Merged-chr4-123183397-53
NR10352--MA0089.1.MAFG::NFE2L1	chr8	95915099	95915104	-	0.000	0.000	Merged-chr8-95915075-27
NR1965--MA0496.2.MAFK	chr11	88748151	88748169	-	0.000	0.000	Merged-chr11-88748166-8
NR1607--MA0496.2.MAFK	chr11	3151527	3151545	-	0.000	0.000	Merged-chr11-3151424-21
NR5848--MA0089.1.MAFG::NFE2L1	chr2	45017352	45017357	+	0.000	0.000	Merged-chr2-45017480-33
NR9133--MA0659.1.MAFG	chr6	117431667	117431687	-	0.000	0.000	Merged-chr6-117431708-65
NR1739--MA0117.2.Mafb	chr11	49250441	49250452	-	0.000	0.000	Merged-chr11-49250392-85
NR7018--MA0496.2.MAFK	chr3	115731078	115731096	+	0.000	0.000	Merged-chr3-115730795-45
NR3720--MA0495.2.MAFF	chr14	105177467	105177487	+	0.000	0.000	Merged-chr14-105177397-2
NR883--MA0659.1.MAFG	chr1	191739577	191739597	-	0.000	0.000	Merged-chr1-191739403-4
NR5427--MA0117.2.Mafb	chr19	5532736	5532747	-	0.000	0.000	Merged-chr19-5532720-31
NR1312--MA0495.2.MAFF	chr10	89415701	89415721	-	0.000	0.000	Merged-chr10-89415714-14
NR4564--MA0591.1.Bach1::Mafk	chr16	90279230	90279244	-	0.000	0.000	Merged-chr16-90279320-12
NR4429--MA0496.2.MAFK	chr16	52418694	52418712	-	0.000	0.000	Merged-chr16-52418568-49
NR6865--MA0501.1.MAF::NFE2	chr3	90248124	90248138	-	0.000	0.000	Merged-chr3-90248138-59
NR5000--MA0495.2.MAFF	chr17	84633515	84633535	+	0.000	0.000	Merged-chr17-84633706-27
NR4400--MA0089.1.MAFG::NFE2L1	chr16	50305353	50305358	-	0.000	0.000	Merged-chr16-50305396-32
NR5927--MA0501.1.MAF::NFE2	chr2	66184982	66184996	-	0.000	0.000	Merged-chr2-66184903-51
NR9227--MA0117.2.Mafb	chr6	128766965	128766976	-	0.000	0.000	Merged-chr6-128766936-56
NR3277--MA0495.2.MAFF	chr13	110892452	110892472	-	0.000	0.000	Merged-chr13-110892635-1
NR10657--MA0501.1.MAF::NFE2	chr9	15530005	15530019	-	0.000	0.000	Merged-chr9-15530031-64
NR4928--MA0591.1.Bach1::Mafk	chr17	71215075	71215089	+	0.000	0.000	Merged-chr17-71214914-103
NR11287--MA0591.1.Bach1::Mafk	chrX	113002215	113002229	-	0.000	0.000	Merged-chrX-113002387-37
NR8330--MA0089.1.MAFG::NFE2L1	chr5	103719958	103719963	+	0.000	0.000	Merged-chr5-103720100-12
NR4892--MA0089.1.MAFG::NFE2L1	chr17	57061272	57061277	+	0.000	0.000	Merged-chr17-57061282-9
NR3472--MA0089.1.MAFG::NFE2L1	chr14	48199267	48199272	-	0.000	0.000	Merged-chr14-48199252-26
NR8680--MA0501.1.MAF::NFE2	chr6	3496435	3496449	+	0.000	0.000	Merged-chr6-3496456-14
NR2641--MA0117.2.Mafb	chr12	111516983	111516994	-	0.000	0.000	Merged-chr12-111516948-28
NR10667--MA0089.1.MAFG::NFE2L1	chr9	21237509	21237514	+	0.000	0.000	Merged-chr9-21237618-31
NR4556--MA0501.1.MAF::NFE2	chr16	87700098	87700112	-	0.000	0.000	Merged-chr16-87700097-27
NR3288--MA0659.1.MAFG	chr13	112287331	112287351	+	0.000	0.000	Merged-chr13-112287336-21
NR8841--MA0501.1.MAF::NFE2	chr6	54116510	54116524	-	0.000	0.000	Merged-chr6-54116572-22
NR1714--MA0089.1.MAFG::NFE2L1	chr11	44489545	44489550	-	0.000	0.000	Merged-chr11-44489355-8
NR10892--MA0496.2.MAFK	chr9	83564271	83564289	-	0.000	0.000	Merged-chr9-83564254-44
NR9160--MA0659.1.MAFG	chr6	120294491	120294511	+	0.000	0.000	Merged-chr6-120294540-46
NR3604--MA0495.2.MAFF	chr14	71104097	71104117	-	0.000	0.000	Merged-chr14-71104246-27
NR8914--MA0496.2.MAFK	chr6	72881453	72881471	+	0.000	0.000	Merged-chr6-72881581-61
NR1801--MA0089.1.MAFG::NFE2L1	chr11	61155717	61155722	+	0.000	0.000	Merged-chr11-61155897-9
NR989--MA0495.2.MAFF	chr10	21395711	21395731	+	0.000	0.000	Merged-chr10-21395563-5
NR6688--MA0089.1.MAFG::NFE2L1	chr3	19451182	19451187	+	0.000	0.000	Merged-chr3-19451166-41
NR8730--MA0501.1.MAF::NFE2	chr6	17629870	17629884	+	0.000	0.000	Merged-chr6-17630018-29
NR6649--MA0591.1.Bach1::Mafk	chr2	180070690	180070704	+	0.000	0.000	Merged-chr2-180070748-65
NR3861--MA0089.1.MAFG::NFE2L1	chr15	5263175	5263180	-	0.000	0.000	Merged-chr15-5263232-16
NR5002--MA0117.2.Mafb	chr17	84633524	84633535	-	0.000	0.000	Merged-chr17-84633706-27
NR8070--MA0591.1.Bach1::Mafk	chr5	23412726	23412740	-	0.000	0.000	Merged-chr5-23412694-5
NR5736--MA0591.1.Bach1::Mafk	chr2	13793236	13793250	-	0.000	0.000	Merged-chr2-13793433-83
NR11182--MA0591.1.Bach1::Mafk	chrX	52819571	52819585	-	0.000	0.000	Merged-chrX-52819571-21
NR6660--MA0089.1.MAFG::NFE2L1	chr3	7503509	7503514	-	0.000	0.000	Merged-chr3-7503455-65
NR5587--MA0591.1.Bach1::Mafk	chr19	43940217	43940231	+	0.000	0.000	Merged-chr19-43940128-49
NR11166--MA0501.1.MAF::NFE2	chrX	48429757	48429771	-	0.000	0.000	Merged-chrX-48429732-34
NR8645--MA0089.1.MAFG::NFE2L1	chr5	149604955	149604960	-	0.000	0.000	Merged-chr5-149605038-10
NR177--MA0089.1.MAFG::NFE2L1	chr1	62875856	62875861	-	0.000	0.000	Merged-chr1-62876051-68
NR3787--MA0089.1.MAFG::NFE2L1	chr14	121147264	121147269	+	0.000	0.000	Merged-chr14-121147378-58
NR2957--MA0496.2.MAFK	chr13	55636650	55636668	-	0.000	0.000	Merged-chr13-55636712-28
NR2367--MA0089.1.MAFG::NFE2L1	chr12	55466483	55466488	+	0.000	0.000	Merged-chr12-55466597-41
NR9008--MA0117.2.Mafb	chr6	99435323	99435334	-	0.000	0.000	Merged-chr6-99435291-39
NR10000--MA0501.1.MAF::NFE2	chr7	131112506	131112520	+	0.000	0.000	Merged-chr7-131112700-22
NR2803--MA0591.1.Bach1::Mafk	chr13	14630245	14630259	+	0.000	0.000	Merged-chr13-14630250-50
NR10338--MA0495.2.MAFF	chr8	94458830	94458850	+	0.000	0.000	Merged-chr8-94458814-46
NR9876--MA0089.1.MAFG::NFE2L1	chr7	112679287	112679292	+	0.000	0.000	Merged-chr7-112679423-49
NR10162--MA0591.1.Bach1::Mafk	chr8	40595246	40595260	+	0.000	0.000	Merged-chr8-40595277-53
NR2188--MA0501.1.MAF::NFE2	chr11	119345104	119345118	-	0.000	0.000	Merged-chr11-119345028-19
NR10463--MA0089.1.MAFG::NFE2L1	chr8	118830484	118830489	+	0.000	0.000	Merged-chr8-118830505-12
NR9158--MA0501.1.MAF::NFE2	chr6	120065948	120065962	+	0.000	0.000	Merged-chr6-120065938-28
NR6736--MA0591.1.Bach1::Mafk	chr3	40653193	40653207	+	0.000	0.000	Merged-chr3-40653222-50
NR10744--MA0501.1.MAF::NFE2	chr9	45300632	45300646	+	0.000	0.000	Merged-chr9-45300691-53
NR7639--MA0659.1.MAFG	chr4	109476591	109476611	-	0.000	0.000	Merged-chr4-109476466-95
NR306--MA0591.1.Bach1::Mafk	chr1	105356683	105356697	+	0.000	0.000	Merged-chr1-105356672-84
NR8169--MA0117.2.Mafb	chr5	62711167	62711178	+	0.000	0.000	Merged-chr5-62711036-55
NR3119--MA0089.1.MAFG::NFE2L1	chr13	95813820	95813825	-	0.000	0.000	Merged-chr13-95813903-46
NR8167--MA0089.1.MAFG::NFE2L1	chr5	57964485	57964490	-	0.000	0.000	Merged-chr5-57964492-18
NR9006--MA0496.2.MAFK	chr6	99420833	99420851	+	0.000	0.000	Merged-chr6-99420809-31
NR7829--MA0089.1.MAFG::NFE2L1	chr4	141419657	141419662	-	0.000	0.000	Merged-chr4-141419764-31
NR10349--MA0659.1.MAFG	chr8	95887900	95887920	+	0.000	0.000	Merged-chr8-95888021-125
NR682--MA0117.2.Mafb	chr1	172521087	172521098	+	0.000	0.000	Merged-chr1-172520957-77
NR7338--MA0089.1.MAFG::NFE2L1	chr4	7112369	7112374	+	0.000	0.000	Merged-chr4-7112485-9
NR6560--MA0496.2.MAFK	chr2	168540123	168540141	+	0.000	0.000	Merged-chr2-168539977-33
NR8140--MA0501.1.MAF::NFE2	chr5	48372386	48372400	-	0.000	0.000	Merged-chr5-48372456-58
NR10765--MA0089.1.MAFG::NFE2L1	chr9	53673866	53673871	+	0.000	0.000	Merged-chr9-53673777-24
NR2856--MA0089.1.MAFG::NFE2L1	chr13	32899367	32899372	-	0.000	0.000	Merged-chr13-32899314-35
NR6408--MA0496.2.MAFK	chr2	152810317	152810335	-	0.000	0.000	Merged-chr2-152810370-23
NR10274--MA0089.1.MAFG::NFE2L1	chr8	79680306	79680311	-	0.000	0.000	Merged-chr8-79680182-1
NR2033--MA0591.1.Bach1::Mafk	chr11	101697344	101697358	-	0.000	0.000	Merged-chr11-101697250-12
NR318--MA0495.2.MAFF	chr1	106187695	106187715	-	0.000	0.000	Merged-chr1-106187715-26
NR8469--MA0089.1.MAFG::NFE2L1	chr5	122380010	122380015	-	0.000	0.000	Merged-chr5-122379949-17
NR2333--MA0659.1.MAFG	chr12	41044928	41044948	+	0.000	0.000	Merged-chr12-41044922-24
NR7801--MA0089.1.MAFG::NFE2L1	chr4	136071687	136071692	+	0.000	0.000	Merged-chr4-136071476-30
NR7512--MA0089.1.MAFG::NFE2L1	chr4	83380667	83380672	-	0.000	0.000	Merged-chr4-83380604-15
NR6234--MA0495.2.MAFF	chr2	122754011	122754031	-	0.000	0.000	Merged-chr2-122753909-23
NR3996--MA0659.1.MAFG	chr15	57906811	57906831	+	0.000	0.000	Merged-chr15-57906740-47
NR10012--MA0591.1.Bach1::Mafk	chr7	132765334	132765348	-	0.000	0.000	Merged-chr7-132765248-56
NR7785--MA0501.1.MAF::NFE2	chr4	134853860	134853874	+	0.000	0.000	Merged-chr4-134853664-104
NR1317--MA0496.2.MAFK	chr10	89415702	89415720	-	0.000	0.000	Merged-chr10-89415714-14
NR2658--MA0501.1.MAF::NFE2	chr12	112617406	112617420	-	0.000	0.000	Merged-chr12-112617493-30
NR6307--MA0089.1.MAFG::NFE2L1	chr2	135891302	135891307	+	0.000	0.000	Merged-chr2-135891354-60
NR680--MA0496.2.MAFK	chr1	172289022	172289040	-	0.000	0.000	Merged-chr1-172289073-4
NR886--MA0496.2.MAFK	chr1	191739578	191739596	-	0.000	0.000	Merged-chr1-191739403-4
NR1825--MA0089.1.MAFG::NFE2L1	chr11	66961567	66961572	+	0.000	0.000	Merged-chr11-66961666-9
NR5453--MA0089.1.MAFG::NFE2L1	chr19	10732219	10732224	+	0.000	0.000	Merged-chr19-10732226-43
NR2819--MA0501.1.MAF::NFE2	chr13	21222514	21222528	+	0.000	0.000	Merged-chr13-21222520-28
NR7395--MA0591.1.Bach1::Mafk	chr4	40285609	40285623	-	0.000	0.000	Merged-chr4-40285687-24
NR1334--MA0089.1.MAFG::NFE2L1	chr10	92722429	92722434	+	0.000	0.000	Merged-chr10-92722301-72
NR5010--MA0591.1.Bach1::Mafk	chr17	85023740	85023754	+	0.000	0.000	Merged-chr17-85023702-53
NR6467--MA0495.2.MAFF	chr2	158701693	158701713	-	0.000	0.000	Merged-chr2-158701741-16
NR6093--MA0089.1.MAFG::NFE2L1	chr2	114059831	114059836	-	0.000	0.000	Merged-chr2-114059851-34
NR1143--MA0495.2.MAFF	chr10	60352062	60352082	+	0.000	0.000	Merged-chr10-60352057-41
NR2841--MA0089.1.MAFG::NFE2L1	chr13	24988651	24988656	+	0.000	0.000	Merged-chr13-24988665-13
NR5710--MA0117.2.Mafb	chr2	9946999	9947010	-	0.000	0.000	Merged-chr2-9946908-17
NR2591--MA0495.2.MAFF	chr12	104210043	104210063	+	0.000	0.000	Merged-chr12-104209958-42
NR4847--MA0495.2.MAFF	chr17	47189996	47190016	+	0.000	0.000	Merged-chr17-47189896-43
NR4965--MA0117.2.Mafb	chr17	80224615	80224626	-	0.000	0.000	Merged-chr17-80224526-64
NR9855--MA0659.1.MAFG	chr7	108954452	108954472	-	0.000	0.000	Merged-chr7-108954427-29
NR6395--MA0089.1.MAFG::NFE2L1	chr2	150918921	150918926	+	0.000	0.000	Merged-chr2-150918832-31
NR10561--MA0089.1.MAFG::NFE2L1	chr8	123807201	123807206	+	0.000	0.000	Merged-chr8-123807206-24
NR1433--MA0501.1.MAF::NFE2	chr10	111108774	111108788	+	0.000	0.000	Merged-chr10-111108936-32
NR10244--MA0496.2.MAFK	chr8	71882026	71882044	-	0.000	0.000	Merged-chr8-71881954-63
NR2593--MA0659.1.MAFG	chr12	104210043	104210063	+	0.000	0.000	Merged-chr12-104209958-42
NR7927--MA0089.1.MAFG::NFE2L1	chr4	151996271	151996276	-	0.000	0.000	Merged-chr4-151996356-68
NR338--MA0117.2.Mafb	chr1	107534012	107534023	+	0.000	0.000	Merged-chr1-107533964-30
NR6697--MA0089.1.MAFG::NFE2L1	chr3	21953069	21953074	+	0.000	0.000	Merged-chr3-21953185-77
NR4427--MA0501.1.MAF::NFE2	chr16	52418699	52418713	+	0.000	0.000	Merged-chr16-52418568-49
NR10863--MA0089.1.MAFG::NFE2L1	chr9	80026232	80026237	-	0.000	0.000	Merged-chr9-80026146-29
NR1534--MA0089.1.MAFG::NFE2L1	chr10	122758497	122758502	-	0.000	0.000	Merged-chr10-122758293-88
NR3250--MA0591.1.Bach1::Mafk	chr13	109822603	109822617	-	0.000	0.000	Merged-chr13-109822486-79
NR6096--MA0501.1.MAF::NFE2	chr2	114059828	114059842	-	0.000	0.000	Merged-chr2-114059851-34
NR3519--MA0089.1.MAFG::NFE2L1	chr14	59397160	59397165	-	0.000	0.000	Merged-chr14-59397210-50
NR8910--MA0591.1.Bach1::Mafk	chr6	72881455	72881469	+	0.000	0.000	Merged-chr6-72881581-61
NR2289--MA0089.1.MAFG::NFE2L1	chr12	28829700	28829705	-	0.000	0.000	Merged-chr12-28829718-31
NR3404--MA0089.1.MAFG::NFE2L1	chr14	27225882	27225887	+	0.000	0.000	Merged-chr14-27225749-7
NR7032--MA0089.1.MAFG::NFE2L1	chr3	116751425	116751430	+	0.000	0.000	Merged-chr3-116751371-23
NR9640--MA0117.2.Mafb	chr7	64158958	64158969	+	0.000	0.000	Merged-chr7-64158985-48
NR1701--MA0591.1.Bach1::Mafk	chr11	43681869	43681883	+	0.000	0.000	Merged-chr11-43682127-96
NR4120--MA0591.1.Bach1::Mafk	chr15	81966275	81966289	-	0.000	0.000	Merged-chr15-81966317-19
NR5946--MA0501.1.MAF::NFE2	chr2	70119046	70119060	+	0.000	0.000	Merged-chr2-70118902-52
NR7593--MA0495.2.MAFF	chr4	103203368	103203388	-	0.000	0.000	Merged-chr4-103203272-1
NR3115--MA0089.1.MAFG::NFE2L1	chr13	95517981	95517986	-	0.000	0.000	Merged-chr13-95518086-22
NR10589--MA0496.2.MAFK	chr8	126551247	126551265	+	0.000	0.000	Merged-chr8-126551138-20
NR10706--MA0495.2.MAFF	chr9	37242669	37242689	-	0.000	0.000	Merged-chr9-37242651-16
NR8248--MA0501.1.MAF::NFE2	chr5	90595189	90595203	+	0.000	0.000	Merged-chr5-90595203-46
NR8869--MA0089.1.MAFG::NFE2L1	chr6	65538460	65538465	+	0.000	0.000	Merged-chr6-65538516-95
NR10148--MA0117.2.Mafb	chr8	35678099	35678110	-	0.000	0.000	Merged-chr8-35678032-30
NR7825--MA0089.1.MAFG::NFE2L1	chr4	141148487	141148492	-	0.000	0.000	Merged-chr4-141148544-3
NR6869--MA0591.1.Bach1::Mafk	chr3	90587092	90587106	-	0.000	0.000	Merged-chr3-90587051-129
NR477--MA0117.2.Mafb	chr1	143192337	143192348	+	0.000	0.000	Merged-chr1-143192394-27
NR2906--MA0501.1.MAF::NFE2	chr13	45623967	45623981	-	0.000	0.000	Merged-chr13-45624002-39
NR7490--MA0495.2.MAFF	chr4	63899067	63899087	-	0.000	0.000	Merged-chr4-63899190-80
NR1056--MA0089.1.MAFG::NFE2L1	chr10	40025322	40025327	-	0.000	0.000	Merged-chr10-40025208-45
NR5551--MA0089.1.MAFG::NFE2L1	chr19	33429564	33429569	-	0.000	0.000	Merged-chr19-33429713-40
NR4422--MA0495.2.MAFF	chr16	52418693	52418713	-	0.000	0.000	Merged-chr16-52418568-49
NR7595--MA0659.1.MAFG	chr4	103203368	103203388	+	0.000	0.000	Merged-chr4-103203272-1
NR7912--MA0089.1.MAFG::NFE2L1	chr4	149854336	149854341	-	0.000	0.000	Merged-chr4-149854542-67
NR7547--MA0591.1.Bach1::Mafk	chr4	94603204	94603218	+	0.000	0.000	Merged-chr4-94603187-63
NR8465--MA0089.1.MAFG::NFE2L1	chr5	122163514	122163519	+	0.000	0.000	Merged-chr5-122163401-39
NR7421--MA0089.1.MAFG::NFE2L1	chr4	47234854	47234859	-	0.000	0.000	Merged-chr4-47234972-22
NR1794--MA0501.1.MAF::NFE2	chr11	60811204	60811218	+	0.000	0.000	Merged-chr11-60811220-49
NR10502--MA0659.1.MAFG	chr8	121187821	121187841	-	0.000	0.000	Merged-chr8-121187823-40
NR10708--MA0659.1.MAFG	chr9	37242669	37242689	+	0.000	0.000	Merged-chr9-37242651-16
NR5983--MA0501.1.MAF::NFE2	chr2	84059439	84059453	-	0.000	0.000	Merged-chr2-84059493-47
NR8925--MA0501.1.MAF::NFE2	chr6	83413087	83413101	-	0.000	0.000	Merged-chr6-83413092-38
NR3504--MA0089.1.MAFG::NFE2L1	chr14	55745690	55745695	+	0.000	0.000	Merged-chr14-55745715-52
NR8654--MA0591.1.Bach1::Mafk	chr5	150594652	150594666	+	0.000	0.000	Merged-chr5-150594562-11
NR1358--MA0089.1.MAFG::NFE2L1	chr10	93425854	93425859	-	0.000	0.000	Merged-chr10-93425888-29
NR5169--MA0117.2.Mafb	chr18	39878031	39878042	-	0.000	0.000	Merged-chr18-39877975-43
NR5704--MA0496.2.MAFK	chr2	9574294	9574312	+	0.000	0.000	Merged-chr2-9574386-32
NR8414--MA0496.2.MAFK	chr5	115635604	115635622	+	0.000	0.000	Merged-chr5-115635680-25
NR6290--MA0117.2.Mafb	chr2	131502199	131502210	+	0.000	0.000	Merged-chr2-131502191-12
NR11290--MA0495.2.MAFF	chrX	113075046	113075066	-	0.000	0.000	Merged-chrX-113075086-29
NR4097--MA0117.2.Mafb	chr15	78457441	78457452	+	0.000	0.000	Merged-chr15-78457531-6
NR9524--MA0117.2.Mafb	chr7	24413808	24413819	+	0.000	0.000	Merged-chr7-24413787-50
NR2865--MA0089.1.MAFG::NFE2L1	chr13	35805249	35805254	-	0.000	0.000	Merged-chr13-35805359-9
NR8557--MA0501.1.MAF::NFE2	chr5	142881152	142881166	+	0.000	0.000	Merged-chr5-142881345-35
NR10145--MA0591.1.Bach1::Mafk	chr8	34173432	34173446	+	0.000	0.000	Merged-chr8-34173383-21
NR5851--MA0591.1.Bach1::Mafk	chr2	45023958	45023972	+	0.000	0.000	Merged-chr2-45024097-31
NR2336--MA0496.2.MAFK	chr12	41044929	41044947	+	0.000	0.000	Merged-chr12-41044922-24
NR6597--MA0496.2.MAFK	chr2	174566022	174566040	+	0.000	0.000	Merged-chr2-174566072-46
NR6229--MA0089.1.MAFG::NFE2L1	chr2	122298802	122298807	+	0.000	0.000	Merged-chr2-122298801-31
NR4189--MA0496.2.MAFK	chr15	97213230	97213248	-	0.000	0.000	Merged-chr15-97213099-28
NR4822--MA0089.1.MAFG::NFE2L1	chr17	36121478	36121483	-	0.000	0.000	Merged-chr17-36121498-70
NR6056--MA0591.1.Bach1::Mafk	chr2	104561561	104561575	+	0.000	0.000	Merged-chr2-104561694-40
NR10164--MA0496.2.MAFK	chr8	40595244	40595262	-	0.000	0.000	Merged-chr8-40595277-53
NR7016--MA0495.2.MAFF	chr3	115731077	115731097	-	0.000	0.000	Merged-chr3-115730795-45
NR1047--MA0117.2.Mafb	chr10	39293245	39293256	+	0.000	0.000	Merged-chr10-39293099-66
NR7492--MA0117.2.Mafb	chr4	63943162	63943173	-	0.000	0.000	Merged-chr4-63943077-12
NR6721--MA0591.1.Bach1::Mafk	chr3	33800168	33800182	+	0.000	0.000	Merged-chr3-33800015-65
NR3999--MA0496.2.MAFK	chr15	57906812	57906830	+	0.000	0.000	Merged-chr15-57906740-47
NR9462--MA0591.1.Bach1::Mafk	chr7	3290321	3290335	-	0.000	0.000	Merged-chr7-3290343-35
NR6806--MA0591.1.Bach1::Mafk	chr3	69142603	69142617	+	0.000	0.000	Merged-chr3-69142731-30
NR3617--MA0089.1.MAFG::NFE2L1	chr14	73049212	73049217	-	0.000	0.000	Merged-chr14-73049322-54
NR7245--MA0089.1.MAFG::NFE2L1	chr3	152209744	152209749	+	0.000	0.000	Merged-chr3-152209810-2
NR6882--MA0089.1.MAFG::NFE2L1	chr3	94443348	94443353	-	0.000	0.000	Merged-chr3-94443589-72
NR1298--MA0659.1.MAFG	chr10	86794890	86794910	+	0.000	0.000	Merged-chr10-86794881-42
NR10672--MA0089.1.MAFG::NFE2L1	chr9	22085404	22085409	-	0.000	0.000	Merged-chr9-22085425-60
NR5569--MA0501.1.MAF::NFE2	chr19	37673601	37673615	+	0.000	0.000	Merged-chr19-37673644-14
NR9220--MA0659.1.MAFG	chr6	128345840	128345860	-	0.000	0.000	Merged-chr6-128345779-18
NR7040--MA0117.2.Mafb	chr3	121105070	121105081	-	0.000	0.000	Merged-chr3-121105161-35
NR1340--MA0591.1.Bach1::Mafk	chr10	93069520	93069534	+	0.000	0.000	Merged-chr10-93069523-27
NR4748--MA0089.1.MAFG::NFE2L1	chr17	26503163	26503168	+	0.000	0.000	Merged-chr17-26503198-72
NR1065--MA0117.2.Mafb	chr10	41615688	41615699	+	0.000	0.000	Merged-chr10-41615681-31
NR4787--MA0659.1.MAFG	chr17	32891342	32891362	+	0.000	0.000	Merged-chr17-32891413-48
NR10040--MA0591.1.Bach1::Mafk	chr7	139011175	139011189	+	0.000	0.000	Merged-chr7-139011277-19
NR5764--MA0089.1.MAFG::NFE2L1	chr2	25356354	25356359	-	0.000	0.000	Merged-chr2-25356445-26
NR4294--MA0501.1.MAF::NFE2	chr16	22602608	22602622	+	0.000	0.000	Merged-chr16-22602605-18
NR1202--MA0501.1.MAF::NFE2	chr10	77288757	77288771	-	0.000	0.000	Merged-chr10-77288922-8
NR3227--MA0117.2.Mafb	chr13	108527177	108527188	+	0.000	0.000	Merged-chr13-108527257-30
NR4123--MA0591.1.Bach1::Mafk	chr15	82163819	82163833	+	0.000	0.000	Merged-chr15-82163866-28
NR5701--MA0591.1.Bach1::Mafk	chr2	9574296	9574310	-	0.000	0.000	Merged-chr2-9574386-32
NR11286--MA0495.2.MAFF	chrX	113002212	113002232	-	0.000	0.000	Merged-chrX-113002387-37
NR8099--MA0591.1.Bach1::Mafk	chr5	31576934	31576948	-	0.000	0.000	Merged-chr5-31576784-60
NR8889--MA0496.2.MAFK	chr6	70709473	70709491	+	0.000	0.000	Merged-chr6-70709572-48
NR6214--MA0089.1.MAFG::NFE2L1	chr2	119675575	119675580	-	0.000	0.000	Merged-chr2-119675748-1
NR2155--MA0117.2.Mafb	chr11	116501258	116501269	-	0.000	0.000	Merged-chr11-116501158-2
