#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR2971--MA0037.3.GATA3	chr17	42782413	42782420	+	0.000	0.000	Merged-chr17-42782364-40
NR6056--MA0482.1.Gata4	chr7	101504104	101504114	+	0.000	0.000	Merged-chr7-101503907-73
NR601--MA0140.2.GATA1::TAL1	chr10	7667482	7667499	+	0.000	0.000	Merged-chr10-7667535-49
NR3445--MA0036.3.GATA2	chr19	31321987	31321997	-	0.000	0.000	Merged-chr19-31321995-11
NR6189--MA0035.3.Gata1	chr7	122390320	122390330	+	0.000	0.000	Merged-chr7-122390315-39
NR3129--MA0037.3.GATA3	chr17	86496073	86496080	-	0.000	0.000	Merged-chr17-86495952-1
NR3384--MA0035.3.Gata1	chr19	10816013	10816023	+	0.000	0.000	Merged-chr19-10816124-38
NR5515--MA0766.1.GATA5	chr6	61225494	61225501	-	0.000	0.000	Merged-chr6-61225621-10
NR1669--MA0036.3.GATA2	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR3902--MA0482.1.Gata4	chr2	129385622	129385632	+	0.000	0.000	Merged-chr2-129385556-29
NR3241--MA0035.3.Gata1	chr18	60502492	60502502	+	0.000	0.000	Merged-chr18-60502470-34
NR5767--MA0766.1.GATA5	chr6	129997694	129997701	-	0.000	0.000	Merged-chr6-129997694-33
NR939--MA0037.3.GATA3	chr11	6568134	6568141	-	0.000	0.000	Merged-chr11-6568162-40
NR1511--MA1104.1.GATA6	chr12	103129575	103129587	-	0.000	0.000	Merged-chr12-103129553-17
NR2295--MA0482.1.Gata4	chr14	100222433	100222443	+	0.000	0.000	Merged-chr14-100222353-13
NR1736--MA0035.3.Gata1	chr13	41683053	41683063	+	0.000	0.000	Merged-chr13-41683049-20
NR2837--MA0482.1.Gata4	chr16	90042512	90042522	+	0.000	0.000	Merged-chr16-90042684-16
NR1645--MA0766.1.GATA5	chr13	13730042	13730049	+	0.000	0.000	Merged-chr13-13729900-19
NR6383--MA0482.1.Gata4	chr8	64935135	64935145	+	0.000	0.000	Merged-chr8-64935114-22
NR6357--MA1104.1.GATA6	chr8	36130497	36130509	+	0.000	0.000	Merged-chr8-36130475-35
NR1051--MA0035.3.Gata1	chr11	63148509	63148519	+	0.000	0.000	Merged-chr11-63148506-21
NR2997--MA1104.1.GATA6	chr17	48332827	48332839	-	0.000	0.000	Merged-chr17-48332786-43
NR1630--MA0140.2.GATA1::TAL1	chr13	8457042	8457059	+	0.000	0.000	Merged-chr13-8457184-81
NR5975--MA0036.3.GATA2	chr7	58731045	58731055	+	0.000	0.000	Merged-chr7-58731125-46
NR81--MA0140.2.GATA1::TAL1	chr1	52856472	52856489	-	0.000	0.000	Merged-chr1-52856467-10
NR6195--MA1104.1.GATA6	chr7	123378036	123378048	-	0.000	0.000	Merged-chr7-123378098-56
NR3891--MA0766.1.GATA5	chr2	127328634	127328641	-	0.000	0.000	Merged-chr2-127328606-14
NR1244--MA0140.2.GATA1::TAL1	chr11	101658272	101658289	+	0.000	0.000	Merged-chr11-101658454-78
NR711--MA0036.3.GATA2	chr10	67065796	67065806	+	0.000	0.000	Merged-chr10-67065679-35
NR4397--MA0766.1.GATA5	chr3	126691146	126691153	+	0.000	0.000	Merged-chr3-126690917-48
NR2583--MA0037.3.GATA3	chr15	97790278	97790285	+	0.000	0.000	Merged-chr15-97790248-21
NR6415--MA0482.1.Gata4	chr8	83715199	83715209	-	0.000	0.000	Merged-chr8-83715259-53
NR2579--MA0482.1.Gata4	chr15	97373363	97373373	+	0.000	0.000	Merged-chr15-97373444-153
NR973--MA0766.1.GATA5	chr11	22824246	22824253	-	0.000	0.000	Merged-chr11-22824173-55
NR5194--MA0036.3.GATA2	chr5	100570888	100570898	+	0.000	0.000	Merged-chr5-100570837-10
NR852--MA0037.3.GATA3	chr10	111583207	111583214	+	0.000	0.000	Merged-chr10-111583294-13
NR376--MA0037.3.GATA3	chr1	153847117	153847124	+	0.000	0.000	Merged-chr1-153847127-37
NR2692--MA0037.3.GATA3	chr16	29856393	29856400	-	0.000	0.000	Merged-chr16-29856280-19
NR5927--MA0140.2.GATA1::TAL1	chr7	31111246	31111263	+	0.000	0.000	Merged-chr7-31111224-26
NR6319--MA0482.1.Gata4	chr8	25769094	25769104	-	0.000	0.000	Merged-chr8-25769209-9
NR2941--MA0766.1.GATA5	chr17	27056441	27056448	-	0.000	0.000	Merged-chr17-27056351-33
NR2298--MA0035.3.Gata1	chr14	100222432	100222442	+	0.000	0.000	Merged-chr14-100222353-13
NR59--MA0140.2.GATA1::TAL1	chr1	40479638	40479655	-	0.000	0.000	Merged-chr1-40479730-47
NR1292--MA0482.1.Gata4	chr11	115746912	115746922	+	0.000	0.000	Merged-chr11-115746671-90
NR3124--MA0035.3.Gata1	chr17	86038314	86038324	+	0.000	0.000	Merged-chr17-86038391-20
NR5219--MA0140.2.GATA1::TAL1	chr5	105198221	105198238	+	0.000	0.000	Merged-chr5-105198197-37
NR5735--MA0140.2.GATA1::TAL1	chr6	128007859	128007876	-	0.000	0.000	Merged-chr6-128007772-2
NR517--MA0037.3.GATA3	chr1	181839660	181839667	+	0.000	0.000	Merged-chr1-181839725-20
NR5893--MA0035.3.Gata1	chr7	19819203	19819213	-	0.000	0.000	Merged-chr7-19819165-4
NR6123--MA0482.1.Gata4	chr7	113261849	113261859	-	0.000	0.000	Merged-chr7-113261896-3
NR3613--MA0035.3.Gata1	chr2	31081558	31081568	-	0.000	0.000	Merged-chr2-31081632-31
NR942--MA0036.3.GATA2	chr11	6568133	6568143	+	0.000	0.000	Merged-chr11-6568162-40
NR1356--MA0036.3.GATA2	chr12	32183054	32183064	+	0.000	0.000	Merged-chr12-32183013-17
NR6586--MA0140.2.GATA1::TAL1	chr8	126847923	126847940	-	0.000	0.000	Merged-chr8-126848146-108
NR3180--MA0035.3.Gata1	chr18	46448739	46448749	-	0.000	0.000	Merged-chr18-46448750-18
NR3722--MA0035.3.Gata1	chr2	80638825	80638835	-	0.000	0.000	Merged-chr2-80638943-54
NR5967--MA0036.3.GATA2	chr7	51750388	51750398	-	0.000	0.000	Merged-chr7-51750437-26
NR3719--MA0037.3.GATA3	chr2	80638827	80638834	+	0.000	0.000	Merged-chr2-80638943-54
NR3130--MA1104.1.GATA6	chr17	86496071	86496083	-	0.000	0.000	Merged-chr17-86495952-1
NR4599--MA0482.1.Gata4	chr4	32388105	32388115	+	0.000	0.000	Merged-chr4-32387941-10
NR1127--MA0766.1.GATA5	chr11	79060215	79060222	+	0.000	0.000	Merged-chr11-79060117-18
NR6136--MA0482.1.Gata4	chr7	114020690	114020700	+	0.000	0.000	Merged-chr7-114020847-56
NR93--MA0766.1.GATA5	chr1	58311564	58311571	-	0.000	0.000	Merged-chr1-58311498-34
NR4456--MA0482.1.Gata4	chr3	136744359	136744369	+	0.000	0.000	Merged-chr3-136744582-12
NR1946--MA0035.3.Gata1	chr13	102906187	102906197	+	0.000	0.000	Merged-chr13-102906338-96
NR5492--MA0035.3.Gata1	chr6	54078339	54078349	-	0.000	0.000	Merged-chr6-54078374-21
NR5856--MA1104.1.GATA6	chr6	149366473	149366485	+	0.000	0.000	Merged-chr6-149366432-63
NR1830--MA1104.1.GATA6	chr13	64315644	64315656	+	0.000	0.000	Merged-chr13-64315696-19
NR16--MA0766.1.GATA5	chr1	13293496	13293503	-	0.000	0.000	Merged-chr1-13293593-50
NR2157--MA0482.1.Gata4	chr14	54227576	54227586	-	0.000	0.000	Merged-chr14-54227788-83
NR1877--MA1104.1.GATA6	chr13	89425614	89425626	+	0.000	0.000	Merged-chr13-89425827-19
NR6126--MA0035.3.Gata1	chr7	113261850	113261860	-	0.000	0.000	Merged-chr7-113261896-3
NR2014--MA0482.1.Gata4	chr13	115011725	115011735	-	0.000	0.000	Merged-chr13-115011790-8
NR3429--MA0036.3.GATA2	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR6497--MA0482.1.Gata4	chr8	111955418	111955428	+	0.000	0.000	Merged-chr8-111955328-48
NR887--MA0140.2.GATA1::TAL1	chr10	119065721	119065738	-	0.000	0.000	Merged-chr10-119065917-22
NR5837--MA0036.3.GATA2	chr6	144927496	144927506	-	0.000	0.000	Merged-chr6-144927646-14
NR3230--MA0766.1.GATA5	chr18	56714570	56714577	-	0.000	0.000	Merged-chr18-56714625-64
NR5374--MA0140.2.GATA1::TAL1	chr5	149392270	149392287	-	0.000	0.000	Merged-chr5-149392157-30
NR4469--MA0482.1.Gata4	chr3	139024692	139024702	+	0.000	0.000	Merged-chr3-139024771-15
NR1688--MA0035.3.Gata1	chr13	29979221	29979231	-	0.000	0.000	Merged-chr13-29979339-43
NR1019--MA0037.3.GATA3	chr11	51760533	51760540	+	0.000	0.000	Merged-chr11-51760433-27
NR3311--MA0140.2.GATA1::TAL1	chr18	80198713	80198730	+	0.000	0.000	Merged-chr18-80198621-9
NR6533--MA0037.3.GATA3	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR3867--MA0482.1.Gata4	chr2	119251033	119251043	+	0.000	0.000	Merged-chr2-119251076-33
NR3682--MA0035.3.Gata1	chr2	58137933	58137943	-	0.000	0.000	Merged-chr2-58137903-53
NR3477--MA0035.3.Gata1	chr19	40267568	40267578	+	0.000	0.000	Merged-chr19-40267576-38
NR5271--MA0766.1.GATA5	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR1131--MA0035.3.Gata1	chr11	79207969	79207979	+	0.000	0.000	Merged-chr11-79207824-18
NR3903--MA1104.1.GATA6	chr2	129385620	129385632	-	0.000	0.000	Merged-chr2-129385556-29
NR663--MA0036.3.GATA2	chr10	39315666	39315676	+	0.000	0.000	Merged-chr10-39315634-10
NR3899--MA0036.3.GATA2	chr2	129385479	129385489	-	0.000	0.000	Merged-chr2-129385556-29
NR934--MA0036.3.GATA2	chr11	4343972	4343982	+	0.000	0.000	Merged-chr11-4344147-20
NR1619--MA0036.3.GATA2	chr13	5862430	5862440	+	0.000	0.000	Merged-chr13-5862430-12
NR1935--MA0140.2.GATA1::TAL1	chr13	101632861	101632878	-	0.000	0.000	Merged-chr13-101632965-14
NR7060--MA0766.1.GATA5	chrX	169973354	169973361	-	0.000	0.000	Merged-chrX-169973362-71
NR1240--MA0035.3.Gata1	chr11	101627408	101627418	+	0.000	0.000	Merged-chr11-101627512-104
NR5468--MA0037.3.GATA3	chr6	41118795	41118802	+	0.000	0.000	Merged-chr6-41118606-52
NR5242--MA0482.1.Gata4	chr5	107648992	107649002	+	0.000	0.000	Merged-chr5-107649073-49
NR5513--MA0482.1.Gata4	chr6	61225494	61225504	+	0.000	0.000	Merged-chr6-61225621-10
NR1492--MA0035.3.Gata1	chr12	99544690	99544700	-	0.000	0.000	Merged-chr12-99544732-47
NR2631--MA0036.3.GATA2	chr16	10676897	10676907	-	0.000	0.000	Merged-chr16-10676780-15
NR6820--MA0035.3.Gata1	chr9	94614100	94614110	+	0.000	0.000	Merged-chr9-94614117-31
NR5303--MA0766.1.GATA5	chr5	137787618	137787625	+	0.000	0.000	Merged-chr5-137787536-7
NR2296--MA1104.1.GATA6	chr14	100222431	100222443	-	0.000	0.000	Merged-chr14-100222353-13
NR1549--MA0140.2.GATA1::TAL1	chr12	112855112	112855129	+	0.000	0.000	Merged-chr12-112855098-63
NR1728--MA0036.3.GATA2	chr13	41097618	41097628	-	0.000	0.000	Merged-chr13-41097728-40
NR6384--MA1104.1.GATA6	chr8	64935133	64935145	-	0.000	0.000	Merged-chr8-64935114-22
NR3347--MA0035.3.Gata1	chr18	84355147	84355157	-	0.000	0.000	Merged-chr18-84355361-12
NR1938--MA0035.3.Gata1	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR4058--MA0035.3.Gata1	chr2	163054626	163054636	-	0.000	0.000	Merged-chr2-163054784-63
NR4247--MA0140.2.GATA1::TAL1	chr3	75930336	75930353	+	0.000	0.000	Merged-chr3-75930291-55
NR5383--MA0036.3.GATA2	chr5	150195387	150195397	+	0.000	0.000	Merged-chr5-150195334-1
NR5654--MA0036.3.GATA2	chr6	108704935	108704945	+	0.000	0.000	Merged-chr6-108704873-18
NR5240--MA0036.3.GATA2	chr5	107295421	107295431	-	0.000	0.000	Merged-chr5-107295347-25
NR743--MA0035.3.Gata1	chr10	79417358	79417368	+	0.000	0.000	Merged-chr10-79417442-89
NR1547--MA0482.1.Gata4	chr12	111897202	111897212	+	0.000	0.000	Merged-chr12-111897164-28
NR3888--MA0766.1.GATA5	chr2	126467852	126467859	-	0.000	0.000	Merged-chr2-126467944-38
NR5840--MA0482.1.Gata4	chr6	144987412	144987422	-	0.000	0.000	Merged-chr6-144987357-14
NR4736--MA0037.3.GATA3	chr4	101586047	101586054	+	0.000	0.000	Merged-chr4-101585990-74
NR2023--MA1104.1.GATA6	chr13	117216214	117216226	-	0.000	0.000	Merged-chr13-117216189-53
NR971--MA0482.1.Gata4	chr11	22824246	22824256	+	0.000	0.000	Merged-chr11-22824173-55
NR5768--MA0035.3.Gata1	chr6	129997693	129997703	+	0.000	0.000	Merged-chr6-129997694-33
NR1293--MA1104.1.GATA6	chr11	115746910	115746922	-	0.000	0.000	Merged-chr11-115746671-90
NR1835--MA1104.1.GATA6	chr13	67332554	67332566	+	0.000	0.000	Merged-chr13-67332541-54
NR5011--MA0766.1.GATA5	chr5	30887493	30887500	+	0.000	0.000	Merged-chr5-30887642-12
NR3101--MA1104.1.GATA6	chr17	80131801	80131813	+	0.000	0.000	Merged-chr17-80131683-7
NR2591--MA0036.3.GATA2	chr15	98510666	98510676	+	0.000	0.000	Merged-chr15-98510679-15
NR1022--MA0036.3.GATA2	chr11	51760531	51760541	-	0.000	0.000	Merged-chr11-51760433-27
NR4089--MA0766.1.GATA5	chr2	172405078	172405085	+	0.000	0.000	Merged-chr2-172405200-19
NR1646--MA0035.3.Gata1	chr13	13730040	13730050	-	0.000	0.000	Merged-chr13-13729900-19
NR5656--MA0140.2.GATA1::TAL1	chr6	112207418	112207435	+	0.000	0.000	Merged-chr6-112207426-39
NR655--MA0036.3.GATA2	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR1555--MA0766.1.GATA5	chr12	114313379	114313386	-	0.000	0.000	Merged-chr12-114313437-14
NR5919--MA0482.1.Gata4	chr7	30099620	30099630	-	0.000	0.000	Merged-chr7-30099514-26
NR7052--MA0766.1.GATA5	chrX	159910084	159910091	+	0.000	0.000	Merged-chrX-159910260-4
NR5372--MA0766.1.GATA5	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR522--MA0766.1.GATA5	chr1	181839660	181839667	+	0.000	0.000	Merged-chr1-181839725-20
NR6886--MA0037.3.GATA3	chr9	110461309	110461316	-	0.000	0.000	Merged-chr9-110461339-53
NR1393--MA0766.1.GATA5	chr12	55051398	55051405	-	0.000	0.000	Merged-chr12-55051446-14
NR3985--MA1104.1.GATA6	chr2	146416410	146416422	+	0.000	0.000	Merged-chr2-146416561-24
NR1070--MA0035.3.Gata1	chr11	70265524	70265534	+	0.000	0.000	Merged-chr11-70265494-15
NR5471--MA0036.3.GATA2	chr6	41118793	41118803	-	0.000	0.000	Merged-chr6-41118606-52
NR2307--MA0037.3.GATA3	chr14	101879005	101879012	+	0.000	0.000	Merged-chr14-101879110-69
NR974--MA0035.3.Gata1	chr11	22824245	22824255	+	0.000	0.000	Merged-chr11-22824173-55
NR3908--MA1104.1.GATA6	chr2	129873784	129873796	-	0.000	0.000	Merged-chr2-129873690-22
NR5133--MA0766.1.GATA5	chr5	93093279	93093286	-	0.000	0.000	Merged-chr5-93093423-108
NR2489--MA0482.1.Gata4	chr15	73599774	73599784	+	0.000	0.000	Merged-chr15-73599756-21
NR4301--MA0037.3.GATA3	chr3	93550240	93550247	-	0.000	0.000	Merged-chr3-93550146-53
NR1144--MA0036.3.GATA2	chr11	82417271	82417281	+	0.000	0.000	Merged-chr11-82417240-10
NR1425--MA0766.1.GATA5	chr12	76953751	76953758	-	0.000	0.000	Merged-chr12-76953735-9
NR4348--MA0037.3.GATA3	chr3	109433528	109433535	-	0.000	0.000	Merged-chr3-109433404-19
NR2570--MA0036.3.GATA2	chr15	97213195	97213205	-	0.000	0.000	Merged-chr15-97213099-28
NR6137--MA1104.1.GATA6	chr7	114020688	114020700	-	0.000	0.000	Merged-chr7-114020847-56
NR3076--MA0036.3.GATA2	chr17	72182563	72182573	+	0.000	0.000	Merged-chr17-72182433-18
NR2158--MA1104.1.GATA6	chr14	54227576	54227588	+	0.000	0.000	Merged-chr14-54227788-83
NR644--MA0766.1.GATA5	chr10	28518460	28518467	-	0.000	0.000	Merged-chr10-28518434-39
NR3599--MA0036.3.GATA2	chr2	25054339	25054349	+	0.000	0.000	Merged-chr2-25054565-53
NR5356--MA0482.1.Gata4	chr5	147063478	147063488	+	0.000	0.000	Merged-chr5-147063758-85
NR1330--MA0482.1.Gata4	chr12	16185623	16185633	+	0.000	0.000	Merged-chr12-16185844-40
NR1125--MA0482.1.Gata4	chr11	79060212	79060222	-	0.000	0.000	Merged-chr11-79060117-18
NR91--MA0482.1.Gata4	chr1	58311564	58311574	+	0.000	0.000	Merged-chr1-58311498-34
NR963--MA0482.1.Gata4	chr11	20193486	20193496	-	0.000	0.000	Merged-chr11-20193486-15
NR1490--MA1104.1.GATA6	chr12	99544689	99544701	+	0.000	0.000	Merged-chr12-99544732-47
NR6498--MA1104.1.GATA6	chr8	111955416	111955428	-	0.000	0.000	Merged-chr8-111955328-48
NR14--MA0482.1.Gata4	chr1	13293496	13293506	+	0.000	0.000	Merged-chr1-13293593-50
NR5736--MA0482.1.Gata4	chr6	128843985	128843995	+	0.000	0.000	Merged-chr6-128843932-5
NR1428--MA0036.3.GATA2	chr12	77070145	77070155	+	0.000	0.000	Merged-chr12-77070291-10
NR1413--MA1104.1.GATA6	chr12	75292695	75292707	+	0.000	0.000	Merged-chr12-75292825-41
NR2854--MA0036.3.GATA2	chr16	92904090	92904100	+	0.000	0.000	Merged-chr16-92904166-16
NR1641--MA0140.2.GATA1::TAL1	chr13	13559105	13559122	+	0.000	0.000	Merged-chr13-13559096-31
NR3575--MA0766.1.GATA5	chr2	17644736	17644743	+	0.000	0.000	Merged-chr2-17644831-25
NR3565--MA0036.3.GATA2	chr2	13760572	13760582	-	0.000	0.000	Merged-chr2-13760550-51
NR3099--MA0766.1.GATA5	chr17	80113011	80113018	-	0.000	0.000	Merged-chr17-80112993-49
NR5203--MA0035.3.Gata1	chr5	100798624	100798634	-	0.000	0.000	Merged-chr5-100798615-58
NR6007--MA1104.1.GATA6	chr7	80166889	80166901	-	0.000	0.000	Merged-chr7-80166871-28
NR1936--MA1104.1.GATA6	chr13	101702249	101702261	+	0.000	0.000	Merged-chr13-101702260-81
NR2809--MA0037.3.GATA3	chr16	78237070	78237077	-	0.000	0.000	Merged-chr16-78236959-38
NR6355--MA0037.3.GATA3	chr8	36130500	36130507	+	0.000	0.000	Merged-chr8-36130475-35
NR1072--MA0482.1.Gata4	chr11	70594812	70594822	+	0.000	0.000	Merged-chr11-70594778-39
NR3868--MA1104.1.GATA6	chr2	119251031	119251043	-	0.000	0.000	Merged-chr2-119251076-33
NR5354--MA0036.3.GATA2	chr5	147057891	147057901	-	0.000	0.000	Merged-chr5-147057777-2
NR1799--MA0766.1.GATA5	chr13	59585438	59585445	-	0.000	0.000	Merged-chr13-59585318-80
NR6208--MA0482.1.Gata4	chr7	127144582	127144592	+	0.000	0.000	Merged-chr7-127144596-50
NR4853--MA0035.3.Gata1	chr4	145361254	145361264	-	0.000	0.000	Merged-chr4-145361226-45
NR6193--MA0037.3.GATA3	chr7	123378038	123378045	-	0.000	0.000	Merged-chr7-123378098-56
NR4481--MA0036.3.GATA2	chr3	142281017	142281027	+	0.000	0.000	Merged-chr3-142281213-32
NR2504--MA0037.3.GATA3	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR1128--MA0035.3.Gata1	chr11	79060213	79060223	-	0.000	0.000	Merged-chr11-79060117-18
NR5258--MA0036.3.GATA2	chr5	110284774	110284784	-	0.000	0.000	Merged-chr5-110284699-32
NR1104--MA0482.1.Gata4	chr11	75472994	75473004	-	0.000	0.000	Merged-chr11-75472911-35
NR1385--MA0140.2.GATA1::TAL1	chr12	51567347	51567364	+	0.000	0.000	Merged-chr12-51567271-27
NR1856--MA0035.3.Gata1	chr13	83657023	83657033	+	0.000	0.000	Merged-chr13-83656989-24
NR897--MA0037.3.GATA3	chr10	122544434	122544441	-	0.000	0.000	Merged-chr10-122544406-31
NR6808--MA0140.2.GATA1::TAL1	chr9	92230145	92230162	-	0.000	0.000	Merged-chr9-92230091-1
NR17--MA0035.3.Gata1	chr1	13293495	13293505	+	0.000	0.000	Merged-chr1-13293593-50
NR5739--MA0035.3.Gata1	chr6	128843984	128843994	+	0.000	0.000	Merged-chr6-128843932-5
NR1171--MA0035.3.Gata1	chr11	86828612	86828622	+	0.000	0.000	Merged-chr11-86828523-28
NR3697--MA0766.1.GATA5	chr2	60845543	60845550	+	0.000	0.000	Merged-chr2-60845573-40
NR3493--MA0482.1.Gata4	chr19	53185684	53185694	+	0.000	0.000	Merged-chr19-53185705-40
NR3738--MA1104.1.GATA6	chr2	91876527	91876539	-	0.000	0.000	Merged-chr2-91876592-59
NR4833--MA0140.2.GATA1::TAL1	chr4	138408062	138408079	-	0.000	0.000	Merged-chr4-138408066-23
NR1117--MA0482.1.Gata4	chr11	76599251	76599261	-	0.000	0.000	Merged-chr11-76599172-10
NR5205--MA0482.1.Gata4	chr5	100953768	100953778	-	0.000	0.000	Merged-chr5-100953880-8
NR1778--MA0766.1.GATA5	chr13	52801102	52801109	+	0.000	0.000	Merged-chr13-52800951-49
NR1093--MA0766.1.GATA5	chr11	73267090	73267097	-	0.000	0.000	Merged-chr11-73267242-14
NR3305--MA0036.3.GATA2	chr18	79353029	79353039	-	0.000	0.000	Merged-chr18-79353064-26
NR5841--MA1104.1.GATA6	chr6	144987412	144987424	+	0.000	0.000	Merged-chr6-144987357-14
NR4741--MA0766.1.GATA5	chr4	102908092	102908099	-	0.000	0.000	Merged-chr4-102908208-33
NR5338--MA0035.3.Gata1	chr5	144964170	144964180	-	0.000	0.000	Merged-chr5-144963961-18
NR2831--MA1104.1.GATA6	chr16	89849286	89849298	+	0.000	0.000	Merged-chr16-89849155-62
NR2472--MA0140.2.GATA1::TAL1	chr15	64067711	64067728	+	0.000	0.000	Merged-chr15-64067738-34
NR972--MA1104.1.GATA6	chr11	22824244	22824256	-	0.000	0.000	Merged-chr11-22824173-55
NR3039--MA0035.3.Gata1	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR6350--MA0035.3.Gata1	chr8	34164659	34164669	+	0.000	0.000	Merged-chr8-34164566-26
NR2703--MA0036.3.GATA2	chr16	36057523	36057533	-	0.000	0.000	Merged-chr16-36057640-19
NR3890--MA0037.3.GATA3	chr2	127328634	127328641	-	0.000	0.000	Merged-chr2-127328606-14
NR3886--MA0482.1.Gata4	chr2	126467852	126467862	+	0.000	0.000	Merged-chr2-126467944-38
NR4396--MA0037.3.GATA3	chr3	126691146	126691153	+	0.000	0.000	Merged-chr3-126690917-48
NR7026--MA0036.3.GATA2	chrX	140537798	140537808	+	0.000	0.000	Merged-chrX-140537922-35
NR6782--MA0766.1.GATA5	chr9	82855256	82855263	-	0.000	0.000	Merged-chr9-82855437-10
NR5699--MA0035.3.Gata1	chr6	122557163	122557173	+	0.000	0.000	Merged-chr6-122557216-31
NR5304--MA0035.3.Gata1	chr5	137787616	137787626	-	0.000	0.000	Merged-chr5-137787536-7
NR1367--MA0036.3.GATA2	chr12	36155849	36155859	-	0.000	0.000	Merged-chr12-36155639-21
NR6727--MA0037.3.GATA3	chr9	63785710	63785717	-	0.000	0.000	Merged-chr9-63785726-16
NR4601--MA0036.3.GATA2	chr4	32388104	32388114	+	0.000	0.000	Merged-chr4-32387941-10
NR1623--MA0037.3.GATA3	chr13	8457041	8457048	-	0.000	0.000	Merged-chr13-8457184-81
NR3879--MA0140.2.GATA1::TAL1	chr2	122020658	122020675	-	0.000	0.000	Merged-chr2-122020740-8
NR3114--MA0035.3.Gata1	chr17	83307182	83307192	-	0.000	0.000	Merged-chr17-83307130-30
NR1434--MA0035.3.Gata1	chr12	78686010	78686020	-	0.000	0.000	Merged-chr12-78685977-17
NR7050--MA0482.1.Gata4	chrX	159910081	159910091	-	0.000	0.000	Merged-chrX-159910260-4
NR1205--MA0482.1.Gata4	chr11	97246705	97246715	+	0.000	0.000	Merged-chr11-97246717-13
NR2835--MA0766.1.GATA5	chr16	89994292	89994299	+	0.000	0.000	Merged-chr16-89994066-43
NR52--MA0035.3.Gata1	chr1	36960732	36960742	-	0.000	0.000	Merged-chr1-36960699-30
NR1391--MA0482.1.Gata4	chr12	55051398	55051408	+	0.000	0.000	Merged-chr12-55051446-14
NR5569--MA0035.3.Gata1	chr6	88189800	88189810	-	0.000	0.000	Merged-chr6-88189765-31
NR3889--MA0035.3.Gata1	chr2	126467851	126467861	+	0.000	0.000	Merged-chr2-126467944-38
NR6055--MA0037.3.GATA3	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR3179--MA0766.1.GATA5	chr18	46448741	46448748	+	0.000	0.000	Merged-chr18-46448750-18
NR5012--MA0035.3.Gata1	chr5	30887491	30887501	-	0.000	0.000	Merged-chr5-30887642-12
NR947--MA0482.1.Gata4	chr11	11564366	11564376	+	0.000	0.000	Merged-chr11-11564485-53
NR3026--MA0036.3.GATA2	chr17	52150039	52150049	+	0.000	0.000	Merged-chr17-52149947-112
NR5357--MA1104.1.GATA6	chr5	147063476	147063488	-	0.000	0.000	Merged-chr5-147063758-85
NR441--MA1104.1.GATA6	chr1	165985894	165985906	+	0.000	0.000	Merged-chr1-165985990-54
NR5059--MA0035.3.Gata1	chr5	53566529	53566539	+	0.000	0.000	Merged-chr5-53566690-62
NR1331--MA1104.1.GATA6	chr12	16185621	16185633	-	0.000	0.000	Merged-chr12-16185844-40
NR2838--MA0036.3.GATA2	chr16	90042511	90042521	+	0.000	0.000	Merged-chr16-90042684-16
NR92--MA1104.1.GATA6	chr1	58311562	58311574	-	0.000	0.000	Merged-chr1-58311498-34
NR3630--MA0037.3.GATA3	chr2	44425758	44425765	-	0.000	0.000	Merged-chr2-44425815-56
NR3901--MA0037.3.GATA3	chr2	129385622	129385629	-	0.000	0.000	Merged-chr2-129385556-29
NR666--MA0035.3.Gata1	chr10	39505859	39505869	-	0.000	0.000	Merged-chr10-39505827-10
NR1556--MA0035.3.Gata1	chr12	114313378	114313388	+	0.000	0.000	Merged-chr12-114313437-14
NR7053--MA0035.3.Gata1	chrX	159910082	159910092	-	0.000	0.000	Merged-chrX-159910260-4
NR5373--MA0035.3.Gata1	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR5737--MA1104.1.GATA6	chr6	128843983	128843995	-	0.000	0.000	Merged-chr6-128843932-5
NR523--MA0035.3.Gata1	chr1	181839658	181839668	-	0.000	0.000	Merged-chr1-181839725-20
NR2661--MA1104.1.GATA6	chr16	18452421	18452433	-	0.000	0.000	Merged-chr16-18452480-18
