#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR10385--MA0501.1.MAF::NFE2	chr8	111338507	111338521	-	0.000	0.000	Merged-chr8-111338521-3
NR5123--MA0659.1.MAFG	chr18	32941393	32941413	+	0.000	0.000	Merged-chr18-32941218-63
NR3307--MA0591.1.Bach1::Mafk	chr13	113322303	113322317	-	0.000	0.000	Merged-chr13-113322180-25
NR4485--MA0117.2.Mafb	chr16	64824162	64824173	-	0.000	0.000	Merged-chr16-64824096-19
NR3295--MA0495.2.MAFF	chr13	112443425	112443445	+	0.000	0.000	Merged-chr13-112443606-16
NR8747--MA0089.1.MAFG::NFE2L1	chr6	28483115	28483120	+	0.000	0.000	Merged-chr6-28483013-10
NR4628--MA0089.1.MAFG::NFE2L1	chr16	95862602	95862607	+	0.000	0.000	Merged-chr16-95862748-19
NR5593--MA0659.1.MAFG	chr19	44554324	44554344	+	0.000	0.000	Merged-chr19-44554365-6
NR4479--MA0495.2.MAFF	chr16	64796757	64796777	-	0.000	0.000	Merged-chr16-64796887-9
NR5800--MA0591.1.Bach1::Mafk	chr2	31464326	31464340	+	0.000	0.000	Merged-chr2-31464207-30
NR10263--MA0089.1.MAFG::NFE2L1	chr8	77482153	77482158	+	0.000	0.000	Merged-chr8-77482121-16
NR10370--MA0501.1.MAF::NFE2	chr8	105827422	105827436	-	0.000	0.000	Merged-chr8-105827361-75
NR8612--MA0659.1.MAFG	chr5	146655355	146655375	+	0.000	0.000	Merged-chr5-146655552-37
NR9695--MA0496.2.MAFK	chr7	75362669	75362687	-	0.000	0.000	Merged-chr7-75362627-52
NR5414--MA0591.1.Bach1::Mafk	chr19	4037976	4037990	-	0.000	0.000	Merged-chr19-4037964-42
NR8377--MA0501.1.MAF::NFE2	chr5	112286790	112286804	-	0.000	0.000	Merged-chr5-112286717-1
NR5363--MA0495.2.MAFF	chr18	80684420	80684440	+	0.000	0.000	Merged-chr18-80684566-45
NR7629--MA0089.1.MAFG::NFE2L1	chr4	109132947	109132952	+	0.000	0.000	Merged-chr4-109133005-4
NR3400--MA0659.1.MAFG	chr14	25161757	25161777	-	0.000	0.000	Merged-chr14-25161984-35
NR3507--MA0501.1.MAF::NFE2	chr14	55946537	55946551	+	0.000	0.000	Merged-chr14-55946478-14
NR1727--MA0089.1.MAFG::NFE2L1	chr11	48800463	48800468	+	0.000	0.000	Merged-chr11-48800274-60
NR1796--MA0495.2.MAFF	chr11	60935531	60935551	-	0.000	0.000	Merged-chr11-60935533-50
NR528--MA0495.2.MAFF	chr1	153288164	153288184	-	0.000	0.000	Merged-chr1-153288080-22
NR10941--MA0089.1.MAFG::NFE2L1	chr9	96754397	96754402	-	0.000	0.000	Merged-chr9-96754558-43
NR5240--MA0089.1.MAFG::NFE2L1	chr18	61549049	61549054	+	0.000	0.000	Merged-chr18-61548972-25
NR4483--MA0496.2.MAFK	chr16	64796758	64796776	+	0.000	0.000	Merged-chr16-64796887-9
NR413--MA0591.1.Bach1::Mafk	chr1	133146151	133146165	+	0.000	0.000	Merged-chr1-133146237-29
NR553--MA0089.1.MAFG::NFE2L1	chr1	155196183	155196188	-	0.000	0.000	Merged-chr1-155196106-8
NR8162--MA0496.2.MAFK	chr5	53401310	53401328	-	0.000	0.000	Merged-chr5-53401251-38
NR6444--MA0495.2.MAFF	chr2	156882460	156882480	-	0.000	0.000	Merged-chr2-156882642-42
NR873--MA0501.1.MAF::NFE2	chr1	191414613	191414627	+	0.000	0.000	Merged-chr1-191414541-3
NR10228--MA0501.1.MAF::NFE2	chr8	69919156	69919170	+	0.000	0.000	Merged-chr8-69919023-72
NR7422--MA0495.2.MAFF	chr4	47314181	47314201	+	0.000	0.000	Merged-chr4-47314208-36
NR2958--MA0089.1.MAFG::NFE2L1	chr13	58157684	58157689	-	0.000	0.000	Merged-chr13-58157645-3
NR9935--MA0659.1.MAFG	chr7	118277674	118277694	+	0.000	0.000	Merged-chr7-118277428-74
NR5014--MA0495.2.MAFF	chr17	86063692	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR4122--MA0089.1.MAFG::NFE2L1	chr15	82112181	82112186	-	0.000	0.000	Merged-chr15-82112003-17
NR2140--MA0591.1.Bach1::Mafk	chr11	113684019	113684033	-	0.000	0.000	Merged-chr11-113684068-98
NR1076--MA0591.1.Bach1::Mafk	chr10	43998659	43998673	+	0.000	0.000	Merged-chr10-43998525-49
NR4915--MA0089.1.MAFG::NFE2L1	chr17	69401323	69401328	-	0.000	0.000	Merged-chr17-69401476-24
NR942--MA0089.1.MAFG::NFE2L1	chr10	12842791	12842796	-	0.000	0.000	Merged-chr10-12842715-46
NR4048--MA0089.1.MAFG::NFE2L1	chr15	65727211	65727216	-	0.000	0.000	Merged-chr15-65727192-50
NR4910--MA0591.1.Bach1::Mafk	chr17	66101615	66101629	+	0.000	0.000	Merged-chr17-66101673-100
NR4040--MA0496.2.MAFK	chr15	64041701	64041719	-	0.000	0.000	Merged-chr15-64041818-65
NR7414--MA0591.1.Bach1::Mafk	chr4	46560563	46560577	+	0.000	0.000	Merged-chr4-46560470-31
NR5914--MA0495.2.MAFF	chr2	65044576	65044596	-	0.000	0.000	Merged-chr2-65044504-13
NR8075--MA0117.2.Mafb	chr5	23620783	23620794	-	0.000	0.000	Merged-chr5-23620874-12
NR7330--MA0659.1.MAFG	chr4	6446815	6446835	-	0.000	0.000	Merged-chr4-6446926-20
NR541--MA0496.2.MAFK	chr1	153304720	153304738	-	0.000	0.000	Merged-chr1-153304811-42
NR3964--MA0501.1.MAF::NFE2	chr15	41949019	41949033	-	0.000	0.000	Merged-chr15-41949066-24
NR3985--MA0495.2.MAFF	chr15	55838807	55838827	+	0.000	0.000	Merged-chr15-55838772-33
NR2420--MA0496.2.MAFK	chr12	77060297	77060315	+	0.000	0.000	Merged-chr12-77060270-44
NR3496--MA0089.1.MAFG::NFE2L1	chr14	54479573	54479578	-	0.000	0.000	Merged-chr14-54479662-31
NR10720--MA0591.1.Bach1::Mafk	chr9	40449120	40449134	+	0.000	0.000	Merged-chr9-40448994-23
NR10699--MA0591.1.Bach1::Mafk	chr9	35475550	35475564	-	0.000	0.000	Merged-chr9-35475679-27
NR4264--MA0496.2.MAFK	chr16	11501266	11501284	+	0.000	0.000	Merged-chr16-11501282-30
NR9906--MA0496.2.MAFK	chr7	116409583	116409601	-	0.000	0.000	Merged-chr7-116409560-37
NR72--MA0496.2.MAFK	chr1	37308182	37308200	-	0.000	0.000	Merged-chr1-37308112-49
NR8457--MA0591.1.Bach1::Mafk	chr5	120579388	120579402	+	0.000	0.000	Merged-chr5-120579534-1
NR8779--MA0591.1.Bach1::Mafk	chr6	37723511	37723525	+	0.000	0.000	Merged-chr6-37723494-25
NR6449--MA0495.2.MAFF	chr2	157131378	157131398	+	0.000	0.000	Merged-chr2-157131278-25
NR1738--MA0089.1.MAFG::NFE2L1	chr11	49177163	49177168	+	0.000	0.000	Merged-chr11-49177180-1
NR10334--MA0591.1.Bach1::Mafk	chr8	94186727	94186741	+	0.000	0.000	Merged-chr8-94186753-31
NR10287--MA0089.1.MAFG::NFE2L1	chr8	84257256	84257261	-	0.000	0.000	Merged-chr8-84257332-3
NR3398--MA0591.1.Bach1::Mafk	chr14	25161760	25161774	-	0.000	0.000	Merged-chr14-25161984-35
NR9872--MA0501.1.MAF::NFE2	chr7	112130767	112130781	+	0.000	0.000	Merged-chr7-112130852-17
NR10472--MA0496.2.MAFK	chr8	119898249	119898267	+	0.000	0.000	Merged-chr8-119898204-29
NR7814--MA0089.1.MAFG::NFE2L1	chr4	138963034	138963039	-	0.000	0.000	Merged-chr4-138963010-20
NR8743--MA0089.1.MAFG::NFE2L1	chr6	22444296	22444301	-	0.000	0.000	Merged-chr6-22444466-21
NR3885--MA0089.1.MAFG::NFE2L1	chr15	9528410	9528415	-	0.000	0.000	Merged-chr15-9528468-81
NR5654--MA0591.1.Bach1::Mafk	chr19	58358286	58358300	-	0.000	0.000	Merged-chr19-58358384-21
NR1899--MA0496.2.MAFK	chr11	78865078	78865096	+	0.000	0.000	Merged-chr11-78864936-24
NR7538--MA0089.1.MAFG::NFE2L1	chr4	89369137	89369142	+	0.000	0.000	Merged-chr4-89369224-21
NR7759--MA0591.1.Bach1::Mafk	chr4	130900053	130900067	-	0.000	0.000	Merged-chr4-130900085-53
NR7739--MA0501.1.MAF::NFE2	chr4	127249934	127249948	-	0.000	0.000	Merged-chr4-127250086-45
NR7415--MA0501.1.MAF::NFE2	chr4	46560566	46560580	+	0.000	0.000	Merged-chr4-46560470-31
NR4410--MA0659.1.MAFG	chr16	52036395	52036415	-	0.000	0.000	Merged-chr16-52036544-1
NR3987--MA0117.2.Mafb	chr15	55838807	55838818	+	0.000	0.000	Merged-chr15-55838772-33
NR8877--MA0659.1.MAFG	chr6	67431945	67431965	-	0.000	0.000	Merged-chr6-67431946-2
NR9665--MA0501.1.MAF::NFE2	chr7	67353742	67353756	-	0.000	0.000	Merged-chr7-67353683-35
NR3629--MA0117.2.Mafb	chr14	75227660	75227671	-	0.000	0.000	Merged-chr14-75227646-35
NR975--MA0591.1.Bach1::Mafk	chr10	20104786	20104800	+	0.000	0.000	Merged-chr10-20104701-24
NR1347--MA0089.1.MAFG::NFE2L1	chr10	93124500	93124505	-	0.000	0.000	Merged-chr10-93124386-49
NR953--MA0089.1.MAFG::NFE2L1	chr10	17295432	17295437	-	0.000	0.000	Merged-chr10-17295397-1
NR3696--MA0089.1.MAFG::NFE2L1	chr14	102828623	102828628	+	0.000	0.000	Merged-chr14-102828632-27
NR11142--MA0591.1.Bach1::Mafk	chrX	20272235	20272249	+	0.000	0.000	Merged-chrX-20272195-17
NR2696--MA0659.1.MAFG	chr12	114615864	114615884	-	0.000	0.000	Merged-chr12-114615725-85
NR2123--MA0659.1.MAFG	chr11	110897174	110897194	+	0.000	0.000	Merged-chr11-110897111-25
NR6464--MA0501.1.MAF::NFE2	chr2	158361546	158361560	+	0.000	0.000	Merged-chr2-158361498-68
NR5784--MA0591.1.Bach1::Mafk	chr2	29100995	29101009	+	0.000	0.000	Merged-chr2-29100957-2
NR8790--MA0495.2.MAFF	chr6	41152250	41152270	+	0.000	0.000	Merged-chr6-41152178-27
NR1127--MA0117.2.Mafb	chr10	59570333	59570344	+	0.000	0.000	Merged-chr10-59570235-1
NR2537--MA0496.2.MAFK	chr12	99572117	99572135	-	0.000	0.000	Merged-chr12-99572243-31
NR11213--MA0496.2.MAFK	chrX	75764229	75764247	+	0.000	0.000	Merged-chrX-75764478-65
NR1161--MA0501.1.MAF::NFE2	chr10	67493717	67493731	-	0.000	0.000	Merged-chr10-67493801-11
NR260--MA0089.1.MAFG::NFE2L1	chr1	86580745	86580750	+	0.000	0.000	Merged-chr1-86580596-17
NR9281--MA0089.1.MAFG::NFE2L1	chr6	136902660	136902665	-	0.000	0.000	Merged-chr6-136902691-26
NR10372--MA0089.1.MAFG::NFE2L1	chr8	106007352	106007357	+	0.000	0.000	Merged-chr8-106007407-44
NR2360--MA0117.2.Mafb	chr12	54696857	54696868	+	0.000	0.000	Merged-chr12-54696952-12
NR8076--MA0089.1.MAFG::NFE2L1	chr5	24100851	24100856	-	0.000	0.000	Merged-chr5-24100850-85
NR3404--MA0089.1.MAFG::NFE2L1	chr14	27225882	27225887	+	0.000	0.000	Merged-chr14-27225979-2
NR10080--MA0501.1.MAF::NFE2	chr7	144181110	144181124	-	0.000	0.000	Merged-chr7-144181072-30
NR6268--MA0591.1.Bach1::Mafk	chr2	128465764	128465778	+	0.000	0.000	Merged-chr2-128465659-44
NR6293--MA0089.1.MAFG::NFE2L1	chr2	131821127	131821132	+	0.000	0.000	Merged-chr2-131821184-19
NR2936--MA0591.1.Bach1::Mafk	chr13	52807786	52807800	+	0.000	0.000	Merged-chr13-52807824-44
NR1951--MA0659.1.MAFG	chr11	87074101	87074121	-	0.000	0.000	Merged-chr11-87073947-35
NR1291--MA0495.2.MAFF	chr10	86727747	86727767	-	0.000	0.000	Merged-chr10-86727830-49
NR10772--MA0501.1.MAF::NFE2	chr9	57288681	57288695	+	0.000	0.000	Merged-chr9-57288731-24
NR740--MA0591.1.Bach1::Mafk	chr1	182528141	182528155	-	0.000	0.000	Merged-chr1-182528373-67
NR11014--MA0117.2.Mafb	chr9	108156979	108156990	-	0.000	0.000	Merged-chr9-108157018-18
NR9104--MA0089.1.MAFG::NFE2L1	chr6	114644708	114644713	-	0.000	0.000	Merged-chr6-114644613-24
NR1705--MA0659.1.MAFG	chr11	43729108	43729128	+	0.000	0.000	Merged-chr11-43729040-41
NR7203--MA0496.2.MAFK	chr3	146107577	146107595	-	0.000	0.000	Merged-chr3-146107522-11
NR2118--MA0501.1.MAF::NFE2	chr11	109744078	109744092	-	0.000	0.000	Merged-chr11-109744155-21
NR11126--MA0117.2.Mafb	chrX	7446742	7446753	+	0.000	0.000	Merged-chrX-7446868-4
NR2852--MA0089.1.MAFG::NFE2L1	chr13	32849896	32849901	-	0.000	0.000	Merged-chr13-32849948-19
NR1293--MA0659.1.MAFG	chr10	86727747	86727767	-	0.000	0.000	Merged-chr10-86727830-49
NR11272--MA0495.2.MAFF	chrX	105019329	105019349	-	0.000	0.000	Merged-chrX-105019418-2
NR2893--MA0501.1.MAF::NFE2	chr13	43261485	43261499	-	0.000	0.000	Merged-chr13-43261701-66
NR5057--MA0117.2.Mafb	chr18	4296111	4296122	-	0.000	0.000	Merged-chr18-4296046-21
NR6252--MA0496.2.MAFK	chr2	127304624	127304642	-	0.000	0.000	Merged-chr2-127304764-20
NR3492--MA0089.1.MAFG::NFE2L1	chr14	54225333	54225338	+	0.000	0.000	Merged-chr14-54225223-49
NR2072--MA0089.1.MAFG::NFE2L1	chr11	106588337	106588342	+	0.000	0.000	Merged-chr11-106588217-44
NR7134--MA0501.1.MAF::NFE2	chr3	136578199	136578213	-	0.000	0.000	Merged-chr3-136578173-14
NR3110--MA0117.2.Mafb	chr13	93340894	93340905	+	0.000	0.000	Merged-chr13-93341062-38
NR6986--MA0501.1.MAF::NFE2	chr3	109323889	109323903	+	0.000	0.000	Merged-chr3-109323909-70
NR6035--MA0501.1.MAF::NFE2	chr2	101628662	101628676	-	0.000	0.000	Merged-chr2-101628862-31
NR2778--MA0089.1.MAFG::NFE2L1	chr13	8831748	8831753	+	0.000	0.000	Merged-chr13-8831757-38
NR10701--MA0496.2.MAFK	chr9	35475548	35475566	+	0.000	0.000	Merged-chr9-35475679-27
NR4433--MA0659.1.MAFG	chr16	52468520	52468540	-	0.000	0.000	Merged-chr16-52468577-24
NR9002--MA0089.1.MAFG::NFE2L1	chr6	99402040	99402045	-	0.000	0.000	Merged-chr6-99401904-51
NR1069--MA0089.1.MAFG::NFE2L1	chr10	42762368	42762373	-	0.000	0.000	Merged-chr10-42762562-19
NR675--MA0089.1.MAFG::NFE2L1	chr1	172126701	172126706	-	0.000	0.000	Merged-chr1-172126791-53
NR6493--MA0089.1.MAFG::NFE2L1	chr2	163102431	163102436	-	0.000	0.000	Merged-chr2-163102412-2
NR9913--MA0501.1.MAF::NFE2	chr7	117449844	117449858	-	0.000	0.000	Merged-chr7-117449738-12
NR10283--MA0089.1.MAFG::NFE2L1	chr8	83740305	83740310	-	0.000	0.000	Merged-chr8-83740218-49
NR3595--MA0591.1.Bach1::Mafk	chr14	70767713	70767727	+	0.000	0.000	Merged-chr14-70767609-24
NR2374--MA0089.1.MAFG::NFE2L1	chr12	65065555	65065560	-	0.000	0.000	Merged-chr12-65065515-53
NR164--MA0659.1.MAFG	chr1	60875485	60875505	-	0.000	0.000	Merged-chr1-60875356-55
NR5779--MA0089.1.MAFG::NFE2L1	chr2	28180222	28180227	-	0.000	0.000	Merged-chr2-28180315-8
NR3549--MA0117.2.Mafb	chr14	62849897	62849908	-	0.000	0.000	Merged-chr14-62849794-8
NR1152--MA0496.2.MAFK	chr10	62501168	62501186	-	0.000	0.000	Merged-chr10-62501130-23
NR10399--MA0117.2.Mafb	chr8	111955336	111955347	-	0.000	0.000	Merged-chr8-111955328-48
NR271--MA0089.1.MAFG::NFE2L1	chr1	88699521	88699526	+	0.000	0.000	Merged-chr1-88699644-21
NR3390--MA0089.1.MAFG::NFE2L1	chr14	20661502	20661507	-	0.000	0.000	Merged-chr14-20661256-53
NR10187--MA0495.2.MAFF	chr8	49946937	49946957	+	0.000	0.000	Merged-chr8-49947112-22
NR9870--MA0089.1.MAFG::NFE2L1	chr7	110977917	110977922	+	0.000	0.000	Merged-chr7-110978086-35
NR1383--MA0591.1.Bach1::Mafk	chr10	96231456	96231470	+	0.000	0.000	Merged-chr10-96231519-16
NR7956--MA0591.1.Bach1::Mafk	chr5	3358939	3358953	+	0.000	0.000	Merged-chr5-3358967-15
NR10247--MA0501.1.MAF::NFE2	chr8	72363624	72363638	-	0.000	0.000	Merged-chr8-72363600-16
NR2316--MA0501.1.MAF::NFE2	chr12	36215294	36215308	-	0.000	0.000	Merged-chr12-36215246-21
NR957--MA0501.1.MAF::NFE2	chr10	17550179	17550193	-	0.000	0.000	Merged-chr10-17550297-37
NR7128--MA0495.2.MAFF	chr3	135610515	135610535	-	0.000	0.000	Merged-chr3-135610468-43
NR2016--MA0591.1.Bach1::Mafk	chr11	99562668	99562682	-	0.000	0.000	Merged-chr11-99562680-10
NR2575--MA0591.1.Bach1::Mafk	chr12	102652298	102652312	+	0.000	0.000	Merged-chr12-102652464-144
NR10189--MA0659.1.MAFG	chr8	49946937	49946957	-	0.000	0.000	Merged-chr8-49947112-22
NR6657--MA0591.1.Bach1::Mafk	chr2	181601378	181601392	-	0.000	0.000	Merged-chr2-181601291-52
NR8376--MA0089.1.MAFG::NFE2L1	chr5	112242535	112242540	+	0.000	0.000	Merged-chr5-112242517-49
NR9115--MA0089.1.MAFG::NFE2L1	chr6	115594669	115594674	-	0.000	0.000	Merged-chr6-115594731-47
NR9076--MA0591.1.Bach1::Mafk	chr6	108313281	108313295	-	0.000	0.000	Merged-chr6-108313223-10
NR284--MA0089.1.MAFG::NFE2L1	chr1	91056680	91056685	-	0.000	0.000	Merged-chr1-91056498-40
NR1558--MA0089.1.MAFG::NFE2L1	chr10	127945529	127945534	+	0.000	0.000	Merged-chr10-127945571-21
NR8485--MA0591.1.Bach1::Mafk	chr5	124637469	124637483	-	0.000	0.000	Merged-chr5-124637524-49
NR4307--MA0501.1.MAF::NFE2	chr16	24636032	24636046	+	0.000	0.000	Merged-chr16-24635866-19
NR685--MA0501.1.MAF::NFE2	chr1	173491040	173491054	+	0.000	0.000	Merged-chr1-173491201-58
NR8218--MA0495.2.MAFF	chr5	76565520	76565540	-	0.000	0.000	Merged-chr5-76565486-34
NR7527--MA0591.1.Bach1::Mafk	chr4	89212327	89212341	-	0.000	0.000	Merged-chr4-89212481-15
NR6693--MA0089.1.MAFG::NFE2L1	chr3	19894979	19894984	-	0.000	0.000	Merged-chr3-19894950-73
NR1154--MA0089.1.MAFG::NFE2L1	chr10	66864650	66864655	-	0.000	0.000	Merged-chr10-66864707-69
NR1704--MA0591.1.Bach1::Mafk	chr11	43729111	43729125	+	0.000	0.000	Merged-chr11-43729040-41
NR5772--MA0495.2.MAFF	chr2	27693883	27693903	-	0.000	0.000	Merged-chr2-27693880-30
NR9677--MA0591.1.Bach1::Mafk	chr7	68350178	68350192	+	0.000	0.000	Merged-chr7-68350249-38
NR743--MA0591.1.Bach1::Mafk	chr1	182528175	182528189	-	0.000	0.000	Merged-chr1-182528373-67
NR58--MA0089.1.MAFG::NFE2L1	chr1	36242289	36242294	+	0.000	0.000	Merged-chr1-36242221-4
NR3579--MA0495.2.MAFF	chr14	68048502	68048522	-	0.000	0.000	Merged-chr14-68048538-29
NR3139--MA0089.1.MAFG::NFE2L1	chr13	98832868	98832873	-	0.000	0.000	Merged-chr13-98832743-37
NR4335--MA0659.1.MAFG	chr16	33769914	33769934	+	0.000	0.000	Merged-chr16-33769896-51
NR10301--MA0659.1.MAFG	chr8	86773171	86773191	-	0.000	0.000	Merged-chr8-86773052-11
NR1241--MA0089.1.MAFG::NFE2L1	chr10	80033622	80033627	+	0.000	0.000	Merged-chr10-80033369-69
NR1824--MA0496.2.MAFK	chr11	65795001	65795019	+	0.000	0.000	Merged-chr11-65794880-54
NR7170--MA0117.2.Mafb	chr3	142545600	142545611	+	0.000	0.000	Merged-chr3-142545607-21
NR3226--MA0089.1.MAFG::NFE2L1	chr13	108426544	108426549	-	0.000	0.000	Merged-chr13-108426538-45
NR5199--MA0089.1.MAFG::NFE2L1	chr18	50024052	50024057	-	0.000	0.000	Merged-chr18-50024197-35
NR2949--MA0501.1.MAF::NFE2	chr13	54208718	54208732	-	0.000	0.000	Merged-chr13-54208832-3
NR4102--MA0117.2.Mafb	chr15	79328218	79328229	-	0.000	0.000	Merged-chr15-79328273-51
NR2126--MA0496.2.MAFK	chr11	110897175	110897193	-	0.000	0.000	Merged-chr11-110897111-25
NR5974--MA0501.1.MAF::NFE2	chr2	79499572	79499586	-	0.000	0.000	Merged-chr2-79499472-15
NR182--MA0089.1.MAFG::NFE2L1	chr1	64305754	64305759	-	0.000	0.000	Merged-chr1-64305701-25
NR8378--MA0591.1.Bach1::Mafk	chr5	112324701	112324715	+	0.000	0.000	Merged-chr5-112324796-2
NR11020--MA0089.1.MAFG::NFE2L1	chr9	109074002	109074007	+	0.000	0.000	Merged-chr9-109074046-50
NR4724--MA0591.1.Bach1::Mafk	chr17	21962761	21962775	+	0.000	0.000	Merged-chr17-21962669-83
NR9719--MA0089.1.MAFG::NFE2L1	chr7	80033512	80033517	+	0.000	0.000	Merged-chr7-80033388-28
NR4440--MA0496.2.MAFK	chr16	52879650	52879668	-	0.000	0.000	Merged-chr16-52879758-28
NR4572--MA0117.2.Mafb	chr16	91061765	91061776	-	0.000	0.000	Merged-chr16-91061778-38
NR2773--MA0501.1.MAF::NFE2	chr13	5890178	5890192	-	0.000	0.000	Merged-chr13-5890173-33
NR10381--MA0089.1.MAFG::NFE2L1	chr8	107437217	107437222	-	0.000	0.000	Merged-chr8-107437181-10
NR5537--MA0659.1.MAFG	chr19	32262949	32262969	-	0.000	0.000	Merged-chr19-32262868-44
NR9806--MA0089.1.MAFG::NFE2L1	chr7	101896630	101896635	-	0.000	0.000	Merged-chr7-101896554-69
NR4948--MA0089.1.MAFG::NFE2L1	chr17	78163511	78163516	+	0.000	0.000	Merged-chr17-78163485-40
NR9518--MA0496.2.MAFK	chr7	19872431	19872449	-	0.000	0.000	Merged-chr7-19872321-3
NR4072--MA0501.1.MAF::NFE2	chr15	73182618	73182632	-	0.000	0.000	Merged-chr15-73182706-35
NR9881--MA0089.1.MAFG::NFE2L1	chr7	113378191	113378196	-	0.000	0.000	Merged-chr7-113378054-39
NR1126--MA0591.1.Bach1::Mafk	chr10	59569625	59569639	+	0.000	0.000	Merged-chr10-59569732-7
NR10771--MA0591.1.Bach1::Mafk	chr9	56506608	56506622	+	0.000	0.000	Merged-chr9-56506504-89
NR5767--MA0501.1.MAF::NFE2	chr2	25500908	25500922	-	0.000	0.000	Merged-chr2-25500833-51
NR4687--MA0495.2.MAFF	chr17	9002572	9002592	-	0.000	0.000	Merged-chr17-9002640-32
NR4925--MA0501.1.MAF::NFE2	chr17	71165200	71165214	+	0.000	0.000	Merged-chr17-71165133-23
NR9480--MA0659.1.MAFG	chr7	16057370	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR6893--MA0089.1.MAFG::NFE2L1	chr3	95898322	95898327	+	0.000	0.000	Merged-chr3-95898261-1
NR6360--MA0591.1.Bach1::Mafk	chr2	146062481	146062495	-	0.000	0.000	Merged-chr2-146062523-26
NR8699--MA0117.2.Mafb	chr6	8408604	8408615	+	0.000	0.000	Merged-chr6-8408474-17
NR6445--MA0591.1.Bach1::Mafk	chr2	156882463	156882477	+	0.000	0.000	Merged-chr2-156882642-42
NR2976--MA0089.1.MAFG::NFE2L1	chr13	63566390	63566395	+	0.000	0.000	Merged-chr13-63566288-41
NR671--MA0089.1.MAFG::NFE2L1	chr1	171793584	171793589	+	0.000	0.000	Merged-chr1-171793480-13
NR417--MA0501.1.MAF::NFE2	chr1	133146154	133146168	+	0.000	0.000	Merged-chr1-133146237-29
NR10419--MA0089.1.MAFG::NFE2L1	chr8	115531562	115531567	-	0.000	0.000	Merged-chr8-115531430-21
NR8474--MA0089.1.MAFG::NFE2L1	chr5	123129050	123129055	+	0.000	0.000	Merged-chr5-123128921-91
NR9213--MA0089.1.MAFG::NFE2L1	chr6	128155802	128155807	+	0.000	0.000	Merged-chr6-128155814-1
NR4355--MA0089.1.MAFG::NFE2L1	chr16	38353796	38353801	-	0.000	0.000	Merged-chr16-38353945-34
NR9789--MA0117.2.Mafb	chr7	97361721	97361732	-	0.000	0.000	Merged-chr7-97361642-27
NR5316--MA0495.2.MAFF	chr18	75541109	75541129	-	0.000	0.000	Merged-chr18-75541168-25
NR6225--MA0089.1.MAFG::NFE2L1	chr2	121271577	121271582	+	0.000	0.000	Merged-chr2-121271299-80
NR9568--MA0495.2.MAFF	chr7	35647506	35647526	+	0.000	0.000	Merged-chr7-35647371-69
NR4442--MA0089.1.MAFG::NFE2L1	chr16	55637046	55637051	-	0.000	0.000	Merged-chr16-55636906-56
NR6253--MA0591.1.Bach1::Mafk	chr2	127328718	127328732	-	0.000	0.000	Merged-chr2-127328606-14
NR609--MA0089.1.MAFG::NFE2L1	chr1	163383970	163383975	+	0.000	0.000	Merged-chr1-163383772-21
NR6575--MA0591.1.Bach1::Mafk	chr2	170126439	170126453	+	0.000	0.000	Merged-chr2-170126544-26
NR1867--MA0117.2.Mafb	chr11	73137763	73137774	-	0.000	0.000	Merged-chr11-73137945-101
NR10278--MA0591.1.Bach1::Mafk	chr8	81861486	81861500	+	0.000	0.000	Merged-chr8-81861625-26
NR5662--MA0591.1.Bach1::Mafk	chr19	60144560	60144574	-	0.000	0.000	Merged-chr19-60144612-35
NR8776--MA0089.1.MAFG::NFE2L1	chr6	35133985	35133990	-	0.000	0.000	Merged-chr6-35133862-87
NR8814--MA0495.2.MAFF	chr6	49128468	49128488	+	0.000	0.000	Merged-chr6-49128471-29
NR1987--MA0591.1.Bach1::Mafk	chr11	94992055	94992069	-	0.000	0.000	Merged-chr11-94991977-26
NR3613--MA0089.1.MAFG::NFE2L1	chr14	72603093	72603098	+	0.000	0.000	Merged-chr14-72603103-44
NR1454--MA0089.1.MAFG::NFE2L1	chr10	111997264	111997269	+	0.000	0.000	Merged-chr10-111997186-1
NR130--MA0501.1.MAF::NFE2	chr1	55488444	55488458	-	0.000	0.000	Merged-chr1-55488453-21
NR9666--MA0496.2.MAFK	chr7	67353743	67353761	+	0.000	0.000	Merged-chr7-67353683-35
NR10546--MA0495.2.MAFF	chr8	122830348	122830368	+	0.000	0.000	Merged-chr8-122830523-28
NR205--MA0089.1.MAFG::NFE2L1	chr1	74227568	74227573	-	0.000	0.000	Merged-chr1-74227561-37
NR2535--MA0591.1.Bach1::Mafk	chr12	99572119	99572133	-	0.000	0.000	Merged-chr12-99572243-31
NR5107--MA0089.1.MAFG::NFE2L1	chr18	23828700	23828705	-	0.000	0.000	Merged-chr18-23828715-22
NR10998--MA0089.1.MAFG::NFE2L1	chr9	105499634	105499639	+	0.000	0.000	Merged-chr9-105499679-15
