#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR4025--MA0002.2.RUNX1	chr16	8731900	8731910	-	0.000	0.000	Merged-chr16-8732071-1
NR7287--MA0002.2.RUNX1	chr4	109252025	109252035	-	0.000	0.000	Merged-chr4-109251883-18
NR2074--MA0002.2.RUNX1	chr11	118739511	118739521	+	0.000	0.000	Merged-chr11-118739491-61
NR905--MA0684.1.RUNX3	chr10	17512261	17512270	-	0.000	0.000	Merged-chr10-17512175-6
NR4630--MA0684.1.RUNX3	chr17	43645417	43645426	+	0.000	0.000	Merged-chr17-43645396-23
NR5407--MA0684.1.RUNX3	chr19	45075277	45075286	-	0.000	0.000	Merged-chr19-45075087-111
NR2868--MA0002.2.RUNX1	chr13	63528453	63528463	-	0.000	0.000	Merged-chr13-63528491-46
NR138--MA0002.2.RUNX1	chr1	60343583	60343593	+	0.000	0.000	Merged-chr1-60343430-63
NR2602--MA0684.1.RUNX3	chr13	3526657	3526666	-	0.000	0.000	Merged-chr13-3526495-54
NR10776--MA0684.1.RUNX3	chr9	119823990	119823999	+	0.000	0.000	Merged-chr9-119823942-29
NR595--MA0002.2.RUNX1	chr1	165154336	165154346	-	0.000	0.000	Merged-chr1-165154267-24
NR6813--MA0002.2.RUNX1	chr3	135514415	135514425	-	0.000	0.000	Merged-chr3-135514280-15
NR6337--MA0002.2.RUNX1	chr2	174069772	174069782	+	0.000	0.000	Merged-chr2-174069813-20
NR2977--MA0002.2.RUNX1	chr13	94153713	94153723	+	0.000	0.000	Merged-chr13-94153821-20
NR8080--MA0684.1.RUNX3	chr5	115516845	115516854	+	0.000	0.000	Merged-chr5-115516638-85
NR2662--MA0511.2.RUNX2	chr13	20306403	20306411	-	0.000	0.000	Merged-chr13-20306536-31
NR5119--MA0511.2.RUNX2	chr18	80611207	80611215	+	0.000	0.000	Merged-chr18-80611321-12
NR203--MA0511.2.RUNX2	chr1	75533603	75533611	-	0.000	0.000	Merged-chr1-75533497-24
NR7034--MA0684.1.RUNX3	chr4	35138189	35138198	+	0.000	0.000	Merged-chr4-35138282-17
NR4766--MA0002.2.RUNX1	chr17	73514140	73514150	+	0.000	0.000	Merged-chr17-73514079-25
NR9108--MA0002.2.RUNX1	chr7	27574266	27574276	+	0.000	0.000	Merged-chr7-27574292-8
NR9188--MA0511.2.RUNX2	chr7	46839006	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR504--MA0684.1.RUNX3	chr1	151250983	151250992	+	0.000	0.000	Merged-chr1-151251056-37
NR2566--MA0511.2.RUNX2	chr12	117348594	117348602	-	0.000	0.000	Merged-chr12-117348724-32
NR3912--MA0002.2.RUNX1	chr15	91735445	91735455	+	0.000	0.000	Merged-chr15-91735411-11
NR6032--MA0002.2.RUNX1	chr2	125015203	125015213	-	0.000	0.000	Merged-chr2-125015027-17
NR4081--MA0002.2.RUNX1	chr16	23838334	23838344	+	0.000	0.000	Merged-chr16-23838386-46
NR4352--MA0002.2.RUNX1	chr16	89817051	89817061	-	0.000	0.000	Merged-chr16-89817047-30
NR2344--MA0684.1.RUNX3	chr12	89479239	89479248	-	0.000	0.000	Merged-chr12-89479308-33
NR978--MA0511.2.RUNX2	chr10	39005776	39005784	+	0.000	0.000	Merged-chr10-39005753-18
NR3819--MA0511.2.RUNX2	chr15	76188498	76188506	-	0.000	0.000	Merged-chr15-76188638-22
NR7094--MA0511.2.RUNX2	chr4	53826424	53826432	-	0.000	0.000	Merged-chr4-53826364-82
NR213--MA0002.2.RUNX1	chr1	78537598	78537608	+	0.000	0.000	Merged-chr1-78537773-101
NR6284--MA0002.2.RUNX1	chr2	166264959	166264969	-	0.000	0.000	Merged-chr2-166264997-23
NR6555--MA0002.2.RUNX1	chr3	78964752	78964762	+	0.000	0.000	Merged-chr3-78964803-59
NR10597--MA0511.2.RUNX2	chr9	96545688	96545696	-	0.000	0.000	Merged-chr9-96545653-10
NR5529--MA0684.1.RUNX3	chr2	6309690	6309699	+	0.000	0.000	Merged-chr2-6309619-42
NR8692--MA0002.2.RUNX1	chr6	119199211	119199221	+	0.000	0.000	Merged-chr6-119199024-52
NR4626--MA0511.2.RUNX2	chr17	43645417	43645425	+	0.000	0.000	Merged-chr17-43645396-23
NR736--MA0002.2.RUNX1	chr1	183933979	183933989	+	0.000	0.000	Merged-chr1-183934010-20
NR7395--MA0684.1.RUNX3	chr4	134642024	134642033	+	0.000	0.000	Merged-chr4-134642170-32
NR10454--MA0511.2.RUNX2	chr9	75246459	75246467	-	0.000	0.000	Merged-chr9-75246433-36
NR4212--MA0511.2.RUNX2	chr16	49818780	49818788	+	0.000	0.000	Merged-chr16-49818889-55
NR5953--MA0002.2.RUNX1	chr2	107006053	107006063	+	0.000	0.000	Merged-chr2-107005967-12
NR6812--MA0684.1.RUNX3	chr3	135402594	135402603	+	0.000	0.000	Merged-chr3-135402581-53
NR2976--MA0684.1.RUNX3	chr13	94153700	94153709	-	0.000	0.000	Merged-chr13-94153821-20
NR8966--MA0511.2.RUNX2	chr6	145802248	145802256	-	0.000	0.000	Merged-chr6-145802187-30
NR451--MA0684.1.RUNX3	chr1	138750398	138750407	+	0.000	0.000	Merged-chr1-138750418-5
NR4735--MA0511.2.RUNX2	chr17	65873958	65873966	+	0.000	0.000	Merged-chr17-65874040-13
NR6250--MA0002.2.RUNX1	chr2	163401469	163401479	+	0.000	0.000	Merged-chr2-163401452-24
NR6521--MA0002.2.RUNX1	chr3	60496530	60496540	+	0.000	0.000	Merged-chr3-60496424-34
NR1974--MA0002.2.RUNX1	chr11	107997089	107997099	+	0.000	0.000	Merged-chr11-107997023-15
NR7027--MA0002.2.RUNX1	chr4	34581737	34581747	+	0.000	0.000	Merged-chr4-34581756-37
NR974--MA0684.1.RUNX3	chr10	30716231	30716240	-	0.000	0.000	Merged-chr10-30716378-49
NR9329--MA0511.2.RUNX2	chr7	89171966	89171974	+	0.000	0.000	Merged-chr7-89172043-28
NR4888--MA0002.2.RUNX1	chr18	11954687	11954697	-	0.000	0.000	Merged-chr18-11954741-24
NR6968--MA0684.1.RUNX3	chr4	3810441	3810450	+	0.000	0.000	Merged-chr4-3810365-16
NR2671--MA0684.1.RUNX3	chr13	20502836	20502845	-	0.000	0.000	Merged-chr13-20502802-9
NR7851--MA0002.2.RUNX1	chr5	86087003	86087013	-	0.000	0.000	Merged-chr5-86086914-50
NR6776--MA0511.2.RUNX2	chr3	129904983	129904991	+	0.000	0.000	Merged-chr3-129904865-18
NR3448--MA0684.1.RUNX3	chr14	77742008	77742017	+	0.000	0.000	Merged-chr14-77742060-11
NR9709--MA0511.2.RUNX2	chr7	142393441	142393449	-	0.000	0.000	Merged-chr7-142393362-24
NR8562--MA0002.2.RUNX1	chr6	91776626	91776636	-	0.000	0.000	Merged-chr6-91776729-25
NR8833--MA0002.2.RUNX1	chr6	133904798	133904808	+	0.000	0.000	Merged-chr6-133904717-21
NR6677--MA0002.2.RUNX1	chr3	105778108	105778118	+	0.000	0.000	Merged-chr3-105778100-2
NR4003--MA0684.1.RUNX3	chr15	102160657	102160666	-	0.000	0.000	Merged-chr15-102160711-16
NR2131--MA0511.2.RUNX2	chr12	16321296	16321304	+	0.000	0.000	Merged-chr12-16321346-3
NR8770--MA0511.2.RUNX2	chr6	128760907	128760915	+	0.000	0.000	Merged-chr6-128760621-104
NR9640--MA0002.2.RUNX1	chr7	132672698	132672708	-	0.000	0.000	Merged-chr7-132672749-42
NR8614--MA0684.1.RUNX3	chr6	100581257	100581266	+	0.000	0.000	Merged-chr6-100581320-61
NR173--MA0002.2.RUNX1	chr1	66874917	66874927	-	0.000	0.000	Merged-chr1-66874962-7
NR4112--MA0684.1.RUNX3	chr16	30181347	30181356	-	0.000	0.000	Merged-chr16-30181350-22
NR573--MA0684.1.RUNX3	chr1	164079559	164079568	-	0.000	0.000	Merged-chr1-164079439-12
NR5661--MA0002.2.RUNX1	chr2	34162613	34162623	-	0.000	0.000	Merged-chr2-34162703-13
NR1258--MA0684.1.RUNX3	chr10	92791359	92791368	-	0.000	0.000	Merged-chr10-92791286-37
NR1529--MA0684.1.RUNX3	chr11	11657343	11657352	+	0.000	0.000	Merged-chr11-11657249-55
NR6438--MA0002.2.RUNX1	chr3	35732618	35732628	+	0.000	0.000	Merged-chr3-35732533-43
NR7149--MA0002.2.RUNX1	chr4	70307384	70307394	-	0.000	0.000	Merged-chr4-70307334-49
NR282--MA0002.2.RUNX1	chr1	91413382	91413392	-	0.000	0.000	Merged-chr1-91413387-81
NR4714--MA0511.2.RUNX2	chr17	63356437	63356445	+	0.000	0.000	Merged-chr17-63356437-30
NR2763--MA0511.2.RUNX2	chr13	38501512	38501520	+	0.000	0.000	Merged-chr13-38501583-20
NR6895--MA0002.2.RUNX1	chr3	146345378	146345388	+	0.000	0.000	Merged-chr3-146345390-35
NR4615--MA0002.2.RUNX1	chr17	35423349	35423359	+	0.000	0.000	Merged-chr17-35423448-36
NR2459--MA0002.2.RUNX1	chr12	110703297	110703307	-	0.000	0.000	Merged-chr12-110703335-47
NR477--MA0684.1.RUNX3	chr1	144283483	144283492	+	0.000	0.000	Merged-chr1-144283563-68
NR748--MA0684.1.RUNX3	chr1	184534678	184534687	+	0.000	0.000	Merged-chr1-184534660-49
NR205--MA0002.2.RUNX1	chr1	75533616	75533626	-	0.000	0.000	Merged-chr1-75533497-24
NR556--MA0511.2.RUNX2	chr1	159911215	159911223	-	0.000	0.000	Merged-chr1-159911218-36
NR827--MA0511.2.RUNX2	chr1	193303655	193303663	-	0.000	0.000	Merged-chr1-193303652-18
NR10589--MA0511.2.RUNX2	chr9	96024125	96024133	+	0.000	0.000	Merged-chr9-96024121-9
NR2316--MA0002.2.RUNX1	chr12	82174127	82174137	+	0.000	0.000	Merged-chr12-82174098-6
NR605--MA0684.1.RUNX3	chr1	165985849	165985858	+	0.000	0.000	Merged-chr1-165985990-54
NR8684--MA0002.2.RUNX1	chr6	117431695	117431705	-	0.000	0.000	Merged-chr6-117431708-65
NR1019--MA0684.1.RUNX3	chr10	50898383	50898392	+	0.000	0.000	Merged-chr10-50898307-41
NR4601--MA0684.1.RUNX3	chr17	33456924	33456933	+	0.000	0.000	Merged-chr17-33456861-18
NR5058--MA0511.2.RUNX2	chr18	69547155	69547163	+	0.000	0.000	Merged-chr18-69547283-22
NR4453--MA0002.2.RUNX1	chr17	5402773	5402783	-	0.000	0.000	Merged-chr17-5402492-35
NR2445--MA0684.1.RUNX3	chr12	108634216	108634225	+	0.000	0.000	Merged-chr12-108634224-17
NR2297--MA0002.2.RUNX1	chr12	77079760	77079770	-	0.000	0.000	Merged-chr12-77079704-10
NR4310--MA0002.2.RUNX1	chr16	76249895	76249905	+	0.000	0.000	Merged-chr16-76249767-78
NR2425--MA0002.2.RUNX1	chr12	105068988	105068998	-	0.000	0.000	Merged-chr12-105069151-33
NR9669--MA0511.2.RUNX2	chr7	139125703	139125711	-	0.000	0.000	Merged-chr7-139125728-10
NR4727--MA0511.2.RUNX2	chr17	64827074	64827082	-	0.000	0.000	Merged-chr17-64827066-53
NR509--MA0684.1.RUNX3	chr1	151644456	151644465	-	0.000	0.000	Merged-chr1-151644358-13
NR8859--MA0002.2.RUNX1	chr6	136493691	136493701	+	0.000	0.000	Merged-chr6-136493676-34
NR4710--MA0684.1.RUNX3	chr17	62784252	62784261	+	0.000	0.000	Merged-chr17-62784192-42
NR4234--MA0684.1.RUNX3	chr16	52107988	52107997	-	0.000	0.000	Merged-chr16-52108040-37
NR6513--MA0002.2.RUNX1	chr3	59203993	59204003	+	0.000	0.000	Merged-chr3-59204061-45
NR4086--MA0002.2.RUNX1	chr16	24217021	24217031	-	0.000	0.000	Merged-chr16-24217048-44
NR2825--MA0684.1.RUNX3	chr13	52874144	52874153	+	0.000	0.000	Merged-chr13-52874286-33
NR4628--MA0002.2.RUNX1	chr17	43645408	43645418	-	0.000	0.000	Merged-chr17-43645396-23
NR6864--MA0511.2.RUNX2	chr3	144411167	144411175	-	0.000	0.000	Merged-chr3-144411311-32
NR8445--MA0002.2.RUNX1	chr6	54116500	54116510	-	0.000	0.000	Merged-chr6-54116572-22
NR1823--MA0002.2.RUNX1	chr11	86925383	86925393	-	0.000	0.000	Merged-chr11-86925412-36
NR7419--MA0684.1.RUNX3	chr4	136266855	136266864	-	0.000	0.000	Merged-chr4-136266898-41
NR6689--MA0684.1.RUNX3	chr3	108165002	108165011	-	0.000	0.000	Merged-chr3-108164973-25
NR10108--MA0002.2.RUNX1	chr8	120396887	120396897	+	0.000	0.000	Merged-chr8-120396987-32
NR4466--MA0002.2.RUNX1	chr17	7164083	7164093	+	0.000	0.000	Merged-chr17-7164154-31
NR4737--MA0002.2.RUNX1	chr17	65929515	65929525	-	0.000	0.000	Merged-chr17-65929405-47
NR9159--MA0511.2.RUNX2	chr7	43430966	43430974	-	0.000	0.000	Merged-chr7-43430848-7
NR6751--MA0684.1.RUNX3	chr3	123192399	123192408	+	0.000	0.000	Merged-chr3-123192207-28
NR2742--MA0511.2.RUNX2	chr13	34914838	34914846	-	0.000	0.000	Merged-chr13-34914852-26
NR8825--MA0002.2.RUNX1	chr6	131421771	131421781	+	0.000	0.000	Merged-chr6-131421811-26
NR7257--MA0684.1.RUNX3	chr4	102918955	102918964	+	0.000	0.000	Merged-chr4-102918925-26
NR10045--MA0511.2.RUNX2	chr8	111964452	111964460	-	0.000	0.000	Merged-chr8-111964548-16
NR7700--MA0002.2.RUNX1	chr5	36089621	36089631	-	0.000	0.000	Merged-chr5-36089478-45
NR8954--MA0684.1.RUNX3	chr6	144953072	144953081	+	0.000	0.000	Merged-chr6-144953133-29
NR10489--MA0684.1.RUNX3	chr9	79810687	79810696	+	0.000	0.000	Merged-chr9-79810670-36
NR6403--MA0684.1.RUNX3	chr3	20034915	20034924	-	0.000	0.000	Merged-chr3-20035006-57
NR8206--MA0002.2.RUNX1	chr5	140624014	140624024	-	0.000	0.000	Merged-chr5-140623883-3
NR9189--MA0684.1.RUNX3	chr7	46839005	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR264--MA0511.2.RUNX2	chr1	89108780	89108788	-	0.000	0.000	Merged-chr1-89108793-22
NR2024--MA0002.2.RUNX1	chr11	113194938	113194948	-	0.000	0.000	Merged-chr11-113194847-27
NR108--MA0684.1.RUNX3	chr1	52607876	52607885	-	0.000	0.000	Merged-chr1-52607825-19
NR8663--MA0002.2.RUNX1	chr6	112879746	112879756	-	0.000	0.000	Merged-chr6-112879624-4
NR436--MA0002.2.RUNX1	chr1	135659831	135659841	-	0.000	0.000	Merged-chr1-135659715-46
NR9169--MA0002.2.RUNX1	chr7	44839664	44839674	+	0.000	0.000	Merged-chr7-44839649-46
NR959--MA0002.2.RUNX1	chr10	28592908	28592918	-	0.000	0.000	Merged-chr10-28593018-2
NR8315--MA0002.2.RUNX1	chr6	12081954	12081964	+	0.000	0.000	Merged-chr6-12082002-27
NR4085--MA0684.1.RUNX3	chr16	23844809	23844818	+	0.000	0.000	Merged-chr16-23844946-41
NR9470--MA0002.2.RUNX1	chr7	110796768	110796778	+	0.000	0.000	Merged-chr7-110796753-46
NR2799--MA0002.2.RUNX1	chr13	46984008	46984018	+	0.000	0.000	Merged-chr13-46984100-22
NR4164--MA0511.2.RUNX2	chr16	37684954	37684962	-	0.000	0.000	Merged-chr16-37685032-63
NR8296--MA0002.2.RUNX1	chr6	5148164	5148174	+	0.000	0.000	Merged-chr6-5148035-17
NR6221--MA0002.2.RUNX1	chr2	158154324	158154334	-	0.000	0.000	Merged-chr2-158154460-58
NR6016--MA0002.2.RUNX1	chr2	123243765	123243775	-	0.000	0.000	Merged-chr2-123243838-1
NR1945--MA0002.2.RUNX1	chr11	104599877	104599887	+	0.000	0.000	Merged-chr11-104599870-16
NR9993--MA0002.2.RUNX1	chr8	104344199	104344209	-	0.000	0.000	Merged-chr8-104344230-45
NR6416--MA0684.1.RUNX3	chr3	21996141	21996150	-	0.000	0.000	Merged-chr3-21996009-51
NR1802--MA0002.2.RUNX1	chr11	80785982	80785992	-	0.000	0.000	Merged-chr11-80785938-31
NR2659--MA0511.2.RUNX2	chr13	20306361	20306369	-	0.000	0.000	Merged-chr13-20306536-31
NR4716--MA0002.2.RUNX1	chr17	63356437	63356447	-	0.000	0.000	Merged-chr17-63356437-30
NR6648--MA0002.2.RUNX1	chr3	101297550	101297560	-	0.000	0.000	Merged-chr3-101297395-20
NR386--MA0511.2.RUNX2	chr1	128808800	128808808	-	0.000	0.000	Merged-chr1-128808726-38
NR2080--MA0002.2.RUNX1	chr11	119166074	119166084	+	0.000	0.000	Merged-chr11-119166198-51
NR6062--MA0511.2.RUNX2	chr2	128544656	128544664	+	0.000	0.000	Merged-chr2-128544786-45
NR706--MA0684.1.RUNX3	chr1	180531603	180531612	-	0.000	0.000	Merged-chr1-180531418-30
NR10640--MA0002.2.RUNX1	chr9	104277699	104277709	-	0.000	0.000	Merged-chr9-104277582-95
NR6234--MA0002.2.RUNX1	chr2	160421723	160421733	+	0.000	0.000	Merged-chr2-160421769-26
NR10911--MA0002.2.RUNX1	chrX	74393189	74393199	-	0.000	0.000	Merged-chrX-74393226-50
NR4283--MA0002.2.RUNX1	chr16	70365448	70365458	-	0.000	0.000	Merged-chr16-70365429-20
NR4554--MA0002.2.RUNX1	chr17	27012510	27012520	+	0.000	0.000	Merged-chr17-27012329-58
NR4078--MA0002.2.RUNX1	chr16	23838217	23838227	+	0.000	0.000	Merged-chr16-23838386-46
NR2003--MA0002.2.RUNX1	chr11	110537707	110537717	-	0.000	0.000	Merged-chr11-110537806-33
NR958--MA0684.1.RUNX3	chr10	26879361	26879370	-	0.000	0.000	Merged-chr10-26879299-36
NR4305--MA0511.2.RUNX2	chr16	76002584	76002592	+	0.000	0.000	Merged-chr16-76002490-12
NR1815--MA0002.2.RUNX1	chr11	84916302	84916312	-	0.000	0.000	Merged-chr11-84916345-39
NR4206--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR2255--MA0002.2.RUNX1	chr12	71030587	71030597	+	0.000	0.000	Merged-chr12-71030638-56
NR8771--MA0684.1.RUNX3	chr6	128760907	128760916	+	0.000	0.000	Merged-chr6-128760621-104
NR9499--MA0511.2.RUNX2	chr7	114356569	114356577	-	0.000	0.000	Merged-chr7-114356592-29
NR6614--MA0002.2.RUNX1	chr3	90587001	90587011	+	0.000	0.000	Merged-chr3-90587051-129
NR2112--MA0002.2.RUNX1	chr12	8208456	8208466	+	0.000	0.000	Merged-chr12-8208226-52
NR796--MA0684.1.RUNX3	chr1	191275772	191275781	+	0.000	0.000	Merged-chr1-191275783-38
NR7835--MA0002.2.RUNX1	chr5	73630402	73630412	+	0.000	0.000	Merged-chr5-73630268-26
NR2192--MA0511.2.RUNX2	chr12	40082663	40082671	-	0.000	0.000	Merged-chr12-40082699-21
NR10229--MA0684.1.RUNX3	chr9	7790862	7790871	-	0.000	0.000	Merged-chr9-7790841-6
NR177--MA0684.1.RUNX3	chr1	66896356	66896365	-	0.000	0.000	Merged-chr1-66896467-67
NR448--MA0684.1.RUNX3	chr1	138604253	138604262	-	0.000	0.000	Merged-chr1-138604109-41
NR6518--MA0002.2.RUNX1	chr3	60111336	60111346	+	0.000	0.000	Merged-chr3-60111409-19
NR256--MA0511.2.RUNX2	chr1	88587508	88587516	+	0.000	0.000	Merged-chr1-88587471-60
NR7673--MA0002.2.RUNX1	chr5	30240769	30240779	+	0.000	0.000	Merged-chr5-30240775-35
NR4523--MA0511.2.RUNX2	chr17	21733926	21733934	+	0.000	0.000	Merged-chr17-21733799-41
NR6852--MA0684.1.RUNX3	chr3	142674814	142674823	-	0.000	0.000	Merged-chr3-142674758-15
NR6647--MA0684.1.RUNX3	chr3	101098206	101098215	-	0.000	0.000	Merged-chr3-101098276-14
NR428--MA0002.2.RUNX1	chr1	135128337	135128347	-	0.000	0.000	Merged-chr1-135128273-30
NR4424--MA0002.2.RUNX1	chr16	95809281	95809291	-	0.000	0.000	Merged-chr16-95809247-50
NR2416--MA0684.1.RUNX3	chr12	102621271	102621280	-	0.000	0.000	Merged-chr12-102621419-11
NR286--MA0684.1.RUNX3	chr1	92371736	92371745	+	0.000	0.000	Merged-chr1-92371802-28
NR557--MA0684.1.RUNX3	chr1	159911214	159911223	-	0.000	0.000	Merged-chr1-159911218-36
NR8241--MA0002.2.RUNX1	chr5	144294997	144295007	-	0.000	0.000	Merged-chr5-144295152-24
NR6627--MA0002.2.RUNX1	chr3	94375471	94375481	+	0.000	0.000	Merged-chr3-94375656-27
NR4619--MA0684.1.RUNX3	chr17	35508086	35508095	-	0.000	0.000	Merged-chr17-35508038-19
NR3650--MA0511.2.RUNX2	chr15	35529530	35529538	-	0.000	0.000	Merged-chr15-35529547-26
NR2668--MA0684.1.RUNX3	chr13	20502780	20502789	-	0.000	0.000	Merged-chr13-20502802-9
NR6041--MA0511.2.RUNX2	chr2	127760722	127760730	+	0.000	0.000	Merged-chr2-127760760-14
NR4090--MA0511.2.RUNX2	chr16	25248986	25248994	+	0.000	0.000	Merged-chr16-25249109-39
NR2125--MA0002.2.RUNX1	chr12	13410417	13410427	-	0.000	0.000	Merged-chr12-13410341-33
NR8165--MA0684.1.RUNX3	chr5	134237016	134237025	+	0.000	0.000	Merged-chr5-134237023-52
NR10176--MA0684.1.RUNX3	chr8	127178774	127178783	-	0.000	0.000	Merged-chr8-127178768-26
NR3551--MA0002.2.RUNX1	chr14	118919218	118919228	+	0.000	0.000	Merged-chr14-118919285-17
NR2747--MA0511.2.RUNX2	chr13	36214465	36214473	+	0.000	0.000	Merged-chr13-36214295-21
NR4262--MA0002.2.RUNX1	chr16	59517567	59517577	-	0.000	0.000	Merged-chr16-59517652-60
NR2254--MA0684.1.RUNX3	chr12	70219231	70219240	+	0.000	0.000	Merged-chr12-70219283-39
NR2377--MA0002.2.RUNX1	chr12	98269753	98269763	-	0.000	0.000	Merged-chr12-98269804-132
NR666--MA0684.1.RUNX3	chr1	176950222	176950231	-	0.000	0.000	Merged-chr1-176950373-27
NR5483--MA0002.2.RUNX1	chr19	57113350	57113360	-	0.000	0.000	Merged-chr19-57113185-31
NR4013--MA0511.2.RUNX2	chr15	103255465	103255473	-	0.000	0.000	Merged-chr15-103255305-35
NR789--MA0002.2.RUNX1	chr1	191026385	191026395	+	0.000	0.000	Merged-chr1-191026500-1
NR2111--MA0684.1.RUNX3	chr12	8208226	8208235	-	0.000	0.000	Merged-chr12-8208226-52
NR2777--MA0684.1.RUNX3	chr13	41614739	41614748	-	0.000	0.000	Merged-chr13-41614922-33
NR8274--MA0684.1.RUNX3	chr5	149160598	149160607	+	0.000	0.000	Merged-chr5-149160687-30
NR5611--MA0002.2.RUNX1	chr2	25620564	25620574	+	0.000	0.000	Merged-chr2-25620603-21
NR3726--MA0002.2.RUNX1	chr15	55896429	55896439	-	0.000	0.000	Merged-chr15-55896395-5
NR7543--MA0002.2.RUNX1	chr4	154246713	154246723	-	0.000	0.000	Merged-chr4-154246608-23
NR5592--MA0002.2.RUNX1	chr2	19276518	19276528	+	0.000	0.000	Merged-chr2-19276309-38
NR7179--MA0511.2.RUNX2	chr4	88115657	88115665	-	0.000	0.000	Merged-chr4-88115597-29
NR3312--MA0002.2.RUNX1	chr14	55882463	55882473	+	0.000	0.000	Merged-chr14-55882429-48
NR6369--MA0002.2.RUNX1	chr2	179966853	179966863	-	0.000	0.000	Merged-chr2-179966777-32
NR4023--MA0002.2.RUNX1	chr16	8412313	8412323	-	0.000	0.000	Merged-chr16-8412399-34
NR4689--MA0002.2.RUNX1	chr17	52591977	52591987	+	0.000	0.000	Merged-chr17-52591988-50
NR5992--MA0684.1.RUNX3	chr2	117417568	117417577	-	0.000	0.000	Merged-chr2-117417577-23
NR4645--MA0511.2.RUNX2	chr17	45489015	45489023	+	0.000	0.000	Merged-chr17-45488824-86
NR8449--MA0684.1.RUNX3	chr6	54685313	54685322	-	0.000	0.000	Merged-chr6-54685260-34
NR6498--MA0684.1.RUNX3	chr3	55422611	55422620	-	0.000	0.000	Merged-chr3-55422516-4
NR2538--MA0684.1.RUNX3	chr12	115335096	115335105	+	0.000	0.000	Merged-chr12-115335111-51
NR7923--MA0002.2.RUNX1	chr5	100466876	100466886	-	0.000	0.000	Merged-chr5-100466890-43
NR8092--MA0002.2.RUNX1	chr5	117922384	117922394	+	0.000	0.000	Merged-chr5-117922248-35
NR8363--MA0002.2.RUNX1	chr6	30671833	30671843	+	0.000	0.000	Merged-chr6-30671721-27
NR2346--MA0511.2.RUNX2	chr12	90236208	90236216	-	0.000	0.000	Merged-chr12-90236268-16
NR7781--MA0684.1.RUNX3	chr5	64212799	64212808	-	0.000	0.000	Merged-chr5-64212951-2
NR4798--MA0002.2.RUNX1	chr17	83367537	83367547	+	0.000	0.000	Merged-chr17-83367610-36
NR8114--MA0511.2.RUNX2	chr5	121564597	121564605	-	0.000	0.000	Merged-chr5-121564703-31
NR8492--MA0684.1.RUNX3	chr6	72566266	72566275	+	0.000	0.000	Merged-chr6-72566205-29
NR8015--MA0002.2.RUNX1	chr5	110269799	110269809	-	0.000	0.000	Merged-chr5-110269680-64
NR2869--MA0511.2.RUNX2	chr13	63528506	63528514	+	0.000	0.000	Merged-chr13-63528491-46
NR4340--MA0511.2.RUNX2	chr16	87657463	87657471	-	0.000	0.000	Merged-chr16-87657392-20
NR1850--MA0002.2.RUNX1	chr11	90196636	90196646	+	0.000	0.000	Merged-chr11-90196675-9
NR4307--MA0002.2.RUNX1	chr16	76002584	76002594	-	0.000	0.000	Merged-chr16-76002490-12
NR4387--MA0511.2.RUNX2	chr16	91917805	91917813	-	0.000	0.000	Merged-chr16-91917917-41
NR4658--MA0511.2.RUNX2	chr17	47710437	47710445	-	0.000	0.000	Merged-chr17-47710307-11
NR5098--MA0511.2.RUNX2	chr18	77822831	77822839	+	0.000	0.000	Merged-chr18-77822747-6
NR1231--MA0002.2.RUNX1	chr10	89415728	89415738	-	0.000	0.000	Merged-chr10-89415714-14
NR9821--MA0002.2.RUNX1	chr8	35430956	35430966	+	0.000	0.000	Merged-chr8-35430856-53
NR1631--MA0684.1.RUNX3	chr11	50421965	50421974	+	0.000	0.000	Merged-chr11-50422088-24
NR7251--MA0002.2.RUNX1	chr4	102635615	102635625	-	0.000	0.000	Merged-chr4-102635594-29
NR8028--MA0002.2.RUNX1	chr5	111235963	111235973	+	0.000	0.000	Merged-chr5-111235959-11
NR9930--MA0002.2.RUNX1	chr8	79209872	79209882	-	0.000	0.000	Merged-chr8-79209921-60
NR4002--MA0002.2.RUNX1	chr15	102160656	102160666	+	0.000	0.000	Merged-chr15-102160711-16
NR2389--MA0684.1.RUNX3	chr12	98601153	98601162	-	0.000	0.000	Merged-chr12-98601119-23
NR10710--MA0511.2.RUNX2	chr9	114778159	114778167	+	0.000	0.000	Merged-chr9-114778253-39
NR10168--MA0684.1.RUNX3	chr8	126832837	126832846	+	0.000	0.000	Merged-chr8-126833007-101
NR214--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR1929--MA0002.2.RUNX1	chr11	103776883	103776893	+	0.000	0.000	Merged-chr11-103776919-6
NR7631--MA0002.2.RUNX1	chr5	21412291	21412301	+	0.000	0.000	Merged-chr5-21412205-6
