#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR50739--MA0740.1.KLF14	chr6	119451004	119451017	+	0.000	0.000	Merged-chr6-119451010-23
NR20715--MA0039.3.KLF4	chr15	67410219	67410229	-	0.000	0.000	Merged-chr15-67410100-57
NR2011--MA1107.1.KLF9	chr1	132008238	132008250	-	0.000	0.000	Merged-chr1-132007976-127
NR2679--MA0742.1.Klf12	chr1	160025766	160025780	+	0.000	0.000	Merged-chr1-160025789-2
NR58219--MA0741.1.KLF16	chr8	72409517	72409527	-	0.000	0.000	Merged-chr8-72409606-16
NR25068--MA1107.1.KLF9	chr17	21423174	21423186	-	0.000	0.000	Merged-chr17-21423109-81
NR22447--MA0740.1.KLF14	chr15	103240392	103240405	-	0.000	0.000	Merged-chr15-103240181-165
NR40494--MA1107.1.KLF9	chr4	46485838	46485850	-	0.000	0.000	Merged-chr4-46485924-53
NR51380--MA0657.1.KLF13	chr6	134830121	134830138	+	0.000	0.000	Merged-chr6-134830106-68
NR53995--MA0039.3.KLF4	chr7	64160762	64160772	-	0.000	0.000	Merged-chr7-64160970-41
NR3429--MA0599.1.KLF5	chr1	180387656	180387665	-	0.000	0.000	Merged-chr1-180387589-46
NR6235--MA0741.1.KLF16	chr10	82780505	82780515	-	0.000	0.000	Merged-chr10-82780687-69
NR43747--MA0599.1.KLF5	chr4	155067019	155067028	+	0.000	0.000	Merged-chr4-155066874-90
NR46776--MA0741.1.KLF16	chr5	123145036	123145046	+	0.000	0.000	Merged-chr5-123144885-18
NR54285--MA0740.1.KLF14	chr7	80294367	80294380	-	0.000	0.000	Merged-chr7-80294519-58
NR8447--MA0742.1.Klf12	chr11	34782633	34782647	+	0.000	0.000	Merged-chr11-34782610-2
NR59916--MA0741.1.KLF16	chr8	123407047	123407057	-	0.000	0.000	Merged-chr8-123406909-21
NR13069--MA0493.1.Klf1	chr12	72809962	72809972	-	0.000	0.000	Merged-chr12-72809973-16
NR64185--MA0742.1.Klf12	chrX	48314738	48314752	+	0.000	0.000	Merged-chrX-48314836-34
NR29657--MA0599.1.KLF5	chr19	7295136	7295145	-	0.000	0.000	Merged-chr19-7295405-60
NR12114--MA0599.1.KLF5	chr12	4065644	4065653	+	0.000	0.000	Merged-chr12-4065716-30
NR59240--MA0742.1.Klf12	chr8	111145677	111145691	+	0.000	0.000	Merged-chr8-111145545-75
NR7932--MA0741.1.KLF16	chr11	4824129	4824139	-	0.000	0.000	Merged-chr11-4823993-46
NR47455--MA0740.1.KLF14	chr5	137069068	137069081	-	0.000	0.000	Merged-chr5-137068922-9
NR50981--MA1107.1.KLF9	chr6	125339483	125339495	-	0.000	0.000	Merged-chr6-125339380-7
NR55414--MA0741.1.KLF16	chr7	118499323	118499333	-	0.000	0.000	Merged-chr7-118499270-20
NR53192--MA0741.1.KLF16	chr7	30219534	30219544	-	0.000	0.000	Merged-chr7-30219688-54
NR46223--MA1107.1.KLF9	chr5	113643658	113643670	+	0.000	0.000	Merged-chr5-113643605-6
NR60430--MA0742.1.Klf12	chr9	21436462	21436476	-	0.000	0.000	Merged-chr9-21436364-48
NR37600--MA0741.1.KLF16	chr3	95645497	95645507	+	0.000	0.000	Merged-chr3-95645551-28
NR2741--MA0742.1.Klf12	chr1	161707285	161707299	+	0.000	0.000	Merged-chr1-161707270-12
NR26037--MA1107.1.KLF9	chr17	35969882	35969894	-	0.000	0.000	Merged-chr17-35969818-62
NR5823--MA0493.1.Klf1	chr10	79908590	79908600	+	0.000	0.000	Merged-chr10-79908801-95
NR27249--MA0599.1.KLF5	chr17	84116731	84116740	+	0.000	0.000	Merged-chr17-84116630-65
NR599--MA0599.1.KLF5	chr1	52011443	52011452	-	0.000	0.000	Merged-chr1-52011364-58
NR58103--MA0599.1.KLF5	chr8	71464845	71464854	+	0.000	0.000	Merged-chr8-71464881-48
NR58442--MA1107.1.KLF9	chr8	84148021	84148033	-	0.000	0.000	Merged-chr8-84147896-59
NR19076--MA0599.1.KLF5	chr14	79587565	79587574	+	0.000	0.000	Merged-chr14-79587561-73
NR64902--MA0599.1.KLF5	chrX	159199692	159199701	+	0.000	0.000	Merged-chrX-159199808-53
NR12844--MA0741.1.KLF16	chr12	55560443	55560453	+	0.000	0.000	Merged-chr12-55560358-27
NR43527--MA0741.1.KLF16	chr4	152039426	152039436	+	0.000	0.000	Merged-chr4-152039295-87
NR25713--MA0741.1.KLF16	chr17	32349174	32349184	+	0.000	0.000	Merged-chr17-32349293-10
NR9193--MA0493.1.Klf1	chr11	63985041	63985051	+	0.000	0.000	Merged-chr11-63985076-118
NR22202--MA0742.1.Klf12	chr15	100060746	100060760	+	0.000	0.000	Merged-chr15-100060928-68
NR14028--MA0039.3.KLF4	chr12	107139250	107139260	-	0.000	0.000	Merged-chr12-107139139-48
NR26041--MA0039.3.KLF4	chr17	36023772	36023782	-	0.000	0.000	Merged-chr17-36023858-33
NR20551--MA0599.1.KLF5	chr15	59648259	59648268	+	0.000	0.000	Merged-chr15-59648235-82
NR57316--MA0039.3.KLF4	chr8	36223315	36223325	+	0.000	0.000	Merged-chr8-36223290-29
NR41898--MA0493.1.Klf1	chr4	124819063	124819073	+	0.000	0.000	Merged-chr4-124819044-3
NR13826--MA0741.1.KLF16	chr12	102719725	102719735	-	0.000	0.000	Merged-chr12-102719761-17
NR23467--MA0599.1.KLF5	chr16	44724276	44724285	+	0.000	0.000	Merged-chr16-44724464-54
NR32770--MA0599.1.KLF5	chr2	73404205	73404214	+	0.000	0.000	Merged-chr2-73404319-86
NR59763--MA0742.1.Klf12	chr8	121898637	121898651	-	0.000	0.000	Merged-chr8-121898554-47
NR26177--MA0599.1.KLF5	chr17	45573316	45573325	+	0.000	0.000	Merged-chr17-45573400-189
NR13421--MA0742.1.Klf12	chr12	85632517	85632531	-	0.000	0.000	Merged-chr12-85632486-20
NR38466--MA0039.3.KLF4	chr3	122721568	122721578	-	0.000	0.000	Merged-chr3-122721694-22
NR21068--MA0599.1.KLF5	chr15	78923755	78923764	-	0.000	0.000	Merged-chr15-78923681-44
NR51807--MA1107.1.KLF9	chr6	143644238	143644250	-	0.000	0.000	Merged-chr6-143644116-2
NR29650--MA0657.1.KLF13	chr19	7206345	7206362	+	0.000	0.000	Merged-chr19-7206392-96
NR45361--MA0740.1.KLF14	chr5	77372893	77372906	+	0.000	0.000	Merged-chr5-77372984-43
NR30577--MA0599.1.KLF5	chr19	47067650	47067659	+	0.000	0.000	Merged-chr19-47067623-11
NR14400--MA1107.1.KLF9	chr12	112942162	112942174	-	0.000	0.000	Merged-chr12-112942190-79
NR17643--MA0741.1.KLF16	chr14	21832222	21832232	-	0.000	0.000	Merged-chr14-21832195-1
NR54302--MA1107.1.KLF9	chr7	80450046	80450058	+	0.000	0.000	Merged-chr7-80450087-44
NR58788--MA0599.1.KLF5	chr8	95002018	95002027	-	0.000	0.000	Merged-chr8-95001890-40
NR12565--MA1107.1.KLF9	chr12	35192528	35192540	+	0.000	0.000	Merged-chr12-35192398-29
NR52467--MA1107.1.KLF9	chr7	16828035	16828047	-	0.000	0.000	Merged-chr7-16827987-1
NR52804--MA0599.1.KLF5	chr7	25316870	25316879	+	0.000	0.000	Merged-chr7-25316715-33
NR49740--MA0599.1.KLF5	chr6	83711229	83711238	-	0.000	0.000	Merged-chr6-83711196-55
NR27916--MA0741.1.KLF16	chr18	34887431	34887441	+	0.000	0.000	Merged-chr18-34887458-62
NR27225--MA0039.3.KLF4	chr17	84008557	84008567	+	0.000	0.000	Merged-chr17-84008510-14
NR30515--MA0741.1.KLF16	chr19	46305666	46305676	+	0.000	0.000	Merged-chr19-46305608-10
NR25694--MA0741.1.KLF16	chr17	31855872	31855882	+	0.000	0.000	Merged-chr17-31855795-60
NR10176--MA0599.1.KLF5	chr11	87737471	87737480	-	0.000	0.000	Merged-chr11-87737337-64
NR7309--MA0493.1.Klf1	chr10	118461488	118461498	+	0.000	0.000	Merged-chr10-118461532-37
NR56254--MA0493.1.Klf1	chr7	135582193	135582203	-	0.000	0.000	Merged-chr7-135582157-1
NR55803--MA0742.1.Klf12	chr7	127031473	127031487	-	0.000	0.000	Merged-chr7-127031596-19
NR25965--MA0741.1.KLF16	chr17	35200568	35200578	-	0.000	0.000	Merged-chr17-35200638-36
NR1809--MA0599.1.KLF5	chr1	125435543	125435552	+	0.000	0.000	Merged-chr1-125435397-141
NR24445--MA0599.1.KLF5	chr16	95860800	95860809	+	0.000	0.000	Merged-chr16-95860989-42
NR38038--MA0599.1.KLF5	chr3	105892623	105892632	-	0.000	0.000	Merged-chr3-105892493-111
NR13562--MA0599.1.KLF5	chr12	91684570	91684579	-	0.000	0.000	Merged-chr12-91684536-24
NR46335--MA1107.1.KLF9	chr5	114707608	114707620	+	0.000	0.000	Merged-chr5-114707863-50
NR46885--MA0741.1.KLF16	chr5	124729823	124729833	+	0.000	0.000	Merged-chr5-124729814-15
NR1933--MA1107.1.KLF9	chr1	130717429	130717441	+	0.000	0.000	Merged-chr1-130717492-49
NR30004--MA0599.1.KLF5	chr19	21785270	21785279	+	0.000	0.000	Merged-chr19-21785424-37
NR15603--MA0599.1.KLF5	chr13	55623009	55623018	-	0.000	0.000	Merged-chr13-55622931-60
NR18051--MA0740.1.KLF14	chr14	46832094	46832107	-	0.000	0.000	Merged-chr14-46832058-73
NR4643--MA1107.1.KLF9	chr10	26494733	26494745	-	0.000	0.000	Merged-chr10-26494616-56
NR9450--MA0741.1.KLF16	chr11	70534455	70534465	+	0.000	0.000	Merged-chr11-70534547-2
NR46409--MA0740.1.KLF14	chr5	115474655	115474668	+	0.000	0.000	Merged-chr5-115474524-35
NR41011--MA1107.1.KLF9	chr4	86874298	86874310	-	0.000	0.000	Merged-chr4-86874250-69
NR50735--MA1107.1.KLF9	chr6	119217775	119217787	+	0.000	0.000	Merged-chr6-119217771-9
NR31589--MA0740.1.KLF14	chr2	26628377	26628390	+	0.000	0.000	Merged-chr2-26628456-31
NR13207--MA0741.1.KLF16	chr12	79172202	79172212	+	0.000	0.000	Merged-chr12-79172401-87
NR15624--MA0742.1.Klf12	chr13	56152056	56152070	+	0.000	0.000	Merged-chr13-56151940-72
NR22037--MA0599.1.KLF5	chr15	98093252	98093261	+	0.000	0.000	Merged-chr15-98093340-56
NR32381--MA0741.1.KLF16	chr2	57117671	57117681	+	0.000	0.000	Merged-chr2-57117653-11
NR60468--MA0741.1.KLF16	chr9	21724315	21724325	+	0.000	0.000	Merged-chr9-21724146-80
NR13749--MA1107.1.KLF9	chr12	100856494	100856506	-	0.000	0.000	Merged-chr12-100856491-28
NR37036--MA0039.3.KLF4	chr3	68784294	68784304	-	0.000	0.000	Merged-chr3-68784168-43
NR16459--MA1107.1.KLF9	chr13	97235267	97235279	+	0.000	0.000	Merged-chr13-97235164-28
NR36430--MA1107.1.KLF9	chr3	20154834	20154846	+	0.000	0.000	Merged-chr3-20154860-75
NR46545--MA0039.3.KLF4	chr5	118465259	118465269	-	0.000	0.000	Merged-chr5-118465239-56
NR26337--MA0742.1.Klf12	chr17	47737849	47737863	+	0.000	0.000	Merged-chr17-47737745-152
NR11647--MA0657.1.KLF13	chr11	116586964	116586981	-	0.000	0.000	Merged-chr11-116587006-19
NR17311--MA0039.3.KLF4	chr13	118383765	118383775	+	0.000	0.000	Merged-chr13-118383663-25
NR53096--MA0741.1.KLF16	chr7	29211090	29211100	+	0.000	0.000	Merged-chr7-29210973-1
NR59532--MA1107.1.KLF9	chr8	117950954	117950966	-	0.000	0.000	Merged-chr8-117950899-2
NR10377--MA0493.1.Klf1	chr11	94236187	94236197	+	0.000	0.000	Merged-chr11-94236284-28
NR37848--MA0599.1.KLF5	chr3	101588935	101588944	+	0.000	0.000	Merged-chr3-101588946-10
NR35109--MA0741.1.KLF16	chr2	157447646	157447656	-	0.000	0.000	Merged-chr2-157447566-79
NR25822--MA0741.1.KLF16	chr17	34119416	34119426	+	0.000	0.000	Merged-chr17-34119498-67
NR19621--MA1107.1.KLF9	chr14	118930015	118930027	-	0.000	0.000	Merged-chr14-118930023-62
NR15804--MA0493.1.Klf1	chr13	63530400	63530410	-	0.000	0.000	Merged-chr13-63530431-8
NR13664--MA0741.1.KLF16	chr12	98677286	98677296	-	0.000	0.000	Merged-chr12-98677424-35
NR7699--MA0599.1.KLF5	chr10	127676959	127676968	-	0.000	0.000	Merged-chr10-127677048-58
NR15048--MA0599.1.KLF5	chr13	34002811	34002820	-	0.000	0.000	Merged-chr13-34002683-127,Merged-chr13-34003004-3
NR52579--MA1107.1.KLF9	chr7	19272254	19272266	+	0.000	0.000	Merged-chr7-19272089-134
NR33184--MA0599.1.KLF5	chr2	91236986	91236995	+	0.000	0.000	Merged-chr2-91237090-79
NR49101--MA0740.1.KLF14	chr6	48693967	48693980	-	0.000	0.000	Merged-chr6-48693973-35
NR34855--MA0741.1.KLF16	chr2	152293828	152293838	-	0.000	0.000	Merged-chr2-152293907-74
NR4210--MA0599.1.KLF5	chr10	5824256	5824265	+	0.000	0.000	Merged-chr10-5824355-123
NR59872--MA0742.1.Klf12	chr8	122830610	122830624	-	0.000	0.000	Merged-chr8-122830523-28
NR41338--MA1107.1.KLF9	chr4	107006402	107006414	-	0.000	0.000	Merged-chr4-107006366-21
NR15029--MA1107.1.KLF9	chr13	32971965	32971977	+	0.000	0.000	Merged-chr13-32971962-1
NR29308--MA0599.1.KLF5	chr18	89238293	89238302	-	0.000	0.000	Merged-chr18-89238329-52
NR29647--MA1107.1.KLF9	chr19	7040255	7040267	+	0.000	0.000	Merged-chr19-7040110-75
NR25615--MA0493.1.Klf1	chr17	29584447	29584457	-	0.000	0.000	Merged-chr17-29584339-4
NR598--MA1107.1.KLF9	chr1	51624750	51624762	+	0.000	0.000	Merged-chr1-51624803-20
NR62727--MA0599.1.KLF5	chr9	106685822	106685831	+	0.000	0.000	Merged-chr9-106685635-87
NR13440--MA1107.1.KLF9	chr12	86310092	86310104	+	0.000	0.000	Merged-chr12-86310059-67
NR26951--MA0493.1.Klf1	chr17	74717646	74717656	+	0.000	0.000	Merged-chr17-74717725-59
NR25869--MA0741.1.KLF16	chr17	34880448	34880458	-	0.000	0.000	Merged-chr17-34880349-1
NR29661--MA0493.1.Klf1	chr19	7295512	7295522	+	0.000	0.000	Merged-chr19-7295405-60
NR6248--MA0741.1.KLF16	chr10	82856375	82856385	-	0.000	0.000	Merged-chr10-82856367-8
NR15249--MA0493.1.Klf1	chr13	43261449	43261459	+	0.000	0.000	Merged-chr13-43261701-66
NR21572--MA0741.1.KLF16	chr15	89078410	89078420	+	0.000	0.000	Merged-chr15-89078443-49
NR26482--MA0740.1.KLF14	chr17	56079267	56079280	+	0.000	0.000	Merged-chr17-56079386-89
NR44443--MA0741.1.KLF16	chr5	34369881	34369891	+	0.000	0.000	Merged-chr5-34369838-94
NR1057--MA0742.1.Klf12	chr1	75213259	75213273	-	0.000	0.000	Merged-chr1-75213327-22
NR11094--MA0741.1.KLF16	chr11	106193671	106193681	+	0.000	0.000	Merged-chr11-106193514-84
NR6393--MA1107.1.KLF9	chr10	86778895	86778907	+	0.000	0.000	Merged-chr10-86778945-85
NR40051--MA1107.1.KLF9	chr4	32768157	32768169	-	0.000	0.000	Merged-chr4-32768214-30
NR50987--MA0599.1.KLF5	chr6	125349698	125349707	+	0.000	0.000	Merged-chr6-125349786-48
NR35211--MA0493.1.Klf1	chr2	160657973	160657983	-	0.000	0.000	Merged-chr2-160657923-30
NR55738--MA0599.1.KLF5	chr7	126369630	126369639	+	0.000	0.000	Merged-chr7-126369585-49
NR29429--MA0599.1.KLF5	chr19	4231799	4231808	+	0.000	0.000	Merged-chr19-4231987-48
NR40212--MA0741.1.KLF16	chr4	41348055	41348065	+	0.000	0.000	Merged-chr4-41348000-22
NR1612--MA0599.1.KLF5	chr1	105663812	105663821	-	0.000	0.000	Merged-chr1-105663837-98
NR8385--MA0741.1.KLF16	chr11	32542885	32542895	-	0.000	0.000	Merged-chr11-32542755-79
NR30005--MA0741.1.KLF16	chr19	21785256	21785266	+	0.000	0.000	Merged-chr19-21785424-37
NR2209--MA0493.1.Klf1	chr1	136707563	136707573	-	0.000	0.000	Merged-chr1-136707647-26
NR22811--MA0493.1.Klf1	chr16	15863074	15863084	-	0.000	0.000	Merged-chr16-15863011-112
NR49945--MA1107.1.KLF9	chr6	89298210	89298222	+	0.000	0.000	Merged-chr6-89298172-2
NR30567--MA1107.1.KLF9	chr19	46970297	46970309	+	0.000	0.000	Merged-chr19-46970347-33
NR59784--MA0599.1.KLF5	chr8	122432956	122432965	+	0.000	0.000	Merged-chr8-122432955-76
NR25521--MA0493.1.Klf1	chr17	28516084	28516094	-	0.000	0.000	Merged-chr17-28516201-30
NR38324--MA0741.1.KLF16	chr3	116855767	116855777	+	0.000	0.000	Merged-chr3-116855977-19
NR10718--MA0599.1.KLF5	chr11	98942067	98942076	-	0.000	0.000	Merged-chr11-98942196-71
NR37279--MA0493.1.Klf1	chr3	87804340	87804350	-	0.000	0.000	Merged-chr3-87804293-33
NR11172--MA0599.1.KLF5	chr11	108224723	108224732	-	0.000	0.000	Merged-chr11-108224834-18
NR22394--MA1107.1.KLF9	chr15	102279427	102279439	-	0.000	0.000	Merged-chr15-102279513-54
NR10503--MA0599.1.KLF5	chr11	96065399	96065408	+	0.000	0.000	Merged-chr11-96065187-86
NR41286--MA0740.1.KLF14	chr4	105316977	105316990	-	0.000	0.000	Merged-chr4-105316897-22
NR15519--MA0741.1.KLF16	chr13	54188616	54188626	+	0.000	0.000	Merged-chr13-54188520-62
NR52480--MA0039.3.KLF4	chr7	16908194	16908204	+	0.000	0.000	Merged-chr7-16908180-25
NR54746--MA0493.1.Klf1	chr7	99980483	99980493	-	0.000	0.000	Merged-chr7-99980241-66
NR36612--MA0740.1.KLF14	chr3	37312464	37312477	+	0.000	0.000	Merged-chr3-37312472-53
NR16262--MA1107.1.KLF9	chr13	89530841	89530853	-	0.000	0.000	Merged-chr13-89530741-23
NR5300--MA0599.1.KLF5	chr10	67285404	67285413	-	0.000	0.000	Merged-chr10-67285223-89
NR11790--MA0740.1.KLF14	chr11	118248766	118248779	+	0.000	0.000	Merged-chr11-118248688-60
NR49283--MA0493.1.Klf1	chr6	54760113	54760123	+	0.000	0.000	Merged-chr6-54760187-57
NR23641--MA0742.1.Klf12	chr16	55924231	55924245	+	0.000	0.000	Merged-chr16-55924140-18
NR25432--MA0599.1.KLF5	chr17	27652187	27652196	-	0.000	0.000	Merged-chr17-27652291-8
NR39003--MA0740.1.KLF14	chr3	136730174	136730187	-	0.000	0.000	Merged-chr3-136730222-15
NR9847--MA0493.1.Klf1	chr11	78343470	78343480	-	0.000	0.000	Merged-chr11-78343551-35
NR26032--MA0742.1.Klf12	chr17	35969880	35969894	-	0.000	0.000	Merged-chr17-35969818-62
NR60695--MA0742.1.Klf12	chr9	32488005	32488019	-	0.000	0.000	Merged-chr9-32487772-66
NR22703--MA1107.1.KLF9	chr16	11286153	11286165	-	0.000	0.000	Merged-chr16-11286053-13
NR44165--MA0493.1.Klf1	chr5	23604520	23604530	-	0.000	0.000	Merged-chr5-23604556-29
NR11820--MA1107.1.KLF9	chr11	119047572	119047584	+	0.000	0.000	Merged-chr11-119047449-6
NR61561--MA0599.1.KLF5	chr9	65215074	65215083	-	0.000	0.000	Merged-chr9-65215225-58
NR583--MA0740.1.KLF14	chr1	51478435	51478448	+	0.000	0.000	Merged-chr1-51478318-72
NR52934--MA0599.1.KLF5	chr7	27508263	27508272	-	0.000	0.000	Merged-chr7-27508351-96
NR12141--MA0599.1.KLF5	chr12	8521804	8521813	+	0.000	0.000	Merged-chr12-8521654-50
NR33139--MA0493.1.Klf1	chr2	90917815	90917825	+	0.000	0.000	Merged-chr2-90917717-75
NR17110--MA0657.1.KLF13	chr13	113091076	113091093	+	0.000	0.000	Merged-chr13-113090850-10
NR44761--MA0599.1.KLF5	chr5	52190450	52190459	+	0.000	0.000	Merged-chr5-52190420-134
NR3437--MA1107.1.KLF9	chr1	180390390	180390402	-	0.000	0.000	Merged-chr1-180390562-55
NR50400--MA0493.1.Klf1	chr6	108630897	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR43592--MA0742.1.Klf12	chr4	152297139	152297153	-	0.000	0.000	Merged-chr4-152297190-61
NR7224--MA0493.1.Klf1	chr10	117629433	117629443	-	0.000	0.000	Merged-chr10-117629481-71
NR40392--MA0493.1.Klf1	chr4	43937233	43937243	+	0.000	0.000	Merged-chr4-43937152-65
NR41356--MA1107.1.KLF9	chr4	107358144	107358156	+	0.000	0.000	Merged-chr4-107358068-17
NR59767--MA0741.1.KLF16	chr8	121898640	121898650	-	0.000	0.000	Merged-chr8-121898554-47
NR36025--MA0741.1.KLF16	chr2	174127267	174127277	-	0.000	0.000	Merged-chr2-174127192-30
NR10624--MA0599.1.KLF5	chr11	97884482	97884491	+	0.000	0.000	Merged-chr11-97884212-84
NR61748--MA1107.1.KLF9	chr9	70542722	70542734	-	0.000	0.000	Merged-chr9-70542837-79
NR47462--MA0599.1.KLF5	chr5	137189636	137189645	+	0.000	0.000	Merged-chr5-137189571-38
NR49718--MA0599.1.KLF5	chr6	83326289	83326298	-	0.000	0.000	Merged-chr6-83326116-65
NR21476--MA0741.1.KLF16	chr15	85879291	85879301	+	0.000	0.000	Merged-chr15-85879337-71
NR49733--MA0740.1.KLF14	chr6	83711174	83711187	-	0.000	0.000	Merged-chr6-83711196-55
NR26498--MA0039.3.KLF4	chr17	56289711	56289721	+	0.000	0.000	Merged-chr17-56289792-1
NR29795--MA0741.1.KLF16	chr19	10525241	10525251	-	0.000	0.000	Merged-chr19-10525471-98
NR15714--MA1107.1.KLF9	chr13	58157713	58157725	-	0.000	0.000	Merged-chr13-58157645-3
NR42559--MA0599.1.KLF5	chr4	135273016	135273025	+	0.000	0.000	Merged-chr4-135272795-85
NR27051--MA1107.1.KLF9	chr17	80091952	80091964	-	0.000	0.000	Merged-chr17-80091984-12
NR42667--MA0741.1.KLF16	chr4	136309957	136309967	+	0.000	0.000	Merged-chr4-136309996-10
NR36828--MA0742.1.Klf12	chr3	54567483	54567497	+	0.000	0.000	Merged-chr3-54567528-25
NR59403--MA0493.1.Klf1	chr8	115729374	115729384	+	0.000	0.000	Merged-chr8-115729318-9
NR55807--MA0741.1.KLF16	chr7	127031476	127031486	-	0.000	0.000	Merged-chr7-127031596-19
NR25759--MA0599.1.KLF5	chr17	33555664	33555673	+	0.000	0.000	Merged-chr17-33555665-46
NR7920--MA0742.1.Klf12	chr11	4637688	4637702	-	0.000	0.000	Merged-chr11-4637853-53
NR34108--MA0493.1.Klf1	chr2	128125919	128125929	-	0.000	0.000	Merged-chr2-128126014-53
NR12342--MA0493.1.Klf1	chr12	21286239	21286249	+	0.000	0.000	Merged-chr12-21286473-123
NR50399--MA0039.3.KLF4	chr6	108630899	108630909	+	0.000	0.000	Merged-chr6-108631007-44
NR39813--MA0599.1.KLF5	chr4	8774988	8774997	-	0.000	0.000	Merged-chr4-8775093-51
NR60337--MA0599.1.KLF5	chr9	14926687	14926696	-	0.000	0.000	Merged-chr9-14926732-51
NR56962--MA0741.1.KLF16	chr8	14996107	14996117	-	0.000	0.000	Merged-chr8-14996187-57
NR11808--MA0599.1.KLF5	chr11	119034274	119034283	-	0.000	0.000	Merged-chr11-119034367-26
NR46317--MA0039.3.KLF4	chr5	114689931	114689941	+	0.000	0.000	Merged-chr5-114690061-24
NR63047--MA0599.1.KLF5	chr9	114440640	114440649	+	0.000	0.000	Merged-chr9-114440811-53
NR33344--MA0740.1.KLF14	chr2	102049965	102049978	+	0.000	0.000	Merged-chr2-102050053-17
NR10620--MA0741.1.KLF16	chr11	97883660	97883670	+	0.000	0.000	Merged-chr11-97883682-8
NR53722--MA0742.1.Klf12	chr7	46033670	46033684	-	0.000	0.000	Merged-chr7-46033779-50
NR15248--MA0039.3.KLF4	chr13	43261520	43261530	+	0.000	0.000	Merged-chr13-43261701-66
NR6577--MA0740.1.KLF14	chr10	94035832	94035845	+	0.000	0.000	Merged-chr10-94035928-82
NR44943--MA0039.3.KLF4	chr5	65019493	65019503	+	0.000	0.000	Merged-chr5-65019357-18
NR10166--MA0742.1.Klf12	chr11	87578390	87578404	+	0.000	0.000	Merged-chr11-87578522-34
NR21062--MA0741.1.KLF16	chr15	78899712	78899722	-	0.000	0.000	Merged-chr15-78899808-32
NR31188--MA0740.1.KLF14	chr2	5404021	5404034	-	0.000	0.000	Merged-chr2-5404009-10
NR37959--MA1107.1.KLF9	chr3	104644239	104644251	+	0.000	0.000	Merged-chr3-104644064-46
NR36548--MA0741.1.KLF16	chr3	34039032	34039042	-	0.000	0.000	Merged-chr3-34039081-6
NR11060--MA0741.1.KLF16	chr11	105126382	105126392	+	0.000	0.000	Merged-chr11-105126391-86
NR17352--MA1107.1.KLF9	chr13	119616995	119617007	-	0.000	0.000	Merged-chr13-119616717-94
NR57254--MA1107.1.KLF9	chr8	34539959	34539971	+	0.000	0.000	Merged-chr8-34540020-11
NR49417--MA0741.1.KLF16	chr6	61270466	61270476	+	0.000	0.000	Merged-chr6-61270558-8
NR37405--MA0599.1.KLF5	chr3	89730724	89730733	-	0.000	0.000	Merged-chr3-89730861-61
NR7130--MA0493.1.Klf1	chr10	116655602	116655612	-	0.000	0.000	Merged-chr10-116655713-76
NR4894--MA1107.1.KLF9	chr10	43375425	43375437	+	0.000	0.000	Merged-chr10-43375435-5
NR34597--MA0741.1.KLF16	chr2	146198154	146198164	-	0.000	0.000	Merged-chr2-146198137-48
NR30040--MA0599.1.KLF5	chr19	23388475	23388484	-	0.000	0.000	Merged-chr19-23388451-6
NR4340--MA0599.1.KLF5	chr10	12929353	12929362	-	0.000	0.000	Merged-chr10-12929241-10
NR28758--MA0742.1.Klf12	chr18	70599001	70599015	+	0.000	0.000	Merged-chr18-70598988-36
NR60338--MA0741.1.KLF16	chr9	14926686	14926696	-	0.000	0.000	Merged-chr9-14926732-51
NR58590--MA1107.1.KLF9	chr8	88288937	88288949	+	0.000	0.000	Merged-chr8-88288955-50
NR21619--MA0599.1.KLF5	chr15	89356583	89356592	+	0.000	0.000	Merged-chr15-89356530-4
NR32046--MA0741.1.KLF16	chr2	34772472	34772482	-	0.000	0.000	Merged-chr2-34772221-93
NR55242--MA0657.1.KLF13	chr7	113369445	113369462	-	0.000	0.000	Merged-chr7-113369471-104
NR1611--MA1107.1.KLF9	chr1	105565262	105565274	+	0.000	0.000	Merged-chr1-105565114-33
NR13446--MA0599.1.KLF5	chr12	86795938	86795947	-	0.000	0.000	Merged-chr12-86795851-62
NR50977--MA1107.1.KLF9	chr6	125339475	125339487	-	0.000	0.000	Merged-chr6-125339380-7
NR48892--MA0741.1.KLF16	chr6	38809624	38809634	+	0.000	0.000	Merged-chr6-38809579-1
NR53687--MA1107.1.KLF9	chr7	45798749	45798761	-	0.000	0.000	Merged-chr7-45798925-65
NR56397--MA1107.1.KLF9	chr7	139905683	139905695	+	0.000	0.000	Merged-chr7-139905769-63
NR20061--MA0740.1.KLF14	chr15	25900772	25900785	-	0.000	0.000	Merged-chr15-25900715-20
NR25520--MA0039.3.KLF4	chr17	28516095	28516105	-	0.000	0.000	Merged-chr17-28516201-30
NR38928--MA1107.1.KLF9	chr3	135417973	135417985	+	0.000	0.000	Merged-chr3-135417903-41
