#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR57985--MA0742.1.Klf12	chr7	4026849	4026863	+	0.000	0.000	Merged-chr7-4027016-25
NR48299--MA0599.1.KLF5	chr4	134081938	134081947	+	0.000	0.000	Merged-chr4-134082106-60
NR5806--MA0741.1.KLF16	chr10	22149171	22149181	-	0.000	0.000	Merged-chr10-22148932-76
NR40321--MA0740.1.KLF14	chr2	174473084	174473097	+	0.000	0.000	Merged-chr2-174473048-89
NR53322--MA1107.1.KLF9	chr5	136146937	136146949	+	0.000	0.000	Merged-chr5-136147048-39
NR40265--MA0599.1.KLF5	chr2	173659763	173659772	+	0.000	0.000	Merged-chr2-173659827-104
NR25201--MA0741.1.KLF16	chr15	97784354	97784364	-	0.000	0.000	Merged-chr15-97784467-57
NR12603--MA0741.1.KLF16	chr11	113751834	113751844	+	0.000	0.000	Merged-chr11-113751660-154
NR8648--MA0599.1.KLF5	chr10	111031824	111031833	+	0.000	0.000	Merged-chr10-111031729-43
NR48467--MA0741.1.KLF16	chr4	136178076	136178086	-	0.000	0.000	Merged-chr4-136177885-58
NR6690--MA0741.1.KLF16	chr10	59702495	59702505	+	0.000	0.000	Merged-chr10-59702548-66
NR66077--MA0599.1.KLF5	chr9	32541572	32541581	+	0.000	0.000	Merged-chr9-32541400-38
NR51815--MA0599.1.KLF5	chr5	100416269	100416278	+	0.000	0.000	Merged-chr5-100416341-60
NR52206--MA0493.1.Klf1	chr5	112283302	112283312	+	0.000	0.000	Merged-chr5-112283317-2
NR5919--MA1107.1.KLF9	chr10	26319060	26319072	+	0.000	0.000	Merged-chr10-26319233-6
NR54864--MA1107.1.KLF9	chr6	41534885	41534897	-	0.000	0.000	Merged-chr6-41535046-6
NR52492--MA0741.1.KLF16	chr5	118514060	118514070	+	0.000	0.000	Merged-chr5-118514135-41
NR26166--MA0599.1.KLF5	chr16	22265963	22265972	+	0.000	0.000	Merged-chr16-22266085-1
NR37388--MA1107.1.KLF9	chr2	78750710	78750722	-	0.000	0.000	Merged-chr2-78750883-2
NR1950--MA0599.1.KLF5	chr1	89096685	89096694	+	0.000	0.000	Merged-chr1-89096601-1
NR64415--MA0039.3.KLF4	chr8	94977056	94977066	-	0.000	0.000	Merged-chr8-94977226-37
NR52763--MA0741.1.KLF16	chr5	124050147	124050157	-	0.000	0.000	Merged-chr5-124050362-25
NR9626--MA0599.1.KLF5	chr11	3335915	3335924	-	0.000	0.000	Merged-chr11-3336028-55
NR41449--MA0599.1.KLF5	chr3	40894256	40894265	+	0.000	0.000	Merged-chr3-40894272-62
NR11590--MA0493.1.Klf1	chr11	80477012	80477022	-	0.000	0.000	Merged-chr11-80476975-74
NR7792--MA0657.1.KLF13	chr10	83360139	83360156	+	0.000	0.000	Merged-chr10-83360220-61
NR52117--MA0599.1.KLF5	chr5	110979438	110979447	-	0.000	0.000	Merged-chr5-110979833-98
NR9411--MA0599.1.KLF5	chr10	127289098	127289107	+	0.000	0.000	Merged-chr10-127289127-70
NR18875--MA0599.1.KLF5	chr13	107095397	107095406	-	0.000	0.000	Merged-chr13-107095527-25
NR37611--MA0741.1.KLF16	chr2	90940869	90940879	+	0.000	0.000	Merged-chr2-90940815-122
NR12554--MA1107.1.KLF9	chr11	109671939	109671951	-	0.000	0.000	Merged-chr11-109672054-52
NR47894--MA0599.1.KLF5	chr4	124657351	124657360	+	0.000	0.000	Merged-chr4-124657486-59
NR68386--MA0740.1.KLF14	chr9	122294564	122294577	-	0.000	0.000	Merged-chr9-122294367-85
NR27404--MA0741.1.KLF16	chr16	75920944	75920954	+	0.000	0.000	Merged-chr16-75921068-56
NR14806--MA0741.1.KLF16	chr12	84408447	84408457	+	0.000	0.000	Merged-chr12-84408533-142
NR62080--MA0599.1.KLF5	chr8	4493381	4493390	+	0.000	0.000	Merged-chr8-4493543-85
NR30095--MA0740.1.KLF14	chr17	57275592	57275605	+	0.000	0.000	Merged-chr17-57275446-78
NR37598--MA0039.3.KLF4	chr2	90679337	90679347	+	0.000	0.000	Merged-chr2-90679344-61
NR20055--MA0039.3.KLF4	chr14	25161934	25161944	+	0.000	0.000	Merged-chr14-25161984-35
NR67928--MA0599.1.KLF5	chr9	107635483	107635492	-	0.000	0.000	Merged-chr9-107635488-56
NR18081--MA0741.1.KLF16	chr13	85289051	85289061	+	0.000	0.000	Merged-chr13-85289179-92
NR27811--MA0599.1.KLF5	chr16	90810414	90810423	-	0.000	0.000	Merged-chr16-90810372-70
NR53434--MA1107.1.KLF9	chr5	137770746	137770758	+	0.000	0.000	Merged-chr5-137770863-20
NR67027--MA1107.1.KLF9	chr9	74964992	74965004	-	0.000	0.000	Merged-chr9-74965156-11
NR50193--MA0741.1.KLF16	chr5	33652102	33652112	-	0.000	0.000	Merged-chr5-33652283-110
NR34623--MA0742.1.Klf12	chr19	42045478	42045492	-	0.000	0.000	Merged-chr19-42045470-25
NR52103--MA0493.1.Klf1	chr5	110810175	110810185	-	0.000	0.000	Merged-chr5-110810101-58
NR18781--MA0599.1.KLF5	chr13	104109694	104109703	+	0.000	0.000	Merged-chr13-104109580-88
NR3417--MA1107.1.KLF9	chr1	149791481	149791493	+	0.000	0.000	Merged-chr1-149791427-1
NR51175--MA0741.1.KLF16	chr5	73265648	73265658	-	0.000	0.000	Merged-chr5-73265624-32
NR53489--MA0740.1.KLF14	chr5	138619757	138619770	+	0.000	0.000	Merged-chr5-138619664-54
NR25295--MA0493.1.Klf1	chr15	99370488	99370498	+	0.000	0.000	Merged-chr15-99370474-52
NR9523--MA0599.1.KLF5	chr10	128337729	128337738	-	0.000	0.000	Merged-chr10-128337849-72
NR18987--MA0599.1.KLF5	chr13	109190500	109190509	-	0.000	0.000	Merged-chr13-109190361-18
NR38369--MA0741.1.KLF16	chr2	121008326	121008336	-	0.000	0.000	Merged-chr2-121008420-56
NR35562--MA1107.1.KLF9	chr2	17741856	17741868	+	0.000	0.000	Merged-chr2-17741978-82
NR33903--MA0741.1.KLF16	chr19	5729706	5729716	-	0.000	0.000	Merged-chr19-5729609-19
NR15466--MA0740.1.KLF14	chr12	108275476	108275489	+	0.000	0.000	Merged-chr12-108275445-64
NR18086--MA1107.1.KLF9	chr13	85289170	85289182	+	0.000	0.000	Merged-chr13-85289179-92
NR9461--MA0741.1.KLF16	chr10	127621166	127621176	-	0.000	0.000	Merged-chr10-127621046-1
NR48182--MA0493.1.Klf1	chr4	132075332	132075342	+	0.000	0.000	Merged-chr4-132075197-71
NR59360--MA0742.1.Klf12	chr7	44305216	44305230	-	0.000	0.000	Merged-chr7-44305170-86
NR56951--MA0599.1.KLF5	chr6	124663032	124663041	+	0.000	0.000	Merged-chr6-124662986-64
NR9527--MA0741.1.KLF16	chr10	128345091	128345101	+	0.000	0.000	Merged-chr10-128345025-57
NR51166--MA0599.1.KLF5	chr5	73206407	73206416	-	0.000	0.000	Merged-chr5-73206518-35
NR42539--MA0599.1.KLF5	chr3	89412087	89412096	-	0.000	0.000	Merged-chr3-89411942-50
NR59426--MA0742.1.Klf12	chr7	45068178	45068192	-	0.000	0.000	Merged-chr7-45068056-13
NR19965--MA0599.1.KLF5	chr14	20929243	20929252	+	0.000	0.000	Merged-chr14-20929476-97
NR40489--MA0599.1.KLF5	chr2	180042491	180042500	-	0.000	0.000	Merged-chr2-180042476-118
NR28314--MA0493.1.Klf1	chr17	6978847	6978857	-	0.000	0.000	Merged-chr17-6979052-61
NR20979--MA0599.1.KLF5	chr14	56886539	56886548	-	0.000	0.000	Merged-chr14-56886625-164
NR4287--MA0039.3.KLF4	chr1	173535959	173535969	-	0.000	0.000	Merged-chr1-173535900-60
NR53378--MA0741.1.KLF16	chr5	137338373	137338383	+	0.000	0.000	Merged-chr5-137338498-22
NR25086--MA0741.1.KLF16	chr15	93275404	93275414	+	0.000	0.000	Merged-chr15-93275409-98
NR29856--MA0493.1.Klf1	chr17	50071709	50071719	-	0.000	0.000	Merged-chr17-50071769-42
NR10981--MA0740.1.KLF14	chr11	62879337	62879350	+	0.000	0.000	Merged-chr11-62879529-68
NR12787--MA1107.1.KLF9	chr11	116377480	116377492	-	0.000	0.000	Merged-chr11-116377399-54
NR49962--MA0599.1.KLF5	chr5	24685862	24685871	+	0.000	0.000	Merged-chr5-24685796-115
NR30584--MA0599.1.KLF5	chr17	73869465	73869474	+	0.000	0.000	Merged-chr17-73869364-53
NR57234--MA1107.1.KLF9	chr6	130627276	130627288	+	0.000	0.000	Merged-chr6-130627344-1
NR26783--MA0741.1.KLF16	chr16	50629924	50629934	+	0.000	0.000	Merged-chr16-50629926-6
NR59186--MA0493.1.Klf1	chr7	36308464	36308474	-	0.000	0.000	Merged-chr7-36308314-1
NR48293--MA0039.3.KLF4	chr4	134062000	134062010	-	0.000	0.000	Merged-chr4-134061948-77
NR20298--MA0493.1.Klf1	chr14	33447375	33447385	-	0.000	0.000	Merged-chr14-33447186-64
NR4526--MA0599.1.KLF5	chr1	178835868	178835877	+	0.000	0.000	Merged-chr1-178835926-2
NR11487--MA0740.1.KLF14	chr11	78301517	78301530	-	0.000	0.000	Merged-chr11-78301552-46
NR7704--MA0741.1.KLF16	chr10	81464681	81464691	-	0.000	0.000	Merged-chr10-81464665-32
NR33961--MA0599.1.KLF5	chr19	6341106	6341115	+	0.000	0.000	Merged-chr19-6341115-68
NR47554--MA0599.1.KLF5	chr4	116017755	116017764	-	0.000	0.000	Merged-chr4-116018022-133
NR58776--MA1107.1.KLF9	chr7	27355957	27355969	+	0.000	0.000	Merged-chr7-27356094-60
NR58892--MA0741.1.KLF16	chr7	28716735	28716745	-	0.000	0.000	Merged-chr7-28716768-36
NR27765--MA0741.1.KLF16	chr16	90143879	90143889	-	0.000	0.000	Merged-chr16-90143761-94
NR67946--MA0599.1.KLF5	chr9	108144675	108144684	+	0.000	0.000	Merged-chr9-108144717-30
NR5721--MA0740.1.KLF14	chr10	17948164	17948177	+	0.000	0.000	Merged-chr10-17948244-7
NR30556--MA1107.1.KLF9	chr17	72939712	72939724	-	0.000	0.000	Merged-chr17-72939656-64
NR12616--MA0741.1.KLF16	chr11	113802542	113802552	-	0.000	0.000	Merged-chr11-113802652-27
NR40180--MA0599.1.KLF5	chr2	172345461	172345470	-	0.000	0.000	Merged-chr2-172345580-57
NR28416--MA0039.3.KLF4	chr17	10425422	10425432	+	0.000	0.000	Merged-chr17-10425505-16
NR26170--MA0493.1.Klf1	chr16	22265996	22266006	+	0.000	0.000	Merged-chr16-22266085-1
NR23534--MA0741.1.KLF16	chr15	42677012	42677022	+	0.000	0.000	Merged-chr15-42676908-4
NR64934--MA0741.1.KLF16	chr8	116636143	116636153	-	0.000	0.000	Merged-chr8-116636119-54
NR54932--MA0741.1.KLF16	chr6	43265889	43265899	-	0.000	0.000	Merged-chr6-43265780-49
NR18507--MA1107.1.KLF9	chr13	97681936	97681948	-	0.000	0.000	Merged-chr13-97682077-4
NR52326--MA0039.3.KLF4	chr5	114380542	114380552	+	0.000	0.000	Merged-chr5-114380529-85
NR12434--MA0493.1.Klf1	chr11	106193699	106193709	+	0.000	0.000	Merged-chr11-106193514-84
NR28346--MA0599.1.KLF5	chr17	8311168	8311177	-	0.000	0.000	Merged-chr17-8311216-49
NR31749--MA1107.1.KLF9	chr18	23843578	23843590	+	0.000	0.000	Merged-chr18-23843567-42
NR60429--MA0599.1.KLF5	chr7	88277977	88277986	+	0.000	0.000	Merged-chr7-88277726-133
NR62603--MA1107.1.KLF9	chr8	25609065	25609077	-	0.000	0.000	Merged-chr8-25609215-28
NR48738--MA0599.1.KLF5	chr4	143258803	143258812	-	0.000	0.000	Merged-chr4-143258700-12
NR62809--MA1107.1.KLF9	chr8	34948107	34948119	+	0.000	0.000	Merged-chr8-34948236-16
NR51926--MA1107.1.KLF9	chr5	103692333	103692345	-	0.000	0.000	Merged-chr5-103692321-99
NR65519--MA1107.1.KLF9	chr9	7805081	7805093	-	0.000	0.000	Merged-chr9-7805138-27
NR54636--MA1107.1.KLF9	chr6	29838781	29838793	-	0.000	0.000	Merged-chr6-29838666-29
NR2867--MA0740.1.KLF14	chr1	131910349	131910362	-	0.000	0.000	Merged-chr1-131910348-5
NR55167--MA0741.1.KLF16	chr6	52191783	52191793	+	0.000	0.000	Merged-chr6-52191955-39
NR49057--MA0742.1.Klf12	chr4	151862160	151862174	+	0.000	0.000	Merged-chr4-151861997-138
NR51711--MA1107.1.KLF9	chr5	96964582	96964594	-	0.000	0.000	Merged-chr5-96964527-33
NR50078--MA0740.1.KLF14	chr5	28269889	28269902	-	0.000	0.000	Merged-chr5-28269924-54
NR39770--MA0742.1.Klf12	chr2	163418894	163418908	+	0.000	0.000	Merged-chr2-163418815-1
NR55438--MA0741.1.KLF16	chr6	67295128	67295138	-	0.000	0.000	Merged-chr6-67295032-2
NR48719--MA1107.1.KLF9	chr4	141793560	141793572	-	0.000	0.000	Merged-chr4-141793612-90
NR50225--MA0741.1.KLF16	chr5	34514061	34514071	+	0.000	0.000	Merged-chr5-34513990-85
NR55709--MA0741.1.KLF16	chr6	82913817	82913827	+	0.000	0.000	Merged-chr6-82913837-91
NR34113--MA0742.1.Klf12	chr19	10747989	10748003	+	0.000	0.000	Merged-chr19-10747819-69
NR29936--MA0740.1.KLF14	chr17	52601165	52601178	-	0.000	0.000	Merged-chr17-52601188-69
NR66855--MA1107.1.KLF9	chr9	65535555	65535567	-	0.000	0.000	Merged-chr9-65535495-68
NR29563--MA0742.1.Klf12	chr17	40934667	40934681	+	0.000	0.000	Merged-chr17-40934697-83
NR5172--MA0493.1.Klf1	chr1	195092406	195092416	-	0.000	0.000	Merged-chr1-195092271-59
NR67932--MA0493.1.Klf1	chr9	107710020	107710030	+	0.000	0.000	Merged-chr9-107709894-54
NR58343--MA0599.1.KLF5	chr7	16944616	16944625	-	0.000	0.000	Merged-chr7-16944704-7
NR39563--MA0039.3.KLF4	chr2	157457703	157457713	+	0.000	0.000	Merged-chr2-157457672-72
NR18647--MA0599.1.KLF5	chr13	101669129	101669138	-	0.000	0.000	Merged-chr13-101669067-25
NR6684--MA0740.1.KLF14	chr10	59702456	59702469	-	0.000	0.000	Merged-chr10-59702548-66
NR12111--MA1107.1.KLF9	chr11	98464467	98464479	-	0.000	0.000	Merged-chr11-98464375-62
NR8899--MA0599.1.KLF5	chr10	117148606	117148615	-	0.000	0.000	Merged-chr10-117148498-52
NR2024--MA0599.1.KLF5	chr1	92831610	92831619	+	0.000	0.000	Merged-chr1-92831639-72
NR54881--MA0740.1.KLF14	chr6	42349931	42349944	+	0.000	0.000	Merged-chr6-42349714-128
NR53901--MA0599.1.KLF5	chr5	148959564	148959573	-	0.000	0.000	Merged-chr5-148959732-5
NR3430--MA0039.3.KLF4	chr1	149928477	149928487	-	0.000	0.000	Merged-chr1-149928588-2
NR67750--MA0740.1.KLF14	chr9	102779722	102779735	+	0.000	0.000	Merged-chr9-102779765-25
NR5073--MA1107.1.KLF9	chr1	193153080	193153092	-	0.000	0.000	Merged-chr1-193153117-43
NR20997--MA0599.1.KLF5	chr14	57826339	57826348	+	0.000	0.000	Merged-chr14-57826371-66
NR36210--MA0599.1.KLF5	chr2	33853794	33853803	-	0.000	0.000	Merged-chr2-33853667-12
NR933--MA0599.1.KLF5	chr1	44147835	44147844	+	0.000	0.000	Merged-chr1-44147974-61
NR16700--MA0599.1.KLF5	chr13	37541723	37541732	-	0.000	0.000	Merged-chr13-37541855-48
NR50192--MA0493.1.Klf1	chr5	33652103	33652113	-	0.000	0.000	Merged-chr5-33652283-110
NR23214--MA0493.1.Klf1	chr15	36283200	36283210	+	0.000	0.000	Merged-chr15-36282913-112
NR63617--MA0741.1.KLF16	chr8	70527735	70527745	-	0.000	0.000	Merged-chr8-70527862-52
NR55078--MA0599.1.KLF5	chr6	48718595	48718604	+	0.000	0.000	Merged-chr6-48718578-53
NR20981--MA0741.1.KLF16	chr14	56886538	56886548	-	0.000	0.000	Merged-chr14-56886625-164
NR25323--MA0741.1.KLF16	chr15	99725577	99725587	+	0.000	0.000	Merged-chr15-99725695-59
NR12725--MA0741.1.KLF16	chr11	115814718	115814728	-	0.000	0.000	Merged-chr11-115814861-30
NR7549--MA0493.1.Klf1	chr10	80539297	80539307	-	0.000	0.000	Merged-chr10-80539129-37
NR64587--MA0599.1.KLF5	chr8	105170633	105170642	-	0.000	0.000	Merged-chr8-105170559-11
NR47867--MA0493.1.Klf1	chr4	123412096	123412106	-	0.000	0.000	Merged-chr4-123411950-84
NR11921--MA1107.1.KLF9	chr11	95713995	95714007	+	0.000	0.000	Merged-chr11-95714089-14
NR4385--MA0740.1.KLF14	chr1	175602406	175602419	-	0.000	0.000	Merged-chr1-175602466-27
NR44683--MA0657.1.KLF13	chr3	152943212	152943229	+	0.000	0.000	Merged-chr3-152943273-41
NR64014--MA0599.1.KLF5	chr8	81342481	81342490	-	0.000	0.000	Merged-chr8-81342289-116
NR29140--MA0741.1.KLF16	chr17	28952437	28952447	-	0.000	0.000	Merged-chr17-28952382-67
NR29411--MA0741.1.KLF16	chr17	35136090	35136100	+	0.000	0.000	Merged-chr17-35136009-2
NR16813--MA0741.1.KLF16	chr13	42093718	42093728	+	0.000	0.000	Merged-chr13-42093848-28
NR65430--MA0493.1.Klf1	chr8	126662843	126662853	+	0.000	0.000	Merged-chr8-126662975-49
NR24318--MA0599.1.KLF5	chr15	78773515	78773524	+	0.000	0.000	Merged-chr15-78773486-35
NR60812--MA0741.1.KLF16	chr7	102210349	102210359	-	0.000	0.000	Merged-chr7-102210325-100
NR5243--MA0741.1.KLF16	chr10	4386787	4386797	-	0.000	0.000	Merged-chr10-4386678-1
NR22944--MA0599.1.KLF5	chr15	25696042	25696051	-	0.000	0.000	Merged-chr15-25696018-37
NR28579--MA0599.1.KLF5	chr17	13659298	13659307	-	0.000	0.000	Merged-chr17-13659385-38
NR34218--MA0493.1.Klf1	chr19	21778240	21778250	-	0.000	0.000	Merged-chr19-21778385-93
NR3834--MA0741.1.KLF16	chr1	161876854	161876864	+	0.000	0.000	Merged-chr1-161876687-148
NR43086--MA0740.1.KLF14	chr3	105704890	105704903	+	0.000	0.000	Merged-chr3-105704887-86
NR53318--MA1107.1.KLF9	chr5	136146929	136146941	+	0.000	0.000	Merged-chr5-136147048-39
NR16812--MA0599.1.KLF5	chr13	42093712	42093721	+	0.000	0.000	Merged-chr13-42093848-28
NR46100--MA0741.1.KLF16	chr4	48045218	48045228	+	0.000	0.000	Merged-chr4-48045107-76
NR1580--MA0740.1.KLF14	chr1	75317509	75317522	+	0.000	0.000	Merged-chr1-75317558-106
NR46222--MA0493.1.Klf1	chr4	55343393	55343403	+	0.000	0.000	Merged-chr4-55343422-62
NR34129--MA0599.1.KLF5	chr19	11045226	11045235	-	0.000	0.000	Merged-chr19-11045347-81
NR43771--MA1107.1.KLF9	chr3	131272107	131272119	+	0.000	0.000	Merged-chr3-131271947-79
NR25420--MA1107.1.KLF9	chr15	102225232	102225244	+	0.000	0.000	Merged-chr15-102225119-79
NR48737--MA1107.1.KLF9	chr4	143212540	143212552	+	0.000	0.000	Merged-chr4-143212453-114
NR26632--MA0599.1.KLF5	chr16	44358121	44358130	-	0.000	0.000	Merged-chr16-44357903-54
NR8204--MA1107.1.KLF9	chr10	96333559	96333571	-	0.000	0.000	Merged-chr10-96333488-28
NR43977--MA1107.1.KLF9	chr3	137918692	137918704	-	0.000	0.000	Merged-chr3-137918603-81
NR49058--MA0599.1.KLF5	chr4	151862161	151862170	+	0.000	0.000	Merged-chr4-151861997-138
NR32057--MA0741.1.KLF16	chr18	35554034	35554044	+	0.000	0.000	Merged-chr18-35553780-108
NR11528--MA0657.1.KLF13	chr11	79076666	79076683	-	0.000	0.000	Merged-chr11-79076715-52
NR14514--MA0741.1.KLF16	chr12	72536308	72536318	-	0.000	0.000	Merged-chr12-72536304-66
NR9407--MA0599.1.KLF5	chr10	127263152	127263161	-	0.000	0.000	Merged-chr10-127263127-11
NR40552--MA0740.1.KLF14	chr2	181659729	181659742	-	0.000	0.000	Merged-chr2-181659700-65
NR33813--MA0493.1.Klf1	chr19	4300398	4300408	-	0.000	0.000	Merged-chr19-4300268-82
NR25161--MA0741.1.KLF16	chr15	96497805	96497815	-	0.000	0.000	Merged-chr15-96497899-21
NR54874--MA0493.1.Klf1	chr6	42245873	42245883	-	0.000	0.000	Merged-chr6-42245976-48
NR37851--MA0742.1.Klf12	chr2	102400661	102400675	+	0.000	0.000	Merged-chr2-102400550-5
NR16051--MA0599.1.KLF5	chr13	9093875	9093884	-	0.000	0.000	Merged-chr13-9094017-81
NR67175--MA1107.1.KLF9	chr9	80266691	80266703	-	0.000	0.000	Merged-chr9-80266579-55
NR5091--MA1107.1.KLF9	chr1	193349922	193349934	-	0.000	0.000	Merged-chr1-193349952-15
NR63987--MA0742.1.Klf12	chr8	79639133	79639147	-	0.000	0.000	Merged-chr8-79639184-10
NR3799--MA0599.1.KLF5	chr1	160053618	160053627	-	0.000	0.000	Merged-chr1-160053620-125
NR23720--MA0740.1.KLF14	chr15	57912419	57912432	-	0.000	0.000	Merged-chr15-57912529-99
NR1806--MA0741.1.KLF16	chr1	84839291	84839301	+	0.000	0.000	Merged-chr1-84839421-169
NR18331--MA0741.1.KLF16	chr13	92354667	92354677	+	0.000	0.000	Merged-chr13-92354723-122
NR13069--MA0741.1.KLF16	chr12	3365284	3365294	+	0.000	0.000	Merged-chr12-3365308-60
NR34115--MA0493.1.Klf1	chr19	10747989	10747999	+	0.000	0.000	Merged-chr19-10747819-69
NR57390--MA0657.1.KLF13	chr6	136415983	136416000	+	0.000	0.000	Merged-chr6-136415785-62
NR4912--MA0741.1.KLF16	chr1	189728229	189728239	+	0.000	0.000	Merged-chr1-189728325-8
NR60683--MA1107.1.KLF9	chr7	98489936	98489948	-	0.000	0.000	Merged-chr7-98489839-41
NR29883--MA0740.1.KLF14	chr17	51832759	51832772	-	0.000	0.000	Merged-chr17-51832834-116
NR61895--MA0599.1.KLF5	chr7	141221930	141221939	-	0.000	0.000	Merged-chr7-141221917-47
NR17235--MA0599.1.KLF5	chr13	58359234	58359243	+	0.000	0.000	Merged-chr13-58359164-70
NR57137--MA0599.1.KLF5	chr6	128362756	128362765	-	0.000	0.000	Merged-chr6-128362737-69
NR16905--MA1107.1.KLF9	chr13	45876481	45876493	+	0.000	0.000	Merged-chr13-45876609-5
NR42561--MA0493.1.Klf1	chr3	89871072	89871082	+	0.000	0.000	Merged-chr3-89871193-44
NR58473--MA0599.1.KLF5	chr7	19577778	19577787	+	0.000	0.000	Merged-chr7-19577791-43
NR64102--MA0039.3.KLF4	chr8	83955249	83955259	+	0.000	0.000	Merged-chr8-83955457-59
NR64112--MA0493.1.Klf1	chr8	84128439	84128449	+	0.000	0.000	Merged-chr8-84128468-26
NR38287--MA0599.1.KLF5	chr2	119288630	119288639	+	0.000	0.000	Merged-chr2-119288645-61
NR3640--MA0740.1.KLF14	chr1	155050429	155050442	-	0.000	0.000	Merged-chr1-155050378-11
NR25085--MA0493.1.Klf1	chr15	93275403	93275413	+	0.000	0.000	Merged-chr15-93275409-98
NR66608--MA0740.1.KLF14	chr9	57076187	57076200	-	0.000	0.000	Merged-chr9-57076336-141
NR1833--MA1107.1.KLF9	chr1	85250742	85250754	-	0.000	0.000	Merged-chr1-85250842-29
NR38619--MA0741.1.KLF16	chr2	128125918	128125928	-	0.000	0.000	Merged-chr2-128126014-53
NR2910--MA0493.1.Klf1	chr1	133492898	133492908	-	0.000	0.000	Merged-chr1-133493044-1
NR6495--MA0493.1.Klf1	chr10	53461610	53461620	-	0.000	0.000	Merged-chr10-53461441-37
NR24460--MA1107.1.KLF9	chr15	80590878	80590890	-	0.000	0.000	Merged-chr15-80590747-44
NR42373--MA0741.1.KLF16	chr3	84345605	84345615	+	0.000	0.000	Merged-chr3-84345416-77
NR11095--MA0657.1.KLF13	chr11	69095204	69095221	-	0.000	0.000	Merged-chr11-69095094-65
NR20839--MA0039.3.KLF4	chr14	53795321	53795331	-	0.000	0.000	Merged-chr14-53795361-42
NR60465--MA0599.1.KLF5	chr7	89338657	89338666	-	0.000	0.000	Merged-chr7-89338758-74
NR53336--MA1107.1.KLF9	chr5	136173665	136173677	-	0.000	0.000	Merged-chr5-136173807-4
NR32852--MA0039.3.KLF4	chr18	63692398	63692408	+	0.000	0.000	Merged-chr18-63692384-62
NR24749--MA0740.1.KLF14	chr15	86034247	86034260	+	0.000	0.000	Merged-chr15-86034188-82
NR29021--MA0657.1.KLF13	chr17	27325259	27325276	-	0.000	0.000	Merged-chr17-27325215-15
NR37891--MA0599.1.KLF5	chr2	104410394	104410403	-	0.000	0.000	Merged-chr2-104410349-15
NR37828--MA0493.1.Klf1	chr2	101993133	101993143	-	0.000	0.000	Merged-chr2-101993125-49
NR63359--MA0741.1.KLF16	chr8	60993066	60993076	+	0.000	0.000	Merged-chr8-60993240-112
NR27909--MA1107.1.KLF9	chr16	93552872	93552884	-	0.000	0.000	Merged-chr16-93552984-42
NR39932--MA0599.1.KLF5	chr2	167657107	167657116	-	0.000	0.000	Merged-chr2-167656925-59
NR23940--MA0599.1.KLF5	chr15	68258629	68258638	+	0.000	0.000	Merged-chr15-68258737-97
NR16811--MA1107.1.KLF9	chr13	42052740	42052752	-	0.000	0.000	Merged-chr13-42052771-14
NR53748--MA0657.1.KLF13	chr5	144358150	144358167	-	0.000	0.000	Merged-chr5-144358177-56
NR38773--MA0740.1.KLF14	chr2	132145118	132145131	-	0.000	0.000	Merged-chr2-132145154-79
NR10121--MA0741.1.KLF16	chr11	22982024	22982034	-	0.000	0.000	Merged-chr11-22982151-60
NR20247--MA0740.1.KLF14	chr14	33099300	33099313	+	0.000	0.000	Merged-chr14-33099452-34
NR53223--MA0742.1.Klf12	chr5	135134165	135134179	-	0.000	0.000	Merged-chr5-135134293-53
NR40045--MA1107.1.KLF9	chr2	169504330	169504342	+	0.000	0.000	Merged-chr2-169504323-1
NR66891--MA1107.1.KLF9	chr9	65676510	65676522	-	0.000	0.000	Merged-chr9-65676476-52
NR1168--MA0741.1.KLF16	chr1	58797425	58797435	+	0.000	0.000	Merged-chr1-58797535-46
NR10944--MA0493.1.Klf1	chr11	61684396	61684406	+	0.000	0.000	Merged-chr11-61684230-57
NR46527--MA0741.1.KLF16	chr4	63544714	63544724	+	0.000	0.000	Merged-chr4-63544778-69
NR12023--MA0599.1.KLF5	chr11	97404631	97404640	-	0.000	0.000	Merged-chr11-97404596-19
NR9487--MA0741.1.KLF16	chr10	127668350	127668360	-	0.000	0.000	Merged-chr10-127668367-39
NR33831--MA0493.1.Klf1	chr19	4906641	4906651	+	0.000	0.000	Merged-chr19-4906591-19
NR24242--MA0599.1.KLF5	chr15	77816342	77816351	+	0.000	0.000	Merged-chr15-77816334-52
NR64144--MA0599.1.KLF5	chr8	84811136	84811145	-	0.000	0.000	Merged-chr8-84811046-12
NR33966--MA0599.1.KLF5	chr19	6341183	6341192	+	0.000	0.000	Merged-chr19-6341115-68
NR66739--MA1107.1.KLF9	chr9	61947342	61947354	-	0.000	0.000	Merged-chr9-61947278-11
NR68270--MA0493.1.Klf1	chr9	119453529	119453539	-	0.000	0.000	Merged-chr9-119453486-15
NR47206--MA0740.1.KLF14	chr4	97745890	97745903	+	0.000	0.000	Merged-chr4-97746011-32
