#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR313--MA0035.3.Gata1	chr1	79684258	79684268	+	0.000	0.000	Merged-chr1-79684355-13
NR9820--MA1104.1.GATA6	chrX	7570948	7570960	+	0.000	0.000	Merged-chrX-7570919-6
NR3177--MA0036.3.GATA2	chr14	62342732	62342742	-	0.000	0.000	Merged-chr14-62342844-35
NR770--MA0035.3.Gata1	chr1	174635511	174635521	+	0.000	0.000	Merged-chr1-174635411-1
NR1277--MA1104.1.GATA6	chr10	96201431	96201443	+	0.000	0.000	Merged-chr10-96201472-66
NR7613--MA0482.1.Gata4	chr5	92204517	92204527	-	0.000	0.000	Merged-chr5-92204715-7
NR3777--MA0482.1.Gata4	chr16	4762246	4762256	-	0.000	0.000	Merged-chr16-4762365-8
NR1610--MA1104.1.GATA6	chr11	43492831	43492843	-	0.000	0.000	Merged-chr11-43492848-27
NR7403--MA0766.1.GATA5	chr5	29200063	29200070	-	0.000	0.000	Merged-chr5-29200032-4
NR7788--MA0036.3.GATA2	chr5	149392279	149392289	-	0.000	0.000	Merged-chr5-149392157-30
NR7568--MA1104.1.GATA6	chr5	71903682	71903694	-	0.000	0.000	Merged-chr5-71903621-28
NR6673--MA0766.1.GATA5	chr4	11404221	11404228	-	0.000	0.000	Merged-chr4-11404244-13
NR1478--MA0482.1.Gata4	chr10	125330208	125330218	+	0.000	0.000	Merged-chr10-125330277-12
NR7998--MA0035.3.Gata1	chr6	54078339	54078349	-	0.000	0.000	Merged-chr6-54078374-21
NR921--MA0482.1.Gata4	chr10	17361607	17361617	-	0.000	0.000	Merged-chr10-17361557-1
NR3809--MA0482.1.Gata4	chr16	7419926	7419936	+	0.000	0.000	Merged-chr16-7419949-42
NR1173--MA0482.1.Gata4	chr10	75406252	75406262	-	0.000	0.000	Merged-chr10-75406076-29
NR1444--MA0482.1.Gata4	chr10	122054864	122054874	+	0.000	0.000	Merged-chr10-122054760-22
NR5194--MA0766.1.GATA5	chr2	20969349	20969356	+	0.000	0.000	Merged-chr2-20969092-180
NR7120--MA1104.1.GATA6	chr4	129960256	129960268	-	0.000	0.000	Merged-chr4-129960127-71
NR5856--MA0140.2.GATA1::TAL1	chr3	9401027	9401044	-	0.000	0.000	Merged-chr3-9400917-27
NR9482--MA0035.3.Gata1	chr9	13470378	13470388	+	0.000	0.000	Merged-chr9-13470214-9
NR9938--MA0482.1.Gata4	chrX	166329313	166329323	+	0.000	0.000	Merged-chrX-166329162-24
NR7368--MA0482.1.Gata4	chr5	21054838	21054848	+	0.000	0.000	Merged-chr5-21054874-6
NR3546--MA0766.1.GATA5	chr15	36440115	36440122	+	0.000	0.000	Merged-chr15-36440213-15
NR7799--MA1104.1.GATA6	chr5	150220585	150220597	-	0.000	0.000	Merged-chr5-150220578-7
NR9428--MA0482.1.Gata4	chr8	125351839	125351849	-	0.000	0.000	Merged-chr8-125351679-18
NR7292--MA0035.3.Gata1	chr5	15470116	15470126	+	0.000	0.000	Merged-chr5-15470199-54
NR3246--MA0482.1.Gata4	chr14	87439913	87439923	+	0.000	0.000	Merged-chr14-87439901-5
NR3061--MA0035.3.Gata1	chr14	27562727	27562737	-	0.000	0.000	Merged-chr14-27562668-44
NR1447--MA0035.3.Gata1	chr10	122054863	122054873	+	0.000	0.000	Merged-chr10-122054760-22
NR5562--MA1104.1.GATA6	chr2	122125774	122125786	-	0.000	0.000	Merged-chr2-122125883-8
NR5449--MA0482.1.Gata4	chr2	92192026	92192036	-	0.000	0.000	Merged-chr2-92192158-30
NR9394--MA0036.3.GATA2	chr8	117801964	117801974	-	0.000	0.000	Merged-chr8-117802067-74
NR3498--MA0482.1.Gata4	chr15	25269748	25269758	-	0.000	0.000	Merged-chr15-25269773-79
NR3215--MA0140.2.GATA1::TAL1	chr14	76569410	76569427	+	0.000	0.000	Merged-chr14-76569463-39
NR7212--MA0140.2.GATA1::TAL1	chr4	150517583	150517600	+	0.000	0.000	Merged-chr4-150517532-35
NR8550--MA0766.1.GATA5	chr6	144987415	144987422	+	0.000	0.000	Merged-chr6-144987357-14
NR8909--MA0037.3.GATA3	chr7	110265937	110265944	+	0.000	0.000	Merged-chr7-110265938-33
NR4407--MA0037.3.GATA3	chr17	42782413	42782420	+	0.000	0.000	Merged-chr17-42782364-40
NR9789--MA0482.1.Gata4	chr9	120493245	120493255	+	0.000	0.000	Merged-chr9-120493281-1
NR3759--MA0035.3.Gata1	chr15	100750371	100750381	+	0.000	0.000	Merged-chr15-100750259-57
NR5415--MA0482.1.Gata4	chr2	84241286	84241296	+	0.000	0.000	Merged-chr2-84241339-6
NR9707--MA0766.1.GATA5	chr9	86579815	86579822	-	0.000	0.000	Merged-chr9-86579809-9
NR6722--MA0035.3.Gata1	chr4	19923450	19923460	-	0.000	0.000	Merged-chr4-19923492-7
NR2770--MA1104.1.GATA6	chr13	89425614	89425626	+	0.000	0.000	Merged-chr13-89425827-19
NR78--MA0035.3.Gata1	chr1	14514551	14514561	-	0.000	0.000	Merged-chr1-14514684-1
NR5319--MA0482.1.Gata4	chr2	59469818	59469828	+	0.000	0.000	Merged-chr2-59469655-1
NR5405--MA0035.3.Gata1	chr2	80315536	80315546	+	0.000	0.000	Merged-chr2-80315576-77
NR9411--MA0037.3.GATA3	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR9341--MA0482.1.Gata4	chr8	107164414	107164424	+	0.000	0.000	Merged-chr8-107164486-19
NR9407--MA0482.1.Gata4	chr8	122951686	122951696	-	0.000	0.000	Merged-chr8-122951774-1
NR859--MA0766.1.GATA5	chr10	7178823	7178830	-	0.000	0.000	Merged-chr10-7178765-13
NR2600--MA0035.3.Gata1	chr13	61996742	61996752	+	0.000	0.000	Merged-chr13-61996796-15
NR5091--MA0482.1.Gata4	chr19	53185684	53185694	+	0.000	0.000	Merged-chr19-53185705-40
NR2581--MA0035.3.Gata1	chr13	55636686	55636696	+	0.000	0.000	Merged-chr13-55636712-28
NR3385--MA1104.1.GATA6	chr14	118796304	118796316	-	0.000	0.000	Merged-chr14-118796395-16
NR3903--MA0140.2.GATA1::TAL1	chr16	32520687	32520704	-	0.000	0.000	Merged-chr16-32520584-37
NR697--MA0766.1.GATA5	chr1	161309589	161309596	-	0.000	0.000	Merged-chr1-161309457-43
NR5014--MA0482.1.Gata4	chr19	8019878	8019888	+	0.000	0.000	Merged-chr19-8019847-106
NR4954--MA0036.3.GATA2	chr18	75322353	75322363	+	0.000	0.000	Merged-chr18-75322404-42
NR1263--MA0140.2.GATA1::TAL1	chr10	91141663	91141680	-	0.000	0.000	Merged-chr10-91141704-33
NR5327--MA0766.1.GATA5	chr2	60418238	60418245	+	0.000	0.000	Merged-chr2-60418304-27
NR9415--MA0766.1.GATA5	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR4868--MA0766.1.GATA5	chr18	62072967	62072974	-	0.000	0.000	Merged-chr18-62072861-2
NR392--MA0766.1.GATA5	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR135--MA0035.3.Gata1	chr1	35653568	35653578	-	0.000	0.000	Merged-chr1-35653441-55
NR5554--MA0037.3.GATA3	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR7614--MA1104.1.GATA6	chr5	92204517	92204529	+	0.000	0.000	Merged-chr5-92204715-7
NR5755--MA0482.1.Gata4	chr2	153525960	153525970	+	0.000	0.000	Merged-chr2-153526092-26
NR6536--MA0037.3.GATA3	chr3	146127390	146127397	-	0.000	0.000	Merged-chr3-146127552-12
NR9913--MA0037.3.GATA3	chrX	140537799	140537806	-	0.000	0.000	Merged-chrX-140537922-35
NR3778--MA1104.1.GATA6	chr16	4762246	4762258	+	0.000	0.000	Merged-chr16-4762365-8
NR7215--MA0036.3.GATA2	chr4	150938225	150938235	+	0.000	0.000	Merged-chr4-150938152-39
NR8912--MA0036.3.GATA2	chr7	110265935	110265945	-	0.000	0.000	Merged-chr7-110265938-33
NR4410--MA0036.3.GATA2	chr17	42782411	42782421	-	0.000	0.000	Merged-chr17-42782364-40
NR1386--MA0035.3.Gata1	chr10	108333779	108333789	+	0.000	0.000	Merged-chr10-108333731-6
NR6671--MA0482.1.Gata4	chr4	11404221	11404231	+	0.000	0.000	Merged-chr4-11404244-13
NR5497--MA0482.1.Gata4	chr2	109608254	109608264	-	0.000	0.000	Merged-chr2-109608122-1
NR5010--MA1104.1.GATA6	chr19	6015316	6015328	-	0.000	0.000	Merged-chr19-6015500-73
NR4203--MA0037.3.GATA3	chr16	97204301	97204308	-	0.000	0.000	Merged-chr16-97204388-55
NR1445--MA1104.1.GATA6	chr10	122054862	122054874	-	0.000	0.000	Merged-chr10-122054760-22
NR7228--MA0036.3.GATA2	chr4	154965101	154965111	+	0.000	0.000	Merged-chr4-154964941-1
NR5558--MA0766.1.GATA5	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR6779--MA0766.1.GATA5	chr4	33189443	33189450	-	0.000	0.000	Merged-chr4-33189254-36
NR6769--MA0036.3.GATA2	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR2538--MA0036.3.GATA2	chr13	36886173	36886183	-	0.000	0.000	Merged-chr13-36886287-43
NR2430--MA0035.3.Gata1	chr13	8457033	8457043	+	0.000	0.000	Merged-chr13-8457184-81
NR9939--MA1104.1.GATA6	chrX	166329311	166329323	-	0.000	0.000	Merged-chrX-166329162-24
NR6767--MA0037.3.GATA3	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR2586--MA0035.3.Gata1	chr13	59585437	59585447	+	0.000	0.000	Merged-chr13-59585318-80
NR1136--MA0482.1.Gata4	chr10	69168674	69168684	+	0.000	0.000	Merged-chr10-69168741-15
NR998--MA0035.3.Gata1	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR7108--MA0766.1.GATA5	chr4	126103849	126103856	-	0.000	0.000	Merged-chr4-126103759-104
NR6674--MA0035.3.Gata1	chr4	11404220	11404230	+	0.000	0.000	Merged-chr4-11404244-13
NR9429--MA1104.1.GATA6	chr8	125351839	125351851	+	0.000	0.000	Merged-chr8-125351679-18
NR3247--MA1104.1.GATA6	chr14	87439911	87439923	-	0.000	0.000	Merged-chr14-87439901-5
NR1545--MA0140.2.GATA1::TAL1	chr11	14111008	14111025	+	0.000	0.000	Merged-chr11-14111026-9
NR3499--MA1104.1.GATA6	chr15	25269748	25269760	+	0.000	0.000	Merged-chr15-25269773-79
NR4555--MA0766.1.GATA5	chr17	80323832	80323839	-	0.000	0.000	Merged-chr17-80323753-51
NR5403--MA0037.3.GATA3	chr2	79270384	79270391	+	0.000	0.000	Merged-chr2-79270307-14
NR8362--MA0036.3.GATA2	chr6	129533344	129533354	-	0.000	0.000	Merged-chr6-129533355-94
NR8320--MA0035.3.Gata1	chr6	124750612	124750622	-	0.000	0.000	Merged-chr6-124750623-14
NR8986--MA0035.3.Gata1	chr7	125472208	125472218	+	0.000	0.000	Merged-chr7-125472313-74
NR2549--MA0037.3.GATA3	chr13	41948368	41948375	+	0.000	0.000	Merged-chr13-41948463-1
NR9797--MA0140.2.GATA1::TAL1	chr9	123021037	123021054	-	0.000	0.000	Merged-chr9-123021299-81
NR626--MA0140.2.GATA1::TAL1	chr1	145069575	145069592	+	0.000	0.000	Merged-chr1-145069518-2
NR5195--MA0035.3.Gata1	chr2	20969347	20969357	-	0.000	0.000	Merged-chr2-20969092-180
NR7045--MA0036.3.GATA2	chr4	101217307	101217317	-	0.000	0.000	Merged-chr4-101217167-64
NR5416--MA1104.1.GATA6	chr2	84241284	84241296	-	0.000	0.000	Merged-chr2-84241339-6
NR8224--MA0035.3.Gata1	chr6	100011906	100011916	-	0.000	0.000	Merged-chr6-100011850-11
NR7715--MA0037.3.GATA3	chr5	129524686	129524693	+	0.000	0.000	Merged-chr5-129524684-34
NR148--MA0036.3.GATA2	chr1	36920486	36920496	+	0.000	0.000	Merged-chr1-36920402-81
NR9342--MA1104.1.GATA6	chr8	107164412	107164424	-	0.000	0.000	Merged-chr8-107164486-19
NR2270--MA0482.1.Gata4	chr12	99544689	99544699	-	0.000	0.000	Merged-chr12-99544732-47
NR9408--MA1104.1.GATA6	chr8	122951686	122951698	+	0.000	0.000	Merged-chr8-122951774-1
NR682--MA0482.1.Gata4	chr1	158177457	158177467	+	0.000	0.000	Merged-chr1-158177392-1
NR5092--MA1104.1.GATA6	chr19	53185682	53185694	-	0.000	0.000	Merged-chr19-53185705-40
NR3160--MA0037.3.GATA3	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR9594--MA0037.3.GATA3	chr9	53271837	53271844	-	0.000	0.000	Merged-chr9-53271662-13
NR857--MA0482.1.Gata4	chr10	7178823	7178833	+	0.000	0.000	Merged-chr10-7178765-13
NR8694--MA0035.3.Gata1	chr7	44496629	44496639	+	0.000	0.000	Merged-chr7-44496496-71
NR8551--MA0035.3.Gata1	chr6	144987413	144987423	-	0.000	0.000	Merged-chr6-144987357-14
NR7566--MA0037.3.GATA3	chr5	71903684	71903691	-	0.000	0.000	Merged-chr5-71903621-28
NR9718--MA0482.1.Gata4	chr9	90301326	90301336	+	0.000	0.000	Merged-chr9-90301276-26
NR889--MA0036.3.GATA2	chr10	13993678	13993688	+	0.000	0.000	Merged-chr10-13993632-56
NR695--MA0482.1.Gata4	chr1	161309589	161309599	+	0.000	0.000	Merged-chr1-161309457-43
NR4572--MA0035.3.Gata1	chr17	85170944	85170954	+	0.000	0.000	Merged-chr17-85170912-29
NR9900--MA0035.3.Gata1	chrX	114474361	114474371	-	0.000	0.000	Merged-chrX-114474330-36
NR2273--MA0035.3.Gata1	chr12	99544690	99544700	-	0.000	0.000	Merged-chr12-99544732-47
NR5325--MA0482.1.Gata4	chr2	60418235	60418245	-	0.000	0.000	Merged-chr2-60418304-27
NR6361--MA0035.3.Gata1	chr3	121444111	121444121	+	0.000	0.000	Merged-chr3-121444097-11
NR661--MA0482.1.Gata4	chr1	151973291	151973301	-	0.000	0.000	Merged-chr1-151973357-25
NR5159--MA0140.2.GATA1::TAL1	chr2	16515554	16515571	-	0.000	0.000	Merged-chr2-16515571-1
NR3553--MA0037.3.GATA3	chr15	40131080	40131087	-	0.000	0.000	Merged-chr15-40131241-26
NR2291--MA0766.1.GATA5	chr12	105019701	105019708	-	0.000	0.000	Merged-chr12-105019829-37
NR2552--MA0036.3.GATA2	chr13	41948366	41948376	-	0.000	0.000	Merged-chr13-41948463-1
NR2424--MA0482.1.Gata4	chr13	8457041	8457051	+	0.000	0.000	Merged-chr13-8457184-81
NR8601--MA0766.1.GATA5	chr7	12987631	12987638	+	0.000	0.000	Merged-chr7-12987633-12
NR769--MA0766.1.GATA5	chr1	174635512	174635519	-	0.000	0.000	Merged-chr1-174635411-1
NR6512--MA0482.1.Gata4	chr3	142560551	142560561	+	0.000	0.000	Merged-chr3-142560586-84
NR3612--MA0140.2.GATA1::TAL1	chr15	50513250	50513267	-	0.000	0.000	Merged-chr15-50513115-13
NR8920--MA0482.1.Gata4	chr7	110625215	110625225	-	0.000	0.000	Merged-chr7-110625167-10
NR5498--MA1104.1.GATA6	chr2	109608254	109608266	+	0.000	0.000	Merged-chr2-109608122-1
NR996--MA0140.2.GATA1::TAL1	chr10	33050962	33050979	+	0.000	0.000	Merged-chr10-33050860-1
NR4003--MA0766.1.GATA5	chr16	57319940	57319947	+	0.000	0.000	Merged-chr16-57319907-20
NR7797--MA0037.3.GATA3	chr5	150220587	150220594	-	0.000	0.000	Merged-chr5-150220578-7
NR2313--MA0036.3.GATA2	chr12	110689849	110689859	-	0.000	0.000	Merged-chr12-110689902-59
NR8282--MA0482.1.Gata4	chr6	117932748	117932758	+	0.000	0.000	Merged-chr6-117932837-16
NR6206--MA0766.1.GATA5	chr3	81201468	81201475	-	0.000	0.000	Merged-chr3-81201582-6
NR4526--MA0766.1.GATA5	chr17	71491184	71491191	-	0.000	0.000	Merged-chr17-71491103-50
NR4869--MA0035.3.Gata1	chr18	62072966	62072976	+	0.000	0.000	Merged-chr18-62072861-2
NR8984--MA1104.1.GATA6	chr7	125472207	125472219	-	0.000	0.000	Merged-chr7-125472313-74
NR393--MA0035.3.Gata1	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR5560--MA0037.3.GATA3	chr2	122125776	122125783	-	0.000	0.000	Merged-chr2-122125883-8
NR2023--MA0482.1.Gata4	chr12	52718555	52718565	+	0.000	0.000	Merged-chr12-52718662-1
NR8856--MA0036.3.GATA2	chr7	89841972	89841982	-	0.000	0.000	Merged-chr7-89842093-31
NR8933--MA0482.1.Gata4	chr7	113419584	113419594	-	0.000	0.000	Merged-chr7-113419557-35
NR6777--MA0482.1.Gata4	chr4	33189443	33189453	+	0.000	0.000	Merged-chr4-33189254-36
NR7488--MA0482.1.Gata4	chr5	54098238	54098248	+	0.000	0.000	Merged-chr5-54098374-26
NR4978--MA0035.3.Gata1	chr18	84355147	84355157	-	0.000	0.000	Merged-chr18-84355361-12
NR6363--MA0482.1.Gata4	chr3	122419823	122419833	-	0.000	0.000	Merged-chr3-122419865-81
NR4016--MA0766.1.GATA5	chr16	58670210	58670217	-	0.000	0.000	Merged-chr16-58670422-58
NR4192--MA0036.3.GATA2	chr16	95798613	95798623	+	0.000	0.000	Merged-chr16-95798581-80
NR723--MA1104.1.GATA6	chr1	165985894	165985906	+	0.000	0.000	Merged-chr1-165985990-54
NR1137--MA1104.1.GATA6	chr10	69168672	69168684	-	0.000	0.000	Merged-chr10-69168741-15
NR5050--MA0037.3.GATA3	chr19	31210684	31210691	-	0.000	0.000	Merged-chr19-31210653-54
NR9819--MA0482.1.Gata4	chrX	7570948	7570958	-	0.000	0.000	Merged-chrX-7570919-6
NR6676--MA0766.1.GATA5	chr4	11610149	11610156	+	0.000	0.000	Merged-chr4-11610147-18
NR677--MA0035.3.Gata1	chr1	156956632	156956642	+	0.000	0.000	Merged-chr1-156956579-55
NR9730--MA0035.3.Gata1	chr9	92274453	92274463	+	0.000	0.000	Merged-chr9-92274591-56
NR9390--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR7110--MA0037.3.GATA3	chr4	126677483	126677490	+	0.000	0.000	Merged-chr4-126677717-65
NR7106--MA0482.1.Gata4	chr4	126103849	126103859	+	0.000	0.000	Merged-chr4-126103759-104
NR9881--MA0036.3.GATA2	chrX	104015322	104015332	-	0.000	0.000	Merged-chrX-104015448-5
NR1423--MA0140.2.GATA1::TAL1	chr10	115681713	115681730	+	0.000	0.000	Merged-chr10-115681660-2
NR7601--MA0036.3.GATA2	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR2349--MA0766.1.GATA5	chr12	118836262	118836269	-	0.000	0.000	Merged-chr12-118836221-3
NR4553--MA0482.1.Gata4	chr17	80323832	80323842	+	0.000	0.000	Merged-chr17-80323753-51
NR7123--MA1104.1.GATA6	chr4	130774807	130774819	-	0.000	0.000	Merged-chr4-130774769-43
NR618--MA0766.1.GATA5	chr1	143202939	143202946	+	0.000	0.000	Merged-chr1-143203062-8
NR4999--MA0036.3.GATA2	chr19	4080680	4080690	+	0.000	0.000	Merged-chr19-4080806-9
NR2719--MA0036.3.GATA2	chr13	82799161	82799171	+	0.000	0.000	Merged-chr13-82799223-1
NR7139--MA0140.2.GATA1::TAL1	chr4	134372542	134372559	+	0.000	0.000	Merged-chr4-134372505-25
NR7119--MA0482.1.Gata4	chr4	129960258	129960268	+	0.000	0.000	Merged-chr4-129960127-71
NR8478--MA0766.1.GATA5	chr6	140308148	140308155	+	0.000	0.000	Merged-chr6-140308190-9
NR4338--MA0035.3.Gata1	chr17	21579874	21579884	-	0.000	0.000	Merged-chr17-21579709-31
NR717--MA0036.3.GATA2	chr1	164494817	164494827	-	0.000	0.000	Merged-chr1-164494906-11
NR5635--MA0140.2.GATA1::TAL1	chr2	135848602	135848619	+	0.000	0.000	Merged-chr2-135848504-1
NR8360--MA0035.3.Gata1	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR6773--MA1104.1.GATA6	chr4	33110180	33110192	-	0.000	0.000	Merged-chr4-33110299-20
NR999--MA0140.2.GATA1::TAL1	chr10	34297540	34297557	+	0.000	0.000	Merged-chr10-34297700-62
NR2557--MA0036.3.GATA2	chr13	45371943	45371953	-	0.000	0.000	Merged-chr13-45371918-16
NR2271--MA1104.1.GATA6	chr12	99544689	99544701	+	0.000	0.000	Merged-chr12-99544732-47
NR4104--MA0766.1.GATA5	chr16	78265278	78265285	-	0.000	0.000	Merged-chr16-78265078-57
NR6058--MA0037.3.GATA3	chr3	52878543	52878550	-	0.000	0.000	Merged-chr3-52878450-55
NR361--MA0482.1.Gata4	chr1	88578421	88578431	-	0.000	0.000	Merged-chr1-88578300-28
NR7109--MA0035.3.Gata1	chr4	126103848	126103858	+	0.000	0.000	Merged-chr4-126103759-104
NR719--MA0140.2.GATA1::TAL1	chr1	164494808	164494825	-	0.000	0.000	Merged-chr1-164494906-11
NR8434--MA0036.3.GATA2	chr6	134533242	134533252	+	0.000	0.000	Merged-chr6-134533147-7
NR858--MA1104.1.GATA6	chr10	7178821	7178833	-	0.000	0.000	Merged-chr10-7178765-13
NR7612--MA0037.3.GATA3	chr5	92204520	92204527	+	0.000	0.000	Merged-chr5-92204715-7
NR198--MA0766.1.GATA5	chr1	59173180	59173187	+	0.000	0.000	Merged-chr1-59173225-2
NR6120--MA1104.1.GATA6	chr3	60954282	60954294	+	0.000	0.000	Merged-chr3-60954370-10
NR9719--MA1104.1.GATA6	chr9	90301324	90301336	-	0.000	0.000	Merged-chr9-90301276-26
NR4208--MA0035.3.Gata1	chr16	97204300	97204310	+	0.000	0.000	Merged-chr16-97204388-55
NR6668--MA0766.1.GATA5	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR696--MA1104.1.GATA6	chr1	161309587	161309599	-	0.000	0.000	Merged-chr1-161309457-43
NR2427--MA0036.3.GATA2	chr13	8457033	8457043	+	0.000	0.000	Merged-chr13-8457184-81
NR3930--MA0482.1.Gata4	chr16	42172734	42172744	-	0.000	0.000	Merged-chr16-42172689-43
NR3811--MA0035.3.Gata1	chr16	7419925	7419935	+	0.000	0.000	Merged-chr16-7419949-42
NR8728--MA0766.1.GATA5	chr7	58319576	58319583	-	0.000	0.000	Merged-chr7-58319604-3
NR6573--MA0482.1.Gata4	chr3	152919363	152919373	+	0.000	0.000	Merged-chr3-152919231-7
NR3792--MA0035.3.Gata1	chr16	5746817	5746827	+	0.000	0.000	Merged-chr16-5746649-1
NR3917--MA0140.2.GATA1::TAL1	chr16	38653601	38653618	+	0.000	0.000	Merged-chr16-38653657-58
NR662--MA1104.1.GATA6	chr1	151973291	151973303	+	0.000	0.000	Merged-chr1-151973357-25
NR4545--MA0482.1.Gata4	chr17	80062160	80062170	+	0.000	0.000	Merged-chr17-80062114-120
NR7207--MA0482.1.Gata4	chr4	150517582	150517592	+	0.000	0.000	Merged-chr4-150517532-35
NR1663--MA0036.3.GATA2	chr11	66906109	66906119	-	0.000	0.000	Merged-chr11-66906049-23
NR2169--MA0036.3.GATA2	chr12	89719510	89719520	-	0.000	0.000	Merged-chr12-89719457-81
NR933--MA0037.3.GATA3	chr10	21092871	21092878	-	0.000	0.000	Merged-chr10-21092817-9
NR2425--MA1104.1.GATA6	chr13	8457032	8457044	-	0.000	0.000	Merged-chr13-8457184-81
NR9937--MA0037.3.GATA3	chrX	166329313	166329320	-	0.000	0.000	Merged-chrX-166329162-24
NR6513--MA1104.1.GATA6	chr3	142560549	142560561	-	0.000	0.000	Merged-chr3-142560586-84
NR167--MA0036.3.GATA2	chr1	44101606	44101616	-	0.000	0.000	Merged-chr1-44101717-6
NR1782--MA0766.1.GATA5	chr11	116782936	116782943	-	0.000	0.000	Merged-chr11-116782885-34
NR5961--MA0035.3.Gata1	chr3	38371852	38371862	+	0.000	0.000	Merged-chr3-38371815-1
NR8537--MA0482.1.Gata4	chr6	144329733	144329743	+	0.000	0.000	Merged-chr6-144329601-7
NR2236--MA0035.3.Gata1	chr12	92812909	92812919	-	0.000	0.000	Merged-chr12-92812766-7
NR767--MA0482.1.Gata4	chr1	174635512	174635522	+	0.000	0.000	Merged-chr1-174635411-1
NR3062--MA0140.2.GATA1::TAL1	chr14	27562718	27562735	-	0.000	0.000	Merged-chr14-27562668-44
NR8004--MA0035.3.Gata1	chr6	54118991	54119001	+	0.000	0.000	Merged-chr6-54119085-6
NR9427--MA0037.3.GATA3	chr8	125351842	125351849	+	0.000	0.000	Merged-chr8-125351679-18
NR7920--MA0036.3.GATA2	chr6	31033453	31033463	+	0.000	0.000	Merged-chr6-31033300-19
NR3245--MA0037.3.GATA3	chr14	87439913	87439920	-	0.000	0.000	Merged-chr14-87439901-5
NR8426--MA0036.3.GATA2	chr6	134189984	134189994	-	0.000	0.000	Merged-chr6-134189868-22
NR1565--MA0037.3.GATA3	chr11	22813645	22813652	+	0.000	0.000	Merged-chr11-22813643-1
NR8140--MA1104.1.GATA6	chr6	70805650	70805662	-	0.000	0.000	Merged-chr6-70805784-73
NR2515--MA0036.3.GATA2	chr13	29756229	29756239	-	0.000	0.000	Merged-chr13-29756237-14
NR5448--MA0037.3.GATA3	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR6061--MA0036.3.GATA2	chr3	52878542	52878552	+	0.000	0.000	Merged-chr3-52878450-55
NR1127--MA0140.2.GATA1::TAL1	chr10	68119447	68119464	+	0.000	0.000	Merged-chr10-68119461-23
NR8934--MA1104.1.GATA6	chr7	113419584	113419596	+	0.000	0.000	Merged-chr7-113419557-35
NR9788--MA0037.3.GATA3	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR6364--MA1104.1.GATA6	chr3	122419823	122419835	+	0.000	0.000	Merged-chr3-122419865-81
NR2429--MA0766.1.GATA5	chr13	8457041	8457048	-	0.000	0.000	Merged-chr13-8457184-81
NR6236--MA0036.3.GATA2	chr3	84461169	84461179	-	0.000	0.000	Merged-chr3-84461060-54
NR2292--MA0035.3.Gata1	chr12	105019700	105019710	+	0.000	0.000	Merged-chr12-105019829-37
NR3641--MA0035.3.Gata1	chr15	55097389	55097399	-	0.000	0.000	Merged-chr15-55097336-26
NR9340--MA0037.3.GATA3	chr8	107164414	107164421	-	0.000	0.000	Merged-chr8-107164486-19
NR5743--MA0036.3.GATA2	chr2	150748923	150748933	-	0.000	0.000	Merged-chr2-150749158-47
NR4004--MA0035.3.Gata1	chr16	57319938	57319948	-	0.000	0.000	Merged-chr16-57319907-20
NR5090--MA0037.3.GATA3	chr19	53185684	53185691	-	0.000	0.000	Merged-chr19-53185705-40
NR4554--MA1104.1.GATA6	chr17	80323830	80323842	-	0.000	0.000	Merged-chr17-80323753-51
NR6207--MA0035.3.Gata1	chr3	81201467	81201477	+	0.000	0.000	Merged-chr3-81201582-6
NR4527--MA0035.3.Gata1	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR3715--MA0036.3.GATA2	chr15	91578251	91578261	+	0.000	0.000	Merged-chr15-91578192-2
NR3999--MA0037.3.GATA3	chr16	57319940	57319947	+	0.000	0.000	Merged-chr16-57319907-20
