#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR5327--MA0766.1.GATA5	chr2	60418238	60418245	+	0.000	0.000	Merged-chr2-60418304-27
NR67--MA0482.1.Gata4	chr1	13293496	13293506	+	0.000	0.000	Merged-chr1-13293593-50
NR796--MA0036.3.GATA2	chr1	180364120	180364130	+	0.000	0.000	Merged-chr1-180364196-41
NR9415--MA0766.1.GATA5	chr8	124520720	124520727	-	0.000	0.000	Merged-chr8-124520851-52
NR4183--MA0766.1.GATA5	chr16	93918466	93918473	-	0.000	0.000	Merged-chr16-93918388-61
NR4444--MA0036.3.GATA2	chr17	56291309	56291319	+	0.000	0.000	Merged-chr17-56291357-21
NR5755--MA0482.1.Gata4	chr2	153525960	153525970	+	0.000	0.000	Merged-chr2-153526092-26
NR3408--MA0766.1.GATA5	chr14	121995697	121995704	+	0.000	0.000	Merged-chr14-121995600-7
NR6265--MA0037.3.GATA3	chr3	93607809	93607816	+	0.000	0.000	Merged-chr3-93607971-30
NR9913--MA0037.3.GATA3	chrX	140537799	140537806	-	0.000	0.000	Merged-chrX-140537922-35
NR9909--MA0482.1.Gata4	chrX	136616096	136616106	+	0.000	0.000	Merged-chrX-136616157-16
NR8380--MA0766.1.GATA5	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR3460--MA0037.3.GATA3	chr15	9600293	9600300	+	0.000	0.000	Merged-chr15-9600289-13
NR8912--MA0036.3.GATA2	chr7	110265935	110265945	-	0.000	0.000	Merged-chr7-110265938-33
NR3635--MA1104.1.GATA6	chr15	53267116	53267128	+	0.000	0.000	Merged-chr15-53267286-91
NR2740--MA0766.1.GATA5	chr13	85498878	85498885	+	0.000	0.000	Merged-chr13-85498931-37
NR1386--MA0035.3.Gata1	chr10	108333779	108333789	+	0.000	0.000	Merged-chr10-108333731-6
NR8054--MA0037.3.GATA3	chr6	58832867	58832874	-	0.000	0.000	Merged-chr6-58832889-39
NR4498--MA0140.2.GATA1::TAL1	chr17	67403715	67403732	+	0.000	0.000	Merged-chr17-67403905-1
NR1065--MA1104.1.GATA6	chr10	54032771	54032783	-	0.000	0.000	Merged-chr10-54032709-48
NR3539--MA1104.1.GATA6	chr15	36364103	36364115	-	0.000	0.000	Merged-chr15-36364170-51
NR4203--MA0037.3.GATA3	chr16	97204301	97204308	-	0.000	0.000	Merged-chr16-97204388-55
NR2886--MA0036.3.GATA2	chr13	110790484	110790494	-	0.000	0.000	Merged-chr13-110790449-2
NR2430--MA0035.3.Gata1	chr13	8457033	8457043	+	0.000	0.000	Merged-chr13-8457184-81
NR5785--MA1104.1.GATA6	chr2	165639605	165639617	+	0.000	0.000	Merged-chr2-165639505-4
NR5048--MA0766.1.GATA5	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR7547--MA0035.3.Gata1	chr5	65867407	65867417	+	0.000	0.000	Merged-chr5-65867573-52
NR2265--MA0037.3.GATA3	chr12	98247087	98247094	-	0.000	0.000	Merged-chr12-98247130-40
NR8973--MA0035.3.Gata1	chr7	119894979	119894989	-	0.000	0.000	Merged-chr7-119895039-1
NR8699--MA0037.3.GATA3	chr7	45526451	45526458	-	0.000	0.000	Merged-chr7-45526317-62
NR6926--MA0140.2.GATA1::TAL1	chr4	75278964	75278981	-	0.000	0.000	Merged-chr4-75279089-1
NR998--MA0035.3.Gata1	chr10	34117969	34117979	+	0.000	0.000	Merged-chr10-34117997-36
NR4789--MA0035.3.Gata1	chr18	50028361	50028371	-	0.000	0.000	Merged-chr18-50028414-49
NR3247--MA1104.1.GATA6	chr14	87439911	87439923	-	0.000	0.000	Merged-chr14-87439901-5
NR1545--MA0140.2.GATA1::TAL1	chr11	14111008	14111025	+	0.000	0.000	Merged-chr11-14111026-9
NR4555--MA0766.1.GATA5	chr17	80323832	80323839	-	0.000	0.000	Merged-chr17-80323753-51
NR4826--MA0766.1.GATA5	chr18	56733839	56733846	+	0.000	0.000	Merged-chr18-56734019-60
NR9886--MA0037.3.GATA3	chrX	107088384	107088391	-	0.000	0.000	Merged-chrX-107088422-23
NR693--MA0035.3.Gata1	chr1	160195097	160195107	+	0.000	0.000	Merged-chr1-160195203-53
NR4782--MA1104.1.GATA6	chr18	50014636	50014648	+	0.000	0.000	Merged-chr18-50014584-52
NR9797--MA0140.2.GATA1::TAL1	chr9	123021037	123021054	-	0.000	0.000	Merged-chr9-123021299-81
NR5195--MA0035.3.Gata1	chr2	20969347	20969357	-	0.000	0.000	Merged-chr2-20969092-180
NR8224--MA0035.3.Gata1	chr6	100011906	100011916	-	0.000	0.000	Merged-chr6-100011850-11
NR9028--MA1104.1.GATA6	chr7	140207131	140207143	-	0.000	0.000	Merged-chr7-140207191-19
NR353--MA0036.3.GATA2	chr1	87878050	87878060	+	0.000	0.000	Merged-chr1-87877929-42
NR2836--MA0035.3.Gata1	chr13	101702250	101702260	-	0.000	0.000	Merged-chr13-101702260-81
NR9756--MA0037.3.GATA3	chr9	107986402	107986409	-	0.000	0.000	Merged-chr9-107986494-4
NR1817--MA1104.1.GATA6	chr12	12172554	12172566	-	0.000	0.000	Merged-chr12-12172464-29
NR5092--MA1104.1.GATA6	chr19	53185682	53185694	-	0.000	0.000	Merged-chr19-53185705-40
NR2573--MA0036.3.GATA2	chr13	52922196	52922206	-	0.000	0.000	Merged-chr13-52922066-27
NR1820--MA0035.3.Gata1	chr12	12172555	12172565	+	0.000	0.000	Merged-chr12-12172464-29
NR3160--MA0037.3.GATA3	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR8694--MA0035.3.Gata1	chr7	44496629	44496639	+	0.000	0.000	Merged-chr7-44496496-71
NR2302--MA0482.1.Gata4	chr12	107729452	107729462	+	0.000	0.000	Merged-chr12-107729406-18
NR6323--MA0766.1.GATA5	chr3	115693560	115693567	-	0.000	0.000	Merged-chr3-115693579-13
NR443--MA0482.1.Gata4	chr1	105803092	105803102	-	0.000	0.000	Merged-chr1-105803155-19
NR4372--MA0766.1.GATA5	chr17	32350601	32350608	-	0.000	0.000	Merged-chr17-32350599-47
NR2825--MA0482.1.Gata4	chr13	100576087	100576097	-	0.000	0.000	Merged-chr13-100576105-29
NR8255--MA0766.1.GATA5	chr6	108168408	108168415	+	0.000	0.000	Merged-chr6-108168461-115
NR889--MA0036.3.GATA2	chr10	13993678	13993688	+	0.000	0.000	Merged-chr10-13993632-56
NR1655--MA0037.3.GATA3	chr11	64037641	64037648	+	0.000	0.000	Merged-chr11-64037767-32
NR695--MA0482.1.Gata4	chr1	161309589	161309599	+	0.000	0.000	Merged-chr1-161309457-43
NR7423--MA0037.3.GATA3	chr5	37083247	37083254	-	0.000	0.000	Merged-chr5-37083387-28
NR4572--MA0035.3.Gata1	chr17	85170944	85170954	+	0.000	0.000	Merged-chr17-85170912-29
NR4367--MA0035.3.Gata1	chr17	31210485	31210495	+	0.000	0.000	Merged-chr17-31210494-9
NR7714--MA0140.2.GATA1::TAL1	chr5	124633588	124633605	-	0.000	0.000	Merged-chr5-124633654-10
NR7005--MA0482.1.Gata4	chr4	95197263	95197273	-	0.000	0.000	Merged-chr4-95197383-10
NR1493--MA0037.3.GATA3	chr10	128990355	128990362	-	0.000	0.000	Merged-chr10-128990510-111
NR5325--MA0482.1.Gata4	chr2	60418235	60418245	-	0.000	0.000	Merged-chr2-60418304-27
NR7803--MA0037.3.GATA3	chr5	150593213	150593220	-	0.000	0.000	Merged-chr5-150593583-231
NR661--MA0482.1.Gata4	chr1	151973291	151973301	-	0.000	0.000	Merged-chr1-151973357-25
NR3553--MA0037.3.GATA3	chr15	40131080	40131087	-	0.000	0.000	Merged-chr15-40131241-26
NR2291--MA0766.1.GATA5	chr12	105019701	105019708	-	0.000	0.000	Merged-chr12-105019829-37
NR2424--MA0482.1.Gata4	chr13	8457041	8457051	+	0.000	0.000	Merged-chr13-8457184-81
NR769--MA0766.1.GATA5	chr1	174635512	174635519	-	0.000	0.000	Merged-chr1-174635411-1
NR2305--MA0035.3.Gata1	chr12	107729451	107729461	+	0.000	0.000	Merged-chr12-107729406-18
NR4484--MA0036.3.GATA2	chr17	64602272	64602282	-	0.000	0.000	Merged-chr17-64602197-17
NR6512--MA0482.1.Gata4	chr3	142560551	142560561	+	0.000	0.000	Merged-chr3-142560586-84
NR8843--MA0036.3.GATA2	chr7	88206900	88206910	-	0.000	0.000	Merged-chr7-88206806-101
NR3612--MA0140.2.GATA1::TAL1	chr15	50513250	50513267	-	0.000	0.000	Merged-chr15-50513115-13
NR8920--MA0482.1.Gata4	chr7	110625215	110625225	-	0.000	0.000	Merged-chr7-110625167-10
NR2828--MA0035.3.Gata1	chr13	100576088	100576098	-	0.000	0.000	Merged-chr13-100576105-29
NR7797--MA0037.3.GATA3	chr5	150220587	150220594	-	0.000	0.000	Merged-chr5-150220578-7
NR6800--MA1104.1.GATA6	chr4	43973611	43973623	-	0.000	0.000	Merged-chr4-43973629-28
NR5180--MA0037.3.GATA3	chr2	17644736	17644743	+	0.000	0.000	Merged-chr2-17644831-25
NR9012--MA0482.1.Gata4	chr7	135598687	135598697	-	0.000	0.000	Merged-chr7-135598633-32
NR691--MA1104.1.GATA6	chr1	160195096	160195108	-	0.000	0.000	Merged-chr1-160195203-53
NR4778--MA0766.1.GATA5	chr18	49982268	49982275	-	0.000	0.000	Merged-chr18-49982392-61
NR8974--MA0140.2.GATA1::TAL1	chr7	121641348	121641365	-	0.000	0.000	Merged-chr7-121641450-48
NR4184--MA0035.3.Gata1	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR2023--MA0482.1.Gata4	chr12	52718555	52718565	+	0.000	0.000	Merged-chr12-52718436-2
NR5990--MA0035.3.Gata1	chr3	41107781	41107791	+	0.000	0.000	Merged-chr3-41107952-27
NR723--MA1104.1.GATA6	chr1	165985894	165985906	+	0.000	0.000	Merged-chr1-165985990-54
NR8381--MA0035.3.Gata1	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR5050--MA0037.3.GATA3	chr19	31210684	31210691	-	0.000	0.000	Merged-chr19-31210653-54
NR2834--MA1104.1.GATA6	chr13	101702249	101702261	+	0.000	0.000	Merged-chr13-101702260-81
NR6291--MA0140.2.GATA1::TAL1	chr3	105815405	105815422	-	0.000	0.000	Merged-chr3-105815563-53
NR677--MA0035.3.Gata1	chr1	156956632	156956642	+	0.000	0.000	Merged-chr1-156956579-55
NR9730--MA0035.3.Gata1	chr9	92274453	92274463	+	0.000	0.000	Merged-chr9-92274591-56
NR9390--MA0037.3.GATA3	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR653--MA0482.1.Gata4	chr1	151009415	151009425	+	0.000	0.000	Merged-chr1-151009545-50
NR8285--MA0035.3.Gata1	chr6	118167290	118167300	-	0.000	0.000	Merged-chr6-118167184-65
NR7110--MA0037.3.GATA3	chr4	126677483	126677490	+	0.000	0.000	Merged-chr4-126677717-65
NR8184--MA0036.3.GATA2	chr6	88378909	88378919	-	0.000	0.000	Merged-chr6-88379095-25
NR1423--MA0140.2.GATA1::TAL1	chr10	115681713	115681730	+	0.000	0.000	Merged-chr10-115681660-2
NR7601--MA0036.3.GATA2	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR9836--MA0037.3.GATA3	chrX	17365319	17365326	-	0.000	0.000	Merged-chrX-17365333-21
NR4553--MA0482.1.Gata4	chr17	80323832	80323842	+	0.000	0.000	Merged-chr17-80323753-51
NR5063--MA0037.3.GATA3	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR717--MA0036.3.GATA2	chr1	164494817	164494827	-	0.000	0.000	Merged-chr1-164494906-11
NR5076--MA1104.1.GATA6	chr19	41282817	41282829	-	0.000	0.000	Merged-chr19-41282944-15
NR5635--MA0140.2.GATA1::TAL1	chr2	135848602	135848619	+	0.000	0.000	Merged-chr2-135848504-1
NR5049--MA0035.3.Gata1	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR8360--MA0035.3.Gata1	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR8698--MA0140.2.GATA1::TAL1	chr7	45083052	45083069	+	0.000	0.000	Merged-chr7-45083107-80
NR3048--MA1104.1.GATA6	chr14	23475554	23475566	-	0.000	0.000	Merged-chr14-23475735-25
NR702--MA0037.3.GATA3	chr1	161794946	161794953	-	0.000	0.000	Merged-chr1-161794797-65
NR4336--MA0140.2.GATA1::TAL1	chr17	21423140	21423157	-	0.000	0.000	Merged-chr17-21423109-81
NR6058--MA0037.3.GATA3	chr3	52878543	52878550	-	0.000	0.000	Merged-chr3-52878450-55
NR719--MA0140.2.GATA1::TAL1	chr1	164494808	164494825	-	0.000	0.000	Merged-chr1-164494906-11
NR8434--MA0036.3.GATA2	chr6	134533242	134533252	+	0.000	0.000	Merged-chr6-134533147-7
NR9892--MA0037.3.GATA3	chrX	109113829	109113836	-	0.000	0.000	Merged-chrX-109113990-42
NR1541--MA0036.3.GATA2	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR198--MA0766.1.GATA5	chr1	59173180	59173187	+	0.000	0.000	Merged-chr1-59173225-2
NR4827--MA0035.3.Gata1	chr18	56733837	56733847	-	0.000	0.000	Merged-chr18-56734019-60
NR2303--MA1104.1.GATA6	chr12	107729450	107729462	-	0.000	0.000	Merged-chr12-107729406-18
NR444--MA1104.1.GATA6	chr1	105803092	105803104	+	0.000	0.000	Merged-chr1-105803155-19
NR3633--MA0037.3.GATA3	chr15	53267119	53267126	+	0.000	0.000	Merged-chr15-53267286-91
NR4208--MA0035.3.Gata1	chr16	97204300	97204310	+	0.000	0.000	Merged-chr16-97204388-55
NR6668--MA0766.1.GATA5	chr4	10770164	10770171	+	0.000	0.000	Merged-chr4-10770192-53
NR696--MA1104.1.GATA6	chr1	161309587	161309599	-	0.000	0.000	Merged-chr1-161309457-43
NR2427--MA0036.3.GATA2	chr13	8457033	8457043	+	0.000	0.000	Merged-chr13-8457184-81
NR2899--MA0482.1.Gata4	chr13	113023934	113023944	+	0.000	0.000	Merged-chr13-113023939-34
NR3853--MA0036.3.GATA2	chr16	20930012	20930022	+	0.000	0.000	Merged-chr16-20930100-26
NR8938--MA0482.1.Gata4	chr7	113572975	113572985	-	0.000	0.000	Merged-chr7-113573033-33
NR6321--MA0482.1.Gata4	chr3	115693560	115693570	+	0.000	0.000	Merged-chr3-115693579-13
NR7006--MA1104.1.GATA6	chr4	95197263	95197275	+	0.000	0.000	Merged-chr4-95197383-10
NR6183--MA0035.3.Gata1	chr3	75696299	75696309	-	0.000	0.000	Merged-chr3-75696372-7
NR8304--MA0036.3.GATA2	chr6	122804673	122804683	+	0.000	0.000	Merged-chr6-122804652-39
NR2316--MA1104.1.GATA6	chr12	110751025	110751037	-	0.000	0.000	Merged-chr12-110751101-46
NR3917--MA0140.2.GATA1::TAL1	chr16	38653601	38653618	+	0.000	0.000	Merged-chr16-38653657-58
NR9762--MA0037.3.GATA3	chr9	110461309	110461316	-	0.000	0.000	Merged-chr9-110461339-53
NR662--MA1104.1.GATA6	chr1	151973291	151973303	+	0.000	0.000	Merged-chr1-151973357-25
NR8776--MA0482.1.Gata4	chr7	72314635	72314645	+	0.000	0.000	Merged-chr7-72314558-78
NR1663--MA0036.3.GATA2	chr11	66906109	66906119	-	0.000	0.000	Merged-chr11-66906049-23
NR1740--MA0482.1.Gata4	chr11	101627409	101627419	+	0.000	0.000	Merged-chr11-101627512-104
NR5783--MA0037.3.GATA3	chr2	165639608	165639615	+	0.000	0.000	Merged-chr2-165639505-4
NR1621--MA0035.3.Gata1	chr11	49085121	49085131	-	0.000	0.000	Merged-chr11-49085061-48
NR2425--MA1104.1.GATA6	chr13	8457032	8457044	-	0.000	0.000	Merged-chr13-8457184-81
NR8793--MA1104.1.GATA6	chr7	75486296	75486308	-	0.000	0.000	Merged-chr7-75486326-35
NR6513--MA1104.1.GATA6	chr3	142560549	142560561	-	0.000	0.000	Merged-chr3-142560586-84
NR8189--MA0036.3.GATA2	chr6	91125078	91125088	-	0.000	0.000	Merged-chr6-91125010-35
NR2236--MA0035.3.Gata1	chr12	92812909	92812919	-	0.000	0.000	Merged-chr12-92812766-7
NR767--MA0482.1.Gata4	chr1	174635512	174635522	+	0.000	0.000	Merged-chr1-174635411-1
NR9013--MA1104.1.GATA6	chr7	135598687	135598699	+	0.000	0.000	Merged-chr7-135598633-32
NR6324--MA0035.3.Gata1	chr3	115693559	115693569	+	0.000	0.000	Merged-chr3-115693579-13
NR4373--MA0035.3.Gata1	chr17	32350600	32350610	+	0.000	0.000	Merged-chr17-32350599-47
NR3245--MA0037.3.GATA3	chr14	87439913	87439920	-	0.000	0.000	Merged-chr14-87439901-5
NR7999--MA0037.3.GATA3	chr6	54088251	54088258	+	0.000	0.000	Merged-chr6-54088359-21
NR2515--MA0036.3.GATA2	chr13	29756229	29756239	-	0.000	0.000	Merged-chr13-29756237-14
NR6061--MA0036.3.GATA2	chr3	52878542	52878552	+	0.000	0.000	Merged-chr3-52878450-55
NR8545--MA0766.1.GATA5	chr6	144573071	144573078	+	0.000	0.000	Merged-chr6-144572880-43
NR4780--MA0037.3.GATA3	chr18	50014639	50014646	+	0.000	0.000	Merged-chr18-50014584-52
NR9788--MA0037.3.GATA3	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR7713--MA0037.3.GATA3	chr5	123749486	123749493	+	0.000	0.000	Merged-chr5-123749470-86
NR2429--MA0766.1.GATA5	chr13	8457041	8457048	-	0.000	0.000	Merged-chr13-8457184-81
NR8373--MA0036.3.GATA2	chr6	130078305	130078315	+	0.000	0.000	Merged-chr6-130078295-22
NR2292--MA0035.3.Gata1	chr12	105019700	105019710	+	0.000	0.000	Merged-chr12-105019829-37
NR1490--MA0766.1.GATA5	chr10	127135640	127135647	-	0.000	0.000	Merged-chr10-127135675-65
NR9026--MA0037.3.GATA3	chr7	140207133	140207140	-	0.000	0.000	Merged-chr7-140207191-19
NR3693--MA0766.1.GATA5	chr15	78495178	78495185	+	0.000	0.000	Merged-chr15-78495177-43
NR654--MA1104.1.GATA6	chr1	151009413	151009425	-	0.000	0.000	Merged-chr1-151009545-50
NR3641--MA0035.3.Gata1	chr15	55097389	55097399	-	0.000	0.000	Merged-chr15-55097336-26
NR3540--MA0036.3.GATA2	chr15	36364104	36364114	+	0.000	0.000	Merged-chr15-36364170-51
NR6254--MA0140.2.GATA1::TAL1	chr3	89187839	89187856	-	0.000	0.000	Merged-chr3-89188181-94
NR8354--MA0482.1.Gata4	chr6	129210606	129210616	-	0.000	0.000	Merged-chr6-129210550-50
NR5090--MA0037.3.GATA3	chr19	53185684	53185691	-	0.000	0.000	Merged-chr19-53185705-40
NR4554--MA1104.1.GATA6	chr17	80323830	80323842	-	0.000	0.000	Merged-chr17-80323753-51
NR8001--MA0766.1.GATA5	chr6	54088251	54088258	+	0.000	0.000	Merged-chr6-54088359-21
NR8667--MA0766.1.GATA5	chr7	30333117	30333124	+	0.000	0.000	Merged-chr7-30333026-1
NR3715--MA0036.3.GATA2	chr15	91578251	91578261	+	0.000	0.000	Merged-chr15-91578192-2
NR1451--MA0035.3.Gata1	chr10	122578485	122578495	+	0.000	0.000	Merged-chr10-122578660-68
NR4779--MA0035.3.Gata1	chr18	49982267	49982277	+	0.000	0.000	Merged-chr18-49982392-61
NR7861--MA0482.1.Gata4	chr6	12785362	12785372	+	0.000	0.000	Merged-chr6-12785179-11
NR4787--MA0036.3.GATA2	chr18	50028361	50028371	-	0.000	0.000	Merged-chr18-50028414-49
NR9844--MA0036.3.GATA2	chrX	23673358	23673368	+	0.000	0.000	Merged-chrX-23673581-22
NR1602--MA0482.1.Gata4	chr11	33932387	33932397	-	0.000	0.000	Merged-chr11-33932389-100
NR7760--MA0766.1.GATA5	chr5	139483517	139483524	-	0.000	0.000	Merged-chr5-139483495-36
NR3991--MA0482.1.Gata4	chr16	55907184	55907194	-	0.000	0.000	Merged-chr16-55907118-61
NR5127--MA0140.2.GATA1::TAL1	chr2	11211985	11212002	-	0.000	0.000	Merged-chr2-11212152-38
NR2345--MA0036.3.GATA2	chr12	118255860	118255870	-	0.000	0.000	Merged-chr12-118255780-45
NR3822--MA1104.1.GATA6	chr16	10732544	10732556	-	0.000	0.000	Merged-chr16-10732689-38
NR4328--MA1104.1.GATA6	chr17	18558830	18558842	+	0.000	0.000	Merged-chr17-18558777-104
NR3162--MA0766.1.GATA5	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR9791--MA0036.3.GATA2	chr9	120493244	120493254	+	0.000	0.000	Merged-chr9-120493281-1
NR1600--MA0036.3.GATA2	chr11	32162425	32162435	+	0.000	0.000	Merged-chr11-32162378-27
NR4386--MA0036.3.GATA2	chr17	35910099	35910109	+	0.000	0.000	Merged-chr17-35910117-56
NR3902--MA0140.2.GATA1::TAL1	chr16	32108048	32108065	-	0.000	0.000	Merged-chr16-32108013-65
NR1682--MA0035.3.Gata1	chr11	75282788	75282798	+	0.000	0.000	Merged-chr11-75282753-54
NR4734--MA0482.1.Gata4	chr18	39145588	39145598	-	0.000	0.000	Merged-chr18-39145494-15
NR4429--MA0140.2.GATA1::TAL1	chr17	51904162	51904179	-	0.000	0.000	Merged-chr17-51904088-32
NR1605--MA0035.3.Gata1	chr11	33932388	33932398	-	0.000	0.000	Merged-chr11-33932389-100
NR6252--MA0482.1.Gata4	chr3	89187847	89187857	-	0.000	0.000	Merged-chr3-89188181-94
NR8659--MA0766.1.GATA5	chr7	30099623	30099630	+	0.000	0.000	Merged-chr7-30099514-26
NR1741--MA1104.1.GATA6	chr11	101627407	101627419	-	0.000	0.000	Merged-chr11-101627512-104
NR8220--MA0037.3.GATA3	chr6	100011908	100011915	+	0.000	0.000	Merged-chr6-100011850-11
NR8697--MA0035.3.Gata1	chr7	45083050	45083060	+	0.000	0.000	Merged-chr7-45083107-80
NR199--MA0035.3.Gata1	chr1	59173178	59173188	-	0.000	0.000	Merged-chr1-59173225-2
NR369--MA0036.3.GATA2	chr1	91099024	91099034	+	0.000	0.000	Merged-chr1-91099031-34
NR6326--MA0766.1.GATA5	chr3	115729287	115729294	-	0.000	0.000	Merged-chr3-115729400-55
NR6669--MA0035.3.Gata1	chr4	10770162	10770172	-	0.000	0.000	Merged-chr4-10770192-53
NR6988--MA0140.2.GATA1::TAL1	chr4	89044138	89044155	+	0.000	0.000	Merged-chr4-89044155-38
NR6255--MA0035.3.Gata1	chr3	89872406	89872416	-	0.000	0.000	Merged-chr3-89872416-43
NR2155--MA0140.2.GATA1::TAL1	chr12	86860228	86860245	+	0.000	0.000	Merged-chr12-86860262-64
NR9807--MA0035.3.Gata1	chr9	123928902	123928912	+	0.000	0.000	Merged-chr9-123928756-104
NR8543--MA0482.1.Gata4	chr6	144573068	144573078	-	0.000	0.000	Merged-chr6-144572880-43
NR1758--MA0766.1.GATA5	chr11	106430743	106430750	-	0.000	0.000	Merged-chr11-106430638-37
NR8355--MA1104.1.GATA6	chr6	129210606	129210618	+	0.000	0.000	Merged-chr6-129210550-50
NR5550--MA1104.1.GATA6	chr2	119742114	119742126	+	0.000	0.000	Merged-chr2-119742331-93
NR1063--MA0036.3.GATA2	chr10	53889744	53889754	+	0.000	0.000	Merged-chr10-53889619-14
NR9392--MA0766.1.GATA5	chr8	117548685	117548692	-	0.000	0.000	Merged-chr8-117548585-70
NR3752--MA0766.1.GATA5	chr15	97790278	97790285	+	0.000	0.000	Merged-chr15-97790248-21
NR5106--MA0037.3.GATA3	chr19	60838027	60838034	+	0.000	0.000	Merged-chr19-60837918-27
NR2696--MA0037.3.GATA3	chr13	81659056	81659063	+	0.000	0.000	Merged-chr13-81658891-4
NR442--MA0037.3.GATA3	chr1	105803095	105803102	+	0.000	0.000	Merged-chr1-105803155-19
NR5326--MA0036.3.GATA2	chr2	60418236	60418246	-	0.000	0.000	Merged-chr2-60418304-27
NR7862--MA1104.1.GATA6	chr6	12785360	12785372	-	0.000	0.000	Merged-chr6-12785179-11
NR4357--MA0036.3.GATA2	chr17	27323302	27323312	+	0.000	0.000	Merged-chr17-27323176-36
NR1772--MA0482.1.Gata4	chr11	113788693	113788703	+	0.000	0.000	Merged-chr11-113788685-32
NR9414--MA0036.3.GATA2	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR1680--MA1104.1.GATA6	chr11	75282787	75282799	-	0.000	0.000	Merged-chr11-75282753-54
NR2824--MA0037.3.GATA3	chr13	100576090	100576097	+	0.000	0.000	Merged-chr13-100576105-29
NR694--MA0037.3.GATA3	chr1	161309589	161309596	-	0.000	0.000	Merged-chr1-161309457-43
NR5741--MA0035.3.Gata1	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR1603--MA1104.1.GATA6	chr11	33932387	33932399	+	0.000	0.000	Merged-chr11-33932389-100
NR9743--MA0482.1.Gata4	chr9	94660053	94660063	-	0.000	0.000	Merged-chr9-94659852-5
NR7004--MA0037.3.GATA3	chr4	95197266	95197273	+	0.000	0.000	Merged-chr4-95197383-10
NR1491--MA0035.3.Gata1	chr10	127135639	127135649	+	0.000	0.000	Merged-chr10-127135675-65
NR2901--MA0036.3.GATA2	chr13	113023933	113023943	+	0.000	0.000	Merged-chr13-113023939-34
NR8359--MA0766.1.GATA5	chr6	129284596	129284603	-	0.000	0.000	Merged-chr6-129284661-64
NR3407--MA0036.3.GATA2	chr14	121995695	121995705	-	0.000	0.000	Merged-chr14-121995600-7
NR3992--MA1104.1.GATA6	chr16	55907184	55907196	+	0.000	0.000	Merged-chr16-55907118-61
NR3694--MA0035.3.Gata1	chr15	79927797	79927807	-	0.000	0.000	Merged-chr15-79927783-58
NR7234--MA0766.1.GATA5	chr4	156022069	156022076	-	0.000	0.000	Merged-chr4-156022073-120
NR660--MA0037.3.GATA3	chr1	151973294	151973301	+	0.000	0.000	Merged-chr1-151973357-25
NR3864--MA0036.3.GATA2	chr16	24826502	24826512	+	0.000	0.000	Merged-chr16-24826564-20
NR1313--MA0036.3.GATA2	chr10	99393612	99393622	-	0.000	0.000	Merged-chr10-99393384-65
NR7779--MA0037.3.GATA3	chr5	149255637	149255644	-	0.000	0.000	Merged-chr5-149255735-4
NR9894--MA0766.1.GATA5	chrX	109113829	109113836	-	0.000	0.000	Merged-chrX-109113990-42
NR4973--MA0140.2.GATA1::TAL1	chr18	82513708	82513725	-	0.000	0.000	Merged-chr18-82513500-48
NR8733--MA0140.2.GATA1::TAL1	chr7	58741233	58741250	-	0.000	0.000	Merged-chr7-58741027-24
NR6159--MA0036.3.GATA2	chr3	68967472	68967482	-	0.000	0.000	Merged-chr3-68967303-47
NR9480--MA0766.1.GATA5	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR8695--MA1104.1.GATA6	chr7	45083049	45083061	-	0.000	0.000	Merged-chr7-45083107-80
NR9122--MA0036.3.GATA2	chr8	25654135	25654145	+	0.000	0.000	Merged-chr8-25654088-45
NR6268--MA0036.3.GATA2	chr3	93607807	93607817	-	0.000	0.000	Merged-chr3-93607971-30
NR9916--MA0036.3.GATA2	chrX	140537798	140537808	+	0.000	0.000	Merged-chrX-140537922-35
NR970--MA0482.1.Gata4	chr10	26494573	26494583	-	0.000	0.000	Merged-chr10-26494616-56
