#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR65498--MA0599.1.KLF5	chr8	71725716	71725725	-	0.000	0.000	Merged-chr8-71725669-40
NR16834--MA0493.1.Klf1	chr13	47104312	47104322	+	0.000	0.000	Merged-chr13-47104345-7
NR13101--MA0741.1.KLF16	chr11	117963609	117963619	-	0.000	0.000	Merged-chr11-117963575-48
NR49236--MA0741.1.KLF16	chr5	4912183	4912193	-	0.000	0.000	Merged-chr5-4912133-29
NR36811--MA0740.1.KLF14	chr2	77249873	77249886	+	0.000	0.000	Merged-chr2-77250040-39
NR27976--MA1107.1.KLF9	chr17	23193709	23193721	+	0.000	0.000	Merged-chr17-23193725-11
NR52106--MA0741.1.KLF16	chr5	113994155	113994165	+	0.000	0.000	Merged-chr5-113994160-2
NR8165--MA0599.1.KLF5	chr10	111164715	111164724	-	0.000	0.000	Merged-chr10-111165027-141
NR41708--MA1107.1.KLF9	chr3	88832610	88832622	+	0.000	0.000	Merged-chr3-88832556-26
NR16331--MA0740.1.KLF14	chr13	23369282	23369295	-	0.000	0.000	Merged-chr13-23369196-56
NR23258--MA0039.3.KLF4	chr15	67145502	67145512	-	0.000	0.000	Merged-chr15-67145484-28
NR52945--MA0740.1.KLF14	chr5	129779305	129779318	+	0.000	0.000	Merged-chr5-129779227-46
NR18229--MA0657.1.KLF13	chr13	100015683	100015700	+	0.000	0.000	Merged-chr13-100015738-57
NR13904--MA0742.1.Klf12	chr12	33036351	33036365	+	0.000	0.000	Merged-chr12-33036196-25
NR40392--MA0741.1.KLF16	chr3	10439630	10439640	-	0.000	0.000	Merged-chr3-10439565-1
NR54042--MA0599.1.KLF5	chr5	144190219	144190228	-	0.000	0.000	Merged-chr5-144190229-35
NR69266--MA0493.1.Klf1	chr9	66834925	66834935	-	0.000	0.000	Merged-chr9-66834917-64
NR52367--MA0742.1.Klf12	chr5	118664218	118664232	-	0.000	0.000	Merged-chr5-118664154-13
NR63766--MA0599.1.KLF5	chr7	142372267	142372276	-	0.000	0.000	Merged-chr7-142372112-49
NR59008--MA0599.1.KLF5	chr7	15921933	15921942	+	0.000	0.000	Merged-chr7-15921897-4
NR57091--MA1107.1.KLF9	chr6	116193622	116193634	+	0.000	0.000	Merged-chr6-116193488-104
NR40339--MA0657.1.KLF13	chr3	9038552	9038569	+	0.000	0.000	Merged-chr3-9038464-31
NR34738--MA0599.1.KLF5	chr2	4917752	4917761	-	0.000	0.000	Merged-chr2-4917704-47
NR15762--MA0493.1.Klf1	chr12	111813927	111813937	+	0.000	0.000	Merged-chr12-111814044-70
NR57297--MA1107.1.KLF9	chr6	120666298	120666310	+	0.000	0.000	Merged-chr6-120666537-45
NR68856--MA1107.1.KLF9	chr9	56325861	56325873	+	0.000	0.000	Merged-chr9-56325915-29
NR55100--MA0493.1.Klf1	chr6	41553493	41553503	-	0.000	0.000	Merged-chr6-41553590-24
NR72772--MA0741.1.KLF16	chrX	157492111	157492121	-	0.000	0.000	Merged-chrX-157492192-4
NR60822--MA1107.1.KLF9	chr7	64161050	64161062	-	0.000	0.000	Merged-chr7-64160970-41
NR46431--MA0741.1.KLF16	chr4	101235211	101235221	+	0.000	0.000	Merged-chr4-101235092-24
NR44628--MA0039.3.KLF4	chr4	15929284	15929294	+	0.000	0.000	Merged-chr4-15929333-33
NR61358--MA0599.1.KLF5	chr7	84605914	84605923	+	0.000	0.000	Merged-chr7-84605972-68
NR27981--MA0493.1.Klf1	chr17	23592679	23592689	+	0.000	0.000	Merged-chr17-23592787-37
NR69853--MA0599.1.KLF5	chr9	83925120	83925129	+	0.000	0.000	Merged-chr9-83925198-57
NR6827--MA0741.1.KLF16	chr10	77522616	77522626	-	0.000	0.000	Merged-chr10-77522522-50
NR41090--MA1107.1.KLF9	chr3	54692826	54692838	-	0.000	0.000	Merged-chr3-54692822-61
NR13559--MA0039.3.KLF4	chr12	16526225	16526235	+	0.000	0.000	Merged-chr12-16526382-42
NR44480--MA0741.1.KLF16	chr4	8647598	8647608	-	0.000	0.000	Merged-chr4-8647545-77
NR23479--MA0740.1.KLF14	chr15	75929790	75929803	-	0.000	0.000	Merged-chr15-75929724-50
NR72567--MA0741.1.KLF16	chrX	136741724	136741734	+	0.000	0.000	Merged-chrX-136741651-90
NR35173--MA1107.1.KLF9	chr2	22957661	22957673	-	0.000	0.000	Merged-chr2-22957628-19
NR66109--MA0599.1.KLF5	chr8	92356252	92356261	-	0.000	0.000	Merged-chr8-92356096-76
NR43131--MA1107.1.KLF9	chr3	127763035	127763047	+	0.000	0.000	Merged-chr3-127763215-37
NR64111--MA0742.1.Klf12	chr8	11635911	11635925	-	0.000	0.000	Merged-chr8-11635696-171
NR57415--MA0741.1.KLF16	chr6	124712267	124712277	-	0.000	0.000	Merged-chr6-124712213-50
NR59832--MA0742.1.Klf12	chr7	29211574	29211588	+	0.000	0.000	Merged-chr7-29211529-84
NR55011--MA0599.1.KLF5	chr6	37564039	37564048	+	0.000	0.000	Merged-chr6-37564158-19
NR59342--MA0039.3.KLF4	chr7	19749908	19749918	+	0.000	0.000	Merged-chr7-19749873-53
NR13885--MA0742.1.Klf12	chr12	32183202	32183216	-	0.000	0.000	Merged-chr12-32183013-17
NR39352--MA0742.1.Klf12	chr2	160873051	160873065	+	0.000	0.000	Merged-chr2-160872923-80
NR16660--MA0599.1.KLF5	chr13	40722959	40722968	+	0.000	0.000	Merged-chr13-40723018-87
NR47208--MA0741.1.KLF16	chr4	123183452	123183462	-	0.000	0.000	Merged-chr4-123183397-53
NR28283--MA0493.1.Klf1	chr17	27909228	27909238	+	0.000	0.000	Merged-chr17-27909139-107
NR29518--MA0740.1.KLF14	chr17	56472956	56472969	-	0.000	0.000	Merged-chr17-56472915-47
NR45257--MA0741.1.KLF16	chr4	45408781	45408791	-	0.000	0.000	Merged-chr4-45408801-126
NR29145--MA0742.1.Klf12	chr17	46650535	46650549	+	0.000	0.000	Merged-chr17-46650576-37
NR5567--MA0599.1.KLF5	chr10	31313368	31313377	-	0.000	0.000	Merged-chr10-31313443-90
NR48111--MA0493.1.Klf1	chr4	137722913	137722923	+	0.000	0.000	Merged-chr4-137723012-20
NR12497--MA0493.1.Klf1	chr11	106487952	106487962	-	0.000	0.000	Merged-chr11-106487771-62
NR48487--MA0740.1.KLF14	chr4	145209293	145209306	+	0.000	0.000	Merged-chr4-145209474-14
NR63958--MA0493.1.Klf1	chr8	4250694	4250704	+	0.000	0.000	Merged-chr8-4250741-13
NR20674--MA0740.1.KLF14	chr14	63607761	63607774	+	0.000	0.000	Merged-chr14-63607709-4
NR68503--MA0493.1.Klf1	chr9	44980413	44980423	+	0.000	0.000	Merged-chr9-44980419-46
NR51233--MA0741.1.KLF16	chr5	91517628	91517638	-	0.000	0.000	Merged-chr5-91517668-20
NR57079--MA0599.1.KLF5	chr6	115972940	115972949	-	0.000	0.000	Merged-chr6-115972922-11
NR36357--MA1107.1.KLF9	chr2	60880801	60880813	+	0.000	0.000	Merged-chr2-60880763-2
NR55775--MA0039.3.KLF4	chr6	67129048	67129058	+	0.000	0.000	Merged-chr6-67129210-17
NR28154--MA0741.1.KLF16	chr17	26244255	26244265	+	0.000	0.000	Merged-chr17-26244082-112,Merged-chr17-26244454-1
NR6413--MA0741.1.KLF16	chr10	67891146	67891156	-	0.000	0.000	Merged-chr10-67891340-18
NR28425--MA0741.1.KLF16	chr17	29347886	29347896	-	0.000	0.000	Merged-chr17-29347843-56
NR15827--MA0741.1.KLF16	chr12	112722117	112722127	-	0.000	0.000	Merged-chr12-112722334-57
NR55570--MA0493.1.Klf1	chr6	54972572	54972582	-	0.000	0.000	Merged-chr6-54972728-67
NR20843--MA0742.1.Klf12	chr14	69707621	69707635	-	0.000	0.000	Merged-chr14-69707415-59
NR72424--MA0741.1.KLF16	chrX	103616949	103616959	-	0.000	0.000	Merged-chrX-103616839-86
NR61334--MA0039.3.KLF4	chr7	83742757	83742767	+	0.000	0.000	Merged-chr7-83742815-34
NR41763--MA0742.1.Klf12	chr3	89911329	89911343	-	0.000	0.000	Merged-chr3-89911440-10
NR70744--MA0741.1.KLF16	chr9	108560363	108560373	-	0.000	0.000	Merged-chr9-108560465-50
NR28512--MA0599.1.KLF5	chr17	31520136	31520145	-	0.000	0.000	Merged-chr17-31520192-85
NR26594--MA0657.1.KLF13	chr16	72663653	72663670	-	0.000	0.000	Merged-chr16-72663616-18
NR57531--MA0599.1.KLF5	chr6	125434031	125434040	-	0.000	0.000	Merged-chr6-125433874-28
NR29387--MA0599.1.KLF5	chr17	50570984	50570993	-	0.000	0.000	Merged-chr17-50570920-75
NR11893--MA0740.1.KLF14	chr11	97187218	97187231	+	0.000	0.000	Merged-chr11-97187177-25
NR52578--MA0740.1.KLF14	chr5	123228160	123228173	+	0.000	0.000	Merged-chr5-123228229-33
NR72271--MA1107.1.KLF9	chrX	77796162	77796174	+	0.000	0.000	Merged-chrX-77795992-119
NR9040--MA0599.1.KLF5	chr10	128669005	128669014	+	0.000	0.000	Merged-chr10-128669017-16
NR10685--MA0599.1.KLF5	chr11	68270935	68270944	-	0.000	0.000	Merged-chr11-68271044-32
NR60386--MA0657.1.KLF13	chr7	45341576	45341593	+	0.000	0.000	Merged-chr7-45341468-34
NR5141--MA0740.1.KLF14	chr10	7781030	7781043	-	0.000	0.000	Merged-chr10-7780858-76
NR40772--MA0741.1.KLF16	chr3	35754057	35754067	-	0.000	0.000	Merged-chr3-35754323-108
NR9922--MA0599.1.KLF5	chr11	44581345	44581354	-	0.000	0.000	Merged-chr11-44581458-41
NR5954--MA0741.1.KLF16	chr10	53596747	53596757	+	0.000	0.000	Merged-chr10-53596886-150
NR14826--MA0740.1.KLF14	chr12	85177427	85177440	-	0.000	0.000	Merged-chr12-85177311-38
NR63914--MA0741.1.KLF16	chr7	144914993	144915003	+	0.000	0.000	Merged-chr7-144915039-103
NR64641--MA0599.1.KLF5	chr8	36030410	36030419	+	0.000	0.000	Merged-chr8-36030382-8
NR12036--MA0741.1.KLF16	chr11	98588261	98588271	+	0.000	0.000	Merged-chr11-98588289-18
NR48073--MA0740.1.KLF14	chr4	137468580	137468593	-	0.000	0.000	Merged-chr4-137468629-23
NR20358--MA0741.1.KLF16	chr14	54714755	54714765	-	0.000	0.000	Merged-chr14-54714519-57
NR61236--MA1107.1.KLF9	chr7	80889962	80889974	-	0.000	0.000	Merged-chr7-80889840-60
NR51756--MA0741.1.KLF16	chr5	107259770	107259780	-	0.000	0.000	Merged-chr5-107259796-31
NR71075--MA0599.1.KLF5	chr9	114933886	114933895	+	0.000	0.000	Merged-chr9-114933914-87
NR28011--MA0741.1.KLF16	chr17	23924760	23924770	-	0.000	0.000	Merged-chr17-23924911-57
NR15413--MA0741.1.KLF16	chr12	105537583	105537593	+	0.000	0.000	Merged-chr12-105537597-12
NR35168--MA0742.1.Klf12	chr2	22957659	22957673	-	0.000	0.000	Merged-chr2-22957628-19
NR30843--MA1107.1.KLF9	chr18	5819883	5819895	+	0.000	0.000	Merged-chr18-5820020-28
NR65158--MA0599.1.KLF5	chr8	68062499	68062508	+	0.000	0.000	Merged-chr8-68062355-69
NR1723--MA0741.1.KLF16	chr1	92934602	92934612	+	0.000	0.000	Merged-chr1-92934490-65
NR71822--MA0493.1.Klf1	chrX	20662884	20662894	-	0.000	0.000	Merged-chrX-20662999-43
NR60398--MA0599.1.KLF5	chr7	45367153	45367162	-	0.000	0.000	Merged-chr7-45367328-75
NR44860--MA0741.1.KLF16	chr4	33310296	33310306	-	0.000	0.000	Merged-chr4-33310385-59
NR13733--MA0741.1.KLF16	chr12	25155529	25155539	-	0.000	0.000	Merged-chr12-25155613-40
NR23071--MA0493.1.Klf1	chr15	58823642	58823652	-	0.000	0.000	Merged-chr15-58823489-98
NR10119--MA0740.1.KLF14	chr11	52248931	52248944	-	0.000	0.000	Merged-chr11-52248814-1
NR31244--MA0740.1.KLF14	chr18	35498902	35498915	-	0.000	0.000	Merged-chr18-35498844-56
NR37330--MA0039.3.KLF4	chr2	102186177	102186187	+	0.000	0.000	Merged-chr2-102186171-70
NR49868--MA0741.1.KLF16	chr5	31154328	31154338	-	0.000	0.000	Merged-chr5-31154214-47
NR56316--MA0599.1.KLF5	chr6	90604674	90604683	+	0.000	0.000	Merged-chr6-90604806-66
NR59026--MA0599.1.KLF5	chr7	16129681	16129690	+	0.000	0.000	Merged-chr7-16129723-14
NR68171--MA0741.1.KLF16	chr9	32672294	32672304	-	0.000	0.000	Merged-chr9-32672440-49
NR62214--MA1107.1.KLF9	chr7	114284566	114284578	-	0.000	0.000	Merged-chr7-114284648-5
NR47885--MA0740.1.KLF14	chr4	134714103	134714116	+	0.000	0.000	Merged-chr4-134714108-20
NR45366--MA0741.1.KLF16	chr4	47011204	47011214	-	0.000	0.000	Merged-chr4-47011023-46
NR14239--MA0741.1.KLF16	chr12	55388660	55388670	+	0.000	0.000	Merged-chr12-55388568-28
NR53893--MA0741.1.KLF16	chr5	142401470	142401480	+	0.000	0.000	Merged-chr5-142401567-72
NR68410--MA0740.1.KLF14	chr9	44135051	44135064	-	0.000	0.000	Merged-chr9-44135009-18
NR3046--MA1107.1.KLF9	chr1	152817509	152817521	-	0.000	0.000	Merged-chr1-152817500-27
NR28624--MA0599.1.KLF5	chr17	33810947	33810956	+	0.000	0.000	Merged-chr17-33811056-2
NR35332--MA0740.1.KLF14	chr2	25428661	25428674	+	0.000	0.000	Merged-chr2-25428761-52
NR71946--MA0740.1.KLF14	chrX	48208740	48208753	+	0.000	0.000	Merged-chrX-48208632-70
NR8202--MA0741.1.KLF16	chr10	111619925	111619935	-	0.000	0.000	Merged-chr10-111620030-35
NR33969--MA0039.3.KLF4	chr19	42089417	42089427	-	0.000	0.000	Merged-chr19-42089340-18
NR15394--MA0741.1.KLF16	chr12	105025528	105025538	+	0.000	0.000	Merged-chr12-105025485-8
NR31812--MA1107.1.KLF9	chr18	62548356	62548368	-	0.000	0.000	Merged-chr18-62548270-3
NR66127--MA0599.1.KLF5	chr8	93810345	93810354	-	0.000	0.000	Merged-chr8-93810346-59
NR22632--MA0742.1.Klf12	chr15	36609147	36609161	-	0.000	0.000	Merged-chr15-36609064-106
NR30029--MA0493.1.Klf1	chr17	73875788	73875798	+	0.000	0.000	Merged-chr17-73875557-33
NR38265--MA0741.1.KLF16	chr2	130642931	130642941	-	0.000	0.000	Merged-chr2-130642738-65
NR35734--MA0599.1.KLF5	chr2	32535187	32535196	+	0.000	0.000	Merged-chr2-32535268-83
NR20335--MA0657.1.KLF13	chr14	54517531	54517548	-	0.000	0.000	Merged-chr14-54517551-43
NR58916--MA0493.1.Klf1	chr7	7130764	7130774	+	0.000	0.000	Merged-chr7-7130705-50
NR49183--MA0741.1.KLF16	chr4	156203249	156203259	+	0.000	0.000	Merged-chr4-156203414-81
NR20697--MA0493.1.Klf1	chr14	63943534	63943544	+	0.000	0.000	Merged-chr14-63943640-23
NR23987--MA0741.1.KLF16	chr15	83205236	83205246	-	0.000	0.000	Merged-chr15-83205313-23
NR67983--MA0741.1.KLF16	chr9	21962361	21962371	-	0.000	0.000	Merged-chr9-21962533-26
NR69719--MA0599.1.KLF5	chr9	78845410	78845419	-	0.000	0.000	Merged-chr9-78845462-22
NR10439--MA0599.1.KLF5	chr11	60222933	60222942	-	0.000	0.000	Merged-chr11-60222972-52
NR57981--MA0741.1.KLF16	chr6	134981447	134981457	-	0.000	0.000	Merged-chr6-134981456-22
NR56580--MA0599.1.KLF5	chr6	97354192	97354201	-	0.000	0.000	Merged-chr6-97354122-37
NR70853--MA0741.1.KLF16	chr9	110732746	110732756	-	0.000	0.000	Merged-chr9-110732795-38
NR67236--MA0740.1.KLF14	chr8	122576959	122576972	-	0.000	0.000	Merged-chr8-122576792-51
NR27767--MA0599.1.KLF5	chr17	13668635	13668644	+	0.000	0.000	Merged-chr17-13668793-34
NR10224--MA0599.1.KLF5	chr11	54438067	54438076	+	0.000	0.000	Merged-chr11-54438316-92
NR15802--MA0742.1.Klf12	chr12	112629097	112629111	-	0.000	0.000	Merged-chr12-112629266-49
NR60375--MA0741.1.KLF16	chr7	45239137	45239147	+	0.000	0.000	Merged-chr7-45239039-65
NR7420--MA0599.1.KLF5	chr10	84488325	84488334	+	0.000	0.000	Merged-chr10-84488528-31
NR34034--MA0741.1.KLF16	chr19	44314793	44314803	+	0.000	0.000	Merged-chr19-44314757-47
NR24698--MA0741.1.KLF16	chr15	99223646	99223656	-	0.000	0.000	Merged-chr15-99223705-10
NR34305--MA0741.1.KLF16	chr19	53310772	53310782	+	0.000	0.000	Merged-chr19-53310769-25
NR24303--MA0741.1.KLF16	chr15	90224260	90224270	+	0.000	0.000	Merged-chr15-90224402-90
NR67105--MA0599.1.KLF5	chr8	120668220	120668229	-	0.000	0.000	Merged-chr8-120668120-83
NR31070--MA0599.1.KLF5	chr18	25487057	25487066	+	0.000	0.000	Merged-chr18-25487147-80
NR68694--MA0741.1.KLF16	chr9	50699059	50699069	+	0.000	0.000	Merged-chr9-50698950-38
NR51462--MA0599.1.KLF5	chr5	99339971	99339980	-	0.000	0.000	Merged-chr5-99339913-40
NR14811--MA0741.1.KLF16	chr12	84851601	84851611	+	0.000	0.000	Merged-chr12-84851532-12
NR14935--MA0740.1.KLF14	chr12	88472042	88472055	+	0.000	0.000	Merged-chr12-88472096-45
NR39085--MA1107.1.KLF9	chr2	154713416	154713428	+	0.000	0.000	Merged-chr2-154713279-3
NR66471--MA0493.1.Klf1	chr8	105685992	105686002	+	0.000	0.000	Merged-chr8-105686142-54
NR65249--MA0742.1.Klf12	chr8	70152707	70152721	-	0.000	0.000	Merged-chr8-70152708-31
NR53545--MA0741.1.KLF16	chr5	137746491	137746501	-	0.000	0.000	Merged-chr5-137746695-8
NR2641--MA1107.1.KLF9	chr1	135829021	135829033	-	0.000	0.000	Merged-chr1-135829093-15
NR16308--MA0742.1.Klf12	chr13	21974557	21974571	-	0.000	0.000	Merged-chr13-21974714-122
NR14476--MA0599.1.KLF5	chr12	70947039	70947048	-	0.000	0.000	Merged-chr12-70946929-18
NR5351--MA1107.1.KLF9	chr10	19009539	19009551	-	0.000	0.000	Merged-chr10-19009477-32
NR29--MA1107.1.KLF9	chr1	6519520	6519532	+	0.000	0.000	Merged-chr1-6519375-11
NR65036--MA1107.1.KLF9	chr8	61283212	61283224	+	0.000	0.000	Merged-chr8-61283229-50
NR66209--MA0741.1.KLF16	chr8	95349082	95349092	-	0.000	0.000	Merged-chr8-95348986-27
NR31257--MA1107.1.KLF9	chr18	35726965	35726977	-	0.000	0.000	Merged-chr18-35726871-27
NR28530--MA0599.1.KLF5	chr17	31821654	31821663	+	0.000	0.000	Merged-chr17-31821541-43
NR2194--MA0493.1.Klf1	chr1	125435618	125435628	+	0.000	0.000	Merged-chr1-125435397-141
NR23844--MA0741.1.KLF16	chr15	80930415	80930425	-	0.000	0.000	Merged-chr15-80930587-88
NR44768--MA0493.1.Klf1	chr4	32062736	32062746	-	0.000	0.000	Merged-chr4-32062856-11
NR52440--MA0599.1.KLF5	chr5	120831204	120831213	+	0.000	0.000	Merged-chr5-120831228-43
NR59313--MA0741.1.KLF16	chr7	19665038	19665048	+	0.000	0.000	Merged-chr7-19665223-91
NR56197--MA0742.1.Klf12	chr6	87722834	87722848	-	0.000	0.000	Merged-chr6-87722866-19
NR72038--MA0740.1.KLF14	chrX	56598210	56598223	-	0.000	0.000	Merged-chrX-56598063-61
NR43476--MA1107.1.KLF9	chr3	135579481	135579493	-	0.000	0.000	Merged-chr3-135579457-44
NR34849--MA1107.1.KLF9	chr2	11173725	11173737	+	0.000	0.000	Merged-chr2-11173621-55
NR67488--MA0740.1.KLF14	chr8	126699187	126699200	-	0.000	0.000	Merged-chr8-126699390-72
NR50390--MA0599.1.KLF5	chr5	52833919	52833928	+	0.000	0.000	Merged-chr5-52834011-78
NR9940--MA0599.1.KLF5	chr11	46275404	46275413	-	0.000	0.000	Merged-chr11-46275497-31
NR13908--MA0741.1.KLF16	chr12	33036352	33036362	+	0.000	0.000	Merged-chr12-33036196-25
NR4155--MA0599.1.KLF5	chr1	178530678	178530687	+	0.000	0.000	Merged-chr1-178530666-29
NR24284--MA0741.1.KLF16	chr15	89498886	89498896	+	0.000	0.000	Merged-chr15-89498857-24
NR57530--MA1107.1.KLF9	chr6	125433842	125433854	+	0.000	0.000	Merged-chr6-125433874-28
NR8496--MA0493.1.Klf1	chr10	119218837	119218847	-	0.000	0.000	Merged-chr10-119218704-23
NR59697--MA0493.1.Klf1	chr7	27542714	27542724	+	0.000	0.000	Merged-chr7-27542736-25
NR60027--MA0741.1.KLF16	chr7	34630506	34630516	-	0.000	0.000	Merged-chr7-34630517-24
NR66700--MA0599.1.KLF5	chr8	111720414	111720423	+	0.000	0.000	Merged-chr8-111720342-23
NR24079--MA0741.1.KLF16	chr15	84988063	84988073	+	0.000	0.000	Merged-chr15-84988046-80
NR39094--MA0742.1.Klf12	chr2	155079705	155079719	-	0.000	0.000	Merged-chr2-155079749-45
NR50740--MA0741.1.KLF16	chr5	65889195	65889205	+	0.000	0.000	Merged-chr5-65889163-36
NR50388--MA0740.1.KLF14	chr5	52833918	52833931	+	0.000	0.000	Merged-chr5-52834011-78
NR45172--MA0740.1.KLF14	chr4	43875776	43875789	-	0.000	0.000	Merged-chr4-43875709-66
NR60764--MA0742.1.Klf12	chr7	63755272	63755286	+	0.000	0.000	Merged-chr7-63755494-56
NR5203--MA0039.3.KLF4	chr10	12805997	12806007	+	0.000	0.000	Merged-chr10-12806040-40
NR16512--MA0493.1.Klf1	chr13	34002811	34002821	-	0.000	0.000	Merged-chr13-34002683-127,Merged-chr13-34003004-3
NR8977--MA0741.1.KLF16	chr10	128083259	128083269	+	0.000	0.000	Merged-chr10-128083201-53
NR32902--MA1107.1.KLF9	chr19	4155032	4155044	+	0.000	0.000	Merged-chr19-4154888-60
NR45451--MA0599.1.KLF5	chr4	49626503	49626512	-	0.000	0.000	Merged-chr4-49626526-1
NR72371--MA0741.1.KLF16	chrX	100774422	100774432	-	0.000	0.000	Merged-chrX-100774527-35
NR42947--MA0599.1.KLF5	chr3	122619788	122619797	-	0.000	0.000	Merged-chr3-122619797-100
NR14382--MA0599.1.KLF5	chr12	69371999	69372008	+	0.000	0.000	Merged-chr12-69372151-137
NR51517--MA0741.1.KLF16	chr5	100039958	100039968	+	0.000	0.000	Merged-chr5-100039874-12
NR48398--MA0742.1.Klf12	chr4	141663217	141663231	+	0.000	0.000	Merged-chr4-141663261-9
NR10317--MA1107.1.KLF9	chr11	57791228	57791240	+	0.000	0.000	Merged-chr11-57791276-17
NR50219--MA1107.1.KLF9	chr5	43771779	43771791	+	0.000	0.000	Merged-chr5-43771739-34
NR49292--MA0741.1.KLF16	chr5	8456773	8456783	-	0.000	0.000	Merged-chr5-8456696-26
NR28611--MA0740.1.KLF14	chr17	33629371	33629384	+	0.000	0.000	Merged-chr17-33629191-60
NR68892--MA1107.1.KLF9	chr9	57407349	57407361	+	0.000	0.000	Merged-chr9-57407322-7
NR59836--MA0741.1.KLF16	chr7	29211575	29211585	+	0.000	0.000	Merged-chr7-29211529-84
NR56325--MA0742.1.Klf12	chr6	90629685	90629699	+	0.000	0.000	Merged-chr6-90629668-42
NR9465--MA0493.1.Klf1	chr11	20477673	20477683	+	0.000	0.000	Merged-chr11-20477652-51
NR71065--MA1107.1.KLF9	chr9	114758511	114758523	-	0.000	0.000	Merged-chr9-114758587-29
NR62132--MA0740.1.KLF14	chr7	112225828	112225841	-	0.000	0.000	Merged-chr7-112225883-54
NR26758--MA0741.1.KLF16	chr16	78375877	78375887	-	0.000	0.000	Merged-chr16-78375798-8
NR72142--MA0493.1.Klf1	chrX	73459087	73459097	+	0.000	0.000	Merged-chrX-73459133-49
NR26931--MA0740.1.KLF14	chr16	90197543	90197556	-	0.000	0.000	Merged-chr16-90197695-59
NR57876--MA0599.1.KLF5	chr6	131388486	131388495	-	0.000	0.000	Merged-chr6-131388404-16
NR13909--MA1107.1.KLF9	chr12	33036351	33036363	+	0.000	0.000	Merged-chr12-33036196-25
NR49629--MA0741.1.KLF16	chr5	24445274	24445284	+	0.000	0.000	Merged-chr5-24445119-58
NR4070--MA0742.1.Klf12	chr1	175692816	175692830	+	0.000	0.000	Merged-chr1-175692845-123
NR63435--MA0599.1.KLF5	chr7	137407649	137407658	-	0.000	0.000	Merged-chr7-137407650-3
NR61116--MA0493.1.Klf1	chr7	79592225	79592235	+	0.000	0.000	Merged-chr7-79592418-20
NR47949--MA0741.1.KLF16	chr4	135272852	135272862	-	0.000	0.000	Merged-chr4-135272795-85
NR14569--MA1107.1.KLF9	chr12	74009609	74009621	+	0.000	0.000	Merged-chr12-74009516-16
NR1351--MA0599.1.KLF5	chr1	80340845	80340854	-	0.000	0.000	Merged-chr1-80340559-151
NR11609--MA0741.1.KLF16	chr11	88576465	88576475	+	0.000	0.000	Merged-chr11-88576499-74
NR57518--MA0599.1.KLF5	chr6	125422584	125422593	-	0.000	0.000	Merged-chr6-125422633-47
NR70625--MA0493.1.Klf1	chr9	106469557	106469567	-	0.000	0.000	Merged-chr9-106469581-33
NR7723--MA0039.3.KLF4	chr10	92791372	92791382	+	0.000	0.000	Merged-chr10-92791286-37
NR46974--MA1107.1.KLF9	chr4	117289511	117289523	-	0.000	0.000	Merged-chr4-117289417-85
NR42256--MA0039.3.KLF4	chr3	101066404	101066414	+	0.000	0.000	Merged-chr3-101066330-34
NR12049--MA0741.1.KLF16	chr11	98783532	98783542	-	0.000	0.000	Merged-chr11-98783373-52
NR67481--MA0599.1.KLF5	chr8	126539626	126539635	-	0.000	0.000	Merged-chr8-126539798-23
NR15360--MA0741.1.KLF16	chr12	104263601	104263611	+	0.000	0.000	Merged-chr12-104263435-1
NR58359--MA0740.1.KLF14	chr6	142345907	142345920	+	0.000	0.000	Merged-chr6-142345915-71
NR24389--MA1107.1.KLF9	chr15	93443907	93443919	+	0.000	0.000	Merged-chr15-93443797-12
NR62658--MA0493.1.Klf1	chr7	123369921	123369931	+	0.000	0.000	Merged-chr7-123369750-97
NR38668--MA0599.1.KLF5	chr2	144011511	144011520	+	0.000	0.000	Merged-chr2-144011305-12
NR47971--MA0599.1.KLF5	chr4	135856046	135856055	-	0.000	0.000	Merged-chr4-135856056-91
NR65358--MA0039.3.KLF4	chr8	70766196	70766206	+	0.000	0.000	Merged-chr8-70766222-53
NR25904--MA0741.1.KLF16	chr16	35770286	35770296	+	0.000	0.000	Merged-chr16-35770327-38
NR23682--MA0741.1.KLF16	chr15	78713013	78713023	-	0.000	0.000	Merged-chr15-78712965-35
NR14583--MA0493.1.Klf1	chr12	76196161	76196171	+	0.000	0.000	Merged-chr12-76196138-3
NR58257--MA0742.1.Klf12	chr6	140767854	140767868	+	0.000	0.000	Merged-chr6-140767932-1
NR41767--MA0741.1.KLF16	chr3	89911332	89911342	-	0.000	0.000	Merged-chr3-89911440-10
NR70536--MA0599.1.KLF5	chr9	104373476	104373485	-	0.000	0.000	Merged-chr9-104373447-21
NR42923--MA0039.3.KLF4	chr3	121689304	121689314	+	0.000	0.000	Merged-chr3-121689232-23
NR61909--MA0599.1.KLF5	chr7	105633616	105633625	-	0.000	0.000	Merged-chr7-105633562-65
NR6798--MA0657.1.KLF13	chr10	77033197	77033214	+	0.000	0.000	Merged-chr10-77033384-72
