#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR13690--MA0740.1.KLF14	chr12	25247229	25247242	-	0.000	0.000	Merged-chr12-25247115-16
NR58916--MA0599.1.KLF5	chr7	45017722	45017731	+	0.000	0.000	Merged-chr7-45017720-50
NR9284--MA0740.1.KLF14	chr11	20561487	20561500	-	0.000	0.000	Merged-chr11-20561447-13
NR50206--MA0599.1.KLF5	chr5	92001026	92001035	+	0.000	0.000	Merged-chr5-92000971-27
NR39255--MA0741.1.KLF16	chr2	166713921	166713931	-	0.000	0.000	Merged-chr2-166713802-88
NR16964--MA0599.1.KLF5	chr13	51726393	51726402	-	0.000	0.000	Merged-chr13-51726299-41
NR5665--MA0599.1.KLF5	chr10	43339997	43340006	-	0.000	0.000	Merged-chr10-43339927-12
NR11710--MA0039.3.KLF4	chr11	97104263	97104273	+	0.000	0.000	Merged-chr11-97104187-33
NR52452--MA0657.1.KLF13	chr5	139372346	139372363	-	0.000	0.000	Merged-chr5-139372178-54
NR13353--MA1107.1.KLF9	chr12	4065643	4065655	+	0.000	0.000	Merged-chr12-4065716-30
NR32091--MA0741.1.KLF16	chr18	82475170	82475180	-	0.000	0.000	Merged-chr18-82475185-33
NR7004--MA0740.1.KLF14	chr10	81659617	81659630	-	0.000	0.000	Merged-chr10-81659727-10
NR51542--MA0599.1.KLF5	chr5	123973583	123973592	-	0.000	0.000	Merged-chr5-123973673-46
NR57177--MA0599.1.KLF5	chr6	145135523	145135532	+	0.000	0.000	Merged-chr6-145135361-11
NR65811--MA0599.1.KLF5	chr9	22468431	22468440	+	0.000	0.000	Merged-chr9-22468507-1
NR8191--MA0741.1.KLF16	chr10	117629432	117629442	-	0.000	0.000	Merged-chr10-117629481-71
NR42014--MA1107.1.KLF9	chr3	105825730	105825742	+	0.000	0.000	Merged-chr3-105825792-34
NR69261--MA0493.1.Klf1	chr9	121374787	121374797	+	0.000	0.000	Merged-chr9-121374678-22
NR14738--MA0740.1.KLF14	chr12	85704747	85704760	-	0.000	0.000	Merged-chr12-85704920-2
NR53824--MA0741.1.KLF16	chr6	38360277	38360287	-	0.000	0.000	Merged-chr6-38360325-47
NR58789--MA0039.3.KLF4	chr7	38094555	38094565	+	0.000	0.000	Merged-chr7-38094543-44
NR30650--MA0740.1.KLF14	chr18	34954735	34954748	-	0.000	0.000	Merged-chr18-34954596-79
NR3933--MA0599.1.KLF5	chr1	181256925	181256934	-	0.000	0.000	Merged-chr1-181256937-103
NR17266--MA0599.1.KLF5	chr13	58359234	58359243	+	0.000	0.000	Merged-chr13-58359164-70
NR66217--MA0741.1.KLF16	chr9	44343880	44343890	-	0.000	0.000	Merged-chr9-44344017-55
NR20443--MA0740.1.KLF14	chr14	60251564	60251577	+	0.000	0.000	Merged-chr14-60251402-83
NR15819--MA0039.3.KLF4	chr12	112724356	112724366	-	0.000	0.000	Merged-chr12-112724264-39
NR30293--MA0599.1.KLF5	chr18	7869137	7869146	-	0.000	0.000	Merged-chr18-7869140-116
NR27166--MA0493.1.Klf1	chr17	12715315	12715325	+	0.000	0.000	Merged-chr17-12715294-20
NR35259--MA0599.1.KLF5	chr2	32288336	32288345	+	0.000	0.000	Merged-chr2-32288192-62
NR62586--MA0741.1.KLF16	chr8	25059797	25059807	+	0.000	0.000	Merged-chr8-25059963-13
NR13645--MA0741.1.KLF16	chr12	24498774	24498784	-	0.000	0.000	Merged-chr12-24498714-62
NR30960--MA0599.1.KLF5	chr18	52465809	52465818	-	0.000	0.000	Merged-chr18-52465816-63
NR46809--MA0599.1.KLF5	chr4	130921256	130921265	-	0.000	0.000	Merged-chr4-130921297-32
NR52347--MA0740.1.KLF14	chr5	137741614	137741627	-	0.000	0.000	Merged-chr5-137741418-73
NR11933--MA0740.1.KLF14	chr11	99238637	99238650	+	0.000	0.000	Merged-chr11-99238634-46
NR24629--MA0741.1.KLF16	chr15	103169271	103169281	+	0.000	0.000	Merged-chr15-103169108-57
NR63286--MA0493.1.Klf1	chr8	69974414	69974424	-	0.000	0.000	Merged-chr8-69974320-59
NR60496--MA0599.1.KLF5	chr7	108966085	108966094	+	0.000	0.000	Merged-chr7-108966183-9
NR48860--MA0741.1.KLF16	chr5	24908628	24908638	-	0.000	0.000	Merged-chr5-24908670-93
NR30334--MA0741.1.KLF16	chr18	12168670	12168680	+	0.000	0.000	Merged-chr18-12168747-122
NR42145--MA0599.1.KLF5	chr3	108562532	108562541	-	0.000	0.000	Merged-chr3-108562830-113
NR22132--MA0657.1.KLF13	chr15	25900758	25900775	-	0.000	0.000	Merged-chr15-25900715-20
NR25037--MA0740.1.KLF14	chr16	18066371	18066384	-	0.000	0.000	Merged-chr16-18066490-64
NR31119--MA0599.1.KLF5	chr18	56756153	56756162	-	0.000	0.000	Merged-chr18-56756347-65
NR64962--MA0740.1.KLF14	chr8	120532650	120532663	-	0.000	0.000	Merged-chr8-120532679-9
NR45737--MA0599.1.KLF5	chr4	101062311	101062320	-	0.000	0.000	Merged-chr4-101062472-1
NR41162--MA0493.1.Klf1	chr3	84772125	84772135	-	0.000	0.000	Merged-chr3-84772067-31
NR25130--MA0599.1.KLF5	chr16	20672913	20672922	+	0.000	0.000	Merged-chr16-20672939-74
NR62172--MA0741.1.KLF16	chr7	144581762	144581772	+	0.000	0.000	Merged-chr7-144581577-1
NR16842--MA1107.1.KLF9	chr13	45857308	45857320	+	0.000	0.000	Merged-chr13-45857429-12
NR9811--MA0741.1.KLF16	chr11	52318595	52318605	+	0.000	0.000	Merged-chr11-52318681-44
NR55637--MA0493.1.Klf1	chr6	115734956	115734966	-	0.000	0.000	Merged-chr6-115735083-5
NR14104--MA0599.1.KLF5	chr12	54795748	54795757	+	0.000	0.000	Merged-chr12-54795670-58
NR50591--MA0599.1.KLF5	chr5	105599107	105599116	-	0.000	0.000	Merged-chr5-105598952-15
NR47957--MA0741.1.KLF16	chr4	149664344	149664354	+	0.000	0.000	Merged-chr4-149664202-47
NR5096--MA0493.1.Klf1	chr10	13869923	13869933	-	0.000	0.000	Merged-chr10-13869879-21
NR50797--MA0599.1.KLF5	chr5	110176867	110176876	+	0.000	0.000	Merged-chr5-110176742-78
NR38612--MA0039.3.KLF4	chr2	153995799	153995809	-	0.000	0.000	Merged-chr2-153995887-24
NR4141--MA0599.1.KLF5	chr1	184732726	184732735	-	0.000	0.000	Merged-chr1-184732542-127
NR55342--MA0599.1.KLF5	chr6	108512319	108512328	-	0.000	0.000	Merged-chr6-108512233-21
NR68877--MA0741.1.KLF16	chr9	116241446	116241456	+	0.000	0.000	Merged-chr9-116241562-13
NR30791--MA0741.1.KLF16	chr18	39141855	39141865	-	0.000	0.000	Merged-chr18-39141814-16
NR16154--MA0742.1.Klf12	chr13	4191110	4191124	-	0.000	0.000	Merged-chr13-4191269-39
NR58052--MA0599.1.KLF5	chr7	19665038	19665047	+	0.000	0.000	Merged-chr7-19665223-91
NR10537--MA0599.1.KLF5	chr11	70622648	70622657	+	0.000	0.000	Merged-chr11-70622499-26
NR50439--MA0599.1.KLF5	chr5	100039984	100039993	+	0.000	0.000	Merged-chr5-100039874-12
NR33782--MA0599.1.KLF5	chr19	46003463	46003472	-	0.000	0.000	Merged-chr19-46003515-58
NR38748--MA0599.1.KLF5	chr2	156730764	156730773	+	0.000	0.000	Merged-chr2-156730705-70
NR12025--MA0740.1.KLF14	chr11	101119879	101119892	-	0.000	0.000	Merged-chr11-101119908-69
NR38510--MA0741.1.KLF16	chr2	152293828	152293838	-	0.000	0.000	Merged-chr2-152293907-74
NR15163--MA0741.1.KLF16	chr12	100986998	100987008	-	0.000	0.000	Merged-chr12-100986861-13
NR50563--MA1107.1.KLF9	chr5	105145669	105145681	+	0.000	0.000	Merged-chr5-105145750-96
NR19692--MA0599.1.KLF5	chr14	27429467	27429476	+	0.000	0.000	Merged-chr14-27429180-117
NR28871--MA0740.1.KLF14	chr17	52569689	52569702	-	0.000	0.000	Merged-chr17-52569832-16
NR28303--MA0741.1.KLF16	chr17	35870474	35870484	-	0.000	0.000	Merged-chr17-35870412-57
NR20721--MA0742.1.Klf12	chr14	70100079	70100093	-	0.000	0.000	Merged-chr14-70100170-54
NR28000--MA0740.1.KLF14	chr17	31520049	31520062	-	0.000	0.000	Merged-chr17-31520192-85
NR67409--MA0599.1.KLF5	chr9	80066898	80066907	-	0.000	0.000	Merged-chr9-80066862-3
NR28293--MA0742.1.Klf12	chr17	35865748	35865762	-	0.000	0.000	Merged-chr17-35865814-5
NR2400--MA0599.1.KLF5	chr1	137900712	137900721	-	0.000	0.000	Merged-chr1-137900756-69
NR34945--MA0741.1.KLF16	chr2	26483649	26483659	+	0.000	0.000	Merged-chr2-26483579-52
NR31705--MA0742.1.Klf12	chr18	75000614	75000628	-	0.000	0.000	Merged-chr18-75000558-76
NR70293--MA0493.1.Klf1	chrX	142390614	142390624	+	0.000	0.000	Merged-chrX-142390469-92
NR12040--MA0493.1.Klf1	chr11	101226445	101226455	+	0.000	0.000	Merged-chr11-101226407-43
NR61656--MA0039.3.KLF4	chr7	135669502	135669512	+	0.000	0.000	Merged-chr7-135669447-32
NR31355--MA1107.1.KLF9	chr18	65272366	65272378	-	0.000	0.000	Merged-chr18-65272227-29
NR54118--MA0599.1.KLF5	chr6	50560915	50560924	+	0.000	0.000	Merged-chr6-50560959-32
NR35277--MA0599.1.KLF5	chr2	32535187	32535196	+	0.000	0.000	Merged-chr2-32535268-83
NR30443--MA0741.1.KLF16	chr18	23828650	23828660	-	0.000	0.000	Merged-chr18-23828715-22
NR45929--MA0741.1.KLF16	chr4	106678991	106679001	-	0.000	0.000	Merged-chr4-106678973-52
NR49411--MA0493.1.Klf1	chr5	52786631	52786641	-	0.000	0.000	Merged-chr5-52786683-41
NR43574--MA1107.1.KLF9	chr3	148219586	148219598	-	0.000	0.000	Merged-chr3-148219682-1
NR867--MA0741.1.KLF16	chr1	59763503	59763513	-	0.000	0.000	Merged-chr1-59763258-134
NR61841--MA0741.1.KLF16	chr7	139973296	139973306	-	0.000	0.000	Merged-chr7-139973198-14
NR32691--MA1107.1.KLF9	chr19	5815876	5815888	+	0.000	0.000	Merged-chr19-5816092-50
NR12900--MA0741.1.KLF16	chr11	116643517	116643527	+	0.000	0.000	Merged-chr11-116643471-18
NR6509--MA0599.1.KLF5	chr10	78160832	78160841	-	0.000	0.000	Merged-chr10-78160963-33
NR18262--MA0599.1.KLF5	chr13	99433459	99433468	+	0.000	0.000	Merged-chr13-99433551-16
NR64963--MA0599.1.KLF5	chr8	120532653	120532662	-	0.000	0.000	Merged-chr8-120532679-9
NR38654--MA0599.1.KLF5	chr2	154791282	154791291	+	0.000	0.000	Merged-chr2-154791306-111
NR51751--MA0039.3.KLF4	chr5	129846873	129846883	-	0.000	0.000	Merged-chr5-129846972-49
NR13611--MA0741.1.KLF16	chr12	21286240	21286250	+	0.000	0.000	Merged-chr12-21286473-123
NR18348--MA0741.1.KLF16	chr13	100730976	100730986	-	0.000	0.000	Merged-chr13-100730869-60
NR33410--MA0493.1.Klf1	chr19	36242618	36242628	-	0.000	0.000	Merged-chr19-36242711-48
NR41166--MA1107.1.KLF9	chr3	84772128	84772140	-	0.000	0.000	Merged-chr3-84772067-31
NR25648--MA0039.3.KLF4	chr16	45998443	45998453	+	0.000	0.000	Merged-chr16-45998415-40
NR10434--MA0599.1.KLF5	chr11	69580361	69580370	+	0.000	0.000	Merged-chr11-69580339-58
NR7630--MA0599.1.KLF5	chr10	98776413	98776422	-	0.000	0.000	Merged-chr10-98776574-38
NR26470--MA0742.1.Klf12	chr16	91688765	91688779	+	0.000	0.000	Merged-chr16-91688812-60
NR13872--MA0742.1.Klf12	chr12	33036351	33036365	+	0.000	0.000	Merged-chr12-33036196-25
NR37662--MA0493.1.Klf1	chr2	128502844	128502854	-	0.000	0.000	Merged-chr2-128502877-18
NR22168--MA0741.1.KLF16	chr15	28159096	28159106	+	0.000	0.000	Merged-chr15-28159214-52
NR12166--MA0741.1.KLF16	chr11	102556185	102556195	+	0.000	0.000	Merged-chr11-102556174-73
NR51529--MA0599.1.KLF5	chr5	123749566	123749575	-	0.000	0.000	Merged-chr5-123749470-86
NR12367--MA0493.1.Klf1	chr11	106487952	106487962	-	0.000	0.000	Merged-chr11-106487771-62
NR16860--MA1107.1.KLF9	chr13	46030987	46030999	+	0.000	0.000	Merged-chr13-46030994-10
NR25398--MA0740.1.KLF14	chr16	32868336	32868349	+	0.000	0.000	Merged-chr16-32868243-54
NR15543--MA0741.1.KLF16	chr12	108657563	108657573	+	0.000	0.000	Merged-chr12-108657540-23
NR11618--MA0599.1.KLF5	chr11	95258622	95258631	-	0.000	0.000	Merged-chr11-95258716-2
NR20879--MA0657.1.KLF13	chr14	75064697	75064714	+	0.000	0.000	Merged-chr14-75064758-13
NR46190--MA1107.1.KLF9	chr4	115785320	115785332	-	0.000	0.000	Merged-chr4-115785171-66
NR735--MA1107.1.KLF9	chr1	54913542	54913554	+	0.000	0.000	Merged-chr1-54913673-53
NR5203--MA1107.1.KLF9	chr10	20123380	20123392	+	0.000	0.000	Merged-chr10-20123582-7
NR37563--MA1107.1.KLF9	chr2	126499834	126499846	+	0.000	0.000	Merged-chr2-126499929-54
NR9154--MA0740.1.KLF14	chr11	6546830	6546843	-	0.000	0.000	Merged-chr11-6546769-84
NR28803--MA0657.1.KLF13	chr17	50025440	50025457	-	0.000	0.000	Merged-chr17-50025514-42
NR58070--MA0599.1.KLF5	chr7	19749696	19749705	+	0.000	0.000	Merged-chr7-19749873-53
NR54516--MA0740.1.KLF14	chr6	72512657	72512670	+	0.000	0.000	Merged-chr6-72512694-63
NR49719--MA0039.3.KLF4	chr5	72891764	72891774	-	0.000	0.000	Merged-chr5-72891744-22
NR49127--MA0741.1.KLF16	chr5	35105779	35105789	+	0.000	0.000	Merged-chr5-35105769-58
NR52565--MA0740.1.KLF14	chr5	140505584	140505597	-	0.000	0.000	Merged-chr5-140505683-58
NR49723--MA0657.1.KLF13	chr5	72914215	72914232	+	0.000	0.000	Merged-chr5-72914376-67
NR39591--MA0742.1.Klf12	chr2	173204907	173204921	-	0.000	0.000	Merged-chr2-173204995-14
NR62465--MA0742.1.Klf12	chr8	14996104	14996118	-	0.000	0.000	Merged-chr8-14996187-57
NR24273--MA0740.1.KLF14	chr15	98831485	98831498	+	0.000	0.000	Merged-chr15-98831395-87
NR53167--MA0599.1.KLF5	chr5	149583365	149583374	+	0.000	0.000	Merged-chr5-149583571-10
NR38766--MA0599.1.KLF5	chr2	157135159	157135168	+	0.000	0.000	Merged-chr2-157135049-77
NR32232--MA0741.1.KLF16	chr18	84086821	84086831	+	0.000	0.000	Merged-chr18-84086711-77
NR32898--MA0741.1.KLF16	chr19	10204732	10204742	+	0.000	0.000	Merged-chr19-10204774-3
NR2803--MA0740.1.KLF14	chr1	153709661	153709674	-	0.000	0.000	Merged-chr1-153709572-22
NR63901--MA0741.1.KLF16	chr8	84982858	84982868	-	0.000	0.000	Merged-chr8-84982804-9
NR19422--MA0039.3.KLF4	chr14	12243816	12243826	+	0.000	0.000	Merged-chr14-12243878-61
NR48873--MA0741.1.KLF16	chr5	24908836	24908846	+	0.000	0.000	Merged-chr5-24908670-93
NR66792--MA0039.3.KLF4	chr9	63712131	63712141	+	0.000	0.000	Merged-chr9-63712041-20
NR27525--MA0599.1.KLF5	chr17	24896474	24896483	+	0.000	0.000	Merged-chr17-24896442-47
NR19628--MA0039.3.KLF4	chr14	25842080	25842090	-	0.000	0.000	Merged-chr14-25842298-78
NR16981--MA1107.1.KLF9	chr13	51748246	51748258	+	0.000	0.000	Merged-chr13-51748371-46
NR23180--MA0741.1.KLF16	chr15	76671556	76671566	+	0.000	0.000	Merged-chr15-76671670-56
NR11882--MA0599.1.KLF5	chr11	98786613	98786622	-	0.000	0.000	Merged-chr11-98786782-44
NR58502--MA0742.1.Klf12	chr7	29211089	29211103	+	0.000	0.000	Merged-chr7-29210973-1
NR38532--MA1107.1.KLF9	chr2	152671139	152671151	+	0.000	0.000	Merged-chr2-152670999-1
NR28090--MA0740.1.KLF14	chr17	33629371	33629384	+	0.000	0.000	Merged-chr17-33629191-60
NR54000--MA0039.3.KLF4	chr6	47953392	47953402	-	0.000	0.000	Merged-chr6-47953415-51
NR16848--MA0599.1.KLF5	chr13	45885146	45885155	+	0.000	0.000	Merged-chr13-45885080-29
NR12079--MA0742.1.Klf12	chr11	101582215	101582229	-	0.000	0.000	Merged-chr11-101582263-20
NR60268--MA0599.1.KLF5	chr7	101466458	101466467	-	0.000	0.000	Merged-chr7-101466620-78
NR10258--MA0657.1.KLF13	chr11	62648755	62648772	+	0.000	0.000	Merged-chr11-62648702-91
NR57880--MA0599.1.KLF5	chr7	16784876	16784885	+	0.000	0.000	Merged-chr7-16784780-17
NR17014--MA0039.3.KLF4	chr13	52800952	52800962	+	0.000	0.000	Merged-chr13-52800951-49
NR51426--MA0599.1.KLF5	chr5	122209817	122209826	+	0.000	0.000	Merged-chr5-122209892-38
NR46043--MA0493.1.Klf1	chr4	108834378	108834388	-	0.000	0.000	Merged-chr4-108834537-12
NR24433--MA0741.1.KLF16	chr15	100304704	100304714	+	0.000	0.000	Merged-chr15-100304601-63
NR49450--MA0742.1.Klf12	chr5	53605578	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR9380--MA0599.1.KLF5	chr11	23665945	23665954	+	0.000	0.000	Merged-chr11-23666059-101
NR9317--MA0493.1.Klf1	chr11	21082881	21082891	-	0.000	0.000	Merged-chr11-21082954-17
NR37292--MA0742.1.Klf12	chr2	118745714	118745728	+	0.000	0.000	Merged-chr2-118745883-64
NR29369--MA0599.1.KLF5	chr17	71681093	71681102	-	0.000	0.000	Merged-chr17-71681067-13
NR38672--MA0599.1.KLF5	chr2	155473807	155473816	-	0.000	0.000	Merged-chr2-155473658-64
NR57852--MA1107.1.KLF9	chr7	16310281	16310293	-	0.000	0.000	Merged-chr7-16310124-145
NR8855--MA0741.1.KLF16	chr10	128345105	128345115	-	0.000	0.000	Merged-chr10-128345025-57
NR61370--MA1107.1.KLF9	chr7	128105512	128105524	-	0.000	0.000	Merged-chr7-128105500-13
NR33163--MA0740.1.KLF14	chr19	23273968	23273981	+	0.000	0.000	Merged-chr19-23273759-64
NR27995--MA0599.1.KLF5	chr17	31326305	31326314	-	0.000	0.000	Merged-chr17-31326302-35
NR64388--MA0741.1.KLF16	chr8	106007468	106007478	-	0.000	0.000	Merged-chr8-106007407-44
NR6699--MA0741.1.KLF16	chr10	80226431	80226441	-	0.000	0.000	Merged-chr10-80226667-64
NR49170--MA0741.1.KLF16	chr5	35757851	35757861	-	0.000	0.000	Merged-chr5-35757894-103
NR19749--MA0039.3.KLF4	chr14	31367788	31367798	-	0.000	0.000	Merged-chr14-31367995-29
NR25596--MA0599.1.KLF5	chr16	43699079	43699088	+	0.000	0.000	Merged-chr16-43699187-66
NR15203--MA0599.1.KLF5	chr12	101897308	101897317	-	0.000	0.000	Merged-chr12-101897238-43
NR22671--MA0599.1.KLF5	chr15	57921669	57921678	+	0.000	0.000	Merged-chr15-57921644-21
NR8245--MA0493.1.Klf1	chr10	117925714	117925724	+	0.000	0.000	Merged-chr10-117925903-63
NR40068--MA0493.1.Klf1	chr3	9947825	9947835	+	0.000	0.000	Merged-chr3-9947852-23
NR51627--MA0493.1.Klf1	chr5	125189792	125189802	+	0.000	0.000	Merged-chr5-125189815-23
NR27637--MA0599.1.KLF5	chr17	26561516	26561525	-	0.000	0.000	Merged-chr17-26561366-51
NR11150--MA0741.1.KLF16	chr11	82889872	82889882	+	0.000	0.000	Merged-chr11-82889845-1
NR51--MA1107.1.KLF9	chr1	9848222	9848234	-	0.000	0.000	Merged-chr1-9848247-58
NR16158--MA0741.1.KLF16	chr13	5768076	5768086	+	0.000	0.000	Merged-chr13-5768061-15
NR25103--MA0493.1.Klf1	chr16	19985099	19985109	-	0.000	0.000	Merged-chr16-19985121-18
NR65067--MA0740.1.KLF14	chr8	122343966	122343979	-	0.000	0.000	Merged-chr8-122343961-16
NR54257--MA0599.1.KLF5	chr6	54775930	54775939	-	0.000	0.000	Merged-chr6-54775842-27
NR63766--MA0599.1.KLF5	chr8	83724913	83724922	+	0.000	0.000	Merged-chr8-83724964-34
NR3180--MA1107.1.KLF9	chr1	164966171	164966183	+	0.000	0.000	Merged-chr1-164966286-53
NR60548--MA0657.1.KLF13	chr7	110203782	110203799	-	0.000	0.000	Merged-chr7-110203728-41
NR6513--MA0493.1.Klf1	chr10	78169838	78169848	-	0.000	0.000	Merged-chr10-78169866-58
NR32697--MA0599.1.KLF5	chr19	5850415	5850424	+	0.000	0.000	Merged-chr19-5850230-41
NR6997--MA0599.1.KLF5	chr10	81525291	81525300	+	0.000	0.000	Merged-chr10-81525209-7
NR32482--MA0599.1.KLF5	chr19	4000570	4000579	+	0.000	0.000	Merged-chr19-4000436-69
NR680--MA0742.1.Klf12	chr1	52012481	52012495	+	0.000	0.000	Merged-chr1-52012625-13
NR23560--MA0741.1.KLF16	chr15	81926350	81926360	-	0.000	0.000	Merged-chr15-81926183-56
NR63532--MA1107.1.KLF9	chr8	72285493	72285505	+	0.000	0.000	Merged-chr8-72285397-19
NR33755--MA0493.1.Klf1	chr19	45746526	45746536	+	0.000	0.000	Merged-chr19-45746500-18
NR41494--MA0657.1.KLF13	chr3	94886970	94886987	+	0.000	0.000	Merged-chr3-94886845-57
NR41090--MA1107.1.KLF9	chr3	82365264	82365276	-	0.000	0.000	Merged-chr3-82365236-33
NR58970--MA0599.1.KLF5	chr7	45361416	45361425	+	0.000	0.000	Merged-chr7-45361524-49
NR44480--MA0741.1.KLF16	chr4	41348060	41348070	+	0.000	0.000	Merged-chr4-41348000-22
NR64982--MA0742.1.Klf12	chr8	120701894	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR46056--MA1107.1.KLF9	chr4	109136944	109136956	+	0.000	0.000	Merged-chr4-109136872-28
NR41240--MA0742.1.Klf12	chr3	88455397	88455411	-	0.000	0.000	Merged-chr3-88455339-11
NR47133--MA0493.1.Klf1	chr4	135273015	135273025	+	0.000	0.000	Merged-chr4-135272795-85
NR36240--MA0039.3.KLF4	chr2	72997220	72997230	-	0.000	0.000	Merged-chr2-72997142-44
NR45964--MA0039.3.KLF4	chr4	107314355	107314365	+	0.000	0.000	Merged-chr4-107314290-66
NR16583--MA0740.1.KLF14	chr13	34002808	34002821	-	0.000	0.000	Merged-chr13-34002683-127,Merged-chr13-34003004-3
NR10564--MA0599.1.KLF5	chr11	70970129	70970138	-	0.000	0.000	Merged-chr11-70970318-94
NR49309--MA0599.1.KLF5	chr5	43802921	43802930	-	0.000	0.000	Merged-chr5-43802965-6
NR20679--MA0493.1.Klf1	chr14	67951870	67951880	+	0.000	0.000	Merged-chr14-67951902-1
NR7235--MA0740.1.KLF14	chr10	86778872	86778885	+	0.000	0.000	Merged-chr10-86778945-85
NR46723--MA1107.1.KLF9	chr4	129500844	129500856	-	0.000	0.000	Merged-chr4-129500863-48
NR39--MA0599.1.KLF5	chr1	9748370	9748379	+	0.000	0.000	Merged-chr1-9748181-106
NR52224--MA0742.1.Klf12	chr5	135957733	135957747	-	0.000	0.000	Merged-chr5-135957645-50
NR22830--MA0740.1.KLF14	chr15	62092094	62092107	-	0.000	0.000	Merged-chr15-62091960-25
NR62121--MA0599.1.KLF5	chr7	143724083	143724092	+	0.000	0.000	Merged-chr7-143724096-15
NR8277--MA0599.1.KLF5	chr10	118419174	118419183	-	0.000	0.000	Merged-chr10-118419236-59
NR14322--MA0039.3.KLF4	chr12	70078890	70078900	+	0.000	0.000	Merged-chr12-70078875-55
NR20106--MA0493.1.Klf1	chr14	52304849	52304859	+	0.000	0.000	Merged-chr14-52304982-66
NR42950--MA1107.1.KLF9	chr3	133583908	133583920	-	0.000	0.000	Merged-chr3-133583850-2
NR12147--MA0740.1.KLF14	chr11	102456192	102456205	+	0.000	0.000	Merged-chr11-102456095-36
NR26756--MA0039.3.KLF4	chr16	96145499	96145509	-	0.000	0.000	Merged-chr16-96145464-50
NR11542--MA0599.1.KLF5	chr11	94211178	94211187	+	0.000	0.000	Merged-chr11-94211019-172
NR32879--MA0039.3.KLF4	chr19	9066376	9066386	-	0.000	0.000	Merged-chr19-9066188-87
NR46051--MA0039.3.KLF4	chr4	109123020	109123030	+	0.000	0.000	Merged-chr4-109123040-18
NR51504--MA0741.1.KLF16	chr5	123129153	123129163	+	0.000	0.000	Merged-chr5-123128921-91
NR16847--MA1107.1.KLF9	chr13	45885059	45885071	+	0.000	0.000	Merged-chr13-45885080-29
NR49074--MA0741.1.KLF16	chr5	34369881	34369891	+	0.000	0.000	Merged-chr5-34369838-94
NR13876--MA0741.1.KLF16	chr12	33036352	33036362	+	0.000	0.000	Merged-chr12-33036196-25
NR26471--MA0599.1.KLF5	chr16	91688766	91688775	+	0.000	0.000	Merged-chr16-91688812-60
NR65018--MA1107.1.KLF9	chr8	121573581	121573593	+	0.000	0.000	Merged-chr8-121573521-19
NR54015--MA0657.1.KLF13	chr6	48086714	48086731	+	0.000	0.000	Merged-chr6-48086485-91
NR35980--MA0599.1.KLF5	chr2	61755186	61755195	+	0.000	0.000	Merged-chr2-61755182-23
NR39138--MA0741.1.KLF16	chr2	164943140	164943150	-	0.000	0.000	Merged-chr2-164943047-31
NR47091--MA0740.1.KLF14	chr4	134746101	134746114	-	0.000	0.000	Merged-chr4-134746190-17
NR64711--MA0039.3.KLF4	chr8	115531468	115531478	+	0.000	0.000	Merged-chr8-115531430-21
NR64721--MA0493.1.Klf1	chr8	115728735	115728745	+	0.000	0.000	Merged-chr8-115728663-11
NR38412--MA0493.1.Klf1	chr2	150570422	150570432	+	0.000	0.000	Merged-chr2-150570310-66
NR23609--MA0599.1.KLF5	chr15	83100173	83100182	-	0.000	0.000	Merged-chr15-83100216-49
NR32912--MA0599.1.KLF5	chr19	10831578	10831587	+	0.000	0.000	Merged-chr19-10831682-17
NR63496--MA0740.1.KLF14	chr8	71629396	71629409	+	0.000	0.000	Merged-chr8-71629459-59
NR35908--MA0493.1.Klf1	chr2	60774639	60774649	-	0.000	0.000	Merged-chr2-60774747-55
NR47245--MA0493.1.Klf1	chr4	137603898	137603908	+	0.000	0.000	Merged-chr4-137603877-24
NR59669--MA0039.3.KLF4	chr7	80294316	80294326	+	0.000	0.000	Merged-chr7-80294519-58
NR60403--MA0742.1.Klf12	chr7	105633046	105633060	+	0.000	0.000	Merged-chr7-105632857-1
NR22616--MA0039.3.KLF4	chr15	55854827	55854837	+	0.000	0.000	Merged-chr15-55854766-48
NR53707--MA0741.1.KLF16	chr6	30509823	30509833	-	0.000	0.000	Merged-chr6-30509699-52
NR957--MA0740.1.KLF14	chr1	64121726	64121739	-	0.000	0.000	Merged-chr1-64121787-120
NR46811--MA0741.1.KLF16	chr4	130921250	130921260	-	0.000	0.000	Merged-chr4-130921297-32
NR28948--MA0741.1.KLF16	chr17	56357746	56357756	+	0.000	0.000	Merged-chr17-56357646-33
NR66564--MA0039.3.KLF4	chr9	57278573	57278583	+	0.000	0.000	Merged-chr9-57278495-40
NR25041--MA0599.1.KLF5	chr16	18066417	18066426	-	0.000	0.000	Merged-chr16-18066490-64
NR647--MA0599.1.KLF5	chr1	46852873	46852882	-	0.000	0.000	Merged-chr1-46852788-5
