#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR22030--MA0493.1.Klf1	chr15	10714725	10714735	-	0.000	0.000	Merged-chr15-10714882-50
NR30123--MA0599.1.KLF5	chr17	88597599	88597608	+	0.000	0.000	Merged-chr17-88597413-65
NR8906--MA0740.1.KLF14	chr10	128933762	128933775	-	0.000	0.000	Merged-chr10-128933885-33
NR38184--MA0657.1.KLF13	chr2	145161290	145161307	-	0.000	0.000	Merged-chr2-145161321-32
NR29654--MA1107.1.KLF9	chr17	80061424	80061436	+	0.000	0.000	Merged-chr17-80061553-1
NR43297--MA0493.1.Klf1	chr3	142207650	142207660	-	0.000	0.000	Merged-chr3-142207646-13
NR31442--MA0741.1.KLF16	chr18	67212685	67212695	+	0.000	0.000	Merged-chr18-67212775-57
NR36352--MA0740.1.KLF14	chr2	76648020	76648033	-	0.000	0.000	Merged-chr2-76648077-91
NR21620--MA1107.1.KLF9	chr14	118700608	118700620	+	0.000	0.000	Merged-chr14-118700795-2
NR54979--MA0741.1.KLF16	chr6	91706326	91706336	-	0.000	0.000	Merged-chr6-91706219-53
NR3440--MA0493.1.Klf1	chr1	171390339	171390349	+	0.000	0.000	Merged-chr1-171390239-45
NR47308--MA0599.1.KLF5	chr4	138250262	138250271	-	0.000	0.000	Merged-chr4-138250390-66
NR28332--MA0493.1.Klf1	chr17	36023774	36023784	-	0.000	0.000	Merged-chr17-36023858-33
NR30104--MA1107.1.KLF9	chr17	88479189	88479201	-	0.000	0.000	Merged-chr17-88479234-18
NR2182--MA0740.1.KLF14	chr1	133053259	133053272	+	0.000	0.000	Merged-chr1-133053249-27
NR7542--MA0741.1.KLF16	chr10	95605042	95605052	+	0.000	0.000	Merged-chr10-95605167-17
NR62386--MA0742.1.Klf12	chr8	11636516	11636530	-	0.000	0.000	Merged-chr8-11636521-2
NR50953--MA0741.1.KLF16	chr5	113035778	113035788	+	0.000	0.000	Merged-chr5-113035514-85
NR21496--MA0742.1.Klf12	chr14	115092199	115092213	-	0.000	0.000	Merged-chr14-115092344-57
NR45033--MA1107.1.KLF9	chr4	56222644	56222656	+	0.000	0.000	Merged-chr4-56222492-84
NR59651--MA1107.1.KLF9	chr7	80167000	80167012	+	0.000	0.000	Merged-chr7-80166871-28
NR46594--MA0599.1.KLF5	chr4	125127394	125127403	-	0.000	0.000	Merged-chr4-125127397-1
NR58130--MA0741.1.KLF16	chr7	24413748	24413758	+	0.000	0.000	Merged-chr7-24413787-50
NR61957--MA0493.1.Klf1	chr7	141221814	141221824	+	0.000	0.000	Merged-chr7-141221917-47
NR27669--MA0741.1.KLF16	chr17	27051924	27051934	-	0.000	0.000	Merged-chr17-27051875-11
NR41485--MA0599.1.KLF5	chr3	94786545	94786554	+	0.000	0.000	Merged-chr3-94786570-53
NR35801--MA0741.1.KLF16	chr2	57117666	57117676	+	0.000	0.000	Merged-chr2-57117653-11
NR46316--MA0493.1.Klf1	chr4	118260692	118260702	+	0.000	0.000	Merged-chr4-118260858-21
NR12725--MA0741.1.KLF16	chr11	114807998	114808008	+	0.000	0.000	Merged-chr11-114808092-65
NR8887--MA0740.1.KLF14	chr10	128805400	128805413	-	0.000	0.000	Merged-chr10-128805269-77
NR23372--MA0741.1.KLF16	chr15	79442057	79442067	+	0.000	0.000	Merged-chr15-79441826-49
NR2789--MA0493.1.Klf1	chr1	153380033	153380043	+	0.000	0.000	Merged-chr1-153380015-29
NR10138--MA0493.1.Klf1	chr11	60223071	60223081	+	0.000	0.000	Merged-chr11-60222972-52
NR35353--MA0599.1.KLF5	chr2	33131135	33131144	+	0.000	0.000	Merged-chr2-33131105-122
NR15116--MA0741.1.KLF16	chr12	99883584	99883594	+	0.000	0.000	Merged-chr12-99883517-13
NR47652--MA0493.1.Klf1	chr4	145254609	145254619	-	0.000	0.000	Merged-chr4-145254618-54
NR53426--MA0493.1.Klf1	chr6	8632593	8632603	+	0.000	0.000	Merged-chr6-8632721-45
NR13880--MA0741.1.KLF16	chr12	33182905	33182915	-	0.000	0.000	Merged-chr12-33182993-113
NR61519--MA0599.1.KLF5	chr7	132317313	132317322	+	0.000	0.000	Merged-chr7-132317352-2
NR52134--MA1107.1.KLF9	chr5	135632598	135632610	+	0.000	0.000	Merged-chr5-135632742-49
NR15507--MA0657.1.KLF13	chr12	108334117	108334134	-	0.000	0.000	Merged-chr12-108333959-92
NR6924--MA1107.1.KLF9	chr10	81247986	81247998	+	0.000	0.000	Merged-chr10-81248090-40
NR16542--MA0741.1.KLF16	chr13	30660051	30660061	+	0.000	0.000	Merged-chr13-30660147-64
NR57227--MA0741.1.KLF16	chr6	145992968	145992978	+	0.000	0.000	Merged-chr6-145993129-56
NR38519--MA0742.1.Klf12	chr2	152344160	152344174	+	0.000	0.000	Merged-chr2-152344055-110
NR13031--MA0742.1.Klf12	chr11	117963606	117963620	-	0.000	0.000	Merged-chr11-117963575-48
NR57552--MA0657.1.KLF13	chr7	3290411	3290428	-	0.000	0.000	Merged-chr7-3290343-35
NR60885--MA0493.1.Klf1	chr7	118276889	118276899	+	0.000	0.000	Merged-chr7-118276887-4
NR8866--MA0039.3.KLF4	chr10	128438902	128438912	-	0.000	0.000	Merged-chr10-128439055-30
NR65278--MA0741.1.KLF16	chr8	124793450	124793460	-	0.000	0.000	Merged-chr8-124793304-30
NR34476--MA0657.1.KLF13	chr2	6547395	6547412	-	0.000	0.000	Merged-chr2-6547586-22
NR51081--MA0599.1.KLF5	chr5	114380541	114380550	+	0.000	0.000	Merged-chr5-114380529-85
NR378--MA0599.1.KLF5	chr1	36760516	36760525	+	0.000	0.000	Merged-chr1-36760615-22
NR5185--MA1107.1.KLF9	chr10	19333705	19333717	+	0.000	0.000	Merged-chr10-19333654-15
NR28579--MA0599.1.KLF5	chr17	45686180	45686189	-	0.000	0.000	Merged-chr17-45686351-100
NR45840--MA0599.1.KLF5	chr4	102908262	102908271	-	0.000	0.000	Merged-chr4-102908208-33
NR58653--MA0741.1.KLF16	chr7	34630653	34630663	+	0.000	0.000	Merged-chr7-34630517-24
NR19838--MA0740.1.KLF14	chr14	34771913	34771926	+	0.000	0.000	Merged-chr14-34772136-36
NR18525--MA1107.1.KLF9	chr13	102284496	102284508	+	0.000	0.000	Merged-chr13-102284441-1
NR5728--MA0599.1.KLF5	chr10	44786597	44786606	+	0.000	0.000	Merged-chr10-44786456-11
NR20410--MA0493.1.Klf1	chr14	59260184	59260194	-	0.000	0.000	Merged-chr14-59260253-45
NR5634--MA0657.1.KLF13	chr10	42699261	42699278	+	0.000	0.000	Merged-chr10-42699170-35
NR66962--MA0039.3.KLF4	chr9	66505804	66505814	+	0.000	0.000	Merged-chr9-66505646-32
NR30488--MA0740.1.KLF14	chr18	25367729	25367742	+	0.000	0.000	Merged-chr18-25367708-17
NR10392--MA0039.3.KLF4	chr11	68973859	68973869	+	0.000	0.000	Merged-chr11-68973679-52
NR46437--MA0493.1.Klf1	chr4	120825835	120825845	+	0.000	0.000	Merged-chr4-120825889-1
NR10631--MA0741.1.KLF16	chr11	72689939	72689949	+	0.000	0.000	Merged-chr11-72690099-58
NR32088--MA0599.1.KLF5	chr18	82475125	82475134	+	0.000	0.000	Merged-chr18-82475185-33
NR11703--MA0599.1.KLF5	chr11	97041637	97041646	+	0.000	0.000	Merged-chr11-97041532-59
NR36518--MA1107.1.KLF9	chr2	84727430	84727442	-	0.000	0.000	Merged-chr2-84727435-53
NR28952--MA0741.1.KLF16	chr17	56462334	56462344	-	0.000	0.000	Merged-chr17-56462383-73
NR31551--MA0741.1.KLF16	chr18	68465413	68465423	-	0.000	0.000	Merged-chr18-68465232-1
NR39914--MA0599.1.KLF5	chr2	180710215	180710224	+	0.000	0.000	Merged-chr2-180710222-83
NR36732--MA0740.1.KLF14	chr2	94158185	94158198	+	0.000	0.000	Merged-chr2-94158043-61
NR2685--MA0039.3.KLF4	chr1	151083936	151083946	-	0.000	0.000	Merged-chr1-151084034-24
NR29412--MA0039.3.KLF4	chr17	73174270	73174280	+	0.000	0.000	Merged-chr17-73174368-48
NR1064--MA0599.1.KLF5	chr1	69331685	69331694	+	0.000	0.000	Merged-chr1-69331775-34
NR23144--MA0657.1.KLF13	chr15	76368850	76368867	+	0.000	0.000	Merged-chr15-76369030-46
NR66197--MA1107.1.KLF9	chr9	44043307	44043319	+	0.000	0.000	Merged-chr9-44043404-33
NR37854--MA1107.1.KLF9	chr2	132669325	132669337	+	0.000	0.000	Merged-chr2-132669439-31
NR32755--MA0599.1.KLF5	chr19	6942450	6942459	-	0.000	0.000	Merged-chr19-6942503-7
NR27372--MA0493.1.Klf1	chr17	21679858	21679868	-	0.000	0.000	Merged-chr17-21679790-78
NR39665--MA0741.1.KLF16	chr2	173769357	173769367	-	0.000	0.000	Merged-chr2-173769119-56
NR15955--MA0599.1.KLF5	chr12	116636814	116636823	-	0.000	0.000	Merged-chr12-116636722-2
NR24721--MA0741.1.KLF16	chr16	3872305	3872315	+	0.000	0.000	Merged-chr16-3872425-54
NR51282--MA0493.1.Klf1	chr5	118478260	118478270	+	0.000	0.000	Merged-chr5-118478208-82
NR23227--MA1107.1.KLF9	chr15	77071701	77071713	-	0.000	0.000	Merged-chr15-77071598-27
NR61210--MA0599.1.KLF5	chr7	126884736	126884745	-	0.000	0.000	Merged-chr7-126884820-52
NR45370--MA0741.1.KLF16	chr4	83321981	83321991	+	0.000	0.000	Merged-chr4-83321868-23
NR11003--MA0742.1.Klf12	chr11	78973218	78973232	-	0.000	0.000	Merged-chr11-78973372-27
NR7151--MA0599.1.KLF5	chr10	84440812	84440821	-	0.000	0.000	Merged-chr10-84440807-71
NR53797--MA1107.1.KLF9	chr6	37370811	37370823	+	0.000	0.000	Merged-chr6-37370841-45
NR12834--MA0741.1.KLF16	chr11	116005038	116005048	-	0.000	0.000	Merged-chr11-116005079-38
NR45187--MA0742.1.Klf12	chr4	62408695	62408709	+	0.000	0.000	Merged-chr4-62408524-84
NR33483--MA0741.1.KLF16	chr19	38298431	38298441	-	0.000	0.000	Merged-chr19-38298328-29
NR3879--MA0493.1.Klf1	chr1	180390392	180390402	-	0.000	0.000	Merged-chr1-180390562-55
NR25795--MA0740.1.KLF14	chr16	58408448	58408461	-	0.000	0.000	Merged-chr16-58408576-68
NR7132--MA1107.1.KLF9	chr10	83898147	83898159	+	0.000	0.000	Merged-chr10-83898059-2
NR6445--MA0740.1.KLF14	chr10	77033176	77033189	-	0.000	0.000	Merged-chr10-77033384-72
NR59410--MA0493.1.Klf1	chr7	67645244	67645254	-	0.000	0.000	Merged-chr7-67645376-76
NR19929--MA0493.1.Klf1	chr14	45102298	45102308	+	0.000	0.000	Merged-chr14-45102324-46
NR6716--MA0740.1.KLF14	chr10	80330077	80330090	-	0.000	0.000	Merged-chr10-80329943-52
NR9084--MA0493.1.Klf1	chr11	4986811	4986821	+	0.000	0.000	Merged-chr11-4986974-49
NR44196--MA0741.1.KLF16	chr4	11900137	11900147	-	0.000	0.000	Merged-chr4-11900204-55
NR1265--MA0493.1.Klf1	chr1	75486735	75486745	-	0.000	0.000	Merged-chr1-75486810-6
NR20657--MA0599.1.KLF5	chr14	67008889	67008898	+	0.000	0.000	Merged-chr14-67008836-73
NR15264--MA0039.3.KLF4	chr12	103368212	103368222	-	0.000	0.000	Merged-chr12-103368122-22
NR36113--MA0740.1.KLF14	chr2	69803239	69803252	+	0.000	0.000	Merged-chr2-69803068-39
NR9551--MA0740.1.KLF14	chr11	43494026	43494039	+	0.000	0.000	Merged-chr11-43494170-22
NR6970--MA0599.1.KLF5	chr10	81464617	81464626	-	0.000	0.000	Merged-chr10-81464665-32
NR35666--MA0493.1.Klf1	chr2	49744830	49744840	+	0.000	0.000	Merged-chr2-49744707-28
NR54540--MA0742.1.Klf12	chr6	72789077	72789091	-	0.000	0.000	Merged-chr6-72789260-100
NR32731--MA0039.3.KLF4	chr19	6236309	6236319	-	0.000	0.000	Merged-chr19-6236407-1
NR34433--MA0740.1.KLF14	chr2	5003272	5003285	+	0.000	0.000	Merged-chr2-5003396-19
NR52171--MA0599.1.KLF5	chr5	135780560	135780569	-	0.000	0.000	Merged-chr5-135780527-18
NR13206--MA0742.1.Klf12	chr11	120581208	120581222	-	0.000	0.000	Merged-chr11-120581105-4
NR49720--MA0493.1.Klf1	chr5	72891766	72891776	-	0.000	0.000	Merged-chr5-72891744-22
NR4729--MA0742.1.Klf12	chr1	193421572	193421586	-	0.000	0.000	Merged-chr1-193421738-60
NR5147--MA0741.1.KLF16	chr10	17948093	17948103	+	0.000	0.000	Merged-chr10-17948244-7
NR3196--MA0741.1.KLF16	chr1	165194447	165194457	+	0.000	0.000	Merged-chr1-165194301-85
NR33258--MA0493.1.Klf1	chr19	29367406	29367416	-	0.000	0.000	Merged-chr19-29367376-49
NR44880--MA0599.1.KLF5	chr4	48043327	48043336	+	0.000	0.000	Merged-chr4-48043175-96
NR64102--MA0039.3.KLF4	chr8	93661976	93661986	-	0.000	0.000	Merged-chr8-93661902-1
NR69695--MA1107.1.KLF9	chrX	38182043	38182055	-	0.000	0.000	Merged-chrX-38181994-21
NR24210--MA0493.1.Klf1	chr15	97908339	97908349	+	0.000	0.000	Merged-chr15-97908198-86
NR30029--MA0741.1.KLF16	chr17	87266043	87266053	+	0.000	0.000	Merged-chr17-87265881-68
NR47312--MA0493.1.Klf1	chr4	138262423	138262433	+	0.000	0.000	Merged-chr4-138262353-56
NR6129--MA0741.1.KLF16	chr10	68445670	68445680	-	0.000	0.000	Merged-chr10-68445900-93
NR67795--MA0741.1.KLF16	chr9	89909813	89909823	-	0.000	0.000	Merged-chr9-89909785-17
NR62582--MA0741.1.KLF16	chr8	25059793	25059803	+	0.000	0.000	Merged-chr8-25059963-13
NR54179--MA0740.1.KLF14	chr6	52012691	52012704	+	0.000	0.000	Merged-chr6-52012652-70
NR51036--MA0493.1.Klf1	chr5	113994154	113994164	+	0.000	0.000	Merged-chr5-113994160-2
NR25345--MA0742.1.Klf12	chr16	32099742	32099756	+	0.000	0.000	Merged-chr16-32099769-66
NR7459--MA1107.1.KLF9	chr10	93262330	93262342	+	0.000	0.000	Merged-chr10-93262477-16
NR13289--MA0740.1.KLF14	chr11	121421400	121421413	+	0.000	0.000	Merged-chr11-121421434-59
NR52375--MA0741.1.KLF16	chr5	138161011	138161021	+	0.000	0.000	Merged-chr5-138161091-53
NR54691--MA0599.1.KLF5	chr6	83572526	83572535	-	0.000	0.000	Merged-chr6-83572392-58
NR57183--MA0742.1.Klf12	chr6	145276399	145276413	+	0.000	0.000	Merged-chr6-145276388-70
NR55082--MA0493.1.Klf1	chr6	97447099	97447109	+	0.000	0.000	Merged-chr6-97447180-22
NR42114--MA0599.1.KLF5	chr3	108124282	108124291	-	0.000	0.000	Merged-chr3-108124378-33
NR27713--MA0599.1.KLF5	chr17	27564908	27564917	-	0.000	0.000	Merged-chr17-27565038-1
NR55037--MA0741.1.KLF16	chr6	95718857	95718867	-	0.000	0.000	Merged-chr6-95718685-98
NR40820--MA0493.1.Klf1	chr3	65958274	65958284	+	0.000	0.000	Merged-chr3-65958089-130
NR44856--MA0742.1.Klf12	chr4	46650224	46650238	+	0.000	0.000	Merged-chr4-46650246-65
NR16830--MA0599.1.KLF5	chr13	45002104	45002113	+	0.000	0.000	Merged-chr13-45001916-102
NR45750--MA0741.1.KLF16	chr4	101213703	101213713	+	0.000	0.000	Merged-chr4-101213636-46
NR53086--MA0741.1.KLF16	chr5	148489421	148489431	+	0.000	0.000	Merged-chr5-148489625-52
NR20554--MA0599.1.KLF5	chr14	63606489	63606498	+	0.000	0.000	Merged-chr14-63606739-89
NR12196--MA0741.1.KLF16	chr11	103094671	103094681	-	0.000	0.000	Merged-chr11-103094550-18
NR64797--MA0493.1.Klf1	chr8	117498826	117498836	-	0.000	0.000	Merged-chr8-117498576-60
NR32698--MA0742.1.Klf12	chr19	5894166	5894180	+	0.000	0.000	Merged-chr19-5894144-44
NR61852--MA0740.1.KLF14	chr7	139991176	139991189	-	0.000	0.000	Merged-chr7-139991181-9
NR33863--MA0741.1.KLF16	chr19	47464462	47464472	-	0.000	0.000	Merged-chr19-47464349-56
NR41337--MA0493.1.Klf1	chr3	89871067	89871077	+	0.000	0.000	Merged-chr3-89871193-44
NR32773--MA0599.1.KLF5	chr19	6987514	6987523	-	0.000	0.000	Merged-chr19-6987424-44
NR46366--MA0599.1.KLF5	chr4	119733692	119733701	+	0.000	0.000	Merged-chr4-119733692-69
NR41257--MA0599.1.KLF5	chr3	88622605	88622614	-	0.000	0.000	Merged-chr3-88622674-41
NR70276--MA0599.1.KLF5	chrX	140505990	140505999	+	0.000	0.000	Merged-chrX-140506133-71
NR28713--MA0741.1.KLF16	chr17	47683039	47683049	-	0.000	0.000	Merged-chr17-47682839-51
NR11908--MA1107.1.KLF9	chr11	98942400	98942412	-	0.000	0.000	Merged-chr11-98942196-71
NR58585--MA0599.1.KLF5	chr7	30594637	30594646	+	0.000	0.000	Merged-chr7-30594419-34
NR15072--MA1107.1.KLF9	chr12	98628094	98628106	-	0.000	0.000	Merged-chr12-98628210-48
NR53476--MA0599.1.KLF5	chr6	13069828	13069837	+	0.000	0.000	Merged-chr6-13070052-121
NR39631--MA0741.1.KLF16	chr2	173578407	173578417	+	0.000	0.000	Merged-chr2-173578364-53
NR1269--MA1107.1.KLF9	chr1	75487621	75487633	+	0.000	0.000	Merged-chr1-75487610-71
NR49904--MA0741.1.KLF16	chr5	76588987	76588997	+	0.000	0.000	Merged-chr5-76588936-82
NR37680--MA0741.1.KLF16	chr2	129065916	129065926	-	0.000	0.000	Merged-chr2-129066183-78
NR65767--MA0741.1.KLF16	chr9	21962556	21962566	+	0.000	0.000	Merged-chr9-21962533-26
NR57015--MA1107.1.KLF9	chr6	143327066	143327078	-	0.000	0.000	Merged-chr6-143327148-45
NR8442--MA0493.1.Klf1	chr10	120857852	120857862	-	0.000	0.000	Merged-chr10-120857778-32
NR63784--MA0740.1.KLF14	chr8	83955247	83955260	+	0.000	0.000	Merged-chr8-83955457-59
NR27441--MA0740.1.KLF14	chr17	23924758	23924771	-	0.000	0.000	Merged-chr17-23924911-57
NR35795--MA0741.1.KLF16	chr2	57116811	57116821	-	0.000	0.000	Merged-chr2-57116903-105
NR22388--MA1107.1.KLF9	chr15	38094970	38094982	+	0.000	0.000	Merged-chr15-38095035-21
NR47889--MA1107.1.KLF9	chr4	148704912	148704924	+	0.000	0.000	Merged-chr4-148704871-18
NR59563--MA0599.1.KLF5	chr7	75914149	75914158	-	0.000	0.000	Merged-chr7-75914112-33
NR23240--MA0039.3.KLF4	chr15	77406711	77406721	+	0.000	0.000	Merged-chr15-77406567-38
NR10373--MA0741.1.KLF16	chr11	68432948	68432958	-	0.000	0.000	Merged-chr11-68432875-7
NR23250--MA0493.1.Klf1	chr15	77807393	77807403	-	0.000	0.000	Merged-chr15-77807264-57
NR33244--MA0741.1.KLF16	chr19	29325415	29325425	+	0.000	0.000	Merged-chr19-29325284-39
NR36309--MA0599.1.KLF5	chr2	75119361	75119370	-	0.000	0.000	Merged-chr2-75119235-19
NR45275--MA1107.1.KLF9	chr4	63943069	63943081	-	0.000	0.000	Merged-chr4-63943077-12
NR28475--MA1107.1.KLF9	chr17	44105856	44105868	+	0.000	0.000	Merged-chr17-44105756-70
NR50076--MA0493.1.Klf1	chr5	88676312	88676322	-	0.000	0.000	Merged-chr5-88676360-5
NR16141--MA0741.1.KLF16	chr13	3478186	3478196	-	0.000	0.000	Merged-chr13-3478294-51
NR34034--MA1107.1.KLF9	chr19	55401898	55401910	-	0.000	0.000	Merged-chr19-55401887-30
NR55781--MA0599.1.KLF5	chr6	119451005	119451014	+	0.000	0.000	Merged-chr6-119451010-23
NR35101--MA0039.3.KLF4	chr2	29669262	29669272	-	0.000	0.000	Merged-chr2-29669203-21
NR47810--MA0741.1.KLF16	chr4	147809444	147809454	+	0.000	0.000	Merged-chr4-147809534-83
NR2722--MA0741.1.KLF16	chr1	152733292	152733302	+	0.000	0.000	Merged-chr1-152733286-16
NR65148--MA0741.1.KLF16	chr8	122917783	122917793	+	0.000	0.000	Merged-chr8-122917932-59
NR6621--MA0599.1.KLF5	chr10	79908591	79908600	+	0.000	0.000	Merged-chr10-79908801-95
NR14732--MA0741.1.KLF16	chr12	85486187	85486197	+	0.000	0.000	Merged-chr12-85486103-52
NR10831--MA0039.3.KLF4	chr11	76791507	76791517	-	0.000	0.000	Merged-chr11-76791431-20
NR58213--MA0493.1.Klf1	chr7	25000902	25000912	+	0.000	0.000	Merged-chr7-25000756-34
NR19794--MA0657.1.KLF13	chr14	33446881	33446898	+	0.000	0.000	Merged-chr14-33446801-4
NR27125--MA0741.1.KLF16	chr17	10840204	10840214	+	0.000	0.000	Merged-chr17-10840429-74
NR35237--MA0599.1.KLF5	chr2	32057555	32057564	-	0.000	0.000	Merged-chr2-32057507-27
NR58523--MA0741.1.KLF16	chr7	29238315	29238325	-	0.000	0.000	Merged-chr7-29238309-53
NR22035--MA0493.1.Klf1	chr15	10714811	10714821	+	0.000	0.000	Merged-chr15-10714882-50
NR863--MA0741.1.KLF16	chr1	59482085	59482095	-	0.000	0.000	Merged-chr1-59482272-104
NR10230--MA0741.1.KLF16	chr11	62076875	62076885	-	0.000	0.000	Merged-chr11-62077068-25
NR67642--MA0599.1.KLF5	chr9	86571902	86571911	+	0.000	0.000	Merged-chr9-86572090-93
NR7477--MA1107.1.KLF9	chr10	93534593	93534605	-	0.000	0.000	Merged-chr10-93534484-41
NR58069--MA0742.1.Klf12	chr7	19749695	19749709	+	0.000	0.000	Merged-chr7-19749873-53
NR12301--MA0657.1.KLF13	chr11	105347976	105347993	-	0.000	0.000	Merged-chr11-105347900-19
NR60563--MA0493.1.Klf1	chr7	110221682	110221692	-	0.000	0.000	Merged-chr7-110221778-96
NR27657--MA0742.1.Klf12	chr17	26917009	26917023	-	0.000	0.000	Merged-chr17-26916999-47
NR38109--MA0741.1.KLF16	chr2	144165494	144165504	+	0.000	0.000	Merged-chr2-144165635-63
NR21625--MA1107.1.KLF9	chr14	118700618	118700630	+	0.000	0.000	Merged-chr14-118700795-2
NR39283--MA0599.1.KLF5	chr2	166996326	166996335	+	0.000	0.000	Merged-chr2-166996120-88
NR47241--MA0599.1.KLF5	chr4	137468639	137468648	-	0.000	0.000	Merged-chr4-137468629-23
NR23289--MA0741.1.KLF16	chr15	78475758	78475768	-	0.000	0.000	Merged-chr15-78475824-65
NR23577--MA0493.1.Klf1	chr15	82188230	82188240	+	0.000	0.000	Merged-chr15-82188110-14
NR54958--MA0741.1.KLF16	chr6	91473462	91473472	+	0.000	0.000	Merged-chr6-91473487-82
NR59460--MA0599.1.KLF5	chr7	72261163	72261172	+	0.000	0.000	Merged-chr7-72261137-47
NR51641--MA0599.1.KLF5	chr5	125393106	125393115	+	0.000	0.000	Merged-chr5-125393222-53
NR20572--MA0599.1.KLF5	chr14	63943535	63943544	+	0.000	0.000	Merged-chr14-63943640-23
NR5094--MA0741.1.KLF16	chr10	13868925	13868935	-	0.000	0.000	Merged-chr10-13868873-62
NR57267--MA0599.1.KLF5	chr6	146796055	146796064	+	0.000	0.000	Merged-chr6-146795967-35
NR66570--MA0599.1.KLF5	chr9	57346465	57346474	-	0.000	0.000	Merged-chr9-57346292-13
NR30472--MA0493.1.Klf1	chr18	24653821	24653831	-	0.000	0.000	Merged-chr18-24653766-102
NR57943--MA0599.1.KLF5	chr7	17056237	17056246	-	0.000	0.000	Merged-chr7-17056338-38
NR41130--MA0039.3.KLF4	chr3	84259807	84259817	+	0.000	0.000	Merged-chr3-84259792-61
NR38138--MA0039.3.KLF4	chr2	144224476	144224486	+	0.000	0.000	Merged-chr2-144224483-67
NR30392--MA0599.1.KLF5	chr18	20946558	20946567	+	0.000	0.000	Merged-chr18-20946448-65
NR27919--MA0741.1.KLF16	chr17	29490634	29490644	+	0.000	0.000	Merged-chr17-29490702-78
NR2373--MA0493.1.Klf1	chr1	136415262	136415272	-	0.000	0.000	Merged-chr1-136415287-72
NR66431--MA0741.1.KLF16	chr9	51764949	51764959	-	0.000	0.000	Merged-chr9-51764760-1
NR43316--MA0599.1.KLF5	chr3	142688680	142688689	-	0.000	0.000	Merged-chr3-142688787-41
NR69693--MA0741.1.KLF16	chrX	38182054	38182064	-	0.000	0.000	Merged-chrX-38181994-21
NR17614--MA0740.1.KLF14	chr13	74166918	74166931	+	0.000	0.000	Merged-chr13-74166987-58
NR36098--MA0493.1.Klf1	chr2	69135808	69135818	+	0.000	0.000	Merged-chr2-69135944-40
NR20755--MA0741.1.KLF16	chr14	70635880	70635890	+	0.000	0.000	Merged-chr14-70635949-38
NR52825--MA0599.1.KLF5	chr5	144358132	144358141	-	0.000	0.000	Merged-chr5-144358177-56
NR64399--MA0740.1.KLF14	chr8	106168860	106168873	-	0.000	0.000	Merged-chr8-106168973-61
NR15296--MA1107.1.KLF9	chr12	104998155	104998167	+	0.000	0.000	Merged-chr12-104998025-20
NR35349--MA0599.1.KLF5	chr2	33131016	33131025	+	0.000	0.000	Merged-chr2-33131105-122
NR6929--MA1107.1.KLF9	chr10	81247996	81248008	+	0.000	0.000	Merged-chr10-81248090-40
NR10187--MA1107.1.KLF9	chr11	60937933	60937945	-	0.000	0.000	Merged-chr11-60937827-26
NR44066--MA0741.1.KLF16	chr3	159840289	159840299	-	0.000	0.000	Merged-chr3-159840263-108
NR70060--MA1107.1.KLF9	chrX	101163430	101163442	-	0.000	0.000	Merged-chrX-101163696-15
NR57915--MA1107.1.KLF9	chr7	16891758	16891770	+	0.000	0.000	Merged-chr7-16891959-60
NR33289--MA1107.1.KLF9	chr19	29805106	29805118	+	0.000	0.000	Merged-chr19-29805286-18
NR41247--MA1107.1.KLF9	chr3	88510189	88510201	-	0.000	0.000	Merged-chr3-88510082-59
NR38520--MA0599.1.KLF5	chr2	152344161	152344170	+	0.000	0.000	Merged-chr2-152344055-110
NR37170--MA0741.1.KLF16	chr2	116893942	116893952	+	0.000	0.000	Merged-chr2-116894094-31
NR31441--MA0493.1.Klf1	chr18	67212684	67212694	+	0.000	0.000	Merged-chr18-67212775-57
NR58912--MA0599.1.KLF5	chr7	44997594	44997603	-	0.000	0.000	Merged-chr7-44997631-86
NR5876--MA0599.1.KLF5	chr10	59951879	59951888	+	0.000	0.000	Merged-chr10-59952014-65
NR46575--MA0039.3.KLF4	chr4	124936958	124936968	+	0.000	0.000	Merged-chr4-124937021-50
NR54543--MA0493.1.Klf1	chr6	72789081	72789091	-	0.000	0.000	Merged-chr6-72789260-100
NR13010--MA0599.1.KLF5	chr11	117825868	117825877	-	0.000	0.000	Merged-chr11-117825821-14
NR45763--MA0741.1.KLF16	chr4	101235199	101235209	+	0.000	0.000	Merged-chr4-101235092-24
NR19607--MA0493.1.Klf1	chr14	25522578	25522588	+	0.000	0.000	Merged-chr14-25522595-18
NR32--MA0742.1.Klf12	chr1	7455103	7455117	+	0.000	0.000	Merged-chr1-7455103-17
NR34953--MA0599.1.KLF5	chr2	26586945	26586954	+	0.000	0.000	Merged-chr2-26586785-35
NR3468--MA0599.1.KLF5	chr1	172148003	172148012	+	0.000	0.000	Merged-chr1-172148309-80
NR6178--MA0599.1.KLF5	chr10	69571692	69571701	-	0.000	0.000	Merged-chr10-69571391-44
