#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR10557--MA0495.2.MAFF	chr6	128345840	128345860	+	0.000	0.000	Merged-chr6-128345779-18
NR11596--MA0089.1.MAFG::NFE2L1	chr7	145253362	145253367	+	0.000	0.000	Merged-chr7-145253287-29
NR10552--MA0089.1.MAFG::NFE2L1	chr6	127767654	127767659	+	0.000	0.000	Merged-chr6-127767567-1
NR10102--MA0117.2.Mafb	chr6	57823187	57823198	+	0.000	0.000	Merged-chr6-57823201-33
NR12862--MA0495.2.MAFF	chrX	42336960	42336980	-	0.000	0.000	Merged-chrX-42336875-23
NR7893--MA0089.1.MAFG::NFE2L1	chr3	96936772	96936777	-	0.000	0.000	Merged-chr3-96936595-28
NR164--MA0089.1.MAFG::NFE2L1	chr1	55410799	55410804	+	0.000	0.000	Merged-chr1-55410920-19
NR2730--MA0089.1.MAFG::NFE2L1	chr12	93230482	93230487	+	0.000	0.000	Merged-chr12-93230592-22
NR11373--MA0501.1.MAF::NFE2	chr7	118996213	118996227	+	0.000	0.000	Merged-chr7-118996312-34
NR10214--MA0117.2.Mafb	chr6	83478971	83478982	+	0.000	0.000	Merged-chr6-83478852-15
NR10267--MA0591.1.Bach1::Mafk	chr6	91489112	91489126	+	0.000	0.000	Merged-chr6-91488939-35
NR4385--MA0495.2.MAFF	chr15	73627474	73627494	-	0.000	0.000	Merged-chr15-73627530-51
NR5217--MA0117.2.Mafb	chr17	23620490	23620501	-	0.000	0.000	Merged-chr17-23620522-49
NR10178--MA0501.1.MAF::NFE2	chr6	71804373	71804387	+	0.000	0.000	Merged-chr6-71804230-33
NR4362--MA0496.2.MAFK	chr15	72859522	72859540	+	0.000	0.000	Merged-chr15-72859470-25
NR7629--MA0089.1.MAFG::NFE2L1	chr3	19451182	19451187	+	0.000	0.000	Merged-chr3-19451166-41
NR9733--MA0591.1.Bach1::Mafk	chr5	123980971	123980985	+	0.000	0.000	Merged-chr5-123980964-39
NR4497--MA0501.1.MAF::NFE2	chr15	85377115	85377129	+	0.000	0.000	Merged-chr15-85377015-15
NR3106--MA0089.1.MAFG::NFE2L1	chr13	24487237	24487242	+	0.000	0.000	Merged-chr13-24487447-67
NR6371--MA0089.1.MAFG::NFE2L1	chr2	6711263	6711268	+	0.000	0.000	Merged-chr2-6711188-63
NR2232--MA0501.1.MAF::NFE2	chr11	101620188	101620202	-	0.000	0.000	Merged-chr11-101620245-33
NR1462--MA0591.1.Bach1::Mafk	chr10	81473052	81473066	-	0.000	0.000	Merged-chr10-81473073-16
NR1988--MA0501.1.MAF::NFE2	chr11	60353048	60353062	-	0.000	0.000	Merged-chr11-60353018-61
NR2187--MA0496.2.MAFK	chr11	94370922	94370940	-	0.000	0.000	Merged-chr11-94371007-27
NR10559--MA0117.2.Mafb	chr6	128345849	128345860	-	0.000	0.000	Merged-chr6-128345779-18
NR6107--MA0089.1.MAFG::NFE2L1	chr19	15984878	15984883	+	0.000	0.000	Merged-chr19-15984948-62
NR2669--MA0089.1.MAFG::NFE2L1	chr12	85304901	85304906	-	0.000	0.000	Merged-chr12-85304926-18
NR855--MA0089.1.MAFG::NFE2L1	chr1	170218615	170218620	+	0.000	0.000	Merged-chr1-170218734-21
NR2178--MA0089.1.MAFG::NFE2L1	chr11	94133401	94133406	-	0.000	0.000	Merged-chr11-94133597-36
NR8832--MA0089.1.MAFG::NFE2L1	chr4	117124564	117124569	+	0.000	0.000	Merged-chr4-117124661-56
NR4942--MA0117.2.Mafb	chr16	76202324	76202335	-	0.000	0.000	Merged-chr16-76202306-30
NR5501--MA0591.1.Bach1::Mafk	chr17	80762648	80762662	+	0.000	0.000	Merged-chr17-80762560-27
NR4245--MA0591.1.Bach1::Mafk	chr15	50942747	50942761	+	0.000	0.000	Merged-chr15-50942797-12
NR6869--MA0496.2.MAFK	chr2	104459198	104459216	-	0.000	0.000	Merged-chr2-104459041-25
NR6053--MA0501.1.MAF::NFE2	chr19	4299739	4299753	-	0.000	0.000	Merged-chr19-4299826-2
NR4567--MA0591.1.Bach1::Mafk	chr15	96953632	96953646	+	0.000	0.000	Merged-chr15-96953639-31
NR12168--MA0496.2.MAFK	chr8	128333588	128333606	-	0.000	0.000	Merged-chr8-128333532-18
NR10911--MA0495.2.MAFF	chr7	25107335	25107355	-	0.000	0.000	Merged-chr7-25107253-25
NR6073--MA0591.1.Bach1::Mafk	chr19	7483219	7483233	+	0.000	0.000	Merged-chr19-7483296-85
NR503--MA0501.1.MAF::NFE2	chr1	120197405	120197419	+	0.000	0.000	Merged-chr1-120197360-57
NR8140--MA0501.1.MAF::NFE2	chr3	135604831	135604845	+	0.000	0.000	Merged-chr3-135604723-37
NR5931--MA0089.1.MAFG::NFE2L1	chr18	75426321	75426326	-	0.000	0.000	Merged-chr18-75426395-54
NR8521--MA0591.1.Bach1::Mafk	chr4	56091231	56091245	-	0.000	0.000	Merged-chr4-56091042-1
NR470--MA0495.2.MAFF	chr1	107590012	107590032	+	0.000	0.000	Merged-chr1-107590197-16
NR3281--MA0089.1.MAFG::NFE2L1	chr13	63566390	63566395	+	0.000	0.000	Merged-chr13-63566288-41
NR11334--MA0495.2.MAFF	chr7	114301694	114301714	+	0.000	0.000	Merged-chr7-114301594-55
NR9889--MA0089.1.MAFG::NFE2L1	chr5	149160677	149160682	-	0.000	0.000	Merged-chr5-149160687-30
NR3933--MA0591.1.Bach1::Mafk	chr14	71104158	71104172	-	0.000	0.000	Merged-chr14-71104246-27
NR7425--MA0089.1.MAFG::NFE2L1	chr2	166399330	166399335	+	0.000	0.000	Merged-chr2-166399399-25
NR11633--MA0591.1.Bach1::Mafk	chr8	18564866	18564880	-	0.000	0.000	Merged-chr8-18564769-25
NR2943--MA0089.1.MAFG::NFE2L1	chr12	115008646	115008651	-	0.000	0.000	Merged-chr12-115008718-17
NR7991--MA0089.1.MAFG::NFE2L1	chr3	108504044	108504049	+	0.000	0.000	Merged-chr3-108504114-26
NR5151--MA0089.1.MAFG::NFE2L1	chr17	6961280	6961285	+	0.000	0.000	Merged-chr17-6961334-74
NR12720--MA0501.1.MAF::NFE2	chr9	113812157	113812171	-	0.000	0.000	Merged-chr9-113812363-64
NR11688--MA0501.1.MAF::NFE2	chr8	34208229	34208243	+	0.000	0.000	Merged-chr8-34208072-51
NR5859--MA0501.1.MAF::NFE2	chr18	65016032	65016046	+	0.000	0.000	Merged-chr18-65016159-16
NR8065--MA0089.1.MAFG::NFE2L1	chr3	126831607	126831612	-	0.000	0.000	Merged-chr3-126831628-17
NR416--MA0496.2.MAFK	chr1	94497026	94497044	+	0.000	0.000	Merged-chr1-94497080-23
NR6786--MA0089.1.MAFG::NFE2L1	chr2	91088274	91088279	+	0.000	0.000	Merged-chr2-91088396-18
NR12528--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR5053--MA0591.1.Bach1::Mafk	chr16	92400178	92400192	-	0.000	0.000	Merged-chr16-92400195-21
NR2658--MA0501.1.MAF::NFE2	chr12	82284810	82284824	-	0.000	0.000	Merged-chr12-82284829-46
NR4680--MA0501.1.MAF::NFE2	chr16	18377408	18377422	+	0.000	0.000	Merged-chr16-18377300-20
NR9800--MA0591.1.Bach1::Mafk	chr5	136186816	136186830	-	0.000	0.000	Merged-chr5-136186956-28
NR5453--MA0089.1.MAFG::NFE2L1	chr17	73263292	73263297	-	0.000	0.000	Merged-chr17-73263273-50
NR2557--MA0659.1.MAFG	chr12	36624038	36624058	-	0.000	0.000	Merged-chr12-36624085-4
NR12321--MA0495.2.MAFF	chr9	48538398	48538418	-	0.000	0.000	Merged-chr9-48538454-59
NR7539--MA0495.2.MAFF	chr2	174566021	174566041	-	0.000	0.000	Merged-chr2-174566072-46
NR6482--MA0591.1.Bach1::Mafk	chr2	31062429	31062443	+	0.000	0.000	Merged-chr2-31062467-40
NR5489--MA0495.2.MAFF	chr17	80139917	80139937	+	0.000	0.000	Merged-chr17-80140059-47
NR10574--MA0501.1.MAF::NFE2	chr6	128889036	128889050	+	0.000	0.000	Merged-chr6-128889092-57
NR11848--MA0591.1.Bach1::Mafk	chr8	84908546	84908560	-	0.000	0.000	Merged-chr8-84908616-54
NR12157--MA0089.1.MAFG::NFE2L1	chr8	127655774	127655779	+	0.000	0.000	Merged-chr8-127655779-25
NR4624--MA0089.1.MAFG::NFE2L1	chr16	8728411	8728416	-	0.000	0.000	Merged-chr16-8728485-34
NR3542--MA0495.2.MAFF	chr13	108763560	108763580	+	0.000	0.000	Merged-chr13-108763497-25
NR8677--MA0501.1.MAF::NFE2	chr4	95162623	95162637	-	0.000	0.000	Merged-chr4-95162673-9
NR9613--MA0501.1.MAF::NFE2	chr5	105732924	105732938	+	0.000	0.000	Merged-chr5-105732928-2
NR9973--MA0591.1.Bach1::Mafk	chr6	28351376	28351390	+	0.000	0.000	Merged-chr6-28351294-19
NR3302--MA0117.2.Mafb	chr13	69821657	69821668	-	0.000	0.000	Merged-chr13-69821460-47
NR5037--MA0495.2.MAFF	chr16	91458460	91458480	-	0.000	0.000	Merged-chr16-91458456-57
NR7996--MA0591.1.Bach1::Mafk	chr3	108975156	108975170	+	0.000	0.000	Merged-chr3-108975255-11
NR1448--MA0501.1.MAF::NFE2	chr10	80249141	80249155	-	0.000	0.000	Merged-chr10-80249310-65
NR12620--MA0089.1.MAFG::NFE2L1	chr9	96696411	96696416	-	0.000	0.000	Merged-chr9-96696442-50
NR4711--MA0089.1.MAFG::NFE2L1	chr16	23272310	23272315	+	0.000	0.000	Merged-chr16-23272438-10
NR459--MA0659.1.MAFG	chr1	106187695	106187715	+	0.000	0.000	Merged-chr1-106187715-26
NR6556--MA0496.2.MAFK	chr2	44953120	44953138	-	0.000	0.000	Merged-chr2-44953031-31
NR4377--MA0501.1.MAF::NFE2	chr15	73268469	73268483	-	0.000	0.000	Merged-chr15-73268336-36
NR4310--MA0501.1.MAF::NFE2	chr15	62482565	62482579	+	0.000	0.000	Merged-chr15-62482463-45
NR8304--MA0659.1.MAFG	chr3	153260800	153260820	-	0.000	0.000	Merged-chr3-153260790-34
NR8674--MA0591.1.Bach1::Mafk	chr4	95162626	95162640	-	0.000	0.000	Merged-chr4-95162673-9
NR8526--MA0495.2.MAFF	chr4	57640333	57640353	+	0.000	0.000	Merged-chr4-57640378-35
NR5039--MA0659.1.MAFG	chr16	91458460	91458480	-	0.000	0.000	Merged-chr16-91458456-57
NR7400--MA0501.1.MAF::NFE2	chr2	163719348	163719362	-	0.000	0.000	Merged-chr2-163719480-37
NR11126--MA0089.1.MAFG::NFE2L1	chr7	79392945	79392950	-	0.000	0.000	Merged-chr7-79393101-2
NR1559--MA0496.2.MAFK	chr10	94913465	94913483	+	0.000	0.000	Merged-chr10-94913400-13
NR4269--MA0496.2.MAFK	chr15	59618660	59618678	+	0.000	0.000	Merged-chr15-59618561-44
NR587--MA0495.2.MAFF	chr1	135873063	135873083	-	0.000	0.000	Merged-chr1-135873175-7
NR4522--MA0089.1.MAFG::NFE2L1	chr15	91619520	91619525	-	0.000	0.000	Merged-chr15-91619613-11
NR3102--MA0089.1.MAFG::NFE2L1	chr13	23556211	23556216	-	0.000	0.000	Merged-chr13-23556170-26
NR3248--MA0591.1.Bach1::Mafk	chr13	55464793	55464807	+	0.000	0.000	Merged-chr13-55464767-2
NR818--MA0501.1.MAF::NFE2	chr1	164395262	164395276	-	0.000	0.000	Merged-chr1-164395295-18
NR879--MA0089.1.MAFG::NFE2L1	chr1	171995194	171995199	-	0.000	0.000	Merged-chr1-171995343-37
NR3808--MA0089.1.MAFG::NFE2L1	chr14	54701526	54701531	+	0.000	0.000	Merged-chr14-54701583-8
NR2657--MA0591.1.Bach1::Mafk	chr12	82284813	82284827	-	0.000	0.000	Merged-chr12-82284829-46
NR10164--MA0495.2.MAFF	chr6	70714455	70714475	+	0.000	0.000	Merged-chr6-70714490-34
NR388--MA0089.1.MAFG::NFE2L1	chr1	90739103	90739108	+	0.000	0.000	Merged-chr1-90739110-18
NR12142--MA0089.1.MAFG::NFE2L1	chr8	126839598	126839603	-	0.000	0.000	Merged-chr8-126839529-33
NR1534--MA0089.1.MAFG::NFE2L1	chr10	92722429	92722434	+	0.000	0.000	Merged-chr10-92722301-72
NR589--MA0659.1.MAFG	chr1	135873063	135873083	+	0.000	0.000	Merged-chr1-135873175-7
NR4287--MA0496.2.MAFK	chr15	60141741	60141759	+	0.000	0.000	Merged-chr15-60141822-49
NR10080--MA0501.1.MAF::NFE2	chr6	52825772	52825786	-	0.000	0.000	Merged-chr6-52825813-18
NR7609--MA0591.1.Bach1::Mafk	chr3	9767227	9767241	+	0.000	0.000	Merged-chr3-9767219-17
NR2550--MA0089.1.MAFG::NFE2L1	chr12	35712888	35712893	+	0.000	0.000	Merged-chr12-35712933-26
NR9974--MA0501.1.MAF::NFE2	chr6	28351379	28351393	+	0.000	0.000	Merged-chr6-28351294-19
NR1600--MA0495.2.MAFF	chr10	99221678	99221698	-	0.000	0.000	Merged-chr10-99221651-27
NR12480--MA0659.1.MAFG	chr9	78039248	78039268	+	0.000	0.000	Merged-chr9-78039218-36
NR1257--MA0117.2.Mafb	chr10	39192984	39192995	+	0.000	0.000	Merged-chr10-39192937-50
NR144--MA0495.2.MAFF	chr1	52274428	52274448	+	0.000	0.000	Merged-chr1-52274408-12
NR3896--MA0089.1.MAFG::NFE2L1	chr14	68044971	68044976	-	0.000	0.000	Merged-chr14-68044800-35
NR10385--MA0089.1.MAFG::NFE2L1	chr6	108426895	108426900	+	0.000	0.000	Merged-chr6-108426934-21
NR2476--MA0089.1.MAFG::NFE2L1	chr12	15900275	15900280	+	0.000	0.000	Merged-chr12-15900388-10
NR5551--MA0089.1.MAFG::NFE2L1	chr17	86937939	86937944	-	0.000	0.000	Merged-chr17-86937929-29
NR3143--MA0591.1.Bach1::Mafk	chr13	41249758	41249772	-	0.000	0.000	Merged-chr13-41249879-71
NR4044--MA0501.1.MAF::NFE2	chr14	103469658	103469672	-	0.000	0.000	Merged-chr14-103469586-86
NR2893--MA0501.1.MAF::NFE2	chr12	112617406	112617420	-	0.000	0.000	Merged-chr12-112617493-30
NR256--MA0495.2.MAFF	chr1	72320874	72320894	-	0.000	0.000	Merged-chr1-72320998-10
NR7045--MA0089.1.MAFG::NFE2L1	chr2	119034821	119034826	-	0.000	0.000	Merged-chr2-119034979-52
NR5863--MA0659.1.MAFG	chr18	65319223	65319243	-	0.000	0.000	Merged-chr18-65319104-54
NR4109--MA0501.1.MAF::NFE2	chr14	118796414	118796428	+	0.000	0.000	Merged-chr14-118796395-16
NR10048--MA0495.2.MAFF	chr6	48693756	48693776	-	0.000	0.000	Merged-chr6-48693973-35
NR1916--MA0591.1.Bach1::Mafk	chr11	43681869	43681883	+	0.000	0.000	Merged-chr11-43682127-96
NR8580--MA0495.2.MAFF	chr4	63840667	63840687	+	0.000	0.000	Merged-chr4-63840637-20
NR10166--MA0117.2.Mafb	chr6	70714464	70714475	-	0.000	0.000	Merged-chr6-70714490-34
NR11026--MA0495.2.MAFF	chr7	51892730	51892750	-	0.000	0.000	Merged-chr7-51892724-31
NR1358--MA0089.1.MAFG::NFE2L1	chr10	60161230	60161235	+	0.000	0.000	Merged-chr10-60161046-15
NR280--MA0117.2.Mafb	chr1	74438159	74438170	+	0.000	0.000	Merged-chr1-74438278-27
NR5362--MA0089.1.MAFG::NFE2L1	chr17	56269399	56269404	-	0.000	0.000	Merged-chr17-56269390-41
NR9956--MA0496.2.MAFK	chr6	15726620	15726638	+	0.000	0.000	Merged-chr6-15726718-35
NR292--MA0591.1.Bach1::Mafk	chr1	78644144	78644158	-	0.000	0.000	Merged-chr1-78644356-22
NR10616--MA0591.1.Bach1::Mafk	chr6	134425306	134425320	+	0.000	0.000	Merged-chr6-134425334-10
NR2150--MA0117.2.Mafb	chr11	88430417	88430428	-	0.000	0.000	Merged-chr11-88430516-31
NR9029--MA0501.1.MAF::NFE2	chr4	144986313	144986327	-	0.000	0.000	Merged-chr4-144986370-39
NR6120--MA0591.1.Bach1::Mafk	chr19	21200066	21200080	+	0.000	0.000	Merged-chr19-21199898-12
NR3806--MA0089.1.MAFG::NFE2L1	chr14	54479573	54479578	-	0.000	0.000	Merged-chr14-54479662-31
NR4244--MA0089.1.MAFG::NFE2L1	chr15	50942719	50942724	-	0.000	0.000	Merged-chr15-50942797-12
NR1809--MA0591.1.Bach1::Mafk	chr11	3127197	3127211	-	0.000	0.000	Merged-chr11-3127341-13
NR3910--MA0495.2.MAFF	chr14	69813196	69813216	+	0.000	0.000	Merged-chr14-69813335-19
NR4230--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR12946--MA0089.1.MAFG::NFE2L1	chrX	102071376	102071381	-	0.000	0.000	Merged-chrX-102071254-29
NR11722--MA0659.1.MAFG	chr8	46550338	46550358	-	0.000	0.000	Merged-chr8-46550228-39
NR5100--MA0591.1.Bach1::Mafk	chr16	96030981	96030995	-	0.000	0.000	Merged-chr16-96030968-16
NR10511--MA0117.2.Mafb	chr6	124702925	124702936	-	0.000	0.000	Merged-chr6-124702959-17
NR5422--MA0591.1.Bach1::Mafk	chr17	66101702	66101716	-	0.000	0.000	Merged-chr17-66101673-100
NR5514--MA0117.2.Mafb	chr17	83666804	83666815	-	0.000	0.000	Merged-chr17-83666792-23
NR2301--MA0501.1.MAF::NFE2	chr11	109434793	109434807	-	0.000	0.000	Merged-chr11-109434619-26
NR3208--MA0501.1.MAF::NFE2	chr13	51726341	51726355	-	0.000	0.000	Merged-chr13-51726299-41
NR2180--MA0495.2.MAFF	chr11	94370921	94370941	+	0.000	0.000	Merged-chr11-94371007-27
NR4628--MA0496.2.MAFK	chr16	8728551	8728569	+	0.000	0.000	Merged-chr16-8728485-34
NR10188--MA0501.1.MAF::NFE2	chr6	72601928	72601942	-	0.000	0.000	Merged-chr6-72601954-26
NR70--MA0591.1.Bach1::Mafk	chr1	32104251	32104265	-	0.000	0.000	Merged-chr1-32104339-13
NR11424--MA0089.1.MAFG::NFE2L1	chr7	123377957	123377962	-	0.000	0.000	Merged-chr7-123378098-56
NR169--MA0659.1.MAFG	chr1	55448118	55448138	-	0.000	0.000	Merged-chr1-55448277-23
NR5360--MA0089.1.MAFG::NFE2L1	chr17	56079565	56079570	-	0.000	0.000	Merged-chr17-56079386-89
NR12382--MA0117.2.Mafb	chr9	57943246	57943257	-	0.000	0.000	Merged-chr9-57943219-21
NR9128--MA0089.1.MAFG::NFE2L1	chr4	152362244	152362249	+	0.000	0.000	Merged-chr4-152362349-23
NR6640--MA0659.1.MAFG	chr2	61454515	61454535	-	0.000	0.000	Merged-chr2-61454563-42
NR7170--MA0117.2.Mafb	chr2	132874109	132874120	-	0.000	0.000	Merged-chr2-132874056-29
NR4296--MA0591.1.Bach1::Mafk	chr15	62092036	62092050	-	0.000	0.000	Merged-chr15-62091960-25
NR8236--MA0495.2.MAFF	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR4155--MA0089.1.MAFG::NFE2L1	chr15	9435986	9435991	+	0.000	0.000	Merged-chr15-9435954-24
NR1456--MA0089.1.MAFG::NFE2L1	chr10	80999949	80999954	-	0.000	0.000	Merged-chr10-81000017-24
NR8428--MA0496.2.MAFK	chr4	32388168	32388186	+	0.000	0.000	Merged-chr4-32388354-27
NR957--MA0659.1.MAFG	chr1	182101795	182101815	+	0.000	0.000	Merged-chr1-182101708-11
NR12900--MA0501.1.MAF::NFE2	chrX	77509299	77509313	+	0.000	0.000	Merged-chrX-77509424-59
NR6516--MA0089.1.MAFG::NFE2L1	chr2	34790510	34790515	+	0.000	0.000	Merged-chr2-34790571-52
NR4646--MA0496.2.MAFK	chr16	11501266	11501284	+	0.000	0.000	Merged-chr16-11501282-30
NR397--MA0089.1.MAFG::NFE2L1	chr1	91755238	91755243	-	0.000	0.000	Merged-chr1-91755348-8
NR3776--MA0501.1.MAF::NFE2	chr14	47664628	47664642	-	0.000	0.000	Merged-chr14-47664615-11
NR2773--MA0501.1.MAF::NFE2	chr12	100903999	100904013	-	0.000	0.000	Merged-chr12-100903895-50
NR5662--MA0089.1.MAFG::NFE2L1	chr18	25554696	25554701	-	0.000	0.000	Merged-chr18-25554898-22
NR8390--MA0659.1.MAFG	chr4	12778374	12778394	-	0.000	0.000	Merged-chr4-12778412-28
NR7110--MA0501.1.MAF::NFE2	chr2	128465767	128465781	+	0.000	0.000	Merged-chr2-128465659-44
NR11731--MA0117.2.Mafb	chr8	46748008	46748019	+	0.000	0.000	Merged-chr8-46747933-31
NR2084--MA0591.1.Bach1::Mafk	chr11	77467308	77467322	+	0.000	0.000	Merged-chr11-77467459-52
NR8576--MA0089.1.MAFG::NFE2L1	chr4	62764279	62764284	-	0.000	0.000	Merged-chr4-62764187-28
NR9444--MA0117.2.Mafb	chr5	77170677	77170688	-	0.000	0.000	Merged-chr5-77170742-14
NR11692--MA0501.1.MAF::NFE2	chr8	36165143	36165157	-	0.000	0.000	Merged-chr8-36165125-29
NR1171--MA0591.1.Bach1::Mafk	chr10	13424664	13424678	+	0.000	0.000	Merged-chr10-13424690-40
NR11447--MA0591.1.Bach1::Mafk	chr7	125638809	125638823	-	0.000	0.000	Merged-chr7-125638939-46
NR12251--MA0089.1.MAFG::NFE2L1	chr9	25592348	25592353	-	0.000	0.000	Merged-chr9-25592229-40
NR12228--MA0496.2.MAFK	chr9	15530006	15530024	-	0.000	0.000	Merged-chr9-15530031-64
NR2398--MA0089.1.MAFG::NFE2L1	chr11	119352198	119352203	-	0.000	0.000	Merged-chr11-119352427-33
NR12317--MA0591.1.Bach1::Mafk	chr9	48444053	48444067	-	0.000	0.000	Merged-chr9-48444071-7
NR1522--MA0117.2.Mafb	chr10	90981770	90981781	+	0.000	0.000	Merged-chr10-90981841-14
NR2566--MA0501.1.MAF::NFE2	chr12	41090047	41090061	+	0.000	0.000	Merged-chr12-41090116-16
NR7701--MA0591.1.Bach1::Mafk	chr3	52369331	52369345	+	0.000	0.000	Merged-chr3-52369347-12
NR1820--MA0501.1.MAF::NFE2	chr11	4297996	4298010	-	0.000	0.000	Merged-chr11-4298043-4
NR6038--MA0089.1.MAFG::NFE2L1	chr18	89272536	89272541	+	0.000	0.000	Merged-chr18-89272605-14
NR7834--MA0089.1.MAFG::NFE2L1	chr3	89459082	89459087	+	0.000	0.000	Merged-chr3-89459176-81
NR10204--MA0089.1.MAFG::NFE2L1	chr6	82702798	82702803	-	0.000	0.000	Merged-chr6-82702849-35
NR10394--MA0089.1.MAFG::NFE2L1	chr6	108570576	108570581	+	0.000	0.000	Merged-chr6-108570612-11
NR9328--MA0089.1.MAFG::NFE2L1	chr5	36465043	36465048	+	0.000	0.000	Merged-chr5-36465079-55
NR9704--MA0089.1.MAFG::NFE2L1	chr5	118413583	118413588	+	0.000	0.000	Merged-chr5-118413614-33
NR2299--MA0591.1.Bach1::Mafk	chr11	109375549	109375563	+	0.000	0.000	Merged-chr11-109375589-56
NR10386--MA0501.1.MAF::NFE2	chr6	108454700	108454714	+	0.000	0.000	Merged-chr6-108454895-45
NR854--MA0117.2.Mafb	chr1	170147737	170147748	-	0.000	0.000	Merged-chr1-170147878-39
NR3053--MA0659.1.MAFG	chr13	12210426	12210446	-	0.000	0.000	Merged-chr13-12210470-24
NR7392--MA0496.2.MAFK	chr2	163155370	163155388	+	0.000	0.000	Merged-chr2-163155228-25
NR10863--MA0496.2.MAFK	chr7	13038282	13038300	+	0.000	0.000	Merged-chr7-13038148-88
NR11841--MA0496.2.MAFK	chr8	84187142	84187160	+	0.000	0.000	Merged-chr8-84187043-90
NR5486--MA0089.1.MAFG::NFE2L1	chr17	79599428	79599433	+	0.000	0.000	Merged-chr17-79599396-20
NR7614--MA0659.1.MAFG	chr3	9802432	9802452	-	0.000	0.000	Merged-chr3-9802270-83
NR1367--MA0089.1.MAFG::NFE2L1	chr10	61715406	61715411	+	0.000	0.000	Merged-chr10-61715305-29
NR7169--MA0495.2.MAFF	chr2	132874100	132874120	-	0.000	0.000	Merged-chr2-132874056-29
NR1726--MA0496.2.MAFK	chr10	120628324	120628342	+	0.000	0.000	Merged-chr10-120628264-28
NR3172--MA0495.2.MAFF	chr13	45624148	45624168	+	0.000	0.000	Merged-chr13-45624002-39
NR9515--MA0089.1.MAFG::NFE2L1	chr5	92505682	92505687	-	0.000	0.000	Merged-chr5-92505474-126
NR11535--MA0501.1.MAF::NFE2	chr7	137550249	137550263	+	0.000	0.000	Merged-chr7-137550189-13
NR4039--MA0591.1.Bach1::Mafk	chr14	103048933	103048947	-	0.000	0.000	Merged-chr14-103048950-60
NR4657--MA0089.1.MAFG::NFE2L1	chr16	13438067	13438072	+	0.000	0.000	Merged-chr16-13438050-4
NR2630--MA0117.2.Mafb	chr12	77020117	77020128	-	0.000	0.000	Merged-chr12-77020175-38
NR9734--MA0501.1.MAF::NFE2	chr5	123980974	123980988	+	0.000	0.000	Merged-chr5-123980964-39
NR3364--MA0496.2.MAFK	chr13	83318569	83318587	-	0.000	0.000	Merged-chr13-83318611-6
NR1454--MA0089.1.MAFG::NFE2L1	chr10	80656526	80656531	-	0.000	0.000	Merged-chr10-80656566-55
NR859--MA0659.1.MAFG	chr1	170729601	170729621	-	0.000	0.000	Merged-chr1-170729637-43
NR4356--MA0495.2.MAFF	chr15	72859521	72859541	+	0.000	0.000	Merged-chr15-72859470-25
NR1341--MA0501.1.MAF::NFE2	chr10	57448082	57448096	-	0.000	0.000	Merged-chr10-57448269-42
NR2857--MA0591.1.Bach1::Mafk	chr12	108811338	108811352	-	0.000	0.000	Merged-chr12-108811310-19
NR4041--MA0591.1.Bach1::Mafk	chr14	103093971	103093985	-	0.000	0.000	Merged-chr14-103093861-19
NR10879--MA0591.1.Bach1::Mafk	chr7	16295694	16295708	-	0.000	0.000	Merged-chr7-16295835-16
NR1885--MA0117.2.Mafb	chr11	30168204	30168215	-	0.000	0.000	Merged-chr11-30168139-12
NR7167--MA0089.1.MAFG::NFE2L1	chr2	132497709	132497714	-	0.000	0.000	Merged-chr2-132497706-22
NR1265--MA0089.1.MAFG::NFE2L1	chr10	40025322	40025327	-	0.000	0.000	Merged-chr10-40025208-45
NR1641--MA0089.1.MAFG::NFE2L1	chr10	110727776	110727781	-	0.000	0.000	Merged-chr10-110727955-39
NR10881--MA0591.1.Bach1::Mafk	chr7	16314090	16314104	-	0.000	0.000	Merged-chr7-16314036-50
NR9801--MA0495.2.MAFF	chr5	136550856	136550876	+	0.000	0.000	Merged-chr5-136550897-14
NR7630--MA0089.1.MAFG::NFE2L1	chr3	19707067	19707072	-	0.000	0.000	Merged-chr3-19706982-40
NR9024--MA0659.1.MAFG	chr4	144916721	144916741	+	0.000	0.000	Merged-chr4-144916675-7
NR2772--MA0089.1.MAFG::NFE2L1	chr12	100871925	100871930	+	0.000	0.000	Merged-chr12-100871796-44
NR861--MA0496.2.MAFK	chr1	170729602	170729620	-	0.000	0.000	Merged-chr1-170729637-43
NR4495--MA0495.2.MAFF	chr15	85377109	85377129	-	0.000	0.000	Merged-chr15-85377015-15
NR5112--MA0117.2.Mafb	chr16	96896875	96896886	-	0.000	0.000	Merged-chr16-96896837-9
NR11751--MA0591.1.Bach1::Mafk	chr8	65443356	65443370	+	0.000	0.000	Merged-chr8-65443536-30
