#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR8463--MA0117.2.Mafb	chr3	78958961	78958972	+	0.000	0.000	Merged-chr3-78959037-23
NR6129--MA0496.2.MAFK	chr17	86063693	86063711	+	0.000	0.000	Merged-chr17-86063661-27
NR9864--MA0496.2.MAFK	chr4	155129614	155129632	+	0.000	0.000	Merged-chr4-155129607-22
NR2836--MA0089.1.MAFG::NFE2L1	chr12	77535408	77535413	+	0.000	0.000	Merged-chr12-77535328-6
NR10862--MA0117.2.Mafb	chr6	29348047	29348058	-	0.000	0.000	Merged-chr6-29348020-58
NR5939--MA0496.2.MAFK	chr17	52312186	52312204	+	0.000	0.000	Merged-chr17-52312219-8
NR1965--MA0495.2.MAFF	chr10	117829926	117829946	+	0.000	0.000	Merged-chr10-117829855-64
NR1301--MA0089.1.MAFG::NFE2L1	chr10	25367140	25367145	-	0.000	0.000	Merged-chr10-25367048-11
NR13558--MA0501.1.MAF::NFE2	chrX	48429757	48429771	-	0.000	0.000	Merged-chrX-48429732-34
NR12216--MA0496.2.MAFK	chr7	112369097	112369115	+	0.000	0.000	Merged-chr7-112369142-36
NR733--MA0089.1.MAFG::NFE2L1	chr1	133363656	133363661	-	0.000	0.000	Merged-chr1-133363736-34
NR7362--MA0496.2.MAFK	chr2	76220724	76220742	+	0.000	0.000	Merged-chr2-76220899-10
NR13208--MA0495.2.MAFF	chr9	75582154	75582174	-	0.000	0.000	Merged-chr9-75582194-17
NR10499--MA0591.1.Bach1::Mafk	chr5	117120260	117120274	+	0.000	0.000	Merged-chr5-117120201-72
NR1519--MA0591.1.Bach1::Mafk	chr10	56486829	56486843	+	0.000	0.000	Merged-chr10-56486689-18
NR11070--MA0117.2.Mafb	chr6	65818513	65818524	-	0.000	0.000	Merged-chr6-65818480-32
NR6766--MA0089.1.MAFG::NFE2L1	chr19	10577105	10577110	-	0.000	0.000	Merged-chr19-10577280-70
NR9841--MA0089.1.MAFG::NFE2L1	chr4	149854401	149854406	+	0.000	0.000	Merged-chr4-149854542-67
NR1227--MA0089.1.MAFG::NFE2L1	chr10	16637270	16637275	-	0.000	0.000	Merged-chr10-16637271-8
NR1423--MA0501.1.MAF::NFE2	chr10	41752080	41752094	+	0.000	0.000	Merged-chr10-41752112-9
NR4547--MA0117.2.Mafb	chr14	122534096	122534107	-	0.000	0.000	Merged-chr14-122534294-63
NR7257--MA0117.2.Mafb	chr2	59438514	59438525	-	0.000	0.000	Merged-chr2-59438662-53
NR10867--MA0659.1.MAFG	chr6	30671874	30671894	-	0.000	0.000	Merged-chr6-30671721-27
NR2278--MA0659.1.MAFG	chr11	62280803	62280823	-	0.000	0.000	Merged-chr11-62280813-1
NR168--MA0089.1.MAFG::NFE2L1	chr1	36368229	36368234	+	0.000	0.000	Merged-chr1-36368235-2
NR2574--MA0501.1.MAF::NFE2	chr12	25095900	25095914	-	0.000	0.000	Merged-chr12-25096104-64
NR4539--MA0591.1.Bach1::Mafk	chr14	121903613	121903627	-	0.000	0.000	Merged-chr14-121903586-22
NR13559--MA0117.2.Mafb	chrX	48455162	48455173	+	0.000	0.000	Merged-chrX-48455147-3
NR6367--MA0591.1.Bach1::Mafk	chr18	39068276	39068290	-	0.000	0.000	Merged-chr18-39068377-42
NR7817--MA0659.1.MAFG	chr2	157131378	157131398	+	0.000	0.000	Merged-chr2-157131278-25
NR4604--MA0089.1.MAFG::NFE2L1	chr15	12268102	12268107	-	0.000	0.000	Merged-chr15-12268204-21
NR9757--MA0496.2.MAFK	chr4	142153735	142153753	-	0.000	0.000	Merged-chr4-142153700-30
NR9652--MA0089.1.MAFG::NFE2L1	chr4	115057386	115057391	-	0.000	0.000	Merged-chr4-115057224-34
NR7603--MA0501.1.MAF::NFE2	chr2	128159198	128159212	-	0.000	0.000	Merged-chr2-128159167-18
NR5735--MA0089.1.MAFG::NFE2L1	chr17	14363526	14363531	-	0.000	0.000	Merged-chr17-14363459-1
NR12237--MA0501.1.MAF::NFE2	chr7	118922763	118922777	-	0.000	0.000	Merged-chr7-118922669-15
NR10078--MA0089.1.MAFG::NFE2L1	chr5	30869665	30869670	-	0.000	0.000	Merged-chr5-30869662-46
NR4402--MA0501.1.MAF::NFE2	chr14	103469658	103469672	-	0.000	0.000	Merged-chr14-103469586-86
NR11138--MA0501.1.MAF::NFE2	chr6	72552775	72552789	-	0.000	0.000	Merged-chr6-72552853-56
NR13368--MA0089.1.MAFG::NFE2L1	chr9	96818636	96818641	+	0.000	0.000	Merged-chr9-96818698-31
NR4820--MA0591.1.Bach1::Mafk	chr15	58141314	58141328	-	0.000	0.000	Merged-chr15-58141388-72
NR12324--MA0089.1.MAFG::NFE2L1	chr7	141481139	141481144	-	0.000	0.000	Merged-chr7-141481345-79
NR6751--MA0089.1.MAFG::NFE2L1	chr19	8798592	8798597	-	0.000	0.000	Merged-chr19-8798550-51
NR1930--MA0591.1.Bach1::Mafk	chr10	111378296	111378310	+	0.000	0.000	Merged-chr10-111378501-63
NR3035--MA0495.2.MAFF	chr12	116315653	116315673	+	0.000	0.000	Merged-chr12-116315725-53
NR7065--MA0659.1.MAFG	chr2	26964418	26964438	-	0.000	0.000	Merged-chr2-26964427-62
NR2851--MA0117.2.Mafb	chr12	81845177	81845188	-	0.000	0.000	Merged-chr12-81845150-28
NR4671--MA0591.1.Bach1::Mafk	chr15	27884751	27884765	-	0.000	0.000	Merged-chr15-27884591-29
NR4502--MA0089.1.MAFG::NFE2L1	chr14	118838307	118838312	+	0.000	0.000	Merged-chr14-118838158-1
NR3978--MA0089.1.MAFG::NFE2L1	chr14	17414480	17414485	+	0.000	0.000	Merged-chr14-17414498-32
NR10467--MA0089.1.MAFG::NFE2L1	chr5	105541195	105541200	+	0.000	0.000	Merged-chr5-105541026-23
NR5142--MA0089.1.MAFG::NFE2L1	chr16	8870002	8870007	+	0.000	0.000	Merged-chr16-8869938-27
NR8045--MA0591.1.Bach1::Mafk	chr3	9500068	9500082	-	0.000	0.000	Merged-chr3-9499976-58
NR1533--MA0117.2.Mafb	chr10	57753275	57753286	-	0.000	0.000	Merged-chr10-57753371-62
NR8432--MA0089.1.MAFG::NFE2L1	chr3	75579548	75579553	+	0.000	0.000	Merged-chr3-75579485-29
NR12222--MA0089.1.MAFG::NFE2L1	chr7	113143717	113143722	+	0.000	0.000	Merged-chr7-113143723-32
NR6864--MA0089.1.MAFG::NFE2L1	chr19	53479841	53479846	+	0.000	0.000	Merged-chr19-53479762-36
NR2981--MA0117.2.Mafb	chr12	105069094	105069105	+	0.000	0.000	Merged-chr12-105069151-33
NR5820--MA0089.1.MAFG::NFE2L1	chr17	28257058	28257063	-	0.000	0.000	Merged-chr17-28256965-58
NR3661--MA0089.1.MAFG::NFE2L1	chr13	102645056	102645061	-	0.000	0.000	Merged-chr13-102645059-45
NR10539--MA0495.2.MAFF	chr5	125158606	125158626	-	0.000	0.000	Merged-chr5-125158641-59
NR5155--MA0089.1.MAFG::NFE2L1	chr16	11646904	11646909	-	0.000	0.000	Merged-chr16-11646915-14
NR4261--MA0117.2.Mafb	chr14	73334017	73334028	-	0.000	0.000	Merged-chr14-73334058-7
NR13584--MA0496.2.MAFK	chrX	53670508	53670526	-	0.000	0.000	Merged-chrX-53670342-87
NR6084--MA0089.1.MAFG::NFE2L1	chr17	80772610	80772615	+	0.000	0.000	Merged-chr17-80772766-52
NR10657--MA0117.2.Mafb	chr5	149454657	149454668	-	0.000	0.000	Merged-chr5-149454508-33
NR13219--MA0591.1.Bach1::Mafk	chr9	77467015	77467029	-	0.000	0.000	Merged-chr9-77466988-20
NR4915--MA0659.1.MAFG	chr15	73627474	73627494	+	0.000	0.000	Merged-chr15-73627530-51
NR353--MA0089.1.MAFG::NFE2L1	chr1	69683215	69683220	-	0.000	0.000	Merged-chr1-69683222-14
NR11715--MA0591.1.Bach1::Mafk	chr7	16314090	16314104	-	0.000	0.000	Merged-chr7-16314036-50
NR5783--MA0496.2.MAFK	chr17	23630406	23630424	-	0.000	0.000	Merged-chr17-23630399-39
NR6756--MA0591.1.Bach1::Mafk	chr19	8997799	8997813	-	0.000	0.000	Merged-chr19-8997882-60
NR6877--MA0089.1.MAFG::NFE2L1	chr19	57355715	57355720	+	0.000	0.000	Merged-chr19-57355886-69
NR11645--MA0501.1.MAF::NFE2	chr6	147744309	147744323	-	0.000	0.000	Merged-chr6-147744282-3
NR12952--MA0591.1.Bach1::Mafk	chr8	125557554	125557568	-	0.000	0.000	Merged-chr8-125557520-11
NR12716--MA0117.2.Mafb	chr8	77713970	77713981	+	0.000	0.000	Merged-chr8-77713879-9
NR6950--MA0591.1.Bach1::Mafk	chr2	11205820	11205834	+	0.000	0.000	Merged-chr2-11205998-7
NR11718--MA0496.2.MAFK	chr7	16314088	16314106	-	0.000	0.000	Merged-chr7-16314036-50
NR13157--MA0591.1.Bach1::Mafk	chr9	57421461	57421475	+	0.000	0.000	Merged-chr9-57421302-52
NR164--MA0089.1.MAFG::NFE2L1	chr1	35813793	35813798	-	0.000	0.000	Merged-chr1-35813885-25
NR416--MA0495.2.MAFF	chr1	78422793	78422813	-	0.000	0.000	Merged-chr1-78422740-38
NR7616--MA0117.2.Mafb	chr2	131254122	131254133	-	0.000	0.000	Merged-chr2-131254013-54
NR3973--MA0659.1.MAFG	chr14	17414421	17414441	+	0.000	0.000	Merged-chr14-17414498-32
NR8634--MA0501.1.MAF::NFE2	chr3	104963531	104963545	-	0.000	0.000	Merged-chr3-104963538-12
NR6209--MA0089.1.MAFG::NFE2L1	chr18	5688514	5688519	+	0.000	0.000	Merged-chr18-5688501-28
NR872--MA0496.2.MAFK	chr1	161480012	161480030	-	0.000	0.000	Merged-chr1-161480099-19
NR8397--MA0117.2.Mafb	chr3	67573197	67573208	-	0.000	0.000	Merged-chr3-67573176-41
NR514--MA0496.2.MAFK	chr1	94497026	94497044	+	0.000	0.000	Merged-chr1-94497080-23
NR6882--MA0496.2.MAFK	chr19	58104747	58104765	-	0.000	0.000	Merged-chr19-58104736-34
NR2609--MA0591.1.Bach1::Mafk	chr12	32635200	32635214	-	0.000	0.000	Merged-chr12-32635321-24
NR10309--MA0591.1.Bach1::Mafk	chr5	76565523	76565537	+	0.000	0.000	Merged-chr5-76565486-34
NR1784--MA0591.1.Bach1::Mafk	chr10	94378532	94378546	+	0.000	0.000	Merged-chr10-94378414-58
NR11322--MA0117.2.Mafb	chr6	108426942	108426953	+	0.000	0.000	Merged-chr6-108426934-21
NR7527--MA0089.1.MAFG::NFE2L1	chr2	113966658	113966663	-	0.000	0.000	Merged-chr2-113966529-16
NR230--MA0659.1.MAFG	chr1	52631241	52631261	+	0.000	0.000	Merged-chr1-52631121-87
NR4828--MA0089.1.MAFG::NFE2L1	chr15	59618610	59618615	-	0.000	0.000	Merged-chr15-59618561-44
NR6736--MA0591.1.Bach1::Mafk	chr19	4182103	4182117	+	0.000	0.000	Merged-chr19-4182054-8
NR8180--MA0496.2.MAFK	chr3	28031827	28031845	-	0.000	0.000	Merged-chr3-28031945-16
NR11825--MA0591.1.Bach1::Mafk	chr7	44772919	44772933	-	0.000	0.000	Merged-chr7-44772778-41
NR3967--MA0495.2.MAFF	chr14	17414421	17414441	+	0.000	0.000	Merged-chr14-17414498-32
NR3010--MA0591.1.Bach1::Mafk	chr12	112629075	112629089	-	0.000	0.000	Merged-chr12-112629266-49
NR13614--MA0659.1.MAFG	chrX	71468813	71468833	+	0.000	0.000	Merged-chrX-71468864-48
NR11434--MA0117.2.Mafb	chr6	124702925	124702936	-	0.000	0.000	Merged-chr6-124702959-17
NR6888--MA0089.1.MAFG::NFE2L1	chr2	3742814	3742819	-	0.000	0.000	Merged-chr2-3742681-34
NR8543--MA0089.1.MAFG::NFE2L1	chr3	89820103	89820108	-	0.000	0.000	Merged-chr3-89820080-6
NR13753--MA0089.1.MAFG::NFE2L1	chrX	166185332	166185337	+	0.000	0.000	Merged-chrX-166185579-37
NR7632--MA0496.2.MAFK	chr2	133558723	133558741	-	0.000	0.000	Merged-chr2-133558747-1
NR6118--MA0501.1.MAF::NFE2	chr17	85023743	85023757	+	0.000	0.000	Merged-chr17-85023702-53
NR12956--MA0496.2.MAFK	chr8	125557552	125557570	-	0.000	0.000	Merged-chr8-125557520-11
NR7896--MA0501.1.MAF::NFE2	chr2	169089214	169089228	-	0.000	0.000	Merged-chr2-169089199-37
NR8606--MA0591.1.Bach1::Mafk	chr3	98030695	98030709	+	0.000	0.000	Merged-chr3-98030658-2
NR7049--MA0089.1.MAFG::NFE2L1	chr2	24386580	24386585	-	0.000	0.000	Merged-chr2-24386614-47
NR12259--MA0089.1.MAFG::NFE2L1	chr7	126862580	126862585	+	0.000	0.000	Merged-chr7-126862632-1
NR6352--MA0591.1.Bach1::Mafk	chr18	36725717	36725731	+	0.000	0.000	Merged-chr18-36725568-1
NR8187--MA0117.2.Mafb	chr3	28969120	28969131	+	0.000	0.000	Merged-chr3-28968988-13
NR8854--MA0117.2.Mafb	chr3	138277195	138277206	-	0.000	0.000	Merged-chr3-138277189-21
NR7570--MA0495.2.MAFF	chr2	122668154	122668174	-	0.000	0.000	Merged-chr2-122668057-9
NR5053--MA0591.1.Bach1::Mafk	chr15	98867487	98867501	+	0.000	0.000	Merged-chr15-98867556-14
NR120--MA0501.1.MAF::NFE2	chr1	21963198	21963212	+	0.000	0.000	Merged-chr1-21963410-76
NR3608--MA0089.1.MAFG::NFE2L1	chr13	93593449	93593454	+	0.000	0.000	Merged-chr13-93593412-57
NR528--MA0496.2.MAFK	chr1	95263049	95263067	+	0.000	0.000	Merged-chr1-95263160-5
NR3763--MA0117.2.Mafb	chr13	113869654	113869665	+	0.000	0.000	Merged-chr13-113869470-43
NR1710--MA0089.1.MAFG::NFE2L1	chr10	85829481	85829486	-	0.000	0.000	Merged-chr10-85829298-76
NR11204--MA0591.1.Bach1::Mafk	chr6	91156702	91156716	+	0.000	0.000	Merged-chr6-91156791-33
NR6679--MA0117.2.Mafb	chr18	84355509	84355520	-	0.000	0.000	Merged-chr18-84355361-12
NR242--MA0495.2.MAFF	chr1	53909442	53909462	-	0.000	0.000	Merged-chr1-53909307-13
NR434--MA0496.2.MAFK	chr1	82795744	82795762	-	0.000	0.000	Merged-chr1-82795778-30
NR1421--MA0089.1.MAFG::NFE2L1	chr10	41638876	41638881	+	0.000	0.000	Merged-chr10-41639010-6
NR5034--MA0117.2.Mafb	chr15	94520739	94520750	+	0.000	0.000	Merged-chr15-94520651-30
NR3355--MA0591.1.Bach1::Mafk	chr13	64432459	64432473	+	0.000	0.000	Merged-chr13-64432516-70
NR5180--MA0495.2.MAFF	chr16	14237421	14237441	+	0.000	0.000	Merged-chr16-14237452-27
NR3999--MA0591.1.Bach1::Mafk	chr14	24779274	24779288	-	0.000	0.000	Merged-chr14-24779334-63
NR4918--MA0496.2.MAFK	chr15	73627475	73627493	-	0.000	0.000	Merged-chr15-73627530-51
NR7759--MA0591.1.Bach1::Mafk	chr2	148752454	148752468	+	0.000	0.000	Merged-chr2-148752390-72
NR9383--MA0089.1.MAFG::NFE2L1	chr4	63214338	63214343	+	0.000	0.000	Merged-chr4-63214261-1,Merged-chr4-63214492-2
NR5264--MA0089.1.MAFG::NFE2L1	chr16	35781166	35781171	+	0.000	0.000	Merged-chr16-35781109-15
NR3374--MA0501.1.MAF::NFE2	chr13	67194603	67194617	+	0.000	0.000	Merged-chr13-67194635-55
NR7625--MA0089.1.MAFG::NFE2L1	chr2	132497709	132497714	-	0.000	0.000	Merged-chr2-132497706-22
NR6771--MA0089.1.MAFG::NFE2L1	chr19	12833815	12833820	-	0.000	0.000	Merged-chr19-12833671-54
NR9501--MA0117.2.Mafb	chr4	84822586	84822597	+	0.000	0.000	Merged-chr4-84822671-2
NR13296--MA0501.1.MAF::NFE2	chr9	86373334	86373348	+	0.000	0.000	Merged-chr9-86373415-51
NR1938--MA0089.1.MAFG::NFE2L1	chr10	111996361	111996366	+	0.000	0.000	Merged-chr10-111996570-172
NR10170--MA0117.2.Mafb	chr5	52609894	52609905	-	0.000	0.000	Merged-chr5-52609918-24
NR12334--MA0591.1.Bach1::Mafk	chr7	144181113	144181127	-	0.000	0.000	Merged-chr7-144181072-30
NR7353--MA0659.1.MAFG	chr2	75823972	75823992	+	0.000	0.000	Merged-chr2-75823994-29
NR490--MA0117.2.Mafb	chr1	89957115	89957126	-	0.000	0.000	Merged-chr1-89957067-1
NR11886--MA0501.1.MAF::NFE2	chr7	58399275	58399289	+	0.000	0.000	Merged-chr7-58399217-84
NR1100--MA0591.1.Bach1::Mafk	chr1	194311312	194311326	+	0.000	0.000	Merged-chr1-194311253-1
NR7360--MA0495.2.MAFF	chr2	76220723	76220743	-	0.000	0.000	Merged-chr2-76220899-10
NR1422--MA0591.1.Bach1::Mafk	chr10	41752077	41752091	+	0.000	0.000	Merged-chr10-41752112-9
NR10863--MA0089.1.MAFG::NFE2L1	chr6	29609798	29609803	+	0.000	0.000	Merged-chr6-29609635-99
NR4163--MA0591.1.Bach1::Mafk	chr14	46881271	46881285	+	0.000	0.000	Merged-chr14-46881096-8
NR11692--MA0496.2.MAFK	chr7	13038282	13038300	-	0.000	0.000	Merged-chr7-13038148-88
NR13204--MA0591.1.Bach1::Mafk	chr9	75246434	75246448	+	0.000	0.000	Merged-chr9-75246433-36
NR13516--MA0117.2.Mafb	chrX	12151874	12151885	+	0.000	0.000	Merged-chrX-12151801-24
NR10070--MA0495.2.MAFF	chr5	28072063	28072083	-	0.000	0.000	Merged-chr5-28071950-1
NR5809--MA0117.2.Mafb	chr17	27755579	27755590	-	0.000	0.000	Merged-chr17-27755639-7
NR851--MA0089.1.MAFG::NFE2L1	chr1	156674303	156674308	+	0.000	0.000	Merged-chr1-156674255-139
NR10080--MA0501.1.MAF::NFE2	chr5	31582048	31582062	-	0.000	0.000	Merged-chr5-31582104-23
NR11469--MA0495.2.MAFF	chr6	130029867	130029887	+	0.000	0.000	Merged-chr6-130029953-23
NR3970--MA0089.1.MAFG::NFE2L1	chr14	17414424	17414429	-	0.000	0.000	Merged-chr14-17414498-32
NR1130--MA0089.1.MAFG::NFE2L1	chr10	5203983	5203988	+	0.000	0.000	Merged-chr10-5204090-11
NR11372--MA0117.2.Mafb	chr6	115838438	115838449	+	0.000	0.000	Merged-chr6-115838478-31
NR11024--MA0089.1.MAFG::NFE2L1	chr6	58640370	58640375	+	0.000	0.000	Merged-chr6-58640552-47
NR9634--MA0495.2.MAFF	chr4	109665333	109665353	+	0.000	0.000	Merged-chr4-109665283-1
NR7084--MA0501.1.MAF::NFE2	chr2	34826226	34826240	-	0.000	0.000	Merged-chr2-34826203-51
NR11400--MA0089.1.MAFG::NFE2L1	chr6	117932871	117932876	+	0.000	0.000	Merged-chr6-117932837-16
NR121--MA0496.2.MAFK	chr1	21963193	21963211	+	0.000	0.000	Merged-chr1-21963410-76
NR12040--MA0089.1.MAFG::NFE2L1	chr7	84115680	84115685	-	0.000	0.000	Merged-chr7-84115637-29
NR12321--MA0496.2.MAFK	chr7	141072585	141072603	+	0.000	0.000	Merged-chr7-141072410-71
NR5082--MA0495.2.MAFF	chr16	4736340	4736360	-	0.000	0.000	Merged-chr16-4736414-28
NR6116--MA0089.1.MAFG::NFE2L1	chr17	84855742	84855747	-	0.000	0.000	Merged-chr17-84855735-62
NR7784--MA0591.1.Bach1::Mafk	chr2	150904536	150904550	-	0.000	0.000	Merged-chr2-150904585-65
NR13418--MA0659.1.MAFG	chr9	108156924	108156944	-	0.000	0.000	Merged-chr9-108157018-18
NR10896--MA0591.1.Bach1::Mafk	chr6	34869611	34869625	+	0.000	0.000	Merged-chr6-34869594-48
NR11914--MA0117.2.Mafb	chr7	65705190	65705201	+	0.000	0.000	Merged-chr7-65705151-59
NR6662--MA0501.1.MAF::NFE2	chr18	82589263	82589277	-	0.000	0.000	Merged-chr18-82589153-34
NR7076--MA0591.1.Bach1::Mafk	chr2	30657779	30657793	-	0.000	0.000	Merged-chr2-30657819-6
NR13411--MA0496.2.MAFK	chr9	108150736	108150754	+	0.000	0.000	Merged-chr9-108150702-30
NR13617--MA0496.2.MAFK	chrX	71468814	71468832	+	0.000	0.000	Merged-chrX-71468864-48
NR9764--MA0495.2.MAFF	chr4	144404462	144404482	-	0.000	0.000	Merged-chr4-144404562-1
NR12480--MA0117.2.Mafb	chr8	33931697	33931708	+	0.000	0.000	Merged-chr8-33931697-13
NR11137--MA0089.1.MAFG::NFE2L1	chr6	72347334	72347339	-	0.000	0.000	Merged-chr6-72347537-74
NR6303--MA0089.1.MAFG::NFE2L1	chr18	23754575	23754580	+	0.000	0.000	Merged-chr18-23754514-42
NR10358--MA0501.1.MAF::NFE2	chr5	90595189	90595203	+	0.000	0.000	Merged-chr5-90595203-46
NR379--MA0659.1.MAFG	chr1	72870499	72870519	+	0.000	0.000	Merged-chr1-72870469-25
NR1520--MA0501.1.MAF::NFE2	chr10	56486832	56486846	+	0.000	0.000	Merged-chr10-56486689-18
NR6720--MA0117.2.Mafb	chr18	89159581	89159592	+	0.000	0.000	Merged-chr18-89159613-61
NR4244--MA0089.1.MAFG::NFE2L1	chr14	64956765	64956770	-	0.000	0.000	Merged-chr14-64956744-1
NR5851--MA0591.1.Bach1::Mafk	chr17	33865654	33865668	-	0.000	0.000	Merged-chr17-33865585-36
NR3674--MA0501.1.MAF::NFE2	chr13	103374641	103374655	+	0.000	0.000	Merged-chr13-103374467-6
NR11439--MA0089.1.MAFG::NFE2L1	chr6	125039602	125039607	-	0.000	0.000	Merged-chr6-125039699-58
NR1264--MA0496.2.MAFK	chr10	20119543	20119561	+	0.000	0.000	Merged-chr10-20119637-31
NR1929--MA0117.2.Mafb	chr10	111378302	111378313	-	0.000	0.000	Merged-chr10-111378501-63
NR2412--MA0501.1.MAF::NFE2	chr11	107479718	107479732	-	0.000	0.000	Merged-chr11-107479567-52
NR11526--MA0089.1.MAFG::NFE2L1	chr6	135924117	135924122	-	0.000	0.000	Merged-chr6-135924249-1
NR934--MA0117.2.Mafb	chr1	170147737	170147748	-	0.000	0.000	Merged-chr1-170147878-39
NR3319--MA0501.1.MAF::NFE2	chr13	58113266	58113280	+	0.000	0.000	Merged-chr13-58113406-71
NR1340--MA0591.1.Bach1::Mafk	chr10	34176596	34176610	-	0.000	0.000	Merged-chr10-34176442-7
NR2897--MA0591.1.Bach1::Mafk	chr12	91816260	91816274	+	0.000	0.000	Merged-chr12-91816188-27
NR9076--MA0591.1.Bach1::Mafk	chr4	8647672	8647686	-	0.000	0.000	Merged-chr4-8647545-77
NR13586--MA0089.1.MAFG::NFE2L1	chrX	57200528	57200533	+	0.000	0.000	Merged-chrX-57200663-17
NR12166--MA0089.1.MAFG::NFE2L1	chr7	105752211	105752216	-	0.000	0.000	Merged-chr7-105752191-52
NR10232--MA0501.1.MAF::NFE2	chr5	65435961	65435975	-	0.000	0.000	Merged-chr5-65436020-62
NR13582--MA0495.2.MAFF	chrX	53670507	53670527	+	0.000	0.000	Merged-chrX-53670342-87
NR499--MA0089.1.MAFG::NFE2L1	chr1	92148772	92148777	+	0.000	0.000	Merged-chr1-92148662-9
NR5036--MA0591.1.Bach1::Mafk	chr15	95763138	95763152	-	0.000	0.000	Merged-chr15-95763066-31
NR6693--MA0089.1.MAFG::NFE2L1	chr18	86557915	86557920	-	0.000	0.000	Merged-chr18-86558016-9
NR9672--MA0117.2.Mafb	chr4	120589930	120589941	+	0.000	0.000	Merged-chr4-120590007-40
NR1853--MA0117.2.Mafb	chr10	102451747	102451758	-	0.000	0.000	Merged-chr10-102451792-34
NR1732--MA0089.1.MAFG::NFE2L1	chr10	88826826	88826831	-	0.000	0.000	Merged-chr10-88826786-54
NR2661--MA0089.1.MAFG::NFE2L1	chr12	38929180	38929185	+	0.000	0.000	Merged-chr12-38929031-63
NR12154--MA0659.1.MAFG	chr7	104465137	104465157	+	0.000	0.000	Merged-chr7-104465292-53
NR5320--MA0495.2.MAFF	chr16	50737727	50737747	-	0.000	0.000	Merged-chr16-50737708-13
NR12015--MA0117.2.Mafb	chr7	80032556	80032567	+	0.000	0.000	Merged-chr7-80032517-2
NR13484--MA0089.1.MAFG::NFE2L1	chr9	118890137	118890142	-	0.000	0.000	Merged-chr9-118890241-21
NR8650--MA0089.1.MAFG::NFE2L1	chr3	106032810	106032815	-	0.000	0.000	Merged-chr3-106032862-49
NR5951--MA0089.1.MAFG::NFE2L1	chr17	56990325	56990330	-	0.000	0.000	Merged-chr17-56990173-63
NR888--MA0089.1.MAFG::NFE2L1	chr1	165132474	165132479	-	0.000	0.000	Merged-chr1-165132661-25
NR7356--MA0496.2.MAFK	chr2	75823973	75823991	+	0.000	0.000	Merged-chr2-75823994-29
NR11611--MA0089.1.MAFG::NFE2L1	chr6	143868435	143868440	-	0.000	0.000	Merged-chr6-143868417-58
NR4253--MA0591.1.Bach1::Mafk	chr14	69780556	69780570	+	0.000	0.000	Merged-chr14-69780583-19
NR8013--MA0591.1.Bach1::Mafk	chr2	180070690	180070704	+	0.000	0.000	Merged-chr2-180070748-65
NR1931--MA0501.1.MAF::NFE2	chr10	111378299	111378313	+	0.000	0.000	Merged-chr10-111378501-63
NR12107--MA0496.2.MAFK	chr7	96629756	96629774	-	0.000	0.000	Merged-chr7-96629765-2
NR5863--MA0501.1.MAF::NFE2	chr17	34304946	34304960	-	0.000	0.000	Merged-chr17-34305077-21
NR299--MA0659.1.MAFG	chr1	65186472	65186492	+	0.000	0.000	Merged-chr1-65186701-72
NR12960--MA0659.1.MAFG	chr8	126686967	126686987	+	0.000	0.000	Merged-chr8-126687126-29
NR5473--MA0089.1.MAFG::NFE2L1	chr16	65815333	65815338	-	0.000	0.000	Merged-chr16-65815445-39
NR7066--MA0501.1.MAF::NFE2	chr2	27028044	27028058	+	0.000	0.000	Merged-chr2-27028033-48
NR8878--MA0089.1.MAFG::NFE2L1	chr3	141739036	141739041	-	0.000	0.000	Merged-chr3-141739144-3
NR513--MA0501.1.MAF::NFE2	chr1	94497031	94497045	+	0.000	0.000	Merged-chr1-94497080-23
NR5201--MA0117.2.Mafb	chr16	17531009	17531020	-	0.000	0.000	Merged-chr16-17530947-63
NR12177--MA0089.1.MAFG::NFE2L1	chr7	108944132	108944137	+	0.000	0.000	Merged-chr7-108944158-41
NR7343--MA0089.1.MAFG::NFE2L1	chr2	72874461	72874466	+	0.000	0.000	Merged-chr2-72874420-46
NR11133--MA0089.1.MAFG::NFE2L1	chr6	71376942	71376947	+	0.000	0.000	Merged-chr6-71376909-7
NR671--MA0089.1.MAFG::NFE2L1	chr1	119913076	119913081	+	0.000	0.000	Merged-chr1-119913218-55
NR1634--MA0117.2.Mafb	chr10	71362053	71362064	+	0.000	0.000	Merged-chr10-71362071-33
NR3318--MA0591.1.Bach1::Mafk	chr13	58113263	58113277	+	0.000	0.000	Merged-chr13-58113406-71
NR2320--MA0591.1.Bach1::Mafk	chr11	75530552	75530566	-	0.000	0.000	Merged-chr11-75530665-33
NR3877--MA0591.1.Bach1::Mafk	chr14	10289315	10289329	+	0.000	0.000	Merged-chr14-10289223-9
NR6402--MA0591.1.Bach1::Mafk	chr18	43477803	43477817	-	0.000	0.000	Merged-chr18-43477812-17
NR4731--MA0089.1.MAFG::NFE2L1	chr15	37766254	37766259	+	0.000	0.000	Merged-chr15-37766129-7
