#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR6310--MA0501.1.MAF::NFE2	chr19	57329142	57329156	+	0.000	0.000	Merged-chr19-57329037-3
NR12094--MA0117.2.Mafb	chr8	124020050	124020061	+	0.000	0.000	Merged-chr8-124020004-4
NR11991--MA0501.1.MAF::NFE2	chr8	113656298	113656312	+	0.000	0.000	Merged-chr8-113656358-52
NR9096--MA0089.1.MAFG::NFE2L1	chr4	149063909	149063914	+	0.000	0.000	Merged-chr4-149064116-68
NR10577--MA0117.2.Mafb	chr6	129234814	129234825	-	0.000	0.000	Merged-chr6-129234785-38
NR12618--MA0117.2.Mafb	chr9	95858565	95858576	+	0.000	0.000	Merged-chr9-95858420-14
NR7829--MA0089.1.MAFG::NFE2L1	chr3	88325033	88325038	-	0.000	0.000	Merged-chr3-88325153-39
NR9960--MA0495.2.MAFF	chr6	17060329	17060349	+	0.000	0.000	Merged-chr6-17060384-13
NR6775--MA0496.2.MAFK	chr2	84827570	84827588	-	0.000	0.000	Merged-chr2-84827743-5
NR5437--MA0591.1.Bach1::Mafk	chr17	70986895	70986909	-	0.000	0.000	Merged-chr17-70986978-98
NR539--MA0117.2.Mafb	chr1	128386846	128386857	+	0.000	0.000	Merged-chr1-128386740-22
NR1999--MA0591.1.Bach1::Mafk	chr11	61602966	61602980	-	0.000	0.000	Merged-chr11-61602995-47
NR10150--MA0495.2.MAFF	chr6	67184949	67184969	+	0.000	0.000	Merged-chr6-67184785-39
NR6408--MA0496.2.MAFK	chr2	12406863	12406881	-	0.000	0.000	Merged-chr2-12406910-25
NR9183--MA0659.1.MAFG	chr5	8075506	8075526	-	0.000	0.000	Merged-chr5-8075370-38
NR9118--MA0496.2.MAFK	chr4	150894695	150894713	+	0.000	0.000	Merged-chr4-150894695-19
NR5440--MA0089.1.MAFG::NFE2L1	chr17	71204745	71204750	-	0.000	0.000	Merged-chr17-71204716-50
NR10689--MA0117.2.Mafb	chr6	140817082	140817093	+	0.000	0.000	Merged-chr6-140817043-66
NR10474--MA0117.2.Mafb	chr6	120294500	120294511	-	0.000	0.000	Merged-chr6-120294540-46
NR2420--MA0496.2.MAFK	chr11	121039352	121039370	+	0.000	0.000	Merged-chr11-121039238-62
NR11311--MA0591.1.Bach1::Mafk	chr7	111115766	111115780	-	0.000	0.000	Merged-chr7-111115757-3
NR8469--MA0089.1.MAFG::NFE2L1	chr4	41770547	41770552	-	0.000	0.000	Merged-chr4-41770467-12
NR12259--MA0089.1.MAFG::NFE2L1	chr9	32501564	32501569	-	0.000	0.000	Merged-chr9-32501500-3
NR10292--MA0591.1.Bach1::Mafk	chr6	95712233	95712247	-	0.000	0.000	Merged-chr6-95712332-22
NR8845--MA0089.1.MAFG::NFE2L1	chr4	119320691	119320696	+	0.000	0.000	Merged-chr4-119320539-50
NR6005--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR1523--MA0089.1.MAFG::NFE2L1	chr10	91138358	91138363	-	0.000	0.000	Merged-chr10-91138476-30
NR10361--MA0089.1.MAFG::NFE2L1	chr6	106981478	106981483	-	0.000	0.000	Merged-chr6-106981432-3
NR4697--MA0591.1.Bach1::Mafk	chr16	22794958	22794972	+	0.000	0.000	Merged-chr16-22794765-7
NR2532--MA0496.2.MAFK	chr12	33160626	33160644	-	0.000	0.000	Merged-chr12-33160530-65
NR7769--MA0659.1.MAFG	chr3	65886304	65886324	-	0.000	0.000	Merged-chr3-65886068-18
NR1738--MA0089.1.MAFG::NFE2L1	chr10	121493847	121493852	+	0.000	0.000	Merged-chr10-121494014-41
NR201--MA0496.2.MAFK	chr1	60875486	60875504	-	0.000	0.000	Merged-chr1-60875356-55
NR12231--MA0089.1.MAFG::NFE2L1	chr9	21133208	21133213	+	0.000	0.000	Merged-chr9-21133285-42
NR11130--MA0659.1.MAFG	chr7	80209870	80209890	-	0.000	0.000	Merged-chr7-80209951-53
NR3857--MA0117.2.Mafb	chr14	62849841	62849852	-	0.000	0.000	Merged-chr14-62849794-8
NR11352--MA0495.2.MAFF	chr7	117449844	117449864	+	0.000	0.000	Merged-chr7-117449738-12
NR9510--MA0659.1.MAFG	chr5	92375101	92375121	+	0.000	0.000	Merged-chr5-92374946-3
NR9716--MA0659.1.MAFG	chr5	121503092	121503112	-	0.000	0.000	Merged-chr5-121503139-12
NR2351--MA0659.1.MAFG	chr11	116071799	116071819	-	0.000	0.000	Merged-chr11-116071674-31
NR4033--MA0089.1.MAFG::NFE2L1	chr14	101477495	101477500	+	0.000	0.000	Merged-chr14-101477413-70
NR7102--MA0659.1.MAFG	chr2	128365990	128366010	-	0.000	0.000	Merged-chr2-128365920-27
NR8653--MA0659.1.MAFG	chr4	89351107	89351127	-	0.000	0.000	Merged-chr4-89351221-94
NR11797--MA0117.2.Mafb	chr8	75170902	75170913	+	0.000	0.000	Merged-chr8-75170941-1
NR9651--MA0591.1.Bach1::Mafk	chr5	112227401	112227415	-	0.000	0.000	Merged-chr5-112227442-20
NR6093--MA0089.1.MAFG::NFE2L1	chr19	10839216	10839221	+	0.000	0.000	Merged-chr19-10839389-65
NR2841--MA0089.1.MAFG::NFE2L1	chr12	107139114	107139119	+	0.000	0.000	Merged-chr12-107139139-48
NR5249--MA0117.2.Mafb	chr17	28366194	28366205	-	0.000	0.000	Merged-chr17-28366309-12
NR11354--MA0659.1.MAFG	chr7	117449844	117449864	+	0.000	0.000	Merged-chr7-117449738-12
NR9080--MA0117.2.Mafb	chr4	147579608	147579619	+	0.000	0.000	Merged-chr4-147579504-4
NR4335--MA0089.1.MAFG::NFE2L1	chr15	66789532	66789537	+	0.000	0.000	Merged-chr15-66789335-49
NR7410--MA0089.1.MAFG::NFE2L1	chr2	164506767	164506772	-	0.000	0.000	Merged-chr2-164506889-12
NR8629--MA0495.2.MAFF	chr4	88045000	88045020	-	0.000	0.000	Merged-chr4-88045023-3
NR5183--MA0591.1.Bach1::Mafk	chr17	13659400	13659414	-	0.000	0.000	Merged-chr17-13659385-38
NR6491--MA0117.2.Mafb	chr2	32155797	32155808	-	0.000	0.000	Merged-chr2-32155749-35
NR9587--MA0591.1.Bach1::Mafk	chr5	102960175	102960189	+	0.000	0.000	Merged-chr5-102960204-17
NR8669--MA0089.1.MAFG::NFE2L1	chr4	94556700	94556705	-	0.000	0.000	Merged-chr4-94556632-56
NR5637--MA0501.1.MAF::NFE2	chr18	15312821	15312835	+	0.000	0.000	Merged-chr18-15312953-83
NR1373--MA0117.2.Mafb	chr10	62600188	62600199	+	0.000	0.000	Merged-chr10-62600270-23
NR7534--MA0496.2.MAFK	chr2	173686086	173686104	+	0.000	0.000	Merged-chr2-173686164-18
NR5610--MA0495.2.MAFF	chr18	10744227	10744247	+	0.000	0.000	Merged-chr18-10744169-16
NR11981--MA0089.1.MAFG::NFE2L1	chr8	111998831	111998836	-	0.000	0.000	Merged-chr8-111998914-9
NR2179--MA0501.1.MAF::NFE2	chr11	94260051	94260065	+	0.000	0.000	Merged-chr11-94260056-24
NR11101--MA0496.2.MAFK	chr7	75609600	75609618	-	0.000	0.000	Merged-chr7-75609701-11
NR9172--MA0496.2.MAFK	chr5	5420343	5420361	-	0.000	0.000	Merged-chr5-5420247-39
NR6464--MA0501.1.MAF::NFE2	chr2	27693889	27693903	+	0.000	0.000	Merged-chr2-27693880-30
NR5547--MA0591.1.Bach1::Mafk	chr17	86850853	86850867	+	0.000	0.000	Merged-chr17-86850931-27
NR9866--MA0591.1.Bach1::Mafk	chr5	146655358	146655372	+	0.000	0.000	Merged-chr5-146655552-37
NR6382--MA0495.2.MAFF	chr2	9536067	9536087	-	0.000	0.000	Merged-chr2-9536121-12
NR5238--MA0496.2.MAFK	chr17	26572480	26572498	-	0.000	0.000	Merged-chr17-26572396-49
NR2335--MA0591.1.Bach1::Mafk	chr11	115128698	115128712	+	0.000	0.000	Merged-chr11-115128624-38
NR11569--MA0117.2.Mafb	chr7	142114131	142114142	+	0.000	0.000	Merged-chr7-142113991-20
NR12088--MA0496.2.MAFK	chr8	123287511	123287529	-	0.000	0.000	Merged-chr8-123287508-25
NR4175--MA0496.2.MAFK	chr15	10723726	10723744	-	0.000	0.000	Merged-chr15-10723648-41
NR1158--MA0089.1.MAFG::NFE2L1	chr10	8415554	8415559	-	0.000	0.000	Merged-chr10-8415419-33
NR11802--MA0659.1.MAFG	chr8	75202261	75202281	-	0.000	0.000	Merged-chr8-75202303-18
NR3213--MA0659.1.MAFG	chr13	51738918	51738938	+	0.000	0.000	Merged-chr13-51738760-6
NR2141--MA0659.1.MAFG	chr11	87074101	87074121	-	0.000	0.000	Merged-chr11-87073947-35
NR10936--MA0659.1.MAFG	chr7	30198920	30198940	+	0.000	0.000	Merged-chr7-30198838-17
NR5868--MA0089.1.MAFG::NFE2L1	chr18	66429304	66429309	+	0.000	0.000	Merged-chr18-66429331-35
NR8943--MA0089.1.MAFG::NFE2L1	chr4	134047746	134047751	+	0.000	0.000	Merged-chr4-134047792-28
NR12086--MA0501.1.MAF::NFE2	chr8	123287516	123287530	+	0.000	0.000	Merged-chr8-123287508-25
NR6103--MA0089.1.MAFG::NFE2L1	chr19	14534417	14534422	-	0.000	0.000	Merged-chr19-14534548-20
NR7879--MA0496.2.MAFK	chr3	95664228	95664246	-	0.000	0.000	Merged-chr3-95664146-32
NR11700--MA0591.1.Bach1::Mafk	chr8	39045551	39045565	-	0.000	0.000	Merged-chr8-39045547-88
NR12444--MA0117.2.Mafb	chr9	69440179	69440190	+	0.000	0.000	Merged-chr9-69440174-25
NR7371--MA0659.1.MAFG	chr2	160658027	160658047	-	0.000	0.000	Merged-chr2-160657923-30
NR5050--MA0496.2.MAFK	chr16	92059199	92059217	+	0.000	0.000	Merged-chr16-92059027-26
NR8183--MA0501.1.MAF::NFE2	chr3	137950608	137950622	+	0.000	0.000	Merged-chr3-137950454-34
NR2687--MA0117.2.Mafb	chr12	87411195	87411206	-	0.000	0.000	Merged-chr12-87411276-22
NR10789--MA0089.1.MAFG::NFE2L1	chr6	146185759	146185764	-	0.000	0.000	Merged-chr6-146185680-43
NR11372--MA0117.2.Mafb	chr7	118141376	118141387	+	0.000	0.000	Merged-chr7-118141478-27
NR4883--MA0495.2.MAFF	chr16	57500955	57500975	+	0.000	0.000	Merged-chr16-57500995-13
NR12820--MA0089.1.MAFG::NFE2L1	chr9	122886889	122886894	+	0.000	0.000	Merged-chr9-122886924-53
NR5464--MA0089.1.MAFG::NFE2L1	chr17	74864912	74864917	-	0.000	0.000	Merged-chr17-74864979-18
NR2261--MA0089.1.MAFG::NFE2L1	chr11	106165392	106165397	-	0.000	0.000	Merged-chr11-106165537-24
NR10706--MA0495.2.MAFF	chr6	142338468	142338488	-	0.000	0.000	Merged-chr6-142338590-4
NR7611--MA0591.1.Bach1::Mafk	chr3	9786644	9786658	+	0.000	0.000	Merged-chr3-9786855-28
NR8869--MA0089.1.MAFG::NFE2L1	chr4	122939251	122939256	-	0.000	0.000	Merged-chr4-122939330-24
NR12122--MA0659.1.MAFG	chr8	126551246	126551266	+	0.000	0.000	Merged-chr8-126551138-20
NR9104--MA0089.1.MAFG::NFE2L1	chr4	149958603	149958608	+	0.000	0.000	Merged-chr4-149958695-1
NR7825--MA0089.1.MAFG::NFE2L1	chr3	87804359	87804364	+	0.000	0.000	Merged-chr3-87804293-33
NR11558--MA0496.2.MAFK	chr7	140983130	140983148	+	0.000	0.000	Merged-chr7-140983161-18
NR1923--MA0089.1.MAFG::NFE2L1	chr11	46375218	46375223	-	0.000	0.000	Merged-chr11-46375177-31
NR3343--MA0659.1.MAFG	chr13	75844206	75844226	+	0.000	0.000	Merged-chr13-75844274-45
NR5835--MA0501.1.MAF::NFE2	chr18	62188917	62188931	-	0.000	0.000	Merged-chr18-62189000-72
NR8089--MA0089.1.MAFG::NFE2L1	chr3	130571193	130571198	+	0.000	0.000	Merged-chr3-130571110-5
NR3417--MA0089.1.MAFG::NFE2L1	chr13	94153978	94153983	-	0.000	0.000	Merged-chr13-94153821-20
NR864--MA0089.1.MAFG::NFE2L1	chr1	170863194	170863199	-	0.000	0.000	Merged-chr1-170863214-38
NR7250--MA0117.2.Mafb	chr2	146497710	146497721	-	0.000	0.000	Merged-chr2-146497617-49
NR6060--MA0495.2.MAFF	chr19	5724821	5724841	-	0.000	0.000	Merged-chr19-5724698-18
NR2797--MA0501.1.MAF::NFE2	chr12	102674744	102674758	+	0.000	0.000	Merged-chr12-102674629-57
NR448--MA0496.2.MAFK	chr1	105292043	105292061	-	0.000	0.000	Merged-chr1-105291975-13
NR10708--MA0659.1.MAFG	chr6	142338468	142338488	-	0.000	0.000	Merged-chr6-142338590-4
NR10896--MA0591.1.Bach1::Mafk	chr7	19077742	19077756	+	0.000	0.000	Merged-chr7-19077981-36
NR10392--MA0496.2.MAFK	chr6	108477010	108477028	+	0.000	0.000	Merged-chr6-108477065-48
NR7989--MA0501.1.MAF::NFE2	chr3	108226657	108226671	-	0.000	0.000	Merged-chr3-108226651-37
NR2470--MA0496.2.MAFK	chr12	12278414	12278432	-	0.000	0.000	Merged-chr12-12278395-37
NR9972--MA0089.1.MAFG::NFE2L1	chr6	25809222	25809227	-	0.000	0.000	Merged-chr6-25809205-59
NR9618--MA0117.2.Mafb	chr5	107264915	107264926	+	0.000	0.000	Merged-chr5-107265096-67
NR7132--MA0089.1.MAFG::NFE2L1	chr2	130563776	130563781	-	0.000	0.000	Merged-chr2-130563703-55
NR5032--MA0501.1.MAF::NFE2	chr16	91366694	91366708	-	0.000	0.000	Merged-chr16-91366873-55
NR3580--MA0117.2.Mafb	chr13	112926086	112926097	-	0.000	0.000	Merged-chr13-112926150-2
NR3719--MA0089.1.MAFG::NFE2L1	chr14	27341583	27341588	-	0.000	0.000	Merged-chr14-27341524-59
NR7347--MA0089.1.MAFG::NFE2L1	chr2	158160167	158160172	-	0.000	0.000	Merged-chr2-158160127-37
NR5894--MA0591.1.Bach1::Mafk	chr18	69537642	69537656	+	0.000	0.000	Merged-chr18-69537623-22
NR9869--MA0659.1.MAFG	chr5	146655355	146655375	-	0.000	0.000	Merged-chr5-146655552-37
NR10774--MA0089.1.MAFG::NFE2L1	chr6	145616745	145616750	-	0.000	0.000	Merged-chr6-145616643-48
NR2439--MA0496.2.MAFK	chr12	3892087	3892105	-	0.000	0.000	Merged-chr12-3892053-9
NR9656--MA0501.1.MAF::NFE2	chr5	112239826	112239840	+	0.000	0.000	Merged-chr5-112239781-12
NR3036--MA0591.1.Bach1::Mafk	chr13	5890181	5890195	-	0.000	0.000	Merged-chr13-5890173-33
NR9186--MA0496.2.MAFK	chr5	8075507	8075525	+	0.000	0.000	Merged-chr5-8075370-38
NR6183--MA0659.1.MAFG	chr19	34244140	34244160	+	0.000	0.000	Merged-chr19-34244130-34
NR7434--MA0089.1.MAFG::NFE2L1	chr2	166740617	166740622	+	0.000	0.000	Merged-chr2-166740656-12
NR3881--MA0089.1.MAFG::NFE2L1	chr14	65598233	65598238	-	0.000	0.000	Merged-chr14-65598424-35
NR12295--MA0591.1.Bach1::Mafk	chr9	43785164	43785178	-	0.000	0.000	Merged-chr9-43784994-20
NR11060--MA0591.1.Bach1::Mafk	chr7	66661722	66661736	+	0.000	0.000	Merged-chr7-66661793-46
NR1940--MA0496.2.MAFK	chr11	51264659	51264677	-	0.000	0.000	Merged-chr11-51264498-29
NR11346--MA0501.1.MAF::NFE2	chr7	115734398	115734412	-	0.000	0.000	Merged-chr7-115734410-28
NR12240--MA0089.1.MAFG::NFE2L1	chr9	22651109	22651114	+	0.000	0.000	Merged-chr9-22650978-25
NR4331--MA0089.1.MAFG::NFE2L1	chr15	65787159	65787164	-	0.000	0.000	Merged-chr15-65787268-60
NR1714--MA0117.2.Mafb	chr10	118628170	118628181	-	0.000	0.000	Merged-chr10-118628235-24
NR1385--MA0496.2.MAFK	chr10	67701942	67701960	+	0.000	0.000	Merged-chr10-67701888-9
NR10106--MA0089.1.MAFG::NFE2L1	chr6	59180504	59180509	-	0.000	0.000	Merged-chr6-59180566-24
NR12079--MA0089.1.MAFG::NFE2L1	chr8	122937744	122937749	+	0.000	0.000	Merged-chr8-122937627-31
NR1313--MA0501.1.MAF::NFE2	chr10	44004539	44004553	-	0.000	0.000	Merged-chr10-44004537-1
NR573--MA0089.1.MAFG::NFE2L1	chr1	133159538	133159543	+	0.000	0.000	Merged-chr1-133159409-33
NR12597--MA0659.1.MAFG	chr9	94441517	94441537	-	0.000	0.000	Merged-chr9-94441414-62
NR12831--MA0089.1.MAFG::NFE2L1	chr9	123923470	123923475	+	0.000	0.000	Merged-chr9-123923476-12
NR706--MA0659.1.MAFG	chr1	153304719	153304739	+	0.000	0.000	Merged-chr1-153304811-42
NR12458--MA0117.2.Mafb	chr9	72458453	72458464	-	0.000	0.000	Merged-chr9-72458451-18
NR9513--MA0496.2.MAFK	chr5	92375102	92375120	-	0.000	0.000	Merged-chr5-92374946-3
NR4330--MA0117.2.Mafb	chr15	65787011	65787022	+	0.000	0.000	Merged-chr15-65787268-60
NR2354--MA0496.2.MAFK	chr11	116071800	116071818	-	0.000	0.000	Merged-chr11-116071674-31
NR5064--MA0496.2.MAFK	chr16	93454463	93454481	+	0.000	0.000	Merged-chr16-93454367-31
NR5502--MA0501.1.MAF::NFE2	chr17	80933610	80933624	-	0.000	0.000	Merged-chr17-80933774-41
NR12906--MA0659.1.MAFG	chrX	77801762	77801782	-	0.000	0.000	Merged-chrX-77801758-16
NR8656--MA0496.2.MAFK	chr4	89351108	89351126	-	0.000	0.000	Merged-chr4-89351221-94
NR12238--MA0501.1.MAF::NFE2	chr9	22449343	22449357	+	0.000	0.000	Merged-chr9-22449402-2
NR4257--MA0089.1.MAFG::NFE2L1	chr15	58649984	58649989	-	0.000	0.000	Merged-chr15-58650001-42
NR8967--MA0089.1.MAFG::NFE2L1	chr4	137603742	137603747	-	0.000	0.000	Merged-chr4-137603877-24
NR5297--MA0501.1.MAF::NFE2	chr17	35219837	35219851	+	0.000	0.000	Merged-chr17-35219724-57
NR1269--MA0089.1.MAFG::NFE2L1	chr10	40688489	40688494	-	0.000	0.000	Merged-chr10-40688620-20
NR875--MA0089.1.MAFG::NFE2L1	chr1	171845548	171845553	-	0.000	0.000	Merged-chr1-171845441-77
NR5273--MA0089.1.MAFG::NFE2L1	chr17	33555692	33555697	-	0.000	0.000	Merged-chr17-33555665-46
NR1177--MA0117.2.Mafb	chr10	14045337	14045348	+	0.000	0.000	Merged-chr10-14045187-25
NR4123--MA0591.1.Bach1::Mafk	chr14	121830076	121830090	+	0.000	0.000	Merged-chr14-121830164-49
NR8442--MA0591.1.Bach1::Mafk	chr4	33791658	33791672	-	0.000	0.000	Merged-chr4-33791808-5
NR12844--MA0089.1.MAFG::NFE2L1	chrX	13552560	13552565	-	0.000	0.000	Merged-chrX-13552455-23
NR7143--MA0089.1.MAFG::NFE2L1	chr2	131423695	131423700	+	0.000	0.000	Merged-chr2-131423775-8
NR3809--MA0591.1.Bach1::Mafk	chr14	55025808	55025822	-	0.000	0.000	Merged-chr14-55025661-27
NR8448--MA0117.2.Mafb	chr4	35224175	35224186	-	0.000	0.000	Merged-chr4-35224278-27
NR11876--MA0591.1.Bach1::Mafk	chr8	91545805	91545819	-	0.000	0.000	Merged-chr8-91545805-43
NR8014--MA0659.1.MAFG	chr3	115728427	115728447	+	0.000	0.000	Merged-chr3-115728482-10
NR182--MA0089.1.MAFG::NFE2L1	chr1	58722540	58722545	+	0.000	0.000	Merged-chr1-58722455-43
NR1077--MA0495.2.MAFF	chr1	191499811	191499831	+	0.000	0.000	Merged-chr1-191499977-31
NR12568--MA0496.2.MAFK	chr9	92229394	92229412	+	0.000	0.000	Merged-chr9-92229541-73
NR3160--MA0659.1.MAFG	chr13	43485422	43485442	-	0.000	0.000	Merged-chr13-43485409-24
NR7936--MA0089.1.MAFG::NFE2L1	chr3	101651486	101651491	+	0.000	0.000	Merged-chr3-101651434-38
NR3597--MA0495.2.MAFF	chr13	113322203	113322223	-	0.000	0.000	Merged-chr13-113322180-25
NR7445--MA0089.1.MAFG::NFE2L1	chr2	168230351	168230356	+	0.000	0.000	Merged-chr2-168230468-122
NR11833--MA0591.1.Bach1::Mafk	chr8	81861486	81861500	+	0.000	0.000	Merged-chr8-81861625-26
NR6025--MA0089.1.MAFG::NFE2L1	chr18	84419247	84419252	-	0.000	0.000	Merged-chr18-84419143-8
NR6507--MA0591.1.Bach1::Mafk	chr2	34140008	34140022	+	0.000	0.000	Merged-chr2-34139840-30
NR12655--MA0089.1.MAFG::NFE2L1	chr9	103208068	103208073	+	0.000	0.000	Merged-chr9-103208007-48
NR3382--MA0495.2.MAFF	chr13	88833952	88833972	+	0.000	0.000	Merged-chr13-88833857-16
NR773--MA0089.1.MAFG::NFE2L1	chr1	160246056	160246061	+	0.000	0.000	Merged-chr1-160246205-43
NR1543--MA0089.1.MAFG::NFE2L1	chr10	93442398	93442403	+	0.000	0.000	Merged-chr10-93442339-20
NR7730--MA0659.1.MAFG	chr3	58470213	58470233	-	0.000	0.000	Merged-chr3-58470222-35
NR3892--MA0089.1.MAFG::NFE2L1	chr14	67841941	67841946	-	0.000	0.000	Merged-chr14-67841831-15
NR8572--MA0591.1.Bach1::Mafk	chr4	62696113	62696127	-	0.000	0.000	Merged-chr4-62695960-32
NR3216--MA0496.2.MAFK	chr13	51738919	51738937	+	0.000	0.000	Merged-chr13-51738760-6
NR9111--MA0495.2.MAFF	chr4	150894694	150894714	+	0.000	0.000	Merged-chr4-150894695-19
NR8901--MA0501.1.MAF::NFE2	chr4	127060909	127060923	-	0.000	0.000	Merged-chr4-127061069-56
NR7100--MA0591.1.Bach1::Mafk	chr2	128365993	128366007	-	0.000	0.000	Merged-chr2-128365920-27
NR10541--MA0495.2.MAFF	chr6	127265242	127265262	-	0.000	0.000	Merged-chr6-127265230-18
NR9315--MA0089.1.MAFG::NFE2L1	chr5	32104318	32104323	-	0.000	0.000	Merged-chr5-32104376-51
NR7156--MA0089.1.MAFG::NFE2L1	chr2	132269393	132269398	+	0.000	0.000	Merged-chr2-132269487-27
NR5877--MA0089.1.MAFG::NFE2L1	chr18	67248868	67248873	-	0.000	0.000	Merged-chr18-67248991-53
NR8461--MA0089.1.MAFG::NFE2L1	chr4	40876889	40876894	+	0.000	0.000	Merged-chr4-40876932-30
NR4326--MA0117.2.Mafb	chr15	64173598	64173609	-	0.000	0.000	Merged-chr15-64173635-34
NR528--MA0501.1.MAF::NFE2	chr1	127320080	127320094	+	0.000	0.000	Merged-chr1-127320105-13
NR509--MA0089.1.MAFG::NFE2L1	chr1	121241330	121241335	-	0.000	0.000	Merged-chr1-121241343-38
NR7397--MA0495.2.MAFF	chr2	163401423	163401443	-	0.000	0.000	Merged-chr2-163401452-24
NR10608--MA0089.1.MAFG::NFE2L1	chr6	134117865	134117870	+	0.000	0.000	Merged-chr6-134117779-3
NR10868--MA0495.2.MAFF	chr7	16003169	16003189	-	0.000	0.000	Merged-chr7-16003232-2
NR3124--MA0089.1.MAFG::NFE2L1	chr13	33077203	33077208	-	0.000	0.000	Merged-chr13-33077340-51
NR7374--MA0496.2.MAFK	chr2	160658028	160658046	-	0.000	0.000	Merged-chr2-160657923-30
NR5097--MA0089.1.MAFG::NFE2L1	chr16	95809371	95809376	-	0.000	0.000	Merged-chr16-95809247-50
NR3922--MA0501.1.MAF::NFE2	chr14	70062207	70062221	-	0.000	0.000	Merged-chr14-70062050-18
NR7706--MA0495.2.MAFF	chr3	52866479	52866499	+	0.000	0.000	Merged-chr3-52866362-11
NR3500--MA0089.1.MAFG::NFE2L1	chr13	102895939	102895944	+	0.000	0.000	Merged-chr13-102896052-33
NR11846--MA0495.2.MAFF	chr8	84825732	84825752	+	0.000	0.000	Merged-chr8-84825845-44
NR4939--MA0591.1.Bach1::Mafk	chr16	76183745	76183759	-	0.000	0.000	Merged-chr16-76183768-2
NR2363--MA0591.1.Bach1::Mafk	chr11	116406682	116406696	-	0.000	0.000	Merged-chr11-116406570-59
NR8936--MA0591.1.Bach1::Mafk	chr4	133378399	133378413	-	0.000	0.000	Merged-chr4-133378395-10
NR3592--MA0496.2.MAFK	chr13	113170409	113170427	+	0.000	0.000	Merged-chr13-113170375-49
NR10413--MA0117.2.Mafb	chr6	114781719	114781730	-	0.000	0.000	Merged-chr6-114781615-12
NR12668--MA0089.1.MAFG::NFE2L1	chr9	106070380	106070385	-	0.000	0.000	Merged-chr9-106070497-6
NR807--MA0496.2.MAFK	chr1	163383764	163383782	+	0.000	0.000	Merged-chr1-163383772-21
NR6414--MA0089.1.MAFG::NFE2L1	chr2	14312634	14312639	+	0.000	0.000	Merged-chr2-14312633-23
NR7758--MA0501.1.MAF::NFE2	chr3	60516468	60516482	+	0.000	0.000	Merged-chr3-60516379-60
NR12177--MA0089.1.MAFG::NFE2L1	chr8	128595102	128595107	+	0.000	0.000	Merged-chr8-128595191-53
NR5752--MA0501.1.MAF::NFE2	chr18	55050889	55050903	-	0.000	0.000	Merged-chr18-55050703-48
NR12125--MA0496.2.MAFK	chr8	126551247	126551265	+	0.000	0.000	Merged-chr8-126551138-20
NR12553--MA0089.1.MAFG::NFE2L1	chr9	88520205	88520210	-	0.000	0.000	Merged-chr9-88520347-6
NR529--MA0591.1.Bach1::Mafk	chr1	127344979	127344993	-	0.000	0.000	Merged-chr1-127345077-51
NR4559--MA0117.2.Mafb	chr15	96552023	96552034	+	0.000	0.000	Merged-chr15-96552136-32
NR12933--MA0117.2.Mafb	chrX	101128644	101128655	-	0.000	0.000	Merged-chrX-101128722-47
NR2370--MA0089.1.MAFG::NFE2L1	chr11	116949997	116950002	-	0.000	0.000	Merged-chr11-116950052-23
NR11194--MA0117.2.Mafb	chr7	90218195	90218206	+	0.000	0.000	Merged-chr7-90218311-11
NR8098--MA0089.1.MAFG::NFE2L1	chr3	131019766	131019771	+	0.000	0.000	Merged-chr3-131019630-77
NR6296--MA0591.1.Bach1::Mafk	chr19	56320284	56320298	-	0.000	0.000	Merged-chr19-56320419-43
NR3346--MA0496.2.MAFK	chr13	75844207	75844225	+	0.000	0.000	Merged-chr13-75844274-45
NR2642--MA0591.1.Bach1::Mafk	chr12	80937847	80937861	+	0.000	0.000	Merged-chr12-80937807-11
NR3802--MA0089.1.MAFG::NFE2L1	chr14	54225333	54225338	+	0.000	0.000	Merged-chr14-54225223-49
NR5775--MA0089.1.MAFG::NFE2L1	chr18	56451900	56451905	+	0.000	0.000	Merged-chr18-56451973-44
NR11899--MA0591.1.Bach1::Mafk	chr8	94134740	94134754	-	0.000	0.000	Merged-chr8-94134861-17
NR3715--MA0501.1.MAF::NFE2	chr14	26919463	26919477	+	0.000	0.000	Merged-chr14-26919575-5
NR11174--MA0496.2.MAFK	chr7	84750043	84750061	-	0.000	0.000	Merged-chr7-84750055-36
NR1356--MA0501.1.MAF::NFE2	chr10	59965032	59965046	+	0.000	0.000	Merged-chr10-59964870-60
NR6225--MA0089.1.MAFG::NFE2L1	chr19	42796429	42796434	+	0.000	0.000	Merged-chr19-42796440-5
NR8003--MA0496.2.MAFK	chr3	109352530	109352548	-	0.000	0.000	Merged-chr3-109352543-53
NR306--MA0501.1.MAF::NFE2	chr1	79581570	79581584	+	0.000	0.000	Merged-chr1-79581562-59
