#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR7342--MA0684.1.RUNX3	chr5	23637511	23637520	+	0.000	0.000	Merged-chr5-23637519-38
NR3604--MA0511.2.RUNX2	chr15	66858925	66858933	+	0.000	0.000	Merged-chr15-66859041-17
NR7408--MA0684.1.RUNX3	chr5	44217871	44217880	+	0.000	0.000	Merged-chr5-44218043-54
NR5186--MA0684.1.RUNX3	chr19	36522942	36522951	+	0.000	0.000	Merged-chr19-36522923-59
NR2252--MA0002.2.RUNX1	chr12	93227039	93227049	-	0.000	0.000	Merged-chr12-93227052-12
NR6710--MA0511.2.RUNX2	chr4	7207179	7207187	+	0.000	0.000	Merged-chr4-7207158-12
NR6883--MA0684.1.RUNX3	chr4	82513408	82513417	-	0.000	0.000	Merged-chr4-82513258-36
NR664--MA0002.2.RUNX1	chr1	180546324	180546334	+	0.000	0.000	Merged-chr1-180546359-32
NR9274--MA0684.1.RUNX3	chr8	72350936	72350945	+	0.000	0.000	Merged-chr8-72350903-23
NR4660--MA0002.2.RUNX1	chr18	6310205	6310215	-	0.000	0.000	Merged-chr18-6310381-25
NR7865--MA0684.1.RUNX3	chr5	149368334	149368343	-	0.000	0.000	Merged-chr5-149368318-30
NR7389--MA0684.1.RUNX3	chr5	37067399	37067408	-	0.000	0.000	Merged-chr5-37067269-61
NR9353--MA0511.2.RUNX2	chr8	95012622	95012630	-	0.000	0.000	Merged-chr8-95012536-10
NR5437--MA0002.2.RUNX1	chr2	30257926	30257936	+	0.000	0.000	Merged-chr2-30257905-18
NR250--MA0002.2.RUNX1	chr1	85988533	85988543	+	0.000	0.000	Merged-chr1-85988538-3
NR1478--MA0684.1.RUNX3	chr11	19972600	19972609	-	0.000	0.000	Merged-chr11-19972622-7
NR4041--MA0002.2.RUNX1	chr16	64758703	64758713	+	0.000	0.000	Merged-chr16-64758494-145
NR7517--MA0684.1.RUNX3	chr5	92964796	92964805	-	0.000	0.000	Merged-chr5-92964665-18
NR3237--MA0511.2.RUNX2	chr14	75069000	75069008	-	0.000	0.000	Merged-chr14-75068888-3
NR2090--MA0002.2.RUNX1	chr12	35686462	35686472	-	0.000	0.000	Merged-chr12-35686484-17
NR10034--MA0511.2.RUNX2	chr9	120030057	120030065	-	0.000	0.000	Merged-chr9-120030028-3
NR5837--MA0684.1.RUNX3	chr2	136889010	136889019	-	0.000	0.000	Merged-chr2-136888885-4
NR1557--MA0511.2.RUNX2	chr11	46380384	46380392	+	0.000	0.000	Merged-chr11-46380322-60
NR3015--MA0684.1.RUNX3	chr14	20025508	20025517	+	0.000	0.000	Merged-chr14-20025381-48
NR7054--MA0511.2.RUNX2	chr4	124695933	124695941	-	0.000	0.000	Merged-chr4-124696004-25
NR2983--MA0511.2.RUNX2	chr14	10453191	10453199	-	0.000	0.000	Merged-chr14-10453327-99
NR5916--MA0511.2.RUNX2	chr2	151974259	151974267	-	0.000	0.000	Merged-chr2-151974232-5
NR4293--MA0002.2.RUNX1	chr17	23599013	23599023	-	0.000	0.000	Merged-chr17-23599056-62
NR968--MA0684.1.RUNX3	chr10	42068768	42068777	+	0.000	0.000	Merged-chr10-42068766-23
NR8652--MA0002.2.RUNX1	chr7	66104630	66104640	-	0.000	0.000	Merged-chr7-66104804-17
NR9240--MA0684.1.RUNX3	chr8	57417018	57417027	-	0.000	0.000	Merged-chr8-57416909-32
NR425--MA0002.2.RUNX1	chr1	139009756	139009766	+	0.000	0.000	Merged-chr1-139009798-23
NR4421--MA0002.2.RUNX1	chr17	45582888	45582898	-	0.000	0.000	Merged-chr17-45582907-17
NR10143--MA0511.2.RUNX2	chrX	52760335	52760343	+	0.000	0.000	Merged-chrX-52760494-47
NR2741--MA0002.2.RUNX1	chr13	69814047	69814057	+	0.000	0.000	Merged-chr13-69814039-13
NR1666--MA0511.2.RUNX2	chr11	73131193	73131201	-	0.000	0.000	Merged-chr11-73131233-35
NR76--MA0002.2.RUNX1	chr1	40475897	40475907	+	0.000	0.000	Merged-chr1-40475905-49
NR1937--MA0511.2.RUNX2	chr11	109497227	109497235	+	0.000	0.000	Merged-chr11-109497188-14
NR1173--MA0684.1.RUNX3	chr10	82887536	82887545	+	0.000	0.000	Merged-chr10-82887554-36
NR677--MA0002.2.RUNX1	chr1	182223964	182223974	-	0.000	0.000	Merged-chr1-182224037-19
NR1239--MA0684.1.RUNX3	chr10	94211874	94211883	-	0.000	0.000	Merged-chr10-94211763-30
NR1296--MA0002.2.RUNX1	chr10	111031628	111031638	-	0.000	0.000	Merged-chr10-111031729-43
NR9287--MA0684.1.RUNX3	chr8	77483796	77483805	-	0.000	0.000	Merged-chr8-77483881-13
NR9829--MA0684.1.RUNX3	chr9	86624320	86624329	-	0.000	0.000	Merged-chr9-86624608-86
NR3203--MA0511.2.RUNX2	chr14	70792813	70792821	-	0.000	0.000	Merged-chr14-70792747-14
NR5056--MA0684.1.RUNX3	chr19	8984576	8984585	-	0.000	0.000	Merged-chr19-8984601-50
NR7335--MA0002.2.RUNX1	chr5	23332662	23332672	-	0.000	0.000	Merged-chr5-23332600-11
NR9095--MA0511.2.RUNX2	chr7	141344960	141344968	-	0.000	0.000	Merged-chr7-141345038-25
NR3376--MA0684.1.RUNX3	chr14	121696942	121696951	+	0.000	0.000	Merged-chr14-121697013-30
NR9415--MA0684.1.RUNX3	chr8	115183836	115183845	+	0.000	0.000	Merged-chr8-115183735-24
NR5135--MA0511.2.RUNX2	chr19	29454390	29454398	+	0.000	0.000	Merged-chr19-29454284-53
NR1219--MA0002.2.RUNX1	chr10	93184834	93184844	-	0.000	0.000	Merged-chr10-93184787-20
NR6561--MA0511.2.RUNX2	chr3	133328719	133328727	-	0.000	0.000	Merged-chr3-133328719-18
NR2374--MA0002.2.RUNX1	chr12	111913053	111913063	-	0.000	0.000	Merged-chr12-111913088-13
NR10047--MA0511.2.RUNX2	chr9	121757623	121757631	-	0.000	0.000	Merged-chr9-121757681-27
NR3085--MA0002.2.RUNX1	chr14	47740831	47740841	-	0.000	0.000	Merged-chr14-47740703-52
NR2601--MA0511.2.RUNX2	chr13	33072027	33072035	-	0.000	0.000	Merged-chr13-33072044-31
NR6191--MA0002.2.RUNX1	chr3	31061400	31061410	+	0.000	0.000	Merged-chr3-31061473-66
NR7609--MA0511.2.RUNX2	chr5	107564619	107564627	+	0.000	0.000	Merged-chr5-107564651-5
NR3--MA0684.1.RUNX3	chr1	4748286	4748295	-	0.000	0.000	Merged-chr1-4748298-21
NR5436--MA0684.1.RUNX3	chr2	29669164	29669173	-	0.000	0.000	Merged-chr2-29669203-21
NR1156--MA0511.2.RUNX2	chr10	80270198	80270206	-	0.000	0.000	Merged-chr10-80270188-4
NR8394--MA0002.2.RUNX1	chr6	142881520	142881530	-	0.000	0.000	Merged-chr6-142881373-1
NR8936--MA0002.2.RUNX1	chr7	122317088	122317098	-	0.000	0.000	Merged-chr7-122317075-24
NR5039--MA0511.2.RUNX2	chr19	5257356	5257364	-	0.000	0.000	Merged-chr19-5257394-33
NR4705--MA0002.2.RUNX1	chr18	23954692	23954702	+	0.000	0.000	Merged-chr18-23954757-79
NR2483--MA0002.2.RUNX1	chr12	118439165	118439175	-	0.000	0.000	Merged-chr12-118439012-3
NR5688--MA0684.1.RUNX3	chr2	103608016	103608025	+	0.000	0.000	Merged-chr2-103608151-12
NR5959--MA0684.1.RUNX3	chr2	156918722	156918731	+	0.000	0.000	Merged-chr2-156918803-29
NR9110--MA0684.1.RUNX3	chr7	143154070	143154079	+	0.000	0.000	Merged-chr7-143154031-30
NR4834--MA0684.1.RUNX3	chr18	62164363	62164372	-	0.000	0.000	Merged-chr18-62164450-51
NR580--MA0511.2.RUNX2	chr1	170863259	170863267	+	0.000	0.000	Merged-chr1-170863214-38
NR4957--MA0002.2.RUNX1	chr18	80714517	80714527	-	0.000	0.000	Merged-chr18-80714723-79
NR917--MA0511.2.RUNX2	chr10	26799660	26799668	+	0.000	0.000	Merged-chr10-26799592-100
NR5069--MA0684.1.RUNX3	chr19	10830053	10830062	-	0.000	0.000	Merged-chr19-10829902-50
NR7348--MA0002.2.RUNX1	chr5	24393606	24393616	-	0.000	0.000	Merged-chr5-24393621-16
NR2406--MA0002.2.RUNX1	chr12	114937092	114937102	+	0.000	0.000	Merged-chr12-114937149-39
NR9855--MA0511.2.RUNX2	chr9	94441585	94441593	+	0.000	0.000	Merged-chr9-94441414-62
NR6971--MA0684.1.RUNX3	chr4	102712034	102712043	-	0.000	0.000	Merged-chr4-102711875-43
NR1043--MA0684.1.RUNX3	chr10	60381313	60381322	-	0.000	0.000	Merged-chr10-60381393-83
NR2691--MA0511.2.RUNX2	chr13	54447153	54447161	+	0.000	0.000	Merged-chr13-54447176-27
NR276--MA0002.2.RUNX1	chr1	91064269	91064279	-	0.000	0.000	Merged-chr1-91064368-2
NR3117--MA0002.2.RUNX1	chr14	54042311	54042321	+	0.000	0.000	Merged-chr14-54042366-24
NR547--MA0002.2.RUNX1	chr1	164960257	164960267	+	0.000	0.000	Merged-chr1-164960365-86
NR1109--MA0684.1.RUNX3	chr10	75282835	75282844	+	0.000	0.000	Merged-chr10-75282925-47
NR4272--MA0002.2.RUNX1	chr17	17444481	17444491	-	0.000	0.000	Merged-chr17-17444556-14
NR2658--MA0002.2.RUNX1	chr13	48528485	48528495	+	0.000	0.000	Merged-chr13-48528650-27
NR4894--MA0511.2.RUNX2	chr18	70572507	70572515	-	0.000	0.000	Merged-chr18-70572603-19
NR676--MA0684.1.RUNX3	chr1	181860900	181860909	-	0.000	0.000	Merged-chr1-181860828-54
NR7063--MA0684.1.RUNX3	chr4	126253864	126253873	+	0.000	0.000	Merged-chr4-126253924-28
NR9408--MA0002.2.RUNX1	chr8	112034853	112034863	+	0.000	0.000	Merged-chr8-112034861-32
NR7457--MA0002.2.RUNX1	chr5	66200209	66200219	-	0.000	0.000	Merged-chr5-66200219-43
NR2244--MA0002.2.RUNX1	chr12	92672604	92672614	+	0.000	0.000	Merged-chr12-92672528-30
NR3498--MA0684.1.RUNX3	chr15	38143290	38143299	+	0.000	0.000	Merged-chr15-38143465-33
NR4751--MA0511.2.RUNX2	chr18	39137638	39137646	-	0.000	0.000	Merged-chr18-39137711-66
NR1152--MA0684.1.RUNX3	chr10	79797771	79797780	-	0.000	0.000	Merged-chr10-79797598-16,Merged-chr10-79797957-4
NR9759--MA0511.2.RUNX2	chr9	69987761	69987769	+	0.000	0.000	Merged-chr9-69987848-24
NR385--MA0002.2.RUNX1	chr1	132618078	132618088	+	0.000	0.000	Merged-chr1-132618127-11
NR656--MA0002.2.RUNX1	chr1	180432048	180432058	+	0.000	0.000	Merged-chr1-180432015-44
NR8012--MA0002.2.RUNX1	chr6	48818041	48818051	+	0.000	0.000	Merged-chr6-48818082-13
NR927--MA0002.2.RUNX1	chr10	28695298	28695308	+	0.000	0.000	Merged-chr10-28695198-52
NR1990--MA0002.2.RUNX1	chr11	117872113	117872123	+	0.000	0.000	Merged-chr11-117872185-83
NR6998--MA0002.2.RUNX1	chr4	109102858	109102868	-	0.000	0.000	Merged-chr4-109102857-48
NR1026--MA0511.2.RUNX2	chr10	59901160	59901168	+	0.000	0.000	Merged-chr10-59901079-2
NR7109--MA0002.2.RUNX1	chr4	134654627	134654637	-	0.000	0.000	Merged-chr4-134654571-20
NR5158--MA0002.2.RUNX1	chr19	32454853	32454863	-	0.000	0.000	Merged-chr19-32455050-22
NR8264--MA0002.2.RUNX1	chr6	124375733	124375743	-	0.000	0.000	Merged-chr6-124375670-49
NR4033--MA0002.2.RUNX1	chr16	59451968	59451978	+	0.000	0.000	Merged-chr16-59451982-14
NR10026--MA0511.2.RUNX2	chr9	119744091	119744099	+	0.000	0.000	Merged-chr9-119744132-67
NR4860--MA0511.2.RUNX2	chr18	65691625	65691633	+	0.000	0.000	Merged-chr18-65691617-34
NR7251--MA0511.2.RUNX2	chr4	150921506	150921514	+	0.000	0.000	Merged-chr4-150921425-28
NR765--MA0002.2.RUNX1	chr1	191711823	191711833	-	0.000	0.000	Merged-chr1-191711825-10
NR8787--MA0002.2.RUNX1	chr7	98770751	98770761	+	0.000	0.000	Merged-chr7-98770636-12
NR6170--MA0002.2.RUNX1	chr3	21838261	21838271	-	0.000	0.000	Merged-chr3-21838264-19
NR9498--MA0002.2.RUNX1	chr8	124086495	124086505	-	0.000	0.000	Merged-chr8-124086497-7
NR2876--MA0002.2.RUNX1	chr13	106941643	106941653	+	0.000	0.000	Merged-chr13-106941677-12
NR5267--MA0002.2.RUNX1	chr19	55903542	55903552	-	0.000	0.000	Merged-chr19-55903539-1
NR4241--MA0511.2.RUNX2	chr17	12165580	12165588	+	0.000	0.000	Merged-chr17-12165459-54
NR1036--MA0002.2.RUNX1	chr10	60290308	60290318	+	0.000	0.000	Merged-chr10-60290356-31
NR102--MA0511.2.RUNX2	chr1	53843241	53843249	+	0.000	0.000	Merged-chr1-53843171-20
NR2191--MA0002.2.RUNX1	chr12	81933736	81933746	+	0.000	0.000	Merged-chr12-81933629-26
NR1387--MA0511.2.RUNX2	chr10	127107654	127107662	+	0.000	0.000	Merged-chr10-127107710-55
NR1165--MA0684.1.RUNX3	chr10	81255100	81255109	-	0.000	0.000	Merged-chr10-81255041-17
NR398--MA0002.2.RUNX1	chr1	134067278	134067288	+	0.000	0.000	Merged-chr1-134067296-40
NR24--MA0511.2.RUNX2	chr1	16228098	16228106	-	0.000	0.000	Merged-chr1-16228179-38
NR5319--MA0684.1.RUNX3	chr19	58296930	58296939	+	0.000	0.000	Merged-chr19-58296968-24
NR9629--MA0511.2.RUNX2	chr9	43096539	43096547	+	0.000	0.000	Merged-chr9-43096353-58
NR255--MA0002.2.RUNX1	chr1	87187128	87187138	+	0.000	0.000	Merged-chr1-87187094-21
NR9407--MA0684.1.RUNX3	chr8	112034787	112034796	-	0.000	0.000	Merged-chr8-112034861-32
NR877--MA0511.2.RUNX2	chr10	21204900	21204908	+	0.000	0.000	Merged-chr10-21204743-52
NR4873--MA0511.2.RUNX2	chr18	67869990	67869998	+	0.000	0.000	Merged-chr18-67870077-8
NR1069--MA0684.1.RUNX3	chr10	67610852	67610861	+	0.000	0.000	Merged-chr10-67610821-54
NR8134--MA0002.2.RUNX1	chr6	97300902	97300912	-	0.000	0.000	Merged-chr6-97300820-20
NR6454--MA0002.2.RUNX1	chr3	108726488	108726498	+	0.000	0.000	Merged-chr3-108726514-23
NR7979--MA0684.1.RUNX3	chr6	47237772	47237781	+	0.000	0.000	Merged-chr6-47237667-8
NR5157--MA0684.1.RUNX3	chr19	32275218	32275227	+	0.000	0.000	Merged-chr19-32275425-90
NR6410--MA0511.2.RUNX2	chr3	101274924	101274932	-	0.000	0.000	Merged-chr3-101274930-55
NR8805--MA0684.1.RUNX3	chr7	102317927	102317936	+	0.000	0.000	Merged-chr7-102317968-16
NR7121--MA0511.2.RUNX2	chr4	135664732	135664740	+	0.000	0.000	Merged-chr4-135664760-27
NR8862--MA0002.2.RUNX1	chr7	110204382	110204392	-	0.000	0.000	Merged-chr7-110204373-3
NR7787--MA0511.2.RUNX2	chr5	138280162	138280170	-	0.000	0.000	Merged-chr5-138280109-50
NR6040--MA0002.2.RUNX1	chr2	166610374	166610384	-	0.000	0.000	Merged-chr2-166610595-30
NR6311--MA0002.2.RUNX1	chr3	84679038	84679048	-	0.000	0.000	Merged-chr3-84679070-45
NR9516--MA0684.1.RUNX3	chr8	125725664	125725673	-	0.000	0.000	Merged-chr8-125725496-61
NR4303--MA0684.1.RUNX3	chr17	24349341	24349350	-	0.000	0.000	Merged-chr17-24349449-2
NR320--MA0511.2.RUNX2	chr1	106152018	106152026	-	0.000	0.000	Merged-chr1-106152101-46
NR8613--MA0511.2.RUNX2	chr7	47094107	47094115	-	0.000	0.000	Merged-chr7-47094137-9
NR8120--MA0684.1.RUNX3	chr6	88939628	88939637	-	0.000	0.000	Merged-chr6-88939617-36
NR887--MA0002.2.RUNX1	chr10	21504626	21504636	-	0.000	0.000	Merged-chr10-21504659-28
NR8514--MA0002.2.RUNX1	chr7	19927281	19927291	+	0.000	0.000	Merged-chr7-19927215-42
NR6563--MA0002.2.RUNX1	chr3	133331761	133331771	-	0.000	0.000	Merged-chr3-133331740-1
NR9940--MA0002.2.RUNX1	chr9	108578608	108578618	+	0.000	0.000	Merged-chr9-108578687-51
NR638--MA0511.2.RUNX2	chr1	178321442	178321450	-	0.000	0.000	Merged-chr1-178321345-28
NR5808--MA0684.1.RUNX3	chr2	128430847	128430856	-	0.000	0.000	Merged-chr2-128430953-27
NR6692--MA0684.1.RUNX3	chr3	157572188	157572197	-	0.000	0.000	Merged-chr3-157572162-49
NR8495--MA0002.2.RUNX1	chr7	4431751	4431761	-	0.000	0.000	Merged-chr7-4431679-3
NR4535--MA0002.2.RUNX1	chr17	71288303	71288313	+	0.000	0.000	Merged-chr17-71288308-17
NR5961--MA0002.2.RUNX1	chr2	156918774	156918784	-	0.000	0.000	Merged-chr2-156918803-29
NR8081--MA0002.2.RUNX1	chr6	83096108	83096118	-	0.000	0.000	Merged-chr6-83096074-55
NR2540--MA0511.2.RUNX2	chr13	17627285	17627293	+	0.000	0.000	Merged-chr13-17627310-18
NR996--MA0002.2.RUNX1	chr10	54040402	54040412	+	0.000	0.000	Merged-chr10-54040478-122
NR1558--MA0684.1.RUNX3	chr11	46380384	46380393	+	0.000	0.000	Merged-chr11-46380322-60
NR2811--MA0511.2.RUNX2	chr13	92859009	92859017	-	0.000	0.000	Merged-chr13-92859070-18
NR125--MA0002.2.RUNX1	chr1	58311395	58311405	-	0.000	0.000	Merged-chr1-58311498-34
NR1829--MA0684.1.RUNX3	chr11	97830112	97830121	+	0.000	0.000	Merged-chr11-97830087-30
NR6615--MA0684.1.RUNX3	chr3	142281311	142281320	+	0.000	0.000	Merged-chr3-142281213-32
NR2984--MA0684.1.RUNX3	chr14	10453190	10453199	-	0.000	0.000	Merged-chr14-10453327-99
NR8974--MA0511.2.RUNX2	chr7	125635629	125635637	-	0.000	0.000	Merged-chr7-125635870-68
NR2712--MA0002.2.RUNX1	chr13	59668624	59668634	-	0.000	0.000	Merged-chr13-59668754-52
NR6423--MA0511.2.RUNX2	chr3	103091905	103091913	-	0.000	0.000	Merged-chr3-103091976-34
NR7035--MA0002.2.RUNX1	chr4	120978330	120978340	-	0.000	0.000	Merged-chr4-120978472-36
NR1889--MA0511.2.RUNX2	chr11	104443545	104443553	-	0.000	0.000	Merged-chr11-104443486-1
NR1396--MA0684.1.RUNX3	chr10	127738253	127738262	-	0.000	0.000	Merged-chr10-127738316-8
NR7657--MA0511.2.RUNX2	chr5	113787260	113787268	+	0.000	0.000	Merged-chr5-113787190-10
NR505--MA0002.2.RUNX1	chr1	160307043	160307053	+	0.000	0.000	Merged-chr1-160307254-61
NR7435--MA0684.1.RUNX3	chr5	62909467	62909476	-	0.000	0.000	Merged-chr5-62909359-25
NR6261--MA0511.2.RUNX2	chr3	59222393	59222401	+	0.000	0.000	Merged-chr3-59222464-17
NR2345--MA0002.2.RUNX1	chr12	108601089	108601099	+	0.000	0.000	Merged-chr12-108601181-28
NR5007--MA0002.2.RUNX1	chr18	84739719	84739729	+	0.000	0.000	Merged-chr18-84739701-13
NR8984--MA0002.2.RUNX1	chr7	127031557	127031567	-	0.000	0.000	Merged-chr7-127031596-19
NR486--MA0002.2.RUNX1	chr1	155836301	155836311	+	0.000	0.000	Merged-chr1-155836180-11
NR4918--MA0511.2.RUNX2	chr18	75541214	75541222	+	0.000	0.000	Merged-chr18-75541168-25
NR2696--MA0511.2.RUNX2	chr13	55255487	55255495	-	0.000	0.000	Merged-chr13-55255412-37
NR8113--MA0002.2.RUNX1	chr6	87541309	87541319	+	0.000	0.000	Merged-chr6-87541310-26
NR6162--MA0002.2.RUNX1	chr3	18624050	18624060	-	0.000	0.000	Merged-chr3-18624063-31
NR6291--MA0684.1.RUNX3	chr3	75731470	75731479	+	0.000	0.000	Merged-chr3-75731321-54
NR6562--MA0684.1.RUNX3	chr3	133328718	133328727	-	0.000	0.000	Merged-chr3-133328719-18
NR8841--MA0002.2.RUNX1	chr7	106271141	106271151	-	0.000	0.000	Merged-chr7-106271098-32
NR614--MA0002.2.RUNX1	chr1	173432706	173432716	+	0.000	0.000	Merged-chr1-173432561-56
NR8636--MA0002.2.RUNX1	chr7	63974284	63974294	+	0.000	0.000	Merged-chr7-63974448-57
NR138--MA0002.2.RUNX1	chr1	60569466	60569476	-	0.000	0.000	Merged-chr1-60569405-18
NR8907--MA0002.2.RUNX1	chr7	117394184	117394194	-	0.000	0.000	Merged-chr7-117394201-50
NR4011--MA0684.1.RUNX3	chr16	51807559	51807568	+	0.000	0.000	Merged-chr16-51807556-50
NR9076--MA0002.2.RUNX1	chr7	140321276	140321286	+	0.000	0.000	Merged-chr7-140321203-63
NR5659--MA0684.1.RUNX3	chr2	91876520	91876529	-	0.000	0.000	Merged-chr2-91876592-59
NR10127--MA0511.2.RUNX2	chrX	38248845	38248853	+	0.000	0.000	Merged-chrX-38248854-9
NR2410--MA0511.2.RUNX2	chr12	115003321	115003329	+	0.000	0.000	Merged-chr12-115003436-23
NR7147--MA0511.2.RUNX2	chr4	138464070	138464078	+	0.000	0.000	Merged-chr4-138464044-32
NR6337--MA0002.2.RUNX1	chr3	88510192	88510202	+	0.000	0.000	Merged-chr3-88510082-59
NR6737--MA0684.1.RUNX3	chr4	15986589	15986598	+	0.000	0.000	Merged-chr4-15986540-43
NR2711--MA0684.1.RUNX3	chr13	59536543	59536552	+	0.000	0.000	Merged-chr13-59536572-15
NR8701--MA0511.2.RUNX2	chr7	75891662	75891670	-	0.000	0.000	Merged-chr7-75891656-12
NR2506--MA0684.1.RUNX3	chr13	8742951	8742960	+	0.000	0.000	Merged-chr13-8742974-25
NR581--MA0684.1.RUNX3	chr1	170863259	170863268	+	0.000	0.000	Merged-chr1-170863214-38
NR8331--MA0002.2.RUNX1	chr6	130103006	130103016	-	0.000	0.000	Merged-chr6-130103023-31
NR8997--MA0002.2.RUNX1	chr7	128158908	128158918	+	0.000	0.000	Merged-chr7-128158931-27
NR104--MA0002.2.RUNX1	chr1	53851528	53851538	-	0.000	0.000	Merged-chr1-53851508-65
NR6380--MA0002.2.RUNX1	chr3	95101038	95101048	+	0.000	0.000	Merged-chr3-95101078-19
NR6651--MA0002.2.RUNX1	chr3	146152623	146152633	+	0.000	0.000	Merged-chr3-146152558-21
NR184--MA0511.2.RUNX2	chr1	66932132	66932140	-	0.000	0.000	Merged-chr1-66932043-30
NR2215--MA0002.2.RUNX1	chr12	86046241	86046251	+	0.000	0.000	Merged-chr12-86046383-40
NR2771--MA0511.2.RUNX2	chr13	83656979	83656987	-	0.000	0.000	Merged-chr13-83656989-24
NR7557--MA0684.1.RUNX3	chr5	105137006	105137015	-	0.000	0.000	Merged-chr5-105137049-3
NR2672--MA0002.2.RUNX1	chr13	51638885	51638895	-	0.000	0.000	Merged-chr13-51638880-34
NR8983--MA0684.1.RUNX3	chr7	126821922	126821931	-	0.000	0.000	Merged-chr7-126822065-16
NR9045--MA0511.2.RUNX2	chr7	137438348	137438356	-	0.000	0.000	Merged-chr7-137438337-3
NR2152--MA0511.2.RUNX2	chr12	72674643	72674651	+	0.000	0.000	Merged-chr12-72674596-16
NR8235--MA0002.2.RUNX1	chr6	120486195	120486205	+	0.000	0.000	Merged-chr6-120486424-77
NR6555--MA0002.2.RUNX1	chr3	132873409	132873419	-	0.000	0.000	Merged-chr3-132873317-15
NR3134--MA0511.2.RUNX2	chr14	57713135	57713143	-	0.000	0.000	Merged-chr14-57713043-44
NR8840--MA0684.1.RUNX3	chr7	106271099	106271108	+	0.000	0.000	Merged-chr7-106271098-32
NR3578--MA0684.1.RUNX3	chr15	60141833	60141842	+	0.000	0.000	Merged-chr15-60141822-49
NR5337--MA0511.2.RUNX2	chr2	3764341	3764349	-	0.000	0.000	Merged-chr2-3764311-29
NR2182--MA0684.1.RUNX3	chr12	79429965	79429974	-	0.000	0.000	Merged-chr12-79430089-33
NR10183--MA0511.2.RUNX2	chrX	77640461	77640469	-	0.000	0.000	Merged-chrX-77640531-25
NR6763--MA0511.2.RUNX2	chr4	34778239	34778247	+	0.000	0.000	Merged-chr4-34778308-51
NR8221--MA0684.1.RUNX3	chr6	119217785	119217794	-	0.000	0.000	Merged-chr6-119217771-9
NR5953--MA0002.2.RUNX1	chr2	156882516	156882526	+	0.000	0.000	Merged-chr2-156882642-42
NR2532--MA0511.2.RUNX2	chr13	13557079	13557087	-	0.000	0.000	Merged-chr13-13557258-36
NR117--MA0002.2.RUNX1	chr1	54871549	54871559	-	0.000	0.000	Merged-chr1-54871447-51
NR6935--MA0002.2.RUNX1	chr4	98255263	98255273	-	0.000	0.000	Merged-chr4-98255088-16
NR2310--MA0684.1.RUNX3	chr12	103116834	103116843	+	0.000	0.000	Merged-chr12-103116842-39
NR8695--MA0511.2.RUNX2	chr7	75794082	75794090	+	0.000	0.000	Merged-chr7-75794140-5
NR5367--MA0684.1.RUNX3	chr2	9607878	9607887	+	0.000	0.000	Merged-chr2-9607843-12
NR1358--MA0511.2.RUNX2	chr10	121189374	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR451--MA0684.1.RUNX3	chr1	150396149	150396158	+	0.000	0.000	Merged-chr1-150396130-66
NR5810--MA0002.2.RUNX1	chr2	129180167	129180177	+	0.000	0.000	Merged-chr2-129180074-1
NR4735--MA0511.2.RUNX2	chr18	37814061	37814069	-	0.000	0.000	Merged-chr18-37813954-31
NR6793--MA0684.1.RUNX3	chr4	44962502	44962511	+	0.000	0.000	Merged-chr4-44962580-14
NR369--MA0002.2.RUNX1	chr1	131200182	131200192	+	0.000	0.000	Merged-chr1-131199978-81
NR6045--MA0002.2.RUNX1	chr2	167367579	167367589	-	0.000	0.000	Merged-chr2-167367514-3
NR8281--MA0511.2.RUNX2	chr6	125277045	125277053	-	0.000	0.000	Merged-chr6-125277000-16
NR2562--MA0684.1.RUNX3	chr13	21750443	21750452	-	0.000	0.000	Merged-chr13-21750455-56
NR2833--MA0684.1.RUNX3	chr13	97249690	97249699	-	0.000	0.000	Merged-chr13-97249692-15
NR4365--MA0002.2.RUNX1	chr17	32492389	32492399	-	0.000	0.000	Merged-chr17-32492576-17
NR103--MA0684.1.RUNX3	chr1	53843241	53843250	+	0.000	0.000	Merged-chr1-53843171-20
NR2370--MA0511.2.RUNX2	chr12	111912899	111912907	-	0.000	0.000	Merged-chr12-111913088-13
NR8724--MA0002.2.RUNX1	chr7	80919434	80919444	-	0.000	0.000	Merged-chr7-80919490-53
NR1560--MA0002.2.RUNX1	chr11	46446330	46446340	-	0.000	0.000	Merged-chr11-46446267-3
NR6568--MA0002.2.RUNX1	chr3	133479205	133479215	+	0.000	0.000	Merged-chr3-133479272-2
NR7156--MA0684.1.RUNX3	chr4	139616630	139616639	+	0.000	0.000	Merged-chr4-139616773-45
NR25--MA0684.1.RUNX3	chr1	16228097	16228106	-	0.000	0.000	Merged-chr1-16228179-38
NR577--MA0511.2.RUNX2	chr1	170861936	170861944	-	0.000	0.000	Merged-chr1-170861853-46
NR2271--MA0002.2.RUNX1	chr12	99468132	99468142	-	0.000	0.000	Merged-chr12-99468213-62
NR1467--MA0511.2.RUNX2	chr11	14117782	14117790	+	0.000	0.000	Merged-chr11-14117736-17
