#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR1179--MA0002.2.RUNX1	chr10	80763645	80763655	-	0.000	0.000	Merged-chr10-80763655-40
NR4490--MA0002.2.RUNX1	chr17	12745964	12745974	-	0.000	0.000	Merged-chr17-12746015-29
NR9498--MA0002.2.RUNX1	chr7	114291613	114291623	+	0.000	0.000	Merged-chr7-114291722-43
NR3259--MA0684.1.RUNX3	chr14	47476845	47476854	-	0.000	0.000	Merged-chr14-47476839-9
NR10056--MA0684.1.RUNX3	chr8	114879898	114879907	-	0.000	0.000	Merged-chr8-114879936-19
NR6907--MA0684.1.RUNX3	chr3	149394059	149394068	-	0.000	0.000	Merged-chr3-149393865-18
NR480--MA0684.1.RUNX3	chr1	144355777	144355786	-	0.000	0.000	Merged-chr1-144355940-45
NR1658--MA0511.2.RUNX2	chr11	54802018	54802026	+	0.000	0.000	Merged-chr11-54802192-79
NR398--MA0002.2.RUNX1	chr1	131136166	131136176	-	0.000	0.000	Merged-chr1-131136133-6
NR9292--MA0511.2.RUNX2	chr7	75891662	75891670	-	0.000	0.000	Merged-chr7-75891656-12
NR4621--MA0511.2.RUNX2	chr17	36227190	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR1022--MA0684.1.RUNX3	chr10	51481775	51481784	+	0.000	0.000	Merged-chr10-51481748-14
NR255--MA0002.2.RUNX1	chr1	87866839	87866849	-	0.000	0.000	Merged-chr1-87866806-30
NR8819--MA0002.2.RUNX1	chr6	130538634	130538644	-	0.000	0.000	Merged-chr6-130538609-12
NR3176--MA0511.2.RUNX2	chr14	12243955	12243963	-	0.000	0.000	Merged-chr14-12243878-61
NR3718--MA0511.2.RUNX2	chr15	52928624	52928632	+	0.000	0.000	Merged-chr15-52928656-21
NR2571--MA0002.2.RUNX1	chr12	117586384	117586394	+	0.000	0.000	Merged-chr12-117586270-30
NR1496--MA0511.2.RUNX2	chr11	4339440	4339448	-	0.000	0.000	Merged-chr11-4339426-10
NR6824--MA0511.2.RUNX2	chr3	136725401	136725409	-	0.000	0.000	Merged-chr3-136725551-46
NR2637--MA0002.2.RUNX1	chr13	13520557	13520567	-	0.000	0.000	Merged-chr13-13520497-22
NR10145--MA0002.2.RUNX1	chr8	124085843	124085853	+	0.000	0.000	Merged-chr8-124085760-17
NR3033--MA0511.2.RUNX2	chr13	101707505	101707513	+	0.000	0.000	Merged-chr13-101707362-90
NR10069--MA0684.1.RUNX3	chr8	116600002	116600011	-	0.000	0.000	Merged-chr8-116599891-26
NR4303--MA0684.1.RUNX3	chr16	75984026	75984035	-	0.000	0.000	Merged-chr16-75984013-36
NR4426--MA0002.2.RUNX1	chr16	95999472	95999482	-	0.000	0.000	Merged-chr16-95999409-48
NR2475--MA0002.2.RUNX1	chr12	112720127	112720137	+	0.000	0.000	Merged-chr12-112720162-15
NR9102--MA0684.1.RUNX3	chr7	25636411	25636420	+	0.000	0.000	Merged-chr7-25636533-12
NR5488--MA0511.2.RUNX2	chr19	58051140	58051148	+	0.000	0.000	Merged-chr19-58051277-2
NR4555--MA0684.1.RUNX3	chr17	27133918	27133927	+	0.000	0.000	Merged-chr17-27133890-64
NR4678--MA0002.2.RUNX1	chr17	50678088	50678098	+	0.000	0.000	Merged-chr17-50678198-44
NR638--MA0511.2.RUNX2	chr1	172126799	172126807	-	0.000	0.000	Merged-chr1-172126791-53
NR2332--MA0002.2.RUNX1	chr12	85944605	85944615	-	0.000	0.000	Merged-chr12-85944621-1
NR7069--MA0002.2.RUNX1	chr4	43478608	43478618	+	0.000	0.000	Merged-chr4-43478535-62
NR6692--MA0684.1.RUNX3	chr3	108562546	108562555	-	0.000	0.000	Merged-chr3-108562830-113
NR2954--MA0511.2.RUNX2	chr13	91484404	91484412	-	0.000	0.000	Merged-chr13-91484361-55
NR9083--MA0684.1.RUNX3	chr7	19817721	19817730	+	0.000	0.000	Merged-chr7-19817599-46
NR5616--MA0511.2.RUNX2	chr2	25913387	25913395	-	0.000	0.000	Merged-chr2-25913406-29
NR4264--MA0002.2.RUNX1	chr16	59571042	59571052	+	0.000	0.000	Merged-chr16-59570986-31
NR10462--MA0511.2.RUNX2	chr9	75805158	75805166	+	0.000	0.000	Merged-chr9-75805166-16
NR4806--MA0002.2.RUNX1	chr17	83985535	83985545	+	0.000	0.000	Merged-chr17-83985583-7
NR2584--MA0002.2.RUNX1	chr12	118255872	118255882	-	0.000	0.000	Merged-chr12-118255780-45
NR8500--MA0684.1.RUNX3	chr6	72841926	72841935	+	0.000	0.000	Merged-chr6-72841906-9
NR330--MA0002.2.RUNX1	chr1	106035309	106035319	+	0.000	0.000	Merged-chr1-106035367-19
NR1558--MA0684.1.RUNX3	chr11	21192048	21192057	-	0.000	0.000	Merged-chr11-21192059-23
NR4393--MA0684.1.RUNX3	chr16	92748397	92748406	+	0.000	0.000	Merged-chr16-92748370-54
NR6201--MA0684.1.RUNX3	chr2	154754296	154754305	+	0.000	0.000	Merged-chr2-154754253-27
NR919--MA0002.2.RUNX1	chr10	19718826	19718836	-	0.000	0.000	Merged-chr10-19718932-45
NR4521--MA0684.1.RUNX3	chr17	21477978	21477987	-	0.000	0.000	Merged-chr17-21477863-62
NR333--MA0511.2.RUNX2	chr1	106152018	106152026	-	0.000	0.000	Merged-chr1-106152101-46
NR6675--MA0511.2.RUNX2	chr3	105763690	105763698	+	0.000	0.000	Merged-chr3-105763665-52
NR2488--MA0002.2.RUNX1	chr12	114093907	114093917	+	0.000	0.000	Merged-chr12-114094020-26
NR111--MA0684.1.RUNX3	chr1	52753936	52753945	+	0.000	0.000	Merged-chr1-52754097-20
NR8190--MA0002.2.RUNX1	chr5	139300569	139300579	-	0.000	0.000	Merged-chr5-139300628-14
NR8461--MA0002.2.RUNX1	chr6	58832816	58832826	-	0.000	0.000	Merged-chr6-58832889-39
NR2920--MA0511.2.RUNX2	chr13	83656979	83656987	-	0.000	0.000	Merged-chr13-83656989-24
NR3199--MA0002.2.RUNX1	chr14	21636676	21636686	+	0.000	0.000	Merged-chr14-21636677-36
NR8732--MA0002.2.RUNX1	chr6	122804610	122804620	-	0.000	0.000	Merged-chr6-122804652-39
NR10538--MA0002.2.RUNX1	chr9	86583961	86583971	-	0.000	0.000	Merged-chr9-86583890-30
NR2888--MA0684.1.RUNX3	chr13	73491290	73491299	-	0.000	0.000	Merged-chr13-73491277-13
NR6532--MA0511.2.RUNX2	chr3	65537572	65537580	-	0.000	0.000	Merged-chr3-65537527-21
NR3599--MA0684.1.RUNX3	chr15	6569140	6569149	+	0.000	0.000	Merged-chr15-6569076-63
NR7038--MA0511.2.RUNX2	chr4	40172494	40172502	+	0.000	0.000	Merged-chr4-40172628-23
NR7309--MA0511.2.RUNX2	chr4	116701031	116701039	-	0.000	0.000	Merged-chr4-116701085-12
NR4901--MA0684.1.RUNX3	chr18	14675979	14675988	+	0.000	0.000	Merged-chr18-14675814-20
NR9810--MA0002.2.RUNX1	chr8	33448818	33448828	+	0.000	0.000	Merged-chr8-33448893-8
NR8735--MA0511.2.RUNX2	chr6	122837925	122837933	+	0.000	0.000	Merged-chr6-122837963-9
NR4548--MA0002.2.RUNX1	chr17	26532893	26532903	-	0.000	0.000	Merged-chr17-26532798-20
NR9175--MA0511.2.RUNX2	chr7	45082993	45083001	-	0.000	0.000	Merged-chr7-45083107-80
NR614--MA0002.2.RUNX1	chr1	167392969	167392979	-	0.000	0.000	Merged-chr1-167392995-5
NR6685--MA0002.2.RUNX1	chr3	108061524	108061534	-	0.000	0.000	Merged-chr3-108061628-33
NR6956--MA0002.2.RUNX1	chr3	157572239	157572249	-	0.000	0.000	Merged-chr3-157572162-49
NR200--MA0002.2.RUNX1	chr1	74373602	74373612	-	0.000	0.000	Merged-chr1-74373535-14
NR866--MA0002.2.RUNX1	chr10	8055493	8055503	+	0.000	0.000	Merged-chr10-8055559-58
NR8222--MA0002.2.RUNX1	chr5	142319491	142319501	+	0.000	0.000	Merged-chr5-142319535-22
NR4591--MA0002.2.RUNX1	chr17	31873342	31873352	-	0.000	0.000	Merged-chr17-31873313-29
NR4805--MA0684.1.RUNX3	chr17	83902735	83902744	-	0.000	0.000	Merged-chr17-83902741-24
NR4386--MA0002.2.RUNX1	chr16	91796238	91796248	+	0.000	0.000	Merged-chr16-91796085-21
NR10584--MA0511.2.RUNX2	chr9	95832944	95832952	-	0.000	0.000	Merged-chr9-95832946-23
NR2040--MA0002.2.RUNX1	chr11	115231721	115231731	-	0.000	0.000	Merged-chr11-115231746-46
NR600--MA0684.1.RUNX3	chr1	165691743	165691752	+	0.000	0.000	Merged-chr1-165691684-32
NR4071--MA0511.2.RUNX2	chr16	23197007	23197015	+	0.000	0.000	Merged-chr16-23196963-14
NR4120--MA0684.1.RUNX3	chr16	31210109	31210118	-	0.000	0.000	Merged-chr16-31210060-37
NR1852--MA0002.2.RUNX1	chr11	90264333	90264343	+	0.000	0.000	Merged-chr11-90264264-53
NR6589--MA0002.2.RUNX1	chr3	84679038	84679048	-	0.000	0.000	Merged-chr3-84679070-45
NR598--MA0511.2.RUNX2	chr1	165691743	165691751	+	0.000	0.000	Merged-chr1-165691684-32
NR8701--MA0511.2.RUNX2	chr6	119918695	119918703	+	0.000	0.000	Merged-chr6-119918835-40
NR9207--MA0511.2.RUNX2	chr7	49828165	49828173	-	0.000	0.000	Merged-chr7-49828088-29
NR8060--MA0002.2.RUNX1	chr5	113787260	113787270	-	0.000	0.000	Merged-chr5-113787190-10
NR7527--MA0511.2.RUNX2	chr4	150566267	150566275	+	0.000	0.000	Merged-chr4-150566221-49
NR10408--MA0002.2.RUNX1	chr9	66142459	66142469	+	0.000	0.000	Merged-chr9-66142492-15
NR4100--MA0002.2.RUNX1	chr16	26668076	26668086	+	0.000	0.000	Merged-chr16-26667963-36
NR455--MA0511.2.RUNX2	chr1	138952394	138952402	+	0.000	0.000	Merged-chr1-138952405-35
NR2758--MA0684.1.RUNX3	chr13	38050153	38050162	-	0.000	0.000	Merged-chr13-38050052-14
NR7157--MA0002.2.RUNX1	chr4	75278935	75278945	+	0.000	0.000	Merged-chr4-75279089-1
NR10266--MA0684.1.RUNX3	chr9	21411819	21411828	-	0.000	0.000	Merged-chr9-21411941-54
NR2615--MA0684.1.RUNX3	chr13	8742951	8742960	+	0.000	0.000	Merged-chr13-8742974-25
NR4418--MA0002.2.RUNX1	chr16	94660405	94660415	+	0.000	0.000	Merged-chr16-94660460-20
NR8112--MA0684.1.RUNX3	chr5	120775837	120775846	-	0.000	0.000	Merged-chr5-120775735-65
NR5129--MA0002.2.RUNX1	chr18	81430069	81430079	+	0.000	0.000	Merged-chr18-81430139-51
NR6161--MA0684.1.RUNX3	chr2	150307354	150307363	+	0.000	0.000	Merged-chr2-150307166-50
NR2867--MA0684.1.RUNX3	chr13	63411079	63411088	-	0.000	0.000	Merged-chr13-63411317-71
NR7981--MA0002.2.RUNX1	chr5	106639687	106639697	-	0.000	0.000	Merged-chr5-106639695-17
NR4831--MA0511.2.RUNX2	chr17	85981978	85981986	+	0.000	0.000	Merged-chr17-85982062-9
NR465--MA0002.2.RUNX1	chr1	143731099	143731109	+	0.000	0.000	Merged-chr1-143731119-20
NR3750--MA0002.2.RUNX1	chr15	61408832	61408842	-	0.000	0.000	Merged-chr15-61408601-39
NR4133--MA0684.1.RUNX3	chr16	32430851	32430860	-	0.000	0.000	Merged-chr16-32431022-65
NR4190--MA0002.2.RUNX1	chr16	44356437	44356447	+	0.000	0.000	Merged-chr16-44356525-24
NR1106--MA0511.2.RUNX2	chr10	68036463	68036471	+	0.000	0.000	Merged-chr10-68036383-95
NR9425--MA0511.2.RUNX2	chr7	105559273	105559281	+	0.000	0.000	Merged-chr7-105559290-12
NR8344--MA0002.2.RUNX1	chr6	22330736	22330746	+	0.000	0.000	Merged-chr6-22330722-48
NR4385--MA0684.1.RUNX3	chr16	91789929	91789938	+	0.000	0.000	Merged-chr16-91789935-50
NR6664--MA0002.2.RUNX1	chr3	103865834	103865844	+	0.000	0.000	Merged-chr3-103865909-2
NR944--MA0511.2.RUNX2	chr10	22714805	22714813	+	0.000	0.000	Merged-chr10-22714818-39
NR8300--MA0511.2.RUNX2	chr6	6577522	6577530	+	0.000	0.000	Merged-chr6-6577639-1
NR722--MA0684.1.RUNX3	chr1	182504346	182504355	-	0.000	0.000	Merged-chr1-182504417-24
NR5810--MA0002.2.RUNX1	chr2	73449041	73449051	-	0.000	0.000	Merged-chr2-73449097-14
NR1136--MA0684.1.RUNX3	chr10	75702709	75702718	+	0.000	0.000	Merged-chr10-75702628-18
NR7126--MA0511.2.RUNX2	chr4	62367820	62367828	+	0.000	0.000	Merged-chr4-62367859-6
NR4513--MA0684.1.RUNX3	chr17	18957940	18957949	+	0.000	0.000	Merged-chr17-18957901-23
NR8330--MA0684.1.RUNX3	chr6	17737756	17737765	+	0.000	0.000	Merged-chr6-17737637-51
NR5791--MA0002.2.RUNX1	chr2	71366621	71366631	-	0.000	0.000	Merged-chr2-71366788-6
NR160--MA0002.2.RUNX1	chr1	64756880	64756890	+	0.000	0.000	Merged-chr1-64756853-21
NR10136--MA0684.1.RUNX3	chr8	123034377	123034386	+	0.000	0.000	Merged-chr8-123034437-42
NR7378--MA0511.2.RUNX2	chr4	133660985	133660993	+	0.000	0.000	Merged-chr4-133661048-20
NR7649--MA0511.2.RUNX2	chr5	23719094	23719102	+	0.000	0.000	Merged-chr5-23719169-48
NR1560--MA0002.2.RUNX1	chr11	23846633	23846643	-	0.000	0.000	Merged-chr11-23846539-65
NR10259--MA0002.2.RUNX1	chr9	15539146	15539156	+	0.000	0.000	Merged-chr9-15539178-37
NR4222--MA0002.2.RUNX1	chr16	51807559	51807569	-	0.000	0.000	Merged-chr16-51807556-50
NR1960--MA0684.1.RUNX3	chr11	106468655	106468664	-	0.000	0.000	Merged-chr11-106468760-5
NR5284--MA0511.2.RUNX2	chr19	20875901	20875909	-	0.000	0.000	Merged-chr19-20876096-16
NR749--MA0002.2.RUNX1	chr1	184573498	184573508	-	0.000	0.000	Merged-chr1-184573445-38
NR4622--MA0684.1.RUNX3	chr17	36227189	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR4474--MA0002.2.RUNX1	chr17	8195730	8195740	+	0.000	0.000	Merged-chr17-8195901-46
NR8727--MA0511.2.RUNX2	chr6	122302848	122302856	+	0.000	0.000	Merged-chr6-122302793-16
NR878--MA0684.1.RUNX3	chr10	10307521	10307530	-	0.000	0.000	Merged-chr10-10307543-35
NR8628--MA0002.2.RUNX1	chr6	103473547	103473557	+	0.000	0.000	Merged-chr6-103473663-48
NR2052--MA0684.1.RUNX3	chr11	116255860	116255869	-	0.000	0.000	Merged-chr11-116255740-3,Merged-chr11-116256028-23
NR4602--MA0002.2.RUNX1	chr17	33484228	33484238	-	0.000	0.000	Merged-chr17-33484214-28
NR6904--MA0511.2.RUNX2	chr3	148844474	148844482	+	0.000	0.000	Merged-chr3-148844306-23
NR9468--MA0684.1.RUNX3	chr7	110270671	110270680	-	0.000	0.000	Merged-chr7-110270578-16
NR10940--MA0002.2.RUNX1	chrX	105926560	105926570	+	0.000	0.000	Merged-chrX-105926610-52
NR5237--MA0684.1.RUNX3	chr19	10830053	10830062	-	0.000	0.000	Merged-chr19-10829902-50
NR116--MA0684.1.RUNX3	chr1	53784797	53784806	+	0.000	0.000	Merged-chr1-53784836-115
NR10149--MA0684.1.RUNX3	chr8	124317396	124317405	-	0.000	0.000	Merged-chr8-124317327-6
NR4778--MA0684.1.RUNX3	chr17	75558517	75558526	+	0.000	0.000	Merged-chr17-75558530-11
NR5489--MA0684.1.RUNX3	chr19	58051140	58051149	+	0.000	0.000	Merged-chr19-58051277-2
NR9799--MA0511.2.RUNX2	chr8	25149178	25149186	+	0.000	0.000	Merged-chr8-25149287-19
NR639--MA0684.1.RUNX3	chr1	172126798	172126807	-	0.000	0.000	Merged-chr1-172126791-53
NR8052--MA0002.2.RUNX1	chr5	113639499	113639509	-	0.000	0.000	Merged-chr5-113639506-21
NR9577--MA0684.1.RUNX3	chr7	125489909	125489918	+	0.000	0.000	Merged-chr7-125489902-8
NR10129--MA0002.2.RUNX1	chr8	122527147	122527157	-	0.000	0.000	Merged-chr8-122527026-7
NR1701--MA0002.2.RUNX1	chr11	63908531	63908541	+	0.000	0.000	Merged-chr11-63908633-20
NR4487--MA0002.2.RUNX1	chr17	12351830	12351840	+	0.000	0.000	Merged-chr17-12351777-16
NR1066--MA0511.2.RUNX2	chr10	60290310	60290318	-	0.000	0.000	Merged-chr10-60290356-31
NR8181--MA0684.1.RUNX3	chr5	137692096	137692105	+	0.000	0.000	Merged-chr5-137692077-23
NR10258--MA0684.1.RUNX3	chr9	15526043	15526052	-	0.000	0.000	Merged-chr9-15526156-7
NR4073--MA0002.2.RUNX1	chr16	23197007	23197017	-	0.000	0.000	Merged-chr16-23196963-14
NR9308--MA0511.2.RUNX2	chr7	80209934	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR8227--MA0002.2.RUNX1	chr5	142406494	142406504	-	0.000	0.000	Merged-chr5-142406611-11
NR6276--MA0002.2.RUNX1	chr2	165956427	165956437	+	0.000	0.000	Merged-chr2-165956535-28
NR2588--MA0684.1.RUNX3	chr12	118439165	118439174	+	0.000	0.000	Merged-chr12-118439012-3
NR7973--MA0002.2.RUNX1	chr5	105675577	105675587	+	0.000	0.000	Merged-chr5-105675662-27
NR2045--MA0002.2.RUNX1	chr11	115366303	115366313	-	0.000	0.000	Merged-chr11-115366369-13
NR2872--MA0511.2.RUNX2	chr13	63808146	63808154	+	0.000	0.000	Merged-chr13-63808172-29
NR6010--MA0684.1.RUNX3	chr2	121125628	121125637	+	0.000	0.000	Merged-chr2-121125577-7
NR6676--MA0684.1.RUNX3	chr3	105763690	105763699	+	0.000	0.000	Merged-chr3-105763665-52
NR7009--MA0511.2.RUNX2	chr4	24496517	24496525	-	0.000	0.000	Merged-chr4-24496528-78
NR142--MA0511.2.RUNX2	chr1	60777111	60777119	-	0.000	0.000	Merged-chr1-60777260-88
NR9146--MA0511.2.RUNX2	chr7	37977884	37977892	-	0.000	0.000	Merged-chr7-37977957-29
NR8065--MA0002.2.RUNX1	chr5	114041829	114041839	-	0.000	0.000	Merged-chr5-114041714-24
NR6656--MA0002.2.RUNX1	chr3	102804012	102804022	+	0.000	0.000	Merged-chr3-102804136-20
NR2697--MA0684.1.RUNX3	chr13	24779334	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR2302--MA0684.1.RUNX3	chr12	79429965	79429974	-	0.000	0.000	Merged-chr12-79430089-33
NR5088--MA0684.1.RUNX3	chr18	75541214	75541223	+	0.000	0.000	Merged-chr18-75541168-25
NR8194--MA0684.1.RUNX3	chr5	139303758	139303767	+	0.000	0.000	Merged-chr5-139303910-62
NR6785--MA0684.1.RUNX3	chr3	131157634	131157643	-	0.000	0.000	Merged-chr3-131157614-46
NR9176--MA0684.1.RUNX3	chr7	45082992	45083001	-	0.000	0.000	Merged-chr7-45083107-80
NR6037--MA0002.2.RUNX1	chr2	127086416	127086426	+	0.000	0.000	Merged-chr2-127086449-24
NR8544--MA0511.2.RUNX2	chr6	87887751	87887759	+	0.000	0.000	Merged-chr6-87887908-55
NR8815--MA0511.2.RUNX2	chr6	130288355	130288363	+	0.000	0.000	Merged-chr6-130288327-19
NR5216--MA0684.1.RUNX3	chr19	5724635	5724644	+	0.000	0.000	Merged-chr19-5724698-18
NR2948--MA0002.2.RUNX1	chr13	89418967	89418977	-	0.000	0.000	Merged-chr13-89418895-21
NR4042--MA0511.2.RUNX2	chr16	14088428	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR6289--MA0002.2.RUNX1	chr2	166665835	166665845	-	0.000	0.000	Merged-chr2-166665700-84
NR8130--MA0511.2.RUNX2	chr5	124034658	124034666	+	0.000	0.000	Merged-chr5-124034642-47
NR9871--MA0002.2.RUNX1	chr8	61928155	61928165	+	0.000	0.000	Merged-chr8-61928211-74
NR2534--MA0002.2.RUNX1	chr12	115312145	115312155	+	0.000	0.000	Merged-chr12-115312281-46
NR5640--MA0002.2.RUNX1	chr2	30897112	30897122	-	0.000	0.000	Merged-chr2-30897276-26
NR199--MA0002.2.RUNX1	chr1	74373527	74373537	+	0.000	0.000	Merged-chr1-74373535-14
NR2934--MA0684.1.RUNX3	chr13	85505256	85505265	-	0.000	0.000	Merged-chr13-85505133-53
NR10188--MA0511.2.RUNX2	chr8	127968207	127968215	-	0.000	0.000	Merged-chr8-127968270-33
NR9093--MA0511.2.RUNX2	chr7	24457834	24457842	+	0.000	0.000	Merged-chr7-24457903-49
NR77--MA0511.2.RUNX2	chr1	40473884	40473892	-	0.000	0.000	Merged-chr1-40473860-44
NR10508--MA0684.1.RUNX3	chr9	80820290	80820299	+	0.000	0.000	Merged-chr9-80820177-30
NR10089--MA0002.2.RUNX1	chr8	119605005	119605015	-	0.000	0.000	Merged-chr8-119605101-59
NR4200--MA0684.1.RUNX3	chr16	45222995	45223004	-	0.000	0.000	Merged-chr16-45223020-10
NR1661--MA0002.2.RUNX1	chr11	57686222	57686232	+	0.000	0.000	Merged-chr11-57686202-30
NR6003--MA0002.2.RUNX1	chr2	118668076	118668086	-	0.000	0.000	Merged-chr2-118668058-11
NR6083--MA0511.2.RUNX2	chr2	132643379	132643387	-	0.000	0.000	Merged-chr2-132643452-47
NR10316--MA0511.2.RUNX2	chr9	42097519	42097527	-	0.000	0.000	Merged-chr9-42097544-106
NR2438--MA0002.2.RUNX1	chr12	107982497	107982507	-	0.000	0.000	Merged-chr12-107982520-41
NR8749--MA0684.1.RUNX3	chr6	125241740	125241749	-	0.000	0.000	Merged-chr6-125241695-39
NR8140--MA0002.2.RUNX1	chr5	124955224	124955234	+	0.000	0.000	Merged-chr5-124955042-61
NR2789--MA0511.2.RUNX2	chr13	45455949	45455957	+	0.000	0.000	Merged-chr13-45455779-40
NR10932--MA0002.2.RUNX1	chrX	98265960	98265970	+	0.000	0.000	Merged-chrX-98266025-47
NR7681--MA0002.2.RUNX1	chr5	32148743	32148753	+	0.000	0.000	Merged-chr5-32148738-21
NR4260--MA0511.2.RUNX2	chr16	59459473	59459481	-	0.000	0.000	Merged-chr16-59459484-51
NR8811--MA0684.1.RUNX3	chr6	130197742	130197751	+	0.000	0.000	Merged-chr6-130197839-48
NR1770--MA0002.2.RUNX1	chr11	76993050	76993060	-	0.000	0.000	Merged-chr11-76993098-31
NR8729--MA0002.2.RUNX1	chr6	122758957	122758967	-	0.000	0.000	Merged-chr6-122758915-39
NR4227--MA0002.2.RUNX1	chr16	52064537	52064547	+	0.000	0.000	Merged-chr16-52064719-40
NR6906--MA0002.2.RUNX1	chr3	149394058	149394068	+	0.000	0.000	Merged-chr3-149393865-18
NR7790--MA0002.2.RUNX1	chr5	65929285	65929295	+	0.000	0.000	Merged-chr5-65929353-41
NR5338--MA0684.1.RUNX3	chr19	32275218	32275227	+	0.000	0.000	Merged-chr19-32275425-90
NR1107--MA0684.1.RUNX3	chr10	68036463	68036472	+	0.000	0.000	Merged-chr10-68036383-95
NR1674--MA0002.2.RUNX1	chr11	58424151	58424161	+	0.000	0.000	Merged-chr11-58424093-17
NR2533--MA0684.1.RUNX3	chr12	115293943	115293952	+	0.000	0.000	Merged-chr12-115293953-33
NR8696--MA0684.1.RUNX3	chr6	119408840	119408849	-	0.000	0.000	Merged-chr6-119408748-28
NR2070--MA0511.2.RUNX2	chr11	118232694	118232702	+	0.000	0.000	Merged-chr11-118232579-51
NR1531--MA0002.2.RUNX1	chr11	11766269	11766279	-	0.000	0.000	Merged-chr11-11766225-56
NR2308--MA0002.2.RUNX1	chr12	79522556	79522566	+	0.000	0.000	Merged-chr12-79522633-19
NR8676--MA0002.2.RUNX1	chr6	114934410	114934420	-	0.000	0.000	Merged-chr6-114934394-6
NR6125--MA0002.2.RUNX1	chr2	144224564	144224574	+	0.000	0.000	Merged-chr2-144224483-67
NR6952--MA0511.2.RUNX2	chr3	157572189	157572197	-	0.000	0.000	Merged-chr3-157572162-49
NR2289--MA0002.2.RUNX1	chr12	76085159	76085169	-	0.000	0.000	Merged-chr12-76085234-6
NR8057--MA0002.2.RUNX1	chr5	113670841	113670851	+	0.000	0.000	Merged-chr5-113670817-25
NR4574--MA0684.1.RUNX3	chr17	29304535	29304544	+	0.000	0.000	Merged-chr17-29304449-24
NR10068--MA0002.2.RUNX1	chr8	116600001	116600011	+	0.000	0.000	Merged-chr8-116599891-26
NR1640--MA0002.2.RUNX1	chr11	51938888	51938898	-	0.000	0.000	Merged-chr11-51938980-15
NR4302--MA0002.2.RUNX1	chr16	75984025	75984035	+	0.000	0.000	Merged-chr16-75984013-36
NR1991--MA0511.2.RUNX2	chr11	109497227	109497235	+	0.000	0.000	Merged-chr11-109497188-14
NR10197--MA0684.1.RUNX3	chr8	128429729	128429738	+	0.000	0.000	Merged-chr8-128429719-10
NR8785--MA0002.2.RUNX1	chr6	129045253	129045263	-	0.000	0.000	Merged-chr6-129045306-7
NR287--MA0002.2.RUNX1	chr1	92469137	92469147	-	0.000	0.000	Merged-chr1-92469061-38
NR514--MA0511.2.RUNX2	chr1	152369329	152369337	+	0.000	0.000	Merged-chr1-152369531-31
NR8536--MA0511.2.RUNX2	chr6	87447421	87447429	+	0.000	0.000	Merged-chr6-87447444-55
NR7660--MA0002.2.RUNX1	chr5	24393606	24393616	-	0.000	0.000	Merged-chr5-24393621-16
NR6856--MA0511.2.RUNX2	chr3	142892308	142892316	+	0.000	0.000	Merged-chr3-142892335-19
NR6905--MA0684.1.RUNX3	chr3	148844474	148844483	+	0.000	0.000	Merged-chr3-148844306-23
NR4683--MA0684.1.RUNX3	chr17	51814545	51814554	+	0.000	0.000	Merged-chr17-51814512-17
NR9025--MA0684.1.RUNX3	chr6	146776791	146776800	-	0.000	0.000	Merged-chr6-146776808-33
NR6486--MA0002.2.RUNX1	chr3	52343737	52343747	-	0.000	0.000	Merged-chr3-52343640-60
NR2526--MA0002.2.RUNX1	chr12	115055202	115055212	+	0.000	0.000	Merged-chr12-115055317-37
NR8295--MA0684.1.RUNX3	chr6	3620707	3620716	-	0.000	0.000	Merged-chr6-3620670-56
NR2211--MA0511.2.RUNX2	chr12	51449506	51449514	-	0.000	0.000	Merged-chr12-51449424-10
NR6072--MA0002.2.RUNX1	chr2	130555012	130555022	+	0.000	0.000	Merged-chr2-130555023-33
NR5268--MA0511.2.RUNX2	chr19	16029383	16029391	-	0.000	0.000	Merged-chr19-16029300-45
NR2655--MA0684.1.RUNX3	chr13	19518143	19518152	+	0.000	0.000	Merged-chr13-19518295-27
NR6595--MA0002.2.RUNX1	chr3	87274569	87274579	+	0.000	0.000	Merged-chr3-87274512-10
NR1653--MA0002.2.RUNX1	chr11	54492741	54492751	+	0.000	0.000	Merged-chr11-54492562-47
NR7421--MA0002.2.RUNX1	chr4	136570187	136570197	+	0.000	0.000	Merged-chr4-136570246-39
NR2159--MA0002.2.RUNX1	chr12	25365625	25365635	+	0.000	0.000	Merged-chr12-25365486-14
NR4838--MA0002.2.RUNX1	chr17	86779459	86779469	-	0.000	0.000	Merged-chr17-86779381-46
NR2887--MA0002.2.RUNX1	chr13	73491289	73491299	+	0.000	0.000	Merged-chr13-73491277-13
NR1861--MA0511.2.RUNX2	chr11	90698016	90698024	+	0.000	0.000	Merged-chr11-90697864-33
