#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR2343--MA0495.2.MAFF	chr11	87074101	87074121	-	0.000	0.000	Merged-chr11-87073947-35
NR2302--MA0089.1.MAFG::NFE2L1	chr11	72207276	72207281	-	0.000	0.000	Merged-chr11-72207242-88
NR2474--MA0501.1.MAF::NFE2	chr11	120353796	120353810	-	0.000	0.000	Merged-chr11-120353921-57
NR7000--MA0495.2.MAFF	chr2	16568168	16568188	-	0.000	0.000	Merged-chr2-16568402-24
NR4840--MA0496.2.MAFK	chr15	61541266	61541284	-	0.000	0.000	Merged-chr15-61541070-57
NR6127--MA0659.1.MAFG	chr17	86063692	86063712	+	0.000	0.000	Merged-chr17-86063661-27
NR5775--MA0591.1.Bach1::Mafk	chr17	21962761	21962775	+	0.000	0.000	Merged-chr17-21962669-83
NR12240--MA0591.1.Bach1::Mafk	chr7	119861791	119861805	-	0.000	0.000	Merged-chr7-119861539-102
NR11442--MA0089.1.MAFG::NFE2L1	chr6	125215542	125215547	-	0.000	0.000	Merged-chr6-125215615-63
NR5067--MA0591.1.Bach1::Mafk	chr15	102376995	102377009	-	0.000	0.000	Merged-chr15-102377119-58
NR5518--MA0089.1.MAFG::NFE2L1	chr16	75921130	75921135	-	0.000	0.000	Merged-chr16-75921068-56
NR2466--MA0659.1.MAFG	chr11	117878437	117878457	-	0.000	0.000	Merged-chr11-117878483-30
NR8987--MA0117.2.Mafb	chr3	153835807	153835818	+	0.000	0.000	Merged-chr3-153835875-30
NR13414--MA0495.2.MAFF	chr9	108156924	108156944	-	0.000	0.000	Merged-chr9-108157018-18
NR2390--MA0089.1.MAFG::NFE2L1	chr11	98939737	98939742	+	0.000	0.000	Merged-chr11-98939717-1
NR5825--MA0117.2.Mafb	chr17	29551132	29551143	-	0.000	0.000	Merged-chr17-29551156-34
NR1185--MA0089.1.MAFG::NFE2L1	chr10	13967562	13967567	+	0.000	0.000	Merged-chr10-13967586-131
NR4260--MA0089.1.MAFG::NFE2L1	chr14	73244425	73244430	+	0.000	0.000	Merged-chr14-73244258-38
NR1902--MA0496.2.MAFK	chr10	107858905	107858923	+	0.000	0.000	Merged-chr10-107858878-12
NR2156--MA0501.1.MAF::NFE2	chr11	20553188	20553202	+	0.000	0.000	Merged-chr11-20553238-64
NR6621--MA0089.1.MAFG::NFE2L1	chr18	75716330	75716335	+	0.000	0.000	Merged-chr18-75716251-26
NR12777--MA0591.1.Bach1::Mafk	chr8	88691840	88691854	-	0.000	0.000	Merged-chr8-88691882-89
NR5055--MA0117.2.Mafb	chr15	99336176	99336187	+	0.000	0.000	Merged-chr15-99336095-27
NR11017--MA0659.1.MAFG	chr6	57583829	57583849	+	0.000	0.000	Merged-chr6-57584006-3
NR1865--MA0591.1.Bach1::Mafk	chr10	105079708	105079722	+	0.000	0.000	Merged-chr10-105079701-4
NR2339--MA0495.2.MAFF	chr11	86579076	86579096	+	0.000	0.000	Merged-chr11-86579142-38
NR2110--MA0496.2.MAFK	chr11	11573643	11573661	-	0.000	0.000	Merged-chr11-11573827-37
NR4935--MA0501.1.MAF::NFE2	chr15	77820081	77820095	+	0.000	0.000	Merged-chr15-77820208-30
NR4859--MA0495.2.MAFF	chr15	64041700	64041720	-	0.000	0.000	Merged-chr15-64041818-65
NR12819--MA0591.1.Bach1::Mafk	chr8	92272390	92272404	+	0.000	0.000	Merged-chr8-92272314-2
NR8896--MA0089.1.MAFG::NFE2L1	chr3	143915113	143915118	+	0.000	0.000	Merged-chr3-143914964-9
NR6432--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR7475--MA0495.2.MAFF	chr2	103632772	103632792	+	0.000	0.000	Merged-chr2-103632734-49
NR3972--MA0591.1.Bach1::Mafk	chr14	17414424	17414438	+	0.000	0.000	Merged-chr14-17414498-32
NR13758--MA0501.1.MAF::NFE2	chrX	167318948	167318962	+	0.000	0.000	Merged-chrX-167319032-24
NR11435--MA0591.1.Bach1::Mafk	chr6	124805730	124805744	+	0.000	0.000	Merged-chr6-124805887-69
NR5044--MA0496.2.MAFK	chr15	96638161	96638179	-	0.000	0.000	Merged-chr15-96638375-49
NR5861--MA0117.2.Mafb	chr17	34296158	34296169	-	0.000	0.000	Merged-chr17-34296219-24
NR8852--MA0501.1.MAF::NFE2	chr3	137991270	137991284	+	0.000	0.000	Merged-chr3-137991383-41
NR4863--MA0496.2.MAFK	chr15	64041701	64041719	-	0.000	0.000	Merged-chr15-64041818-65
NR4605--MA0591.1.Bach1::Mafk	chr15	12371517	12371531	+	0.000	0.000	Merged-chr15-12371387-24
NR5995--MA0089.1.MAFG::NFE2L1	chr17	67584071	67584076	-	0.000	0.000	Merged-chr17-67584200-7
NR5880--MA0089.1.MAFG::NFE2L1	chr17	35969930	35969935	-	0.000	0.000	Merged-chr17-35969818-62
NR3040--MA0089.1.MAFG::NFE2L1	chr12	117185866	117185871	+	0.000	0.000	Merged-chr12-117186016-1
NR10235--MA0089.1.MAFG::NFE2L1	chr5	65867631	65867636	+	0.000	0.000	Merged-chr5-65867573-52
NR8462--MA0495.2.MAFF	chr3	78958961	78958981	-	0.000	0.000	Merged-chr3-78959037-23
NR995--MA0501.1.MAF::NFE2	chr1	179167628	179167642	+	0.000	0.000	Merged-chr1-179167528-7
NR11957--MA0089.1.MAFG::NFE2L1	chr7	73589636	73589641	+	0.000	0.000	Merged-chr7-73589494-9
NR1925--MA0496.2.MAFK	chr10	111107641	111107659	+	0.000	0.000	Merged-chr10-111107692-40
NR2368--MA0117.2.Mafb	chr11	95384620	95384631	-	0.000	0.000	Merged-chr11-95384684-68
NR11476--MA0496.2.MAFK	chr6	130029868	130029886	+	0.000	0.000	Merged-chr6-130029953-23
NR1178--MA0495.2.MAFF	chr10	12823922	12823942	+	0.000	0.000	Merged-chr10-12823956-45
NR9732--MA0591.1.Bach1::Mafk	chr4	134924602	134924616	+	0.000	0.000	Merged-chr4-134924520-27
NR12262--MA0495.2.MAFF	chr7	127573108	127573128	+	0.000	0.000	Merged-chr7-127573236-53
NR13757--MA0591.1.Bach1::Mafk	chrX	167318945	167318959	+	0.000	0.000	Merged-chrX-167319032-24
NR2404--MA0501.1.MAF::NFE2	chr11	103028585	103028599	+	0.000	0.000	Merged-chr11-103028483-70
NR1589--MA0591.1.Bach1::Mafk	chr10	67512301	67512315	-	0.000	0.000	Merged-chr10-67512381-13
NR1585--MA0089.1.MAFG::NFE2L1	chr10	67004364	67004369	-	0.000	0.000	Merged-chr10-67004511-105
NR8133--MA0659.1.MAFG	chr3	21917647	21917667	-	0.000	0.000	Merged-chr3-21917648-70
NR10093--MA0117.2.Mafb	chr5	37051269	37051280	+	0.000	0.000	Merged-chr5-37051336-115
NR12218--MA0089.1.MAFG::NFE2L1	chr7	112417585	112417590	+	0.000	0.000	Merged-chr7-112417426-1
NR5601--MA0089.1.MAFG::NFE2L1	chr16	88710938	88710943	+	0.000	0.000	Merged-chr16-88710826-2
NR13153--MA0501.1.MAF::NFE2	chr9	55209109	55209123	-	0.000	0.000	Merged-chr9-55209102-59
NR6530--MA0089.1.MAFG::NFE2L1	chr18	61549049	61549054	+	0.000	0.000	Merged-chr18-61548972-25
NR5865--MA0591.1.Bach1::Mafk	chr17	35046802	35046816	-	0.000	0.000	Merged-chr17-35046725-56
NR9625--MA0591.1.Bach1::Mafk	chr4	106679016	106679030	+	0.000	0.000	Merged-chr4-106678973-52
NR3975--MA0501.1.MAF::NFE2	chr14	17414427	17414441	+	0.000	0.000	Merged-chr14-17414498-32
NR12119--MA0501.1.MAF::NFE2	chr7	99980510	99980524	-	0.000	0.000	Merged-chr7-99980241-66
NR11031--MA0591.1.Bach1::Mafk	chr6	60940432	60940446	-	0.000	0.000	Merged-chr6-60940563-22
NR9746--MA0089.1.MAFG::NFE2L1	chr4	140944959	140944964	-	0.000	0.000	Merged-chr4-140945149-61
NR12797--MA0089.1.MAFG::NFE2L1	chr8	90795712	90795717	-	0.000	0.000	Merged-chr8-90795506-65
NR7816--MA0495.2.MAFF	chr2	157131378	157131398	-	0.000	0.000	Merged-chr2-157131278-25
NR4210--MA0496.2.MAFK	chr14	54259125	54259143	+	0.000	0.000	Merged-chr14-54259345-44
NR5085--MA0496.2.MAFK	chr16	4736341	4736359	-	0.000	0.000	Merged-chr16-4736414-28
NR11262--MA0089.1.MAFG::NFE2L1	chr6	99402040	99402045	-	0.000	0.000	Merged-chr6-99401904-51
NR7802--MA0496.2.MAFK	chr2	155082572	155082590	+	0.000	0.000	Merged-chr2-155082625-23
NR13316--MA0496.2.MAFK	chr9	90257561	90257579	-	0.000	0.000	Merged-chr9-90257512-5
NR10533--MA0501.1.MAF::NFE2	chr5	124084432	124084446	-	0.000	0.000	Merged-chr5-124084583-83
NR2281--MA0496.2.MAFK	chr11	62280804	62280822	-	0.000	0.000	Merged-chr11-62280813-1
NR1827--MA0501.1.MAF::NFE2	chr10	99459977	99459991	-	0.000	0.000	Merged-chr10-99459996-60
NR6469--MA0089.1.MAFG::NFE2L1	chr18	53647840	53647845	-	0.000	0.000	Merged-chr18-53647754-9
NR1987--MA0089.1.MAFG::NFE2L1	chr10	122748724	122748729	-	0.000	0.000	Merged-chr10-122748643-28
NR7774--MA0089.1.MAFG::NFE2L1	chr2	150362521	150362526	+	0.000	0.000	Merged-chr2-150362676-64
NR4195--MA0089.1.MAFG::NFE2L1	chr14	53078671	53078676	-	0.000	0.000	Merged-chr14-53078717-37
NR2973--MA0659.1.MAFG	chr12	103341439	103341459	-	0.000	0.000	Merged-chr12-103341437-53
NR6287--MA0496.2.MAFK	chr18	20946629	20946647	+	0.000	0.000	Merged-chr18-20946448-65
NR10231--MA0089.1.MAFG::NFE2L1	chr5	65391536	65391541	-	0.000	0.000	Merged-chr5-65391425-67
NR1583--MA0089.1.MAFG::NFE2L1	chr10	66956853	66956858	+	0.000	0.000	Merged-chr10-66956931-46
NR1630--MA0496.2.MAFK	chr10	70903744	70903762	-	0.000	0.000	Merged-chr10-70903939-1
NR5487--MA0501.1.MAF::NFE2	chr16	69946790	69946804	-	0.000	0.000	Merged-chr16-69946695-9
NR10521--MA0496.2.MAFK	chr5	122145511	122145529	-	0.000	0.000	Merged-chr5-122145635-51
NR9731--MA0089.1.MAFG::NFE2L1	chr4	134924621	134924626	-	0.000	0.000	Merged-chr4-134924520-27
NR8234--MA0496.2.MAFK	chr3	37978668	37978686	-	0.000	0.000	Merged-chr3-37978790-50
NR4873--MA0089.1.MAFG::NFE2L1	chr15	65810926	65810931	-	0.000	0.000	Merged-chr15-65810890-18
NR10311--MA0501.1.MAF::NFE2	chr5	76565526	76565540	+	0.000	0.000	Merged-chr5-76565486-34
NR530--MA0117.2.Mafb	chr1	95605630	95605641	+	0.000	0.000	Merged-chr1-95605725-17
NR10895--MA0117.2.Mafb	chr6	34869617	34869628	-	0.000	0.000	Merged-chr6-34869594-48
NR13238--MA0117.2.Mafb	chr9	79919611	79919622	-	0.000	0.000	Merged-chr9-79919473-56
NR3349--MA0496.2.MAFK	chr13	63365384	63365402	-	0.000	0.000	Merged-chr13-63365525-19
NR5319--MA0495.2.MAFF	chr16	50737727	50737747	+	0.000	0.000	Merged-chr16-50737708-13
NR13568--MA0591.1.Bach1::Mafk	chrX	50635280	50635294	+	0.000	0.000	Merged-chrX-50635232-33
NR11976--MA0117.2.Mafb	chr7	75650022	75650033	-	0.000	0.000	Merged-chr7-75650126-47
NR9628--MA0591.1.Bach1::Mafk	chr4	106987844	106987858	-	0.000	0.000	Merged-chr4-106987990-49
NR12705--MA0089.1.MAFG::NFE2L1	chr8	77482223	77482228	-	0.000	0.000	Merged-chr8-77482121-16
NR9342--MA0496.2.MAFK	chr4	58236003	58236021	+	0.000	0.000	Merged-chr4-58236026-17
NR7194--MA0089.1.MAFG::NFE2L1	chr2	52891300	52891305	-	0.000	0.000	Merged-chr2-52891472-34
NR8355--MA0501.1.MAF::NFE2	chr3	61345903	61345917	+	0.000	0.000	Merged-chr3-61345898-20
NR2321--MA0501.1.MAF::NFE2	chr11	75530549	75530563	-	0.000	0.000	Merged-chr11-75530665-33
NR11956--MA0496.2.MAFK	chr7	73588798	73588816	-	0.000	0.000	Merged-chr7-73589087-116
NR8626--MA0089.1.MAFG::NFE2L1	chr3	103802354	103802359	+	0.000	0.000	Merged-chr3-103802336-72
NR6077--MA0496.2.MAFK	chr17	80139918	80139936	+	0.000	0.000	Merged-chr17-80140059-47
NR782--MA0591.1.Bach1::Mafk	chr1	144086348	144086362	-	0.000	0.000	Merged-chr1-144086303-34
NR12184--MA0117.2.Mafb	chr7	110061589	110061600	-	0.000	0.000	Merged-chr7-110061592-78
NR12612--MA0591.1.Bach1::Mafk	chr8	64826690	64826704	-	0.000	0.000	Merged-chr8-64826546-37
NR13162--MA0117.2.Mafb	chr9	61670086	61670097	-	0.000	0.000	Merged-chr9-61669996-60
NR6879--MA0495.2.MAFF	chr19	58104746	58104766	-	0.000	0.000	Merged-chr19-58104736-34
NR9374--MA0495.2.MAFF	chr4	62696110	62696130	+	0.000	0.000	Merged-chr4-62695960-32
NR6740--MA0591.1.Bach1::Mafk	chr19	5726210	5726224	+	0.000	0.000	Merged-chr19-5726405-23
NR6567--MA0089.1.MAFG::NFE2L1	chr18	67280658	67280663	+	0.000	0.000	Merged-chr18-67280643-55
NR6650--MA0496.2.MAFK	chr18	80612046	80612064	+	0.000	0.000	Merged-chr18-80611991-79
NR6943--MA0089.1.MAFG::NFE2L1	chr2	10024414	10024419	+	0.000	0.000	Merged-chr2-10024427-23
NR13432--MA0089.1.MAFG::NFE2L1	chr9	112217310	112217315	-	0.000	0.000	Merged-chr9-112217438-9
NR12012--MA0089.1.MAFG::NFE2L1	chr7	79249754	79249759	+	0.000	0.000	Merged-chr7-79249720-34
NR4242--MA0496.2.MAFK	chr14	64884952	64884970	-	0.000	0.000	Merged-chr14-64885056-34
NR4809--MA0089.1.MAFG::NFE2L1	chr15	53216518	53216523	+	0.000	0.000	Merged-chr15-53216582-40
NR9857--MA0089.1.MAFG::NFE2L1	chr4	154899154	154899159	+	0.000	0.000	Merged-chr4-154899180-52
NR12760--MA0495.2.MAFF	chr8	84825732	84825752	+	0.000	0.000	Merged-chr8-84825845-44
NR2423--MA0659.1.MAFG	chr11	113174351	113174371	-	0.000	0.000	Merged-chr11-113174221-33
NR2911--MA0089.1.MAFG::NFE2L1	chr12	93230482	93230487	+	0.000	0.000	Merged-chr12-93230592-22
NR11373--MA0089.1.MAFG::NFE2L1	chr6	116136328	116136333	+	0.000	0.000	Merged-chr6-116136227-16
NR2044--MA0089.1.MAFG::NFE2L1	chr10	130228433	130228438	+	0.000	0.000	Merged-chr10-130228483-35
NR9071--MA0501.1.MAF::NFE2	chr4	6925026	6925040	-	0.000	0.000	Merged-chr4-6924913-49
NR13358--MA0089.1.MAFG::NFE2L1	chr9	94670528	94670533	-	0.000	0.000	Merged-chr9-94670459-1
NR13463--MA0591.1.Bach1::Mafk	chr9	114401021	114401035	-	0.000	0.000	Merged-chr9-114401306-81
NR11321--MA0495.2.MAFF	chr6	108426942	108426962	+	0.000	0.000	Merged-chr6-108426934-21
NR999--MA0495.2.MAFF	chr1	180268831	180268851	+	0.000	0.000	Merged-chr1-180268774-35
NR7885--MA0089.1.MAFG::NFE2L1	chr2	167081817	167081822	+	0.000	0.000	Merged-chr2-167081720-23
NR8295--MA0117.2.Mafb	chr3	52522990	52523001	+	0.000	0.000	Merged-chr3-52523173-17
NR11184--MA0089.1.MAFG::NFE2L1	chr6	87542134	87542139	-	0.000	0.000	Merged-chr6-87542145-24
NR7629--MA0495.2.MAFF	chr2	133558722	133558742	+	0.000	0.000	Merged-chr2-133558747-1
NR4961--MA0659.1.MAFG	chr15	81872293	81872313	+	0.000	0.000	Merged-chr15-81872198-88
NR5350--MA0496.2.MAFK	chr16	52468521	52468539	-	0.000	0.000	Merged-chr16-52468577-24
NR9653--MA0591.1.Bach1::Mafk	chr4	115057379	115057393	-	0.000	0.000	Merged-chr4-115057224-34
NR7550--MA0501.1.MAF::NFE2	chr2	117374459	117374473	-	0.000	0.000	Merged-chr2-117374468-47
NR1794--MA0089.1.MAFG::NFE2L1	chr10	95179109	95179114	+	0.000	0.000	Merged-chr10-95179066-28
NR10466--MA0591.1.Bach1::Mafk	chr5	105346208	105346222	-	0.000	0.000	Merged-chr5-105346332-20
NR8591--MA0591.1.Bach1::Mafk	chr3	95658731	95658745	+	0.000	0.000	Merged-chr3-95659023-108
NR2197--MA0496.2.MAFK	chr11	32561586	32561604	+	0.000	0.000	Merged-chr11-32561785-56
NR11407--MA0501.1.MAF::NFE2	chr6	119522087	119522101	+	0.000	0.000	Merged-chr6-119522115-45
NR12023--MA0089.1.MAFG::NFE2L1	chr7	80782239	80782244	+	0.000	0.000	Merged-chr7-80782374-50
NR11326--MA0495.2.MAFF	chr6	108477200	108477220	-	0.000	0.000	Merged-chr6-108477065-48
NR5254--MA0117.2.Mafb	chr16	32434428	32434439	+	0.000	0.000	Merged-chr16-32434269-25
NR10079--MA0089.1.MAFG::NFE2L1	chr5	31202360	31202365	+	0.000	0.000	Merged-chr5-31202256-62
NR4391--MA0089.1.MAFG::NFE2L1	chr14	102828623	102828628	+	0.000	0.000	Merged-chr14-102828632-27
NR7571--MA0591.1.Bach1::Mafk	chr2	122668157	122668171	+	0.000	0.000	Merged-chr2-122668057-9
NR3186--MA0089.1.MAFG::NFE2L1	chr13	18717296	18717301	+	0.000	0.000	Merged-chr13-18717386-51
NR11328--MA0659.1.MAFG	chr6	108477200	108477220	+	0.000	0.000	Merged-chr6-108477065-48
NR9032--MA0591.1.Bach1::Mafk	chr3	157616912	157616926	-	0.000	0.000	Merged-chr3-157617038-24
NR1703--MA0591.1.Bach1::Mafk	chr10	85128605	85128619	-	0.000	0.000	Merged-chr10-85128723-2
NR12036--MA0089.1.MAFG::NFE2L1	chr7	82579675	82579680	+	0.000	0.000	Merged-chr7-82579689-5
NR1587--MA0495.2.MAFF	chr10	67512298	67512318	+	0.000	0.000	Merged-chr10-67512381-13
NR11975--MA0501.1.MAF::NFE2	chr7	75630057	75630071	-	0.000	0.000	Merged-chr7-75629936-10
NR8098--MA0591.1.Bach1::Mafk	chr3	18623970	18623984	-	0.000	0.000	Merged-chr3-18624063-31
NR10972--MA0501.1.MAF::NFE2	chr6	49128474	49128488	+	0.000	0.000	Merged-chr6-49128471-29
NR11182--MA0089.1.MAFG::NFE2L1	chr6	86922054	86922059	-	0.000	0.000	Merged-chr6-86921974-19
NR12815--MA0501.1.MAF::NFE2	chr8	91545802	91545816	-	0.000	0.000	Merged-chr8-91545805-43
NR13174--MA0496.2.MAFK	chr9	62811079	62811097	+	0.000	0.000	Merged-chr9-62811056-2
NR10238--MA0117.2.Mafb	chr5	65898037	65898048	+	0.000	0.000	Merged-chr5-65898025-23
NR4214--MA0089.1.MAFG::NFE2L1	chr14	54518835	54518840	-	0.000	0.000	Merged-chr14-54518806-37
NR10962--MA0591.1.Bach1::Mafk	chr6	48645773	48645787	+	0.000	0.000	Merged-chr6-48645823-44
NR119--MA0591.1.Bach1::Mafk	chr1	21963195	21963209	+	0.000	0.000	Merged-chr1-21963410-76
NR8377--MA0591.1.Bach1::Mafk	chr3	65537405	65537419	-	0.000	0.000	Merged-chr3-65537527-21
NR4960--MA0591.1.Bach1::Mafk	chr15	81811332	81811346	+	0.000	0.000	Merged-chr15-81811152-87
NR12338--MA0089.1.MAFG::NFE2L1	chr7	144846470	144846475	-	0.000	0.000	Merged-chr7-144846420-24
NR2104--MA0495.2.MAFF	chr11	11573642	11573662	-	0.000	0.000	Merged-chr11-11573827-37
NR11484--MA0089.1.MAFG::NFE2L1	chr6	130429671	130429676	-	0.000	0.000	Merged-chr6-130429681-16
NR12929--MA0089.1.MAFG::NFE2L1	chr8	119778460	119778465	-	0.000	0.000	Merged-chr8-119778504-51
NR11689--MA0495.2.MAFF	chr7	13038281	13038301	+	0.000	0.000	Merged-chr7-13038148-88
NR5915--MA0591.1.Bach1::Mafk	chr17	47511267	47511281	+	0.000	0.000	Merged-chr17-47511428-58
NR2834--MA0501.1.MAF::NFE2	chr12	77138857	77138871	+	0.000	0.000	Merged-chr12-77138910-46
NR8334--MA0591.1.Bach1::Mafk	chr3	59321438	59321452	-	0.000	0.000	Merged-chr3-59321525-21
NR957--MA0591.1.Bach1::Mafk	chr1	173535948	173535962	+	0.000	0.000	Merged-chr1-173535900-60
NR5821--MA0089.1.MAFG::NFE2L1	chr17	29032620	29032625	-	0.000	0.000	Merged-chr17-29032504-80
NR6952--MA0089.1.MAFG::NFE2L1	chr2	11212244	11212249	+	0.000	0.000	Merged-chr2-11212152-38
NR11228--MA0495.2.MAFF	chr6	94623147	94623167	-	0.000	0.000	Merged-chr6-94623201-16
NR10251--MA0089.1.MAFG::NFE2L1	chr5	67260613	67260618	-	0.000	0.000	Merged-chr5-67260794-69
NR4818--MA0089.1.MAFG::NFE2L1	chr15	57695648	57695653	+	0.000	0.000	Merged-chr15-57695732-52
NR6349--MA0117.2.Mafb	chr18	35703076	35703087	-	0.000	0.000	Merged-chr18-35703076-56
NR730--MA0089.1.MAFG::NFE2L1	chr1	132011189	132011194	-	0.000	0.000	Merged-chr1-132010988-72
NR13541--MA0089.1.MAFG::NFE2L1	chrX	36983869	36983874	+	0.000	0.000	Merged-chrX-36983948-23
NR118--MA0495.2.MAFF	chr1	21963192	21963212	-	0.000	0.000	Merged-chr1-21963410-76
NR3977--MA0496.2.MAFK	chr14	17414422	17414440	-	0.000	0.000	Merged-chr14-17414498-32
NR9850--MA0591.1.Bach1::Mafk	chr4	152173196	152173210	-	0.000	0.000	Merged-chr4-152173151-13
NR4038--MA0089.1.MAFG::NFE2L1	chr14	31685681	31685686	+	0.000	0.000	Merged-chr14-31685752-32
NR4969--MA0495.2.MAFF	chr15	83149651	83149671	+	0.000	0.000	Merged-chr15-83149470-115
NR4980--MA0089.1.MAFG::NFE2L1	chr15	85610905	85610910	+	0.000	0.000	Merged-chr15-85610839-41
NR7354--MA0659.1.MAFG	chr2	75823972	75823992	-	0.000	0.000	Merged-chr2-75823994-29
NR1426--MA0089.1.MAFG::NFE2L1	chr10	42762368	42762373	-	0.000	0.000	Merged-chr10-42762562-19
NR2355--MA0089.1.MAFG::NFE2L1	chr11	88132167	88132172	-	0.000	0.000	Merged-chr11-88132051-21
NR6850--MA0089.1.MAFG::NFE2L1	chr19	46511346	46511351	+	0.000	0.000	Merged-chr19-46511275-84
NR2577--MA0591.1.Bach1::Mafk	chr12	25240220	25240234	-	0.000	0.000	Merged-chr12-25240283-42
NR8672--MA0117.2.Mafb	chr3	109732611	109732622	+	0.000	0.000	Merged-chr3-109732646-37
NR1919--MA0495.2.MAFF	chr10	111107640	111107660	+	0.000	0.000	Merged-chr10-111107692-40
NR9377--MA0501.1.MAF::NFE2	chr4	62696110	62696124	-	0.000	0.000	Merged-chr4-62695960-32
NR6661--MA0089.1.MAFG::NFE2L1	chr18	82513661	82513666	+	0.000	0.000	Merged-chr18-82513500-48
NR13102--MA0501.1.MAF::NFE2	chr9	32713431	32713445	-	0.000	0.000	Merged-chr9-32713353-6
NR12954--MA0501.1.MAF::NFE2	chr8	125557551	125557565	-	0.000	0.000	Merged-chr8-125557520-11
NR272--MA0117.2.Mafb	chr1	58806808	58806819	+	0.000	0.000	Merged-chr1-58806904-11
NR2253--MA0089.1.MAFG::NFE2L1	chr11	55461091	55461096	+	0.000	0.000	Merged-chr11-55461087-74
NR5622--MA0117.2.Mafb	chr16	92743826	92743837	-	0.000	0.000	Merged-chr16-92743989-33
NR11471--MA0591.1.Bach1::Mafk	chr6	130029870	130029884	+	0.000	0.000	Merged-chr6-130029953-23
NR9066--MA0496.2.MAFK	chr4	6446816	6446834	+	0.000	0.000	Merged-chr4-6446926-20
NR10496--MA0496.2.MAFK	chr5	115538904	115538922	-	0.000	0.000	Merged-chr5-115538781-31
NR7808--MA0591.1.Bach1::Mafk	chr2	156196651	156196665	-	0.000	0.000	Merged-chr2-156196758-68
NR7260--MA0117.2.Mafb	chr2	60019291	60019302	-	0.000	0.000	Merged-chr2-60019234-65
NR7247--MA0659.1.MAFG	chr2	58107017	58107037	-	0.000	0.000	Merged-chr2-58107175-53
NR2105--MA0591.1.Bach1::Mafk	chr11	11573645	11573659	-	0.000	0.000	Merged-chr11-11573827-37
NR11750--MA0591.1.Bach1::Mafk	chr7	25239265	25239279	-	0.000	0.000	Merged-chr7-25239376-34
NR10494--MA0591.1.Bach1::Mafk	chr5	115538906	115538920	+	0.000	0.000	Merged-chr5-115538781-31
NR13421--MA0496.2.MAFK	chr9	108156925	108156943	-	0.000	0.000	Merged-chr9-108157018-18
NR6889--MA0089.1.MAFG::NFE2L1	chr2	3769450	3769455	-	0.000	0.000	Merged-chr2-3769538-15
NR8053--MA0089.1.MAFG::NFE2L1	chr3	10466041	10466046	+	0.000	0.000	Merged-chr3-10466039-18
NR4991--MA0089.1.MAFG::NFE2L1	chr15	89123059	89123064	+	0.000	0.000	Merged-chr15-89123028-62
NR4201--MA0117.2.Mafb	chr14	54137286	54137297	-	0.000	0.000	Merged-chr14-54137278-2
NR1928--MA0089.1.MAFG::NFE2L1	chr10	111214815	111214820	-	0.000	0.000	Merged-chr10-111214498-109
NR2857--MA0089.1.MAFG::NFE2L1	chr12	84031109	84031114	+	0.000	0.000	Merged-chr12-84031100-14
NR2369--MA0495.2.MAFF	chr11	95834501	95834521	+	0.000	0.000	Merged-chr11-95834511-50
NR5065--MA0089.1.MAFG::NFE2L1	chr15	102263117	102263122	-	0.000	0.000	Merged-chr15-102263146-38
NR6861--MA0089.1.MAFG::NFE2L1	chr19	53390661	53390666	+	0.000	0.000	Merged-chr19-53390523-85
NR10718--MA0117.2.Mafb	chr6	6349888	6349899	-	0.000	0.000	Merged-chr6-6349820-2
NR7426--MA0089.1.MAFG::NFE2L1	chr2	91835236	91835241	-	0.000	0.000	Merged-chr2-91835374-51
NR12636--MA0089.1.MAFG::NFE2L1	chr8	69168595	69168600	-	0.000	0.000	Merged-chr8-69168549-18
NR3988--MA0089.1.MAFG::NFE2L1	chr14	20766174	20766179	-	0.000	0.000	Merged-chr14-20766175-32
NR11406--MA0591.1.Bach1::Mafk	chr6	119522084	119522098	+	0.000	0.000	Merged-chr6-119522115-45
NR4727--MA0089.1.MAFG::NFE2L1	chr15	36792595	36792600	-	0.000	0.000	Merged-chr15-36792702-8
NR3307--MA0089.1.MAFG::NFE2L1	chr13	51814101	51814106	+	0.000	0.000	Merged-chr13-51814319-87
NR2275--MA0495.2.MAFF	chr11	62280803	62280823	-	0.000	0.000	Merged-chr11-62280813-1
NR13565--MA0089.1.MAFG::NFE2L1	chrX	50565195	50565200	-	0.000	0.000	Merged-chrX-50565283-19
NR1924--MA0501.1.MAF::NFE2	chr10	111107640	111107654	-	0.000	0.000	Merged-chr10-111107692-40
NR6081--MA0089.1.MAFG::NFE2L1	chr17	80174328	80174333	-	0.000	0.000	Merged-chr17-80174428-10
NR13679--MA0659.1.MAFG	chrX	106171360	106171380	-	0.000	0.000	Merged-chrX-106171533-49
NR11732--MA0659.1.MAFG	chr7	19332921	19332941	-	0.000	0.000	Merged-chr7-19332998-44
