#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR5148--MA0511.2.RUNX2	chr2	61514185	61514193	-	0.000	0.000	Merged-chr2-61514287-58
NR2740--MA0684.1.RUNX3	chr13	117211517	117211526	-	0.000	0.000	Merged-chr13-117211586-48
NR2863--MA0002.2.RUNX1	chr14	20885307	20885317	+	0.000	0.000	Merged-chr14-20885499-75
NR1295--MA0684.1.RUNX3	chr10	119382450	119382459	-	0.000	0.000	Merged-chr10-119382475-33
NR8631--MA0002.2.RUNX1	chr8	31123526	31123536	+	0.000	0.000	Merged-chr8-31123527-1
NR8902--MA0002.2.RUNX1	chr8	119914361	119914371	+	0.000	0.000	Merged-chr8-119914410-20
NR8426--MA0002.2.RUNX1	chr7	117635774	117635784	-	0.000	0.000	Merged-chr7-117635751-13
NR2720--MA0002.2.RUNX1	chr13	113101023	113101033	+	0.000	0.000	Merged-chr13-113101113-35
NR5191--MA0511.2.RUNX2	chr2	75638326	75638334	-	0.000	0.000	Merged-chr2-75638306-35
NR656--MA0002.2.RUNX1	chr1	171782705	171782715	-	0.000	0.000	Merged-chr1-171782627-54
NR8949--MA0002.2.RUNX1	chr8	128473688	128473698	-	0.000	0.000	Merged-chr8-128473725-2
NR9389--MA0002.2.RUNX1	chr9	118167867	118167877	-	0.000	0.000	Merged-chr9-118167872-33
NR1897--MA0511.2.RUNX2	chr12	36931653	36931661	-	0.000	0.000	Merged-chr12-36931553-8
NR990--MA0684.1.RUNX3	chr10	40163494	40163503	-	0.000	0.000	Merged-chr10-40163524-42
NR1026--MA0511.2.RUNX2	chr10	56115381	56115389	+	0.000	0.000	Merged-chr10-56115476-67
NR7109--MA0002.2.RUNX1	chr5	77096209	77096219	+	0.000	0.000	Merged-chr5-77096159-4
NR8740--MA0002.2.RUNX1	chr8	77534646	77534656	-	0.000	0.000	Merged-chr8-77534912-51
NR6584--MA0002.2.RUNX1	chr4	89875745	89875755	-	0.000	0.000	Merged-chr4-89875945-52
NR6855--MA0002.2.RUNX1	chr5	8075408	8075418	-	0.000	0.000	Merged-chr5-8075370-38
NR9246--MA0002.2.RUNX1	chr9	86624344	86624354	+	0.000	0.000	Merged-chr9-86624608-86
NR4699--MA0002.2.RUNX1	chr18	79297926	79297936	-	0.000	0.000	Merged-chr18-79298014-36
NR371--MA0684.1.RUNX3	chr1	92064487	92064496	-	0.000	0.000	Merged-chr1-92064482-52
NR721--MA0511.2.RUNX2	chr1	181299307	181299315	-	0.000	0.000	Merged-chr1-181299360-30
NR6792--MA0511.2.RUNX2	chr4	148102322	148102330	-	0.000	0.000	Merged-chr4-148102321-24
NR351--MA0002.2.RUNX1	chr1	88587508	88587518	-	0.000	0.000	Merged-chr1-88587471-60
NR7298--MA0511.2.RUNX2	chr5	121593831	121593839	-	0.000	0.000	Merged-chr5-121593794-58
NR4890--MA0684.1.RUNX3	chr2	6162866	6162875	-	0.000	0.000	Merged-chr2-6162817-31
NR146--MA0002.2.RUNX1	chr1	43361816	43361826	-	0.000	0.000	Merged-chr1-43361754-62
NR6693--MA0002.2.RUNX1	chr4	129794116	129794126	+	0.000	0.000	Merged-chr4-129793960-55
NR3272--MA0511.2.RUNX2	chr15	30463080	30463088	+	0.000	0.000	Merged-chr15-30463100-4
NR6759--MA0002.2.RUNX1	chr4	145177923	145177933	-	0.000	0.000	Merged-chr4-145177901-38
NR5938--MA0684.1.RUNX3	chr3	88510193	88510202	-	0.000	0.000	Merged-chr3-88510082-59
NR874--MA0002.2.RUNX1	chr10	16665238	16665248	-	0.000	0.000	Merged-chr10-16665404-1
NR8896--MA0002.2.RUNX1	chr8	119784332	119784342	+	0.000	0.000	Merged-chr8-119784383-58
NR1288--MA0002.2.RUNX1	chr10	118714234	118714244	-	0.000	0.000	Merged-chr10-118714396-52
NR2985--MA0002.2.RUNX1	chr14	64416932	64416942	-	0.000	0.000	Merged-chr14-64416997-9
NR1515--MA0511.2.RUNX2	chr11	52314259	52314267	+	0.000	0.000	Merged-chr11-52314367-60
NR3368--MA0684.1.RUNX3	chr15	50841965	50841974	+	0.000	0.000	Merged-chr15-50841998-15
NR4621--MA0511.2.RUNX2	chr18	65819118	65819126	-	0.000	0.000	Merged-chr18-65819211-50
NR2736--MA0511.2.RUNX2	chr13	117193646	117193654	-	0.000	0.000	Merged-chr13-117193569-3
NR211--MA0511.2.RUNX2	chr1	62829802	62829810	-	0.000	0.000	Merged-chr1-62829921-36
NR3447--MA0511.2.RUNX2	chr15	73225334	73225342	+	0.000	0.000	Merged-chr15-73225223-4
NR4873--MA0511.2.RUNX2	chr19	58238495	58238503	-	0.000	0.000	Merged-chr19-58238492-37
NR8134--MA0002.2.RUNX1	chr7	25274700	25274710	+	0.000	0.000	Merged-chr7-25274742-22
NR4651--MA0684.1.RUNX3	chr18	70633836	70633845	+	0.000	0.000	Merged-chr18-70633740-34
NR2889--MA0002.2.RUNX1	chr14	30248412	30248422	-	0.000	0.000	Merged-chr14-30248342-10
NR8862--MA0002.2.RUNX1	chr8	114879897	114879907	+	0.000	0.000	Merged-chr8-114879936-19
NR3920--MA0002.2.RUNX1	chr16	89960552	89960562	-	0.000	0.000	Merged-chr16-89960655-20
NR8657--MA0002.2.RUNX1	chr8	36319284	36319294	+	0.000	0.000	Merged-chr8-36319399-12
NR8928--MA0002.2.RUNX1	chr8	124317962	124317972	+	0.000	0.000	Merged-chr8-124317867-82
NR4631--MA0002.2.RUNX1	chr18	68830804	68830814	+	0.000	0.000	Merged-chr18-68830668-16
NR986--MA0511.2.RUNX2	chr10	39793436	39793444	-	0.000	0.000	Merged-chr10-39793457-38
NR9368--MA0002.2.RUNX1	chr9	115561375	115561385	+	0.000	0.000	Merged-chr9-115561296-46
NR3334--MA0684.1.RUNX3	chr15	41846675	41846684	-	0.000	0.000	Merged-chr15-41846585-48
NR8865--MA0511.2.RUNX2	chr8	115110655	115110663	-	0.000	0.000	Merged-chr8-115110593-29
NR638--MA0511.2.RUNX2	chr1	166153509	166153517	-	0.000	0.000	Merged-chr1-166153550-30
NR7069--MA0002.2.RUNX1	chr5	66200209	66200219	-	0.000	0.000	Merged-chr5-66200219-43
NR8643--MA0684.1.RUNX3	chr8	34689158	34689167	+	0.000	0.000	Merged-chr8-34689039-1
NR8914--MA0684.1.RUNX3	chr8	123000551	123000560	+	0.000	0.000	Merged-chr8-123000494-51
NR5345--MA0511.2.RUNX2	chr2	128153204	128153212	-	0.000	0.000	Merged-chr2-128153146-97
NR2461--MA0684.1.RUNX3	chr13	63411079	63411088	-	0.000	0.000	Merged-chr13-63411317-71
NR7198--MA0684.1.RUNX3	chr5	100585346	100585355	+	0.000	0.000	Merged-chr5-100585262-59
NR7326--MA0684.1.RUNX3	chr5	130139568	130139577	-	0.000	0.000	Merged-chr5-130139526-15
NR2170--MA0002.2.RUNX1	chr12	112976384	112976394	-	0.000	0.000	Merged-chr12-112976486-72
NR254--MA0684.1.RUNX3	chr1	72123868	72123877	-	0.000	0.000	Merged-chr1-72123822-28
NR8875--MA0002.2.RUNX1	chr8	116635507	116635517	-	0.000	0.000	Merged-chr8-116635370-35
NR3218--MA0002.2.RUNX1	chr15	5108560	5108570	+	0.000	0.000	Merged-chr15-5108448-64
NR648--MA0002.2.RUNX1	chr1	170167995	170168005	-	0.000	0.000	Merged-chr1-170167960-28
NR1982--MA0002.2.RUNX1	chr12	69539513	69539523	-	0.000	0.000	Merged-chr12-69539558-45
NR7849--MA0684.1.RUNX3	chr6	119451208	119451217	+	0.000	0.000	Merged-chr6-119451010-23
NR9337--MA0511.2.RUNX2	chr9	108083386	108083394	-	0.000	0.000	Merged-chr9-108083224-47
NR8190--MA0002.2.RUNX1	chr7	42642552	42642562	-	0.000	0.000	Merged-chr7-42642590-33
NR6576--MA0002.2.RUNX1	chr4	88115655	88115665	+	0.000	0.000	Merged-chr4-88115597-29
NR33--MA0684.1.RUNX3	chr1	10325539	10325548	+	0.000	0.000	Merged-chr1-10325689-27
NR7287--MA0002.2.RUNX1	chr5	118678867	118678877	-	0.000	0.000	Merged-chr5-118678760-15
NR9589--MA0511.2.RUNX2	chrX	159828383	159828391	+	0.000	0.000	Merged-chrX-159828290-35
NR8984--MA0002.2.RUNX1	chr9	14091261	14091271	-	0.000	0.000	Merged-chr9-14091293-10
NR2696--MA0511.2.RUNX2	chr13	109685703	109685711	-	0.000	0.000	Merged-chr13-109685834-42
NR2301--MA0511.2.RUNX2	chr13	14063501	14063509	-	0.000	0.000	Merged-chr13-14063519-130
NR9367--MA0684.1.RUNX3	chr9	115468813	115468822	-	0.000	0.000	Merged-chr9-115468882-11
NR4277--MA0002.2.RUNX1	chr17	63362460	63362470	+	0.000	0.000	Merged-chr17-63362357-31
NR2202--MA0002.2.RUNX1	chr12	116138977	116138987	-	0.000	0.000	Merged-chr12-116138953-46
NR3456--MA0684.1.RUNX3	chr15	74769405	74769414	+	0.000	0.000	Merged-chr15-74769291-9
NR6833--MA0684.1.RUNX3	chr4	155306844	155306853	+	0.000	0.000	Merged-chr4-155306831-50
NR6685--MA0002.2.RUNX1	chr4	128981331	128981341	+	0.000	0.000	Merged-chr4-128981305-55
NR7068--MA0684.1.RUNX3	chr5	65929347	65929356	+	0.000	0.000	Merged-chr5-65929353-41
NR8765--MA0684.1.RUNX3	chr8	86708144	86708153	-	0.000	0.000	Merged-chr8-86708082-46
NR809--MA0684.1.RUNX3	chr10	7010150	7010159	-	0.000	0.000	Merged-chr10-7010045-3
NR6813--MA0002.2.RUNX1	chr4	150964761	150964771	-	0.000	0.000	Merged-chr4-150964729-1
NR2583--MA0684.1.RUNX3	chr13	93939605	93939614	-	0.000	0.000	Merged-chr13-93939742-17
NR8844--MA0511.2.RUNX2	chr8	110988280	110988288	-	0.000	0.000	Merged-chr8-110988305-13
NR4657--MA0002.2.RUNX1	chr18	73548755	73548765	+	0.000	0.000	Merged-chr18-73548790-35
NR617--MA0511.2.RUNX2	chr1	164960259	164960267	-	0.000	0.000	Merged-chr1-164960365-86
NR7319--MA0002.2.RUNX1	chr5	125475880	125475890	+	0.000	0.000	Merged-chr5-125475935-61
NR600--MA0684.1.RUNX3	chr1	161309625	161309634	+	0.000	0.000	Merged-chr1-161309457-43
NR9128--MA0684.1.RUNX3	chr9	58280707	58280716	-	0.000	0.000	Merged-chr9-58280700-28
NR2292--MA0002.2.RUNX1	chr13	13517052	13517062	-	0.000	0.000	Merged-chr13-13516959-38
NR852--MA0684.1.RUNX3	chr10	12985259	12985268	+	0.000	0.000	Merged-chr10-12985296-24
NR8331--MA0002.2.RUNX1	chr7	84681780	84681790	-	0.000	0.000	Merged-chr7-84681796-26
NR8997--MA0002.2.RUNX1	chr9	15582170	15582180	-	0.000	0.000	Merged-chr9-15582230-13
NR499--MA0002.2.RUNX1	chr1	135019166	135019176	-	0.000	0.000	Merged-chr1-135019182-17
NR6380--MA0002.2.RUNX1	chr4	33072929	33072939	+	0.000	0.000	Merged-chr4-33073054-38
NR6446--MA0002.2.RUNX1	chr4	53826422	53826432	+	0.000	0.000	Merged-chr4-53826364-82
NR4495--MA0002.2.RUNX1	chr18	37956390	37956400	-	0.000	0.000	Merged-chr18-37956293-26
NR8460--MA0684.1.RUNX3	chr7	126272811	126272820	+	0.000	0.000	Merged-chr7-126272963-1
NR8854--MA0002.2.RUNX1	chr8	112034853	112034863	+	0.000	0.000	Merged-chr8-112034861-32
NR1690--MA0002.2.RUNX1	chr11	106352128	106352138	+	0.000	0.000	Merged-chr11-106352092-27
NR8649--MA0002.2.RUNX1	chr8	35628485	35628495	+	0.000	0.000	Merged-chr8-35628375-52
NR9237--MA0684.1.RUNX3	chr9	85671751	85671760	-	0.000	0.000	Merged-chr9-85671881-60
NR7286--MA0684.1.RUNX3	chr5	118601661	118601670	-	0.000	0.000	Merged-chr5-118601665-20
NR6969--MA0002.2.RUNX1	chr5	36557813	36557823	+	0.000	0.000	Merged-chr5-36557813-28
NR4623--MA0002.2.RUNX1	chr18	65819123	65819133	+	0.000	0.000	Merged-chr18-65819211-50
NR8605--MA0511.2.RUNX2	chr8	22728940	22728948	+	0.000	0.000	Merged-chr8-22728865-15
NR5129--MA0002.2.RUNX1	chr2	59167121	59167131	-	0.000	0.000	Merged-chr2-59167123-35
NR6284--MA0002.2.RUNX1	chr4	8666943	8666953	-	0.000	0.000	Merged-chr4-8666905-29
NR2596--MA0684.1.RUNX3	chr13	95892234	95892243	+	0.000	0.000	Merged-chr13-95891948-150
NR6240--MA0511.2.RUNX2	chr3	154509584	154509592	-	0.000	0.000	Merged-chr3-154509671-9
NR8692--MA0002.2.RUNX1	chr8	61451113	61451123	+	0.000	0.000	Merged-chr8-61451013-86
NR2675--MA0511.2.RUNX2	chr13	108667273	108667281	-	0.000	0.000	Merged-chr13-108667281-5
NR8758--MA0002.2.RUNX1	chr8	83740326	83740336	-	0.000	0.000	Merged-chr8-83740218-49
NR4190--MA0002.2.RUNX1	chr17	35997109	35997119	+	0.000	0.000	Merged-chr17-35997233-37
NR2576--MA0002.2.RUNX1	chr13	92859007	92859017	+	0.000	0.000	Merged-chr13-92859070-18
NR2847--MA0002.2.RUNX1	chr14	19968847	19968857	+	0.000	0.000	Merged-chr14-19968812-56
NR4878--MA0511.2.RUNX2	chr2	3718084	3718092	+	0.000	0.000	Merged-chr2-3718014-59
NR8073--MA0002.2.RUNX1	chr6	149348299	149348309	-	0.000	0.000	Merged-chr6-149348388-7
NR1722--MA0002.2.RUNX1	chr11	115231721	115231731	-	0.000	0.000	Merged-chr11-115231746-46
NR4984--MA0002.2.RUNX1	chr2	25828777	25828787	-	0.000	0.000	Merged-chr2-25828697-14
NR3038--MA0511.2.RUNX2	chr14	78356899	78356907	-	0.000	0.000	Merged-chr14-78356893-53
NR5367--MA0684.1.RUNX3	chr2	132643378	132643387	-	0.000	0.000	Merged-chr2-132643452-47
NR2433--MA0002.2.RUNX1	chr13	55405693	55405703	+	0.000	0.000	Merged-chr13-55405739-52
NR722--MA0684.1.RUNX3	chr1	181299306	181299315	-	0.000	0.000	Merged-chr1-181299360-30
NR8744--MA0684.1.RUNX3	chr8	77630399	77630408	-	0.000	0.000	Merged-chr8-77630286-33
NR8867--MA0002.2.RUNX1	chr8	115185668	115185678	+	0.000	0.000	Merged-chr8-115185594-22
NR4094--MA0002.2.RUNX1	chr17	18957940	18957950	-	0.000	0.000	Merged-chr17-18957901-23
NR8453--MA0002.2.RUNX1	chr7	123355109	123355119	-	0.000	0.000	Merged-chr7-123355107-50
NR1659--MA0684.1.RUNX3	chr11	97728537	97728546	+	0.000	0.000	Merged-chr11-97728662-57
NR6716--MA0684.1.RUNX3	chr4	134460580	134460589	+	0.000	0.000	Merged-chr4-134460498-5
NR4765--MA0684.1.RUNX3	chr19	8592422	8592431	+	0.000	0.000	Merged-chr19-8592238-38
NR8853--MA0684.1.RUNX3	chr8	111821359	111821368	+	0.000	0.000	Merged-chr8-111821367-66
NR478--MA0002.2.RUNX1	chr1	128614921	128614931	+	0.000	0.000	Merged-chr1-128615083-92
NR2959--MA0511.2.RUNX2	chr14	54231331	54231339	+	0.000	0.000	Merged-chr14-54231287-11
NR6425--MA0002.2.RUNX1	chr4	46152065	46152075	-	0.000	0.000	Merged-chr4-46152127-36
NR2052--MA0684.1.RUNX3	chr12	86687062	86687071	-	0.000	0.000	Merged-chr12-86687051-28
NR4331--MA0002.2.RUNX1	chr17	71662806	71662816	-	0.000	0.000	Merged-chr17-71662918-53
NR4997--MA0002.2.RUNX1	chr2	30728265	30728275	+	0.000	0.000	Merged-chr2-30728122-10
NR6091--MA0511.2.RUNX2	chr3	129561209	129561217	-	0.000	0.000	Merged-chr3-129561081-2
NR4682--MA0511.2.RUNX2	chr18	77767860	77767868	-	0.000	0.000	Merged-chr18-77767671-52
NR6411--MA0684.1.RUNX3	chr4	40845072	40845081	-	0.000	0.000	Merged-chr4-40845013-13
NR5188--MA0511.2.RUNX2	chr2	75638278	75638286	-	0.000	0.000	Merged-chr2-75638306-35
NR2698--MA0002.2.RUNX1	chr13	109845030	109845040	+	0.000	0.000	Merged-chr13-109845162-65
NR8072--MA0684.1.RUNX3	chr6	149307984	149307993	-	0.000	0.000	Merged-chr6-149307945-23
NR116--MA0684.1.RUNX3	chr1	37473509	37473518	+	0.000	0.000	Merged-chr1-37473461-33
NR9325--MA0684.1.RUNX3	chr9	105689659	105689668	-	0.000	0.000	Merged-chr9-105689631-24
NR6471--MA0511.2.RUNX2	chr4	58121128	58121136	+	0.000	0.000	Merged-chr4-58121225-3
NR573--MA0684.1.RUNX3	chr1	150396149	150396158	+	0.000	0.000	Merged-chr1-150396130-66
NR639--MA0684.1.RUNX3	chr1	166153508	166153517	-	0.000	0.000	Merged-chr1-166153550-30
NR176--MA0511.2.RUNX2	chr1	54871549	54871557	+	0.000	0.000	Merged-chr1-54871447-51
NR4758--MA0002.2.RUNX1	chr19	8519019	8519029	-	0.000	0.000	Merged-chr19-8519085-2
NR2812--MA0684.1.RUNX3	chr14	10593655	10593664	+	0.000	0.000	Merged-chr14-10593654-13
NR2393--MA0002.2.RUNX1	chr13	42103184	42103194	-	0.000	0.000	Merged-chr13-42103449-92
NR2664--MA0002.2.RUNX1	chr13	107868594	107868604	+	0.000	0.000	Merged-chr13-107868532-1
NR6917--MA0511.2.RUNX2	chr5	21002894	21002902	+	0.000	0.000	Merged-chr5-21002908-38
NR4966--MA0511.2.RUNX2	chr2	21223170	21223178	-	0.000	0.000	Merged-chr2-21222970-39
NR9308--MA0511.2.RUNX2	chr9	98616577	98616585	-	0.000	0.000	Merged-chr9-98616546-17
NR6153--MA0684.1.RUNX3	chr3	142437065	142437074	+	0.000	0.000	Merged-chr3-142437047-18
NR8227--MA0002.2.RUNX1	chr7	58181740	58181750	-	0.000	0.000	Merged-chr7-58181650-26
NR6276--MA0002.2.RUNX1	chr4	6924977	6924987	-	0.000	0.000	Merged-chr4-6924913-49
NR6818--MA0002.2.RUNX1	chr4	152179165	152179175	+	0.000	0.000	Merged-chr4-152179169-26
NR9209--MA0002.2.RUNX1	chr9	81864010	81864020	+	0.000	0.000	Merged-chr9-81863870-55
NR2045--MA0002.2.RUNX1	chr12	85430466	85430476	+	0.000	0.000	Merged-chr12-85430592-32
NR8561--MA0684.1.RUNX3	chr8	14090520	14090529	-	0.000	0.000	Merged-chr8-14090395-62
NR4823--MA0511.2.RUNX2	chr19	33265324	33265332	-	0.000	0.000	Merged-chr19-33265390-26
NR186--MA0002.2.RUNX1	chr1	57377523	57377533	-	0.000	0.000	Merged-chr1-57377842-99
NR8955--MA0002.2.RUNX1	chr9	7221654	7221664	+	0.000	0.000	Merged-chr9-7221574-61
NR9338--MA0684.1.RUNX3	chr9	108146614	108146623	-	0.000	0.000	Merged-chr9-108146589-26
NR6799--MA0002.2.RUNX1	chr4	149856497	149856507	+	0.000	0.000	Merged-chr4-149856656-49
NR4248--MA0002.2.RUNX1	chr17	52468606	52468616	-	0.000	0.000	Merged-chr17-52468640-52
NR6755--MA0511.2.RUNX2	chr4	145045906	145045914	+	0.000	0.000	Merged-chr4-145045932-55
NR2568--MA0002.2.RUNX1	chr13	91541193	91541203	+	0.000	0.000	Merged-chr13-91541138-52
NR8270--MA0002.2.RUNX1	chr7	68127946	68127956	+	0.000	0.000	Merged-chr7-68127930-13
NR6927--MA0002.2.RUNX1	chr5	23394519	23394529	-	0.000	0.000	Merged-chr5-23394422-14
NR2031--MA0684.1.RUNX3	chr12	79429965	79429974	-	0.000	0.000	Merged-chr12-79430089-33
NR8941--MA0684.1.RUNX3	chr8	127655683	127655692	-	0.000	0.000	Merged-chr8-127655779-25
NR8194--MA0684.1.RUNX3	chr7	45082992	45083001	-	0.000	0.000	Merged-chr7-45083107-80
NR5802--MA0002.2.RUNX1	chr3	58581721	58581731	+	0.000	0.000	Merged-chr3-58581767-20
NR4628--MA0002.2.RUNX1	chr18	68227788	68227798	+	0.000	0.000	Merged-chr18-68227583-82
NR2677--MA0002.2.RUNX1	chr13	108667264	108667274	+	0.000	0.000	Merged-chr13-108667281-5
NR2948--MA0002.2.RUNX1	chr14	52427893	52427903	-	0.000	0.000	Merged-chr14-52427807-17
NR2362--MA0511.2.RUNX2	chr13	33965143	33965151	-	0.000	0.000	Merged-chr13-33965220-126
NR8716--MA0002.2.RUNX1	chr8	68793925	68793935	+	0.000	0.000	Merged-chr8-68794098-69
NR4214--MA0002.2.RUNX1	chr17	47531558	47531568	-	0.000	0.000	Merged-chr17-47531666-50
NR4565--MA0511.2.RUNX2	chr18	54940565	54940573	+	0.000	0.000	Merged-chr18-54940674-40
NR4836--MA0511.2.RUNX2	chr19	41874495	41874503	+	0.000	0.000	Merged-chr19-41874574-30
NR6689--MA0684.1.RUNX3	chr4	129365349	129365358	+	0.000	0.000	Merged-chr4-129365384-41
NR9159--MA0511.2.RUNX2	chr9	70080178	70080186	-	0.000	0.000	Merged-chr9-70080238-33
NR8283--MA0002.2.RUNX1	chr7	73572691	73572701	+	0.000	0.000	Merged-chr7-73572750-41
NR2742--MA0511.2.RUNX2	chr13	117242260	117242268	+	0.000	0.000	Merged-chr13-117242416-107
NR8554--MA0002.2.RUNX1	chr8	13955209	13955219	+	0.000	0.000	Merged-chr8-13955228-14
NR1390--MA0002.2.RUNX1	chr11	11657343	11657353	-	0.000	0.000	Merged-chr11-11657249-55
NR4595--MA0684.1.RUNX3	chr18	58669639	58669648	-	0.000	0.000	Merged-chr18-58669510-1
NR2808--MA0511.2.RUNX2	chr14	10368325	10368333	-	0.000	0.000	Merged-chr14-10368196-11
NR2044--MA0684.1.RUNX3	chr12	85177262	85177271	-	0.000	0.000	Merged-chr12-85177311-38
NR2123--MA0511.2.RUNX2	chr12	98800481	98800489	+	0.000	0.000	Merged-chr12-98800600-14
NR8557--MA0511.2.RUNX2	chr8	14090521	14090529	-	0.000	0.000	Merged-chr8-14090395-62
NR8663--MA0002.2.RUNX1	chr8	40963101	40963111	+	0.000	0.000	Merged-chr8-40963134-88
NR7588--MA0511.2.RUNX2	chr6	50009529	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR6926--MA0684.1.RUNX3	chr5	23387127	23387136	+	0.000	0.000	Merged-chr5-23387051-61
NR8044--MA0002.2.RUNX1	chr6	144910469	144910479	+	0.000	0.000	Merged-chr6-144910390-40
NR3009--MA0511.2.RUNX2	chr14	70065880	70065888	+	0.000	0.000	Merged-chr14-70065995-72
NR2133--MA0002.2.RUNX1	chr12	100228651	100228661	+	0.000	0.000	Merged-chr12-100228598-12
NR2404--MA0002.2.RUNX1	chr13	46616882	46616892	+	0.000	0.000	Merged-chr13-46616857-10
NR4640--MA0511.2.RUNX2	chr18	69547155	69547163	+	0.000	0.000	Merged-chr18-69547283-22
NR422--MA0684.1.RUNX3	chr1	106612882	106612891	+	0.000	0.000	Merged-chr1-106612861-63
NR4213--MA0684.1.RUNX3	chr17	47508151	47508160	+	0.000	0.000	Merged-chr17-47508113-61
NR6016--MA0002.2.RUNX1	chr3	108164894	108164904	-	0.000	0.000	Merged-chr3-108164973-25
NR5491--MA0002.2.RUNX1	chr2	160421723	160421733	+	0.000	0.000	Merged-chr2-160421769-26
NR4670--MA0684.1.RUNX3	chr18	75377612	75377621	+	0.000	0.000	Merged-chr18-75377712-65
NR1260--MA0002.2.RUNX1	chr10	111214681	111214691	+	0.000	0.000	Merged-chr10-111214498-109
NR2308--MA0002.2.RUNX1	chr13	16020878	16020888	+	0.000	0.000	Merged-chr13-16020821-23
NR8619--MA0684.1.RUNX3	chr8	25274713	25274722	-	0.000	0.000	Merged-chr8-25274715-82
NR7206--MA0511.2.RUNX2	chr5	101937984	101937992	+	0.000	0.000	Merged-chr5-101938144-3
NR3734--MA0002.2.RUNX1	chr16	43376986	43376996	+	0.000	0.000	Merged-chr16-43376977-35
NR4130--MA0511.2.RUNX2	chr17	25255288	25255296	-	0.000	0.000	Merged-chr17-25255345-21
NR9138--MA0511.2.RUNX2	chr9	61670020	61670028	+	0.000	0.000	Merged-chr9-61669996-60
NR3720--MA0684.1.RUNX3	chr16	38476407	38476416	+	0.000	0.000	Merged-chr16-38476219-1
NR287--MA0002.2.RUNX1	chr1	82819533	82819543	-	0.000	0.000	Merged-chr1-82819589-51
NR3572--MA0002.2.RUNX1	chr15	100605200	100605210	+	0.000	0.000	Merged-chr15-100605074-53
NR9168--MA0684.1.RUNX3	chr9	70524498	70524507	+	0.000	0.000	Merged-chr9-70524539-1
NR1892--MA0002.2.RUNX1	chr12	36157960	36157970	+	0.000	0.000	Merged-chr12-36157829-2
NR9340--MA0002.2.RUNX1	chr9	108578608	108578618	+	0.000	0.000	Merged-chr9-108578687-51
NR2398--MA0002.2.RUNX1	chr13	44535652	44535662	+	0.000	0.000	Merged-chr13-44535703-36
NR4762--MA0511.2.RUNX2	chr19	8592429	8592437	+	0.000	0.000	Merged-chr19-8592238-38
NR4606--MA0684.1.RUNX3	chr18	62169383	62169392	-	0.000	0.000	Merged-chr18-62169369-48
NR7421--MA0002.2.RUNX1	chr6	8068567	8068577	-	0.000	0.000	Merged-chr6-8068549-6
NR1510--MA0002.2.RUNX1	chr11	52224161	52224171	-	0.000	0.000	Merged-chr11-52224357-50
NR2843--MA0511.2.RUNX2	chr14	18301812	18301820	+	0.000	0.000	Merged-chr14-18301823-12
NR1762--MA0002.2.RUNX1	chr11	119164515	119164525	-	0.000	0.000	Merged-chr11-119164536-11
NR8579--MA0684.1.RUNX3	chr8	18626573	18626582	+	0.000	0.000	Merged-chr8-18626725-25
NR1891--MA0684.1.RUNX3	chr12	36019762	36019771	-	0.000	0.000	Merged-chr12-36019766-41
NR8241--MA0002.2.RUNX1	chr7	63991691	63991701	+	0.000	0.000	Merged-chr7-63991713-9
NR2224--MA0511.2.RUNX2	chr12	118255872	118255880	+	0.000	0.000	Merged-chr12-118255780-45
NR6627--MA0002.2.RUNX1	chr4	101207684	101207694	+	0.000	0.000	Merged-chr4-101207630-19
NR4676--MA0002.2.RUNX1	chr18	75716276	75716286	-	0.000	0.000	Merged-chr18-75716251-26
NR2668--MA0684.1.RUNX3	chr13	107897467	107897476	+	0.000	0.000	Merged-chr13-107897363-37
NR6312--MA0511.2.RUNX2	chr4	11492629	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR8559--MA0002.2.RUNX1	chr8	14090519	14090529	+	0.000	0.000	Merged-chr8-14090395-62
NR9147--MA0684.1.RUNX3	chr9	66280658	66280667	+	0.000	0.000	Merged-chr9-66280621-39
NR6213--MA0002.2.RUNX1	chr3	148730277	148730287	+	0.000	0.000	Merged-chr3-148730095-3
NR5483--MA0002.2.RUNX1	chr2	158166806	158166816	-	0.000	0.000	Merged-chr2-158166857-55
NR6408--MA0684.1.RUNX3	chr4	40721127	40721136	+	0.000	0.000	Merged-chr4-40721165-38
NR1252--MA0002.2.RUNX1	chr10	108168049	108168059	+	0.000	0.000	Merged-chr10-108168166-48
NR2029--MA0002.2.RUNX1	chr12	78980877	78980887	-	0.000	0.000	Merged-chr12-78980936-73
NR4265--MA0511.2.RUNX2	chr17	62246894	62246902	-	0.000	0.000	Merged-chr17-62246918-5
NR8397--MA0002.2.RUNX1	chr7	109741958	109741968	+	0.000	0.000	Merged-chr7-109741680-86
NR3931--MA0002.2.RUNX1	chr16	91781029	91781039	-	0.000	0.000	Merged-chr16-91781071-63
