#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR61883--MA0599.1.KLF5	chr7	104244495	104244504	-	0.000	0.000	Merged-chr7-104244557-59
NR35574--MA0599.1.KLF5	chr2	30133819	30133828	-	0.000	0.000	Merged-chr2-30133753-51
NR13303--MA0741.1.KLF16	chr11	121237144	121237154	-	0.000	0.000	Merged-chr11-121237143-85
NR9341--MA0741.1.KLF16	chr11	6626118	6626128	+	0.000	0.000	Merged-chr11-6626110-55
NR49492--MA0657.1.KLF13	chr5	20083293	20083310	+	0.000	0.000	Merged-chr5-20083207-6
NR23336--MA1107.1.KLF9	chr15	72972016	72972028	+	0.000	0.000	Merged-chr15-72972006-8
NR69898--MA1107.1.KLF9	chr9	85319575	85319587	-	0.000	0.000	Merged-chr9-85319747-2
NR49709--MA0741.1.KLF16	chr5	25529815	25529825	-	0.000	0.000	Merged-chr5-25529854-76
NR22578--MA0493.1.Klf1	chr15	31601558	31601568	+	0.000	0.000	Merged-chr15-31601428-3
NR9017--MA0657.1.KLF13	chr10	128526094	128526111	-	0.000	0.000	Merged-chr10-128526022-11
NR31378--MA0742.1.Klf12	chr18	39031323	39031337	+	0.000	0.000	Merged-chr18-39031215-33
NR11320--MA0740.1.KLF14	chr11	79660537	79660550	+	0.000	0.000	Merged-chr11-79660589-44
NR11418--MA0741.1.KLF16	chr11	83039456	83039466	-	0.000	0.000	Merged-chr11-83039455-22
NR49699--MA0742.1.Klf12	chr5	25529711	25529725	-	0.000	0.000	Merged-chr5-25529854-76
NR19466--MA0741.1.KLF16	chr14	21832222	21832232	-	0.000	0.000	Merged-chr14-21832195-1
NR16436--MA0039.3.KLF4	chr13	28500906	28500916	+	0.000	0.000	Merged-chr13-28501043-27
NR24482--MA0742.1.Klf12	chr15	94566100	94566114	+	0.000	0.000	Merged-chr15-94566031-29
NR10946--MA0599.1.KLF5	chr11	73019535	73019544	-	0.000	0.000	Merged-chr11-73019652-4
NR68361--MA0493.1.Klf1	chr9	42028979	42028989	-	0.000	0.000	Merged-chr9-42029038-28
NR40346--MA0039.3.KLF4	chr3	9500015	9500025	-	0.000	0.000	Merged-chr3-9499976-58
NR55732--MA1107.1.KLF9	chr6	65662241	65662253	+	0.000	0.000	Merged-chr6-65662238-38
NR12031--MA0740.1.KLF14	chr11	98588204	98588217	+	0.000	0.000	Merged-chr11-98588289-18
NR48851--MA0493.1.Klf1	chr4	151977899	151977909	-	0.000	0.000	Merged-chr4-151978013-24
NR71397--MA0657.1.KLF13	chr9	121241963	121241980	-	0.000	0.000	Merged-chr9-121242030-1
NR31729--MA0493.1.Klf1	chr18	58677039	58677049	+	0.000	0.000	Merged-chr18-58676991-24
NR24663--MA1107.1.KLF9	chr15	98927705	98927717	+	0.000	0.000	Merged-chr15-98927787-24
NR49815--MA1107.1.KLF9	chr5	30240772	30240784	-	0.000	0.000	Merged-chr5-30240775-35
NR56840--MA0741.1.KLF16	chr6	108448396	108448406	+	0.000	0.000	Merged-chr6-108448378-58
NR38977--MA0741.1.KLF16	chr2	152294100	152294110	-	0.000	0.000	Merged-chr2-152293907-74
NR5734--MA0599.1.KLF5	chr10	40883451	40883460	+	0.000	0.000	Merged-chr10-40883582-128
NR72103--MA0741.1.KLF16	chrX	70477049	70477059	+	0.000	0.000	Merged-chrX-70477110-58
NR17424--MA0493.1.Klf1	chr13	67194662	67194672	-	0.000	0.000	Merged-chr13-67194635-55
NR44953--MA0741.1.KLF16	chr4	40757950	40757960	-	0.000	0.000	Merged-chr4-40757747-77
NR14634--MA0599.1.KLF5	chr12	77060208	77060217	+	0.000	0.000	Merged-chr12-77060270-44
NR62887--MA0657.1.KLF13	chr7	127895644	127895661	+	0.000	0.000	Merged-chr7-127895657-49
NR25641--MA1107.1.KLF9	chr16	24704419	24704431	-	0.000	0.000	Merged-chr16-24704460-26
NR12584--MA0599.1.KLF5	chr11	109611685	109611694	+	0.000	0.000	Merged-chr11-109611660-96
NR11004--MA0741.1.KLF16	chr11	74881144	74881154	+	0.000	0.000	Merged-chr11-74881176-15
NR47139--MA0741.1.KLF16	chr4	120854785	120854795	+	0.000	0.000	Merged-chr4-120854918-43
NR24539--MA0741.1.KLF16	chr15	97356116	97356126	-	0.000	0.000	Merged-chr15-97356067-61
NR63830--MA0599.1.KLF5	chr7	143501135	143501144	+	0.000	0.000	Merged-chr7-143501142-12
NR41325--MA0493.1.Klf1	chr3	68717600	68717610	-	0.000	0.000	Merged-chr3-68717472-17
NR40722--MA0741.1.KLF16	chr3	32397222	32397232	-	0.000	0.000	Merged-chr3-32397292-117
NR53759--MA0493.1.Klf1	chr5	140649114	140649124	+	0.000	0.000	Merged-chr5-140649068-64
NR23448--MA1107.1.KLF9	chr15	75678795	75678807	+	0.000	0.000	Merged-chr15-75678935-117
NR52128--MA0599.1.KLF5	chr5	114246605	114246614	+	0.000	0.000	Merged-chr5-114246791-23
NR17643--MA0741.1.KLF16	chr13	74166919	74166929	+	0.000	0.000	Merged-chr13-74166987-58
NR1266--MA1107.1.KLF9	chr1	75218314	75218326	-	0.000	0.000	Merged-chr1-75218362-9
NR35154--MA0740.1.KLF14	chr2	22744463	22744476	-	0.000	0.000	Merged-chr2-22744632-58
NR42661--MA0493.1.Klf1	chr3	109133237	109133247	+	0.000	0.000	Merged-chr3-109133281-24
NR48296--MA0493.1.Klf1	chr4	140906252	140906262	-	0.000	0.000	Merged-chr4-140906055-77
NR7372--MA0599.1.KLF5	chr10	83360082	83360091	+	0.000	0.000	Merged-chr10-83360220-61
NR29893--MA1107.1.KLF9	chr17	70974256	70974268	-	0.000	0.000	Merged-chr17-70974358-18
NR17438--MA0741.1.KLF16	chr13	67844405	67844415	+	0.000	0.000	Merged-chr13-67844387-42
NR10852--MA0599.1.KLF5	chr11	70410221	70410230	-	0.000	0.000	Merged-chr11-70410140-52
NR38038--MA0599.1.KLF5	chr2	122738438	122738447	-	0.000	0.000	Merged-chr2-122738590-87
NR28085--MA0741.1.KLF16	chr17	24850340	24850350	-	0.000	0.000	Merged-chr17-24850341-72
NR33621--MA0741.1.KLF16	chr19	29805228	29805238	-	0.000	0.000	Merged-chr19-29805286-18
NR56174--MA0599.1.KLF5	chr6	87394989	87394998	+	0.000	0.000	Merged-chr6-87395104-19
NR17101--MA1107.1.KLF9	chr13	55623007	55623019	-	0.000	0.000	Merged-chr13-55622931-60
NR23143--MA0741.1.KLF16	chr15	61538979	61538989	+	0.000	0.000	Merged-chr15-61539170-27
NR69756--MA0741.1.KLF16	chr9	80164992	80165002	+	0.000	0.000	Merged-chr9-80164813-89
NR55505--MA0599.1.KLF5	chr6	54092923	54092932	+	0.000	0.000	Merged-chr6-54092801-44
NR59754--MA0741.1.KLF16	chr7	28732902	28732912	-	0.000	0.000	Merged-chr7-28732947-33
NR59846--MA0493.1.Klf1	chr7	29238316	29238326	-	0.000	0.000	Merged-chr7-29238309-53
NR13412--MA0741.1.KLF16	chr12	8521794	8521804	+	0.000	0.000	Merged-chr12-8521654-50
NR34061--MA0741.1.KLF16	chr19	45058404	45058414	+	0.000	0.000	Merged-chr19-45058529-63
NR49927--MA1107.1.KLF9	chr5	33143057	33143069	-	0.000	0.000	Merged-chr5-33143118-19
NR62473--MA0657.1.KLF13	chr7	119794065	119794082	-	0.000	0.000	Merged-chr7-119794114-60
NR11910--MA0493.1.Klf1	chr11	97362381	97362391	+	0.000	0.000	Merged-chr11-97362524-68
NR51812--MA0493.1.Klf1	chr5	108629783	108629793	+	0.000	0.000	Merged-chr5-108629492-113
NR62419--MA0741.1.KLF16	chr7	118995257	118995267	+	0.000	0.000	Merged-chr7-118995325-43
NR28697--MA0599.1.KLF5	chr17	34632511	34632520	+	0.000	0.000	Merged-chr17-34632499-30
NR34326--MA0039.3.KLF4	chr19	53460409	53460419	+	0.000	0.000	Merged-chr19-53460523-19
NR31546--MA0599.1.KLF5	chr18	53418095	53418104	+	0.000	0.000	Merged-chr18-53418017-24
NR54442--MA0599.1.KLF5	chr5	151368642	151368651	+	0.000	0.000	Merged-chr5-151368809-80
NR24488--MA0740.1.KLF14	chr15	94589938	94589951	+	0.000	0.000	Merged-chr15-94589770-65
NR27231--MA0741.1.KLF16	chr16	95990999	95991009	-	0.000	0.000	Merged-chr16-95990846-67
NR28339--MA0599.1.KLF5	chr17	28375698	28375707	+	0.000	0.000	Merged-chr17-28375713-30
NR45316--MA0741.1.KLF16	chr4	46507482	46507492	+	0.000	0.000	Merged-chr4-46507538-69
NR58989--MA0493.1.Klf1	chr7	13278810	13278820	+	0.000	0.000	Merged-chr7-13278795-76
NR36636--MA1107.1.KLF9	chr2	72857370	72857382	+	0.000	0.000	Merged-chr2-72857533-76
NR48310--MA0599.1.KLF5	chr4	140948280	140948289	+	0.000	0.000	Merged-chr4-140948211-54
NR58900--MA0741.1.KLF16	chr7	6383301	6383311	-	0.000	0.000	Merged-chr7-6383352-66
NR30940--MA0740.1.KLF14	chr18	12947336	12947349	+	0.000	0.000	Merged-chr18-12947466-4
NR3571--MA1107.1.KLF9	chr1	164248937	164248949	-	0.000	0.000	Merged-chr1-164249048-102
NR5827--MA1107.1.KLF9	chr10	43520073	43520085	+	0.000	0.000	Merged-chr10-43520023-14
NR57482--MA1107.1.KLF9	chr6	125067857	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR4783--MA0599.1.KLF5	chr1	191097790	191097799	+	0.000	0.000	Merged-chr1-191097986-4
NR70385--MA0599.1.KLF5	chr9	101073693	101073702	-	0.000	0.000	Merged-chr9-101073611-17
NR23354--MA1107.1.KLF9	chr15	73137761	73137773	+	0.000	0.000	Merged-chr15-73137730-76
NR58694--MA0599.1.KLF5	chr6	148212166	148212175	-	0.000	0.000	Merged-chr6-148212124-77
NR54629--MA1107.1.KLF9	chr6	17307338	17307350	-	0.000	0.000	Merged-chr6-17307561-30
NR36189--MA0493.1.Klf1	chr2	52378568	52378578	-	0.000	0.000	Merged-chr2-52378804-68
NR28879--MA0741.1.KLF16	chr17	35998298	35998308	-	0.000	0.000	Merged-chr17-35998211-34
NR21641--MA0599.1.KLF5	chr14	105886701	105886710	+	0.000	0.000	Merged-chr14-105886851-15
NR42988--MA0493.1.Klf1	chr3	123267403	123267413	+	0.000	0.000	Merged-chr3-123267512-110
NR13188--MA0741.1.KLF16	chr11	120190046	120190056	+	0.000	0.000	Merged-chr11-120189977-47
NR27347--MA0493.1.Klf1	chr17	3326536	3326546	-	0.000	0.000	Merged-chr17-3326553-34
NR28847--MA0740.1.KLF14	chr17	35841733	35841746	-	0.000	0.000	Merged-chr17-35841564-66
NR38906--MA0493.1.Klf1	chr2	150608596	150608606	+	0.000	0.000	Merged-chr2-150608735-106
NR26328--MA0741.1.KLF16	chr16	56717478	56717488	-	0.000	0.000	Merged-chr16-56717315-119
NR41346--MA0742.1.Klf12	chr3	69156738	69156752	-	0.000	0.000	Merged-chr3-69156652-55
NR70327--MA0741.1.KLF16	chr9	98339850	98339860	-	0.000	0.000	Merged-chr9-98339700-17
NR44949--MA0599.1.KLF5	chr4	40757951	40757960	-	0.000	0.000	Merged-chr4-40757747-77
NR42511--MA0741.1.KLF16	chr3	105052971	105052981	+	0.000	0.000	Merged-chr3-105053022-65
NR19094--MA0599.1.KLF5	chr14	6757210	6757219	+	0.000	0.000	Merged-chr14-6757064-86
NR62399--MA1107.1.KLF9	chr7	118740222	118740234	-	0.000	0.000	Merged-chr7-118740082-2
NR30455--MA1107.1.KLF9	chr17	83854488	83854500	+	0.000	0.000	Merged-chr17-83854411-35
NR16106--MA0493.1.Klf1	chr13	3634020	3634030	+	0.000	0.000	Merged-chr13-3634138-58
NR45297--MA0741.1.KLF16	chr4	46304918	46304928	+	0.000	0.000	Merged-chr4-46305092-45
NR71424--MA0039.3.KLF4	chr9	121374789	121374799	+	0.000	0.000	Merged-chr9-121374678-22
NR27754--MA0741.1.KLF16	chr17	13480015	13480025	-	0.000	0.000	Merged-chr17-13479919-17
NR16026--MA0599.1.KLF5	chr12	117533820	117533829	-	0.000	0.000	Merged-chr12-117534127-69
NR33708--MA0599.1.KLF5	chr19	34254340	34254349	-	0.000	0.000	Merged-chr19-34254414-29
NR68217--MA0039.3.KLF4	chr9	35199967	35199977	+	0.000	0.000	Merged-chr9-35199813-60
NR17276--MA0741.1.KLF16	chr13	59704637	59704647	+	0.000	0.000	Merged-chr13-59704642-41
NR6182--MA0741.1.KLF16	chr10	60831663	60831673	-	0.000	0.000	Merged-chr10-60831602-50
NR31658--MA0599.1.KLF5	chr18	56562410	56562419	+	0.000	0.000	Merged-chr18-56562419-49
NR25320--MA0599.1.KLF5	chr16	13448008	13448017	-	0.000	0.000	Merged-chr16-13448119-36
NR14858--MA0599.1.KLF5	chr12	85746480	85746489	-	0.000	0.000	Merged-chr12-85746223-36
NR59863--MA0741.1.KLF16	chr7	29297017	29297027	+	0.000	0.000	Merged-chr7-29297165-13
NR46587--MA0599.1.KLF5	chr4	106679046	106679055	+	0.000	0.000	Merged-chr4-106678973-52
NR438--MA0742.1.Klf12	chr1	37430039	37430053	+	0.000	0.000	Merged-chr1-37430109-65
NR55890--MA0599.1.KLF5	chr6	72439618	72439627	+	0.000	0.000	Merged-chr6-72439486-142
NR11032--MA1107.1.KLF9	chr11	75410422	75410434	+	0.000	0.000	Merged-chr11-75410293-22
NR30460--MA0493.1.Klf1	chr17	83862737	83862747	+	0.000	0.000	Merged-chr17-83862747-3
NR4895--MA0599.1.KLF5	chr1	192532348	192532357	-	0.000	0.000	Merged-chr1-192532397-12
NR70497--MA0599.1.KLF5	chr9	103708549	103708558	-	0.000	0.000	Merged-chr9-103708759-48
NR65203--MA1107.1.KLF9	chr8	69790628	69790640	+	0.000	0.000	Merged-chr8-69790538-1
NR41869--MA0742.1.Klf12	chr3	93597361	93597375	+	0.000	0.000	Merged-chr3-93597508-71
NR32636--MA0599.1.KLF5	chr18	82855832	82855841	+	0.000	0.000	Merged-chr18-82855874-59
NR13660--MA0493.1.Klf1	chr12	21286239	21286249	+	0.000	0.000	Merged-chr12-21286473-123
NR59524--MA0742.1.Klf12	chr7	25297218	25297232	+	0.000	0.000	Merged-chr7-25297148-3
NR11907--MA0741.1.KLF16	chr11	97362287	97362297	+	0.000	0.000	Merged-chr11-97362524-68
NR2017--MA0741.1.KLF16	chr1	118627897	118627907	+	0.000	0.000	Merged-chr1-118628003-42
NR68119--MA1107.1.KLF9	chr9	31211872	31211884	+	0.000	0.000	Merged-chr9-31211648-90
NR62046--MA0493.1.Klf1	chr7	110202890	110202900	+	0.000	0.000	Merged-chr7-110202943-8
NR14742--MA0741.1.KLF16	chr12	81845219	81845229	-	0.000	0.000	Merged-chr12-81845150-28
NR52127--MA1107.1.KLF9	chr5	114175813	114175825	-	0.000	0.000	Merged-chr5-114175903-40
NR24669--MA0599.1.KLF5	chr15	98934504	98934513	+	0.000	0.000	Merged-chr15-98934343-98
NR41930--MA0599.1.KLF5	chr3	94786555	94786564	+	0.000	0.000	Merged-chr3-94786570-53
NR35933--MA0741.1.KLF16	chr2	37359084	37359094	+	0.000	0.000	Merged-chr2-37358910-93
NR61798--MA0741.1.KLF16	chr7	101970111	101970121	+	0.000	0.000	Merged-chr7-101970199-8
NR30844--MA0740.1.KLF14	chr18	5819922	5819935	+	0.000	0.000	Merged-chr18-5820020-28
NR51796--MA0741.1.KLF16	chr5	108065642	108065652	+	0.000	0.000	Merged-chr5-108065845-64
NR53463--MA1107.1.KLF9	chr5	137046172	137046184	+	0.000	0.000	Merged-chr5-137046129-67
NR11172--MA0599.1.KLF5	chr11	77630475	77630484	+	0.000	0.000	Merged-chr11-77630549-32
NR69099--MA0740.1.KLF14	chr9	62555524	62555537	+	0.000	0.000	Merged-chr9-62555590-11
NR34354--MA0493.1.Klf1	chr19	54115025	54115035	-	0.000	0.000	Merged-chr19-54115142-50
NR62633--MA0599.1.KLF5	chr7	122394162	122394171	+	0.000	0.000	Merged-chr7-122394257-27
NR60798--MA0599.1.KLF5	chr7	63987038	63987047	-	0.000	0.000	Merged-chr7-63987101-39
NR51662--MA0742.1.Klf12	chr5	103692350	103692364	-	0.000	0.000	Merged-chr5-103692321-99
NR19873--MA0599.1.KLF5	chr14	34549236	34549245	+	0.000	0.000	Merged-chr14-34549308-78
NR57456--MA0493.1.Klf1	chr6	124918008	124918018	-	0.000	0.000	Merged-chr6-124918143-5
NR67723--MA1107.1.KLF9	chr9	14172180	14172192	-	0.000	0.000	Merged-chr9-14171965-37
NR52347--MA0493.1.Klf1	chr5	118465400	118465410	-	0.000	0.000	Merged-chr5-118465239-56
NR36315--MA0599.1.KLF5	chr2	59882439	59882448	+	0.000	0.000	Merged-chr2-59882495-61
NR11222--MA0741.1.KLF16	chr11	78261574	78261584	+	0.000	0.000	Merged-chr11-78261664-62
NR70436--MA0741.1.KLF16	chr9	102479243	102479253	-	0.000	0.000	Merged-chr9-102479192-27
NR60797--MA0740.1.KLF14	chr7	63987035	63987048	-	0.000	0.000	Merged-chr7-63987101-39
NR45824--MA0599.1.KLF5	chr4	62502282	62502291	+	0.000	0.000	Merged-chr4-62502251-45
NR7179--MA0740.1.KLF14	chr10	80848766	80848779	+	0.000	0.000	Merged-chr10-80848752-35
NR4957--MA0742.1.Klf12	chr1	193189572	193189586	+	0.000	0.000	Merged-chr1-193189573-66
NR44832--MA0742.1.Klf12	chr4	33209745	33209759	+	0.000	0.000	Merged-chr4-33209549-46
NR1127--MA0039.3.KLF4	chr1	71557161	71557171	+	0.000	0.000	Merged-chr1-71557349-80
NR63811--MA0741.1.KLF16	chr7	143052736	143052746	-	0.000	0.000	Merged-chr7-143052544-1
NR7787--MA0039.3.KLF4	chr10	93783434	93783444	-	0.000	0.000	Merged-chr10-93783466-5
NR63188--MA0740.1.KLF14	chr7	132576387	132576400	+	0.000	0.000	Merged-chr7-132576269-107
NR60300--MA0742.1.Klf12	chr7	44553567	44553581	+	0.000	0.000	Merged-chr7-44553464-1
NR2678--MA0039.3.KLF4	chr1	136415260	136415270	-	0.000	0.000	Merged-chr1-136415287-72
NR11820--MA1107.1.KLF9	chr11	95713989	95714001	+	0.000	0.000	Merged-chr11-95714089-14
NR43694--MA0740.1.KLF14	chr3	142281222	142281235	+	0.000	0.000	Merged-chr3-142281213-32
NR69102--MA0493.1.Klf1	chr9	62838557	62838567	+	0.000	0.000	Merged-chr9-62838773-60
NR61767--MA0599.1.KLF5	chr7	101321071	101321080	-	0.000	0.000	Merged-chr7-101321217-65
NR18728--MA0039.3.KLF4	chr13	111771262	111771272	+	0.000	0.000	Merged-chr13-111771400-28
NR1181--MA1107.1.KLF9	chr1	73940865	73940877	+	0.000	0.000	Merged-chr1-73940938-50
NR6086--MA0741.1.KLF16	chr10	59702495	59702505	+	0.000	0.000	Merged-chr10-59702548-66
NR68907--MA1107.1.KLF9	chr9	57647830	57647842	-	0.000	0.000	Merged-chr9-57647746-26
NR67187--MA0599.1.KLF5	chr8	121907739	121907748	+	0.000	0.000	Merged-chr8-121907786-62
NR37838--MA1107.1.KLF9	chr2	118491075	118491087	+	0.000	0.000	Merged-chr2-118491236-48
NR27070--MA0599.1.KLF5	chr16	92400131	92400140	-	0.000	0.000	Merged-chr16-92400195-21
NR16124--MA0493.1.Klf1	chr13	6642540	6642550	+	0.000	0.000	Merged-chr13-6642638-23
NR18782--MA1107.1.KLF9	chr13	113013597	113013609	-	0.000	0.000	Merged-chr13-113013424-80
NR57421--MA0741.1.KLF16	chr6	124738712	124738722	-	0.000	0.000	Merged-chr6-124738811-28
NR53236--MA0599.1.KLF5	chr5	134437538	134437547	+	0.000	0.000	Merged-chr5-134437601-35
NR11499--MA0599.1.KLF5	chr11	85990141	85990150	-	0.000	0.000	Merged-chr11-85990224-34
NR69003--MA1107.1.KLF9	chr9	59617171	59617183	+	0.000	0.000	Merged-chr9-59617287-62
NR65743--MA0741.1.KLF16	chr8	81342480	81342490	-	0.000	0.000	Merged-chr8-81342289-116
NR50650--MA1107.1.KLF9	chr5	64651650	64651662	-	0.000	0.000	Merged-chr5-64651532-36
NR34180--MA0599.1.KLF5	chr19	47090719	47090728	+	0.000	0.000	Merged-chr19-47090639-77
NR16802--MA0741.1.KLF16	chr13	45885052	45885062	+	0.000	0.000	Merged-chr13-45885080-29
NR53360--MA1107.1.KLF9	chr5	135632600	135632612	+	0.000	0.000	Merged-chr5-135632742-49
NR65455--MA0599.1.KLF5	chr8	71634449	71634458	-	0.000	0.000	Merged-chr8-71634399-33
NR47063--MA0657.1.KLF13	chr4	119733750	119733767	-	0.000	0.000	Merged-chr4-119733692-69
NR3647--MA0039.3.KLF4	chr1	165661151	165661161	+	0.000	0.000	Merged-chr1-165661084-26
NR40050--MA0741.1.KLF16	chr2	173679381	173679391	-	0.000	0.000	Merged-chr2-173679251-44
NR62530--MA0599.1.KLF5	chr7	120635184	120635193	-	0.000	0.000	Merged-chr7-120635408-90
NR34386--MA0599.1.KLF5	chr19	55062151	55062160	+	0.000	0.000	Merged-chr19-55062253-32
NR45329--MA0741.1.KLF16	chr4	46507584	46507594	+	0.000	0.000	Merged-chr4-46507538-69
NR34108--MA0493.1.Klf1	chr19	45805060	45805070	+	0.000	0.000	Merged-chr19-45805178-27
NR22155--MA0740.1.KLF14	chr14	122534309	122534322	+	0.000	0.000	Merged-chr14-122534294-63
NR68912--MA0493.1.Klf1	chr9	57762935	57762945	+	0.000	0.000	Merged-chr9-57762825-14
NR8462--MA0740.1.KLF14	chr10	118884341	118884354	-	0.000	0.000	Merged-chr10-118884259-20
NR52244--MA0493.1.Klf1	chr5	115693543	115693553	-	0.000	0.000	Merged-chr5-115693567-32
NR38162--MA0741.1.KLF16	chr2	128125918	128125928	-	0.000	0.000	Merged-chr2-128126014-53
NR7693--MA0039.3.KLF4	chr10	91122848	91122858	-	0.000	0.000	Merged-chr10-91122777-7
NR36202--MA1107.1.KLF9	chr2	52742517	52742529	-	0.000	0.000	Merged-chr2-52742375-90
NR12219--MA0740.1.KLF14	chr11	101095444	101095457	-	0.000	0.000	Merged-chr11-101095515-65
NR10620--MA0741.1.KLF16	chr11	65807148	65807158	+	0.000	0.000	Merged-chr11-65807044-98
NR59082--MA0741.1.KLF16	chr7	16634140	16634150	-	0.000	0.000	Merged-chr7-16634045-17
NR17228--MA0599.1.KLF5	chr13	58359234	58359243	+	0.000	0.000	Merged-chr13-58359164-70
NR59624--MA0741.1.KLF16	chr7	27330966	27330976	+	0.000	0.000	Merged-chr7-27331112-44
NR63171--MA1107.1.KLF9	chr7	132336888	132336900	-	0.000	0.000	Merged-chr7-132337014-20
NR35364--MA0599.1.KLF5	chr2	26237420	26237429	+	0.000	0.000	Merged-chr2-26237317-65
NR17013--MA0599.1.KLF5	chr13	54575219	54575228	-	0.000	0.000	Merged-chr13-54575264-45
NR28589--MA0740.1.KLF14	chr17	32492541	32492554	+	0.000	0.000	Merged-chr17-32492576-17
NR9320--MA0741.1.KLF16	chr11	6415817	6415827	-	0.000	0.000	Merged-chr11-6415741-2
NR62064--MA0493.1.Klf1	chr7	110221665	110221675	-	0.000	0.000	Merged-chr7-110221778-96
NR36548--MA0741.1.KLF16	chr2	71055640	71055650	-	0.000	0.000	Merged-chr2-71055719-62
NR57254--MA1107.1.KLF9	chr6	120112533	120112545	-	0.000	0.000	Merged-chr6-120112379-94
NR54059--MA0740.1.KLF14	chr5	144358183	144358196	-	0.000	0.000	Merged-chr5-144358177-56
NR69349--MA0599.1.KLF5	chr9	69454059	69454068	-	0.000	0.000	Merged-chr9-69454002-94
NR4329--MA0741.1.KLF16	chr1	181842391	181842401	+	0.000	0.000	Merged-chr1-181842343-120
NR24687--MA0599.1.KLF5	chr15	99009039	99009048	+	0.000	0.000	Merged-chr15-99008995-43
NR57468--MA0741.1.KLF16	chr6	124931204	124931214	+	0.000	0.000	Merged-chr6-124931294-106
NR39112--MA0740.1.KLF14	chr2	155592750	155592763	-	0.000	0.000	Merged-chr2-155592720-55
NR60067--MA0741.1.KLF16	chr7	35334012	35334022	-	0.000	0.000	Merged-chr7-35333987-100
NR62045--MA0039.3.KLF4	chr7	110202892	110202902	+	0.000	0.000	Merged-chr7-110202943-8
NR65248--MA0740.1.KLF14	chr8	70152708	70152721	-	0.000	0.000	Merged-chr8-70152708-31
NR19445--MA0741.1.KLF16	chr14	21500529	21500539	-	0.000	0.000	Merged-chr14-21500685-108
NR72322--MA1107.1.KLF9	chrX	96019787	96019799	-	0.000	0.000	Merged-chrX-96019802-20
NR50304--MA0740.1.KLF14	chr5	47983090	47983103	-	0.000	0.000	Merged-chr5-47983242-36
NR32371--MA0657.1.KLF13	chr18	77767826	77767843	+	0.000	0.000	Merged-chr18-77767671-52
NR63444--MA0741.1.KLF16	chr7	137437580	137437590	-	0.000	0.000	Merged-chr7-137437784-89
NR13301--MA0039.3.KLF4	chr11	121237143	121237153	-	0.000	0.000	Merged-chr11-121237143-85
NR51092--MA0599.1.KLF5	chr5	86065763	86065772	+	0.000	0.000	Merged-chr5-86065938-144
NR24668--MA1107.1.KLF9	chr15	98927715	98927727	+	0.000	0.000	Merged-chr15-98927787-24
NR3563--MA0493.1.Klf1	chr1	164248897	164248907	-	0.000	0.000	Merged-chr1-164249048-102
NR22576--MA0742.1.Klf12	chr15	31601558	31601572	+	0.000	0.000	Merged-chr15-31601428-3
NR5604--MA0493.1.Klf1	chr10	37207074	37207084	-	0.000	0.000	Merged-chr10-37207171-14
NR43203--MA0740.1.KLF14	chr3	129613948	129613961	-	0.000	0.000	Merged-chr3-129613875-22
NR14782--MA0599.1.KLF5	chr12	84114561	84114570	-	0.000	0.000	Merged-chr12-84114389-28
NR11118--MA0493.1.Klf1	chr11	76399212	76399222	+	0.000	0.000	Merged-chr11-76399136-77
NR50619--MA1107.1.KLF9	chr5	64024502	64024514	+	0.000	0.000	Merged-chr5-64024575-33
NR34014--MA0493.1.Klf1	chr19	44069762	44069772	+	0.000	0.000	Merged-chr19-44069600-84
NR16823--MA0599.1.KLF5	chr13	46619870	46619879	-	0.000	0.000	Merged-chr13-46619803-12
NR31792--MA0741.1.KLF16	chr18	61459486	61459496	+	0.000	0.000	Merged-chr18-61459524-23
NR13263--MA0741.1.KLF16	chr11	120941195	120941205	-	0.000	0.000	Merged-chr11-120941184-16
NR3689--MA0599.1.KLF5	chr1	165988909	165988918	-	0.000	0.000	Merged-chr1-165988939-8
NR36134--MA0741.1.KLF16	chr2	49744497	49744507	+	0.000	0.000	Merged-chr2-49744707-28
NR13534--MA0741.1.KLF16	chr12	14152205	14152215	+	0.000	0.000	Merged-chr12-14152213-14
NR11714--MA0599.1.KLF5	chr11	94211083	94211092	+	0.000	0.000	Merged-chr11-94211019-172
NR62172--MA0740.1.KLF14	chr7	113256229	113256242	+	0.000	0.000	Merged-chr7-113256129-11
NR8573--MA1107.1.KLF9	chr10	121429808	121429820	+	0.000	0.000	Merged-chr10-121429882-65
NR12589--MA0599.1.KLF5	chr11	109651028	109651037	+	0.000	0.000	Merged-chr11-109650952-127
NR44456--MA0741.1.KLF16	chr4	6446812	6446822	-	0.000	0.000	Merged-chr4-6446926-20
NR13329--MA0741.1.KLF16	chr11	121706536	121706546	-	0.000	0.000	Merged-chr11-121706633-48
NR36314--MA1107.1.KLF9	chr2	59882389	59882401	+	0.000	0.000	Merged-chr2-59882495-61
