#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR7152--MA0496.2.MAFK	chr2	150861261	150861279	-	0.000	0.000	Merged-chr2-150861270-8
NR5993--MA0496.2.MAFK	chr19	10497695	10497713	+	0.000	0.000	Merged-chr19-10497777-4
NR5649--MA0495.2.MAFF	chr18	39035417	39035437	+	0.000	0.000	Merged-chr18-39035384-28
NR9022--MA0591.1.Bach1::Mafk	chr5	43837637	43837651	+	0.000	0.000	Merged-chr5-43837616-20
NR4617--MA0089.1.MAFG::NFE2L1	chr16	11502729	11502734	-	0.000	0.000	Merged-chr16-11502658-14
NR8386--MA0501.1.MAF::NFE2	chr4	94603207	94603221	+	0.000	0.000	Merged-chr4-94603187-63
NR5767--MA0117.2.Mafb	chr18	63708707	63708718	-	0.000	0.000	Merged-chr18-63708781-66
NR4756--MA0591.1.Bach1::Mafk	chr16	43303491	43303505	-	0.000	0.000	Merged-chr16-43303663-37
NR1509--MA0495.2.MAFF	chr10	98880174	98880194	+	0.000	0.000	Merged-chr10-98880383-54
NR573--MA0501.1.MAF::NFE2	chr1	143985332	143985346	-	0.000	0.000	Merged-chr1-143985220-17
NR10959--MA0496.2.MAFK	chr7	116409583	116409601	-	0.000	0.000	Merged-chr7-116409560-37
NR5185--MA0501.1.MAF::NFE2	chr17	29531899	29531913	+	0.000	0.000	Merged-chr17-29531941-77
NR11772--MA0089.1.MAFG::NFE2L1	chr8	128183761	128183766	-	0.000	0.000	Merged-chr8-128183667-3
NR2605--MA0117.2.Mafb	chr12	40017115	40017126	-	0.000	0.000	Merged-chr12-40017136-45
NR1023--MA0089.1.MAFG::NFE2L1	chr10	8176369	8176374	+	0.000	0.000	Merged-chr10-8176500-34
NR2735--MA0659.1.MAFG	chr12	87411186	87411206	-	0.000	0.000	Merged-chr12-87411276-22
NR10664--MA0495.2.MAFF	chr7	75641364	75641384	-	0.000	0.000	Merged-chr7-75641429-31
NR9945--MA0591.1.Bach1::Mafk	chr6	99435317	99435331	+	0.000	0.000	Merged-chr6-99435291-39
NR4449--MA0117.2.Mafb	chr15	83602907	83602918	+	0.000	0.000	Merged-chr15-83602865-55
NR3198--MA0089.1.MAFG::NFE2L1	chr13	44771017	44771022	-	0.000	0.000	Merged-chr13-44771057-26
NR7693--MA0089.1.MAFG::NFE2L1	chr3	89459082	89459087	+	0.000	0.000	Merged-chr3-89459176-81
NR5170--MA0501.1.MAF::NFE2	chr17	27800236	27800250	-	0.000	0.000	Merged-chr17-27800159-41
NR1816--MA0089.1.MAFG::NFE2L1	chr11	23769727	23769732	-	0.000	0.000	Merged-chr11-23769883-11
NR6535--MA0659.1.MAFG	chr2	52938453	52938473	+	0.000	0.000	Merged-chr2-52938398-15
NR4355--MA0117.2.Mafb	chr15	66558971	66558982	-	0.000	0.000	Merged-chr15-66559012-25
NR2840--MA0496.2.MAFK	chr12	102588573	102588591	-	0.000	0.000	Merged-chr12-102588735-27
NR6070--MA0591.1.Bach1::Mafk	chr19	29251329	29251343	-	0.000	0.000	Merged-chr19-29251639-67
NR5766--MA0501.1.MAF::NFE2	chr18	63692315	63692329	-	0.000	0.000	Merged-chr18-63692384-62
NR11673--MA0591.1.Bach1::Mafk	chr8	123982895	123982909	+	0.000	0.000	Merged-chr8-123982874-55
NR2829--MA0117.2.Mafb	chr12	102292742	102292753	-	0.000	0.000	Merged-chr12-102292648-14
NR11995--MA0591.1.Bach1::Mafk	chr9	62425370	62425384	+	0.000	0.000	Merged-chr9-62425384-15
NR11514--MA0117.2.Mafb	chr8	105170474	105170485	+	0.000	0.000	Merged-chr8-105170559-11
NR8734--MA0089.1.MAFG::NFE2L1	chr4	145278426	145278431	-	0.000	0.000	Merged-chr4-145278401-24
NR8695--MA0501.1.MAF::NFE2	chr4	141862000	141862014	+	0.000	0.000	Merged-chr4-141862091-43
NR12524--MA0089.1.MAFG::NFE2L1	chrX	105926567	105926572	-	0.000	0.000	Merged-chrX-105926610-52
NR10365--MA0089.1.MAFG::NFE2L1	chr6	146391317	146391322	+	0.000	0.000	Merged-chr6-146391315-9
NR11670--MA0089.1.MAFG::NFE2L1	chr8	123319806	123319811	-	0.000	0.000	Merged-chr8-123319889-16
NR4843--MA0591.1.Bach1::Mafk	chr16	57281633	57281647	+	0.000	0.000	Merged-chr16-57281679-14
NR836--MA0496.2.MAFK	chr1	181866629	181866647	-	0.000	0.000	Merged-chr1-181866572-42
NR5746--MA0089.1.MAFG::NFE2L1	chr18	61399046	61399051	+	0.000	0.000	Merged-chr18-61399172-23
NR353--MA0089.1.MAFG::NFE2L1	chr1	91298233	91298238	+	0.000	0.000	Merged-chr1-91298212-56
NR7591--MA0089.1.MAFG::NFE2L1	chr3	61467371	61467376	-	0.000	0.000	Merged-chr3-61467409-30
NR7083--MA0117.2.Mafb	chr2	145794830	145794841	+	0.000	0.000	Merged-chr2-145794672-53
NR5655--MA0501.1.MAF::NFE2	chr18	39035417	39035431	-	0.000	0.000	Merged-chr18-39035384-28
NR6915--MA0501.1.MAF::NFE2	chr2	122681868	122681882	+	0.000	0.000	Merged-chr2-122681917-47
NR29--MA0117.2.Mafb	chr1	13616201	13616212	-	0.000	0.000	Merged-chr1-13616116-19
NR5342--MA0089.1.MAFG::NFE2L1	chr17	64602340	64602345	-	0.000	0.000	Merged-chr17-64602197-17
NR1775--MA0117.2.Mafb	chr11	11774967	11774978	-	0.000	0.000	Merged-chr11-11775045-14
NR9748--MA0501.1.MAF::NFE2	chr6	54775914	54775928	-	0.000	0.000	Merged-chr6-54775842-27
NR12195--MA0495.2.MAFF	chr9	94691875	94691895	-	0.000	0.000	Merged-chr9-94691829-80
NR11526--MA0495.2.MAFF	chr8	107504402	107504422	-	0.000	0.000	Merged-chr8-107504298-30
NR7893--MA0089.1.MAFG::NFE2L1	chr3	129588849	129588854	-	0.000	0.000	Merged-chr3-129588899-30
NR164--MA0089.1.MAFG::NFE2L1	chr1	52421972	52421977	-	0.000	0.000	Merged-chr1-52421827-14
NR12504--MA0495.2.MAFF	chrX	98291827	98291847	+	0.000	0.000	Merged-chrX-98292021-23
NR11002--MA0089.1.MAFG::NFE2L1	chr7	122402357	122402362	-	0.000	0.000	Merged-chr7-122402258-36
NR5242--MA0495.2.MAFF	chr17	36042869	36042889	-	0.000	0.000	Merged-chr17-36042760-57
NR11982--MA0496.2.MAFK	chr9	61708040	61708058	-	0.000	0.000	Merged-chr9-61708026-57
NR12213--MA0501.1.MAF::NFE2	chr9	96818551	96818565	-	0.000	0.000	Merged-chr9-96818698-31
NR251--MA0089.1.MAFG::NFE2L1	chr1	74227568	74227573	-	0.000	0.000	Merged-chr1-74227561-37
NR9272--MA0089.1.MAFG::NFE2L1	chr5	105541195	105541200	+	0.000	0.000	Merged-chr5-105541026-23
NR9136--MA0495.2.MAFF	chr5	90595183	90595203	+	0.000	0.000	Merged-chr5-90595203-46
NR8070--MA0591.1.Bach1::Mafk	chr3	152912881	152912895	-	0.000	0.000	Merged-chr3-152912643-81
NR9328--MA0496.2.MAFK	chr5	112297490	112297508	-	0.000	0.000	Merged-chr5-112297415-51
NR11759--MA0495.2.MAFF	chr8	127973399	127973419	+	0.000	0.000	Merged-chr8-127973425-20
NR12523--MA0591.1.Bach1::Mafk	chrX	103616989	103617003	-	0.000	0.000	Merged-chrX-103616839-86
NR10565--MA0089.1.MAFG::NFE2L1	chr7	46796045	46796050	-	0.000	0.000	Merged-chr7-46795936-83
NR1268--MA0591.1.Bach1::Mafk	chr10	62247914	62247928	-	0.000	0.000	Merged-chr10-62247968-20
NR4430--MA0501.1.MAF::NFE2	chr15	80582788	80582802	-	0.000	0.000	Merged-chr15-80582931-41
NR9375--MA0117.2.Mafb	chr5	120831390	120831401	+	0.000	0.000	Merged-chr5-120831228-43
NR8269--MA0089.1.MAFG::NFE2L1	chr4	59331867	59331872	+	0.000	0.000	Merged-chr4-59331656-79
NR12435--MA0089.1.MAFG::NFE2L1	chrX	50565195	50565200	-	0.000	0.000	Merged-chrX-50565283-19
NR9669--MA0591.1.Bach1::Mafk	chr6	34938209	34938223	+	0.000	0.000	Merged-chr6-34938048-1
NR7601--MA0089.1.MAFG::NFE2L1	chr3	67374055	67374060	-	0.000	0.000	Merged-chr3-67374115-44
NR8530--MA0089.1.MAFG::NFE2L1	chr4	120032551	120032556	+	0.000	0.000	Merged-chr4-120032784-81
NR9830--MA0495.2.MAFF	chr6	72881452	72881472	-	0.000	0.000	Merged-chr6-72881581-61
NR768--MA0089.1.MAFG::NFE2L1	chr1	173678747	173678752	-	0.000	0.000	Merged-chr1-173678797-31
NR5166--MA0089.1.MAFG::NFE2L1	chr17	26503163	26503168	+	0.000	0.000	Merged-chr17-26503198-72
NR1869--MA0591.1.Bach1::Mafk	chr11	43748004	43748018	-	0.000	0.000	Merged-chr11-43747947-60
NR5866--MA0591.1.Bach1::Mafk	chr18	80554956	80554970	+	0.000	0.000	Merged-chr18-80555147-42
NR9626--MA0591.1.Bach1::Mafk	chr6	29272554	29272568	-	0.000	0.000	Merged-chr6-29272695-53
NR5206--MA0496.2.MAFK	chr17	32951733	32951751	+	0.000	0.000	Merged-chr17-32951665-11
NR2422--MA0117.2.Mafb	chr11	117240461	117240472	-	0.000	0.000	Merged-chr11-117240511-15
NR9942--MA0495.2.MAFF	chr6	99435314	99435334	+	0.000	0.000	Merged-chr6-99435291-39
NR3832--MA0496.2.MAFK	chr14	59087336	59087354	+	0.000	0.000	Merged-chr14-59087274-14
NR12056--MA0496.2.MAFK	chr9	72097292	72097310	+	0.000	0.000	Merged-chr9-72097262-35
NR12416--MA0591.1.Bach1::Mafk	chrX	20272235	20272249	+	0.000	0.000	Merged-chrX-20272195-17
NR11674--MA0495.2.MAFF	chr8	124242443	124242463	+	0.000	0.000	Merged-chr8-124242348-54
NR6240--MA0659.1.MAFG	chr19	58104746	58104766	-	0.000	0.000	Merged-chr19-58104736-34
NR2188--MA0501.1.MAF::NFE2	chr11	90576723	90576737	+	0.000	0.000	Merged-chr11-90576690-20
NR3761--MA0495.2.MAFF	chr14	40968245	40968265	-	0.000	0.000	Merged-chr14-40968329-4
NR2121--MA0501.1.MAF::NFE2	chr11	80505141	80505155	+	0.000	0.000	Merged-chr11-80505144-23
NR5823--MA0591.1.Bach1::Mafk	chr18	74283100	74283114	+	0.000	0.000	Merged-chr18-74283060-15
NR5468--MA0089.1.MAFG::NFE2L1	chr17	83846446	83846451	-	0.000	0.000	Merged-chr17-83846499-25
NR2813--MA0501.1.MAF::NFE2	chr12	100903896	100903910	-	0.000	0.000	Merged-chr12-100903895-50
NR8543--MA0089.1.MAFG::NFE2L1	chr4	120925195	120925200	-	0.000	0.000	Merged-chr4-120925095-66
NR7217--MA0501.1.MAF::NFE2	chr2	157190846	157190860	-	0.000	0.000	Merged-chr2-157190874-9
NR5032--MA0495.2.MAFF	chr16	96358152	96358172	-	0.000	0.000	Merged-chr16-96358039-35
NR4990--MA0089.1.MAFG::NFE2L1	chr16	94524782	94524787	-	0.000	0.000	Merged-chr16-94524850-22
NR11128--MA0089.1.MAFG::NFE2L1	chr7	139914333	139914338	-	0.000	0.000	Merged-chr7-139914511-29
NR1436--MA0089.1.MAFG::NFE2L1	chr10	88826826	88826831	-	0.000	0.000	Merged-chr10-88826786-54
NR8606--MA0591.1.Bach1::Mafk	chr4	130900053	130900067	-	0.000	0.000	Merged-chr4-130900085-53
NR868--MA0089.1.MAFG::NFE2L1	chr1	184048075	184048080	-	0.000	0.000	Merged-chr1-184048031-42
NR377--MA0089.1.MAFG::NFE2L1	chr1	94056132	94056137	-	0.000	0.000	Merged-chr1-94056150-27
NR2702--MA0501.1.MAF::NFE2	chr12	81845112	81845126	-	0.000	0.000	Merged-chr12-81845150-28
NR10377--MA0591.1.Bach1::Mafk	chr6	147099619	147099633	+	0.000	0.000	Merged-chr6-147099564-76
NR12303--MA0495.2.MAFF	chr9	114787911	114787931	+	0.000	0.000	Merged-chr9-114787935-34
NR6958--MA0501.1.MAF::NFE2	chr2	128451814	128451828	+	0.000	0.000	Merged-chr2-128451749-44
NR3462--MA0591.1.Bach1::Mafk	chr13	100108227	100108241	+	0.000	0.000	Merged-chr13-100108112-61
NR10022--MA0117.2.Mafb	chr6	113681372	113681383	+	0.000	0.000	Merged-chr6-113681431-40
NR9485--MA0089.1.MAFG::NFE2L1	chr5	143561770	143561775	-	0.000	0.000	Merged-chr5-143561800-6
NR7781--MA0591.1.Bach1::Mafk	chr3	102755993	102756007	+	0.000	0.000	Merged-chr3-102756086-59
NR9820--MA0501.1.MAF::NFE2	chr6	72552775	72552789	-	0.000	0.000	Merged-chr6-72552853-56
NR5155--MA0659.1.MAFG	chr17	24344784	24344804	+	0.000	0.000	Merged-chr17-24344874-27
NR3757--MA0501.1.MAF::NFE2	chr14	36962626	36962640	-	0.000	0.000	Merged-chr14-36962609-55
NR5290--MA0591.1.Bach1::Mafk	chr17	47511267	47511281	+	0.000	0.000	Merged-chr17-47511428-58
NR1751--MA0501.1.MAF::NFE2	chr11	5099437	5099451	-	0.000	0.000	Merged-chr11-5099369-106
NR7212--MA0495.2.MAFF	chr2	157190846	157190866	+	0.000	0.000	Merged-chr2-157190874-9
NR9944--MA0117.2.Mafb	chr6	99435323	99435334	-	0.000	0.000	Merged-chr6-99435291-39
NR7727--MA0089.1.MAFG::NFE2L1	chr3	95697795	95697800	-	0.000	0.000	Merged-chr3-95697809-14
NR7404--MA0496.2.MAFK	chr2	174566022	174566040	+	0.000	0.000	Merged-chr2-174566072-46
NR11026--MA0089.1.MAFG::NFE2L1	chr7	125423153	125423158	-	0.000	0.000	Merged-chr7-125423125-27
NR11676--MA0117.2.Mafb	chr8	124242452	124242463	-	0.000	0.000	Merged-chr8-124242348-54
NR9081--MA0089.1.MAFG::NFE2L1	chr5	67306954	67306959	+	0.000	0.000	Merged-chr5-67307077-62
NR10172--MA0089.1.MAFG::NFE2L1	chr6	128972741	128972746	-	0.000	0.000	Merged-chr6-128972909-46
NR5748--MA0501.1.MAF::NFE2	chr18	61570911	61570925	+	0.000	0.000	Merged-chr18-61571068-18
NR5668--MA0089.1.MAFG::NFE2L1	chr18	39835788	39835793	+	0.000	0.000	Merged-chr18-39835954-30
NR448--MA0495.2.MAFF	chr1	120245346	120245366	+	0.000	0.000	Merged-chr1-120245236-2
NR10878--MA0089.1.MAFG::NFE2L1	chr7	109986407	109986412	-	0.000	0.000	Merged-chr7-109986340-83
NR12417--MA0501.1.MAF::NFE2	chrX	20272238	20272252	+	0.000	0.000	Merged-chrX-20272195-17
NR2841--MA0089.1.MAFG::NFE2L1	chr12	102743674	102743679	-	0.000	0.000	Merged-chr12-102743719-52
NR8677--MA0501.1.MAF::NFE2	chr4	139599011	139599025	+	0.000	0.000	Merged-chr4-139599159-54
NR3394--MA0089.1.MAFG::NFE2L1	chr13	90981347	90981352	-	0.000	0.000	Merged-chr13-90981461-11
NR2120--MA0591.1.Bach1::Mafk	chr11	80505138	80505152	+	0.000	0.000	Merged-chr11-80505144-23
NR5180--MA0495.2.MAFF	chr17	29381582	29381602	+	0.000	0.000	Merged-chr17-29381670-18
NR8958--MA0089.1.MAFG::NFE2L1	chr5	24842605	24842610	-	0.000	0.000	Merged-chr5-24842624-94
NR11370--MA0495.2.MAFF	chr8	71729308	71729328	-	0.000	0.000	Merged-chr8-71729431-24
NR4853--MA0117.2.Mafb	chr16	57501045	57501056	+	0.000	0.000	Merged-chr16-57500995-13
NR10219--MA0501.1.MAF::NFE2	chr6	134615227	134615241	+	0.000	0.000	Merged-chr6-134615220-54
NR2527--MA0591.1.Bach1::Mafk	chr12	17412098	17412112	-	0.000	0.000	Merged-chr12-17412313-11
NR11894--MA0089.1.MAFG::NFE2L1	chr9	45291890	45291895	+	0.000	0.000	Merged-chr9-45291923-45
NR11003--MA0495.2.MAFF	chr7	122414404	122414424	-	0.000	0.000	Merged-chr7-122414418-49
NR1255--MA0495.2.MAFF	chr10	60162722	60162742	-	0.000	0.000	Merged-chr10-60162645-38
NR4220--MA0089.1.MAFG::NFE2L1	chr15	38635147	38635152	-	0.000	0.000	Merged-chr15-38635237-53
NR2217--MA0659.1.MAFG	chr11	94386615	94386635	-	0.000	0.000	Merged-chr11-94386453-49
NR1609--MA0501.1.MAF::NFE2	chr10	117839177	117839191	+	0.000	0.000	Merged-chr10-117839249-9
NR12459--MA0089.1.MAFG::NFE2L1	chrX	74297031	74297036	-	0.000	0.000	Merged-chrX-74297029-55
NR577--MA0089.1.MAFG::NFE2L1	chr1	144086355	144086360	-	0.000	0.000	Merged-chr1-144086303-34
NR11482--MA0495.2.MAFF	chr8	94812834	94812854	-	0.000	0.000	Merged-chr8-94812976-23
NR2275--MA0501.1.MAF::NFE2	chr11	103028585	103028599	+	0.000	0.000	Merged-chr11-103028483-70
NR10185--MA0089.1.MAFG::NFE2L1	chr6	129552655	129552660	-	0.000	0.000	Merged-chr6-129552660-25
NR3560--MA0495.2.MAFF	chr13	108853809	108853829	+	0.000	0.000	Merged-chr13-108853912-1
NR10561--MA0089.1.MAFG::NFE2L1	chr7	45779300	45779305	+	0.000	0.000	Merged-chr7-45779377-55
NR2652--MA0089.1.MAFG::NFE2L1	chr12	55027308	55027313	-	0.000	0.000	Merged-chr12-55027232-31
NR5140--MA0591.1.Bach1::Mafk	chr17	21962761	21962775	+	0.000	0.000	Merged-chr17-21962669-83
NR2179--MA0501.1.MAF::NFE2	chr11	90225245	90225259	+	0.000	0.000	Merged-chr11-90225249-59
NR2436--MA0501.1.MAF::NFE2	chr11	118609329	118609343	-	0.000	0.000	Merged-chr11-118609481-11
NR6464--MA0501.1.MAF::NFE2	chr2	34945756	34945770	-	0.000	0.000	Merged-chr2-34945759-18
NR11448--MA0117.2.Mafb	chr8	88592949	88592960	-	0.000	0.000	Merged-chr8-88592850-20
NR7669--MA0495.2.MAFF	chr3	87744156	87744176	-	0.000	0.000	Merged-chr3-87744056-12
NR7400--MA0501.1.MAF::NFE2	chr2	174503039	174503053	+	0.000	0.000	Merged-chr2-174503229-12
NR4312--MA0591.1.Bach1::Mafk	chr15	62079565	62079579	-	0.000	0.000	Merged-chr15-62079594-24
NR10170--MA0117.2.Mafb	chr6	128854455	128854466	-	0.000	0.000	Merged-chr6-128854319-31
NR4862--MA0117.2.Mafb	chr16	59007235	59007246	+	0.000	0.000	Merged-chr16-59007299-38
NR12211--MA0117.2.Mafb	chr9	96705716	96705727	+	0.000	0.000	Merged-chr9-96705718-86
NR7008--MA0591.1.Bach1::Mafk	chr2	136713311	136713325	-	0.000	0.000	Merged-chr2-136713421-11
NR3292--MA0089.1.MAFG::NFE2L1	chr13	58157684	58157689	-	0.000	0.000	Merged-chr13-58157645-3
NR6239--MA0495.2.MAFF	chr19	58104746	58104766	-	0.000	0.000	Merged-chr19-58104736-34
NR6582--MA0089.1.MAFG::NFE2L1	chr2	62630561	62630566	-	0.000	0.000	Merged-chr2-62630676-23
NR4540--MA0659.1.MAFG	chr15	99284737	99284757	-	0.000	0.000	Merged-chr15-99284805-29
NR9506--MA0659.1.MAFG	chr5	146655355	146655375	+	0.000	0.000	Merged-chr5-146655552-37
NR3572--MA0591.1.Bach1::Mafk	chr13	109822603	109822617	-	0.000	0.000	Merged-chr13-109822486-79
NR5952--MA0117.2.Mafb	chr19	5389875	5389886	-	0.000	0.000	Merged-chr19-5390000-41
NR9759--MA0591.1.Bach1::Mafk	chr6	56879661	56879675	+	0.000	0.000	Merged-chr6-56879700-29
NR6234--MA0496.2.MAFK	chr19	57882119	57882137	+	0.000	0.000	Merged-chr19-57882261-17
NR10589--MA0496.2.MAFK	chr7	51892631	51892649	+	0.000	0.000	Merged-chr7-51892724-31
NR9092--MA0089.1.MAFG::NFE2L1	chr5	73154118	73154123	+	0.000	0.000	Merged-chr5-73154049-10
NR354--MA0591.1.Bach1::Mafk	chr1	91413305	91413319	+	0.000	0.000	Merged-chr1-91413387-81
NR5634--MA0591.1.Bach1::Mafk	chr18	36701894	36701908	-	0.000	0.000	Merged-chr18-36701992-26
NR11050--MA0659.1.MAFG	chr7	127014384	127014404	+	0.000	0.000	Merged-chr7-127014477-45
NR5956--MA0591.1.Bach1::Mafk	chr19	5448851	5448865	-	0.000	0.000	Merged-chr19-5448758-8
NR10661--MA0501.1.MAF::NFE2	chr7	75483359	75483373	+	0.000	0.000	Merged-chr7-75483331-36
NR10054--MA0117.2.Mafb	chr6	115945809	115945820	+	0.000	0.000	Merged-chr6-115945918-28
NR3417--MA0089.1.MAFG::NFE2L1	chr13	95765285	95765290	+	0.000	0.000	Merged-chr13-95765232-46
NR589--MA0117.2.Mafb	chr1	144767896	144767907	+	0.000	0.000	Merged-chr1-144767852-6
NR11892--MA0089.1.MAFG::NFE2L1	chr9	45247677	45247682	-	0.000	0.000	Merged-chr9-45247703-45
NR9652--MA0495.2.MAFF	chr6	31220343	31220363	+	0.000	0.000	Merged-chr6-31220407-8
NR3504--MA0089.1.MAFG::NFE2L1	chr13	104789851	104789856	+	0.000	0.000	Merged-chr13-104789884-18
NR5477--MA0089.1.MAFG::NFE2L1	chr17	85901467	85901472	-	0.000	0.000	Merged-chr17-85901349-9
NR4057--MA0089.1.MAFG::NFE2L1	chr14	115250671	115250676	-	0.000	0.000	Merged-chr14-115250840-27
NR10166--MA0117.2.Mafb	chr6	128766965	128766976	-	0.000	0.000	Merged-chr6-128766936-56
NR7741--MA0591.1.Bach1::Mafk	chr3	97658536	97658550	+	0.000	0.000	Merged-chr3-97658299-79
NR2025--MA0659.1.MAFG	chr11	69098727	69098747	-	0.000	0.000	Merged-chr11-69098613-81
NR10531--MA0591.1.Bach1::Mafk	chr7	30973823	30973837	+	0.000	0.000	Merged-chr7-30973937-62
NR10454--MA0501.1.MAF::NFE2	chr7	16314093	16314107	+	0.000	0.000	Merged-chr7-16314036-50
NR11058--MA0591.1.Bach1::Mafk	chr7	127177142	127177156	-	0.000	0.000	Merged-chr7-127177205-14
NR4359--MA0089.1.MAFG::NFE2L1	chr15	66860963	66860968	-	0.000	0.000	Merged-chr15-66860959-16
NR8439--MA0659.1.MAFG	chr4	106869719	106869739	-	0.000	0.000	Merged-chr4-106869679-64
NR762--MA0089.1.MAFG::NFE2L1	chr1	173392126	173392131	-	0.000	0.000	Merged-chr1-173392014-26
NR2144--MA0495.2.MAFF	chr11	85324146	85324166	+	0.000	0.000	Merged-chr11-85324179-42
NR8363--MA0089.1.MAFG::NFE2L1	chr4	89003410	89003415	-	0.000	0.000	Merged-chr4-89003285-28
NR6926--MA0117.2.Mafb	chr2	125667316	125667327	-	0.000	0.000	Merged-chr2-125667396-37
NR2085--MA0089.1.MAFG::NFE2L1	chr11	75454704	75454709	-	0.000	0.000	Merged-chr11-75454726-54
NR10102--MA0591.1.Bach1::Mafk	chr6	120357145	120357159	-	0.000	0.000	Merged-chr6-120357332-52
NR9706--MA0501.1.MAF::NFE2	chr6	50382002	50382016	+	0.000	0.000	Merged-chr6-50381887-74
NR3910--MA0495.2.MAFF	chr14	70096505	70096525	+	0.000	0.000	Merged-chr14-70096534-4
NR8289--MA0089.1.MAFG::NFE2L1	chr4	63372194	63372199	-	0.000	0.000	Merged-chr4-63372139-33
NR3567--MA0117.2.Mafb	chr13	109229589	109229600	+	0.000	0.000	Merged-chr13-109229447-10
NR8665--MA0089.1.MAFG::NFE2L1	chr4	137603742	137603747	-	0.000	0.000	Merged-chr4-137603877-24
NR11941--MA0117.2.Mafb	chr9	57800578	57800589	-	0.000	0.000	Merged-chr9-57800660-12
NR1502--MA0495.2.MAFF	chr10	96663761	96663781	-	0.000	0.000	Merged-chr10-96663681-7
NR8607--MA0501.1.MAF::NFE2	chr4	130900050	130900064	-	0.000	0.000	Merged-chr4-130900085-53
NR8871--MA0591.1.Bach1::Mafk	chr5	5420345	5420359	-	0.000	0.000	Merged-chr5-5420247-39
NR2575--MA0591.1.Bach1::Mafk	chr12	31950445	31950459	-	0.000	0.000	Merged-chr12-31950155-135
NR2280--MA0117.2.Mafb	chr11	104609484	104609495	-	0.000	0.000	Merged-chr11-104609685-47
NR6907--MA0089.1.MAFG::NFE2L1	chr2	121271577	121271582	+	0.000	0.000	Merged-chr2-121271299-80
NR4748--MA0089.1.MAFG::NFE2L1	chr16	38353796	38353801	-	0.000	0.000	Merged-chr16-38353945-34
NR8441--MA0496.2.MAFK	chr4	106869720	106869738	+	0.000	0.000	Merged-chr4-106869679-64
NR4257--MA0089.1.MAFG::NFE2L1	chr15	53259438	53259443	-	0.000	0.000	Merged-chr15-53259323-8
NR4403--MA0501.1.MAF::NFE2	chr15	75117647	75117661	-	0.000	0.000	Merged-chr15-75117668-42
NR464--MA0591.1.Bach1::Mafk	chr1	125390018	125390032	+	0.000	0.000	Merged-chr1-125390190-80
NR9634--MA0496.2.MAFK	chr6	29735987	29736005	-	0.000	0.000	Merged-chr6-29735888-24
NR9504--MA0591.1.Bach1::Mafk	chr5	146655358	146655372	+	0.000	0.000	Merged-chr5-146655552-37
NR1732--MA0117.2.Mafb	chr11	3133605	3133616	+	0.000	0.000	Merged-chr11-3133574-54
NR3919--MA0089.1.MAFG::NFE2L1	chr14	72603093	72603098	+	0.000	0.000	Merged-chr14-72603103-44
NR6233--MA0501.1.MAF::NFE2	chr19	57882131	57882145	-	0.000	0.000	Merged-chr19-57882261-17
NR6693--MA0089.1.MAFG::NFE2L1	chr2	91948008	91948013	+	0.000	0.000	Merged-chr2-91947953-20
NR5595--MA0591.1.Bach1::Mafk	chr18	15312818	15312832	+	0.000	0.000	Merged-chr18-15312953-83
NR11946--MA0659.1.MAFG	chr9	57831616	57831636	+	0.000	0.000	Merged-chr9-57831644-49
NR4769--MA0117.2.Mafb	chr16	44460979	44460990	+	0.000	0.000	Merged-chr16-44461071-36
NR743--MA0591.1.Bach1::Mafk	chr1	171607249	171607263	-	0.000	0.000	Merged-chr1-171607234-71
NR5414--MA0495.2.MAFF	chr17	74808029	74808049	+	0.000	0.000	Merged-chr17-74808088-1
NR8889--MA0496.2.MAFK	chr5	9059342	9059360	+	0.000	0.000	Merged-chr5-9059471-35
NR3532--MA0591.1.Bach1::Mafk	chr13	108045868	108045882	+	0.000	0.000	Merged-chr13-108045887-18
NR1241--MA0089.1.MAFG::NFE2L1	chr10	59296284	59296289	-	0.000	0.000	Merged-chr10-59296474-30
NR5870--MA0496.2.MAFK	chr18	80554954	80554972	+	0.000	0.000	Merged-chr18-80555147-42
NR4183--MA0501.1.MAF::NFE2	chr15	34388924	34388938	-	0.000	0.000	Merged-chr15-34389092-27
NR4402--MA0591.1.Bach1::Mafk	chr15	75117650	75117664	-	0.000	0.000	Merged-chr15-75117668-42
NR4155--MA0089.1.MAFG::NFE2L1	chr15	11952317	11952322	+	0.000	0.000	Merged-chr15-11952376-20
NR2876--MA0089.1.MAFG::NFE2L1	chr12	107129187	107129192	+	0.000	0.000	Merged-chr12-107129420-39
NR11834--MA0117.2.Mafb	chr9	21955753	21955764	-	0.000	0.000	Merged-chr9-21955816-69
NR11168--MA0591.1.Bach1::Mafk	chr7	142340703	142340717	+	0.000	0.000	Merged-chr7-142340765-26
NR12016--MA0501.1.MAF::NFE2	chr9	64747796	64747810	-	0.000	0.000	Merged-chr9-64747919-11
NR9279--MA0501.1.MAF::NFE2	chr5	105798641	105798655	-	0.000	0.000	Merged-chr5-105798670-49
