#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR185--MA0036.3.GATA2	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR456--MA0036.3.GATA2	chr1	165730170	165730180	-	0.000	0.000	Merged-chr1-165730262-25
NR6435--MA0037.3.GATA3	chr8	81766181	81766188	+	0.000	0.000	Merged-chr8-81766244-47
NR6706--MA0037.3.GATA3	chr9	41118252	41118259	+	0.000	0.000	Merged-chr9-41118206-38
NR3103--MA0482.1.Gata4	chr17	64285007	64285017	+	0.000	0.000	Merged-chr17-64284858-2
NR804--MA0482.1.Gata4	chr10	75764406	75764416	+	0.000	0.000	Merged-chr10-75764403-65
NR2838--MA0036.3.GATA2	chr16	70365413	70365423	+	0.000	0.000	Merged-chr16-70365429-20
NR3626--MA0482.1.Gata4	chr19	46620060	46620070	-	0.000	0.000	Merged-chr19-46620252-57
NR836--MA0036.3.GATA2	chr10	82666661	82666671	+	0.000	0.000	Merged-chr10-82666640-30
NR3007--MA0482.1.Gata4	chr17	26939610	26939620	+	0.000	0.000	Merged-chr17-26939585-68
NR5144--MA0482.1.Gata4	chr5	37147598	37147608	+	0.000	0.000	Merged-chr5-37147664-17
NR6451--MA0035.3.Gata1	chr8	84813346	84813356	-	0.000	0.000	Merged-chr8-84813219-19
NR2220--MA0035.3.Gata1	chr14	34549215	34549225	-	0.000	0.000	Merged-chr14-34549308-78
NR4670--MA0036.3.GATA2	chr3	146275830	146275840	+	0.000	0.000	Merged-chr3-146275724-31
NR3547--MA1104.1.GATA6	chr19	17264668	17264680	+	0.000	0.000	Merged-chr19-17264970-50
NR2913--MA0036.3.GATA2	chr16	97204300	97204310	+	0.000	0.000	Merged-chr16-97204388-55
NR5699--MA0036.3.GATA2	chr6	127272915	127272925	-	0.000	0.000	Merged-chr6-127272790-27
NR3133--MA1104.1.GATA6	chr17	72904256	72904268	-	0.000	0.000	Merged-chr17-72904124-19
NR470--MA0035.3.Gata1	chr1	165985997	165986007	-	0.000	0.000	Merged-chr1-165985990-54
NR3106--MA0035.3.Gata1	chr17	64285006	64285016	+	0.000	0.000	Merged-chr17-64284858-2
NR807--MA0035.3.Gata1	chr10	75764405	75764415	+	0.000	0.000	Merged-chr10-75764403-65
NR3481--MA0037.3.GATA3	chr18	89206490	89206497	+	0.000	0.000	Merged-chr18-89206335-76
NR5243--MA0035.3.Gata1	chr5	92375271	92375281	-	0.000	0.000	Merged-chr5-92375346-95
NR2546--MA0036.3.GATA2	chr15	59010877	59010887	+	0.000	0.000	Merged-chr15-59010782-34
NR5793--MA1104.1.GATA6	chr6	137557988	137558000	+	0.000	0.000	Merged-chr6-137558133-151
NR3308--MA1104.1.GATA6	chr18	55107109	55107121	-	0.000	0.000	Merged-chr18-55107186-34
NR5537--MA0482.1.Gata4	chr6	70805953	70805963	+	0.000	0.000	Merged-chr6-70805784-73
NR4606--MA0036.3.GATA2	chr3	136611952	136611962	-	0.000	0.000	Merged-chr3-136611929-48
NR2342--MA0035.3.Gata1	chr14	62799051	62799061	+	0.000	0.000	Merged-chr14-62798973-44
NR2892--MA1104.1.GATA6	chr16	92443692	92443704	-	0.000	0.000	Merged-chr16-92443749-37
NR5646--MA0482.1.Gata4	chr6	112879738	112879748	-	0.000	0.000	Merged-chr6-112879624-4
NR5917--MA0482.1.Gata4	chr7	19086248	19086258	-	0.000	0.000	Merged-chr7-19086207-16
NR4920--MA0036.3.GATA2	chr4	122872201	122872211	+	0.000	0.000	Merged-chr4-122872187-66
NR4030--MA0036.3.GATA2	chr2	115855977	115855987	+	0.000	0.000	Merged-chr2-115856078-28
NR6605--MA0035.3.Gata1	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR2668--MA0036.3.GATA2	chr15	100755064	100755074	-	0.000	0.000	Merged-chr15-100755115-72
NR623--MA0140.2.GATA1::TAL1	chr1	193449786	193449803	-	0.000	0.000	Merged-chr1-193449672-37
NR2806--MA0766.1.GATA5	chr16	58670210	58670217	-	0.000	0.000	Merged-chr16-58670422-58
NR50--MA1104.1.GATA6	chr1	44101605	44101617	+	0.000	0.000	Merged-chr1-44101717-6
NR1161--MA0037.3.GATA3	chr11	64899065	64899072	-	0.000	0.000	Merged-chr11-64899021-36
NR3744--MA1104.1.GATA6	chr2	25054338	25054350	-	0.000	0.000	Merged-chr2-25054565-53
NR2987--MA0035.3.Gata1	chr17	17838230	17838240	+	0.000	0.000	Merged-chr17-17838305-60
NR852--MA0482.1.Gata4	chr10	84790490	84790500	-	0.000	0.000	Merged-chr10-84790504-13
NR5533--MA1104.1.GATA6	chr6	67184853	67184865	+	0.000	0.000	Merged-chr6-67184785-39
NR5370--MA0140.2.GATA1::TAL1	chr5	140208921	140208938	-	0.000	0.000	Merged-chr5-140208912-49
NR4152--MA0036.3.GATA2	chr2	150748923	150748933	-	0.000	0.000	Merged-chr2-150749158-47
NR6039--MA1104.1.GATA6	chr7	75863451	75863463	-	0.000	0.000	Merged-chr7-75863636-9
NR689--MA0140.2.GATA1::TAL1	chr10	24291892	24291909	+	0.000	0.000	Merged-chr10-24291757-17
NR2701--MA0035.3.Gata1	chr16	11526689	11526699	-	0.000	0.000	Merged-chr16-11526520-43
NR366--MA0035.3.Gata1	chr1	151683047	151683057	+	0.000	0.000	Merged-chr1-151683056-48
NR6647--MA0140.2.GATA1::TAL1	chr8	128489637	128489654	+	0.000	0.000	Merged-chr8-128489561-17
NR5708--MA1104.1.GATA6	chr6	129218537	129218549	+	0.000	0.000	Merged-chr6-129218550-1
NR3343--MA1104.1.GATA6	chr18	61489797	61489809	-	0.000	0.000	Merged-chr18-61489584-71
NR4927--MA0482.1.Gata4	chr4	123664255	123664265	-	0.000	0.000	Merged-chr4-123664178-10
NR5519--MA0035.3.Gata1	chr6	61263455	61263465	-	0.000	0.000	Merged-chr6-61263601-18
NR1388--MA0482.1.Gata4	chr11	109822475	109822485	+	0.000	0.000	Merged-chr11-109822566-4
NR25--MA0482.1.Gata4	chr1	36768926	36768936	+	0.000	0.000	Merged-chr1-36768955-19
NR1315--MA0037.3.GATA3	chr11	101661876	101661883	+	0.000	0.000	Merged-chr11-101661964-4
NR3104--MA1104.1.GATA6	chr17	64285005	64285017	-	0.000	0.000	Merged-chr17-64284858-2
NR5403--MA0037.3.GATA3	chr5	149392281	149392288	+	0.000	0.000	Merged-chr5-149392157-30
NR3177--MA0482.1.Gata4	chr17	80441636	80441646	-	0.000	0.000	Merged-chr17-80441791-30
NR3448--MA0482.1.Gata4	chr18	80041857	80041867	-	0.000	0.000	Merged-chr18-80041946-55
NR4797--MA0036.3.GATA2	chr4	41569652	41569662	+	0.000	0.000	Merged-chr4-41569502-63
NR2180--MA0036.3.GATA2	chr14	7994568	7994578	-	0.000	0.000	Merged-chr14-7994545-46
NR2323--MA0482.1.Gata4	chr14	60072723	60072733	+	0.000	0.000	Merged-chr14-60072713-24
NR193--MA0482.1.Gata4	chr1	95747470	95747480	-	0.000	0.000	Merged-chr1-95747553-17
NR2204--MA0035.3.Gata1	chr14	27268427	27268437	-	0.000	0.000	Merged-chr14-27268313-23
NR3034--MA0482.1.Gata4	chr17	34628039	34628049	+	0.000	0.000	Merged-chr17-34628097-3
NR6140--MA0482.1.Gata4	chr7	105527417	105527427	+	0.000	0.000	Merged-chr7-105527524-9
NR5145--MA1104.1.GATA6	chr5	37147596	37147608	-	0.000	0.000	Merged-chr5-37147664-17
NR3266--MA0140.2.GATA1::TAL1	chr18	39017889	39017906	+	0.000	0.000	Merged-chr18-39017881-40
NR2432--MA0482.1.Gata4	chr14	103088679	103088689	+	0.000	0.000	Merged-chr14-103088795-24
NR4568--MA0766.1.GATA5	chr3	133332579	133332586	-	0.000	0.000	Merged-chr3-133332565-72
NR1319--MA0766.1.GATA5	chr11	101661876	101661883	+	0.000	0.000	Merged-chr11-101661964-4
NR3991--MA0035.3.Gata1	chr2	105022063	105022073	+	0.000	0.000	Merged-chr2-105022109-54
NR462--MA0036.3.GATA2	chr1	165985895	165985905	-	0.000	0.000	Merged-chr1-165985990-54
NR7016--MA0035.3.Gata1	chr9	112175240	112175250	-	0.000	0.000	Merged-chr9-112175419-1
NR1862--MA0036.3.GATA2	chr13	44089107	44089117	+	0.000	0.000	Merged-chr13-44088979-30
NR2483--MA0140.2.GATA1::TAL1	chr15	5740829	5740846	-	0.000	0.000	Merged-chr15-5740789-14
NR5982--MA0037.3.GATA3	chr7	47015782	47015789	-	0.000	0.000	Merged-chr7-47015889-36
NR6979--MA0036.3.GATA2	chr9	103624592	103624602	+	0.000	0.000	Merged-chr9-103624813-32
NR3289--MA0035.3.Gata1	chr18	49983166	49983176	+	0.000	0.000	Merged-chr18-49983163-13
NR1860--MA0037.3.GATA3	chr13	44089108	44089115	-	0.000	0.000	Merged-chr13-44088979-30
NR6371--MA0482.1.Gata4	chr8	22928843	22928853	-	0.000	0.000	Merged-chr8-22928761-11
NR5918--MA1104.1.GATA6	chr7	19086248	19086260	+	0.000	0.000	Merged-chr7-19086207-16
NR2663--MA0482.1.Gata4	chr15	100750372	100750382	+	0.000	0.000	Merged-chr15-100750259-57
NR5921--MA0035.3.Gata1	chr7	19086249	19086259	-	0.000	0.000	Merged-chr7-19086207-16
NR6336--MA0766.1.GATA5	chr7	143649723	143649730	-	0.000	0.000	Merged-chr7-143649559-54
NR6470--MA0035.3.Gata1	chr8	94802598	94802608	-	0.000	0.000	Merged-chr8-94802531-14
NR5116--MA0140.2.GATA1::TAL1	chr5	28329429	28329446	-	0.000	0.000	Merged-chr5-28329563-25
NR7131--MA1104.1.GATA6	chrX	107421592	107421604	+	0.000	0.000	Merged-chrX-107421546-18
NR330--MA1104.1.GATA6	chr1	144033694	144033706	+	0.000	0.000	Merged-chr1-144033624-20
NR6645--MA0035.3.Gata1	chr8	128264197	128264207	-	0.000	0.000	Merged-chr8-128264362-5
NR2108--MA0036.3.GATA2	chr13	107461433	107461443	+	0.000	0.000	Merged-chr13-107461269-28
NR7127--MA0482.1.Gata4	chrX	98301582	98301592	+	0.000	0.000	Merged-chrX-98301599-4
NR1216--MA0482.1.Gata4	chr11	80576066	80576076	-	0.000	0.000	Merged-chr11-80575922-30
NR5952--MA0766.1.GATA5	chr7	30099623	30099630	+	0.000	0.000	Merged-chr7-30099514-26
NR1711--MA0036.3.GATA2	chr12	115605183	115605193	+	0.000	0.000	Merged-chr12-115605160-24
NR6730--MA0482.1.Gata4	chr9	48448117	48448127	+	0.000	0.000	Merged-chr9-48448010-22
NR4768--MA0036.3.GATA2	chr4	32615368	32615378	+	0.000	0.000	Merged-chr4-32615355-52
NR459--MA0035.3.Gata1	chr1	165985489	165985499	-	0.000	0.000	Merged-chr1-165985413-2
NR1650--MA0035.3.Gata1	chr12	104067615	104067625	+	0.000	0.000	Merged-chr12-104067684-35
NR5780--MA0036.3.GATA2	chr6	136422677	136422687	+	0.000	0.000	Merged-chr6-136422610-10
NR6589--MA0037.3.GATA3	chr8	122923734	122923741	+	0.000	0.000	Merged-chr8-122923631-1
NR6220--MA0482.1.Gata4	chr7	119836236	119836246	+	0.000	0.000	Merged-chr7-119836348-71
NR4811--MA0482.1.Gata4	chr4	59933232	59933242	+	0.000	0.000	Merged-chr4-59933078-31
NR5987--MA0037.3.GATA3	chr7	51750390	51750397	+	0.000	0.000	Merged-chr7-51750437-26
NR4150--MA0035.3.Gata1	chr2	150667355	150667365	-	0.000	0.000	Merged-chr2-150667676-130
NR6947--MA0766.1.GATA5	chr9	95289193	95289200	+	0.000	0.000	Merged-chr9-95289296-28
NR2807--MA0035.3.Gata1	chr16	58670209	58670219	+	0.000	0.000	Merged-chr16-58670422-58
NR4792--MA0482.1.Gata4	chr4	40183012	40183022	+	0.000	0.000	Merged-chr4-40183077-21
NR1389--MA1104.1.GATA6	chr11	109822473	109822485	-	0.000	0.000	Merged-chr11-109822566-4
NR382--MA0482.1.Gata4	chr1	153847114	153847124	-	0.000	0.000	Merged-chr1-153847127-37
NR3249--MA0140.2.GATA1::TAL1	chr18	34854668	34854685	+	0.000	0.000	Merged-chr18-34854566-31
NR2119--MA0037.3.GATA3	chr13	108854221	108854228	+	0.000	0.000	Merged-chr13-108854384-23
NR1843--MA0766.1.GATA5	chr13	37325801	37325808	-	0.000	0.000	Merged-chr13-37325634-26
NR6733--MA0035.3.Gata1	chr9	48448116	48448126	+	0.000	0.000	Merged-chr9-48448010-22
NR3131--MA0037.3.GATA3	chr17	72904258	72904265	-	0.000	0.000	Merged-chr17-72904124-19
NR3035--MA1104.1.GATA6	chr17	34628037	34628049	-	0.000	0.000	Merged-chr17-34628097-3
NR6141--MA1104.1.GATA6	chr7	105527415	105527427	-	0.000	0.000	Merged-chr7-105527524-9
NR5063--MA0037.3.GATA3	chr4	154334813	154334820	+	0.000	0.000	Merged-chr4-154334922-29
NR4409--MA0766.1.GATA5	chr3	89887799	89887806	+	0.000	0.000	Merged-chr3-89887842-17
NR2433--MA1104.1.GATA6	chr14	103088677	103088689	-	0.000	0.000	Merged-chr14-103088795-24
NR3306--MA0037.3.GATA3	chr18	55107111	55107118	-	0.000	0.000	Merged-chr18-55107186-34
NR1875--MA0140.2.GATA1::TAL1	chr13	48979374	48979391	-	0.000	0.000	Merged-chr13-48979303-21
NR5300--MA0037.3.GATA3	chr5	120631365	120631372	-	0.000	0.000	Merged-chr5-120631355-14
NR4795--MA0035.3.Gata1	chr4	40183011	40183021	+	0.000	0.000	Merged-chr4-40183077-21
NR1464--MA0037.3.GATA3	chr12	15967871	15967878	+	0.000	0.000	Merged-chr12-15967723-42
NR6180--MA0482.1.Gata4	chr7	113263190	113263200	+	0.000	0.000	Merged-chr7-113263148-32
NR2890--MA0037.3.GATA3	chr16	92443694	92443701	-	0.000	0.000	Merged-chr16-92443749-37
NR2414--MA0036.3.GATA2	chr14	100282788	100282798	+	0.000	0.000	Merged-chr14-100282949-10
NR1990--MA0035.3.Gata1	chr13	89965600	89965610	+	0.000	0.000	Merged-chr13-89965778-3
NR2219--MA0766.1.GATA5	chr14	34549217	34549224	+	0.000	0.000	Merged-chr14-34549308-78
NR4573--MA0140.2.GATA1::TAL1	chr3	135513419	135513436	-	0.000	0.000	Merged-chr3-135513515-51
NR2947--MA0766.1.GATA5	chr17	12960400	12960407	-	0.000	0.000	Merged-chr17-12960561-54
NR6483--MA0036.3.GATA2	chr8	104655151	104655161	-	0.000	0.000	Merged-chr8-104655147-42
NR6831--MA0482.1.Gata4	chr9	80318150	80318160	+	0.000	0.000	Merged-chr9-80318250-48
NR188--MA0036.3.GATA2	chr1	94048305	94048315	+	0.000	0.000	Merged-chr1-94048267-32
NR469--MA0766.1.GATA5	chr1	165985999	165986006	+	0.000	0.000	Merged-chr1-165985990-54
NR2361--MA0140.2.GATA1::TAL1	chr14	75456660	75456677	-	0.000	0.000	Merged-chr14-75456767-67
NR6759--MA0035.3.Gata1	chr9	62828260	62828270	-	0.000	0.000	Merged-chr9-62828168-1
NR3358--MA0482.1.Gata4	chr18	67768398	67768408	+	0.000	0.000	Merged-chr18-67768535-29
NR4041--MA0036.3.GATA2	chr2	117399743	117399753	-	0.000	0.000	Merged-chr2-117399695-40
NR6372--MA1104.1.GATA6	chr8	22928843	22928855	+	0.000	0.000	Merged-chr8-22928761-11
NR3592--MA0766.1.GATA5	chr19	40267569	40267576	-	0.000	0.000	Merged-chr19-40267576-38
NR4088--MA0036.3.GATA2	chr2	138245852	138245862	-	0.000	0.000	Merged-chr2-138245729-1
NR6777--MA0766.1.GATA5	chr9	69073402	69073409	-	0.000	0.000	Merged-chr9-69073494-25
NR1857--MA0037.3.GATA3	chr13	43191941	43191948	-	0.000	0.000	Merged-chr13-43191968-21
NR3792--MA0035.3.Gata1	chr2	38927189	38927199	-	0.000	0.000	Merged-chr2-38927385-1
NR6249--MA0035.3.Gata1	chr7	125472208	125472218	+	0.000	0.000	Merged-chr7-125472313-74
NR4569--MA0035.3.Gata1	chr3	133332578	133332588	+	0.000	0.000	Merged-chr3-133332565-72
NR549--MA0482.1.Gata4	chr1	181842528	181842538	+	0.000	0.000	Merged-chr1-181842712-4
NR1168--MA0482.1.Gata4	chr11	65806924	65806934	-	0.000	0.000	Merged-chr11-65807044-98
NR2122--MA0036.3.GATA2	chr13	108854219	108854229	-	0.000	0.000	Merged-chr13-108854384-23
NR7006--MA0037.3.GATA3	chr9	108832555	108832562	+	0.000	0.000	Merged-chr9-108832464-53
NR5531--MA0037.3.GATA3	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR6037--MA0037.3.GATA3	chr7	75863453	75863460	-	0.000	0.000	Merged-chr7-75863636-9
NR1350--MA0035.3.Gata1	chr11	107547686	107547696	-	0.000	0.000	Merged-chr11-107547727-88
NR4976--MA1104.1.GATA6	chr4	139293490	139293502	-	0.000	0.000	Merged-chr4-139293440-1
NR5706--MA0037.3.GATA3	chr6	129218540	129218547	+	0.000	0.000	Merged-chr6-129218550-1
NR3733--MA0766.1.GATA5	chr2	18937789	18937796	+	0.000	0.000	Merged-chr2-18937882-20
NR71--MA0140.2.GATA1::TAL1	chr1	61402631	61402648	+	0.000	0.000	Merged-chr1-61402618-25
NR1772--MA0036.3.GATA2	chr13	5769829	5769839	-	0.000	0.000	Merged-chr13-5769839-23
NR6376--MA0766.1.GATA5	chr8	27192328	27192335	+	0.000	0.000	Merged-chr8-27192491-24
NR101--MA0482.1.Gata4	chr1	74726966	74726976	+	0.000	0.000	Merged-chr1-74726770-27
NR6509--MA0482.1.Gata4	chr8	110859815	110859825	+	0.000	0.000	Merged-chr8-110860019-49
NR3659--MA0037.3.GATA3	chr19	57104563	57104570	-	0.000	0.000	Merged-chr19-57104437-7
NR5722--MA0035.3.Gata1	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR6731--MA1104.1.GATA6	chr9	48448115	48448127	-	0.000	0.000	Merged-chr9-48448010-22
NR6127--MA0036.3.GATA2	chr7	101027844	101027854	+	0.000	0.000	Merged-chr7-101027827-19
NR138--MA0035.3.Gata1	chr1	86344522	86344532	+	0.000	0.000	Merged-chr1-86344486-59
NR2500--MA0037.3.GATA3	chr15	19857647	19857654	-	0.000	0.000	Merged-chr15-19857574-17
NR6337--MA0035.3.Gata1	chr7	143649722	143649732	+	0.000	0.000	Merged-chr7-143649559-54
NR5143--MA0037.3.GATA3	chr5	37147598	37147605	-	0.000	0.000	Merged-chr5-37147664-17
NR4793--MA1104.1.GATA6	chr4	40183010	40183022	-	0.000	0.000	Merged-chr4-40183077-21
NR383--MA1104.1.GATA6	chr1	153847114	153847126	+	0.000	0.000	Merged-chr1-153847127-37
NR746--MA0482.1.Gata4	chr10	44069230	44069240	+	0.000	0.000	Merged-chr10-44069344-19
NR1665--MA0766.1.GATA5	chr12	107362207	107362214	+	0.000	0.000	Merged-chr12-107362270-34
NR879--MA0035.3.Gata1	chr10	95746062	95746072	+	0.000	0.000	Merged-chr10-95746044-53
NR1512--MA0036.3.GATA2	chr12	41852217	41852227	+	0.000	0.000	Merged-chr12-41852230-53
NR3127--MA0140.2.GATA1::TAL1	chr17	70886909	70886926	+	0.000	0.000	Merged-chr17-70886838-34
NR3920--MA0036.3.GATA2	chr2	84887895	84887905	+	0.000	0.000	Merged-chr2-84887926-27
NR159--MA0036.3.GATA2	chr1	91099024	91099034	+	0.000	0.000	Merged-chr1-91099031-34
NR4155--MA0036.3.GATA2	chr2	150918985	150918995	+	0.000	0.000	Merged-chr2-150918832-31
NR1177--MA0037.3.GATA3	chr11	70228988	70228995	+	0.000	0.000	Merged-chr11-70229187-24
NR4949--MA0036.3.GATA2	chr4	132040443	132040453	-	0.000	0.000	Merged-chr4-132040319-80
NR5916--MA0037.3.GATA3	chr7	19086251	19086258	+	0.000	0.000	Merged-chr7-19086207-16
NR183--MA0482.1.Gata4	chr1	94035513	94035523	+	0.000	0.000	Merged-chr1-94035484-87
NR6948--MA0035.3.Gata1	chr9	95289191	95289201	-	0.000	0.000	Merged-chr9-95289296-28
NR3617--MA0037.3.GATA3	chr19	43524682	43524689	-	0.000	0.000	Merged-chr19-43524654-33
NR6162--MA0036.3.GATA2	chr7	108967357	108967367	+	0.000	0.000	Merged-chr7-108967182-43
NR1844--MA0035.3.Gata1	chr13	37325800	37325810	+	0.000	0.000	Merged-chr13-37325634-26
NR6561--MA0037.3.GATA3	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR6828--MA0482.1.Gata4	chr9	80057984	80057994	+	0.000	0.000	Merged-chr9-80057847-17
NR5728--MA0140.2.GATA1::TAL1	chr6	129705222	129705239	-	0.000	0.000	Merged-chr6-129705074-15
NR3362--MA0035.3.Gata1	chr18	67768397	67768407	+	0.000	0.000	Merged-chr18-67768535-29
NR3904--MA0035.3.Gata1	chr2	80315536	80315546	+	0.000	0.000	Merged-chr2-80315576-77
NR299--MA0140.2.GATA1::TAL1	chr1	135753132	135753149	+	0.000	0.000	Merged-chr1-135753058-42
NR4666--MA0140.2.GATA1::TAL1	chr3	145663512	145663529	-	0.000	0.000	Merged-chr3-145663343-1
NR5464--MA0036.3.GATA2	chr6	15743687	15743697	+	0.000	0.000	Merged-chr6-15743639-18
NR6185--MA0766.1.GATA5	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR1169--MA1104.1.GATA6	chr11	65806924	65806936	+	0.000	0.000	Merged-chr11-65807044-98
NR7001--MA0036.3.GATA2	chr9	107676232	107676242	+	0.000	0.000	Merged-chr9-107676090-54
NR4638--MA0482.1.Gata4	chr3	138334346	138334356	+	0.000	0.000	Merged-chr3-138334424-50
NR3689--MA0140.2.GATA1::TAL1	chr2	6353304	6353321	-	0.000	0.000	Merged-chr2-6353338-6
NR1172--MA0035.3.Gata1	chr11	65806925	65806935	-	0.000	0.000	Merged-chr11-65807044-98
NR2544--MA0482.1.Gata4	chr15	59010878	59010888	+	0.000	0.000	Merged-chr15-59010782-34
NR2776--MA0140.2.GATA1::TAL1	chr16	44734307	44734324	+	0.000	0.000	Merged-chr16-44734173-17
NR2200--MA0037.3.GATA3	chr14	27268429	27268436	+	0.000	0.000	Merged-chr14-27268313-23
NR4926--MA1104.1.GATA6	chr4	123577772	123577784	+	0.000	0.000	Merged-chr4-123577716-54
NR6469--MA0766.1.GATA5	chr8	94802600	94802607	+	0.000	0.000	Merged-chr8-94802531-14
NR4779--MA0036.3.GATA2	chr4	33189442	33189452	+	0.000	0.000	Merged-chr4-33189254-36
NR3511--MA0036.3.GATA2	chr19	10816013	10816023	+	0.000	0.000	Merged-chr19-10816124-38
NR6374--MA0482.1.Gata4	chr8	27192325	27192335	-	0.000	0.000	Merged-chr8-27192491-24
NR3593--MA0035.3.Gata1	chr19	40267568	40267578	+	0.000	0.000	Merged-chr19-40267576-38
NR6778--MA0035.3.Gata1	chr9	69073401	69073411	+	0.000	0.000	Merged-chr9-69073494-25
NR2666--MA0482.1.Gata4	chr15	100755063	100755073	-	0.000	0.000	Merged-chr15-100755115-72
NR2322--MA0037.3.GATA3	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR1082--MA0037.3.GATA3	chr11	21549919	21549926	-	0.000	0.000	Merged-chr11-21549629-38
NR4455--MA0482.1.Gata4	chr3	101800465	101800475	+	0.000	0.000	Merged-chr3-101800601-48
NR3996--MA0482.1.Gata4	chr2	106985121	106985131	+	0.000	0.000	Merged-chr2-106985167-21
NR5759--MA0037.3.GATA3	chr6	132735612	132735619	-	0.000	0.000	Merged-chr6-132735696-3
NR6438--MA0036.3.GATA2	chr8	81766179	81766189	-	0.000	0.000	Merged-chr8-81766244-47
NR6709--MA0036.3.GATA2	chr9	41118250	41118260	-	0.000	0.000	Merged-chr9-41118206-38
NR747--MA1104.1.GATA6	chr10	44069228	44069240	-	0.000	0.000	Merged-chr10-44069344-19
NR3734--MA0035.3.Gata1	chr2	18937787	18937797	-	0.000	0.000	Merged-chr2-18937882-20
NR967--MA0140.2.GATA1::TAL1	chr10	116397731	116397748	-	0.000	0.000	Merged-chr10-116397793-21
NR2289--MA0035.3.Gata1	chr14	54197800	54197810	+	0.000	0.000	Merged-chr14-54197805-29
NR1953--MA0036.3.GATA2	chr13	81690700	81690710	-	0.000	0.000	Merged-chr13-81690701-7
NR1487--MA0766.1.GATA5	chr12	32183055	32183062	-	0.000	0.000	Merged-chr12-32183013-17
NR128--MA1104.1.GATA6	chr1	85327449	85327461	-	0.000	0.000	Merged-chr1-85327322-34
NR750--MA0035.3.Gata1	chr10	44069229	44069239	+	0.000	0.000	Merged-chr10-44069344-19
NR6532--MA1104.1.GATA6	chr8	114888903	114888915	+	0.000	0.000	Merged-chr8-114888790-56
NR53--MA0035.3.Gata1	chr1	44101606	44101616	-	0.000	0.000	Merged-chr1-44101717-6
NR329--MA0482.1.Gata4	chr1	144033694	144033704	-	0.000	0.000	Merged-chr1-144033624-20
NR1663--MA0482.1.Gata4	chr12	107362204	107362214	-	0.000	0.000	Merged-chr12-107362270-34
NR4054--MA0482.1.Gata4	chr2	121457053	121457063	+	0.000	0.000	Merged-chr2-121457132-54
NR5930--MA1104.1.GATA6	chr7	24407233	24407245	-	0.000	0.000	Merged-chr7-24407263-37
NR3866--MA0482.1.Gata4	chr2	66185004	66185014	-	0.000	0.000	Merged-chr2-66184903-51
NR3747--MA0035.3.Gata1	chr2	25054339	25054349	+	0.000	0.000	Merged-chr2-25054565-53
NR4458--MA0035.3.Gata1	chr3	101800464	101800474	+	0.000	0.000	Merged-chr3-101800601-48
NR6047--MA0766.1.GATA5	chr7	78583904	78583911	+	0.000	0.000	Merged-chr7-78583930-15
NR3062--MA0035.3.Gata1	chr17	44718329	44718339	-	0.000	0.000	Merged-chr17-44718379-50
NR3333--MA0035.3.Gata1	chr18	56888876	56888886	+	0.000	0.000	Merged-chr18-56889017-47
NR1552--MA0036.3.GATA2	chr12	73598432	73598442	+	0.000	0.000	Merged-chr12-73598343-51
NR5536--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR184--MA1104.1.GATA6	chr1	94035511	94035523	-	0.000	0.000	Merged-chr1-94035484-87
NR455--MA1104.1.GATA6	chr1	165730169	165730181	+	0.000	0.000	Merged-chr1-165730262-25
NR4067--MA0482.1.Gata4	chr2	132021375	132021385	+	0.000	0.000	Merged-chr2-132021248-83
NR4338--MA0482.1.Gata4	chr3	52878543	52878553	+	0.000	0.000	Merged-chr3-52878450-55
NR5302--MA0766.1.GATA5	chr5	120631365	120631372	-	0.000	0.000	Merged-chr5-120631355-14
NR1390--MA0036.3.GATA2	chr11	109822474	109822484	+	0.000	0.000	Merged-chr11-109822566-4
NR1804--MA0482.1.Gata4	chr13	24655004	24655014	-	0.000	0.000	Merged-chr13-24655048-11
NR6980--MA0766.1.GATA5	chr9	103624593	103624600	-	0.000	0.000	Merged-chr9-103624813-32
NR835--MA0037.3.GATA3	chr10	82666662	82666669	-	0.000	0.000	Merged-chr10-82666640-30
NR2946--MA0037.3.GATA3	chr17	12960400	12960407	-	0.000	0.000	Merged-chr17-12960561-54
NR5178--MA0140.2.GATA1::TAL1	chr5	65901067	65901084	-	0.000	0.000	Merged-chr5-65901111-39
NR3635--MA0766.1.GATA5	chr19	53185684	53185691	-	0.000	0.000	Merged-chr19-53185705-40
