#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR217--MA0511.2.RUNX2	chr1	64527765	64527773	-	0.000	0.000	Merged-chr1-64527761-39
NR118--MA0002.2.RUNX1	chr1	38557783	38557793	-	0.000	0.000	Merged-chr1-38557840-50
NR6416--MA0511.2.RUNX2	chr4	41708559	41708567	-	0.000	0.000	Merged-chr4-41708469-7
NR4514--MA0684.1.RUNX3	chr18	41888563	41888572	+	0.000	0.000	Merged-chr18-41888397-77
NR260--MA0511.2.RUNX2	chr1	74194699	74194707	+	0.000	0.000	Merged-chr1-74194579-2
NR8553--MA0511.2.RUNX2	chr8	13955211	13955219	-	0.000	0.000	Merged-chr8-13955228-14
NR2020--MA0002.2.RUNX1	chr12	76932828	76932838	+	0.000	0.000	Merged-chr12-76932922-30
NR4908--MA0002.2.RUNX1	chr2	11320450	11320460	+	0.000	0.000	Merged-chr2-11320345-22
NR3069--MA0684.1.RUNX3	chr14	87452282	87452291	-	0.000	0.000	Merged-chr14-87452152-30
NR1832--MA0002.2.RUNX1	chr12	16526374	16526384	-	0.000	0.000	Merged-chr12-16526382-42
NR5920--MA0002.2.RUNX1	chr3	83987977	83987987	-	0.000	0.000	Merged-chr3-83987942-35
NR8311--MA0002.2.RUNX1	chr7	79743170	79743180	-	0.000	0.000	Merged-chr7-79743033-54
NR8977--MA0002.2.RUNX1	chr9	13443618	13443628	+	0.000	0.000	Merged-chr9-13443699-54
NR8106--MA0002.2.RUNX1	chr7	16120144	16120154	+	0.000	0.000	Merged-chr7-16119991-49
NR2738--MA0684.1.RUNX3	chr13	117193645	117193654	-	0.000	0.000	Merged-chr13-117193569-3
NR4160--MA0511.2.RUNX2	chr17	30363571	30363579	-	0.000	0.000	Merged-chr17-30363504-27
NR5301--MA0002.2.RUNX1	chr2	112765178	112765188	+	0.000	0.000	Merged-chr2-112765248-29
NR6678--MA0002.2.RUNX1	chr4	124759622	124759632	-	0.000	0.000	Merged-chr4-124759655-6
NR4998--MA0002.2.RUNX1	chr2	30796700	30796710	-	0.000	0.000	Merged-chr2-30796578-35
NR3873--MA0002.2.RUNX1	chr16	78576756	78576766	-	0.000	0.000	Merged-chr16-78576865-120
NR6806--MA0002.2.RUNX1	chr4	150339058	150339068	+	0.000	0.000	Merged-chr4-150339180-18
NR2033--MA0002.2.RUNX1	chr12	79633987	79633997	+	0.000	0.000	Merged-chr12-79634130-2
NR988--MA0684.1.RUNX3	chr10	39793435	39793444	-	0.000	0.000	Merged-chr10-39793457-38
NR8344--MA0684.1.RUNX3	chr7	90131276	90131285	-	0.000	0.000	Merged-chr7-90131300-10
NR8196--MA0002.2.RUNX1	chr7	46059140	46059150	+	0.000	0.000	Merged-chr7-46059080-51
NR8467--MA0002.2.RUNX1	chr7	127387232	127387242	-	0.000	0.000	Merged-chr7-127387011-49
NR2285--MA0002.2.RUNX1	chr13	12257825	12257835	-	0.000	0.000	Merged-chr13-12257954-77
NR653--MA0511.2.RUNX2	chr1	171778191	171778199	+	0.000	0.000	Merged-chr1-171778353-20
NR3018--MA0511.2.RUNX2	chr14	73117173	73117181	+	0.000	0.000	Merged-chr14-73117167-52
NR8847--MA0002.2.RUNX1	chr8	111625044	111625054	+	0.000	0.000	Merged-chr8-111625049-4
NR4074--MA0002.2.RUNX1	chr17	18032539	18032549	+	0.000	0.000	Merged-chr17-18032603-1
NR2794--MA0684.1.RUNX3	chr14	8632398	8632407	+	0.000	0.000	Merged-chr14-8632387-8
NR8357--MA0684.1.RUNX3	chr7	96456512	96456521	+	0.000	0.000	Merged-chr7-96456783-25
NR6405--MA0002.2.RUNX1	chr4	40721076	40721086	-	0.000	0.000	Merged-chr4-40721165-38
NR3379--MA0511.2.RUNX2	chr15	53235522	53235530	+	0.000	0.000	Merged-chr15-53235617-41
NR8912--MA0511.2.RUNX2	chr8	123000551	123000559	+	0.000	0.000	Merged-chr8-123000494-51
NR2446--MA0684.1.RUNX3	chr13	59840899	59840908	-	0.000	0.000	Merged-chr13-59840941-45
NR5946--MA0002.2.RUNX1	chr3	89449122	89449132	+	0.000	0.000	Merged-chr3-89449086-1
NR4378--MA0684.1.RUNX3	chr17	86038397	86038406	+	0.000	0.000	Merged-chr17-86038391-20
NR4358--MA0002.2.RUNX1	chr17	80419014	80419024	-	0.000	0.000	Merged-chr17-80418993-27
NR1701--MA0684.1.RUNX3	chr11	109445751	109445760	-	0.000	0.000	Merged-chr11-109445792-26
NR8717--MA0002.2.RUNX1	chr8	69176673	69176683	-	0.000	0.000	Merged-chr8-69176623-23
NR6495--MA0002.2.RUNX1	chr4	62634221	62634231	+	0.000	0.000	Merged-chr4-62634288-50
NR2429--MA0511.2.RUNX2	chr13	54447153	54447161	+	0.000	0.000	Merged-chr13-54447176-27
NR6722--MA0511.2.RUNX2	chr4	134683125	134683133	+	0.000	0.000	Merged-chr4-134683033-16
NR7321--MA0002.2.RUNX1	chr5	129063607	129063617	-	0.000	0.000	Merged-chr5-129063450-43
NR4073--MA0684.1.RUNX3	chr17	18032517	18032526	-	0.000	0.000	Merged-chr17-18032603-1
NR3756--MA0002.2.RUNX1	chr16	48760937	48760947	+	0.000	0.000	Merged-chr16-48760801-13
NR4152--MA0511.2.RUNX2	chr17	29494378	29494386	+	0.000	0.000	Merged-chr17-29494430-50
NR8079--MA0002.2.RUNX1	chr7	4964521	4964531	+	0.000	0.000	Merged-chr7-4964465-28
NR4053--MA0002.2.RUNX1	chr17	13472611	13472621	-	0.000	0.000	Merged-chr17-13472637-18
NR7973--MA0684.1.RUNX3	chr6	136944726	136944735	+	0.000	0.000	Merged-chr6-136944749-25
NR8035--MA0511.2.RUNX2	chr6	144211185	144211193	+	0.000	0.000	Merged-chr6-144211213-1
NR6626--MA0511.2.RUNX2	chr4	101207686	101207694	-	0.000	0.000	Merged-chr4-101207630-19
NR7953--MA0002.2.RUNX1	chr6	134863256	134863266	-	0.000	0.000	Merged-chr6-134863316-31
NR3994--MA0684.1.RUNX3	chr17	4980363	4980372	-	0.000	0.000	Merged-chr17-4980372-31
NR8336--MA0684.1.RUNX3	chr7	84740071	84740080	-	0.000	0.000	Merged-chr7-84740151-41
NR2581--MA0511.2.RUNX2	chr13	93939606	93939614	-	0.000	0.000	Merged-chr13-93939742-17
NR6385--MA0684.1.RUNX3	chr4	34687425	34687434	+	0.000	0.000	Merged-chr4-34687322-58
NR3451--MA0002.2.RUNX1	chr15	73833398	73833408	+	0.000	0.000	Merged-chr15-73833465-20
NR2277--MA0002.2.RUNX1	chr13	9882532	9882542	-	0.000	0.000	Merged-chr13-9882509-19
NR8316--MA0002.2.RUNX1	chr7	80444649	80444659	+	0.000	0.000	Merged-chr7-80444672-5
NR9299--MA0684.1.RUNX3	chr9	96783897	96783906	+	0.000	0.000	Merged-chr9-96783920-38
NR8396--MA0511.2.RUNX2	chr7	109741960	109741968	-	0.000	0.000	Merged-chr7-109741680-86
NR169--MA0511.2.RUNX2	chr1	53774180	53774188	+	0.000	0.000	Merged-chr1-53774073-61
NR897--MA0511.2.RUNX2	chr10	18234867	18234875	-	0.000	0.000	Merged-chr10-18235094-77
NR483--MA0511.2.RUNX2	chr1	130838491	130838499	+	0.000	0.000	Merged-chr1-130838519-27
NR8349--MA0684.1.RUNX3	chr7	90476342	90476351	-	0.000	0.000	Merged-chr7-90476243-63
NR179--MA0002.2.RUNX1	chr1	55372863	55372873	-	0.000	0.000	Merged-chr1-55372833-8
NR7922--MA0511.2.RUNX2	chr6	130246074	130246082	+	0.000	0.000	Merged-chr6-130245976-1
NR8904--MA0511.2.RUNX2	chr8	120396889	120396897	-	0.000	0.000	Merged-chr8-120396987-32
NR8428--MA0511.2.RUNX2	chr7	118895609	118895617	-	0.000	0.000	Merged-chr7-118895692-11
NR8140--MA0684.1.RUNX3	chr7	27361578	27361587	-	0.000	0.000	Merged-chr7-27361571-54
NR6378--MA0002.2.RUNX1	chr4	32615268	32615278	-	0.000	0.000	Merged-chr4-32615355-52
NR6063--MA0511.2.RUNX2	chr3	121474995	121475003	+	0.000	0.000	Merged-chr3-121474891-3
NR4161--MA0684.1.RUNX3	chr17	30363570	30363579	-	0.000	0.000	Merged-chr17-30363504-27
NR6093--MA0684.1.RUNX3	chr3	129561208	129561217	-	0.000	0.000	Merged-chr3-129561081-2
NR860--MA0002.2.RUNX1	chr10	14207846	14207856	+	0.000	0.000	Merged-chr10-14207893-35
NR3701--MA0002.2.RUNX1	chr16	32520608	32520618	+	0.000	0.000	Merged-chr16-32520584-37
NR4684--MA0684.1.RUNX3	chr18	77767859	77767868	-	0.000	0.000	Merged-chr18-77767671-52
NR4492--MA0511.2.RUNX2	chr18	37877746	37877754	-	0.000	0.000	Merged-chr18-37877604-30
NR4829--MA0511.2.RUNX2	chr19	36083079	36083087	-	0.000	0.000	Merged-chr19-36083098-3
NR6473--MA0684.1.RUNX3	chr4	58121128	58121137	+	0.000	0.000	Merged-chr4-58121225-3
NR1802--MA0684.1.RUNX3	chr12	8844923	8844932	-	0.000	0.000	Merged-chr12-8844937-14
NR5841--MA0511.2.RUNX2	chr3	65537572	65537580	-	0.000	0.000	Merged-chr3-65537527-21
NR3890--MA0511.2.RUNX2	chr16	84584041	84584049	+	0.000	0.000	Merged-chr16-84584013-98
NR5471--MA0002.2.RUNX1	chr2	154754296	154754306	-	0.000	0.000	Merged-chr2-154754253-27
NR2289--MA0684.1.RUNX3	chr13	12520211	12520220	-	0.000	0.000	Merged-chr13-12520187-58
NR2017--MA0002.2.RUNX1	chr12	76853981	76853991	+	0.000	0.000	Merged-chr12-76853895-20
NR3172--MA0002.2.RUNX1	chr14	118816675	118816685	+	0.000	0.000	Merged-chr14-118816766-15
NR5580--MA0002.2.RUNX1	chr2	179966853	179966863	-	0.000	0.000	Merged-chr2-179966777-32
NR3300--MA0002.2.RUNX1	chr15	36521489	36521499	-	0.000	0.000	Merged-chr15-36521520-11
NR1415--MA0002.2.RUNX1	chr11	20332635	20332645	+	0.000	0.000	Merged-chr11-20332805-89
NR2003--MA0684.1.RUNX3	chr12	73598395	73598404	-	0.000	0.000	Merged-chr12-73598343-51
NR6042--MA0511.2.RUNX2	chr3	115972450	115972458	+	0.000	0.000	Merged-chr3-115972355-68
NR6979--MA0511.2.RUNX2	chr5	37109451	37109459	-	0.000	0.000	Merged-chr5-37109564-47
NR5960--MA0002.2.RUNX1	chr3	94851980	94851990	-	0.000	0.000	Merged-chr3-94852086-36
NR6614--MA0684.1.RUNX3	chr4	98113775	98113784	-	0.000	0.000	Merged-chr4-98113853-12
NR6195--MA0002.2.RUNX1	chr3	145951330	145951340	-	0.000	0.000	Merged-chr3-145951501-19
NR3204--MA0002.2.RUNX1	chr14	122908300	122908310	-	0.000	0.000	Merged-chr14-122908322-32
NR2129--MA0511.2.RUNX2	chr12	99647051	99647059	+	0.000	0.000	Merged-chr12-99647039-10
NR8768--MA0511.2.RUNX2	chr8	88279327	88279335	-	0.000	0.000	Merged-chr8-88279591-45
NR6217--MA0511.2.RUNX2	chr3	149262212	149262220	+	0.000	0.000	Merged-chr3-149262161-2
NR3661--MA0002.2.RUNX1	chr16	23274731	23274741	+	0.000	0.000	Merged-chr16-23274580-84
NR2857--MA0511.2.RUNX2	chr14	20775785	20775793	+	0.000	0.000	Merged-chr14-20775848-16
NR2635--MA0684.1.RUNX3	chr13	101308918	101308927	-	0.000	0.000	Merged-chr13-101308963-14
NR4709--MA0002.2.RUNX1	chr18	83135298	83135308	+	0.000	0.000	Merged-chr18-83135149-22
NR3313--MA0002.2.RUNX1	chr15	36979968	36979978	-	0.000	0.000	Merged-chr15-36979970-39
NR7401--MA0002.2.RUNX1	chr5	149368333	149368343	+	0.000	0.000	Merged-chr5-149368318-30
NR5516--MA0002.2.RUNX1	chr2	166549238	166549248	-	0.000	0.000	Merged-chr2-166549284-30
NR1742--MA0002.2.RUNX1	chr11	118209711	118209721	-	0.000	0.000	Merged-chr11-118209707-5
NR3280--MA0684.1.RUNX3	chr15	31473069	31473078	+	0.000	0.000	Merged-chr15-31472972-16
NR537--MA0684.1.RUNX3	chr1	144283483	144283492	+	0.000	0.000	Merged-chr1-144283563-68
NR1745--MA0511.2.RUNX2	chr11	118227849	118227857	+	0.000	0.000	Merged-chr11-118227847-19
NR1851--MA0002.2.RUNX1	chr12	24565554	24565564	-	0.000	0.000	Merged-chr12-24565518-17
NR7414--MA0002.2.RUNX1	chr6	5436826	5436836	+	0.000	0.000	Merged-chr6-5436735-3
NR7970--MA0511.2.RUNX2	chr6	136804318	136804326	-	0.000	0.000	Merged-chr6-136804130-108
NR1503--MA0002.2.RUNX1	chr11	50849510	50849520	+	0.000	0.000	Merged-chr11-50849600-5
NR1361--MA0684.1.RUNX3	chr11	5541337	5541346	+	0.000	0.000	Merged-chr11-5541384-26
NR6719--MA0511.2.RUNX2	chr4	134642024	134642032	+	0.000	0.000	Merged-chr4-134642170-32
NR5638--MA0002.2.RUNX1	chr3	20260587	20260597	-	0.000	0.000	Merged-chr3-20260761-8
NR3687--MA0002.2.RUNX1	chr16	30599762	30599772	-	0.000	0.000	Merged-chr16-30599765-51
NR8429--MA0684.1.RUNX3	chr7	118895608	118895617	-	0.000	0.000	Merged-chr7-118895692-11
NR3273--MA0002.2.RUNX1	chr15	30463080	30463090	-	0.000	0.000	Merged-chr15-30463100-4
NR6478--MA0684.1.RUNX3	chr4	59244348	59244357	+	0.000	0.000	Merged-chr4-59244253-10
NR8442--MA0511.2.RUNX2	chr7	120918686	120918694	-	0.000	0.000	Merged-chr7-120918613-12
NR8508--MA0511.2.RUNX2	chr7	141194085	141194093	-	0.000	0.000	Merged-chr7-141194198-81
NR4211--MA0511.2.RUNX2	chr17	47508151	47508159	+	0.000	0.000	Merged-chr17-47508113-61
NR3796--MA0002.2.RUNX1	chr16	57495696	57495706	+	0.000	0.000	Merged-chr16-57495758-66
NR2227--MA0002.2.RUNX1	chr12	118836199	118836209	+	0.000	0.000	Merged-chr12-118836221-3
NR8538--MA0684.1.RUNX3	chr8	9448009	9448018	+	0.000	0.000	Merged-chr8-9448002-4
NR2849--MA0511.2.RUNX2	chr14	20025508	20025516	+	0.000	0.000	Merged-chr14-20025381-48
NR6666--MA0511.2.RUNX2	chr4	121231419	121231427	+	0.000	0.000	Merged-chr4-121231330-50
NR8518--MA0002.2.RUNX1	chr7	143624769	143624779	-	0.000	0.000	Merged-chr7-143624807-1
NR7870--MA0684.1.RUNX3	chr6	120957518	120957527	-	0.000	0.000	Merged-chr6-120957473-22
NR1310--MA0511.2.RUNX2	chr10	121282665	121282673	-	0.000	0.000	Merged-chr10-121282719-28
NR5171--MA0002.2.RUNX1	chr2	70701784	70701794	-	0.000	0.000	Merged-chr2-70701811-22
NR8918--MA0684.1.RUNX3	chr8	123034377	123034386	+	0.000	0.000	Merged-chr8-123034437-42
NR2194--MA0684.1.RUNX3	chr12	115593124	115593133	+	0.000	0.000	Merged-chr12-115593226-26
NR1877--MA0002.2.RUNX1	chr12	34248929	34248939	-	0.000	0.000	Merged-chr12-34249045-49
NR4539--MA0002.2.RUNX1	chr18	49239896	49239906	-	0.000	0.000	Merged-chr18-49239793-1
NR7850--MA0002.2.RUNX1	chr6	119521547	119521557	+	0.000	0.000	Merged-chr6-119521532-2
NR1833--MA0511.2.RUNX2	chr12	16532566	16532574	+	0.000	0.000	Merged-chr12-16532570-85
NR8028--MA0684.1.RUNX3	chr6	143067015	143067024	+	0.000	0.000	Merged-chr6-143067094-13
NR3957--MA0684.1.RUNX3	chr16	94485295	94485304	-	0.000	0.000	Merged-chr16-94485171-25
NR6348--MA0684.1.RUNX3	chr4	21777263	21777272	-	0.000	0.000	Merged-chr4-21777140-4
NR129--MA0002.2.RUNX1	chr1	39736300	39736310	-	0.000	0.000	Merged-chr1-39736225-9
NR4254--MA0684.1.RUNX3	chr17	56036642	56036651	+	0.000	0.000	Merged-chr17-56036647-50
NR337--MA0511.2.RUNX2	chr1	86440719	86440727	+	0.000	0.000	Merged-chr1-86440751-39
NR8359--MA0511.2.RUNX2	chr7	96910467	96910475	-	0.000	0.000	Merged-chr7-96910268-22
NR5603--MA0684.1.RUNX3	chr3	9633481	9633490	-	0.000	0.000	Merged-chr3-9633388-6
NR3381--MA0684.1.RUNX3	chr15	53235522	53235531	+	0.000	0.000	Merged-chr15-53235617-41
NR7406--MA0002.2.RUNX1	chr5	151190178	151190188	-	0.000	0.000	Merged-chr5-151190007-65
NR6166--MA0002.2.RUNX1	chr3	143647010	143647020	+	0.000	0.000	Merged-chr3-143647123-49
NR175--MA0511.2.RUNX2	chr1	54421901	54421909	+	0.000	0.000	Merged-chr1-54421982-33
NR8197--MA0511.2.RUNX2	chr7	46839006	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR8369--MA0002.2.RUNX1	chr7	100950927	100950937	+	0.000	0.000	Merged-chr7-100950799-22
NR2828--MA0511.2.RUNX2	chr14	15273276	15273284	-	0.000	0.000	Merged-chr14-15273135-43
NR4015--MA0684.1.RUNX3	chr17	8988442	8988451	-	0.000	0.000	Merged-chr17-8988548-64
NR9400--MA0002.2.RUNX1	chr9	120127747	120127757	+	0.000	0.000	Merged-chr9-120127726-70
NR7972--MA0002.2.RUNX1	chr6	136944726	136944736	-	0.000	0.000	Merged-chr6-136944749-25
NR1684--MA0511.2.RUNX2	chr11	104609517	104609525	-	0.000	0.000	Merged-chr11-104609685-47
NR1462--MA0684.1.RUNX3	chr11	34048974	34048983	+	0.000	0.000	Merged-chr11-34049016-54
NR3993--MA0002.2.RUNX1	chr17	4980362	4980372	+	0.000	0.000	Merged-chr17-4980372-31
NR9556--MA0002.2.RUNX1	chrX	139798081	139798091	-	0.000	0.000	Merged-chrX-139798042-22
NR5311--MA0684.1.RUNX3	chr2	114145119	114145128	+	0.000	0.000	Merged-chr2-114145226-70
NR5977--MA0684.1.RUNX3	chr3	98281077	98281086	-	0.000	0.000	Merged-chr3-98281152-46
NR4293--MA0511.2.RUNX2	chr17	65541199	65541207	+	0.000	0.000	Merged-chr17-65540988-64
NR9350--MA0511.2.RUNX2	chr9	110907689	110907697	+	0.000	0.000	Merged-chr9-110907689-47
NR9522--MA0002.2.RUNX1	chrX	93905790	93905800	-	0.000	0.000	Merged-chrX-93905707-8
NR7842--MA0002.2.RUNX1	chr6	117431695	117431705	-	0.000	0.000	Merged-chr6-117431708-65
NR7095--MA0002.2.RUNX1	chr5	72761424	72761434	-	0.000	0.000	Merged-chr5-72761381-14
NR8348--MA0002.2.RUNX1	chr7	90476341	90476351	+	0.000	0.000	Merged-chr7-90476243-63
NR3691--MA0511.2.RUNX2	chr16	31275139	31275147	+	0.000	0.000	Merged-chr16-31275130-59
NR2109--MA0684.1.RUNX3	chr12	93867945	93867954	-	0.000	0.000	Merged-chr12-93868132-2
NR8556--MA0511.2.RUNX2	chr8	14090514	14090522	-	0.000	0.000	Merged-chr8-14090395-62
NR2169--MA0511.2.RUNX2	chr12	112976384	112976392	+	0.000	0.000	Merged-chr12-112976486-72
NR1507--MA0684.1.RUNX3	chr11	51644500	51644509	+	0.000	0.000	Merged-chr11-51644413-4
NR1359--MA0002.2.RUNX1	chr11	5435749	5435759	-	0.000	0.000	Merged-chr11-5435730-7
NR1520--MA0511.2.RUNX2	chr11	53097005	53097013	+	0.000	0.000	Merged-chr11-53097142-34
NR7332--MA0002.2.RUNX1	chr5	134373116	134373126	-	0.000	0.000	Merged-chr5-134373166-2
NR8189--MA0511.2.RUNX2	chr7	42642552	42642560	+	0.000	0.000	Merged-chr7-42642590-33
NR7712--MA0002.2.RUNX1	chr6	84617147	84617157	-	0.000	0.000	Merged-chr6-84617241-46
NR1054--MA0002.2.RUNX1	chr10	62507951	62507961	+	0.000	0.000	Merged-chr10-62507815-50,Merged-chr10-62508148-1
NR3290--MA0511.2.RUNX2	chr15	35529530	35529538	-	0.000	0.000	Merged-chr15-35529547-26
NR3561--MA0511.2.RUNX2	chr15	98869571	98869579	+	0.000	0.000	Merged-chr15-98869705-35
NR991--MA0511.2.RUNX2	chr10	40192672	40192680	+	0.000	0.000	Merged-chr10-40192592-2
NR86--MA0002.2.RUNX1	chr1	23272301	23272311	-	0.000	0.000	Merged-chr1-23272204-17
NR3462--MA0002.2.RUNX1	chr15	75884331	75884341	-	0.000	0.000	Merged-chr15-75884248-28
NR2387--MA0511.2.RUNX2	chr13	41367504	41367512	-	0.000	0.000	Merged-chr13-41367378-61
NR3257--MA0002.2.RUNX1	chr15	25406109	25406119	+	0.000	0.000	Merged-chr15-25406052-6
NR1848--MA0002.2.RUNX1	chr12	20815955	20815965	+	0.000	0.000	Merged-chr12-20815724-27
NR1533--MA0511.2.RUNX2	chr11	55159074	55159082	-	0.000	0.000	Merged-chr11-55158997-29
NR4540--MA0002.2.RUNX1	chr18	49643954	49643964	+	0.000	0.000	Merged-chr18-49643888-28
NR9277--MA0002.2.RUNX1	chr9	94607589	94607599	-	0.000	0.000	Merged-chr9-94607543-65
NR9263--MA0684.1.RUNX3	chr9	92217819	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR4920--MA0002.2.RUNX1	chr2	13233447	13233457	+	0.000	0.000	Merged-chr2-13233524-26
NR5155--MA0002.2.RUNX1	chr2	62664267	62664277	+	0.000	0.000	Merged-chr2-62664337-55
NR5012--MA0002.2.RUNX1	chr2	32047599	32047609	-	0.000	0.000	Merged-chr2-32047446-8
NR5905--MA0511.2.RUNX2	chr3	81172265	81172273	-	0.000	0.000	Merged-chr3-81172380-11
NR9495--MA0002.2.RUNX1	chrX	73922035	73922045	-	0.000	0.000	Merged-chrX-73921958-51
NR9100--MA0002.2.RUNX1	chr9	50966404	50966414	+	0.000	0.000	Merged-chr9-50966454-25
NR8198--MA0684.1.RUNX3	chr7	46839005	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR3584--MA0002.2.RUNX1	chr16	4475355	4475365	+	0.000	0.000	Merged-chr16-4475244-54
NR1304--MA0002.2.RUNX1	chr10	120625617	120625627	+	0.000	0.000	Merged-chr10-120625660-31
NR4509--MA0684.1.RUNX3	chr18	39559518	39559527	+	0.000	0.000	Merged-chr18-39559520-6
NR3540--MA0511.2.RUNX2	chr15	94478962	94478970	+	0.000	0.000	Merged-chr15-94478905-44
NR7672--MA0002.2.RUNX1	chr6	72391086	72391096	+	0.000	0.000	Merged-chr6-72391108-3
NR3984--MA0684.1.RUNX3	chr16	97326252	97326261	+	0.000	0.000	Merged-chr16-97326270-33
NR7423--MA0511.2.RUNX2	chr6	8352888	8352896	-	0.000	0.000	Merged-chr6-8352802-16
NR3507--MA0002.2.RUNX1	chr15	86051393	86051403	+	0.000	0.000	Merged-chr15-86051383-21
NR9004--MA0002.2.RUNX1	chr9	20385316	20385326	-	0.000	0.000	Merged-chr9-20385191-56
NR1512--MA0511.2.RUNX2	chr11	52232062	52232070	-	0.000	0.000	Merged-chr11-52232101-58
NR9560--MA0511.2.RUNX2	chrX	140531491	140531499	-	0.000	0.000	Merged-chrX-140531486-7
NR3907--MA0684.1.RUNX3	chr16	87657462	87657471	-	0.000	0.000	Merged-chr16-87657392-20
NR1413--MA0002.2.RUNX1	chr11	20133202	20133212	-	0.000	0.000	Merged-chr11-20133191-35
NR4199--MA0002.2.RUNX1	chr17	42870610	42870620	+	0.000	0.000	Merged-chr17-42870691-4
NR3222--MA0684.1.RUNX3	chr15	5144622	5144631	-	0.000	0.000	Merged-chr15-5144505-4
NR980--MA0002.2.RUNX1	chr10	39387125	39387135	+	0.000	0.000	Merged-chr10-39387129-14
NR1394--MA0002.2.RUNX1	chr11	11808839	11808849	-	0.000	0.000	Merged-chr11-11809003-59
NR1665--MA0002.2.RUNX1	chr11	98909882	98909892	+	0.000	0.000	Merged-chr11-98909769-23
NR5154--MA0684.1.RUNX3	chr2	62332034	62332043	-	0.000	0.000	Merged-chr2-62332140-9
NR1416--MA0511.2.RUNX2	chr11	20644340	20644348	-	0.000	0.000	Merged-chr11-20644270-6
NR7228--MA0002.2.RUNX1	chr5	105648819	105648829	-	0.000	0.000	Merged-chr5-105648904-12
NR903--MA0002.2.RUNX1	chr10	19167847	19167857	+	0.000	0.000	Merged-chr10-19167953-53
NR5504--MA0511.2.RUNX2	chr2	164087549	164087557	+	0.000	0.000	Merged-chr2-164087575-6
NR7562--MA0684.1.RUNX3	chr6	43619393	43619402	+	0.000	0.000	Merged-chr6-43619418-19
NR7628--MA0684.1.RUNX3	chr6	60940542	60940551	+	0.000	0.000	Merged-chr6-60940563-22
NR2743--MA0002.2.RUNX1	chr13	117242260	117242270	-	0.000	0.000	Merged-chr13-117242416-107
NR5134--MA0002.2.RUNX1	chr2	59716626	59716636	+	0.000	0.000	Merged-chr2-59716624-17
NR1922--MA0684.1.RUNX3	chr12	40427672	40427681	-	0.000	0.000	Merged-chr12-40427719-34
NR5690--MA0511.2.RUNX2	chr3	31145912	31145920	-	0.000	0.000	Merged-chr3-31145985-42
NR3410--MA0511.2.RUNX2	chr15	60141833	60141841	+	0.000	0.000	Merged-chr15-60141822-49
NR8147--MA0511.2.RUNX2	chr7	28943733	28943741	-	0.000	0.000	Merged-chr7-28943644-10
NR7022--MA0511.2.RUNX2	chr5	52126038	52126046	-	0.000	0.000	Merged-chr5-52126006-25
NR9351--MA0684.1.RUNX3	chr9	110907689	110907698	+	0.000	0.000	Merged-chr9-110907689-47
NR3391--MA0511.2.RUNX2	chr15	59263622	59263630	-	0.000	0.000	Merged-chr15-59263707-44
NR7589--MA0002.2.RUNX1	chr6	50009527	50009537	+	0.000	0.000	Merged-chr6-50009459-48
NR5514--MA0002.2.RUNX1	chr2	166022403	166022413	+	0.000	0.000	Merged-chr2-166022472-15
NR5309--MA0002.2.RUNX1	chr2	114145113	114145123	-	0.000	0.000	Merged-chr2-114145226-70
NR8620--MA0002.2.RUNX1	chr8	25720137	25720147	+	0.000	0.000	Merged-chr8-25720196-50
NR1363--MA0511.2.RUNX2	chr11	6569373	6569381	-	0.000	0.000	Merged-chr11-6569400-3
NR7446--MA0002.2.RUNX1	chr6	12081954	12081964	+	0.000	0.000	Merged-chr6-12082002-27
NR3692--MA0684.1.RUNX3	chr16	31275139	31275148	+	0.000	0.000	Merged-chr16-31275130-59
NR7717--MA0002.2.RUNX1	chr6	85333392	85333402	+	0.000	0.000	Merged-chr6-85333277-106
NR3963--MA0684.1.RUNX3	chr16	95705087	95705096	-	0.000	0.000	Merged-chr16-95704955-1
NR1264--MA0002.2.RUNX1	chr10	111996401	111996411	-	0.000	0.000	Merged-chr10-111996570-172
NR1535--MA0002.2.RUNX1	chr11	57652712	57652722	+	0.000	0.000	Merged-chr11-57652728-3
NR9583--MA0002.2.RUNX1	chrX	159021643	159021653	-	0.000	0.000	Merged-chrX-159021727-36
NR4641--MA0002.2.RUNX1	chr18	69547155	69547165	-	0.000	0.000	Merged-chr18-69547283-22
NR2961--MA0002.2.RUNX1	chr14	54651169	54651179	+	0.000	0.000	Merged-chr14-54651264-25
NR1664--MA0684.1.RUNX3	chr11	98875579	98875588	-	0.000	0.000	Merged-chr11-98875505-4
NR3467--MA0002.2.RUNX1	chr15	76899957	76899967	-	0.000	0.000	Merged-chr15-76899846-50
NR8094--MA0511.2.RUNX2	chr7	12949616	12949624	-	0.000	0.000	Merged-chr7-12949725-56
