#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR6290--MA0496.2.MAFK	chr17	32891343	32891361	+	0.000	0.000	Merged-chr17-32891413-48
NR11057--MA0659.1.MAFG	chr5	92375101	92375121	+	0.000	0.000	Merged-chr5-92374946-3
NR7344--MA0591.1.Bach1::Mafk	chr19	42316126	42316140	+	0.000	0.000	Merged-chr19-42316125-23
NR2671--MA0591.1.Bach1::Mafk	chr11	98682597	98682611	-	0.000	0.000	Merged-chr11-98682471-63
NR14184--MA0089.1.MAFG::NFE2L1	chr9	33080437	33080442	+	0.000	0.000	Merged-chr9-33080507-34
NR10932--MA0089.1.MAFG::NFE2L1	chr5	64371445	64371450	-	0.000	0.000	Merged-chr5-64371502-26
NR11369--MA0591.1.Bach1::Mafk	chr5	136568912	136568926	+	0.000	0.000	Merged-chr5-136568952-11
NR2993--MA0591.1.Bach1::Mafk	chr12	41044931	41044945	+	0.000	0.000	Merged-chr12-41044922-24
NR13197--MA0591.1.Bach1::Mafk	chr7	127181061	127181075	+	0.000	0.000	Merged-chr7-127180997-43
NR168--MA0089.1.MAFG::NFE2L1	chr1	40479640	40479645	-	0.000	0.000	Merged-chr1-40479730-47
NR5671--MA0495.2.MAFF	chr16	36666059	36666079	-	0.000	0.000	Merged-chr16-36665954-31
NR169--MA0495.2.MAFF	chr1	43139746	43139766	+	0.000	0.000	Merged-chr1-43139813-33
NR11162--MA0496.2.MAFK	chr5	103817973	103817991	-	0.000	0.000	Merged-chr5-103817975-33
NR7623--MA0591.1.Bach1::Mafk	chr2	34938706	34938720	-	0.000	0.000	Merged-chr2-34938971-69
NR2713--MA0591.1.Bach1::Mafk	chr11	104622756	104622770	+	0.000	0.000	Merged-chr11-104622687-63
NR12513--MA0089.1.MAFG::NFE2L1	chr6	146734402	146734407	-	0.000	0.000	Merged-chr6-146734350-25
NR14389--MA0591.1.Bach1::Mafk	chr9	72390559	72390573	+	0.000	0.000	Merged-chr9-72390608-30
NR9214--MA0591.1.Bach1::Mafk	chr3	95664230	95664244	-	0.000	0.000	Merged-chr3-95664146-32
NR1401--MA0089.1.MAFG::NFE2L1	chr10	21964455	21964460	+	0.000	0.000	Merged-chr10-21964511-16
NR2025--MA0496.2.MAFK	chr10	120270914	120270932	-	0.000	0.000	Merged-chr10-120271095-32
NR8938--MA0089.1.MAFG::NFE2L1	chr3	52396365	52396370	-	0.000	0.000	Merged-chr3-52396424-47
NR2005--MA0591.1.Bach1::Mafk	chr10	118628164	118628178	+	0.000	0.000	Merged-chr10-118628235-24
NR11939--MA0117.2.Mafb	chr6	87552183	87552194	+	0.000	0.000	Merged-chr6-87552378-26
NR4559--MA0495.2.MAFF	chr14	47367040	47367060	+	0.000	0.000	Merged-chr14-47367011-11
NR2545--MA0089.1.MAFG::NFE2L1	chr11	76791446	76791451	+	0.000	0.000	Merged-chr11-76791431-20
NR3941--MA0659.1.MAFG	chr13	76129008	76129028	+	0.000	0.000	Merged-chr13-76128854-26
NR131--MA0591.1.Bach1::Mafk	chr1	36262318	36262332	+	0.000	0.000	Merged-chr1-36262219-41
NR5411--MA0591.1.Bach1::Mafk	chr15	93910415	93910429	+	0.000	0.000	Merged-chr15-93910453-15
NR14346--MA0591.1.Bach1::Mafk	chr9	62421237	62421251	+	0.000	0.000	Merged-chr9-62421317-30
NR1755--MA0495.2.MAFF	chr10	82778148	82778168	+	0.000	0.000	Merged-chr10-82778212-17
NR12222--MA0501.1.MAF::NFE2	chr6	122758922	122758936	-	0.000	0.000	Merged-chr6-122758915-39
NR7838--MA0591.1.Bach1::Mafk	chr2	69415263	69415277	+	0.000	0.000	Merged-chr2-69415236-25
NR2606--MA0591.1.Bach1::Mafk	chr11	88955443	88955457	-	0.000	0.000	Merged-chr11-88955371-64
NR4617--MA0089.1.MAFG::NFE2L1	chr14	55913539	55913544	+	0.000	0.000	Merged-chr14-55913661-13
NR5584--MA0591.1.Bach1::Mafk	chr16	24215443	24215457	+	0.000	0.000	Merged-chr16-24215617-40
NR5347--MA0591.1.Bach1::Mafk	chr15	81308191	81308205	-	0.000	0.000	Merged-chr15-81308219-24
NR6925--MA0591.1.Bach1::Mafk	chr18	65430699	65430713	-	0.000	0.000	Merged-chr18-65430843-87
NR8245--MA0089.1.MAFG::NFE2L1	chr2	121271577	121271582	+	0.000	0.000	Merged-chr2-121271299-80
NR1993--MA0089.1.MAFG::NFE2L1	chr10	117419039	117419044	+	0.000	0.000	Merged-chr10-117418980-24
NR12808--MA0495.2.MAFF	chr7	73517587	73517607	-	0.000	0.000	Merged-chr7-73517689-25
NR10077--MA0496.2.MAFK	chr4	88110179	88110197	+	0.000	0.000	Merged-chr4-88110065-14
NR7220--MA0501.1.MAF::NFE2	chr19	17124506	17124520	+	0.000	0.000	Merged-chr19-17124535-16
NR10812--MA0501.1.MAF::NFE2	chr5	38307974	38307988	-	0.000	0.000	Merged-chr5-38307807-52
NR2845--MA0495.2.MAFF	chr12	3740258	3740278	-	0.000	0.000	Merged-chr12-3740314-45
NR2630--MA0495.2.MAFF	chr11	94275920	94275940	+	0.000	0.000	Merged-chr11-94275707-70
NR6025--MA0501.1.MAF::NFE2	chr16	92620946	92620960	-	0.000	0.000	Merged-chr16-92621073-48
NR4428--MA0089.1.MAFG::NFE2L1	chr14	27341583	27341588	-	0.000	0.000	Merged-chr14-27341524-59
NR14809--MA0501.1.MAF::NFE2	chrX	7866000	7866014	+	0.000	0.000	Merged-chrX-7865862-63
NR8432--MA0089.1.MAFG::NFE2L1	chr2	147013119	147013124	-	0.000	0.000	Merged-chr2-147012981-151
NR10769--MA0089.1.MAFG::NFE2L1	chr5	31202360	31202365	+	0.000	0.000	Merged-chr5-31202256-62
NR7497--MA0496.2.MAFK	chr2	12406863	12406881	+	0.000	0.000	Merged-chr2-12406910-25
NR14242--MA0659.1.MAFG	chr9	43785161	43785181	-	0.000	0.000	Merged-chr9-43784994-20
NR13650--MA0591.1.Bach1::Mafk	chr8	75084004	75084018	-	0.000	0.000	Merged-chr8-75083999-30
NR13804--MA0495.2.MAFF	chr8	94186724	94186744	+	0.000	0.000	Merged-chr8-94186753-31
NR4140--MA0117.2.Mafb	chr13	107867073	107867084	+	0.000	0.000	Merged-chr13-107866970-30
NR3414--MA0591.1.Bach1::Mafk	chr12	112994427	112994441	-	0.000	0.000	Merged-chr12-112994371-22
NR6009--MA0089.1.MAFG::NFE2L1	chr16	90475859	90475864	+	0.000	0.000	Merged-chr16-90475942-51
NR6575--MA0089.1.MAFG::NFE2L1	chr17	84019063	84019068	+	0.000	0.000	Merged-chr17-84018962-14
NR266--MA0089.1.MAFG::NFE2L1	chr1	61203263	61203268	-	0.000	0.000	Merged-chr1-61203375-24
NR2456--MA0089.1.MAFG::NFE2L1	chr11	61647524	61647529	+	0.000	0.000	Merged-chr11-61647445-51
NR2285--MA0496.2.MAFK	chr11	32561586	32561604	+	0.000	0.000	Merged-chr11-32561785-56
NR5040--MA0089.1.MAFG::NFE2L1	chr15	8577694	8577699	+	0.000	0.000	Merged-chr15-8577774-16
NR7625--MA0659.1.MAFG	chr2	34938703	34938723	-	0.000	0.000	Merged-chr2-34938971-69
NR3395--MA0117.2.Mafb	chr12	111442335	111442346	+	0.000	0.000	Merged-chr12-111442481-10
NR9374--MA0089.1.MAFG::NFE2L1	chr3	116434961	116434966	+	0.000	0.000	Merged-chr3-116434903-21
NR2543--MA0089.1.MAFG::NFE2L1	chr11	76407202	76407207	-	0.000	0.000	Merged-chr11-76407006-51
NR1123--MA0089.1.MAFG::NFE2L1	chr1	183052857	183052862	+	0.000	0.000	Merged-chr1-183052837-15
NR4232--MA0496.2.MAFK	chr13	113322204	113322222	+	0.000	0.000	Merged-chr13-113322180-25
NR1305--MA0117.2.Mafb	chr10	8176513	8176524	+	0.000	0.000	Merged-chr10-8176500-34
NR12420--MA0501.1.MAF::NFE2	chr6	140817163	140817177	-	0.000	0.000	Merged-chr6-140817043-66
NR4457--MA0591.1.Bach1::Mafk	chr14	30574390	30574404	-	0.000	0.000	Merged-chr14-30574326-24
NR10642--MA0501.1.MAF::NFE2	chr5	8911721	8911735	-	0.000	0.000	Merged-chr5-8911732-25
NR6762--MA0089.1.MAFG::NFE2L1	chr18	34751628	34751633	+	0.000	0.000	Merged-chr18-34751743-52
NR10552--MA0089.1.MAFG::NFE2L1	chr4	149759588	149759593	+	0.000	0.000	Merged-chr4-149759725-31
NR1556--MA0659.1.MAFG	chr10	53346649	53346669	-	0.000	0.000	Merged-chr10-53346835-25
NR164--MA0089.1.MAFG::NFE2L1	chr1	40380387	40380392	+	0.000	0.000	Merged-chr1-40380538-51
NR12504--MA0495.2.MAFF	chr6	146516327	146516347	+	0.000	0.000	Merged-chr6-146516138-30
NR9216--MA0496.2.MAFK	chr3	95664228	95664246	+	0.000	0.000	Merged-chr3-95664146-32
NR8473--MA0501.1.MAF::NFE2	chr2	150582221	150582235	-	0.000	0.000	Merged-chr2-150582331-12
NR8343--MA0089.1.MAFG::NFE2L1	chr2	135891302	135891307	+	0.000	0.000	Merged-chr2-135891354-60
NR14973--MA0089.1.MAFG::NFE2L1	chrX	105926567	105926572	-	0.000	0.000	Merged-chrX-105926610-52
NR9272--MA0089.1.MAFG::NFE2L1	chr3	103802476	103802481	-	0.000	0.000	Merged-chr3-103802336-72
NR5651--MA0591.1.Bach1::Mafk	chr16	33769917	33769931	-	0.000	0.000	Merged-chr16-33769896-51
NR14482--MA0089.1.MAFG::NFE2L1	chr9	85328443	85328448	+	0.000	0.000	Merged-chr9-85328371-22
NR3702--MA0496.2.MAFK	chr13	37783913	37783931	+	0.000	0.000	Merged-chr13-37783892-22
NR5973--MA0591.1.Bach1::Mafk	chr16	87665449	87665463	-	0.000	0.000	Merged-chr16-87665627-46
NR6325--MA0659.1.MAFG	chr17	36042869	36042889	-	0.000	0.000	Merged-chr17-36042760-57
NR2846--MA0591.1.Bach1::Mafk	chr12	3740261	3740275	-	0.000	0.000	Merged-chr12-3740314-45
NR5028--MA0591.1.Bach1::Mafk	chr15	6555766	6555780	+	0.000	0.000	Merged-chr15-6555772-24
NR1323--MA0089.1.MAFG::NFE2L1	chr10	12823690	12823695	-	0.000	0.000	Merged-chr10-12823513-1
NR8266--MA0501.1.MAF::NFE2	chr2	125791849	125791863	+	0.000	0.000	Merged-chr2-125791694-59
NR2232--MA0501.1.MAF::NFE2	chr11	20565266	20565280	+	0.000	0.000	Merged-chr11-20565128-32
NR14343--MA0496.2.MAFK	chr9	61708040	61708058	+	0.000	0.000	Merged-chr9-61708026-57
NR7520--MA0501.1.MAF::NFE2	chr2	16568275	16568289	-	0.000	0.000	Merged-chr2-16568402-24
NR4712--MA0495.2.MAFF	chr14	71138225	71138245	+	0.000	0.000	Merged-chr14-71138006-34
NR264--MA0591.1.Bach1::Mafk	chr1	61039454	61039468	-	0.000	0.000	Merged-chr1-61039499-28
NR4904--MA0496.2.MAFK	chr14	105177468	105177486	-	0.000	0.000	Merged-chr14-105177397-2
NR11796--MA0089.1.MAFG::NFE2L1	chr6	65538444	65538449	-	0.000	0.000	Merged-chr6-65538516-95
NR11204--MA0495.2.MAFF	chr5	107646128	107646148	-	0.000	0.000	Merged-chr5-107646170-26
NR5065--MA0501.1.MAF::NFE2	chr15	18821595	18821609	-	0.000	0.000	Merged-chr15-18821535-37
NR13945--MA0501.1.MAF::NFE2	chr8	117033599	117033613	-	0.000	0.000	Merged-chr8-117033568-28
NR14390--MA0117.2.Mafb	chr9	72458453	72458464	-	0.000	0.000	Merged-chr9-72458451-18
NR13724--MA0495.2.MAFF	chr8	84825732	84825752	+	0.000	0.000	Merged-chr8-84825845-44
NR12246--MA0089.1.MAFG::NFE2L1	chr6	125483637	125483642	+	0.000	0.000	Merged-chr6-125483864-63
NR12506--MA0117.2.Mafb	chr6	146516336	146516347	-	0.000	0.000	Merged-chr6-146516138-30
NR5802--MA0495.2.MAFF	chr16	52879649	52879669	-	0.000	0.000	Merged-chr16-52879758-28
NR1504--MA0591.1.Bach1::Mafk	chr10	43998659	43998673	-	0.000	0.000	Merged-chr10-43998525-49
NR11392--MA0089.1.MAFG::NFE2L1	chr5	140871434	140871439	+	0.000	0.000	Merged-chr5-140871418-38
NR7940--MA0501.1.MAF::NFE2	chr2	84059439	84059453	-	0.000	0.000	Merged-chr2-84059493-47
NR5959--MA0089.1.MAFG::NFE2L1	chr16	84627234	84627239	+	0.000	0.000	Merged-chr16-84627265-6
NR3944--MA0496.2.MAFK	chr13	76129009	76129027	-	0.000	0.000	Merged-chr13-76128854-26
NR12824--MA0089.1.MAFG::NFE2L1	chr7	75600572	75600577	-	0.000	0.000	Merged-chr7-75600674-52
NR1677--MA0117.2.Mafb	chr10	75224007	75224018	+	0.000	0.000	Merged-chr10-75224198-14
NR13146--MA0496.2.MAFK	chr7	119861789	119861807	-	0.000	0.000	Merged-chr7-119861539-102
NR1465--MA0495.2.MAFF	chr10	39242118	39242138	-	0.000	0.000	Merged-chr10-39242080-33
NR2221--MA0659.1.MAFG	chr11	20107921	20107941	+	0.000	0.000	Merged-chr11-20107877-60
NR6599--MA0089.1.MAFG::NFE2L1	chr17	88123955	88123960	+	0.000	0.000	Merged-chr17-88123873-45
NR7909--MA0501.1.MAF::NFE2	chr2	80581101	80581115	+	0.000	0.000	Merged-chr2-80581097-101
NR1074--MA0501.1.MAF::NFE2	chr1	180313067	180313081	+	0.000	0.000	Merged-chr1-180313022-2
NR13948--MA0495.2.MAFF	chr8	117282680	117282700	-	0.000	0.000	Merged-chr8-117282585-94
NR3801--MA0501.1.MAF::NFE2	chr13	51849024	51849038	+	0.000	0.000	Merged-chr13-51849013-24
NR14034--MA0501.1.MAF::NFE2	chr8	126867736	126867750	+	0.000	0.000	Merged-chr8-126867742-65
NR3080--MA0496.2.MAFK	chr12	69458506	69458524	+	0.000	0.000	Merged-chr12-69458442-59
NR10292--MA0591.1.Bach1::Mafk	chr4	117682091	117682105	-	0.000	0.000	Merged-chr4-117682105-64
NR3306--MA0089.1.MAFG::NFE2L1	chr12	102652430	102652435	-	0.000	0.000	Merged-chr12-102652464-144
NR753--MA0089.1.MAFG::NFE2L1	chr1	136898486	136898491	-	0.000	0.000	Merged-chr1-136898317-25
NR262--MA0089.1.MAFG::NFE2L1	chr1	60937233	60937238	-	0.000	0.000	Merged-chr1-60937145-34
NR2555--MA0495.2.MAFF	chr11	79207637	79207657	-	0.000	0.000	Merged-chr11-79207824-18
NR5716--MA0591.1.Bach1::Mafk	chr16	43303491	43303505	-	0.000	0.000	Merged-chr16-43303663-37
NR6080--MA0089.1.MAFG::NFE2L1	chr16	95809371	95809376	-	0.000	0.000	Merged-chr16-95809247-50
NR8642--MA0495.2.MAFF	chr2	170126436	170126456	-	0.000	0.000	Merged-chr2-170126544-26
NR4599--MA0501.1.MAF::NFE2	chr14	54168970	54168984	-	0.000	0.000	Merged-chr14-54168999-35
NR3017--MA0089.1.MAFG::NFE2L1	chr12	51886617	51886622	-	0.000	0.000	Merged-chr12-51886578-29
NR8884--MA0501.1.MAF::NFE2	chr3	37292937	37292951	-	0.000	0.000	Merged-chr3-37292848-26
NR4322--MA0089.1.MAFG::NFE2L1	chr14	7964762	7964767	+	0.000	0.000	Merged-chr14-7964637-21
NR3092--MA0089.1.MAFG::NFE2L1	chr12	71015954	71015959	-	0.000	0.000	Merged-chr12-71015954-124
NR9372--MA0591.1.Bach1::Mafk	chr3	116024715	116024729	+	0.000	0.000	Merged-chr3-116024547-26
NR679--MA0089.1.MAFG::NFE2L1	chr1	127297096	127297101	-	0.000	0.000	Merged-chr1-127297024-52
NR2658--MA0501.1.MAF::NFE2	chr11	97703265	97703279	+	0.000	0.000	Merged-chr11-97703111-88
NR8279--MA0496.2.MAFK	chr2	128365991	128366009	-	0.000	0.000	Merged-chr2-128365920-27
NR3798--MA0089.1.MAFG::NFE2L1	chr13	51763435	51763440	-	0.000	0.000	Merged-chr13-51763503-22
NR6140--MA0495.2.MAFF	chr17	7931730	7931750	-	0.000	0.000	Merged-chr17-7931540-55
NR2557--MA0659.1.MAFG	chr11	79207637	79207657	-	0.000	0.000	Merged-chr11-79207824-18
NR4739--MA0591.1.Bach1::Mafk	chr14	73385223	73385237	+	0.000	0.000	Merged-chr14-73385032-86
NR10172--MA0089.1.MAFG::NFE2L1	chr4	102570410	102570415	+	0.000	0.000	Merged-chr4-102570527-87
NR7908--MA0591.1.Bach1::Mafk	chr2	80581098	80581112	+	0.000	0.000	Merged-chr2-80581097-101
NR275--MA0089.1.MAFG::NFE2L1	chr1	63730649	63730654	-	0.000	0.000	Merged-chr1-63730554-61
NR8852--MA0496.2.MAFK	chr3	28236950	28236968	-	0.000	0.000	Merged-chr3-28236857-20
NR360--MA0117.2.Mafb	chr1	78591382	78591393	+	0.000	0.000	Merged-chr1-78591432-38
NR9369--MA0496.2.MAFK	chr3	115731078	115731096	-	0.000	0.000	Merged-chr3-115730795-45
NR2350--MA0089.1.MAFG::NFE2L1	chr11	46127855	46127860	+	0.000	0.000	Merged-chr11-46127766-5
NR7538--MA0089.1.MAFG::NFE2L1	chr2	18519387	18519392	-	0.000	0.000	Merged-chr2-18519177-24
NR5379--MA0089.1.MAFG::NFE2L1	chr15	86343119	86343124	-	0.000	0.000	Merged-chr15-86343141-51
NR15042--MA0659.1.MAFG	chrX	142792380	142792400	-	0.000	0.000	Merged-chrX-142792362-24
NR5822--MA0117.2.Mafb	chr16	57501045	57501056	+	0.000	0.000	Merged-chr16-57500995-13
NR1609--MA0501.1.MAF::NFE2	chr10	61382606	61382620	-	0.000	0.000	Merged-chr10-61382638-8
NR6205--MA0089.1.MAFG::NFE2L1	chr17	22866544	22866549	-	0.000	0.000	Merged-chr17-22866822-95
NR7675--MA0117.2.Mafb	chr2	45833522	45833533	+	0.000	0.000	Merged-chr2-45833554-4
NR2378--MA0591.1.Bach1::Mafk	chr11	51688766	51688780	-	0.000	0.000	Merged-chr11-51688854-65
NR5126--MA0496.2.MAFK	chr15	38470738	38470756	+	0.000	0.000	Merged-chr15-38470739-79
NR1367--MA0495.2.MAFF	chr10	19104809	19104829	-	0.000	0.000	Merged-chr10-19104955-55
NR11101--MA0496.2.MAFK	chr5	98016906	98016924	-	0.000	0.000	Merged-chr5-98016849-63
NR6030--MA0117.2.Mafb	chr16	92944076	92944087	-	0.000	0.000	Merged-chr16-92944045-14
NR4146--MA0089.1.MAFG::NFE2L1	chr13	108426544	108426549	-	0.000	0.000	Merged-chr13-108426538-45
NR5722--MA0495.2.MAFF	chr16	43664477	43664497	+	0.000	0.000	Merged-chr16-43664461-91
NR1079--MA0591.1.Bach1::Mafk	chr1	180403757	180403771	-	0.000	0.000	Merged-chr1-180403715-60
NR10487--MA0089.1.MAFG::NFE2L1	chr4	145312520	145312525	-	0.000	0.000	Merged-chr4-145312696-44
NR9949--MA0117.2.Mafb	chr4	57731337	57731348	+	0.000	0.000	Merged-chr4-57731162-88
NR12104--MA0659.1.MAFG	chr6	113661267	113661287	-	0.000	0.000	Merged-chr6-113661383-125
NR7638--MA0089.1.MAFG::NFE2L1	chr2	37565818	37565823	+	0.000	0.000	Merged-chr2-37565860-32
NR5285--MA0117.2.Mafb	chr15	73599563	73599574	+	0.000	0.000	Merged-chr15-73599756-21
NR2289--MA0089.1.MAFG::NFE2L1	chr11	33939666	33939671	-	0.000	0.000	Merged-chr11-33939802-1
NR12613--MA0591.1.Bach1::Mafk	chr7	24082177	24082191	-	0.000	0.000	Merged-chr7-24082240-79
NR11313--MA0089.1.MAFG::NFE2L1	chr5	125433880	125433885	-	0.000	0.000	Merged-chr5-125434117-50
NR1245--MA0089.1.MAFG::NFE2L1	chr1	192092710	192092715	-	0.000	0.000	Merged-chr1-192092599-105
NR6328--MA0496.2.MAFK	chr17	36042870	36042888	-	0.000	0.000	Merged-chr17-36042760-57
NR12574--MA0659.1.MAFG	chr7	16057370	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR10397--MA0495.2.MAFF	chr4	132976613	132976633	+	0.000	0.000	Merged-chr4-132976882-43
NR6234--MA0496.2.MAFK	chr17	26572480	26572498	-	0.000	0.000	Merged-chr17-26572396-49
NR5464--MA0089.1.MAFG::NFE2L1	chr15	101147271	101147276	-	0.000	0.000	Merged-chr15-101147362-18
NR8416--MA0117.2.Mafb	chr2	145903139	145903150	+	0.000	0.000	Merged-chr2-145903332-51
NR2841--MA0501.1.MAF::NFE2	chr12	3283079	3283093	+	0.000	0.000	Merged-chr12-3283135-27
NR8846--MA0591.1.Bach1::Mafk	chr3	28236952	28236966	-	0.000	0.000	Merged-chr3-28236857-20
NR6901--MA0496.2.MAFK	chr18	62921995	62922013	-	0.000	0.000	Merged-chr18-62921831-1
NR11160--MA0495.2.MAFF	chr5	103817972	103817992	-	0.000	0.000	Merged-chr5-103817975-33
NR7611--MA0591.1.Bach1::Mafk	chr2	32921203	32921217	+	0.000	0.000	Merged-chr2-32921398-14
NR2452--MA0496.2.MAFK	chr11	60935532	60935550	+	0.000	0.000	Merged-chr11-60935533-50
NR14314--MA0089.1.MAFG::NFE2L1	chr9	54612918	54612923	-	0.000	0.000	Merged-chr9-54612864-43
NR10385--MA0089.1.MAFG::NFE2L1	chr4	130899965	130899970	-	0.000	0.000	Merged-chr4-130900085-53
NR5998--MA0501.1.MAF::NFE2	chr16	89974505	89974519	-	0.000	0.000	Merged-chr16-89974505-28
NR14880--MA0089.1.MAFG::NFE2L1	chrX	57337075	57337080	+	0.000	0.000	Merged-chrX-57337198-20
NR12763--MA0501.1.MAF::NFE2	chr7	58758567	58758581	-	0.000	0.000	Merged-chr7-58758564-8
NR5551--MA0089.1.MAFG::NFE2L1	chr16	22387806	22387811	+	0.000	0.000	Merged-chr16-22387915-21
NR13109--MA0089.1.MAFG::NFE2L1	chr7	116459351	116459356	+	0.000	0.000	Merged-chr7-116459256-35
NR8089--MA0089.1.MAFG::NFE2L1	chr2	112367900	112367905	-	0.000	0.000	Merged-chr2-112367834-78
NR13646--MA0117.2.Mafb	chr8	75083944	75083955	+	0.000	0.000	Merged-chr8-75083999-30
NR8764--MA0501.1.MAF::NFE2	chr2	180822559	180822573	+	0.000	0.000	Merged-chr2-180822678-8
NR14334--MA0591.1.Bach1::Mafk	chr9	60991739	60991753	-	0.000	0.000	Merged-chr9-60991715-48
NR1698--MA0501.1.MAF::NFE2	chr10	77531234	77531248	+	0.000	0.000	Merged-chr10-77531233-16
NR6035--MA0501.1.MAF::NFE2	chr16	92944073	92944087	+	0.000	0.000	Merged-chr16-92944045-14
NR2778--MA0089.1.MAFG::NFE2L1	chr11	113061089	113061094	+	0.000	0.000	Merged-chr11-113061164-13
NR1859--MA0501.1.MAF::NFE2	chr10	94021247	94021261	-	0.000	0.000	Merged-chr10-94021256-59
NR13617--MA0496.2.MAFK	chr8	72285428	72285446	+	0.000	0.000	Merged-chr8-72285397-19
NR6029--MA0495.2.MAFF	chr16	92944067	92944087	-	0.000	0.000	Merged-chr16-92944045-14
NR7504--MA0591.1.Bach1::Mafk	chr2	13718963	13718977	+	0.000	0.000	Merged-chr2-13718816-55
NR5724--MA0501.1.MAF::NFE2	chr16	43664477	43664491	-	0.000	0.000	Merged-chr16-43664461-91
NR8767--MA0089.1.MAFG::NFE2L1	chr2	181681029	181681034	-	0.000	0.000	Merged-chr2-181680994-14
NR2224--MA0496.2.MAFK	chr11	20107922	20107940	+	0.000	0.000	Merged-chr11-20107877-60
NR1620--MA0659.1.MAFG	chr10	63175222	63175242	-	0.000	0.000	Merged-chr10-63175316-22
NR6442--MA0591.1.Bach1::Mafk	chr17	64601368	64601382	-	0.000	0.000	Merged-chr17-64601230-174
NR213--MA0501.1.MAF::NFE2	chr1	52100694	52100708	-	0.000	0.000	Merged-chr1-52100715-41
NR15067--MA0089.1.MAFG::NFE2L1	chrX	159257272	159257277	+	0.000	0.000	Merged-chrX-159257265-34
NR2402--MA0591.1.Bach1::Mafk	chr11	54017771	54017785	-	0.000	0.000	Merged-chr11-54017821-14
NR10424--MA0591.1.Bach1::Mafk	chr4	135240430	135240444	-	0.000	0.000	Merged-chr4-135240576-11
NR4552--MA0591.1.Bach1::Mafk	chr14	46578217	46578231	-	0.000	0.000	Merged-chr14-46578431-37
NR7245--MA0089.1.MAFG::NFE2L1	chr19	21144872	21144877	-	0.000	0.000	Merged-chr19-21144812-47
NR12831--MA0089.1.MAFG::NFE2L1	chr7	75788632	75788637	+	0.000	0.000	Merged-chr7-75788525-69
NR12896--MA0591.1.Bach1::Mafk	chr7	88277952	88277966	-	0.000	0.000	Merged-chr7-88277726-133
NR3704--MA0089.1.MAFG::NFE2L1	chr13	37793011	37793016	-	0.000	0.000	Merged-chr13-37793215-44
NR11938--MA0591.1.Bach1::Mafk	chr6	87503117	87503131	-	0.000	0.000	Merged-chr6-87503108-103
NR14325--MA0089.1.MAFG::NFE2L1	chr9	57577549	57577554	-	0.000	0.000	Merged-chr9-57577523-17
NR7332--MA0089.1.MAFG::NFE2L1	chr19	41366698	41366703	-	0.000	0.000	Merged-chr19-41366765-21
NR1747--MA0591.1.Bach1::Mafk	chr10	81407753	81407767	+	0.000	0.000	Merged-chr10-81407786-38
NR14978--MA0117.2.Mafb	chrX	109119933	109119944	-	0.000	0.000	Merged-chrX-109119988-23
NR4633--MA0089.1.MAFG::NFE2L1	chr14	59397162	59397167	+	0.000	0.000	Merged-chr14-59397210-50
NR12438--MA0496.2.MAFK	chr6	142884194	142884212	+	0.000	0.000	Merged-chr6-142884312-23
NR2850--MA0089.1.MAFG::NFE2L1	chr12	3745872	3745877	-	0.000	0.000	Merged-chr12-3745858-43
NR12188--MA0591.1.Bach1::Mafk	chr6	120037231	120037245	-	0.000	0.000	Merged-chr6-120037212-39
NR10095--MA0659.1.MAFG	chr4	89351107	89351127	-	0.000	0.000	Merged-chr4-89351221-94
NR4657--MA0117.2.Mafb	chr14	63194859	63194870	+	0.000	0.000	Merged-chr14-63194714-49
NR11292--MA0117.2.Mafb	chr5	120697034	120697045	-	0.000	0.000	Merged-chr5-120697061-40
NR4230--MA0495.2.MAFF	chr13	113322203	113322223	+	0.000	0.000	Merged-chr13-113322180-25
NR7490--MA0496.2.MAFK	chr2	11497009	11497027	-	0.000	0.000	Merged-chr2-11496832-15
NR10639--MA0591.1.Bach1::Mafk	chr5	8798566	8798580	+	0.000	0.000	Merged-chr5-8798453-77
NR1918--MA0496.2.MAFK	chr10	99459978	99459996	-	0.000	0.000	Merged-chr10-99459996-60
NR6604--MA0117.2.Mafb	chr17	88379294	88379305	+	0.000	0.000	Merged-chr17-88379493-23
NR13397--MA0089.1.MAFG::NFE2L1	chr8	11452691	11452696	-	0.000	0.000	Merged-chr8-11452787-41
NR12810--MA0591.1.Bach1::Mafk	chr7	73517590	73517604	+	0.000	0.000	Merged-chr7-73517689-25
NR471--MA0089.1.MAFG::NFE2L1	chr1	91056680	91056685	-	0.000	0.000	Merged-chr1-91056498-40
NR3800--MA0117.2.Mafb	chr13	51849027	51849038	-	0.000	0.000	Merged-chr13-51849013-24
NR10641--MA0591.1.Bach1::Mafk	chr5	8911724	8911738	-	0.000	0.000	Merged-chr5-8911732-25
NR4646--MA0089.1.MAFG::NFE2L1	chr14	61698881	61698886	-	0.000	0.000	Merged-chr14-61698789-31
