#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR14369--MA0493.1.Klf1	chr12	112699400	112699410	+	0.000	0.000	Merged-chr12-112699364-12
NR20071--MA0493.1.Klf1	chr15	27630742	27630752	-	0.000	0.000	Merged-chr15-27630655-61
NR56535--MA0742.1.Klf12	chr7	141221720	141221734	+	0.000	0.000	Merged-chr7-141221917-47
NR61828--MA1107.1.KLF9	chr9	72962112	72962124	+	0.000	0.000	Merged-chr9-72962077-55
NR25027--MA0039.3.KLF4	chr17	17609896	17609906	+	0.000	0.000	Merged-chr17-17609984-33
NR24636--MA1107.1.KLF9	chr17	5402808	5402820	+	0.000	0.000	Merged-chr17-5402492-35
NR38915--MA0599.1.KLF5	chr3	135307604	135307613	+	0.000	0.000	Merged-chr3-135307763-66
NR8640--MA0493.1.Klf1	chr11	49204047	49204057	+	0.000	0.000	Merged-chr11-49204089-8
NR60784--MA0599.1.KLF5	chr9	37420843	37420852	+	0.000	0.000	Merged-chr9-37420944-37
NR46057--MA0742.1.Klf12	chr5	110343021	110343035	-	0.000	0.000	Merged-chr5-110342964-29
NR59976--MA0599.1.KLF5	chr8	123805951	123805960	+	0.000	0.000	Merged-chr8-123805891-37
NR5850--MA0599.1.KLF5	chr10	79959935	79959944	+	0.000	0.000	Merged-chr10-79960055-51
NR42772--MA1107.1.KLF9	chr4	138262483	138262495	+	0.000	0.000	Merged-chr4-138262353-56
NR62825--MA0599.1.KLF5	chr9	108104924	108104933	+	0.000	0.000	Merged-chr9-108105008-23
NR34260--MA0599.1.KLF5	chr2	131820506	131820515	+	0.000	0.000	Merged-chr2-131820410-33
NR52135--MA0740.1.KLF14	chr6	148896262	148896275	+	0.000	0.000	Merged-chr6-148896090-83
NR36516--MA0599.1.KLF5	chr3	31145841	31145850	+	0.000	0.000	Merged-chr3-31145985-42
NR21008--MA0740.1.KLF14	chr15	77929095	77929108	-	0.000	0.000	Merged-chr15-77929047-54
NR9418--MA0657.1.KLF13	chr11	70239862	70239879	-	0.000	0.000	Merged-chr11-70239985-43
NR54652--MA0599.1.KLF5	chr7	97842918	97842927	+	0.000	0.000	Merged-chr7-97843006-38
NR37932--MA0493.1.Klf1	chr3	103809467	103809477	-	0.000	0.000	Merged-chr3-103809484-100
NR62610--MA0599.1.KLF5	chr9	104263004	104263013	+	0.000	0.000	Merged-chr9-104262960-58
NR5093--MA0740.1.KLF14	chr10	60219060	60219073	-	0.000	0.000	Merged-chr10-60218955-29
NR5240--MA0741.1.KLF16	chr10	62980161	62980171	-	0.000	0.000	Merged-chr10-62980361-90
NR45066--MA0741.1.KLF16	chr5	67427546	67427556	+	0.000	0.000	Merged-chr5-67427515-71
NR14112--MA0740.1.KLF14	chr12	108275631	108275644	-	0.000	0.000	Merged-chr12-108275445-64
NR35882--MA0493.1.Klf1	chr2	172440457	172440467	+	0.000	0.000	Merged-chr2-172440509-70
NR6222--MA0039.3.KLF4	chr10	82764149	82764159	+	0.000	0.000	Merged-chr10-82763957-77
NR12974--MA0741.1.KLF16	chr12	69461955	69461965	+	0.000	0.000	Merged-chr12-69461998-25
NR19462--MA0742.1.Klf12	chr14	115092199	115092213	-	0.000	0.000	Merged-chr14-115092344-57
NR35739--MA0493.1.Klf1	chr2	170131298	170131308	+	0.000	0.000	Merged-chr2-170131188-85
NR55034--MA0493.1.Klf1	chr7	107708923	107708933	-	0.000	0.000	Merged-chr7-107708862-18
NR17790--MA1107.1.KLF9	chr14	30014619	30014631	-	0.000	0.000	Merged-chr14-30014704-42
NR22603--MA0742.1.Klf12	chr16	5352364	5352378	-	0.000	0.000	Merged-chr16-5352310-61
NR8163--MA0742.1.Klf12	chr11	20332750	20332764	-	0.000	0.000	Merged-chr11-20332805-89
NR39099--MA0039.3.KLF4	chr3	142562829	142562839	-	0.000	0.000	Merged-chr3-142562665-31
NR46666--MA1107.1.KLF9	chr5	121848900	121848912	-	0.000	0.000	Merged-chr5-121848925-46
NR54624--MA1107.1.KLF9	chr7	97332371	97332383	-	0.000	0.000	Merged-chr7-97332491-89
NR50870--MA0599.1.KLF5	chr6	122801611	122801620	+	0.000	0.000	Merged-chr6-122801699-111
NR35783--MA1107.1.KLF9	chr2	170322340	170322352	+	0.000	0.000	Merged-chr2-170322190-22
NR17432--MA1107.1.KLF9	chr14	7914163	7914175	-	0.000	0.000	Merged-chr14-7914040-29
NR8705--MA0742.1.Klf12	chr11	50422165	50422179	+	0.000	0.000	Merged-chr11-50422088-24
NR54067--MA0740.1.KLF14	chr7	67222462	67222475	+	0.000	0.000	Merged-chr7-67222582-57
NR26078--MA0741.1.KLF16	chr17	37046869	37046879	+	0.000	0.000	Merged-chr17-37046853-1
NR44953--MA0599.1.KLF5	chr5	65335688	65335697	+	0.000	0.000	Merged-chr5-65335662-66
NR28100--MA1107.1.KLF9	chr18	40219431	40219443	-	0.000	0.000	Merged-chr18-40219391-58
NR9247--MA0740.1.KLF14	chr11	67025085	67025098	+	0.000	0.000	Merged-chr11-67025090-52
NR29312--MA0599.1.KLF5	chr18	89681273	89681282	+	0.000	0.000	Merged-chr18-89681137-4
NR38699--MA1107.1.KLF9	chr3	129879503	129879515	-	0.000	0.000	Merged-chr3-129879420-1
NR60346--MA0741.1.KLF16	chr9	15550946	15550956	-	0.000	0.000	Merged-chr9-15550755-58
NR16594--MA0599.1.KLF5	chr13	101696938	101696947	+	0.000	0.000	Merged-chr13-101697011-15
NR56012--MA0493.1.Klf1	chr7	131362779	131362789	+	0.000	0.000	Merged-chr7-131362849-81
NR10273--MA1107.1.KLF9	chr11	89024212	89024224	+	0.000	0.000	Merged-chr11-89024298-29
NR37982--MA0741.1.KLF16	chr3	104784314	104784324	-	0.000	0.000	Merged-chr3-104784379-10
NR59882--MA0599.1.KLF5	chr8	123102579	123102588	-	0.000	0.000	Merged-chr8-123102459-53
NR29857--MA1107.1.KLF9	chr19	14286615	14286627	+	0.000	0.000	Merged-chr19-14286604-14
NR21873--MA0742.1.Klf12	chr15	94589884	94589898	+	0.000	0.000	Merged-chr15-94589770-65
NR50718--MA0599.1.KLF5	chr6	118479353	118479362	+	0.000	0.000	Merged-chr6-118479300-37
NR24123--MA0657.1.KLF13	chr16	90220987	90221004	+	0.000	0.000	Merged-chr16-90220998-103
NR5763--MA0741.1.KLF16	chr10	79555041	79555051	-	0.000	0.000	Merged-chr10-79554930-87
NR55521--MA0657.1.KLF13	chr7	120670338	120670355	-	0.000	0.000	Merged-chr7-120670406-25
NR40226--MA0493.1.Klf1	chr4	41503180	41503190	+	0.000	0.000	Merged-chr4-41503192-32
NR33160--MA1107.1.KLF9	chr2	91078526	91078538	-	0.000	0.000	Merged-chr2-91078502-21
NR25069--MA0599.1.KLF5	chr17	21450267	21450276	-	0.000	0.000	Merged-chr17-21450307-86
NR40011--MA0493.1.Klf1	chr4	26346904	26346914	-	0.000	0.000	Merged-chr4-26346644-81
NR25077--MA0740.1.KLF14	chr17	21535506	21535519	-	0.000	0.000	Merged-chr17-21535383-93
NR12479--MA0740.1.KLF14	chr12	31567823	31567836	+	0.000	0.000	Merged-chr12-31567847-31
NR1261--MA0741.1.KLF16	chr1	86434476	86434486	+	0.000	0.000	Merged-chr1-86434514-65
NR8529--MA0599.1.KLF5	chr11	44489319	44489328	-	0.000	0.000	Merged-chr11-44489355-8
NR25530--MA0599.1.KLF5	chr17	28523238	28523247	+	0.000	0.000	Merged-chr17-28522997-85
NR48702--MA0039.3.KLF4	chr6	29517187	29517197	+	0.000	0.000	Merged-chr6-29517345-20
NR31304--MA0599.1.KLF5	chr2	12924011	12924020	-	0.000	0.000	Merged-chr2-12924162-70
NR8686--MA0742.1.Klf12	chr11	50225320	50225334	+	0.000	0.000	Merged-chr11-50225207-103
NR36142--MA0741.1.KLF16	chr2	179976742	179976752	-	0.000	0.000	Merged-chr2-179976685-93
NR36981--MA0740.1.KLF14	chr3	65974830	65974843	+	0.000	0.000	Merged-chr3-65974924-71
NR8653--MA1107.1.KLF9	chr11	49266599	49266611	+	0.000	0.000	Merged-chr11-49266442-28
NR40476--MA1107.1.KLF9	chr4	46138443	46138455	+	0.000	0.000	Merged-chr4-46138589-84
NR13337--MA0741.1.KLF16	chr12	84114224	84114234	-	0.000	0.000	Merged-chr12-84114389-28
NR41688--MA0599.1.KLF5	chr4	119232897	119232906	-	0.000	0.000	Merged-chr4-119232903-70
NR21081--MA0599.1.KLF5	chr15	78947795	78947804	+	0.000	0.000	Merged-chr15-78947844-18
NR32926--MA0493.1.Klf1	chr2	77176493	77176503	+	0.000	0.000	Merged-chr2-77176488-48
NR16208--MA1107.1.KLF9	chr13	83518395	83518407	+	0.000	0.000	Merged-chr13-83518348-35
NR13933--MA0657.1.KLF13	chr12	106010092	106010109	+	0.000	0.000	Merged-chr12-106010348-78
NR24888--MA0599.1.KLF5	chr17	12318853	12318862	-	0.000	0.000	Merged-chr17-12318588-111
NR32846--MA0599.1.KLF5	chr2	75563648	75563657	+	0.000	0.000	Merged-chr2-75563664-35
NR4184--MA0742.1.Klf12	chr10	4632524	4632538	-	0.000	0.000	Merged-chr10-4632472-72
NR2092--MA0657.1.KLF13	chr1	134344788	134344805	+	0.000	0.000	Merged-chr1-134344743-32
NR2038--MA0741.1.KLF16	chr1	133053260	133053270	+	0.000	0.000	Merged-chr1-133053249-27
NR19310--MA0741.1.KLF16	chr14	102811714	102811724	-	0.000	0.000	Merged-chr14-102811644-20
NR11252--MA0742.1.Klf12	chr11	109795779	109795793	+	0.000	0.000	Merged-chr11-109795834-8
NR47863--MA0742.1.Klf12	chr5	142551098	142551112	-	0.000	0.000	Merged-chr5-142551043-31
NR7796--MA1107.1.KLF9	chr10	128940562	128940574	-	0.000	0.000	Merged-chr10-128940717-41
NR29424--MA0599.1.KLF5	chr19	4214534	4214543	+	0.000	0.000	Merged-chr19-4214536-81
NR12220--MA1107.1.KLF9	chr12	11281787	11281799	-	0.000	0.000	Merged-chr12-11281796-7
NR22345--MA0493.1.Klf1	chr15	102107328	102107338	-	0.000	0.000	Merged-chr15-102107251-9
NR2409--MA0039.3.KLF4	chr1	151236860	151236870	+	0.000	0.000	Merged-chr1-151236737-36
NR17097--MA0493.1.Klf1	chr13	113031864	113031874	-	0.000	0.000	Merged-chr13-113031920-44
NR11597--MA0599.1.KLF5	chr11	116138899	116138908	+	0.000	0.000	Merged-chr11-116138884-66
NR36614--MA0493.1.Klf1	chr3	37387237	37387247	+	0.000	0.000	Merged-chr3-37387338-33
NR53673--MA1107.1.KLF9	chr7	45704782	45704794	+	0.000	0.000	Merged-chr7-45704993-60
NR10928--MA0599.1.KLF5	chr11	102097170	102097179	+	0.000	0.000	Merged-chr11-102097167-18
NR15745--MA0741.1.KLF16	chr13	59557399	59557409	-	0.000	0.000	Merged-chr13-59557232-89
NR35322--MA1107.1.KLF9	chr2	163472701	163472713	-	0.000	0.000	Merged-chr2-163472521-59
NR42657--MA0599.1.KLF5	chr4	136206315	136206324	-	0.000	0.000	Merged-chr4-136206356-47
NR16348--MA0599.1.KLF5	chr13	92611079	92611088	-	0.000	0.000	Merged-chr13-92610910-95
NR53879--MA1107.1.KLF9	chr7	52006260	52006272	+	0.000	0.000	Merged-chr7-52006054-77
NR36936--MA0741.1.KLF16	chr3	62338940	62338950	-	0.000	0.000	Merged-chr3-62339060-22
NR31723--MA0741.1.KLF16	chr2	30133825	30133835	-	0.000	0.000	Merged-chr2-30133753-51
NR18499--MA0740.1.KLF14	chr14	61427372	61427385	+	0.000	0.000	Merged-chr14-61427434-25
NR37194--MA0599.1.KLF5	chr3	84345600	84345609	+	0.000	0.000	Merged-chr3-84345416-77
NR3675--MA0599.1.KLF5	chr1	185204126	185204135	+	0.000	0.000	Merged-chr1-185204112-85
NR12655--MA0493.1.Klf1	chr12	41494840	41494850	-	0.000	0.000	Merged-chr12-41494873-26
NR59084--MA1107.1.KLF9	chr8	106687810	106687822	-	0.000	0.000	Merged-chr8-106687705-18
NR41747--MA0742.1.Klf12	chr4	120731128	120731142	-	0.000	0.000	Merged-chr4-120731377-66
NR52332--MA0039.3.KLF4	chr7	6383306	6383316	-	0.000	0.000	Merged-chr7-6383352-66
NR20533--MA0599.1.KLF5	chr15	59596760	59596769	+	0.000	0.000	Merged-chr15-59596634-94
NR9049--MA0742.1.Klf12	chr11	59653098	59653112	-	0.000	0.000	Merged-chr11-59653137-15
NR32434--MA0741.1.KLF16	chr2	59882610	59882620	-	0.000	0.000	Merged-chr2-59882495-61
NR26915--MA0493.1.Klf1	chr17	73107992	73108002	-	0.000	0.000	Merged-chr17-73108005-72
NR32752--MA0599.1.KLF5	chr2	73054301	73054310	+	0.000	0.000	Merged-chr2-73054280-15
NR53625--MA0741.1.KLF16	chr7	45239137	45239147	+	0.000	0.000	Merged-chr7-45239039-65
NR37718--MA0599.1.KLF5	chr3	97124356	97124365	-	0.000	0.000	Merged-chr3-97124449-32
NR14740--MA1107.1.KLF9	chr13	13584439	13584451	+	0.000	0.000	Merged-chr13-13584460-6
NR3441--MA1107.1.KLF9	chr1	180484008	180484020	+	0.000	0.000	Merged-chr1-180484030-25
NR17850--MA0740.1.KLF14	chr14	31641003	31641016	-	0.000	0.000	Merged-chr14-31640983-59
NR25062--MA0741.1.KLF16	chr17	21383736	21383746	-	0.000	0.000	Merged-chr17-21383828-70
NR3321--MA0741.1.KLF16	chr1	178336488	178336498	+	0.000	0.000	Merged-chr1-178336524-15
NR30722--MA0740.1.KLF14	chr19	54107707	54107720	-	0.000	0.000	Merged-chr19-54107722-12
NR33860--MA0741.1.KLF16	chr2	121442639	121442649	+	0.000	0.000	Merged-chr2-121442652-51
NR1370--MA0741.1.KLF16	chr1	89096707	89096717	+	0.000	0.000	Merged-chr1-89096601-1
NR13839--MA0493.1.Klf1	chr12	103443674	103443684	-	0.000	0.000	Merged-chr12-103443723-55
NR27495--MA0599.1.KLF5	chr17	88042686	88042695	+	0.000	0.000	Merged-chr17-88042729-54
NR22759--MA0742.1.Klf12	chr16	13668052	13668066	+	0.000	0.000	Merged-chr16-13668016-53
NR64123--MA0599.1.KLF5	chrX	38635150	38635159	-	0.000	0.000	Merged-chrX-38635204-84
NR64609--MA0741.1.KLF16	chrX	103695610	103695620	-	0.000	0.000	Merged-chrX-103695530-55
NR53526--MA0493.1.Klf1	chr7	43894819	43894829	+	0.000	0.000	Merged-chr7-43894981-37
NR32939--MA1107.1.KLF9	chr2	77249873	77249885	+	0.000	0.000	Merged-chr2-77250040-39
NR18653--MA0599.1.KLF5	chr14	65593183	65593192	-	0.000	0.000	Merged-chr14-65593052-55
NR31975--MA0741.1.KLF16	chr2	33203539	33203549	-	0.000	0.000	Merged-chr2-33203595-17
NR41706--MA0740.1.KLF14	chr4	119733772	119733785	-	0.000	0.000	Merged-chr4-119733692-69
NR62658--MA0741.1.KLF16	chr9	106160136	106160146	-	0.000	0.000	Merged-chr9-106160171-45
NR15863--MA0742.1.Klf12	chr13	64432306	64432320	+	0.000	0.000	Merged-chr13-64432516-70
NR64329--MA0599.1.KLF5	chrX	71492650	71492659	-	0.000	0.000	Merged-chrX-71492883-59
NR52500--MA0741.1.KLF16	chr7	17051267	17051277	-	0.000	0.000	Merged-chr7-17051285-27
NR20048--MA0039.3.KLF4	chr15	25692838	25692848	-	0.000	0.000	Merged-chr15-25692698-43
NR34810--MA0740.1.KLF14	chr2	151702483	151702496	-	0.000	0.000	Merged-chr2-151702413-39
NR11494--MA0599.1.KLF5	chr11	115163296	115163305	+	0.000	0.000	Merged-chr11-115163381-73
NR39547--MA0740.1.KLF14	chr3	152943213	152943226	+	0.000	0.000	Merged-chr3-152943273-41
NR57508--MA0741.1.KLF16	chr8	47714196	47714206	-	0.000	0.000	Merged-chr8-47714007-130
NR30325--MA1107.1.KLF9	chr19	41317864	41317876	-	0.000	0.000	Merged-chr19-41317870-18
NR49447--MA0742.1.Klf12	chr6	66313066	66313080	+	0.000	0.000	Merged-chr6-66313006-24
NR19214--MA0741.1.KLF16	chr14	99099847	99099857	-	0.000	0.000	Merged-chr14-99099807-63
NR16098--MA0742.1.Klf12	chr13	75825580	75825594	+	0.000	0.000	Merged-chr13-75825658-70
NR27741--MA0741.1.KLF16	chr18	23843571	23843581	+	0.000	0.000	Merged-chr18-23843567-42
NR48189--MA0599.1.KLF5	chr5	148311021	148311030	-	0.000	0.000	Merged-chr5-148311012-55
NR32654--MA0740.1.KLF14	chr2	70838775	70838788	+	0.000	0.000	Merged-chr2-70838733-21
NR32052--MA0039.3.KLF4	chr2	34790555	34790565	+	0.000	0.000	Merged-chr2-34790571-52
NR9963--MA0493.1.Klf1	chr11	80262719	80262729	-	0.000	0.000	Merged-chr11-80262674-5
NR45940--MA0599.1.KLF5	chr5	107295357	107295366	+	0.000	0.000	Merged-chr5-107295347-25
NR8786--MA0741.1.KLF16	chr11	53299627	53299637	+	0.000	0.000	Merged-chr11-53299782-7
NR61262--MA0741.1.KLF16	chr9	55938129	55938139	-	0.000	0.000	Merged-chr9-55938219-68
NR43399--MA0741.1.KLF16	chr4	149989070	149989080	-	0.000	0.000	Merged-chr4-149989064-38
NR1243--MA0039.3.KLF4	chr1	85763464	85763474	+	0.000	0.000	Merged-chr1-85763508-29
NR53006--MA0741.1.KLF16	chr7	28467705	28467715	-	0.000	0.000	Merged-chr7-28467544-14
NR559--MA0741.1.KLF16	chr1	44101583	44101593	+	0.000	0.000	Merged-chr1-44101717-6
NR30731--MA0657.1.KLF13	chr19	54115019	54115036	-	0.000	0.000	Merged-chr19-54115142-50
NR32934--MA0039.3.KLF4	chr2	77249875	77249885	+	0.000	0.000	Merged-chr2-77250040-39
NR64763--MA0740.1.KLF14	chrX	136976961	136976974	+	0.000	0.000	Merged-chrX-136976953-62
NR41491--MA0599.1.KLF5	chr4	111414970	111414979	+	0.000	0.000	Merged-chr4-111415155-52
NR13032--MA0741.1.KLF16	chr12	71030419	71030429	+	0.000	0.000	Merged-chr12-71030638-56
NR46796--MA1107.1.KLF9	chr5	123512320	123512332	+	0.000	0.000	Merged-chr5-123512374-9
NR13303--MA0741.1.KLF16	chr12	82169642	82169652	+	0.000	0.000	Merged-chr12-82169653-106
NR36569--MA0741.1.KLF16	chr3	35754057	35754067	-	0.000	0.000	Merged-chr3-35754323-108
NR34219--MA1107.1.KLF9	chr2	130697025	130697037	-	0.000	0.000	Merged-chr2-130697222-68
NR41585--MA0742.1.Klf12	chr4	116464347	116464361	-	0.000	0.000	Merged-chr4-116464160-92
NR21354--MA0741.1.KLF16	chr15	83367399	83367409	+	0.000	0.000	Merged-chr15-83367311-32
NR62039--MA0741.1.KLF16	chr9	80313762	80313772	-	0.000	0.000	Merged-chr9-80313733-27
NR37615--MA0599.1.KLF5	chr3	95995979	95995988	+	0.000	0.000	Merged-chr3-95995992-42
NR7475--MA0599.1.KLF5	chr10	122097189	122097198	+	0.000	0.000	Merged-chr10-122097212-93
NR62878--MA0740.1.KLF14	chr9	108991779	108991792	-	0.000	0.000	Merged-chr9-108991792-53
NR53422--MA0039.3.KLF4	chr7	35992687	35992697	-	0.000	0.000	Merged-chr7-35992831-7
NR55751--MA0599.1.KLF5	chr7	126502410	126502419	+	0.000	0.000	Merged-chr7-126502342-39
NR21286--MA1107.1.KLF9	chr15	81968773	81968785	-	0.000	0.000	Merged-chr15-81968524-13
NR35216--MA0599.1.KLF5	chr2	160731190	160731199	-	0.000	0.000	Merged-chr2-160731143-4
NR60532--MA0740.1.KLF14	chr9	22156707	22156720	-	0.000	0.000	Merged-chr9-22156759-63
NR32543--MA0741.1.KLF16	chr2	65022880	65022890	-	0.000	0.000	Merged-chr2-65022793-47
NR47515--MA0493.1.Klf1	chr5	138161010	138161020	+	0.000	0.000	Merged-chr5-138161091-53
NR13726--MA0039.3.KLF4	chr12	100442282	100442292	+	0.000	0.000	Merged-chr12-100442312-6
NR63941--MA0741.1.KLF16	chrX	12062746	12062756	+	0.000	0.000	Merged-chrX-12062732-18
NR4216--MA0742.1.Klf12	chr10	7589676	7589690	-	0.000	0.000	Merged-chr10-7589879-63
NR19737--MA0741.1.KLF16	chr14	121731853	121731863	+	0.000	0.000	Merged-chr14-121731976-67
NR24878--MA1107.1.KLF9	chr17	12201296	12201308	-	0.000	0.000	Merged-chr17-12201252-1
NR63736--MA0741.1.KLF16	chr9	122805542	122805552	+	0.000	0.000	Merged-chr9-122805643-54
NR36838--MA0493.1.Klf1	chr3	54692674	54692684	+	0.000	0.000	Merged-chr3-54692822-61
NR37282--MA0039.3.KLF4	chr3	87906241	87906251	-	0.000	0.000	Merged-chr3-87906355-54
NR28665--MA0493.1.Klf1	chr18	67800045	67800055	+	0.000	0.000	Merged-chr18-67800270-84
NR13780--MA1107.1.KLF9	chr12	101015906	101015918	+	0.000	0.000	Merged-chr12-101016101-42
NR40141--MA0493.1.Klf1	chr4	40143382	40143392	+	0.000	0.000	Merged-chr4-40143231-72
NR27373--MA1107.1.KLF9	chr17	86353927	86353939	-	0.000	0.000	Merged-chr17-86353995-34
NR33147--MA1107.1.KLF9	chr2	91078500	91078512	-	0.000	0.000	Merged-chr2-91078502-21
NR8709--MA0741.1.KLF16	chr11	50422166	50422176	+	0.000	0.000	Merged-chr11-50422088-24
NR6487--MA0741.1.KLF16	chr10	91147394	91147404	-	0.000	0.000	Merged-chr10-91147290-5
NR49600--MA1107.1.KLF9	chr6	72552818	72552830	-	0.000	0.000	Merged-chr6-72552853-56
NR46362--MA0741.1.KLF16	chr5	114826424	114826434	+	0.000	0.000	Merged-chr5-114826460-42
NR43938--MA0039.3.KLF4	chr5	5420286	5420296	+	0.000	0.000	Merged-chr5-5420247-39
NR33888--MA0740.1.KLF14	chr2	122028499	122028512	+	0.000	0.000	Merged-chr2-122028535-87
NR106--MA0493.1.Klf1	chr1	14484702	14484712	-	0.000	0.000	Merged-chr1-14484636-21
NR30253--MA0742.1.Klf12	chr19	38054779	38054793	+	0.000	0.000	Merged-chr19-38054631-113
NR12869--MA0039.3.KLF4	chr12	59170023	59170033	+	0.000	0.000	Merged-chr12-59170039-43
NR28370--MA0599.1.KLF5	chr18	60624414	60624423	+	0.000	0.000	Merged-chr18-60624660-132
NR12879--MA0493.1.Klf1	chr12	64917757	64917767	+	0.000	0.000	Merged-chr12-64917934-55
NR62709--MA0599.1.KLF5	chr9	106453799	106453808	-	0.000	0.000	Merged-chr9-106453760-51
NR8699--MA0742.1.Klf12	chr11	50422114	50422128	+	0.000	0.000	Merged-chr11-50422088-24
NR1365--MA0493.1.Klf1	chr1	89070318	89070328	+	0.000	0.000	Merged-chr1-89070221-114
NR40943--MA0599.1.KLF5	chr4	83525529	83525538	-	0.000	0.000	Merged-chr4-83525430-94
NR14634--MA0599.1.KLF5	chr13	6548021	6548030	+	0.000	0.000	Merged-chr13-6548033-64
NR54199--MA1107.1.KLF9	chr7	78766493	78766505	-	0.000	0.000	Merged-chr7-78766372-38
NR18736--MA0740.1.KLF14	chr14	70074965	70074978	-	0.000	0.000	Merged-chr14-70074999-77
NR62362--MA0742.1.Klf12	chr9	96119358	96119372	-	0.000	0.000	Merged-chr9-96119358-68
NR57617--MA0741.1.KLF16	chr8	57488715	57488725	-	0.000	0.000	Merged-chr8-57488538-11
NR15294--MA0599.1.KLF5	chr13	44730669	44730678	-	0.000	0.000	Merged-chr13-44730777-105
NR55395--MA0741.1.KLF16	chr7	118243987	118243997	-	0.000	0.000	Merged-chr7-118243751-117
NR34811--MA0599.1.KLF5	chr2	151702486	151702495	-	0.000	0.000	Merged-chr2-151702413-39
NR26685--MA0742.1.Klf12	chr17	65559496	65559510	+	0.000	0.000	Merged-chr17-65559393-20
NR57370--MA1107.1.KLF9	chr8	40963170	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR50087--MA0599.1.KLF5	chr6	94700299	94700308	+	0.000	0.000	Merged-chr6-94700200-117
NR22490--MA0740.1.KLF14	chr16	3743943	3743956	+	0.000	0.000	Merged-chr16-3744018-97
NR59411--MA1107.1.KLF9	chr8	115826667	115826679	-	0.000	0.000	Merged-chr8-115826691-38
NR48770--MA0741.1.KLF16	chr6	31563933	31563943	+	0.000	0.000	Merged-chr6-31563897-43
NR64417--MA0039.3.KLF4	chrX	74328815	74328825	-	0.000	0.000	Merged-chrX-74329006-35
NR12430--MA0741.1.KLF16	chr12	26418536	26418546	+	0.000	0.000	Merged-chr12-26418553-8
NR13642--MA0493.1.Klf1	chr12	98280839	98280849	+	0.000	0.000	Merged-chr12-98280766-21
NR12011--MA0599.1.KLF5	chr11	120990552	120990561	+	0.000	0.000	Merged-chr11-120990355-3
NR38292--MA0741.1.KLF16	chr3	116424262	116424272	-	0.000	0.000	Merged-chr3-116424067-206
NR58025--MA0740.1.KLF14	chr8	70865774	70865787	+	0.000	0.000	Merged-chr8-70865718-69
NR3953--MA0741.1.KLF16	chr1	191802746	191802756	-	0.000	0.000	Merged-chr1-191802759-25
NR61637--MA0599.1.KLF5	chr9	66795792	66795801	-	0.000	0.000	Merged-chr9-66795647-70
NR45579--MA0657.1.KLF13	chr5	93267536	93267553	-	0.000	0.000	Merged-chr5-93267720-160
NR20037--MA0741.1.KLF16	chr15	25269717	25269727	-	0.000	0.000	Merged-chr15-25269773-79
NR57218--MA1107.1.KLF9	chr8	33548467	33548479	-	0.000	0.000	Merged-chr8-33548647-24
NR64033--MA0741.1.KLF16	chrX	20688312	20688322	+	0.000	0.000	Merged-chrX-20688182-94
NR51145--MA0493.1.Klf1	chr6	128634536	128634546	+	0.000	0.000	Merged-chr6-128634643-10
NR17101--MA1107.1.KLF9	chr13	113031862	113031874	-	0.000	0.000	Merged-chr13-113031920-44
NR23982--MA0740.1.KLF14	chr16	81200635	81200648	+	0.000	0.000	Merged-chr16-81200661-42
NR19944--MA0493.1.Klf1	chr15	10714811	10714821	+	0.000	0.000	Merged-chr15-10714882-50
NR40468--MA0493.1.Klf1	chr4	45530892	45530902	+	0.000	0.000	Merged-chr4-45530813-118
NR59278--MA0741.1.KLF16	chr8	111769468	111769478	+	0.000	0.000	Merged-chr8-111769335-16
NR4188--MA0741.1.KLF16	chr10	5163981	5163991	-	0.000	0.000	Merged-chr10-5163946-25
NR49720--MA0740.1.KLF14	chr6	83349412	83349425	-	0.000	0.000	Merged-chr6-83349503-47
NR17894--MA0493.1.Klf1	chr14	33099340	33099350	+	0.000	0.000	Merged-chr14-33099452-34
NR25503--MA0493.1.Klf1	chr17	28500579	28500589	-	0.000	0.000	Merged-chr17-28500526-6
NR62419--MA0741.1.KLF16	chr9	98601818	98601828	+	0.000	0.000	Merged-chr9-98601620-54
NR54217--MA0657.1.KLF13	chr7	79273180	79273197	-	0.000	0.000	Merged-chr7-79273041-64
NR60370--MA0740.1.KLF14	chr9	21033370	21033383	+	0.000	0.000	Merged-chr9-21033444-26
NR28697--MA0599.1.KLF5	chr18	69344468	69344477	+	0.000	0.000	Merged-chr18-69344405-52
NR62615--MA0599.1.KLF5	chr9	104373476	104373485	-	0.000	0.000	Merged-chr9-104373447-21
NR59551--MA0599.1.KLF5	chr8	118830377	118830386	-	0.000	0.000	Merged-chr8-118830505-12
NR47293--MA0740.1.KLF14	chr5	135024036	135024049	-	0.000	0.000	Merged-chr5-135023951-46
NR45139--MA0599.1.KLF5	chr5	72844503	72844512	+	0.000	0.000	Merged-chr5-72844506-23
