#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR2665--MA0741.1.KLF16	chr1	155099727	155099737	+	0.000	0.000	Merged-chr1-155099585-8
NR43374--MA0493.1.Klf1	chr4	120854746	120854756	+	0.000	0.000	Merged-chr4-120854918-43
NR19384--MA0599.1.KLF5	chr14	63123878	63123887	-	0.000	0.000	Merged-chr14-63124091-32
NR50931--MA1107.1.KLF9	chr6	47740030	47740042	+	0.000	0.000	Merged-chr6-47740033-80
NR47548--MA0741.1.KLF16	chr5	103972687	103972697	-	0.000	0.000	Merged-chr5-103972801-35
NR629--MA0493.1.Klf1	chr1	52630917	52630927	+	0.000	0.000	Merged-chr1-52631121-87
NR11208--MA0741.1.KLF16	chr11	98863973	98863983	-	0.000	0.000	Merged-chr11-98863803-80
NR45415--MA0493.1.Klf1	chr4	154246634	154246644	-	0.000	0.000	Merged-chr4-154246608-23
NR13606--MA0599.1.KLF5	chr12	72809962	72809971	-	0.000	0.000	Merged-chr12-72809973-16
NR34532--MA0493.1.Klf1	chr2	90679335	90679345	+	0.000	0.000	Merged-chr2-90679344-61
NR8967--MA0599.1.KLF5	chr11	33932170	33932179	-	0.000	0.000	Merged-chr11-33932389-100
NR33240--MA1107.1.KLF9	chr2	30587365	30587377	-	0.000	0.000	Merged-chr2-30587397-33
NR60015--MA0742.1.Klf12	chr8	83442675	83442689	-	0.000	0.000	Merged-chr8-83442554-54
NR48045--MA0599.1.KLF5	chr5	114175791	114175800	-	0.000	0.000	Merged-chr5-114175903-40
NR26555--MA0039.3.KLF4	chr17	28516095	28516105	-	0.000	0.000	Merged-chr17-28516201-30
NR15230--MA0741.1.KLF16	chr12	118213901	118213911	-	0.000	0.000	Merged-chr12-118213971-4
NR15682--MA0493.1.Klf1	chr13	28762742	28762752	-	0.000	0.000	Merged-chr13-28762755-10
NR19908--MA0599.1.KLF5	chr14	87141176	87141185	+	0.000	0.000	Merged-chr14-87141024-79
NR36832--MA1107.1.KLF9	chr2	166031291	166031303	+	0.000	0.000	Merged-chr2-166031387-74
NR9349--MA0493.1.Klf1	chr11	54227025	54227035	-	0.000	0.000	Merged-chr11-54226871-4
NR57893--MA1107.1.KLF9	chr7	136140733	136140745	+	0.000	0.000	Merged-chr7-136140771-1
NR59892--MA0741.1.KLF16	chr8	76902220	76902230	+	0.000	0.000	Merged-chr8-76902143-41
NR59021--MA0741.1.KLF16	chr8	36223260	36223270	+	0.000	0.000	Merged-chr8-36223290-29
NR52230--MA0599.1.KLF5	chr6	108571039	108571048	+	0.000	0.000	Merged-chr6-108571232-71
NR49685--MA0741.1.KLF16	chr5	141081191	141081201	-	0.000	0.000	Merged-chr5-141081137-7
NR5--MA1107.1.KLF9	chr1	4496533	4496545	-	0.000	0.000	Merged-chr1-4496602-47
NR60609--MA0599.1.KLF5	chr8	109542458	109542467	+	0.000	0.000	Merged-chr8-109542342-2
NR51710--MA0742.1.Klf12	chr6	84473456	84473470	-	0.000	0.000	Merged-chr6-84473454-1
NR4202--MA0741.1.KLF16	chr1	191445881	191445891	-	0.000	0.000	Merged-chr1-191445969-55
NR57612--MA0741.1.KLF16	chr7	128611361	128611371	-	0.000	0.000	Merged-chr7-128611334-65
NR22988--MA0039.3.KLF4	chr15	98832806	98832816	+	0.000	0.000	Merged-chr15-98832824-4
NR5361--MA0493.1.Klf1	chr10	60225389	60225399	-	0.000	0.000	Merged-chr10-60225461-7
NR17624--MA1107.1.KLF9	chr13	105156534	105156546	-	0.000	0.000	Merged-chr13-105156682-2
NR2571--MA0599.1.KLF5	chr1	153304231	153304240	-	0.000	0.000	Merged-chr1-153304263-23
NR9035--MA1107.1.KLF9	chr11	46083653	46083665	-	0.000	0.000	Merged-chr11-46083791-69
NR1902--MA0599.1.KLF5	chr1	128712883	128712892	-	0.000	0.000	Merged-chr1-128713010-21
NR37047--MA0657.1.KLF13	chr2	168005727	168005744	+	0.000	0.000	Merged-chr2-168005749-3
NR1001--MA1107.1.KLF9	chr1	74390161	74390173	-	0.000	0.000	Merged-chr1-74390334-35
NR61926--MA1107.1.KLF9	chr9	21419887	21419899	-	0.000	0.000	Merged-chr9-21419783-26
NR35617--MA1107.1.KLF9	chr2	132029907	132029919	+	0.000	0.000	Merged-chr2-132029738-120
NR8197--MA0599.1.KLF5	chr10	128525929	128525938	+	0.000	0.000	Merged-chr10-128526022-11
NR63868--MA0039.3.KLF4	chr9	86695714	86695724	-	0.000	0.000	Merged-chr9-86695858-50
NR20026--MA0493.1.Klf1	chr14	100285163	100285173	+	0.000	0.000	Merged-chr14-100285201-100
NR54820--MA0039.3.KLF4	chr7	25644410	25644420	-	0.000	0.000	Merged-chr7-25644374-3
NR10540--MA0741.1.KLF16	chr11	85407805	85407815	+	0.000	0.000	Merged-chr11-85407928-27
NR41791--MA0740.1.KLF14	chr4	40876896	40876909	-	0.000	0.000	Merged-chr4-40876932-30
NR34644--MA0493.1.Klf1	chr2	93214269	93214279	-	0.000	0.000	Merged-chr2-93214370-19
NR6134--MA0741.1.KLF16	chr10	80387680	80387690	+	0.000	0.000	Merged-chr10-80387709-52
NR53913--MA0742.1.Klf12	chr6	145992967	145992981	+	0.000	0.000	Merged-chr6-145993129-56
NR18602--MA1107.1.KLF9	chr14	27174412	27174424	-	0.000	0.000	Merged-chr14-27174454-2
NR2204--MA0599.1.KLF5	chr1	136346153	136346162	+	0.000	0.000	Merged-chr1-136346026-74
NR46946--MA0741.1.KLF16	chr5	75574934	75574944	-	0.000	0.000	Merged-chr5-75574836-1
NR16213--MA0599.1.KLF5	chr13	52062115	52062124	+	0.000	0.000	Merged-chr13-52062065-10
NR33209--MA1107.1.KLF9	chr2	30251918	30251930	+	0.000	0.000	Merged-chr2-30251853-47
NR11104--MA0599.1.KLF5	chr11	97546971	97546980	+	0.000	0.000	Merged-chr11-97546802-1
NR57864--MA0741.1.KLF16	chr7	135595881	135595891	-	0.000	0.000	Merged-chr7-135595943-8
NR34690--MA0740.1.KLF14	chr2	94273385	94273398	-	0.000	0.000	Merged-chr2-94273480-55
NR62777--MA0740.1.KLF14	chr9	55283730	55283743	+	0.000	0.000	Merged-chr9-55283833-16
NR26434--MA0740.1.KLF14	chr17	27051784	27051797	+	0.000	0.000	Merged-chr17-27051875-11
NR19570--MA0741.1.KLF16	chr14	70100082	70100092	-	0.000	0.000	Merged-chr14-70100170-54
NR39303--MA0740.1.KLF14	chr3	101098309	101098322	-	0.000	0.000	Merged-chr3-101098276-14
NR42444--MA0741.1.KLF16	chr4	62408696	62408706	+	0.000	0.000	Merged-chr4-62408524-84
NR12440--MA0599.1.KLF5	chr11	118237029	118237038	+	0.000	0.000	Merged-chr11-118236983-46
NR26319--MA0493.1.Klf1	chr17	25797181	25797191	-	0.000	0.000	Merged-chr17-25797064-37
NR26603--MA0742.1.Klf12	chr17	29155933	29155947	-	0.000	0.000	Merged-chr17-29155963-15
NR63010--MA0599.1.KLF5	chr9	61427303	61427312	+	0.000	0.000	Merged-chr9-61427187-31
NR32832--MA0599.1.KLF5	chr2	23006379	23006388	+	0.000	0.000	Merged-chr2-23006422-36
NR46764--MA1107.1.KLF9	chr5	65914645	65914657	+	0.000	0.000	Merged-chr5-65914511-22
NR35881--MA1107.1.KLF9	chr2	144188444	144188456	-	0.000	0.000	Merged-chr2-144188289-22
NR38538--MA0493.1.Klf1	chr3	68784304	68784314	-	0.000	0.000	Merged-chr3-68784168-43
NR12082--MA0657.1.KLF13	chr11	114812807	114812824	-	0.000	0.000	Merged-chr11-114812922-18
NR30557--MA0741.1.KLF16	chr18	84293568	84293578	+	0.000	0.000	Merged-chr18-84293673-106
NR51682--MA0741.1.KLF16	chr6	83868021	83868031	+	0.000	0.000	Merged-chr6-83868039-5
NR58644--MA0599.1.KLF5	chr8	13974844	13974853	+	0.000	0.000	Merged-chr8-13974729-61
NR62448--MA0493.1.Klf1	chr9	44043307	44043317	+	0.000	0.000	Merged-chr9-44043404-33
NR33204--MA0039.3.KLF4	chr2	30251920	30251930	+	0.000	0.000	Merged-chr2-30251853-47
NR20675--MA0657.1.KLF13	chr15	6555006	6555023	+	0.000	0.000	Merged-chr15-6554904-39
NR15134--MA0741.1.KLF16	chr12	117173293	117173303	+	0.000	0.000	Merged-chr12-117173433-4
NR46532--MA0741.1.KLF16	chr5	57714984	57714994	-	0.000	0.000	Merged-chr5-57715009-24
NR9823--MA1107.1.KLF9	chr11	68499100	68499112	-	0.000	0.000	Merged-chr11-68499042-49
NR15337--MA1107.1.KLF9	chr13	3642177	3642189	+	0.000	0.000	Merged-chr13-3642271-16
NR28669--MA0741.1.KLF16	chr17	87266043	87266053	+	0.000	0.000	Merged-chr17-87265881-68
NR46803--MA0741.1.KLF16	chr5	67532649	67532659	+	0.000	0.000	Merged-chr5-67532583-28
NR13454--MA0741.1.KLF16	chr12	69228191	69228201	+	0.000	0.000	Merged-chr12-69228126-55
NR50816--MA0599.1.KLF5	chr6	38354644	38354653	+	0.000	0.000	Merged-chr6-38354555-68
NR56556--MA0742.1.Klf12	chr7	99980479	99980493	-	0.000	0.000	Merged-chr7-99980241-66
NR33339--MA0657.1.KLF13	chr2	31259099	31259116	+	0.000	0.000	Merged-chr2-31259156-30
NR23900--MA0740.1.KLF14	chr16	18066414	18066427	-	0.000	0.000	Merged-chr16-18066490-64
NR19124--MA0493.1.Klf1	chr14	54146702	54146712	+	0.000	0.000	Merged-chr14-54146707-32
NR59026--MA0493.1.Klf1	chr8	36223295	36223305	+	0.000	0.000	Merged-chr8-36223290-29
NR57721--MA0741.1.KLF16	chr7	131560218	131560228	-	0.000	0.000	Merged-chr7-131560404-101
NR14364--MA0493.1.Klf1	chr12	103059192	103059202	+	0.000	0.000	Merged-chr12-103059282-39
NR13963--MA1107.1.KLF9	chr12	87052951	87052963	-	0.000	0.000	Merged-chr12-87053026-11
NR31760--MA0599.1.KLF5	chr19	41803522	41803531	-	0.000	0.000	Merged-chr19-41803519-16
NR45353--MA0599.1.KLF5	chr4	152297143	152297152	-	0.000	0.000	Merged-chr4-152297190-61
NR65772--MA0741.1.KLF16	chrX	13461762	13461772	+	0.000	0.000	Merged-chrX-13461805-52
NR6451--MA0493.1.Klf1	chr10	81659620	81659630	-	0.000	0.000	Merged-chr10-81659727-10
NR10219--MA1107.1.KLF9	chr11	76506890	76506902	+	0.000	0.000	Merged-chr11-76506948-3
NR32694--MA0741.1.KLF16	chr2	14055308	14055318	+	0.000	0.000	Merged-chr2-14055145-4
NR65745--MA0599.1.KLF5	chrX	12151848	12151857	+	0.000	0.000	Merged-chrX-12151801-24
NR47038--MA0741.1.KLF16	chr5	77140324	77140334	+	0.000	0.000	Merged-chr5-77140362-54
NR24438--MA0741.1.KLF16	chr16	43699079	43699089	+	0.000	0.000	Merged-chr16-43699187-66
NR57572--MA0599.1.KLF5	chr7	128166499	128166508	+	0.000	0.000	Merged-chr7-128166555-30
NR36850--MA1107.1.KLF9	chr2	166488099	166488111	+	0.000	0.000	Merged-chr2-166487984-6
NR39560--MA1107.1.KLF9	chr3	105825730	105825742	+	0.000	0.000	Merged-chr3-105825792-34
NR55449--MA0039.3.KLF4	chr7	45211921	45211931	+	0.000	0.000	Merged-chr7-45211894-24
NR15557--MA0493.1.Klf1	chr13	23556215	23556225	-	0.000	0.000	Merged-chr13-23556170-26
NR55956--MA0657.1.KLF13	chr7	68296326	68296343	-	0.000	0.000	Merged-chr7-68296444-19
NR31608--MA0599.1.KLF5	chr19	37175144	37175153	-	0.000	0.000	Merged-chr19-37175347-2
NR14265--MA1107.1.KLF9	chr12	100928459	100928471	-	0.000	0.000	Merged-chr12-100928517-22
NR3852--MA0741.1.KLF16	chr1	183388894	183388904	-	0.000	0.000	Merged-chr1-183388953-51
NR33373--MA0740.1.KLF14	chr2	32037385	32037398	+	0.000	0.000	Merged-chr2-32037609-52
NR1253--MA0599.1.KLF5	chr1	86434476	86434485	+	0.000	0.000	Merged-chr1-86434514-65
NR66386--MA1107.1.KLF9	chrX	101163428	101163440	-	0.000	0.000	Merged-chrX-101163696-15
NR18924--MA0039.3.KLF4	chr14	47740788	47740798	+	0.000	0.000	Merged-chr14-47740703-52
NR64673--MA0599.1.KLF5	chr9	109863345	109863354	-	0.000	0.000	Merged-chr9-109863307-1
NR6343--MA1107.1.KLF9	chr10	81247994	81248006	+	0.000	0.000	Merged-chr10-81248090-40
NR58756--MA0599.1.KLF5	chr8	22185560	22185569	+	0.000	0.000	Merged-chr8-22185664-67
NR39780--MA0493.1.Klf1	chr3	116024477	116024487	-	0.000	0.000	Merged-chr3-116024547-26
NR52760--MA0741.1.KLF16	chr6	124740449	124740459	-	0.000	0.000	Merged-chr6-124740500-3
NR19594--MA0493.1.Klf1	chr14	70618076	70618086	-	0.000	0.000	Merged-chr14-70618190-41
NR41552--MA1107.1.KLF9	chr4	14930487	14930499	+	0.000	0.000	Merged-chr4-14930557-36
NR57102--MA0741.1.KLF16	chr7	116336458	116336468	+	0.000	0.000	Merged-chr7-116336352-38
NR27687--MA0599.1.KLF5	chr17	56758344	56758353	+	0.000	0.000	Merged-chr17-56758329-12
NR3186--MA0493.1.Klf1	chr1	167370092	167370102	+	0.000	0.000	Merged-chr1-167370123-42
NR13193--MA1107.1.KLF9	chr12	40536189	40536201	+	0.000	0.000	Merged-chr12-40536190-67
NR21909--MA0599.1.KLF5	chr15	78835209	78835218	-	0.000	0.000	Merged-chr15-78835387-37
NR65731--MA0493.1.Klf1	chrX	11999164	11999174	+	0.000	0.000	Merged-chrX-11999203-45
NR33922--MA0599.1.KLF5	chr2	60375320	60375329	-	0.000	0.000	Merged-chr2-60375404-17
NR47361--MA0742.1.Klf12	chr5	99495558	99495572	+	0.000	0.000	Merged-chr5-99495568-41
NR1901--MA1107.1.KLF9	chr1	128618085	128618097	+	0.000	0.000	Merged-chr1-128617938-22
NR34797--MA0599.1.KLF5	chr2	103657896	103657905	-	0.000	0.000	Merged-chr2-103657968-40
NR40436--MA0493.1.Klf1	chr3	133758585	133758595	+	0.000	0.000	Merged-chr3-133758511-65
NR24285--MA0742.1.Klf12	chr16	33687896	33687910	+	0.000	0.000	Merged-chr16-33687969-54
NR49219--MA1107.1.KLF9	chr5	135632604	135632616	+	0.000	0.000	Merged-chr5-135632742-49
NR28745--MA0493.1.Klf1	chr17	88316543	88316553	-	0.000	0.000	Merged-chr17-88316434-22
NR60828--MA0493.1.Klf1	chr8	115450837	115450847	-	0.000	0.000	Merged-chr8-115450993-14
NR57764--MA0493.1.Klf1	chr7	132576173	132576183	+	0.000	0.000	Merged-chr7-132576269-107
NR19280--MA1107.1.KLF9	chr14	59441711	59441723	+	0.000	0.000	Merged-chr14-59441586-1
NR59182--MA1107.1.KLF9	chr8	46617376	46617388	-	0.000	0.000	Merged-chr8-46617433-87
NR11461--MA1107.1.KLF9	chr11	102097022	102097034	+	0.000	0.000	Merged-chr11-102097167-18
NR52440--MA0493.1.Klf1	chr6	115021461	115021471	+	0.000	0.000	Merged-chr6-115021349-12
NR106--MA0599.1.KLF5	chr1	14740102	14740111	-	0.000	0.000	Merged-chr1-14740213-10
NR15309--MA0741.1.KLF16	chr12	119238859	119238869	-	0.000	0.000	Merged-chr12-119238922-2
NR35099--MA0599.1.KLF5	chr2	118479685	118479694	-	0.000	0.000	Merged-chr2-118479606-59
NR24071--MA0039.3.KLF4	chr16	24468000	24468010	-	0.000	0.000	Merged-chr16-24467843-15
NR13260--MA0740.1.KLF14	chr12	52383031	52383044	+	0.000	0.000	Merged-chr12-52383146-23
NR24081--MA0493.1.Klf1	chr16	24504930	24504940	-	0.000	0.000	Merged-chr16-24505080-36
NR36705--MA0741.1.KLF16	chr2	163750284	163750294	+	0.000	0.000	Merged-chr2-163750187-67
NR34483--MA0741.1.KLF16	chr2	84740804	84740814	-	0.000	0.000	Merged-chr2-84740933-21
NR15589--MA0599.1.KLF5	chr13	24467828	24467837	+	0.000	0.000	Merged-chr13-24467982-34
NR62913--MA1107.1.KLF9	chr9	58271304	58271316	+	0.000	0.000	Merged-chr9-58271289-37
NR52566--MA0599.1.KLF5	chr6	118479368	118479377	+	0.000	0.000	Merged-chr6-118479300-37
NR26552--MA0657.1.KLF13	chr17	28516091	28516108	-	0.000	0.000	Merged-chr17-28516201-30
NR57625--MA0741.1.KLF16	chr7	128690436	128690446	-	0.000	0.000	Merged-chr7-128690319-14
NR28915--MA0742.1.Klf12	chr18	12643258	12643272	+	0.000	0.000	Merged-chr18-12643158-2
NR55276--MA0599.1.KLF5	chr7	38085151	38085160	-	0.000	0.000	Merged-chr7-38085350-130
NR2781--MA0493.1.Klf1	chr1	157458567	157458577	+	0.000	0.000	Merged-chr1-157458519-40
NR57450--MA1107.1.KLF9	chr7	126792160	126792172	+	0.000	0.000	Merged-chr7-126792066-1
NR17969--MA1107.1.KLF9	chr13	113013581	113013593	-	0.000	0.000	Merged-chr13-113013424-80
NR31038--MA0742.1.Klf12	chr19	8941818	8941832	-	0.000	0.000	Merged-chr19-8942043-60
NR50167--MA0599.1.KLF5	chr5	148489466	148489475	-	0.000	0.000	Merged-chr5-148489625-52
NR26618--MA0657.1.KLF13	chr17	29395415	29395432	+	0.000	0.000	Merged-chr17-29395437-29
NR64301--MA0493.1.Klf1	chr9	102852592	102852602	-	0.000	0.000	Merged-chr9-102852625-20
NR20818--MA1107.1.KLF9	chr15	12795477	12795489	+	0.000	0.000	Merged-chr15-12795578-29
NR13937--MA0493.1.Klf1	chr12	86800994	86801004	-	0.000	0.000	Merged-chr12-86801088-15
NR42946--MA0039.3.KLF4	chr4	107989142	107989152	-	0.000	0.000	Merged-chr4-107989218-22
NR42956--MA0493.1.Klf1	chr4	108118534	108118544	-	0.000	0.000	Merged-chr4-108118509-57
NR52547--MA1107.1.KLF9	chr6	118139224	118139236	+	0.000	0.000	Merged-chr6-118139138-58
NR89--MA0599.1.KLF5	chr1	13427008	13427017	-	0.000	0.000	Merged-chr1-13426973-84
NR52229--MA0742.1.Klf12	chr6	108571038	108571052	+	0.000	0.000	Merged-chr6-108571232-71
NR27924--MA0741.1.KLF16	chr17	66111525	66111535	+	0.000	0.000	Merged-chr17-66111783-86
NR11877--MA0039.3.KLF4	chr11	109671939	109671949	-	0.000	0.000	Merged-chr11-109672054-52
NR10256--MA0599.1.KLF5	chr11	77607870	77607879	+	0.000	0.000	Merged-chr11-77607706-105
NR66658--MA0741.1.KLF16	chrX	137050366	137050376	+	0.000	0.000	Merged-chrX-137050270-1
NR59034--MA0039.3.KLF4	chr8	36223333	36223343	+	0.000	0.000	Merged-chr8-36223290-29
NR17717--MA0741.1.KLF16	chr13	108316275	108316285	+	0.000	0.000	Merged-chr13-108316339-65
NR32822--MA1107.1.KLF9	chr2	22744498	22744510	+	0.000	0.000	Merged-chr2-22744632-58
NR53883--MA1107.1.KLF9	chr6	145417482	145417494	-	0.000	0.000	Merged-chr6-145417723-108
NR23151--MA0741.1.KLF16	chr15	100304700	100304710	+	0.000	0.000	Merged-chr15-100304601-63
NR51238--MA0741.1.KLF16	chr6	54495160	54495170	+	0.000	0.000	Merged-chr6-54495059-17
NR25185--MA0599.1.KLF5	chr16	91918045	91918054	-	0.000	0.000	Merged-chr16-91917917-41
NR59916--MA0039.3.KLF4	chr8	77482258	77482268	+	0.000	0.000	Merged-chr8-77482121-16
NR370--MA0599.1.KLF5	chr1	37317899	37317908	+	0.000	0.000	Merged-chr1-37317711-58
NR40548--MA0493.1.Klf1	chr3	136730177	136730187	-	0.000	0.000	Merged-chr3-136730222-15
NR23891--MA0493.1.Klf1	chr16	17927908	17927918	-	0.000	0.000	Merged-chr16-17927970-1
NR51509--MA0741.1.KLF16	chr6	72097577	72097587	+	0.000	0.000	Merged-chr6-72097676-68
NR50139--MA1107.1.KLF9	chr5	148266897	148266909	-	0.000	0.000	Merged-chr5-148266957-7
NR58634--MA1107.1.KLF9	chr8	13678362	13678374	-	0.000	0.000	Merged-chr8-13678436-8
NR54880--MA0599.1.KLF5	chr7	27258718	27258727	-	0.000	0.000	Merged-chr7-27258672-61
NR21471--MA0741.1.KLF16	chr15	64113265	64113275	+	0.000	0.000	Merged-chr15-64113403-29
NR64844--MA0742.1.Klf12	chr9	114426324	114426338	-	0.000	0.000	Merged-chr9-114426433-16
NR9134--MA0657.1.KLF13	chr11	49247436	49247453	-	0.000	0.000	Merged-chr11-49247485-10
NR12650--MA0493.1.Klf1	chr11	121388496	121388506	-	0.000	0.000	Merged-chr11-121388378-24
NR52552--MA0493.1.Klf1	chr6	118197386	118197396	-	0.000	0.000	Merged-chr6-118197312-39
NR62022--MA0742.1.Klf12	chr9	22468353	22468367	-	0.000	0.000	Merged-chr9-22468507-1
NR46635--MA0493.1.Klf1	chr5	64161094	64161104	-	0.000	0.000	Merged-chr5-64161170-16
NR5025--MA1107.1.KLF9	chr10	41620110	41620122	-	0.000	0.000	Merged-chr10-41620205-22
NR50143--MA0039.3.KLF4	chr5	148312641	148312651	+	0.000	0.000	Merged-chr5-148312668-3
NR1271--MA0599.1.KLF5	chr1	87185105	87185114	-	0.000	0.000	Merged-chr1-87185093-29
NR19378--MA0741.1.KLF16	chr14	62878863	62878873	+	0.000	0.000	Merged-chr14-62878901-5
NR6237--MA0599.1.KLF5	chr10	80702251	80702260	-	0.000	0.000	Merged-chr10-80702302-86
NR40777--MA0741.1.KLF16	chr3	144202492	144202502	+	0.000	0.000	Merged-chr3-144202292-71
NR1477--MA0599.1.KLF5	chr1	93667909	93667918	+	0.000	0.000	Merged-chr1-93667937-8
NR23998--MA1107.1.KLF9	chr16	21245996	21246008	+	0.000	0.000	Merged-chr16-21246157-22
NR45119--MA0741.1.KLF16	chr4	149912680	149912690	+	0.000	0.000	Merged-chr4-149912693-20
NR5907--MA1107.1.KLF9	chr10	78087183	78087195	-	0.000	0.000	Merged-chr10-78086919-87
NR21115--MA0039.3.KLF4	chr15	38120405	38120415	-	0.000	0.000	Merged-chr15-38120488-27
NR61080--MA1107.1.KLF9	chr8	120537375	120537387	-	0.000	0.000	Merged-chr8-120537413-55
NR48349--MA0740.1.KLF14	chr5	118661941	118661954	+	0.000	0.000	Merged-chr5-118661904-17
NR15623--MA0741.1.KLF16	chr13	24831543	24831553	+	0.000	0.000	Merged-chr13-24831601-67
NR51663--MA0740.1.KLF14	chr6	83572523	83572536	-	0.000	0.000	Merged-chr6-83572392-58
NR41661--MA0740.1.KLF14	chr4	32950866	32950879	+	0.000	0.000	Merged-chr4-32950743-79
NR10162--MA0599.1.KLF5	chr11	75654231	75654240	-	0.000	0.000	Merged-chr11-75654262-32
NR33405--MA0740.1.KLF14	chr2	32312443	32312456	+	0.000	0.000	Merged-chr2-32312482-34
NR58249--MA0742.1.Klf12	chr7	141562092	141562106	+	0.000	0.000	Merged-chr7-141562329-80
NR33698--MA0742.1.Klf12	chr2	38998273	38998287	+	0.000	0.000	Merged-chr2-38998150-51
NR49031--MA1107.1.KLF9	chr5	134456299	134456311	+	0.000	0.000	Merged-chr5-134456399-53
NR45563--MA0493.1.Klf1	chr4	156030911	156030921	-	0.000	0.000	Merged-chr4-156030894-44
NR65990--MA0741.1.KLF16	chrX	48439252	48439262	+	0.000	0.000	Merged-chrX-48439360-33
NR39297--MA0740.1.KLF14	chr3	100922368	100922381	+	0.000	0.000	Merged-chr3-100922271-56
NR52797--MA0657.1.KLF13	chr6	125067853	125067870	-	0.000	0.000	Merged-chr6-125067765-41
NR27132--MA0599.1.KLF5	chr17	36083546	36083555	+	0.000	0.000	Merged-chr17-36083529-56
NR29727--MA1107.1.KLF9	chr18	60625567	60625579	-	0.000	0.000	Merged-chr18-60625535-13
NR47524--MA0599.1.KLF5	chr5	103579947	103579956	-	0.000	0.000	Merged-chr5-103579979-7
NR24618--MA1107.1.KLF9	chr16	55835880	55835892	-	0.000	0.000	Merged-chr16-55835900-11
NR60766--MA0599.1.KLF5	chr8	114342649	114342658	-	0.000	0.000	Merged-chr8-114342588-5
NR55849--MA0741.1.KLF16	chr7	65644819	65644829	+	0.000	0.000	Merged-chr7-65644925-69
NR35098--MA0741.1.KLF16	chr2	118388610	118388620	+	0.000	0.000	Merged-chr2-118388681-62
NR6223--MA0493.1.Klf1	chr10	80662383	80662393	+	0.000	0.000	Merged-chr10-80662335-4
NR11685--MA1107.1.KLF9	chr11	106020477	106020489	+	0.000	0.000	Merged-chr11-106020424-21
NR61554--MA0741.1.KLF16	chr8	126614699	126614709	-	0.000	0.000	Merged-chr8-126614626-35
NR32844--MA0742.1.Klf12	chr2	23069326	23069340	+	0.000	0.000	Merged-chr2-23069196-4
NR3865--MA0741.1.KLF16	chr1	184046448	184046458	-	0.000	0.000	Merged-chr1-184046442-6
NR50929--MA0742.1.Klf12	chr6	47740030	47740044	+	0.000	0.000	Merged-chr6-47740033-80
NR65302--MA0599.1.KLF5	chr9	119963510	119963519	+	0.000	0.000	Merged-chr9-119963439-34
NR51347--MA0741.1.KLF16	chr6	61271207	61271217	+	0.000	0.000	Merged-chr6-61271177-5
NR26275--MA0599.1.KLF5	chr17	24896474	24896483	+	0.000	0.000	Merged-chr17-24896442-47
NR64270--MA0657.1.KLF13	chr9	101251868	101251885	+	0.000	0.000	Merged-chr9-101251656-72
NR4093--MA0599.1.KLF5	chr1	189883227	189883236	-	0.000	0.000	Merged-chr1-189883084-25
NR3016--MA0742.1.Klf12	chr1	165174113	165174127	-	0.000	0.000	Merged-chr1-165174283-37
NR12404--MA0493.1.Klf1	chr11	117963610	117963620	-	0.000	0.000	Merged-chr11-117963575-48
NR9059--MA0599.1.KLF5	chr11	46396416	46396425	-	0.000	0.000	Merged-chr11-46396352-40
NR12324--MA0599.1.KLF5	chr11	117266156	117266165	-	0.000	0.000	Merged-chr11-117266091-54
NR54400--MA1107.1.KLF9	chr7	16295678	16295690	+	0.000	0.000	Merged-chr7-16295835-16
NR31399--MA0742.1.Klf12	chr19	29067200	29067214	-	0.000	0.000	Merged-chr19-29067288-42
NR52011--MA0599.1.KLF5	chr6	95718858	95718867	-	0.000	0.000	Merged-chr6-95718685-98
NR32293--MA0741.1.KLF16	chr19	57117014	57117024	+	0.000	0.000	Merged-chr19-57117009-44
NR47779--MA0741.1.KLF16	chr5	110595576	110595586	+	0.000	0.000	Merged-chr5-110595397-93
NR7470--MA0599.1.KLF5	chr10	117532277	117532286	+	0.000	0.000	Merged-chr10-117532128-28
NR5151--MA0493.1.Klf1	chr10	44444035	44444045	+	0.000	0.000	Merged-chr10-44443949-54
NR14704--MA1107.1.KLF9	chr12	108903045	108903057	-	0.000	0.000	Merged-chr12-108903153-23
NR49019--MA0599.1.KLF5	chr5	134315060	134315069	-	0.000	0.000	Merged-chr5-134314919-35
NR29965--MA0741.1.KLF16	chr18	67255707	67255717	-	0.000	0.000	Merged-chr18-67255745-40
NR27253--MA0599.1.KLF5	chr17	44674898	44674907	-	0.000	0.000	Merged-chr17-44675111-13
NR35211--MA0599.1.KLF5	chr2	120563878	120563887	+	0.000	0.000	Merged-chr2-120563712-63
NR22086--MA0741.1.KLF16	chr15	80930409	80930419	-	0.000	0.000	Merged-chr15-80930587-88
NR5357--MA0493.1.Klf1	chr10	60160929	60160939	+	0.000	0.000	Merged-chr10-60161046-15
NR55706--MA0741.1.KLF16	chr7	57591040	57591050	-	0.000	0.000	Merged-chr7-57591036-32
