#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR5935--MA0495.2.MAFF	chr17	52312185	52312205	+	0.000	0.000	Merged-chr17-52312219-8
NR2474--MA0501.1.MAF::NFE2	chr11	120353796	120353810	-	0.000	0.000	Merged-chr11-120353921-57
NR8535--MA0659.1.MAFG	chr3	88297140	88297160	+	0.000	0.000	Merged-chr3-88296987-90
NR13501--MA0089.1.MAFG::NFE2L1	chr9	121985254	121985259	+	0.000	0.000	Merged-chr9-121985208-26
NR2455--MA0495.2.MAFF	chr11	117109896	117109916	+	0.000	0.000	Merged-chr11-117109823-31
NR10734--MA0591.1.Bach1::Mafk	chr6	8352809	8352823	+	0.000	0.000	Merged-chr6-8352802-16
NR5775--MA0591.1.Bach1::Mafk	chr17	21962761	21962775	+	0.000	0.000	Merged-chr17-21962669-83
NR8506--MA0089.1.MAFG::NFE2L1	chr3	81383307	81383312	-	0.000	0.000	Merged-chr3-81383374-1
NR5937--MA0659.1.MAFG	chr17	52312185	52312205	+	0.000	0.000	Merged-chr17-52312219-8
NR5067--MA0591.1.Bach1::Mafk	chr15	102376995	102377009	-	0.000	0.000	Merged-chr15-102377119-58
NR8179--MA0496.2.MAFK	chr3	28031827	28031845	+	0.000	0.000	Merged-chr3-28031945-16
NR5518--MA0089.1.MAFG::NFE2L1	chr16	75921130	75921135	-	0.000	0.000	Merged-chr16-75921068-56
NR2267--MA0501.1.MAF::NFE2	chr11	60353048	60353062	-	0.000	0.000	Merged-chr11-60353018-61
NR9237--MA0501.1.MAF::NFE2	chr4	41707252	41707266	+	0.000	0.000	Merged-chr4-41707274-28
NR8987--MA0117.2.Mafb	chr3	153835807	153835818	+	0.000	0.000	Merged-chr3-153835875-30
NR5027--MA0089.1.MAFG::NFE2L1	chr15	93298315	93298320	+	0.000	0.000	Merged-chr15-93298411-30
NR13414--MA0495.2.MAFF	chr9	108156924	108156944	-	0.000	0.000	Merged-chr9-108157018-18
NR2390--MA0089.1.MAFG::NFE2L1	chr11	98939737	98939742	+	0.000	0.000	Merged-chr11-98939717-1
NR4500--MA0496.2.MAFK	chr14	118796409	118796427	-	0.000	0.000	Merged-chr14-118796395-16
NR11364--MA0495.2.MAFF	chr6	114905019	114905039	+	0.000	0.000	Merged-chr6-114905018-60
NR8808--MA0089.1.MAFG::NFE2L1	chr3	132684128	132684133	-	0.000	0.000	Merged-chr3-132684136-80
NR7087--MA0089.1.MAFG::NFE2L1	chr2	36136641	36136646	+	0.000	0.000	Merged-chr2-36136611-74
NR1676--MA0089.1.MAFG::NFE2L1	chr10	80999949	80999954	-	0.000	0.000	Merged-chr10-81000017-24
NR6344--MA0496.2.MAFK	chr18	33060133	33060151	-	0.000	0.000	Merged-chr18-33060171-12
NR1185--MA0089.1.MAFG::NFE2L1	chr10	13967562	13967567	+	0.000	0.000	Merged-chr10-13967586-131
NR13194--MA0496.2.MAFK	chr9	72097292	72097310	+	0.000	0.000	Merged-chr9-72097262-35
NR5055--MA0117.2.Mafb	chr15	99336176	99336187	+	0.000	0.000	Merged-chr15-99336095-27
NR7602--MA0591.1.Bach1::Mafk	chr2	128159201	128159215	-	0.000	0.000	Merged-chr2-128159167-18
NR12078--MA0501.1.MAF::NFE2	chr7	91431793	91431807	+	0.000	0.000	Merged-chr7-91431966-25
NR375--MA0495.2.MAFF	chr1	72870499	72870519	+	0.000	0.000	Merged-chr1-72870469-25
NR9755--MA0659.1.MAFG	chr4	142153734	142153754	-	0.000	0.000	Merged-chr4-142153700-30
NR1978--MA0089.1.MAFG::NFE2L1	chr10	120270956	120270961	+	0.000	0.000	Merged-chr10-120271095-32
NR2110--MA0496.2.MAFK	chr11	11573643	11573661	-	0.000	0.000	Merged-chr11-11573827-37
NR4935--MA0501.1.MAF::NFE2	chr15	77820081	77820095	+	0.000	0.000	Merged-chr15-77820208-30
NR6362--MA0496.2.MAFK	chr18	39035418	39035436	+	0.000	0.000	Merged-chr18-39035384-28
NR12819--MA0591.1.Bach1::Mafk	chr8	92272390	92272404	+	0.000	0.000	Merged-chr8-92272314-2
NR8896--MA0089.1.MAFG::NFE2L1	chr3	143915113	143915118	+	0.000	0.000	Merged-chr3-143914964-9
NR9236--MA0591.1.Bach1::Mafk	chr4	41707249	41707263	+	0.000	0.000	Merged-chr4-41707274-28
NR6432--MA0089.1.MAFG::NFE2L1	chr18	46013384	46013389	-	0.000	0.000	Merged-chr18-46013388-48
NR5814--MA0496.2.MAFK	chr17	27755571	27755589	+	0.000	0.000	Merged-chr17-27755639-7
NR11254--MA0117.2.Mafb	chr6	98632867	98632878	+	0.000	0.000	Merged-chr6-98632758-43
NR7475--MA0495.2.MAFF	chr2	103632772	103632792	+	0.000	0.000	Merged-chr2-103632734-49
NR13136--MA0089.1.MAFG::NFE2L1	chr9	45055163	45055168	+	0.000	0.000	Merged-chr9-45055340-42
NR9722--MA0089.1.MAFG::NFE2L1	chr4	130045944	130045949	-	0.000	0.000	Merged-chr4-130045793-53
NR11435--MA0591.1.Bach1::Mafk	chr6	124805730	124805744	+	0.000	0.000	Merged-chr6-124805887-69
NR8852--MA0501.1.MAF::NFE2	chr3	137991270	137991284	+	0.000	0.000	Merged-chr3-137991383-41
NR4605--MA0591.1.Bach1::Mafk	chr15	12371517	12371531	+	0.000	0.000	Merged-chr15-12371387-24
NR10148--MA0089.1.MAFG::NFE2L1	chr5	45520241	45520246	-	0.000	0.000	Merged-chr5-45520453-81
NR3040--MA0089.1.MAFG::NFE2L1	chr12	117185866	117185871	+	0.000	0.000	Merged-chr12-117186016-1
NR6911--MA0501.1.MAF::NFE2	chr2	6478400	6478414	-	0.000	0.000	Merged-chr2-6478572-51
NR10612--MA0117.2.Mafb	chr5	139793871	139793882	-	0.000	0.000	Merged-chr5-139793766-12
NR11714--MA0591.1.Bach1::Mafk	chr7	16314090	16314104	+	0.000	0.000	Merged-chr7-16314036-50
NR5078--MA0659.1.MAFG	chr16	4475219	4475239	+	0.000	0.000	Merged-chr16-4475244-54
NR8889--MA0117.2.Mafb	chr3	143141327	143141338	-	0.000	0.000	Merged-chr3-143141213-1
NR10235--MA0089.1.MAFG::NFE2L1	chr5	65867631	65867636	+	0.000	0.000	Merged-chr5-65867573-52
NR10611--MA0089.1.MAFG::NFE2L1	chr5	139344309	139344314	+	0.000	0.000	Merged-chr5-139344322-30
NR3255--MA0089.1.MAFG::NFE2L1	chr13	32866658	32866663	+	0.000	0.000	Merged-chr13-32866696-30
NR8462--MA0495.2.MAFF	chr3	78958961	78958981	-	0.000	0.000	Merged-chr3-78959037-23
NR4762--MA0089.1.MAFG::NFE2L1	chr15	42498872	42498877	+	0.000	0.000	Merged-chr15-42498879-7
NR8560--MA0496.2.MAFK	chr3	90587052	90587070	-	0.000	0.000	Merged-chr3-90587051-129
NR11957--MA0089.1.MAFG::NFE2L1	chr7	73589636	73589641	+	0.000	0.000	Merged-chr7-73589494-9
NR7359--MA0495.2.MAFF	chr2	76220723	76220743	+	0.000	0.000	Merged-chr2-76220899-10
NR1925--MA0496.2.MAFK	chr10	111107641	111107659	+	0.000	0.000	Merged-chr10-111107692-40
NR6885--MA0591.1.Bach1::Mafk	chr19	60755889	60755903	-	0.000	0.000	Merged-chr19-60755904-7
NR12116--MA0117.2.Mafb	chr7	99546274	99546285	-	0.000	0.000	Merged-chr7-99546388-26
NR2368--MA0117.2.Mafb	chr11	95384620	95384631	-	0.000	0.000	Merged-chr11-95384684-68
NR9732--MA0591.1.Bach1::Mafk	chr4	134924602	134924616	+	0.000	0.000	Merged-chr4-134924520-27
NR2404--MA0501.1.MAF::NFE2	chr11	103028585	103028599	+	0.000	0.000	Merged-chr11-103028483-70
NR9257--MA0089.1.MAFG::NFE2L1	chr4	47234854	47234859	-	0.000	0.000	Merged-chr4-47234972-22
NR8999--MA0496.2.MAFK	chr3	154372399	154372417	+	0.000	0.000	Merged-chr3-154372398-2
NR5514--MA0089.1.MAFG::NFE2L1	chr16	75823556	75823561	-	0.000	0.000	Merged-chr16-75823473-28
NR3675--MA0496.2.MAFK	chr13	103374636	103374654	+	0.000	0.000	Merged-chr13-103374467-6
NR1585--MA0089.1.MAFG::NFE2L1	chr10	67004364	67004369	-	0.000	0.000	Merged-chr10-67004511-105
NR827--MA0089.1.MAFG::NFE2L1	chr1	151236796	151236801	+	0.000	0.000	Merged-chr1-151236737-36
NR10093--MA0117.2.Mafb	chr5	37051269	37051280	+	0.000	0.000	Merged-chr5-37051336-115
NR12218--MA0089.1.MAFG::NFE2L1	chr7	112417585	112417590	+	0.000	0.000	Merged-chr7-112417426-1
NR5601--MA0089.1.MAFG::NFE2L1	chr16	88710938	88710943	+	0.000	0.000	Merged-chr16-88710826-2
NR13153--MA0501.1.MAF::NFE2	chr9	55209109	55209123	-	0.000	0.000	Merged-chr9-55209102-59
NR9303--MA0591.1.Bach1::Mafk	chr4	54533436	54533450	+	0.000	0.000	Merged-chr4-54533607-1
NR5865--MA0591.1.Bach1::Mafk	chr17	35046802	35046816	-	0.000	0.000	Merged-chr17-35046725-56
NR1968--MA0659.1.MAFG	chr10	117829926	117829946	-	0.000	0.000	Merged-chr10-117829855-64
NR1887--MA0089.1.MAFG::NFE2L1	chr10	105841308	105841313	+	0.000	0.000	Merged-chr10-105841335-60
NR8590--MA0089.1.MAFG::NFE2L1	chr3	95511979	95511984	+	0.000	0.000	Merged-chr3-95512078-41
NR5527--MA0089.1.MAFG::NFE2L1	chr16	77014095	77014100	+	0.000	0.000	Merged-chr16-77013860-78
NR9746--MA0089.1.MAFG::NFE2L1	chr4	140944959	140944964	-	0.000	0.000	Merged-chr4-140945149-61
NR8326--MA0089.1.MAFG::NFE2L1	chr3	57736134	57736139	-	0.000	0.000	Merged-chr3-57736067-78
NR12797--MA0089.1.MAFG::NFE2L1	chr8	90795712	90795717	-	0.000	0.000	Merged-chr8-90795506-65
NR2850--MA0495.2.MAFF	chr12	81845168	81845188	-	0.000	0.000	Merged-chr12-81845150-28
NR1004--MA0089.1.MAFG::NFE2L1	chr1	181335566	181335571	-	0.000	0.000	Merged-chr1-181335648-1
NR7816--MA0495.2.MAFF	chr2	157131378	157131398	-	0.000	0.000	Merged-chr2-157131278-25
NR5085--MA0496.2.MAFK	chr16	4736341	4736359	-	0.000	0.000	Merged-chr16-4736414-28
NR2861--MA0501.1.MAF::NFE2	chr12	84417265	84417279	+	0.000	0.000	Merged-chr12-84417394-49
NR4416--MA0496.2.MAFK	chr14	105177468	105177486	+	0.000	0.000	Merged-chr14-105177397-2
NR11262--MA0089.1.MAFG::NFE2L1	chr6	99402040	99402045	-	0.000	0.000	Merged-chr6-99401904-51
NR7802--MA0496.2.MAFK	chr2	155082572	155082590	+	0.000	0.000	Merged-chr2-155082625-23
NR13316--MA0496.2.MAFK	chr9	90257561	90257579	-	0.000	0.000	Merged-chr9-90257512-5
NR10533--MA0501.1.MAF::NFE2	chr5	124084432	124084446	-	0.000	0.000	Merged-chr5-124084583-83
NR2669--MA0501.1.MAF::NFE2	chr12	40090224	40090238	-	0.000	0.000	Merged-chr12-40090205-21
NR2281--MA0496.2.MAFK	chr11	62280804	62280822	-	0.000	0.000	Merged-chr11-62280813-1
NR10644--MA0117.2.Mafb	chr5	148325418	148325429	+	0.000	0.000	Merged-chr5-148325520-37
NR5049--MA0089.1.MAFG::NFE2L1	chr15	97768026	97768031	-	0.000	0.000	Merged-chr15-97767936-47
NR1987--MA0089.1.MAFG::NFE2L1	chr10	122748724	122748729	-	0.000	0.000	Merged-chr10-122748643-28
NR13710--MA0089.1.MAFG::NFE2L1	chrX	142737404	142737409	-	0.000	0.000	Merged-chrX-142737448-59
NR11188--MA0089.1.MAFG::NFE2L1	chr6	88084528	88084533	-	0.000	0.000	Merged-chr6-88084679-72
NR4195--MA0089.1.MAFG::NFE2L1	chr14	53078671	53078676	-	0.000	0.000	Merged-chr14-53078717-37
NR7543--MA0591.1.Bach1::Mafk	chr2	116438907	116438921	-	0.000	0.000	Merged-chr2-116438825-1
NR9250--MA0659.1.MAFG	chr4	46617719	46617739	+	0.000	0.000	Merged-chr4-46617709-8
NR13502--MA0591.1.Bach1::Mafk	chr9	121985252	121985266	+	0.000	0.000	Merged-chr9-121985208-26
NR10521--MA0496.2.MAFK	chr5	122145511	122145529	-	0.000	0.000	Merged-chr5-122145635-51
NR9731--MA0089.1.MAFG::NFE2L1	chr4	134924621	134924626	-	0.000	0.000	Merged-chr4-134924520-27
NR9226--MA0495.2.MAFF	chr4	40785958	40785978	-	0.000	0.000	Merged-chr4-40785986-16
NR9650--MA0591.1.Bach1::Mafk	chr4	114908909	114908923	-	0.000	0.000	Merged-chr4-114908814-141
NR8349--MA0591.1.Bach1::Mafk	chr3	60563778	60563792	+	0.000	0.000	Merged-chr3-60563650-2
NR11462--MA0089.1.MAFG::NFE2L1	chr6	128803270	128803275	+	0.000	0.000	Merged-chr6-128803141-52
NR530--MA0117.2.Mafb	chr1	95605630	95605641	+	0.000	0.000	Merged-chr1-95605725-17
NR12193--MA0659.1.MAFG	chr7	111015013	111015033	+	0.000	0.000	Merged-chr7-111015040-32
NR10895--MA0117.2.Mafb	chr6	34869617	34869628	-	0.000	0.000	Merged-chr6-34869594-48
NR12027--MA0089.1.MAFG::NFE2L1	chr7	81789498	81789503	-	0.000	0.000	Merged-chr7-81789360-69
NR13238--MA0117.2.Mafb	chr9	79919611	79919622	-	0.000	0.000	Merged-chr9-79919473-56
NR8165--MA0659.1.MAFG	chr3	26667906	26667926	+	0.000	0.000	Merged-chr3-26667999-1
NR5319--MA0495.2.MAFF	chr16	50737727	50737747	+	0.000	0.000	Merged-chr16-50737708-13
NR11976--MA0117.2.Mafb	chr7	75650022	75650033	-	0.000	0.000	Merged-chr7-75650126-47
NR9628--MA0591.1.Bach1::Mafk	chr4	106987844	106987858	-	0.000	0.000	Merged-chr4-106987990-49
NR1783--MA0089.1.MAFG::NFE2L1	chr10	94036292	94036297	-	0.000	0.000	Merged-chr10-94036338-4
NR10156--MA0501.1.MAF::NFE2	chr5	48372386	48372400	-	0.000	0.000	Merged-chr5-48372456-58
NR782--MA0591.1.Bach1::Mafk	chr1	144086348	144086362	-	0.000	0.000	Merged-chr1-144086303-34
NR12043--MA0496.2.MAFK	chr7	84750043	84750061	-	0.000	0.000	Merged-chr7-84750055-36
NR13236--MA0496.2.MAFK	chr9	78448211	78448229	-	0.000	0.000	Merged-chr9-78448370-64
NR6879--MA0495.2.MAFF	chr19	58104746	58104766	-	0.000	0.000	Merged-chr19-58104736-34
NR6567--MA0089.1.MAFG::NFE2L1	chr18	67280658	67280663	+	0.000	0.000	Merged-chr18-67280643-55
NR9642--MA0089.1.MAFG::NFE2L1	chr4	110020531	110020536	-	0.000	0.000	Merged-chr4-110020467-31
NR6650--MA0496.2.MAFK	chr18	80612046	80612064	+	0.000	0.000	Merged-chr18-80611991-79
NR6943--MA0089.1.MAFG::NFE2L1	chr2	10024414	10024419	+	0.000	0.000	Merged-chr2-10024427-23
NR13432--MA0089.1.MAFG::NFE2L1	chr9	112217310	112217315	-	0.000	0.000	Merged-chr9-112217438-9
NR159--MA0591.1.Bach1::Mafk	chr1	33883565	33883579	+	0.000	0.000	Merged-chr1-33883578-48
NR7872--MA0089.1.MAFG::NFE2L1	chr2	164911807	164911812	+	0.000	0.000	Merged-chr2-164911678-153
NR4809--MA0089.1.MAFG::NFE2L1	chr15	53216518	53216523	+	0.000	0.000	Merged-chr15-53216582-40
NR12760--MA0495.2.MAFF	chr8	84825732	84825752	+	0.000	0.000	Merged-chr8-84825845-44
NR12603--MA0089.1.MAFG::NFE2L1	chr8	61425353	61425358	-	0.000	0.000	Merged-chr8-61425459-4
NR2535--MA0089.1.MAFG::NFE2L1	chr12	16049797	16049802	-	0.000	0.000	Merged-chr12-16049748-36
NR10294--MA0591.1.Bach1::Mafk	chr5	73199817	73199831	-	0.000	0.000	Merged-chr5-73199876-43
NR2911--MA0089.1.MAFG::NFE2L1	chr12	93230482	93230487	+	0.000	0.000	Merged-chr12-93230592-22
NR3892--MA0501.1.MAF::NFE2	chr14	10802211	10802225	+	0.000	0.000	Merged-chr14-10802111-1
NR13358--MA0089.1.MAFG::NFE2L1	chr9	94670528	94670533	-	0.000	0.000	Merged-chr9-94670459-1
NR13463--MA0591.1.Bach1::Mafk	chr9	114401021	114401035	-	0.000	0.000	Merged-chr9-114401306-81
NR9249--MA0495.2.MAFF	chr4	46617719	46617739	-	0.000	0.000	Merged-chr4-46617709-8
NR11460--MA0089.1.MAFG::NFE2L1	chr6	128764265	128764270	+	0.000	0.000	Merged-chr6-128764213-62
NR10658--MA0591.1.Bach1::Mafk	chr5	149454667	149454681	+	0.000	0.000	Merged-chr5-149454508-33
NR4034--MA0117.2.Mafb	chr14	30825874	30825885	-	0.000	0.000	Merged-chr14-30825884-66
NR7885--MA0089.1.MAFG::NFE2L1	chr2	167081817	167081822	+	0.000	0.000	Merged-chr2-167081720-23
NR11184--MA0089.1.MAFG::NFE2L1	chr6	87542134	87542139	-	0.000	0.000	Merged-chr6-87542145-24
NR734--MA0089.1.MAFG::NFE2L1	chr1	133542318	133542323	+	0.000	0.000	Merged-chr1-133542272-8
NR4961--MA0659.1.MAFG	chr15	81872293	81872313	+	0.000	0.000	Merged-chr15-81872198-88
NR5350--MA0496.2.MAFK	chr16	52468521	52468539	-	0.000	0.000	Merged-chr16-52468577-24
NR515--MA0496.2.MAFK	chr1	94497026	94497044	-	0.000	0.000	Merged-chr1-94497080-23
NR7550--MA0501.1.MAF::NFE2	chr2	117374459	117374473	-	0.000	0.000	Merged-chr2-117374468-47
NR11518--MA0501.1.MAF::NFE2	chr6	134615227	134615241	+	0.000	0.000	Merged-chr6-134615220-54
NR13632--MA0089.1.MAFG::NFE2L1	chrX	85839387	85839392	+	0.000	0.000	Merged-chrX-85839388-40
NR1794--MA0089.1.MAFG::NFE2L1	chr10	95179109	95179114	+	0.000	0.000	Merged-chr10-95179066-28
NR11688--MA0089.1.MAFG::NFE2L1	chr7	12987500	12987505	-	0.000	0.000	Merged-chr7-12987633-12
NR8609--MA0659.1.MAFG	chr3	98030692	98030712	-	0.000	0.000	Merged-chr3-98030658-2
NR4238--MA0496.2.MAFK	chr14	64434254	64434272	-	0.000	0.000	Merged-chr14-64434245-45
NR12400--MA0591.1.Bach1::Mafk	chr8	18564866	18564880	-	0.000	0.000	Merged-chr8-18564769-25
NR2244--MA0089.1.MAFG::NFE2L1	chr11	52076408	52076413	-	0.000	0.000	Merged-chr11-52076354-71
NR2331--MA0089.1.MAFG::NFE2L1	chr11	79339688	79339693	-	0.000	0.000	Merged-chr11-79339786-62
NR9712--MA0117.2.Mafb	chr4	129335640	129335651	+	0.000	0.000	Merged-chr4-129335558-95
NR12251--MA0591.1.Bach1::Mafk	chr7	122414407	122414421	+	0.000	0.000	Merged-chr7-122414418-49
NR11326--MA0495.2.MAFF	chr6	108477200	108477220	-	0.000	0.000	Merged-chr6-108477065-48
NR10079--MA0089.1.MAFG::NFE2L1	chr5	31202360	31202365	+	0.000	0.000	Merged-chr5-31202256-62
NR10921--MA0495.2.MAFF	chr6	41526527	41526547	-	0.000	0.000	Merged-chr6-41526509-3
NR11001--MA0659.1.MAFG	chr6	54925895	54925915	-	0.000	0.000	Merged-chr6-54926058-40
NR8611--MA0496.2.MAFK	chr3	98030693	98030711	-	0.000	0.000	Merged-chr3-98030658-2
NR11328--MA0659.1.MAFG	chr6	108477200	108477220	+	0.000	0.000	Merged-chr6-108477065-48
NR12937--MA0591.1.Bach1::Mafk	chr8	123065350	123065364	-	0.000	0.000	Merged-chr8-123065416-88
NR9666--MA0089.1.MAFG::NFE2L1	chr4	119947741	119947746	-	0.000	0.000	Merged-chr4-119947761-47
NR113--MA0495.2.MAFF	chr1	20926481	20926501	+	0.000	0.000	Merged-chr1-20926362-24
NR11975--MA0501.1.MAF::NFE2	chr7	75630057	75630071	-	0.000	0.000	Merged-chr7-75629936-10
NR5923--MA0089.1.MAFG::NFE2L1	chr17	50185721	50185726	-	0.000	0.000	Merged-chr17-50185897-34
NR12196--MA0496.2.MAFK	chr7	111015014	111015032	-	0.000	0.000	Merged-chr7-111015040-32
NR11182--MA0089.1.MAFG::NFE2L1	chr6	86922054	86922059	-	0.000	0.000	Merged-chr6-86921974-19
NR13174--MA0496.2.MAFK	chr9	62811079	62811097	+	0.000	0.000	Merged-chr9-62811056-2
NR10238--MA0117.2.Mafb	chr5	65898037	65898048	+	0.000	0.000	Merged-chr5-65898025-23
NR7983--MA0089.1.MAFG::NFE2L1	chr2	178078439	178078444	+	0.000	0.000	Merged-chr2-178078540-79
NR10962--MA0591.1.Bach1::Mafk	chr6	48645773	48645787	+	0.000	0.000	Merged-chr6-48645823-44
NR4960--MA0591.1.Bach1::Mafk	chr15	81811332	81811346	+	0.000	0.000	Merged-chr15-81811152-87
NR2104--MA0495.2.MAFF	chr11	11573642	11573662	-	0.000	0.000	Merged-chr11-11573827-37
NR11484--MA0089.1.MAFG::NFE2L1	chr6	130429671	130429676	-	0.000	0.000	Merged-chr6-130429681-16
NR6356--MA0495.2.MAFF	chr18	39035417	39035437	-	0.000	0.000	Merged-chr18-39035384-28
NR6873--MA0591.1.Bach1::Mafk	chr19	56320284	56320298	-	0.000	0.000	Merged-chr19-56320419-43
NR8964--MA0501.1.MAF::NFE2	chr3	151465355	151465369	-	0.000	0.000	Merged-chr3-151465369-1
NR11689--MA0495.2.MAFF	chr7	13038281	13038301	+	0.000	0.000	Merged-chr7-13038148-88
NR9569--MA0591.1.Bach1::Mafk	chr4	94603204	94603218	+	0.000	0.000	Merged-chr4-94603187-63
NR5915--MA0591.1.Bach1::Mafk	chr17	47511267	47511281	+	0.000	0.000	Merged-chr17-47511428-58
NR10279--MA0089.1.MAFG::NFE2L1	chr5	72159705	72159710	-	0.000	0.000	Merged-chr5-72159731-18
NR7078--MA0591.1.Bach1::Mafk	chr2	30712175	30712189	-	0.000	0.000	Merged-chr2-30712039-69
NR5821--MA0089.1.MAFG::NFE2L1	chr17	29032620	29032625	-	0.000	0.000	Merged-chr17-29032504-80
NR5808--MA0495.2.MAFF	chr17	27755570	27755590	-	0.000	0.000	Merged-chr17-27755639-7
NR5850--MA0659.1.MAFG	chr17	33781060	33781080	-	0.000	0.000	Merged-chr17-33781173-86
NR8636--MA0117.2.Mafb	chr3	104963576	104963587	-	0.000	0.000	Merged-chr3-104963538-12
NR6952--MA0089.1.MAFG::NFE2L1	chr2	11212244	11212249	+	0.000	0.000	Merged-chr2-11212152-38
NR6904--MA0117.2.Mafb	chr2	6220407	6220418	-	0.000	0.000	Merged-chr2-6220387-36
NR10251--MA0089.1.MAFG::NFE2L1	chr5	67260613	67260618	-	0.000	0.000	Merged-chr5-67260794-69
NR6349--MA0117.2.Mafb	chr18	35703076	35703087	-	0.000	0.000	Merged-chr18-35703076-56
NR10147--MA0591.1.Bach1::Mafk	chr5	45402932	45402946	+	0.000	0.000	Merged-chr5-45402885-8
NR9850--MA0591.1.Bach1::Mafk	chr4	152173196	152173210	-	0.000	0.000	Merged-chr4-152173151-13
NR5813--MA0501.1.MAF::NFE2	chr17	27755576	27755590	+	0.000	0.000	Merged-chr17-27755639-7
NR8042--MA0089.1.MAFG::NFE2L1	chr3	9401032	9401037	-	0.000	0.000	Merged-chr3-9400917-27
NR4980--MA0089.1.MAFG::NFE2L1	chr15	85610905	85610910	+	0.000	0.000	Merged-chr15-85610839-41
NR9745--MA0501.1.MAF::NFE2	chr4	139599011	139599025	+	0.000	0.000	Merged-chr4-139599159-54
NR6909--MA0659.1.MAFG	chr2	6478400	6478420	+	0.000	0.000	Merged-chr2-6478572-51
NR10985--MA0591.1.Bach1::Mafk	chr6	51768008	51768022	+	0.000	0.000	Merged-chr6-51768092-8
NR5810--MA0591.1.Bach1::Mafk	chr17	27755573	27755587	+	0.000	0.000	Merged-chr17-27755639-7
NR6850--MA0089.1.MAFG::NFE2L1	chr19	46511346	46511351	+	0.000	0.000	Merged-chr19-46511275-84
NR2577--MA0591.1.Bach1::Mafk	chr12	25240220	25240234	-	0.000	0.000	Merged-chr12-25240283-42
NR8672--MA0117.2.Mafb	chr3	109732611	109732622	+	0.000	0.000	Merged-chr3-109732646-37
NR1919--MA0495.2.MAFF	chr10	111107640	111107660	+	0.000	0.000	Merged-chr10-111107692-40
NR2442--MA0089.1.MAFG::NFE2L1	chr11	116012676	116012681	+	0.000	0.000	Merged-chr11-116012659-52
NR901--MA0496.2.MAFK	chr1	165828809	165828827	+	0.000	0.000	Merged-chr1-165828679-59
NR12954--MA0501.1.MAF::NFE2	chr8	125557551	125557565	-	0.000	0.000	Merged-chr8-125557520-11
NR272--MA0117.2.Mafb	chr1	58806808	58806819	+	0.000	0.000	Merged-chr1-58806904-11
NR2253--MA0089.1.MAFG::NFE2L1	chr11	55461091	55461096	+	0.000	0.000	Merged-chr11-55461087-74
NR9066--MA0496.2.MAFK	chr4	6446816	6446834	+	0.000	0.000	Merged-chr4-6446926-20
NR10496--MA0496.2.MAFK	chr5	115538904	115538922	-	0.000	0.000	Merged-chr5-115538781-31
NR7808--MA0591.1.Bach1::Mafk	chr2	156196651	156196665	-	0.000	0.000	Merged-chr2-156196758-68
NR7260--MA0117.2.Mafb	chr2	60019291	60019302	-	0.000	0.000	Merged-chr2-60019234-65
NR5876--MA0591.1.Bach1::Mafk	chr17	35823112	35823126	-	0.000	0.000	Merged-chr17-35823208-57
NR7247--MA0659.1.MAFG	chr2	58107017	58107037	-	0.000	0.000	Merged-chr2-58107175-53
NR2105--MA0591.1.Bach1::Mafk	chr11	11573645	11573659	-	0.000	0.000	Merged-chr11-11573827-37
NR11750--MA0591.1.Bach1::Mafk	chr7	25239265	25239279	-	0.000	0.000	Merged-chr7-25239376-34
NR4521--MA0496.2.MAFK	chr14	120275575	120275593	+	0.000	0.000	Merged-chr14-120275634-49
NR10494--MA0591.1.Bach1::Mafk	chr5	115538906	115538920	+	0.000	0.000	Merged-chr5-115538781-31
NR13421--MA0496.2.MAFK	chr9	108156925	108156943	-	0.000	0.000	Merged-chr9-108157018-18
NR11393--MA0089.1.MAFG::NFE2L1	chr6	117431693	117431698	+	0.000	0.000	Merged-chr6-117431708-65
NR9097--MA0089.1.MAFG::NFE2L1	chr4	11076174	11076179	+	0.000	0.000	Merged-chr4-11076222-62
NR13043--MA0501.1.MAF::NFE2	chr9	15550738	15550752	+	0.000	0.000	Merged-chr9-15550755-58
NR8053--MA0089.1.MAFG::NFE2L1	chr3	10466041	10466046	+	0.000	0.000	Merged-chr3-10466039-18
NR476--MA0496.2.MAFK	chr1	88256136	88256154	-	0.000	0.000	Merged-chr1-88256034-1,Merged-chr1-88256312-2
NR4991--MA0089.1.MAFG::NFE2L1	chr15	89123059	89123064	+	0.000	0.000	Merged-chr15-89123028-62
NR2369--MA0495.2.MAFF	chr11	95834501	95834521	+	0.000	0.000	Merged-chr11-95834511-50
NR5065--MA0089.1.MAFG::NFE2L1	chr15	102263117	102263122	-	0.000	0.000	Merged-chr15-102263146-38
NR6861--MA0089.1.MAFG::NFE2L1	chr19	53390661	53390666	+	0.000	0.000	Merged-chr19-53390523-85
NR4619--MA0591.1.Bach1::Mafk	chr15	18821598	18821612	-	0.000	0.000	Merged-chr15-18821535-37
