#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR49929--MA0741.1.KLF16	chr5	24445274	24445284	+	0.000	0.000	Merged-chr5-24445119-58
NR11843--MA0741.1.KLF16	chr11	94601909	94601919	-	0.000	0.000	Merged-chr11-94601858-52
NR18602--MA0742.1.Klf12	chr13	100015684	100015698	+	0.000	0.000	Merged-chr13-100015738-57
NR44884--MA0599.1.KLF5	chr3	158036651	158036660	-	0.000	0.000	Merged-chr3-158036635-54
NR11638--MA0741.1.KLF16	chr11	83964375	83964385	+	0.000	0.000	Merged-chr11-83964406-50
NR32763--MA0741.1.KLF16	chr18	61377970	61377980	-	0.000	0.000	Merged-chr18-61377910-13
NR49092--MA1107.1.KLF9	chr4	152178082	152178094	-	0.000	0.000	Merged-chr4-152178295-75
NR6607--MA0599.1.KLF5	chr10	57486355	57486364	-	0.000	0.000	Merged-chr10-57486406-88
NR67851--MA0493.1.Klf1	chr9	106438520	106438530	-	0.000	0.000	Merged-chr9-106438400-53
NR54098--MA0039.3.KLF4	chr6	6217150	6217160	+	0.000	0.000	Merged-chr6-6217012-81
NR22164--MA0493.1.Klf1	chr14	115092203	115092213	-	0.000	0.000	Merged-chr14-115092344-57
NR4557--MA0599.1.KLF5	chr1	180256289	180256298	+	0.000	0.000	Merged-chr1-180256121-75
NR66552--MA0741.1.KLF16	chr9	54560189	54560199	-	0.000	0.000	Merged-chr9-54560208-44
NR29315--MA0742.1.Klf12	chr17	33824535	33824549	+	0.000	0.000	Merged-chr17-33824550-48
NR30878--MA0741.1.KLF16	chr17	83632189	83632199	+	0.000	0.000	Merged-chr17-83632090-95
NR12030--MA1107.1.KLF9	chr11	97435051	97435063	+	0.000	0.000	Merged-chr11-97435107-48
NR2497--MA1107.1.KLF9	chr1	119477203	119477215	-	0.000	0.000	Merged-chr1-119477051-49
NR10398--MA0741.1.KLF16	chr11	35283360	35283370	-	0.000	0.000	Merged-chr11-35283251-26
NR24125--MA0599.1.KLF5	chr15	76198203	76198212	+	0.000	0.000	Merged-chr15-76198065-48
NR35347--MA1107.1.KLF9	chr2	11706110	11706122	-	0.000	0.000	Merged-chr2-11706228-2
NR8929--MA0741.1.KLF16	chr10	117494124	117494134	-	0.000	0.000	Merged-chr10-117494286-56
NR38802--MA0741.1.KLF16	chr2	132511676	132511686	-	0.000	0.000	Merged-chr2-132511544-14
NR28053--MA0741.1.KLF16	chr16	95821067	95821077	-	0.000	0.000	Merged-chr16-95821218-29
NR64840--MA0740.1.KLF14	chr8	111393731	111393744	-	0.000	0.000	Merged-chr8-111393745-41
NR23696--MA0039.3.KLF4	chr15	55106851	55106861	-	0.000	0.000	Merged-chr15-55106704-24
NR69577--MA0740.1.KLF14	chrX	162760254	162760267	+	0.000	0.000	Merged-chrX-162760331-82
NR1889--MA0740.1.KLF14	chr1	87214308	87214321	-	0.000	0.000	Merged-chr1-87214241-86
NR26505--MA1107.1.KLF9	chr16	35741760	35741772	-	0.000	0.000	Merged-chr16-35741769-10
NR45933--MA0493.1.Klf1	chr4	43906590	43906600	-	0.000	0.000	Merged-chr4-43906587-8
NR9369--MA0741.1.KLF16	chr10	127041834	127041844	+	0.000	0.000	Merged-chr10-127041778-74
NR65363--MA0599.1.KLF5	chr8	124751870	124751879	+	0.000	0.000	Merged-chr8-124751868-63
NR7033--MA1107.1.KLF9	chr10	68908249	68908261	+	0.000	0.000	Merged-chr10-68908384-20
NR43534--MA0493.1.Klf1	chr3	124708074	124708084	-	0.000	0.000	Merged-chr3-124708012-3
NR24693--MA0741.1.KLF16	chr15	84663195	84663205	+	0.000	0.000	Merged-chr15-84663201-26
NR62849--MA1107.1.KLF9	chr8	35597271	35597283	+	0.000	0.000	Merged-chr8-35597143-68
NR26439--MA0741.1.KLF16	chr16	32658893	32658903	+	0.000	0.000	Merged-chr16-32659000-27
NR29750--MA0741.1.KLF16	chr17	47924481	47924491	+	0.000	0.000	Merged-chr17-47924706-88
NR47684--MA0657.1.KLF13	chr4	119232856	119232873	-	0.000	0.000	Merged-chr4-119232903-70
NR9581--MA0599.1.KLF5	chr10	128891733	128891742	-	0.000	0.000	Merged-chr10-128891602-133
NR25309--MA0599.1.KLF5	chr15	99457771	99457780	+	0.000	0.000	Merged-chr15-99457871-64
NR58277--MA0741.1.KLF16	chr7	16197063	16197073	-	0.000	0.000	Merged-chr7-16196917-6
NR40049--MA1107.1.KLF9	chr2	169504338	169504350	+	0.000	0.000	Merged-chr2-169504323-1
NR52072--MA0599.1.KLF5	chr5	110135925	110135934	-	0.000	0.000	Merged-chr5-110135830-52
NR58659--MA0039.3.KLF4	chr7	24929804	24929814	+	0.000	0.000	Merged-chr7-24929791-16
NR28358--MA1107.1.KLF9	chr17	8562355	8562367	-	0.000	0.000	Merged-chr17-8562551-56
NR32881--MA0742.1.Klf12	chr18	65430850	65430864	+	0.000	0.000	Merged-chr18-65430843-87
NR57714--MA0599.1.KLF5	chr6	143167188	143167197	+	0.000	0.000	Merged-chr6-143167023-76
NR69051--MA0599.1.KLF5	chrX	78582999	78583008	+	0.000	0.000	Merged-chrX-78582996-2
NR39702--MA1107.1.KLF9	chr2	160873051	160873063	+	0.000	0.000	Merged-chr2-160872923-80
NR61115--MA0740.1.KLF14	chr7	114562656	114562669	-	0.000	0.000	Merged-chr7-114562843-63
NR14418--MA0742.1.Klf12	chr12	69461954	69461968	+	0.000	0.000	Merged-chr12-69461998-25
NR13090--MA0741.1.KLF16	chr12	4038887	4038897	+	0.000	0.000	Merged-chr12-4038819-48
NR35067--MA0742.1.Klf12	chr2	3419126	3419140	+	0.000	0.000	Merged-chr2-3419022-52
NR46087--MA0740.1.KLF14	chr4	47353135	47353148	-	0.000	0.000	Merged-chr4-47353168-65
NR30910--MA0493.1.Klf1	chr17	83918942	83918952	+	0.000	0.000	Merged-chr17-83918717-33
NR50340--MA0599.1.KLF5	chr5	36998161	36998170	-	0.000	0.000	Merged-chr5-36998171-4
NR36898--MA0741.1.KLF16	chr2	61402419	61402429	-	0.000	0.000	Merged-chr2-61402469-66
NR56734--MA0742.1.Klf12	chr6	116264122	116264136	+	0.000	0.000	Merged-chr6-116264225-57
NR27017--MA0039.3.KLF4	chr16	59639197	59639207	+	0.000	0.000	Merged-chr16-59639250-60
NR41713--MA0599.1.KLF5	chr3	53041479	53041488	-	0.000	0.000	Merged-chr3-53041622-23
NR48078--MA0039.3.KLF4	chr4	129640811	129640821	+	0.000	0.000	Merged-chr4-129640903-73
NR45298--MA0599.1.KLF5	chr4	15265708	15265717	+	0.000	0.000	Merged-chr4-15265953-100
NR24074--MA0741.1.KLF16	chr15	74753020	74753030	+	0.000	0.000	Merged-chr15-74752931-48
NR11476--MA0741.1.KLF16	chr11	78189433	78189443	-	0.000	0.000	Merged-chr11-78189285-25
NR17695--MA0493.1.Klf1	chr13	74009421	74009431	-	0.000	0.000	Merged-chr13-74009522-65
NR14770--MA0493.1.Klf1	chr12	82187387	82187397	+	0.000	0.000	Merged-chr12-82187311-20
NR24616--MA0741.1.KLF16	chr15	83122212	83122222	+	0.000	0.000	Merged-chr15-83122079-5
NR68612--MA0741.1.KLF16	chrX	13071442	13071452	-	0.000	0.000	Merged-chrX-13071580-193
NR21508--MA1107.1.KLF9	chr14	79154103	79154115	-	0.000	0.000	Merged-chr14-79154092-10
NR12371--MA0493.1.Klf1	chr11	103267523	103267533	+	0.000	0.000	Merged-chr11-103267533-59
NR45536--MA0741.1.KLF16	chr4	32387965	32387975	+	0.000	0.000	Merged-chr4-32387941-10
NR63047--MA0740.1.KLF14	chr8	45934775	45934788	+	0.000	0.000	Merged-chr8-45934835-41
NR11702--MA0493.1.Klf1	chr11	87751729	87751739	-	0.000	0.000	Merged-chr11-87751770-19
NR68407--MA0741.1.KLF16	chr9	122805542	122805552	+	0.000	0.000	Merged-chr9-122805643-54
NR35058--MA0741.1.KLF16	chr2	3284122	3284132	-	0.000	0.000	Merged-chr2-3284320-138
NR8496--MA0741.1.KLF16	chr10	105322136	105322146	-	0.000	0.000	Merged-chr10-105322037-2
NR61096--MA0740.1.KLF14	chr7	114276175	114276188	-	0.000	0.000	Merged-chr7-114276213-86
NR34804--MA0493.1.Klf1	chr19	47829049	47829059	-	0.000	0.000	Merged-chr19-47829109-19
NR25215--MA0599.1.KLF5	chr15	97908324	97908333	+	0.000	0.000	Merged-chr15-97908198-86
NR48913--MA0741.1.KLF16	chr4	149099758	149099768	+	0.000	0.000	Merged-chr4-149099611-68
NR61638--MA0740.1.KLF14	chr7	132768259	132768272	-	0.000	0.000	Merged-chr7-132768220-25
NR56249--MA0741.1.KLF16	chr6	99258506	99258516	-	0.000	0.000	Merged-chr6-99258584-2
NR43351--MA0599.1.KLF5	chr3	116711878	116711887	+	0.000	0.000	Merged-chr3-116712114-84
NR1159--MA0741.1.KLF16	chr1	58713091	58713101	-	0.000	0.000	Merged-chr1-58713281-1
NR68166--MA1107.1.KLF9	chr9	116114524	116114536	-	0.000	0.000	Merged-chr9-116114550-42
NR15835--MA0741.1.KLF16	chr13	4192032	4192042	-	0.000	0.000	Merged-chr13-4192046-2
NR49082--MA0741.1.KLF16	chr4	152124484	152124494	+	0.000	0.000	Merged-chr4-152124599-7
NR41238--MA0493.1.Klf1	chr3	35754079	35754089	-	0.000	0.000	Merged-chr3-35754323-108
NR67882--MA0741.1.KLF16	chr9	106686042	106686052	+	0.000	0.000	Merged-chr9-106686186-2
NR13013--MA0741.1.KLF16	chr11	120378811	120378821	-	0.000	0.000	Merged-chr11-120378748-57
NR35384--MA0599.1.KLF5	chr2	12924011	12924020	-	0.000	0.000	Merged-chr2-12924162-70
NR15874--MA0599.1.KLF5	chr13	6081831	6081840	+	0.000	0.000	Merged-chr13-6081654-1
NR13555--MA0493.1.Klf1	chr12	25266824	25266834	+	0.000	0.000	Merged-chr12-25266933-26
NR11999--MA0741.1.KLF16	chr11	97029927	97029937	+	0.000	0.000	Merged-chr11-97030056-43
NR13340--MA0493.1.Klf1	chr12	17000163	17000173	+	0.000	0.000	Merged-chr12-17000135-62
NR50067--MA0741.1.KLF16	chr5	27995450	27995460	-	0.000	0.000	Merged-chr5-27995403-19
NR7393--MA0742.1.Klf12	chr10	78457977	78457991	+	0.000	0.000	Merged-chr10-78458040-65
NR47739--MA0741.1.KLF16	chr4	120287854	120287864	-	0.000	0.000	Merged-chr4-120287807-68
NR35026--MA0599.1.KLF5	chr19	60874543	60874552	-	0.000	0.000	Merged-chr19-60874475-51
NR50338--MA0741.1.KLF16	chr5	36988983	36988993	-	0.000	0.000	Merged-chr5-36989172-64
NR50452--MA0599.1.KLF5	chr5	44239421	44239430	+	0.000	0.000	Merged-chr5-44239344-7
NR41825--MA0599.1.KLF5	chr3	59042509	59042518	+	0.000	0.000	Merged-chr3-59042548-4
NR68659--MA0741.1.KLF16	chrX	20659220	20659230	-	0.000	0.000	Merged-chrX-20659081-6
NR29448--MA1107.1.KLF9	chr17	35667515	35667527	+	0.000	0.000	Merged-chr17-35667602-67
NR5367--MA0657.1.KLF13	chr10	7832406	7832423	-	0.000	0.000	Merged-chr10-7832380-56
NR26523--MA1107.1.KLF9	chr16	36071597	36071609	-	0.000	0.000	Merged-chr16-36071679-92
NR66979--MA0741.1.KLF16	chr9	71592420	71592430	-	0.000	0.000	Merged-chr9-71592385-50
NR38957--MA1107.1.KLF9	chr2	135824074	135824086	-	0.000	0.000	Merged-chr2-135823878-14
NR56160--MA0657.1.KLF13	chr6	95676643	95676660	-	0.000	0.000	Merged-chr6-95676579-1
NR38403--MA0599.1.KLF5	chr2	121807075	121807084	-	0.000	0.000	Merged-chr2-121807029-73
NR62528--MA0599.1.KLF5	chr8	22706163	22706172	-	0.000	0.000	Merged-chr8-22706091-1
NR64633--MA0741.1.KLF16	chr8	105605515	105605525	+	0.000	0.000	Merged-chr8-105605382-75
NR5759--MA0599.1.KLF5	chr10	19167797	19167806	-	0.000	0.000	Merged-chr10-19167953-53
NR41828--MA0741.1.KLF16	chr3	59042503	59042513	+	0.000	0.000	Merged-chr3-59042548-4
NR22750--MA1107.1.KLF9	chr15	11995470	11995482	-	0.000	0.000	Merged-chr15-11995673-123
NR34390--MA0741.1.KLF16	chr19	34475188	34475198	+	0.000	0.000	Merged-chr19-34475070-71
NR43678--MA0599.1.KLF5	chr3	129532578	129532587	-	0.000	0.000	Merged-chr3-129532490-25
NR6810--MA0742.1.Klf12	chr10	61534770	61534784	+	0.000	0.000	Merged-chr10-61534801-22
NR22956--MA1107.1.KLF9	chr15	25805866	25805878	+	0.000	0.000	Merged-chr15-25805747-73
NR67929--MA0740.1.KLF14	chr9	107710020	107710033	+	0.000	0.000	Merged-chr9-107709894-54
NR1986--MA0599.1.KLF5	chr1	91095276	91095285	+	0.000	0.000	Merged-chr1-91095433-53
NR44339--MA0657.1.KLF13	chr3	146004974	146004991	-	0.000	0.000	Merged-chr3-146004832-23
NR46173--MA0599.1.KLF5	chr4	53440634	53440643	-	0.000	0.000	Merged-chr4-53440553-103
NR32110--MA0741.1.KLF16	chr18	36454527	36454537	-	0.000	0.000	Merged-chr18-36454409-61
NR26663--MA0599.1.KLF5	chr16	45389924	45389933	+	0.000	0.000	Merged-chr16-45389886-49
NR30467--MA0493.1.Klf1	chr17	71479626	71479636	+	0.000	0.000	Merged-chr17-71479574-16
NR4481--MA0599.1.KLF5	chr1	177441969	177441978	+	0.000	0.000	Merged-chr1-177442185-139
NR11451--MA0742.1.Klf12	chr11	78165631	78165645	+	0.000	0.000	Merged-chr11-78165557-54
NR21009--MA0742.1.Klf12	chr14	57999001	57999015	-	0.000	0.000	Merged-chr14-57999124-66
NR42480--MA0493.1.Klf1	chr3	88716848	88716858	+	0.000	0.000	Merged-chr3-88716875-51
NR22970--MA0493.1.Klf1	chr15	25844961	25844971	+	0.000	0.000	Merged-chr15-25844896-23
NR58309--MA0741.1.KLF16	chr7	16401078	16401088	-	0.000	0.000	Merged-chr7-16401059-29
NR55878--MA1107.1.KLF9	chr6	87536307	87536319	-	0.000	0.000	Merged-chr6-87536423-6
NR66836--MA0741.1.KLF16	chr9	64960819	64960829	+	0.000	0.000	Merged-chr9-64960866-47
NR15085--MA1107.1.KLF9	chr12	91789822	91789834	-	0.000	0.000	Merged-chr12-91789924-28
NR26644--MA1107.1.KLF9	chr16	44687880	44687892	-	0.000	0.000	Merged-chr16-44688022-8
NR29015--MA0599.1.KLF5	chr17	27325129	27325138	-	0.000	0.000	Merged-chr17-27325215-15
NR56199--MA0599.1.KLF5	chr6	97447283	97447292	+	0.000	0.000	Merged-chr6-97447180-22
NR47151--MA0599.1.KLF5	chr4	95354188	95354197	-	0.000	0.000	Merged-chr4-95354133-23
NR15628--MA0599.1.KLF5	chr12	111944520	111944529	-	0.000	0.000	Merged-chr12-111944395-37
NR64833--MA0599.1.KLF5	chr8	111259250	111259259	-	0.000	0.000	Merged-chr8-111259123-96
NR42391--MA0599.1.KLF5	chr3	84815783	84815792	-	0.000	0.000	Merged-chr3-84815623-16
NR66702--MA0742.1.Klf12	chr9	60998291	60998305	-	0.000	0.000	Merged-chr9-60998373-9
NR36864--MA0741.1.KLF16	chr2	60216764	60216774	-	0.000	0.000	Merged-chr2-60216758-7
NR61222--MA1107.1.KLF9	chr7	118740248	118740260	-	0.000	0.000	Merged-chr7-118740082-2
NR47357--MA0599.1.KLF5	chr4	106316082	106316091	+	0.000	0.000	Merged-chr4-106316326-74
NR2955--MA0599.1.KLF5	chr1	134455384	134455393	+	0.000	0.000	Merged-chr1-134455464-58
NR48773--MA0493.1.Klf1	chr4	145254609	145254619	-	0.000	0.000	Merged-chr4-145254618-54
NR60654--MA0741.1.KLF16	chr7	98120333	98120343	-	0.000	0.000	Merged-chr7-98120517-47
NR45983--MA0599.1.KLF5	chr4	45464665	45464674	-	0.000	0.000	Merged-chr4-45464795-9
NR15609--MA1107.1.KLF9	chr12	111159875	111159887	+	0.000	0.000	Merged-chr12-111160075-57
NR40198--MA0599.1.KLF5	chr2	172940357	172940366	-	0.000	0.000	Merged-chr2-172940358-59
NR7751--MA0741.1.KLF16	chr10	82699125	82699135	-	0.000	0.000	Merged-chr10-82699299-101
NR14420--MA0039.3.KLF4	chr12	69461956	69461966	+	0.000	0.000	Merged-chr12-69461998-25
NR48693--MA0599.1.KLF5	chr4	141618782	141618791	-	0.000	0.000	Merged-chr4-141618821-28
NR919--MA0493.1.Klf1	chr1	43827795	43827805	+	0.000	0.000	Merged-chr1-43827662-129
NR40874--MA0599.1.KLF5	chr3	22076322	22076331	+	0.000	0.000	Merged-chr3-22076616-152
NR24021--MA1107.1.KLF9	chr15	73228434	73228446	+	0.000	0.000	Merged-chr15-73228515-7
NR14499--MA0741.1.KLF16	chr12	72014613	72014623	+	0.000	0.000	Merged-chr12-72014638-4
NR42915--MA0599.1.KLF5	chr3	101604788	101604797	+	0.000	0.000	Merged-chr3-101604815-1
NR65811--MA0599.1.KLF5	chr9	21332468	21332477	+	0.000	0.000	Merged-chr9-21332581-24
NR63976--MA0599.1.KLF5	chr8	79029527	79029536	-	0.000	0.000	Merged-chr8-79029406-228
NR68807--MA0493.1.Klf1	chrX	48234630	48234640	+	0.000	0.000	Merged-chrX-48234508-35
NR25439--MA0599.1.KLF5	chr15	102247249	102247258	+	0.000	0.000	Merged-chr15-102247349-1
NR35024--MA0741.1.KLF16	chr19	60755940	60755950	+	0.000	0.000	Merged-chr19-60755904-7
NR19101--MA0599.1.KLF5	chr13	112801420	112801429	-	0.000	0.000	Merged-chr13-112801565-4
NR12121--MA0740.1.KLF14	chr11	98741859	98741872	+	0.000	0.000	Merged-chr11-98741907-41
NR62406--MA1107.1.KLF9	chr8	18738456	18738468	+	0.000	0.000	Merged-chr8-18738622-3
NR60908--MA0599.1.KLF5	chr7	105554376	105554385	-	0.000	0.000	Merged-chr7-105554530-56
NR69181--MA0599.1.KLF5	chrX	103616830	103616839	+	0.000	0.000	Merged-chrX-103616839-86
NR65116--MA1107.1.KLF9	chr8	120404079	120404091	+	0.000	0.000	Merged-chr8-120404007-24
NR33041--MA0740.1.KLF14	chr18	68195222	68195235	-	0.000	0.000	Merged-chr18-68195286-23
NR6848--MA0741.1.KLF16	chr10	62920644	62920654	+	0.000	0.000	Merged-chr10-62920574-64
NR62984--MA0493.1.Klf1	chr8	40963172	40963182	-	0.000	0.000	Merged-chr8-40963134-88
NR4897--MA0741.1.KLF16	chr1	189500040	189500050	+	0.000	0.000	Merged-chr1-189499965-39
NR44772--MA0741.1.KLF16	chr3	155093405	155093415	+	0.000	0.000	Merged-chr3-155093462-79
NR34770--MA0741.1.KLF16	chr19	47464462	47464472	-	0.000	0.000	Merged-chr19-47464349-56
NR67767--MA0740.1.KLF14	chr9	103111935	103111948	+	0.000	0.000	Merged-chr9-103112038-86
NR58902--MA0493.1.Klf1	chr7	28803042	28803052	+	0.000	0.000	Merged-chr7-28802927-28
NR1864--MA1107.1.KLF9	chr1	85750825	85750837	-	0.000	0.000	Merged-chr1-85750815-9
NR55436--MA0599.1.KLF5	chr6	67295131	67295140	-	0.000	0.000	Merged-chr6-67295032-2
NR53117--MA0493.1.Klf1	chr5	134266478	134266488	+	0.000	0.000	Merged-chr5-134266508-58
NR31427--MA0740.1.KLF14	chr18	12236564	12236577	-	0.000	0.000	Merged-chr18-12236569-102
NR67914--MA0741.1.KLF16	chr9	107526829	107526839	-	0.000	0.000	Merged-chr9-107526799-38
NR57912--MA0741.1.KLF16	chr6	148212165	148212175	-	0.000	0.000	Merged-chr6-148212124-77
NR19875--MA0493.1.Klf1	chr14	17905959	17905969	+	0.000	0.000	Merged-chr14-17905927-8
NR26038--MA0741.1.KLF16	chr16	17646441	17646451	+	0.000	0.000	Merged-chr16-17646523-53
NR55775--MA1107.1.KLF9	chr6	85069238	85069250	+	0.000	0.000	Merged-chr6-85069179-83
NR11965--MA0741.1.KLF16	chr11	96777440	96777450	+	0.000	0.000	Merged-chr11-96777630-53
NR69368--MA1107.1.KLF9	chrX	136761513	136761525	-	0.000	0.000	Merged-chrX-136761493-40
NR51057--MA0039.3.KLF4	chr5	68593846	68593856	+	0.000	0.000	Merged-chr5-68593661-1
NR24087--MA0741.1.KLF16	chr15	75616634	75616644	-	0.000	0.000	Merged-chr15-75616511-51
NR31325--MA0742.1.Klf12	chr18	4959802	4959816	-	0.000	0.000	Merged-chr18-4959828-14
NR64945--MA0599.1.KLF5	chr8	116921702	116921711	-	0.000	0.000	Merged-chr8-116921645-108
NR47229--MA0741.1.KLF16	chr4	98923503	98923513	-	0.000	0.000	Merged-chr4-98923559-149
NR56772--MA0599.1.KLF5	chr6	117917248	117917257	+	0.000	0.000	Merged-chr6-117917253-93
NR12805--MA1107.1.KLF9	chr11	116413792	116413804	+	0.000	0.000	Merged-chr11-116413777-2
NR37400--MA0740.1.KLF14	chr2	79124388	79124401	-	0.000	0.000	Merged-chr2-79124485-40
NR38421--MA0599.1.KLF5	chr2	122028500	122028509	+	0.000	0.000	Merged-chr2-122028535-87
NR34257--MA0039.3.KLF4	chr19	27967780	27967790	+	0.000	0.000	Merged-chr19-27967760-35
NR60772--MA0742.1.Klf12	chr7	101012081	101012095	-	0.000	0.000	Merged-chr7-101011923-30
NR60290--MA0599.1.KLF5	chr7	80905118	80905127	+	0.000	0.000	Merged-chr7-80905285-49
NR27940--MA0741.1.KLF16	chr16	93780894	93780904	-	0.000	0.000	Merged-chr16-93780824-14
NR49917--MA0742.1.Klf12	chr5	24423571	24423585	+	0.000	0.000	Merged-chr5-24423684-50
NR24009--MA0599.1.KLF5	chr15	73154804	73154813	+	0.000	0.000	Merged-chr15-73154747-19
NR34--MA0599.1.KLF5	chr1	4857771	4857780	-	0.000	0.000	Merged-chr1-4858004-101
NR34052--MA0493.1.Klf1	chr19	8880930	8880940	-	0.000	0.000	Merged-chr19-8880870-57
NR2503--MA0599.1.KLF5	chr1	119492218	119492227	-	0.000	0.000	Merged-chr1-119492306-30
NR53367--MA1107.1.KLF9	chr5	137103426	137103438	-	0.000	0.000	Merged-chr5-137103369-20
NR11967--MA0599.1.KLF5	chr11	96777604	96777613	+	0.000	0.000	Merged-chr11-96777630-53
NR65041--MA0599.1.KLF5	chr8	119344374	119344383	-	0.000	0.000	Merged-chr8-119344551-61
NR61732--MA0741.1.KLF16	chr7	136894458	136894468	+	0.000	0.000	Merged-chr7-136894538-85
NR16175--MA1107.1.KLF9	chr13	12395130	12395142	-	0.000	0.000	Merged-chr13-12395311-75
NR51730--MA0741.1.KLF16	chr5	97095444	97095454	-	0.000	0.000	Merged-chr5-97095556-15
NR56753--MA1107.1.KLF9	chr6	117146804	117146816	+	0.000	0.000	Merged-chr6-117146729-2
NR43696--MA0599.1.KLF5	chr3	129879499	129879508	-	0.000	0.000	Merged-chr3-129879420-1
NR10693--MA0740.1.KLF14	chr11	54936433	54936446	-	0.000	0.000	Merged-chr11-54936551-30
NR59463--MA1107.1.KLF9	chr7	45568197	45568209	-	0.000	0.000	Merged-chr7-45568298-51
NR28175--MA0741.1.KLF16	chr17	4994410	4994420	+	0.000	0.000	Merged-chr17-4994437-49
NR60138--MA0599.1.KLF5	chr7	78766239	78766248	+	0.000	0.000	Merged-chr7-78766372-38
NR59573--MA0741.1.KLF16	chr7	48900591	48900601	+	0.000	0.000	Merged-chr7-48900758-41
NR69699--MA0740.1.KLF14	chrX	170676251	170676264	-	0.000	0.000	Merged-chrX-170676221-18
NR28446--MA0741.1.KLF16	chr17	10840204	10840214	+	0.000	0.000	Merged-chr17-10840429-74
NR41318--MA0741.1.KLF16	chr3	37419715	37419725	+	0.000	0.000	Merged-chr3-37419954-169
NR31013--MA0740.1.KLF14	chr17	87107442	87107455	+	0.000	0.000	Merged-chr17-87107301-129
NR11733--MA1107.1.KLF9	chr11	88145395	88145407	+	0.000	0.000	Merged-chr11-88145442-32
NR21824--MA0741.1.KLF16	chr14	99099847	99099857	-	0.000	0.000	Merged-chr14-99099807-63
NR52102--MA0742.1.Klf12	chr5	110810171	110810185	-	0.000	0.000	Merged-chr5-110810101-58
NR47925--MA0740.1.KLF14	chr4	126114260	126114273	+	0.000	0.000	Merged-chr4-126114161-6
NR47281--MA0742.1.Klf12	chr4	101509393	101509407	-	0.000	0.000	Merged-chr4-101509184-37
NR10680--MA0599.1.KLF5	chr11	54764937	54764946	-	0.000	0.000	Merged-chr11-54764987-17
NR69274--MA1107.1.KLF9	chrX	133689116	133689128	-	0.000	0.000	Merged-chrX-133688960-40
NR19936--MA0741.1.KLF16	chr14	20546230	20546240	+	0.000	0.000	Merged-chr14-20546209-85
NR32537--MA0741.1.KLF16	chr18	53245579	53245589	+	0.000	0.000	Merged-chr18-53245593-51
NR58004--MA0741.1.KLF16	chr7	4464437	4464447	-	0.000	0.000	Merged-chr7-4464501-45
NR55887--MA1107.1.KLF9	chr6	87810841	87810853	+	0.000	0.000	Merged-chr6-87810946-16
NR12035--MA1107.1.KLF9	chr11	97575751	97575763	+	0.000	0.000	Merged-chr11-97575787-15
NR3900--MA0741.1.KLF16	chr1	164248938	164248948	-	0.000	0.000	Merged-chr1-164249048-102
NR53149--MA0599.1.KLF5	chr5	134540090	134540099	-	0.000	0.000	Merged-chr5-134540113-16
NR18480--MA1107.1.KLF9	chr13	97406768	97406780	+	0.000	0.000	Merged-chr13-97406780-35
NR210--MA0742.1.Klf12	chr1	12875631	12875645	-	0.000	0.000	Merged-chr1-12875704-39
NR15705--MA0741.1.KLF16	chr12	116281171	116281181	-	0.000	0.000	Merged-chr12-116281266-88
NR33424--MA0599.1.KLF5	chr18	80200734	80200743	-	0.000	0.000	Merged-chr18-80200692-56
NR7724--MA0599.1.KLF5	chr10	81561179	81561188	-	0.000	0.000	Merged-chr10-81561219-45
NR13238--MA0599.1.KLF5	chr12	12354421	12354430	+	0.000	0.000	Merged-chr12-12354547-3
NR36134--MA0599.1.KLF5	chr2	32757206	32757215	-	0.000	0.000	Merged-chr2-32757365-75
NR19414--MA0493.1.Klf1	chr14	6757209	6757219	+	0.000	0.000	Merged-chr14-6757064-86
NR1990--MA0493.1.Klf1	chr1	91095275	91095285	+	0.000	0.000	Merged-chr1-91095433-53
NR53816--MA0599.1.KLF5	chr5	146824775	146824784	+	0.000	0.000	Merged-chr5-146824723-50
NR25251--MA0599.1.KLF5	chr15	98634983	98634992	-	0.000	0.000	Merged-chr15-98634819-42
NR69494--MA0493.1.Klf1	chrX	152016301	152016311	-	0.000	0.000	Merged-chrX-152016475-78
NR39183--MA1107.1.KLF9	chr2	146606368	146606380	-	0.000	0.000	Merged-chr2-146606447-27
NR56311--MA0599.1.KLF5	chr6	100390392	100390401	+	0.000	0.000	Merged-chr6-100390476-26
NR7705--MA1107.1.KLF9	chr10	81464680	81464692	-	0.000	0.000	Merged-chr10-81464665-32
NR44698--MA0742.1.Klf12	chr3	153276259	153276273	+	0.000	0.000	Merged-chr3-153276398-51
NR22522--MA1107.1.KLF9	chr14	121824519	121824531	-	0.000	0.000	Merged-chr14-121824841-29
NR24738--MA0741.1.KLF16	chr15	85735405	85735415	-	0.000	0.000	Merged-chr15-85735483-51
NR16536--MA0657.1.KLF13	chr13	28762736	28762753	-	0.000	0.000	Merged-chr13-28762755-10
NR24474--MA0493.1.Klf1	chr15	80948450	80948460	-	0.000	0.000	Merged-chr15-80948556-72
