#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR3677--MA0684.1.RUNX3	chr14	87452282	87452291	-	0.000	0.000	Merged-chr14-87452152-30
NR10474--MA0684.1.RUNX3	chr9	44105927	44105936	-	0.000	0.000	Merged-chr9-44105911-22
NR2281--MA0684.1.RUNX3	chr12	40427672	40427681	-	0.000	0.000	Merged-chr12-40427719-34
NR2552--MA0684.1.RUNX3	chr12	105013232	105013241	+	0.000	0.000	Merged-chr12-105013301-48
NR9568--MA0002.2.RUNX1	chr7	105554416	105554426	-	0.000	0.000	Merged-chr7-105554530-56
NR6591--MA0511.2.RUNX2	chr3	21996142	21996150	-	0.000	0.000	Merged-chr3-21996009-51
NR2675--MA0002.2.RUNX1	chr12	115593089	115593099	+	0.000	0.000	Merged-chr12-115593226-26
NR2946--MA0002.2.RUNX1	chr13	54468669	54468679	+	0.000	0.000	Merged-chr13-54468830-51
NR150--MA0002.2.RUNX1	chr1	54421901	54421911	-	0.000	0.000	Merged-chr1-54421982-33
NR2360--MA0511.2.RUNX2	chr12	73382530	73382538	-	0.000	0.000	Merged-chr12-73382539-19
NR5022--MA0511.2.RUNX2	chr17	84306339	84306347	-	0.000	0.000	Merged-chr17-84306486-55
NR9968--MA0684.1.RUNX3	chr8	35430957	35430966	-	0.000	0.000	Merged-chr8-35430856-53
NR10249--MA0002.2.RUNX1	chr8	118136527	118136537	+	0.000	0.000	Merged-chr8-118136529-2
NR2261--MA0002.2.RUNX1	chr12	34092063	34092073	+	0.000	0.000	Merged-chr12-34092027-9
NR2803--MA0002.2.RUNX1	chr13	20306401	20306411	+	0.000	0.000	Merged-chr13-20306536-31
NR944--MA0002.2.RUNX1	chr10	19167847	19167857	+	0.000	0.000	Merged-chr10-19167953-53
NR900--MA0511.2.RUNX2	chr10	4632282	4632290	-	0.000	0.000	Merged-chr10-4632472-72
NR2784--MA0002.2.RUNX1	chr13	13516807	13516817	-	0.000	0.000	Merged-chr13-13516959-38
NR9362--MA0511.2.RUNX2	chr7	51621951	51621959	+	0.000	0.000	Merged-chr7-51621902-16
NR1109--MA0511.2.RUNX2	chr10	67891369	67891377	+	0.000	0.000	Merged-chr10-67891340-18
NR6872--MA0002.2.RUNX1	chr3	107819323	107819333	+	0.000	0.000	Merged-chr3-107819260-44
NR6938--MA0002.2.RUNX1	chr3	122729761	122729771	+	0.000	0.000	Merged-chr3-122729792-184
NR454--MA0684.1.RUNX3	chr1	128399307	128399316	+	0.000	0.000	Merged-chr1-128399248-36
NR10487--MA0684.1.RUNX3	chr9	46015124	46015133	-	0.000	0.000	Merged-chr9-46015200-37
NR6401--MA0684.1.RUNX3	chr2	160578939	160578948	+	0.000	0.000	Merged-chr2-160578868-32
NR577--MA0002.2.RUNX1	chr1	153058380	153058390	-	0.000	0.000	Merged-chr1-153058312-17
NR4701--MA0002.2.RUNX1	chr17	17841143	17841153	+	0.000	0.000	Merged-chr17-17841002-20
NR4225--MA0002.2.RUNX1	chr16	18377256	18377266	+	0.000	0.000	Merged-chr16-18377300-20
NR2750--MA0002.2.RUNX1	chr13	6688970	6688980	+	0.000	0.000	Merged-chr13-6689153-22
NR10423--MA0511.2.RUNX2	chr9	25482430	25482438	-	0.000	0.000	Merged-chr9-25482608-8
NR1182--MA0684.1.RUNX3	chr10	80569999	80570008	-	0.000	0.000	Merged-chr10-80569916-4
NR10675--MA0511.2.RUNX2	chr9	77807045	77807053	+	0.000	0.000	Merged-chr9-77806830-39
NR1056--MA0511.2.RUNX2	chr10	58282406	58282414	-	0.000	0.000	Merged-chr10-58282409-26
NR10182--MA0684.1.RUNX3	chr8	109750811	109750820	+	0.000	0.000	Merged-chr8-109750822-50
NR272--MA0002.2.RUNX1	chr1	82900760	82900770	+	0.000	0.000	Merged-chr1-82900738-32
NR10261--MA0511.2.RUNX2	chr8	119926463	119926471	+	0.000	0.000	Merged-chr8-119926648-22
NR2654--MA0002.2.RUNX1	chr12	114914578	114914588	+	0.000	0.000	Merged-chr12-114914678-38
NR9898--MA0511.2.RUNX2	chr8	13955211	13955219	-	0.000	0.000	Merged-chr8-13955228-14
NR4956--MA0511.2.RUNX2	chr17	71526755	71526763	+	0.000	0.000	Merged-chr17-71526906-96
NR10976--MA0684.1.RUNX3	chr9	119823983	119823992	+	0.000	0.000	Merged-chr9-119823942-29
NR5445--MA0684.1.RUNX3	chr19	5257355	5257364	-	0.000	0.000	Merged-chr19-5257394-33
NR5297--MA0002.2.RUNX1	chr18	66465023	66465033	-	0.000	0.000	Merged-chr18-66464965-21
NR652--MA0002.2.RUNX1	chr1	164413781	164413791	-	0.000	0.000	Merged-chr1-164413844-41
NR10357--MA0684.1.RUNX3	chr8	128504223	128504232	-	0.000	0.000	Merged-chr8-128504350-30
NR6917--MA0002.2.RUNX1	chr3	116808332	116808342	+	0.000	0.000	Merged-chr3-116808199-73
NR704--MA0684.1.RUNX3	chr1	172197313	172197322	-	0.000	0.000	Merged-chr1-172197316-25
NR1052--MA0684.1.RUNX3	chr10	56486719	56486728	+	0.000	0.000	Merged-chr10-56486689-18
NR8640--MA0002.2.RUNX1	chr6	54849652	54849662	+	0.000	0.000	Merged-chr6-54849565-61
NR142--MA0002.2.RUNX1	chr1	53774180	53774190	-	0.000	0.000	Merged-chr1-53774073-61
NR7089--MA0511.2.RUNX2	chr3	144207654	144207662	-	0.000	0.000	Merged-chr3-144207712-15
NR208--MA0002.2.RUNX1	chr1	64085898	64085908	+	0.000	0.000	Merged-chr1-64086002-50
NR6484--MA0002.2.RUNX1	chr2	170273219	170273229	+	0.000	0.000	Merged-chr2-170273373-17
NR271--MA0684.1.RUNX3	chr1	82839797	82839806	+	0.000	0.000	Merged-chr1-82839592-65
NR3950--MA0002.2.RUNX1	chr15	66785498	66785508	+	0.000	0.000	Merged-chr15-66785581-20
NR4185--MA0002.2.RUNX1	chr16	4736426	4736436	+	0.000	0.000	Merged-chr16-4736414-28
NR5044--MA0684.1.RUNX3	chr17	86041001	86041010	-	0.000	0.000	Merged-chr17-86040828-28
NR10227--MA0684.1.RUNX3	chr8	115568646	115568655	-	0.000	0.000	Merged-chr8-115568627-19
NR8895--MA0511.2.RUNX2	chr6	117431711	117431719	+	0.000	0.000	Merged-chr6-117431708-65
NR651--MA0684.1.RUNX3	chr1	164316867	164316876	+	0.000	0.000	Merged-chr1-164316890-23
NR922--MA0684.1.RUNX3	chr10	12614550	12614559	+	0.000	0.000	Merged-chr10-12614708-18
NR774--MA0002.2.RUNX1	chr1	180432048	180432058	+	0.000	0.000	Merged-chr1-180432015-44
NR10479--MA0684.1.RUNX3	chr9	44515670	44515679	+	0.000	0.000	Merged-chr9-44515753-69
NR10492--MA0511.2.RUNX2	chr9	48562593	48562601	-	0.000	0.000	Merged-chr9-48562670-30
NR10558--MA0511.2.RUNX2	chr9	59959390	59959398	-	0.000	0.000	Merged-chr9-59959525-42
NR9463--MA0511.2.RUNX2	chr7	80828607	80828615	+	0.000	0.000	Merged-chr7-80828687-47
NR4250--MA0511.2.RUNX2	chr16	23549196	23549204	-	0.000	0.000	Merged-chr16-23549215-2
NR5991--MA0002.2.RUNX1	chr2	70118960	70118970	-	0.000	0.000	Merged-chr2-70118902-52
NR969--MA0684.1.RUNX3	chr10	22714805	22714814	+	0.000	0.000	Merged-chr10-22714818-39
NR3076--MA0511.2.RUNX2	chr13	91882126	91882134	+	0.000	0.000	Merged-chr13-91882258-26
NR8510--MA0002.2.RUNX1	chr6	28878170	28878180	-	0.000	0.000	Merged-chr6-28878211-33
NR33--MA0511.2.RUNX2	chr1	21333808	21333816	-	0.000	0.000	Merged-chr1-21333700-62
NR5279--MA0511.2.RUNX2	chr18	65312498	65312506	+	0.000	0.000	Merged-chr18-65312505-49
NR10667--MA0511.2.RUNX2	chr9	75805158	75805166	+	0.000	0.000	Merged-chr9-75805166-16
NR5328--MA0684.1.RUNX3	chr18	75043965	75043974	+	0.000	0.000	Merged-chr18-75044050-32
NR9096--MA0511.2.RUNX2	chr6	137541439	137541447	-	0.000	0.000	Merged-chr6-137541549-52
NR8286--MA0002.2.RUNX1	chr5	123765733	123765743	+	0.000	0.000	Merged-chr5-123765693-26
NR6211--MA0002.2.RUNX1	chr2	127587255	127587265	+	0.000	0.000	Merged-chr2-127587331-50
NR6877--MA0002.2.RUNX1	chr3	108562545	108562555	+	0.000	0.000	Merged-chr3-108562830-113
NR3456--MA0511.2.RUNX2	chr14	48246461	48246469	-	0.000	0.000	Merged-chr14-48246381-22
NR2375--MA0002.2.RUNX1	chr12	76932828	76932838	+	0.000	0.000	Merged-chr12-76932922-30
NR121--MA0002.2.RUNX1	chr1	45825324	45825334	-	0.000	0.000	Merged-chr1-45825325-25
NR4660--MA0684.1.RUNX3	chr17	8195731	8195740	-	0.000	0.000	Merged-chr17-8195901-46
NR6734--MA0002.2.RUNX1	chr3	83986528	83986538	+	0.000	0.000	Merged-chr3-83986667-10
NR6529--MA0002.2.RUNX1	chr2	179966701	179966711	-	0.000	0.000	Merged-chr2-179966777-32
NR2503--MA0002.2.RUNX1	chr12	99406298	99406308	-	0.000	0.000	Merged-chr12-99406415-11
NR5708--MA0684.1.RUNX3	chr19	59208600	59208609	-	0.000	0.000	Merged-chr19-59208711-26
NR2361--MA0684.1.RUNX3	chr12	73382529	73382538	-	0.000	0.000	Merged-chr12-73382539-19
NR7098--MA0684.1.RUNX3	chr3	144411166	144411175	-	0.000	0.000	Merged-chr3-144411311-32
NR4991--MA0511.2.RUNX2	chr17	79394210	79394218	-	0.000	0.000	Merged-chr17-79394145-31
NR4786--MA0511.2.RUNX2	chr17	31789468	31789476	+	0.000	0.000	Merged-chr17-31789470-34
NR8523--MA0002.2.RUNX1	chr6	30657537	30657547	-	0.000	0.000	Merged-chr6-30657423-39
NR4687--MA0002.2.RUNX1	chr17	13668649	13668659	-	0.000	0.000	Merged-chr17-13668793-34
NR2612--MA0002.2.RUNX1	chr12	110703297	110703307	-	0.000	0.000	Merged-chr12-110703335-47
NR4372--MA0511.2.RUNX2	chr16	48777641	48777649	+	0.000	0.000	Merged-chr16-48777547-16
NR2407--MA0002.2.RUNX1	chr12	81933736	81933746	+	0.000	0.000	Merged-chr12-81933629-26
NR4914--MA0511.2.RUNX2	chr17	62784252	62784260	+	0.000	0.000	Merged-chr17-62784192-42
NR10729--MA0684.1.RUNX3	chr9	84031079	84031088	+	0.000	0.000	Merged-chr9-84030961-27
NR3469--MA0511.2.RUNX2	chr14	52338913	52338921	-	0.000	0.000	Merged-chr14-52338882-26
NR2864--MA0002.2.RUNX1	chr13	34914836	34914846	+	0.000	0.000	Merged-chr13-34914852-26
NR9237--MA0511.2.RUNX2	chr7	6434726	6434734	-	0.000	0.000	Merged-chr7-6434694-10
NR10438--MA0002.2.RUNX1	chr9	37554385	37554395	+	0.000	0.000	Merged-chr9-37554470-32
NR6161--MA0511.2.RUNX2	chr2	114145438	114145446	+	0.000	0.000	Merged-chr2-114145226-70
NR9617--MA0511.2.RUNX2	chr7	112180310	112180318	-	0.000	0.000	Merged-chr7-112180328-30
NR2083--MA0002.2.RUNX1	chr11	109497227	109497237	-	0.000	0.000	Merged-chr11-109497188-14
NR372--MA0684.1.RUNX3	chr1	98022055	98022064	+	0.000	0.000	Merged-chr1-98022036-10
NR10676--MA0684.1.RUNX3	chr9	77807045	77807054	+	0.000	0.000	Merged-chr9-77806830-39
NR766--MA0002.2.RUNX1	chr1	180296298	180296308	+	0.000	0.000	Merged-chr1-180296318-42
NR5367--MA0511.2.RUNX2	chr18	80555075	80555083	-	0.000	0.000	Merged-chr18-80555147-42
NR6237--MA0002.2.RUNX1	chr2	129198693	129198703	+	0.000	0.000	Merged-chr2-129198566-84
NR5983--MA0002.2.RUNX1	chr2	69136054	69136064	+	0.000	0.000	Merged-chr2-69135944-40
NR147--MA0002.2.RUNX1	chr1	54279843	54279853	+	0.000	0.000	Merged-chr1-54279813-25
NR4957--MA0684.1.RUNX3	chr17	71526755	71526764	+	0.000	0.000	Merged-chr17-71526906-96
NR8601--MA0511.2.RUNX2	chr6	50009529	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR1388--MA0511.2.RUNX2	chr10	117494059	117494067	+	0.000	0.000	Merged-chr10-117494286-56
NR1659--MA0511.2.RUNX2	chr11	43376362	43376370	-	0.000	0.000	Merged-chr11-43376284-7
NR4272--MA0684.1.RUNX3	chr16	25587928	25587937	-	0.000	0.000	Merged-chr16-25587871-42
NR9008--MA0002.2.RUNX1	chr6	128767056	128767066	+	0.000	0.000	Merged-chr6-128766936-56
NR9359--MA0511.2.RUNX2	chr7	49495095	49495103	-	0.000	0.000	Merged-chr7-49494921-17
NR2367--MA0002.2.RUNX1	chr12	73755672	73755682	+	0.000	0.000	Merged-chr12-73755850-33
NR7900--MA0002.2.RUNX1	chr5	29195746	29195756	-	0.000	0.000	Merged-chr5-29195906-68
NR2638--MA0002.2.RUNX1	chr12	113430580	113430590	-	0.000	0.000	Merged-chr12-113430559-25
NR2909--MA0002.2.RUNX1	chr13	44535652	44535662	+	0.000	0.000	Merged-chr13-44535703-36
NR8012--MA0684.1.RUNX3	chr5	65929286	65929295	-	0.000	0.000	Merged-chr5-65929353-41
NR6061--MA0684.1.RUNX3	chr2	79127633	79127642	+	0.000	0.000	Merged-chr2-79127545-30
NR779--MA0002.2.RUNX1	chr1	180546332	180546342	+	0.000	0.000	Merged-chr1-180546359-32
NR6726--MA0002.2.RUNX1	chr3	81783106	81783116	-	0.000	0.000	Merged-chr3-81783133-49
NR7881--MA0002.2.RUNX1	chr5	23394519	23394529	-	0.000	0.000	Merged-chr5-23394422-14
NR3921--MA0002.2.RUNX1	chr15	60141833	60141843	-	0.000	0.000	Merged-chr15-60141822-49
NR8515--MA0002.2.RUNX1	chr6	29517360	29517370	-	0.000	0.000	Merged-chr6-29517345-20
NR6835--MA0002.2.RUNX1	chr3	101274922	101274932	+	0.000	0.000	Merged-chr3-101274930-55
NR351--MA0684.1.RUNX3	chr1	94092013	94092022	-	0.000	0.000	Merged-chr1-94091974-43
NR8915--MA0684.1.RUNX3	chr6	119159740	119159749	+	0.000	0.000	Merged-chr6-119159656-11
NR4906--MA0511.2.RUNX2	chr17	56717938	56717946	-	0.000	0.000	Merged-chr17-56717989-1
NR430--MA0511.2.RUNX2	chr1	125441364	125441372	-	0.000	0.000	Merged-chr1-125441635-68
NR1559--MA0684.1.RUNX3	chr11	11657343	11657352	+	0.000	0.000	Merged-chr11-11657249-55
NR8624--MA0002.2.RUNX1	chr6	54151650	54151660	+	0.000	0.000	Merged-chr6-54151623-52
NR4870--MA0684.1.RUNX3	chr17	50416226	50416235	+	0.000	0.000	Merged-chr17-50416293-2
NR1460--MA0002.2.RUNX1	chr10	122567063	122567073	-	0.000	0.000	Merged-chr10-122566962-17
NR4473--MA0511.2.RUNX2	chr16	70326814	70326822	-	0.000	0.000	Merged-chr16-70326807-66
NR7579--MA0684.1.RUNX3	chr4	126253864	126253873	+	0.000	0.000	Merged-chr4-126253924-28
NR6676--MA0511.2.RUNX2	chr3	59203995	59204003	-	0.000	0.000	Merged-chr3-59204061-45
NR2489--MA0002.2.RUNX1	chr12	98212586	98212596	+	0.000	0.000	Merged-chr12-98212636-31
NR1019--MA0511.2.RUNX2	chr10	42269471	42269479	+	0.000	0.000	Merged-chr10-42269495-58
NR4330--MA0511.2.RUNX2	chr16	37684954	37684962	-	0.000	0.000	Merged-chr16-37685032-63
NR8462--MA0002.2.RUNX1	chr5	150717959	150717969	-	0.000	0.000	Merged-chr5-150717955-23
NR235--MA0002.2.RUNX1	chr1	72321073	72321083	+	0.000	0.000	Merged-chr1-72320998-10
NR8257--MA0002.2.RUNX1	chr5	118050957	118050967	+	0.000	0.000	Merged-chr5-118050907-19
NR2280--MA0002.2.RUNX1	chr12	40427671	40427681	+	0.000	0.000	Merged-chr12-40427719-34
NR906--MA0684.1.RUNX3	chr10	7041205	7041214	-	0.000	0.000	Merged-chr10-7041240-23
NR4902--MA0684.1.RUNX3	chr17	56036642	56036651	+	0.000	0.000	Merged-chr17-56036647-50
NR6229--MA0002.2.RUNX1	chr2	128413068	128413078	+	0.000	0.000	Merged-chr2-128412932-79
NR6563--MA0684.1.RUNX3	chr3	9863248	9863257	-	0.000	0.000	Merged-chr3-9863342-50
NR695--MA0511.2.RUNX2	chr1	171778191	171778199	+	0.000	0.000	Merged-chr1-171778353-20
NR6913--MA0511.2.RUNX2	chr3	116200195	116200203	-	0.000	0.000	Merged-chr3-116200281-40
NR5561--MA0002.2.RUNX1	chr19	33429584	33429594	-	0.000	0.000	Merged-chr19-33429713-40
NR4740--MA0684.1.RUNX3	chr17	26532893	26532902	+	0.000	0.000	Merged-chr17-26532798-20
NR6023--MA0511.2.RUNX2	chr2	73449155	73449163	-	0.000	0.000	Merged-chr2-73449097-14
NR4072--MA0511.2.RUNX2	chr15	92231534	92231542	-	0.000	0.000	Merged-chr15-92231581-21
NR4343--MA0511.2.RUNX2	chr16	43650508	43650516	+	0.000	0.000	Merged-chr16-43650685-39
NR8475--MA0002.2.RUNX1	chr6	3620706	3620716	+	0.000	0.000	Merged-chr6-3620670-56
NR1582--MA0002.2.RUNX1	chr11	21166936	21166946	+	0.000	0.000	Merged-chr11-21166963-42
NR4244--MA0002.2.RUNX1	chr16	22526576	22526586	+	0.000	0.000	Merged-chr16-22526487-34
NR2507--MA0684.1.RUNX3	chr12	99544780	99544789	+	0.000	0.000	Merged-chr12-99544732-47
NR5941--MA0002.2.RUNX1	chr2	60504849	60504859	+	0.000	0.000	Merged-chr2-60505033-24
NR7257--MA0511.2.RUNX2	chr4	35140641	35140649	-	0.000	0.000	Merged-chr4-35140607-53
NR2315--MA0511.2.RUNX2	chr12	55466581	55466589	+	0.000	0.000	Merged-chr12-55466597-41
NR185--MA0511.2.RUNX2	chr1	60569466	60569474	+	0.000	0.000	Merged-chr1-60569405-18
NR1075--MA0511.2.RUNX2	chr10	60162675	60162683	-	0.000	0.000	Merged-chr10-60162645-38
NR7873--MA0002.2.RUNX1	chr5	21412291	21412301	+	0.000	0.000	Merged-chr5-21412205-6
NR4452--MA0511.2.RUNX2	chr16	58519518	58519526	+	0.000	0.000	Merged-chr16-58519695-16
NR7287--MA0684.1.RUNX3	chr4	46508331	46508340	+	0.000	0.000	Merged-chr4-46508172-31
NR757--MA0684.1.RUNX3	chr1	179240818	179240827	+	0.000	0.000	Merged-chr1-179240877-38
NR4482--MA0684.1.RUNX3	chr16	75343467	75343476	+	0.000	0.000	Merged-chr16-75343528-33
NR7048--MA0684.1.RUNX3	chr3	138877038	138877047	+	0.000	0.000	Merged-chr3-138877299-79
NR1088--MA0511.2.RUNX2	chr10	60697258	60697266	+	0.000	0.000	Merged-chr10-60697198-23
NR7127--MA0511.2.RUNX2	chr3	148510625	148510633	+	0.000	0.000	Merged-chr3-148510691-67
NR4095--MA0002.2.RUNX1	chr15	95763082	95763092	-	0.000	0.000	Merged-chr15-95763066-31
NR6569--MA0002.2.RUNX1	chr3	10151849	10151859	+	0.000	0.000	Merged-chr3-10151750-17
NR7157--MA0684.1.RUNX3	chr3	153764809	153764818	+	0.000	0.000	Merged-chr3-153764846-117
NR4223--MA0002.2.RUNX1	chr16	17939076	17939086	+	0.000	0.000	Merged-chr16-17939017-26
NR2215--MA0684.1.RUNX3	chr12	16532566	16532575	+	0.000	0.000	Merged-chr12-16532570-85
NR8728--MA0511.2.RUNX2	chr6	86570878	86570886	-	0.000	0.000	Merged-chr6-86570900-55
NR9069--MA0002.2.RUNX1	chr6	134863361	134863371	-	0.000	0.000	Merged-chr6-134863316-31
NR736--MA0684.1.RUNX3	chr1	175669154	175669163	+	0.000	0.000	Merged-chr1-175669210-35
NR5824--MA0002.2.RUNX1	chr2	28857475	28857485	+	0.000	0.000	Merged-chr2-28857389-19
NR3873--MA0002.2.RUNX1	chr15	38535574	38535584	-	0.000	0.000	Merged-chr15-38535554-39
NR859--MA0002.2.RUNX1	chr1	190875347	190875357	-	0.000	0.000	Merged-chr1-190875350-16
NR6207--MA0684.1.RUNX3	chr2	127248534	127248543	+	0.000	0.000	Merged-chr2-127248482-1
NR4379--MA0002.2.RUNX1	chr16	49766365	49766375	-	0.000	0.000	Merged-chr16-49766510-39
NR6664--MA0684.1.RUNX3	chr3	54353429	54353438	+	0.000	0.000	Merged-chr3-54353382-25
NR4779--MA0684.1.RUNX3	chr17	31207401	31207410	-	0.000	0.000	Merged-chr17-31207385-5
NR1845--MA0002.2.RUNX1	chr11	75279833	75279843	-	0.000	0.000	Merged-chr11-75279801-60
NR4507--MA0002.2.RUNX1	chr16	84800041	84800051	-	0.000	0.000	Merged-chr16-84800124-30
NR4094--MA0684.1.RUNX3	chr15	94478962	94478971	+	0.000	0.000	Merged-chr15-94478905-44
NR6373--MA0002.2.RUNX1	chr2	154754296	154754306	-	0.000	0.000	Merged-chr2-154754253-27
NR4907--MA0684.1.RUNX3	chr17	56717937	56717946	-	0.000	0.000	Merged-chr17-56717989-1
NR2685--MA0684.1.RUNX3	chr12	116467215	116467224	-	0.000	0.000	Merged-chr12-116467208-51
NR5791--MA0684.1.RUNX3	chr2	18952328	18952337	+	0.000	0.000	Merged-chr2-18952458-63
NR2142--MA0002.2.RUNX1	chr11	118143915	118143925	-	0.000	0.000	Merged-chr11-118143923-23
NR1067--MA0511.2.RUNX2	chr10	59392124	59392132	+	0.000	0.000	Merged-chr10-59392092-23
NR1954--MA0002.2.RUNX1	chr11	93884969	93884979	+	0.000	0.000	Merged-chr11-93885060-4
NR8803--MA0511.2.RUNX2	chr6	98992970	98992978	+	0.000	0.000	Merged-chr6-98993074-69
NR10067--MA0511.2.RUNX2	chr8	79046885	79046893	+	0.000	0.000	Merged-chr8-79046826-18
NR1910--MA0511.2.RUNX2	chr11	85324193	85324201	-	0.000	0.000	Merged-chr11-85324179-42
NR2189--MA0002.2.RUNX1	chr12	10390889	10390899	+	0.000	0.000	Merged-chr12-10390959-55
NR8291--MA0684.1.RUNX3	chr5	123974795	123974804	-	0.000	0.000	Merged-chr5-123974757-35
NR187--MA0002.2.RUNX1	chr1	60569466	60569476	-	0.000	0.000	Merged-chr1-60569405-18
NR5059--MA0511.2.RUNX2	chr17	87282094	87282102	-	0.000	0.000	Merged-chr17-87282284-1
NR8641--MA0511.2.RUNX2	chr6	55057576	55057584	-	0.000	0.000	Merged-chr6-55057514-12
NR6928--MA0002.2.RUNX1	chr3	121345090	121345100	-	0.000	0.000	Merged-chr3-121345048-25
NR1715--MA0002.2.RUNX1	chr11	52232060	52232070	+	0.000	0.000	Merged-chr11-52232101-58
NR173--MA0684.1.RUNX3	chr1	59602810	59602819	+	0.000	0.000	Merged-chr1-59602737-35
NR296--MA0002.2.RUNX1	chr1	87378986	87378996	+	0.000	0.000	Merged-chr1-87378937-12
NR4292--MA0002.2.RUNX1	chr16	31035531	31035541	-	0.000	0.000	Merged-chr16-31035448-26
NR252--MA0511.2.RUNX2	chr1	74398244	74398252	+	0.000	0.000	Merged-chr1-74398237-10
NR6309--MA0002.2.RUNX1	chr2	145234108	145234118	-	0.000	0.000	Merged-chr2-145234039-59
NR7940--MA0002.2.RUNX1	chr5	37067424	37067434	+	0.000	0.000	Merged-chr5-37067269-61
NR11155--MA0002.2.RUNX1	chrX	102464204	102464214	+	0.000	0.000	Merged-chrX-102464174-20
NR5784--MA0002.2.RUNX1	chr2	18928409	18928419	-	0.000	0.000	Merged-chr2-18928432-59
NR6914--MA0684.1.RUNX3	chr3	116200194	116200203	-	0.000	0.000	Merged-chr3-116200281-40
NR2634--MA0511.2.RUNX2	chr12	112976384	112976392	+	0.000	0.000	Merged-chr12-112976486-72
NR8446--MA0002.2.RUNX1	chr5	149368243	149368253	+	0.000	0.000	Merged-chr5-149368318-30
NR6246--MA0511.2.RUNX2	chr2	131814770	131814778	-	0.000	0.000	Merged-chr2-131814755-10
NR6895--MA0684.1.RUNX3	chr3	109740742	109740751	+	0.000	0.000	Merged-chr3-109740806-11
NR1682--MA0684.1.RUNX3	chr11	46380384	46380393	+	0.000	0.000	Merged-chr11-46380322-60
NR3756--MA0002.2.RUNX1	chr14	121291071	121291081	-	0.000	0.000	Merged-chr14-121291161-18
NR11141--MA0684.1.RUNX3	chrX	98259805	98259814	+	0.000	0.000	Merged-chrX-98259743-49
NR5893--MA0002.2.RUNX1	chr2	48382087	48382097	-	0.000	0.000	Merged-chr2-48381767-74
NR2809--MA0511.2.RUNX2	chr13	21160944	21160952	+	0.000	0.000	Merged-chr13-21161115-55
NR1662--MA0002.2.RUNX1	chr11	43494196	43494206	-	0.000	0.000	Merged-chr11-43494170-22
NR10410--MA0002.2.RUNX1	chr9	20988200	20988210	-	0.000	0.000	Merged-chr9-20988084-12
NR4053--MA0002.2.RUNX1	chr15	85233150	85233160	-	0.000	0.000	Merged-chr15-85233310-62
NR8511--MA0511.2.RUNX2	chr6	28949422	28949430	+	0.000	0.000	Merged-chr6-28949446-17
NR8479--MA0684.1.RUNX3	chr6	5997677	5997686	+	0.000	0.000	Merged-chr6-5997718-16
NR10662--MA0002.2.RUNX1	chr9	75115525	75115535	-	0.000	0.000	Merged-chr9-75115492-20
NR9633--MA0002.2.RUNX1	chr7	114291613	114291623	+	0.000	0.000	Merged-chr7-114291722-43
NR7953--MA0002.2.RUNX1	chr5	43771717	43771727	+	0.000	0.000	Merged-chr5-43771739-34
NR2277--MA0002.2.RUNX1	chr12	36157960	36157970	+	0.000	0.000	Merged-chr12-36157829-2
NR9742--MA0002.2.RUNX1	chr7	127342499	127342509	+	0.000	0.000	Merged-chr7-127342580-14
NR3831--MA0002.2.RUNX1	chr15	27668286	27668296	+	0.000	0.000	Merged-chr15-27668249-55
NR1880--MA0002.2.RUNX1	chr11	79678622	79678632	+	0.000	0.000	Merged-chr11-79678746-30
NR6888--MA0002.2.RUNX1	chr3	108975211	108975221	+	0.000	0.000	Merged-chr3-108975255-11
NR1532--MA0002.2.RUNX1	chr11	5541337	5541347	-	0.000	0.000	Merged-chr11-5541384-26
NR1390--MA0684.1.RUNX3	chr10	117494059	117494068	+	0.000	0.000	Merged-chr10-117494286-56
NR1661--MA0684.1.RUNX3	chr11	43376361	43376370	-	0.000	0.000	Merged-chr11-43376284-7
NR8011--MA0002.2.RUNX1	chr5	65929285	65929295	+	0.000	0.000	Merged-chr5-65929353-41
NR4797--MA0511.2.RUNX2	chr17	34101804	34101812	-	0.000	0.000	Merged-chr17-34101788-45
NR3050--MA0002.2.RUNX1	chr13	86046847	86046857	+	0.000	0.000	Merged-chr13-86046681-54
NR8058--MA0002.2.RUNX1	chr5	86087003	86087013	-	0.000	0.000	Merged-chr5-86086914-50
NR6649--MA0002.2.RUNX1	chr3	52470056	52470066	+	0.000	0.000	Merged-chr3-52470194-16
NR3943--MA0511.2.RUNX2	chr15	65727291	65727299	-	0.000	0.000	Merged-chr15-65727192-50
NR6605--MA0511.2.RUNX2	chr3	31057394	31057402	-	0.000	0.000	Merged-chr3-31057486-3
NR7932--MA0002.2.RUNX1	chr5	36590852	36590862	-	0.000	0.000	Merged-chr5-36590712-21
NR6758--MA0002.2.RUNX1	chr3	86196699	86196709	-	0.000	0.000	Merged-chr3-86196613-32
NR6073--MA0002.2.RUNX1	chr2	84734095	84734105	-	0.000	0.000	Merged-chr2-84734073-60
