#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR11740--MA1107.1.KLF9	chr11	98606967	98606979	+	0.000	0.000	Merged-chr11-98606934-6
NR32000--MA0742.1.Klf12	chr19	37333607	37333621	+	0.000	0.000	Merged-chr19-37333490-26
NR15948--MA0493.1.Klf1	chr13	34131241	34131251	-	0.000	0.000	Merged-chr13-34131233-123
NR8597--MA0740.1.KLF14	chr10	127621012	127621025	-	0.000	0.000	Merged-chr10-127621046-1
NR3357--MA1107.1.KLF9	chr1	167245605	167245617	-	0.000	0.000	Merged-chr1-167245435-23
NR41167--MA0741.1.KLF16	chr3	133509187	133509197	-	0.000	0.000	Merged-chr3-133509042-15
NR39808--MA1107.1.KLF9	chr3	94758217	94758229	+	0.000	0.000	Merged-chr3-94758240-64
NR38088--MA0599.1.KLF5	chr2	173349677	173349686	+	0.000	0.000	Merged-chr2-173349812-58
NR17703--MA0599.1.KLF5	chr13	101344188	101344197	+	0.000	0.000	Merged-chr13-101344260-14
NR11293--MA0493.1.Klf1	chr11	88204248	88204258	+	0.000	0.000	Merged-chr11-88204255-77
NR36794--MA0493.1.Klf1	chr2	147012012	147012022	-	0.000	0.000	Merged-chr2-147011946-5
NR59680--MA0039.3.KLF4	chr7	142399307	142399317	+	0.000	0.000	Merged-chr7-142399305-21
NR57944--MA1107.1.KLF9	chr7	102427242	102427254	+	0.000	0.000	Merged-chr7-102427168-1
NR39494--MA0039.3.KLF4	chr3	87847848	87847858	-	0.000	0.000	Merged-chr3-87847872-25
NR20113--MA0742.1.Klf12	chr14	75845211	75845225	+	0.000	0.000	Merged-chr14-75845337-99
NR41276--MA1107.1.KLF9	chr3	136730175	136730187	-	0.000	0.000	Merged-chr3-136730222-15
NR21673--MA0741.1.KLF16	chr15	57912421	57912431	-	0.000	0.000	Merged-chr15-57912529-99
NR24002--MA0493.1.Klf1	chr16	22265996	22266006	+	0.000	0.000	Merged-chr16-22266085-1
NR52053--MA0740.1.KLF14	chr6	47953391	47953404	-	0.000	0.000	Merged-chr6-47953415-51
NR34170--MA0039.3.KLF4	chr2	49744832	49744842	+	0.000	0.000	Merged-chr2-49744707-28
NR39146--MA0493.1.Klf1	chr3	65958284	65958294	+	0.000	0.000	Merged-chr3-65958089-130
NR3361--MA0039.3.KLF4	chr1	167339538	167339548	-	0.000	0.000	Merged-chr1-167339598-12
NR31390--MA0599.1.KLF5	chr19	8786242	8786251	-	0.000	0.000	Merged-chr19-8786251-48
NR28253--MA0039.3.KLF4	chr17	73174326	73174336	+	0.000	0.000	Merged-chr17-73174368-48
NR2118--MA0741.1.KLF16	chr1	128540453	128540463	+	0.000	0.000	Merged-chr1-128540410-9
NR32386--MA0741.1.KLF16	chr19	46573349	46573359	-	0.000	0.000	Merged-chr19-46573181-77
NR33985--MA1107.1.KLF9	chr2	35729683	35729695	-	0.000	0.000	Merged-chr2-35729635-16
NR26276--MA0742.1.Klf12	chr17	21650537	21650551	-	0.000	0.000	Merged-chr17-21650461-76
NR29227--MA1107.1.KLF9	chr18	23841684	23841696	-	0.000	0.000	Merged-chr18-23841558-17
NR13921--MA0599.1.KLF5	chr12	72085809	72085818	-	0.000	0.000	Merged-chr12-72085712-110
NR29012--MA1107.1.KLF9	chr18	4279155	4279167	+	0.000	0.000	Merged-chr18-4279320-20
NR53823--MA0599.1.KLF5	chr6	120199683	120199692	+	0.000	0.000	Merged-chr6-120199707-32
NR40979--MA0741.1.KLF16	chr3	129831337	129831347	+	0.000	0.000	Merged-chr3-129831268-81
NR16631--MA0599.1.KLF5	chr13	55622980	55622989	+	0.000	0.000	Merged-chr13-55622931-60
NR19341--MA0599.1.KLF5	chr14	53362233	53362242	-	0.000	0.000	Merged-chr14-53362328-16
NR59243--MA0599.1.KLF5	chr7	132576464	132576473	+	0.000	0.000	Merged-chr7-132576269-107
NR51087--MA1107.1.KLF9	chr5	146655614	146655626	-	0.000	0.000	Merged-chr5-146655552-37
NR15283--MA0741.1.KLF16	chr12	112800517	112800527	-	0.000	0.000	Merged-chr12-112800686-25
NR52154--MA0039.3.KLF4	chr6	50601871	50601881	-	0.000	0.000	Merged-chr6-50601872-31
NR31238--MA0599.1.KLF5	chr19	5724696	5724705	-	0.000	0.000	Merged-chr19-5724698-18
NR10516--MA1107.1.KLF9	chr11	70597422	70597434	-	0.000	0.000	Merged-chr11-70597550-26
NR43527--MA0039.3.KLF4	chr4	82859593	82859603	-	0.000	0.000	Merged-chr4-82859450-71
NR43067--MA0740.1.KLF14	chr4	53012169	53012182	-	0.000	0.000	Merged-chr4-53012213-75
NR11728--MA0599.1.KLF5	chr11	98510400	98510409	+	0.000	0.000	Merged-chr11-98510270-21
NR64463--MA0740.1.KLF14	chr9	62122695	62122708	-	0.000	0.000	Merged-chr9-62122784-57
NR12182--MA0599.1.KLF5	chr11	106273030	106273039	+	0.000	0.000	Merged-chr11-106272877-78
NR20140--MA0599.1.KLF5	chr14	76579950	76579959	-	0.000	0.000	Merged-chr14-76580010-38
NR31362--MA1107.1.KLF9	chr19	7295512	7295524	+	0.000	0.000	Merged-chr19-7295405-60
NR64258--MA0740.1.KLF14	chr9	56506673	56506686	+	0.000	0.000	Merged-chr9-56506504-89
NR6188--MA1107.1.KLF9	chr10	75326612	75326624	-	0.000	0.000	Merged-chr10-75326754-53
NR25445--MA1107.1.KLF9	chr16	93918078	93918090	-	0.000	0.000	Merged-chr16-93917955-1
NR13003--MA0741.1.KLF16	chr11	121848129	121848139	-	0.000	0.000	Merged-chr11-121848040-41
NR47583--MA0493.1.Klf1	chr5	45669764	45669774	+	0.000	0.000	Merged-chr5-45669606-116
NR19528--MA1107.1.KLF9	chr14	56888019	56888031	-	0.000	0.000	Merged-chr14-56888086-24
NR49977--MA0740.1.KLF14	chr5	125434146	125434159	-	0.000	0.000	Merged-chr5-125434117-50
NR67965--MA0039.3.KLF4	chrX	142385063	142385073	+	0.000	0.000	Merged-chrX-142385026-32
NR11989--MA0741.1.KLF16	chr11	102284737	102284747	+	0.000	0.000	Merged-chr11-102284938-63
NR26442--MA0599.1.KLF5	chr17	24752908	24752917	+	0.000	0.000	Merged-chr17-24753082-30
NR42721--MA0741.1.KLF16	chr4	41770564	41770574	+	0.000	0.000	Merged-chr4-41770467-12
NR41182--MA1107.1.KLF9	chr3	133583908	133583920	-	0.000	0.000	Merged-chr3-133583850-2
NR38741--MA0493.1.Klf1	chr3	36475705	36475715	+	0.000	0.000	Merged-chr3-36475795-73
NR66683--MA1107.1.KLF9	chr9	120030168	120030180	-	0.000	0.000	Merged-chr9-120030028-3
NR40513--MA1107.1.KLF9	chr3	115706550	115706562	+	0.000	0.000	Merged-chr3-115706402-1
NR37153--MA0740.1.KLF14	chr2	156007961	156007974	-	0.000	0.000	Merged-chr2-156008083-48
NR22073--MA0493.1.Klf1	chr15	76118015	76118025	-	0.000	0.000	Merged-chr15-76118130-3
NR40294--MA0741.1.KLF16	chr3	105825697	105825707	+	0.000	0.000	Merged-chr3-105825792-34
NR2441--MA0742.1.Klf12	chr1	138039195	138039209	-	0.000	0.000	Merged-chr1-138039087-63
NR55318--MA0599.1.KLF5	chr7	6383278	6383287	-	0.000	0.000	Merged-chr7-6383352-66
NR44098--MA1107.1.KLF9	chr4	108339503	108339515	-	0.000	0.000	Merged-chr4-108339503-23
NR50558--MA0599.1.KLF5	chr5	137502628	137502637	-	0.000	0.000	Merged-chr5-137502544-104
NR53944--MA0599.1.KLF5	chr6	124903731	124903740	-	0.000	0.000	Merged-chr6-124903872-48
NR30629--MA0741.1.KLF16	chr18	77743803	77743813	-	0.000	0.000	Merged-chr18-77743762-23
NR35932--MA1107.1.KLF9	chr2	121358604	121358616	+	0.000	0.000	Merged-chr2-121358598-7
NR42107--MA0493.1.Klf1	chr3	154628466	154628476	+	0.000	0.000	Merged-chr3-154628476-23
NR2949--MA0599.1.KLF5	chr1	156660542	156660551	+	0.000	0.000	Merged-chr1-156660698-35
NR6187--MA0741.1.KLF16	chr10	75326613	75326623	-	0.000	0.000	Merged-chr10-75326754-53
NR65487--MA0599.1.KLF5	chr9	97310559	97310568	-	0.000	0.000	Merged-chr9-97310505-7
NR8369--MA0599.1.KLF5	chr10	122097189	122097198	+	0.000	0.000	Merged-chr10-122097212-93
NR25370--MA0599.1.KLF5	chr16	92621283	92621292	+	0.000	0.000	Merged-chr16-92621073-48
NR28080--MA0599.1.KLF5	chr17	65954078	65954087	-	0.000	0.000	Merged-chr17-65954196-36
NR19453--MA0599.1.KLF5	chr14	55025537	55025546	-	0.000	0.000	Merged-chr14-55025661-27
NR11297--MA1107.1.KLF9	chr11	88204242	88204254	+	0.000	0.000	Merged-chr11-88204255-77
NR20017--MA0742.1.Klf12	chr14	74835316	74835330	+	0.000	0.000	Merged-chr14-74835162-39
NR28438--MA0740.1.KLF14	chr17	80169132	80169145	+	0.000	0.000	Merged-chr17-80169005-20
NR1065--MA0039.3.KLF4	chr1	74570563	74570573	+	0.000	0.000	Merged-chr1-74570528-25
NR21577--MA0741.1.KLF16	chr15	45217115	45217125	-	0.000	0.000	Merged-chr15-45217206-1
NR29230--MA0741.1.KLF16	chr18	24056636	24056646	-	0.000	0.000	Merged-chr18-24056645-8
NR6780--MA0599.1.KLF5	chr10	81401939	81401948	-	0.000	0.000	Merged-chr10-81401925-26
NR29896--MA0741.1.KLF16	chr18	60625568	60625578	-	0.000	0.000	Merged-chr18-60625535-13
NR13917--MA0657.1.KLF13	chr12	72085578	72085595	-	0.000	0.000	Merged-chr12-72085712-110
NR51517--MA1107.1.KLF9	chr6	15748060	15748072	-	0.000	0.000	Merged-chr6-15747885-49
NR22288--MA0741.1.KLF16	chr15	78928326	78928336	-	0.000	0.000	Merged-chr15-78928209-40
NR17045--MA0599.1.KLF5	chr13	74009421	74009430	-	0.000	0.000	Merged-chr13-74009522-65
NR32734--MA0740.1.KLF14	chr19	57610933	57610946	+	0.000	0.000	Merged-chr19-57611096-119
NR30152--MA0493.1.Klf1	chr18	65789114	65789124	+	0.000	0.000	Merged-chr18-65788927-59
NR32361--MA0742.1.Klf12	chr19	46305636	46305650	-	0.000	0.000	Merged-chr19-46305608-10
NR55757--MA0657.1.KLF13	chr7	24628964	24628981	+	0.000	0.000	Merged-chr7-24629039-26
NR22256--MA0740.1.KLF14	chr15	78773535	78773548	-	0.000	0.000	Merged-chr15-78773486-35
NR2759--MA0742.1.Klf12	chr1	153129484	153129498	-	0.000	0.000	Merged-chr1-153129578-2
NR20233--MA1107.1.KLF9	chr14	79481517	79481529	+	0.000	0.000	Merged-chr14-79481407-128
NR33949--MA0039.3.KLF4	chr2	35299700	35299710	-	0.000	0.000	Merged-chr2-35299647-29
NR4372--MA0599.1.KLF5	chr1	189688127	189688136	+	0.000	0.000	Merged-chr1-189688253-55
NR56792--MA0741.1.KLF16	chr7	55890161	55890171	+	0.000	0.000	Merged-chr7-55890160-26
NR16052--MA0039.3.KLF4	chr13	37778477	37778487	+	0.000	0.000	Merged-chr13-37778418-44
NR32667--MA1107.1.KLF9	chr19	56756822	56756834	-	0.000	0.000	Merged-chr19-56756635-43
NR9338--MA0599.1.KLF5	chr11	32226489	32226498	+	0.000	0.000	Merged-chr11-32226583-50
NR47327--MA0039.3.KLF4	chr5	33468920	33468930	+	0.000	0.000	Merged-chr5-33468852-15
NR56045--MA0740.1.KLF14	chr7	28866150	28866163	-	0.000	0.000	Merged-chr7-28866044-60
NR4229--MA0599.1.KLF5	chr1	187216209	187216218	+	0.000	0.000	Merged-chr1-187216297-6
NR46585--MA0741.1.KLF16	chr4	155812449	155812459	-	0.000	0.000	Merged-chr4-155812439-57
NR31370--MA0741.1.KLF16	chr19	7383102	7383112	+	0.000	0.000	Merged-chr19-7383004-64
NR67981--MA0741.1.KLF16	chrX	150813213	150813223	+	0.000	0.000	Merged-chrX-150813149-62
NR33664--MA0599.1.KLF5	chr2	30251861	30251870	-	0.000	0.000	Merged-chr2-30251853-47
NR36280--MA0740.1.KLF14	chr2	131820505	131820518	+	0.000	0.000	Merged-chr2-131820410-33
NR30747--MA0742.1.Klf12	chr18	80629044	80629058	+	0.000	0.000	Merged-chr18-80629168-11
NR51872--MA0742.1.Klf12	chr6	38345974	38345988	+	0.000	0.000	Merged-chr6-38346040-40
NR67110--MA0741.1.KLF16	chrX	12977808	12977818	-	0.000	0.000	Merged-chrX-12977868-18
NR46109--MA0740.1.KLF14	chr4	148160214	148160227	+	0.000	0.000	Merged-chr4-148160107-67
NR56621--MA0039.3.KLF4	chr7	45779369	45779379	-	0.000	0.000	Merged-chr7-45779377-55
NR26073--MA0740.1.KLF14	chr17	12880283	12880296	+	0.000	0.000	Merged-chr17-12880284-23
NR4159--MA0741.1.KLF16	chr1	185204126	185204136	+	0.000	0.000	Merged-chr1-185204112-85
NR36974--MA0657.1.KLF13	chr2	152398897	152398914	-	0.000	0.000	Merged-chr2-152398905-30
NR51938--MA0742.1.Klf12	chr6	41216150	41216164	+	0.000	0.000	Merged-chr6-41216046-31
NR44305--MA0741.1.KLF16	chr4	116150505	116150515	-	0.000	0.000	Merged-chr4-116150435-60
NR40098--MA0599.1.KLF5	chr3	101297440	101297449	-	0.000	0.000	Merged-chr3-101297395-20
NR9104--MA1107.1.KLF9	chr11	20561459	20561471	-	0.000	0.000	Merged-chr11-20561447-13
NR60341--MA0740.1.KLF14	chr8	26119336	26119349	+	0.000	0.000	Merged-chr8-26119308-99
NR59261--MA0599.1.KLF5	chr7	132809054	132809063	+	0.000	0.000	Merged-chr7-132809018-3
NR65550--MA0657.1.KLF13	chr9	99140327	99140344	+	0.000	0.000	Merged-chr9-99140215-90
NR39751--MA0599.1.KLF5	chr3	93547874	93547883	+	0.000	0.000	Merged-chr3-93547849-109
NR37057--MA0740.1.KLF14	chr2	154408138	154408151	-	0.000	0.000	Merged-chr2-154408006-43
NR22968--MA1107.1.KLF9	chr15	93910476	93910488	-	0.000	0.000	Merged-chr15-93910453-15
NR23083--MA0599.1.KLF5	chr15	97831601	97831610	-	0.000	0.000	Merged-chr15-97831393-88
NR40945--MA0741.1.KLF16	chr3	129470142	129470152	-	0.000	0.000	Merged-chr3-129470281-15
NR5856--MA0741.1.KLF16	chr10	62549878	62549888	+	0.000	0.000	Merged-chr10-62549922-26
NR3157--MA0599.1.KLF5	chr1	162565217	162565226	+	0.000	0.000	Merged-chr1-162565187-22
NR26755--MA0493.1.Klf1	chr17	29429022	29429032	+	0.000	0.000	Merged-chr17-29429080-41
NR40550--MA0599.1.KLF5	chr3	116434990	116434999	-	0.000	0.000	Merged-chr3-116434903-21
NR48690--MA0740.1.KLF14	chr5	99252931	99252944	+	0.000	0.000	Merged-chr5-99252869-81
NR38120--MA0741.1.KLF16	chr2	173659568	173659578	+	0.000	0.000	Merged-chr2-173659827-104
NR31923--MA0599.1.KLF5	chr19	34290658	34290667	-	0.000	0.000	Merged-chr19-34290594-61
NR53609--MA0741.1.KLF16	chr6	114931427	114931437	+	0.000	0.000	Merged-chr6-114931387-12
NR20015--MA0599.1.KLF5	chr14	74732310	74732319	-	0.000	0.000	Merged-chr14-74732316-54
NR9539--MA0493.1.Klf1	chr11	46454881	46454891	-	0.000	0.000	Merged-chr11-46454823-30
NR48226--MA0599.1.KLF5	chr5	77140337	77140346	+	0.000	0.000	Merged-chr5-77140362-54
NR59448--MA1107.1.KLF9	chr7	139075218	139075230	-	0.000	0.000	Merged-chr7-139075138-3
NR38964--MA0039.3.KLF4	chr3	52297523	52297533	+	0.000	0.000	Merged-chr3-52297502-16
NR40746--MA1107.1.KLF9	chr3	122709932	122709944	+	0.000	0.000	Merged-chr3-122709895-3
NR13093--MA0741.1.KLF16	chr12	8641037	8641047	+	0.000	0.000	Merged-chr12-8641007-58
NR63991--MA1107.1.KLF9	chr9	44698876	44698888	-	0.000	0.000	Merged-chr9-44698915-5
NR49632--MA0039.3.KLF4	chr5	120688650	120688660	-	0.000	0.000	Merged-chr5-120688663-27
NR30399--MA0599.1.KLF5	chr18	70599002	70599011	+	0.000	0.000	Merged-chr18-70598988-36
NR62884--MA0493.1.Klf1	chr8	122937746	122937756	+	0.000	0.000	Merged-chr8-122937627-31
NR50370--MA0599.1.KLF5	chr5	135115315	135115324	+	0.000	0.000	Merged-chr5-135115482-49
NR52289--MA1107.1.KLF9	chr6	54162969	54162981	+	0.000	0.000	Merged-chr6-54162989-41
NR7940--MA0039.3.KLF4	chr10	117209554	117209564	+	0.000	0.000	Merged-chr10-117209655-32
NR49562--MA0599.1.KLF5	chr5	118082052	118082061	+	0.000	0.000	Merged-chr5-118082270-75
NR56076--MA0493.1.Klf1	chr7	29211089	29211099	+	0.000	0.000	Merged-chr7-29210973-1
NR39612--MA0741.1.KLF16	chr3	89183124	89183134	+	0.000	0.000	Merged-chr3-89183015-64
NR14790--MA0741.1.KLF16	chr12	103553640	103553650	-	0.000	0.000	Merged-chr12-103553616-22
NR12715--MA0599.1.KLF5	chr11	117295569	117295578	+	0.000	0.000	Merged-chr11-117295513-10
NR33776--MA0599.1.KLF5	chr2	32312387	32312396	+	0.000	0.000	Merged-chr2-32312482-34
NR32399--MA0741.1.KLF16	chr19	46761359	46761369	+	0.000	0.000	Merged-chr19-46761432-95
NR37932--MA0741.1.KLF16	chr2	170205683	170205693	-	0.000	0.000	Merged-chr2-170205615-94
NR6300--MA1107.1.KLF9	chr10	77367042	77367054	+	0.000	0.000	Merged-chr10-77367193-51
NR2456--MA0657.1.KLF13	chr1	138248298	138248315	+	0.000	0.000	Merged-chr1-138248268-25
NR59668--MA0493.1.Klf1	chr7	142095291	142095301	-	0.000	0.000	Merged-chr7-142095287-55
NR48785--MA0493.1.Klf1	chr5	100916658	100916668	-	0.000	0.000	Merged-chr5-100916697-39
NR35817--MA0599.1.KLF5	chr2	118658634	118658643	-	0.000	0.000	Merged-chr2-118658566-8
NR47154--MA0599.1.KLF5	chr5	26689974	26689983	-	0.000	0.000	Merged-chr5-26690153-1
NR30053--MA0741.1.KLF16	chr18	62922216	62922226	-	0.000	0.000	Merged-chr18-62922354-54
NR22615--MA0493.1.Klf1	chr15	84663067	84663077	-	0.000	0.000	Merged-chr15-84663201-26
NR36271--MA0599.1.KLF5	chr2	131352925	131352934	-	0.000	0.000	Merged-chr2-131352831-82
NR38372--MA0741.1.KLF16	chr2	181287751	181287761	+	0.000	0.000	Merged-chr2-181287847-67
NR22535--MA0599.1.KLF5	chr15	82899889	82899898	-	0.000	0.000	Merged-chr15-82899938-12
NR22907--MA0740.1.KLF14	chr15	91573241	91573254	-	0.000	0.000	Merged-chr15-91573061-60
NR45780--MA0599.1.KLF5	chr4	141214492	141214501	+	0.000	0.000	Merged-chr4-141214360-102
NR19471--MA0599.1.KLF5	chr14	55635647	55635656	-	0.000	0.000	Merged-chr14-55635615-42
NR23275--MA0493.1.Klf1	chr15	100038630	100038640	-	0.000	0.000	Merged-chr15-100038868-69
NR51554--MA0599.1.KLF5	chr6	17634052	17634061	+	0.000	0.000	Merged-chr6-17634029-17
NR19935--MA0742.1.Klf12	chr14	71137953	71137967	+	0.000	0.000	Merged-chr14-71138006-34
NR38340--MA0740.1.KLF14	chr2	180435725	180435738	-	0.000	0.000	Merged-chr2-180435578-22
NR11858--MA0599.1.KLF5	chr11	100738408	100738417	-	0.000	0.000	Merged-chr11-100738309-46
NR62561--MA1107.1.KLF9	chr8	117278225	117278237	-	0.000	0.000	Merged-chr8-117278352-17
NR41037--MA0741.1.KLF16	chr3	131272103	131272113	+	0.000	0.000	Merged-chr3-131271947-79
NR66054--MA0742.1.Klf12	chr9	108507953	108507967	+	0.000	0.000	Merged-chr9-108507928-53
NR59569--MA1107.1.KLF9	chr7	140999460	140999472	+	0.000	0.000	Merged-chr7-140999347-54
NR3269--MA0599.1.KLF5	chr1	165174214	165174223	-	0.000	0.000	Merged-chr1-165174283-37
NR35494--MA0493.1.Klf1	chr2	104095787	104095797	-	0.000	0.000	Merged-chr2-104095908-22
NR19452--MA1107.1.KLF9	chr14	54894566	54894578	-	0.000	0.000	Merged-chr14-54894532-1
NR760--MA1107.1.KLF9	chr1	58721389	58721401	-	0.000	0.000	Merged-chr1-58721565-2
NR64645--MA0742.1.Klf12	chr9	66604162	66604176	-	0.000	0.000	Merged-chr9-66604210-12
NR50767--MA0039.3.KLF4	chr5	140568532	140568542	-	0.000	0.000	Merged-chr5-140568508-8
NR21814--MA0741.1.KLF16	chr15	64022477	64022487	+	0.000	0.000	Merged-chr15-64022394-57
NR21338--MA0741.1.KLF16	chr15	31357068	31357078	-	0.000	0.000	Merged-chr15-31357016-32
NR34775--MA0740.1.KLF14	chr2	73386573	73386586	+	0.000	0.000	Merged-chr2-73386455-80
NR28828--MA0599.1.KLF5	chr17	87974945	87974954	+	0.000	0.000	Merged-chr17-87975056-71
NR49222--MA0742.1.Klf12	chr5	112301909	112301923	+	0.000	0.000	Merged-chr5-112301937-36
NR47644--MA0740.1.KLF14	chr5	53605579	53605592	-	0.000	0.000	Merged-chr5-53605625-25
NR40304--MA0599.1.KLF5	chr3	105892623	105892632	-	0.000	0.000	Merged-chr3-105892493-111
NR32685--MA1107.1.KLF9	chr19	57124073	57124085	-	0.000	0.000	Merged-chr19-57123944-45
NR35486--MA0740.1.KLF14	chr2	104095773	104095786	-	0.000	0.000	Merged-chr2-104095908-22
NR26553--MA1107.1.KLF9	chr17	26716091	26716103	-	0.000	0.000	Merged-chr17-26716057-110
NR19672--MA0493.1.Klf1	chr14	61556829	61556839	-	0.000	0.000	Merged-chr14-61556804-76
NR48502--MA0741.1.KLF16	chr5	92967508	92967518	+	0.000	0.000	Merged-chr5-92967427-8
NR53415--MA0740.1.KLF14	chr6	108164542	108164555	+	0.000	0.000	Merged-chr6-108164455-4
NR15424--MA0741.1.KLF16	chr12	116405166	116405176	-	0.000	0.000	Merged-chr12-116405371-63
NR18247--MA0599.1.KLF5	chr13	113013583	113013592	-	0.000	0.000	Merged-chr13-113013424-80
NR48622--MA0657.1.KLF13	chr5	96162623	96162640	-	0.000	0.000	Merged-chr5-96162542-132
NR49101--MA0599.1.KLF5	chr5	110448574	110448583	+	0.000	0.000	Merged-chr5-110448541-117
NR36073--MA0741.1.KLF16	chr2	125456203	125456213	-	0.000	0.000	Merged-chr2-125456296-22
NR10877--MA0741.1.KLF16	chr11	78261553	78261563	+	0.000	0.000	Merged-chr11-78261664-62
NR31489--MA0599.1.KLF5	chr19	11045226	11045235	-	0.000	0.000	Merged-chr19-11045347-81
NR67471--MA0741.1.KLF16	chrX	71492644	71492654	-	0.000	0.000	Merged-chrX-71492883-59
NR36344--MA0741.1.KLF16	chr2	132511674	132511684	-	0.000	0.000	Merged-chr2-132511544-14
NR10213--MA0599.1.KLF5	chr11	62879338	62879347	+	0.000	0.000	Merged-chr11-62879529-68
NR34090--MA0740.1.KLF14	chr2	44159727	44159740	+	0.000	0.000	Merged-chr2-44159655-18
NR39450--MA0741.1.KLF16	chr3	85187055	85187065	-	0.000	0.000	Merged-chr3-85186896-1
NR52057--MA0493.1.Klf1	chr6	47953394	47953404	-	0.000	0.000	Merged-chr6-47953415-51
NR28067--MA0599.1.KLF5	chr17	65885374	65885383	-	0.000	0.000	Merged-chr17-65885183-87
NR56550--MA1107.1.KLF9	chr7	45211919	45211931	+	0.000	0.000	Merged-chr7-45211894-24
NR66675--MA0493.1.Klf1	chr9	119963509	119963519	+	0.000	0.000	Merged-chr9-119963439-34
NR6608--MA0742.1.Klf12	chr10	80622421	80622435	+	0.000	0.000	Merged-chr10-80622471-84
NR36364--MA1107.1.KLF9	chr2	132512631	132512643	-	0.000	0.000	Merged-chr2-132512511-69
NR50371--MA0741.1.KLF16	chr5	135115297	135115307	+	0.000	0.000	Merged-chr5-135115482-49
NR27737--MA1107.1.KLF9	chr17	52601160	52601172	-	0.000	0.000	Merged-chr17-52601188-69
NR16916--MA0741.1.KLF16	chr13	67844619	67844629	+	0.000	0.000	Merged-chr13-67844387-42
NR45534--MA0599.1.KLF5	chr4	136172233	136172242	-	0.000	0.000	Merged-chr4-136172134-18
NR47025--MA0740.1.KLF14	chr5	23894398	23894411	-	0.000	0.000	Merged-chr5-23894337-39
NR55379--MA0741.1.KLF16	chr7	13024324	13024334	+	0.000	0.000	Merged-chr7-13024228-149
NR36907--MA0599.1.KLF5	chr2	150910381	150910390	+	0.000	0.000	Merged-chr2-150910563-2
NR63035--MA0741.1.KLF16	chr8	124794654	124794664	+	0.000	0.000	Merged-chr8-124794523-6
NR66297--MA0741.1.KLF16	chr9	114546941	114546951	-	0.000	0.000	Merged-chr9-114546935-29
NR32538--MA0493.1.Klf1	chr19	53760461	53760471	-	0.000	0.000	Merged-chr19-53760542-10
NR49795--MA0599.1.KLF5	chr5	123016076	123016085	+	0.000	0.000	Merged-chr5-123016010-9
NR6552--MA0599.1.KLF5	chr10	80320603	80320612	+	0.000	0.000	Merged-chr10-80320635-51
NR8808--MA0599.1.KLF5	chr11	3336051	3336060	+	0.000	0.000	Merged-chr11-3336028-55
NR39402--MA0599.1.KLF5	chr3	84345572	84345581	-	0.000	0.000	Merged-chr3-84345416-77
NR42805--MA1107.1.KLF9	chr4	42949696	42949708	+	0.000	0.000	Merged-chr4-42949963-85
NR53001--MA0740.1.KLF14	chr6	88832788	88832801	-	0.000	0.000	Merged-chr6-88832926-25
NR25329--MA1107.1.KLF9	chr16	91588231	91588243	+	0.000	0.000	Merged-chr16-91588038-25
NR37003--MA0599.1.KLF5	chr2	153117205	153117214	-	0.000	0.000	Merged-chr2-153117339-13
NR61477--MA0599.1.KLF5	chr8	84026050	84026059	+	0.000	0.000	Merged-chr8-84026107-15
NR48225--MA1107.1.KLF9	chr5	77130584	77130596	+	0.000	0.000	Merged-chr5-77130540-43
NR23061--MA0741.1.KLF16	chr15	96461114	96461124	+	0.000	0.000	Merged-chr15-96460915-125
NR38547--MA0741.1.KLF16	chr3	20035024	20035034	+	0.000	0.000	Merged-chr3-20035006-57
NR66022--MA0599.1.KLF5	chr9	108104982	108104991	-	0.000	0.000	Merged-chr9-108105008-23
NR47457--MA0039.3.KLF4	chr5	36582017	36582027	+	0.000	0.000	Merged-chr5-36582061-78
NR22991--MA0493.1.Klf1	chr15	94255127	94255137	+	0.000	0.000	Merged-chr15-94255177-46
NR46598--MA0741.1.KLF16	chr4	155894343	155894353	-	0.000	0.000	Merged-chr4-155894344-17
NR34838--MA1107.1.KLF9	chr2	73892865	73892877	-	0.000	0.000	Merged-chr2-73892753-86
NR55899--MA1107.1.KLF9	chr7	27260019	27260031	-	0.000	0.000	Merged-chr7-27259929-6
NR26326--MA0599.1.KLF5	chr17	23564157	23564166	+	0.000	0.000	Merged-chr17-23564157-70
NR21381--MA0741.1.KLF16	chr15	36283143	36283153	+	0.000	0.000	Merged-chr15-36282913-112
NR15271--MA0742.1.Klf12	chr12	112699308	112699322	+	0.000	0.000	Merged-chr12-112699364-12
NR30806--MA0493.1.Klf1	chr18	81405004	81405014	+	0.000	0.000	Merged-chr18-81404957-28
NR46718--MA0599.1.KLF5	chr5	8798524	8798533	-	0.000	0.000	Merged-chr5-8798453-77
NR44523--MA0741.1.KLF16	chr4	120825836	120825846	+	0.000	0.000	Merged-chr4-120825889-1
NR67779--MA0599.1.KLF5	chrX	106135871	106135880	+	0.000	0.000	Merged-chrX-106135909-80
