#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR14597--MA0740.1.KLF14	chr12	107183502	107183515	-	0.000	0.000	Merged-chr12-107183500-52
NR15856--MA0599.1.KLF5	chr13	37310346	37310355	-	0.000	0.000	Merged-chr13-37310411-11
NR61192--MA0740.1.KLF14	chr8	122281986	122281999	-	0.000	0.000	Merged-chr8-122281860-90
NR27737--MA0740.1.KLF14	chr17	57060477	57060490	+	0.000	0.000	Merged-chr17-57060464-86
NR66076--MA0741.1.KLF16	chrX	57253875	57253885	+	0.000	0.000	Merged-chrX-57253722-63
NR21969--MA1107.1.KLF9	chr15	79281443	79281455	+	0.000	0.000	Merged-chr15-79281486-15
NR43476--MA0741.1.KLF16	chr4	123342953	123342963	+	0.000	0.000	Merged-chr4-123342949-82
NR47585--MA0599.1.KLF5	chr5	105648841	105648850	+	0.000	0.000	Merged-chr5-105648904-12
NR40609--MA0740.1.KLF14	chr3	137918451	137918464	-	0.000	0.000	Merged-chr3-137918603-81
NR43920--MA0740.1.KLF14	chr4	132796428	132796441	+	0.000	0.000	Merged-chr4-132796395-33
NR907--MA0741.1.KLF16	chr1	66897065	66897075	+	0.000	0.000	Merged-chr1-66897217-4
NR48657--MA0740.1.KLF14	chr5	124483423	124483436	-	0.000	0.000	Merged-chr5-124483464-68
NR8929--MA0741.1.KLF16	chr11	32554700	32554710	-	0.000	0.000	Merged-chr11-32554709-20
NR6880--MA0740.1.KLF14	chr10	96616866	96616879	+	0.000	0.000	Merged-chr10-96617072-57
NR38057--MA1107.1.KLF9	chr3	36475889	36475901	+	0.000	0.000	Merged-chr3-36475795-73
NR897--MA0742.1.Klf12	chr1	66878637	66878651	+	0.000	0.000	Merged-chr1-66878572-10
NR31799--MA0599.1.KLF5	chr19	43809535	43809544	+	0.000	0.000	Merged-chr19-43809499-23
NR54633--MA0740.1.KLF14	chr7	19824432	19824445	-	0.000	0.000	Merged-chr7-19824278-64
NR47012--MA0599.1.KLF5	chr5	76951576	76951585	-	0.000	0.000	Merged-chr5-76951369-96
NR54260--MA0742.1.Klf12	chr7	6362861	6362875	+	0.000	0.000	Merged-chr7-6362949-126
NR62684--MA0740.1.KLF14	chr9	53248255	53248268	-	0.000	0.000	Merged-chr9-53248051-82
NR26915--MA0741.1.KLF16	chr17	34127649	34127659	+	0.000	0.000	Merged-chr17-34127670-6
NR5874--MA1107.1.KLF9	chr10	77630133	77630145	+	0.000	0.000	Merged-chr10-77630089-17
NR62849--MA1107.1.KLF9	chr9	57077091	57077103	+	0.000	0.000	Merged-chr9-57076991-9
NR60165--MA0741.1.KLF16	chr8	85515498	85515508	-	0.000	0.000	Merged-chr8-85515665-21
NR9608--MA0740.1.KLF14	chr11	60932005	60932018	-	0.000	0.000	Merged-chr11-60932010-53
NR11510--MA0599.1.KLF5	chr11	102467273	102467282	-	0.000	0.000	Merged-chr11-102467251-44
NR32857--MA0493.1.Klf1	chr2	24750200	24750210	-	0.000	0.000	Merged-chr2-24750294-26
NR37357--MA0741.1.KLF16	chr2	173021871	173021881	-	0.000	0.000	Merged-chr2-173022060-54
NR22142--MA0741.1.KLF16	chr15	81522320	81522330	+	0.000	0.000	Merged-chr15-81522350-9
NR32415--MA0741.1.KLF16	chr19	58735281	58735291	-	0.000	0.000	Merged-chr19-58735100-3
NR16698--MA0742.1.Klf12	chr13	70637839	70637853	+	0.000	0.000	Merged-chr13-70637852-111
NR54328--MA0599.1.KLF5	chr7	12780710	12780719	-	0.000	0.000	Merged-chr7-12780581-64
NR46911--MA0493.1.Klf1	chr5	74068435	74068445	-	0.000	0.000	Merged-chr5-74068600-91
NR9787--MA0599.1.KLF5	chr11	67052370	67052379	-	0.000	0.000	Merged-chr11-67052492-75
NR58873--MA0657.1.KLF13	chr8	27174691	27174708	+	0.000	0.000	Merged-chr8-27174593-51
NR38197--MA0599.1.KLF5	chr3	51552967	51552976	-	0.000	0.000	Merged-chr3-51553157-56
NR61862--MA0741.1.KLF16	chr9	21149949	21149959	+	0.000	0.000	Merged-chr9-21149977-46
NR35272--MA0599.1.KLF5	chr2	122028500	122028509	+	0.000	0.000	Merged-chr2-122028535-87
NR30163--MA0599.1.KLF5	chr18	73572400	73572409	+	0.000	0.000	Merged-chr18-73572695-132
NR15762--MA0599.1.KLF5	chr13	33079574	33079583	-	0.000	0.000	Merged-chr13-33079670-11
NR33126--MA0741.1.KLF16	chr2	29054401	29054411	+	0.000	0.000	Merged-chr2-29054435-74
NR29355--MA0599.1.KLF5	chr18	39489348	39489357	+	0.000	0.000	Merged-chr18-39489171-3
NR10939--MA0493.1.Klf1	chr11	95000785	95000795	+	0.000	0.000	Merged-chr11-95001009-42
NR41350--MA0740.1.KLF14	chr3	157627664	157627677	-	0.000	0.000	Merged-chr3-157627729-20
NR11393--MA0493.1.Klf1	chr11	101448390	101448400	-	0.000	0.000	Merged-chr11-101448490-55
NR62573--MA0741.1.KLF16	chr9	46120190	46120200	-	0.000	0.000	Merged-chr9-46120159-27
NR64487--MA1107.1.KLF9	chr9	106532091	106532103	+	0.000	0.000	Merged-chr9-106532063-6
NR54371--MA0657.1.KLF13	chr7	16052983	16053000	-	0.000	0.000	Merged-chr7-16052904-71
NR41719--MA0741.1.KLF16	chr4	34882312	34882322	-	0.000	0.000	Merged-chr4-34882306-3
NR37509--MA1107.1.KLF9	chr2	178427062	178427074	+	0.000	0.000	Merged-chr2-178427210-3
NR22196--MA0599.1.KLF5	chr15	81960936	81960945	-	0.000	0.000	Merged-chr15-81960727-98
NR47213--MA0493.1.Klf1	chr5	92128734	92128744	+	0.000	0.000	Merged-chr5-92128744-12
NR55306--MA0599.1.KLF5	chr7	39544414	39544423	+	0.000	0.000	Merged-chr7-39544508-62
NR45298--MA0599.1.KLF5	chr4	152103331	152103340	-	0.000	0.000	Merged-chr4-152103275-25
NR47472--MA1107.1.KLF9	chr5	100916623	100916635	+	0.000	0.000	Merged-chr5-100916697-39
NR4750--MA0742.1.Klf12	chr10	21188024	21188038	+	0.000	0.000	Merged-chr10-21187975-21
NR55430--MA1107.1.KLF9	chr7	45136392	45136404	-	0.000	0.000	Merged-chr7-45136227-69
NR13693--MA1107.1.KLF9	chr12	76593979	76593991	+	0.000	0.000	Merged-chr12-76594032-18
NR53932--MA0599.1.KLF5	chr6	146577836	146577845	+	0.000	0.000	Merged-chr6-146577947-111
NR24345--MA0741.1.KLF16	chr16	36071598	36071608	-	0.000	0.000	Merged-chr16-36071679-92
NR38845--MA1107.1.KLF9	chr3	89102056	89102068	-	0.000	0.000	Merged-chr3-89101941-62
NR52605--MA0740.1.KLF14	chr6	119472571	119472584	-	0.000	0.000	Merged-chr6-119472422-22
NR33746--MA0599.1.KLF5	chr2	48949489	48949498	+	0.000	0.000	Merged-chr2-48949437-98
NR32938--MA0741.1.KLF16	chr2	25422562	25422572	+	0.000	0.000	Merged-chr2-25422687-75
NR5087--MA0740.1.KLF14	chr10	42761751	42761764	-	0.000	0.000	Merged-chr10-42761888-112
NR45965--MA0599.1.KLF5	chr5	24685928	24685937	-	0.000	0.000	Merged-chr5-24685796-115
NR27099--MA0740.1.KLF14	chr17	35997916	35997929	-	0.000	0.000	Merged-chr17-35997756-9
NR66185--MA0741.1.KLF16	chrX	73915085	73915095	+	0.000	0.000	Merged-chrX-73915089-47
NR30987--MA0741.1.KLF16	chr19	7383102	7383112	+	0.000	0.000	Merged-chr19-7383004-64
NR40721--MA0493.1.Klf1	chr3	142882208	142882218	+	0.000	0.000	Merged-chr3-142881954-134
NR745--MA0741.1.KLF16	chr1	58392871	58392881	+	0.000	0.000	Merged-chr1-58392729-1
NR53858--MA0741.1.KLF16	chr6	145211056	145211066	+	0.000	0.000	Merged-chr6-145211240-87
NR37746--MA0742.1.Klf12	chr3	9500013	9500027	-	0.000	0.000	Merged-chr3-9499976-58
NR60490--MA1107.1.KLF9	chr8	105170631	105170643	-	0.000	0.000	Merged-chr8-105170559-11
NR43553--MA0740.1.KLF14	chr4	124850630	124850643	+	0.000	0.000	Merged-chr4-124850823-102
NR64110--MA0741.1.KLF16	chr9	95750407	95750417	-	0.000	0.000	Merged-chr9-95750219-56
NR60008--MA0599.1.KLF5	chr8	83332488	83332497	-	0.000	0.000	Merged-chr8-83332441-59
NR38435--MA0741.1.KLF16	chr3	65515933	65515943	+	0.000	0.000	Merged-chr3-65515971-28
NR45946--MA1107.1.KLF9	chr5	24598806	24598818	-	0.000	0.000	Merged-chr5-24598728-19
NR66322--MA0742.1.Klf12	chrX	96115603	96115617	-	0.000	0.000	Merged-chrX-96115695-13
NR37434--MA0599.1.KLF5	chr2	174329995	174330004	+	0.000	0.000	Merged-chr2-174330012-174
NR57880--MA0741.1.KLF16	chr7	135716603	135716613	-	0.000	0.000	Merged-chr7-135716348-117
NR64642--MA0742.1.Klf12	chr9	108783781	108783795	-	0.000	0.000	Merged-chr9-108783844-54
NR26757--MA0599.1.KLF5	chr17	31855846	31855855	+	0.000	0.000	Merged-chr17-31855795-60
NR31896--MA0039.3.KLF4	chr19	45790797	45790807	+	0.000	0.000	Merged-chr19-45790675-51
NR26721--MA0740.1.KLF14	chr17	31456837	31456850	-	0.000	0.000	Merged-chr17-31456921-12
NR47673--MA0741.1.KLF16	chr5	107597691	107597701	+	0.000	0.000	Merged-chr5-107597762-77
NR49419--MA0741.1.KLF16	chr5	137747877	137747887	-	0.000	0.000	Merged-chr5-137747869-32
NR63048--MA1107.1.KLF9	chr9	61947354	61947366	-	0.000	0.000	Merged-chr9-61947278-11
NR58486--MA0599.1.KLF5	chr8	4259275	4259284	-	0.000	0.000	Merged-chr8-4258944-112
NR56167--MA0493.1.Klf1	chr7	80535204	80535214	+	0.000	0.000	Merged-chr7-80535254-6
NR31088--MA0742.1.Klf12	chr19	10204731	10204745	+	0.000	0.000	Merged-chr19-10204774-3
NR42731--MA0741.1.KLF16	chr4	98243912	98243922	+	0.000	0.000	Merged-chr4-98243867-45
NR50667--MA0599.1.KLF5	chr6	30304584	30304593	-	0.000	0.000	Merged-chr6-30304390-54
NR16666--MA0657.1.KLF13	chr13	69611736	69611753	+	0.000	0.000	Merged-chr13-69611588-99
NR52755--MA0742.1.Klf12	chr6	124738672	124738686	+	0.000	0.000	Merged-chr6-124738811-28
NR15516--MA0599.1.KLF5	chr13	21716112	21716121	-	0.000	0.000	Merged-chr13-21716316-67
NR45961--MA0740.1.KLF14	chr5	24685913	24685926	-	0.000	0.000	Merged-chr5-24685796-115
NR41139--MA1107.1.KLF9	chr3	152897411	152897423	+	0.000	0.000	Merged-chr3-152897397-8
NR30942--MA0599.1.KLF5	chr19	6969806	6969815	+	0.000	0.000	Merged-chr19-6969828-39
NR37705--MA0740.1.KLF14	chr2	181520309	181520322	+	0.000	0.000	Merged-chr2-181520538-61
NR58128--MA0599.1.KLF5	chr7	140116521	140116530	-	0.000	0.000	Merged-chr7-140116362-57
NR37993--MA0493.1.Klf1	chr3	31145840	31145850	+	0.000	0.000	Merged-chr3-31145985-42
NR62608--MA0493.1.Klf1	chr9	48985183	48985193	-	0.000	0.000	Merged-chr9-48985134-97
NR29233--MA1107.1.KLF9	chr18	35942351	35942363	-	0.000	0.000	Merged-chr18-35942527-59
NR18350--MA1107.1.KLF9	chr14	14706859	14706871	-	0.000	0.000	Merged-chr14-14706665-38
NR3535--MA0740.1.KLF14	chr1	178376296	178376309	+	0.000	0.000	Merged-chr1-178376257-4
NR45925--MA0742.1.Klf12	chr5	24447726	24447740	-	0.000	0.000	Merged-chr5-24447842-49
NR27520--MA0599.1.KLF5	chr17	50483833	50483842	-	0.000	0.000	Merged-chr17-50483853-32
NR6370--MA0740.1.KLF14	chr10	81378513	81378526	+	0.000	0.000	Merged-chr10-81378614-74
NR870--MA0599.1.KLF5	chr1	64121729	64121738	-	0.000	0.000	Merged-chr1-64121787-120
NR47912--MA0599.1.KLF5	chr5	112287116	112287125	+	0.000	0.000	Merged-chr5-112287105-89
NR10127--MA0740.1.KLF14	chr11	74926041	74926054	+	0.000	0.000	Merged-chr11-74926072-90
NR42466--MA1107.1.KLF9	chr4	62630048	62630060	-	0.000	0.000	Merged-chr4-62630130-56
NR28107--MA0039.3.KLF4	chr17	73263441	73263451	-	0.000	0.000	Merged-chr17-73263273-50
NR727--MA0599.1.KLF5	chr1	58303843	58303852	-	0.000	0.000	Merged-chr1-58304012-69
NR54140--MA0599.1.KLF5	chr7	4647539	4647548	+	0.000	0.000	Merged-chr7-4647555-37
NR11790--MA0741.1.KLF16	chr11	107444021	107444031	-	0.000	0.000	Merged-chr11-107443890-34
NR60131--MA0741.1.KLF16	chr8	84976563	84976573	-	0.000	0.000	Merged-chr8-84976450-61
NR55897--MA0599.1.KLF5	chr7	66689654	66689663	-	0.000	0.000	Merged-chr7-66689788-64
NR24344--MA0493.1.Klf1	chr16	36071599	36071609	-	0.000	0.000	Merged-chr16-36071679-92
NR33167--MA0039.3.KLF4	chr2	29870251	29870261	-	0.000	0.000	Merged-chr2-29870260-12
NR16188--MA0742.1.Klf12	chr13	51781679	51781693	+	0.000	0.000	Merged-chr13-51781746-17
NR58392--MA0599.1.KLF5	chr7	143835278	143835287	-	0.000	0.000	Merged-chr7-143835290-17
NR61795--MA1107.1.KLF9	chr9	15045563	15045575	-	0.000	0.000	Merged-chr9-15045417-72
NR1076--MA1107.1.KLF9	chr1	75248504	75248516	-	0.000	0.000	Merged-chr1-75248518-31
NR17029--MA0657.1.KLF13	chr13	92610976	92610993	-	0.000	0.000	Merged-chr13-92610910-95
NR58034--MA0599.1.KLF5	chr7	139388867	139388876	+	0.000	0.000	Merged-chr7-139388959-78
NR11249--MA0039.3.KLF4	chr11	99012469	99012479	-	0.000	0.000	Merged-chr11-99012536-12
NR28608--MA0741.1.KLF16	chr17	86293522	86293532	+	0.000	0.000	Merged-chr17-86293487-34
NR65493--MA0599.1.KLF5	chr9	122294567	122294576	-	0.000	0.000	Merged-chr9-122294367-85
NR50206--MA0599.1.KLF5	chr5	148928923	148928932	-	0.000	0.000	Merged-chr5-148928854-59
NR57784--MA0741.1.KLF16	chr7	132813901	132813911	-	0.000	0.000	Merged-chr7-132814059-4
NR4916--MA0741.1.KLF16	chr10	34207259	34207269	-	0.000	0.000	Merged-chr10-34207023-88
NR14635--MA0039.3.KLF4	chr12	107977710	107977720	+	0.000	0.000	Merged-chr12-107977716-64
NR34042--MA0741.1.KLF16	chr2	66256677	66256687	-	0.000	0.000	Merged-chr2-66256771-79
NR11179--MA0599.1.KLF5	chr11	98700096	98700105	+	0.000	0.000	Merged-chr11-98700105-10
NR45983--MA0599.1.KLF5	chr5	25498971	25498980	+	0.000	0.000	Merged-chr5-25499095-193
NR42033--MA0599.1.KLF5	chr4	44234134	44234143	+	0.000	0.000	Merged-chr4-44233994-89
NR46364--MA0039.3.KLF4	chr5	36590911	36590921	+	0.000	0.000	Merged-chr5-36590712-21
NR3121--MA0039.3.KLF4	chr1	166429125	166429135	-	0.000	0.000	Merged-chr1-166429186-23
NR1296--MA0493.1.Klf1	chr1	87621487	87621497	-	0.000	0.000	Merged-chr1-87621669-41
NR26252--MA0742.1.Klf12	chr17	24752902	24752916	+	0.000	0.000	Merged-chr17-24753082-30
NR32633--MA0741.1.KLF16	chr2	11173726	11173736	+	0.000	0.000	Merged-chr2-11173621-55
NR55899--MA0741.1.KLF16	chr7	66689653	66689663	-	0.000	0.000	Merged-chr7-66689788-64
NR42915--MA0599.1.KLF5	chr4	107253459	107253468	-	0.000	0.000	Merged-chr4-107253637-93
NR23183--MA0599.1.KLF5	chr15	100461130	100461139	-	0.000	0.000	Merged-chr15-100461368-57
NR32894--MA0742.1.Klf12	chr2	25148102	25148116	+	0.000	0.000	Merged-chr2-25148103-14
NR62406--MA1107.1.KLF9	chr9	42124369	42124381	+	0.000	0.000	Merged-chr9-42124176-82
NR59342--MA1107.1.KLF9	chr8	57638141	57638153	-	0.000	0.000	Merged-chr8-57637972-56
NR23379--MA1107.1.KLF9	chr15	102225226	102225238	+	0.000	0.000	Merged-chr15-102225119-79
NR43011--MA0599.1.KLF5	chr4	109666799	109666808	+	0.000	0.000	Merged-chr4-109666886-20
NR15892--MA0599.1.KLF5	chr13	38527975	38527984	-	0.000	0.000	Merged-chr13-38527849-1
NR64710--MA0740.1.KLF14	chr9	110880244	110880257	-	0.000	0.000	Merged-chr9-110880207-47
NR66954--MA0742.1.Klf12	chrX	164382132	164382146	-	0.000	0.000	Merged-chrX-164382152-46
NR48425--MA0742.1.Klf12	chr5	121100545	121100559	+	0.000	0.000	Merged-chr5-121100615-3
NR23707--MA0599.1.KLF5	chr16	10835432	10835441	-	0.000	0.000	Merged-chr16-10835288-65
NR35044--MA0599.1.KLF5	chr2	117122039	117122048	+	0.000	0.000	Merged-chr2-117121773-19
NR21790--MA1107.1.KLF9	chr15	76899958	76899970	+	0.000	0.000	Merged-chr15-76899846-50
NR50470--MA0599.1.KLF5	chr6	11926119	11926128	-	0.000	0.000	Merged-chr6-11926028-78
NR24292--MA0741.1.KLF16	chr16	33714447	33714457	-	0.000	0.000	Merged-chr16-33714431-35
NR29127--MA0599.1.KLF5	chr18	33213962	33213971	+	0.000	0.000	Merged-chr18-33213882-74
NR18978--MA0657.1.KLF13	chr14	51884728	51884745	+	0.000	0.000	Merged-chr14-51884855-41
NR34836--MA0741.1.KLF16	chr2	104590426	104590436	+	0.000	0.000	Merged-chr2-104590468-65
NR26541--MA1107.1.KLF9	chr17	28442849	28442861	+	0.000	0.000	Merged-chr17-28442863-20
NR31325--MA0742.1.Klf12	chr19	21862797	21862811	+	0.000	0.000	Merged-chr19-21862775-10
NR27077--MA0599.1.KLF5	chr17	35822951	35822960	-	0.000	0.000	Merged-chr17-35823208-57
NR18789--MA1107.1.KLF9	chr14	36953008	36953020	+	0.000	0.000	Merged-chr14-36952927-121
NR32100--MA1107.1.KLF9	chr19	53390713	53390725	-	0.000	0.000	Merged-chr19-53390523-85
NR15515--MA1107.1.KLF9	chr13	21579850	21579862	-	0.000	0.000	Merged-chr13-21579773-26
NR42699--MA1107.1.KLF9	chr4	95161354	95161366	+	0.000	0.000	Merged-chr4-95161391-65
NR3458--MA0493.1.Klf1	chr1	175692816	175692826	+	0.000	0.000	Merged-chr1-175692845-123
NR39972--MA0599.1.KLF5	chr3	121815221	121815230	-	0.000	0.000	Merged-chr3-121815134-77
NR758--MA0741.1.KLF16	chr1	58725998	58726008	+	0.000	0.000	Merged-chr1-58726093-26
NR45531--MA0599.1.KLF5	chr4	155812450	155812459	-	0.000	0.000	Merged-chr4-155812439-57
NR33050--MA0657.1.KLF13	chr2	27009941	27009958	+	0.000	0.000	Merged-chr2-27009935-56
NR37779--MA0599.1.KLF5	chr3	13473165	13473174	-	0.000	0.000	Merged-chr3-13473058-20
NR43481--MA0599.1.KLF5	chr4	123572562	123572571	+	0.000	0.000	Merged-chr4-123572396-104
NR66798--MA0599.1.KLF5	chrX	155216525	155216534	-	0.000	0.000	Merged-chrX-155216260-100
NR47911--MA1107.1.KLF9	chr5	112286981	112286993	+	0.000	0.000	Merged-chr5-112287105-89
NR19767--MA1107.1.KLF9	chr14	76579948	76579960	-	0.000	0.000	Merged-chr14-76580010-38
NR40628--MA0599.1.KLF5	chr3	138163030	138163039	-	0.000	0.000	Merged-chr3-138162869-22
NR9664--MA0740.1.KLF14	chr11	61762148	61762161	-	0.000	0.000	Merged-chr11-61762062-61
NR34151--MA0741.1.KLF16	chr2	71873142	71873152	-	0.000	0.000	Merged-chr2-71873346-69
NR62411--MA0740.1.KLF14	chr9	42264294	42264307	+	0.000	0.000	Merged-chr9-42264244-61
NR4549--MA0741.1.KLF16	chr10	8370348	8370358	+	0.000	0.000	Merged-chr10-8370203-10
NR9465--MA0599.1.KLF5	chr11	58214939	58214948	+	0.000	0.000	Merged-chr11-58214991-50
NR1511--MA0493.1.Klf1	chr1	97613886	97613896	+	0.000	0.000	Merged-chr1-97613912-17
NR9459--MA0740.1.KLF14	chr11	58199547	58199560	+	0.000	0.000	Merged-chr11-58199630-58
NR32471--MA0741.1.KLF16	chr19	60861268	60861278	+	0.000	0.000	Merged-chr19-60861435-50
NR35912--MA0493.1.Klf1	chr2	144527473	144527483	+	0.000	0.000	Merged-chr2-144527541-67
NR11617--MA0741.1.KLF16	chr11	104631544	104631554	-	0.000	0.000	Merged-chr11-104631492-24
NR7779--MA0740.1.KLF14	chr10	121501344	121501357	-	0.000	0.000	Merged-chr10-121501347-25
NR64921--MA0039.3.KLF4	chr9	115163144	115163154	+	0.000	0.000	Merged-chr9-115163085-16
NR46378--MA1107.1.KLF9	chr5	36590909	36590921	+	0.000	0.000	Merged-chr5-36590712-21
NR12936--MA0599.1.KLF5	chr12	21480430	21480439	+	0.000	0.000	Merged-chr12-21480312-60
NR5433--MA0740.1.KLF14	chr10	61452889	61452902	-	0.000	0.000	Merged-chr10-61452794-18
NR58391--MA1107.1.KLF9	chr7	143830035	143830047	-	0.000	0.000	Merged-chr7-143830009-91
NR29239--MA0599.1.KLF5	chr18	36454528	36454537	-	0.000	0.000	Merged-chr18-36454409-61
NR45406--MA0741.1.KLF16	chr4	154105712	154105722	-	0.000	0.000	Merged-chr4-154105612-38
NR53933--MA0741.1.KLF16	chr6	146577836	146577846	+	0.000	0.000	Merged-chr6-146577947-111
NR50319--MA0740.1.KLF14	chr5	150262887	150262900	+	0.000	0.000	Merged-chr5-150262822-29
NR20584--MA0741.1.KLF16	chr14	122534254	122534264	-	0.000	0.000	Merged-chr14-122534294-63
NR63397--MA0039.3.KLF4	chr9	70371753	70371763	+	0.000	0.000	Merged-chr9-70371820-9
NR45046--MA0039.3.KLF4	chr4	148444833	148444843	-	0.000	0.000	Merged-chr4-148444677-50
NR20--MA0493.1.Klf1	chr1	7088889	7088899	-	0.000	0.000	Merged-chr1-7088906-84
NR193--MA0657.1.KLF13	chr1	21079391	21079408	+	0.000	0.000	Merged-chr1-21079276-92
NR14269--MA0742.1.Klf12	chr12	100986995	100987009	-	0.000	0.000	Merged-chr12-100986861-13
NR50224--MA0599.1.KLF5	chr5	149184422	149184431	+	0.000	0.000	Merged-chr5-149184513-135
NR8908--MA0741.1.KLF16	chr11	31870855	31870865	+	0.000	0.000	Merged-chr11-31870754-70
NR56198--MA1107.1.KLF9	chr7	80947875	80947887	-	0.000	0.000	Merged-chr7-80947712-62
NR46561--MA0741.1.KLF16	chr5	62752280	62752290	+	0.000	0.000	Merged-chr5-62752460-91
NR23961--MA0741.1.KLF16	chr16	20141048	20141058	+	0.000	0.000	Merged-chr16-20141134-72
NR19692--MA0599.1.KLF5	chr14	75064735	75064744	+	0.000	0.000	Merged-chr14-75064758-13
NR31297--MA0741.1.KLF16	chr19	21272135	21272145	+	0.000	0.000	Merged-chr19-21272271-125
NR38429--MA0740.1.KLF14	chr3	65515932	65515945	+	0.000	0.000	Merged-chr3-65515971-28
NR13238--MA0599.1.KLF5	chr12	51348177	51348186	+	0.000	0.000	Merged-chr12-51348278-58
NR59078--MA0740.1.KLF14	chr8	40511782	40511795	-	0.000	0.000	Merged-chr8-40511703-149
NR56856--MA0742.1.Klf12	chr7	109986338	109986352	+	0.000	0.000	Merged-chr7-109986340-83
NR36473--MA1107.1.KLF9	chr2	157147998	157148010	-	0.000	0.000	Merged-chr2-157147783-53
NR8035--MA0599.1.KLF5	chr10	127211635	127211644	-	0.000	0.000	Merged-chr10-127211540-55
NR59236--MA0599.1.KLF5	chr8	47714114	47714123	+	0.000	0.000	Merged-chr8-47714007-130
NR11178--MA1107.1.KLF9	chr11	98588260	98588272	+	0.000	0.000	Merged-chr11-98588289-18
NR57545--MA0741.1.KLF16	chr7	127841646	127841656	-	0.000	0.000	Merged-chr7-127841775-106
NR39016--MA0741.1.KLF16	chr3	94456699	94456709	+	0.000	0.000	Merged-chr3-94456653-34
NR60144--MA0741.1.KLF16	chr8	84990574	84990584	-	0.000	0.000	Merged-chr8-84990479-83
NR59575--MA1107.1.KLF9	chr8	70172300	70172312	+	0.000	0.000	Merged-chr8-70172374-46
NR55594--MA0741.1.KLF16	chr7	47015915	47015925	-	0.000	0.000	Merged-chr7-47015889-36
NR32994--MA0741.1.KLF16	chr2	26304858	26304868	-	0.000	0.000	Merged-chr2-26304890-4
NR30391--MA0493.1.Klf1	chr18	80200658	80200668	-	0.000	0.000	Merged-chr18-80200692-56
NR23058--MA0599.1.KLF5	chr15	99295056	99295065	-	0.000	0.000	Merged-chr15-99295026-65
NR51541--MA1107.1.KLF9	chr6	72552837	72552849	+	0.000	0.000	Merged-chr6-72552853-56
NR37676--MA0599.1.KLF5	chr2	181287751	181287760	+	0.000	0.000	Merged-chr2-181287847-67
NR32123--MA0741.1.KLF16	chr19	53491669	53491679	+	0.000	0.000	Merged-chr19-53491759-39
NR32962--MA0740.1.KLF14	chr2	25983349	25983362	+	0.000	0.000	Merged-chr2-25983366-83
NR60374--MA1107.1.KLF9	chr8	94666725	94666737	-	0.000	0.000	Merged-chr8-94666870-78
NR5832--MA0741.1.KLF16	chr10	77259168	77259178	+	0.000	0.000	Merged-chr10-77259226-56
NR4548--MA0493.1.Klf1	chr10	8370347	8370357	+	0.000	0.000	Merged-chr10-8370203-10
NR23182--MA1107.1.KLF9	chr15	100443772	100443784	+	0.000	0.000	Merged-chr15-100443625-43
NR50057--MA0657.1.KLF13	chr5	146867615	146867632	+	0.000	0.000	Merged-chr5-146867667-49
NR35277--MA0599.1.KLF5	chr2	122234711	122234720	+	0.000	0.000	Merged-chr2-122234725-76
NR14340--MA1107.1.KLF9	chr12	102620038	102620050	+	0.000	0.000	Merged-chr12-102619984-18
NR56399--MA0039.3.KLF4	chr7	92637102	92637112	-	0.000	0.000	Merged-chr7-92637112-64
NR56273--MA0740.1.KLF14	chr7	83892196	83892209	-	0.000	0.000	Merged-chr7-83892094-68
NR30509--MA0741.1.KLF16	chr18	82691913	82691923	-	0.000	0.000	Merged-chr18-82691920-3
NR35522--MA0742.1.Klf12	chr2	130274392	130274406	-	0.000	0.000	Merged-chr2-130274398-60
NR10719--MA0039.3.KLF4	chr11	88718617	88718627	-	0.000	0.000	Merged-chr11-88718407-109
NR56870--MA0493.1.Klf1	chr7	110203788	110203798	-	0.000	0.000	Merged-chr7-110203728-41
NR21111--MA0599.1.KLF5	chr15	38078883	38078892	-	0.000	0.000	Merged-chr15-38078784-97
NR33739--MA0740.1.KLF14	chr2	48949271	48949284	+	0.000	0.000	Merged-chr2-48949437-98
NR54864--MA0740.1.KLF14	chr7	27228548	27228561	-	0.000	0.000	Merged-chr7-27228644-59
NR10495--MA0742.1.Klf12	chr11	83637042	83637056	-	0.000	0.000	Merged-chr11-83637048-8
NR13135--MA0741.1.KLF16	chr12	35047087	35047097	+	0.000	0.000	Merged-chr12-35047291-75
NR9297--MA0740.1.KLF14	chr11	53567450	53567463	+	0.000	0.000	Merged-chr11-53567481-45
NR64062--MA1107.1.KLF9	chr9	94614230	94614242	+	0.000	0.000	Merged-chr9-94614117-31
NR33606--MA0039.3.KLF4	chr2	35299700	35299710	-	0.000	0.000	Merged-chr2-35299647-29
NR24027--MA0599.1.KLF5	chr16	22657092	22657101	-	0.000	0.000	Merged-chr16-22657033-32
NR41688--MA0742.1.Klf12	chr4	33209745	33209759	+	0.000	0.000	Merged-chr4-33209549-46
