#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR4181--MA0766.1.GATA5	chr2	164403163	164403170	+	0.000	0.000	Merged-chr2-164403168-19
NR523--MA0482.1.Gata4	chr10	12961778	12961788	+	0.000	0.000	Merged-chr10-12961810-12
NR318--MA0482.1.Gata4	chr1	153847114	153847124	-	0.000	0.000	Merged-chr1-153847127-37
NR3098--MA0035.3.Gata1	chr17	18968728	18968738	-	0.000	0.000	Merged-chr17-18968835-85
NR4888--MA1104.1.GATA6	chr4	122872200	122872212	-	0.000	0.000	Merged-chr4-122872187-66
NR2905--MA0482.1.Gata4	chr16	64898528	64898538	+	0.000	0.000	Merged-chr16-64898423-6
NR2244--MA0035.3.Gata1	chr14	54158795	54158805	+	0.000	0.000	Merged-chr14-54158757-16
NR5552--MA0037.3.GATA3	chr6	4664524	4664531	-	0.000	0.000	Merged-chr6-4664595-18
NR284--MA0036.3.GATA2	chr1	149758505	149758515	+	0.000	0.000	Merged-chr1-149758666-31
NR335--MA1104.1.GATA6	chr1	161309587	161309599	-	0.000	0.000	Merged-chr1-161309457-43
NR1046--MA0482.1.Gata4	chr11	58948724	58948734	-	0.000	0.000	Merged-chr11-58948790-70
NR3423--MA0140.2.GATA1::TAL1	chr18	74991055	74991072	+	0.000	0.000	Merged-chr18-74991256-33
NR308--MA0035.3.Gata1	chr1	151973292	151973302	-	0.000	0.000	Merged-chr1-151973357-25
NR1270--MA0036.3.GATA2	chr11	108273198	108273208	-	0.000	0.000	Merged-chr11-108273264-114
NR3428--MA1104.1.GATA6	chr18	79353028	79353040	+	0.000	0.000	Merged-chr18-79353064-26
NR6084--MA0482.1.Gata4	chr7	30280499	30280509	-	0.000	0.000	Merged-chr7-30280528-94
NR6170--MA0035.3.Gata1	chr7	84166133	84166143	-	0.000	0.000	Merged-chr7-84166236-11
NR1894--MA0035.3.Gata1	chr13	75053972	75053982	-	0.000	0.000	Merged-chr13-75053881-13
NR265--MA0482.1.Gata4	chr1	139009693	139009703	+	0.000	0.000	Merged-chr1-139009798-23
NR2775--MA0036.3.GATA2	chr16	18075422	18075432	-	0.000	0.000	Merged-chr16-18075425-17
NR3340--MA0766.1.GATA5	chr18	46448741	46448748	+	0.000	0.000	Merged-chr18-46448750-18
NR2555--MA1104.1.GATA6	chr15	59010876	59010888	-	0.000	0.000	Merged-chr15-59010782-34
NR7199--MA0035.3.Gata1	chrX	167131028	167131038	+	0.000	0.000	Merged-chrX-167131211-21
NR788--MA0482.1.Gata4	chr10	108406935	108406945	-	0.000	0.000	Merged-chr10-108407108-16
NR696--MA1104.1.GATA6	chr10	81525045	81525057	+	0.000	0.000	Merged-chr10-81525209-7
NR3885--MA0037.3.GATA3	chr2	78961707	78961714	+	0.000	0.000	Merged-chr2-78961805-37
NR5814--MA0766.1.GATA5	chr6	117166985	117166992	+	0.000	0.000	Merged-chr6-117167105-10
NR6991--MA0037.3.GATA3	chr9	110461309	110461316	-	0.000	0.000	Merged-chr9-110461339-53
NR1605--MA0037.3.GATA3	chr12	107497092	107497099	-	0.000	0.000	Merged-chr12-107497155-16
NR6987--MA0482.1.Gata4	chr9	108163711	108163721	+	0.000	0.000	Merged-chr9-108163865-26
NR526--MA0035.3.Gata1	chr10	12961777	12961787	+	0.000	0.000	Merged-chr10-12961810-12
NR6777--MA0766.1.GATA5	chr9	56098145	56098152	-	0.000	0.000	Merged-chr9-56098023-21
NR2637--MA0035.3.Gata1	chr15	81308333	81308343	+	0.000	0.000	Merged-chr15-81308219-24
NR6767--MA0036.3.GATA2	chr9	51908930	51908940	-	0.000	0.000	Merged-chr9-51909085-33
NR5923--MA0766.1.GATA5	chr6	134117731	134117738	+	0.000	0.000	Merged-chr6-134117779-3
NR3972--MA0766.1.GATA5	chr2	103424794	103424801	-	0.000	0.000	Merged-chr2-103424790-20
NR662--MA1104.1.GATA6	chr10	68356052	68356064	+	0.000	0.000	Merged-chr10-68356186-29
NR5600--MA0035.3.Gata1	chr6	34364727	34364737	-	0.000	0.000	Merged-chr6-34364838-25
NR6430--MA0482.1.Gata4	chr8	69328896	69328906	+	0.000	0.000	Merged-chr8-69328899-30
NR5260--MA0037.3.GATA3	chr5	90612256	90612263	+	0.000	0.000	Merged-chr5-90612116-89
NR329--MA0036.3.GATA2	chr1	156986337	156986347	+	0.000	0.000	Merged-chr1-156986384-67
NR4976--MA1104.1.GATA6	chr4	145312625	145312637	+	0.000	0.000	Merged-chr4-145312696-44
NR592--MA0482.1.Gata4	chr10	39378352	39378362	+	0.000	0.000	Merged-chr10-39378270-8
NR6528--MA0036.3.GATA2	chr8	106623318	106623328	-	0.000	0.000	Merged-chr8-106623305-12
NR6809--MA0766.1.GATA5	chr9	63785710	63785717	-	0.000	0.000	Merged-chr9-63785726-16
NR4264--MA0035.3.Gata1	chr3	37291257	37291267	-	0.000	0.000	Merged-chr3-37291355-13
NR177--MA0766.1.GATA5	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR7096--MA0037.3.GATA3	chrX	17365319	17365326	-	0.000	0.000	Merged-chrX-17365333-21
NR2288--MA0766.1.GATA5	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR2560--MA0482.1.Gata4	chr15	60132889	60132899	-	0.000	0.000	Merged-chr15-60132913-50
NR4306--MA0482.1.Gata4	chr3	68967471	68967481	-	0.000	0.000	Merged-chr3-68967303-47
NR2626--MA0482.1.Gata4	chr15	79466863	79466873	-	0.000	0.000	Merged-chr15-79467030-14
NR3407--MA0037.3.GATA3	chr18	67246248	67246255	+	0.000	0.000	Merged-chr18-67246173-1
NR2805--MA1104.1.GATA6	chr16	27388010	27388022	-	0.000	0.000	Merged-chr16-27388094-20
NR1910--MA0766.1.GATA5	chr13	83727559	83727566	+	0.000	0.000	Merged-chr13-83727511-10
NR4020--MA0036.3.GATA2	chr2	116999068	116999078	-	0.000	0.000	Merged-chr2-116999120-8
NR2416--MA0766.1.GATA5	chr14	104517162	104517169	-	0.000	0.000	Merged-chr14-104517244-7
NR2212--MA0482.1.Gata4	chr14	52437183	52437193	+	0.000	0.000	Merged-chr14-52437010-8
NR1085--MA0140.2.GATA1::TAL1	chr11	70591955	70591972	+	0.000	0.000	Merged-chr11-70592019-3
NR2759--MA0035.3.Gata1	chr16	13306419	13306429	+	0.000	0.000	Merged-chr16-13306399-29
NR4323--MA1104.1.GATA6	chr3	84570695	84570707	-	0.000	0.000	Merged-chr3-84570776-21
NR5451--MA0035.3.Gata1	chr5	138657963	138657973	+	0.000	0.000	Merged-chr5-138657986-28
NR1804--MA0036.3.GATA2	chr13	40924136	40924146	+	0.000	0.000	Merged-chr13-40924154-14
NR6433--MA0035.3.Gata1	chr8	69920184	69920194	+	0.000	0.000	Merged-chr8-69920362-48
NR5448--MA0037.3.GATA3	chr5	138657964	138657971	-	0.000	0.000	Merged-chr5-138657986-28
NR1217--MA0037.3.GATA3	chr11	102774789	102774796	+	0.000	0.000	Merged-chr11-102774873-8
NR5209--MA0140.2.GATA1::TAL1	chr5	64472609	64472626	+	0.000	0.000	Merged-chr5-64472447-77
NR2767--MA0036.3.GATA2	chr16	13796690	13796700	+	0.000	0.000	Merged-chr16-13796850-44
NR1472--MA0035.3.Gata1	chr12	76527449	76527459	+	0.000	0.000	Merged-chr12-76527633-28
NR2368--MA0482.1.Gata4	chr14	100222433	100222443	+	0.000	0.000	Merged-chr14-100222353-13
NR114--MA0482.1.Gata4	chr1	74726885	74726895	+	0.000	0.000	Merged-chr1-74726770-27
NR959--MA1104.1.GATA6	chr11	11836980	11836992	-	0.000	0.000	Merged-chr11-11837020-26
NR2148--MA0036.3.GATA2	chr14	20177874	20177884	+	0.000	0.000	Merged-chr14-20177932-18
NR5806--MA0766.1.GATA5	chr6	116136310	116136317	-	0.000	0.000	Merged-chr6-116136227-16
NR6042--MA0482.1.Gata4	chr7	6127302	6127312	+	0.000	0.000	Merged-chr7-6127268-44
NR6887--MA1104.1.GATA6	chr9	86579813	86579825	-	0.000	0.000	Merged-chr9-86579809-9
NR3234--MA0140.2.GATA1::TAL1	chr17	73810196	73810213	+	0.000	0.000	Merged-chr17-73810198-2
NR146--MA0036.3.GATA2	chr1	85794295	85794305	-	0.000	0.000	Merged-chr1-85794071-131
NR417--MA0036.3.GATA2	chr1	179578811	179578821	+	0.000	0.000	Merged-chr1-179578897-31
NR3529--MA0037.3.GATA3	chr19	14466304	14466311	-	0.000	0.000	Merged-chr19-14466199-30
NR4309--MA0035.3.Gata1	chr3	68967472	68967482	-	0.000	0.000	Merged-chr3-68967303-47
NR1480--MA0036.3.GATA2	chr12	78219230	78219240	-	0.000	0.000	Merged-chr12-78219327-13
NR3096--MA1104.1.GATA6	chr17	18968727	18968739	+	0.000	0.000	Merged-chr17-18968835-85
NR1827--MA0766.1.GATA5	chr13	49188131	49188138	+	0.000	0.000	Merged-chr13-49188113-1
NR5395--MA0037.3.GATA3	chr5	129715422	129715429	-	0.000	0.000	Merged-chr5-129715582-48
NR5666--MA0037.3.GATA3	chr6	57531438	57531445	+	0.000	0.000	Merged-chr6-57531681-24
NR4100--MA0035.3.Gata1	chr2	136988018	136988028	-	0.000	0.000	Merged-chr2-136988057-20
NR5339--MA0140.2.GATA1::TAL1	chr5	107921718	107921735	+	0.000	0.000	Merged-chr5-107921686-25
NR2590--MA0037.3.GATA3	chr15	71917806	71917813	+	0.000	0.000	Merged-chr15-71917869-36
NR627--MA0035.3.Gata1	chr10	58371380	58371390	-	0.000	0.000	Merged-chr10-58371559-38
NR6698--MA0035.3.Gata1	chr9	31300706	31300716	+	0.000	0.000	Merged-chr9-31300664-3
NR4808--MA0482.1.Gata4	chr4	89044206	89044216	+	0.000	0.000	Merged-chr4-89044155-38
NR5318--MA0037.3.GATA3	chr5	107265164	107265171	-	0.000	0.000	Merged-chr5-107265096-67
NR2586--MA0482.1.Gata4	chr15	67410168	67410178	-	0.000	0.000	Merged-chr15-67410100-57
NR3821--MA0766.1.GATA5	chr2	60328750	60328757	-	0.000	0.000	Merged-chr2-60328757-33
NR5963--MA0482.1.Gata4	chr6	142809491	142809501	-	0.000	0.000	Merged-chr6-142809719-29
NR4056--MA0766.1.GATA5	chr2	122138271	122138278	-	0.000	0.000	Merged-chr2-122138123-26
NR1241--MA0036.3.GATA2	chr11	106430742	106430752	+	0.000	0.000	Merged-chr11-106430638-37
NR379--MA0482.1.Gata4	chr1	170632356	170632366	-	0.000	0.000	Merged-chr1-170632592-34
NR6141--MA0035.3.Gata1	chr7	67500441	67500451	-	0.000	0.000	Merged-chr7-67500556-27
NR6770--MA0140.2.GATA1::TAL1	chr9	52074128	52074145	+	0.000	0.000	Merged-chr9-52073999-13
NR2576--MA0035.3.Gata1	chr15	62779102	62779112	+	0.000	0.000	Merged-chr15-62779143-25
NR2847--MA0035.3.Gata1	chr16	44305869	44305879	+	0.000	0.000	Merged-chr16-44305871-15
NR5862--MA0766.1.GATA5	chr6	129284596	129284603	-	0.000	0.000	Merged-chr6-129284661-64
NR3406--MA0140.2.GATA1::TAL1	chr18	67212824	67212841	+	0.000	0.000	Merged-chr18-67212775-57
NR7150--MA0037.3.GATA3	chrX	107088384	107088391	-	0.000	0.000	Merged-chrX-107088422-23
NR278--MA0766.1.GATA5	chr1	144644804	144644811	+	0.000	0.000	Merged-chr1-144644739-1
NR3553--MA0036.3.GATA2	chr19	29367424	29367434	-	0.000	0.000	Merged-chr19-29367376-49
NR524--MA1104.1.GATA6	chr10	12961776	12961788	-	0.000	0.000	Merged-chr10-12961810-12
NR319--MA1104.1.GATA6	chr1	153847114	153847126	+	0.000	0.000	Merged-chr1-153847127-37
NR226--MA0035.3.Gata1	chr1	128570096	128570106	+	0.000	0.000	Merged-chr1-128570257-50
NR3511--MA0035.3.Gata1	chr19	12026836	12026846	-	0.000	0.000	Merged-chr19-12026851-22
NR5122--MA0037.3.GATA3	chr5	20931521	20931528	-	0.000	0.000	Merged-chr5-20931511-6
NR2906--MA1104.1.GATA6	chr16	64898526	64898538	-	0.000	0.000	Merged-chr16-64898423-6
NR1730--MA0036.3.GATA2	chr13	10019410	10019420	-	0.000	0.000	Merged-chr13-10019536-22
NR597--MA0482.1.Gata4	chr10	39991288	39991298	+	0.000	0.000	Merged-chr10-39991173-41
NR1535--MA0766.1.GATA5	chr12	91746103	91746110	+	0.000	0.000	Merged-chr12-91745848-45
NR2589--MA0035.3.Gata1	chr15	67410169	67410179	-	0.000	0.000	Merged-chr15-67410100-57
NR6129--MA0766.1.GATA5	chr7	58319576	58319583	-	0.000	0.000	Merged-chr7-58319604-3
NR157--MA1104.1.GATA6	chr1	87890858	87890870	+	0.000	0.000	Merged-chr1-87891024-14
NR6975--MA1104.1.GATA6	chr9	105689626	105689638	-	0.000	0.000	Merged-chr9-105689631-24
NR1047--MA1104.1.GATA6	chr11	58948724	58948736	+	0.000	0.000	Merged-chr11-58948790-70
NR2769--MA0766.1.GATA5	chr16	13796691	13796698	-	0.000	0.000	Merged-chr16-13796850-44
NR4245--MA0482.1.Gata4	chr2	181319880	181319890	+	0.000	0.000	Merged-chr2-181319811-50
NR1464--MA0035.3.Gata1	chr12	73604666	73604676	+	0.000	0.000	Merged-chr12-73604732-122
NR4126--MA0035.3.Gata1	chr2	146498565	146498575	+	0.000	0.000	Merged-chr2-146498425-8
NR1915--MA0766.1.GATA5	chr13	85498878	85498885	+	0.000	0.000	Merged-chr13-85498931-37
NR6653--MA0482.1.Gata4	chr8	128530706	128530716	-	0.000	0.000	Merged-chr8-128530780-6
NR6085--MA1104.1.GATA6	chr7	30280499	30280511	+	0.000	0.000	Merged-chr7-30280528-94
NR7131--MA0036.3.GATA2	chrX	94235877	94235887	+	0.000	0.000	Merged-chrX-94235790-6
NR1050--MA0035.3.Gata1	chr11	58948725	58948735	-	0.000	0.000	Merged-chr11-58948790-70
NR4649--MA0035.3.Gata1	chr3	153190074	153190084	-	0.000	0.000	Merged-chr3-153190220-4
NR7192--MA0140.2.GATA1::TAL1	chrX	163868989	163869006	-	0.000	0.000	Merged-chrX-163869062-41
NR1220--MA0036.3.GATA2	chr11	103260980	103260990	+	0.000	0.000	Merged-chr11-103260942-5
NR266--MA1104.1.GATA6	chr1	139009691	139009703	-	0.000	0.000	Merged-chr1-139009798-23
NR5039--MA1104.1.GATA6	chr4	154798016	154798028	+	0.000	0.000	Merged-chr4-154798011-18
NR789--MA1104.1.GATA6	chr10	108406935	108406947	+	0.000	0.000	Merged-chr10-108407108-16
NR2330--MA0037.3.GATA3	chr14	78436108	78436115	+	0.000	0.000	Merged-chr14-78436014-44
NR4877--MA0482.1.Gata4	chr4	115056686	115056696	+	0.000	0.000	Merged-chr4-115056666-5
NR5841--MA0766.1.GATA5	chr6	125071326	125071333	-	0.000	0.000	Merged-chr6-125071459-61
NR471--MA0037.3.GATA3	chr1	191102864	191102871	-	0.000	0.000	Merged-chr1-191102990-43
NR3107--MA0037.3.GATA3	chr17	27323303	27323310	-	0.000	0.000	Merged-chr17-27323176-36
NR3946--MA0036.3.GATA2	chr2	92243920	92243930	+	0.000	0.000	Merged-chr2-92243919-9
NR1995--MA0036.3.GATA2	chr13	100576088	100576098	-	0.000	0.000	Merged-chr13-100576105-29
NR646--MA1104.1.GATA6	chr10	59636910	59636922	+	0.000	0.000	Merged-chr10-59636988-40
NR6414--MA0482.1.Gata4	chr8	57828414	57828424	-	0.000	0.000	Merged-chr8-57828491-18
NR1497--MA0140.2.GATA1::TAL1	chr12	85703762	85703779	-	0.000	0.000	Merged-chr12-85703718-17
NR3532--MA0036.3.GATA2	chr19	14466303	14466313	+	0.000	0.000	Merged-chr19-14466199-30
NR5836--MA0035.3.Gata1	chr6	124808933	124808943	+	0.000	0.000	Merged-chr6-124809216-48
NR2097--MA0766.1.GATA5	chr13	114935608	114935615	-	0.000	0.000	Merged-chr13-114935699-10
NR6547--MA0035.3.Gata1	chr8	111976661	111976671	-	0.000	0.000	Merged-chr8-111976573-47
NR5745--MA0766.1.GATA5	chr6	97311130	97311137	+	0.000	0.000	Merged-chr6-97311024-32
NR4642--MA0037.3.GATA3	chr3	152928850	152928857	-	0.000	0.000	Merged-chr3-152928852-31
NR4182--MA0035.3.Gata1	chr2	164403161	164403171	-	0.000	0.000	Merged-chr2-164403168-19
NR7029--MA0482.1.Gata4	chr9	118512894	118512904	-	0.000	0.000	Merged-chr9-118512920-16
NR4248--MA0035.3.Gata1	chr2	181497621	181497631	+	0.000	0.000	Merged-chr2-181497766-4
NR4894--MA0037.3.GATA3	chr4	123510579	123510586	-	0.000	0.000	Merged-chr4-123510606-7
NR4428--MA0766.1.GATA5	chr3	122419826	122419833	+	0.000	0.000	Merged-chr3-122419865-81
NR6540--MA1104.1.GATA6	chr8	111595991	111596003	-	0.000	0.000	Merged-chr8-111595874-65
NR7110--MA0036.3.GATA2	chrX	37110342	37110352	-	0.000	0.000	Merged-chrX-37110282-56
NR1300--MA0035.3.Gata1	chr11	112889836	112889846	-	0.000	0.000	Merged-chr11-112889934-3
NR6207--MA0036.3.GATA2	chr7	100449171	100449181	+	0.000	0.000	Merged-chr7-100449076-60
NR245--MA1104.1.GATA6	chr1	136685412	136685424	+	0.000	0.000	Merged-chr1-136685597-75
NR1070--MA0140.2.GATA1::TAL1	chr11	68939764	68939781	-	0.000	0.000	Merged-chr11-68939798-46
NR127--MA0766.1.GATA5	chr1	79752490	79752497	+	0.000	0.000	Merged-chr1-79752241-78
NR1451--MA0036.3.GATA2	chr12	55051397	55051407	+	0.000	0.000	Merged-chr12-55051446-14
NR6469--MA0766.1.GATA5	chr8	83779753	83779760	-	0.000	0.000	Merged-chr8-83779707-23
NR5706--MA0035.3.Gata1	chr6	67184854	67184864	-	0.000	0.000	Merged-chr6-67184785-39
NR369--MA0036.3.GATA2	chr1	164136961	164136971	-	0.000	0.000	Merged-chr1-164136892-1
NR2879--MA1104.1.GATA6	chr16	52311220	52311232	-	0.000	0.000	Merged-chr16-52311292-31
NR3341--MA0035.3.Gata1	chr18	46448739	46448749	-	0.000	0.000	Merged-chr18-46448750-18
NR6696--MA1104.1.GATA6	chr9	31300705	31300717	-	0.000	0.000	Merged-chr9-31300664-3
NR5791--MA0036.3.GATA2	chr6	106981371	106981381	-	0.000	0.000	Merged-chr6-106981432-3
NR5889--MA0037.3.GATA3	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR5596--MA0766.1.GATA5	chr6	33051811	33051818	+	0.000	0.000	Merged-chr6-33051908-11
NR4416--MA1104.1.GATA6	chr3	121689179	121689191	-	0.000	0.000	Merged-chr3-121689232-23
NR1756--MA0140.2.GATA1::TAL1	chr13	20094996	20095013	+	0.000	0.000	Merged-chr13-20095026-36
NR5934--MA0482.1.Gata4	chr6	136491384	136491394	-	0.000	0.000	Merged-chr6-136491563-93
NR5815--MA0035.3.Gata1	chr6	117166983	117166993	-	0.000	0.000	Merged-chr6-117167105-10
NR6553--MA1104.1.GATA6	chr8	114888903	114888915	+	0.000	0.000	Merged-chr8-114888790-56
NR5443--MA0036.3.GATA2	chr5	137787616	137787626	-	0.000	0.000	Merged-chr5-137787536-7
NR3492--MA0036.3.GATA2	chr19	8019877	8019887	+	0.000	0.000	Merged-chr19-8019847-106
NR1684--MA0482.1.Gata4	chr12	117413179	117413189	-	0.000	0.000	Merged-chr12-117413148-54
NR6778--MA0035.3.Gata1	chr9	56098144	56098154	+	0.000	0.000	Merged-chr9-56098023-21
NR5966--MA0036.3.GATA2	chr6	142809507	142809517	+	0.000	0.000	Merged-chr6-142809719-29
NR2937--MA0482.1.Gata4	chr16	89835832	89835842	-	0.000	0.000	Merged-chr16-89835915-50
NR2369--MA1104.1.GATA6	chr14	100222431	100222443	-	0.000	0.000	Merged-chr14-100222353-13
NR5382--MA0035.3.Gata1	chr5	121837257	121837267	+	0.000	0.000	Merged-chr5-121837232-116
NR5924--MA0035.3.Gata1	chr6	134117729	134117739	-	0.000	0.000	Merged-chr6-134117779-3
NR115--MA1104.1.GATA6	chr1	74726883	74726895	-	0.000	0.000	Merged-chr1-74726770-27
NR3973--MA0035.3.Gata1	chr2	103424793	103424803	+	0.000	0.000	Merged-chr2-103424790-20
NR7121--MA0037.3.GATA3	chrX	77640427	77640434	-	0.000	0.000	Merged-chrX-77640531-25
NR6043--MA1104.1.GATA6	chr7	6127300	6127312	-	0.000	0.000	Merged-chr7-6127268-44
NR3354--MA0035.3.Gata1	chr18	49983166	49983176	+	0.000	0.000	Merged-chr18-49983163-13
NR4726--MA0482.1.Gata4	chr4	43835050	43835060	-	0.000	0.000	Merged-chr4-43834935-30
NR6933--MA0037.3.GATA3	chr9	95289193	95289200	+	0.000	0.000	Merged-chr9-95289296-28
NR7080--MA0766.1.GATA5	chrX	11664675	11664682	-	0.000	0.000	Merged-chrX-11664686-45
NR6658--MA0482.1.Gata4	chr8	128577422	128577432	+	0.000	0.000	Merged-chr8-128577516-12
NR4312--MA0482.1.Gata4	chr3	79664920	79664930	+	0.000	0.000	Merged-chr3-79664975-26
NR5488--MA0037.3.GATA3	chr5	143133104	143133111	-	0.000	0.000	Merged-chr5-143133108-49
NR1802--MA0035.3.Gata1	chr13	38050035	38050045	+	0.000	0.000	Merged-chr13-38050052-14
NR5737--MA0766.1.GATA5	chr6	91125080	91125087	+	0.000	0.000	Merged-chr6-91125010-35
NR1440--MA0766.1.GATA5	chr12	52830187	52830194	-	0.000	0.000	Merged-chr12-52830229-3
NR178--MA0035.3.Gata1	chr1	94035512	94035522	+	0.000	0.000	Merged-chr1-94035484-87
NR4809--MA1104.1.GATA6	chr4	89044204	89044216	-	0.000	0.000	Merged-chr4-89044155-38
NR2289--MA0035.3.Gata1	chr14	60072722	60072732	+	0.000	0.000	Merged-chr14-60072713-24
NR5964--MA1104.1.GATA6	chr6	142809491	142809503	+	0.000	0.000	Merged-chr6-142809719-29
NR4886--MA0037.3.GATA3	chr4	122872202	122872209	-	0.000	0.000	Merged-chr4-122872187-66
NR1825--MA0482.1.Gata4	chr13	49188128	49188138	-	0.000	0.000	Merged-chr13-49188113-1
NR1911--MA0035.3.Gata1	chr13	83727557	83727567	-	0.000	0.000	Merged-chr13-83727511-10
NR5913--MA0482.1.Gata4	chr6	131276830	131276840	+	0.000	0.000	Merged-chr6-131276753-31
NR2417--MA0035.3.Gata1	chr14	104517161	104517171	+	0.000	0.000	Merged-chr14-104517244-7
NR3691--MA0482.1.Gata4	chr2	13011573	13011583	-	0.000	0.000	Merged-chr2-13011599-3
NR6132--MA0140.2.GATA1::TAL1	chr7	64090281	64090298	+	0.000	0.000	Merged-chr7-64090173-26
NR333--MA0037.3.GATA3	chr1	161309589	161309596	-	0.000	0.000	Merged-chr1-161309457-43
NR3569--MA0037.3.GATA3	chr19	32998972	32998979	+	0.000	0.000	Merged-chr19-32999080-29
NR5684--MA0766.1.GATA5	chr6	58881142	58881149	+	0.000	0.000	Merged-chr6-58880983-47
NR3426--MA0037.3.GATA3	chr18	79353031	79353038	+	0.000	0.000	Merged-chr18-79353064-26
NR3242--MA0140.2.GATA1::TAL1	chr17	74753300	74753317	+	0.000	0.000	Merged-chr17-74753393-19
NR3404--MA0766.1.GATA5	chr18	66502128	66502135	+	0.000	0.000	Merged-chr18-66502099-22
NR109--MA0036.3.GATA2	chr1	69496218	69496228	-	0.000	0.000	Merged-chr1-69496310-11
NR1695--MA0036.3.GATA2	chr12	118439072	118439082	-	0.000	0.000	Merged-chr12-118439012-3
NR1966--MA0036.3.GATA2	chr13	95524826	95524836	+	0.000	0.000	Merged-chr13-95524749-120
NR2553--MA0037.3.GATA3	chr15	59010878	59010885	-	0.000	0.000	Merged-chr15-59010782-34
NR3178--MA0140.2.GATA1::TAL1	chr17	51904162	51904179	-	0.000	0.000	Merged-chr17-51904088-32
NR3975--MA0482.1.Gata4	chr2	103652312	103652322	+	0.000	0.000	Merged-chr2-103652335-51
NR5807--MA0035.3.Gata1	chr6	116136309	116136319	+	0.000	0.000	Merged-chr6-116136227-16
NR3928--MA0140.2.GATA1::TAL1	chr2	90583727	90583744	-	0.000	0.000	Merged-chr2-90583818-37
NR6545--MA1104.1.GATA6	chr8	111976660	111976672	+	0.000	0.000	Merged-chr8-111976573-47
NR1010--MA0482.1.Gata4	chr11	46389539	46389549	+	0.000	0.000	Merged-chr11-46389577-59
NR5892--MA0036.3.GATA2	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR2901--MA0036.3.GATA2	chr16	63864176	63864186	-	0.000	0.000	Merged-chr16-63864202-42
NR5968--MA0766.1.GATA5	chr6	142809494	142809501	+	0.000	0.000	Merged-chr6-142809719-29
NR4517--MA1104.1.GATA6	chr3	136725867	136725879	-	0.000	0.000	Merged-chr3-136725981-1
NR1828--MA0035.3.Gata1	chr13	49188129	49188139	-	0.000	0.000	Merged-chr13-49188113-1
NR3351--MA0766.1.GATA5	chr18	49982268	49982275	-	0.000	0.000	Merged-chr18-49982392-61
NR6746--MA0482.1.Gata4	chr9	46154656	46154666	+	0.000	0.000	Merged-chr9-46154778-41
NR6654--MA1104.1.GATA6	chr8	128530706	128530718	+	0.000	0.000	Merged-chr8-128530780-6
NR660--MA0037.3.GATA3	chr10	68356055	68356062	+	0.000	0.000	Merged-chr10-68356186-29
NR4372--MA0140.2.GATA1::TAL1	chr3	103378212	103378229	-	0.000	0.000	Merged-chr3-103378248-34
NR4099--MA0036.3.GATA2	chr2	136988018	136988028	-	0.000	0.000	Merged-chr2-136988057-20
NR3822--MA0035.3.Gata1	chr2	60328749	60328759	+	0.000	0.000	Merged-chr2-60328757-33
NR6127--MA0482.1.Gata4	chr7	58319576	58319586	+	0.000	0.000	Merged-chr7-58319604-3
NR4057--MA0035.3.Gata1	chr2	122138270	122138280	+	0.000	0.000	Merged-chr2-122138123-26
NR7163--MA0035.3.Gata1	chrX	109114148	109114158	-	0.000	0.000	Merged-chrX-109113990-42
NR2082--MA0482.1.Gata4	chr13	113023934	113023944	+	0.000	0.000	Merged-chr13-113023939-34
NR564--MA0037.3.GATA3	chr10	28518460	28518467	-	0.000	0.000	Merged-chr10-28518434-39
NR6169--MA0766.1.GATA5	chr7	84166135	84166142	+	0.000	0.000	Merged-chr7-84166236-11
NR6159--MA0036.3.GATA2	chr7	80166890	80166900	+	0.000	0.000	Merged-chr7-80166871-28
NR4479--MA0036.3.GATA2	chr3	132886774	132886784	+	0.000	0.000	Merged-chr3-132886809-16
NR4556--MA0482.1.Gata4	chr3	142413674	142413684	-	0.000	0.000	Merged-chr3-142413684-9
NR3083--MA0036.3.GATA2	chr17	18462929	18462939	+	0.000	0.000	Merged-chr17-18462916-14
NR5982--MA0482.1.Gata4	chr6	143954595	143954605	-	0.000	0.000	Merged-chr6-143954525-20
NR5863--MA0035.3.Gata1	chr6	129284595	129284605	+	0.000	0.000	Merged-chr6-129284661-64
NR5606--MA0140.2.GATA1::TAL1	chr6	39218186	39218203	+	0.000	0.000	Merged-chr6-39218184-14
NR1751--MA0482.1.Gata4	chr13	20094995	20095005	+	0.000	0.000	Merged-chr13-20095026-36
NR5491--MA0036.3.GATA2	chr5	143133103	143133113	+	0.000	0.000	Merged-chr5-143133108-49
NR739--MA0037.3.GATA3	chr10	96391849	96391856	+	0.000	0.000	Merged-chr10-96391802-8
