#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR10152--MA0089.1.MAFG::NFE2L1	chr5	96948964	96948969	+	0.000	0.000	Merged-chr5-96949155-39
NR7945--MA0591.1.Bach1::Mafk	chr2	173647099	173647113	-	0.000	0.000	Merged-chr2-173647246-19
NR822--MA0496.2.MAFK	chr1	164988044	164988062	+	0.000	0.000	Merged-chr1-164988206-12
NR12154--MA0495.2.MAFF	chr7	128382033	128382053	+	0.000	0.000	Merged-chr7-128382170-51
NR2927--MA0117.2.Mafb	chr12	82226067	82226078	+	0.000	0.000	Merged-chr12-82226104-49
NR5637--MA0117.2.Mafb	chr17	24632643	24632654	+	0.000	0.000	Merged-chr17-24632635-40
NR5132--MA0591.1.Bach1::Mafk	chr16	36071614	36071628	+	0.000	0.000	Merged-chr16-36071679-92
NR6689--MA0591.1.Bach1::Mafk	chr19	44280851	44280865	-	0.000	0.000	Merged-chr19-44281022-35
NR2383--MA0496.2.MAFK	chr11	100848338	100848356	+	0.000	0.000	Merged-chr11-100848291-41
NR1855--MA0117.2.Mafb	chr10	122194324	122194335	+	0.000	0.000	Merged-chr10-122194311-33
NR2330--MA0089.1.MAFG::NFE2L1	chr11	88589378	88589383	+	0.000	0.000	Merged-chr11-88589590-30
NR12720--MA0659.1.MAFG	chr8	95887900	95887920	-	0.000	0.000	Merged-chr8-95888021-125
NR12060--MA0495.2.MAFF	chr7	117559008	117559028	-	0.000	0.000	Merged-chr7-117559166-31
NR9677--MA0495.2.MAFF	chr4	156255097	156255117	+	0.000	0.000	Merged-chr4-156255097-67
NR11057--MA0117.2.Mafb	chr6	94509358	94509369	+	0.000	0.000	Merged-chr6-94509203-28
NR10945--MA0089.1.MAFG::NFE2L1	chr6	72347334	72347339	-	0.000	0.000	Merged-chr6-72347537-74
NR9363--MA0089.1.MAFG::NFE2L1	chr4	120062573	120062578	+	0.000	0.000	Merged-chr4-120062623-32
NR5895--MA0495.2.MAFF	chr17	70728876	70728896	-	0.000	0.000	Merged-chr17-70729015-28
NR2367--MA0501.1.MAF::NFE2	chr11	97279418	97279432	+	0.000	0.000	Merged-chr11-97279362-1
NR7229--MA0089.1.MAFG::NFE2L1	chr2	83695621	83695626	-	0.000	0.000	Merged-chr2-83695596-45
NR5322--MA0495.2.MAFF	chr16	75903184	75903204	-	0.000	0.000	Merged-chr16-75903251-33
NR2063--MA0117.2.Mafb	chr11	43703810	43703821	-	0.000	0.000	Merged-chr11-43703862-10
NR4319--MA0117.2.Mafb	chr14	70781334	70781345	+	0.000	0.000	Merged-chr14-70781292-78
NR3805--MA0495.2.MAFF	chr13	102942835	102942855	-	0.000	0.000	Merged-chr13-102942787-1
NR8534--MA0089.1.MAFG::NFE2L1	chr3	116436612	116436617	+	0.000	0.000	Merged-chr3-116436621-61
NR7235--MA0501.1.MAF::NFE2	chr2	84059439	84059453	-	0.000	0.000	Merged-chr2-84059493-47
NR8224--MA0496.2.MAFK	chr3	65586410	65586428	-	0.000	0.000	Merged-chr3-65586536-51
NR1755--MA0495.2.MAFF	chr10	107858904	107858924	+	0.000	0.000	Merged-chr10-107858878-12
NR11836--MA0117.2.Mafb	chr7	75362668	75362679	+	0.000	0.000	Merged-chr7-75362627-52
NR4197--MA0501.1.MAF::NFE2	chr14	54518781	54518795	+	0.000	0.000	Merged-chr14-54518806-37
NR4985--MA0501.1.MAF::NFE2	chr15	103153084	103153098	+	0.000	0.000	Merged-chr15-103152944-45
NR9289--MA0089.1.MAFG::NFE2L1	chr4	106123156	106123161	-	0.000	0.000	Merged-chr4-106122981-1
NR6925--MA0591.1.Bach1::Mafk	chr2	26507757	26507771	-	0.000	0.000	Merged-chr2-26507629-14
NR13455--MA0089.1.MAFG::NFE2L1	chr9	111047388	111047393	-	0.000	0.000	Merged-chr9-111047494-21
NR10200--MA0117.2.Mafb	chr5	103365681	103365692	-	0.000	0.000	Merged-chr5-103365833-17
NR7907--MA0089.1.MAFG::NFE2L1	chr2	170247903	170247908	+	0.000	0.000	Merged-chr2-170247949-28
NR7840--MA0591.1.Bach1::Mafk	chr2	163155372	163155386	+	0.000	0.000	Merged-chr2-163155228-25
NR6217--MA0591.1.Bach1::Mafk	chr18	43477803	43477817	-	0.000	0.000	Merged-chr18-43477812-17
NR5185--MA0501.1.MAF::NFE2	chr16	44778937	44778951	-	0.000	0.000	Merged-chr16-44778885-37
NR182--MA0496.2.MAFK	chr1	52066890	52066908	+	0.000	0.000	Merged-chr1-52066714-41
NR744--MA0089.1.MAFG::NFE2L1	chr1	156303263	156303268	-	0.000	0.000	Merged-chr1-156303466-35
NR4970--MA0501.1.MAF::NFE2	chr15	100687231	100687245	+	0.000	0.000	Merged-chr15-100687236-65
NR13051--MA0089.1.MAFG::NFE2L1	chr9	43545304	43545309	+	0.000	0.000	Merged-chr9-43545263-46
NR5142--MA0089.1.MAFG::NFE2L1	chr16	36989704	36989709	+	0.000	0.000	Merged-chr16-36989738-26
NR9301--MA0591.1.Bach1::Mafk	chr4	106987844	106987858	-	0.000	0.000	Merged-chr4-106987990-49
NR8045--MA0591.1.Bach1::Mafk	chr3	9566978	9566992	-	0.000	0.000	Merged-chr3-9567055-14
NR9623--MA0591.1.Bach1::Mafk	chr4	150240061	150240075	-	0.000	0.000	Merged-chr4-150240051-83
NR11635--MA0659.1.MAFG	chr7	24378152	24378172	+	0.000	0.000	Merged-chr7-24378380-41
NR9945--MA0591.1.Bach1::Mafk	chr5	57587041	57587055	-	0.000	0.000	Merged-chr5-57587017-1
NR8547--MA0089.1.MAFG::NFE2L1	chr3	121426771	121426776	+	0.000	0.000	Merged-chr3-121426726-98
NR404--MA0659.1.MAFG	chr1	92119341	92119361	+	0.000	0.000	Merged-chr1-92119439-48
NR4428--MA0089.1.MAFG::NFE2L1	chr14	100222466	100222471	-	0.000	0.000	Merged-chr14-100222353-13
NR3919--MA0659.1.MAFG	chr13	112287331	112287351	-	0.000	0.000	Merged-chr13-112287336-21
NR6629--MA0659.1.MAFG	chr19	31337389	31337409	+	0.000	0.000	Merged-chr19-31337298-1
NR12819--MA0659.1.MAFG	chr8	117328923	117328943	-	0.000	0.000	Merged-chr8-117329052-8
NR11500--MA0591.1.Bach1::Mafk	chr6	144689199	144689213	-	0.000	0.000	Merged-chr6-144689209-25
NR2145--MA0501.1.MAF::NFE2	chr11	57805264	57805278	+	0.000	0.000	Merged-chr11-57805317-26
NR11834--MA0496.2.MAFK	chr7	73517588	73517606	-	0.000	0.000	Merged-chr7-73517689-25
NR1110--MA0089.1.MAFG::NFE2L1	chr1	191480178	191480183	+	0.000	0.000	Merged-chr1-191480137-17
NR5170--MA0501.1.MAF::NFE2	chr16	43708901	43708915	+	0.000	0.000	Merged-chr16-43708851-2
NR959--MA0117.2.Mafb	chr1	179131539	179131550	+	0.000	0.000	Merged-chr1-179131404-17
NR6763--MA0117.2.Mafb	chr19	56722120	56722131	+	0.000	0.000	Merged-chr19-56721958-31
NR9679--MA0117.2.Mafb	chr4	156255106	156255117	-	0.000	0.000	Merged-chr4-156255097-67
NR2173--MA0496.2.MAFK	chr11	60935532	60935550	+	0.000	0.000	Merged-chr11-60935533-50
NR13650--MA0591.1.Bach1::Mafk	chrX	48310733	48310747	+	0.000	0.000	Merged-chrX-48310773-8
NR4355--MA0117.2.Mafb	chr14	74638827	74638838	+	0.000	0.000	Merged-chr14-74638728-3
NR4649--MA0591.1.Bach1::Mafk	chr15	31239948	31239962	-	0.000	0.000	Merged-chr15-31239940-27
NR5765--MA0496.2.MAFK	chr17	42990214	42990232	+	0.000	0.000	Merged-chr17-42990150-1
NR8409--MA0591.1.Bach1::Mafk	chr3	95664230	95664244	-	0.000	0.000	Merged-chr3-95664146-32
NR37--MA0591.1.Bach1::Mafk	chr1	15544446	15544460	+	0.000	0.000	Merged-chr1-15544410-27
NR5766--MA0501.1.MAF::NFE2	chr17	43077150	43077164	+	0.000	0.000	Merged-chr17-43077322-4
NR3498--MA0117.2.Mafb	chr13	45623936	45623947	+	0.000	0.000	Merged-chr13-45624002-39
NR1891--MA0089.1.MAFG::NFE2L1	chr10	127177938	127177943	+	0.000	0.000	Merged-chr10-127177857-47
NR995--MA0659.1.MAFG	chr1	181866543	181866563	-	0.000	0.000	Merged-chr1-181866572-42
NR4693--MA0496.2.MAFK	chr15	41612499	41612517	-	0.000	0.000	Merged-chr15-41612397-47
NR10201--MA0591.1.Bach1::Mafk	chr5	103365675	103365689	+	0.000	0.000	Merged-chr5-103365833-17
NR11514--MA0117.2.Mafb	chr6	145274382	145274393	+	0.000	0.000	Merged-chr6-145274256-8
NR1437--MA0591.1.Bach1::Mafk	chr10	59861932	59861946	+	0.000	0.000	Merged-chr10-59861851-9
NR8916--MA0117.2.Mafb	chr4	11135475	11135486	-	0.000	0.000	Merged-chr4-11135501-42
NR12850--MA0117.2.Mafb	chr8	122359443	122359454	-	0.000	0.000	Merged-chr8-122359534-17
NR12524--MA0089.1.MAFG::NFE2L1	chr8	68206907	68206912	-	0.000	0.000	Merged-chr8-68206925-32
NR2456--MA0089.1.MAFG::NFE2L1	chr11	113174285	113174290	-	0.000	0.000	Merged-chr11-113174221-33
NR7692--MA0501.1.MAF::NFE2	chr2	147744124	147744138	+	0.000	0.000	Merged-chr2-147744071-13
NR13584--MA0496.2.MAFK	chr9	123112078	123112096	-	0.000	0.000	Merged-chr9-123111962-12
NR3385--MA0089.1.MAFG::NFE2L1	chr13	28420045	28420050	+	0.000	0.000	Merged-chr13-28420110-33
NR5040--MA0089.1.MAFG::NFE2L1	chr16	14439229	14439234	-	0.000	0.000	Merged-chr16-14439328-12
NR11670--MA0089.1.MAFG::NFE2L1	chr7	30353511	30353516	+	0.000	0.000	Merged-chr7-30353555-8
NR5445--MA0117.2.Mafb	chr16	95152145	95152156	-	0.000	0.000	Merged-chr16-95151987-32
NR3469--MA0496.2.MAFK	chr13	42114092	42114110	-	0.000	0.000	Merged-chr13-42113906-29
NR9374--MA0089.1.MAFG::NFE2L1	chr4	122836239	122836244	-	0.000	0.000	Merged-chr4-122836208-63
NR6768--MA0659.1.MAFG	chr19	57105588	57105608	+	0.000	0.000	Merged-chr19-57105551-34
NR4702--MA0089.1.MAFG::NFE2L1	chr15	50942719	50942724	-	0.000	0.000	Merged-chr15-50942797-12
NR13146--MA0495.2.MAFF	chr9	62733090	62733110	+	0.000	0.000	Merged-chr9-62733060-12
NR12821--MA0496.2.MAFK	chr8	117328924	117328942	+	0.000	0.000	Merged-chr8-117329052-8
NR3096--MA0089.1.MAFG::NFE2L1	chr12	102743674	102743679	-	0.000	0.000	Merged-chr12-102743719-52
NR4232--MA0496.2.MAFK	chr14	60746367	60746385	-	0.000	0.000	Merged-chr14-60746187-14
NR2052--MA0089.1.MAFG::NFE2L1	chr11	35537704	35537709	+	0.000	0.000	Merged-chr11-35537638-11
NR5416--MA0496.2.MAFK	chr16	92059199	92059217	+	0.000	0.000	Merged-chr16-92059027-26
NR1657--MA0495.2.MAFF	chr10	93442283	93442303	+	0.000	0.000	Merged-chr10-93442339-20
NR1338--MA0089.1.MAFG::NFE2L1	chr10	40479424	40479429	-	0.000	0.000	Merged-chr10-40479489-48
NR6752--MA0496.2.MAFK	chr19	56038414	56038432	+	0.000	0.000	Merged-chr19-56038368-1
NR6386--MA0089.1.MAFG::NFE2L1	chr18	75426321	75426326	-	0.000	0.000	Merged-chr18-75426395-54
NR11596--MA0089.1.MAFG::NFE2L1	chr7	16193936	16193941	+	0.000	0.000	Merged-chr7-16193928-27
NR11007--MA0591.1.Bach1::Mafk	chr6	85075185	85075199	+	0.000	0.000	Merged-chr6-85075148-16
NR11972--MA0089.1.MAFG::NFE2L1	chr7	102210431	102210436	+	0.000	0.000	Merged-chr7-102210325-100
NR1290--MA0591.1.Bach1::Mafk	chr10	26325619	26325633	-	0.000	0.000	Merged-chr10-26325461-56
NR4485--MA0117.2.Mafb	chr14	111681444	111681455	-	0.000	0.000	Merged-chr14-111681560-22
NR4717--MA0501.1.MAF::NFE2	chr15	52944851	52944865	-	0.000	0.000	Merged-chr15-52944849-44
NR3714--MA0501.1.MAF::NFE2	chr13	96487435	96487449	-	0.000	0.000	Merged-chr13-96487488-44
NR7730--MA0496.2.MAFK	chr2	150840440	150840458	+	0.000	0.000	Merged-chr2-150840392-23
NR11194--MA0496.2.MAFK	chr6	114657111	114657129	-	0.000	0.000	Merged-chr6-114657175-55
NR10653--MA0591.1.Bach1::Mafk	chr6	30132172	30132186	+	0.000	0.000	Merged-chr6-30131999-11
NR4273--MA0495.2.MAFF	chr14	67188811	67188831	+	0.000	0.000	Merged-chr14-67188777-92
NR2845--MA0089.1.MAFG::NFE2L1	chr12	70995435	70995440	+	0.000	0.000	Merged-chr12-70995410-19
NR3194--MA0659.1.MAFG	chr12	113485578	113485598	-	0.000	0.000	Merged-chr12-113485346-21
NR2525--MA0659.1.MAFG	chr11	119166254	119166274	+	0.000	0.000	Merged-chr11-119166198-51
NR9024--MA0495.2.MAFF	chr4	47314181	47314201	-	0.000	0.000	Merged-chr4-47314208-36
NR164--MA0089.1.MAFG::NFE2L1	chr1	43843802	43843807	+	0.000	0.000	Merged-chr1-43843671-22
NR7212--MA0089.1.MAFG::NFE2L1	chr2	79555598	79555603	+	0.000	0.000	Merged-chr2-79555679-5
NR8840--MA0117.2.Mafb	chr3	153911614	153911625	-	0.000	0.000	Merged-chr3-153911762-31
NR628--MA0117.2.Mafb	chr1	138299735	138299746	+	0.000	0.000	Merged-chr1-138299764-45
NR1681--MA0117.2.Mafb	chr10	95998427	95998438	+	0.000	0.000	Merged-chr10-95998321-17
NR6547--MA0501.1.MAF::NFE2	chr19	11130146	11130160	+	0.000	0.000	Merged-chr19-11129976-16
NR9216--MA0496.2.MAFK	chr4	97757600	97757618	+	0.000	0.000	Merged-chr4-97757803-77
NR13356--MA0496.2.MAFK	chr9	94696891	94696909	-	0.000	0.000	Merged-chr9-94696966-6
NR10854--MA0089.1.MAFG::NFE2L1	chr6	65603825	65603830	+	0.000	0.000	Merged-chr6-65603818-4
NR6770--MA0496.2.MAFK	chr19	57105589	57105607	+	0.000	0.000	Merged-chr19-57105551-34
NR12284--MA0496.2.MAFK	chr7	140983130	140983148	+	0.000	0.000	Merged-chr7-140983161-18
NR11680--MA0659.1.MAFG	chr7	35647506	35647526	+	0.000	0.000	Merged-chr7-35647371-69
NR11756--MA0117.2.Mafb	chr7	58500903	58500914	+	0.000	0.000	Merged-chr7-58501010-19
NR3843--MA0117.2.Mafb	chr13	107368594	107368605	+	0.000	0.000	Merged-chr13-107368642-14
NR13673--MA0591.1.Bach1::Mafk	chrX	71492781	71492795	+	0.000	0.000	Merged-chrX-71492883-59
NR10693--MA0117.2.Mafb	chr6	34869689	34869700	+	0.000	0.000	Merged-chr6-34869594-48
NR4501--MA0591.1.Bach1::Mafk	chr14	118709873	118709887	+	0.000	0.000	Merged-chr14-118709896-7
NR8934--MA0089.1.MAFG::NFE2L1	chr4	19928376	19928381	-	0.000	0.000	Merged-chr4-19928423-8
NR6532--MA0501.1.MAF::NFE2	chr19	9100877	9100891	+	0.000	0.000	Merged-chr19-9100672-23
NR7514--MA0089.1.MAFG::NFE2L1	chr2	126310180	126310185	+	0.000	0.000	Merged-chr2-126310308-39
NR2656--MA0089.1.MAFG::NFE2L1	chr12	21370456	21370461	-	0.000	0.000	Merged-chr12-21370627-11
NR8932--MA0496.2.MAFK	chr4	16112690	16112708	+	0.000	0.000	Merged-chr4-16112668-24
NR2524--MA0591.1.Bach1::Mafk	chr11	119166218	119166232	-	0.000	0.000	Merged-chr11-119166198-51
NR2543--MA0659.1.MAFG	chr11	120316333	120316353	+	0.000	0.000	Merged-chr11-120316357-56
NR13268--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR1429--MA0495.2.MAFF	chr10	59707776	59707796	-	0.000	0.000	Merged-chr10-59707523-19
NR5265--MA0591.1.Bach1::Mafk	chr16	57174667	57174681	-	0.000	0.000	Merged-chr16-57174772-11
NR10546--MA0591.1.Bach1::Mafk	chr5	149525188	149525202	-	0.000	0.000	Merged-chr5-149525038-89
NR6606--MA0591.1.Bach1::Mafk	chr19	21507727	21507741	+	0.000	0.000	Merged-chr19-21507788-24
NR4600--MA0495.2.MAFF	chr15	9455418	9455438	+	0.000	0.000	Merged-chr15-9455441-21
NR1309--MA0501.1.MAF::NFE2	chr10	28695161	28695175	-	0.000	0.000	Merged-chr10-28695198-52
NR4806--MA0495.2.MAFF	chr15	73318618	73318638	+	0.000	0.000	Merged-chr15-73318798-19
NR7516--MA0495.2.MAFF	chr2	126499933	126499953	-	0.000	0.000	Merged-chr2-126499929-54
NR12705--MA0496.2.MAFK	chr8	94186725	94186743	-	0.000	0.000	Merged-chr8-94186753-31
NR25--MA0089.1.MAFG::NFE2L1	chr1	13301687	13301692	+	0.000	0.000	Merged-chr1-13301807-39
NR434--MA0495.2.MAFF	chr1	94497025	94497045	-	0.000	0.000	Merged-chr1-94497080-23
NR984--MA0496.2.MAFK	chr1	180403755	180403773	+	0.000	0.000	Merged-chr1-180403715-60
NR13148--MA0117.2.Mafb	chr9	62733099	62733110	-	0.000	0.000	Merged-chr9-62733060-12
NR8530--MA0089.1.MAFG::NFE2L1	chr3	115729335	115729340	+	0.000	0.000	Merged-chr3-115729400-55
NR13092--MA0501.1.MAF::NFE2	chr9	52259694	52259708	-	0.000	0.000	Merged-chr9-52259787-26
NR2310--MA0117.2.Mafb	chr11	85384649	85384660	-	0.000	0.000	Merged-chr11-85384605-20
NR8970--MA0117.2.Mafb	chr4	32405326	32405337	+	0.000	0.000	Merged-chr4-32405236-4
NR6260--MA0501.1.MAF::NFE2	chr18	53407098	53407112	+	0.000	0.000	Merged-chr18-53407055-10
NR2803--MA0591.1.Bach1::Mafk	chr12	54313282	54313296	+	0.000	0.000	Merged-chr12-54313214-97
NR5161--MA0501.1.MAF::NFE2	chr16	43697929	43697943	+	0.000	0.000	Merged-chr16-43697975-3
NR13075--MA0089.1.MAFG::NFE2L1	chr9	45829302	45829307	-	0.000	0.000	Merged-chr9-45829267-9
NR5014--MA0495.2.MAFF	chr16	8728550	8728570	+	0.000	0.000	Merged-chr16-8728485-34
NR12031--MA0089.1.MAFG::NFE2L1	chr7	112679287	112679292	+	0.000	0.000	Merged-chr7-112679423-49
NR13054--MA0117.2.Mafb	chr9	44562998	44563009	-	0.000	0.000	Merged-chr9-44562997-28
NR3640--MA0495.2.MAFF	chr13	76129008	76129028	+	0.000	0.000	Merged-chr13-76128854-26
NR8090--MA0501.1.MAF::NFE2	chr3	27210405	27210419	-	0.000	0.000	Merged-chr3-27210457-3
NR4602--MA0659.1.MAFG	chr15	9455418	9455438	+	0.000	0.000	Merged-chr15-9455441-21
NR10116--MA0659.1.MAFG	chr5	92353778	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR664--MA0117.2.Mafb	chr1	144215492	144215503	-	0.000	0.000	Merged-chr1-144215493-29
NR5135--MA0495.2.MAFF	chr16	36666059	36666079	-	0.000	0.000	Merged-chr16-36665954-31
NR364--MA0089.1.MAFG::NFE2L1	chr1	88685075	88685080	-	0.000	0.000	Merged-chr1-88684968-21
NR5685--MA0496.2.MAFK	chr17	30559815	30559833	+	0.000	0.000	Merged-chr17-30559701-8
NR3912--MA0501.1.MAF::NFE2	chr13	112287309	112287323	-	0.000	0.000	Merged-chr13-112287336-21
NR7940--MA0501.1.MAF::NFE2	chr2	173048241	173048255	+	0.000	0.000	Merged-chr2-173048246-44
NR6310--MA0501.1.MAF::NFE2	chr18	63692315	63692329	-	0.000	0.000	Merged-chr18-63692384-62
NR12267--MA0591.1.Bach1::Mafk	chr7	139295825	139295839	-	0.000	0.000	Merged-chr7-139295944-32
NR8327--MA0591.1.Bach1::Mafk	chr3	88138426	88138440	-	0.000	0.000	Merged-chr3-88138554-68
NR4255--MA0496.2.MAFK	chr14	63377386	63377404	-	0.000	0.000	Merged-chr14-63377518-21
NR10436--MA0496.2.MAFK	chr5	139388964	139388982	-	0.000	0.000	Merged-chr5-139388834-13
NR5211--MA0501.1.MAF::NFE2	chr16	49888309	49888323	-	0.000	0.000	Merged-chr16-49888266-54
NR11676--MA0591.1.Bach1::Mafk	chr7	30973524	30973538	-	0.000	0.000	Merged-chr7-30973485-1
NR10349--MA0659.1.MAFG	chr5	122995123	122995143	-	0.000	0.000	Merged-chr5-122995076-1
NR11998--MA0591.1.Bach1::Mafk	chr7	109458492	109458506	-	0.000	0.000	Merged-chr7-109458509-7
NR4175--MA0495.2.MAFF	chr14	50931026	50931046	+	0.000	0.000	Merged-chr14-50931007-84
NR12548--MA0089.1.MAFG::NFE2L1	chr8	69920482	69920487	-	0.000	0.000	Merged-chr8-69920362-48
NR6975--MA0089.1.MAFG::NFE2L1	chr2	36136639	36136644	-	0.000	0.000	Merged-chr2-36136611-74
NR10356--MA0495.2.MAFF	chr5	124303063	124303083	-	0.000	0.000	Merged-chr5-124303032-6
NR1436--MA0089.1.MAFG::NFE2L1	chr10	59861934	59861939	+	0.000	0.000	Merged-chr10-59861851-9
NR13742--MA0495.2.MAFF	chrX	101878725	101878745	+	0.000	0.000	Merged-chrX-101878716-19
NR394--MA0501.1.MAF::NFE2	chr1	91831435	91831449	+	0.000	0.000	Merged-chr1-91831329-12
NR1812--MA0089.1.MAFG::NFE2L1	chr10	118166252	118166257	+	0.000	0.000	Merged-chr10-118166257-15
NR6860--MA0089.1.MAFG::NFE2L1	chr2	11429831	11429836	-	0.000	0.000	Merged-chr2-11429787-25
NR10650--MA0089.1.MAFG::NFE2L1	chr6	29467742	29467747	+	0.000	0.000	Merged-chr6-29467922-63
NR2033--MA0591.1.Bach1::Mafk	chr11	32542361	32542375	-	0.000	0.000	Merged-chr11-32542195-1
NR12546--MA0591.1.Bach1::Mafk	chr8	69920378	69920392	+	0.000	0.000	Merged-chr8-69920362-48
NR8606--MA0591.1.Bach1::Mafk	chr3	130060775	130060789	-	0.000	0.000	Merged-chr3-130060627-117
NR1766--MA0501.1.MAF::NFE2	chr10	108173432	108173446	-	0.000	0.000	Merged-chr10-108173378-25
NR6797--MA0501.1.MAF::NFE2	chr19	60144557	60144571	-	0.000	0.000	Merged-chr19-60144612-35
NR2747--MA0496.2.MAFK	chr12	36067683	36067701	+	0.000	0.000	Merged-chr12-36067752-18
NR10022--MA0117.2.Mafb	chr5	73285583	73285594	+	0.000	0.000	Merged-chr5-73285792-18
NR5242--MA0496.2.MAFK	chr16	52418694	52418712	-	0.000	0.000	Merged-chr16-52418568-49
NR5589--MA0117.2.Mafb	chr17	17845681	17845692	+	0.000	0.000	Merged-chr17-17845619-46
NR9861--MA0089.1.MAFG::NFE2L1	chr5	33039547	33039552	-	0.000	0.000	Merged-chr5-33039465-62
NR7021--MA0089.1.MAFG::NFE2L1	chr2	50290984	50290989	+	0.000	0.000	Merged-chr2-50290930-32
NR1494--MA0501.1.MAF::NFE2	chr10	71266335	71266349	+	0.000	0.000	Merged-chr10-71266331-5
NR13160--MA0089.1.MAFG::NFE2L1	chr9	66667313	66667318	-	0.000	0.000	Merged-chr9-66667231-9
NR12887--MA0659.1.MAFG	chr8	126686967	126686987	-	0.000	0.000	Merged-chr8-126687126-29
NR6953--MA0591.1.Bach1::Mafk	chr2	31259062	31259076	-	0.000	0.000	Merged-chr2-31259156-30
NR5162--MA0495.2.MAFF	chr16	43700788	43700808	+	0.000	0.000	Merged-chr16-43700750-21
NR11517--MA0089.1.MAFG::NFE2L1	chr6	145374520	145374525	-	0.000	0.000	Merged-chr6-145374595-4
NR13451--MA0501.1.MAF::NFE2	chr9	110142317	110142331	+	0.000	0.000	Merged-chr9-110142335-14
NR7622--MA0501.1.MAF::NFE2	chr2	135967348	135967362	+	0.000	0.000	Merged-chr2-135967319-31
NR1595--MA0495.2.MAFF	chr10	85050867	85050887	-	0.000	0.000	Merged-chr10-85050856-11
NR3798--MA0089.1.MAFG::NFE2L1	chr13	102595848	102595853	-	0.000	0.000	Merged-chr13-102595839-9
NR5844--MA0501.1.MAF::NFE2	chr17	57126031	57126045	-	0.000	0.000	Merged-chr17-57126152-41
NR11526--MA0591.1.Bach1::Mafk	chr6	146439391	146439405	+	0.000	0.000	Merged-chr6-146439604-15
NR11679--MA0495.2.MAFF	chr7	35647506	35647526	+	0.000	0.000	Merged-chr7-35647371-69
NR9850--MA0117.2.Mafb	chr5	30960355	30960366	-	0.000	0.000	Merged-chr5-30960238-60
NR2482--MA0501.1.MAF::NFE2	chr11	115172982	115172996	+	0.000	0.000	Merged-chr11-115173098-6
NR13577--MA0089.1.MAFG::NFE2L1	chr9	122311011	122311016	+	0.000	0.000	Merged-chr9-122310830-40
NR5332--MA0591.1.Bach1::Mafk	chr16	76341851	76341865	-	0.000	0.000	Merged-chr16-76341927-28
NR10878--MA0089.1.MAFG::NFE2L1	chr6	66155080	66155085	-	0.000	0.000	Merged-chr6-66154948-26
NR5654--MA0591.1.Bach1::Mafk	chr17	26549364	26549378	-	0.000	0.000	Merged-chr17-26549549-9
NR12417--MA0501.1.MAF::NFE2	chr8	34083508	34083522	+	0.000	0.000	Merged-chr8-34083686-45
NR3067--MA0496.2.MAFK	chr12	102069872	102069890	+	0.000	0.000	Merged-chr12-102069942-3
NR7674--MA0501.1.MAF::NFE2	chr2	145557511	145557525	-	0.000	0.000	Merged-chr2-145557638-12
NR3517--MA0117.2.Mafb	chr13	48978040	48978051	-	0.000	0.000	Merged-chr13-48978131-34
NR7578--MA0501.1.MAF::NFE2	chr2	131423041	131423055	+	0.000	0.000	Merged-chr2-131423252-71
NR2205--MA0591.1.Bach1::Mafk	chr11	69332066	69332080	+	0.000	0.000	Merged-chr11-69332186-23
NR4712--MA0496.2.MAFK	chr15	51823241	51823259	+	0.000	0.000	Merged-chr15-51823268-39
NR10367--MA0117.2.Mafb	chr5	124943817	124943828	+	0.000	0.000	Merged-chr5-124943788-2
NR5755--MA0089.1.MAFG::NFE2L1	chr17	36121480	36121485	+	0.000	0.000	Merged-chr17-36121498-70
NR3470--MA0501.1.MAF::NFE2	chr13	43261485	43261499	-	0.000	0.000	Merged-chr13-43261701-66
NR6556--MA0496.2.MAFK	chr19	12473171	12473189	+	0.000	0.000	Merged-chr19-12473105-63
NR8662--MA0501.1.MAF::NFE2	chr3	136941260	136941274	+	0.000	0.000	Merged-chr3-136941432-82
NR8178--MA0089.1.MAFG::NFE2L1	chr3	54567428	54567433	+	0.000	0.000	Merged-chr3-54567528-25
NR4926--MA0089.1.MAFG::NFE2L1	chr15	94235382	94235387	+	0.000	0.000	Merged-chr15-94235397-15
NR953--MA0089.1.MAFG::NFE2L1	chr1	178769661	178769666	-	0.000	0.000	Merged-chr1-178769685-1
NR2275--MA0501.1.MAF::NFE2	chr11	80505141	80505155	+	0.000	0.000	Merged-chr11-80505144-23
NR10264--MA0117.2.Mafb	chr5	113899500	113899511	+	0.000	0.000	Merged-chr5-113899594-42
NR3696--MA0089.1.MAFG::NFE2L1	chr13	92722632	92722637	+	0.000	0.000	Merged-chr13-92722597-29
NR3719--MA0591.1.Bach1::Mafk	chr13	96697955	96697969	-	0.000	0.000	Merged-chr13-96698036-39
NR2481--MA0659.1.MAFG	chr11	115172976	115172996	-	0.000	0.000	Merged-chr11-115173098-6
