#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR2488--MA0002.2.RUNX1	chr13	24604819	24604829	+	0.000	0.000	Merged-chr13-24604920-47
NR111--MA0684.1.RUNX3	chr1	40465640	40465649	-	0.000	0.000	Merged-chr1-40465740-44
NR3618--MA0684.1.RUNX3	chr15	85328195	85328204	-	0.000	0.000	Merged-chr15-85328019-32
NR6453--MA0684.1.RUNX3	chr3	142281311	142281320	+	0.000	0.000	Merged-chr3-142281213-32
NR234--MA0002.2.RUNX1	chr1	71594452	71594462	-	0.000	0.000	Merged-chr1-71594444-22
NR6847--MA0002.2.RUNX1	chr4	89008715	89008725	-	0.000	0.000	Merged-chr4-89008819-38
NR4230--MA0002.2.RUNX1	chr17	32143412	32143422	-	0.000	0.000	Merged-chr17-32143313-32
NR9509--MA0002.2.RUNX1	chr8	128709480	128709490	+	0.000	0.000	Merged-chr8-128709398-34
NR757--MA0002.2.RUNX1	chr1	182504345	182504355	+	0.000	0.000	Merged-chr1-182504417-24
NR6162--MA0002.2.RUNX1	chr3	88835122	88835132	+	0.000	0.000	Merged-chr3-88835267-46
NR2950--MA0684.1.RUNX3	chr14	8346999	8347008	+	0.000	0.000	Merged-chr14-8346820-31
NR5629--MA0511.2.RUNX2	chr2	128318463	128318471	+	0.000	0.000	Merged-chr2-128318457-15
NR4277--MA0002.2.RUNX1	chr17	45489015	45489025	-	0.000	0.000	Merged-chr17-45488824-86
NR2868--MA0002.2.RUNX1	chr13	108860299	108860309	+	0.000	0.000	Merged-chr13-108860435-34
NR10048--MA0684.1.RUNX3	chr9	124100467	124100476	+	0.000	0.000	Merged-chr9-124100646-41
NR8365--MA0002.2.RUNX1	chr6	130031808	130031818	-	0.000	0.000	Merged-chr6-130031811-45
NR7273--MA0684.1.RUNX3	chr5	21658763	21658772	+	0.000	0.000	Merged-chr5-21658802-28
NR1028--MA0002.2.RUNX1	chr10	44821756	44821766	+	0.000	0.000	Merged-chr10-44821803-43
NR9076--MA0002.2.RUNX1	chr7	141637688	141637698	+	0.000	0.000	Merged-chr7-141637525-19
NR8321--MA0511.2.RUNX2	chr6	126811747	126811755	-	0.000	0.000	Merged-chr6-126811749-38
NR2454--MA0002.2.RUNX1	chr13	13520557	13520567	-	0.000	0.000	Merged-chr13-13520497-22
NR743--MA0684.1.RUNX3	chr1	180531603	180531612	-	0.000	0.000	Merged-chr1-180531418-30
NR5831--MA0002.2.RUNX1	chr2	167657066	167657076	+	0.000	0.000	Merged-chr2-167656925-59
NR8222--MA0002.2.RUNX1	chr6	113696958	113696968	-	0.000	0.000	Merged-chr6-113697016-110
NR5196--MA0511.2.RUNX2	chr2	13718971	13718979	+	0.000	0.000	Merged-chr2-13718816-55
NR10028--MA0002.2.RUNX1	chr9	120943830	120943840	+	0.000	0.000	Merged-chr9-120943869-18
NR8573--MA0511.2.RUNX2	chr7	31161059	31161067	-	0.000	0.000	Merged-chr7-31161172-57
NR1236--MA0511.2.RUNX2	chr10	89415728	89415736	+	0.000	0.000	Merged-chr10-89415714-14
NR2106--MA0002.2.RUNX1	chr12	73604919	73604929	-	0.000	0.000	Merged-chr12-73604732-122
NR124--MA0684.1.RUNX3	chr1	43403618	43403627	+	0.000	0.000	Merged-chr1-43403565-20
NR10157--MA0684.1.RUNX3	chrX	77580136	77580145	-	0.000	0.000	Merged-chrX-77580117-37
NR9062--MA0684.1.RUNX3	chr7	140947307	140947316	-	0.000	0.000	Merged-chr7-140947277-49
NR4991--MA0684.1.RUNX3	chr19	32266644	32266653	+	0.000	0.000	Merged-chr19-32266743-101
NR5053--MA0511.2.RUNX2	chr19	43689772	43689780	-	0.000	0.000	Merged-chr19-43689682-56
NR6794--MA0002.2.RUNX1	chr4	62786794	62786804	+	0.000	0.000	Merged-chr4-62786847-18
NR6589--MA0002.2.RUNX1	chr3	157803536	157803546	+	0.000	0.000	Merged-chr3-157803404-34
NR7177--MA0684.1.RUNX3	chr4	150808644	150808653	-	0.000	0.000	Merged-chr4-150808794-106
NR8430--MA0511.2.RUNX2	chr6	140508637	140508645	-	0.000	0.000	Merged-chr6-140508405-40
NR4514--MA0002.2.RUNX1	chr18	4971034	4971044	+	0.000	0.000	Merged-chr18-4971127-12
NR2292--MA0002.2.RUNX1	chr12	106008773	106008783	+	0.000	0.000	Merged-chr12-106008779-30
NR2563--MA0002.2.RUNX1	chr13	41302822	41302832	-	0.000	0.000	Merged-chr13-41302926-20
NR8331--MA0002.2.RUNX1	chr6	127617437	127617447	-	0.000	0.000	Merged-chr6-127617353-34
NR8997--MA0002.2.RUNX1	chr7	130448313	130448323	-	0.000	0.000	Merged-chr7-130448231-21
NR6323--MA0684.1.RUNX3	chr3	116465929	116465938	-	0.000	0.000	Merged-chr3-116465927-56
NR660--MA0511.2.RUNX2	chr1	165603453	165603461	+	0.000	0.000	Merged-chr1-165603509-17
NR6131--MA0511.2.RUNX2	chr3	84679038	84679046	+	0.000	0.000	Merged-chr3-84679070-45
NR8731--MA0684.1.RUNX3	chr7	80209933	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR8810--MA0511.2.RUNX2	chr7	99429115	99429123	-	0.000	0.000	Merged-chr7-99429027-29
NR8983--MA0684.1.RUNX3	chr7	128158909	128158918	-	0.000	0.000	Merged-chr7-128158931-27
NR8711--MA0002.2.RUNX1	chr7	75596204	75596214	+	0.000	0.000	Merged-chr7-75596193-49
NR2423--MA0511.2.RUNX2	chr13	6652639	6652647	+	0.000	0.000	Merged-chr13-6652733-20
NR9489--MA0684.1.RUNX3	chr8	126584481	126584490	-	0.000	0.000	Merged-chr8-126584527-70
NR3134--MA0511.2.RUNX2	chr14	67911799	67911807	+	0.000	0.000	Merged-chr14-67911920-26
NR6684--MA0684.1.RUNX3	chr4	34778239	34778248	+	0.000	0.000	Merged-chr4-34778308-51
NR8487--MA0002.2.RUNX1	chr6	146221588	146221598	-	0.000	0.000	Merged-chr6-146221533-3
NR7017--MA0511.2.RUNX2	chr4	126677526	126677534	+	0.000	0.000	Merged-chr4-126677717-65
NR9075--MA0684.1.RUNX3	chr7	141637455	141637464	-	0.000	0.000	Merged-chr7-141637525-19
NR3386--MA0511.2.RUNX2	chr15	27579083	27579091	-	0.000	0.000	Merged-chr15-27579137-17
NR8714--MA0511.2.RUNX2	chr7	75600561	75600569	+	0.000	0.000	Merged-chr7-75600674-52
NR2576--MA0002.2.RUNX1	chr13	43775229	43775239	+	0.000	0.000	Merged-chr13-43775108-65
NR2847--MA0002.2.RUNX1	chr13	104139800	104139810	-	0.000	0.000	Merged-chr13-104139835-43
NR8221--MA0684.1.RUNX3	chr6	113681491	113681500	-	0.000	0.000	Merged-chr6-113681431-40
NR6393--MA0002.2.RUNX1	chr3	132575129	132575139	+	0.000	0.000	Merged-chr3-132575270-5
NR6459--MA0002.2.RUNX1	chr3	142437065	142437075	-	0.000	0.000	Merged-chr3-142437047-18
NR9770--MA0002.2.RUNX1	chr9	80266694	80266704	+	0.000	0.000	Merged-chr9-80266579-55
NR10040--MA0511.2.RUNX2	chr9	123938145	123938153	-	0.000	0.000	Merged-chr9-123938225-36
NR7318--MA0684.1.RUNX3	chr5	32104328	32104337	+	0.000	0.000	Merged-chr5-32104376-51
NR4779--MA0002.2.RUNX1	chr18	70611285	70611295	+	0.000	0.000	Merged-chr18-70611498-71
NR3309--MA0511.2.RUNX2	chr14	118929931	118929939	+	0.000	0.000	Merged-chr14-118930023-62
NR180--MA0684.1.RUNX3	chr1	60777110	60777119	-	0.000	0.000	Merged-chr1-60777260-88
NR2704--MA0002.2.RUNX1	chr13	76858199	76858209	+	0.000	0.000	Merged-chr13-76858306-6
NR4735--MA0511.2.RUNX2	chr18	65691625	65691633	+	0.000	0.000	Merged-chr18-65691617-34
NR6793--MA0684.1.RUNX3	chr4	62757065	62757074	-	0.000	0.000	Merged-chr4-62756958-63
NR8596--MA0002.2.RUNX1	chr7	43452734	43452744	+	0.000	0.000	Merged-chr7-43452813-24
NR4636--MA0002.2.RUNX1	chr18	39719302	39719312	+	0.000	0.000	Merged-chr18-39719209-45
NR1388--MA0684.1.RUNX3	chr10	118460471	118460480	+	0.000	0.000	Merged-chr10-118460418-18
NR8453--MA0002.2.RUNX1	chr6	144670500	144670510	-	0.000	0.000	Merged-chr6-144670724-72
NR6297--MA0002.2.RUNX1	chr3	109133229	109133239	-	0.000	0.000	Merged-chr3-109133281-24
NR4222--MA0002.2.RUNX1	chr17	29769242	29769252	+	0.000	0.000	Merged-chr17-29769470-62
NR4888--MA0002.2.RUNX1	chr18	89627025	89627035	-	0.000	0.000	Merged-chr18-89627032-39
NR6253--MA0511.2.RUNX2	chr3	104466688	104466696	-	0.000	0.000	Merged-chr3-104466607-13
NR8919--MA0684.1.RUNX3	chr7	117433803	117433812	+	0.000	0.000	Merged-chr7-117433722-72
NR8310--MA0002.2.RUNX1	chr6	125071542	125071552	+	0.000	0.000	Merged-chr6-125071459-61
NR2022--MA0511.2.RUNX2	chr12	36019763	36019771	-	0.000	0.000	Merged-chr12-36019766-41
NR6968--MA0684.1.RUNX3	chr4	116558693	116558702	-	0.000	0.000	Merged-chr4-116558716-2
NR6154--MA0002.2.RUNX1	chr3	88452427	88452437	-	0.000	0.000	Merged-chr3-88452451-33
NR2589--MA0002.2.RUNX1	chr13	49381348	49381358	+	0.000	0.000	Merged-chr13-49381430-36
NR8357--MA0002.2.RUNX1	chr6	129747457	129747467	-	0.000	0.000	Merged-chr6-129747542-62
NR7265--MA0684.1.RUNX3	chr5	20942629	20942638	-	0.000	0.000	Merged-chr5-20942646-25
NR686--MA0511.2.RUNX2	chr1	171849772	171849780	-	0.000	0.000	Merged-chr1-171849632-17
NR8962--MA0684.1.RUNX3	chr7	123369088	123369097	+	0.000	0.000	Merged-chr7-123369010-1,Merged-chr7-123369239-2
NR3034--MA0684.1.RUNX3	chr14	36316927	36316936	+	0.000	0.000	Merged-chr14-36316941-55
NR464--MA0684.1.RUNX3	chr1	130549398	130549407	+	0.000	0.000	Merged-chr1-130549409-15
NR2717--MA0002.2.RUNX1	chr13	81705689	81705699	-	0.000	0.000	Merged-chr13-81705633-6
NR4953--MA0511.2.RUNX2	chr19	20390561	20390569	-	0.000	0.000	Merged-chr19-20390603-26
NR735--MA0684.1.RUNX3	chr1	179493151	179493160	+	0.000	0.000	Merged-chr1-179493163-27
NR1149--MA0684.1.RUNX3	chr10	75282835	75282844	+	0.000	0.000	Merged-chr10-75282925-47
NR5237--MA0684.1.RUNX3	chr2	24745575	24745584	+	0.000	0.000	Merged-chr2-24745465-17
NR116--MA0684.1.RUNX3	chr1	40475898	40475907	-	0.000	0.000	Merged-chr1-40475905-49
NR4605--MA0511.2.RUNX2	chr18	36286263	36286271	-	0.000	0.000	Merged-chr18-36286417-1
NR2826--MA0002.2.RUNX1	chr13	101540650	101540660	-	0.000	0.000	Merged-chr13-101540748-63
NR1258--MA0684.1.RUNX3	chr10	93171415	93171424	+	0.000	0.000	Merged-chr10-93171456-51
NR9577--MA0684.1.RUNX3	chr9	32815671	32815680	-	0.000	0.000	Merged-chr9-32815663-32
NR923--MA0511.2.RUNX2	chr10	19578182	19578190	+	0.000	0.000	Merged-chr10-19578163-111
NR8723--MA0684.1.RUNX3	chr7	75796666	75796675	+	0.000	0.000	Merged-chr7-75796614-49
NR3904--MA0002.2.RUNX1	chr16	49818780	49818790	-	0.000	0.000	Merged-chr16-49818889-55
NR7086--MA0511.2.RUNX2	chr4	137854093	137854101	+	0.000	0.000	Merged-chr4-137854061-36
NR10115--MA0684.1.RUNX3	chrX	52760335	52760344	+	0.000	0.000	Merged-chrX-52760494-47
NR4744--MA0684.1.RUNX3	chr18	65819117	65819126	-	0.000	0.000	Merged-chr18-65819211-50
NR1810--MA0002.2.RUNX1	chr11	104582887	104582897	+	0.000	0.000	Merged-chr11-104582835-39
NR8479--MA0002.2.RUNX1	chr6	146081159	146081169	+	0.000	0.000	Merged-chr6-146081045-99
NR6799--MA0002.2.RUNX1	chr4	63401123	63401133	+	0.000	0.000	Merged-chr4-63401068-56
NR6404--MA0002.2.RUNX1	chr3	133506492	133506502	-	0.000	0.000	Merged-chr3-133506515-24
NR8706--MA0511.2.RUNX2	chr7	74544586	74544594	-	0.000	0.000	Merged-chr7-74544568-34
NR8270--MA0002.2.RUNX1	chr6	120251272	120251282	-	0.000	0.000	Merged-chr6-120251204-14
NR10224--MA0684.1.RUNX3	chrX	142792338	142792347	-	0.000	0.000	Merged-chrX-142792362-24
NR8336--MA0002.2.RUNX1	chr6	128796540	128796550	+	0.000	0.000	Merged-chr6-128796510-47
NR4976--MA0002.2.RUNX1	chr19	26646348	26646358	+	0.000	0.000	Merged-chr19-26646309-47
NR936--MA0511.2.RUNX2	chr10	21504626	21504634	+	0.000	0.000	Merged-chr10-21504659-28
NR8670--MA0684.1.RUNX3	chr7	64005455	64005464	+	0.000	0.000	Merged-chr7-64005371-3
NR4390--MA0511.2.RUNX2	chr17	71216503	71216511	-	0.000	0.000	Merged-chr17-71216494-9
NR172--MA0684.1.RUNX3	chr1	58301377	58301386	+	0.000	0.000	Merged-chr1-58301246-36
NR2554--MA0684.1.RUNX3	chr13	38503624	38503633	+	0.000	0.000	Merged-chr13-38503650-43
NR4628--MA0002.2.RUNX1	chr18	39282250	39282260	-	0.000	0.000	Merged-chr18-39282313-47
NR8051--MA0684.1.RUNX3	chr6	71980575	71980584	+	0.000	0.000	Merged-chr6-71980569-75
NR8174--MA0002.2.RUNX1	chr6	99910122	99910132	-	0.000	0.000	Merged-chr6-99910177-32
NR7099--MA0511.2.RUNX2	chr4	139242158	139242166	-	0.000	0.000	Merged-chr4-139242159-17
NR6289--MA0002.2.RUNX1	chr3	108164894	108164904	-	0.000	0.000	Merged-chr3-108164973-25
NR1823--MA0002.2.RUNX1	chr11	106961728	106961738	-	0.000	0.000	Merged-chr11-106961822-47
NR774--MA0511.2.RUNX2	chr1	184576648	184576656	+	0.000	0.000	Merged-chr1-184576440-44
NR4214--MA0002.2.RUNX1	chr17	28702909	28702919	-	0.000	0.000	Merged-chr17-28702869-12
NR2263--MA0002.2.RUNX1	chr12	100508856	100508866	-	0.000	0.000	Merged-chr12-100508863-24
NR552--MA0684.1.RUNX3	chr1	151894203	151894212	+	0.000	0.000	Merged-chr1-151894159-30
NR3960--MA0002.2.RUNX1	chr16	64758703	64758713	+	0.000	0.000	Merged-chr16-64758494-145
NR8697--MA0002.2.RUNX1	chr7	72344531	72344541	+	0.000	0.000	Merged-chr7-72344400-34
NR199--MA0002.2.RUNX1	chr1	64508664	64508674	-	0.000	0.000	Merged-chr1-64508658-48
NR6689--MA0684.1.RUNX3	chr4	34881101	34881110	+	0.000	0.000	Merged-chr4-34881201-30
NR5276--MA0511.2.RUNX2	chr2	30897091	30897099	+	0.000	0.000	Merged-chr2-30897276-26
NR9093--MA0511.2.RUNX2	chr7	143644145	143644153	+	0.000	0.000	Merged-chr7-143644190-29
NR5892--MA0002.2.RUNX1	chr3	5860542	5860552	-	0.000	0.000	Merged-chr3-5860580-55
NR8825--MA0002.2.RUNX1	chr7	101634724	101634734	+	0.000	0.000	Merged-chr7-101634721-37
NR1661--MA0002.2.RUNX1	chr11	68442540	68442550	+	0.000	0.000	Merged-chr11-68442579-25
NR9208--MA0684.1.RUNX3	chr8	35628486	35628495	-	0.000	0.000	Merged-chr8-35628375-52
NR390--MA0684.1.RUNX3	chr1	106374253	106374262	-	0.000	0.000	Merged-chr1-106374432-8
NR2789--MA0511.2.RUNX2	chr13	95813840	95813848	-	0.000	0.000	Merged-chr13-95813903-46
NR264--MA0511.2.RUNX2	chr1	80418896	80418904	-	0.000	0.000	Merged-chr1-80418874-24
NR108--MA0684.1.RUNX3	chr1	40382872	40382881	+	0.000	0.000	Merged-chr1-40383046-56
NR165--MA0002.2.RUNX1	chr1	54871549	54871559	-	0.000	0.000	Merged-chr1-54871447-51
NR3450--MA0002.2.RUNX1	chr15	37461457	37461467	-	0.000	0.000	Merged-chr15-37461428-38
NR8458--MA0002.2.RUNX1	chr6	144953072	144953082	-	0.000	0.000	Merged-chr6-144953133-29
NR5037--MA0511.2.RUNX2	chr19	41328933	41328941	+	0.000	0.000	Merged-chr19-41328970-48
NR6463--MA0511.2.RUNX2	chr3	142674815	142674823	-	0.000	0.000	Merged-chr3-142674758-15
NR2547--MA0002.2.RUNX1	chr13	37783871	37783881	-	0.000	0.000	Merged-chr13-37783892-22
NR2503--MA0511.2.RUNX2	chr13	29756208	29756216	+	0.000	0.000	Merged-chr13-29756237-14
NR9569--MA0684.1.RUNX3	chr9	31301275	31301284	+	0.000	0.000	Merged-chr9-31301307-111
NR6159--MA0002.2.RUNX1	chr3	88664305	88664315	+	0.000	0.000	Merged-chr3-88664296-18
NR915--MA0511.2.RUNX2	chr10	18064648	18064656	-	0.000	0.000	Merged-chr10-18064784-37
NR2404--MA0002.2.RUNX1	chr12	118428538	118428548	+	0.000	0.000	Merged-chr12-118428603-36
NR8173--MA0684.1.RUNX3	chr6	99811595	99811604	-	0.000	0.000	Merged-chr6-99811499-44
NR8296--MA0002.2.RUNX1	chr6	122758957	122758967	-	0.000	0.000	Merged-chr6-122758915-39
NR8567--MA0002.2.RUNX1	chr7	28423074	28423084	+	0.000	0.000	Merged-chr7-28423189-12
NR230--MA0511.2.RUNX2	chr1	71594393	71594401	+	0.000	0.000	Merged-chr1-71594444-22
NR896--MA0511.2.RUNX2	chr10	12824078	12824086	+	0.000	0.000	Merged-chr10-12823956-45
NR501--MA0511.2.RUNX2	chr1	138136673	138136681	+	0.000	0.000	Merged-chr1-138136631-55
NR9993--MA0002.2.RUNX1	chr9	116270573	116270583	+	0.000	0.000	Merged-chr9-116270494-11
NR2804--MA0684.1.RUNX3	chr13	98803826	98803835	+	0.000	0.000	Merged-chr13-98803850-12
NR4607--MA0002.2.RUNX1	chr18	36701976	36701986	+	0.000	0.000	Merged-chr18-36701992-26
NR5910--MA0684.1.RUNX3	chr3	9755109	9755118	+	0.000	0.000	Merged-chr3-9755096-55
NR198--MA0684.1.RUNX3	chr1	64508648	64508657	-	0.000	0.000	Merged-chr1-64508658-48
NR1802--MA0002.2.RUNX1	chr11	102930828	102930838	+	0.000	0.000	Merged-chr11-102930777-13
NR8775--MA0511.2.RUNX2	chr7	90138315	90138323	-	0.000	0.000	Merged-chr7-90138521-54
NR277--MA0511.2.RUNX2	chr1	82819631	82819639	+	0.000	0.000	Merged-chr1-82819589-51
NR1167--MA0511.2.RUNX2	chr10	77962993	77963001	+	0.000	0.000	Merged-chr10-77962952-24
NR8282--MA0684.1.RUNX3	chr6	121226241	121226250	+	0.000	0.000	Merged-chr6-121226378-36
NR8824--MA0684.1.RUNX3	chr7	101634591	101634600	-	0.000	0.000	Merged-chr7-101634721-37
NR6873--MA0684.1.RUNX3	chr4	97657874	97657883	+	0.000	0.000	Merged-chr4-97657761-27
NR449--MA0002.2.RUNX1	chr1	128570220	128570230	-	0.000	0.000	Merged-chr1-128570257-50
NR6939--MA0684.1.RUNX3	chr4	107006388	107006397	-	0.000	0.000	Merged-chr4-107006366-21
NR6125--MA0002.2.RUNX1	chr3	84022995	84023005	-	0.000	0.000	Merged-chr3-84022944-34
NR3099--MA0511.2.RUNX2	chr14	60072651	60072659	+	0.000	0.000	Merged-chr14-60072713-24
NR2437--MA0684.1.RUNX3	chr13	9203619	9203628	-	0.000	0.000	Merged-chr13-9203705-17
NR4130--MA0511.2.RUNX2	chr17	7931641	7931649	-	0.000	0.000	Merged-chr17-7931540-55
NR4796--MA0511.2.RUNX2	chr18	75374182	75374190	-	0.000	0.000	Merged-chr18-75374196-25
NR10216--MA0684.1.RUNX3	chrX	136986280	136986289	-	0.000	0.000	Merged-chrX-136986316-28
NR1911--MA0002.2.RUNX1	chr11	119856879	119856889	-	0.000	0.000	Merged-chr11-119856710-37
NR928--MA0511.2.RUNX2	chr10	20907237	20907245	-	0.000	0.000	Merged-chr10-20907205-16
NR3720--MA0684.1.RUNX3	chr15	100905320	100905329	-	0.000	0.000	Merged-chr15-100905419-58
NR9340--MA0002.2.RUNX1	chr8	94240484	94240494	-	0.000	0.000	Merged-chr8-94240399-13
NR9611--MA0002.2.RUNX1	chr9	44646143	44646153	+	0.000	0.000	Merged-chr9-44646194-52
NR2354--MA0511.2.RUNX2	chr12	115003321	115003329	+	0.000	0.000	Merged-chr12-115003436-23
NR2625--MA0511.2.RUNX2	chr13	55641101	55641109	+	0.000	0.000	Merged-chr13-55640933-22
NR2132--MA0684.1.RUNX3	chr12	79381722	79381731	+	0.000	0.000	Merged-chr12-79381630-18
NR9863--MA0002.2.RUNX1	chr9	94993757	94993767	-	0.000	0.000	Merged-chr9-94993790-30
NR4762--MA0511.2.RUNX2	chr18	68927255	68927263	-	0.000	0.000	Merged-chr18-68927150-24
NR8295--MA0684.1.RUNX3	chr6	122602683	122602692	+	0.000	0.000	Merged-chr6-122602607-66
NR5632--MA0002.2.RUNX1	chr2	128367691	128367701	+	0.000	0.000	Merged-chr2-128367839-63
NR339--MA0684.1.RUNX3	chr1	94048268	94048277	+	0.000	0.000	Merged-chr1-94048267-32
NR1229--MA0684.1.RUNX3	chr10	88327599	88327608	-	0.000	0.000	Merged-chr10-88327622-31
NR1130--MA0002.2.RUNX1	chr10	71291879	71291889	+	0.000	0.000	Merged-chr10-71291824-61
NR6138--MA0002.2.RUNX1	chr3	85888523	85888533	+	0.000	0.000	Merged-chr3-85888530-26
NR2926--MA0684.1.RUNX3	chr13	119653361	119653370	+	0.000	0.000	Merged-chr13-119653292-20
NR147--MA0511.2.RUNX2	chr1	52650256	52650264	-	0.000	0.000	Merged-chr1-52650227-37
NR2778--MA0002.2.RUNX1	chr13	93764721	93764731	-	0.000	0.000	Merged-chr13-93764810-22
NR7835--MA0002.2.RUNX1	chr6	3183430	3183440	+	0.000	0.000	Merged-chr6-3183386-125
NR8546--MA0002.2.RUNX1	chr7	19817721	19817731	-	0.000	0.000	Merged-chr7-19817599-46
NR8817--MA0002.2.RUNX1	chr7	100932401	100932411	-	0.000	0.000	Merged-chr7-100932637-76
NR4587--MA0684.1.RUNX3	chr18	32192320	32192329	-	0.000	0.000	Merged-chr18-32192400-28
NR8231--MA0511.2.RUNX2	chr6	114893967	114893975	+	0.000	0.000	Merged-chr6-114894029-89
NR4315--MA0002.2.RUNX1	chr17	50525260	50525270	+	0.000	0.000	Merged-chr17-50525188-50
NR2307--MA0684.1.RUNX3	chr12	107731129	107731138	+	0.000	0.000	Merged-chr12-107731071-10
NR382--MA0684.1.RUNX3	chr1	105443391	105443400	+	0.000	0.000	Merged-chr1-105443622-43
NR8675--MA0684.1.RUNX3	chr7	66116261	66116270	-	0.000	0.000	Merged-chr7-66116161-49
NR4666--MA0511.2.RUNX2	chr18	54940565	54940573	+	0.000	0.000	Merged-chr18-54940674-40
NR4444--MA0684.1.RUNX3	chr17	81045692	81045701	+	0.000	0.000	Merged-chr17-81045626-69
NR190--MA0511.2.RUNX2	chr1	61039368	61039376	-	0.000	0.000	Merged-chr1-61039499-28
NR4715--MA0684.1.RUNX3	chr18	62186217	62186226	+	0.000	0.000	Merged-chr18-62186304-32
NR2887--MA0002.2.RUNX1	chr13	111297823	111297833	-	0.000	0.000	Merged-chr13-111297823-12
NR8179--MA0002.2.RUNX1	chr6	100323496	100323506	-	0.000	0.000	Merged-chr6-100323311-5
NR4424--MA0002.2.RUNX1	chr17	78352741	78352751	+	0.000	0.000	Merged-chr17-78352623-8
NR5916--MA0002.2.RUNX1	chr3	9924802	9924812	+	0.000	0.000	Merged-chr3-9924809-24
NR6504--MA0684.1.RUNX3	chr3	145538099	145538108	+	0.000	0.000	Merged-chr3-145538069-30
NR6627--MA0002.2.RUNX1	chr4	11492627	11492637	+	0.000	0.000	Merged-chr4-11492586-1
NR3650--MA0511.2.RUNX2	chr15	93302038	93302046	-	0.000	0.000	Merged-chr15-93302109-22
NR8929--MA0511.2.RUNX2	chr7	118254168	118254176	-	0.000	0.000	Merged-chr7-118254195-24
NR8370--MA0684.1.RUNX3	chr6	130237896	130237905	+	0.000	0.000	Merged-chr6-130237898-58
NR6978--MA0511.2.RUNX2	chr4	119127157	119127165	-	0.000	0.000	Merged-chr4-119127359-48
NR2254--MA0684.1.RUNX3	chr12	99576853	99576862	+	0.000	0.000	Merged-chr12-99576915-38
NR6293--MA0511.2.RUNX2	chr3	108591377	108591385	+	0.000	0.000	Merged-chr3-108591488-55
NR8893--MA0684.1.RUNX3	chr7	114480052	114480061	-	0.000	0.000	Merged-chr7-114480046-60
NR4884--MA0511.2.RUNX2	chr18	89215000	89215008	-	0.000	0.000	Merged-chr18-89214991-26
NR8688--MA0684.1.RUNX3	chr7	67500545	67500554	-	0.000	0.000	Merged-chr7-67500556-27
NR6613--MA0684.1.RUNX3	chr4	6472963	6472972	+	0.000	0.000	Merged-chr4-6472958-17
NR8145--MA0002.2.RUNX1	chr6	97387017	97387027	+	0.000	0.000	Merged-chr6-97387044-2
NR8972--MA0511.2.RUNX2	chr7	125635629	125635637	-	0.000	0.000	Merged-chr7-125635870-68
NR8939--MA0002.2.RUNX1	chr7	120754770	120754780	-	0.000	0.000	Merged-chr7-120754842-25
NR1775--MA0002.2.RUNX1	chr11	97434978	97434988	+	0.000	0.000	Merged-chr11-97435107-48
NR2363--MA0684.1.RUNX3	chr12	115165658	115165667	+	0.000	0.000	Merged-chr12-115165730-55
NR4437--MA0002.2.RUNX1	chr17	79817129	79817139	-	0.000	0.000	Merged-chr17-79817109-13
NR10159--MA0511.2.RUNX2	chrX	77808854	77808862	+	0.000	0.000	Merged-chrX-77808891-20
NR7543--MA0002.2.RUNX1	chr5	105010567	105010577	-	0.000	0.000	Merged-chr5-105010527-49
NR6468--MA0511.2.RUNX2	chr3	142892308	142892316	+	0.000	0.000	Merged-chr3-142892335-19
NR8402--MA0684.1.RUNX3	chr6	136683866	136683875	+	0.000	0.000	Merged-chr6-136683885-26
NR1090--MA0002.2.RUNX1	chr10	67065738	67065748	+	0.000	0.000	Merged-chr10-67065679-35
NR1632--MA0002.2.RUNX1	chr11	57686222	57686232	+	0.000	0.000	Merged-chr11-57686202-30
NR1903--MA0002.2.RUNX1	chr11	119385129	119385139	-	0.000	0.000	Merged-chr11-119385060-32
NR9951--MA0002.2.RUNX1	chr9	113645706	113645716	+	0.000	0.000	Merged-chr9-113645916-42
NR378--MA0511.2.RUNX2	chr1	105435212	105435220	-	0.000	0.000	Merged-chr1-105435161-34
NR10189--MA0684.1.RUNX3	chrX	101737442	101737451	-	0.000	0.000	Merged-chrX-101737471-46
NR6498--MA0684.1.RUNX3	chr3	145538007	145538016	+	0.000	0.000	Merged-chr3-145538069-30
NR2489--MA0511.2.RUNX2	chr13	24779335	24779343	-	0.000	0.000	Merged-chr13-24779175-40
NR2267--MA0684.1.RUNX3	chr12	100711234	100711243	-	0.000	0.000	Merged-chr12-100711122-1
NR7381--MA0002.2.RUNX1	chr5	53672563	53672573	+	0.000	0.000	Merged-chr5-53672483-12
NR7288--MA0511.2.RUNX2	chr5	23722212	23722220	+	0.000	0.000	Merged-chr5-23722080-21
NR9855--MA0002.2.RUNX1	chr9	94441585	94441595	-	0.000	0.000	Merged-chr9-94441414-62
NR6163--MA0511.2.RUNX2	chr3	89087801	89087809	-	0.000	0.000	Merged-chr3-89087787-7
