#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR9791--MA0657.1.KLF13	chr11	6658459	6658476	-	0.000	0.000	Merged-chr11-6658459-18
NR29141--MA0599.1.KLF5	chr17	29049262	29049271	-	0.000	0.000	Merged-chr17-29049186-20
NR67751--MA0657.1.KLF13	chr9	102779721	102779738	+	0.000	0.000	Merged-chr9-102779765-25
NR26389--MA0740.1.KLF14	chr16	30504102	30504115	-	0.000	0.000	Merged-chr16-30504218-43
NR50341--MA0599.1.KLF5	chr5	36998252	36998261	-	0.000	0.000	Merged-chr5-36998171-4
NR50260--MA0741.1.KLF16	chr5	35105751	35105761	+	0.000	0.000	Merged-chr5-35105769-58
NR41714--MA0599.1.KLF5	chr3	53041502	53041511	-	0.000	0.000	Merged-chr3-53041622-23
NR18951--MA0742.1.Klf12	chr13	108297777	108297791	+	0.000	0.000	Merged-chr13-108297760-66
NR26627--MA1107.1.KLF9	chr16	44320468	44320480	+	0.000	0.000	Merged-chr16-44320422-17
NR21528--MA0599.1.KLF5	chr14	79587565	79587574	+	0.000	0.000	Merged-chr14-79587561-73
NR14854--MA0741.1.KLF16	chr12	85486170	85486180	+	0.000	0.000	Merged-chr12-85486103-52
NR24914--MA0599.1.KLF5	chr15	89355758	89355767	-	0.000	0.000	Merged-chr15-89355790-78
NR55431--MA1107.1.KLF9	chr6	67129046	67129058	+	0.000	0.000	Merged-chr6-67129210-17
NR14761--MA0039.3.KLF4	chr12	82166462	82166472	-	0.000	0.000	Merged-chr12-82166286-58
NR64940--MA1107.1.KLF9	chr8	116645533	116645545	-	0.000	0.000	Merged-chr8-116645599-31
NR25296--MA0741.1.KLF16	chr15	99370489	99370499	+	0.000	0.000	Merged-chr15-99370474-52
NR58916--MA0741.1.KLF16	chr7	29134862	29134872	-	0.000	0.000	Merged-chr7-29134852-30
NR63932--MA0742.1.Klf12	chr8	77383805	77383819	+	0.000	0.000	Merged-chr8-77383968-15
NR25264--MA0740.1.KLF14	chr15	99009038	99009051	+	0.000	0.000	Merged-chr15-99008995-43
NR19996--MA1107.1.KLF9	chr14	21831248	21831260	+	0.000	0.000	Merged-chr14-21831414-105
NR5767--MA0742.1.Klf12	chr10	19506204	19506218	+	0.000	0.000	Merged-chr10-19506242-43
NR69358--MA0741.1.KLF16	chrX	136639859	136639869	-	0.000	0.000	Merged-chrX-136640017-3
NR44141--MA0741.1.KLF16	chr3	142881035	142881045	-	0.000	0.000	Merged-chr3-142881152-2
NR3373--MA1107.1.KLF9	chr1	149127687	149127699	-	0.000	0.000	Merged-chr1-149127777-1
NR29332--MA0039.3.KLF4	chr17	33978885	33978895	-	0.000	0.000	Merged-chr17-33978895-54
NR33066--MA0493.1.Klf1	chr18	69172152	69172162	-	0.000	0.000	Merged-chr18-69172109-7
NR24442--MA0741.1.KLF16	chr15	80192530	80192540	+	0.000	0.000	Merged-chr15-80192413-58
NR52702--MA0740.1.KLF14	chr5	123129152	123129165	+	0.000	0.000	Merged-chr5-123128921-91
NR50480--MA0740.1.KLF14	chr5	45493317	45493330	+	0.000	0.000	Merged-chr5-45493482-59
NR45633--MA0741.1.KLF16	chr4	34889451	34889461	-	0.000	0.000	Merged-chr4-34889348-6
NR66435--MA1107.1.KLF9	chr9	48980581	48980593	+	0.000	0.000	Merged-chr9-48980590-7
NR39368--MA0493.1.Klf1	chr2	151974371	151974381	-	0.000	0.000	Merged-chr2-151974232-5
NR56280--MA0741.1.KLF16	chr6	99429074	99429084	+	0.000	0.000	Merged-chr6-99429138-37
NR5082--MA0742.1.Klf12	chr1	193189572	193189586	+	0.000	0.000	Merged-chr1-193189573-66
NR66553--MA0741.1.KLF16	chr9	54691644	54691654	+	0.000	0.000	Merged-chr9-54691613-28
NR26739--MA1107.1.KLF9	chr16	48788724	48788736	-	0.000	0.000	Merged-chr16-48788871-49
NR46344--MA0741.1.KLF16	chr4	59805746	59805756	-	0.000	0.000	Merged-chr4-59805793-13
NR61317--MA1107.1.KLF9	chr7	122288964	122288976	-	0.000	0.000	Merged-chr7-122289082-6
NR47370--MA1107.1.KLF9	chr4	106842000	106842012	-	0.000	0.000	Merged-chr4-106841993-21
NR45872--MA0599.1.KLF5	chr4	42866046	42866055	+	0.000	0.000	Merged-chr4-42865977-16
NR46464--MA0657.1.KLF13	chr4	62408694	62408711	+	0.000	0.000	Merged-chr4-62408524-84
NR51155--MA0742.1.Klf12	chr5	72763835	72763849	-	0.000	0.000	Merged-chr5-72763794-20
NR65104--MA0493.1.Klf1	chr8	120319625	120319635	-	0.000	0.000	Merged-chr8-120319667-36
NR16372--MA0741.1.KLF16	chr13	19928023	19928033	-	0.000	0.000	Merged-chr13-19927984-4
NR47770--MA0741.1.KLF16	chr4	120731131	120731141	-	0.000	0.000	Merged-chr4-120731377-66
NR26769--MA0740.1.KLF14	chr16	50069187	50069200	-	0.000	0.000	Merged-chr16-50069270-32
NR52115--MA0741.1.KLF16	chr5	110879788	110879798	-	0.000	0.000	Merged-chr5-110879908-59
NR24694--MA0741.1.KLF16	chr15	84663177	84663187	-	0.000	0.000	Merged-chr15-84663201-26
NR25328--MA0599.1.KLF5	chr15	99787724	99787733	+	0.000	0.000	Merged-chr15-99787754-26
NR49099--MA0599.1.KLF5	chr4	152186876	152186885	-	0.000	0.000	Merged-chr4-152186778-42
NR14487--MA0741.1.KLF16	chr12	71030419	71030429	+	0.000	0.000	Merged-chr12-71030638-56
NR1987--MA0599.1.KLF5	chr1	91095281	91095290	+	0.000	0.000	Merged-chr1-91095433-53
NR12141--MA0741.1.KLF16	chr11	98786612	98786622	-	0.000	0.000	Merged-chr11-98786782-44
NR5312--MA0740.1.KLF14	chr10	5805650	5805663	+	0.000	0.000	Merged-chr10-5805785-87
NR12170--MA1107.1.KLF9	chr11	98942398	98942410	-	0.000	0.000	Merged-chr11-98942196-71
NR57038--MA1107.1.KLF9	chr6	125425521	125425533	-	0.000	0.000	Merged-chr6-125425503-32
NR34818--MA1107.1.KLF9	chr19	47910157	47910169	+	0.000	0.000	Merged-chr19-47910337-85
NR69467--MA0741.1.KLF16	chrX	150812988	150812998	+	0.000	0.000	Merged-chrX-150813149-62
NR15086--MA1107.1.KLF9	chr12	91789824	91789836	-	0.000	0.000	Merged-chr12-91789924-28
NR26645--MA1107.1.KLF9	chr16	44687882	44687894	-	0.000	0.000	Merged-chr16-44688022-8
NR56741--MA0493.1.Klf1	chr6	116337890	116337900	+	0.000	0.000	Merged-chr6-116338041-63
NR59228--MA0740.1.KLF14	chr7	38085180	38085193	-	0.000	0.000	Merged-chr7-38085350-130
NR29007--MA0599.1.KLF5	chr17	27133684	27133693	+	0.000	0.000	Merged-chr17-27133890-64
NR52367--MA0741.1.KLF16	chr5	114707617	114707627	+	0.000	0.000	Merged-chr5-114707863-50
NR29288--MA0741.1.KLF16	chr17	32947490	32947500	-	0.000	0.000	Merged-chr17-32947455-52
NR7840--MA1107.1.KLF9	chr10	84517931	84517943	-	0.000	0.000	Merged-chr10-84517776-8
NR32158--MA0741.1.KLF16	chr18	38212771	38212781	+	0.000	0.000	Merged-chr18-38212769-38
NR21312--MA1107.1.KLF9	chr14	70618074	70618086	-	0.000	0.000	Merged-chr14-70618190-41
NR65356--MA0657.1.KLF13	chr8	124617426	124617443	-	0.000	0.000	Merged-chr8-124617386-28
NR60170--MA0599.1.KLF5	chr7	79392305	79392314	-	0.000	0.000	Merged-chr7-79392504-115
NR2937--MA1107.1.KLF9	chr1	134106690	134106702	+	0.000	0.000	Merged-chr1-134106892-31
NR27829--MA1107.1.KLF9	chr16	91073430	91073442	-	0.000	0.000	Merged-chr16-91073588-44
NR3884--MA0740.1.KLF14	chr1	164248894	164248907	-	0.000	0.000	Merged-chr1-164249048-102
NR1094--MA0741.1.KLF16	chr1	55052750	55052760	-	0.000	0.000	Merged-chr1-55052728-71
NR61471--MA0742.1.Klf12	chr7	127244509	127244523	+	0.000	0.000	Merged-chr7-127244446-56
NR56726--MA0741.1.KLF16	chr6	116003741	116003751	+	0.000	0.000	Merged-chr6-116003758-12
NR4674--MA0493.1.Klf1	chr1	184441553	184441563	-	0.000	0.000	Merged-chr1-184441398-48
NR23377--MA0741.1.KLF16	chr15	38384334	38384344	+	0.000	0.000	Merged-chr15-38384151-1
NR15689--MA0740.1.KLF14	chr12	113146750	113146763	-	0.000	0.000	Merged-chr12-113146783-89
NR51535--MA0742.1.Klf12	chr5	90931230	90931244	+	0.000	0.000	Merged-chr5-90931301-77
NR67168--MA0741.1.KLF16	chr9	80164985	80164995	+	0.000	0.000	Merged-chr9-80164813-89
NR20240--MA1107.1.KLF9	chr14	32716953	32716965	+	0.000	0.000	Merged-chr14-32716978-71
NR63743--MA1107.1.KLF9	chr8	71273458	71273470	-	0.000	0.000	Merged-chr8-71273415-3
NR39623--MA0741.1.KLF16	chr2	158794813	158794823	+	0.000	0.000	Merged-chr2-158794730-73
NR10916--MA0742.1.Klf12	chr11	61647634	61647648	-	0.000	0.000	Merged-chr11-61647445-51
NR44769--MA0599.1.KLF5	chr3	155093405	155093414	+	0.000	0.000	Merged-chr3-155093462-79
NR26418--MA0599.1.KLF5	chr16	32434131	32434140	+	0.000	0.000	Merged-chr16-32434269-25
NR16547--MA0741.1.KLF16	chr13	28884283	28884293	-	0.000	0.000	Merged-chr13-28884388-8
NR43342--MA1107.1.KLF9	chr3	116594873	116594885	-	0.000	0.000	Merged-chr3-116594968-67
NR1311--MA0599.1.KLF5	chr1	64737974	64737983	-	0.000	0.000	Merged-chr1-64737763-173
NR68180--MA0039.3.KLF4	chr9	116263945	116263955	-	0.000	0.000	Merged-chr9-116263985-48
NR18584--MA1107.1.KLF9	chr13	99385055	99385067	-	0.000	0.000	Merged-chr13-99385105-49
NR47264--MA0599.1.KLF5	chr4	101419609	101419618	-	0.000	0.000	Merged-chr4-101419713-70
NR45994--MA0741.1.KLF16	chr4	45530858	45530868	+	0.000	0.000	Merged-chr4-45530813-118
NR38637--MA0599.1.KLF5	chr2	128470719	128470728	-	0.000	0.000	Merged-chr2-128470524-44
NR40185--MA0493.1.Klf1	chr2	172392241	172392251	+	0.000	0.000	Merged-chr2-172392373-19
NR2862--MA0599.1.KLF5	chr1	131566220	131566229	+	0.000	0.000	Merged-chr1-131566296-22
NR53774--MA0740.1.KLF14	chr5	144965228	144965241	-	0.000	0.000	Merged-chr5-144965112-15
NR12806--MA1107.1.KLF9	chr11	116413794	116413806	+	0.000	0.000	Merged-chr11-116413777-2
NR23375--MA0039.3.KLF4	chr15	38384335	38384345	+	0.000	0.000	Merged-chr15-38384151-1
NR10417--MA0599.1.KLF5	chr11	43528692	43528701	+	0.000	0.000	Merged-chr11-43528832-40
NR14748--MA0039.3.KLF4	chr12	81860916	81860926	-	0.000	0.000	Merged-chr12-81860932-4
NR31478--MA0599.1.KLF5	chr18	12941609	12941618	+	0.000	0.000	Merged-chr18-12941700-63
NR58814--MA0599.1.KLF5	chr7	27508320	27508329	-	0.000	0.000	Merged-chr7-27508351-96
NR19509--MA0493.1.Klf1	chr14	8213978	8213988	-	0.000	0.000	Merged-chr14-8214225-75
NR69030--MA0657.1.KLF13	chrX	75084984	75085001	+	0.000	0.000	Merged-chrX-75084750-60
NR43697--MA0599.1.KLF5	chr3	129879505	129879514	-	0.000	0.000	Merged-chr3-129879420-1
NR18217--MA1107.1.KLF9	chr13	89794068	89794080	+	0.000	0.000	Merged-chr13-89793936-1
NR40086--MA1107.1.KLF9	chr2	170131353	170131365	+	0.000	0.000	Merged-chr2-170131188-85
NR23868--MA0740.1.KLF14	chr15	62164817	62164830	+	0.000	0.000	Merged-chr15-62164994-48
NR38609--MA1107.1.KLF9	chr2	128061300	128061312	+	0.000	0.000	Merged-chr2-128061246-44
NR66799--MA0599.1.KLF5	chr9	63737532	63737541	+	0.000	0.000	Merged-chr9-63737759-14
NR24660--MA0741.1.KLF16	chr15	83563324	83563334	-	0.000	0.000	Merged-chr15-83563497-129
NR65345--MA0741.1.KLF16	chr8	124022155	124022165	+	0.000	0.000	Merged-chr8-124022219-1
NR52928--MA0493.1.Klf1	chr5	129715432	129715442	+	0.000	0.000	Merged-chr5-129715582-48
NR39606--MA0599.1.KLF5	chr2	158767863	158767872	-	0.000	0.000	Merged-chr2-158768121-83
NR60806--MA0599.1.KLF5	chr7	102100317	102100326	+	0.000	0.000	Merged-chr7-102100187-36
NR1708--MA0039.3.KLF4	chr1	80384447	80384457	-	0.000	0.000	Merged-chr1-80384337-8
NR24489--MA0599.1.KLF5	chr15	81166470	81166479	-	0.000	0.000	Merged-chr15-81166483-2
NR55682--MA1107.1.KLF9	chr6	81987073	81987085	+	0.000	0.000	Merged-chr6-81987223-26
NR36563--MA0039.3.KLF4	chr2	48419877	48419887	-	0.000	0.000	Merged-chr2-48419995-8
NR58259--MA0599.1.KLF5	chr7	16046169	16046178	-	0.000	0.000	Merged-chr7-16046015-1
NR2974--MA0599.1.KLF5	chr1	134747697	134747706	+	0.000	0.000	Merged-chr1-134747834-30
NR18481--MA1107.1.KLF9	chr13	97406770	97406782	+	0.000	0.000	Merged-chr13-97406780-35
NR43117--MA0742.1.Klf12	chr3	106032798	106032812	-	0.000	0.000	Merged-chr3-106032862-49
NR36205--MA0039.3.KLF4	chr2	33853598	33853608	+	0.000	0.000	Merged-chr2-33853667-12
NR16590--MA0741.1.KLF16	chr13	30817691	30817701	-	0.000	0.000	Merged-chr13-30817596-41
NR28032--MA0039.3.KLF4	chr16	94713834	94713844	+	0.000	0.000	Merged-chr16-94713882-39
NR22542--MA0599.1.KLF5	chr14	122035998	122036007	+	0.000	0.000	Merged-chr14-122036030-34
NR65202--MA0741.1.KLF16	chr8	122376580	122376590	-	0.000	0.000	Merged-chr8-122376734-68
NR16625--MA0599.1.KLF5	chr13	33004581	33004590	+	0.000	0.000	Merged-chr13-33004532-79
NR39870--MA0599.1.KLF5	chr2	166617812	166617821	-	0.000	0.000	Merged-chr2-166617858-42
NR60655--MA0741.1.KLF16	chr7	98120335	98120345	-	0.000	0.000	Merged-chr7-98120517-47
NR34761--MA0599.1.KLF5	chr19	46970332	46970341	+	0.000	0.000	Merged-chr19-46970347-33
NR48354--MA0599.1.KLF5	chr4	134750472	134750481	-	0.000	0.000	Merged-chr4-134750367-60
NR40400--MA0493.1.Klf1	chr2	178593304	178593314	+	0.000	0.000	Merged-chr2-178593347-6
NR68974--MA0741.1.KLF16	chrX	73214236	73214246	-	0.000	0.000	Merged-chrX-73214374-69
NR19120--MA0599.1.KLF5	chr13	113031864	113031873	-	0.000	0.000	Merged-chr13-113031920-44
NR50719--MA0741.1.KLF16	chr5	53267089	53267099	+	0.000	0.000	Merged-chr5-53267220-63
NR65734--MA0742.1.Klf12	chr9	20581436	20581450	-	0.000	0.000	Merged-chr9-20581482-47
NR66696--MA0599.1.KLF5	chr9	60995330	60995339	-	0.000	0.000	Merged-chr9-60995190-9
NR38068--MA0493.1.Klf1	chr2	113494448	113494458	+	0.000	0.000	Merged-chr2-113494702-50
NR40312--MA0742.1.Klf12	chr2	174415757	174415771	+	0.000	0.000	Merged-chr2-174415920-60
NR20747--MA0741.1.KLF16	chr14	52023249	52023259	+	0.000	0.000	Merged-chr14-52023136-61
NR10745--MA0741.1.KLF16	chr11	57644559	57644569	+	0.000	0.000	Merged-chr11-57644449-7
NR50426--MA0493.1.Klf1	chr5	41391284	41391294	-	0.000	0.000	Merged-chr5-41391222-1
NR46070--MA1107.1.KLF9	chr4	47011205	47011217	-	0.000	0.000	Merged-chr4-47011023-46
NR1592--MA0742.1.Klf12	chr1	75487814	75487828	-	0.000	0.000	Merged-chr1-75487610-71
NR9005--MA0599.1.KLF5	chr10	118141877	118141886	+	0.000	0.000	Merged-chr10-118141818-53
NR38994--MA1107.1.KLF9	chr2	136532278	136532290	+	0.000	0.000	Merged-chr2-136532321-48
NR67674--MA0599.1.KLF5	chr9	99469928	99469937	+	0.000	0.000	Merged-chr9-99469936-29
NR57252--MA0657.1.KLF13	chr6	131418415	131418432	-	0.000	0.000	Merged-chr6-131418349-1
NR26639--MA0740.1.KLF14	chr16	44687887	44687900	-	0.000	0.000	Merged-chr16-44688022-8
NR52726--MA1107.1.KLF9	chr5	123749539	123749551	-	0.000	0.000	Merged-chr5-123749470-86
NR56503--MA0039.3.KLF4	chr6	108571219	108571229	+	0.000	0.000	Merged-chr6-108571232-71
NR32073--MA0740.1.KLF14	chr18	35830178	35830191	+	0.000	0.000	Merged-chr18-35830192-19
NR14833--MA0741.1.KLF16	chr12	85430632	85430642	-	0.000	0.000	Merged-chr12-85430592-32
NR44759--MA1107.1.KLF9	chr3	154628568	154628580	+	0.000	0.000	Merged-chr3-154628476-23
NR5518--MA0493.1.Klf1	chr10	14326320	14326330	-	0.000	0.000	Merged-chr10-14326395-38
NR45755--MA0741.1.KLF16	chr4	41348055	41348065	+	0.000	0.000	Merged-chr4-41348000-22
NR29118--MA1107.1.KLF9	chr17	28575521	28575533	+	0.000	0.000	Merged-chr17-28575603-4
NR48146--MA0741.1.KLF16	chr4	130878627	130878637	-	0.000	0.000	Merged-chr4-130878715-26
NR69271--MA0741.1.KLF16	chrX	133689115	133689125	-	0.000	0.000	Merged-chrX-133688960-40
NR47930--MA1107.1.KLF9	chr4	126114260	126114272	+	0.000	0.000	Merged-chr4-126114161-6
NR20604--MA0741.1.KLF16	chr14	46884302	46884312	+	0.000	0.000	Merged-chr14-46884154-9
NR27758--MA0742.1.Klf12	chr16	90142707	90142721	-	0.000	0.000	Merged-chr16-90142663-21
NR11413--MA0599.1.KLF5	chr11	77508252	77508261	-	0.000	0.000	Merged-chr11-77508225-26
NR48251--MA0599.1.KLF5	chr4	133498542	133498551	+	0.000	0.000	Merged-chr4-133498477-33
NR57975--MA0599.1.KLF5	chr7	3693613	3693622	-	0.000	0.000	Merged-chr7-3693587-203
NR48012--MA0742.1.Klf12	chr4	128962502	128962516	+	0.000	0.000	Merged-chr4-128962566-44
NR69249--MA0493.1.Klf1	chrX	113298203	113298213	-	0.000	0.000	Merged-chrX-113298172-75
NR11619--MA0599.1.KLF5	chr11	82908313	82908322	+	0.000	0.000	Merged-chr11-82908298-45
NR11958--MA1107.1.KLF9	chr11	96667187	96667199	+	0.000	0.000	Merged-chr11-96667069-36
NR3369--MA1107.1.KLF9	chr1	149127679	149127691	-	0.000	0.000	Merged-chr1-149127777-1
NR11010--MA0740.1.KLF14	chr11	64978883	64978896	-	0.000	0.000	Merged-chr11-64979086-60
NR38641--MA0493.1.Klf1	chr2	128470708	128470718	-	0.000	0.000	Merged-chr2-128470524-44
NR44754--MA0039.3.KLF4	chr3	154628570	154628580	+	0.000	0.000	Merged-chr3-154628476-23
NR35175--MA0599.1.KLF5	chr2	6622319	6622328	-	0.000	0.000	Merged-chr2-6622331-33
NR52508--MA0741.1.KLF16	chr5	118661944	118661954	+	0.000	0.000	Merged-chr5-118661904-17
NR7417--MA0741.1.KLF16	chr10	79595203	79595213	+	0.000	0.000	Merged-chr10-79595394-20
NR15665--MA0599.1.KLF5	chr12	112860963	112860972	-	0.000	0.000	Merged-chr12-112860925-89
NR15450--MA0599.1.KLF5	chr12	107934371	107934380	+	0.000	0.000	Merged-chr12-107934428-1
NR58876--MA0741.1.KLF16	chr7	28452093	28452103	-	0.000	0.000	Merged-chr7-28452002-19
NR30948--MA0599.1.KLF5	chr17	84187478	84187487	+	0.000	0.000	Merged-chr17-84187372-1
NR61475--MA0741.1.KLF16	chr7	127244510	127244520	+	0.000	0.000	Merged-chr7-127244446-56
NR53292--MA1107.1.KLF9	chr5	135780568	135780580	-	0.000	0.000	Merged-chr5-135780527-18
NR55548--MA1107.1.KLF9	chr6	71831725	71831737	-	0.000	0.000	Merged-chr6-71831897-1
NR17071--MA0742.1.Klf12	chr13	54055571	54055585	+	0.000	0.000	Merged-chr13-54055644-29
NR47375--MA1107.1.KLF9	chr4	106842064	106842076	-	0.000	0.000	Merged-chr4-106841993-21
NR58742--MA0742.1.Klf12	chr7	25755282	25755296	+	0.000	0.000	Merged-chr7-25755433-131
NR2297--MA1107.1.KLF9	chr1	105663810	105663822	-	0.000	0.000	Merged-chr1-105663837-98
NR44450--MA1107.1.KLF9	chr3	148726897	148726909	+	0.000	0.000	Merged-chr3-148726865-16
NR68834--MA0039.3.KLF4	chrX	48439272	48439282	-	0.000	0.000	Merged-chrX-48439360-33
NR36831--MA0741.1.KLF16	chr2	59482659	59482669	+	0.000	0.000	Merged-chr2-59482840-22
NR661--MA0599.1.KLF5	chr1	34831629	34831638	-	0.000	0.000	Merged-chr1-34831505-37
NR27650--MA1107.1.KLF9	chr16	87746842	87746854	-	0.000	0.000	Merged-chr16-87746947-32
NR14593--MA0599.1.KLF5	chr12	76710144	76710153	-	0.000	0.000	Merged-chr12-76710295-113
NR62696--MA0741.1.KLF16	chr8	31187569	31187579	-	0.000	0.000	Merged-chr8-31187403-16
NR60800--MA0039.3.KLF4	chr7	101933832	101933842	+	0.000	0.000	Merged-chr7-101933899-55
NR39790--MA0740.1.KLF14	chr2	163750236	163750249	+	0.000	0.000	Merged-chr2-163750187-67
NR11089--MA0741.1.KLF16	chr11	69095010	69095020	-	0.000	0.000	Merged-chr11-69095094-65
NR42487--MA0741.1.KLF16	chr3	88772639	88772649	+	0.000	0.000	Merged-chr3-88772617-19
NR52096--MA0599.1.KLF5	chr5	110595576	110595585	+	0.000	0.000	Merged-chr5-110595397-93
NR7571--MA0740.1.KLF14	chr10	80590385	80590398	-	0.000	0.000	Merged-chr10-80590311-63
NR13023--MA1107.1.KLF9	chr11	120628125	120628137	+	0.000	0.000	Merged-chr11-120628073-36
NR34707--MA0493.1.Klf1	chr19	46003463	46003473	-	0.000	0.000	Merged-chr19-46003515-58
NR21433--MA0742.1.Klf12	chr14	75754080	75754094	+	0.000	0.000	Merged-chr14-75754322-81
NR22993--MA0741.1.KLF16	chr15	27578022	27578032	+	0.000	0.000	Merged-chr15-27578127-37
NR29481--MA0742.1.Klf12	chr17	35910309	35910323	+	0.000	0.000	Merged-chr17-35910117-56
NR36801--MA1107.1.KLF9	chr2	57253110	57253122	-	0.000	0.000	Merged-chr2-57253205-15
NR50880--MA0742.1.Klf12	chr5	64519009	64519023	+	0.000	0.000	Merged-chr5-64519093-9
NR53373--MA0740.1.KLF14	chr5	137333848	137333861	-	0.000	0.000	Merged-chr5-137333736-63
NR66356--MA0599.1.KLF5	chr9	44717177	44717186	-	0.000	0.000	Merged-chr9-44717151-19
NR48005--MA0599.1.KLF5	chr4	128962435	128962444	+	0.000	0.000	Merged-chr4-128962566-44
NR40673--MA0742.1.Klf12	chr3	10439627	10439641	-	0.000	0.000	Merged-chr3-10439565-1
NR28834--MA1107.1.KLF9	chr17	23924759	23924771	-	0.000	0.000	Merged-chr17-23924911-57
NR46970--MA1107.1.KLF9	chr4	86721832	86721844	+	0.000	0.000	Merged-chr4-86721990-52
NR52744--MA1107.1.KLF9	chr5	123915084	123915096	-	0.000	0.000	Merged-chr5-123915037-44
NR64081--MA1107.1.KLF9	chr8	83742500	83742512	-	0.000	0.000	Merged-chr8-83742460-39
NR62869--MA0493.1.Klf1	chr8	36223295	36223305	+	0.000	0.000	Merged-chr8-36223290-29
NR37103--MA1107.1.KLF9	chr2	69713289	69713301	+	0.000	0.000	Merged-chr2-69713363-57
NR4593--MA0741.1.KLF16	chr1	180548107	180548117	-	0.000	0.000	Merged-chr1-180548194-33
NR31751--MA0657.1.KLF13	chr18	23987153	23987170	-	0.000	0.000	Merged-chr18-23987124-40
NR26210--MA0741.1.KLF16	chr16	23264299	23264309	+	0.000	0.000	Merged-chr16-23264212-1
NR53741--MA0599.1.KLF5	chr5	144222915	144222924	-	0.000	0.000	Merged-chr5-144222782-16
NR34385--MA0740.1.KLF14	chr19	34475187	34475200	+	0.000	0.000	Merged-chr19-34475070-71
NR4244--MA1107.1.KLF9	chr1	172455581	172455593	-	0.000	0.000	Merged-chr1-172455714-32
NR7526--MA0741.1.KLF16	chr10	80387795	80387805	+	0.000	0.000	Merged-chr10-80387709-52
NR24713--MA0599.1.KLF5	chr15	85042838	85042847	+	0.000	0.000	Merged-chr15-85042702-72
NR47272--MA1107.1.KLF9	chr4	101419613	101419625	-	0.000	0.000	Merged-chr4-101419713-70
NR43770--MA0741.1.KLF16	chr3	131272088	131272098	-	0.000	0.000	Merged-chr3-131271947-79
NR44204--MA1107.1.KLF9	chr3	143493078	143493090	+	0.000	0.000	Merged-chr3-143493127-1
NR930--MA0741.1.KLF16	chr1	44101589	44101599	+	0.000	0.000	Merged-chr1-44101717-6
NR2727--MA1107.1.KLF9	chr1	127796437	127796449	-	0.000	0.000	Merged-chr1-127796546-56
NR66641--MA0741.1.KLF16	chr9	57836919	57836929	-	0.000	0.000	Merged-chr9-57836875-58
NR22916--MA0741.1.KLF16	chr15	25269717	25269727	-	0.000	0.000	Merged-chr15-25269773-79
NR8952--MA0741.1.KLF16	chr10	117651288	117651298	-	0.000	0.000	Merged-chr10-117651194-26
NR45079--MA1107.1.KLF9	chr4	9669124	9669136	+	0.000	0.000	Merged-chr4-9669090-69
NR3048--MA0599.1.KLF5	chr1	136707603	136707612	-	0.000	0.000	Merged-chr1-136707647-26
NR63552--MA0599.1.KLF5	chr8	69193464	69193473	-	0.000	0.000	Merged-chr8-69193410-32
NR63891--MA1107.1.KLF9	chr8	75071867	75071879	+	0.000	0.000	Merged-chr8-75071889-52
NR45540--MA1107.1.KLF9	chr4	32388022	32388034	+	0.000	0.000	Merged-chr4-32387941-10
NR23856--MA0599.1.KLF5	chr15	62092097	62092106	-	0.000	0.000	Merged-chr15-62091960-25
NR7164--MA0039.3.KLF4	chr10	71239715	71239725	+	0.000	0.000	Merged-chr10-71239715-44
NR18473--MA0493.1.Klf1	chr13	97235267	97235277	+	0.000	0.000	Merged-chr13-97235164-28
NR31012--MA0741.1.KLF16	chr17	87025467	87025477	+	0.000	0.000	Merged-chr17-87025374-72
NR44276--MA0741.1.KLF16	chr3	144412967	144412977	+	0.000	0.000	Merged-chr3-144412864-41
NR38166--MA0742.1.Klf12	chr2	117089666	117089680	-	0.000	0.000	Merged-chr2-117089625-28
NR25568--MA0742.1.Klf12	chr16	5352481	5352495	-	0.000	0.000	Merged-chr16-5352310-61
NR67147--MA0741.1.KLF16	chr9	78489204	78489214	+	0.000	0.000	Merged-chr9-78489122-54
NR16460--MA0741.1.KLF16	chr13	24416091	24416101	+	0.000	0.000	Merged-chr13-24416141-118
NR9458--MA0741.1.KLF16	chr10	127621161	127621171	-	0.000	0.000	Merged-chr10-127621046-1
NR62765--MA0039.3.KLF4	chr8	34397967	34397977	-	0.000	0.000	Merged-chr8-34397971-66
NR39180--MA0657.1.KLF13	chr2	146606364	146606381	-	0.000	0.000	Merged-chr2-146606447-27
NR59357--MA0742.1.Klf12	chr7	44305093	44305107	-	0.000	0.000	Merged-chr7-44305170-86
NR43132--MA1107.1.KLF9	chr3	106484091	106484103	-	0.000	0.000	Merged-chr3-106483877-61
NR34505--MA1107.1.KLF9	chr19	38395879	38395891	-	0.000	0.000	Merged-chr19-38396042-54
NR57011--MA0742.1.Klf12	chr6	125215530	125215544	-	0.000	0.000	Merged-chr6-125215615-63
NR1101--MA0599.1.KLF5	chr1	55131193	55131202	+	0.000	0.000	Merged-chr1-55131349-89
