#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR1000--MA0002.2.RUNX1	chr10	21908844	21908854	-	0.000	0.000	Merged-chr10-21908729-44
NR1937--MA0002.2.RUNX1	chr11	86573727	86573737	-	0.000	0.000	Merged-chr11-86573865-29
NR4328--MA0002.2.RUNX1	chr16	23144576	23144586	+	0.000	0.000	Merged-chr16-23144552-50
NR5902--MA0684.1.RUNX3	chr19	58238494	58238503	-	0.000	0.000	Merged-chr19-58238492-37
NR4884--MA0511.2.RUNX2	chr17	27323200	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR666--MA0684.1.RUNX3	chr1	164960258	164960267	-	0.000	0.000	Merged-chr1-164960365-86
NR2919--MA0002.2.RUNX1	chr13	32833463	32833473	+	0.000	0.000	Merged-chr13-32833384-31
NR6071--MA0684.1.RUNX3	chr2	34798917	34798926	+	0.000	0.000	Merged-chr2-34798985-4
NR789--MA0002.2.RUNX1	chr1	182101702	182101712	+	0.000	0.000	Merged-chr1-182101708-11
NR4662--MA0684.1.RUNX3	chr16	91781029	91781038	+	0.000	0.000	Merged-chr16-91781071-63
NR4728--MA0684.1.RUNX3	chr16	95994742	95994751	-	0.000	0.000	Merged-chr16-95994791-31
NR4470--MA0511.2.RUNX2	chr16	49951991	49951999	+	0.000	0.000	Merged-chr16-49952137-20
NR8002--MA0002.2.RUNX1	chr4	154246713	154246723	-	0.000	0.000	Merged-chr4-154246608-23
NR3931--MA0002.2.RUNX1	chr15	55357686	55357696	+	0.000	0.000	Merged-chr15-55357647-17
NR8939--MA0002.2.RUNX1	chr6	67424949	67424959	-	0.000	0.000	Merged-chr6-67425044-5
NR3726--MA0002.2.RUNX1	chr14	118658446	118658456	-	0.000	0.000	Merged-chr14-118658326-68
NR2092--MA0684.1.RUNX3	chr11	106752335	106752344	+	0.000	0.000	Merged-chr11-106752328-41
NR331--MA0511.2.RUNX2	chr1	86440719	86440727	+	0.000	0.000	Merged-chr1-86440751-39
NR4437--MA0002.2.RUNX1	chr16	44210833	44210843	+	0.000	0.000	Merged-chr16-44210859-20
NR11234--MA0002.2.RUNX1	chr9	116212983	116212993	+	0.000	0.000	Merged-chr9-116212805-5
NR8254--MA0002.2.RUNX1	chr5	72941142	72941152	+	0.000	0.000	Merged-chr5-72941102-35
NR10208--MA0684.1.RUNX3	chr8	25274713	25274722	-	0.000	0.000	Merged-chr8-25274715-82
NR3312--MA0002.2.RUNX1	chr13	113870521	113870531	+	0.000	0.000	Merged-chr13-113870669-48
NR8049--MA0002.2.RUNX1	chr5	8075408	8075418	-	0.000	0.000	Merged-chr5-8075370-38
NR1903--MA0002.2.RUNX1	chr11	82205990	82206000	-	0.000	0.000	Merged-chr11-82205985-28
NR9680--MA0002.2.RUNX1	chr7	75596252	75596262	+	0.000	0.000	Merged-chr7-75596193-49
NR11442--MA0511.2.RUNX2	chrX	98265962	98265970	-	0.000	0.000	Merged-chrX-98266025-47
NR7036--MA0511.2.RUNX2	chr3	108061524	108061532	+	0.000	0.000	Merged-chr3-108061628-33
NR7800--MA0684.1.RUNX3	chr4	124695932	124695941	-	0.000	0.000	Merged-chr4-124696004-25
NR11409--MA0002.2.RUNX1	chrX	59593604	59593614	-	0.000	0.000	Merged-chrX-59593697-6
NR5972--MA0002.2.RUNX1	chr2	14712031	14712041	+	0.000	0.000	Merged-chr2-14711970-14
NR679--MA0684.1.RUNX3	chr1	165985849	165985858	+	0.000	0.000	Merged-chr1-165985990-54
NR3421--MA0002.2.RUNX1	chr14	47740831	47740841	-	0.000	0.000	Merged-chr14-47740703-52
NR4798--MA0002.2.RUNX1	chr17	12208390	12208400	-	0.000	0.000	Merged-chr17-12208322-6
NR8492--MA0684.1.RUNX3	chr5	117938522	117938531	-	0.000	0.000	Merged-chr5-117938550-41
NR265--MA0684.1.RUNX3	chr1	74390212	74390221	-	0.000	0.000	Merged-chr1-74390334-35
NR536--MA0684.1.RUNX3	chr1	143324737	143324746	-	0.000	0.000	Merged-chr1-143324784-2
NR1870--MA0684.1.RUNX3	chr11	77468094	77468103	+	0.000	0.000	Merged-chr11-77467994-17
NR6212--MA0684.1.RUNX3	chr2	76567405	76567414	+	0.000	0.000	Merged-chr2-76567320-34
NR8015--MA0002.2.RUNX1	chr4	156013893	156013903	-	0.000	0.000	Merged-chr4-156013915-55
NR6335--MA0002.2.RUNX1	chr2	114873176	114873186	-	0.000	0.000	Merged-chr2-114873203-5
NR1122--MA0002.2.RUNX1	chr10	59699107	59699117	+	0.000	0.000	Merged-chr10-59699152-7
NR4327--MA0684.1.RUNX3	chr16	23144425	23144434	-	0.000	0.000	Merged-chr16-23144552-50
NR6606--MA0002.2.RUNX1	chr2	164041119	164041129	-	0.000	0.000	Merged-chr2-164041176-18
NR9712--MA0002.2.RUNX1	chr7	80782331	80782341	+	0.000	0.000	Merged-chr7-80782374-50
NR8637--MA0511.2.RUNX2	chr5	143038780	143038788	-	0.000	0.000	Merged-chr5-143038769-30
NR6020--MA0511.2.RUNX2	chr2	25913387	25913395	-	0.000	0.000	Merged-chr2-25913406-29
NR2455--MA0511.2.RUNX2	chr12	80069271	80069279	-	0.000	0.000	Merged-chr12-80069261-23
NR8809--MA0002.2.RUNX1	chr6	38581834	38581844	+	0.000	0.000	Merged-chr6-38581914-20
NR1374--MA0002.2.RUNX1	chr10	99393355	99393365	-	0.000	0.000	Merged-chr10-99393384-65
NR201--MA0511.2.RUNX2	chr1	60781769	60781777	+	0.000	0.000	Merged-chr1-60781843-37
NR2233--MA0684.1.RUNX3	chr11	119671241	119671250	-	0.000	0.000	Merged-chr11-119671227-50
NR9693--MA0002.2.RUNX1	chr7	78910715	78910725	-	0.000	0.000	Merged-chr7-78910749-2
NR2627--MA0002.2.RUNX1	chr12	105971344	105971354	+	0.000	0.000	Merged-chr12-105971370-23
NR645--MA0684.1.RUNX3	chr1	163374769	163374778	-	0.000	0.000	Merged-chr1-163374764-34
NR6050--MA0684.1.RUNX3	chr2	31119118	31119127	-	0.000	0.000	Merged-chr2-31119071-33
NR10850--MA0002.2.RUNX1	chr9	59959388	59959398	+	0.000	0.000	Merged-chr9-59959525-42
NR4436--MA0684.1.RUNX3	chr16	44210794	44210803	-	0.000	0.000	Merged-chr16-44210859-20
NR1897--MA0002.2.RUNX1	chr11	80785971	80785981	-	0.000	0.000	Merged-chr11-80785938-31
NR7870--MA0002.2.RUNX1	chr4	135077329	135077339	-	0.000	0.000	Merged-chr4-135077339-17
NR897--MA0684.1.RUNX3	chr1	193556793	193556802	+	0.000	0.000	Merged-chr1-193556979-11
NR2008--MA0002.2.RUNX1	chr11	99147983	99147993	-	0.000	0.000	Merged-chr11-99147890-14
NR6097--MA0684.1.RUNX3	chr2	46372995	46373004	+	0.000	0.000	Merged-chr2-46373080-32
NR1631--MA0684.1.RUNX3	chr11	30166353	30166362	+	0.000	0.000	Merged-chr11-30166468-16
NR8647--MA0002.2.RUNX1	chr5	143485131	143485141	+	0.000	0.000	Merged-chr5-143485209-17
NR6639--MA0684.1.RUNX3	chr2	166666358	166666367	+	0.000	0.000	Merged-chr2-166666429-9
NR3705--MA0002.2.RUNX1	chr14	105480283	105480293	+	0.000	0.000	Merged-chr14-105480266-22
NR1754--MA0002.2.RUNX1	chr11	57911870	57911880	+	0.000	0.000	Merged-chr11-57911963-18
NR8332--MA0511.2.RUNX2	chr5	97983546	97983554	-	0.000	0.000	Merged-chr5-97983447-49
NR4145--MA0002.2.RUNX1	chr15	93913639	93913649	-	0.000	0.000	Merged-chr15-93913565-49
NR8603--MA0511.2.RUNX2	chr5	139167128	139167136	-	0.000	0.000	Merged-chr5-139167149-61
NR2137--MA0684.1.RUNX3	chr11	109738372	109738381	-	0.000	0.000	Merged-chr11-109738359-7
NR4416--MA0002.2.RUNX1	chr16	37094321	37094331	+	0.000	0.000	Merged-chr16-37094405-73
NR7522--MA0002.2.RUNX1	chr4	48437044	48437054	-	0.000	0.000	Merged-chr4-48436967-9
NR9109--MA0511.2.RUNX2	chr6	114660168	114660176	-	0.000	0.000	Merged-chr6-114660280-61
NR3891--MA0002.2.RUNX1	chr15	41774616	41774626	+	0.000	0.000	Merged-chr15-41774592-35
NR10902--MA0684.1.RUNX3	chr9	66280658	66280667	+	0.000	0.000	Merged-chr9-66280621-39
NR6077--MA0002.2.RUNX1	chr2	35412450	35412460	-	0.000	0.000	Merged-chr2-35412302-68
NR11071--MA0684.1.RUNX3	chr9	90259714	90259723	+	0.000	0.000	Merged-chr9-90259820-55
NR1611--MA0002.2.RUNX1	chr11	20133216	20133226	-	0.000	0.000	Merged-chr11-20133191-35
NR628--MA0511.2.RUNX2	chr1	161396534	161396542	-	0.000	0.000	Merged-chr1-161396646-31
NR4939--MA0002.2.RUNX1	chr17	34681232	34681242	+	0.000	0.000	Merged-chr17-34681233-16
NR3814--MA0002.2.RUNX1	chr15	12030408	12030418	-	0.000	0.000	Merged-chr15-12030440-19
NR4797--MA0684.1.RUNX3	chr17	12165580	12165589	+	0.000	0.000	Merged-chr17-12165459-54
NR2180--MA0684.1.RUNX3	chr11	115133957	115133966	-	0.000	0.000	Merged-chr11-115134079-10
NR4254--MA0002.2.RUNX1	chr16	10852376	10852386	-	0.000	0.000	Merged-chr16-10852353-5
NR5680--MA0002.2.RUNX1	chr19	14588394	14588404	-	0.000	0.000	Merged-chr19-14588447-32
NR5746--MA0002.2.RUNX1	chr19	29659958	29659968	+	0.000	0.000	Merged-chr19-29659961-30
NR1992--MA0684.1.RUNX3	chr11	97728537	97728546	+	0.000	0.000	Merged-chr11-97728662-57
NR6605--MA0684.1.RUNX3	chr2	163431133	163431142	+	0.000	0.000	Merged-chr2-163431267-6
NR4383--MA0684.1.RUNX3	chr16	31210109	31210118	-	0.000	0.000	Merged-chr16-31210060-37
NR6186--MA0002.2.RUNX1	chr2	72183927	72183937	+	0.000	0.000	Merged-chr2-72183936-23
NR1720--MA0002.2.RUNX1	chr11	53097005	53097015	-	0.000	0.000	Merged-chr11-53097142-34
NR1515--MA0002.2.RUNX1	chr10	127107654	127107664	-	0.000	0.000	Merged-chr10-127107710-55
NR2103--MA0684.1.RUNX3	chr11	107668372	107668381	-	0.000	0.000	Merged-chr11-107668374-46
NR3751--MA0511.2.RUNX2	chr14	121846234	121846242	-	0.000	0.000	Merged-chr14-121846246-16
NR11098--MA0002.2.RUNX1	chr9	95832921	95832931	+	0.000	0.000	Merged-chr9-95832946-23
NR4191--MA0511.2.RUNX2	chr15	99365118	99365126	-	0.000	0.000	Merged-chr15-99365057-34
NR2848--MA0511.2.RUNX2	chr13	20306319	20306327	-	0.000	0.000	Merged-chr13-20306536-31
NR1915--MA0684.1.RUNX3	chr11	83569518	83569527	-	0.000	0.000	Merged-chr11-83569435-5
NR1972--MA0002.2.RUNX1	chr11	94486209	94486219	+	0.000	0.000	Merged-chr11-94486126-19
NR9963--MA0684.1.RUNX3	chr7	125635628	125635637	-	0.000	0.000	Merged-chr7-125635870-68
NR6936--MA0511.2.RUNX2	chr3	90255113	90255121	-	0.000	0.000	Merged-chr3-90255024-8
NR2229--MA0511.2.RUNX2	chr11	119476192	119476200	-	0.000	0.000	Merged-chr11-119476184-7
NR1624--MA0002.2.RUNX1	chr11	23846633	23846643	-	0.000	0.000	Merged-chr11-23846539-65
NR9672--MA0002.2.RUNX1	chr7	74599961	74599971	+	0.000	0.000	Merged-chr7-74599992-6
NR5984--MA0684.1.RUNX3	chr2	16568288	16568297	-	0.000	0.000	Merged-chr2-16568402-24
NR11478--MA0002.2.RUNX1	chrX	142380056	142380066	-	0.000	0.000	Merged-chrX-142380077-38
NR7121--MA0002.2.RUNX1	chr3	122309164	122309174	-	0.000	0.000	Merged-chr3-122309117-4
NR5441--MA0002.2.RUNX1	chr18	65819123	65819133	+	0.000	0.000	Merged-chr18-65819211-50
NR11163--MA0511.2.RUNX2	chr9	108083386	108083394	-	0.000	0.000	Merged-chr9-108083224-47
NR3761--MA0002.2.RUNX1	chr14	122191106	122191116	-	0.000	0.000	Merged-chr14-122191173-22
NR1876--MA0002.2.RUNX1	chr11	78772108	78772118	+	0.000	0.000	Merged-chr11-78772044-31
NR227--MA0511.2.RUNX2	chr1	64549481	64549489	-	0.000	0.000	Merged-chr1-64549530-8
NR11064--MA0002.2.RUNX1	chr9	89793292	89793302	-	0.000	0.000	Merged-chr9-89793274-43
NR7915--MA0002.2.RUNX1	chr4	145045906	145045916	-	0.000	0.000	Merged-chr4-145045932-55
NR128--MA0002.2.RUNX1	chr1	43899207	43899217	-	0.000	0.000	Merged-chr1-43899142-19
NR2338--MA0511.2.RUNX2	chr12	32895347	32895355	-	0.000	0.000	Merged-chr12-32895351-16
NR2609--MA0511.2.RUNX2	chr12	104235933	104235941	-	0.000	0.000	Merged-chr12-104236095-61
NR1462--MA0002.2.RUNX1	chr10	119382449	119382459	+	0.000	0.000	Merged-chr10-119382475-33
NR5920--MA0511.2.RUNX2	chr19	60681736	60681744	+	0.000	0.000	Merged-chr19-60681647-27
NR9781--MA0002.2.RUNX1	chr7	99428988	99428998	+	0.000	0.000	Merged-chr7-99429027-29
NR4124--MA0002.2.RUNX1	chr15	92231532	92231542	+	0.000	0.000	Merged-chr15-92231581-21
NR7230--MA0002.2.RUNX1	chr3	138275270	138275280	+	0.000	0.000	Merged-chr3-138275247-64
NR7501--MA0002.2.RUNX1	chr4	46152065	46152075	-	0.000	0.000	Merged-chr4-46152127-36
NR3870--MA0002.2.RUNX1	chr15	36562960	36562970	-	0.000	0.000	Merged-chr15-36562926-39
NR8007--MA0002.2.RUNX1	chr4	154936711	154936721	-	0.000	0.000	Merged-chr4-154936813-27
NR11050--MA0684.1.RUNX3	chr9	86624320	86624329	-	0.000	0.000	Merged-chr9-86624608-86
NR7630--MA0684.1.RUNX3	chr4	88088936	88088945	-	0.000	0.000	Merged-chr4-88088936-18
NR4376--MA0002.2.RUNX1	chr16	31149068	31149078	-	0.000	0.000	Merged-chr16-31149070-8
NR9433--MA0002.2.RUNX1	chr6	148961433	148961443	+	0.000	0.000	Merged-chr6-148961537-19
NR11239--MA0002.2.RUNX1	chr9	116264060	116264070	+	0.000	0.000	Merged-chr9-116263985-48
NR8407--MA0684.1.RUNX3	chr5	107759336	107759345	+	0.000	0.000	Merged-chr5-107759301-16
NR3651--MA0684.1.RUNX3	chr14	78474145	78474154	+	0.000	0.000	Merged-chr14-78474159-29
NR2033--MA0511.2.RUNX2	chr11	102209021	102209029	-	0.000	0.000	Merged-chr11-102208952-14
NR6436--MA0002.2.RUNX1	chr2	130555043	130555053	+	0.000	0.000	Merged-chr2-130555023-33
NR174--MA0511.2.RUNX2	chr1	54871549	54871557	+	0.000	0.000	Merged-chr1-54871447-51
NR8196--MA0511.2.RUNX2	chr5	62772103	62772111	+	0.000	0.000	Merged-chr5-62772215-28
NR11077--MA0002.2.RUNX1	chr9	92274608	92274618	+	0.000	0.000	Merged-chr9-92274591-56
NR10971--MA0684.1.RUNX3	chr9	75547007	75547016	+	0.000	0.000	Merged-chr9-75547182-41
NR4014--MA0684.1.RUNX3	chr15	73318741	73318750	+	0.000	0.000	Merged-chr15-73318798-19
NR8324--MA0511.2.RUNX2	chr5	97632947	97632955	-	0.000	0.000	Merged-chr5-97632924-44
NR5711--MA0684.1.RUNX3	chr19	21771765	21771774	+	0.000	0.000	Merged-chr19-21771815-24
NR11205--MA0002.2.RUNX1	chr9	114613237	114613247	-	0.000	0.000	Merged-chr9-114613191-38
NR6915--MA0511.2.RUNX2	chr3	88491310	88491318	-	0.000	0.000	Merged-chr3-88491281-8
NR7514--MA0002.2.RUNX1	chr4	48075009	48075019	+	0.000	0.000	Merged-chr4-48075082-48
NR5292--MA0002.2.RUNX1	chr18	34856379	34856389	-	0.000	0.000	Merged-chr18-34856324-36
NR8102--MA0684.1.RUNX3	chr5	22740148	22740157	+	0.000	0.000	Merged-chr5-22740212-9
NR11490--MA0511.2.RUNX2	chrX	153139983	153139991	-	0.000	0.000	Merged-chrX-153140079-69
NR6422--MA0684.1.RUNX3	chr2	129180168	129180177	-	0.000	0.000	Merged-chr2-129180074-1
NR11285--MA0511.2.RUNX2	chr9	119823983	119823991	+	0.000	0.000	Merged-chr9-119823942-29
NR3949--MA0002.2.RUNX1	chr15	60132879	60132889	+	0.000	0.000	Merged-chr15-60132913-50
NR8149--MA0684.1.RUNX3	chr5	36722554	36722563	-	0.000	0.000	Merged-chr5-36722614-37
NR1732--MA0684.1.RUNX3	chr11	54188040	54188049	-	0.000	0.000	Merged-chr11-54188081-11
NR6469--MA0684.1.RUNX3	chr2	140066580	140066589	+	0.000	0.000	Merged-chr2-140066734-59
NR7722--MA0511.2.RUNX2	chr4	108987531	108987539	-	0.000	0.000	Merged-chr4-108987548-41
NR1584--MA0002.2.RUNX1	chr11	10276427	10276437	+	0.000	0.000	Merged-chr11-10276392-45
NR2172--MA0684.1.RUNX3	chr11	114150910	114150919	+	0.000	0.000	Merged-chr11-114150915-1
NR10603--MA0002.2.RUNX1	chr8	124943163	124943173	-	0.000	0.000	Merged-chr8-124943132-9
NR11109--MA0002.2.RUNX1	chr9	96583331	96583341	+	0.000	0.000	Merged-chr9-96583315-51
NR5943--MA0002.2.RUNX1	chr2	9683915	9683925	-	0.000	0.000	Merged-chr2-9684074-22
NR5738--MA0002.2.RUNX1	chr19	29325280	29325290	-	0.000	0.000	Merged-chr19-29325284-39
NR1984--MA0684.1.RUNX3	chr11	96925060	96925069	+	0.000	0.000	Merged-chr11-96925082-7
NR3787--MA0002.2.RUNX1	chr15	5108552	5108562	+	0.000	0.000	Merged-chr15-5108448-64
NR6449--MA0002.2.RUNX1	chr2	132643377	132643387	+	0.000	0.000	Merged-chr2-132643452-47
NR9555--MA0002.2.RUNX1	chr7	45338235	45338245	-	0.000	0.000	Merged-chr7-45338434-19
NR11295--MA0002.2.RUNX1	chr9	119963508	119963518	-	0.000	0.000	Merged-chr9-119963439-34
NR1792--MA0511.2.RUNX2	chr11	64116920	64116928	-	0.000	0.000	Merged-chr11-64116814-48
NR10811--MA0511.2.RUNX2	chr9	52075581	52075589	-	0.000	0.000	Merged-chr9-52075566-6
NR4183--MA0511.2.RUNX2	chr15	99065734	99065742	-	0.000	0.000	Merged-chr15-99065640-20
NR4454--MA0511.2.RUNX2	chr16	45222996	45223004	-	0.000	0.000	Merged-chr16-45223020-10
NR5800--MA0002.2.RUNX1	chr19	37419711	37419721	+	0.000	0.000	Merged-chr19-37419795-20
NR4725--MA0511.2.RUNX2	chr16	95985000	95985008	-	0.000	0.000	Merged-chr16-95985074-35
NR4232--MA0684.1.RUNX3	chr16	3776569	3776578	+	0.000	0.000	Merged-chr16-3776489-17
NR10712--MA0002.2.RUNX1	chr9	21411818	21411828	+	0.000	0.000	Merged-chr9-21411941-54
NR6306--MA0002.2.RUNX1	chr2	104561596	104561606	+	0.000	0.000	Merged-chr2-104561694-40
NR7732--MA0002.2.RUNX1	chr4	111455963	111455973	+	0.000	0.000	Merged-chr4-111456023-24
NR3230--MA0002.2.RUNX1	chr13	102645049	102645059	+	0.000	0.000	Merged-chr13-102645059-45
NR10693--MA0002.2.RUNX1	chr9	14568450	14568460	-	0.000	0.000	Merged-chr9-14568666-36
NR8509--MA0002.2.RUNX1	chr5	121503070	121503080	+	0.000	0.000	Merged-chr5-121503139-12
NR7590--MA0684.1.RUNX3	chr4	63860116	63860125	-	0.000	0.000	Merged-chr4-63860082-78
NR5803--MA0511.2.RUNX2	chr19	40267494	40267502	+	0.000	0.000	Merged-chr19-40267576-38
NR11076--MA0684.1.RUNX3	chr9	92217819	92217828	-	0.000	0.000	Merged-chr9-92217904-40
NR3581--MA0511.2.RUNX2	chr14	69979175	69979183	-	0.000	0.000	Merged-chr14-69979172-46
NR6243--MA0511.2.RUNX2	chr2	84779437	84779445	+	0.000	0.000	Merged-chr2-84779489-49
NR10920--MA0511.2.RUNX2	chr9	69174355	69174363	-	0.000	0.000	Merged-chr9-69174203-32
NR11199--MA0002.2.RUNX1	chr9	114446427	114446437	+	0.000	0.000	Merged-chr9-114446417-16
NR3901--MA0684.1.RUNX3	chr15	44229501	44229510	+	0.000	0.000	Merged-chr15-44229418-16
NR5704--MA0002.2.RUNX1	chr19	21510324	21510334	+	0.000	0.000	Merged-chr19-21510334-13
NR3753--MA0002.2.RUNX1	chr14	121961887	121961897	+	0.000	0.000	Merged-chr14-121961744-29
NR2678--MA0511.2.RUNX2	chr12	111599112	111599120	-	0.000	0.000	Merged-chr12-111599080-10
NR6144--MA0002.2.RUNX1	chr2	60080116	60080126	-	0.000	0.000	Merged-chr2-60080152-7
NR10821--MA0002.2.RUNX1	chr9	54612825	54612835	+	0.000	0.000	Merged-chr9-54612864-43
NR3819--MA0002.2.RUNX1	chr15	12606557	12606567	-	0.000	0.000	Merged-chr15-12606518-21
NR11204--MA0684.1.RUNX3	chr9	114462786	114462795	-	0.000	0.000	Merged-chr9-114462838-21
NR7570--MA0002.2.RUNX1	chr4	59790005	59790015	+	0.000	0.000	Merged-chr4-59790006-29
NR7841--MA0002.2.RUNX1	chr4	132976043	132976053	+	0.000	0.000	Merged-chr4-132976017-12
NR7636--MA0002.2.RUNX1	chr4	89006906	89006916	+	0.000	0.000	Merged-chr4-89006979-10
NR8224--MA0684.1.RUNX3	chr5	65929286	65929295	-	0.000	0.000	Merged-chr5-65929353-41
NR5956--MA0002.2.RUNX1	chr2	11623258	11623268	-	0.000	0.000	Merged-chr2-11623326-4
NR11012--MA0511.2.RUNX2	chr9	83564266	83564274	-	0.000	0.000	Merged-chr9-83564254-44
NR7970--MA0684.1.RUNX3	chr4	150117478	150117487	-	0.000	0.000	Merged-chr4-150117497-12
NR11456--MA0684.1.RUNX3	chrX	105019420	105019429	-	0.000	0.000	Merged-chrX-105019418-2
NR8698--MA0511.2.RUNX2	chr5	149641833	149641841	-	0.000	0.000	Merged-chr5-149641711-30
NR7888--MA0002.2.RUNX1	chr4	136570187	136570197	+	0.000	0.000	Merged-chr4-136570246-39
NR6418--MA0511.2.RUNX2	chr2	129178786	129178794	+	0.000	0.000	Merged-chr2-129178755-1
NR5542--MA0002.2.RUNX1	chr18	81572268	81572278	-	0.000	0.000	Merged-chr18-81572136-24
NR3805--MA0684.1.RUNX3	chr15	8157131	8157140	+	0.000	0.000	Merged-chr15-8157171-7
NR2787--MA0511.2.RUNX2	chr12	118439165	118439173	+	0.000	0.000	Merged-chr12-118439012-3
NR1854--MA0684.1.RUNX3	chr11	75878726	75878735	+	0.000	0.000	Merged-chr11-75878686-10
NR3386--MA0002.2.RUNX1	chr14	27376280	27376290	-	0.000	0.000	Merged-chr14-27376322-41
NR9901--MA0002.2.RUNX1	chr7	117376066	117376076	-	0.000	0.000	Merged-chr7-117376059-38
NR328--MA0511.2.RUNX2	chr1	86048380	86048388	-	0.000	0.000	Merged-chr1-86048437-13
NR7950--MA0002.2.RUNX1	chr4	147579633	147579643	+	0.000	0.000	Merged-chr4-147579504-4
NR5942--MA0684.1.RUNX3	chr2	9607878	9607887	+	0.000	0.000	Merged-chr2-9607843-12
NR3991--MA0684.1.RUNX3	chr15	66815649	66815658	-	0.000	0.000	Merged-chr15-66815683-20
NR8333--MA0684.1.RUNX3	chr5	97983545	97983554	-	0.000	0.000	Merged-chr5-97983447-49
NR6382--MA0684.1.RUNX3	chr2	124732845	124732854	+	0.000	0.000	Merged-chr2-124732800-44
NR3243--MA0002.2.RUNX1	chr13	108303436	108303446	+	0.000	0.000	Merged-chr13-108303499-73
NR3514--MA0002.2.RUNX1	chr14	64212999	64213009	-	0.000	0.000	Merged-chr14-64212873-33
NR4768--MA0684.1.RUNX3	chr17	6154601	6154610	-	0.000	0.000	Merged-chr17-6154576-19
NR9882--MA0002.2.RUNX1	chr7	114671162	114671172	-	0.000	0.000	Merged-chr7-114671342-44
NR9011--MA0002.2.RUNX1	chr6	86754842	86754852	-	0.000	0.000	Merged-chr6-86754818-10
NR4940--MA0002.2.RUNX1	chr17	34681239	34681249	+	0.000	0.000	Merged-chr17-34681233-16
NR7060--MA0002.2.RUNX1	chr3	109165408	109165418	-	0.000	0.000	Merged-chr3-109165436-34
NR5651--MA0002.2.RUNX1	chr19	10760411	10760421	+	0.000	0.000	Merged-chr19-10760316-9
NR358--MA0684.1.RUNX3	chr1	91049441	91049450	+	0.000	0.000	Merged-chr1-91049511-13
NR629--MA0684.1.RUNX3	chr1	161396533	161396542	-	0.000	0.000	Merged-chr1-161396646-31
NR11373--MA0511.2.RUNX2	chrX	38248845	38248853	+	0.000	0.000	Merged-chrX-38248854-9
NR5446--MA0002.2.RUNX1	chr18	66407905	66407915	-	0.000	0.000	Merged-chr18-66407896-2
NR10440--MA0684.1.RUNX3	chr8	95012621	95012630	-	0.000	0.000	Merged-chr8-95012536-10
NR3971--MA0002.2.RUNX1	chr15	64192796	64192806	-	0.000	0.000	Merged-chr15-64192878-29
NR2025--MA0511.2.RUNX2	chr11	101199796	101199804	+	0.000	0.000	Merged-chr11-101199720-6
NR10292--MA0002.2.RUNX1	chr8	64805451	64805461	+	0.000	0.000	Merged-chr8-64805470-51
NR1420--MA0002.2.RUNX1	chr10	117118607	117118617	-	0.000	0.000	Merged-chr10-117118585-40
NR6428--MA0002.2.RUNX1	chr2	129675077	129675087	-	0.000	0.000	Merged-chr2-129675156-45
NR1215--MA0002.2.RUNX1	chr10	79417835	79417845	-	0.000	0.000	Merged-chr10-79417907-1
NR166--MA0511.2.RUNX2	chr1	54421901	54421909	+	0.000	0.000	Merged-chr1-54421982-33
NR6113--MA0511.2.RUNX2	chr2	53067469	53067477	+	0.000	0.000	Merged-chr2-53067376-9
NR6779--MA0511.2.RUNX2	chr3	21996142	21996150	-	0.000	0.000	Merged-chr3-21996009-51
NR9663--MA0684.1.RUNX3	chr7	73532343	73532352	+	0.000	0.000	Merged-chr7-73532440-1
NR9934--MA0684.1.RUNX3	chr7	121059761	121059770	+	0.000	0.000	Merged-chr7-121059708-48
NR1738--MA0002.2.RUNX1	chr11	54217762	54217772	-	0.000	0.000	Merged-chr11-54217626-10
NR8045--MA0511.2.RUNX2	chr5	7829817	7829825	-	0.000	0.000	Merged-chr5-7829791-41
NR10771--MA0511.2.RUNX2	chr9	42272815	42272823	+	0.000	0.000	Merged-chr9-42272782-11
NR196--MA0684.1.RUNX3	chr1	60744505	60744514	-	0.000	0.000	Merged-chr1-60744410-6
NR6907--MA0511.2.RUNX2	chr3	86837547	86837555	-	0.000	0.000	Merged-chr3-86837478-31
NR5555--MA0002.2.RUNX1	chr18	82503866	82503876	+	0.000	0.000	Merged-chr18-82503961-54
NR3875--MA0002.2.RUNX1	chr15	37437312	37437322	-	0.000	0.000	Merged-chr15-37437279-19
NR910--MA0002.2.RUNX1	chr10	5448546	5448556	+	0.000	0.000	Merged-chr10-5448562-35
NR2405--MA0511.2.RUNX2	chr12	70018330	70018338	+	0.000	0.000	Merged-chr12-70018283-21
NR7963--MA0002.2.RUNX1	chr4	149880279	149880289	+	0.000	0.000	Merged-chr4-149880219-52
NR11449--MA0002.2.RUNX1	chrX	101737441	101737451	+	0.000	0.000	Merged-chrX-101737471-46
NR7758--MA0002.2.RUNX1	chr4	117448243	117448253	-	0.000	0.000	Merged-chr4-117448128-17
NR4337--MA0511.2.RUNX2	chr16	23844809	23844817	+	0.000	0.000	Merged-chr16-23844946-41
