#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR5023--MA0002.2.RUNX1	chr19	38812311	38812321	+	0.000	0.000	Merged-chr19-38812374-10
NR7054--MA0511.2.RUNX2	chr4	134106302	134106310	-	0.000	0.000	Merged-chr4-134106328-10
NR839--MA0002.2.RUNX1	chr1	193146437	193146447	-	0.000	0.000	Merged-chr1-193146532-29
NR4293--MA0002.2.RUNX1	chr17	47739701	47739711	-	0.000	0.000	Merged-chr17-47739612-38
NR2013--MA0002.2.RUNX1	chr12	33388962	33388972	+	0.000	0.000	Merged-chr12-33389022-18
NR968--MA0684.1.RUNX3	chr10	26879361	26879370	-	0.000	0.000	Merged-chr10-26879299-36
NR7577--MA0511.2.RUNX2	chr5	106677005	106677013	+	0.000	0.000	Merged-chr5-106676986-37
NR9240--MA0684.1.RUNX3	chr8	57638074	57638083	-	0.000	0.000	Merged-chr8-57637972-56
NR4693--MA0684.1.RUNX3	chr18	56718579	56718588	-	0.000	0.000	Merged-chr18-56718597-44
NR6972--MA0002.2.RUNX1	chr4	117478350	117478360	-	0.000	0.000	Merged-chr4-117478210-39
NR6767--MA0002.2.RUNX1	chr4	57091492	57091502	-	0.000	0.000	Merged-chr4-57091525-28
NR110--MA0511.2.RUNX2	chr1	40465641	40465649	-	0.000	0.000	Merged-chr1-40465740-44
NR9429--MA0002.2.RUNX1	chr8	119914361	119914371	+	0.000	0.000	Merged-chr8-119914410-20
NR9492--MA0684.1.RUNX3	chr8	126832837	126832846	+	0.000	0.000	Merged-chr8-126833007-101
NR1296--MA0002.2.RUNX1	chr10	96400992	96401002	-	0.000	0.000	Merged-chr10-96400911-55
NR1252--MA0511.2.RUNX2	chr10	92791360	92791368	-	0.000	0.000	Merged-chr10-92791286-37
NR7335--MA0002.2.RUNX1	chr5	36574382	36574392	-	0.000	0.000	Merged-chr5-36574492-52
NR9637--MA0511.2.RUNX2	chr9	48562593	48562601	-	0.000	0.000	Merged-chr9-48562670-30
NR10239--MA0684.1.RUNX3	chrX	159828383	159828392	+	0.000	0.000	Merged-chrX-159828290-35
NR9144--MA0684.1.RUNX3	chr8	13686689	13686698	-	0.000	0.000	Merged-chr8-13686705-81
NR3184--MA0511.2.RUNX2	chr14	75722247	75722255	+	0.000	0.000	Merged-chr14-75722251-22
NR3504--MA0684.1.RUNX3	chr15	53235522	53235531	+	0.000	0.000	Merged-chr15-53235617-41
NR1077--MA0684.1.RUNX3	chr10	60381313	60381322	-	0.000	0.000	Merged-chr10-60381393-83
NR10219--MA0002.2.RUNX1	chrX	140505939	140505949	-	0.000	0.000	Merged-chrX-140506133-71
NR3107--MA0511.2.RUNX2	chr14	61172783	61172791	+	0.000	0.000	Merged-chr14-61173036-86
NR1427--MA0511.2.RUNX2	chr10	122652216	122652224	+	0.000	0.000	Merged-chr10-122652152-42
NR643--MA0002.2.RUNX1	chr1	164426444	164426454	+	0.000	0.000	Merged-chr1-164426485-2
NR2631--MA0684.1.RUNX3	chr13	56238041	56238050	+	0.000	0.000	Merged-chr13-56238101-26
NR1013--MA0511.2.RUNX2	chr10	40212514	40212522	-	0.000	0.000	Merged-chr10-40212600-39
NR5145--MA0002.2.RUNX1	chr2	3332759	3332769	+	0.000	0.000	Merged-chr2-3332756-84
NR10205--MA0684.1.RUNX3	chrX	113868016	113868025	+	0.000	0.000	Merged-chrX-113868253-73
NR10057--MA0002.2.RUNX1	chrX	7618418	7618428	-	0.000	0.000	Merged-chrX-7618327-48
NR4957--MA0002.2.RUNX1	chr19	21104864	21104874	+	0.000	0.000	Merged-chr19-21104768-51
NR2611--MA0002.2.RUNX1	chr13	53402317	53402327	-	0.000	0.000	Merged-chr13-53402378-5
NR900--MA0684.1.RUNX3	chr10	12985158	12985167	-	0.000	0.000	Merged-chr10-12985296-24
NR10186--MA0684.1.RUNX3	chrX	101128786	101128795	+	0.000	0.000	Merged-chrX-101128722-47
NR276--MA0002.2.RUNX1	chr1	82807463	82807473	+	0.000	0.000	Merged-chr1-82807419-20
NR2806--MA0684.1.RUNX3	chr13	98803941	98803950	+	0.000	0.000	Merged-chr13-98803850-12
NR2863--MA0002.2.RUNX1	chr13	108303436	108303446	+	0.000	0.000	Merged-chr13-108303499-73
NR1788--MA0511.2.RUNX2	chr11	99136609	99136617	+	0.000	0.000	Merged-chr11-99136684-32
NR960--MA0511.2.RUNX2	chr10	26562870	26562878	-	0.000	0.000	Merged-chr10-26563078-18
NR2121--MA0684.1.RUNX3	chr12	76753078	76753087	+	0.000	0.000	Merged-chr12-76753055-50
NR7457--MA0002.2.RUNX1	chr5	89198655	89198665	+	0.000	0.000	Merged-chr5-89198704-31
NR2244--MA0002.2.RUNX1	chr12	98800554	98800564	+	0.000	0.000	Merged-chr12-98800600-14
NR804--MA0684.1.RUNX3	chr1	189746717	189746726	-	0.000	0.000	Merged-chr1-189746591-10
NR10023--MA0002.2.RUNX1	chr9	120127747	120127757	+	0.000	0.000	Merged-chr9-120127726-70
NR6603--MA0002.2.RUNX1	chr4	3648960	3648970	-	0.000	0.000	Merged-chr4-3649100-36
NR9345--MA0511.2.RUNX2	chr8	94413640	94413648	-	0.000	0.000	Merged-chr8-94413719-53
NR3434--MA0511.2.RUNX2	chr15	36565768	36565776	-	0.000	0.000	Merged-chr15-36565719-31
NR5287--MA0684.1.RUNX3	chr2	32520788	32520797	+	0.000	0.000	Merged-chr2-32520639-22
NR642--MA0684.1.RUNX3	chr1	164414032	164414041	-	0.000	0.000	Merged-chr1-164413844-41
NR1327--MA0684.1.RUNX3	chr10	108168050	108168059	-	0.000	0.000	Merged-chr10-108168166-48
NR7317--MA0511.2.RUNX2	chr5	32104328	32104336	+	0.000	0.000	Merged-chr5-32104376-51
NR1179--MA0002.2.RUNX1	chr10	80271338	80271348	+	0.000	0.000	Merged-chr10-80271512-28
NR4761--MA0002.2.RUNX1	chr18	68927188	68927198	+	0.000	0.000	Merged-chr18-68927150-24
NR88--MA0684.1.RUNX3	chr1	36883849	36883858	+	0.000	0.000	Merged-chr1-36883943-16
NR4827--MA0002.2.RUNX1	chr18	79284477	79284487	-	0.000	0.000	Merged-chr18-79284521-10
NR351--MA0002.2.RUNX1	chr1	95674257	95674267	+	0.000	0.000	Merged-chr1-95674241-20
NR9027--MA0684.1.RUNX3	chr7	136164676	136164685	+	0.000	0.000	Merged-chr7-136164647-23
NR9084--MA0002.2.RUNX1	chr7	143004973	143004983	+	0.000	0.000	Merged-chr7-143004947-1
NR8600--MA0511.2.RUNX2	chr7	44528089	44528097	-	0.000	0.000	Merged-chr7-44527953-37
NR5396--MA0684.1.RUNX3	chr2	65133924	65133933	+	0.000	0.000	Merged-chr2-65133825-19
NR9977--MA0511.2.RUNX2	chr9	115611929	115611937	-	0.000	0.000	Merged-chr9-115612034-68
NR546--MA0684.1.RUNX3	chr1	151096213	151096222	+	0.000	0.000	Merged-chr1-151096153-39
NR817--MA0684.1.RUNX3	chr1	191275772	191275781	+	0.000	0.000	Merged-chr1-191275783-38
NR5746--MA0511.2.RUNX2	chr2	154754296	154754304	+	0.000	0.000	Merged-chr2-154754253-27
NR2862--MA0684.1.RUNX3	chr13	108303364	108303373	-	0.000	0.000	Merged-chr13-108303499-73
NR9--MA0002.2.RUNX1	chr1	7147198	7147208	-	0.000	0.000	Merged-chr1-7147128-26
NR1860--MA0002.2.RUNX1	chr11	111056292	111056302	-	0.000	0.000	Merged-chr11-111056370-11
NR3176--MA0511.2.RUNX2	chr14	75069000	75069008	-	0.000	0.000	Merged-chr14-75068888-3
NR2571--MA0002.2.RUNX1	chr13	41774151	41774161	+	0.000	0.000	Merged-chr13-41774048-23
NR4317--MA0002.2.RUNX1	chr17	51396117	51396127	+	0.000	0.000	Merged-chr17-51396225-19
NR8610--MA0002.2.RUNX1	chr7	46059140	46059150	+	0.000	0.000	Merged-chr7-46059080-51
NR6997--MA0684.1.RUNX3	chr4	121231419	121231428	+	0.000	0.000	Merged-chr4-121231330-50
NR8961--MA0511.2.RUNX2	chr7	123369088	123369096	+	0.000	0.000	Merged-chr7-123369239-2
NR2889--MA0002.2.RUNX1	chr13	111656050	111656060	+	0.000	0.000	Merged-chr13-111655949-74
NR6040--MA0002.2.RUNX1	chr3	59101875	59101885	+	0.000	0.000	Merged-chr3-59101725-81
NR4155--MA0002.2.RUNX1	chr17	13472611	13472621	-	0.000	0.000	Merged-chr17-13472637-18
NR2475--MA0002.2.RUNX1	chr13	21852688	21852698	-	0.000	0.000	Merged-chr13-21852665-19
NR6440--MA0684.1.RUNX3	chr3	137800415	137800424	+	0.000	0.000	Merged-chr3-137800561-20
NR221--MA0002.2.RUNX1	chr1	69548573	69548583	-	0.000	0.000	Merged-chr1-69548718-45
NR887--MA0002.2.RUNX1	chr10	10307520	10307530	+	0.000	0.000	Merged-chr10-10307543-35
NR8243--MA0002.2.RUNX1	chr6	117431695	117431705	-	0.000	0.000	Merged-chr6-117431708-65
NR10049--MA0002.2.RUNX1	chr9	124146417	124146427	-	0.000	0.000	Merged-chr9-124146419-55
NR2332--MA0002.2.RUNX1	chr12	112861005	112861015	-	0.000	0.000	Merged-chr12-112860925-89
NR473--MA0002.2.RUNX1	chr1	132356019	132356029	+	0.000	0.000	Merged-chr1-132355998-23
NR744--MA0002.2.RUNX1	chr1	180922600	180922610	+	0.000	0.000	Merged-chr1-180922382-17
NR8722--MA0511.2.RUNX2	chr7	75796666	75796674	+	0.000	0.000	Merged-chr7-75796614-49
NR2584--MA0002.2.RUNX1	chr13	45922737	45922747	+	0.000	0.000	Merged-chr13-45922875-54
NR873--MA0684.1.RUNX3	chr10	8197818	8197827	-	0.000	0.000	Merged-chr10-8197795-23
NR10035--MA0684.1.RUNX3	chr9	123519405	123519414	+	0.000	0.000	Merged-chr9-123519487-45
NR7277--MA0511.2.RUNX2	chr5	22740148	22740156	+	0.000	0.000	Merged-chr5-22740212-9
NR1558--MA0684.1.RUNX3	chr11	30182878	30182887	-	0.000	0.000	Merged-chr11-30182963-54
NR125--MA0002.2.RUNX1	chr1	43766500	43766510	-	0.000	0.000	Merged-chr1-43766514-14
NR4393--MA0684.1.RUNX3	chr17	71485862	71485871	-	0.000	0.000	Merged-chr17-71486096-96
NR4787--MA0002.2.RUNX1	chr18	73648551	73648561	-	0.000	0.000	Merged-chr18-73648637-9
NR7449--MA0002.2.RUNX1	chr5	86087003	86087013	-	0.000	0.000	Merged-chr5-86086914-50
NR2507--MA0002.2.RUNX1	chr13	29855584	29855594	-	0.000	0.000	Merged-chr13-29855504-46
NR1144--MA0684.1.RUNX3	chr10	74823620	74823629	-	0.000	0.000	Merged-chr10-74823662-27
NR648--MA0002.2.RUNX1	chr1	164960257	164960267	+	0.000	0.000	Merged-chr1-164960365-86
NR10095--MA0511.2.RUNX2	chrX	48429665	48429673	-	0.000	0.000	Merged-chrX-48429732-34
NR982--MA0684.1.RUNX3	chr10	30537424	30537433	+	0.000	0.000	Merged-chr10-30537547-6
NR2488--MA0002.2.RUNX1	chr13	24604819	24604829	+	0.000	0.000	Merged-chr13-24604920-47
NR111--MA0684.1.RUNX3	chr1	40465640	40465649	-	0.000	0.000	Merged-chr1-40465740-44
NR9608--MA0511.2.RUNX2	chr9	44515670	44515678	+	0.000	0.000	Merged-chr9-44515753-69
NR7386--MA0511.2.RUNX2	chr5	57719065	57719073	-	0.000	0.000	Merged-chr5-57718956-1
NR234--MA0002.2.RUNX1	chr1	71594452	71594462	-	0.000	0.000	Merged-chr1-71594444-22
NR6724--MA0684.1.RUNX3	chr4	44962502	44962511	+	0.000	0.000	Merged-chr4-44962580-14
NR4773--MA0684.1.RUNX3	chr18	70504413	70504422	+	0.000	0.000	Merged-chr18-70504272-31
NR7164--MA0684.1.RUNX3	chr4	148509632	148509641	-	0.000	0.000	Merged-chr4-148509676-49
NR4230--MA0002.2.RUNX1	chr17	32143412	32143422	-	0.000	0.000	Merged-chr17-32143313-32
NR6532--MA0511.2.RUNX2	chr3	148844474	148844482	+	0.000	0.000	Merged-chr3-148844306-23
NR9638--MA0684.1.RUNX3	chr9	48562592	48562601	-	0.000	0.000	Merged-chr9-48562670-30
NR4277--MA0002.2.RUNX1	chr17	45489015	45489025	-	0.000	0.000	Merged-chr17-45488824-86
NR8735--MA0511.2.RUNX2	chr7	80680396	80680404	-	0.000	0.000	Merged-chr7-80680474-47
NR3185--MA0684.1.RUNX3	chr14	75722247	75722256	+	0.000	0.000	Merged-chr14-75722251-22
NR5259--MA0002.2.RUNX1	chr2	29453882	29453892	+	0.000	0.000	Merged-chr2-29453953-15
NR8321--MA0511.2.RUNX2	chr6	126811747	126811755	-	0.000	0.000	Merged-chr6-126811749-38
NR2454--MA0002.2.RUNX1	chr13	13520557	13520567	-	0.000	0.000	Merged-chr13-13520497-22
NR4961--MA0511.2.RUNX2	chr19	21199930	21199938	-	0.000	0.000	Merged-chr19-21199898-12
NR9698--MA0511.2.RUNX2	chr9	61702788	61702796	-	0.000	0.000	Merged-chr9-61702629-64
NR8888--MA0002.2.RUNX1	chr7	114291613	114291623	+	0.000	0.000	Merged-chr7-114291722-43
NR4534--MA0684.1.RUNX3	chr18	11883342	11883351	-	0.000	0.000	Merged-chr18-11883419-27
NR8573--MA0511.2.RUNX2	chr7	31161059	31161067	-	0.000	0.000	Merged-chr7-31161172-57
NR2106--MA0002.2.RUNX1	chr12	73604919	73604929	-	0.000	0.000	Merged-chr12-73604732-122
NR10157--MA0684.1.RUNX3	chrX	77580136	77580145	-	0.000	0.000	Merged-chrX-77580117-37
NR9062--MA0684.1.RUNX3	chr7	140947307	140947316	-	0.000	0.000	Merged-chr7-140947277-49
NR4991--MA0684.1.RUNX3	chr19	32266644	32266653	+	0.000	0.000	Merged-chr19-32266743-101
NR6794--MA0002.2.RUNX1	chr4	62786794	62786804	+	0.000	0.000	Merged-chr4-62786847-18
NR4514--MA0002.2.RUNX1	chr18	4971034	4971044	+	0.000	0.000	Merged-chr18-4971127-12
NR2563--MA0002.2.RUNX1	chr13	41302822	41302832	-	0.000	0.000	Merged-chr13-41302926-20
NR8997--MA0002.2.RUNX1	chr7	130448313	130448323	-	0.000	0.000	Merged-chr7-130448231-21
NR6323--MA0684.1.RUNX3	chr3	116465929	116465938	-	0.000	0.000	Merged-chr3-116465927-56
NR5576--MA0511.2.RUNX2	chr2	114145438	114145446	+	0.000	0.000	Merged-chr2-114145226-70
NR2963--MA0684.1.RUNX3	chr14	15011569	15011578	-	0.000	0.000	Merged-chr14-15011517-9
NR1690--MA0002.2.RUNX1	chr11	75269497	75269507	-	0.000	0.000	Merged-chr11-75269578-15
NR8649--MA0002.2.RUNX1	chr7	58181740	58181750	-	0.000	0.000	Merged-chr7-58181650-26
NR1961--MA0002.2.RUNX1	chr12	16532566	16532576	-	0.000	0.000	Merged-chr12-16532570-85
NR8983--MA0684.1.RUNX3	chr7	128158909	128158918	-	0.000	0.000	Merged-chr7-128158931-27
NR3055--MA0684.1.RUNX3	chr14	48246460	48246469	-	0.000	0.000	Merged-chr14-48246381-22
NR2152--MA0511.2.RUNX2	chr12	85127124	85127132	+	0.000	0.000	Merged-chr12-85127239-15
NR9489--MA0684.1.RUNX3	chr8	126584481	126584490	-	0.000	0.000	Merged-chr8-126584527-70
NR3134--MA0511.2.RUNX2	chr14	67911799	67911807	+	0.000	0.000	Merged-chr14-67911920-26
NR342--MA0684.1.RUNX3	chr1	94092013	94092022	-	0.000	0.000	Merged-chr1-94091974-43
NR7017--MA0511.2.RUNX2	chr4	126677526	126677534	+	0.000	0.000	Merged-chr4-126677717-65
NR3386--MA0511.2.RUNX2	chr15	27579083	27579091	-	0.000	0.000	Merged-chr15-27579137-17
NR8714--MA0511.2.RUNX2	chr7	75600561	75600569	+	0.000	0.000	Merged-chr7-75600674-52
NR865--MA0684.1.RUNX3	chr10	7041205	7041214	-	0.000	0.000	Merged-chr10-7041240-23
NR8221--MA0684.1.RUNX3	chr6	113681491	113681500	-	0.000	0.000	Merged-chr6-113681431-40
NR1279--MA0684.1.RUNX3	chr10	94334100	94334109	-	0.000	0.000	Merged-chr10-94333972-2
NR10027--MA0684.1.RUNX3	chr9	120866894	120866903	-	0.000	0.000	Merged-chr9-120866868-24
NR6393--MA0002.2.RUNX1	chr3	132575129	132575139	+	0.000	0.000	Merged-chr3-132575270-5
NR4656--MA0684.1.RUNX3	chr18	50078092	50078101	+	0.000	0.000	Merged-chr18-50078179-25
NR1722--MA0002.2.RUNX1	chr11	80183683	80183693	+	0.000	0.000	Merged-chr11-80183866-67
NR9770--MA0002.2.RUNX1	chr9	80266694	80266704	+	0.000	0.000	Merged-chr9-80266579-55
NR7318--MA0684.1.RUNX3	chr5	32104328	32104337	+	0.000	0.000	Merged-chr5-32104376-51
NR4779--MA0002.2.RUNX1	chr18	70611285	70611295	+	0.000	0.000	Merged-chr18-70611498-71
NR3309--MA0511.2.RUNX2	chr14	118929931	118929939	+	0.000	0.000	Merged-chr14-118930023-62
NR739--MA0511.2.RUNX2	chr1	180432050	180432058	-	0.000	0.000	Merged-chr1-180432015-44
NR180--MA0684.1.RUNX3	chr1	60777110	60777119	-	0.000	0.000	Merged-chr1-60777260-88
NR2704--MA0002.2.RUNX1	chr13	76858199	76858209	+	0.000	0.000	Merged-chr13-76858306-6
NR4735--MA0511.2.RUNX2	chr18	65691625	65691633	+	0.000	0.000	Merged-chr18-65691617-34
NR8596--MA0002.2.RUNX1	chr7	43452734	43452744	+	0.000	0.000	Merged-chr7-43452813-24
NR10007--MA0002.2.RUNX1	chr9	118110189	118110199	+	0.000	0.000	Merged-chr9-118110144-36
NR4094--MA0002.2.RUNX1	chr16	97326252	97326262	-	0.000	0.000	Merged-chr16-97326270-33
NR2956--MA0002.2.RUNX1	chr14	14294694	14294704	+	0.000	0.000	Merged-chr14-14294680-54
NR8601--MA0684.1.RUNX3	chr7	44528088	44528097	-	0.000	0.000	Merged-chr7-44527953-37
NR1388--MA0684.1.RUNX3	chr10	118460471	118460480	+	0.000	0.000	Merged-chr10-118460418-18
NR8453--MA0002.2.RUNX1	chr6	144670500	144670510	-	0.000	0.000	Merged-chr6-144670724-72
NR8519--MA0002.2.RUNX1	chr7	4949609	4949619	+	0.000	0.000	Merged-chr7-4949541-1
NR1831--MA0002.2.RUNX1	chr11	108036817	108036827	-	0.000	0.000	Merged-chr11-108036756-13
NR4222--MA0002.2.RUNX1	chr17	29769242	29769252	+	0.000	0.000	Merged-chr17-29769470-62
NR6253--MA0511.2.RUNX2	chr3	104466688	104466696	-	0.000	0.000	Merged-chr3-104466607-13
NR8919--MA0684.1.RUNX3	chr7	117433803	117433812	+	0.000	0.000	Merged-chr7-117433722-72
NR6968--MA0684.1.RUNX3	chr4	116558693	116558702	-	0.000	0.000	Merged-chr4-116558716-2
NR8562--MA0002.2.RUNX1	chr7	27541512	27541522	+	0.000	0.000	Merged-chr7-27541584-49
NR2545--MA0511.2.RUNX2	chr13	37628612	37628620	+	0.000	0.000	Merged-chr13-37628578-23
NR686--MA0511.2.RUNX2	chr1	171849772	171849780	-	0.000	0.000	Merged-chr1-171849632-17
NR2323--MA0684.1.RUNX3	chr12	110701622	110701631	-	0.000	0.000	Merged-chr12-110701636-6
NR2380--MA0002.2.RUNX1	chr12	115861846	115861856	+	0.000	0.000	Merged-chr12-115861982-39
NR10119--MA0511.2.RUNX2	chrX	52913390	52913398	+	0.000	0.000	Merged-chrX-52913338-62
NR8962--MA0684.1.RUNX3	chr7	123369088	123369097	+	0.000	0.000	Merged-chr7-123369239-2
NR464--MA0684.1.RUNX3	chr1	130549398	130549407	+	0.000	0.000	Merged-chr1-130549409-15
NR2717--MA0002.2.RUNX1	chr13	81705689	81705699	-	0.000	0.000	Merged-chr13-81705633-6
NR1149--MA0684.1.RUNX3	chr10	75282835	75282844	+	0.000	0.000	Merged-chr10-75282925-47
NR5459--MA0511.2.RUNX2	chr2	75991053	75991061	-	0.000	0.000	Merged-chr2-75991050-38
NR4583--MA0002.2.RUNX1	chr18	32149482	32149492	+	0.000	0.000	Merged-chr18-32149405-13
NR2846--MA0684.1.RUNX3	chr13	103985184	103985193	+	0.000	0.000	Merged-chr13-103985203-6
NR5237--MA0684.1.RUNX3	chr2	24745575	24745584	+	0.000	0.000	Merged-chr2-24745465-17
NR2303--MA0002.2.RUNX1	chr12	107721104	107721114	+	0.000	0.000	Merged-chr12-107721179-46
NR4810--MA0511.2.RUNX2	chr18	77121745	77121753	+	0.000	0.000	Merged-chr18-77121790-35
NR5089--MA0002.2.RUNX1	chr19	55860202	55860212	+	0.000	0.000	Merged-chr19-55860279-23
NR116--MA0684.1.RUNX3	chr1	40475898	40475907	-	0.000	0.000	Merged-chr1-40475905-49
NR173--MA0002.2.RUNX1	chr1	58739668	58739678	+	0.000	0.000	Merged-chr1-58739567-20
NR4605--MA0511.2.RUNX2	chr18	36286263	36286271	-	0.000	0.000	Merged-chr18-36286417-1
NR2240--MA0511.2.RUNX2	chr12	98453479	98453487	+	0.000	0.000	Merged-chr12-98453618-41
NR1258--MA0684.1.RUNX3	chr10	93171415	93171424	+	0.000	0.000	Merged-chr10-93171456-51
NR8989--MA0002.2.RUNX1	chr7	128181966	128181976	-	0.000	0.000	Merged-chr7-128181851-12
NR9577--MA0684.1.RUNX3	chr9	32815671	32815680	-	0.000	0.000	Merged-chr9-32815663-32
NR8723--MA0684.1.RUNX3	chr7	75796666	75796675	+	0.000	0.000	Merged-chr7-75796614-49
NR8260--MA0511.2.RUNX2	chr6	119509054	119509062	-	0.000	0.000	Merged-chr6-119509030-36
NR2664--MA0002.2.RUNX1	chr13	67637932	67637942	-	0.000	0.000	Merged-chr13-67637650-70
NR1589--MA0511.2.RUNX2	chr11	46380384	46380392	+	0.000	0.000	Merged-chr11-46380322-60
NR10115--MA0684.1.RUNX3	chrX	52760335	52760344	+	0.000	0.000	Merged-chrX-52760494-47
NR4744--MA0684.1.RUNX3	chr18	65819117	65819126	-	0.000	0.000	Merged-chr18-65819211-50
NR10238--MA0002.2.RUNX1	chrX	159828383	159828393	-	0.000	0.000	Merged-chrX-159828290-35
NR4201--MA0002.2.RUNX1	chr17	27012510	27012520	+	0.000	0.000	Merged-chr17-27012329-58
NR3299--MA0684.1.RUNX3	chr14	116592462	116592471	-	0.000	0.000	Merged-chr14-116592513-1
NR7830--MA0002.2.RUNX1	chr5	150717959	150717969	-	0.000	0.000	Merged-chr5-150717955-23
NR8270--MA0002.2.RUNX1	chr6	120251272	120251282	-	0.000	0.000	Merged-chr6-120251204-14
NR10224--MA0684.1.RUNX3	chrX	142792338	142792347	-	0.000	0.000	Merged-chrX-142792362-24
NR6533--MA0684.1.RUNX3	chr3	148844474	148844483	+	0.000	0.000	Merged-chr3-148844306-23
NR8336--MA0002.2.RUNX1	chr6	128796540	128796550	+	0.000	0.000	Merged-chr6-128796510-47
NR4919--MA0684.1.RUNX3	chr19	10830053	10830062	-	0.000	0.000	Merged-chr19-10829902-50
NR7039--MA0684.1.RUNX3	chr4	131861156	131861165	-	0.000	0.000	Merged-chr4-131861030-31
NR936--MA0511.2.RUNX2	chr10	21504626	21504634	+	0.000	0.000	Merged-chr10-21504659-28
NR4390--MA0511.2.RUNX2	chr17	71216503	71216511	-	0.000	0.000	Merged-chr17-71216494-9
NR9669--MA0511.2.RUNX2	chr9	55544273	55544281	-	0.000	0.000	Merged-chr9-55544140-10
NR7118--MA0511.2.RUNX2	chr4	144916650	144916658	+	0.000	0.000	Merged-chr4-144916675-7
NR6513--MA0002.2.RUNX1	chr3	146045005	146045015	+	0.000	0.000	Merged-chr3-146045142-29
NR251--MA0511.2.RUNX2	chr1	78537715	78537723	+	0.000	0.000	Merged-chr1-78537773-101
NR4562--MA0002.2.RUNX1	chr18	23803912	23803922	-	0.000	0.000	Merged-chr18-23803965-77
NR9299--MA0002.2.RUNX1	chr8	77341124	77341134	-	0.000	0.000	Merged-chr8-77341017-10
NR2554--MA0684.1.RUNX3	chr13	38503624	38503633	+	0.000	0.000	Merged-chr13-38503650-43
NR8174--MA0002.2.RUNX1	chr6	99910122	99910132	-	0.000	0.000	Merged-chr6-99910177-32
NR1823--MA0002.2.RUNX1	chr11	106961728	106961738	-	0.000	0.000	Merged-chr11-106961822-47
NR774--MA0511.2.RUNX2	chr1	184576648	184576656	+	0.000	0.000	Merged-chr1-184576440-44
NR2263--MA0002.2.RUNX1	chr12	100508856	100508866	-	0.000	0.000	Merged-chr12-100508863-24
NR2534--MA0002.2.RUNX1	chr13	34914836	34914846	+	0.000	0.000	Merged-chr13-34914852-26
NR552--MA0684.1.RUNX3	chr1	151894203	151894212	+	0.000	0.000	Merged-chr1-151894159-30
NR3960--MA0002.2.RUNX1	chr16	64758703	64758713	+	0.000	0.000	Merged-chr16-64758494-145
NR6689--MA0684.1.RUNX3	chr4	34881101	34881110	+	0.000	0.000	Merged-chr4-34881201-30
NR2120--MA0002.2.RUNX1	chr12	76753078	76753088	-	0.000	0.000	Merged-chr12-76753055-50
NR8825--MA0002.2.RUNX1	chr7	101634724	101634734	+	0.000	0.000	Merged-chr7-101634721-37
NR1661--MA0002.2.RUNX1	chr11	68442540	68442550	+	0.000	0.000	Merged-chr11-68442579-25
NR390--MA0684.1.RUNX3	chr1	106374253	106374262	-	0.000	0.000	Merged-chr1-106374432-8
NR9189--MA0684.1.RUNX3	chr8	26976923	26976932	+	0.000	0.000	Merged-chr8-26976904-74
NR6526--MA0002.2.RUNX1	chr3	146776751	146776761	-	0.000	0.000	Merged-chr3-146776816-2
NR7952--MA0002.2.RUNX1	chr6	49354750	49354760	+	0.000	0.000	Merged-chr6-49354722-8
NR4531--MA0511.2.RUNX2	chr18	11883355	11883363	-	0.000	0.000	Merged-chr18-11883419-27
NR108--MA0684.1.RUNX3	chr1	40382872	40382881	+	0.000	0.000	Merged-chr1-40383046-56
NR165--MA0002.2.RUNX1	chr1	54871549	54871559	-	0.000	0.000	Merged-chr1-54871447-51
NR8458--MA0002.2.RUNX1	chr6	144953072	144953082	-	0.000	0.000	Merged-chr6-144953133-29
NR6463--MA0511.2.RUNX2	chr3	142674815	142674823	-	0.000	0.000	Merged-chr3-142674758-15
NR4290--MA0684.1.RUNX3	chr17	47508151	47508160	+	0.000	0.000	Merged-chr17-47508113-61
NR1422--MA0002.2.RUNX1	chr10	121282663	121282673	+	0.000	0.000	Merged-chr10-121282719-28
NR915--MA0511.2.RUNX2	chr10	18064648	18064656	-	0.000	0.000	Merged-chr10-18064784-37
NR168--MA0511.2.RUNX2	chr1	55630385	55630393	-	0.000	0.000	Merged-chr1-55630357-14
NR4479--MA0002.2.RUNX1	chr17	86872889	86872899	+	0.000	0.000	Merged-chr17-86872864-48
NR151--MA0684.1.RUNX3	chr1	53774180	53774189	+	0.000	0.000	Merged-chr1-53774073-61
NR8567--MA0002.2.RUNX1	chr7	28423074	28423084	+	0.000	0.000	Merged-chr7-28423189-12
NR230--MA0511.2.RUNX2	chr1	71594393	71594401	+	0.000	0.000	Merged-chr1-71594444-22
NR896--MA0511.2.RUNX2	chr10	12824078	12824086	+	0.000	0.000	Merged-chr10-12823956-45
NR2804--MA0684.1.RUNX3	chr13	98803826	98803835	+	0.000	0.000	Merged-chr13-98803850-12
NR4607--MA0002.2.RUNX1	chr18	36701976	36701986	+	0.000	0.000	Merged-chr18-36701992-26
