#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR1026--MA0511.2.RUNX2	chr10	56115381	56115389	+	0.000	0.000	Merged-chr10-56115476-67
NR9074--MA0511.2.RUNX2	chr9	43984812	43984820	+	0.000	0.000	Merged-chr9-43984840-13
NR7109--MA0002.2.RUNX1	chr5	77096209	77096219	+	0.000	0.000	Merged-chr5-77096159-4
NR8740--MA0002.2.RUNX1	chr8	77534646	77534656	-	0.000	0.000	Merged-chr8-77534912-51
NR1199--MA0684.1.RUNX3	chr10	95781380	95781389	-	0.000	0.000	Merged-chr10-95781275-17
NR6855--MA0002.2.RUNX1	chr5	8075408	8075418	-	0.000	0.000	Merged-chr5-8075370-38
NR1278--MA0511.2.RUNX2	chr10	116914010	116914018	+	0.000	0.000	Merged-chr10-116914032-56
NR371--MA0684.1.RUNX3	chr1	92064487	92064496	-	0.000	0.000	Merged-chr1-92064482-52
NR9498--MA0002.2.RUNX1	chrX	74393189	74393199	-	0.000	0.000	Merged-chrX-74393226-50
NR721--MA0511.2.RUNX2	chr1	181299307	181299315	-	0.000	0.000	Merged-chr1-181299360-30
NR8373--MA0002.2.RUNX1	chr7	101634724	101634734	+	0.000	0.000	Merged-chr7-101634721-37
NR7298--MA0511.2.RUNX2	chr5	121593831	121593839	-	0.000	0.000	Merged-chr5-121593794-58
NR4890--MA0684.1.RUNX3	chr2	6162866	6162875	-	0.000	0.000	Merged-chr2-6162817-31
NR146--MA0002.2.RUNX1	chr1	43361816	43361826	-	0.000	0.000	Merged-chr1-43361754-62
NR3272--MA0511.2.RUNX2	chr15	30463080	30463088	+	0.000	0.000	Merged-chr15-30463100-4
NR6759--MA0002.2.RUNX1	chr4	145177923	145177933	-	0.000	0.000	Merged-chr4-145177901-38
NR3067--MA0511.2.RUNX2	chr14	87452283	87452291	-	0.000	0.000	Merged-chr14-87452152-30
NR2462--MA0002.2.RUNX1	chr13	63552696	63552706	-	0.000	0.000	Merged-chr13-63552773-18
NR5938--MA0684.1.RUNX3	chr3	88510193	88510202	-	0.000	0.000	Merged-chr3-88510082-59
NR874--MA0002.2.RUNX1	chr10	16665238	16665248	-	0.000	0.000	Merged-chr10-16665404-1
NR8896--MA0002.2.RUNX1	chr8	119784332	119784342	+	0.000	0.000	Merged-chr8-119784383-58
NR9484--MA0684.1.RUNX3	chrX	59508505	59508514	-	0.000	0.000	Merged-chrX-59508552-38
NR1288--MA0002.2.RUNX1	chr10	118714234	118714244	-	0.000	0.000	Merged-chr10-118714396-52
NR5253--MA0684.1.RUNX3	chr2	91710623	91710632	+	0.000	0.000	Merged-chr2-91710716-76
NR2985--MA0002.2.RUNX1	chr14	64416932	64416942	-	0.000	0.000	Merged-chr14-64416997-9
NR1515--MA0511.2.RUNX2	chr11	52314259	52314267	+	0.000	0.000	Merged-chr11-52314367-60
NR4621--MA0511.2.RUNX2	chr18	65819118	65819126	-	0.000	0.000	Merged-chr18-65819211-50
NR2736--MA0511.2.RUNX2	chr13	117193646	117193654	-	0.000	0.000	Merged-chr13-117193569-3
NR5998--MA0511.2.RUNX2	chr3	104466688	104466696	-	0.000	0.000	Merged-chr3-104466607-13
NR8819--MA0002.2.RUNX1	chr8	106718343	106718353	+	0.000	0.000	Merged-chr8-106718294-10
NR211--MA0511.2.RUNX2	chr1	62829802	62829810	-	0.000	0.000	Merged-chr1-62829921-36
NR3447--MA0511.2.RUNX2	chr15	73225334	73225342	+	0.000	0.000	Merged-chr15-73225223-4
NR4873--MA0511.2.RUNX2	chr19	58238495	58238503	-	0.000	0.000	Merged-chr19-58238492-37
NR7535--MA0511.2.RUNX2	chr6	38848075	38848083	-	0.000	0.000	Merged-chr6-38848269-41
NR8134--MA0002.2.RUNX1	chr7	25274700	25274710	+	0.000	0.000	Merged-chr7-25274742-22
NR2889--MA0002.2.RUNX1	chr14	30248412	30248422	-	0.000	0.000	Merged-chr14-30248342-10
NR6583--MA0684.1.RUNX3	chr4	89550724	89550733	-	0.000	0.000	Merged-chr4-89550701-62
NR9516--MA0684.1.RUNX3	chrX	85839395	85839404	+	0.000	0.000	Merged-chrX-85839388-40
NR1049--MA0002.2.RUNX1	chr10	60381312	60381322	+	0.000	0.000	Merged-chr10-60381393-83
NR4631--MA0002.2.RUNX1	chr18	68830804	68830814	+	0.000	0.000	Merged-chr18-68830668-16
NR986--MA0511.2.RUNX2	chr10	39793436	39793444	-	0.000	0.000	Merged-chr10-39793457-38
NR5137--MA0002.2.RUNX1	chr2	60019020	60019030	-	0.000	0.000	Merged-chr2-60019234-65
NR221--MA0002.2.RUNX1	chr1	66279438	66279448	+	0.000	0.000	Merged-chr1-66279555-43
NR887--MA0002.2.RUNX1	chr10	17214431	17214441	+	0.000	0.000	Merged-chr10-17214312-1
NR8514--MA0002.2.RUNX1	chr7	143021894	143021904	-	0.000	0.000	Merged-chr7-143021894-22
NR638--MA0511.2.RUNX2	chr1	166153509	166153517	-	0.000	0.000	Merged-chr1-166153550-30
NR8372--MA0684.1.RUNX3	chr7	101060675	101060684	-	0.000	0.000	Merged-chr7-101060728-39
NR8914--MA0684.1.RUNX3	chr8	123000551	123000560	+	0.000	0.000	Merged-chr8-123000494-51
NR6420--MA0002.2.RUNX1	chr4	43941552	43941562	-	0.000	0.000	Merged-chr4-43941357-2
NR2461--MA0684.1.RUNX3	chr13	63411079	63411088	-	0.000	0.000	Merged-chr13-63411317-71
NR7198--MA0684.1.RUNX3	chr5	100585346	100585355	+	0.000	0.000	Merged-chr5-100585262-59
NR6672--MA0002.2.RUNX1	chr4	123416432	123416442	+	0.000	0.000	Merged-chr4-123416422-1
NR2170--MA0002.2.RUNX1	chr12	112976384	112976394	-	0.000	0.000	Merged-chr12-112976486-72
NR3218--MA0002.2.RUNX1	chr15	5108560	5108570	+	0.000	0.000	Merged-chr15-5108448-64
NR1982--MA0002.2.RUNX1	chr12	69539513	69539523	-	0.000	0.000	Merged-chr12-69539558-45
NR7849--MA0684.1.RUNX3	chr6	119451208	119451217	+	0.000	0.000	Merged-chr6-119451010-23
NR9337--MA0511.2.RUNX2	chr9	108083386	108083394	-	0.000	0.000	Merged-chr9-108083224-47
NR8190--MA0002.2.RUNX1	chr7	42642552	42642562	-	0.000	0.000	Merged-chr7-42642590-33
NR3199--MA0002.2.RUNX1	chr14	122063831	122063841	+	0.000	0.000	Merged-chr14-122063804-67
NR6724--MA0684.1.RUNX3	chr4	134683125	134683134	+	0.000	0.000	Merged-chr4-134683033-16
NR8256--MA0002.2.RUNX1	chr7	65061158	65061168	-	0.000	0.000	Merged-chr7-65061119-5
NR7928--MA0511.2.RUNX2	chr6	130387068	130387076	+	0.000	0.000	Merged-chr6-130387166-57
NR7287--MA0002.2.RUNX1	chr5	118678867	118678877	-	0.000	0.000	Merged-chr5-118678760-15
NR9589--MA0511.2.RUNX2	chrX	159828383	159828391	+	0.000	0.000	Merged-chrX-159828290-35
NR8984--MA0002.2.RUNX1	chr9	14091261	14091271	-	0.000	0.000	Merged-chr9-14091293-10
NR6976--MA0684.1.RUNX3	chr5	37067425	37067434	-	0.000	0.000	Merged-chr5-37067269-61
NR2696--MA0511.2.RUNX2	chr13	109685703	109685711	-	0.000	0.000	Merged-chr13-109685834-42
NR2301--MA0511.2.RUNX2	chr13	14063501	14063509	-	0.000	0.000	Merged-chr13-14063519-130
NR8113--MA0002.2.RUNX1	chr7	16898940	16898950	+	0.000	0.000	Merged-chr7-16898857-1
NR6162--MA0002.2.RUNX1	chr3	143355127	143355137	-	0.000	0.000	Merged-chr3-143355064-4
NR4277--MA0002.2.RUNX1	chr17	63362460	63362470	+	0.000	0.000	Merged-chr17-63362357-31
NR3456--MA0684.1.RUNX3	chr15	74769405	74769414	+	0.000	0.000	Merged-chr15-74769291-9
NR6833--MA0684.1.RUNX3	chr4	155306844	155306853	+	0.000	0.000	Merged-chr4-155306831-50
NR7068--MA0684.1.RUNX3	chr5	65929347	65929356	+	0.000	0.000	Merged-chr5-65929353-41
NR16--MA0511.2.RUNX2	chr1	7095995	7096003	-	0.000	0.000	Merged-chr1-7096130-35
NR6271--MA0002.2.RUNX1	chr4	6817533	6817543	-	0.000	0.000	Merged-chr4-6817535-45
NR2583--MA0684.1.RUNX3	chr13	93939605	93939614	-	0.000	0.000	Merged-chr13-93939742-17
NR617--MA0511.2.RUNX2	chr1	164960259	164960267	-	0.000	0.000	Merged-chr1-164960365-86
NR600--MA0684.1.RUNX3	chr1	161309625	161309634	+	0.000	0.000	Merged-chr1-161309457-43
NR4071--MA0511.2.RUNX2	chr17	18032518	18032526	-	0.000	0.000	Merged-chr17-18032603-1
NR2292--MA0002.2.RUNX1	chr13	13517052	13517062	-	0.000	0.000	Merged-chr13-13516959-38
NR1488--MA0511.2.RUNX2	chr11	46375251	46375259	-	0.000	0.000	Merged-chr11-46375177-31
NR852--MA0684.1.RUNX3	chr10	12985259	12985268	+	0.000	0.000	Merged-chr10-12985296-24
NR8331--MA0002.2.RUNX1	chr7	84681780	84681790	-	0.000	0.000	Merged-chr7-84681796-26
NR6380--MA0002.2.RUNX1	chr4	33072929	33072939	+	0.000	0.000	Merged-chr4-33073054-38
NR726--MA0511.2.RUNX2	chr1	184005826	184005834	+	0.000	0.000	Merged-chr1-184005889-70
NR8460--MA0684.1.RUNX3	chr7	126272811	126272820	+	0.000	0.000	Merged-chr7-126272963-1
NR8854--MA0002.2.RUNX1	chr8	112034853	112034863	+	0.000	0.000	Merged-chr8-112034861-32
NR1690--MA0002.2.RUNX1	chr11	106352128	106352138	+	0.000	0.000	Merged-chr11-106352092-27
NR6698--MA0002.2.RUNX1	chr4	132040469	132040479	-	0.000	0.000	Merged-chr4-132040319-80
NR7286--MA0684.1.RUNX3	chr5	118601661	118601670	-	0.000	0.000	Merged-chr5-118601665-20
NR6969--MA0002.2.RUNX1	chr5	36557813	36557823	+	0.000	0.000	Merged-chr5-36557813-28
NR4623--MA0002.2.RUNX1	chr18	65819123	65819133	+	0.000	0.000	Merged-chr18-65819211-50
NR2152--MA0511.2.RUNX2	chr12	107993223	107993231	-	0.000	0.000	Merged-chr12-107993325-68
NR9297--MA0511.2.RUNX2	chr9	96783897	96783905	+	0.000	0.000	Merged-chr9-96783920-38
NR2880--MA0511.2.RUNX2	chr14	27405577	27405585	-	0.000	0.000	Merged-chr14-27405576-56
NR6412--MA0002.2.RUNX1	chr4	41064289	41064299	+	0.000	0.000	Merged-chr4-41064306-11
NR6492--MA0511.2.RUNX2	chr4	62367820	62367828	+	0.000	0.000	Merged-chr4-62367859-6
NR2576--MA0002.2.RUNX1	chr13	92859007	92859017	+	0.000	0.000	Merged-chr13-92859070-18
NR2847--MA0002.2.RUNX1	chr14	19968847	19968857	+	0.000	0.000	Merged-chr14-19968812-56
NR5953--MA0002.2.RUNX1	chr3	90587001	90587011	+	0.000	0.000	Merged-chr3-90587051-129
NR4878--MA0511.2.RUNX2	chr2	3718084	3718092	+	0.000	0.000	Merged-chr2-3718014-59
NR7269--MA0511.2.RUNX2	chr5	115516845	115516853	+	0.000	0.000	Merged-chr5-115516638-85
NR4984--MA0002.2.RUNX1	chr2	25828777	25828787	-	0.000	0.000	Merged-chr2-25828697-14
NR2433--MA0002.2.RUNX1	chr13	55405693	55405703	+	0.000	0.000	Merged-chr13-55405739-52
NR722--MA0684.1.RUNX3	chr1	181299306	181299315	-	0.000	0.000	Merged-chr1-181299360-30
NR8867--MA0002.2.RUNX1	chr8	115185668	115185678	+	0.000	0.000	Merged-chr8-115185594-22
NR6316--MA0002.2.RUNX1	chr4	11960899	11960909	-	0.000	0.000	Merged-chr4-11960864-24
NR4094--MA0002.2.RUNX1	chr17	18957940	18957950	-	0.000	0.000	Merged-chr17-18957901-23
NR1659--MA0684.1.RUNX3	chr11	97728537	97728546	+	0.000	0.000	Merged-chr11-97728662-57
NR8724--MA0002.2.RUNX1	chr8	70160137	70160147	+	0.000	0.000	Merged-chr8-70160118-32
NR6716--MA0684.1.RUNX3	chr4	134460580	134460589	+	0.000	0.000	Merged-chr4-134460498-5
NR1196--MA0511.2.RUNX2	chr10	95476168	95476176	-	0.000	0.000	Merged-chr10-95476158-26
NR8853--MA0684.1.RUNX3	chr8	111821359	111821368	+	0.000	0.000	Merged-chr8-111821367-66
NR1119--MA0511.2.RUNX2	chr10	80610302	80610310	-	0.000	0.000	Merged-chr10-80610277-9
NR4331--MA0002.2.RUNX1	chr17	71662806	71662816	-	0.000	0.000	Merged-chr17-71662918-53
NR9068--MA0002.2.RUNX1	chr9	41153273	41153283	-	0.000	0.000	Merged-chr9-41153398-36
NR4602--MA0002.2.RUNX1	chr18	61647390	61647400	+	0.000	0.000	Merged-chr18-61647433-25
NR6091--MA0511.2.RUNX2	chr3	129561209	129561217	-	0.000	0.000	Merged-chr3-129561081-2
NR858--MA0002.2.RUNX1	chr10	13967574	13967584	-	0.000	0.000	Merged-chr10-13967586-131
NR9468--MA0684.1.RUNX3	chrX	52760335	52760344	+	0.000	0.000	Merged-chrX-52760494-47
NR8466--MA0002.2.RUNX1	chr7	127376117	127376127	-	0.000	0.000	Merged-chr7-127375955-65
NR9325--MA0684.1.RUNX3	chr9	105689659	105689668	-	0.000	0.000	Merged-chr9-105689631-24
NR2432--MA0684.1.RUNX3	chr13	55255486	55255495	-	0.000	0.000	Merged-chr13-55255412-37
NR6471--MA0511.2.RUNX2	chr4	58121128	58121136	+	0.000	0.000	Merged-chr4-58121225-3
NR2826--MA0002.2.RUNX1	chr14	14088430	14088440	-	0.000	0.000	Merged-chr14-14088309-59
NR639--MA0684.1.RUNX3	chr1	166153508	166153517	-	0.000	0.000	Merged-chr1-166153550-30
NR4840--MA0684.1.RUNX3	chr19	42780005	42780014	-	0.000	0.000	Merged-chr19-42779863-69
NR381--MA0511.2.RUNX2	chr1	94092014	94092022	-	0.000	0.000	Merged-chr1-94091974-43
NR176--MA0511.2.RUNX2	chr1	54871549	54871557	+	0.000	0.000	Merged-chr1-54871447-51
NR4758--MA0002.2.RUNX1	chr19	8519019	8519029	-	0.000	0.000	Merged-chr19-8519085-2
NR718--MA0511.2.RUNX2	chr1	181117360	181117368	+	0.000	0.000	Merged-chr1-181117384-24
NR4172--MA0511.2.RUNX2	chr17	34630399	34630407	-	0.000	0.000	Merged-chr17-34630470-19
NR4615--MA0002.2.RUNX1	chr18	65312498	65312508	-	0.000	0.000	Merged-chr18-65312505-49
NR2393--MA0002.2.RUNX1	chr13	42103184	42103194	-	0.000	0.000	Merged-chr13-42103449-92
NR2664--MA0002.2.RUNX1	chr13	107868594	107868604	+	0.000	0.000	Merged-chr13-107868532-1
NR6917--MA0511.2.RUNX2	chr5	21002894	21002902	+	0.000	0.000	Merged-chr5-21002908-38
NR1096--MA0684.1.RUNX3	chr10	71226072	71226081	-	0.000	0.000	Merged-chr10-71226142-30
NR8227--MA0002.2.RUNX1	chr7	58181740	58181750	-	0.000	0.000	Merged-chr7-58181650-26
NR6818--MA0002.2.RUNX1	chr4	152179165	152179175	+	0.000	0.000	Merged-chr4-152179169-26
NR2859--MA0684.1.RUNX3	chr14	20775785	20775794	+	0.000	0.000	Merged-chr14-20775848-16
NR3299--MA0684.1.RUNX3	chr15	36214900	36214909	-	0.000	0.000	Merged-chr15-36214970-54
NR8832--MA0684.1.RUNX3	chr8	108823129	108823138	-	0.000	0.000	Merged-chr8-108823126-5
NR4823--MA0511.2.RUNX2	chr19	33265324	33265332	-	0.000	0.000	Merged-chr19-33265390-26
NR2001--MA0511.2.RUNX2	chr12	73598396	73598404	-	0.000	0.000	Merged-chr12-73598343-51
NR4601--MA0684.1.RUNX3	chr18	61571011	61571020	+	0.000	0.000	Merged-chr18-61571068-18
NR4248--MA0002.2.RUNX1	chr17	52468606	52468616	-	0.000	0.000	Merged-chr17-52468640-52
NR6070--MA0511.2.RUNX2	chr3	123508536	123508544	+	0.000	0.000	Merged-chr3-123508551-84
NR8194--MA0684.1.RUNX3	chr7	45082992	45083001	-	0.000	0.000	Merged-chr7-45083107-80
NR4628--MA0002.2.RUNX1	chr18	68227788	68227798	+	0.000	0.000	Merged-chr18-68227583-82
NR2633--MA0511.2.RUNX2	chr13	101308919	101308927	-	0.000	0.000	Merged-chr13-101308963-14
NR8716--MA0002.2.RUNX1	chr8	68793925	68793935	+	0.000	0.000	Merged-chr8-68794098-69
NR4214--MA0002.2.RUNX1	chr17	47531558	47531568	-	0.000	0.000	Merged-chr17-47531666-50
NR8382--MA0511.2.RUNX2	chr7	105633724	105633732	-	0.000	0.000	Merged-chr7-105633562-65
NR7843--MA0002.2.RUNX1	chr6	117431711	117431721	-	0.000	0.000	Merged-chr6-117431708-65
NR8283--MA0002.2.RUNX1	chr7	73572691	73572701	+	0.000	0.000	Merged-chr7-73572750-41
NR8554--MA0002.2.RUNX1	chr8	13955209	13955219	+	0.000	0.000	Merged-chr8-13955228-14
NR4595--MA0684.1.RUNX3	chr18	58669639	58669648	-	0.000	0.000	Merged-chr18-58669510-1
NR4866--MA0684.1.RUNX3	chr19	55332802	55332811	-	0.000	0.000	Merged-chr19-55332814-24
NR2044--MA0684.1.RUNX3	chr12	85177262	85177271	-	0.000	0.000	Merged-chr12-85177311-38
NR2123--MA0511.2.RUNX2	chr12	98800481	98800489	+	0.000	0.000	Merged-chr12-98800600-14
NR579--MA0002.2.RUNX1	chr1	151683178	151683188	+	0.000	0.000	Merged-chr1-151683056-48
NR535--MA0511.2.RUNX2	chr1	144283483	144283491	+	0.000	0.000	Merged-chr1-144283563-68
NR4846--MA0002.2.RUNX1	chr19	46869319	46869329	+	0.000	0.000	Merged-chr19-46869507-48
NR7952--MA0002.2.RUNX1	chr6	134700987	134700997	+	0.000	0.000	Merged-chr6-134700850-79
NR8663--MA0002.2.RUNX1	chr8	40963101	40963111	+	0.000	0.000	Merged-chr8-40963134-88
NR7588--MA0511.2.RUNX2	chr6	50009529	50009537	-	0.000	0.000	Merged-chr6-50009459-48
NR6655--MA0684.1.RUNX3	chr4	116053542	116053551	-	0.000	0.000	Merged-chr4-116053495-96
NR6926--MA0684.1.RUNX3	chr5	23387127	23387136	+	0.000	0.000	Merged-chr5-23387051-61
NR6112--MA0002.2.RUNX1	chr3	136264574	136264584	-	0.000	0.000	Merged-chr3-136264415-1
NR5308--MA0511.2.RUNX2	chr2	114145119	114145127	+	0.000	0.000	Merged-chr2-114145226-70
NR6734--MA0511.2.RUNX2	chr4	136189835	136189843	+	0.000	0.000	Merged-chr4-136190007-31
NR3009--MA0511.2.RUNX2	chr14	70065880	70065888	+	0.000	0.000	Merged-chr14-70065995-72
NR4213--MA0684.1.RUNX3	chr17	47508151	47508160	+	0.000	0.000	Merged-chr17-47508113-61
NR2385--MA0002.2.RUNX1	chr13	41302822	41302832	-	0.000	0.000	Merged-chr13-41302926-20
NR674--MA0684.1.RUNX3	chr1	173532205	173532214	+	0.000	0.000	Merged-chr1-173532000-25
NR1260--MA0002.2.RUNX1	chr10	111214681	111214691	+	0.000	0.000	Merged-chr10-111214498-109
NR2308--MA0002.2.RUNX1	chr13	16020878	16020888	+	0.000	0.000	Merged-chr13-16020821-23
NR8619--MA0684.1.RUNX3	chr8	25274713	25274722	-	0.000	0.000	Merged-chr8-25274715-82
NR6002--MA0684.1.RUNX3	chr3	104466687	104466696	-	0.000	0.000	Merged-chr3-104466607-13
NR7206--MA0511.2.RUNX2	chr5	101937984	101937992	+	0.000	0.000	Merged-chr5-101938144-3
NR6668--MA0684.1.RUNX3	chr4	121231419	121231428	+	0.000	0.000	Merged-chr4-121231330-50
NR3734--MA0002.2.RUNX1	chr16	43376986	43376996	+	0.000	0.000	Merged-chr16-43376977-35
NR2371--MA0684.1.RUNX3	chr13	35871294	35871303	+	0.000	0.000	Merged-chr13-35871308-48
NR4130--MA0511.2.RUNX2	chr17	25255288	25255296	-	0.000	0.000	Merged-chr17-25255345-21
NR9138--MA0511.2.RUNX2	chr9	61670020	61670028	+	0.000	0.000	Merged-chr9-61669996-60
NR287--MA0002.2.RUNX1	chr1	82819533	82819543	-	0.000	0.000	Merged-chr1-82819589-51
NR1892--MA0002.2.RUNX1	chr12	36157960	36157970	+	0.000	0.000	Merged-chr12-36157829-2
NR9340--MA0002.2.RUNX1	chr9	108578608	108578618	+	0.000	0.000	Merged-chr9-108578687-51
NR8371--MA0002.2.RUNX1	chr7	101060674	101060684	+	0.000	0.000	Merged-chr7-101060728-39
NR6015--MA0684.1.RUNX3	chr3	107846367	107846376	+	0.000	0.000	Merged-chr3-107846367-77
NR8916--MA0511.2.RUNX2	chr8	123034335	123034343	-	0.000	0.000	Merged-chr8-123034437-42
NR7421--MA0002.2.RUNX1	chr6	8068567	8068577	-	0.000	0.000	Merged-chr6-8068549-6
NR1510--MA0002.2.RUNX1	chr11	52224161	52224171	-	0.000	0.000	Merged-chr11-52224357-50
NR2572--MA0511.2.RUNX2	chr13	92029928	92029936	+	0.000	0.000	Merged-chr13-92030086-1
NR4153--MA0002.2.RUNX1	chr17	29532144	29532154	+	0.000	0.000	Merged-chr17-29531941-77
NR7530--MA0002.2.RUNX1	chr6	37448149	37448159	+	0.000	0.000	Merged-chr6-37448067-27
NR8241--MA0002.2.RUNX1	chr7	63991691	63991701	+	0.000	0.000	Merged-chr7-63991713-9
NR2224--MA0511.2.RUNX2	chr12	118255872	118255880	+	0.000	0.000	Merged-chr12-118255780-45
NR8036--MA0002.2.RUNX1	chr6	144211185	144211195	-	0.000	0.000	Merged-chr6-144211213-1
NR6627--MA0002.2.RUNX1	chr4	101207684	101207694	+	0.000	0.000	Merged-chr4-101207630-19
NR7930--MA0684.1.RUNX3	chr6	130387068	130387077	+	0.000	0.000	Merged-chr6-130387166-57
NR6312--MA0511.2.RUNX2	chr4	11492629	11492637	-	0.000	0.000	Merged-chr4-11492586-1
NR4205--MA0684.1.RUNX3	chr17	44690608	44690617	-	0.000	0.000	Merged-chr17-44690721-49
NR6071--MA0684.1.RUNX3	chr3	123508536	123508545	+	0.000	0.000	Merged-chr3-123508551-84
NR8145--MA0002.2.RUNX1	chr7	28606014	28606024	+	0.000	0.000	Merged-chr7-28605979-11
NR6408--MA0684.1.RUNX3	chr4	40721127	40721136	+	0.000	0.000	Merged-chr4-40721165-38
NR1252--MA0002.2.RUNX1	chr10	108168049	108168059	+	0.000	0.000	Merged-chr10-108168166-48
NR1523--MA0002.2.RUNX1	chr11	53795063	53795073	-	0.000	0.000	Merged-chr11-53795155-60
NR6421--MA0511.2.RUNX2	chr4	44097944	44097952	-	0.000	0.000	Merged-chr4-44098042-4
NR8397--MA0002.2.RUNX1	chr7	109741958	109741968	+	0.000	0.000	Merged-chr7-109741680-86
NR3931--MA0002.2.RUNX1	chr16	91781029	91781039	-	0.000	0.000	Merged-chr16-91781071-63
NR2856--MA0511.2.RUNX2	chr14	20708518	20708526	-	0.000	0.000	Merged-chr14-20708411-26
NR1775--MA0002.2.RUNX1	chr11	120600906	120600916	+	0.000	0.000	Merged-chr11-120600932-23
NR331--MA0511.2.RUNX2	chr1	86005772	86005780	+	0.000	0.000	Merged-chr1-86005917-70
NR4166--MA0002.2.RUNX1	chr17	32924810	32924820	-	0.000	0.000	Merged-chr17-32924876-38
NR2508--MA0511.2.RUNX2	chr13	75035049	75035057	+	0.000	0.000	Merged-chr13-75035178-8
NR4689--MA0002.2.RUNX1	chr18	78161547	78161557	+	0.000	0.000	Merged-chr18-78161600-30
NR2015--MA0684.1.RUNX3	chr12	76753001	76753010	+	0.000	0.000	Merged-chr12-76753055-50
NR8383--MA0684.1.RUNX3	chr7	105633723	105633732	-	0.000	0.000	Merged-chr7-105633562-65
NR2138--MA0002.2.RUNX1	chr12	101971476	101971486	-	0.000	0.000	Merged-chr12-101971468-9
NR6974--MA0684.1.RUNX3	chr5	37067399	37067408	-	0.000	0.000	Merged-chr5-37067269-61
NR8191--MA0511.2.RUNX2	chr7	42692723	42692731	+	0.000	0.000	Merged-chr7-42692763-63
NR7923--MA0002.2.RUNX1	chr6	130246074	130246084	-	0.000	0.000	Merged-chr6-130245976-1
NR4502--MA0511.2.RUNX2	chr18	39137638	39137646	-	0.000	0.000	Merged-chr18-39137711-66
NR6749--MA0002.2.RUNX1	chr4	143219584	143219594	-	0.000	0.000	Merged-chr4-143219574-43
NR344--MA0511.2.RUNX2	chr1	88475603	88475611	+	0.000	0.000	Merged-chr1-88475619-20
NR4179--MA0002.2.RUNX1	chr17	35115619	35115629	-	0.000	0.000	Merged-chr17-35115733-16
NR6957--MA0511.2.RUNX2	chr5	32104328	32104336	+	0.000	0.000	Merged-chr5-32104376-51
NR1029--MA0511.2.RUNX2	chr10	56486719	56486727	+	0.000	0.000	Merged-chr10-56486689-18
NR5876--MA0002.2.RUNX1	chr3	75714111	75714121	-	0.000	0.000	Merged-chr3-75714014-36
NR3530--MA0002.2.RUNX1	chr15	93298364	93298374	+	0.000	0.000	Merged-chr15-93298411-30
NR6735--MA0684.1.RUNX3	chr4	136189835	136189844	+	0.000	0.000	Merged-chr4-136190007-31
NR1645--MA0002.2.RUNX1	chr11	94601455	94601465	+	0.000	0.000	Merged-chr11-94601423-1
NR2028--MA0684.1.RUNX3	chr12	77788441	77788450	-	0.000	0.000	Merged-chr12-77788504-44
NR11--MA0002.2.RUNX1	chr1	6467286	6467296	+	0.000	0.000	Merged-chr1-6467226-38
NR6338--MA0511.2.RUNX2	chr4	19932240	19932248	-	0.000	0.000	Merged-chr4-19932184-11
NR453--MA0511.2.RUNX2	chr1	121220445	121220453	+	0.000	0.000	Merged-chr1-121220429-14
NR9550--MA0002.2.RUNX1	chrX	136616068	136616078	-	0.000	0.000	Merged-chrX-136616157-16
NR4288--MA0002.2.RUNX1	chr17	64735668	64735678	+	0.000	0.000	Merged-chr17-64735708-22
NR6795--MA0511.2.RUNX2	chr4	148682970	148682978	-	0.000	0.000	Merged-chr4-148683115-2
NR2879--MA0002.2.RUNX1	chr14	27261030	27261040	+	0.000	0.000	Merged-chr14-27261045-15
NR3910--MA0002.2.RUNX1	chr16	88302806	88302816	-	0.000	0.000	Merged-chr16-88302770-2
NR8647--MA0002.2.RUNX1	chr8	35366845	35366855	-	0.000	0.000	Merged-chr8-35366715-10
NR1483--MA0002.2.RUNX1	chr11	45875747	45875757	+	0.000	0.000	Merged-chr11-45875730-14
NR5941--MA0511.2.RUNX2	chr3	89187824	89187832	+	0.000	0.000	Merged-chr3-89188181-94
NR278--MA0684.1.RUNX3	chr1	78537715	78537724	+	0.000	0.000	Merged-chr1-78537773-101
NR5842--MA0002.2.RUNX1	chr3	65537570	65537580	+	0.000	0.000	Merged-chr3-65537527-21
NR4082--MA0511.2.RUNX2	chr17	18558983	18558991	-	0.000	0.000	Merged-chr17-18558777-104
NR7730--MA0511.2.RUNX2	chr6	88518899	88518907	+	0.000	0.000	Merged-chr6-88518766-67
NR9139--MA0684.1.RUNX3	chr9	61670020	61670029	+	0.000	0.000	Merged-chr9-61669996-60
NR8170--MA0511.2.RUNX2	chr7	34313587	34313595	-	0.000	0.000	Merged-chr7-34313409-64
NR7360--MA0002.2.RUNX1	chr5	140596992	140597002	+	0.000	0.000	Merged-chr5-140597113-126
NR8471--MA0684.1.RUNX3	chr7	128158950	128158959	-	0.000	0.000	Merged-chr7-128158931-27
NR989--MA0511.2.RUNX2	chr10	40163495	40163503	-	0.000	0.000	Merged-chr10-40163524-42
