#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR2724--MA0482.1.Gata4	chr15	100750372	100750382	+	0.000	0.000	Merged-chr15-100750259-57
NR2233--MA0036.3.GATA2	chr14	53802811	53802821	+	0.000	0.000	Merged-chr14-53802676-18
NR5371--MA0037.3.GATA3	chr5	120648693	120648700	-	0.000	0.000	Merged-chr5-120648871-127
NR4370--MA0036.3.GATA2	chr3	101800464	101800474	+	0.000	0.000	Merged-chr3-101800601-48
NR1017--MA0035.3.Gata1	chr11	48874849	48874859	-	0.000	0.000	Merged-chr11-48874732-31
NR5428--MA0766.1.GATA5	chr5	136136240	136136247	-	0.000	0.000	Merged-chr5-136136075-63
NR4917--MA0035.3.Gata1	chr4	126677481	126677491	-	0.000	0.000	Merged-chr4-126677717-65
NR1168--MA0036.3.GATA2	chr11	95336986	95336996	-	0.000	0.000	Merged-chr11-95337203-127
NR6302--MA0482.1.Gata4	chr7	127745504	127745514	-	0.000	0.000	Merged-chr7-127745605-87
NR350--MA0766.1.GATA5	chr1	162615723	162615730	+	0.000	0.000	Merged-chr1-162615694-15
NR6963--MA0766.1.GATA5	chr9	100522273	100522280	+	0.000	0.000	Merged-chr9-100522209-27
NR2823--MA0035.3.Gata1	chr16	32645537	32645547	+	0.000	0.000	Merged-chr16-32645495-50
NR693--MA0035.3.Gata1	chr10	79984618	79984628	+	0.000	0.000	Merged-chr10-79984711-132
NR5821--MA0140.2.GATA1::TAL1	chr6	120188249	120188266	-	0.000	0.000	Merged-chr6-120188171-90
NR939--MA0766.1.GATA5	chr11	6568134	6568141	-	0.000	0.000	Merged-chr11-6568162-40
NR1083--MA0482.1.Gata4	chr11	70239911	70239921	-	0.000	0.000	Merged-chr11-70239985-43
NR914--MA1104.1.GATA6	chr10	130313721	130313733	-	0.000	0.000	Merged-chr10-130313729-35
NR6392--MA0482.1.Gata4	chr8	33898107	33898117	-	0.000	0.000	Merged-chr8-33898095-27
NR4045--MA0766.1.GATA5	chr2	121457053	121457060	-	0.000	0.000	Merged-chr2-121457132-54
NR202--MA0035.3.Gata1	chr1	105803093	105803103	-	0.000	0.000	Merged-chr1-105803155-19
NR112--MA0140.2.GATA1::TAL1	chr1	69545441	69545458	+	0.000	0.000	Merged-chr1-69544965-96
NR953--MA0482.1.Gata4	chr11	11522201	11522211	-	0.000	0.000	Merged-chr11-11522120-49
NR4699--MA0037.3.GATA3	chr4	32615369	32615376	-	0.000	0.000	Merged-chr4-32615355-52
NR2987--MA0036.3.GATA2	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR2674--MA0035.3.Gata1	chr15	93298391	93298401	+	0.000	0.000	Merged-chr15-93298411-30
NR372--MA0140.2.GATA1::TAL1	chr1	164972974	164972991	+	0.000	0.000	Merged-chr1-164973033-32
NR4776--MA0036.3.GATA2	chr4	75278973	75278983	-	0.000	0.000	Merged-chr4-75279089-1
NR68--MA1104.1.GATA6	chr1	43521164	43521176	+	0.000	0.000	Merged-chr1-43521160-6
NR5216--MA0482.1.Gata4	chr5	65795514	65795524	+	0.000	0.000	Merged-chr5-65795420-10
NR2892--MA0035.3.Gata1	chr16	58679048	58679058	-	0.000	0.000	Merged-chr16-58678885-20
NR1141--MA0140.2.GATA1::TAL1	chr11	88204227	88204244	+	0.000	0.000	Merged-chr11-88204255-77
NR6217--MA0036.3.GATA2	chr7	101504103	101504113	+	0.000	0.000	Merged-chr7-101503907-73
NR347--MA0482.1.Gata4	chr1	162615720	162615730	-	0.000	0.000	Merged-chr1-162615694-15
NR956--MA0035.3.Gata1	chr11	11522195	11522205	-	0.000	0.000	Merged-chr11-11522120-49
NR2310--MA0766.1.GATA5	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR2719--MA0035.3.Gata1	chr15	97790276	97790286	-	0.000	0.000	Merged-chr15-97790248-21
NR488--MA0036.3.GATA2	chr1	191803662	191803672	+	0.000	0.000	Merged-chr1-191803516-12
NR836--MA0482.1.Gata4	chr10	117938873	117938883	+	0.000	0.000	Merged-chr10-117938782-19
NR2204--MA0036.3.GATA2	chr14	51057641	51057651	-	0.000	0.000	Merged-chr14-51057576-14
NR4168--MA0037.3.GATA3	chr2	162998790	162998797	+	0.000	0.000	Merged-chr2-162998735-32
NR4439--MA0037.3.GATA3	chr3	126691146	126691153	+	0.000	0.000	Merged-chr3-126690917-48
NR6764--MA0482.1.Gata4	chr9	50924751	50924761	-	0.000	0.000	Merged-chr9-50924601-13
NR6672--MA1104.1.GATA6	chr9	15029162	15029174	+	0.000	0.000	Merged-chr9-15029277-27
NR352--MA0140.2.GATA1::TAL1	chr1	162615712	162615729	-	0.000	0.000	Merged-chr1-162615694-15
NR6847--MA1104.1.GATA6	chr9	79970743	79970755	+	0.000	0.000	Merged-chr9-79970896-33
NR6729--MA0766.1.GATA5	chr9	41118252	41118259	+	0.000	0.000	Merged-chr9-41118206-38
NR393--MA0035.3.Gata1	chr1	172277571	172277581	+	0.000	0.000	Merged-chr1-172277440-42
NR5355--MA0037.3.GATA3	chr5	113157050	113157057	+	0.000	0.000	Merged-chr5-113157037-10
NR2868--MA1104.1.GATA6	chr16	50839800	50839812	-	0.000	0.000	Merged-chr16-50839866-11
NR2361--MA0035.3.Gata1	chr14	79481996	79482006	+	0.000	0.000	Merged-chr14-79481875-1
NR3356--MA0140.2.GATA1::TAL1	chr18	53817653	53817670	-	0.000	0.000	Merged-chr18-53817599-8
NR3138--MA0035.3.Gata1	chr17	32350600	32350610	+	0.000	0.000	Merged-chr17-32350599-47
NR6244--MA0035.3.Gata1	chr7	113419585	113419595	-	0.000	0.000	Merged-chr7-113419557-35
NR1852--MA0140.2.GATA1::TAL1	chr13	63112806	63112823	-	0.000	0.000	Merged-chr13-63112828-16
NR4463--MA0036.3.GATA2	chr3	130810235	130810245	-	0.000	0.000	Merged-chr3-130810133-82
NR2400--MA0140.2.GATA1::TAL1	chr14	103048881	103048898	+	0.000	0.000	Merged-chr14-103048950-60
NR2722--MA0140.2.GATA1::TAL1	chr15	97993219	97993236	-	0.000	0.000	Merged-chr15-97993070-31
NR5844--MA0037.3.GATA3	chr6	125353461	125353468	+	0.000	0.000	Merged-chr6-125353566-72
NR586--MA0766.1.GATA5	chr10	34172906	34172913	+	0.000	0.000	Merged-chr10-34172961-40
NR4944--MA0035.3.Gata1	chr4	133879299	133879309	+	0.000	0.000	Merged-chr4-133879423-50
NR2493--MA0482.1.Gata4	chr15	25817330	25817340	+	0.000	0.000	Merged-chr15-25817272-36
NR2349--MA0766.1.GATA5	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR3797--MA0037.3.GATA3	chr2	58137935	58137942	+	0.000	0.000	Merged-chr2-58137903-53
NR1176--MA0482.1.Gata4	chr11	97949930	97949940	+	0.000	0.000	Merged-chr11-97949895-26
NR5271--MA0140.2.GATA1::TAL1	chr5	92398400	92398417	-	0.000	0.000	Merged-chr5-92398390-31
NR2549--MA0035.3.Gata1	chr15	55097389	55097399	-	0.000	0.000	Merged-chr15-55097336-26
NR5860--MA0035.3.Gata1	chr6	129218538	129218548	-	0.000	0.000	Merged-chr6-129218550-1
NR6393--MA1104.1.GATA6	chr8	33898107	33898119	+	0.000	0.000	Merged-chr8-33898095-27
NR6798--MA0766.1.GATA5	chr9	62421170	62421177	+	0.000	0.000	Merged-chr9-62421317-30
NR4171--MA0036.3.GATA2	chr2	162998788	162998798	-	0.000	0.000	Merged-chr2-162998735-32
NR4442--MA0036.3.GATA2	chr3	126691144	126691154	-	0.000	0.000	Merged-chr3-126690917-48
NR999--MA0140.2.GATA1::TAL1	chr11	44581353	44581370	-	0.000	0.000	Merged-chr11-44581458-41
NR979--MA0766.1.GATA5	chr11	21549919	21549926	-	0.000	0.000	Merged-chr11-21549629-38
NR954--MA1104.1.GATA6	chr11	11522194	11522206	+	0.000	0.000	Merged-chr11-11522120-49
NR4489--MA0036.3.GATA2	chr3	133335293	133335303	+	0.000	0.000	Merged-chr3-133335260-10
NR4295--MA0482.1.Gata4	chr3	52840429	52840439	+	0.000	0.000	Merged-chr3-52840378-53
NR6827--MA0140.2.GATA1::TAL1	chr9	69298081	69298098	+	0.000	0.000	Merged-chr9-69298140-58
NR2209--MA0036.3.GATA2	chr14	51089607	51089617	-	0.000	0.000	Merged-chr14-51089414-103
NR2496--MA0035.3.Gata1	chr15	25817329	25817339	+	0.000	0.000	Merged-chr15-25817272-36
NR1844--MA0037.3.GATA3	chr13	61788293	61788300	-	0.000	0.000	Merged-chr13-61788395-14
NR679--MA0482.1.Gata4	chr10	75565754	75565764	-	0.000	0.000	Merged-chr10-75565754-65
NR5727--MA0037.3.GATA3	chr6	86922089	86922096	-	0.000	0.000	Merged-chr6-86921974-19
NR2210--MA0035.3.Gata1	chr14	51089607	51089617	-	0.000	0.000	Merged-chr14-51089414-103
NR4937--MA0140.2.GATA1::TAL1	chr4	133051063	133051080	-	0.000	0.000	Merged-chr4-133050964-41
NR6488--MA0035.3.Gata1	chr8	91073945	91073955	-	0.000	0.000	Merged-chr8-91073966-44
NR2647--MA0482.1.Gata4	chr15	82906890	82906900	-	0.000	0.000	Merged-chr15-82906941-10
NR1650--MA0036.3.GATA2	chr12	114300002	114300012	+	0.000	0.000	Merged-chr12-114300093-52
NR3358--MA0482.1.Gata4	chr18	54986978	54986988	-	0.000	0.000	Merged-chr18-54986948-23
NR6464--MA0482.1.Gata4	chr8	83715199	83715209	-	0.000	0.000	Merged-chr8-83715259-53
NR4466--MA0140.2.GATA1::TAL1	chr3	130894314	130894331	+	0.000	0.000	Merged-chr3-130894407-22
NR348--MA1104.1.GATA6	chr1	162615720	162615732	+	0.000	0.000	Merged-chr1-162615694-15
NR4251--MA0035.3.Gata1	chr3	9826842	9826852	+	0.000	0.000	Merged-chr3-9826871-7
NR4046--MA0035.3.Gata1	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR61--MA0037.3.GATA3	chr1	43520879	43520886	-	0.000	0.000	Merged-chr1-43520918-1
NR3027--MA0037.3.GATA3	chr17	6079941	6079948	+	0.000	0.000	Merged-chr17-6079781-61
NR837--MA1104.1.GATA6	chr10	117938871	117938883	-	0.000	0.000	Merged-chr10-117938782-19
NR1204--MA0037.3.GATA3	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR4163--MA0036.3.GATA2	chr2	153350781	153350791	-	0.000	0.000	Merged-chr2-153350886-63
NR2534--MA1104.1.GATA6	chr15	50667569	50667581	-	0.000	0.000	Merged-chr15-50667671-62
NR799--MA0036.3.GATA2	chr10	111583205	111583215	-	0.000	0.000	Merged-chr10-111583294-13
NR4254--MA0140.2.GATA1::TAL1	chr3	20104585	20104602	-	0.000	0.000	Merged-chr3-20104734-79
NR6823--MA0482.1.Gata4	chr9	69298080	69298090	+	0.000	0.000	Merged-chr9-69298140-58
NR7058--MA0482.1.Gata4	chr9	123021045	123021055	-	0.000	0.000	Merged-chr9-123021299-81
NR6137--MA0766.1.GATA5	chr7	67451659	67451666	-	0.000	0.000	Merged-chr7-67451602-26
NR4770--MA0140.2.GATA1::TAL1	chr4	59278701	59278718	+	0.000	0.000	Merged-chr4-59278599-46
NR2844--MA0482.1.Gata4	chr16	42172734	42172744	-	0.000	0.000	Merged-chr16-42172689-43
NR2639--MA0482.1.Gata4	chr15	81522972	81522982	+	0.000	0.000	Merged-chr15-81522874-123
NR3079--MA0482.1.Gata4	chr17	17838231	17838241	+	0.000	0.000	Merged-chr17-17838305-60
NR2429--MA0766.1.GATA5	chr14	120525793	120525800	-	0.000	0.000	Merged-chr14-120525808-27
NR1971--MA0482.1.Gata4	chr13	95697072	95697082	+	0.000	0.000	Merged-chr13-95697036-46
NR4152--MA0766.1.GATA5	chr2	151530974	151530981	+	0.000	0.000	Merged-chr2-151531035-38
NR2880--MA0140.2.GATA1::TAL1	chr16	55754440	55754457	-	0.000	0.000	Merged-chr16-55754578-52
NR5905--MA0036.3.GATA2	chr6	130312044	130312054	+	0.000	0.000	Merged-chr6-130312055-26
NR1339--MA1104.1.GATA6	chr12	3427690	3427702	-	0.000	0.000	Merged-chr12-3427631-4
NR5886--MA0036.3.GATA2	chr6	130078305	130078315	+	0.000	0.000	Merged-chr6-130078295-22
NR2494--MA1104.1.GATA6	chr15	25817328	25817340	-	0.000	0.000	Merged-chr15-25817272-36
NR4147--MA0035.3.Gata1	chr2	150909931	150909941	+	0.000	0.000	Merged-chr2-150909929-87
NR4994--MA0482.1.Gata4	chr4	146483486	146483496	+	0.000	0.000	Merged-chr4-146483496-1
NR5299--MA0037.3.GATA3	chr5	105244866	105244873	+	0.000	0.000	Merged-chr5-105244982-37
NR4707--MA0766.1.GATA5	chr4	33110182	33110189	-	0.000	0.000	Merged-chr4-33110299-20
NR3604--MA0037.3.GATA3	chr19	37266073	37266080	-	0.000	0.000	Merged-chr19-37265985-31
NR3030--MA0036.3.GATA2	chr17	6079939	6079949	-	0.000	0.000	Merged-chr17-6079781-61
NR5471--MA0140.2.GATA1::TAL1	chr5	140619627	140619644	-	0.000	0.000	Merged-chr5-140619515-30
NR4880--MA0140.2.GATA1::TAL1	chr4	117133987	117134004	+	0.000	0.000	Merged-chr4-117133999-76
NR1560--MA0035.3.Gata1	chr12	99544690	99544700	-	0.000	0.000	Merged-chr12-99544732-47
NR2517--MA0766.1.GATA5	chr15	36375104	36375111	+	0.000	0.000	Merged-chr15-36375084-60
NR2507--MA0036.3.GATA2	chr15	34412344	34412354	-	0.000	0.000	Merged-chr15-34412458-31
NR4296--MA1104.1.GATA6	chr3	52840427	52840439	-	0.000	0.000	Merged-chr3-52840378-53
NR5352--MA0766.1.GATA5	chr5	112219581	112219588	-	0.000	0.000	Merged-chr5-112219700-2
NR4010--MA1104.1.GATA6	chr2	115855976	115855988	-	0.000	0.000	Merged-chr2-115856078-28
NR2648--MA1104.1.GATA6	chr15	82906890	82906902	+	0.000	0.000	Merged-chr15-82906941-10
NR1600--MA0036.3.GATA2	chr12	107160238	107160248	-	0.000	0.000	Merged-chr12-107160431-72
NR3564--MA0037.3.GATA3	chr19	32107875	32107882	+	0.000	0.000	Merged-chr19-32107977-56
NR5878--MA0036.3.GATA2	chr6	129917828	129917838	+	0.000	0.000	Merged-chr6-129917853-39
NR6670--MA0037.3.GATA3	chr9	15029165	15029172	+	0.000	0.000	Merged-chr9-15029277-27
NR1810--MA0035.3.Gata1	chr13	41097618	41097628	-	0.000	0.000	Merged-chr13-41097728-40
NR2175--MA0140.2.GATA1::TAL1	chr14	32784626	32784643	+	0.000	0.000	Merged-chr14-32784506-76
NR2343--MA1104.1.GATA6	chr14	78687788	78687800	-	0.000	0.000	Merged-chr14-78687892-42
NR4913--MA0037.3.GATA3	chr4	126677483	126677490	+	0.000	0.000	Merged-chr4-126677717-65
NR6845--MA0037.3.GATA3	chr9	79970746	79970753	+	0.000	0.000	Merged-chr9-79970896-33
NR2129--MA0766.1.GATA5	chr14	14019694	14019701	+	0.000	0.000	Merged-chr14-14019640-26
NR4266--MA0766.1.GATA5	chr3	37738511	37738518	+	0.000	0.000	Merged-chr3-37738517-40
NR7091--MA0036.3.GATA2	chrX	13347155	13347165	-	0.000	0.000	Merged-chrX-13347316-78
NR2970--MA0140.2.GATA1::TAL1	chr16	91755092	91755109	+	0.000	0.000	Merged-chr16-91755082-17
NR1820--MA0140.2.GATA1::TAL1	chr13	43485437	43485454	+	0.000	0.000	Merged-chr13-43485409-24
NR327--MA0035.3.Gata1	chr1	156956632	156956642	+	0.000	0.000	Merged-chr1-156956579-55
NR151--MA0140.2.GATA1::TAL1	chr1	86532670	86532687	+	0.000	0.000	Merged-chr1-86532525-44
NR1727--MA0035.3.Gata1	chr13	8457040	8457050	+	0.000	0.000	Merged-chr13-8457184-81
NR6824--MA1104.1.GATA6	chr9	69298078	69298090	-	0.000	0.000	Merged-chr9-69298140-58
NR3840--MA0482.1.Gata4	chr2	66185004	66185014	-	0.000	0.000	Merged-chr2-66184903-51
NR4269--MA0036.3.GATA2	chr3	37753350	37753360	+	0.000	0.000	Merged-chr3-37753406-27
NR1082--MA0037.3.GATA3	chr11	70239914	70239921	+	0.000	0.000	Merged-chr11-70239985-43
NR1331--MA0766.1.GATA5	chr11	119023242	119023249	-	0.000	0.000	Merged-chr11-119023233-65
NR5561--MA0140.2.GATA1::TAL1	chr6	7847066	7847083	+	0.000	0.000	Merged-chr6-7847080-25
NR1972--MA1104.1.GATA6	chr13	95697070	95697082	-	0.000	0.000	Merged-chr13-95697036-46
NR6391--MA0037.3.GATA3	chr8	33898110	33898117	+	0.000	0.000	Merged-chr8-33898095-27
NR1302--MA0482.1.Gata4	chr11	114051353	114051363	-	0.000	0.000	Merged-chr11-114051191-1
NR4564--MA0482.1.Gata4	chr3	143348119	143348129	-	0.000	0.000	Merged-chr3-143348318-1
NR3434--MA0140.2.GATA1::TAL1	chr18	80612024	80612041	-	0.000	0.000	Merged-chr18-80611991-79
NR5565--MA0036.3.GATA2	chr6	15743687	15743697	+	0.000	0.000	Merged-chr6-15743639-18
NR2045--MA0036.3.GATA2	chr13	109232148	109232158	+	0.000	0.000	Merged-chr13-109232171-58
NR2920--MA0037.3.GATA3	chr16	75984113	75984120	-	0.000	0.000	Merged-chr16-75984013-36
NR6257--MA0482.1.Gata4	chr7	114616933	114616943	-	0.000	0.000	Merged-chr7-114616980-17
NR3747--MA0035.3.Gata1	chr2	31180409	31180419	-	0.000	0.000	Merged-chr2-31180309-64
NR6138--MA0035.3.Gata1	chr7	67451658	67451668	+	0.000	0.000	Merged-chr7-67451602-26
NR6114--MA0482.1.Gata4	chr7	47111357	47111367	+	0.000	0.000	Merged-chr7-47111394-88
NR5820--MA0140.2.GATA1::TAL1	chr6	120065987	120066004	+	0.000	0.000	Merged-chr6-120065938-28
NR5215--MA0037.3.GATA3	chr5	65795514	65795521	-	0.000	0.000	Merged-chr5-65795420-10
NR5859--MA0766.1.GATA5	chr6	129218540	129218547	+	0.000	0.000	Merged-chr6-129218550-1
NR346--MA0037.3.GATA3	chr1	162615723	162615730	+	0.000	0.000	Merged-chr1-162615694-15
NR800--MA0766.1.GATA5	chr10	111583207	111583214	+	0.000	0.000	Merged-chr10-111583294-13
NR1214--MA0766.1.GATA5	chr11	101661876	101661883	+	0.000	0.000	Merged-chr11-101661964-4
NR5302--MA0766.1.GATA5	chr5	105244866	105244873	+	0.000	0.000	Merged-chr5-105244982-37
NR2177--MA0766.1.GATA5	chr14	40947679	40947686	+	0.000	0.000	Merged-chr14-40947872-74
NR6797--MA0037.3.GATA3	chr9	62421170	62421177	+	0.000	0.000	Merged-chr9-62421317-30
NR6970--MA0036.3.GATA2	chr9	103426518	103426528	-	0.000	0.000	Merged-chr9-103426550-25
NR978--MA0037.3.GATA3	chr11	21549919	21549926	-	0.000	0.000	Merged-chr11-21549629-38
NR1846--MA0766.1.GATA5	chr13	61788293	61788300	-	0.000	0.000	Merged-chr13-61788395-14
NR5729--MA0766.1.GATA5	chr6	86922089	86922096	-	0.000	0.000	Merged-chr6-86921974-19
NR835--MA0037.3.GATA3	chr10	117938873	117938880	-	0.000	0.000	Merged-chr10-117938782-19
NR6117--MA0035.3.Gata1	chr7	47111356	47111366	+	0.000	0.000	Merged-chr7-47111394-88
NR5589--MA0037.3.GATA3	chr6	32158581	32158588	-	0.000	0.000	Merged-chr6-32158498-25
NR5828--MA0036.3.GATA2	chr6	122742623	122742633	+	0.000	0.000	Merged-chr6-122742614-91
NR2409--MA0035.3.Gata1	chr14	103531828	103531838	-	0.000	0.000	Merged-chr14-103532033-29
NR5446--MA0037.3.GATA3	chr5	138280045	138280052	+	0.000	0.000	Merged-chr5-138280109-50
NR1793--MA0766.1.GATA5	chr13	32993666	32993673	-	0.000	0.000	Merged-chr13-32993550-50
NR5353--MA0035.3.Gata1	chr5	112219580	112219590	+	0.000	0.000	Merged-chr5-112219700-2
NR3367--MA0036.3.GATA2	chr18	56733837	56733847	-	0.000	0.000	Merged-chr18-56734019-60
NR6358--MA0482.1.Gata4	chr8	19703490	19703500	-	0.000	0.000	Merged-chr8-19703358-67
NR6266--MA1104.1.GATA6	chr7	116125146	116125158	-	0.000	0.000	Merged-chr7-116125344-2
NR5361--MA0036.3.GATA2	chr5	114374679	114374689	+	0.000	0.000	Merged-chr5-114374787-5
NR5427--MA0036.3.GATA2	chr5	136136239	136136249	+	0.000	0.000	Merged-chr5-136136075-63
NR6215--MA0482.1.Gata4	chr7	101504104	101504114	+	0.000	0.000	Merged-chr7-101503907-73
NR2306--MA0037.3.GATA3	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR6962--MA0036.3.GATA2	chr9	100522271	100522281	-	0.000	0.000	Merged-chr9-100522209-27
NR3841--MA1104.1.GATA6	chr2	66185004	66185016	+	0.000	0.000	Merged-chr2-66184903-51
NR6375--MA0037.3.GATA3	chr8	25962132	25962139	+	0.000	0.000	Merged-chr8-25962203-9
NR5908--MA0140.2.GATA1::TAL1	chr6	130312046	130312063	+	0.000	0.000	Merged-chr6-130312055-26
NR3314--MA0482.1.Gata4	chr18	38350149	38350159	+	0.000	0.000	Merged-chr18-38350190-47
NR5384--MA0766.1.GATA5	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR5061--MA0035.3.Gata1	chr4	156235719	156235729	-	0.000	0.000	Merged-chr4-156235547-2
NR3880--MA0482.1.Gata4	chr2	75634495	75634505	+	0.000	0.000	Merged-chr2-75634644-14
NR1303--MA1104.1.GATA6	chr11	114051353	114051365	+	0.000	0.000	Merged-chr11-114051191-1
NR4565--MA1104.1.GATA6	chr3	143348119	143348131	+	0.000	0.000	Merged-chr3-143348318-1
NR4294--MA0037.3.GATA3	chr3	52840429	52840436	-	0.000	0.000	Merged-chr3-52840378-53
NR1708--MA0766.1.GATA5	chr12	118930864	118930871	+	0.000	0.000	Merged-chr12-118930773-38
NR1335--MA0140.2.GATA1::TAL1	chr11	120316309	120316326	+	0.000	0.000	Merged-chr11-120316357-56
NR3317--MA0035.3.Gata1	chr18	38350148	38350158	+	0.000	0.000	Merged-chr18-38350190-47
NR6258--MA1104.1.GATA6	chr7	114616933	114616945	+	0.000	0.000	Merged-chr7-114616980-17
NR2646--MA0037.3.GATA3	chr15	82906893	82906900	+	0.000	0.000	Merged-chr15-82906941-10
NR6115--MA1104.1.GATA6	chr7	47111355	47111367	-	0.000	0.000	Merged-chr7-47111394-88
NR738--MA0140.2.GATA1::TAL1	chr10	96204412	96204429	+	0.000	0.000	Merged-chr10-96204406-28
NR5590--MA1104.1.GATA6	chr6	32158579	32158591	-	0.000	0.000	Merged-chr6-32158498-25
NR5953--MA0482.1.Gata4	chr6	140598741	140598751	+	0.000	0.000	Merged-chr6-140598794-45
NR1722--MA0482.1.Gata4	chr13	8457034	8457044	+	0.000	0.000	Merged-chr13-8457184-81
NR1332--MA0035.3.Gata1	chr11	119023241	119023251	+	0.000	0.000	Merged-chr11-119023233-65
NR896--MA0037.3.GATA3	chr10	128504783	128504790	+	0.000	0.000	Merged-chr10-128504918-39
NR3721--MA0140.2.GATA1::TAL1	chr2	25111314	25111331	+	0.000	0.000	Merged-chr2-25111409-51
NR3715--MA0766.1.GATA5	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR3957--MA0036.3.GATA2	chr2	93444018	93444028	+	0.000	0.000	Merged-chr2-93443945-1
NR6062--MA1104.1.GATA6	chr7	24407233	24407245	-	0.000	0.000	Merged-chr7-24407263-37
NR5300--MA0482.1.Gata4	chr5	105244863	105244873	-	0.000	0.000	Merged-chr5-105244982-37
NR4849--MA0140.2.GATA1::TAL1	chr4	101192432	101192449	+	0.000	0.000	Merged-chr4-101192584-17
NR3938--MA0482.1.Gata4	chr2	92192026	92192036	-	0.000	0.000	Merged-chr2-92192158-30
NR221--MA0766.1.GATA5	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR4950--MA0482.1.Gata4	chr4	135114478	135114488	+	0.000	0.000	Merged-chr4-135114591-19
NR2207--MA0482.1.Gata4	chr14	51089606	51089616	-	0.000	0.000	Merged-chr14-51089414-103
NR1748--MA0482.1.Gata4	chr13	19272882	19272892	+	0.000	0.000	Merged-chr13-19272899-14
NR6822--MA0037.3.GATA3	chr9	69298080	69298087	-	0.000	0.000	Merged-chr9-69298140-58
NR1215--MA0035.3.Gata1	chr11	101661874	101661884	-	0.000	0.000	Merged-chr11-101661964-4
NR3675--MA0766.1.GATA5	chr2	11173735	11173742	-	0.000	0.000	Merged-chr2-11173621-55
NR710--MA0766.1.GATA5	chr10	85411169	85411176	+	0.000	0.000	Merged-chr10-85411172-67
NR5303--MA0035.3.Gata1	chr5	105244864	105244874	-	0.000	0.000	Merged-chr5-105244982-37
NR3081--MA0035.3.Gata1	chr17	17838230	17838240	+	0.000	0.000	Merged-chr17-17838305-60
NR2638--MA0037.3.GATA3	chr15	81522972	81522979	-	0.000	0.000	Merged-chr15-81522874-123
NR681--MA0036.3.GATA2	chr10	75565755	75565765	-	0.000	0.000	Merged-chr10-75565754-65
NR6359--MA1104.1.GATA6	chr8	19703490	19703502	+	0.000	0.000	Merged-chr8-19703358-67
NR1970--MA0037.3.GATA3	chr13	95697072	95697079	-	0.000	0.000	Merged-chr13-95697036-46
NR6216--MA1104.1.GATA6	chr7	101504102	101504114	-	0.000	0.000	Merged-chr7-101503907-73
NR957--MA0035.3.Gata1	chr11	11522202	11522212	-	0.000	0.000	Merged-chr11-11522120-49
NR1576--MA0035.3.Gata1	chr12	104067615	104067625	+	0.000	0.000	Merged-chr12-104067684-35
NR1847--MA0035.3.Gata1	chr13	61788292	61788302	+	0.000	0.000	Merged-chr13-61788395-14
NR585--MA0036.3.GATA2	chr10	34172904	34172914	-	0.000	0.000	Merged-chr10-34172961-40
NR841--MA1104.1.GATA6	chr10	117969928	117969940	+	0.000	0.000	Merged-chr10-117970017-9
NR4009--MA0482.1.Gata4	chr2	115855978	115855988	+	0.000	0.000	Merged-chr2-115856078-28
NR7056--MA0140.2.GATA1::TAL1	chr9	122246135	122246152	+	0.000	0.000	Merged-chr9-122246104-16
NR4265--MA0037.3.GATA3	chr3	37738511	37738518	+	0.000	0.000	Merged-chr3-37738517-40
NR1599--MA0482.1.Gata4	chr12	107160237	107160247	-	0.000	0.000	Merged-chr12-107160431-72
NR3520--MA1104.1.GATA6	chr19	12805881	12805893	+	0.000	0.000	Merged-chr19-12806193-62
NR1185--MA0482.1.Gata4	chr11	98682373	98682383	-	0.000	0.000	Merged-chr11-98682471-63
NR3315--MA1104.1.GATA6	chr18	38350147	38350159	-	0.000	0.000	Merged-chr18-38350190-47
NR2075--MA1104.1.GATA6	chr13	111461639	111461651	-	0.000	0.000	Merged-chr13-111461542-22
NR5847--MA0036.3.GATA2	chr6	125353459	125353469	-	0.000	0.000	Merged-chr6-125353566-72
NR1084--MA0766.1.GATA5	chr11	70239914	70239921	+	0.000	0.000	Merged-chr11-70239985-43
NR3102--MA0482.1.Gata4	chr17	26532842	26532852	-	0.000	0.000	Merged-chr17-26532798-20
NR4932--MA0035.3.Gata1	chr4	132783978	132783988	-	0.000	0.000	Merged-chr4-132783946-19
NR1260--MA0482.1.Gata4	chr11	108101664	108101674	+	0.000	0.000	Merged-chr11-108101692-19
