#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR3281--MA0591.1.Bach1::Mafk	chr13	41249758	41249772	-	0.000	0.000	Merged-chr13-41249879-71
NR2204--MA0089.1.MAFG::NFE2L1	chr11	35842164	35842169	-	0.000	0.000	Merged-chr11-35842054-42
NR8837--MA0495.2.MAFF	chr3	136686690	136686710	+	0.000	0.000	Merged-chr3-136686664-13
NR537--MA0117.2.Mafb	chr1	97650196	97650207	-	0.000	0.000	Merged-chr1-97650227-42
NR5811--MA0659.1.MAFG	chr17	27755570	27755590	+	0.000	0.000	Merged-chr17-27755639-7
NR6047--MA0089.1.MAFG::NFE2L1	chr17	72937300	72937305	-	0.000	0.000	Merged-chr17-72937359-6
NR8470--MA0591.1.Bach1::Mafk	chr3	79100357	79100371	-	0.000	0.000	Merged-chr3-79100420-9
NR7655--MA0659.1.MAFG	chr2	135748539	135748559	+	0.000	0.000	Merged-chr2-135748609-5
NR997--MA0089.1.MAFG::NFE2L1	chr1	179578778	179578783	-	0.000	0.000	Merged-chr1-179578897-31
NR302--MA0496.2.MAFK	chr1	65186473	65186491	-	0.000	0.000	Merged-chr1-65186701-72
NR2506--MA0089.1.MAFG::NFE2L1	chr12	8817902	8817907	-	0.000	0.000	Merged-chr12-8817903-12
NR13185--MA0495.2.MAFF	chr9	70524582	70524602	+	0.000	0.000	Merged-chr9-70524539-1
NR12988--MA0659.1.MAFG	chr8	128596686	128596706	-	0.000	0.000	Merged-chr8-128596588-1
NR11720--MA0089.1.MAFG::NFE2L1	chr7	16376629	16376634	+	0.000	0.000	Merged-chr7-16376685-9
NR1652--MA0089.1.MAFG::NFE2L1	chr10	75303984	75303989	-	0.000	0.000	Merged-chr10-75303775-85
NR12273--MA0089.1.MAFG::NFE2L1	chr7	130886494	130886499	-	0.000	0.000	Merged-chr7-130886495-31
NR9915--MA0089.1.MAFG::NFE2L1	chr5	8722966	8722971	-	0.000	0.000	Merged-chr5-8722882-18
NR5596--MA0117.2.Mafb	chr16	88194635	88194646	+	0.000	0.000	Merged-chr16-88194687-2
NR5987--MA0591.1.Bach1::Mafk	chr17	65826437	65826451	+	0.000	0.000	Merged-chr17-65826425-32
NR13705--MA0089.1.MAFG::NFE2L1	chrX	135753065	135753070	+	0.000	0.000	Merged-chrX-135752954-36
NR3737--MA0495.2.MAFF	chr13	109822600	109822620	+	0.000	0.000	Merged-chr13-109822486-79
NR3188--MA0117.2.Mafb	chr13	19356607	19356618	+	0.000	0.000	Merged-chr13-19356698-68
NR11624--MA0591.1.Bach1::Mafk	chr6	144679049	144679063	-	0.000	0.000	Merged-chr6-144679049-11
NR2883--MA0089.1.MAFG::NFE2L1	chr12	90797653	90797658	+	0.000	0.000	Merged-chr12-90797424-41
NR6330--MA0496.2.MAFK	chr18	32311874	32311892	-	0.000	0.000	Merged-chr18-32311918-36
NR900--MA0659.1.MAFG	chr1	165828808	165828828	-	0.000	0.000	Merged-chr1-165828679-59
NR10802--MA0495.2.MAFF	chr6	17629864	17629884	+	0.000	0.000	Merged-chr6-17630018-29
NR6910--MA0659.1.MAFG	chr2	6478400	6478420	-	0.000	0.000	Merged-chr2-6478572-51
NR278--MA0591.1.Bach1::Mafk	chr1	60941244	60941258	-	0.000	0.000	Merged-chr1-60941237-49
NR12990--MA0496.2.MAFK	chr8	128596687	128596705	-	0.000	0.000	Merged-chr8-128596588-1
NR6738--MA0089.1.MAFG::NFE2L1	chr19	4811407	4811412	+	0.000	0.000	Merged-chr19-4811476-80
NR2391--MA0591.1.Bach1::Mafk	chr11	99132536	99132550	+	0.000	0.000	Merged-chr11-99132520-18
NR2154--MA0591.1.Bach1::Mafk	chr11	19949896	19949910	-	0.000	0.000	Merged-chr11-19950024-19
NR4620--MA0501.1.MAF::NFE2	chr15	18821595	18821609	-	0.000	0.000	Merged-chr15-18821535-37
NR2443--MA0117.2.Mafb	chr11	116198758	116198769	+	0.000	0.000	Merged-chr11-116198930-70
NR7814--MA0591.1.Bach1::Mafk	chr2	156975229	156975243	+	0.000	0.000	Merged-chr2-156975142-7
NR470--MA0117.2.Mafb	chr1	85894446	85894457	-	0.000	0.000	Merged-chr1-85894541-45
NR11517--MA0591.1.Bach1::Mafk	chr6	134615224	134615238	+	0.000	0.000	Merged-chr6-134615220-54
NR8552--MA0501.1.MAF::NFE2	chr3	89912855	89912869	+	0.000	0.000	Merged-chr3-89912987-87
NR1586--MA0117.2.Mafb	chr10	67503589	67503600	-	0.000	0.000	Merged-chr10-67503707-61
NR10239--MA0089.1.MAFG::NFE2L1	chr5	66165886	66165891	-	0.000	0.000	Merged-chr5-66165983-46
NR8798--MA0089.1.MAFG::NFE2L1	chr3	131303193	131303198	+	0.000	0.000	Merged-chr3-131303099-58
NR6334--MA0089.1.MAFG::NFE2L1	chr18	32598298	32598303	-	0.000	0.000	Merged-chr18-32598271-33
NR9739--MA0089.1.MAFG::NFE2L1	chr4	136071687	136071692	+	0.000	0.000	Merged-chr4-136071476-30
NR3607--MA0496.2.MAFK	chr13	92636942	92636960	-	0.000	0.000	Merged-chr13-92636983-54
NR13038--MA0089.1.MAFG::NFE2L1	chr9	14884878	14884883	+	0.000	0.000	Merged-chr9-14884942-24
NR793--MA0089.1.MAFG::NFE2L1	chr1	145038412	145038417	-	0.000	0.000	Merged-chr1-145038249-1
NR13196--MA0591.1.Bach1::Mafk	chr9	72390559	72390573	+	0.000	0.000	Merged-chr9-72390608-30
NR5935--MA0495.2.MAFF	chr17	52312185	52312205	+	0.000	0.000	Merged-chr17-52312219-8
NR5216--MA0089.1.MAFG::NFE2L1	chr16	23844853	23844858	+	0.000	0.000	Merged-chr16-23844946-41
NR8535--MA0659.1.MAFG	chr3	88297140	88297160	+	0.000	0.000	Merged-chr3-88296987-90
NR13501--MA0089.1.MAFG::NFE2L1	chr9	121985254	121985259	+	0.000	0.000	Merged-chr9-121985208-26
NR2455--MA0495.2.MAFF	chr11	117109896	117109916	+	0.000	0.000	Merged-chr11-117109823-31
NR12330--MA0117.2.Mafb	chr7	143649695	143649706	-	0.000	0.000	Merged-chr7-143649559-54
NR10734--MA0591.1.Bach1::Mafk	chr6	8352809	8352823	+	0.000	0.000	Merged-chr6-8352802-16
NR8506--MA0089.1.MAFG::NFE2L1	chr3	81383307	81383312	-	0.000	0.000	Merged-chr3-81383374-1
NR10513--MA0089.1.MAFG::NFE2L1	chr5	119359974	119359979	-	0.000	0.000	Merged-chr5-119360019-16
NR5937--MA0659.1.MAFG	chr17	52312185	52312205	+	0.000	0.000	Merged-chr17-52312219-8
NR12862--MA0089.1.MAFG::NFE2L1	chr8	107324195	107324200	-	0.000	0.000	Merged-chr8-107324257-32
NR10388--MA0659.1.MAFG	chr5	92353778	92353798	+	0.000	0.000	Merged-chr5-92353751-46
NR12214--MA0659.1.MAFG	chr7	112369096	112369116	-	0.000	0.000	Merged-chr7-112369142-36
NR8179--MA0496.2.MAFK	chr3	28031827	28031845	+	0.000	0.000	Merged-chr3-28031945-16
NR2267--MA0501.1.MAF::NFE2	chr11	60353048	60353062	-	0.000	0.000	Merged-chr11-60353018-61
NR125--MA0089.1.MAFG::NFE2L1	chr1	23321408	23321413	-	0.000	0.000	Merged-chr1-23321414-28
NR10916--MA0117.2.Mafb	chr6	41113446	41113457	-	0.000	0.000	Merged-chr6-41113305-59
NR9237--MA0501.1.MAF::NFE2	chr4	41707252	41707266	+	0.000	0.000	Merged-chr4-41707274-28
NR5027--MA0089.1.MAFG::NFE2L1	chr15	93298315	93298320	+	0.000	0.000	Merged-chr15-93298411-30
NR10037--MA0495.2.MAFF	chr5	21658704	21658724	-	0.000	0.000	Merged-chr5-21658802-28
NR1101--MA0501.1.MAF::NFE2	chr1	194311315	194311329	+	0.000	0.000	Merged-chr1-194311253-1
NR4500--MA0496.2.MAFK	chr14	118796409	118796427	-	0.000	0.000	Merged-chr14-118796395-16
NR11364--MA0495.2.MAFF	chr6	114905019	114905039	+	0.000	0.000	Merged-chr6-114905018-60
NR8808--MA0089.1.MAFG::NFE2L1	chr3	132684128	132684133	-	0.000	0.000	Merged-chr3-132684136-80
NR3518--MA0591.1.Bach1::Mafk	chr13	83566392	83566406	-	0.000	0.000	Merged-chr13-83566220-57
NR4847--MA0117.2.Mafb	chr15	63611089	63611100	-	0.000	0.000	Merged-chr15-63611262-7
NR7087--MA0089.1.MAFG::NFE2L1	chr2	36136641	36136646	+	0.000	0.000	Merged-chr2-36136611-74
NR1676--MA0089.1.MAFG::NFE2L1	chr10	80999949	80999954	-	0.000	0.000	Merged-chr10-81000017-24
NR6344--MA0496.2.MAFK	chr18	33060133	33060151	-	0.000	0.000	Merged-chr18-33060171-12
NR12534--MA0496.2.MAFK	chr8	46550339	46550357	+	0.000	0.000	Merged-chr8-46550228-39
NR5668--MA0591.1.Bach1::Mafk	chr17	5165537	5165551	-	0.000	0.000	Merged-chr17-5165532-60
NR9222--MA0501.1.MAF::NFE2	chr4	40285606	40285620	-	0.000	0.000	Merged-chr4-40285687-24
NR13194--MA0496.2.MAFK	chr9	72097292	72097310	+	0.000	0.000	Merged-chr9-72097262-35
NR7602--MA0591.1.Bach1::Mafk	chr2	128159201	128159215	-	0.000	0.000	Merged-chr2-128159167-18
NR12962--MA0501.1.MAF::NFE2	chr8	126686967	126686981	-	0.000	0.000	Merged-chr8-126687126-29
NR10390--MA0496.2.MAFK	chr5	92353779	92353797	+	0.000	0.000	Merged-chr5-92353751-46
NR12078--MA0501.1.MAF::NFE2	chr7	91431793	91431807	+	0.000	0.000	Merged-chr7-91431966-25
NR375--MA0495.2.MAFF	chr1	72870499	72870519	+	0.000	0.000	Merged-chr1-72870469-25
NR9755--MA0659.1.MAFG	chr4	142153734	142153754	-	0.000	0.000	Merged-chr4-142153700-30
NR1978--MA0089.1.MAFG::NFE2L1	chr10	120270956	120270961	+	0.000	0.000	Merged-chr10-120271095-32
NR7131--MA0591.1.Bach1::Mafk	chr2	46371223	46371237	-	0.000	0.000	Merged-chr2-46371309-56
NR10764--MA0501.1.MAF::NFE2	chr6	13665763	13665777	+	0.000	0.000	Merged-chr6-13665845-9
NR6362--MA0496.2.MAFK	chr18	39035418	39035436	+	0.000	0.000	Merged-chr18-39035384-28
NR7967--MA0089.1.MAFG::NFE2L1	chr2	177398305	177398310	+	0.000	0.000	Merged-chr2-177398378-54
NR6862--MA0591.1.Bach1::Mafk	chr19	53434033	53434047	-	0.000	0.000	Merged-chr19-53434218-37
NR10713--MA0089.1.MAFG::NFE2L1	chr6	6217169	6217174	-	0.000	0.000	Merged-chr6-6217012-81
NR9236--MA0591.1.Bach1::Mafk	chr4	41707249	41707263	+	0.000	0.000	Merged-chr4-41707274-28
NR2437--MA0496.2.MAFK	chr11	115463666	115463684	-	0.000	0.000	Merged-chr11-115463666-29
NR5814--MA0496.2.MAFK	chr17	27755571	27755589	+	0.000	0.000	Merged-chr17-27755639-7
NR11254--MA0117.2.Mafb	chr6	98632867	98632878	+	0.000	0.000	Merged-chr6-98632758-43
NR13136--MA0089.1.MAFG::NFE2L1	chr9	45055163	45055168	+	0.000	0.000	Merged-chr9-45055340-42
NR9722--MA0089.1.MAFG::NFE2L1	chr4	130045944	130045949	-	0.000	0.000	Merged-chr4-130045793-53
NR7563--MA0089.1.MAFG::NFE2L1	chr2	121572115	121572120	-	0.000	0.000	Merged-chr2-121571994-29
NR10639--MA0089.1.MAFG::NFE2L1	chr5	147448722	147448727	-	0.000	0.000	Merged-chr5-147448805-80
NR10148--MA0089.1.MAFG::NFE2L1	chr5	45520241	45520246	-	0.000	0.000	Merged-chr5-45520453-81
NR10900--MA0089.1.MAFG::NFE2L1	chr6	34995396	34995401	+	0.000	0.000	Merged-chr6-34995319-60
NR13486--MA0501.1.MAF::NFE2	chr9	119445151	119445165	+	0.000	0.000	Merged-chr9-119445072-73
NR6911--MA0501.1.MAF::NFE2	chr2	6478400	6478414	-	0.000	0.000	Merged-chr2-6478572-51
NR10612--MA0117.2.Mafb	chr5	139793871	139793882	-	0.000	0.000	Merged-chr5-139793766-12
NR11714--MA0591.1.Bach1::Mafk	chr7	16314090	16314104	+	0.000	0.000	Merged-chr7-16314036-50
NR5078--MA0659.1.MAFG	chr16	4475219	4475239	+	0.000	0.000	Merged-chr16-4475244-54
NR6755--MA0591.1.Bach1::Mafk	chr19	8997799	8997813	+	0.000	0.000	Merged-chr19-8997882-60
NR8889--MA0117.2.Mafb	chr3	143141327	143141338	-	0.000	0.000	Merged-chr3-143141213-1
NR2817--MA0089.1.MAFG::NFE2L1	chr12	70280842	70280847	+	0.000	0.000	Merged-chr12-70280726-6
NR11384--MA0501.1.MAF::NFE2	chr6	116949947	116949961	-	0.000	0.000	Merged-chr6-116949795-1
NR5520--MA0591.1.Bach1::Mafk	chr16	76202101	76202115	+	0.000	0.000	Merged-chr16-76202306-30
NR6134--MA0496.2.MAFK	chr17	86185078	86185096	-	0.000	0.000	Merged-chr17-86185009-23
NR5842--MA0591.1.Bach1::Mafk	chr17	32891345	32891359	+	0.000	0.000	Merged-chr17-32891413-48
NR10611--MA0089.1.MAFG::NFE2L1	chr5	139344309	139344314	+	0.000	0.000	Merged-chr5-139344322-30
NR10285--MA0501.1.MAF::NFE2	chr5	72622437	72622451	+	0.000	0.000	Merged-chr5-72622310-11
NR3255--MA0089.1.MAFG::NFE2L1	chr13	32866658	32866663	+	0.000	0.000	Merged-chr13-32866696-30
NR7253--MA0117.2.Mafb	chr2	58324515	58324526	-	0.000	0.000	Merged-chr2-58324650-40
NR162--MA0117.2.Mafb	chr1	34831681	34831692	+	0.000	0.000	Merged-chr1-34831505-37
NR4762--MA0089.1.MAFG::NFE2L1	chr15	42498872	42498877	+	0.000	0.000	Merged-chr15-42498879-7
NR8560--MA0496.2.MAFK	chr3	90587052	90587070	-	0.000	0.000	Merged-chr3-90587051-129
NR2247--MA0117.2.Mafb	chr11	54105171	54105182	+	0.000	0.000	Merged-chr11-54105258-8
NR10913--MA0089.1.MAFG::NFE2L1	chr6	38810285	38810290	+	0.000	0.000	Merged-chr6-38810070-95
NR1398--MA0089.1.MAFG::NFE2L1	chr10	39247119	39247124	+	0.000	0.000	Merged-chr10-39247085-8
NR5212--MA0089.1.MAFG::NFE2L1	chr16	22526618	22526623	+	0.000	0.000	Merged-chr16-22526487-34
NR7359--MA0495.2.MAFF	chr2	76220723	76220743	+	0.000	0.000	Merged-chr2-76220899-10
NR9633--MA0501.1.MAF::NFE2	chr4	109274122	109274136	-	0.000	0.000	Merged-chr4-109273984-17
NR6885--MA0591.1.Bach1::Mafk	chr19	60755889	60755903	-	0.000	0.000	Merged-chr19-60755904-7
NR12116--MA0117.2.Mafb	chr7	99546274	99546285	-	0.000	0.000	Merged-chr7-99546388-26
NR3759--MA0089.1.MAFG::NFE2L1	chr13	112809985	112809990	+	0.000	0.000	Merged-chr13-112809842-36
NR1989--MA0089.1.MAFG::NFE2L1	chr10	122758497	122758502	-	0.000	0.000	Merged-chr10-122758293-88
NR12482--MA0089.1.MAFG::NFE2L1	chr8	34120559	34120564	+	0.000	0.000	Merged-chr8-34120698-35
NR7242--MA0496.2.MAFK	chr2	57698741	57698759	-	0.000	0.000	Merged-chr2-57698890-7
NR9257--MA0089.1.MAFG::NFE2L1	chr4	47234854	47234859	-	0.000	0.000	Merged-chr4-47234972-22
NR7978--MA0089.1.MAFG::NFE2L1	chr2	177840318	177840323	+	0.000	0.000	Merged-chr2-177840278-65
NR8999--MA0496.2.MAFK	chr3	154372399	154372417	+	0.000	0.000	Merged-chr3-154372398-2
NR5514--MA0089.1.MAFG::NFE2L1	chr16	75823556	75823561	-	0.000	0.000	Merged-chr16-75823473-28
NR3675--MA0496.2.MAFK	chr13	103374636	103374654	+	0.000	0.000	Merged-chr13-103374467-6
NR827--MA0089.1.MAFG::NFE2L1	chr1	151236796	151236801	+	0.000	0.000	Merged-chr1-151236737-36
NR3022--MA0495.2.MAFF	chr12	114991122	114991142	-	0.000	0.000	Merged-chr12-114991248-55
NR9303--MA0591.1.Bach1::Mafk	chr4	54533436	54533450	+	0.000	0.000	Merged-chr4-54533607-1
NR1968--MA0659.1.MAFG	chr10	117829926	117829946	-	0.000	0.000	Merged-chr10-117829855-64
NR12495--MA0089.1.MAFG::NFE2L1	chr8	35321682	35321687	-	0.000	0.000	Merged-chr8-35321635-19
NR12215--MA0501.1.MAF::NFE2	chr7	112369102	112369116	+	0.000	0.000	Merged-chr7-112369142-36
NR1887--MA0089.1.MAFG::NFE2L1	chr10	105841308	105841313	+	0.000	0.000	Merged-chr10-105841335-60
NR4978--MA0501.1.MAF::NFE2	chr15	85258001	85258015	-	0.000	0.000	Merged-chr15-85258102-30
NR8590--MA0089.1.MAFG::NFE2L1	chr3	95511979	95511984	+	0.000	0.000	Merged-chr3-95512078-41
NR5527--MA0089.1.MAFG::NFE2L1	chr16	77014095	77014100	+	0.000	0.000	Merged-chr16-77013860-78
NR10097--MA0591.1.Bach1::Mafk	chr5	38307977	38307991	-	0.000	0.000	Merged-chr5-38307807-52
NR8326--MA0089.1.MAFG::NFE2L1	chr3	57736134	57736139	-	0.000	0.000	Merged-chr3-57736067-78
NR4888--MA0089.1.MAFG::NFE2L1	chr15	69158374	69158379	-	0.000	0.000	Merged-chr15-69158261-1
NR11753--MA0089.1.MAFG::NFE2L1	chr7	27553147	27553152	-	0.000	0.000	Merged-chr7-27553175-53
NR2850--MA0495.2.MAFF	chr12	81845168	81845188	-	0.000	0.000	Merged-chr12-81845150-28
NR1004--MA0089.1.MAFG::NFE2L1	chr1	181335566	181335571	-	0.000	0.000	Merged-chr1-181335648-1
NR6052--MA0089.1.MAFG::NFE2L1	chr17	74753461	74753466	-	0.000	0.000	Merged-chr17-74753393-19
NR2861--MA0501.1.MAF::NFE2	chr12	84417265	84417279	+	0.000	0.000	Merged-chr12-84417394-49
NR4416--MA0496.2.MAFK	chr14	105177468	105177486	+	0.000	0.000	Merged-chr14-105177397-2
NR8842--MA0591.1.Bach1::Mafk	chr3	136941197	136941211	+	0.000	0.000	Merged-chr3-136941432-82
NR2669--MA0501.1.MAF::NFE2	chr12	40090224	40090238	-	0.000	0.000	Merged-chr12-40090205-21
NR1666--MA0501.1.MAF::NFE2	chr10	80024348	80024362	+	0.000	0.000	Merged-chr10-80024302-65
NR13493--MA0659.1.MAFG	chr9	120960864	120960884	-	0.000	0.000	Merged-chr9-120960803-26
NR10644--MA0117.2.Mafb	chr5	148325418	148325429	+	0.000	0.000	Merged-chr5-148325520-37
NR5049--MA0089.1.MAFG::NFE2L1	chr15	97768026	97768031	-	0.000	0.000	Merged-chr15-97767936-47
NR13710--MA0089.1.MAFG::NFE2L1	chrX	142737404	142737409	-	0.000	0.000	Merged-chrX-142737448-59
NR11188--MA0089.1.MAFG::NFE2L1	chr6	88084528	88084533	-	0.000	0.000	Merged-chr6-88084679-72
NR7543--MA0591.1.Bach1::Mafk	chr2	116438907	116438921	-	0.000	0.000	Merged-chr2-116438825-1
NR738--MA0089.1.MAFG::NFE2L1	chr1	136685551	136685556	+	0.000	0.000	Merged-chr1-136685597-75
NR9250--MA0659.1.MAFG	chr4	46617719	46617739	+	0.000	0.000	Merged-chr4-46617709-8
NR8917--MA0659.1.MAFG	chr3	146063412	146063432	-	0.000	0.000	Merged-chr3-146063322-20
NR13502--MA0591.1.Bach1::Mafk	chr9	121985252	121985266	+	0.000	0.000	Merged-chr9-121985208-26
NR5612--MA0089.1.MAFG::NFE2L1	chr16	91475945	91475950	-	0.000	0.000	Merged-chr16-91475994-53
NR9226--MA0495.2.MAFF	chr4	40785958	40785978	-	0.000	0.000	Merged-chr4-40785986-16
NR9650--MA0591.1.Bach1::Mafk	chr4	114908909	114908923	-	0.000	0.000	Merged-chr4-114908814-141
NR8349--MA0591.1.Bach1::Mafk	chr3	60563778	60563792	+	0.000	0.000	Merged-chr3-60563650-2
NR11462--MA0089.1.MAFG::NFE2L1	chr6	128803270	128803275	+	0.000	0.000	Merged-chr6-128803141-52
NR3163--MA0117.2.Mafb	chr13	13564683	13564694	-	0.000	0.000	Merged-chr13-13564699-51
NR12193--MA0659.1.MAFG	chr7	111015013	111015033	+	0.000	0.000	Merged-chr7-111015040-32
NR12027--MA0089.1.MAFG::NFE2L1	chr7	81789498	81789503	-	0.000	0.000	Merged-chr7-81789360-69
NR8165--MA0659.1.MAFG	chr3	26667906	26667926	+	0.000	0.000	Merged-chr3-26667999-1
NR12114--MA0089.1.MAFG::NFE2L1	chr7	98341602	98341607	+	0.000	0.000	Merged-chr7-98341648-39
NR1506--MA0089.1.MAFG::NFE2L1	chr10	54916245	54916250	-	0.000	0.000	Merged-chr10-54916194-2
NR8303--MA0501.1.MAF::NFE2	chr3	54378342	54378356	-	0.000	0.000	Merged-chr3-54378319-6
NR9221--MA0591.1.Bach1::Mafk	chr4	40285609	40285623	-	0.000	0.000	Merged-chr4-40285687-24
NR4771--MA0089.1.MAFG::NFE2L1	chr15	44364115	44364120	-	0.000	0.000	Merged-chr15-44364254-41
NR12329--MA0089.1.MAFG::NFE2L1	chr7	143625360	143625365	+	0.000	0.000	Merged-chr7-143625204-46
NR4914--MA0495.2.MAFF	chr15	73627474	73627494	-	0.000	0.000	Merged-chr15-73627530-51
NR10252--MA0501.1.MAF::NFE2	chr5	67300127	67300141	-	0.000	0.000	Merged-chr5-67300252-37
NR12895--MA0089.1.MAFG::NFE2L1	chr8	111527337	111527342	-	0.000	0.000	Merged-chr8-111527388-53
NR9340--MA0089.1.MAFG::NFE2L1	chr4	57928013	57928018	-	0.000	0.000	Merged-chr4-57928066-27
NR1783--MA0089.1.MAFG::NFE2L1	chr10	94036292	94036297	-	0.000	0.000	Merged-chr10-94036338-4
NR10156--MA0501.1.MAF::NFE2	chr5	48372386	48372400	-	0.000	0.000	Merged-chr5-48372456-58
NR4697--MA0089.1.MAFG::NFE2L1	chr15	31649912	31649917	+	0.000	0.000	Merged-chr15-31649789-27
NR12043--MA0496.2.MAFK	chr7	84750043	84750061	-	0.000	0.000	Merged-chr7-84750055-36
NR869--MA0495.2.MAFF	chr1	161480011	161480031	-	0.000	0.000	Merged-chr1-161480099-19
NR3162--MA0089.1.MAFG::NFE2L1	chr13	13564505	13564510	-	0.000	0.000	Merged-chr13-13564699-51
NR13236--MA0496.2.MAFK	chr9	78448211	78448229	-	0.000	0.000	Merged-chr9-78448370-64
NR1409--MA0117.2.Mafb	chr10	40400415	40400426	+	0.000	0.000	Merged-chr10-40400528-9
NR10680--MA0591.1.Bach1::Mafk	chr5	151368716	151368730	+	0.000	0.000	Merged-chr5-151368809-80
NR9642--MA0089.1.MAFG::NFE2L1	chr4	110020531	110020536	-	0.000	0.000	Merged-chr4-110020467-31
NR159--MA0591.1.Bach1::Mafk	chr1	33883565	33883579	+	0.000	0.000	Merged-chr1-33883578-48
NR7872--MA0089.1.MAFG::NFE2L1	chr2	164911807	164911812	+	0.000	0.000	Merged-chr2-164911678-153
NR5032--MA0089.1.MAFG::NFE2L1	chr15	94223678	94223683	-	0.000	0.000	Merged-chr15-94223705-1
NR12603--MA0089.1.MAFG::NFE2L1	chr8	61425353	61425358	-	0.000	0.000	Merged-chr8-61425459-4
NR2535--MA0089.1.MAFG::NFE2L1	chr12	16049797	16049802	-	0.000	0.000	Merged-chr12-16049748-36
NR10294--MA0591.1.Bach1::Mafk	chr5	73199817	73199831	-	0.000	0.000	Merged-chr5-73199876-43
NR12663--MA0501.1.MAF::NFE2	chr8	72343835	72343849	-	0.000	0.000	Merged-chr8-72343901-44
NR3892--MA0501.1.MAF::NFE2	chr14	10802211	10802225	+	0.000	0.000	Merged-chr14-10802111-1
NR9249--MA0495.2.MAFF	chr4	46617719	46617739	-	0.000	0.000	Merged-chr4-46617709-8
NR11460--MA0089.1.MAFG::NFE2L1	chr6	128764265	128764270	+	0.000	0.000	Merged-chr6-128764213-62
NR8980--MA0659.1.MAFG	chr3	153260800	153260820	+	0.000	0.000	Merged-chr3-153260790-34
NR10658--MA0591.1.Bach1::Mafk	chr5	149454667	149454681	+	0.000	0.000	Merged-chr5-149454508-33
NR4034--MA0117.2.Mafb	chr14	30825874	30825885	-	0.000	0.000	Merged-chr14-30825884-66
NR6841--MA0089.1.MAFG::NFE2L1	chr19	41483223	41483228	-	0.000	0.000	Merged-chr19-41483233-3
NR734--MA0089.1.MAFG::NFE2L1	chr1	133542318	133542323	+	0.000	0.000	Merged-chr1-133542272-8
NR8711--MA0089.1.MAFG::NFE2L1	chr3	116332015	116332020	+	0.000	0.000	Merged-chr3-116332074-27
NR5491--MA0117.2.Mafb	chr16	70365362	70365373	+	0.000	0.000	Merged-chr16-70365429-20
NR515--MA0496.2.MAFK	chr1	94497026	94497044	-	0.000	0.000	Merged-chr1-94497080-23
NR11518--MA0501.1.MAF::NFE2	chr6	134615227	134615241	+	0.000	0.000	Merged-chr6-134615220-54
NR13632--MA0089.1.MAFG::NFE2L1	chrX	85839387	85839392	+	0.000	0.000	Merged-chrX-85839388-40
NR2444--MA0591.1.Bach1::Mafk	chr11	116319380	116319394	-	0.000	0.000	Merged-chr11-116319237-29
NR12918--MA0089.1.MAFG::NFE2L1	chr8	116690075	116690080	+	0.000	0.000	Merged-chr8-116689955-52
NR11688--MA0089.1.MAFG::NFE2L1	chr7	12987500	12987505	-	0.000	0.000	Merged-chr7-12987633-12
NR6854--MA0089.1.MAFG::NFE2L1	chr19	47524946	47524951	+	0.000	0.000	Merged-chr19-47525047-2
NR8609--MA0659.1.MAFG	chr3	98030692	98030712	-	0.000	0.000	Merged-chr3-98030658-2
NR4238--MA0496.2.MAFK	chr14	64434254	64434272	-	0.000	0.000	Merged-chr14-64434245-45
NR12400--MA0591.1.Bach1::Mafk	chr8	18564866	18564880	-	0.000	0.000	Merged-chr8-18564769-25
NR2244--MA0089.1.MAFG::NFE2L1	chr11	52076408	52076413	-	0.000	0.000	Merged-chr11-52076354-71
NR6120--MA0117.2.Mafb	chr17	85189690	85189701	+	0.000	0.000	Merged-chr17-85189630-51
NR6250--MA0659.1.MAFG	chr18	12869310	12869330	+	0.000	0.000	Merged-chr18-12869252-13
NR2331--MA0089.1.MAFG::NFE2L1	chr11	79339688	79339693	-	0.000	0.000	Merged-chr11-79339786-62
NR9712--MA0117.2.Mafb	chr4	129335640	129335651	+	0.000	0.000	Merged-chr4-129335558-95
NR12251--MA0591.1.Bach1::Mafk	chr7	122414407	122414421	+	0.000	0.000	Merged-chr7-122414418-49
NR10921--MA0495.2.MAFF	chr6	41526527	41526547	-	0.000	0.000	Merged-chr6-41526509-3
NR11001--MA0659.1.MAFG	chr6	54925895	54925915	-	0.000	0.000	Merged-chr6-54926058-40
NR8611--MA0496.2.MAFK	chr3	98030693	98030711	-	0.000	0.000	Merged-chr3-98030658-2
NR6752--MA0089.1.MAFG::NFE2L1	chr19	8880884	8880889	+	0.000	0.000	Merged-chr19-8880870-57
NR12937--MA0591.1.Bach1::Mafk	chr8	123065350	123065364	-	0.000	0.000	Merged-chr8-123065416-88
NR9666--MA0089.1.MAFG::NFE2L1	chr4	119947741	119947746	-	0.000	0.000	Merged-chr4-119947761-47
NR13126--MA0501.1.MAF::NFE2	chr9	42022582	42022596	-	0.000	0.000	Merged-chr9-42022537-24
NR113--MA0495.2.MAFF	chr1	20926481	20926501	+	0.000	0.000	Merged-chr1-20926362-24
