#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Prdm1KO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR8906--MA0684.1.RUNX3	chr8	115568646	115568655	-	0.000	0.000	Merged-chr8-115568627-19
NR8963--MA0002.2.RUNX1	chr8	122501139	122501149	-	0.000	0.000	Merged-chr8-122501104-24
NR8487--MA0002.2.RUNX1	chr7	132748844	132748854	+	0.000	0.000	Merged-chr7-132748920-16
NR2182--MA0684.1.RUNX3	chr12	114615864	114615873	+	0.000	0.000	Merged-chr12-114615725-85
NR5953--MA0002.2.RUNX1	chr3	108061524	108061534	-	0.000	0.000	Merged-chr3-108061628-33
NR322--MA0002.2.RUNX1	chr1	95655728	95655738	+	0.000	0.000	Merged-chr1-95655731-50
NR988--MA0002.2.RUNX1	chr10	71266354	71266364	-	0.000	0.000	Merged-chr10-71266331-5
NR4656--MA0684.1.RUNX3	chr18	84302688	84302697	+	0.000	0.000	Merged-chr18-84302803-33
NR1722--MA0002.2.RUNX1	chr11	108271496	108271506	-	0.000	0.000	Merged-chr11-108271518-38
NR6459--MA0002.2.RUNX1	chr4	89421098	89421108	+	0.000	0.000	Merged-chr4-89421061-13
NR7047--MA0684.1.RUNX3	chr5	77252315	77252324	+	0.000	0.000	Merged-chr5-77252339-67
NR4113--MA0002.2.RUNX1	chr17	50071769	50071779	+	0.000	0.000	Merged-chr17-50071769-42
NR468--MA0511.2.RUNX2	chr1	138542752	138542760	-	0.000	0.000	Merged-chr1-138542700-22
NR739--MA0511.2.RUNX2	chr1	192510749	192510757	+	0.000	0.000	Merged-chr1-192510804-31
NR2162--MA0002.2.RUNX1	chr12	112702548	112702558	-	0.000	0.000	Merged-chr12-112702539-19
NR722--MA0684.1.RUNX3	chr1	191124512	191124521	-	0.000	0.000	Merged-chr1-191124534-8
NR2228--MA0002.2.RUNX1	chr12	115868752	115868762	+	0.000	0.000	Merged-chr12-115868903-27
NR9184--MA0684.1.RUNX3	chr9	44649180	44649189	-	0.000	0.000	Merged-chr9-44649213-30
NR8867--MA0002.2.RUNX1	chr8	109863490	109863500	+	0.000	0.000	Merged-chr8-109863558-21
NR4513--MA0684.1.RUNX3	chr18	65207729	65207738	-	0.000	0.000	Merged-chr18-65207601-18
NR6045--MA0002.2.RUNX1	chr3	132791318	132791328	-	0.000	0.000	Merged-chr3-132791387-40
NR801--MA0511.2.RUNX2	chr10	17565508	17565516	-	0.000	0.000	Merged-chr10-17565414-37
NR9263--MA0511.2.RUNX2	chr9	66492530	66492538	-	0.000	0.000	Merged-chr9-66492510-30
NR9329--MA0511.2.RUNX2	chr9	77431106	77431114	-	0.000	0.000	Merged-chr9-77430950-36
NR8453--MA0002.2.RUNX1	chr7	126584626	126584636	+	0.000	0.000	Merged-chr7-126584739-30
NR1659--MA0684.1.RUNX3	chr11	100333514	100333523	+	0.000	0.000	Merged-chr11-100333359-8
NR8724--MA0002.2.RUNX1	chr8	57417010	57417020	+	0.000	0.000	Merged-chr8-57416909-32
NR6716--MA0684.1.RUNX3	chr4	145045906	145045915	+	0.000	0.000	Merged-chr4-145045932-55
NR1560--MA0002.2.RUNX1	chr11	75336850	75336860	+	0.000	0.000	Merged-chr11-75337042-92
NR8519--MA0002.2.RUNX1	chr7	138877240	138877250	-	0.000	0.000	Merged-chr7-138877099-9
NR6568--MA0002.2.RUNX1	chr4	109274052	109274062	+	0.000	0.000	Merged-chr4-109273984-17
NR6253--MA0511.2.RUNX2	chr4	24569312	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR4844--MA0511.2.RUNX2	chr19	53318248	53318256	-	0.000	0.000	Merged-chr19-53318391-14
NR6425--MA0002.2.RUNX1	chr4	82614616	82614626	-	0.000	0.000	Merged-chr4-82614627-17
NR2274--MA0511.2.RUNX2	chr12	118376621	118376629	-	0.000	0.000	Merged-chr12-118376782-123
NR7758--MA0511.2.RUNX2	chr6	119918904	119918912	-	0.000	0.000	Merged-chr6-119918835-40
NR3620--MA0002.2.RUNX1	chr16	23165565	23165575	+	0.000	0.000	Merged-chr16-23165628-19
NR2545--MA0511.2.RUNX2	chr13	84769189	84769197	-	0.000	0.000	Merged-chr13-84769190-19
NR4003--MA0684.1.RUNX3	chr17	25829010	25829019	-	0.000	0.000	Merged-chr17-25828970-38
NR7265--MA0684.1.RUNX3	chr5	124165827	124165836	+	0.000	0.000	Merged-chr5-124165803-24
NR2052--MA0684.1.RUNX3	chr12	91765663	91765672	+	0.000	0.000	Merged-chr12-91765630-19
NR2380--MA0002.2.RUNX1	chr13	33001539	33001549	-	0.000	0.000	Merged-chr13-33001523-50
NR8313--MA0511.2.RUNX2	chr7	104315483	104315491	+	0.000	0.000	Merged-chr7-104315229-109
NR4748--MA0511.2.RUNX2	chr19	21510326	21510334	-	0.000	0.000	Merged-chr19-21510334-13
NR3872--MA0002.2.RUNX1	chr16	92314545	92314555	-	0.000	0.000	Merged-chr16-92314439-29
NR2797--MA0511.2.RUNX2	chr14	25839786	25839794	+	0.000	0.000	Merged-chr14-25839841-13
NR8565--MA0511.2.RUNX2	chr7	143154070	143154078	+	0.000	0.000	Merged-chr7-143154031-30
NR2032--MA0002.2.RUNX1	chr12	86834454	86834464	-	0.000	0.000	Merged-chr12-86834383-75
NR6392--MA0684.1.RUNX3	chr4	63655007	63655016	-	0.000	0.000	Merged-chr4-63655103-11
NR2654--MA0511.2.RUNX2	chr13	104112660	104112668	-	0.000	0.000	Merged-chr13-104112753-39
NR9133--MA0511.2.RUNX2	chr9	32394805	32394813	-	0.000	0.000	Merged-chr9-32394945-22
NR844--MA0684.1.RUNX3	chr10	22732436	22732445	-	0.000	0.000	Merged-chr10-22732322-3
NR1529--MA0684.1.RUNX3	chr11	70594817	70594826	-	0.000	0.000	Merged-chr11-70594778-39
NR8989--MA0002.2.RUNX1	chr8	124509391	124509401	+	0.000	0.000	Merged-chr8-124509346-29
NR6438--MA0002.2.RUNX1	chr4	87859344	87859354	-	0.000	0.000	Merged-chr4-87859378-14
NR8674--MA0511.2.RUNX2	chr8	34740486	34740494	-	0.000	0.000	Merged-chr8-34740455-84
NR447--MA0511.2.RUNX2	chr1	135268272	135268280	-	0.000	0.000	Merged-chr1-135268339-27
NR7149--MA0002.2.RUNX1	chr5	105614829	105614839	+	0.000	0.000	Merged-chr5-105614954-45
NR8181--MA0684.1.RUNX3	chr7	75644861	75644870	-	0.000	0.000	Merged-chr7-75644760-27
NR4172--MA0511.2.RUNX2	chr17	65541199	65541207	+	0.000	0.000	Merged-chr17-65540988-64
NR4443--MA0511.2.RUNX2	chr18	50033199	50033207	-	0.000	0.000	Merged-chr18-50032999-72
NR225--MA0684.1.RUNX3	chr1	74390212	74390221	-	0.000	0.000	Merged-chr1-74390334-35
NR2492--MA0511.2.RUNX2	chr13	63333489	63333497	+	0.000	0.000	Merged-chr13-63333436-25
NR8575--MA0002.2.RUNX1	chr7	144444997	144445007	-	0.000	0.000	Merged-chr7-144445036-55
NR619--MA0002.2.RUNX1	chr1	171778191	171778201	-	0.000	0.000	Merged-chr1-171778353-20
NR2829--MA0511.2.RUNX2	chr14	32388533	32388541	-	0.000	0.000	Merged-chr14-32388438-6
NR1682--MA0002.2.RUNX1	chr11	104361985	104361995	+	0.000	0.000	Merged-chr11-104361864-47
NR2541--MA0684.1.RUNX3	chr13	83727453	83727462	+	0.000	0.000	Merged-chr13-83727511-10
NR4344--MA0002.2.RUNX1	chr18	20957311	20957321	+	0.000	0.000	Merged-chr18-20957141-75
NR1589--MA0511.2.RUNX2	chr11	80323508	80323516	+	0.000	0.000	Merged-chr11-80323459-26
NR7721--MA0002.2.RUNX1	chr6	108277135	108277145	+	0.000	0.000	Merged-chr6-108277136-27
NR6646--MA0511.2.RUNX2	chr4	133449932	133449940	+	0.000	0.000	Merged-chr4-133449826-6
NR5770--MA0002.2.RUNX1	chr3	60472474	60472484	+	0.000	0.000	Merged-chr3-60472640-67
NR4695--MA0511.2.RUNX2	chr19	5568132	5568140	-	0.000	0.000	Merged-chr19-5567991-110
NR4300--MA0511.2.RUNX2	chr18	4295245	4295253	+	0.000	0.000	Merged-chr18-4295238-102
NR748--MA0684.1.RUNX3	chr1	193303654	193303663	-	0.000	0.000	Merged-chr1-193303652-18
NR2620--MA0511.2.RUNX2	chr13	99385787	99385795	-	0.000	0.000	Merged-chr13-99385771-3
NR8432--MA0002.2.RUNX1	chr7	122390325	122390335	+	0.000	0.000	Merged-chr7-122390315-39
NR490--MA0511.2.RUNX2	chr1	150396149	150396157	+	0.000	0.000	Merged-chr1-150396130-66
NR8783--MA0511.2.RUNX2	chr8	77630400	77630408	-	0.000	0.000	Merged-chr8-77630286-33
NR8627--MA0684.1.RUNX3	chr8	14090513	14090522	-	0.000	0.000	Merged-chr8-14090395-62
NR186--MA0002.2.RUNX1	chr1	64986260	64986270	+	0.000	0.000	Merged-chr1-64986300-23
NR2396--MA0511.2.RUNX2	chr13	36808417	36808425	+	0.000	0.000	Merged-chr13-36808291-60
NR8479--MA0002.2.RUNX1	chr7	132402775	132402785	+	0.000	0.000	Merged-chr7-132402823-64
NR5329--MA0511.2.RUNX2	chr2	119157084	119157092	-	0.000	0.000	Merged-chr2-119156876-75
NR8911--MA0511.2.RUNX2	chr8	116636099	116636107	+	0.000	0.000	Merged-chr8-116636119-54
NR8435--MA0511.2.RUNX2	chr7	123120677	123120685	-	0.000	0.000	Merged-chr7-123120746-3
NR2297--MA0002.2.RUNX1	chr13	6688970	6688980	+	0.000	0.000	Merged-chr13-6689153-22
NR2568--MA0002.2.RUNX1	chr13	89670127	89670137	-	0.000	0.000	Merged-chr13-89670013-3
NR2031--MA0684.1.RUNX3	chr12	86310025	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR8687--MA0511.2.RUNX2	chr8	36130469	36130477	+	0.000	0.000	Merged-chr8-36130475-35
NR936--MA0511.2.RUNX2	chr10	60162675	60162683	-	0.000	0.000	Merged-chr10-60162645-38
NR6070--MA0511.2.RUNX2	chr3	136959289	136959297	+	0.000	0.000	Merged-chr3-136959339-20
NR2154--MA0002.2.RUNX1	chr12	110703297	110703307	-	0.000	0.000	Merged-chr12-110703335-47
NR443--MA0684.1.RUNX3	chr1	135019149	135019158	+	0.000	0.000	Merged-chr1-135019182-17
NR3580--MA0002.2.RUNX1	chr16	14088466	14088476	+	0.000	0.000	Merged-chr16-14088440-49
NR6037--MA0002.2.RUNX1	chr3	131153976	131153986	+	0.000	0.000	Merged-chr3-131154084-19
NR9299--MA0002.2.RUNX1	chr9	70080176	70080186	+	0.000	0.000	Merged-chr9-70080238-33
NR8815--MA0511.2.RUNX2	chr8	88269646	88269654	+	0.000	0.000	Merged-chr8-88269452-18
NR2011--MA0002.2.RUNX1	chr12	84361962	84361972	-	0.000	0.000	Merged-chr12-84361872-57
NR6864--MA0511.2.RUNX2	chr5	20082841	20082849	+	0.000	0.000	Merged-chr5-20082786-46
NR2091--MA0511.2.RUNX2	chr12	100201977	100201985	+	0.000	0.000	Merged-chr12-100202001-42
NR4979--MA0511.2.RUNX2	chr2	18524637	18524645	-	0.000	0.000	Merged-chr2-18524516-29
NR6642--MA0684.1.RUNX3	chr4	132757286	132757295	+	0.000	0.000	Merged-chr4-132757307-47
NR6289--MA0002.2.RUNX1	chr4	41708557	41708567	+	0.000	0.000	Merged-chr4-41708469-7
NR774--MA0511.2.RUNX2	chr10	8176544	8176552	-	0.000	0.000	Merged-chr10-8176500-34
NR552--MA0684.1.RUNX3	chr1	162186973	162186982	+	0.000	0.000	Merged-chr1-162187046-32
NR5640--MA0002.2.RUNX1	chr3	9755109	9755119	-	0.000	0.000	Merged-chr3-9755096-55
NR4836--MA0511.2.RUNX2	chr19	44388565	44388573	+	0.000	0.000	Merged-chr19-44388755-63
NR3960--MA0002.2.RUNX1	chr17	12655904	12655914	-	0.000	0.000	Merged-chr17-12655999-51
NR2392--MA0684.1.RUNX3	chr13	36214354	36214363	+	0.000	0.000	Merged-chr13-36214295-21
NR8653--MA0511.2.RUNX2	chr8	22728940	22728948	+	0.000	0.000	Merged-chr8-22728865-15
NR2729--MA0684.1.RUNX3	chr13	113870522	113870531	-	0.000	0.000	Merged-chr13-113870669-48
NR1045--MA0511.2.RUNX2	chr10	84632083	84632091	+	0.000	0.000	Merged-chr10-84632170-33
NR6102--MA0511.2.RUNX2	chr3	142437065	142437073	+	0.000	0.000	Merged-chr3-142437047-18
NR2471--MA0511.2.RUNX2	chr13	55418166	55418174	-	0.000	0.000	Merged-chr13-55418309-36
NR327--MA0002.2.RUNX1	chr1	97614015	97614025	-	0.000	0.000	Merged-chr1-97613912-17
NR6003--MA0002.2.RUNX1	chr3	123174283	123174293	+	0.000	0.000	Merged-chr3-123174284-65
NR1932--MA0002.2.RUNX1	chr12	52818853	52818863	-	0.000	0.000	Merged-chr12-52818712-31
NR4323--MA0002.2.RUNX1	chr18	11931782	11931792	-	0.000	0.000	Merged-chr18-11931736-46
NR8305--MA0511.2.RUNX2	chr7	102210489	102210497	+	0.000	0.000	Merged-chr7-102210325-100
NR6083--MA0511.2.RUNX2	chr3	137954548	137954556	+	0.000	0.000	Merged-chr3-137954430-54
NR7700--MA0002.2.RUNX1	chr6	100314344	100314354	+	0.000	0.000	Merged-chr6-100314409-23
NR6625--MA0511.2.RUNX2	chr4	128610100	128610108	+	0.000	0.000	Merged-chr4-128610042-53
NR9016--MA0511.2.RUNX2	chr8	127500374	127500382	-	0.000	0.000	Merged-chr8-127500234-70
NR8140--MA0002.2.RUNX1	chr7	66292194	66292204	-	0.000	0.000	Merged-chr7-66292206-13
NR6798--MA0684.1.RUNX3	chr4	154936711	154936720	+	0.000	0.000	Merged-chr4-154936813-27
NR6526--MA0002.2.RUNX1	chr4	102608048	102608058	-	0.000	0.000	Merged-chr4-102608095-59
NR4260--MA0511.2.RUNX2	chr17	85255709	85255717	+	0.000	0.000	Merged-chr17-85255784-17
NR5401--MA0002.2.RUNX1	chr2	135737685	135737695	+	0.000	0.000	Merged-chr2-135737673-31
NR6112--MA0002.2.RUNX1	chr3	142892308	142892318	-	0.000	0.000	Merged-chr3-142892335-19
NR7095--MA0684.1.RUNX3	chr5	96171825	96171834	-	0.000	0.000	Merged-chr5-96171884-25
NR787--MA0511.2.RUNX2	chr10	13438594	13438602	+	0.000	0.000	Merged-chr10-13438536-33
NR9169--MA0002.2.RUNX1	chr9	43096519	43096529	-	0.000	0.000	Merged-chr9-43096353-58
NR4227--MA0002.2.RUNX1	chr17	79603669	79603679	-	0.000	0.000	Merged-chr17-79603742-19
NR4832--MA0684.1.RUNX3	chr19	43689771	43689780	-	0.000	0.000	Merged-chr19-43689682-56
NR9470--MA0002.2.RUNX1	chr9	103708758	103708768	-	0.000	0.000	Merged-chr9-103708759-48
NR439--MA0511.2.RUNX2	chr1	135019149	135019157	+	0.000	0.000	Merged-chr1-135019182-17
NR2133--MA0002.2.RUNX1	chr12	107640740	107640750	+	0.000	0.000	Merged-chr12-107640697-5
NR8444--MA0684.1.RUNX3	chr7	123355109	123355118	+	0.000	0.000	Merged-chr7-123355107-50
NR6493--MA0684.1.RUNX3	chr4	97831163	97831172	+	0.000	0.000	Merged-chr4-97831141-1
NR6221--MA0002.2.RUNX1	chr4	8806069	8806079	-	0.000	0.000	Merged-chr4-8806089-48
NR4336--MA0002.2.RUNX1	chr18	14685075	14685085	+	0.000	0.000	Merged-chr18-14685216-10
NR2927--MA0002.2.RUNX1	chr14	61998437	61998447	-	0.000	0.000	Merged-chr14-61998334-34
NR8030--MA0684.1.RUNX3	chr7	25155974	25155983	+	0.000	0.000	Merged-chr7-25155994-40
NR198--MA0684.1.RUNX3	chr1	66932131	66932140	-	0.000	0.000	Merged-chr1-66932043-30
NR8967--MA0684.1.RUNX3	chr8	122701957	122701966	+	0.000	0.000	Merged-chr8-122702182-57
NR469--MA0684.1.RUNX3	chr1	138542751	138542760	-	0.000	0.000	Merged-chr1-138542700-22
NR6416--MA0684.1.RUNX3	chr4	70410407	70410416	+	0.000	0.000	Merged-chr4-70410445-57
NR8219--MA0002.2.RUNX1	chr7	80828607	80828617	-	0.000	0.000	Merged-chr7-80828687-47
NR1531--MA0002.2.RUNX1	chr11	70789598	70789608	-	0.000	0.000	Merged-chr11-70789509-26
NR2308--MA0002.2.RUNX1	chr13	12257825	12257835	-	0.000	0.000	Merged-chr13-12257954-77
NR7206--MA0511.2.RUNX2	chr5	113931086	113931094	+	0.000	0.000	Merged-chr5-113931158-18
NR6668--MA0684.1.RUNX3	chr4	134787153	134787162	-	0.000	0.000	Merged-chr4-134787167-34
NR2659--MA0511.2.RUNX2	chr13	104576361	104576369	-	0.000	0.000	Merged-chr13-104576446-28
NR1783--MA0002.2.RUNX1	chr11	117965812	117965822	-	0.000	0.000	Merged-chr11-117965771-41
NR4988--MA0684.1.RUNX3	chr2	21223169	21223178	-	0.000	0.000	Merged-chr2-21222970-39
NR2721--MA0511.2.RUNX2	chr13	113183402	113183410	-	0.000	0.000	Merged-chr13-113183502-60
NR8533--MA0002.2.RUNX1	chr7	140321276	140321286	+	0.000	0.000	Merged-chr7-140321203-63
NR657--MA0511.2.RUNX2	chr1	178867759	178867767	+	0.000	0.000	Merged-chr1-178867778-2
NR9039--MA0002.2.RUNX1	chr8	128391505	128391515	+	0.000	0.000	Merged-chr8-128391383-45
NR3720--MA0684.1.RUNX3	chr16	44508281	44508290	+	0.000	0.000	Merged-chr16-44508258-19
NR829--MA0002.2.RUNX1	chr10	21354055	21354065	+	0.000	0.000	Merged-chr10-21353968-32
NR4226--MA0684.1.RUNX3	chr17	79584565	79584574	+	0.000	0.000	Merged-chr17-79584659-24
NR6505--MA0002.2.RUNX1	chr4	98113774	98113784	+	0.000	0.000	Merged-chr4-98113853-12
NR243--MA0511.2.RUNX2	chr1	79703740	79703748	-	0.000	0.000	Merged-chr1-79703728-12
NR3479--MA0511.2.RUNX2	chr15	97455695	97455703	-	0.000	0.000	Merged-chr15-97455795-23
NR2546--MA0684.1.RUNX3	chr13	84769188	84769197	-	0.000	0.000	Merged-chr13-84769190-19
NR8536--MA0511.2.RUNX2	chr7	140981913	140981921	+	0.000	0.000	Merged-chr7-140982058-21
NR9025--MA0684.1.RUNX3	chr8	127822379	127822388	+	0.000	0.000	Merged-chr8-127822259-1
NR2132--MA0684.1.RUNX3	chr12	107640640	107640649	+	0.000	0.000	Merged-chr12-107640697-5
NR4762--MA0511.2.RUNX2	chr19	26646307	26646315	-	0.000	0.000	Merged-chr19-26646309-47
NR4286--MA0511.2.RUNX2	chr17	88113642	88113650	+	0.000	0.000	Merged-chr17-88113616-53
NR4557--MA0511.2.RUNX2	chr18	70572507	70572515	-	0.000	0.000	Merged-chr18-70572603-19
NR6886--MA0684.1.RUNX3	chr5	23722212	23722221	+	0.000	0.000	Merged-chr5-23722080-21
NR9277--MA0684.1.RUNX3	chr9	67901997	67902006	+	0.000	0.000	Merged-chr9-67901955-26
NR9720--MA0002.2.RUNX1	chrX	101734076	101734086	+	0.000	0.000	Merged-chrX-101734120-41
NR418--MA0511.2.RUNX2	chr1	130993948	130993956	+	0.000	0.000	Merged-chr1-130993857-55
NR9085--MA0511.2.RUNX2	chr9	14200216	14200224	+	0.000	0.000	Merged-chr9-14200294-59
NR796--MA0684.1.RUNX3	chr10	14326468	14326477	-	0.000	0.000	Merged-chr10-14326395-38
NR8423--MA0684.1.RUNX3	chr7	120918685	120918694	-	0.000	0.000	Merged-chr7-120918613-12
NR69--MA0511.2.RUNX2	chr1	38557783	38557791	+	0.000	0.000	Merged-chr1-38557840-50
NR6595--MA0002.2.RUNX1	chr4	119809360	119809370	-	0.000	0.000	Merged-chr4-119809399-19
NR5840--MA0511.2.RUNX2	chr3	86845309	86845317	-	0.000	0.000	Merged-chr3-86845286-5
NR875--MA0511.2.RUNX2	chr10	39005776	39005784	+	0.000	0.000	Merged-chr10-39005753-18
NR4044--MA0002.2.RUNX1	chr17	32951552	32951562	+	0.000	0.000	Merged-chr17-32951665-11
NR7249--MA0684.1.RUNX3	chr5	120775837	120775846	-	0.000	0.000	Merged-chr5-120775735-65
NR2093--MA0002.2.RUNX1	chr12	100228651	100228661	+	0.000	0.000	Merged-chr12-100228598-12
NR1289--MA0511.2.RUNX2	chr10	130439228	130439236	-	0.000	0.000	Merged-chr10-130439179-24
NR8675--MA0684.1.RUNX3	chr8	34740485	34740494	-	0.000	0.000	Merged-chr8-34740455-84
NR8946--MA0684.1.RUNX3	chr8	120396888	120396897	-	0.000	0.000	Merged-chr8-120396987-32
NR190--MA0511.2.RUNX2	chr1	66649777	66649785	+	0.000	0.000	Merged-chr1-66649832-31
NR2493--MA0684.1.RUNX3	chr13	63333489	63333498	+	0.000	0.000	Merged-chr13-63333436-25
NR527--MA0511.2.RUNX2	chr1	156408250	156408258	-	0.000	0.000	Merged-chr1-156408256-35
NR4838--MA0002.2.RUNX1	chr19	44487542	44487552	-	0.000	0.000	Merged-chr19-44487506-16
NR2016--MA0002.2.RUNX1	chr12	84617428	84617438	-	0.000	0.000	Merged-chr12-84617513-53
NR6869--MA0511.2.RUNX2	chr5	21046332	21046340	-	0.000	0.000	Merged-chr5-21046309-12
NR8327--MA0684.1.RUNX3	chr7	105554416	105554425	+	0.000	0.000	Merged-chr7-105554530-56
NR6647--MA0684.1.RUNX3	chr4	133449932	133449941	+	0.000	0.000	Merged-chr4-133449826-6
NR4967--MA0684.1.RUNX3	chr2	13237526	13237535	+	0.000	0.000	Merged-chr2-13237654-25
NR8135--MA0511.2.RUNX2	chr7	66183652	66183660	+	0.000	0.000	Merged-chr7-66183642-11
NR2539--MA0002.2.RUNX1	chr13	83656977	83656987	+	0.000	0.000	Merged-chr13-83656989-24
NR4775--MA0511.2.RUNX2	chr19	32138397	32138405	+	0.000	0.000	Merged-chr19-32138517-38
NR8579--MA0684.1.RUNX3	chr7	144529527	144529536	+	0.000	0.000	Merged-chr7-144529729-5
NR8036--MA0002.2.RUNX1	chr7	27860537	27860547	-	0.000	0.000	Merged-chr7-27860517-78
NR4010--MA0002.2.RUNX1	chr17	27562236	27562246	+	0.000	0.000	Merged-chr17-27562312-4
NR4676--MA0002.2.RUNX1	chr19	3731468	3731478	-	0.000	0.000	Merged-chr19-3731314-18
NR2125--MA0002.2.RUNX1	chr12	106008773	106008783	+	0.000	0.000	Merged-chr12-106008779-30
NR209--MA0684.1.RUNX3	chr1	69759799	69759808	-	0.000	0.000	Merged-chr1-69759830-47
NR6756--MA0684.1.RUNX3	chr4	150339059	150339068	-	0.000	0.000	Merged-chr4-150339180-18
NR8559--MA0002.2.RUNX1	chr7	143005556	143005566	+	0.000	0.000	Merged-chr7-143005288-104
NR6008--MA0002.2.RUNX1	chr3	123192399	123192409	-	0.000	0.000	Merged-chr3-123192207-28
NR4057--MA0002.2.RUNX1	chr17	35465836	35465846	+	0.000	0.000	Merged-chr17-35465783-7
NR2377--MA0002.2.RUNX1	chr13	32868423	32868433	-	0.000	0.000	Merged-chr13-32868285-30
NR937--MA0684.1.RUNX3	chr10	60162674	60162683	-	0.000	0.000	Merged-chr10-60162645-38
NR6071--MA0684.1.RUNX3	chr3	136959289	136959298	+	0.000	0.000	Merged-chr3-136959339-20
NR2062--MA0511.2.RUNX2	chr12	98269813	98269821	+	0.000	0.000	Merged-chr12-98269804-132
NR2333--MA0511.2.RUNX2	chr13	20306361	20306369	-	0.000	0.000	Merged-chr13-20306536-31
NR1400--MA0684.1.RUNX3	chr11	35537641	35537650	+	0.000	0.000	Merged-chr11-35537638-11
NR8416--MA0002.2.RUNX1	chr7	119835507	119835517	+	0.000	0.000	Merged-chr7-119835561-3
NR8274--MA0684.1.RUNX3	chr7	96818602	96818611	+	0.000	0.000	Merged-chr7-96818578-56
NR8002--MA0002.2.RUNX1	chr7	16194020	16194030	+	0.000	0.000	Merged-chr7-16193928-27
NR6051--MA0002.2.RUNX1	chr3	133563766	133563776	+	0.000	0.000	Merged-chr3-133563771-42
NR1980--MA0002.2.RUNX1	chr12	76312087	76312097	-	0.000	0.000	Merged-chr12-76312183-20
NR8939--MA0002.2.RUNX1	chr8	120050189	120050199	+	0.000	0.000	Merged-chr8-120050156-23
NR4314--MA0684.1.RUNX3	chr18	7518879	7518888	+	0.000	0.000	Merged-chr18-7518815-4
NR2092--MA0684.1.RUNX3	chr12	100201977	100201986	+	0.000	0.000	Merged-chr12-100202001-42
NR1775--MA0002.2.RUNX1	chr11	116616267	116616277	-	0.000	0.000	Merged-chr11-116616118-41
NR4166--MA0002.2.RUNX1	chr17	64754405	64754415	+	0.000	0.000	Merged-chr17-64754304-57
NR8624--MA0511.2.RUNX2	chr8	14090521	14090529	-	0.000	0.000	Merged-chr8-14090395-62
NR7543--MA0002.2.RUNX1	chr6	53589949	53589959	+	0.000	0.000	Merged-chr6-53589975-53
NR4837--MA0684.1.RUNX3	chr19	44388565	44388574	+	0.000	0.000	Merged-chr19-44388755-63
NR1903--MA0002.2.RUNX1	chr12	40198598	40198608	-	0.000	0.000	Merged-chr12-40198626-36
NR7943--MA0684.1.RUNX3	chr6	144910470	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR1983--MA0511.2.RUNX2	chr12	76853983	76853991	-	0.000	0.000	Merged-chr12-76853895-20
NR2138--MA0002.2.RUNX1	chr12	108004059	108004069	+	0.000	0.000	Merged-chr12-108004104-47
NR4374--MA0511.2.RUNX2	chr18	32880565	32880573	-	0.000	0.000	Merged-chr18-32880667-46
NR1490--MA0684.1.RUNX3	chr11	60874215	60874224	+	0.000	0.000	Merged-chr11-60874043-2
NR8777--MA0002.2.RUNX1	chr8	75234125	75234135	+	0.000	0.000	Merged-chr8-75234260-25
NR3564--MA0002.2.RUNX1	chr16	13157603	13157613	-	0.000	0.000	Merged-chr16-13157573-5
NR1884--MA0002.2.RUNX1	chr12	32895345	32895355	+	0.000	0.000	Merged-chr12-32895351-16
NR6226--MA0002.2.RUNX1	chr4	9669285	9669295	+	0.000	0.000	Merged-chr4-9669090-69
NR2472--MA0684.1.RUNX3	chr13	55418165	55418174	-	0.000	0.000	Merged-chr13-55418309-36
NR3520--MA0511.2.RUNX2	chr15	102234126	102234134	-	0.000	0.000	Merged-chr15-102234091-17
NR506--MA0511.2.RUNX2	chr1	153140976	153140984	-	0.000	0.000	Merged-chr1-153140977-54
NR2809--MA0684.1.RUNX3	chr14	27384346	27384355	+	0.000	0.000	Merged-chr14-27384235-54
NR4502--MA0511.2.RUNX2	chr18	64991733	64991741	+	0.000	0.000	Merged-chr18-64991575-63
NR2280--MA0511.2.RUNX2	chr12	119148036	119148044	+	0.000	0.000	Merged-chr12-119148040-28
NR8363--MA0002.2.RUNX1	chr7	110583722	110583732	+	0.000	0.000	Merged-chr7-110583819-1
NR1470--MA0002.2.RUNX1	chr11	57805278	57805288	-	0.000	0.000	Merged-chr11-57805317-26
NR1741--MA0002.2.RUNX1	chr11	113153554	113153564	-	0.000	0.000	Merged-chr11-113153533-26
NR6749--MA0002.2.RUNX1	chr4	148998343	148998353	+	0.000	0.000	Merged-chr4-148998288-20
NR1807--MA0002.2.RUNX1	chr12	3284054	3284064	-	0.000	0.000	Merged-chr12-3284182-20
NR5624--MA0002.2.RUNX1	chr2	181288180	181288190	+	0.000	0.000	Merged-chr2-181288221-3
NR3673--MA0002.2.RUNX1	chr16	35485045	35485055	-	0.000	0.000	Merged-chr16-35485007-20
