#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR4255--MA0117.2.Mafb	chr14	70272518	70272529	-	0.000	0.000	Merged-chr14-70272572-43
NR11144--MA0089.1.MAFG::NFE2L1	chr6	72993388	72993393	-	0.000	0.000	Merged-chr6-72993527-59
NR13105--MA0591.1.Bach1::Mafk	chr9	32747939	32747953	-	0.000	0.000	Merged-chr9-32747725-37
NR12157--MA0496.2.MAFK	chr7	104465138	104465156	+	0.000	0.000	Merged-chr7-104465292-53
NR1590--MA0659.1.MAFG	chr10	67512298	67512318	+	0.000	0.000	Merged-chr10-67512381-13
NR5671--MA0089.1.MAFG::NFE2L1	chr17	6658959	6658964	-	0.000	0.000	Merged-chr17-6658937-44
NR3971--MA0117.2.Mafb	chr14	17414430	17414441	-	0.000	0.000	Merged-chr14-17414498-32
NR10130--MA0495.2.MAFF	chr5	43425120	43425140	-	0.000	0.000	Merged-chr5-43425059-17
NR13101--MA0089.1.MAFG::NFE2L1	chr9	32713441	32713446	-	0.000	0.000	Merged-chr9-32713353-6
NR7939--MA0496.2.MAFK	chr2	173749173	173749191	-	0.000	0.000	Merged-chr2-173749391-11
NR5407--MA0089.1.MAFG::NFE2L1	chr16	57634365	57634370	+	0.000	0.000	Merged-chr16-57634391-20
NR3281--MA0591.1.Bach1::Mafk	chr13	41249758	41249772	-	0.000	0.000	Merged-chr13-41249879-71
NR537--MA0117.2.Mafb	chr1	97650196	97650207	-	0.000	0.000	Merged-chr1-97650227-42
NR6914--MA0089.1.MAFG::NFE2L1	chr2	6711263	6711268	+	0.000	0.000	Merged-chr2-6711188-63
NR322--MA0117.2.Mafb	chr1	67181191	67181202	-	0.000	0.000	Merged-chr1-67181322-10
NR4264--MA0089.1.MAFG::NFE2L1	chr14	75131285	75131290	+	0.000	0.000	Merged-chr14-75131133-67
NR8470--MA0591.1.Bach1::Mafk	chr3	79100357	79100371	-	0.000	0.000	Merged-chr3-79100420-9
NR997--MA0089.1.MAFG::NFE2L1	chr1	179578778	179578783	-	0.000	0.000	Merged-chr1-179578897-31
NR10415--MA0089.1.MAFG::NFE2L1	chr5	96919260	96919265	+	0.000	0.000	Merged-chr5-96919308-24
NR2506--MA0089.1.MAFG::NFE2L1	chr12	8817902	8817907	-	0.000	0.000	Merged-chr12-8817903-12
NR3059--MA0089.1.MAFG::NFE2L1	chr13	4771659	4771664	+	0.000	0.000	Merged-chr13-4771617-34
NR13185--MA0495.2.MAFF	chr9	70524582	70524602	+	0.000	0.000	Merged-chr9-70524539-1
NR12273--MA0089.1.MAFG::NFE2L1	chr7	130886494	130886499	-	0.000	0.000	Merged-chr7-130886495-31
NR8640--MA0495.2.MAFF	chr3	105892539	105892559	-	0.000	0.000	Merged-chr3-105892493-111
NR5987--MA0591.1.Bach1::Mafk	chr17	65826437	65826451	+	0.000	0.000	Merged-chr17-65826425-32
NR3188--MA0117.2.Mafb	chr13	19356607	19356618	+	0.000	0.000	Merged-chr13-19356698-68
NR12859--MA0591.1.Bach1::Mafk	chr8	105852065	105852079	-	0.000	0.000	Merged-chr8-105851882-54
NR11624--MA0591.1.Bach1::Mafk	chr6	144679049	144679063	-	0.000	0.000	Merged-chr6-144679049-11
NR10802--MA0495.2.MAFF	chr6	17629864	17629884	+	0.000	0.000	Merged-chr6-17630018-29
NR9726--MA0089.1.MAFG::NFE2L1	chr4	132747702	132747707	+	0.000	0.000	Merged-chr4-132747733-48
NR4868--MA0089.1.MAFG::NFE2L1	chr15	65731469	65731474	-	0.000	0.000	Merged-chr15-65731476-9
NR11733--MA0089.1.MAFG::NFE2L1	chr7	19360001	19360006	-	0.000	0.000	Merged-chr7-19359775-64
NR7888--MA0501.1.MAF::NFE2	chr2	167840485	167840499	+	0.000	0.000	Merged-chr2-167840232-36
NR5797--MA0089.1.MAFG::NFE2L1	chr17	24669586	24669591	-	0.000	0.000	Merged-chr17-24669740-50
NR278--MA0591.1.Bach1::Mafk	chr1	60941244	60941258	-	0.000	0.000	Merged-chr1-60941237-49
NR8299--MA0591.1.Bach1::Mafk	chr3	52638885	52638899	+	0.000	0.000	Merged-chr3-52638981-9
NR2391--MA0591.1.Bach1::Mafk	chr11	99132536	99132550	+	0.000	0.000	Merged-chr11-99132520-18
NR11473--MA0659.1.MAFG	chr6	130029867	130029887	+	0.000	0.000	Merged-chr6-130029953-23
NR8552--MA0501.1.MAF::NFE2	chr3	89912855	89912869	+	0.000	0.000	Merged-chr3-89912987-87
NR1586--MA0117.2.Mafb	chr10	67503589	67503600	-	0.000	0.000	Merged-chr10-67503707-61
NR6334--MA0089.1.MAFG::NFE2L1	chr18	32598298	32598303	-	0.000	0.000	Merged-chr18-32598271-33
NR10500--MA0089.1.MAFG::NFE2L1	chr5	117388976	117388981	+	0.000	0.000	Merged-chr5-117388866-82
NR6125--MA0495.2.MAFF	chr17	86063692	86063712	-	0.000	0.000	Merged-chr17-86063661-27
NR9739--MA0089.1.MAFG::NFE2L1	chr4	136071687	136071692	+	0.000	0.000	Merged-chr4-136071476-30
NR13038--MA0089.1.MAFG::NFE2L1	chr9	14884878	14884883	+	0.000	0.000	Merged-chr9-14884942-24
NR2343--MA0495.2.MAFF	chr11	87074101	87074121	-	0.000	0.000	Merged-chr11-87073947-35
NR793--MA0089.1.MAFG::NFE2L1	chr1	145038412	145038417	-	0.000	0.000	Merged-chr1-145038249-1
NR13196--MA0591.1.Bach1::Mafk	chr9	72390559	72390573	+	0.000	0.000	Merged-chr9-72390608-30
NR2302--MA0089.1.MAFG::NFE2L1	chr11	72207276	72207281	-	0.000	0.000	Merged-chr11-72207242-88
NR5216--MA0089.1.MAFG::NFE2L1	chr16	23844853	23844858	+	0.000	0.000	Merged-chr16-23844946-41
NR7000--MA0495.2.MAFF	chr2	16568168	16568188	-	0.000	0.000	Merged-chr2-16568402-24
NR4840--MA0496.2.MAFK	chr15	61541266	61541284	-	0.000	0.000	Merged-chr15-61541070-57
NR12330--MA0117.2.Mafb	chr7	143649695	143649706	-	0.000	0.000	Merged-chr7-143649559-54
NR6127--MA0659.1.MAFG	chr17	86063692	86063712	+	0.000	0.000	Merged-chr17-86063661-27
NR12240--MA0591.1.Bach1::Mafk	chr7	119861791	119861805	-	0.000	0.000	Merged-chr7-119861539-102
NR10513--MA0089.1.MAFG::NFE2L1	chr5	119359974	119359979	-	0.000	0.000	Merged-chr5-119360019-16
NR12862--MA0089.1.MAFG::NFE2L1	chr8	107324195	107324200	-	0.000	0.000	Merged-chr8-107324257-32
NR11442--MA0089.1.MAFG::NFE2L1	chr6	125215542	125215547	-	0.000	0.000	Merged-chr6-125215615-63
NR10388--MA0659.1.MAFG	chr5	92353778	92353798	+	0.000	0.000	Merged-chr5-92353751-46
NR12214--MA0659.1.MAFG	chr7	112369096	112369116	-	0.000	0.000	Merged-chr7-112369142-36
NR2466--MA0659.1.MAFG	chr11	117878437	117878457	-	0.000	0.000	Merged-chr11-117878483-30
NR125--MA0089.1.MAFG::NFE2L1	chr1	23321408	23321413	-	0.000	0.000	Merged-chr1-23321414-28
NR10916--MA0117.2.Mafb	chr6	41113446	41113457	-	0.000	0.000	Merged-chr6-41113305-59
NR10037--MA0495.2.MAFF	chr5	21658704	21658724	-	0.000	0.000	Merged-chr5-21658802-28
NR1101--MA0501.1.MAF::NFE2	chr1	194311315	194311329	+	0.000	0.000	Merged-chr1-194311253-1
NR3518--MA0591.1.Bach1::Mafk	chr13	83566392	83566406	-	0.000	0.000	Merged-chr13-83566220-57
NR4847--MA0117.2.Mafb	chr15	63611089	63611100	-	0.000	0.000	Merged-chr15-63611262-7
NR5825--MA0117.2.Mafb	chr17	29551132	29551143	-	0.000	0.000	Merged-chr17-29551156-34
NR12534--MA0496.2.MAFK	chr8	46550339	46550357	+	0.000	0.000	Merged-chr8-46550228-39
NR5668--MA0591.1.Bach1::Mafk	chr17	5165537	5165551	-	0.000	0.000	Merged-chr17-5165532-60
NR4260--MA0089.1.MAFG::NFE2L1	chr14	73244425	73244430	+	0.000	0.000	Merged-chr14-73244258-38
NR9222--MA0501.1.MAF::NFE2	chr4	40285606	40285620	-	0.000	0.000	Merged-chr4-40285687-24
NR1902--MA0496.2.MAFK	chr10	107858905	107858923	+	0.000	0.000	Merged-chr10-107858878-12
NR2156--MA0501.1.MAF::NFE2	chr11	20553188	20553202	+	0.000	0.000	Merged-chr11-20553238-64
NR6621--MA0089.1.MAFG::NFE2L1	chr18	75716330	75716335	+	0.000	0.000	Merged-chr18-75716251-26
NR12777--MA0591.1.Bach1::Mafk	chr8	88691840	88691854	-	0.000	0.000	Merged-chr8-88691882-89
NR11017--MA0659.1.MAFG	chr6	57583829	57583849	+	0.000	0.000	Merged-chr6-57584006-3
NR12962--MA0501.1.MAF::NFE2	chr8	126686967	126686981	-	0.000	0.000	Merged-chr8-126687126-29
NR10390--MA0496.2.MAFK	chr5	92353779	92353797	+	0.000	0.000	Merged-chr5-92353751-46
NR1865--MA0591.1.Bach1::Mafk	chr10	105079708	105079722	+	0.000	0.000	Merged-chr10-105079701-4
NR2339--MA0495.2.MAFF	chr11	86579076	86579096	+	0.000	0.000	Merged-chr11-86579142-38
NR7131--MA0591.1.Bach1::Mafk	chr2	46371223	46371237	-	0.000	0.000	Merged-chr2-46371309-56
NR10764--MA0501.1.MAF::NFE2	chr6	13665763	13665777	+	0.000	0.000	Merged-chr6-13665845-9
NR4859--MA0495.2.MAFF	chr15	64041700	64041720	-	0.000	0.000	Merged-chr15-64041818-65
NR7967--MA0089.1.MAFG::NFE2L1	chr2	177398305	177398310	+	0.000	0.000	Merged-chr2-177398378-54
NR6862--MA0591.1.Bach1::Mafk	chr19	53434033	53434047	-	0.000	0.000	Merged-chr19-53434218-37
NR10713--MA0089.1.MAFG::NFE2L1	chr6	6217169	6217174	-	0.000	0.000	Merged-chr6-6217012-81
NR2437--MA0496.2.MAFK	chr11	115463666	115463684	-	0.000	0.000	Merged-chr11-115463666-29
NR3972--MA0591.1.Bach1::Mafk	chr14	17414424	17414438	+	0.000	0.000	Merged-chr14-17414498-32
NR13758--MA0501.1.MAF::NFE2	chrX	167318948	167318962	+	0.000	0.000	Merged-chrX-167319032-24
NR7563--MA0089.1.MAFG::NFE2L1	chr2	121572115	121572120	-	0.000	0.000	Merged-chr2-121571994-29
NR5044--MA0496.2.MAFK	chr15	96638161	96638179	-	0.000	0.000	Merged-chr15-96638375-49
NR5861--MA0117.2.Mafb	chr17	34296158	34296169	-	0.000	0.000	Merged-chr17-34296219-24
NR10639--MA0089.1.MAFG::NFE2L1	chr5	147448722	147448727	-	0.000	0.000	Merged-chr5-147448805-80
NR4863--MA0496.2.MAFK	chr15	64041701	64041719	-	0.000	0.000	Merged-chr15-64041818-65
NR5995--MA0089.1.MAFG::NFE2L1	chr17	67584071	67584076	-	0.000	0.000	Merged-chr17-67584200-7
NR10900--MA0089.1.MAFG::NFE2L1	chr6	34995396	34995401	+	0.000	0.000	Merged-chr6-34995319-60
NR13486--MA0501.1.MAF::NFE2	chr9	119445151	119445165	+	0.000	0.000	Merged-chr9-119445072-73
NR5880--MA0089.1.MAFG::NFE2L1	chr17	35969930	35969935	-	0.000	0.000	Merged-chr17-35969818-62
NR6755--MA0591.1.Bach1::Mafk	chr19	8997799	8997813	+	0.000	0.000	Merged-chr19-8997882-60
NR2817--MA0089.1.MAFG::NFE2L1	chr12	70280842	70280847	+	0.000	0.000	Merged-chr12-70280726-6
NR11384--MA0501.1.MAF::NFE2	chr6	116949947	116949961	-	0.000	0.000	Merged-chr6-116949795-1
NR5520--MA0591.1.Bach1::Mafk	chr16	76202101	76202115	+	0.000	0.000	Merged-chr16-76202306-30
NR6134--MA0496.2.MAFK	chr17	86185078	86185096	-	0.000	0.000	Merged-chr17-86185009-23
NR5842--MA0591.1.Bach1::Mafk	chr17	32891345	32891359	+	0.000	0.000	Merged-chr17-32891413-48
NR10285--MA0501.1.MAF::NFE2	chr5	72622437	72622451	+	0.000	0.000	Merged-chr5-72622310-11
NR7253--MA0117.2.Mafb	chr2	58324515	58324526	-	0.000	0.000	Merged-chr2-58324650-40
NR995--MA0501.1.MAF::NFE2	chr1	179167628	179167642	+	0.000	0.000	Merged-chr1-179167528-7
NR162--MA0117.2.Mafb	chr1	34831681	34831692	+	0.000	0.000	Merged-chr1-34831505-37
NR2247--MA0117.2.Mafb	chr11	54105171	54105182	+	0.000	0.000	Merged-chr11-54105258-8
NR10913--MA0089.1.MAFG::NFE2L1	chr6	38810285	38810290	+	0.000	0.000	Merged-chr6-38810070-95
NR1398--MA0089.1.MAFG::NFE2L1	chr10	39247119	39247124	+	0.000	0.000	Merged-chr10-39247085-8
NR5212--MA0089.1.MAFG::NFE2L1	chr16	22526618	22526623	+	0.000	0.000	Merged-chr16-22526487-34
NR9633--MA0501.1.MAF::NFE2	chr4	109274122	109274136	-	0.000	0.000	Merged-chr4-109273984-17
NR3759--MA0089.1.MAFG::NFE2L1	chr13	112809985	112809990	+	0.000	0.000	Merged-chr13-112809842-36
NR11476--MA0496.2.MAFK	chr6	130029868	130029886	+	0.000	0.000	Merged-chr6-130029953-23
NR1178--MA0495.2.MAFF	chr10	12823922	12823942	+	0.000	0.000	Merged-chr10-12823956-45
NR12262--MA0495.2.MAFF	chr7	127573108	127573128	+	0.000	0.000	Merged-chr7-127573236-53
NR1989--MA0089.1.MAFG::NFE2L1	chr10	122758497	122758502	-	0.000	0.000	Merged-chr10-122758293-88
NR13757--MA0591.1.Bach1::Mafk	chrX	167318945	167318959	+	0.000	0.000	Merged-chrX-167319032-24
NR12482--MA0089.1.MAFG::NFE2L1	chr8	34120559	34120564	+	0.000	0.000	Merged-chr8-34120698-35
NR7242--MA0496.2.MAFK	chr2	57698741	57698759	-	0.000	0.000	Merged-chr2-57698890-7
NR7978--MA0089.1.MAFG::NFE2L1	chr2	177840318	177840323	+	0.000	0.000	Merged-chr2-177840278-65
NR1589--MA0591.1.Bach1::Mafk	chr10	67512301	67512315	-	0.000	0.000	Merged-chr10-67512381-13
NR8133--MA0659.1.MAFG	chr3	21917647	21917667	-	0.000	0.000	Merged-chr3-21917648-70
NR3022--MA0495.2.MAFF	chr12	114991122	114991142	-	0.000	0.000	Merged-chr12-114991248-55
NR6530--MA0089.1.MAFG::NFE2L1	chr18	61549049	61549054	+	0.000	0.000	Merged-chr18-61548972-25
NR9625--MA0591.1.Bach1::Mafk	chr4	106679016	106679030	+	0.000	0.000	Merged-chr4-106678973-52
NR12495--MA0089.1.MAFG::NFE2L1	chr8	35321682	35321687	-	0.000	0.000	Merged-chr8-35321635-19
NR12215--MA0501.1.MAF::NFE2	chr7	112369102	112369116	+	0.000	0.000	Merged-chr7-112369142-36
NR4978--MA0501.1.MAF::NFE2	chr15	85258001	85258015	-	0.000	0.000	Merged-chr15-85258102-30
NR3975--MA0501.1.MAF::NFE2	chr14	17414427	17414441	+	0.000	0.000	Merged-chr14-17414498-32
NR12119--MA0501.1.MAF::NFE2	chr7	99980510	99980524	-	0.000	0.000	Merged-chr7-99980241-66
NR11031--MA0591.1.Bach1::Mafk	chr6	60940432	60940446	-	0.000	0.000	Merged-chr6-60940563-22
NR10097--MA0591.1.Bach1::Mafk	chr5	38307977	38307991	-	0.000	0.000	Merged-chr5-38307807-52
NR4888--MA0089.1.MAFG::NFE2L1	chr15	69158374	69158379	-	0.000	0.000	Merged-chr15-69158261-1
NR11753--MA0089.1.MAFG::NFE2L1	chr7	27553147	27553152	-	0.000	0.000	Merged-chr7-27553175-53
NR4210--MA0496.2.MAFK	chr14	54259125	54259143	+	0.000	0.000	Merged-chr14-54259345-44
NR6052--MA0089.1.MAFG::NFE2L1	chr17	74753461	74753466	-	0.000	0.000	Merged-chr17-74753393-19
NR8842--MA0591.1.Bach1::Mafk	chr3	136941197	136941211	+	0.000	0.000	Merged-chr3-136941432-82
NR1666--MA0501.1.MAF::NFE2	chr10	80024348	80024362	+	0.000	0.000	Merged-chr10-80024302-65
NR13493--MA0659.1.MAFG	chr9	120960864	120960884	-	0.000	0.000	Merged-chr9-120960803-26
NR1827--MA0501.1.MAF::NFE2	chr10	99459977	99459991	-	0.000	0.000	Merged-chr10-99459996-60
NR6469--MA0089.1.MAFG::NFE2L1	chr18	53647840	53647845	-	0.000	0.000	Merged-chr18-53647754-9
NR7774--MA0089.1.MAFG::NFE2L1	chr2	150362521	150362526	+	0.000	0.000	Merged-chr2-150362676-64
NR738--MA0089.1.MAFG::NFE2L1	chr1	136685551	136685556	+	0.000	0.000	Merged-chr1-136685597-75
NR2973--MA0659.1.MAFG	chr12	103341439	103341459	-	0.000	0.000	Merged-chr12-103341437-53
NR6287--MA0496.2.MAFK	chr18	20946629	20946647	+	0.000	0.000	Merged-chr18-20946448-65
NR10231--MA0089.1.MAFG::NFE2L1	chr5	65391536	65391541	-	0.000	0.000	Merged-chr5-65391425-67
NR1583--MA0089.1.MAFG::NFE2L1	chr10	66956853	66956858	+	0.000	0.000	Merged-chr10-66956931-46
NR1630--MA0496.2.MAFK	chr10	70903744	70903762	-	0.000	0.000	Merged-chr10-70903939-1
NR8917--MA0659.1.MAFG	chr3	146063412	146063432	-	0.000	0.000	Merged-chr3-146063322-20
NR5487--MA0501.1.MAF::NFE2	chr16	69946790	69946804	-	0.000	0.000	Merged-chr16-69946695-9
NR8234--MA0496.2.MAFK	chr3	37978668	37978686	-	0.000	0.000	Merged-chr3-37978790-50
NR4873--MA0089.1.MAFG::NFE2L1	chr15	65810926	65810931	-	0.000	0.000	Merged-chr15-65810890-18
NR5612--MA0089.1.MAFG::NFE2L1	chr16	91475945	91475950	-	0.000	0.000	Merged-chr16-91475994-53
NR10311--MA0501.1.MAF::NFE2	chr5	76565526	76565540	+	0.000	0.000	Merged-chr5-76565486-34
NR3163--MA0117.2.Mafb	chr13	13564683	13564694	-	0.000	0.000	Merged-chr13-13564699-51
NR3349--MA0496.2.MAFK	chr13	63365384	63365402	-	0.000	0.000	Merged-chr13-63365525-19
NR12114--MA0089.1.MAFG::NFE2L1	chr7	98341602	98341607	+	0.000	0.000	Merged-chr7-98341648-39
NR1506--MA0089.1.MAFG::NFE2L1	chr10	54916245	54916250	-	0.000	0.000	Merged-chr10-54916194-2
NR8303--MA0501.1.MAF::NFE2	chr3	54378342	54378356	-	0.000	0.000	Merged-chr3-54378319-6
NR9221--MA0591.1.Bach1::Mafk	chr4	40285609	40285623	-	0.000	0.000	Merged-chr4-40285687-24
NR4771--MA0089.1.MAFG::NFE2L1	chr15	44364115	44364120	-	0.000	0.000	Merged-chr15-44364254-41
NR13568--MA0591.1.Bach1::Mafk	chrX	50635280	50635294	+	0.000	0.000	Merged-chrX-50635232-33
NR12329--MA0089.1.MAFG::NFE2L1	chr7	143625360	143625365	+	0.000	0.000	Merged-chr7-143625204-46
NR12705--MA0089.1.MAFG::NFE2L1	chr8	77482223	77482228	-	0.000	0.000	Merged-chr8-77482121-16
NR9342--MA0496.2.MAFK	chr4	58236003	58236021	+	0.000	0.000	Merged-chr4-58236026-17
NR4914--MA0495.2.MAFF	chr15	73627474	73627494	-	0.000	0.000	Merged-chr15-73627530-51
NR10252--MA0501.1.MAF::NFE2	chr5	67300127	67300141	-	0.000	0.000	Merged-chr5-67300252-37
NR12895--MA0089.1.MAFG::NFE2L1	chr8	111527337	111527342	-	0.000	0.000	Merged-chr8-111527388-53
NR9340--MA0089.1.MAFG::NFE2L1	chr4	57928013	57928018	-	0.000	0.000	Merged-chr4-57928066-27
NR7194--MA0089.1.MAFG::NFE2L1	chr2	52891300	52891305	-	0.000	0.000	Merged-chr2-52891472-34
NR8355--MA0501.1.MAF::NFE2	chr3	61345903	61345917	+	0.000	0.000	Merged-chr3-61345898-20
NR2321--MA0501.1.MAF::NFE2	chr11	75530549	75530563	-	0.000	0.000	Merged-chr11-75530665-33
NR11956--MA0496.2.MAFK	chr7	73588798	73588816	-	0.000	0.000	Merged-chr7-73589087-116
NR8626--MA0089.1.MAFG::NFE2L1	chr3	103802354	103802359	+	0.000	0.000	Merged-chr3-103802336-72
NR6077--MA0496.2.MAFK	chr17	80139918	80139936	+	0.000	0.000	Merged-chr17-80140059-47
NR4697--MA0089.1.MAFG::NFE2L1	chr15	31649912	31649917	+	0.000	0.000	Merged-chr15-31649789-27
NR12184--MA0117.2.Mafb	chr7	110061589	110061600	-	0.000	0.000	Merged-chr7-110061592-78
NR869--MA0495.2.MAFF	chr1	161480011	161480031	-	0.000	0.000	Merged-chr1-161480099-19
NR12612--MA0591.1.Bach1::Mafk	chr8	64826690	64826704	-	0.000	0.000	Merged-chr8-64826546-37
NR3162--MA0089.1.MAFG::NFE2L1	chr13	13564505	13564510	-	0.000	0.000	Merged-chr13-13564699-51
NR1409--MA0117.2.Mafb	chr10	40400415	40400426	+	0.000	0.000	Merged-chr10-40400528-9
NR13162--MA0117.2.Mafb	chr9	61670086	61670097	-	0.000	0.000	Merged-chr9-61669996-60
NR9374--MA0495.2.MAFF	chr4	62696110	62696130	+	0.000	0.000	Merged-chr4-62695960-32
NR10680--MA0591.1.Bach1::Mafk	chr5	151368716	151368730	+	0.000	0.000	Merged-chr5-151368809-80
NR6740--MA0591.1.Bach1::Mafk	chr19	5726210	5726224	+	0.000	0.000	Merged-chr19-5726405-23
NR12012--MA0089.1.MAFG::NFE2L1	chr7	79249754	79249759	+	0.000	0.000	Merged-chr7-79249720-34
NR5032--MA0089.1.MAFG::NFE2L1	chr15	94223678	94223683	-	0.000	0.000	Merged-chr15-94223705-1
NR4242--MA0496.2.MAFK	chr14	64884952	64884970	-	0.000	0.000	Merged-chr14-64885056-34
NR9857--MA0089.1.MAFG::NFE2L1	chr4	154899154	154899159	+	0.000	0.000	Merged-chr4-154899180-52
NR2423--MA0659.1.MAFG	chr11	113174351	113174371	-	0.000	0.000	Merged-chr11-113174221-33
NR11373--MA0089.1.MAFG::NFE2L1	chr6	116136328	116136333	+	0.000	0.000	Merged-chr6-116136227-16
NR2044--MA0089.1.MAFG::NFE2L1	chr10	130228433	130228438	+	0.000	0.000	Merged-chr10-130228483-35
NR9071--MA0501.1.MAF::NFE2	chr4	6925026	6925040	-	0.000	0.000	Merged-chr4-6924913-49
NR12663--MA0501.1.MAF::NFE2	chr8	72343835	72343849	-	0.000	0.000	Merged-chr8-72343901-44
NR11321--MA0495.2.MAFF	chr6	108426942	108426962	+	0.000	0.000	Merged-chr6-108426934-21
NR8980--MA0659.1.MAFG	chr3	153260800	153260820	+	0.000	0.000	Merged-chr3-153260790-34
NR999--MA0495.2.MAFF	chr1	180268831	180268851	+	0.000	0.000	Merged-chr1-180268774-35
NR8295--MA0117.2.Mafb	chr3	52522990	52523001	+	0.000	0.000	Merged-chr3-52523173-17
NR6841--MA0089.1.MAFG::NFE2L1	chr19	41483223	41483228	-	0.000	0.000	Merged-chr19-41483233-3
NR7629--MA0495.2.MAFF	chr2	133558722	133558742	+	0.000	0.000	Merged-chr2-133558747-1
NR8711--MA0089.1.MAFG::NFE2L1	chr3	116332015	116332020	+	0.000	0.000	Merged-chr3-116332074-27
NR5491--MA0117.2.Mafb	chr16	70365362	70365373	+	0.000	0.000	Merged-chr16-70365429-20
NR9653--MA0591.1.Bach1::Mafk	chr4	115057379	115057393	-	0.000	0.000	Merged-chr4-115057224-34
NR2444--MA0591.1.Bach1::Mafk	chr11	116319380	116319394	-	0.000	0.000	Merged-chr11-116319237-29
NR10466--MA0591.1.Bach1::Mafk	chr5	105346208	105346222	-	0.000	0.000	Merged-chr5-105346332-20
NR12918--MA0089.1.MAFG::NFE2L1	chr8	116690075	116690080	+	0.000	0.000	Merged-chr8-116689955-52
NR6854--MA0089.1.MAFG::NFE2L1	chr19	47524946	47524951	+	0.000	0.000	Merged-chr19-47525047-2
NR8591--MA0591.1.Bach1::Mafk	chr3	95658731	95658745	+	0.000	0.000	Merged-chr3-95659023-108
NR2197--MA0496.2.MAFK	chr11	32561586	32561604	+	0.000	0.000	Merged-chr11-32561785-56
NR11407--MA0501.1.MAF::NFE2	chr6	119522087	119522101	+	0.000	0.000	Merged-chr6-119522115-45
NR6120--MA0117.2.Mafb	chr17	85189690	85189701	+	0.000	0.000	Merged-chr17-85189630-51
NR12023--MA0089.1.MAFG::NFE2L1	chr7	80782239	80782244	+	0.000	0.000	Merged-chr7-80782374-50
NR6250--MA0659.1.MAFG	chr18	12869310	12869330	+	0.000	0.000	Merged-chr18-12869252-13
NR5254--MA0117.2.Mafb	chr16	32434428	32434439	+	0.000	0.000	Merged-chr16-32434269-25
NR4391--MA0089.1.MAFG::NFE2L1	chr14	102828623	102828628	+	0.000	0.000	Merged-chr14-102828632-27
NR6752--MA0089.1.MAFG::NFE2L1	chr19	8880884	8880889	+	0.000	0.000	Merged-chr19-8880870-57
NR7571--MA0591.1.Bach1::Mafk	chr2	122668157	122668171	+	0.000	0.000	Merged-chr2-122668057-9
NR3186--MA0089.1.MAFG::NFE2L1	chr13	18717296	18717301	+	0.000	0.000	Merged-chr13-18717386-51
NR9032--MA0591.1.Bach1::Mafk	chr3	157616912	157616926	-	0.000	0.000	Merged-chr3-157617038-24
NR13126--MA0501.1.MAF::NFE2	chr9	42022582	42022596	-	0.000	0.000	Merged-chr9-42022537-24
NR1703--MA0591.1.Bach1::Mafk	chr10	85128605	85128619	-	0.000	0.000	Merged-chr10-85128723-2
NR12036--MA0089.1.MAFG::NFE2L1	chr7	82579675	82579680	+	0.000	0.000	Merged-chr7-82579689-5
NR1587--MA0495.2.MAFF	chr10	67512298	67512318	+	0.000	0.000	Merged-chr10-67512381-13
NR8622--MA0089.1.MAFG::NFE2L1	chr3	101233602	101233607	-	0.000	0.000	Merged-chr3-101233598-27
NR6132--MA0495.2.MAFF	chr17	86185077	86185097	-	0.000	0.000	Merged-chr17-86185009-23
NR8098--MA0591.1.Bach1::Mafk	chr3	18623970	18623984	-	0.000	0.000	Merged-chr3-18624063-31
NR10972--MA0501.1.MAF::NFE2	chr6	49128474	49128488	+	0.000	0.000	Merged-chr6-49128471-29
NR11668--MA0117.2.Mafb	chr7	7171418	7171429	-	0.000	0.000	Merged-chr7-7171468-49
NR12815--MA0501.1.MAF::NFE2	chr8	91545802	91545816	-	0.000	0.000	Merged-chr8-91545805-43
NR9842--MA0117.2.Mafb	chr4	150583617	150583628	+	0.000	0.000	Merged-chr4-150583490-1
NR5634--MA0089.1.MAFG::NFE2L1	chr16	95729025	95729030	-	0.000	0.000	Merged-chr16-95728966-56
NR4214--MA0089.1.MAFG::NFE2L1	chr14	54518835	54518840	-	0.000	0.000	Merged-chr14-54518806-37
NR5636--MA0591.1.Bach1::Mafk	chr16	95893701	95893715	+	0.000	0.000	Merged-chr16-95893684-47
NR119--MA0591.1.Bach1::Mafk	chr1	21963195	21963209	+	0.000	0.000	Merged-chr1-21963410-76
NR4401--MA0591.1.Bach1::Mafk	chr14	103469661	103469675	-	0.000	0.000	Merged-chr14-103469586-86
NR8377--MA0591.1.Bach1::Mafk	chr3	65537405	65537419	-	0.000	0.000	Merged-chr3-65537527-21
NR12338--MA0089.1.MAFG::NFE2L1	chr7	144846470	144846475	-	0.000	0.000	Merged-chr7-144846420-24
NR8741--MA0496.2.MAFK	chr3	121593327	121593345	-	0.000	0.000	Merged-chr3-121593516-30
NR9247--MA0591.1.Bach1::Mafk	chr4	45342627	45342641	+	0.000	0.000	Merged-chr4-45342662-1
