#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
NR2956--MA0482.1.Gata4	chr16	7419926	7419936	+	0.000	0.000	Merged-chr16-7419949-42
NR6311--MA0766.1.GATA5	chr6	67184856	67184863	+	0.000	0.000	Merged-chr6-67184785-39
NR6773--MA0482.1.Gata4	chr7	25296998	25297008	+	0.000	0.000	Merged-chr7-25297148-3
NR4426--MA0766.1.GATA5	chr2	106985121	106985128	-	0.000	0.000	Merged-chr2-106985167-21
NR4416--MA0036.3.GATA2	chr2	104763428	104763438	-	0.000	0.000	Merged-chr2-104763396-33
NR6824--MA0036.3.GATA2	chr7	43894805	43894815	+	0.000	0.000	Merged-chr7-43894981-37
NR386--MA1104.1.GATA6	chr1	139009691	139009703	-	0.000	0.000	Merged-chr1-139009798-23
NR439--MA0140.2.GATA1::TAL1	chr1	155558225	155558242	+	0.000	0.000	Merged-chr1-155558323-75
NR1276--MA1104.1.GATA6	chr11	80068119	80068131	-	0.000	0.000	Merged-chr11-80068268-1
NR2973--MA1104.1.GATA6	chr16	10676896	10676908	+	0.000	0.000	Merged-chr16-10676780-15
NR6489--MA0037.3.GATA3	chr6	122334238	122334245	+	0.000	0.000	Merged-chr6-122334221-7
NR955--MA0140.2.GATA1::TAL1	chr10	108167988	108168005	-	0.000	0.000	Merged-chr10-108168166-48
NR4121--MA0766.1.GATA5	chr2	32694254	32694261	-	0.000	0.000	Merged-chr2-32694192-49
NR6263--MA0482.1.Gata4	chr6	54368222	54368232	-	0.000	0.000	Merged-chr6-54368259-25
NR468--MA0035.3.Gata1	chr1	161309341	161309351	-	0.000	0.000	Merged-chr1-161309457-43
NR352--MA1104.1.GATA6	chr1	130838472	130838484	+	0.000	0.000	Merged-chr1-130838519-27
NR5221--MA0037.3.GATA3	chr3	146699130	146699137	-	0.000	0.000	Merged-chr3-146699153-10
NR569--MA0140.2.GATA1::TAL1	chr1	182364098	182364115	-	0.000	0.000	Merged-chr1-182363988-37
NR3595--MA0140.2.GATA1::TAL1	chr17	84306375	84306392	+	0.000	0.000	Merged-chr17-84306486-55
NR6120--MA0140.2.GATA1::TAL1	chr5	143038559	143038576	+	0.000	0.000	Merged-chr5-143038769-30
NR5473--MA0037.3.GATA3	chr4	86725372	86725379	-	0.000	0.000	Merged-chr4-86725378-12
NR6524--MA0035.3.Gata1	chr6	126849235	126849245	-	0.000	0.000	Merged-chr6-126849069-62
NR6764--MA0140.2.GATA1::TAL1	chr7	24394591	24394608	-	0.000	0.000	Merged-chr7-24394603-28
NR6162--MA0766.1.GATA5	chr5	149816260	149816267	+	0.000	0.000	Merged-chr5-149816129-26
NR1242--MA0037.3.GATA3	chr11	70265525	70265532	-	0.000	0.000	Merged-chr11-70265494-15
NR4523--MA1104.1.GATA6	chr2	132292253	132292265	+	0.000	0.000	Merged-chr2-132292299-25
NR5964--MA0036.3.GATA2	chr5	92375116	92375126	+	0.000	0.000	Merged-chr5-92374946-3
NR2909--MA1104.1.GATA6	chr15	96827786	96827798	+	0.000	0.000	Merged-chr15-96827730-24
NR984--MA1104.1.GATA6	chr10	117377486	117377498	-	0.000	0.000	Merged-chr10-117377577-5
NR4871--MA0037.3.GATA3	chr3	60565494	60565501	+	0.000	0.000	Merged-chr3-60565389-13
NR2715--MA0036.3.GATA2	chr15	19857418	19857428	+	0.000	0.000	Merged-chr15-19857574-17
NR6633--MA0035.3.Gata1	chr6	140308146	140308156	-	0.000	0.000	Merged-chr6-140308190-9
NR7753--MA0036.3.GATA2	chr9	94614100	94614110	+	0.000	0.000	Merged-chr9-94614117-31
NR2747--MA1104.1.GATA6	chr15	36440112	36440124	+	0.000	0.000	Merged-chr15-36440213-15
NR1571--MA0036.3.GATA2	chr12	69446043	69446053	-	0.000	0.000	Merged-chr12-69446107-1
NR5940--MA0766.1.GATA5	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR4857--MA0035.3.Gata1	chr3	55115680	55115690	+	0.000	0.000	Merged-chr3-55115739-6
NR1690--MA0766.1.GATA5	chr12	92625447	92625454	-	0.000	0.000	Merged-chr12-92625384-3
NR4352--MA0766.1.GATA5	chr2	85246761	85246768	-	0.000	0.000	Merged-chr2-85246695-45
NR218--MA0482.1.Gata4	chr1	91347219	91347229	-	0.000	0.000	Merged-chr1-91347121-29
NR2457--MA0036.3.GATA2	chr14	59943444	59943454	+	0.000	0.000	Merged-chr14-59943344-19
NR2415--MA0035.3.Gata1	chr14	53132506	53132516	+	0.000	0.000	Merged-chr14-53132661-29
NR1603--MA0036.3.GATA2	chr12	76527617	76527627	-	0.000	0.000	Merged-chr12-76527633-28
NR6351--MA0482.1.Gata4	chr6	82922014	82922024	-	0.000	0.000	Merged-chr6-82922037-57
NR6530--MA1104.1.GATA6	chr6	127419915	127419927	+	0.000	0.000	Merged-chr6-127420078-9
NR5518--MA0037.3.GATA3	chr4	101586047	101586054	+	0.000	0.000	Merged-chr4-101585990-74
NR6412--MA0766.1.GATA5	chr6	99801067	99801074	-	0.000	0.000	Merged-chr6-99800956-8
NR4246--MA0036.3.GATA2	chr2	62352185	62352195	+	0.000	0.000	Merged-chr2-62352277-29
NR7926--MA0037.3.GATA3	chrX	9202158	9202165	-	0.000	0.000	Merged-chrX-9202139-21
NR4052--MA0482.1.Gata4	chr2	13718859	13718869	+	0.000	0.000	Merged-chr2-13718816-55
NR117--MA0766.1.GATA5	chr1	74726885	74726892	-	0.000	0.000	Merged-chr1-74726770-27
NR3328--MA1104.1.GATA6	chr17	3246827	3246839	+	0.000	0.000	Merged-chr17-3246798-10
NR8021--MA0035.3.Gata1	chrX	167233408	167233418	+	0.000	0.000	Merged-chrX-167233516-43
NR5166--MA0140.2.GATA1::TAL1	chr3	139024643	139024660	+	0.000	0.000	Merged-chr3-139024771-15
NR2203--MA1104.1.GATA6	chr13	113023932	113023944	-	0.000	0.000	Merged-chr13-113023939-34
NR3644--MA0036.3.GATA2	chr18	20970243	20970253	-	0.000	0.000	Merged-chr18-20970303-31
NR707--MA0482.1.Gata4	chr10	24291718	24291728	-	0.000	0.000	Merged-chr10-24291757-17
NR6983--MA0482.1.Gata4	chr7	108943814	108943824	-	0.000	0.000	Merged-chr7-108943832-1
NR7471--MA0766.1.GATA5	chr9	7576787	7576794	+	0.000	0.000	Merged-chr9-7576753-19
NR216--MA0036.3.GATA2	chr1	91099024	91099034	+	0.000	0.000	Merged-chr1-91099031-34
NR201--MA1104.1.GATA6	chr1	88578421	88578433	+	0.000	0.000	Merged-chr1-88578300-28
NR6093--MA0482.1.Gata4	chr5	134932304	134932314	+	0.000	0.000	Merged-chr5-134932473-29
NR197--MA0036.3.GATA2	chr1	87878050	87878060	+	0.000	0.000	Merged-chr1-87877929-42
NR7942--MA0035.3.Gata1	chrX	37110342	37110352	-	0.000	0.000	Merged-chrX-37110282-56
NR6144--MA0036.3.GATA2	chr5	147063477	147063487	+	0.000	0.000	Merged-chr5-147063758-85
NR248--MA1104.1.GATA6	chr1	95375654	95375666	-	0.000	0.000	Merged-chr1-95375799-8
NR6497--MA0035.3.Gata1	chr6	122557163	122557173	+	0.000	0.000	Merged-chr6-122557216-31
NR5300--MA0766.1.GATA5	chr4	11404221	11404228	-	0.000	0.000	Merged-chr4-11404244-13
NR766--MA0140.2.GATA1::TAL1	chr10	53346833	53346850	+	0.000	0.000	Merged-chr10-53346835-25
NR4972--MA1104.1.GATA6	chr3	93550238	93550250	-	0.000	0.000	Merged-chr3-93550146-53
NR3894--MA0037.3.GATA3	chr19	4119836	4119843	+	0.000	0.000	Merged-chr19-4119891-46
NR8009--MA0766.1.GATA5	chrX	153140121	153140128	-	0.000	0.000	Merged-chrX-153140079-69
NR1138--MA0037.3.GATA3	chr11	36001079	36001086	-	0.000	0.000	Merged-chr11-36000971-2
NR8010--MA0482.1.Gata4	chrX	153375288	153375298	+	0.000	0.000	Merged-chrX-153375365-26
NR628--MA1104.1.GATA6	chr10	4079703	4079715	+	0.000	0.000	Merged-chr10-4079812-35
NR4326--MA0035.3.Gata1	chr2	84016490	84016500	+	0.000	0.000	Merged-chr2-84016424-23
NR2080--MA0482.1.Gata4	chr13	94381977	94381987	-	0.000	0.000	Merged-chr13-94381981-20
NR3981--MA0766.1.GATA5	chr19	32998972	32998979	+	0.000	0.000	Merged-chr19-32999080-29
NR2417--MA0482.1.Gata4	chr14	53132798	53132808	+	0.000	0.000	Merged-chr14-53132661-29
NR6253--MA0140.2.GATA1::TAL1	chr6	50146580	50146597	-	0.000	0.000	Merged-chr6-50146420-23
NR7220--MA0037.3.GATA3	chr8	46859564	46859571	-	0.000	0.000	Merged-chr8-46859659-64
NR4283--MA0482.1.Gata4	chr2	70425815	70425825	+	0.000	0.000	Merged-chr2-70425902-24
NR3724--MA0035.3.Gata1	chr18	55293050	55293060	+	0.000	0.000	Merged-chr18-55293214-19
NR382--MA0140.2.GATA1::TAL1	chr1	138550508	138550525	-	0.000	0.000	Merged-chr1-138550461-33
NR4344--MA0766.1.GATA5	chr2	84887896	84887903	-	0.000	0.000	Merged-chr2-84887926-27
NR989--MA1104.1.GATA6	chr10	117377578	117377590	-	0.000	0.000	Merged-chr10-117377577-5
NR6210--MA0140.2.GATA1::TAL1	chr6	30357898	30357915	-	0.000	0.000	Merged-chr6-30357923-25
NR2705--MA1104.1.GATA6	chr15	11489313	11489325	-	0.000	0.000	Merged-chr15-11489207-4
NR6266--MA0036.3.GATA2	chr6	55511845	55511855	+	0.000	0.000	Merged-chr6-55511868-6
NR667--MA0482.1.Gata4	chr10	13993679	13993689	+	0.000	0.000	Merged-chr10-13993632-56
NR846--MA1104.1.GATA6	chr10	79937302	79937314	-	0.000	0.000	Merged-chr10-79937148-47
NR7692--MA0036.3.GATA2	chr9	80318149	80318159	+	0.000	0.000	Merged-chr9-80318250-48
NR6409--MA0482.1.Gata4	chr6	99801067	99801077	+	0.000	0.000	Merged-chr6-99800956-8
NR2957--MA1104.1.GATA6	chr16	7419924	7419936	-	0.000	0.000	Merged-chr16-7419949-42
NR1213--MA0037.3.GATA3	chr11	64899065	64899072	-	0.000	0.000	Merged-chr11-64899021-36
NR524--MA0482.1.Gata4	chr1	170853677	170853687	-	0.000	0.000	Merged-chr1-170853758-47
NR6774--MA1104.1.GATA6	chr7	25296996	25297008	-	0.000	0.000	Merged-chr7-25297148-3
NR8013--MA0035.3.Gata1	chrX	153375287	153375297	+	0.000	0.000	Merged-chrX-153375365-26
NR6059--MA0037.3.GATA3	chr5	114681322	114681329	+	0.000	0.000	Merged-chr5-114681129-21
NR362--MA0482.1.Gata4	chr1	133571484	133571494	-	0.000	0.000	Merged-chr1-133571423-3
NR2814--MA0037.3.GATA3	chr15	67410171	67410178	+	0.000	0.000	Merged-chr15-67410100-57
NR1914--MA0035.3.Gata1	chr13	33079455	33079465	-	0.000	0.000	Merged-chr13-33079670-11
NR7389--MA1104.1.GATA6	chr8	117548683	117548695	-	0.000	0.000	Merged-chr8-117548585-70
NR4951--MA0037.3.GATA3	chr3	84570697	84570704	-	0.000	0.000	Merged-chr3-84570776-21
NR2330--MA0482.1.Gata4	chr14	30024461	30024471	+	0.000	0.000	Merged-chr14-30024538-20
NR3960--MA0766.1.GATA5	chr19	29418706	29418713	-	0.000	0.000	Merged-chr19-29418635-70
NR189--MA0036.3.GATA2	chr1	85794295	85794305	-	0.000	0.000	Merged-chr1-85794071-131
NR6883--MA0037.3.GATA3	chr7	78583904	78583911	+	0.000	0.000	Merged-chr7-78583930-15
NR2944--MA0140.2.GATA1::TAL1	chr16	4762238	4762255	-	0.000	0.000	Merged-chr16-4762365-8
NR3070--MA0766.1.GATA5	chr16	45025480	45025487	+	0.000	0.000	Merged-chr16-45025536-40
NR7520--MA0035.3.Gata1	chr9	32495853	32495863	-	0.000	0.000	Merged-chr9-32495799-63
NR1478--MA0037.3.GATA3	chr12	28699759	28699766	-	0.000	0.000	Merged-chr12-28699931-23
NR5218--MA1104.1.GATA6	chr3	145951397	145951409	+	0.000	0.000	Merged-chr3-145951501-19
NR6659--MA0036.3.GATA2	chr6	142567727	142567737	+	0.000	0.000	Merged-chr6-142567710-6
NR4979--MA0036.3.GATA2	chr3	95666282	95666292	+	0.000	0.000	Merged-chr3-95666288-23
NR579--MA0766.1.GATA5	chr1	184016504	184016511	-	0.000	0.000	Merged-chr1-184016575-13
NR2761--MA0037.3.GATA3	chr15	41429629	41429636	+	0.000	0.000	Merged-chr15-41429607-8
NR527--MA0035.3.Gata1	chr1	170853678	170853688	-	0.000	0.000	Merged-chr1-170853758-47
NR7769--MA0037.3.GATA3	chr9	97068914	97068921	-	0.000	0.000	Merged-chr9-97068935-38
NR4318--MA0035.3.Gata1	chr2	80315536	80315546	+	0.000	0.000	Merged-chr2-80315576-77
NR2547--MA0766.1.GATA5	chr14	79557829	79557836	+	0.000	0.000	Merged-chr14-79557870-40
NR1141--MA0036.3.GATA2	chr11	36001078	36001088	+	0.000	0.000	Merged-chr11-36000971-2
NR5996--MA0035.3.Gata1	chr5	97055840	97055850	-	0.000	0.000	Merged-chr5-97055881-18
NR4817--MA0482.1.Gata4	chr3	28318057	28318067	+	0.000	0.000	Merged-chr3-28318064-9
NR6107--MA0035.3.Gata1	chr5	140151348	140151358	-	0.000	0.000	Merged-chr5-140151320-8
NR4427--MA0035.3.Gata1	chr2	106985120	106985130	+	0.000	0.000	Merged-chr2-106985167-21
NR7512--MA0140.2.GATA1::TAL1	chr9	31217839	31217856	+	0.000	0.000	Merged-chr9-31217851-21
NR2496--MA0140.2.GATA1::TAL1	chr14	66805727	66805744	-	0.000	0.000	Merged-chr14-66805736-29
NR1920--MA1104.1.GATA6	chr13	41447156	41447168	-	0.000	0.000	Merged-chr13-41447189-7
NR4798--MA0482.1.Gata4	chr3	14869854	14869864	-	0.000	0.000	Merged-chr3-14869878-60
NR2128--MA0035.3.Gata1	chr13	102598332	102598342	+	0.000	0.000	Merged-chr13-102598245-27
NR3976--MA0036.3.GATA2	chr19	32755815	32755825	-	0.000	0.000	Merged-chr19-32755999-1
NR378--MA0035.3.Gata1	chr1	137075019	137075029	+	0.000	0.000	Merged-chr1-137074990-14
NR6352--MA1104.1.GATA6	chr6	82922014	82922026	+	0.000	0.000	Merged-chr6-82922037-57
NR5816--MA0037.3.GATA3	chr5	32488279	32488286	+	0.000	0.000	Merged-chr5-32488180-22
NR3572--MA0766.1.GATA5	chr17	80323832	80323839	-	0.000	0.000	Merged-chr17-80323753-51
NR193--MA0140.2.GATA1::TAL1	chr1	86532670	86532687	+	0.000	0.000	Merged-chr1-86532525-44
NR6234--MA0766.1.GATA5	chr6	41104187	41104194	+	0.000	0.000	Merged-chr6-41104184-15
NR75--MA0037.3.GATA3	chr1	44101573	44101580	-	0.000	0.000	Merged-chr1-44101717-6
NR1840--MA0035.3.Gata1	chr12	116932354	116932364	+	0.000	0.000	Merged-chr12-116932315-2
NR5571--MA0482.1.Gata4	chr4	120717457	120717467	-	0.000	0.000	Merged-chr4-120717361-2
NR6062--MA0036.3.GATA2	chr5	114681320	114681330	-	0.000	0.000	Merged-chr5-114681129-21
NR708--MA1104.1.GATA6	chr10	24291718	24291730	+	0.000	0.000	Merged-chr10-24291757-17
NR6984--MA1104.1.GATA6	chr7	108943814	108943826	+	0.000	0.000	Merged-chr7-108943832-1
NR6094--MA1104.1.GATA6	chr5	134932302	134932314	-	0.000	0.000	Merged-chr5-134932473-29
NR7392--MA0036.3.GATA2	chr8	117801964	117801974	-	0.000	0.000	Merged-chr8-117802067-74
NR4039--MA0035.3.Gata1	chr2	11617066	11617076	+	0.000	0.000	Merged-chr2-11617013-39
NR5941--MA0035.3.Gata1	chr5	89036398	89036408	-	0.000	0.000	Merged-chr5-89036442-30
NR5938--MA0037.3.GATA3	chr5	89036400	89036407	+	0.000	0.000	Merged-chr5-89036442-30
NR8011--MA1104.1.GATA6	chrX	153375286	153375298	-	0.000	0.000	Merged-chrX-153375365-26
NR1691--MA0035.3.Gata1	chr12	92625446	92625456	+	0.000	0.000	Merged-chr12-92625384-3
NR4267--MA0482.1.Gata4	chr2	66185004	66185014	-	0.000	0.000	Merged-chr2-66184903-51
NR3607--MA0036.3.GATA2	chr17	87036795	87036805	-	0.000	0.000	Merged-chr17-87036710-20
NR128--MA0482.1.Gata4	chr1	79752487	79752497	-	0.000	0.000	Merged-chr1-79752241-78
NR5744--MA0036.3.GATA2	chr5	8489970	8489980	+	0.000	0.000	Merged-chr5-8489877-17
NR2081--MA1104.1.GATA6	chr13	94381977	94381989	+	0.000	0.000	Merged-chr13-94381981-20
NR384--MA0037.3.GATA3	chr1	139009693	139009700	-	0.000	0.000	Merged-chr1-139009798-23
NR1274--MA0037.3.GATA3	chr11	80068121	80068128	-	0.000	0.000	Merged-chr11-80068268-1
NR2418--MA1104.1.GATA6	chr14	53132796	53132808	-	0.000	0.000	Merged-chr14-53132661-29
NR4299--MA0036.3.GATA2	chr2	76214463	76214473	-	0.000	0.000	Merged-chr2-76214615-2
NR4376--MA0482.1.Gata4	chr2	92192026	92192036	-	0.000	0.000	Merged-chr2-92192158-30
NR237--MA0482.1.Gata4	chr1	94035513	94035523	+	0.000	0.000	Merged-chr1-94035484-87
NR145--MA1104.1.GATA6	chr1	82900856	82900868	-	0.000	0.000	Merged-chr1-82900738-32
NR5853--MA0036.3.GATA2	chr5	51853847	51853857	-	0.000	0.000	Merged-chr5-51853758-22
NR4114--MA0035.3.Gata1	chr2	31180409	31180419	-	0.000	0.000	Merged-chr2-31180309-64
NR2256--MA1104.1.GATA6	chr14	10445398	10445410	-	0.000	0.000	Merged-chr14-10445443-9
NR3302--MA0036.3.GATA2	chr16	94374311	94374321	+	0.000	0.000	Merged-chr16-94374445-4
NR1622--MA0036.3.GATA2	chr12	82187423	82187433	+	0.000	0.000	Merged-chr12-82187311-20
NR1975--MA0035.3.Gata1	chr13	53374449	53374459	-	0.000	0.000	Merged-chr13-53374422-32
NR350--MA0037.3.GATA3	chr1	130838475	130838482	+	0.000	0.000	Merged-chr1-130838519-27
NR7862--MA0482.1.Gata4	chr9	110448996	110449006	-	0.000	0.000	Merged-chr9-110449150-25
NR3293--MA0766.1.GATA5	chr16	92995630	92995637	-	0.000	0.000	Merged-chr16-92995449-20
NR7770--MA1104.1.GATA6	chr9	97068912	97068924	-	0.000	0.000	Merged-chr9-97068935-38
NR7472--MA0035.3.Gata1	chr9	7576785	7576795	-	0.000	0.000	Merged-chr9-7576753-19
NR1884--MA0766.1.GATA5	chr13	15936373	15936380	+	0.000	0.000	Merged-chr13-15936339-55
NR525--MA1104.1.GATA6	chr1	170853677	170853689	+	0.000	0.000	Merged-chr1-170853758-47
NR1332--MA0482.1.Gata4	chr11	98783301	98783311	-	0.000	0.000	Merged-chr11-98783373-52
NR7496--MA0140.2.GATA1::TAL1	chr9	15029154	15029171	-	0.000	0.000	Merged-chr9-15029277-27
NR5994--MA1104.1.GATA6	chr5	97055839	97055851	+	0.000	0.000	Merged-chr5-97055881-18
NR5301--MA0035.3.Gata1	chr4	11404220	11404230	+	0.000	0.000	Merged-chr4-11404244-13
NR5967--MA0035.3.Gata1	chr5	92375271	92375281	-	0.000	0.000	Merged-chr5-92375346-95
NR2907--MA0037.3.GATA3	chr15	96827789	96827796	+	0.000	0.000	Merged-chr15-96827730-24
NR982--MA0037.3.GATA3	chr10	117377488	117377495	-	0.000	0.000	Merged-chr10-117377577-5
NR1322--MA0035.3.Gata1	chr11	96993115	96993125	+	0.000	0.000	Merged-chr11-96993116-10
NR2331--MA1104.1.GATA6	chr14	30024459	30024471	-	0.000	0.000	Merged-chr14-30024538-20
NR7961--MA0035.3.Gata1	chrX	106171388	106171398	-	0.000	0.000	Merged-chrX-106171533-49
NR2745--MA0037.3.GATA3	chr15	36440115	36440122	+	0.000	0.000	Merged-chr15-36440213-15
NR1574--MA0035.3.Gata1	chr12	69853655	69853665	-	0.000	0.000	Merged-chr12-69853558-20
NR5136--MA0037.3.GATA3	chr3	136531893	136531900	-	0.000	0.000	Merged-chr3-136531691-41
NR3705--MA0766.1.GATA5	chr18	46448741	46448748	+	0.000	0.000	Merged-chr18-46448750-18
NR3982--MA0035.3.Gata1	chr19	32998970	32998980	-	0.000	0.000	Merged-chr19-32999080-29
NR4878--MA0482.1.Gata4	chr3	60788288	60788298	+	0.000	0.000	Merged-chr3-60788099-46
NR376--MA1104.1.GATA6	chr1	136636838	136636850	+	0.000	0.000	Merged-chr1-136637078-45
NR7493--MA0036.3.GATA2	chr9	15029163	15029173	-	0.000	0.000	Merged-chr9-15029277-27
NR4259--MA0482.1.Gata4	chr2	65552087	65552097	-	0.000	0.000	Merged-chr2-65551988-12
NR1582--MA0036.3.GATA2	chr12	73384066	73384076	+	0.000	0.000	Merged-chr12-73384028-7
NR3220--MA0035.3.Gata1	chr16	66086701	66086711	+	0.000	0.000	Merged-chr16-66086640-17
NR921--MA0035.3.Gata1	chr10	96421996	96422006	-	0.000	0.000	Merged-chr10-96421885-30
NR2317--MA0035.3.Gata1	chr14	27384253	27384263	+	0.000	0.000	Merged-chr14-27384235-54
NR4818--MA1104.1.GATA6	chr3	28318055	28318067	-	0.000	0.000	Merged-chr3-28318064-9
NR1496--MA0766.1.GATA5	chr12	36057888	36057895	-	0.000	0.000	Merged-chr12-36057875-8
NR1101--MA0766.1.GATA5	chr11	11836941	11836948	-	0.000	0.000	Merged-chr11-11837020-26
NR3514--MA0482.1.Gata4	chr17	63404210	63404220	-	0.000	0.000	Merged-chr17-63404255-16
NR2820--MA0037.3.GATA3	chr15	71917806	71917813	+	0.000	0.000	Merged-chr15-71917869-36
NR7525--MA0036.3.GATA2	chr9	32592069	32592079	+	0.000	0.000	Merged-chr9-32592064-58
NR5219--MA0140.2.GATA1::TAL1	chr3	145951389	145951406	-	0.000	0.000	Merged-chr3-145951501-19
NR3055--MA0037.3.GATA3	chr16	44766197	44766204	+	0.000	0.000	Merged-chr16-44766198-80
NR3971--MA0482.1.Gata4	chr19	32465412	32465422	+	0.000	0.000	Merged-chr19-32465460-36
NR5803--MA0035.3.Gata1	chr5	28123271	28123281	+	0.000	0.000	Merged-chr5-28123342-28
NR1994--MA1104.1.GATA6	chr13	61788291	61788303	-	0.000	0.000	Merged-chr13-61788395-14
NR5702--MA0036.3.GATA2	chr4	148638464	148638474	-	0.000	0.000	Merged-chr4-148638535-16
NR219--MA0035.3.Gata1	chr1	91347220	91347230	-	0.000	0.000	Merged-chr1-91347121-29
NR3899--MA0035.3.Gata1	chr19	5088431	5088441	+	0.000	0.000	Merged-chr19-5088339-71
NR1462--MA0766.1.GATA5	chr12	16258477	16258484	+	0.000	0.000	Merged-chr12-16258722-16
NR3961--MA0035.3.Gata1	chr19	29418705	29418715	+	0.000	0.000	Merged-chr19-29418635-70
NR5540--MA0036.3.GATA2	chr4	109105445	109105455	-	0.000	0.000	Merged-chr4-109105447-43
NR5064--MA0036.3.GATA2	chr3	122419824	122419834	-	0.000	0.000	Merged-chr3-122419865-81
NR3926--MA0036.3.GATA2	chr19	16418578	16418588	+	0.000	0.000	Merged-chr19-16418552-32
NR6972--MA0140.2.GATA1::TAL1	chr7	104200246	104200263	+	0.000	0.000	Merged-chr7-104200085-28
NR3732--MA0482.1.Gata4	chr18	60502493	60502503	+	0.000	0.000	Merged-chr18-60502470-34
NR3071--MA0035.3.Gata1	chr16	45025478	45025488	-	0.000	0.000	Merged-chr16-45025536-40
NR1842--MA0766.1.GATA5	chr12	117403957	117403964	+	0.000	0.000	Merged-chr12-117403786-38
NR4970--MA0037.3.GATA3	chr3	93550240	93550247	-	0.000	0.000	Merged-chr3-93550146-53
NR626--MA0037.3.GATA3	chr10	4079706	4079713	+	0.000	0.000	Merged-chr10-4079812-35
NR3570--MA0482.1.Gata4	chr17	80323832	80323842	+	0.000	0.000	Merged-chr17-80323753-51
NR1956--MA0482.1.Gata4	chr13	51848823	51848833	+	0.000	0.000	Merged-chr13-51849013-24
NR3517--MA0035.3.Gata1	chr17	63404211	63404221	-	0.000	0.000	Merged-chr17-63404255-16
NR7647--MA0036.3.GATA2	chr9	66295133	66295143	+	0.000	0.000	Merged-chr9-66295082-25
NR3631--MA0766.1.GATA5	chr18	6484970	6484977	-	0.000	0.000	Merged-chr18-6484878-33
NR3974--MA0035.3.Gata1	chr19	32465411	32465421	+	0.000	0.000	Merged-chr19-32465460-36
NR1870--MA0140.2.GATA1::TAL1	chr13	5408608	5408625	-	0.000	0.000	Merged-chr13-5408640-54
NR5824--MA0036.3.GATA2	chr5	32950841	32950851	+	0.000	0.000	Merged-chr5-32950856-18
NR464--MA0037.3.GATA3	chr1	161309343	161309350	+	0.000	0.000	Merged-chr1-161309457-43
NR3084--MA0035.3.Gata1	chr16	45261660	45261670	+	0.000	0.000	Merged-chr16-45261551-46
NR1973--MA1104.1.GATA6	chr13	53374448	53374460	+	0.000	0.000	Merged-chr13-53374422-32
NR844--MA0037.3.GATA3	chr10	79937304	79937311	-	0.000	0.000	Merged-chr10-79937148-47
NR2428--MA0482.1.Gata4	chr14	54165205	54165215	-	0.000	0.000	Merged-chr14-54165125-24
NR3111--MA0036.3.GATA2	chr16	50555184	50555194	+	0.000	0.000	Merged-chr16-50555141-20
NR6520--MA0037.3.GATA3	chr6	126849237	126849244	+	0.000	0.000	Merged-chr6-126849069-62
NR4093--MA0037.3.GATA3	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
NR4268--MA1104.1.GATA6	chr2	66185004	66185016	+	0.000	0.000	Merged-chr2-66184903-51
NR6772--MA0037.3.GATA3	chr7	25297008	25297015	-	0.000	0.000	Merged-chr7-25297148-3
NR3429--MA0036.3.GATA2	chr17	32349203	32349213	-	0.000	0.000	Merged-chr17-32349293-10
NR129--MA1104.1.GATA6	chr1	79752487	79752499	+	0.000	0.000	Merged-chr1-79752241-78
NR2812--MA0037.3.GATA3	chr15	66444010	66444017	-	0.000	0.000	Merged-chr15-66444135-3
NR3318--MA0037.3.GATA3	chr16	97272559	97272566	-	0.000	0.000	Merged-chr16-97272459-57
NR2793--MA0037.3.GATA3	chr15	56047196	56047203	+	0.000	0.000	Merged-chr15-56047041-38
NR4377--MA1104.1.GATA6	chr2	92192026	92192038	+	0.000	0.000	Merged-chr2-92192158-30
NR2031--MA1104.1.GATA6	chr13	67332554	67332566	+	0.000	0.000	Merged-chr13-67332541-54
NR3299--MA0037.3.GATA3	chr16	94374312	94374319	-	0.000	0.000	Merged-chr16-94374445-4
NR3820--MA0482.1.Gata4	chr18	79303778	79303788	+	0.000	0.000	Merged-chr18-79303705-44
NR238--MA1104.1.GATA6	chr1	94035511	94035523	-	0.000	0.000	Merged-chr1-94035484-87
NR4055--MA0482.1.Gata4	chr2	13760571	13760581	-	0.000	0.000	Merged-chr2-13760550-51
NR3477--MA0035.3.Gata1	chr17	45686759	45686769	+	0.000	0.000	Merged-chr17-45686924-2
NR6529--MA0482.1.Gata4	chr6	127419915	127419925	-	0.000	0.000	Merged-chr6-127420078-9
NR695--MA0140.2.GATA1::TAL1	chr10	21268945	21268962	-	0.000	0.000	Merged-chr10-21269012-32
NR7955--MA0482.1.Gata4	chrX	75032273	75032283	+	0.000	0.000	Merged-chrX-75032186-8
NR4097--MA0766.1.GATA5	chr2	25054340	25054347	-	0.000	0.000	Merged-chr2-25054565-53
