#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR2818--MA0482.1.Gata4	chr19	5348971	5348981	+	0.000	0.000	Merged-chr19-5349151-26
NR2088--MA0037.3.GATA3	chr15	82914622	82914629	+	0.000	0.000	Merged-chr15-82914694-36
NR3753--MA0036.3.GATA2	chr3	137969287	137969297	+	0.000	0.000	Merged-chr3-137969157-49
NR4474--MA0766.1.GATA5	chr5	137747962	137747969	-	0.000	0.000	Merged-chr5-137747869-32
NR248--MA1104.1.GATA6	chr1	133816124	133816136	-	0.000	0.000	Merged-chr1-133816158-89
NR4812--MA0482.1.Gata4	chr6	125353458	125353468	-	0.000	0.000	Merged-chr6-125353566-72
NR4217--MA0035.3.Gata1	chr5	20931520	20931530	+	0.000	0.000	Merged-chr5-20931511-6
NR4863--MA0037.3.GATA3	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR3591--MA0036.3.GATA2	chr3	84772249	84772259	+	0.000	0.000	Merged-chr3-84772067-31
NR3872--MA0766.1.GATA5	chr4	12786207	12786214	-	0.000	0.000	Merged-chr4-12786257-5
NR1138--MA0037.3.GATA3	chr12	26460152	26460159	-	0.000	0.000	Merged-chr12-26460097-25
NR1068--MA0482.1.Gata4	chr11	108248586	108248596	+	0.000	0.000	Merged-chr11-108248558-56
NR6125--MA0482.1.Gata4	chrX	134601054	134601064	+	0.000	0.000	Merged-chrX-134601254-82
NR1935--MA0035.3.Gata1	chr14	121423097	121423107	-	0.000	0.000	Merged-chr14-121422910-45
NR5338--MA0140.2.GATA1::TAL1	chr7	142354004	142354021	-	0.000	0.000	Merged-chr7-142354183-49
NR808--MA0140.2.GATA1::TAL1	chr11	3105371	3105388	-	0.000	0.000	Merged-chr11-3105314-74
NR1247--MA0037.3.GATA3	chr12	84773167	84773174	-	0.000	0.000	Merged-chr12-84773092-54
NR195--MA1104.1.GATA6	chr1	106581787	106581799	+	0.000	0.000	Merged-chr1-106581933-28
NR1672--MA0036.3.GATA2	chr13	113023933	113023943	+	0.000	0.000	Merged-chr13-113023939-34
NR1943--MA0036.3.GATA2	chr14	122747957	122747967	-	0.000	0.000	Merged-chr14-122748042-18
NR5861--MA0035.3.Gata1	chr9	95113474	95113484	+	0.000	0.000	Merged-chr9-95113538-34
NR4344--MA0766.1.GATA5	chr5	92327551	92327558	-	0.000	0.000	Merged-chr5-92327493-24
NR5760--MA0036.3.GATA2	chr9	63785709	63785719	+	0.000	0.000	Merged-chr9-63785726-16
NR4985--MA1104.1.GATA6	chr7	6127300	6127312	-	0.000	0.000	Merged-chr7-6127268-44
NR3952--MA0482.1.Gata4	chr4	88079248	88079258	-	0.000	0.000	Merged-chr4-88079193-33
NR4867--MA0766.1.GATA5	chr6	130102978	130102985	-	0.000	0.000	Merged-chr6-130103023-31
NR4729--MA0482.1.Gata4	chr6	91172600	91172610	-	0.000	0.000	Merged-chr6-91172590-9
NR5077--MA1104.1.GATA6	chr7	45083049	45083061	-	0.000	0.000	Merged-chr7-45083107-80
NR2659--MA0035.3.Gata1	chr18	46448739	46448749	-	0.000	0.000	Merged-chr18-46448750-18
NR2910--MA0037.3.GATA3	chr19	46338614	46338621	-	0.000	0.000	Merged-chr19-46338710-45
NR2814--MA1104.1.GATA6	chr19	5094350	5094362	+	0.000	0.000	Merged-chr19-5094459-12
NR2245--MA0035.3.Gata1	chr16	44349993	44350003	+	0.000	0.000	Merged-chr16-44349911-10
NR5877--MA0140.2.GATA1::TAL1	chr9	97068915	97068932	+	0.000	0.000	Merged-chr9-97068935-38
NR5186--MA1104.1.GATA6	chr7	100449170	100449182	-	0.000	0.000	Merged-chr7-100449076-60
NR1117--MA0037.3.GATA3	chr12	12172556	12172563	-	0.000	0.000	Merged-chr12-12172464-29
NR2987--MA0140.2.GATA1::TAL1	chr2	18939004	18939021	-	0.000	0.000	Merged-chr2-18939077-26
NR51--MA0036.3.GATA2	chr1	43520878	43520888	+	0.000	0.000	Merged-chr1-43520918-1
NR1813--MA0036.3.GATA2	chr14	64884998	64885008	+	0.000	0.000	Merged-chr14-64885056-34
NR1500--MA0035.3.Gata1	chr13	83657023	83657033	+	0.000	0.000	Merged-chr13-83656989-24
NR4262--MA0482.1.Gata4	chr5	37051250	37051260	-	0.000	0.000	Merged-chr5-37051336-115
NR362--MA0140.2.GATA1::TAL1	chr1	171037127	171037144	-	0.000	0.000	Merged-chr1-171037046-24
NR4371--MA0482.1.Gata4	chr5	96221808	96221818	+	0.000	0.000	Merged-chr5-96221610-41
NR4616--MA1104.1.GATA6	chr6	33051808	33051820	+	0.000	0.000	Merged-chr6-33051908-11
NR898--MA0482.1.Gata4	chr11	57952912	57952922	-	0.000	0.000	Merged-chr11-57952769-40
NR19--MA0037.3.GATA3	chr1	21896409	21896416	+	0.000	0.000	Merged-chr1-21896423-20
NR5256--MA0140.2.GATA1::TAL1	chr7	121641348	121641365	-	0.000	0.000	Merged-chr7-121641450-48
NR5653--MA0766.1.GATA5	chr9	11579214	11579221	+	0.000	0.000	Merged-chr9-11579132-23
NR1513--MA0035.3.Gata1	chr13	89401467	89401477	+	0.000	0.000	Merged-chr13-89401429-25
NR2251--MA1104.1.GATA6	chr16	49774801	49774813	-	0.000	0.000	Merged-chr16-49774880-113
NR2138--MA0482.1.Gata4	chr15	100312582	100312592	-	0.000	0.000	Merged-chr15-100312549-27
NR4198--MA0036.3.GATA2	chr4	156022068	156022078	+	0.000	0.000	Merged-chr4-156022073-120
NR2133--MA0766.1.GATA5	chr15	97790278	97790285	+	0.000	0.000	Merged-chr15-97790248-21
NR2595--MA0482.1.Gata4	chr17	85982147	85982157	+	0.000	0.000	Merged-chr17-85982062-9
NR4065--MA0766.1.GATA5	chr4	123510579	123510586	-	0.000	0.000	Merged-chr4-123510606-7
NR5752--MA0036.3.GATA2	chr9	61860471	61860481	-	0.000	0.000	Merged-chr9-61860455-30
NR3504--MA0037.3.GATA3	chr3	9867517	9867524	+	0.000	0.000	Merged-chr3-9867662-24
NR5436--MA0037.3.GATA3	chr8	72277431	72277438	-	0.000	0.000	Merged-chr8-72277394-10
NR4834--MA1104.1.GATA6	chr6	126995667	126995679	-	0.000	0.000	Merged-chr6-126995755-15
NR4265--MA0035.3.Gata1	chr5	37051251	37051261	-	0.000	0.000	Merged-chr5-37051336-115
NR2883--MA1104.1.GATA6	chr19	32998969	32998981	+	0.000	0.000	Merged-chr19-32999080-29
NR5404--MA0036.3.GATA2	chr8	34164659	34164669	+	0.000	0.000	Merged-chr8-34164566-26
NR4164--MA0036.3.GATA2	chr4	148638464	148638474	-	0.000	0.000	Merged-chr4-148638535-16
NR1460--MA0035.3.Gata1	chr13	49188129	49188139	-	0.000	0.000	Merged-chr13-49188113-1
NR4420--MA1104.1.GATA6	chr5	112219579	112219591	-	0.000	0.000	Merged-chr5-112219700-2
NR4122--MA0035.3.Gata1	chr4	145312626	145312636	-	0.000	0.000	Merged-chr4-145312696-44
NR3645--MA0140.2.GATA1::TAL1	chr3	105815405	105815422	-	0.000	0.000	Merged-chr3-105815563-53
NR3961--MA1104.1.GATA6	chr4	89044204	89044216	-	0.000	0.000	Merged-chr4-89044155-38
NR947--MA1104.1.GATA6	chr11	75169167	75169179	-	0.000	0.000	Merged-chr11-75169080-24
NR3934--MA0035.3.Gata1	chr4	59281126	59281136	+	0.000	0.000	Merged-chr4-59281104-23
NR533--MA1104.1.GATA6	chr10	39613036	39613048	-	0.000	0.000	Merged-chr10-39613248-57
NR950--MA0035.3.Gata1	chr11	75169168	75169178	+	0.000	0.000	Merged-chr11-75169080-24
NR5765--MA0036.3.GATA2	chr9	64779819	64779829	-	0.000	0.000	Merged-chr9-64779927-39
NR2439--MA1104.1.GATA6	chr17	18597362	18597374	-	0.000	0.000	Merged-chr17-18597509-40
NR5452--MA0035.3.Gata1	chr8	81773503	81773513	+	0.000	0.000	Merged-chr8-81773679-46
NR2322--MA0482.1.Gata4	chr16	84713357	84713367	+	0.000	0.000	Merged-chr16-84713563-77
NR2230--MA1104.1.GATA6	chr16	43661707	43661719	+	0.000	0.000	Merged-chr16-43661789-37
NR1130--MA0766.1.GATA5	chr12	16171988	16171995	+	0.000	0.000	Merged-chr12-16171798-43
NR1120--MA0036.3.GATA2	chr12	12172555	12172565	+	0.000	0.000	Merged-chr12-12172464-29
NR6113--MA1104.1.GATA6	chrX	109113827	109113839	-	0.000	0.000	Merged-chrX-109113990-42
NR5874--MA0036.3.GATA2	chr9	97068913	97068923	+	0.000	0.000	Merged-chr9-97068935-38
NR1643--MA0036.3.GATA2	chr13	108045780	108045790	+	0.000	0.000	Merged-chr13-108045887-18
NR519--MA0035.3.Gata1	chr10	26322623	26322633	+	0.000	0.000	Merged-chr10-26322631-48
NR1491--MA0766.1.GATA5	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR5396--MA0037.3.GATA3	chr8	33898110	33898117	+	0.000	0.000	Merged-chr8-33898095-27
NR1133--MA0036.3.GATA2	chr12	25187346	25187356	+	0.000	0.000	Merged-chr12-25187422-2
NR1069--MA1104.1.GATA6	chr11	108248584	108248596	-	0.000	0.000	Merged-chr11-108248558-56
NR5048--MA0037.3.GATA3	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR3280--MA0766.1.GATA5	chr2	120026845	120026852	+	0.000	0.000	Merged-chr2-120026874-2
NR3551--MA0766.1.GATA5	chr3	52840429	52840436	-	0.000	0.000	Merged-chr3-52840378-53
NR1927--MA0140.2.GATA1::TAL1	chr14	120830640	120830657	-	0.000	0.000	Merged-chr14-120830600-27
NR1072--MA0035.3.Gata1	chr11	108248585	108248595	+	0.000	0.000	Merged-chr11-108248558-56
NR860--MA0037.3.GATA3	chr11	23754518	23754525	+	0.000	0.000	Merged-chr11-23754497-34
NR3936--MA0482.1.Gata4	chr4	62636268	62636278	+	0.000	0.000	Merged-chr4-62636315-14
NR1775--MA0766.1.GATA5	chr14	54074908	54074915	+	0.000	0.000	Merged-chr14-54074884-6
NR5683--MA0035.3.Gata1	chr9	32745273	32745283	-	0.000	0.000	Merged-chr9-32745254-38
NR1181--MA0035.3.Gata1	chr12	55051397	55051407	+	0.000	0.000	Merged-chr12-55051446-14
NR1417--MA0036.3.GATA2	chr13	20094994	20095004	+	0.000	0.000	Merged-chr13-20095026-36
NR2205--MA0482.1.Gata4	chr16	30227618	30227628	-	0.000	0.000	Merged-chr16-30227477-14
NR3648--MA0140.2.GATA1::TAL1	chr3	107819142	107819159	+	0.000	0.000	Merged-chr3-107819260-44
NR3421--MA0766.1.GATA5	chr2	152789714	152789721	+	0.000	0.000	Merged-chr2-152789536-78
NR2237--MA0036.3.GATA2	chr16	44242722	44242732	+	0.000	0.000	Merged-chr16-44242893-16
NR4839--MA1104.1.GATA6	chr6	127472162	127472174	+	0.000	0.000	Merged-chr6-127472187-33
NR4250--MA0037.3.GATA3	chr5	30887493	30887500	+	0.000	0.000	Merged-chr5-30887642-12
NR5030--MA0035.3.Gata1	chr7	27725771	27725781	+	0.000	0.000	Merged-chr7-27725861-23
NR1194--MA0035.3.Gata1	chr12	70104870	70104880	-	0.000	0.000	Merged-chr12-70104994-28
NR5595--MA0036.3.GATA2	chr8	122533228	122533238	-	0.000	0.000	Merged-chr8-122533289-14
NR5943--MA0482.1.Gata4	chr9	108156897	108156907	-	0.000	0.000	Merged-chr9-108157018-18
NR5282--MA0035.3.Gata1	chr7	126822098	126822108	-	0.000	0.000	Merged-chr7-126822065-16
NR2888--MA0037.3.GATA3	chr19	33053337	33053344	-	0.000	0.000	Merged-chr19-33053321-32
NR5047--MA0140.2.GATA1::TAL1	chr7	30216874	30216891	-	0.000	0.000	Merged-chr7-30216934-21
NR5407--MA0037.3.GATA3	chr8	36130500	36130507	+	0.000	0.000	Merged-chr8-36130475-35
NR3896--MA0482.1.Gata4	chr4	43973613	43973623	+	0.000	0.000	Merged-chr4-43973629-28
NR2056--MA0482.1.Gata4	chr15	78495175	78495185	-	0.000	0.000	Merged-chr15-78495177-43
NR3947--MA0036.3.GATA2	chr4	75278973	75278983	-	0.000	0.000	Merged-chr4-75279089-1
NR3089--MA0037.3.GATA3	chr2	60328750	60328757	-	0.000	0.000	Merged-chr2-60328757-33
NR899--MA1104.1.GATA6	chr11	57952912	57952924	+	0.000	0.000	Merged-chr11-57952769-40
NR4786--MA0037.3.GATA3	chr6	122742624	122742631	-	0.000	0.000	Merged-chr6-122742614-91
NR5951--MA0766.1.GATA5	chr9	110461309	110461316	-	0.000	0.000	Merged-chr9-110461339-53
NR1537--MA0037.3.GATA3	chr13	95524827	95524834	-	0.000	0.000	Merged-chr13-95524749-120
NR5083--MA0037.3.GATA3	chr7	45510504	45510511	-	0.000	0.000	Merged-chr7-45510367-63
NR5051--MA0036.3.GATA2	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR2596--MA1104.1.GATA6	chr17	85982145	85982157	-	0.000	0.000	Merged-chr17-85982062-9
NR1496--MA0766.1.GATA5	chr13	67332557	67332564	+	0.000	0.000	Merged-chr13-67332541-54
NR3124--MA0035.3.Gata1	chr2	72146195	72146205	-	0.000	0.000	Merged-chr2-72146258-17
NR498--MA0140.2.GATA1::TAL1	chr10	17550166	17550183	-	0.000	0.000	Merged-chr10-17550297-37
NR5778--MA0140.2.GATA1::TAL1	chr9	69298081	69298098	+	0.000	0.000	Merged-chr9-69298140-58
NR5170--MA0766.1.GATA5	chr7	90349365	90349372	+	0.000	0.000	Merged-chr7-90349289-16
NR4477--MA0482.1.Gata4	chr5	137787615	137787625	-	0.000	0.000	Merged-chr5-137787536-7
NR4629--MA0035.3.Gata1	chr6	39341976	39341986	-	0.000	0.000	Merged-chr6-39341975-16
NR5784--MA0035.3.Gata1	chr9	78010964	78010974	-	0.000	0.000	Merged-chr9-78010803-82
NR2178--MA0482.1.Gata4	chr16	17015616	17015626	+	0.000	0.000	Merged-chr16-17015762-57
NR5749--MA0036.3.GATA2	chr9	61707988	61707998	+	0.000	0.000	Merged-chr9-61708026-57
NR3132--MA0036.3.GATA2	chr2	73463053	73463063	+	0.000	0.000	Merged-chr2-73463095-5
NR1723--MA0036.3.GATA2	chr14	27045097	27045107	+	0.000	0.000	Merged-chr14-27045220-26
NR1800--MA0482.1.Gata4	chr14	60131692	60131702	+	0.000	0.000	Merged-chr14-60131750-51
NR5019--MA0037.3.GATA3	chr7	25848144	25848151	+	0.000	0.000	Merged-chr7-25848293-34
NR1571--MA0766.1.GATA5	chr13	97857808	97857815	+	0.000	0.000	Merged-chr13-97858038-42
NR2267--MA0140.2.GATA1::TAL1	chr16	55754440	55754457	-	0.000	0.000	Merged-chr16-55754578-52
NR4765--MA0037.3.GATA3	chr6	108532094	108532101	+	0.000	0.000	Merged-chr6-108531954-46
NR5725--MA0766.1.GATA5	chr9	50924697	50924704	-	0.000	0.000	Merged-chr9-50924601-13
NR5715--MA0036.3.GATA2	chr9	45945096	45945106	-	0.000	0.000	Merged-chr9-45945206-63
NR3559--MA0036.3.GATA2	chr3	59114099	59114109	+	0.000	0.000	Merged-chr3-59114221-20
NR1223--MA0766.1.GATA5	chr12	76375666	76375673	+	0.000	0.000	Merged-chr12-76375733-19
NR5628--MA0140.2.GATA1::TAL1	chr8	127973440	127973457	+	0.000	0.000	Merged-chr8-127973425-20
NR2667--MA0482.1.Gata4	chr18	56435788	56435798	-	0.000	0.000	Merged-chr18-56435913-30
NR780--MA0036.3.GATA2	chr10	122976186	122976196	-	0.000	0.000	Merged-chr10-122976254-31
NR2546--MA0140.2.GATA1::TAL1	chr17	72932347	72932364	-	0.000	0.000	Merged-chr17-72932443-6
NR5654--MA0035.3.Gata1	chr9	11579212	11579222	-	0.000	0.000	Merged-chr9-11579132-23
NR3974--MA0035.3.Gata1	chr4	95068327	95068337	-	0.000	0.000	Merged-chr4-95068269-28
NR2891--MA0036.3.GATA2	chr19	33053336	33053346	+	0.000	0.000	Merged-chr19-33053321-32
NR1423--MA0035.3.Gata1	chr13	23437912	23437922	+	0.000	0.000	Merged-chr13-23437989-54
NR3012--MA0766.1.GATA5	chr2	26753538	26753545	+	0.000	0.000	Merged-chr2-26753671-30
NR713--MA0766.1.GATA5	chr10	99393614	99393621	+	0.000	0.000	Merged-chr10-99393384-65
NR1051--MA0036.3.GATA2	chr11	106439013	106439023	+	0.000	0.000	Merged-chr11-106438995-31
NR2075--MA0140.2.GATA1::TAL1	chr15	78835258	78835275	-	0.000	0.000	Merged-chr15-78835387-37
NR4456--MA0482.1.Gata4	chr5	124012995	124013005	-	0.000	0.000	Merged-chr5-124013138-22
NR5410--MA0036.3.GATA2	chr8	36130498	36130508	-	0.000	0.000	Merged-chr8-36130475-35
NR5948--MA0482.1.Gata4	chr9	110448996	110449006	-	0.000	0.000	Merged-chr9-110449150-25
NR1441--MA0766.1.GATA5	chr13	42101817	42101824	-	0.000	0.000	Merged-chr13-42101708-35
NR3464--MA0035.3.Gata1	chr2	170126513	170126523	+	0.000	0.000	Merged-chr2-170126544-26
NR3092--MA0036.3.GATA2	chr2	60328749	60328759	+	0.000	0.000	Merged-chr2-60328757-33
NR5786--MA0482.1.Gata4	chr9	78024981	78024991	+	0.000	0.000	Merged-chr9-78024957-31
NR3321--MA0035.3.Gata1	chr2	132512564	132512574	+	0.000	0.000	Merged-chr2-132512511-69
NR2336--MA0037.3.GATA3	chr16	91061772	91061779	+	0.000	0.000	Merged-chr16-91061778-38
NR5295--MA0036.3.GATA2	chr7	128132354	128132364	+	0.000	0.000	Merged-chr7-128132284-5
NR5428--MA0035.3.Gata1	chr8	70558449	70558459	-	0.000	0.000	Merged-chr8-70558477-31
NR3953--MA0035.3.Gata1	chr4	88079249	88079259	-	0.000	0.000	Merged-chr4-88079193-33
NR136--MA0140.2.GATA1::TAL1	chr1	91065254	91065271	-	0.000	0.000	Merged-chr1-91065226-49
NR5532--MA0036.3.GATA2	chr8	111976661	111976671	-	0.000	0.000	Merged-chr8-111976573-47
NR238--MA0037.3.GATA3	chr1	131638416	131638423	+	0.000	0.000	Merged-chr1-131638408-68
NR6048--MA0766.1.GATA5	chrX	9202158	9202165	-	0.000	0.000	Merged-chrX-9202139-21
NR1128--MA0037.3.GATA3	chr12	16171988	16171995	+	0.000	0.000	Merged-chr12-16171798-43
NR62--MA0036.3.GATA2	chr1	53782263	53782273	+	0.000	0.000	Merged-chr1-53782254-16
NR3605--MA0035.3.Gata1	chr3	89872406	89872416	-	0.000	0.000	Merged-chr3-89872416-43
NR6023--MA0037.3.GATA3	chr9	123997919	123997926	+	0.000	0.000	Merged-chr9-123997875-9
NR4614--MA0037.3.GATA3	chr6	33051811	33051818	+	0.000	0.000	Merged-chr6-33051908-11
NR6019--MA0482.1.Gata4	chr9	123087719	123087729	-	0.000	0.000	Merged-chr9-123087769-13
NR1492--MA0035.3.Gata1	chr13	66991737	66991747	-	0.000	0.000	Merged-chr13-66991703-16
NR5022--MA0036.3.GATA2	chr7	25848142	25848152	-	0.000	0.000	Merged-chr7-25848293-34
NR3408--MA0036.3.GATA2	chr2	151530972	151530982	-	0.000	0.000	Merged-chr2-151531035-38
NR910--MA0766.1.GATA5	chr11	58948841	58948848	+	0.000	0.000	Merged-chr11-58948790-70
NR900--MA0036.3.GATA2	chr11	57952913	57952923	-	0.000	0.000	Merged-chr11-57952769-40
NR5351--MA0482.1.Gata4	chr7	145243334	145243344	+	0.000	0.000	Merged-chr7-145243309-40
NR2841--MA0035.3.Gata1	chr19	12026836	12026846	-	0.000	0.000	Merged-chr19-12026851-22
NR1786--MA0482.1.Gata4	chr14	57571228	57571238	-	0.000	0.000	Merged-chr14-57571249-1
NR6128--MA0482.1.Gata4	chrX	137037935	137037945	+	0.000	0.000	Merged-chrX-137038164-54
NR3190--MA0766.1.GATA5	chr2	91101439	91101446	+	0.000	0.000	Merged-chr2-91101582-28
NR1295--MA0036.3.GATA2	chr12	103116764	103116774	+	0.000	0.000	Merged-chr12-103116842-39
NR3897--MA1104.1.GATA6	chr4	43973611	43973623	-	0.000	0.000	Merged-chr4-43973629-28
NR4953--MA0766.1.GATA5	chr6	142823508	142823515	+	0.000	0.000	Merged-chr6-142823375-40
NR2057--MA1104.1.GATA6	chr15	78495175	78495187	+	0.000	0.000	Merged-chr15-78495177-43
NR5341--MA0035.3.Gata1	chr7	143004939	143004949	-	0.000	0.000	Merged-chr7-143004947-1
NR4832--MA0037.3.GATA3	chr6	126995669	126995676	-	0.000	0.000	Merged-chr6-126995755-15
NR1776--MA0035.3.Gata1	chr14	54074906	54074916	-	0.000	0.000	Merged-chr14-54074884-6
NR5045--MA0766.1.GATA5	chr7	30216885	30216892	+	0.000	0.000	Merged-chr7-30216934-21
NR5864--MA0035.3.Gata1	chr9	95279896	95279906	+	0.000	0.000	Merged-chr9-95279790-94
NR2357--MA0140.2.GATA1::TAL1	chr16	93977744	93977761	+	0.000	0.000	Merged-chr16-93977807-10
NR2700--MA0140.2.GATA1::TAL1	chr18	62092675	62092692	-	0.000	0.000	Merged-chr18-62092853-21
NR945--MA0037.3.GATA3	chr11	75169169	75169176	-	0.000	0.000	Merged-chr11-75169080-24
NR652--MA0766.1.GATA5	chr10	88426719	88426726	-	0.000	0.000	Merged-chr10-88426596-23
NR3541--MA0482.1.Gata4	chr3	51540132	51540142	-	0.000	0.000	Merged-chr3-51539976-32
NR46--MA0035.3.Gata1	chr1	40399736	40399746	+	0.000	0.000	Merged-chr1-40399864-38
NR4478--MA1104.1.GATA6	chr5	137787615	137787627	+	0.000	0.000	Merged-chr5-137787536-7
NR3921--MA0482.1.Gata4	chr4	59190870	59190880	-	0.000	0.000	Merged-chr4-59190847-19
NR5776--MA0036.3.GATA2	chr9	69298079	69298089	+	0.000	0.000	Merged-chr9-69298140-58
NR2179--MA1104.1.GATA6	chr16	17015614	17015626	-	0.000	0.000	Merged-chr16-17015762-57
NR6092--MA0037.3.GATA3	chrX	98259795	98259802	-	0.000	0.000	Merged-chrX-98259743-49
NR3506--MA0766.1.GATA5	chr3	9867517	9867524	+	0.000	0.000	Merged-chr3-9867662-24
NR926--MA0036.3.GATA2	chr11	69266614	69266624	-	0.000	0.000	Merged-chr11-69266485-18
NR1801--MA1104.1.GATA6	chr14	60131690	60131702	-	0.000	0.000	Merged-chr14-60131750-51
NR241--MA0036.3.GATA2	chr1	131638414	131638424	-	0.000	0.000	Merged-chr1-131638408-68
NR1141--MA0766.1.GATA5	chr12	26460152	26460159	-	0.000	0.000	Merged-chr12-26460097-25
NR1402--MA0036.3.GATA2	chr13	12412200	12412210	-	0.000	0.000	Merged-chr13-12412239-11
NR3191--MA1104.1.GATA6	chr2	91876527	91876539	-	0.000	0.000	Merged-chr2-91876592-59
NR4064--MA0037.3.GATA3	chr4	123510579	123510586	-	0.000	0.000	Merged-chr4-123510606-7
NR865--MA0035.3.Gata1	chr11	23754516	23754526	-	0.000	0.000	Merged-chr11-23754497-34
NR655--MA0140.2.GATA1::TAL1	chr10	91177555	91177572	+	0.000	0.000	Merged-chr10-91177490-19
NR3063--MA0036.3.GATA2	chr2	49744821	49744831	+	0.000	0.000	Merged-chr2-49744707-28
NR1459--MA0766.1.GATA5	chr13	49188131	49188138	+	0.000	0.000	Merged-chr13-49188113-1
NR3958--MA0035.3.Gata1	chr4	88875959	88875969	-	0.000	0.000	Merged-chr4-88875849-45
NR1067--MA0037.3.GATA3	chr11	108248586	108248593	-	0.000	0.000	Merged-chr11-108248558-56
NR6124--MA0037.3.GATA3	chrX	134601054	134601061	-	0.000	0.000	Merged-chrX-134601254-82
NR4444--MA0037.3.GATA3	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR2489--MA0482.1.Gata4	chr17	36020625	36020635	-	0.000	0.000	Merged-chr17-36020745-74
NR1272--MA1104.1.GATA6	chr12	98247085	98247097	-	0.000	0.000	Merged-chr12-98247130-40
NR6137--MA1104.1.GATA6	chrX	159056213	159056225	-	0.000	0.000	Merged-chrX-159056201-53
NR3076--MA0036.3.GATA2	chr2	58137933	58137943	-	0.000	0.000	Merged-chr2-58137903-53
NR5080--MA0140.2.GATA1::TAL1	chr7	45083035	45083052	+	0.000	0.000	Merged-chr7-45083107-80
NR5585--MA0035.3.Gata1	chr8	120563936	120563946	-	0.000	0.000	Merged-chr8-120564046-29
NR4391--MA0037.3.GATA3	chr5	105244866	105244873	+	0.000	0.000	Merged-chr5-105244982-37
NR5171--MA0035.3.Gata1	chr7	90349363	90349373	-	0.000	0.000	Merged-chr7-90349289-16
NR4728--MA0037.3.GATA3	chr6	91172603	91172610	+	0.000	0.000	Merged-chr6-91172590-9
NR2777--MA0037.3.GATA3	chr18	81430136	81430143	+	0.000	0.000	Merged-chr18-81430139-51
NR3727--MA0036.3.GATA2	chr3	132886774	132886784	+	0.000	0.000	Merged-chr3-132886809-16
NR5787--MA1104.1.GATA6	chr9	78024979	78024991	-	0.000	0.000	Merged-chr9-78024957-31
NR1853--MA0482.1.Gata4	chr14	78687948	78687958	+	0.000	0.000	Merged-chr14-78687892-42
NR1709--MA0766.1.GATA5	chr14	14019694	14019701	+	0.000	0.000	Merged-chr14-14019640-26
NR4815--MA0766.1.GATA5	chr6	125353461	125353468	+	0.000	0.000	Merged-chr6-125353566-72
NR3937--MA0035.3.Gata1	chr4	62636267	62636277	+	0.000	0.000	Merged-chr4-62636315-14
NR2812--MA0035.3.Gata1	chr19	5088431	5088441	+	0.000	0.000	Merged-chr19-5088339-71
NR2440--MA0036.3.GATA2	chr17	18597363	18597373	+	0.000	0.000	Merged-chr17-18597509-40
NR4419--MA0482.1.Gata4	chr5	112219581	112219591	+	0.000	0.000	Merged-chr5-112219700-2
NR4643--MA0036.3.GATA2	chr6	50146482	50146492	+	0.000	0.000	Merged-chr6-50146420-23
NR5015--MA0140.2.GATA1::TAL1	chr7	25238363	25238380	-	0.000	0.000	Merged-chr7-25238227-126
NR1224--MA0035.3.Gata1	chr12	76375664	76375674	-	0.000	0.000	Merged-chr12-76375733-19
NR4261--MA0037.3.GATA3	chr5	37051253	37051260	+	0.000	0.000	Merged-chr5-37051336-115
NR5862--MA1104.1.GATA6	chr9	95279895	95279907	-	0.000	0.000	Merged-chr9-95279790-94
NR5359--MA0035.3.Gata1	chr8	19703491	19703501	-	0.000	0.000	Merged-chr8-19703358-67
NR3013--MA0035.3.Gata1	chr2	26753536	26753546	-	0.000	0.000	Merged-chr2-26753671-30
NR22--MA0766.1.GATA5	chr1	21896409	21896416	+	0.000	0.000	Merged-chr1-21896423-20
NR714--MA0035.3.Gata1	chr10	99393612	99393622	-	0.000	0.000	Merged-chr10-99393384-65
NR5529--MA0036.3.GATA2	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR3849--MA0036.3.GATA2	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR4370--MA0037.3.GATA3	chr5	96221808	96221815	-	0.000	0.000	Merged-chr5-96221610-41
NR1027--MA0036.3.GATA2	chr11	101627408	101627418	+	0.000	0.000	Merged-chr11-101627512-104
NR897--MA0037.3.GATA3	chr11	57952915	57952922	+	0.000	0.000	Merged-chr11-57952769-40
NR5587--MA0482.1.Gata4	chr8	121650681	121650691	-	0.000	0.000	Merged-chr8-121650674-17
NR3420--MA1104.1.GATA6	chr2	152789711	152789723	+	0.000	0.000	Merged-chr2-152789536-78
