#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
NR2105--MA0766.1.GATA5	chr13	100201826	100201833	-	0.000	0.000	Merged-chr13-100202015-43
NR7022--MA1104.1.GATA6	chr7	117394164	117394176	-	0.000	0.000	Merged-chr7-117394201-50
NR5485--MA0037.3.GATA3	chr4	89044206	89044213	-	0.000	0.000	Merged-chr4-89044155-38
NR1730--MA0037.3.GATA3	chr12	102350999	102351006	-	0.000	0.000	Merged-chr12-102350976-38
NR5389--MA1104.1.GATA6	chr4	59281125	59281137	-	0.000	0.000	Merged-chr4-59281104-23
NR6241--MA0482.1.Gata4	chr6	42245804	42245814	+	0.000	0.000	Merged-chr6-42245976-48
NR4740--MA1104.1.GATA6	chr2	173018132	173018144	-	0.000	0.000	Merged-chr2-173018174-48
NR422--MA0482.1.Gata4	chr1	151002319	151002329	+	0.000	0.000	Merged-chr1-151002204-60
NR7274--MA0037.3.GATA3	chr8	75082611	75082618	+	0.000	0.000	Merged-chr8-75082480-28
NR2466--MA0766.1.GATA5	chr14	60072723	60072730	-	0.000	0.000	Merged-chr14-60072713-24
NR2804--MA0482.1.Gata4	chr15	60132889	60132899	-	0.000	0.000	Merged-chr15-60132913-50
NR1634--MA0037.3.GATA3	chr12	84773167	84773174	-	0.000	0.000	Merged-chr12-84773092-54
NR674--MA0482.1.Gata4	chr10	14326188	14326198	-	0.000	0.000	Merged-chr10-14326395-38
NR6781--MA1104.1.GATA6	chr7	27725770	27725782	-	0.000	0.000	Merged-chr7-27725861-23
NR7829--MA1104.1.GATA6	chr9	103426517	103426529	+	0.000	0.000	Merged-chr9-103426550-25
NR6934--MA0766.1.GATA5	chr7	90007381	90007388	+	0.000	0.000	Merged-chr7-90007418-46
NR5900--MA0035.3.Gata1	chr5	65832147	65832157	+	0.000	0.000	Merged-chr5-65832305-23
NR5355--MA0037.3.GATA3	chr4	47319835	47319842	+	0.000	0.000	Merged-chr4-47319930-54
NR7415--MA1104.1.GATA6	chr8	122533227	122533239	+	0.000	0.000	Merged-chr8-122533289-14
NR2469--MA0036.3.GATA2	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR5780--MA0036.3.GATA2	chr5	23416083	23416093	-	0.000	0.000	Merged-chr5-23416133-73
NR2849--MA0036.3.GATA2	chr15	78835267	78835277	-	0.000	0.000	Merged-chr15-78835387-37
NR2926--MA0482.1.Gata4	chr15	102296188	102296198	-	0.000	0.000	Merged-chr15-102296189-42
NR4100--MA1104.1.GATA6	chr2	25111311	25111323	-	0.000	0.000	Merged-chr2-25111409-51
NR356--MA1104.1.GATA6	chr1	131204669	131204681	+	0.000	0.000	Merged-chr1-131204658-49
NR3178--MA1104.1.GATA6	chr16	58546297	58546309	+	0.000	0.000	Merged-chr16-58546287-56
NR6257--MA0035.3.Gata1	chr6	50387874	50387884	-	0.000	0.000	Merged-chr6-50387910-30
NR4848--MA0035.3.Gata1	chr3	51744641	51744651	+	0.000	0.000	Merged-chr3-51744632-10
NR6156--MA0036.3.GATA2	chr5	149246271	149246281	-	0.000	0.000	Merged-chr5-149246178-51
NR4476--MA0036.3.GATA2	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR6571--MA0035.3.Gata1	chr6	130102977	130102987	+	0.000	0.000	Merged-chr6-130103023-31
NR504--MA0140.2.GATA1::TAL1	chr1	164972974	164972991	+	0.000	0.000	Merged-chr1-164973033-32
NR2433--MA1104.1.GATA6	chr14	54227576	54227588	+	0.000	0.000	Merged-chr14-54227788-83
NR1355--MA0037.3.GATA3	chr11	101627409	101627416	-	0.000	0.000	Merged-chr11-101627512-104
NR6226--MA0140.2.GATA1::TAL1	chr6	38810230	38810247	-	0.000	0.000	Merged-chr6-38810070-95
NR2305--MA0036.3.GATA2	chr14	25857534	25857544	+	0.000	0.000	Merged-chr14-25857742-93
NR6798--MA0766.1.GATA5	chr7	30280502	30280509	+	0.000	0.000	Merged-chr7-30280528-94
NR6594--MA0482.1.Gata4	chr6	133904594	133904604	-	0.000	0.000	Merged-chr6-133904717-21
NR4795--MA0035.3.Gata1	chr3	9867515	9867525	-	0.000	0.000	Merged-chr3-9867662-24
NR698--MA0036.3.GATA2	chr10	21975619	21975629	+	0.000	0.000	Merged-chr10-21975536-24
NR1193--MA0037.3.GATA3	chr11	58948841	58948848	+	0.000	0.000	Merged-chr11-58948790-70
NR2101--MA0035.3.Gata1	chr13	98124618	98124628	+	0.000	0.000	Merged-chr13-98124541-43
NR427--MA0482.1.Gata4	chr1	151457355	151457365	-	0.000	0.000	Merged-chr1-151457268-30
NR4699--MA0035.3.Gata1	chr2	162998788	162998798	-	0.000	0.000	Merged-chr2-162998735-32
NR1822--MA0766.1.GATA5	chr12	116177228	116177235	-	0.000	0.000	Merged-chr12-116177118-24
NR1812--MA0036.3.GATA2	chr12	115158964	115158974	-	0.000	0.000	Merged-chr12-115158919-2
NR6084--MA0482.1.Gata4	chr5	124022517	124022527	+	0.000	0.000	Merged-chr5-124022476-27
NR715--MA1104.1.GATA6	chr10	26229620	26229632	-	0.000	0.000	Merged-chr10-26229708-29
NR7864--MA0037.3.GATA3	chr9	110684680	110684687	-	0.000	0.000	Merged-chr9-110684620-5
NR2922--MA0037.3.GATA3	chr15	101388145	101388152	-	0.000	0.000	Merged-chr15-101388154-52
NR4327--MA0482.1.Gata4	chr2	84020115	84020125	-	0.000	0.000	Merged-chr2-84020132-33
NR326--MA0766.1.GATA5	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR3087--MA0482.1.Gata4	chr16	45942378	45942388	-	0.000	0.000	Merged-chr16-45942365-39
NR7450--MA0037.3.GATA3	chr8	127963050	127963057	+	0.000	0.000	Merged-chr8-127963000-27
NR5814--MA0766.1.GATA5	chr5	30887493	30887500	+	0.000	0.000	Merged-chr5-30887642-12
NR6500--MA1104.1.GATA6	chr6	122742622	122742634	-	0.000	0.000	Merged-chr6-122742614-91
NR3811--MA0035.3.Gata1	chr18	77747062	77747072	-	0.000	0.000	Merged-chr18-77747090-44
NR6563--MA0035.3.Gata1	chr6	130078305	130078315	+	0.000	0.000	Merged-chr6-130078295-22
NR3484--MA0037.3.GATA3	chr17	52150040	52150047	-	0.000	0.000	Merged-chr17-52149947-112
NR4163--MA0036.3.GATA2	chr2	43739403	43739413	+	0.000	0.000	Merged-chr2-43739518-2
NR6857--MA0482.1.Gata4	chr7	68225793	68225803	+	0.000	0.000	Merged-chr7-68225775-20
NR6095--MA0036.3.GATA2	chr5	135545445	135545455	+	0.000	0.000	Merged-chr5-135545364-67
NR675--MA1104.1.GATA6	chr10	14326188	14326200	+	0.000	0.000	Merged-chr10-14326395-38
NR4609--MA0036.3.GATA2	chr2	144217579	144217589	-	0.000	0.000	Merged-chr2-144217495-19
NR2658--MA0036.3.GATA2	chr14	121423097	121423107	-	0.000	0.000	Merged-chr14-121422910-45
NR5621--MA0036.3.GATA2	chr4	134047865	134047875	-	0.000	0.000	Merged-chr4-134047792-28
NR1406--MA0140.2.GATA1::TAL1	chr11	110919281	110919298	-	0.000	0.000	Merged-chr11-110919203-38
NR2106--MA0035.3.Gata1	chr13	100201825	100201835	+	0.000	0.000	Merged-chr13-100202015-43
NR2334--MA0482.1.Gata4	chr14	30675115	30675125	-	0.000	0.000	Merged-chr14-30675172-26
NR4742--MA0482.1.Gata4	chr2	173586821	173586831	-	0.000	0.000	Merged-chr2-173586872-43
NR7489--MA0140.2.GATA1::TAL1	chr9	14499422	14499439	+	0.000	0.000	Merged-chr9-14499189-81
NR2467--MA0035.3.Gata1	chr14	60072722	60072732	+	0.000	0.000	Merged-chr14-60072713-24
NR4994--MA0482.1.Gata4	chr3	102804003	102804013	+	0.000	0.000	Merged-chr3-102804136-20
NR4789--MA0482.1.Gata4	chr3	9826843	9826853	+	0.000	0.000	Merged-chr3-9826871-7
NR2028--MA0766.1.GATA5	chr13	66991739	66991746	+	0.000	0.000	Merged-chr13-66991703-16
NR5156--MA0037.3.GATA3	chr3	137969288	137969295	-	0.000	0.000	Merged-chr3-137969157-49
NR7293--MA0037.3.GATA3	chr8	81773704	81773711	+	0.000	0.000	Merged-chr8-81773679-46
NR4503--MA0482.1.Gata4	chr2	128366015	128366025	-	0.000	0.000	Merged-chr2-128365920-27
NR3952--MA1104.1.GATA6	chr19	29367423	29367435	+	0.000	0.000	Merged-chr19-29367376-49
NR539--MA0036.3.GATA2	chr1	171643756	171643766	+	0.000	0.000	Merged-chr1-171643793-46
NR4264--MA0036.3.GATA2	chr2	66120350	66120360	-	0.000	0.000	Merged-chr2-66120274-20
NR3901--MA0482.1.Gata4	chr19	5802464	5802474	+	0.000	0.000	Merged-chr19-5802452-32
NR135--MA0766.1.GATA5	chr1	80747342	80747349	-	0.000	0.000	Merged-chr1-80747155-18
NR2337--MA0035.3.Gata1	chr14	30675116	30675126	-	0.000	0.000	Merged-chr14-30675172-26
NR428--MA1104.1.GATA6	chr1	151457355	151457367	+	0.000	0.000	Merged-chr1-151457268-30
NR4922--MA0140.2.GATA1::TAL1	chr3	75930336	75930353	+	0.000	0.000	Merged-chr3-75930291-55
NR1735--MA0035.3.Gata1	chr12	102350998	102351008	+	0.000	0.000	Merged-chr12-102350976-38
NR6576--MA0036.3.GATA2	chr6	130312044	130312054	+	0.000	0.000	Merged-chr6-130312055-26
NR6085--MA1104.1.GATA6	chr5	124022515	124022527	-	0.000	0.000	Merged-chr5-124022476-27
NR3860--MA0140.2.GATA1::TAL1	chr18	84590498	84590515	+	0.000	0.000	Merged-chr18-84590415-4
NR7383--MA0036.3.GATA2	chr8	111955417	111955427	+	0.000	0.000	Merged-chr8-111955328-48
NR3088--MA1104.1.GATA6	chr16	45942378	45942390	+	0.000	0.000	Merged-chr16-45942365-39
NR685--MA0140.2.GATA1::TAL1	chr10	17550166	17550183	-	0.000	0.000	Merged-chr10-17550297-37
NR6828--MA0482.1.Gata4	chr7	44496630	44496640	+	0.000	0.000	Merged-chr7-44496496-71
NR5387--MA0037.3.GATA3	chr4	59281127	59281134	-	0.000	0.000	Merged-chr4-59281104-23
NR324--MA0482.1.Gata4	chr1	125466893	125466903	-	0.000	0.000	Merged-chr1-125466833-56
NR6799--MA0035.3.Gata1	chr7	30280500	30280510	-	0.000	0.000	Merged-chr7-30280528-94
NR3912--MA0036.3.GATA2	chr19	11540580	11540590	+	0.000	0.000	Merged-chr19-11540460-39
NR3717--MA0766.1.GATA5	chr18	49982268	49982275	-	0.000	0.000	Merged-chr18-49982392-61
NR7827--MA0037.3.GATA3	chr9	103426520	103426527	+	0.000	0.000	Merged-chr9-103426550-25
NR3022--MA0036.3.GATA2	chr16	27395272	27395282	+	0.000	0.000	Merged-chr16-27395267-15
NR7413--MA0037.3.GATA3	chr8	122533230	122533237	+	0.000	0.000	Merged-chr8-122533289-14
NR4527--MA0036.3.GATA2	chr2	132512564	132512574	+	0.000	0.000	Merged-chr2-132512511-69
NR4604--MA0482.1.Gata4	chr2	144198961	144198971	-	0.000	0.000	Merged-chr2-144198804-26
NR1823--MA0035.3.Gata1	chr12	116177227	116177237	+	0.000	0.000	Merged-chr12-116177118-24
NR6198--MA0766.1.GATA5	chr6	15793429	15793436	+	0.000	0.000	Merged-chr6-15793359-107
NR5640--MA0035.3.Gata1	chr4	145312626	145312636	-	0.000	0.000	Merged-chr4-145312696-44
NR6122--MA0482.1.Gata4	chr5	143133104	143133114	+	0.000	0.000	Merged-chr5-143133108-49
NR7808--MA0036.3.GATA2	chr9	100522271	100522281	-	0.000	0.000	Merged-chr9-100522209-27
NR2194--MA1104.1.GATA6	chr13	111461639	111461651	-	0.000	0.000	Merged-chr13-111461542-22
NR2438--MA0035.3.Gata1	chr14	55392545	55392555	+	0.000	0.000	Merged-chr14-55392653-26
NR5815--MA0035.3.Gata1	chr5	30887491	30887501	-	0.000	0.000	Merged-chr5-30887642-12
NR1222--MA0766.1.GATA5	chr11	65806927	65806934	+	0.000	0.000	Merged-chr11-65807044-98
NR1950--MA0140.2.GATA1::TAL1	chr13	49300932	49300949	+	0.000	0.000	Merged-chr13-49300930-11
NR2276--MA0035.3.Gata1	chr14	16373108	16373118	+	0.000	0.000	Merged-chr14-16372999-30
NR4659--MA0766.1.GATA5	chr2	153525960	153525967	-	0.000	0.000	Merged-chr2-153526092-26
NR366--MA0140.2.GATA1::TAL1	chr1	133695085	133695102	+	0.000	0.000	Merged-chr1-133694971-54
NR2431--MA0037.3.GATA3	chr14	54227579	54227586	+	0.000	0.000	Merged-chr14-54227788-83
NR7622--MA0766.1.GATA5	chr9	54614615	54614622	+	0.000	0.000	Merged-chr9-54614475-15
NR5390--MA0036.3.GATA2	chr4	59281126	59281136	+	0.000	0.000	Merged-chr4-59281104-23
NR2090--MA0482.1.Gata4	chr13	95697072	95697082	+	0.000	0.000	Merged-chr13-95697036-46
NR2335--MA1104.1.GATA6	chr14	30675115	30675127	+	0.000	0.000	Merged-chr14-30675172-26
NR3671--MA0140.2.GATA1::TAL1	chr18	34854668	34854685	+	0.000	0.000	Merged-chr18-34854566-31
NR2013--MA0482.1.Gata4	chr13	63885647	63885657	-	0.000	0.000	Merged-chr13-63885791-1
NR1435--MA0035.3.Gata1	chr12	3427691	3427701	+	0.000	0.000	Merged-chr12-3427631-4
NR3962--MA0482.1.Gata4	chr19	29641362	29641372	+	0.000	0.000	Merged-chr19-29641308-66
NR6148--MA0482.1.Gata4	chr5	147159593	147159603	-	0.000	0.000	Merged-chr5-147159547-44
NR4739--MA0482.1.Gata4	chr2	173018134	173018144	+	0.000	0.000	Merged-chr2-173018174-48
NR999--MA0037.3.GATA3	chr10	120183062	120183069	-	0.000	0.000	Merged-chr10-120183053-23
NR7830--MA0036.3.GATA2	chr9	103426518	103426528	-	0.000	0.000	Merged-chr9-103426550-25
NR7635--MA0766.1.GATA5	chr9	62421170	62421177	+	0.000	0.000	Merged-chr9-62421317-30
NR5336--MA0766.1.GATA5	chr4	33110182	33110189	-	0.000	0.000	Merged-chr4-33110299-20
NR3902--MA1104.1.GATA6	chr19	5802462	5802474	-	0.000	0.000	Merged-chr19-5802452-32
NR965--MA0037.3.GATA3	chr10	111583207	111583214	+	0.000	0.000	Merged-chr10-111583294-13
NR6637--MA0482.1.Gata4	chr6	140598741	140598751	+	0.000	0.000	Merged-chr6-140598794-45
NR2016--MA0035.3.Gata1	chr13	63885648	63885658	-	0.000	0.000	Merged-chr13-63885791-1
NR5993--MA0140.2.GATA1::TAL1	chr5	97009345	97009362	+	0.000	0.000	Merged-chr5-97009545-38
NR6746--MA0482.1.Gata4	chr7	19332941	19332951	+	0.000	0.000	Merged-chr7-19332998-44
NR6948--MA0140.2.GATA1::TAL1	chr7	92903842	92903859	-	0.000	0.000	Merged-chr7-92903803-41
NR2029--MA0035.3.Gata1	chr13	66991737	66991747	-	0.000	0.000	Merged-chr13-66991703-16
NR7200--MA0766.1.GATA5	chr8	33898110	33898117	+	0.000	0.000	Merged-chr8-33898095-27
NR7866--MA0766.1.GATA5	chr9	110684680	110684687	-	0.000	0.000	Merged-chr9-110684620-5
NR325--MA1104.1.GATA6	chr1	125466893	125466905	+	0.000	0.000	Merged-chr1-125466833-56
NR1751--MA0482.1.Gata4	chr12	107160237	107160247	-	0.000	0.000	Merged-chr12-107160431-72
NR4930--MA0140.2.GATA1::TAL1	chr3	79177880	79177897	-	0.000	0.000	Merged-chr3-79177806-73
NR673--MA0037.3.GATA3	chr10	14326191	14326198	+	0.000	0.000	Merged-chr10-14326395-38
NR5143--MA0036.3.GATA2	chr3	136611952	136611962	-	0.000	0.000	Merged-chr3-136611929-48
NR3473--MA0766.1.GATA5	chr17	44893787	44893794	+	0.000	0.000	Merged-chr17-44893726-24
NR3986--MA0036.3.GATA2	chr19	34640570	34640580	+	0.000	0.000	Merged-chr19-34640764-45
NR1706--MA0036.3.GATA2	chr12	92976671	92976681	+	0.000	0.000	Merged-chr12-92976529-13
NR1241--MA0482.1.Gata4	chr11	70240049	70240059	+	0.000	0.000	Merged-chr11-70239985-43
NR7670--MA0766.1.GATA5	chr9	72465984	72465991	+	0.000	0.000	Merged-chr9-72465991-47
NR1764--MA0482.1.Gata4	chr12	108646505	108646515	+	0.000	0.000	Merged-chr12-108646363-75
NR1270--MA0140.2.GATA1::TAL1	chr11	79132071	79132088	-	0.000	0.000	Merged-chr11-79132078-52
NR6123--MA1104.1.GATA6	chr5	143133102	143133114	-	0.000	0.000	Merged-chr5-143133108-49
NR1847--MA1104.1.GATA6	chr12	118255859	118255871	+	0.000	0.000	Merged-chr12-118255780-45
NR1433--MA1104.1.GATA6	chr12	3427690	3427702	-	0.000	0.000	Merged-chr12-3427631-4
NR2492--MA0037.3.GATA3	chr14	66241477	66241484	-	0.000	0.000	Merged-chr14-66241484-22
NR1592--MA0035.3.Gata1	chr12	73842214	73842224	+	0.000	0.000	Merged-chr12-73842345-69
NR1092--MA0482.1.Gata4	chr11	11564366	11564376	+	0.000	0.000	Merged-chr11-11564485-53
NR3104--MA0766.1.GATA5	chr16	49774803	49774810	-	0.000	0.000	Merged-chr16-49774880-113
NR5245--MA0140.2.GATA1::TAL1	chr3	152210480	152210497	-	0.000	0.000	Merged-chr3-152210438-105
NR3718--MA0035.3.Gata1	chr18	49982267	49982277	+	0.000	0.000	Merged-chr18-49982392-61
NR1767--MA0035.3.Gata1	chr12	108646504	108646514	+	0.000	0.000	Merged-chr12-108646363-75
NR1937--MA0036.3.GATA2	chr13	45850806	45850816	+	0.000	0.000	Merged-chr13-45850664-56
NR7434--MA0036.3.GATA2	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR3950--MA0037.3.GATA3	chr19	29367426	29367433	+	0.000	0.000	Merged-chr19-29367376-49
NR2014--MA1104.1.GATA6	chr13	63885647	63885659	+	0.000	0.000	Merged-chr13-63885791-1
NR3547--MA0140.2.GATA1::TAL1	chr17	71491185	71491202	+	0.000	0.000	Merged-chr17-71491103-50
NR1647--MA0482.1.Gata4	chr12	85373992	85374002	+	0.000	0.000	Merged-chr12-85374108-4
NR6199--MA0035.3.Gata1	chr6	15793427	15793437	-	0.000	0.000	Merged-chr6-15793359-107
NR700--MA0035.3.Gata1	chr10	21975619	21975629	+	0.000	0.000	Merged-chr10-21975536-24
NR6149--MA1104.1.GATA6	chr5	147159593	147159605	+	0.000	0.000	Merged-chr5-147159547-44
NR426--MA0037.3.GATA3	chr1	151457358	151457365	+	0.000	0.000	Merged-chr1-151457268-30
NR1095--MA0035.3.Gata1	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR6083--MA0037.3.GATA3	chr5	124022517	124022524	-	0.000	0.000	Merged-chr5-124022476-27
NR4504--MA0140.2.GATA1::TAL1	chr2	128366007	128366024	-	0.000	0.000	Merged-chr2-128365920-27
NR1223--MA0035.3.Gata1	chr11	65806925	65806935	-	0.000	0.000	Merged-chr11-65807044-98
NR1403--MA0766.1.GATA5	chr11	109694158	109694165	+	0.000	0.000	Merged-chr11-109694201-12
NR3182--MA1104.1.GATA6	chr16	58670208	58670220	-	0.000	0.000	Merged-chr16-58670422-58
NR3086--MA0037.3.GATA3	chr16	45942381	45942388	+	0.000	0.000	Merged-chr16-45942365-39
NR3054--MA0036.3.GATA2	chr16	44356422	44356432	+	0.000	0.000	Merged-chr16-44356525-24
NR65--MA0140.2.GATA1::TAL1	chr1	40479638	40479655	-	0.000	0.000	Merged-chr1-40479730-47
NR7202--MA0140.2.GATA1::TAL1	chr8	33898099	33898116	-	0.000	0.000	Merged-chr8-33898095-27
NR6638--MA1104.1.GATA6	chr6	140598739	140598751	-	0.000	0.000	Merged-chr6-140598794-45
NR2851--MA0140.2.GATA1::TAL1	chr15	78835258	78835275	-	0.000	0.000	Merged-chr15-78835387-37
NR58--MA0036.3.GATA2	chr1	38883981	38883991	-	0.000	0.000	Merged-chr1-38884000-31
NR7623--MA0035.3.Gata1	chr9	54614613	54614623	-	0.000	0.000	Merged-chr9-54614475-15
NR1901--MA0037.3.GATA3	chr13	30748316	30748323	+	0.000	0.000	Merged-chr13-30748527-182
NR1170--MA0035.3.Gata1	chr11	51760531	51760541	-	0.000	0.000	Merged-chr11-51760433-27
NR3967--MA0766.1.GATA5	chr19	31210684	31210691	-	0.000	0.000	Merged-chr19-31210653-54
NR6750--MA0035.3.Gata1	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR5899--MA0766.1.GATA5	chr5	65832148	65832155	-	0.000	0.000	Merged-chr5-65832305-23
NR660--MA0035.3.Gata1	chr10	12993574	12993584	+	0.000	0.000	Merged-chr10-12993694-35
NR6058--MA0482.1.Gata4	chr5	113830610	113830620	-	0.000	0.000	Merged-chr5-113830533-46
NR2102--MA0037.3.GATA3	chr13	100201826	100201833	-	0.000	0.000	Merged-chr13-100202015-43
NR6933--MA0036.3.GATA2	chr7	90007379	90007389	-	0.000	0.000	Merged-chr7-90007418-46
NR1590--MA1104.1.GATA6	chr12	73842213	73842225	-	0.000	0.000	Merged-chr12-73842345-69
NR5488--MA0036.3.GATA2	chr4	89044205	89044215	+	0.000	0.000	Merged-chr4-89044155-38
NR875--MA0037.3.GATA3	chr10	85411169	85411176	+	0.000	0.000	Merged-chr10-85411172-67
NR2069--MA0035.3.Gata1	chr13	85505144	85505154	+	0.000	0.000	Merged-chr13-85505133-53
NR6075--MA0037.3.GATA3	chr5	122145603	122145610	-	0.000	0.000	Merged-chr5-122145635-51
NR1338--MA0140.2.GATA1::TAL1	chr11	98959551	98959568	+	0.000	0.000	Merged-chr11-98959702-39
NR3189--MA0036.3.GATA2	chr16	58679048	58679058	-	0.000	0.000	Merged-chr16-58678885-20
NR4501--MA0766.1.GATA5	chr2	127923473	127923480	-	0.000	0.000	Merged-chr2-127923410-36
NR1765--MA1104.1.GATA6	chr12	108646503	108646515	-	0.000	0.000	Merged-chr12-108646363-75
NR7558--MA0766.1.GATA5	chr9	41118252	41118259	+	0.000	0.000	Merged-chr9-41118206-38
NR1637--MA0036.3.GATA2	chr12	84773166	84773176	+	0.000	0.000	Merged-chr12-84773092-54
NR4610--MA0766.1.GATA5	chr2	144217581	144217588	+	0.000	0.000	Merged-chr2-144217495-19
NR3917--MA0482.1.Gata4	chr19	12805881	12805891	-	0.000	0.000	Merged-chr19-12806193-62
NR5783--MA0482.1.Gata4	chr5	24505729	24505739	+	0.000	0.000	Merged-chr5-24505685-17
NR3436--MA0766.1.GATA5	chr17	32350601	32350608	-	0.000	0.000	Merged-chr17-32350599-47
NR7514--MA0036.3.GATA2	chr9	31300706	31300716	+	0.000	0.000	Merged-chr9-31300664-3
NR5639--MA0766.1.GATA5	chr4	145312628	145312635	+	0.000	0.000	Merged-chr4-145312696-44
NR3402--MA0140.2.GATA1::TAL1	chr17	17374300	17374317	+	0.000	0.000	Merged-chr17-17374353-72
NR7201--MA0035.3.Gata1	chr8	33898108	33898118	-	0.000	0.000	Merged-chr8-33898095-27
NR4166--MA0140.2.GATA1::TAL1	chr2	43739405	43739422	+	0.000	0.000	Merged-chr2-43739518-2
NR3545--MA0766.1.GATA5	chr17	71491184	71491191	-	0.000	0.000	Merged-chr17-71491103-50
NR1185--MA0482.1.Gata4	chr11	58171748	58171758	-	0.000	0.000	Merged-chr11-58171716-43
NR1093--MA1104.1.GATA6	chr11	11564364	11564376	-	0.000	0.000	Merged-chr11-11564485-53
NR3474--MA0035.3.Gata1	chr17	44893785	44893795	-	0.000	0.000	Merged-chr17-44893726-24
NR4099--MA0482.1.Gata4	chr2	25111313	25111323	+	0.000	0.000	Merged-chr2-25111409-51
NR1041--MA0140.2.GATA1::TAL1	chr11	4259348	4259365	+	0.000	0.000	Merged-chr11-4259420-1
NR3900--MA0037.3.GATA3	chr19	5802464	5802471	-	0.000	0.000	Merged-chr19-5802452-32
NR7442--MA0482.1.Gata4	chr8	126210245	126210255	+	0.000	0.000	Merged-chr8-126210143-17
NR7668--MA1104.1.GATA6	chr9	72465981	72465993	+	0.000	0.000	Merged-chr9-72465991-47
NR2542--MA0766.1.GATA5	chr14	78687948	78687955	-	0.000	0.000	Merged-chr14-78687892-42
NR683--MA0766.1.GATA5	chr10	17550177	17550184	+	0.000	0.000	Merged-chr10-17550297-37
NR1358--MA0036.3.GATA2	chr11	101627408	101627418	+	0.000	0.000	Merged-chr11-101627512-104
NR50--MA0140.2.GATA1::TAL1	chr1	36723189	36723206	+	0.000	0.000	Merged-chr1-36723209-66
NR3596--MA0035.3.Gata1	chr17	85170944	85170954	+	0.000	0.000	Merged-chr17-85170912-29
NR540--MA0766.1.GATA5	chr1	171643757	171643764	-	0.000	0.000	Merged-chr1-171643793-46
NR2471--MA0035.3.Gata1	chr14	60131691	60131701	+	0.000	0.000	Merged-chr14-60131750-51
NR3367--MA0482.1.Gata4	chr17	12165548	12165558	+	0.000	0.000	Merged-chr17-12165459-54
NR2468--MA0037.3.GATA3	chr14	60131692	60131699	-	0.000	0.000	Merged-chr14-60131750-51
NR53--MA0482.1.Gata4	chr1	38662665	38662675	+	0.000	0.000	Merged-chr1-38662810-22
NR1196--MA0036.3.GATA2	chr11	58948839	58948849	-	0.000	0.000	Merged-chr11-58948790-70
NR3224--MA0482.1.Gata4	chr16	75984113	75984123	+	0.000	0.000	Merged-chr16-75984013-36
NR323--MA0037.3.GATA3	chr1	125466896	125466903	+	0.000	0.000	Merged-chr1-125466833-56
NR3062--MA0482.1.Gata4	chr16	44965406	44965416	-	0.000	0.000	Merged-chr16-44965339-61
NR5080--MA0035.3.Gata1	chr3	126693182	126693192	+	0.000	0.000	Merged-chr3-126693084-1
NR102--MA0140.2.GATA1::TAL1	chr1	69555812	69555829	+	0.000	0.000	Merged-chr1-69555862-39
NR7325--MA0482.1.Gata4	chr8	91073944	91073954	-	0.000	0.000	Merged-chr8-91073966-44
NR7105--MA0036.3.GATA2	chr7	143649722	143649732	+	0.000	0.000	Merged-chr7-143649559-54
NR2840--MA0482.1.Gata4	chr15	78495175	78495185	-	0.000	0.000	Merged-chr15-78495177-43
NR4603--MA0037.3.GATA3	chr2	144198964	144198971	+	0.000	0.000	Merged-chr2-144198804-26
NR1000--MA0482.1.Gata4	chr10	120183062	120183072	+	0.000	0.000	Merged-chr10-120183053-23
NR6121--MA0037.3.GATA3	chr5	143133104	143133111	-	0.000	0.000	Merged-chr5-143133108-49
NR6970--MA0766.1.GATA5	chr7	101504104	101504111	-	0.000	0.000	Merged-chr7-101503907-73
NR1845--MA0037.3.GATA3	chr12	118255862	118255869	+	0.000	0.000	Merged-chr12-118255780-45
NR3455--MA0482.1.Gata4	chr17	36844416	36844426	-	0.000	0.000	Merged-chr17-36844405-20
NR3065--MA0035.3.Gata1	chr16	44965407	44965417	-	0.000	0.000	Merged-chr16-44965339-61
NR7103--MA0140.2.GATA1::TAL1	chr7	143644204	143644221	+	0.000	0.000	Merged-chr7-143644190-29
NR742--MA0482.1.Gata4	chr10	39488317	39488327	-	0.000	0.000	Merged-chr10-39488240-32
NR1427--MA0482.1.Gata4	chr11	116077057	116077067	+	0.000	0.000	Merged-chr11-116076989-9
NR7381--MA0482.1.Gata4	chr8	111955418	111955428	+	0.000	0.000	Merged-chr8-111955328-48
NR3968--MA0035.3.Gata1	chr19	31210683	31210693	+	0.000	0.000	Merged-chr19-31210653-54
