#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR360--MA0511.2.RUNX2	chr1	95674259	95674267	-	0.000	0.000	Merged-chr1-95674241-20
NR6417--MA0002.2.RUNX1	chr2	164017274	164017284	-	0.000	0.000	Merged-chr2-164017275-1
NR4195--MA0002.2.RUNX1	chr16	11054664	11054674	+	0.000	0.000	Merged-chr16-11054655-12
NR7005--MA0684.1.RUNX3	chr3	135402594	135402603	+	0.000	0.000	Merged-chr3-135402581-53
NR9093--MA0511.2.RUNX2	chr6	137316449	137316457	-	0.000	0.000	Merged-chr6-137316445-24
NR9159--MA0511.2.RUNX2	chr6	144602993	144603001	+	0.000	0.000	Merged-chr6-144603024-14
NR8283--MA0002.2.RUNX1	chr5	122949425	122949435	-	0.000	0.000	Merged-chr5-122949287-47
NR4866--MA0684.1.RUNX3	chr17	50310589	50310598	+	0.000	0.000	Merged-chr17-50310494-22
NR1932--MA0002.2.RUNX1	chr11	87870786	87870796	-	0.000	0.000	Merged-chr11-87870730-11
NR2520--MA0684.1.RUNX3	chr12	100770162	100770171	-	0.000	0.000	Merged-chr12-100770156-1
NR9980--MA0002.2.RUNX1	chr8	40584798	40584808	-	0.000	0.000	Merged-chr8-40584789-43
NR4323--MA0002.2.RUNX1	chr16	35905582	35905592	+	0.000	0.000	Merged-chr16-35905598-39
NR949--MA0511.2.RUNX2	chr10	21204900	21204908	+	0.000	0.000	Merged-chr10-21204743-52
NR2372--MA0002.2.RUNX1	chr12	75837679	75837689	-	0.000	0.000	Merged-chr12-75837700-7
NR11120--MA0002.2.RUNX1	chrX	77640459	77640469	+	0.000	0.000	Merged-chrX-77640531-25
NR6354--MA0511.2.RUNX2	chr2	152825926	152825934	+	0.000	0.000	Merged-chr2-152825903-49
NR7700--MA0002.2.RUNX1	chr4	141857645	141857655	-	0.000	0.000	Merged-chr4-141857674-32
NR4674--MA0511.2.RUNX2	chr17	12163002	12163010	-	0.000	0.000	Merged-chr17-12163028-32
NR579--MA0002.2.RUNX1	chr1	153140974	153140984	+	0.000	0.000	Merged-chr1-153140977-54
NR8206--MA0002.2.RUNX1	chr5	111235963	111235973	+	0.000	0.000	Merged-chr5-111235959-11
NR9189--MA0684.1.RUNX3	chr6	146516116	146516125	+	0.000	0.000	Merged-chr6-146516138-30
NR9903--MA0002.2.RUNX1	chr8	14088823	14088833	+	0.000	0.000	Merged-chr8-14088778-16
NR8828--MA0511.2.RUNX2	chr6	101359948	101359956	-	0.000	0.000	Merged-chr6-101359900-41
NR2024--MA0002.2.RUNX1	chr11	100843484	100843494	-	0.000	0.000	Merged-chr11-100843407-12
NR4260--MA0511.2.RUNX2	chr16	24468008	24468016	-	0.000	0.000	Merged-chr16-24467843-15
NR9539--MA0511.2.RUNX2	chr7	99428990	99428998	-	0.000	0.000	Merged-chr7-99429027-29
NR6926--MA0684.1.RUNX3	chr3	121107573	121107582	+	0.000	0.000	Merged-chr3-121107618-36
NR1770--MA0002.2.RUNX1	chr11	60937936	60937946	+	0.000	0.000	Merged-chr11-60937827-26
NR6112--MA0002.2.RUNX1	chr2	101209288	101209298	+	0.000	0.000	Merged-chr2-101209230-18
NR10598--MA0684.1.RUNX3	chr9	65491674	65491683	+	0.000	0.000	Merged-chr9-65491594-16
NR4849--MA0511.2.RUNX2	chr17	47171225	47171233	+	0.000	0.000	Merged-chr17-47171280-54
NR3973--MA0002.2.RUNX1	chr15	73629557	73629567	+	0.000	0.000	Merged-chr15-73629517-1
NR959--MA0002.2.RUNX1	chr10	21964441	21964451	-	0.000	0.000	Merged-chr10-21964511-16
NR8315--MA0002.2.RUNX1	chr5	134258639	134258649	-	0.000	0.000	Merged-chr5-134258630-9
NR6093--MA0002.2.RUNX1	chr2	90579175	90579185	-	0.000	0.000	Merged-chr2-90579078-3
NR4832--MA0684.1.RUNX3	chr17	44256760	44256769	-	0.000	0.000	Merged-chr17-44256797-30
NR6906--MA0002.2.RUNX1	chr3	115815790	115815800	-	0.000	0.000	Merged-chr3-115815828-66
NR4684--MA0002.2.RUNX1	chr17	12722759	12722769	-	0.000	0.000	Merged-chr17-12722736-16
NR8395--MA0511.2.RUNX2	chr5	143917703	143917711	+	0.000	0.000	Merged-chr5-143917664-24
NR2133--MA0002.2.RUNX1	chr11	116398157	116398167	-	0.000	0.000	Merged-chr11-116398180-34
NR4706--MA0511.2.RUNX2	chr17	18458391	18458399	+	0.000	0.000	Merged-chr17-18458447-27
NR6016--MA0002.2.RUNX1	chr2	72536031	72536041	+	0.000	0.000	Merged-chr2-72536133-16
NR4065--MA0002.2.RUNX1	chr15	89131568	89131578	-	0.000	0.000	Merged-chr15-89131620-40
NR2328--MA0684.1.RUNX3	chr12	69447541	69447550	-	0.000	0.000	Merged-chr12-69447284-163
NR5910--MA0684.1.RUNX3	chr2	52952755	52952764	+	0.000	0.000	Merged-chr2-52952534-7
NR10329--MA0511.2.RUNX2	chr8	126867753	126867761	+	0.000	0.000	Merged-chr8-126867742-65
NR469--MA0684.1.RUNX3	chr1	131446757	131446766	-	0.000	0.000	Merged-chr1-131446788-25
NR1359--MA0684.1.RUNX3	chr10	115596971	115596980	-	0.000	0.000	Merged-chr10-115596989-11
NR9850--MA0002.2.RUNX1	chr7	142396753	142396763	+	0.000	0.000	Merged-chr7-142396800-18
NR4859--MA0002.2.RUNX1	chr17	50148371	50148381	-	0.000	0.000	Merged-chr17-50148334-29
NR2242--MA0002.2.RUNX1	chr12	26057915	26057925	-	0.000	0.000	Merged-chr12-26057851-43
NR2037--MA0002.2.RUNX1	chr11	103375407	103375417	+	0.000	0.000	Merged-chr11-103375376-18
NR8553--MA0684.1.RUNX3	chr6	38320899	38320908	-	0.000	0.000	Merged-chr6-38320889-16
NR8010--MA0002.2.RUNX1	chr5	65914644	65914654	-	0.000	0.000	Merged-chr5-65914511-22
NR6668--MA0684.1.RUNX3	chr3	55139437	55139446	-	0.000	0.000	Merged-chr3-55139425-1
NR2659--MA0511.2.RUNX2	chr12	115003321	115003329	+	0.000	0.000	Merged-chr12-115003436-23
NR8090--MA0511.2.RUNX2	chr5	92245662	92245670	-	0.000	0.000	Merged-chr5-92245649-42
NR10802--MA0002.2.RUNX1	chr9	96024125	96024135	-	0.000	0.000	Merged-chr9-96024121-9
NR4445--MA0002.2.RUNX1	chr16	57231581	57231591	-	0.000	0.000	Merged-chr16-57231478-49
NR2437--MA0684.1.RUNX3	chr12	86310025	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR4130--MA0511.2.RUNX2	chr15	100060982	100060990	-	0.000	0.000	Merged-chr15-100060928-68
NR8262--MA0002.2.RUNX1	chr5	118271940	118271950	+	0.000	0.000	Merged-chr5-118271976-24
NR3320--MA0002.2.RUNX1	chr13	119681333	119681343	+	0.000	0.000	Merged-chr13-119681376-28
NR8057--MA0002.2.RUNX1	chr5	77367928	77367938	-	0.000	0.000	Merged-chr5-77367800-15
NR6648--MA0002.2.RUNX1	chr3	52340506	52340516	-	0.000	0.000	Merged-chr3-52340638-36
NR2023--MA0684.1.RUNX3	chr11	100804662	100804671	+	0.000	0.000	Merged-chr11-100804708-41
NR9039--MA0002.2.RUNX1	chr6	130342279	130342289	-	0.000	0.000	Merged-chr6-130342331-49
NR8933--MA0684.1.RUNX3	chr6	119918903	119918912	-	0.000	0.000	Merged-chr6-119918835-40
NR6777--MA0684.1.RUNX3	chr3	89187824	89187833	+	0.000	0.000	Merged-chr3-89188181-94
NR8741--MA0511.2.RUNX2	chr6	86850881	86850889	-	0.000	0.000	Merged-chr6-86850884-40
NR2817--MA0684.1.RUNX3	chr13	21735149	21735158	+	0.000	0.000	Merged-chr13-21734996-112
NR11146--MA0002.2.RUNX1	chrX	100476699	100476709	+	0.000	0.000	Merged-chrX-100476611-55
NR4034--MA0511.2.RUNX2	chr15	82224376	82224384	+	0.000	0.000	Merged-chr15-82224462-30
NR8371--MA0002.2.RUNX1	chr5	140521320	140521330	+	0.000	0.000	Merged-chr5-140521372-2
NR2354--MA0511.2.RUNX2	chr12	72674643	72674651	+	0.000	0.000	Merged-chr12-72674596-16
NR100--MA0511.2.RUNX2	chr1	40515391	40515399	+	0.000	0.000	Merged-chr1-40515347-62
NR1815--MA0002.2.RUNX1	chr11	68502603	68502613	-	0.000	0.000	Merged-chr11-68502596-20
NR2255--MA0002.2.RUNX1	chr12	33038862	33038872	+	0.000	0.000	Merged-chr12-33038782-4
NR11003--MA0002.2.RUNX1	chr9	122233149	122233159	-	0.000	0.000	Merged-chr9-122233247-97
NR3952--MA0002.2.RUNX1	chr15	66798572	66798582	+	0.000	0.000	Merged-chr15-66798584-16
NR6343--MA0002.2.RUNX1	chr2	150437716	150437726	-	0.000	0.000	Merged-chr2-150437755-14
NR1401--MA0002.2.RUNX1	chr10	117898610	117898620	-	0.000	0.000	Merged-chr10-117898542-54
NR8916--MA0511.2.RUNX2	chr6	119217786	119217794	-	0.000	0.000	Merged-chr6-119217771-9
NR2112--MA0002.2.RUNX1	chr11	113362859	113362869	+	0.000	0.000	Merged-chr11-113362898-34
NR8275--MA0002.2.RUNX1	chr5	121796150	121796160	+	0.000	0.000	Merged-chr5-121796162-9
NR8546--MA0002.2.RUNX1	chr6	37046641	37046651	-	0.000	0.000	Merged-chr6-37046555-33
NR1382--MA0002.2.RUNX1	chr10	117209797	117209807	+	0.000	0.000	Merged-chr10-117209655-32
NR2241--MA0684.1.RUNX3	chr12	25784513	25784522	+	0.000	0.000	Merged-chr12-25784585-45
NR9972--MA0002.2.RUNX1	chr8	35628485	35628495	+	0.000	0.000	Merged-chr8-35628375-52
NR2093--MA0002.2.RUNX1	chr11	109860210	109860220	+	0.000	0.000	Merged-chr11-109860424-80
NR11112--MA0002.2.RUNX1	chrX	74393189	74393199	-	0.000	0.000	Merged-chrX-74393226-50
NR382--MA0684.1.RUNX3	chr1	105443391	105443400	+	0.000	0.000	Merged-chr1-105443622-43
NR7421--MA0002.2.RUNX1	chr4	89008715	89008725	-	0.000	0.000	Merged-chr4-89008819-38
NR5470--MA0002.2.RUNX1	chr19	11559835	11559845	-	0.000	0.000	Merged-chr19-11559745-14
NR5741--MA0002.2.RUNX1	chr2	6162865	6162875	+	0.000	0.000	Merged-chr2-6162817-31
NR11192--MA0511.2.RUNX2	chrX	159678633	159678641	+	0.000	0.000	Merged-chrX-159678637-12
NR3790--MA0002.2.RUNX1	chr15	5762721	5762731	+	0.000	0.000	Merged-chr15-5762586-40
NR8132--MA0002.2.RUNX1	chr5	98160919	98160929	-	0.000	0.000	Merged-chr5-98160972-1
NR6124--MA0684.1.RUNX3	chr2	102940363	102940372	-	0.000	0.000	Merged-chr2-102940333-7
NR7328--MA0511.2.RUNX2	chr4	59204826	59204834	-	0.000	0.000	Merged-chr4-59204829-36
NR190--MA0511.2.RUNX2	chr1	60744506	60744514	-	0.000	0.000	Merged-chr1-60744410-6
NR2493--MA0684.1.RUNX3	chr12	98269813	98269822	+	0.000	0.000	Merged-chr12-98269804-132
NR10924--MA0002.2.RUNX1	chr9	113924517	113924527	-	0.000	0.000	Merged-chr9-113924509-5
NR2016--MA0002.2.RUNX1	chr11	100291465	100291475	-	0.000	0.000	Merged-chr11-100291434-14
NR2572--MA0511.2.RUNX2	chr12	107047452	107047460	-	0.000	0.000	Merged-chr12-107047336-65
NR8655--MA0002.2.RUNX1	chr6	59412622	59412632	-	0.000	0.000	Merged-chr6-59412569-64
NR157--MA0002.2.RUNX1	chr1	54913571	54913581	-	0.000	0.000	Merged-chr1-54913673-53
NR1762--MA0002.2.RUNX1	chr11	59384750	59384760	+	0.000	0.000	Merged-chr11-59384734-17
NR6184--MA0511.2.RUNX2	chr2	118700448	118700456	+	0.000	0.000	Merged-chr2-118700490-41
NR2539--MA0002.2.RUNX1	chr12	102945738	102945748	-	0.000	0.000	Merged-chr12-102945751-11
NR4348--MA0684.1.RUNX3	chr16	43699128	43699137	-	0.000	0.000	Merged-chr16-43699187-66
NR4010--MA0002.2.RUNX1	chr15	78894729	78894739	+	0.000	0.000	Merged-chr15-78894904-29
NR2397--MA0684.1.RUNX3	chr12	80069270	80069279	-	0.000	0.000	Merged-chr12-80069261-23
NR636--MA0511.2.RUNX2	chr1	161909273	161909281	+	0.000	0.000	Merged-chr1-161909340-8
NR4903--MA0511.2.RUNX2	chr17	56289436	56289444	+	0.000	0.000	Merged-chr17-56289493-28
NR8436--MA0684.1.RUNX3	chr5	148769564	148769573	+	0.000	0.000	Merged-chr5-148769647-40
NR3551--MA0002.2.RUNX1	chr14	63377580	63377590	-	0.000	0.000	Merged-chr14-63377518-21
NR537--MA0002.2.RUNX1	chr1	144086318	144086328	+	0.000	0.000	Merged-chr1-144086303-34
NR3822--MA0002.2.RUNX1	chr15	25884590	25884600	-	0.000	0.000	Merged-chr15-25884835-36
NR1871--MA0002.2.RUNX1	chr11	78864802	78864812	+	0.000	0.000	Merged-chr11-78864613-1,Merged-chr11-78864936-24
NR6213--MA0002.2.RUNX1	chr2	127760722	127760732	-	0.000	0.000	Merged-chr2-127760760-14
NR4205--MA0684.1.RUNX3	chr16	13409816	13409825	+	0.000	0.000	Merged-chr16-13409957-27
NR2254--MA0684.1.RUNX3	chr12	32895346	32895355	-	0.000	0.000	Merged-chr12-32895351-16
NR11002--MA0684.1.RUNX3	chr9	122233121	122233130	-	0.000	0.000	Merged-chr9-122233247-97
NR8244--MA0511.2.RUNX2	chr5	115538823	115538831	-	0.000	0.000	Merged-chr5-115538781-31
NR2648--MA0002.2.RUNX1	chr12	114804630	114804640	-	0.000	0.000	Merged-chr12-114804708-39
NR4884--MA0511.2.RUNX2	chr17	52125415	52125423	-	0.000	0.000	Merged-chr17-52125389-32
NR666--MA0684.1.RUNX3	chr1	165691743	165691752	+	0.000	0.000	Merged-chr1-165691684-32
NR2919--MA0002.2.RUNX1	chr13	48998781	48998791	+	0.000	0.000	Merged-chr13-48998782-5
NR789--MA0002.2.RUNX1	chr1	181256801	181256811	+	0.000	0.000	Merged-chr1-181256937-103
NR4391--MA0684.1.RUNX3	chr16	49951991	49952000	+	0.000	0.000	Merged-chr16-49952137-20
NR10871--MA0002.2.RUNX1	chr9	106373162	106373172	+	0.000	0.000	Merged-chr9-106373149-39
NR2111--MA0684.1.RUNX3	chr11	113194938	113194947	+	0.000	0.000	Merged-chr11-113194847-27
NR8101--MA0511.2.RUNX2	chr5	92964797	92964805	-	0.000	0.000	Merged-chr5-92964665-18
NR7891--MA0002.2.RUNX1	chr5	24393606	24393616	-	0.000	0.000	Merged-chr5-24393621-16
NR3660--MA0002.2.RUNX1	chr14	77861400	77861410	-	0.000	0.000	Merged-chr14-77861310-50
NR8002--MA0002.2.RUNX1	chr5	64992790	64992800	-	0.000	0.000	Merged-chr5-64992713-11
NR1980--MA0002.2.RUNX1	chr11	97115346	97115356	+	0.000	0.000	Merged-chr11-97115476-51
NR8939--MA0002.2.RUNX1	chr6	120486195	120486205	+	0.000	0.000	Merged-chr6-120486424-77
NR1775--MA0002.2.RUNX1	chr11	61564198	61564208	-	0.000	0.000	Merged-chr11-61564144-31
NR2905--MA0684.1.RUNX3	chr13	43173230	43173239	-	0.000	0.000	Merged-chr13-43173435-33
NR126--MA0511.2.RUNX2	chr1	51459106	51459114	+	0.000	0.000	Merged-chr1-51459215-25
NR2757--MA0002.2.RUNX1	chr13	9203618	9203628	+	0.000	0.000	Merged-chr13-9203705-17
NR7543--MA0002.2.RUNX1	chr4	118162267	118162277	+	0.000	0.000	Merged-chr4-118162293-29
NR8131--MA0684.1.RUNX3	chr5	98016941	98016950	+	0.000	0.000	Merged-chr5-98016849-63
NR7814--MA0002.2.RUNX1	chr5	9086668	9086678	+	0.000	0.000	Merged-chr5-9086706-2
NR8797--MA0684.1.RUNX3	chr6	97447185	97447194	-	0.000	0.000	Merged-chr6-97447180-22
NR6451--MA0684.1.RUNX3	chr2	166610520	166610529	+	0.000	0.000	Merged-chr2-166610595-30
NR8254--MA0002.2.RUNX1	chr5	117182533	117182543	+	0.000	0.000	Merged-chr5-117182580-11
NR2713--MA0511.2.RUNX2	chr12	118439165	118439173	+	0.000	0.000	Merged-chr12-118439012-3
NR8049--MA0002.2.RUNX1	chr5	75791956	75791966	-	0.000	0.000	Merged-chr5-75792010-32
NR2508--MA0511.2.RUNX2	chr12	99576853	99576861	+	0.000	0.000	Merged-chr12-99576915-38
NR6098--MA0002.2.RUNX1	chr2	91042847	91042857	-	0.000	0.000	Merged-chr2-91042928-59
NR2220--MA0684.1.RUNX3	chr12	17506138	17506147	-	0.000	0.000	Merged-chr12-17505962-36
NR9680--MA0002.2.RUNX1	chr7	117635774	117635784	-	0.000	0.000	Merged-chr7-117635751-13
NR8210--MA0511.2.RUNX2	chr5	112220447	112220455	+	0.000	0.000	Merged-chr5-112220290-48
NR4023--MA0002.2.RUNX1	chr15	80572423	80572433	-	0.000	0.000	Merged-chr15-80572443-63
NR378--MA0511.2.RUNX2	chr1	105435212	105435220	-	0.000	0.000	Merged-chr1-105435161-34
NR2072--MA0002.2.RUNX1	chr11	109149661	109149671	+	0.000	0.000	Merged-chr11-109149686-17
NR1983--MA0511.2.RUNX2	chr11	97129170	97129178	-	0.000	0.000	Merged-chr11-97129027-2
NR156--MA0684.1.RUNX3	chr1	54871549	54871558	+	0.000	0.000	Merged-chr1-54871447-51
NR2409--MA0002.2.RUNX1	chr12	82174127	82174137	+	0.000	0.000	Merged-chr12-82174098-6
NR6974--MA0684.1.RUNX3	chr3	130059977	130059986	+	0.000	0.000	Merged-chr3-130059995-8
NR4152--MA0684.1.RUNX3	chr15	102160657	102160666	-	0.000	0.000	Merged-chr15-102160711-16
NR10632--MA0002.2.RUNX1	chr9	70080176	70080186	+	0.000	0.000	Merged-chr9-70080238-33
NR6226--MA0002.2.RUNX1	chr2	128335918	128335928	+	0.000	0.000	Merged-chr2-128335870-5
NR2472--MA0684.1.RUNX3	chr12	91765685	91765694	+	0.000	0.000	Merged-chr12-91765630-19
NR10903--MA0002.2.RUNX1	chr9	111143601	111143611	+	0.000	0.000	Merged-chr9-111143629-7
NR2538--MA0684.1.RUNX3	chr12	102651562	102651571	+	0.000	0.000	Merged-chr12-102651576-1
NR7923--MA0002.2.RUNX1	chr5	35166060	35166070	+	0.000	0.000	Merged-chr5-35166204-55
NR11138--MA0002.2.RUNX1	chrX	96019842	96019852	-	0.000	0.000	Merged-chrX-96019802-20
NR8035--MA0684.1.RUNX3	chr5	72636228	72636237	-	0.000	0.000	Merged-chr5-72636293-57
NR8092--MA0002.2.RUNX1	chr5	92245660	92245670	+	0.000	0.000	Merged-chr5-92245649-42
NR2346--MA0511.2.RUNX2	chr12	70280743	70280751	+	0.000	0.000	Merged-chr12-70280726-6
NR2617--MA0511.2.RUNX2	chr12	111599112	111599120	-	0.000	0.000	Merged-chr12-111599080-10
NR8429--MA0002.2.RUNX1	chr5	148311070	148311080	+	0.000	0.000	Merged-chr5-148311012-55
NR10884--MA0002.2.RUNX1	chr9	109052787	109052797	-	0.000	0.000	Merged-chr9-109052792-36
NR5008--MA0511.2.RUNX2	chr17	83646771	83646779	-	0.000	0.000	Merged-chr17-83646891-48
NR1807--MA0002.2.RUNX1	chr11	67580585	67580595	-	0.000	0.000	Merged-chr11-67580687-16
NR758--MA0511.2.RUNX2	chr1	179493151	179493159	+	0.000	0.000	Merged-chr1-179493163-27
NR9855--MA0002.2.RUNX1	chr7	143005556	143005566	+	0.000	0.000	Merged-chr7-143005288-104
NR2247--MA0002.2.RUNX1	chr12	30557659	30557669	-	0.000	0.000	Merged-chr12-30557589-12
NR9811--MA0511.2.RUNX2	chr7	137476760	137476768	-	0.000	0.000	Merged-chr7-137476773-22
NR1870--MA0684.1.RUNX3	chr11	78780187	78780196	+	0.000	0.000	Merged-chr11-78780322-31
NR659--MA0002.2.RUNX1	chr1	164966197	164966207	-	0.000	0.000	Merged-chr1-164966286-53
NR4261--MA0684.1.RUNX3	chr16	24468007	24468016	-	0.000	0.000	Merged-chr16-24467843-15
NR10470--MA0002.2.RUNX1	chr9	44011144	44011154	-	0.000	0.000	Merged-chr9-44011189-9
NR1993--MA0002.2.RUNX1	chr11	97685840	97685850	+	0.000	0.000	Merged-chr11-97685725-37
NR2647--MA0684.1.RUNX3	chr12	114646586	114646595	+	0.000	0.000	Merged-chr12-114646696-21
NR9712--MA0002.2.RUNX1	chr7	122317088	122317098	-	0.000	0.000	Merged-chr7-122317075-24
NR8637--MA0511.2.RUNX2	chr6	54807563	54807571	+	0.000	0.000	Merged-chr6-54807598-18
NR7761--MA0002.2.RUNX1	chr4	150217195	150217205	+	0.000	0.000	Merged-chr4-150217269-5
NR8144--MA0684.1.RUNX3	chr5	102960090	102960099	-	0.000	0.000	Merged-chr5-102960204-17
NR4135--MA0511.2.RUNX2	chr15	100265778	100265786	+	0.000	0.000	Merged-chr15-100265875-19
NR3530--MA0002.2.RUNX1	chr14	61518777	61518787	-	0.000	0.000	Merged-chr14-61518892-20
NR11203--MA0511.2.RUNX2	chrX	164318752	164318760	+	0.000	0.000	Merged-chrX-164318746-35
NR3801--MA0002.2.RUNX1	chr15	7217228	7217238	-	0.000	0.000	Merged-chr15-7217140-25
NR3881--MA0511.2.RUNX2	chr15	50400604	50400612	-	0.000	0.000	Merged-chr15-50400444-64
NR2504--MA0684.1.RUNX3	chr12	99468132	99468141	+	0.000	0.000	Merged-chr12-99468213-62
NR4036--MA0002.2.RUNX1	chr15	82826010	82826020	+	0.000	0.000	Merged-chr15-82826104-2
NR5610--MA0684.1.RUNX3	chr19	42780005	42780014	-	0.000	0.000	Merged-chr19-42779863-69
NR2627--MA0002.2.RUNX1	chr12	112702548	112702558	-	0.000	0.000	Merged-chr12-112702539-19
NR5462--MA0002.2.RUNX1	chr19	10760411	10760421	+	0.000	0.000	Merged-chr19-10760316-9
NR9821--MA0002.2.RUNX1	chr7	139968677	139968687	-	0.000	0.000	Merged-chr7-139968750-61
NR5862--MA0684.1.RUNX3	chr2	34162613	34162622	+	0.000	0.000	Merged-chr2-34162703-13
NR2008--MA0002.2.RUNX1	chr11	99147983	99147993	-	0.000	0.000	Merged-chr11-99147890-14
NR6573--MA0684.1.RUNX3	chr3	18624050	18624059	+	0.000	0.000	Merged-chr3-18624063-31
NR11041--MA0511.2.RUNX2	chrX	17365286	17365294	-	0.000	0.000	Merged-chrX-17365333-21
NR4022--MA0684.1.RUNX3	chr15	80319602	80319611	-	0.000	0.000	Merged-chr15-80319451-11
NR3705--MA0002.2.RUNX1	chr14	103666853	103666863	+	0.000	0.000	Merged-chr14-103667035-88
NR4688--MA0684.1.RUNX3	chr17	13683736	13683745	+	0.000	0.000	Merged-chr17-13683851-19
NR4145--MA0002.2.RUNX1	chr15	100728835	100728845	-	0.000	0.000	Merged-chr15-100728693-118
NR10138--MA0511.2.RUNX2	chr8	95012364	95012372	-	0.000	0.000	Merged-chr8-95012536-10
NR11008--MA0002.2.RUNX1	chr9	123498108	123498118	+	0.000	0.000	Merged-chr9-123498117-30
NR5842--MA0002.2.RUNX1	chr2	30728265	30728275	+	0.000	0.000	Merged-chr2-30728122-10
NR3020--MA0002.2.RUNX1	chr13	81162518	81162528	+	0.000	0.000	Merged-chr13-81162609-12
NR3957--MA0002.2.RUNX1	chr15	67095539	67095549	+	0.000	0.000	Merged-chr15-67095617-30
NR1340--MA0002.2.RUNX1	chr10	108168049	108168059	+	0.000	0.000	Merged-chr10-108168166-48
NR4002--MA0002.2.RUNX1	chr15	78450249	78450259	-	0.000	0.000	Merged-chr15-78450295-54
NR628--MA0511.2.RUNX2	chr1	161396534	161396542	-	0.000	0.000	Merged-chr1-161396646-31
NR3913--MA0511.2.RUNX2	chr15	59596758	59596766	+	0.000	0.000	Merged-chr15-59596634-94
NR1962--MA0511.2.RUNX2	chr11	94591604	94591612	+	0.000	0.000	Merged-chr11-94591721-35
NR8362--MA0684.1.RUNX3	chr5	139303758	139303767	+	0.000	0.000	Merged-chr5-139303910-62
NR4353--MA0511.2.RUNX2	chr16	44210795	44210803	-	0.000	0.000	Merged-chr16-44210859-20
NR11150--MA0511.2.RUNX2	chrX	101734130	101734138	-	0.000	0.000	Merged-chrX-101734120-41
NR2197--MA0511.2.RUNX2	chr12	13410417	13410425	+	0.000	0.000	Merged-chr12-13410341-33
NR6748--MA0684.1.RUNX3	chr3	84679038	84679047	+	0.000	0.000	Merged-chr3-84679070-45
NR4131--MA0684.1.RUNX3	chr15	100060981	100060990	-	0.000	0.000	Merged-chr15-100060928-68
NR8441--MA0511.2.RUNX2	chr5	149080641	149080649	-	0.000	0.000	Merged-chr5-149080540-39
NR9311--MA0002.2.RUNX1	chr7	30402557	30402567	-	0.000	0.000	Merged-chr7-30402572-19
NR2517--MA0684.1.RUNX3	chr12	100747341	100747350	+	0.000	0.000	Merged-chr12-100747316-18
NR2098--MA0002.2.RUNX1	chr11	110897234	110897244	-	0.000	0.000	Merged-chr11-110897111-25
NR11117--MA0002.2.RUNX1	chrX	77580135	77580145	+	0.000	0.000	Merged-chrX-77580117-37
NR4210--MA0511.2.RUNX2	chr16	14088508	14088516	-	0.000	0.000	Merged-chr16-14088440-49
NR6063--MA0684.1.RUNX3	chr2	80638902	80638911	-	0.000	0.000	Merged-chr2-80638943-54
NR8137--MA0002.2.RUNX1	chr5	100622450	100622460	+	0.000	0.000	Merged-chr5-100622533-21
NR8759--MA0511.2.RUNX2	chr6	88939629	88939637	-	0.000	0.000	Merged-chr6-88939617-36
NR7883--MA0002.2.RUNX1	chr5	23412713	23412723	+	0.000	0.000	Merged-chr5-23412694-5
NR4257--MA0511.2.RUNX2	chr16	24223000	24223008	+	0.000	0.000	Merged-chr16-24223189-62
NR3381--MA0002.2.RUNX1	chr14	25421961	25421971	-	0.000	0.000	Merged-chr14-25421957-44
NR3923--MA0002.2.RUNX1	chr15	61408832	61408842	-	0.000	0.000	Merged-chr15-61408601-39
NR1915--MA0684.1.RUNX3	chr11	85384534	85384543	-	0.000	0.000	Merged-chr11-85384605-20
NR2355--MA0684.1.RUNX3	chr12	72674643	72674652	+	0.000	0.000	Merged-chr12-72674596-16
NR4158--MA0002.2.RUNX1	chr15	102458450	102458460	+	0.000	0.000	Merged-chr15-102458382-2
NR3304--MA0002.2.RUNX1	chr13	114886175	114886185	-	0.000	0.000	Merged-chr13-114886416-28
NR1082--MA0002.2.RUNX1	chr10	60346224	60346234	-	0.000	0.000	Merged-chr10-60346273-6
NR4287--MA0684.1.RUNX3	chr16	30181347	30181356	-	0.000	0.000	Merged-chr16-30181350-22
NR1624--MA0002.2.RUNX1	chr11	30182877	30182887	+	0.000	0.000	Merged-chr11-30182963-54
NR4829--MA0684.1.RUNX3	chr17	44121820	44121829	+	0.000	0.000	Merged-chr17-44121634-62
NR9943--MA0002.2.RUNX1	chr8	25274700	25274710	+	0.000	0.000	Merged-chr8-25274715-82
NR4015--MA0002.2.RUNX1	chr15	79740887	79740897	+	0.000	0.000	Merged-chr15-79740875-4
NR2007--MA0684.1.RUNX3	chr11	99142951	99142960	-	0.000	0.000	Merged-chr11-99142912-8
NR6251--MA0511.2.RUNX2	chr2	132379729	132379737	+	0.000	0.000	Merged-chr2-132379852-19
NR1975--MA0511.2.RUNX2	chr11	96925060	96925068	+	0.000	0.000	Merged-chr11-96925082-7
