#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR3654--MA0496.2.MAFK	chr13	29805497	29805515	-	0.000	0.000	Merged-chr13-29805422-4
NR2831--MA0591.1.Bach1::Mafk	chr11	120800213	120800227	+	0.000	0.000	Merged-chr11-120800256-20
NR12554--MA0496.2.MAFK	chr7	12965899	12965917	+	0.000	0.000	Merged-chr7-12966009-60
NR4788--MA0501.1.MAF::NFE2	chr14	79393526	79393540	-	0.000	0.000	Merged-chr14-79393562-34
NR6418--MA0089.1.MAFG::NFE2L1	chr17	56079565	56079570	-	0.000	0.000	Merged-chr17-56079386-89
NR2782--MA0501.1.MAF::NFE2	chr11	113297996	113298010	+	0.000	0.000	Merged-chr11-113297972-35
NR3719--MA0089.1.MAFG::NFE2L1	chr13	42077768	42077773	-	0.000	0.000	Merged-chr13-42077893-29
NR11811--MA0117.2.Mafb	chr6	65818513	65818524	-	0.000	0.000	Merged-chr6-65818480-32
NR11714--MA0501.1.MAF::NFE2	chr6	52825668	52825682	-	0.000	0.000	Merged-chr6-52825813-18
NR5073--MA0089.1.MAFG::NFE2L1	chr15	25817422	25817427	-	0.000	0.000	Merged-chr15-25817272-36
NR1821--MA0089.1.MAFG::NFE2L1	chr10	88826826	88826831	-	0.000	0.000	Merged-chr10-88826786-54
NR10283--MA0089.1.MAFG::NFE2L1	chr4	116807517	116807522	+	0.000	0.000	Merged-chr4-116807606-59
NR2150--MA0117.2.Mafb	chr11	3199222	3199233	+	0.000	0.000	Merged-chr11-3199138-87
NR3775--MA0496.2.MAFK	chr13	48516053	48516071	+	0.000	0.000	Merged-chr13-48516187-54
NR6099--MA0591.1.Bach1::Mafk	chr16	97442160	97442174	+	0.000	0.000	Merged-chr16-97442198-19
NR14643--MA0501.1.MAF::NFE2	chr9	108150735	108150749	-	0.000	0.000	Merged-chr9-108150702-30
NR9518--MA0495.2.MAFF	chr3	135604825	135604845	-	0.000	0.000	Merged-chr3-135604723-37
NR7811--MA0501.1.MAF::NFE2	chr2	65170816	65170830	+	0.000	0.000	Merged-chr2-65170889-79
NR5779--MA0089.1.MAFG::NFE2L1	chr16	52056338	52056343	-	0.000	0.000	Merged-chr16-52056435-19
NR6118--MA0496.2.MAFK	chr17	5126120	5126138	+	0.000	0.000	Merged-chr17-5126157-22
NR6014--MA0089.1.MAFG::NFE2L1	chr16	91443566	91443571	+	0.000	0.000	Merged-chr16-91443415-25
NR12644--MA0089.1.MAFG::NFE2L1	chr7	30353511	30353516	+	0.000	0.000	Merged-chr7-30353555-8
NR4885--MA0117.2.Mafb	chr14	103017209	103017220	-	0.000	0.000	Merged-chr14-103017290-44
NR4244--MA0089.1.MAFG::NFE2L1	chr13	113466653	113466658	-	0.000	0.000	Merged-chr13-113466791-29
NR9408--MA0659.1.MAFG	chr3	121874812	121874832	-	0.000	0.000	Merged-chr3-121874730-10
NR13314--MA0591.1.Bach1::Mafk	chr7	139295825	139295839	-	0.000	0.000	Merged-chr7-139295944-32
NR6229--MA0089.1.MAFG::NFE2L1	chr17	26518579	26518584	+	0.000	0.000	Merged-chr17-26518491-6
NR1479--MA0496.2.MAFK	chr10	40165138	40165156	+	0.000	0.000	Merged-chr10-40165050-35
NR7158--MA0089.1.MAFG::NFE2L1	chr19	5845623	5845628	-	0.000	0.000	Merged-chr19-5845664-115
NR6795--MA0089.1.MAFG::NFE2L1	chr18	43687825	43687830	-	0.000	0.000	Merged-chr18-43687697-2
NR9616--MA0496.2.MAFK	chr3	146063413	146063431	+	0.000	0.000	Merged-chr3-146063322-20
NR1572--MA0501.1.MAF::NFE2	chr10	57448082	57448096	-	0.000	0.000	Merged-chr10-57448269-42
NR14371--MA0501.1.MAF::NFE2	chr9	66615320	66615334	+	0.000	0.000	Merged-chr9-66615364-32
NR12205--MA0496.2.MAFK	chr6	120955348	120955366	-	0.000	0.000	Merged-chr6-120955395-24
NR2932--MA0495.2.MAFF	chr12	32018091	32018111	-	0.000	0.000	Merged-chr12-32017895-23
NR13660--MA0089.1.MAFG::NFE2L1	chr8	76902051	76902056	-	0.000	0.000	Merged-chr8-76902143-41
NR12240--MA0089.1.MAFG::NFE2L1	chr6	125215542	125215547	-	0.000	0.000	Merged-chr6-125215615-63
NR4418--MA0501.1.MAF::NFE2	chr14	25378127	25378141	-	0.000	0.000	Merged-chr14-25378352-94
NR10408--MA0501.1.MAF::NFE2	chr4	133843253	133843267	-	0.000	0.000	Merged-chr4-133843326-54
NR11941--MA0117.2.Mafb	chr6	87838895	87838906	-	0.000	0.000	Merged-chr6-87838826-55
NR6601--MA0501.1.MAF::NFE2	chr17	88195468	88195482	+	0.000	0.000	Merged-chr17-88195444-8
NR2763--MA0089.1.MAFG::NFE2L1	chr11	110911146	110911151	+	0.000	0.000	Merged-chr11-110911126-2
NR1343--MA0089.1.MAFG::NFE2L1	chr10	13967562	13967567	+	0.000	0.000	Merged-chr10-13967586-131
NR13103--MA0495.2.MAFF	chr7	116409582	116409602	-	0.000	0.000	Merged-chr7-116409560-37
NR8594--MA0501.1.MAF::NFE2	chr2	163719348	163719362	-	0.000	0.000	Merged-chr2-163719480-37
NR5079--MA0591.1.Bach1::Mafk	chr15	27596942	27596956	+	0.000	0.000	Merged-chr15-27596992-56
NR3467--MA0501.1.MAF::NFE2	chr12	115158816	115158830	+	0.000	0.000	Merged-chr12-115158919-2
NR6979--MA0591.1.Bach1::Mafk	chr18	70520982	70520996	-	0.000	0.000	Merged-chr18-70520943-32
NR5406--MA0501.1.MAF::NFE2	chr15	93583201	93583215	+	0.000	0.000	Merged-chr15-93583275-25
NR1065--MA0117.2.Mafb	chr1	178959193	178959204	-	0.000	0.000	Merged-chr1-178959313-1
NR158--MA0495.2.MAFF	chr1	40086086	40086106	-	0.000	0.000	Merged-chr1-40085963-65
NR7152--MA0117.2.Mafb	chr19	5389875	5389886	-	0.000	0.000	Merged-chr19-5390000-41
NR10977--MA0659.1.MAFG	chr5	73199743	73199763	+	0.000	0.000	Merged-chr5-73199876-43
NR14036--MA0089.1.MAFG::NFE2L1	chr8	126971098	126971103	-	0.000	0.000	Merged-chr8-126971027-48
NR11151--MA0496.2.MAFK	chr5	103367069	103367087	+	0.000	0.000	Merged-chr5-103367276-46
NR10598--MA0089.1.MAFG::NFE2L1	chr4	155222029	155222034	+	0.000	0.000	Merged-chr4-155221970-40
NR7236--MA0501.1.MAF::NFE2	chr19	20239517	20239531	-	0.000	0.000	Merged-chr19-20239652-7
NR2617--MA0591.1.Bach1::Mafk	chr11	90512649	90512663	-	0.000	0.000	Merged-chr11-90512841-45
NR9392--MA0089.1.MAFG::NFE2L1	chr3	120458113	120458118	+	0.000	0.000	Merged-chr3-120457943-64
NR2198--MA0089.1.MAFG::NFE2L1	chr11	11546132	11546137	+	0.000	0.000	Merged-chr11-11546059-6
NR5626--MA0117.2.Mafb	chr16	31933235	31933246	-	0.000	0.000	Merged-chr16-31933102-38
NR7146--MA0495.2.MAFF	chr19	4299730	4299750	-	0.000	0.000	Merged-chr19-4299826-2
NR5134--MA0501.1.MAF::NFE2	chr15	41612398	41612412	+	0.000	0.000	Merged-chr15-41612397-47
NR8697--MA0495.2.MAFF	chr2	174566021	174566041	-	0.000	0.000	Merged-chr2-174566072-46
NR12127--MA0501.1.MAF::NFE2	chr6	115684920	115684934	-	0.000	0.000	Merged-chr6-115685008-41
NR1410--MA0659.1.MAFG	chr10	25140546	25140566	+	0.000	0.000	Merged-chr10-25140477-16
NR1093--MA0501.1.MAF::NFE2	chr1	181261214	181261228	-	0.000	0.000	Merged-chr1-181261225-12
NR10874--MA0659.1.MAFG	chr5	53401309	53401329	-	0.000	0.000	Merged-chr5-53401251-38
NR12844--MA0089.1.MAFG::NFE2L1	chr7	79392945	79392950	-	0.000	0.000	Merged-chr7-79393101-2
NR962--MA0089.1.MAFG::NFE2L1	chr1	164990081	164990086	+	0.000	0.000	Merged-chr1-164989943-18
NR13773--MA0089.1.MAFG::NFE2L1	chr8	91275072	91275077	+	0.000	0.000	Merged-chr8-91275051-14
NR2257--MA0501.1.MAF::NFE2	chr11	23570306	23570320	-	0.000	0.000	Merged-chr11-23570355-13
NR1241--MA0089.1.MAFG::NFE2L1	chr1	191872624	191872629	+	0.000	0.000	Merged-chr1-191872609-17
NR831--MA0501.1.MAF::NFE2	chr1	151251003	151251017	-	0.000	0.000	Merged-chr1-151251056-37
NR11876--MA0591.1.Bach1::Mafk	chr6	72898914	72898928	+	0.000	0.000	Merged-chr6-72898886-5
NR4749--MA0496.2.MAFK	chr14	73472444	73472462	-	0.000	0.000	Merged-chr14-73472602-8
NR7849--MA0089.1.MAFG::NFE2L1	chr2	71843497	71843502	+	0.000	0.000	Merged-chr2-71843530-15
NR5315--MA0591.1.Bach1::Mafk	chr15	76908070	76908084	-	0.000	0.000	Merged-chr15-76908278-27
NR4460--MA0117.2.Mafb	chr14	31415164	31415175	-	0.000	0.000	Merged-chr14-31414970-54
NR5320--MA0495.2.MAFF	chr15	77970840	77970860	+	0.000	0.000	Merged-chr15-77970844-78
NR12102--MA0591.1.Bach1::Mafk	chr6	113604748	113604762	-	0.000	0.000	Merged-chr6-113604881-80
NR9719--MA0591.1.Bach1::Mafk	chr3	157884105	157884119	+	0.000	0.000	Merged-chr3-157884103-23
NR639--MA0501.1.MAF::NFE2	chr1	120197405	120197419	+	0.000	0.000	Merged-chr1-120197360-57
NR11964--MA0501.1.MAF::NFE2	chr6	91713068	91713082	-	0.000	0.000	Merged-chr6-91712946-25
NR11013--MA0501.1.MAF::NFE2	chr5	86783379	86783393	-	0.000	0.000	Merged-chr5-86783243-43
NR2587--MA0089.1.MAFG::NFE2L1	chr11	84016436	84016441	-	0.000	0.000	Merged-chr11-84016302-8
NR1770--MA0501.1.MAF::NFE2	chr10	84727103	84727117	-	0.000	0.000	Merged-chr10-84727239-54
NR1834--MA0591.1.Bach1::Mafk	chr10	90834619	90834633	+	0.000	0.000	Merged-chr10-90834699-1
NR5089--MA0117.2.Mafb	chr15	31460756	31460767	+	0.000	0.000	Merged-chr15-31460865-20
NR13080--MA0089.1.MAFG::NFE2L1	chr7	113250936	113250941	-	0.000	0.000	Merged-chr7-113250807-31
NR14873--MA0496.2.MAFK	chrX	53607940	53607958	+	0.000	0.000	Merged-chrX-53607978-28
NR10381--MA0089.1.MAFG::NFE2L1	chr4	129960294	129960299	+	0.000	0.000	Merged-chr4-129960127-71
NR3216--MA0496.2.MAFK	chr12	91642829	91642847	+	0.000	0.000	Merged-chr12-91642897-8
NR13911--MA0659.1.MAFG	chr8	111624157	111624177	+	0.000	0.000	Merged-chr8-111624206-14
NR4948--MA0089.1.MAFG::NFE2L1	chr14	118816736	118816741	+	0.000	0.000	Merged-chr14-118816766-15
NR6081--MA0591.1.Bach1::Mafk	chr16	95893575	95893589	+	0.000	0.000	Merged-chr16-95893684-47
NR12366--MA0089.1.MAFG::NFE2L1	chr6	134710736	134710741	-	0.000	0.000	Merged-chr6-134710635-12
NR484--MA0089.1.MAFG::NFE2L1	chr1	91909102	91909107	+	0.000	0.000	Merged-chr1-91909100-9
NR5386--MA0089.1.MAFG::NFE2L1	chr15	89123092	89123097	+	0.000	0.000	Merged-chr15-89123028-62
NR11596--MA0501.1.MAF::NFE2	chr6	28385242	28385256	+	0.000	0.000	Merged-chr6-28385371-21
NR10771--MA0591.1.Bach1::Mafk	chr5	31576934	31576948	+	0.000	0.000	Merged-chr5-31576784-60
NR12856--MA0501.1.MAF::NFE2	chr7	80680400	80680414	-	0.000	0.000	Merged-chr7-80680474-47
NR4764--MA0501.1.MAF::NFE2	chr14	75328208	75328222	-	0.000	0.000	Merged-chr14-75328241-8
NR2733--MA0659.1.MAFG	chr11	106994504	106994524	-	0.000	0.000	Merged-chr11-106994404-9
NR3761--MA0501.1.MAF::NFE2	chr13	45623915	45623929	-	0.000	0.000	Merged-chr13-45624002-39
NR8792--MA0501.1.MAF::NFE2	chr3	9833530	9833544	-	0.000	0.000	Merged-chr3-9833444-80
NR9205--MA0591.1.Bach1::Mafk	chr3	95015675	95015689	+	0.000	0.000	Merged-chr3-95015895-108
NR11917--MA0496.2.MAFK	chr6	83428485	83428503	-	0.000	0.000	Merged-chr6-83428521-21
NR14236--MA0089.1.MAFG::NFE2L1	chr9	43545304	43545309	+	0.000	0.000	Merged-chr9-43545263-46
NR9402--MA0089.1.MAFG::NFE2L1	chr3	121872946	121872951	+	0.000	0.000	Merged-chr3-121872910-8
NR3930--MA0117.2.Mafb	chr13	75053923	75053934	+	0.000	0.000	Merged-chr13-75053881-13
NR12960--MA0659.1.MAFG	chr7	98995279	98995299	-	0.000	0.000	Merged-chr7-98995432-21
NR10986--MA0117.2.Mafb	chr5	74132971	74132982	-	0.000	0.000	Merged-chr5-74132835-25
NR7595--MA0591.1.Bach1::Mafk	chr2	31172202	31172216	+	0.000	0.000	Merged-chr2-31172206-22
NR8936--MA0591.1.Bach1::Mafk	chr3	52369331	52369345	+	0.000	0.000	Merged-chr3-52369347-12
NR8002--MA0501.1.MAF::NFE2	chr2	93454541	93454555	+	0.000	0.000	Merged-chr2-93454506-54
NR5591--MA0501.1.MAF::NFE2	chr16	24953194	24953208	+	0.000	0.000	Merged-chr16-24953085-11
NR11963--MA0591.1.Bach1::Mafk	chr6	91713071	91713085	-	0.000	0.000	Merged-chr6-91712946-25
NR11248--MA0089.1.MAFG::NFE2L1	chr5	113366119	113366124	+	0.000	0.000	Merged-chr5-113366086-12
NR256--MA0501.1.MAF::NFE2	chr1	60539502	60539516	-	0.000	0.000	Merged-chr1-60539512-30
NR3339--MA0089.1.MAFG::NFE2L1	chr12	105009160	105009165	+	0.000	0.000	Merged-chr12-105009031-28
NR2162--MA0496.2.MAFK	chr11	5099438	5099456	+	0.000	0.000	Merged-chr11-5099369-106
NR4203--MA0496.2.MAFK	chr13	112385234	112385252	-	0.000	0.000	Merged-chr13-112385232-32
NR4653--MA0501.1.MAF::NFE2	chr14	62870561	62870575	-	0.000	0.000	Merged-chr14-62870465-48
NR13309--MA0496.2.MAFK	chr7	138886413	138886431	+	0.000	0.000	Merged-chr7-138886601-6
NR10419--MA0089.1.MAFG::NFE2L1	chr4	134714130	134714135	-	0.000	0.000	Merged-chr4-134714108-20
NR2612--MA0117.2.Mafb	chr11	90225309	90225320	+	0.000	0.000	Merged-chr11-90225249-59
NR7874--MA0591.1.Bach1::Mafk	chr2	75823975	75823989	+	0.000	0.000	Merged-chr2-75823994-29
NR5322--MA0117.2.Mafb	chr15	77970849	77970860	-	0.000	0.000	Merged-chr15-77970844-78
NR14645--MA0496.2.MAFK	chr9	108150736	108150754	-	0.000	0.000	Merged-chr9-108150702-30
NR9588--MA0501.1.MAF::NFE2	chr3	144432276	144432290	-	0.000	0.000	Merged-chr3-144432353-38
NR3272--MA0117.2.Mafb	chr12	98901219	98901230	+	0.000	0.000	Merged-chr12-98901139-88
NR14352--MA0659.1.MAFG	chr9	62425367	62425387	+	0.000	0.000	Merged-chr9-62425384-15
NR382--MA0089.1.MAFG::NFE2L1	chr1	82429288	82429293	-	0.000	0.000	Merged-chr1-82429225-23
NR12378--MA0117.2.Mafb	chr6	135323653	135323664	+	0.000	0.000	Merged-chr6-135323622-79
NR9143--MA0591.1.Bach1::Mafk	chr3	89727210	89727224	+	0.000	0.000	Merged-chr3-89727230-25
NR1527--MA0659.1.MAFG	chr10	45635338	45635358	-	0.000	0.000	Merged-chr10-45635407-27
NR5866--MA0496.2.MAFK	chr16	65351163	65351181	-	0.000	0.000	Merged-chr16-65351191-13
NR2939--MA0117.2.Mafb	chr12	33284590	33284601	+	0.000	0.000	Merged-chr12-33284674-45
NR5573--MA0659.1.MAFG	chr16	23274635	23274655	+	0.000	0.000	Merged-chr16-23274580-84
NR5545--MA0501.1.MAF::NFE2	chr16	20395759	20395773	+	0.000	0.000	Merged-chr16-20395593-4
NR5772--MA0496.2.MAFK	chr16	50737728	50737746	+	0.000	0.000	Merged-chr16-50737708-13
NR10943--MA0591.1.Bach1::Mafk	chr5	65950997	65951011	+	0.000	0.000	Merged-chr5-65951105-46
NR8474--MA0501.1.MAF::NFE2	chr2	150645488	150645502	-	0.000	0.000	Merged-chr2-150645418-8
NR872--MA0117.2.Mafb	chr1	155006653	155006664	+	0.000	0.000	Merged-chr1-155006660-49
NR5546--MA0117.2.Mafb	chr16	20496838	20496849	-	0.000	0.000	Merged-chr16-20496869-26
NR13871--MA0089.1.MAFG::NFE2L1	chr8	107437217	107437222	-	0.000	0.000	Merged-chr8-107437181-10
NR8028--MA0659.1.MAFG	chr2	101678594	101678614	-	0.000	0.000	Merged-chr2-101678794-92
NR3324--MA0089.1.MAFG::NFE2L1	chr12	103995362	103995367	-	0.000	0.000	Merged-chr12-103995489-26
NR3270--MA0496.2.MAFK	chr12	98674815	98674833	-	0.000	0.000	Merged-chr12-98674935-52
NR6303--MA0495.2.MAFF	chr17	35064968	35064988	+	0.000	0.000	Merged-chr17-35065202-25
NR13726--MA0591.1.Bach1::Mafk	chr8	84908546	84908560	-	0.000	0.000	Merged-chr8-84908616-54
NR2396--MA0501.1.MAF::NFE2	chr11	52334080	52334094	-	0.000	0.000	Merged-chr11-52333936-11
NR11448--MA0089.1.MAFG::NFE2L1	chr5	147049418	147049423	+	0.000	0.000	Merged-chr5-147049236-7
NR11150--MA0591.1.Bach1::Mafk	chr5	103367071	103367085	-	0.000	0.000	Merged-chr5-103367276-46
NR14896--MA0496.2.MAFK	chrX	71468814	71468832	+	0.000	0.000	Merged-chrX-71468864-48
NR10594--MA0089.1.MAFG::NFE2L1	chr4	154899154	154899159	+	0.000	0.000	Merged-chr4-154899180-52
NR4340--MA0089.1.MAFG::NFE2L1	chr14	9090172	9090177	-	0.000	0.000	Merged-chr14-9090049-14
NR8267--MA0501.1.MAF::NFE2	chr2	126284279	126284293	-	0.000	0.000	Merged-chr2-126284232-9
NR6424--MA0495.2.MAFF	chr17	56997299	56997319	+	0.000	0.000	Merged-chr17-56997354-48
NR874--MA0501.1.MAF::NFE2	chr1	155029375	155029389	-	0.000	0.000	Merged-chr1-155029443-27
NR5233--MA0591.1.Bach1::Mafk	chr15	62145431	62145445	-	0.000	0.000	Merged-chr15-62145292-46
NR12605--MA0495.2.MAFF	chr7	19872430	19872450	-	0.000	0.000	Merged-chr7-19872321-3
NR13318--MA0089.1.MAFG::NFE2L1	chr7	139914333	139914338	-	0.000	0.000	Merged-chr7-139914511-29
NR3626--MA0089.1.MAFG::NFE2L1	chr13	24487237	24487242	+	0.000	0.000	Merged-chr13-24487447-67
NR940--MA0591.1.Bach1::Mafk	chr1	162773895	162773909	+	0.000	0.000	Merged-chr1-162773825-31
NR7061--MA0496.2.MAFK	chr18	80554954	80554972	-	0.000	0.000	Merged-chr18-80555147-42
NR3019--MA0591.1.Bach1::Mafk	chr12	52382987	52383001	-	0.000	0.000	Merged-chr12-52383146-23
NR13899--MA0591.1.Bach1::Mafk	chr8	110993045	110993059	+	0.000	0.000	Merged-chr8-110993131-10
NR2106--MA0591.1.Bach1::Mafk	chr10	127662310	127662324	-	0.000	0.000	Merged-chr10-127662313-49
NR10315--MA0117.2.Mafb	chr4	120815857	120815868	-	0.000	0.000	Merged-chr4-120815867-58
NR1095--MA0496.2.MAFK	chr1	181261215	181261233	-	0.000	0.000	Merged-chr1-181261225-12
NR1418--MA0495.2.MAFF	chr10	26325616	26325636	+	0.000	0.000	Merged-chr10-26325461-56
NR4385--MA0659.1.MAFG	chr14	20253559	20253579	+	0.000	0.000	Merged-chr14-20253489-29
NR5834--MA0591.1.Bach1::Mafk	chr16	58519869	58519883	+	0.000	0.000	Merged-chr16-58519695-16
NR3021--MA0591.1.Bach1::Mafk	chr12	52504106	52504120	+	0.000	0.000	Merged-chr12-52504054-125
NR2946--MA0496.2.MAFK	chr12	34562526	34562544	-	0.000	0.000	Merged-chr12-34562596-10
NR10781--MA0089.1.MAFG::NFE2L1	chr5	34822878	34822883	-	0.000	0.000	Merged-chr5-34822830-22
NR5919--MA0591.1.Bach1::Mafk	chr16	76409432	76409446	-	0.000	0.000	Merged-chr16-76409543-10
NR7103--MA0591.1.Bach1::Mafk	chr18	83227446	83227460	+	0.000	0.000	Merged-chr18-83227458-1
NR3928--MA0089.1.MAFG::NFE2L1	chr13	73798426	73798431	-	0.000	0.000	Merged-chr13-73798254-1
NR5224--MA0117.2.Mafb	chr15	59726087	59726098	+	0.000	0.000	Merged-chr15-59726056-17
NR11365--MA0591.1.Bach1::Mafk	chr5	136550859	136550873	-	0.000	0.000	Merged-chr5-136550897-14
NR13998--MA0501.1.MAF::NFE2	chr8	124046011	124046025	-	0.000	0.000	Merged-chr8-124045987-6
NR6039--MA0591.1.Bach1::Mafk	chr16	93733046	93733060	-	0.000	0.000	Merged-chr16-93733096-23
NR10302--MA0089.1.MAFG::NFE2L1	chr4	119415501	119415506	-	0.000	0.000	Merged-chr4-119415497-57
NR13925--MA0117.2.Mafb	chr8	114205783	114205794	+	0.000	0.000	Merged-chr8-114205640-19
NR9144--MA0501.1.MAF::NFE2	chr3	89727213	89727227	+	0.000	0.000	Merged-chr3-89727230-25
NR6727--MA0089.1.MAFG::NFE2L1	chr18	25554845	25554850	+	0.000	0.000	Merged-chr18-25554898-22
NR13216--MA0089.1.MAFG::NFE2L1	chr7	128690379	128690384	-	0.000	0.000	Merged-chr7-128690319-14
NR12853--MA0089.1.MAFG::NFE2L1	chr7	80368912	80368917	-	0.000	0.000	Merged-chr7-80368780-1
NR5873--MA0089.1.MAFG::NFE2L1	chr16	70007187	70007192	+	0.000	0.000	Merged-chr16-70007136-17
NR3734--MA0659.1.MAFG	chr13	44260146	44260166	-	0.000	0.000	Merged-chr13-44260111-9
NR1863--MA0501.1.MAF::NFE2	chr10	94426274	94426288	+	0.000	0.000	Merged-chr10-94426440-41
NR10454--MA0117.2.Mafb	chr4	141559526	141559537	-	0.000	0.000	Merged-chr4-141559533-121
NR8833--MA0501.1.MAF::NFE2	chr3	27209993	27210007	-	0.000	0.000	Merged-chr3-27210053-38
NR9906--MA0117.2.Mafb	chr4	47716211	47716222	+	0.000	0.000	Merged-chr4-47716164-4
NR10719--MA0089.1.MAFG::NFE2L1	chr5	21412258	21412263	+	0.000	0.000	Merged-chr5-21412205-6
NR5299--MA0591.1.Bach1::Mafk	chr15	75117650	75117664	-	0.000	0.000	Merged-chr15-75117668-42
NR299--MA0501.1.MAF::NFE2	chr1	71576224	71576238	-	0.000	0.000	Merged-chr1-71576177-1
NR11648--MA0089.1.MAFG::NFE2L1	chr6	33004674	33004679	+	0.000	0.000	Merged-chr6-33004502-19
NR5242--MA0117.2.Mafb	chr15	62482431	62482442	+	0.000	0.000	Merged-chr15-62482463-45
NR5795--MA0501.1.MAF::NFE2	chr16	52292837	52292851	+	0.000	0.000	Merged-chr16-52292729-42
NR14823--MA0501.1.MAF::NFE2	chrX	11691269	11691283	-	0.000	0.000	Merged-chrX-11691222-6
NR13472--MA0591.1.Bach1::Mafk	chr8	26963559	26963573	+	0.000	0.000	Merged-chr8-26963598-35
NR11157--MA0089.1.MAFG::NFE2L1	chr5	103680516	103680521	-	0.000	0.000	Merged-chr5-103680526-14
NR11638--MA0117.2.Mafb	chr6	31219077	31219088	+	0.000	0.000	Merged-chr6-31219106-11
NR14272--MA0659.1.MAFG	chr9	45247852	45247872	-	0.000	0.000	Merged-chr9-45247703-45
NR10794--MA0089.1.MAFG::NFE2L1	chr5	36465043	36465048	+	0.000	0.000	Merged-chr5-36465079-55
NR201--MA0117.2.Mafb	chr1	51592553	51592564	+	0.000	0.000	Merged-chr1-51592630-1
NR5093--MA0089.1.MAFG::NFE2L1	chr15	31649912	31649917	+	0.000	0.000	Merged-chr15-31649789-27
NR12401--MA0117.2.Mafb	chr6	137747670	137747681	-	0.000	0.000	Merged-chr6-137747725-33
NR5609--MA0089.1.MAFG::NFE2L1	chr16	30067035	30067040	+	0.000	0.000	Merged-chr16-30066931-47
NR8874--MA0089.1.MAFG::NFE2L1	chr3	35693043	35693048	-	0.000	0.000	Merged-chr3-35693238-43
NR14803--MA0495.2.MAFF	chrX	7308346	7308366	-	0.000	0.000	Merged-chrX-7308441-13
NR10345--MA0591.1.Bach1::Mafk	chr4	124695952	124695966	+	0.000	0.000	Merged-chr4-124696004-25
NR7454--MA0089.1.MAFG::NFE2L1	chr2	3742814	3742819	-	0.000	0.000	Merged-chr2-3742681-34
NR9821--MA0501.1.MAF::NFE2	chr4	24569373	24569387	-	0.000	0.000	Merged-chr4-24569297-30
NR4755--MA0089.1.MAFG::NFE2L1	chr14	74847773	74847778	+	0.000	0.000	Merged-chr14-74847708-53
NR2596--MA0089.1.MAFG::NFE2L1	chr11	86624530	86624535	-	0.000	0.000	Merged-chr11-86624418-56
NR14599--MA0659.1.MAFG	chr9	102587546	102587566	+	0.000	0.000	Merged-chr9-102587549-11
NR13229--MA0089.1.MAFG::NFE2L1	chr7	130774229	130774234	-	0.000	0.000	Merged-chr7-130774226-12
NR3515--MA0591.1.Bach1::Mafk	chr12	119388105	119388119	+	0.000	0.000	Merged-chr12-119388101-32
NR12198--MA0495.2.MAFF	chr6	120955347	120955367	-	0.000	0.000	Merged-chr6-120955395-24
NR4806--MA0117.2.Mafb	chr14	86239036	86239047	-	0.000	0.000	Merged-chr14-86238911-3
NR2002--MA0089.1.MAFG::NFE2L1	chr10	118166252	118166257	+	0.000	0.000	Merged-chr10-118166257-15
NR14151--MA0117.2.Mafb	chr9	21680091	21680102	-	0.000	0.000	Merged-chr9-21680027-16
NR7178--MA0496.2.MAFK	chr19	8997797	8997815	+	0.000	0.000	Merged-chr19-8997882-60
NR3300--MA0659.1.MAFG	chr12	102588572	102588592	+	0.000	0.000	Merged-chr12-102588735-27
NR4746--MA0501.1.MAF::NFE2	chr14	73472449	73472463	+	0.000	0.000	Merged-chr14-73472602-8
NR3637--MA0089.1.MAFG::NFE2L1	chr13	28519961	28519966	-	0.000	0.000	Merged-chr13-28519917-5
NR1478--MA0089.1.MAFG::NFE2L1	chr10	40025322	40025327	-	0.000	0.000	Merged-chr10-40025208-45
NR1107--MA0659.1.MAFG	chr1	182224035	182224055	+	0.000	0.000	Merged-chr1-182224037-19
NR2736--MA0496.2.MAFK	chr11	106994505	106994523	-	0.000	0.000	Merged-chr11-106994404-9
NR5587--MA0117.2.Mafb	chr16	24238521	24238532	-	0.000	0.000	Merged-chr16-24238458-30
NR173--MA0501.1.MAF::NFE2	chr1	43163964	43163978	-	0.000	0.000	Merged-chr1-43163775-67
NR5231--MA0496.2.MAFK	chr15	61539015	61539033	-	0.000	0.000	Merged-chr15-61539170-27
NR2644--MA0501.1.MAF::NFE2	chr11	96435094	96435108	-	0.000	0.000	Merged-chr11-96435210-8
NR12081--MA0496.2.MAFK	chr6	108895317	108895335	+	0.000	0.000	Merged-chr6-108895381-27
NR1114--MA0495.2.MAFF	chr1	182528172	182528192	+	0.000	0.000	Merged-chr1-182528373-67
NR6213--MA0591.1.Bach1::Mafk	chr17	24417528	24417542	-	0.000	0.000	Merged-chr17-24417399-4
NR9815--MA0495.2.MAFF	chr4	24569373	24569393	+	0.000	0.000	Merged-chr4-24569297-30
NR10475--MA0591.1.Bach1::Mafk	chr4	144916724	144916738	+	0.000	0.000	Merged-chr4-144916675-7
