#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.up.bed
NR51670--MA0493.1.Klf1	chr5	103692337	103692347	-	0.000	0.000	Merged-chr5-103692321-99
NR33117--MA0742.1.Klf12	chr19	6341105	6341119	+	0.000	0.000	Merged-chr19-6341115-68
NR4138--MA0741.1.KLF16	chr1	177983350	177983360	+	0.000	0.000	Merged-chr1-177983581-103
NR28277--MA0493.1.Klf1	chr17	27907768	27907778	+	0.000	0.000	Merged-chr17-27907698-19
NR4409--MA0741.1.KLF16	chr1	183298396	183298406	+	0.000	0.000	Merged-chr1-183298283-17
NR28197--MA0599.1.KLF5	chr17	27027660	27027669	-	0.000	0.000	Merged-chr17-27027661-33
NR47714--MA0599.1.KLF5	chr4	132946598	132946607	-	0.000	0.000	Merged-chr4-132946711-2
NR65599--MA0741.1.KLF16	chr8	75084106	75084116	-	0.000	0.000	Merged-chr8-75083999-30
NR45879--MA0599.1.KLF5	chr4	63544714	63544723	+	0.000	0.000	Merged-chr4-63544778-69
NR34645--MA0740.1.KLF14	chr19	60755939	60755952	+	0.000	0.000	Merged-chr19-60755904-7
NR21207--MA1107.1.KLF9	chr14	79587564	79587576	+	0.000	0.000	Merged-chr14-79587561-73
NR34916--MA0740.1.KLF14	chr2	13575062	13575075	+	0.000	0.000	Merged-chr2-13575035-10
NR60065--MA0599.1.KLF5	chr7	35334013	35334022	-	0.000	0.000	Merged-chr7-35333987-100
NR47937--MA0657.1.KLF13	chr4	135198109	135198126	+	0.000	0.000	Merged-chr4-135197991-22
NR62106--MA0599.1.KLF5	chr7	111082852	111082861	-	0.000	0.000	Merged-chr7-111082793-116
NR48972--MA0741.1.KLF16	chr4	154105752	154105762	-	0.000	0.000	Merged-chr4-154105612-38
NR33281--MA0741.1.KLF16	chr19	9135092	9135102	+	0.000	0.000	Merged-chr19-9135336-75
NR12872--MA0599.1.KLF5	chr11	115708616	115708625	+	0.000	0.000	Merged-chr11-115708587-76
NR51366--MA0741.1.KLF16	chr5	96162609	96162619	-	0.000	0.000	Merged-chr5-96162542-132
NR47391--MA0493.1.Klf1	chr4	128727549	128727559	+	0.000	0.000	Merged-chr4-128727871-94
NR33552--MA0741.1.KLF16	chr19	25672364	25672374	-	0.000	0.000	Merged-chr19-25672402-22
NR23540--MA0599.1.KLF5	chr15	76576501	76576510	+	0.000	0.000	Merged-chr15-76576495-44
NR32929--MA0742.1.Klf12	chr19	4615773	4615787	-	0.000	0.000	Merged-chr19-4615654-40
NR3614--MA0599.1.KLF5	chr1	165194482	165194491	-	0.000	0.000	Merged-chr1-165194301-85
NR59685--MA0741.1.KLF16	chr7	27508262	27508272	-	0.000	0.000	Merged-chr7-27508351-96
NR1604--MA0741.1.KLF16	chr1	88576007	88576017	-	0.000	0.000	Merged-chr1-88576113-71
NR17962--MA1107.1.KLF9	chr13	93990319	93990331	-	0.000	0.000	Merged-chr13-93990352-84
NR28678--MA0657.1.KLF13	chr17	34187393	34187410	-	0.000	0.000	Merged-chr17-34187443-76
NR4274--MA0599.1.KLF5	chr1	180850907	180850916	+	0.000	0.000	Merged-chr1-180850855-72
NR13138--MA0741.1.KLF16	chr11	119056739	119056749	+	0.000	0.000	Merged-chr11-119056911-9
NR20811--MA1107.1.KLF9	chr14	68078500	68078512	+	0.000	0.000	Merged-chr14-68078565-20
NR31938--MA0741.1.KLF16	chr18	65430913	65430923	+	0.000	0.000	Merged-chr18-65430843-87
NR13409--MA0741.1.KLF16	chr12	8521787	8521797	+	0.000	0.000	Merged-chr12-8521654-50
NR32015--MA0599.1.KLF5	chr18	67212685	67212694	+	0.000	0.000	Merged-chr18-67212775-57
NR12505--MA0599.1.KLF5	chr11	106612993	106613002	+	0.000	0.000	Merged-chr11-106612974-112
NR23727--MA1107.1.KLF9	chr15	79224932	79224944	-	0.000	0.000	Merged-chr15-79224869-14
NR60367--MA0740.1.KLF14	chr7	45211900	45211913	+	0.000	0.000	Merged-chr7-45211894-24
NR4256--MA0742.1.Klf12	chr1	180726285	180726299	-	0.000	0.000	Merged-chr1-180726071-59
NR12844--MA1107.1.KLF9	chr11	115461898	115461910	-	0.000	0.000	Merged-chr11-115461970-11
NR24939--MA0599.1.KLF5	chr15	103258417	103258426	-	0.000	0.000	Merged-chr15-103258343-65
NR854--MA0039.3.KLF4	chr1	58797426	58797436	+	0.000	0.000	Merged-chr1-58797535-46
NR31022--MA0039.3.KLF4	chr18	23828649	23828659	-	0.000	0.000	Merged-chr18-23828715-22
NR47664--MA0742.1.Klf12	chr4	132329588	132329602	-	0.000	0.000	Merged-chr4-132329492-60
NR68118--MA0741.1.KLF16	chr9	31211873	31211883	+	0.000	0.000	Merged-chr9-31211648-90
NR47459--MA0742.1.Klf12	chr4	129508045	129508059	-	0.000	0.000	Merged-chr4-129508062-20
NR71703--MA0741.1.KLF16	chrX	9272621	9272631	-	0.000	0.000	Merged-chrX-9272776-84
NR63371--MA0742.1.Klf12	chr7	136270326	136270340	+	0.000	0.000	Merged-chr7-136270364-24
NR16890--MA1107.1.KLF9	chr13	49371711	49371723	+	0.000	0.000	Merged-chr13-49371654-30
NR48280--MA0599.1.KLF5	chr4	140724138	140724147	-	0.000	0.000	Merged-chr4-140723991-19
NR69273--MA0741.1.KLF16	chr9	66910890	66910900	-	0.000	0.000	Merged-chr9-66910913-26
NR25819--MA0741.1.KLF16	chr16	33073105	33073115	-	0.000	0.000	Merged-chr16-33073178-28
NR63839--MA0039.3.KLF4	chr7	143644104	143644114	-	0.000	0.000	Merged-chr7-143644190-29
NR14358--MA0599.1.KLF5	chr12	69184148	69184157	-	0.000	0.000	Merged-chr12-69184335-85
NR23868--MA0741.1.KLF16	chr15	81190778	81190788	+	0.000	0.000	Merged-chr15-81190836-57
NR71521--MA0599.1.KLF5	chr9	123478655	123478664	+	0.000	0.000	Merged-chr9-123478812-84
NR20628--MA0742.1.Klf12	chr14	61556960	61556974	-	0.000	0.000	Merged-chr14-61556804-76
NR49698--MA0740.1.KLF14	chr5	25529712	25529725	-	0.000	0.000	Merged-chr5-25529854-76
NR66479--MA0599.1.KLF5	chr8	105835631	105835640	+	0.000	0.000	Merged-chr8-105835555-20
NR72118--MA0493.1.Klf1	chrX	71474485	71474495	+	0.000	0.000	Merged-chrX-71474506-18
NR48128--MA0599.1.KLF5	chr4	137909501	137909510	-	0.000	0.000	Merged-chr4-137909682-19
NR42442--MA0741.1.KLF16	chr3	103809499	103809509	+	0.000	0.000	Merged-chr3-103809484-100
NR70529--MA0741.1.KLF16	chr9	104269540	104269550	+	0.000	0.000	Merged-chr9-104269530-16
NR55381--MA0599.1.KLF5	chr6	51287895	51287904	-	0.000	0.000	Merged-chr6-51287938-60
NR21529--MA0039.3.KLF4	chr14	103477492	103477502	+	0.000	0.000	Merged-chr14-103477505-31
NR23509--MA0599.1.KLF5	chr15	76199485	76199494	+	0.000	0.000	Merged-chr15-76199609-68
NR6775--MA1107.1.KLF9	chr10	76468903	76468915	+	0.000	0.000	Merged-chr10-76468895-48
NR5673--MA0741.1.KLF16	chr10	39731477	39731487	-	0.000	0.000	Merged-chr10-39731442-1
NR68272--MA0740.1.KLF14	chr9	37490036	37490049	-	0.000	0.000	Merged-chr9-37489894-6
NR35808--MA0493.1.Klf1	chr2	33025263	33025273	-	0.000	0.000	Merged-chr2-33025277-16
NR32598--MA0740.1.KLF14	chr18	82475073	82475086	+	0.000	0.000	Merged-chr18-82475185-33
NR52313--MA0599.1.KLF5	chr5	117287646	117287655	+	0.000	0.000	Merged-chr5-117287576-66
NR53426--MA0741.1.KLF16	chr5	136245002	136245012	+	0.000	0.000	Merged-chr5-136244958-39
NR13286--MA0599.1.KLF5	chr11	121204192	121204201	+	0.000	0.000	Merged-chr11-121204419-68
NR53188--MA0599.1.KLF5	chr5	134275723	134275732	-	0.000	0.000	Merged-chr5-134275761-27
NR28295--MA0493.1.Klf1	chr17	28080671	28080681	-	0.000	0.000	Merged-chr17-28080670-10
NR38398--MA0741.1.KLF16	chr2	132511674	132511684	-	0.000	0.000	Merged-chr2-132511544-14
NR17203--MA0657.1.KLF13	chr13	58157605	58157622	-	0.000	0.000	Merged-chr13-58157645-3
NR10218--MA0599.1.KLF5	chr11	53852030	53852039	-	0.000	0.000	Merged-chr11-53851984-46
NR10856--MA0741.1.KLF16	chr11	70452339	70452349	-	0.000	0.000	Merged-chr11-70452160-76
NR9490--MA0741.1.KLF16	chr11	20561489	20561499	-	0.000	0.000	Merged-chr11-20561447-13
NR72634--MA0740.1.KLF14	chrX	150813212	150813225	+	0.000	0.000	Merged-chrX-150813149-62
NR33659--MA1107.1.KLF9	chr19	32186702	32186714	+	0.000	0.000	Merged-chr19-32186788-54
NR618--MA0493.1.Klf1	chr1	43224459	43224469	-	0.000	0.000	Merged-chr1-43224405-37
NR56001--MA0599.1.KLF5	chr6	83033488	83033497	-	0.000	0.000	Merged-chr6-83033579-6
NR3990--MA0599.1.KLF5	chr1	172549527	172549536	-	0.000	0.000	Merged-chr1-172549592-17
NR29790--MA0740.1.KLF14	chr17	65954079	65954092	-	0.000	0.000	Merged-chr17-65954196-36
NR54290--MA1107.1.KLF9	chr5	149246286	149246298	+	0.000	0.000	Merged-chr5-149246178-51
NR55358--MA0741.1.KLF16	chr6	50597011	50597021	+	0.000	0.000	Merged-chr6-50596805-84
NR27312--MA1107.1.KLF9	chr16	97462999	97463011	+	0.000	0.000	Merged-chr16-97462987-69
NR68227--MA0741.1.KLF16	chr9	35267840	35267850	+	0.000	0.000	Merged-chr9-35267838-70
NR25814--MA0599.1.KLF5	chr16	33073106	33073115	-	0.000	0.000	Merged-chr16-33073178-28
NR23979--MA0599.1.KLF5	chr15	83149392	83149401	-	0.000	0.000	Merged-chr15-83149470-115
NR48373--MA1107.1.KLF9	chr4	141454606	141454618	+	0.000	0.000	Merged-chr4-141454791-49
NR58588--MA0740.1.KLF14	chr6	145284478	145284491	-	0.000	0.000	Merged-chr6-145284477-26
NR50599--MA0599.1.KLF5	chr5	63943576	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR42281--MA0039.3.KLF4	chr3	101288145	101288155	-	0.000	0.000	Merged-chr3-101288021-52
NR48853--MA0657.1.KLF13	chr4	151996273	151996290	-	0.000	0.000	Merged-chr4-151996356-68
NR43255--MA1107.1.KLF9	chr3	130691422	130691434	+	0.000	0.000	Merged-chr3-130691489-97
NR28048--MA0741.1.KLF16	chr17	24426616	24426626	-	0.000	0.000	Merged-chr17-24426748-47
NR1560--MA0742.1.Klf12	chr1	87828368	87828382	+	0.000	0.000	Merged-chr1-87828412-48
NR69743--MA1107.1.KLF9	chr9	79792955	79792967	+	0.000	0.000	Merged-chr9-79792846-1
NR34024--MA0741.1.KLF16	chr19	44248312	44248322	+	0.000	0.000	Merged-chr19-44248363-61
NR70757--MA1107.1.KLF9	chr9	108578798	108578810	+	0.000	0.000	Merged-chr9-108578687-51
NR18825--MA0599.1.KLF5	chr13	113635890	113635899	-	0.000	0.000	Merged-chr13-113636037-42
NR53618--MA0599.1.KLF5	chr5	139200487	139200496	+	0.000	0.000	Merged-chr5-139200550-72
NR57068--MA0493.1.Klf1	chr6	115847227	115847237	-	0.000	0.000	Merged-chr6-115847146-35
NR35450--MA0741.1.KLF16	chr2	27442340	27442350	+	0.000	0.000	Merged-chr2-27442428-51
NR5848--MA0741.1.KLF16	chr10	43984079	43984089	+	0.000	0.000	Merged-chr10-43984044-26
NR61586--MA0741.1.KLF16	chr7	97081546	97081556	-	0.000	0.000	Merged-chr7-97081446-1
NR41076--MA0493.1.Klf1	chr3	54567518	54567528	+	0.000	0.000	Merged-chr3-54567528-25
NR7193--MA0039.3.KLF4	chr10	81127652	81127662	+	0.000	0.000	Merged-chr10-81127720-40
NR68332--MA0599.1.KLF5	chr9	40747148	40747157	-	0.000	0.000	Merged-chr9-40746987-16
NR39519--MA0599.1.KLF5	chr2	165326640	165326649	+	0.000	0.000	Merged-chr2-165326643-68
NR9244--MA0493.1.Klf1	chr11	5005465	5005475	+	0.000	0.000	Merged-chr11-5005546-13
NR24051--MA0039.3.KLF4	chr15	84313579	84313589	+	0.000	0.000	Merged-chr15-84313700-40
NR51450--MA0742.1.Klf12	chr5	99252909	99252923	+	0.000	0.000	Merged-chr5-99252869-81
NR10889--MA0493.1.Klf1	chr11	70777451	70777461	+	0.000	0.000	Merged-chr11-70777369-17
NR44483--MA0741.1.KLF16	chr4	8843043	8843053	-	0.000	0.000	Merged-chr4-8842999-47
NR11432--MA1107.1.KLF9	chr11	83185898	83185910	-	0.000	0.000	Merged-chr11-83185820-16
NR44754--MA0741.1.KLF16	chr4	26346903	26346913	-	0.000	0.000	Merged-chr4-26346644-81
NR14142--MA1107.1.KLF9	chr12	52824990	52825002	-	0.000	0.000	Merged-chr12-52824887-17
NR69771--MA0742.1.Klf12	chr9	81627150	81627164	+	0.000	0.000	Merged-chr9-81627091-24
NR43919--MA0599.1.KLF5	chr3	148419634	148419643	-	0.000	0.000	Merged-chr3-148419698-33
NR24943--MA0493.1.Klf1	chr15	103305255	103305265	+	0.000	0.000	Merged-chr15-103305351-50
NR70682--MA0599.1.KLF5	chr9	107551187	107551196	+	0.000	0.000	Merged-chr9-107551360-55
NR1130--MA0599.1.KLF5	chr1	72123745	72123754	-	0.000	0.000	Merged-chr1-72123822-28
NR7790--MA0599.1.KLF5	chr10	93882864	93882873	-	0.000	0.000	Merged-chr10-93883012-34
NR70344--MA0657.1.KLF13	chr9	99140327	99140344	+	0.000	0.000	Merged-chr9-99140215-90
NR42598--MA0741.1.KLF16	chr3	108383923	108383933	-	0.000	0.000	Merged-chr3-108383794-50
NR57636--MA1107.1.KLF9	chr6	127575263	127575275	+	0.000	0.000	Merged-chr6-127575169-36
NR35194--MA1107.1.KLF9	chr2	23571762	23571774	-	0.000	0.000	Merged-chr2-23571893-78
NR28402--MA1107.1.KLF9	chr17	29155893	29155905	+	0.000	0.000	Merged-chr17-29155963-15
NR47677--MA0742.1.Klf12	chr4	132749050	132749064	-	0.000	0.000	Merged-chr4-132748989-25
NR24854--MA0599.1.KLF5	chr15	101973883	101973892	+	0.000	0.000	Merged-chr15-101973849-27
NR57189--MA0493.1.Klf1	chr6	119199130	119199140	+	0.000	0.000	Merged-chr6-119199024-52
NR33338--MA0599.1.KLF5	chr19	11045231	11045240	-	0.000	0.000	Merged-chr19-11045347-81
NR22455--MA0599.1.KLF5	chr15	25865888	25865897	-	0.000	0.000	Merged-chr15-25865817-16
NR33151--MA0741.1.KLF16	chr19	6858018	6858028	+	0.000	0.000	Merged-chr19-6858226-46
NR25020--MA0039.3.KLF4	chr16	4863121	4863131	+	0.000	0.000	Merged-chr16-4863124-25
NR13070--MA1107.1.KLF9	chr11	117781012	117781024	-	0.000	0.000	Merged-chr11-117781135-87
NR15326--MA1107.1.KLF9	chr12	102699346	102699358	+	0.000	0.000	Merged-chr12-102699394-36
NR11572--MA0599.1.KLF5	chr11	88087051	88087060	-	0.000	0.000	Merged-chr11-88087122-32
NR15288--MA0741.1.KLF16	chr12	101958221	101958231	+	0.000	0.000	Merged-chr12-101958185-60
NR5104--MA0493.1.Klf1	chr10	7473692	7473702	-	0.000	0.000	Merged-chr10-7473929-104
NR22240--MA0599.1.KLF5	chr15	5116466	5116475	-	0.000	0.000	Merged-chr15-5116701-74
NR8974--MA0599.1.KLF5	chr10	128035583	128035592	+	0.000	0.000	Merged-chr10-128035577-52
NR20803--MA0493.1.Klf1	chr14	67951805	67951815	-	0.000	0.000	Merged-chr14-67951902-1
NR57641--MA0493.1.Klf1	chr6	127575361	127575371	+	0.000	0.000	Merged-chr6-127575169-36
NR21806--MA0741.1.KLF16	chr14	118132810	118132820	+	0.000	0.000	Merged-chr14-118132734-69
NR51240--MA1107.1.KLF9	chr5	92042835	92042847	+	0.000	0.000	Merged-chr5-92042823-70
NR63200--MA0493.1.Klf1	chr7	132772647	132772657	-	0.000	0.000	Merged-chr7-132772585-7
NR67472--MA0742.1.Klf12	chr8	126422434	126422448	+	0.000	0.000	Merged-chr8-126422544-63
NR9783--MA0742.1.Klf12	chr11	32580745	32580759	-	0.000	0.000	Merged-chr11-32580688-47
NR17865--MA0599.1.KLF5	chr13	89740486	89740495	+	0.000	0.000	Merged-chr13-89740261-155
NR24912--MA0741.1.KLF16	chr15	103169271	103169281	+	0.000	0.000	Merged-chr15-103169108-57
NR54156--MA1107.1.KLF9	chr5	146655614	146655626	-	0.000	0.000	Merged-chr5-146655552-37
NR71031--MA0741.1.KLF16	chr9	114546943	114546953	-	0.000	0.000	Merged-chr9-114546935-29
NR47060--MA0493.1.Klf1	chr4	119733651	119733661	-	0.000	0.000	Merged-chr4-119733692-69
NR66712--MA0599.1.KLF5	chr8	111769473	111769482	+	0.000	0.000	Merged-chr8-111769335-16
NR4291--MA1107.1.KLF9	chr1	181144039	181144051	+	0.000	0.000	Merged-chr1-181144225-73
NR12007--MA0740.1.KLF14	chr11	98400534	98400547	-	0.000	0.000	Merged-chr11-98400372-48
NR15145--MA0741.1.KLF16	chr12	98269774	98269784	+	0.000	0.000	Merged-chr12-98269804-132
NR33945--MA0741.1.KLF16	chr19	41597651	41597661	+	0.000	0.000	Merged-chr19-41597559-38
NR53305--MA0742.1.Klf12	chr5	135134165	135134179	-	0.000	0.000	Merged-chr5-135134293-53
NR31247--MA0740.1.KLF14	chr18	35562640	35562653	-	0.000	0.000	Merged-chr18-35562450-92
NR67229--MA0599.1.KLF5	chr8	122556779	122556788	-	0.000	0.000	Merged-chr8-122556749-52
NR43493--MA0493.1.Klf1	chr3	135675685	135675695	+	0.000	0.000	Merged-chr3-135675679-12
NR44831--MA0740.1.KLF14	chr4	33209745	33209758	+	0.000	0.000	Merged-chr4-33209549-46
NR33235--MA0599.1.KLF5	chr19	8786301	8786310	+	0.000	0.000	Merged-chr19-8786251-48
NR748--MA0493.1.Klf1	chr1	52578381	52578391	+	0.000	0.000	Merged-chr1-52578518-39
NR52314--MA0741.1.KLF16	chr5	117287646	117287656	+	0.000	0.000	Merged-chr5-117287576-66
NR3977--MA0599.1.KLF5	chr1	172376526	172376535	-	0.000	0.000	Merged-chr1-172376760-99
NR50905--MA0741.1.KLF16	chr5	73651228	73651238	-	0.000	0.000	Merged-chr5-73651167-69
NR47786--MA0742.1.Klf12	chr4	133672658	133672672	+	0.000	0.000	Merged-chr4-133672630-119
NR33216--MA1107.1.KLF9	chr19	8592089	8592101	-	0.000	0.000	Merged-chr19-8592238-38
NR11450--MA1107.1.KLF9	chr11	83427162	83427174	-	0.000	0.000	Merged-chr11-83427228-21
NR17348--MA0741.1.KLF16	chr13	63189570	63189580	-	0.000	0.000	Merged-chr13-63189715-33
NR40893--MA0742.1.Klf12	chr3	40894255	40894269	+	0.000	0.000	Merged-chr3-40894272-62
NR52564--MA0599.1.KLF5	chr5	123039204	123039213	-	0.000	0.000	Merged-chr5-123039299-45
NR15570--MA0740.1.KLF14	chr12	108334221	108334234	-	0.000	0.000	Merged-chr12-108333959-92
NR19812--MA0599.1.KLF5	chr14	32165739	32165748	-	0.000	0.000	Merged-chr14-32165639-52
NR53294--MA0039.3.KLF4	chr5	135106808	135106818	+	0.000	0.000	Merged-chr5-135106892-30
NR4359--MA0493.1.Klf1	chr1	182383216	182383226	-	0.000	0.000	Merged-chr1-182383219-38
NR43284--MA0742.1.Klf12	chr3	131250502	131250516	+	0.000	0.000	Merged-chr3-131250529-24
NR7069--MA0493.1.Klf1	chr10	80539297	80539307	-	0.000	0.000	Merged-chr10-80539129-37
NR65827--MA1107.1.KLF9	chr8	84004816	84004828	+	0.000	0.000	Merged-chr8-84004825-54
NR45220--MA1107.1.KLF9	chr4	44624825	44624837	-	0.000	0.000	Merged-chr4-44624836-62
NR23536--MA0599.1.KLF5	chr15	76538813	76538822	-	0.000	0.000	Merged-chr15-76538650-67
NR18774--MA0741.1.KLF16	chr13	113013586	113013596	-	0.000	0.000	Merged-chr13-113013424-80
NR58721--MA0039.3.KLF4	chr6	148896230	148896240	+	0.000	0.000	Merged-chr6-148896090-83
NR16984--MA0039.3.KLF4	chr13	53000593	53000603	+	0.000	0.000	Merged-chr13-53000704-16
NR72899--MA0740.1.KLF14	chrX	163958154	163958167	+	0.000	0.000	Merged-chrX-163958225-138
NR11199--MA0039.3.KLF4	chr11	78178407	78178417	-	0.000	0.000	Merged-chr11-78178287-75
NR42293--MA0741.1.KLF16	chr3	101570947	101570957	+	0.000	0.000	Merged-chr3-101570775-35
NR49687--MA1107.1.KLF9	chr5	25436198	25436210	+	0.000	0.000	Merged-chr5-25436255-14
NR57476--MA0740.1.KLF14	chr6	125067856	125067869	-	0.000	0.000	Merged-chr6-125067765-41
NR26349--MA0740.1.KLF14	chr16	57606879	57606892	+	0.000	0.000	Merged-chr16-57606841-64
NR27509--MA0039.3.KLF4	chr17	6743399	6743409	+	0.000	0.000	Merged-chr17-6743228-4
NR14370--MA0039.3.KLF4	chr12	69228213	69228223	+	0.000	0.000	Merged-chr12-69228126-55
NR11557--MA0657.1.KLF13	chr11	87968855	87968872	-	0.000	0.000	Merged-chr11-87968752-13
NR644--MA0039.3.KLF4	chr1	43539925	43539935	-	0.000	0.000	Merged-chr1-43540017-49
NR24514--MA0599.1.KLF5	chr15	96461033	96461042	-	0.000	0.000	Merged-chr15-96460915-125
NR53533--MA0599.1.KLF5	chr5	137721048	137721057	+	0.000	0.000	Merged-chr5-137721139-55
NR51698--MA0599.1.KLF5	chr5	104982848	104982857	-	0.000	0.000	Merged-chr5-104982699-45
NR56243--MA0599.1.KLF5	chr6	88902262	88902271	-	0.000	0.000	Merged-chr6-88902370-64
NR12187--MA0493.1.Klf1	chr11	100770752	100770762	-	0.000	0.000	Merged-chr11-100770914-54
NR17205--MA0741.1.KLF16	chr13	58157610	58157620	-	0.000	0.000	Merged-chr13-58157645-3
NR65967--MA0599.1.KLF5	chr8	86888353	86888362	-	0.000	0.000	Merged-chr8-86888287-32
NR15254--MA0741.1.KLF16	chr12	100994721	100994731	-	0.000	0.000	Merged-chr12-100994584-90
NR30412--MA1107.1.KLF9	chr17	83654862	83654874	-	0.000	0.000	Merged-chr17-83654883-58
NR8091--MA1107.1.KLF9	chr10	107868933	107868945	-	0.000	0.000	Merged-chr10-107868994-49
NR14228--MA0493.1.Klf1	chr12	55302696	55302706	+	0.000	0.000	Merged-chr12-55302892-86
NR39443--MA0599.1.KLF5	chr2	163084402	163084411	+	0.000	0.000	Merged-chr2-163084384-15
NR12929--MA0741.1.KLF16	chr11	116138899	116138909	+	0.000	0.000	Merged-chr11-116138884-66
NR28560--MA0599.1.KLF5	chr17	32201282	32201291	-	0.000	0.000	Merged-chr17-32201258-15
NR33036--MA0740.1.KLF14	chr19	5567925	5567938	-	0.000	0.000	Merged-chr19-5567991-110
NR66143--MA0493.1.Klf1	chr8	94134754	94134764	+	0.000	0.000	Merged-chr8-94134861-17
NR43309--MA0740.1.KLF14	chr3	131564644	131564657	+	0.000	0.000	Merged-chr3-131564789-65
NR25993--MA0742.1.Klf12	chr16	38679627	38679641	+	0.000	0.000	Merged-chr16-38679342-75
NR40242--MA0599.1.KLF5	chr2	180119188	180119197	+	0.000	0.000	Merged-chr2-180119421-85
NR69049--MA0039.3.KLF4	chr9	61427104	61427114	-	0.000	0.000	Merged-chr9-61427187-31
NR62630--MA0741.1.KLF16	chr7	122352045	122352055	-	0.000	0.000	Merged-chr7-122351957-38
NR51801--MA0599.1.KLF5	chr5	108132570	108132579	-	0.000	0.000	Merged-chr5-108132484-96
NR30990--MA0493.1.Klf1	chr18	20962692	20962702	-	0.000	0.000	Merged-chr18-20962550-26
NR57365--MA0741.1.KLF16	chr6	122339660	122339670	-	0.000	0.000	Merged-chr6-122339484-2
NR59782--MA0742.1.Klf12	chr7	29001255	29001269	-	0.000	0.000	Merged-chr7-29001124-75
NR65733--MA1107.1.KLF9	chr8	81012394	81012406	+	0.000	0.000	Merged-chr8-81012350-63
NR47293--MA0493.1.Klf1	chr4	125123054	125123064	+	0.000	0.000	Merged-chr4-125123148-48
NR34325--MA0599.1.KLF5	chr19	53460408	53460417	+	0.000	0.000	Merged-chr19-53460523-19
NR51529--MA0742.1.Klf12	chr5	100416268	100416282	+	0.000	0.000	Merged-chr5-100416341-60
NR38666--MA0493.1.Klf1	chr2	143992167	143992177	+	0.000	0.000	Merged-chr2-143992158-28
NR18177--MA0742.1.Klf12	chr13	98692029	98692043	-	0.000	0.000	Merged-chr13-98692096-35
NR27393--MA0741.1.KLF16	chr17	4994413	4994423	+	0.000	0.000	Merged-chr17-4994437-49
NR18185--MA0599.1.KLF5	chr13	98890439	98890448	+	0.000	0.000	Merged-chr13-98890279-2
NR29744--MA0599.1.KLF5	chr17	65558470	65558479	-	0.000	0.000	Merged-chr17-65558424-20
NR22722--MA0741.1.KLF16	chr15	38470706	38470716	+	0.000	0.000	Merged-chr15-38470739-79
NR12720--MA0741.1.KLF16	chr11	113565797	113565807	+	0.000	0.000	Merged-chr11-113565665-54
NR71934--MA0741.1.KLF16	chrX	47912422	47912432	-	0.000	0.000	Merged-chrX-47912539-47
NR5718--MA0741.1.KLF16	chr10	40349159	40349169	-	0.000	0.000	Merged-chr10-40349174-117
NR67112--MA0493.1.Klf1	chr8	120701898	120701908	-	0.000	0.000	Merged-chr8-120702084-56
NR12407--MA0599.1.KLF5	chr11	105126387	105126396	+	0.000	0.000	Merged-chr11-105126391-86
NR12515--MA0741.1.KLF16	chr11	106788648	106788658	+	0.000	0.000	Merged-chr11-106788603-141
NR7768--MA0599.1.KLF5	chr10	93614945	93614954	+	0.000	0.000	Merged-chr10-93614959-29
NR38377--MA0741.1.KLF16	chr2	132379896	132379906	-	0.000	0.000	Merged-chr2-132379852-19
NR62487--MA0599.1.KLF5	chr7	119860417	119860426	+	0.000	0.000	Merged-chr7-119860527-21
NR66908--MA0740.1.KLF14	chr8	117289161	117289174	-	0.000	0.000	Merged-chr8-117289266-15
NR30449--MA0657.1.KLF13	chr17	83854487	83854504	+	0.000	0.000	Merged-chr17-83854411-35
NR46033--MA0741.1.KLF16	chr4	83321981	83321991	+	0.000	0.000	Merged-chr4-83321868-23
NR35848--MA1107.1.KLF9	chr2	34646479	34646491	+	0.000	0.000	Merged-chr2-34646345-53
NR2444--MA0599.1.KLF5	chr1	132008050	132008059	-	0.000	0.000	Merged-chr1-132007976-127
NR29510--MA1107.1.KLF9	chr17	56350995	56351007	-	0.000	0.000	Merged-chr17-56350875-30
NR67224--MA0741.1.KLF16	chr8	122530725	122530735	+	0.000	0.000	Merged-chr8-122530722-16
NR21277--MA0741.1.KLF16	chr14	86744682	86744692	-	0.000	0.000	Merged-chr14-86744622-36
NR26353--MA0493.1.Klf1	chr16	57606879	57606889	+	0.000	0.000	Merged-chr16-57606841-64
NR29201--MA0741.1.KLF16	chr17	47221306	47221316	+	0.000	0.000	Merged-chr17-47221287-27
NR13724--MA1107.1.KLF9	chr12	25092726	25092738	-	0.000	0.000	Merged-chr12-25092783-66
NR55391--MA0657.1.KLF13	chr6	51469982	51469999	+	0.000	0.000	Merged-chr6-51470044-189
NR54838--MA0599.1.KLF5	chr6	30171460	30171469	+	0.000	0.000	Merged-chr6-30171611-7
NR64871--MA0039.3.KLF4	chr8	48425272	48425282	-	0.000	0.000	Merged-chr8-48425330-34
