#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR6323--MA0766.1.GATA5	chr3	115693560	115693567	-	0.000	0.000	Merged-chr3-115693579-13
NR443--MA0482.1.Gata4	chr1	105803092	105803102	-	0.000	0.000	Merged-chr1-105803155-19
NR4372--MA0766.1.GATA5	chr17	32350601	32350608	-	0.000	0.000	Merged-chr17-32350599-47
NR8551--MA0035.3.Gata1	chr6	144987413	144987423	-	0.000	0.000	Merged-chr6-144987357-14
NR9718--MA0482.1.Gata4	chr9	90301326	90301336	+	0.000	0.000	Merged-chr9-90301276-26
NR7148--MA0482.1.Gata4	chr4	136180262	136180272	-	0.000	0.000	Merged-chr4-136180395-76
NR9900--MA0035.3.Gata1	chrX	114474361	114474371	-	0.000	0.000	Merged-chrX-114474330-36
NR7005--MA0482.1.Gata4	chr4	95197263	95197273	-	0.000	0.000	Merged-chr4-95197383-10
NR2273--MA0035.3.Gata1	chr12	99544690	99544700	-	0.000	0.000	Merged-chr12-99544732-47
NR6361--MA0035.3.Gata1	chr3	121444111	121444121	+	0.000	0.000	Merged-chr3-121444097-11
NR5159--MA0140.2.GATA1::TAL1	chr2	16515554	16515571	-	0.000	0.000	Merged-chr2-16515571-1
NR3553--MA0037.3.GATA3	chr15	40131080	40131087	-	0.000	0.000	Merged-chr15-40131241-26
NR4911--MA0140.2.GATA1::TAL1	chr18	69899011	69899028	+	0.000	0.000	Merged-chr18-69898906-38
NR8887--MA0140.2.GATA1::TAL1	chr7	102315519	102315536	-	0.000	0.000	Merged-chr7-102315597-18
NR2291--MA0766.1.GATA5	chr12	105019701	105019708	-	0.000	0.000	Merged-chr12-105019829-37
NR2552--MA0036.3.GATA2	chr13	41948366	41948376	-	0.000	0.000	Merged-chr13-41948463-1
NR2424--MA0482.1.Gata4	chr13	8457041	8457051	+	0.000	0.000	Merged-chr13-8457184-81
NR8601--MA0766.1.GATA5	chr7	12987631	12987638	+	0.000	0.000	Merged-chr7-12987633-12
NR4484--MA0036.3.GATA2	chr17	64602272	64602282	-	0.000	0.000	Merged-chr17-64602197-17
NR3612--MA0140.2.GATA1::TAL1	chr15	50513250	50513267	-	0.000	0.000	Merged-chr15-50513115-13
NR9155--MA0482.1.Gata4	chr8	34164660	34164670	+	0.000	0.000	Merged-chr8-34164566-26
NR996--MA0140.2.GATA1::TAL1	chr10	33050962	33050979	+	0.000	0.000	Merged-chr10-33050860-1
NR7797--MA0037.3.GATA3	chr5	150220587	150220594	-	0.000	0.000	Merged-chr5-150220578-7
NR6206--MA0766.1.GATA5	chr3	81201468	81201475	-	0.000	0.000	Merged-chr3-81201582-6
NR4526--MA0766.1.GATA5	chr17	71491184	71491191	-	0.000	0.000	Merged-chr17-71491103-50
NR4869--MA0035.3.Gata1	chr18	62072966	62072976	+	0.000	0.000	Merged-chr18-62072861-2
NR8614--MA0766.1.GATA5	chr7	19332941	19332948	-	0.000	0.000	Merged-chr7-19332998-44
NR8974--MA0140.2.GATA1::TAL1	chr7	121641348	121641365	-	0.000	0.000	Merged-chr7-121641450-48
NR2151--MA0036.3.GATA2	chr12	86795964	86795974	-	0.000	0.000	Merged-chr12-86795851-62
NR5560--MA0037.3.GATA3	chr2	122125776	122125783	-	0.000	0.000	Merged-chr2-122125883-8
NR4184--MA0035.3.Gata1	chr16	93918465	93918475	+	0.000	0.000	Merged-chr16-93918388-61
NR7144--MA1104.1.GATA6	chr4	135895434	135895446	-	0.000	0.000	Merged-chr4-135895375-12
NR6044--MA0766.1.GATA5	chr3	51744642	51744649	-	0.000	0.000	Merged-chr3-51744632-10
NR8933--MA0482.1.Gata4	chr7	113419584	113419594	-	0.000	0.000	Merged-chr7-113419557-35
NR4978--MA0035.3.Gata1	chr18	84355147	84355157	-	0.000	0.000	Merged-chr18-84355361-12
NR4192--MA0036.3.GATA2	chr16	95798613	95798623	+	0.000	0.000	Merged-chr16-95798581-80
NR1137--MA1104.1.GATA6	chr10	69168672	69168684	-	0.000	0.000	Merged-chr10-69168741-15
NR677--MA0035.3.Gata1	chr1	156956632	156956642	+	0.000	0.000	Merged-chr1-156956579-55
NR6523--MA0036.3.GATA2	chr3	143915152	143915162	-	0.000	0.000	Merged-chr3-143914964-9
NR7110--MA0037.3.GATA3	chr4	126677483	126677490	+	0.000	0.000	Merged-chr4-126677717-65
NR7106--MA0482.1.Gata4	chr4	126103849	126103859	+	0.000	0.000	Merged-chr4-126103759-104
NR9881--MA0036.3.GATA2	chrX	104015322	104015332	-	0.000	0.000	Merged-chrX-104015448-5
NR1423--MA0140.2.GATA1::TAL1	chr10	115681713	115681730	+	0.000	0.000	Merged-chr10-115681660-2
NR6632--MA0036.3.GATA2	chr3	159509171	159509181	+	0.000	0.000	Merged-chr3-159509158-33
NR4338--MA0035.3.Gata1	chr17	21579874	21579884	-	0.000	0.000	Merged-chr17-21579709-31
NR717--MA0036.3.GATA2	chr1	164494817	164494827	-	0.000	0.000	Merged-chr1-164494906-11
NR5076--MA1104.1.GATA6	chr19	41282817	41282829	-	0.000	0.000	Merged-chr19-41282944-15
NR6773--MA1104.1.GATA6	chr4	33110180	33110192	-	0.000	0.000	Merged-chr4-33110299-20
NR999--MA0140.2.GATA1::TAL1	chr10	34297540	34297557	+	0.000	0.000	Merged-chr10-34297700-62
NR2557--MA0036.3.GATA2	chr13	45371943	45371953	-	0.000	0.000	Merged-chr13-45371918-16
NR2271--MA1104.1.GATA6	chr12	99544689	99544701	+	0.000	0.000	Merged-chr12-99544732-47
NR4104--MA0766.1.GATA5	chr16	78265278	78265285	-	0.000	0.000	Merged-chr16-78265078-57
NR7898--MA0037.3.GATA3	chr6	24031953	24031960	-	0.000	0.000	Merged-chr6-24031822-2
NR4336--MA0140.2.GATA1::TAL1	chr17	21423140	21423157	-	0.000	0.000	Merged-chr17-21423109-81
NR6058--MA0037.3.GATA3	chr3	52878543	52878550	-	0.000	0.000	Merged-chr3-52878450-55
NR7109--MA0035.3.Gata1	chr4	126103848	126103858	+	0.000	0.000	Merged-chr4-126103759-104
NR719--MA0140.2.GATA1::TAL1	chr1	164494808	164494825	-	0.000	0.000	Merged-chr1-164494906-11
NR8434--MA0036.3.GATA2	chr6	134533242	134533252	+	0.000	0.000	Merged-chr6-134533147-7
NR1541--MA0036.3.GATA2	chr11	11564365	11564375	+	0.000	0.000	Merged-chr11-11564485-53
NR198--MA0766.1.GATA5	chr1	59173180	59173187	+	0.000	0.000	Merged-chr1-59173225-2
NR4827--MA0035.3.Gata1	chr18	56733837	56733847	-	0.000	0.000	Merged-chr18-56734019-60
NR444--MA1104.1.GATA6	chr1	105803092	105803104	+	0.000	0.000	Merged-chr1-105803155-19
NR6120--MA1104.1.GATA6	chr3	60954282	60954294	+	0.000	0.000	Merged-chr3-60954370-10
NR9719--MA1104.1.GATA6	chr9	90301324	90301336	-	0.000	0.000	Merged-chr9-90301276-26
NR2427--MA0036.3.GATA2	chr13	8457033	8457043	+	0.000	0.000	Merged-chr13-8457184-81
NR4394--MA0035.3.Gata1	chr17	35993988	35993998	+	0.000	0.000	Merged-chr17-35993975-42
NR3853--MA0036.3.GATA2	chr16	20930012	20930022	+	0.000	0.000	Merged-chr16-20930100-26
NR3930--MA0482.1.Gata4	chr16	42172734	42172744	-	0.000	0.000	Merged-chr16-42172689-43
NR6321--MA0482.1.Gata4	chr3	115693560	115693570	+	0.000	0.000	Merged-chr3-115693579-13
NR3811--MA0035.3.Gata1	chr16	7419925	7419935	+	0.000	0.000	Merged-chr16-7419949-42
NR7006--MA1104.1.GATA6	chr4	95197263	95197275	+	0.000	0.000	Merged-chr4-95197383-10
NR6573--MA0482.1.Gata4	chr3	152919363	152919373	+	0.000	0.000	Merged-chr3-152919231-7
NR6183--MA0035.3.Gata1	chr3	75696299	75696309	-	0.000	0.000	Merged-chr3-75696372-7
NR8776--MA0482.1.Gata4	chr7	72314635	72314645	+	0.000	0.000	Merged-chr7-72314558-78
NR1663--MA0036.3.GATA2	chr11	66906109	66906119	-	0.000	0.000	Merged-chr11-66906049-23
NR1740--MA0482.1.Gata4	chr11	101627409	101627419	+	0.000	0.000	Merged-chr11-101627512-104
NR5783--MA0037.3.GATA3	chr2	165639608	165639615	+	0.000	0.000	Merged-chr2-165639505-4
NR933--MA0037.3.GATA3	chr10	21092871	21092878	-	0.000	0.000	Merged-chr10-21092817-9
NR2425--MA1104.1.GATA6	chr13	8457032	8457044	-	0.000	0.000	Merged-chr13-8457184-81
NR7912--MA0035.3.Gata1	chr6	29229408	29229418	-	0.000	0.000	Merged-chr6-29229534-5
NR5961--MA0035.3.Gata1	chr3	38371852	38371862	+	0.000	0.000	Merged-chr3-38371815-1
NR8352--MA0035.3.Gata1	chr6	128972764	128972774	-	0.000	0.000	Merged-chr6-128972909-46
NR1108--MA1104.1.GATA6	chr10	61559862	61559874	-	0.000	0.000	Merged-chr10-61559785-43
NR2236--MA0035.3.Gata1	chr12	92812909	92812919	-	0.000	0.000	Merged-chr12-92812766-7
NR3662--MA0035.3.Gata1	chr15	62730608	62730618	-	0.000	0.000	Merged-chr15-62730717-24
NR8004--MA0035.3.Gata1	chr6	54118991	54119001	+	0.000	0.000	Merged-chr6-54119085-6
NR6324--MA0035.3.Gata1	chr3	115693559	115693569	+	0.000	0.000	Merged-chr3-115693579-13
NR4373--MA0035.3.Gata1	chr17	32350600	32350610	+	0.000	0.000	Merged-chr17-32350599-47
NR9427--MA0037.3.GATA3	chr8	125351842	125351849	+	0.000	0.000	Merged-chr8-125351679-18
NR3245--MA0037.3.GATA3	chr14	87439913	87439920	-	0.000	0.000	Merged-chr14-87439901-5
NR8426--MA0036.3.GATA2	chr6	134189984	134189994	-	0.000	0.000	Merged-chr6-134189868-22
NR5448--MA0037.3.GATA3	chr2	92192029	92192036	+	0.000	0.000	Merged-chr2-92192158-30
NR261--MA0037.3.GATA3	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR6061--MA0036.3.GATA2	chr3	52878542	52878552	+	0.000	0.000	Merged-chr3-52878450-55
NR1127--MA0140.2.GATA1::TAL1	chr10	68119447	68119464	+	0.000	0.000	Merged-chr10-68119461-23
NR7925--MA0035.3.Gata1	chr6	34129482	34129492	-	0.000	0.000	Merged-chr6-34129458-5
NR8934--MA1104.1.GATA6	chr7	113419584	113419596	+	0.000	0.000	Merged-chr7-113419557-35
NR9788--MA0037.3.GATA3	chr9	120493245	120493252	-	0.000	0.000	Merged-chr9-120493281-1
NR2429--MA0766.1.GATA5	chr13	8457041	8457048	-	0.000	0.000	Merged-chr13-8457184-81
NR8373--MA0036.3.GATA2	chr6	130078305	130078315	+	0.000	0.000	Merged-chr6-130078295-22
NR2292--MA0035.3.Gata1	chr12	105019700	105019710	+	0.000	0.000	Merged-chr12-105019829-37
NR3641--MA0035.3.Gata1	chr15	55097389	55097399	-	0.000	0.000	Merged-chr15-55097336-26
NR265--MA0766.1.GATA5	chr1	66987717	66987724	-	0.000	0.000	Merged-chr1-66987794-41
NR3540--MA0036.3.GATA2	chr15	36364104	36364114	+	0.000	0.000	Merged-chr15-36364170-51
NR9340--MA0037.3.GATA3	chr8	107164414	107164421	-	0.000	0.000	Merged-chr8-107164486-19
NR6207--MA0035.3.Gata1	chr3	81201467	81201477	+	0.000	0.000	Merged-chr3-81201582-6
NR4527--MA0035.3.Gata1	chr17	71491183	71491193	+	0.000	0.000	Merged-chr17-71491103-50
NR3715--MA0036.3.GATA2	chr15	91578251	91578261	+	0.000	0.000	Merged-chr15-91578192-2
NR8615--MA0035.3.Gata1	chr7	19332940	19332950	+	0.000	0.000	Merged-chr7-19332998-44
NR8319--MA0766.1.GATA5	chr6	124750614	124750621	+	0.000	0.000	Merged-chr6-124750623-14
NR6045--MA0035.3.Gata1	chr3	51744641	51744651	+	0.000	0.000	Merged-chr3-51744632-10
NR3901--MA0482.1.Gata4	chr16	30252200	30252210	-	0.000	0.000	Merged-chr16-30252274-42
NR6467--MA0036.3.GATA2	chr3	136611952	136611962	-	0.000	0.000	Merged-chr3-136611929-48
NR6273--MA0482.1.Gata4	chr3	96580269	96580279	+	0.000	0.000	Merged-chr3-96580278-43
NR9430--MA0036.3.GATA2	chr8	125351840	125351850	-	0.000	0.000	Merged-chr8-125351679-18
NR1905--MA0036.3.GATA2	chr12	28735564	28735574	-	0.000	0.000	Merged-chr12-28735423-1
NR5127--MA0140.2.GATA1::TAL1	chr2	11211985	11212002	-	0.000	0.000	Merged-chr2-11212152-38
NR7402--MA0036.3.GATA2	chr5	29200062	29200072	+	0.000	0.000	Merged-chr5-29200032-4
NR5451--MA0036.3.GATA2	chr2	92192027	92192037	-	0.000	0.000	Merged-chr2-92192158-30
NR6832--MA0037.3.GATA3	chr4	53384822	53384829	-	0.000	0.000	Merged-chr4-53384912-31
NR8350--MA1104.1.GATA6	chr6	128972763	128972775	+	0.000	0.000	Merged-chr6-128972909-46
NR9791--MA0036.3.GATA2	chr9	120493244	120493254	+	0.000	0.000	Merged-chr9-120493281-1
NR3902--MA0140.2.GATA1::TAL1	chr16	32108048	32108065	-	0.000	0.000	Merged-chr16-32108013-65
NR6574--MA1104.1.GATA6	chr3	152919361	152919373	-	0.000	0.000	Merged-chr3-152919231-7
NR1903--MA1104.1.GATA6	chr12	28735563	28735575	+	0.000	0.000	Merged-chr12-28735423-1
NR1741--MA1104.1.GATA6	chr11	101627407	101627419	-	0.000	0.000	Merged-chr11-101627512-104
NR4105--MA0035.3.Gata1	chr16	78265277	78265287	+	0.000	0.000	Merged-chr16-78265078-57
NR3545--MA0036.3.GATA2	chr15	36440113	36440123	-	0.000	0.000	Merged-chr15-36440213-15
NR1671--MA0482.1.Gata4	chr11	70240049	70240059	+	0.000	0.000	Merged-chr11-70239985-43
NR1850--MA1104.1.GATA6	chr12	16185621	16185633	-	0.000	0.000	Merged-chr12-16185844-40
NR8220--MA0037.3.GATA3	chr6	100011908	100011915	+	0.000	0.000	Merged-chr6-100011850-11
NR199--MA0035.3.Gata1	chr1	59173178	59173188	-	0.000	0.000	Merged-chr1-59173225-2
NR1135--MA0037.3.GATA3	chr10	69168674	69168681	-	0.000	0.000	Merged-chr10-69168741-15
NR9161--MA0766.1.GATA5	chr8	35250947	35250954	-	0.000	0.000	Merged-chr8-35250826-10
NR9812--MA0766.1.GATA5	chrX	7421269	7421276	+	0.000	0.000	Merged-chrX-7421154-31
NR9783--MA0036.3.GATA2	chr9	116138612	116138622	+	0.000	0.000	Merged-chr9-116138726-20
NR9807--MA0035.3.Gata1	chr9	123928902	123928912	+	0.000	0.000	Merged-chr9-123928756-104
NR4041--MA0482.1.Gata4	chr16	64766975	64766985	+	0.000	0.000	Merged-chr16-64766994-6
NR2308--MA0035.3.Gata1	chr12	108763691	108763701	-	0.000	0.000	Merged-chr12-108763648-15
NR1963--MA0766.1.GATA5	chr12	40427691	40427698	+	0.000	0.000	Merged-chr12-40427719-34
NR5151--MA0036.3.GATA2	chr2	15090643	15090653	+	0.000	0.000	Merged-chr2-15090616-14
NR3752--MA0766.1.GATA5	chr15	97790278	97790285	+	0.000	0.000	Merged-chr15-97790248-21
NR4054--MA0482.1.Gata4	chr16	65448997	65449007	-	0.000	0.000	Merged-chr16-65448972-5
NR4325--MA0482.1.Gata4	chr17	17838231	17838241	+	0.000	0.000	Merged-chr17-17838305-60
NR2696--MA0037.3.GATA3	chr13	81659056	81659063	+	0.000	0.000	Merged-chr13-81658891-4
NR442--MA0037.3.GATA3	chr1	105803095	105803102	+	0.000	0.000	Merged-chr1-105803155-19
NR9717--MA0037.3.GATA3	chr9	90301326	90301333	-	0.000	0.000	Merged-chr9-90301276-26
NR9414--MA0036.3.GATA2	chr8	124520719	124520729	+	0.000	0.000	Merged-chr8-124520851-52
NR6114--MA0482.1.Gata4	chr3	60954220	60954230	-	0.000	0.000	Merged-chr3-60954370-10
NR8838--MA0140.2.GATA1::TAL1	chr7	82834504	82834521	+	0.000	0.000	Merged-chr7-82834673-11
NR1900--MA0482.1.Gata4	chr12	28735552	28735562	-	0.000	0.000	Merged-chr12-28735423-1
NR6274--MA1104.1.GATA6	chr3	96580267	96580279	-	0.000	0.000	Merged-chr3-96580278-43
NR7147--MA0037.3.GATA3	chr4	136180265	136180272	+	0.000	0.000	Merged-chr4-136180395-76
NR7399--MA0037.3.GATA3	chr5	29200063	29200070	-	0.000	0.000	Merged-chr5-29200032-4
NR7004--MA0037.3.GATA3	chr4	95197266	95197273	+	0.000	0.000	Merged-chr4-95197383-10
NR7843--MA0036.3.GATA2	chr6	8365059	8365069	+	0.000	0.000	Merged-chr6-8365103-3
NR3694--MA0035.3.Gata1	chr15	79927797	79927807	-	0.000	0.000	Merged-chr15-79927783-58
NR9710--MA0140.2.GATA1::TAL1	chr9	87027721	87027738	-	0.000	0.000	Merged-chr9-87027785-39
NR5231--MA0035.3.Gata1	chr2	35445343	35445353	+	0.000	0.000	Merged-chr2-35445506-29
NR9480--MA0766.1.GATA5	chr9	13466584	13466591	+	0.000	0.000	Merged-chr9-13466686-68
NR4479--MA0036.3.GATA2	chr17	64208601	64208611	-	0.000	0.000	Merged-chr17-64208497-3
NR3931--MA0035.3.Gata1	chr16	42172735	42172745	-	0.000	0.000	Merged-chr16-42172689-43
NR6117--MA0035.3.Gata1	chr3	60954221	60954231	-	0.000	0.000	Merged-chr3-60954370-10
NR9122--MA0036.3.GATA2	chr8	25654135	25654145	+	0.000	0.000	Merged-chr8-25654088-45
NR1751--MA0482.1.Gata4	chr11	106057070	106057080	+	0.000	0.000	Merged-chr11-106057103-42
NR5557--MA0036.3.GATA2	chr2	121457052	121457062	+	0.000	0.000	Merged-chr2-121457132-54
NR6539--MA0036.3.GATA2	chr3	146127389	146127399	+	0.000	0.000	Merged-chr3-146127552-12
NR5143--MA0036.3.GATA2	chr2	13132684	13132694	-	0.000	0.000	Merged-chr2-13132891-60
NR970--MA0482.1.Gata4	chr10	26494573	26494583	-	0.000	0.000	Merged-chr10-26494616-56
NR1512--MA0482.1.Gata4	chr11	4804255	4804265	+	0.000	0.000	Merged-chr11-4804243-58
NR8932--MA0037.3.GATA3	chr7	113419587	113419594	+	0.000	0.000	Merged-chr7-113419557-35
NR6358--MA0482.1.Gata4	chr3	121444112	121444122	+	0.000	0.000	Merged-chr3-121444097-11
NR9345--MA0035.3.Gata1	chr8	107164413	107164423	+	0.000	0.000	Merged-chr8-107164486-19
NR9720--MA0036.3.GATA2	chr9	90301325	90301335	+	0.000	0.000	Merged-chr9-90301276-26
NR3200--MA0766.1.GATA5	chr14	73123964	73123971	+	0.000	0.000	Merged-chr14-73124034-46
NR7105--MA0037.3.GATA3	chr4	126103849	126103856	-	0.000	0.000	Merged-chr4-126103759-104
NR6119--MA0482.1.Gata4	chr3	60954282	60954292	-	0.000	0.000	Merged-chr3-60954370-10
NR3547--MA0140.2.GATA1::TAL1	chr15	36440104	36440121	-	0.000	0.000	Merged-chr15-36440213-15
NR9899--MA0766.1.GATA5	chrX	114474363	114474370	+	0.000	0.000	Merged-chrX-114474330-36
NR6768--MA1104.1.GATA6	chr4	32615367	32615379	-	0.000	0.000	Merged-chr4-32615355-52
NR2885--MA0037.3.GATA3	chr13	110790486	110790493	+	0.000	0.000	Merged-chr13-110790449-2
NR8007--MA0035.3.Gata1	chr6	54119122	54119132	+	0.000	0.000	Merged-chr6-54119085-6
NR4055--MA1104.1.GATA6	chr16	65448997	65449009	+	0.000	0.000	Merged-chr16-65448972-5
NR4326--MA1104.1.GATA6	chr17	17838229	17838241	-	0.000	0.000	Merged-chr17-17838305-60
NR9813--MA0035.3.Gata1	chrX	7421267	7421277	-	0.000	0.000	Merged-chrX-7421154-31
NR3182--MA1104.1.GATA6	chr14	66218978	66218990	-	0.000	0.000	Merged-chr14-66218968-32
NR6115--MA1104.1.GATA6	chr3	60954220	60954232	+	0.000	0.000	Merged-chr3-60954370-10
NR9759--MA0036.3.GATA2	chr9	107986401	107986411	+	0.000	0.000	Merged-chr9-107986494-4
NR1517--MA0482.1.Gata4	chr11	6528673	6528683	-	0.000	0.000	Merged-chr11-6528717-51
NR6320--MA0037.3.GATA3	chr3	115693560	115693567	-	0.000	0.000	Merged-chr3-115693579-13
NR6572--MA0037.3.GATA3	chr3	152919363	152919370	-	0.000	0.000	Merged-chr3-152919231-7
NR3686--MA0036.3.GATA2	chr15	76231137	76231147	-	0.000	0.000	Merged-chr15-76231095-16
NR1878--MA0482.1.Gata4	chr12	25013045	25013055	+	0.000	0.000	Merged-chr12-25013214-16
NR2100--MA0140.2.GATA1::TAL1	chr12	72461799	72461816	+	0.000	0.000	Merged-chr12-72461937-61
NR5899--MA0766.1.GATA5	chr3	19305553	19305560	-	0.000	0.000	Merged-chr3-19305697-23
NR8600--MA0036.3.GATA2	chr7	12987629	12987639	-	0.000	0.000	Merged-chr7-12987633-12
NR3144--MA0482.1.Gata4	chr14	54197801	54197811	+	0.000	0.000	Merged-chr14-54197805-29
NR1193--MA0482.1.Gata4	chr10	80610416	80610426	+	0.000	0.000	Merged-chr10-80610277-9
NR9910--MA0140.2.GATA1::TAL1	chrX	136993116	136993133	-	0.000	0.000	Merged-chrX-136993018-95
NR3753--MA0035.3.Gata1	chr15	97790276	97790286	-	0.000	0.000	Merged-chr15-97790248-21
NR1752--MA1104.1.GATA6	chr11	106057068	106057080	-	0.000	0.000	Merged-chr11-106057103-42
NR9815--MA0482.1.Gata4	chrX	7566383	7566393	+	0.000	0.000	Merged-chrX-7566514-6
NR9796--MA0482.1.Gata4	chr9	123021045	123021055	-	0.000	0.000	Merged-chr9-123021299-81
NR720--MA0140.2.GATA1::TAL1	chr1	164972974	164972991	+	0.000	0.000	Merged-chr1-164973033-32
NR3189--MA0036.3.GATA2	chr14	66241476	66241486	+	0.000	0.000	Merged-chr14-66241484-22
NR1738--MA0035.3.Gata1	chr11	100545860	100545870	+	0.000	0.000	Merged-chr11-100545700-39
NR9491--MA0482.1.Gata4	chr9	14276154	14276164	-	0.000	0.000	Merged-chr9-14276046-105
NR6359--MA1104.1.GATA6	chr3	121444110	121444122	-	0.000	0.000	Merged-chr3-121444097-11
NR3554--MA1104.1.GATA6	chr15	40131078	40131090	-	0.000	0.000	Merged-chr15-40131241-26
NR7764--MA0140.2.GATA1::TAL1	chr5	140702194	140702211	+	0.000	0.000	Merged-chr5-140702131-51
NR5228--MA0140.2.GATA1::TAL1	chr2	34961754	34961771	-	0.000	0.000	Merged-chr2-34961693-34
NR5787--MA0140.2.GATA1::TAL1	chr2	165639597	165639614	-	0.000	0.000	Merged-chr2-165639505-4
NR5563--MA0036.3.GATA2	chr2	122125775	122125785	+	0.000	0.000	Merged-chr2-122125883-8
NR8005--MA1104.1.GATA6	chr6	54119121	54119133	-	0.000	0.000	Merged-chr6-54119085-6
NR7776--MA0766.1.GATA5	chr5	148596595	148596602	-	0.000	0.000	Merged-chr5-148596681-29
NR8349--MA0482.1.Gata4	chr6	128972763	128972773	-	0.000	0.000	Merged-chr6-128972909-46
NR1661--MA0482.1.Gata4	chr11	66906108	66906118	-	0.000	0.000	Merged-chr11-66906049-23
NR5839--MA0035.3.Gata1	chr2	179369438	179369448	-	0.000	0.000	Merged-chr2-179369287-1
NR74--MA0482.1.Gata4	chr1	14514550	14514560	-	0.000	0.000	Merged-chr1-14514684-1
NR5104--MA1104.1.GATA6	chr19	58376991	58377003	+	0.000	0.000	Merged-chr19-58376963-7
NR6925--MA0036.3.GATA2	chr4	75278973	75278983	-	0.000	0.000	Merged-chr4-75279089-1
NR6272--MA0037.3.GATA3	chr3	96580269	96580276	-	0.000	0.000	Merged-chr3-96580278-43
NR3001--MA0766.1.GATA5	chr14	14019694	14019701	+	0.000	0.000	Merged-chr14-14019640-26
NR3386--MA0036.3.GATA2	chr14	118796305	118796315	+	0.000	0.000	Merged-chr14-118796395-16
NR7846--MA0035.3.Gata1	chr6	8365160	8365170	+	0.000	0.000	Merged-chr6-8365103-3
NR1849--MA0482.1.Gata4	chr12	16185623	16185633	+	0.000	0.000	Merged-chr12-16185844-40
NR2421--MA0037.3.GATA3	chr13	8457034	8457041	-	0.000	0.000	Merged-chr13-8457184-81
NR7111--MA1104.1.GATA6	chr4	126677480	126677492	+	0.000	0.000	Merged-chr4-126677717-65
NR6445--MA0140.2.GATA1::TAL1	chr3	135513419	135513436	-	0.000	0.000	Merged-chr3-135513515-51
NR6872--MA0036.3.GATA2	chr4	59190871	59190881	-	0.000	0.000	Merged-chr4-59190847-19
NR1021--MA0482.1.Gata4	chr10	39909004	39909014	-	0.000	0.000	Merged-chr10-39908965-34
NR5313--MA0766.1.GATA5	chr2	58137935	58137942	+	0.000	0.000	Merged-chr2-58137903-53
NR1748--MA0766.1.GATA5	chr11	104609421	104609428	+	0.000	0.000	Merged-chr11-104609685-47
NR9592--MA0482.1.Gata4	chr9	50841521	50841531	+	0.000	0.000	Merged-chr9-50841386-17
NR1518--MA1104.1.GATA6	chr11	6528673	6528685	+	0.000	0.000	Merged-chr11-6528717-51
NR9787--MA0140.2.GATA1::TAL1	chr9	117653905	117653922	+	0.000	0.000	Merged-chr9-117653773-19
NR8990--MA0482.1.Gata4	chr7	127144582	127144592	+	0.000	0.000	Merged-chr7-127144596-50
NR7149--MA0766.1.GATA5	chr4	136180265	136180272	+	0.000	0.000	Merged-chr4-136180395-76
NR3779--MA0036.3.GATA2	chr16	4762247	4762257	-	0.000	0.000	Merged-chr16-4762365-8
NR2960--MA0035.3.Gata1	chr14	8255425	8255435	+	0.000	0.000	Merged-chr14-8255378-13
NR1879--MA1104.1.GATA6	chr12	25013043	25013055	-	0.000	0.000	Merged-chr12-25013214-16
NR9799--MA0036.3.GATA2	chr9	123087720	123087730	-	0.000	0.000	Merged-chr9-123087769-13
NR7899--MA1104.1.GATA6	chr6	24031951	24031963	-	0.000	0.000	Merged-chr6-24031822-2
NR9395--MA0766.1.GATA5	chr8	117801966	117801973	+	0.000	0.000	Merged-chr8-117802067-74
NR8270--MA0766.1.GATA5	chr6	115768349	115768356	-	0.000	0.000	Merged-chr6-115768473-6
NR4332--MA0037.3.GATA3	chr17	18718469	18718476	+	0.000	0.000	Merged-chr17-18718477-13
NR1799--MA0035.3.Gata1	chr12	4572125	4572135	-	0.000	0.000	Merged-chr12-4572121-7
NR9816--MA1104.1.GATA6	chrX	7566381	7566393	-	0.000	0.000	Merged-chrX-7566514-6
NR7543--MA0482.1.Gata4	chr5	65867408	65867418	+	0.000	0.000	Merged-chr5-65867573-52
NR6084--MA0140.2.GATA1::TAL1	chr3	58622621	58622638	+	0.000	0.000	Merged-chr3-58622670-34
NR5837--MA1104.1.GATA6	chr2	179369437	179369449	+	0.000	0.000	Merged-chr2-179369287-1
NR1540--MA1104.1.GATA6	chr11	11564364	11564376	-	0.000	0.000	Merged-chr11-11564485-53
NR7400--MA0482.1.Gata4	chr5	29200063	29200073	+	0.000	0.000	Merged-chr5-29200032-4
NR2904--MA0036.3.GATA2	chr13	113580115	113580125	-	0.000	0.000	Merged-chr13-113580257-62
NR3697--MA0035.3.Gata1	chr15	80590804	80590814	-	0.000	0.000	Merged-chr15-80590747-44
NR4194--MA0140.2.GATA1::TAL1	chr16	95798615	95798632	+	0.000	0.000	Merged-chr16-95798581-80
NR2317--MA0037.3.GATA3	chr12	112606011	112606018	-	0.000	0.000	Merged-chr12-112605824-36
