#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR6629--MA0002.2.RUNX1	chr3	94376017	94376027	-	0.000	0.000	Merged-chr3-94376064-1
NR638--MA0511.2.RUNX2	chr1	172126799	172126807	-	0.000	0.000	Merged-chr1-172126791-53
NR2332--MA0002.2.RUNX1	chr12	85944605	85944615	-	0.000	0.000	Merged-chr12-85944621-1
NR7069--MA0002.2.RUNX1	chr4	43478608	43478618	+	0.000	0.000	Merged-chr4-43478535-62
NR473--MA0002.2.RUNX1	chr1	144276045	144276055	+	0.000	0.000	Merged-chr1-144275874-18
NR3394--MA0511.2.RUNX2	chr14	70350787	70350795	-	0.000	0.000	Merged-chr14-70350640-1
NR10191--MA0511.2.RUNX2	chr8	128223321	128223329	-	0.000	0.000	Merged-chr8-128223372-20
NR4535--MA0002.2.RUNX1	chr17	24251447	24251457	-	0.000	0.000	Merged-chr17-24251490-51
NR4806--MA0002.2.RUNX1	chr17	83985535	83985545	+	0.000	0.000	Merged-chr17-83985583-7
NR330--MA0002.2.RUNX1	chr1	106035309	106035319	+	0.000	0.000	Merged-chr1-106035367-19
NR1558--MA0684.1.RUNX3	chr11	21192048	21192057	-	0.000	0.000	Merged-chr11-21192059-23
NR7178--MA0002.2.RUNX1	chr4	88031642	88031652	+	0.000	0.000	Merged-chr4-88031691-64
NR7449--MA0002.2.RUNX1	chr4	139367695	139367705	+	0.000	0.000	Merged-chr4-139367606-11
NR919--MA0002.2.RUNX1	chr10	19718826	19718836	-	0.000	0.000	Merged-chr10-19718932-45
NR4521--MA0684.1.RUNX3	chr17	21477978	21477987	-	0.000	0.000	Merged-chr17-21477863-62
NR333--MA0511.2.RUNX2	chr1	106152018	106152026	-	0.000	0.000	Merged-chr1-106152101-46
NR2907--MA0684.1.RUNX3	chr13	81297355	81297364	-	0.000	0.000	Merged-chr13-81297421-2
NR2488--MA0002.2.RUNX1	chr12	114093907	114093917	+	0.000	0.000	Merged-chr12-114094020-26
NR2920--MA0511.2.RUNX2	chr13	83656979	83656987	-	0.000	0.000	Merged-chr13-83656989-24
NR3199--MA0002.2.RUNX1	chr14	21636676	21636686	+	0.000	0.000	Merged-chr14-21636677-36
NR7657--MA0511.2.RUNX2	chr5	23874650	23874658	+	0.000	0.000	Merged-chr5-23874681-17
NR4025--MA0002.2.RUNX1	chr16	8731900	8731910	-	0.000	0.000	Merged-chr16-8732071-1
NR2074--MA0002.2.RUNX1	chr11	118739511	118739521	+	0.000	0.000	Merged-chr11-118739491-61
NR905--MA0684.1.RUNX3	chr10	17512261	17512270	-	0.000	0.000	Merged-chr10-17512175-6
NR7309--MA0511.2.RUNX2	chr4	116701031	116701039	-	0.000	0.000	Merged-chr4-116701085-12
NR4901--MA0684.1.RUNX3	chr18	14675979	14675988	+	0.000	0.000	Merged-chr18-14675814-20
NR4548--MA0002.2.RUNX1	chr17	26532893	26532903	-	0.000	0.000	Merged-chr17-26532798-20
NR5407--MA0684.1.RUNX3	chr19	45075277	45075286	-	0.000	0.000	Merged-chr19-45075087-111
NR2868--MA0002.2.RUNX1	chr13	63528453	63528463	-	0.000	0.000	Merged-chr13-63528491-46
NR138--MA0002.2.RUNX1	chr1	60343583	60343593	+	0.000	0.000	Merged-chr1-60343430-63
NR595--MA0002.2.RUNX1	chr1	165154336	165154346	-	0.000	0.000	Merged-chr1-165154267-24
NR866--MA0002.2.RUNX1	chr10	8055493	8055503	+	0.000	0.000	Merged-chr10-8055559-58
NR6813--MA0002.2.RUNX1	chr3	135514415	135514425	-	0.000	0.000	Merged-chr3-135514280-15
NR4805--MA0684.1.RUNX3	chr17	83902735	83902744	-	0.000	0.000	Merged-chr17-83902741-24
NR6337--MA0002.2.RUNX1	chr2	174069772	174069782	+	0.000	0.000	Merged-chr2-174069813-20
NR4386--MA0002.2.RUNX1	chr16	91796238	91796248	+	0.000	0.000	Merged-chr16-91796085-21
NR8080--MA0684.1.RUNX3	chr5	115516845	115516854	+	0.000	0.000	Merged-chr5-115516638-85
NR600--MA0684.1.RUNX3	chr1	165691743	165691752	+	0.000	0.000	Merged-chr1-165691684-32
NR6589--MA0002.2.RUNX1	chr3	84679038	84679048	-	0.000	0.000	Merged-chr3-84679070-45
NR5119--MA0511.2.RUNX2	chr18	80611207	80611215	+	0.000	0.000	Merged-chr18-80611321-12
NR598--MA0511.2.RUNX2	chr1	165691743	165691751	+	0.000	0.000	Merged-chr1-165691684-32
NR203--MA0511.2.RUNX2	chr1	75533603	75533611	-	0.000	0.000	Merged-chr1-75533497-24
NR4766--MA0002.2.RUNX1	chr17	73514140	73514150	+	0.000	0.000	Merged-chr17-73514079-25
NR9108--MA0002.2.RUNX1	chr7	27574266	27574276	+	0.000	0.000	Merged-chr7-27574292-8
NR7157--MA0002.2.RUNX1	chr4	75278935	75278945	+	0.000	0.000	Merged-chr4-75279089-1
NR9188--MA0511.2.RUNX2	chr7	46839006	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR3912--MA0002.2.RUNX1	chr15	91735445	91735455	+	0.000	0.000	Merged-chr15-91735411-11
NR978--MA0511.2.RUNX2	chr10	39005776	39005784	+	0.000	0.000	Merged-chr10-39005753-18
NR2615--MA0684.1.RUNX3	chr13	8742951	8742960	+	0.000	0.000	Merged-chr13-8742974-25
NR3819--MA0511.2.RUNX2	chr15	76188498	76188506	-	0.000	0.000	Merged-chr15-76188638-22
NR5129--MA0002.2.RUNX1	chr18	81430069	81430079	+	0.000	0.000	Merged-chr18-81430139-51
NR6161--MA0684.1.RUNX3	chr2	150307354	150307363	+	0.000	0.000	Merged-chr2-150307166-50
NR213--MA0002.2.RUNX1	chr1	78537598	78537608	+	0.000	0.000	Merged-chr1-78537773-101
NR6555--MA0002.2.RUNX1	chr3	78964752	78964762	+	0.000	0.000	Merged-chr3-78964803-59
NR10597--MA0511.2.RUNX2	chr9	96545688	96545696	-	0.000	0.000	Merged-chr9-96545653-10
NR8692--MA0002.2.RUNX1	chr6	119199211	119199221	+	0.000	0.000	Merged-chr6-119199024-52
NR465--MA0002.2.RUNX1	chr1	143731099	143731109	+	0.000	0.000	Merged-chr1-143731119-20
NR3750--MA0002.2.RUNX1	chr15	61408832	61408842	-	0.000	0.000	Merged-chr15-61408601-39
NR736--MA0002.2.RUNX1	chr1	183933979	183933989	+	0.000	0.000	Merged-chr1-183934010-20
NR4133--MA0684.1.RUNX3	chr16	32430851	32430860	-	0.000	0.000	Merged-chr16-32431022-65
NR7395--MA0684.1.RUNX3	chr4	134642024	134642033	+	0.000	0.000	Merged-chr4-134642170-32
NR9425--MA0511.2.RUNX2	chr7	105559273	105559281	+	0.000	0.000	Merged-chr7-105559290-12
NR4212--MA0511.2.RUNX2	chr16	49818780	49818788	+	0.000	0.000	Merged-chr16-49818889-55
NR8344--MA0002.2.RUNX1	chr6	22330736	22330746	+	0.000	0.000	Merged-chr6-22330722-48
NR4385--MA0684.1.RUNX3	chr16	91789929	91789938	+	0.000	0.000	Merged-chr16-91789935-50
NR6664--MA0002.2.RUNX1	chr3	103865834	103865844	+	0.000	0.000	Merged-chr3-103865909-2
NR944--MA0511.2.RUNX2	chr10	22714805	22714813	+	0.000	0.000	Merged-chr10-22714818-39
NR8300--MA0511.2.RUNX2	chr6	6577522	6577530	+	0.000	0.000	Merged-chr6-6577639-1
NR451--MA0684.1.RUNX3	chr1	138750398	138750407	+	0.000	0.000	Merged-chr1-138750418-5
NR5810--MA0002.2.RUNX1	chr2	73449041	73449051	-	0.000	0.000	Merged-chr2-73449097-14
NR4735--MA0511.2.RUNX2	chr17	65873958	65873966	+	0.000	0.000	Merged-chr17-65874040-13
NR1136--MA0684.1.RUNX3	chr10	75702709	75702718	+	0.000	0.000	Merged-chr10-75702628-18
NR7126--MA0511.2.RUNX2	chr4	62367820	62367828	+	0.000	0.000	Merged-chr4-62367859-6
NR1974--MA0002.2.RUNX1	chr11	107997089	107997099	+	0.000	0.000	Merged-chr11-107997023-15
NR7027--MA0002.2.RUNX1	chr4	34581737	34581747	+	0.000	0.000	Merged-chr4-34581756-37
NR5791--MA0002.2.RUNX1	chr2	71366621	71366631	-	0.000	0.000	Merged-chr2-71366788-6
NR160--MA0002.2.RUNX1	chr1	64756880	64756890	+	0.000	0.000	Merged-chr1-64756853-21
NR10136--MA0684.1.RUNX3	chr8	123034377	123034386	+	0.000	0.000	Merged-chr8-123034437-42
NR7378--MA0511.2.RUNX2	chr4	133660985	133660993	+	0.000	0.000	Merged-chr4-133661048-20
NR10259--MA0002.2.RUNX1	chr9	15539146	15539156	+	0.000	0.000	Merged-chr9-15539178-37
NR4222--MA0002.2.RUNX1	chr16	51807559	51807569	-	0.000	0.000	Merged-chr16-51807556-50
NR4888--MA0002.2.RUNX1	chr18	11954687	11954697	-	0.000	0.000	Merged-chr18-11954741-24
NR1960--MA0684.1.RUNX3	chr11	106468655	106468664	-	0.000	0.000	Merged-chr11-106468760-5
NR6968--MA0684.1.RUNX3	chr4	3810441	3810450	+	0.000	0.000	Merged-chr4-3810365-16
NR2671--MA0684.1.RUNX3	chr13	20502836	20502845	-	0.000	0.000	Merged-chr13-20502802-9
NR4474--MA0002.2.RUNX1	chr17	8195730	8195740	+	0.000	0.000	Merged-chr17-8195901-46
NR8727--MA0511.2.RUNX2	chr6	122302848	122302856	+	0.000	0.000	Merged-chr6-122302793-16
NR7851--MA0002.2.RUNX1	chr5	86087003	86087013	-	0.000	0.000	Merged-chr5-86086914-50
NR3448--MA0684.1.RUNX3	chr14	77742008	77742017	+	0.000	0.000	Merged-chr14-77742060-11
NR878--MA0684.1.RUNX3	chr10	10307521	10307530	-	0.000	0.000	Merged-chr10-10307543-35
NR9709--MA0511.2.RUNX2	chr7	142393441	142393449	-	0.000	0.000	Merged-chr7-142393362-24
NR8562--MA0002.2.RUNX1	chr6	91776626	91776636	-	0.000	0.000	Merged-chr6-91776729-25
NR4003--MA0684.1.RUNX3	chr15	102160657	102160666	-	0.000	0.000	Merged-chr15-102160711-16
NR2052--MA0684.1.RUNX3	chr11	116255860	116255869	-	0.000	0.000	Merged-chr11-116256028-23
NR2131--MA0511.2.RUNX2	chr12	16321296	16321304	+	0.000	0.000	Merged-chr12-16321346-3
NR9468--MA0684.1.RUNX3	chr7	110270671	110270680	-	0.000	0.000	Merged-chr7-110270578-16
NR10940--MA0002.2.RUNX1	chrX	105926560	105926570	+	0.000	0.000	Merged-chrX-105926610-52
NR8770--MA0511.2.RUNX2	chr6	128760907	128760915	+	0.000	0.000	Merged-chr6-128760621-104
NR5237--MA0684.1.RUNX3	chr19	10830053	10830062	-	0.000	0.000	Merged-chr19-10829902-50
NR116--MA0684.1.RUNX3	chr1	53784797	53784806	+	0.000	0.000	Merged-chr1-53784836-115
NR10149--MA0684.1.RUNX3	chr8	124317396	124317405	-	0.000	0.000	Merged-chr8-124317327-6
NR4778--MA0684.1.RUNX3	chr17	75558517	75558526	+	0.000	0.000	Merged-chr17-75558530-11
NR5489--MA0684.1.RUNX3	chr19	58051140	58051149	+	0.000	0.000	Merged-chr19-58051277-2
NR5661--MA0002.2.RUNX1	chr2	34162613	34162623	-	0.000	0.000	Merged-chr2-34162703-13
NR639--MA0684.1.RUNX3	chr1	172126798	172126807	-	0.000	0.000	Merged-chr1-172126791-53
NR8052--MA0002.2.RUNX1	chr5	113639499	113639509	-	0.000	0.000	Merged-chr5-113639506-21
NR9577--MA0684.1.RUNX3	chr7	125489909	125489918	+	0.000	0.000	Merged-chr7-125489902-8
NR1701--MA0002.2.RUNX1	chr11	63908531	63908541	+	0.000	0.000	Merged-chr11-63908633-20
NR7149--MA0002.2.RUNX1	chr4	70307384	70307394	-	0.000	0.000	Merged-chr4-70307334-49
NR8181--MA0684.1.RUNX3	chr5	137692096	137692105	+	0.000	0.000	Merged-chr5-137692077-23
NR282--MA0002.2.RUNX1	chr1	91413382	91413392	-	0.000	0.000	Merged-chr1-91413387-81
NR2763--MA0511.2.RUNX2	chr13	38501512	38501520	+	0.000	0.000	Merged-chr13-38501583-20
NR477--MA0684.1.RUNX3	chr1	144283483	144283492	+	0.000	0.000	Merged-chr1-144283563-68
NR205--MA0002.2.RUNX1	chr1	75533616	75533626	-	0.000	0.000	Merged-chr1-75533497-24
NR6276--MA0002.2.RUNX1	chr2	165956427	165956437	+	0.000	0.000	Merged-chr2-165956535-28
NR556--MA0511.2.RUNX2	chr1	159911215	159911223	-	0.000	0.000	Merged-chr1-159911218-36
NR10589--MA0511.2.RUNX2	chr9	96024125	96024133	+	0.000	0.000	Merged-chr9-96024121-9
NR2045--MA0002.2.RUNX1	chr11	115366303	115366313	-	0.000	0.000	Merged-chr11-115366369-13
NR2316--MA0002.2.RUNX1	chr12	82174127	82174137	+	0.000	0.000	Merged-chr12-82174098-6
NR8684--MA0002.2.RUNX1	chr6	117431695	117431705	-	0.000	0.000	Merged-chr6-117431708-65
NR6010--MA0684.1.RUNX3	chr2	121125628	121125637	+	0.000	0.000	Merged-chr2-121125577-7
NR1019--MA0684.1.RUNX3	chr10	50898383	50898392	+	0.000	0.000	Merged-chr10-50898307-41
NR7009--MA0511.2.RUNX2	chr4	24496517	24496525	-	0.000	0.000	Merged-chr4-24496528-78
NR4453--MA0002.2.RUNX1	chr17	5402773	5402783	-	0.000	0.000	Merged-chr17-5402492-35
NR2445--MA0684.1.RUNX3	chr12	108634216	108634225	+	0.000	0.000	Merged-chr12-108634224-17
NR8065--MA0002.2.RUNX1	chr5	114041829	114041839	-	0.000	0.000	Merged-chr5-114041714-24
NR2425--MA0002.2.RUNX1	chr12	105068988	105068998	-	0.000	0.000	Merged-chr12-105069151-33
NR9669--MA0511.2.RUNX2	chr7	139125703	139125711	-	0.000	0.000	Merged-chr7-139125728-10
NR8859--MA0002.2.RUNX1	chr6	136493691	136493701	+	0.000	0.000	Merged-chr6-136493676-34
NR6513--MA0002.2.RUNX1	chr3	59203993	59204003	+	0.000	0.000	Merged-chr3-59204061-45
NR6037--MA0002.2.RUNX1	chr2	127086416	127086426	+	0.000	0.000	Merged-chr2-127086449-24
NR4086--MA0002.2.RUNX1	chr16	24217021	24217031	-	0.000	0.000	Merged-chr16-24217048-44
NR8544--MA0511.2.RUNX2	chr6	87887751	87887759	+	0.000	0.000	Merged-chr6-87887908-55
NR8815--MA0511.2.RUNX2	chr6	130288355	130288363	+	0.000	0.000	Merged-chr6-130288327-19
NR6864--MA0511.2.RUNX2	chr3	144411167	144411175	-	0.000	0.000	Merged-chr3-144411311-32
NR4042--MA0511.2.RUNX2	chr16	14088428	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR8445--MA0002.2.RUNX1	chr6	54116500	54116510	-	0.000	0.000	Merged-chr6-54116572-22
NR1823--MA0002.2.RUNX1	chr11	86925383	86925393	-	0.000	0.000	Merged-chr11-86925412-36
NR8130--MA0511.2.RUNX2	chr5	124034658	124034666	+	0.000	0.000	Merged-chr5-124034642-47
NR9871--MA0002.2.RUNX1	chr8	61928155	61928165	+	0.000	0.000	Merged-chr8-61928211-74
NR7419--MA0684.1.RUNX3	chr4	136266855	136266864	-	0.000	0.000	Merged-chr4-136266898-41
NR2534--MA0002.2.RUNX1	chr12	115312145	115312155	+	0.000	0.000	Merged-chr12-115312281-46
NR10108--MA0002.2.RUNX1	chr8	120396887	120396897	+	0.000	0.000	Merged-chr8-120396987-32
NR2934--MA0684.1.RUNX3	chr13	85505256	85505265	-	0.000	0.000	Merged-chr13-85505133-53
NR4466--MA0002.2.RUNX1	chr17	7164083	7164093	+	0.000	0.000	Merged-chr17-7164154-31
NR10188--MA0511.2.RUNX2	chr8	127968207	127968215	-	0.000	0.000	Merged-chr8-127968270-33
NR9159--MA0511.2.RUNX2	chr7	43430966	43430974	-	0.000	0.000	Merged-chr7-43430848-7
NR2742--MA0511.2.RUNX2	chr13	34914838	34914846	-	0.000	0.000	Merged-chr13-34914852-26
NR8825--MA0002.2.RUNX1	chr6	131421771	131421781	+	0.000	0.000	Merged-chr6-131421811-26
NR10089--MA0002.2.RUNX1	chr8	119605005	119605015	-	0.000	0.000	Merged-chr8-119605101-59
NR1661--MA0002.2.RUNX1	chr11	57686222	57686232	+	0.000	0.000	Merged-chr11-57686202-30
NR6003--MA0002.2.RUNX1	chr2	118668076	118668086	-	0.000	0.000	Merged-chr2-118668058-11
NR10316--MA0511.2.RUNX2	chr9	42097519	42097527	-	0.000	0.000	Merged-chr9-42097544-106
NR7700--MA0002.2.RUNX1	chr5	36089621	36089631	-	0.000	0.000	Merged-chr5-36089478-45
NR2438--MA0002.2.RUNX1	chr12	107982497	107982507	-	0.000	0.000	Merged-chr12-107982520-41
NR10489--MA0684.1.RUNX3	chr9	79810687	79810696	+	0.000	0.000	Merged-chr9-79810670-36
NR6403--MA0684.1.RUNX3	chr3	20034915	20034924	-	0.000	0.000	Merged-chr3-20035006-57
NR2789--MA0511.2.RUNX2	chr13	45455949	45455957	+	0.000	0.000	Merged-chr13-45455779-40
NR8206--MA0002.2.RUNX1	chr5	140624014	140624024	-	0.000	0.000	Merged-chr5-140623883-3
NR9189--MA0684.1.RUNX3	chr7	46839005	46839014	-	0.000	0.000	Merged-chr7-46838931-53
NR264--MA0511.2.RUNX2	chr1	89108780	89108788	-	0.000	0.000	Merged-chr1-89108793-22
NR7681--MA0002.2.RUNX1	chr5	32148743	32148753	+	0.000	0.000	Merged-chr5-32148738-21
NR2024--MA0002.2.RUNX1	chr11	113194938	113194948	-	0.000	0.000	Merged-chr11-113194847-27
NR4260--MA0511.2.RUNX2	chr16	59459473	59459481	-	0.000	0.000	Merged-chr16-59459484-51
NR8811--MA0684.1.RUNX3	chr6	130197742	130197751	+	0.000	0.000	Merged-chr6-130197839-48
NR8663--MA0002.2.RUNX1	chr6	112879746	112879756	-	0.000	0.000	Merged-chr6-112879624-4
NR9169--MA0002.2.RUNX1	chr7	44839664	44839674	+	0.000	0.000	Merged-chr7-44839649-46
NR4227--MA0002.2.RUNX1	chr16	52064537	52064547	+	0.000	0.000	Merged-chr16-52064719-40
NR8315--MA0002.2.RUNX1	chr6	12081954	12081964	+	0.000	0.000	Merged-chr6-12082002-27
NR6906--MA0002.2.RUNX1	chr3	149394058	149394068	+	0.000	0.000	Merged-chr3-149393865-18
NR5338--MA0684.1.RUNX3	chr19	32275218	32275227	+	0.000	0.000	Merged-chr19-32275425-90
NR2799--MA0002.2.RUNX1	chr13	46984008	46984018	+	0.000	0.000	Merged-chr13-46984100-22
NR1674--MA0002.2.RUNX1	chr11	58424151	58424161	+	0.000	0.000	Merged-chr11-58424093-17
NR6016--MA0002.2.RUNX1	chr2	123243765	123243775	-	0.000	0.000	Merged-chr2-123243838-1
NR1945--MA0002.2.RUNX1	chr11	104599877	104599887	+	0.000	0.000	Merged-chr11-104599870-16
NR8676--MA0002.2.RUNX1	chr6	114934410	114934420	-	0.000	0.000	Merged-chr6-114934394-6
NR2289--MA0002.2.RUNX1	chr12	76085159	76085169	-	0.000	0.000	Merged-chr12-76085234-6
NR1640--MA0002.2.RUNX1	chr11	51938888	51938898	-	0.000	0.000	Merged-chr11-51938980-15
NR386--MA0511.2.RUNX2	chr1	128808800	128808808	-	0.000	0.000	Merged-chr1-128808726-38
NR4302--MA0002.2.RUNX1	chr16	75984025	75984035	+	0.000	0.000	Merged-chr16-75984013-36
NR2080--MA0002.2.RUNX1	chr11	119166074	119166084	+	0.000	0.000	Merged-chr11-119166198-51
NR287--MA0002.2.RUNX1	chr1	92469137	92469147	-	0.000	0.000	Merged-chr1-92469061-38
NR10911--MA0002.2.RUNX1	chrX	74393189	74393199	-	0.000	0.000	Merged-chrX-74393226-50
NR514--MA0511.2.RUNX2	chr1	152369329	152369337	+	0.000	0.000	Merged-chr1-152369531-31
NR7660--MA0002.2.RUNX1	chr5	24393606	24393616	-	0.000	0.000	Merged-chr5-24393621-16
NR2003--MA0002.2.RUNX1	chr11	110537707	110537717	-	0.000	0.000	Merged-chr11-110537806-33
NR4305--MA0511.2.RUNX2	chr16	76002584	76002592	+	0.000	0.000	Merged-chr16-76002490-12
NR9025--MA0684.1.RUNX3	chr6	146776791	146776800	-	0.000	0.000	Merged-chr6-146776808-33
NR1815--MA0002.2.RUNX1	chr11	84916302	84916312	-	0.000	0.000	Merged-chr11-84916345-39
NR8771--MA0684.1.RUNX3	chr6	128760907	128760916	+	0.000	0.000	Merged-chr6-128760621-104
NR8295--MA0684.1.RUNX3	chr6	3620707	3620716	-	0.000	0.000	Merged-chr6-3620670-56
NR5268--MA0511.2.RUNX2	chr19	16029383	16029391	-	0.000	0.000	Merged-chr19-16029300-45
NR6614--MA0002.2.RUNX1	chr3	90587001	90587011	+	0.000	0.000	Merged-chr3-90587051-129
NR2655--MA0684.1.RUNX3	chr13	19518143	19518152	+	0.000	0.000	Merged-chr13-19518295-27
NR2112--MA0002.2.RUNX1	chr12	8208456	8208466	+	0.000	0.000	Merged-chr12-8208226-52
NR7835--MA0002.2.RUNX1	chr5	73630402	73630412	+	0.000	0.000	Merged-chr5-73630268-26
NR2192--MA0511.2.RUNX2	chr12	40082663	40082671	-	0.000	0.000	Merged-chr12-40082699-21
NR10229--MA0684.1.RUNX3	chr9	7790862	7790871	-	0.000	0.000	Merged-chr9-7790841-6
NR1653--MA0002.2.RUNX1	chr11	54492741	54492751	+	0.000	0.000	Merged-chr11-54492562-47
NR177--MA0684.1.RUNX3	chr1	66896356	66896365	-	0.000	0.000	Merged-chr1-66896467-67
NR6518--MA0002.2.RUNX1	chr3	60111336	60111346	+	0.000	0.000	Merged-chr3-60111409-19
NR4838--MA0002.2.RUNX1	chr17	86779459	86779469	-	0.000	0.000	Merged-chr17-86779381-46
NR6203--MA0511.2.RUNX2	chr2	155553338	155553346	+	0.000	0.000	Merged-chr2-155553198-41
NR6852--MA0684.1.RUNX3	chr3	142674814	142674823	-	0.000	0.000	Merged-chr3-142674758-15
NR428--MA0002.2.RUNX1	chr1	135128337	135128347	-	0.000	0.000	Merged-chr1-135128273-30
NR2416--MA0684.1.RUNX3	chr12	102621271	102621280	-	0.000	0.000	Merged-chr12-102621419-11
NR286--MA0684.1.RUNX3	chr1	92371736	92371745	+	0.000	0.000	Merged-chr1-92371802-28
NR557--MA0684.1.RUNX3	chr1	159911214	159911223	-	0.000	0.000	Merged-chr1-159911218-36
NR6627--MA0002.2.RUNX1	chr3	94375471	94375481	+	0.000	0.000	Merged-chr3-94375656-27
NR4619--MA0684.1.RUNX3	chr17	35508086	35508095	-	0.000	0.000	Merged-chr17-35508038-19
NR3650--MA0511.2.RUNX2	chr15	35529530	35529538	-	0.000	0.000	Merged-chr15-35529547-26
NR2668--MA0684.1.RUNX3	chr13	20502780	20502789	-	0.000	0.000	Merged-chr13-20502802-9
NR7782--MA0002.2.RUNX1	chr5	64609613	64609623	+	0.000	0.000	Merged-chr5-64609569-18
NR2125--MA0002.2.RUNX1	chr12	13410417	13410427	-	0.000	0.000	Merged-chr12-13410341-33
NR8165--MA0684.1.RUNX3	chr5	134237016	134237025	+	0.000	0.000	Merged-chr5-134237023-52
NR6485--MA0684.1.RUNX3	chr3	51554249	51554258	-	0.000	0.000	Merged-chr3-51554312-36
NR3551--MA0002.2.RUNX1	chr14	118919218	118919228	+	0.000	0.000	Merged-chr14-118919285-17
NR2747--MA0511.2.RUNX2	chr13	36214465	36214473	+	0.000	0.000	Merged-chr13-36214295-21
NR2254--MA0684.1.RUNX3	chr12	70219231	70219240	+	0.000	0.000	Merged-chr12-70219283-39
NR888--MA0511.2.RUNX2	chr10	13553016	13553024	+	0.000	0.000	Merged-chr10-13553137-58
NR5483--MA0002.2.RUNX1	chr19	57113350	57113360	-	0.000	0.000	Merged-chr19-57113185-31
NR4013--MA0511.2.RUNX2	chr15	103255465	103255473	-	0.000	0.000	Merged-chr15-103255305-35
NR8959--MA0684.1.RUNX3	chr6	145105218	145105227	-	0.000	0.000	Merged-chr6-145105130-3
NR6194--MA0002.2.RUNX1	chr2	154732922	154732932	-	0.000	0.000	Merged-chr2-154732933-29
NR6408--MA0684.1.RUNX3	chr3	21911280	21911289	-	0.000	0.000	Merged-chr3-21911228-38
NR2111--MA0684.1.RUNX3	chr12	8208226	8208235	-	0.000	0.000	Merged-chr12-8208226-52
NR2777--MA0684.1.RUNX3	chr13	41614739	41614748	-	0.000	0.000	Merged-chr13-41614922-33
NR8397--MA0002.2.RUNX1	chr6	41554461	41554471	+	0.000	0.000	Merged-chr6-41554402-95
NR1980--MA0002.2.RUNX1	chr11	108235504	108235514	+	0.000	0.000	Merged-chr11-108235503-22
NR3726--MA0002.2.RUNX1	chr15	55896429	55896439	-	0.000	0.000	Merged-chr15-55896395-5
NR2363--MA0684.1.RUNX3	chr12	92823631	92823640	+	0.000	0.000	Merged-chr12-92823421-39
NR5592--MA0002.2.RUNX1	chr2	19276518	19276528	+	0.000	0.000	Merged-chr2-19276309-38
NR2713--MA0511.2.RUNX2	chr13	29979450	29979458	+	0.000	0.000	Merged-chr13-29979339-43
NR3312--MA0002.2.RUNX1	chr14	55882463	55882473	+	0.000	0.000	Merged-chr14-55882429-48
NR6369--MA0002.2.RUNX1	chr2	179966853	179966863	-	0.000	0.000	Merged-chr2-179966777-32
NR7400--MA0002.2.RUNX1	chr4	134998155	134998165	+	0.000	0.000	Merged-chr4-134998214-2
NR2138--MA0002.2.RUNX1	chr12	16584080	16584090	-	0.000	0.000	Merged-chr12-16584018-49
NR8449--MA0684.1.RUNX3	chr6	54685313	54685322	-	0.000	0.000	Merged-chr6-54685260-34
NR6498--MA0684.1.RUNX3	chr3	55422611	55422620	-	0.000	0.000	Merged-chr3-55422516-4
NR3564--MA0002.2.RUNX1	chr14	121970662	121970672	-	0.000	0.000	Merged-chr14-121970624-14
NR1884--MA0002.2.RUNX1	chr11	97830112	97830122	-	0.000	0.000	Merged-chr11-97830087-30
NR2538--MA0684.1.RUNX3	chr12	115335096	115335105	+	0.000	0.000	Merged-chr12-115335111-51
NR9603--MA0002.2.RUNX1	chr7	128132415	128132425	-	0.000	0.000	Merged-chr7-128132284-5
NR7923--MA0002.2.RUNX1	chr5	100466876	100466886	-	0.000	0.000	Merged-chr5-100466890-43
NR8511--MA0684.1.RUNX3	chr6	83066176	83066185	+	0.000	0.000	Merged-chr6-83066192-22
NR5972--MA0002.2.RUNX1	chr2	114145438	114145448	-	0.000	0.000	Merged-chr2-114145226-70
NR8035--MA0684.1.RUNX3	chr5	112220447	112220456	+	0.000	0.000	Merged-chr5-112220290-48
NR3964--MA0684.1.RUNX3	chr15	97843391	97843400	-	0.000	0.000	Merged-chr15-97843455-26
NR8363--MA0002.2.RUNX1	chr6	30671833	30671843	+	0.000	0.000	Merged-chr6-30671721-27
NR4946--MA0684.1.RUNX3	chr18	39282250	39282259	+	0.000	0.000	Merged-chr18-39282313-47
NR7781--MA0684.1.RUNX3	chr5	64212799	64212808	-	0.000	0.000	Merged-chr5-64212951-2
NR4132--MA0002.2.RUNX1	chr16	32430850	32430860	+	0.000	0.000	Merged-chr16-32431022-65
NR8114--MA0511.2.RUNX2	chr5	121564597	121564605	-	0.000	0.000	Merged-chr5-121564703-31
NR8558--MA0684.1.RUNX3	chr6	89272954	89272963	+	0.000	0.000	Merged-chr6-89272769-1
NR8015--MA0002.2.RUNX1	chr5	110269799	110269809	-	0.000	0.000	Merged-chr5-110269680-64
