#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR7781--MA0591.1.Bach1::Mafk	chr3	88503280	88503294	+	0.000	0.000	Merged-chr3-88503323-39
NR11779--MA0117.2.Mafb	chr8	71528834	71528845	-	0.000	0.000	Merged-chr8-71528841-21
NR7418--MA0495.2.MAFF	chr2	166553857	166553877	-	0.000	0.000	Merged-chr2-166553887-59
NR10656--MA0591.1.Bach1::Mafk	chr6	142519104	142519118	+	0.000	0.000	Merged-chr6-142519262-28
NR1595--MA0495.2.MAFF	chr10	96357117	96357137	+	0.000	0.000	Merged-chr10-96357351-35
NR7395--MA0591.1.Bach1::Mafk	chr2	163155372	163155386	+	0.000	0.000	Merged-chr2-163155228-25
NR12676--MA0501.1.MAF::NFE2	chr9	107551138	107551152	-	0.000	0.000	Merged-chr9-107551360-55
NR9787--MA0089.1.MAFG::NFE2L1	chr5	139344309	139344314	+	0.000	0.000	Merged-chr5-139344322-30
NR10246--MA0117.2.Mafb	chr6	87503155	87503166	+	0.000	0.000	Merged-chr6-87503108-103
NR12533--MA0089.1.MAFG::NFE2L1	chr9	85328443	85328448	+	0.000	0.000	Merged-chr9-85328371-22
NR360--MA0117.2.Mafb	chr1	95605630	95605641	+	0.000	0.000	Merged-chr1-95605725-17
NR9369--MA0496.2.MAFK	chr5	74470990	74471008	-	0.000	0.000	Merged-chr5-74471085-11
NR9308--MA0089.1.MAFG::NFE2L1	chr5	65737508	65737513	-	0.000	0.000	Merged-chr5-65737481-18
NR5840--MA0659.1.MAFG	chr18	43492936	43492956	+	0.000	0.000	Merged-chr18-43493033-11
NR6609--MA0089.1.MAFG::NFE2L1	chr2	34494420	34494425	-	0.000	0.000	Merged-chr2-34494375-14
NR2547--MA0501.1.MAF::NFE2	chr11	120353796	120353810	-	0.000	0.000	Merged-chr11-120353921-57
NR12620--MA0089.1.MAFG::NFE2L1	chr9	96545573	96545578	-	0.000	0.000	Merged-chr9-96545653-10
NR12469--MA0501.1.MAF::NFE2	chr9	79810856	79810870	-	0.000	0.000	Merged-chr9-79810670-36
NR4634--MA0501.1.MAF::NFE2	chr15	78170886	78170900	+	0.000	0.000	Merged-chr15-78170895-5
NR920--MA0659.1.MAFG	chr1	181866628	181866648	+	0.000	0.000	Merged-chr1-181866572-42
NR12055--MA0591.1.Bach1::Mafk	chr8	123341852	123341866	-	0.000	0.000	Merged-chr8-123341706-13
NR6205--MA0089.1.MAFG::NFE2L1	chr19	21144874	21144879	+	0.000	0.000	Merged-chr19-21144812-47
NR2056--MA0591.1.Bach1::Mafk	chr11	55386652	55386666	-	0.000	0.000	Merged-chr11-55386598-21
NR6395--MA0089.1.MAFG::NFE2L1	chr19	57355715	57355720	+	0.000	0.000	Merged-chr19-57355886-69
NR1723--MA0089.1.MAFG::NFE2L1	chr10	117419039	117419044	+	0.000	0.000	Merged-chr10-117418980-24
NR658--MA0496.2.MAFK	chr1	155224014	155224032	+	0.000	0.000	Merged-chr1-155224072-96
NR3967--MA0496.2.MAFK	chr14	37165411	37165429	-	0.000	0.000	Merged-chr14-37165502-22
NR2179--MA0501.1.MAF::NFE2	chr11	75460527	75460541	-	0.000	0.000	Merged-chr11-75460430-27
NR1465--MA0591.1.Bach1::Mafk	chr10	82053777	82053791	+	0.000	0.000	Merged-chr10-82053844-6
NR267--MA0591.1.Bach1::Mafk	chr1	75179428	75179442	-	0.000	0.000	Merged-chr1-75179465-11
NR3293--MA0591.1.Bach1::Mafk	chr13	24515262	24515276	+	0.000	0.000	Merged-chr13-24515324-15
NR4522--MA0089.1.MAFG::NFE2L1	chr15	59520704	59520709	-	0.000	0.000	Merged-chr15-59520520-55
NR12211--MA0117.2.Mafb	chr9	21161629	21161640	+	0.000	0.000	Merged-chr9-21161494-64
NR12572--MA0495.2.MAFF	chr9	89674246	89674266	+	0.000	0.000	Merged-chr9-89674293-39
NR1079--MA0591.1.Bach1::Mafk	chr1	191850426	191850440	+	0.000	0.000	Merged-chr1-191850553-19
NR388--MA0089.1.MAFG::NFE2L1	chr1	106171605	106171610	-	0.000	0.000	Merged-chr1-106171565-10
NR6281--MA0659.1.MAFG	chr19	40618010	40618030	-	0.000	0.000	Merged-chr19-40618053-6
NR1161--MA0501.1.MAF::NFE2	chr10	10224830	10224844	+	0.000	0.000	Merged-chr10-10224805-34
NR9873--MA0659.1.MAFG	chr5	148831818	148831838	+	0.000	0.000	Merged-chr5-148831759-44
NR4088--MA0659.1.MAFG	chr14	68048502	68048522	+	0.000	0.000	Merged-chr14-68048538-29
NR2649--MA0496.2.MAFK	chr12	26398792	26398810	+	0.000	0.000	Merged-chr12-26398856-20
NR11348--MA0495.2.MAFF	chr7	116409582	116409602	-	0.000	0.000	Merged-chr7-116409560-37
NR4090--MA0501.1.MAF::NFE2	chr14	68048502	68048516	-	0.000	0.000	Merged-chr14-68048538-29
NR4448--MA0089.1.MAFG::NFE2L1	chr15	39112497	39112502	-	0.000	0.000	Merged-chr15-39112696-94
NR11313--MA0089.1.MAFG::NFE2L1	chr7	113143717	113143722	+	0.000	0.000	Merged-chr7-113143723-32
NR5254--MA0501.1.MAF::NFE2	chr16	96358152	96358166	-	0.000	0.000	Merged-chr16-96358039-35
NR803--MA0501.1.MAF::NFE2	chr1	171681762	171681776	-	0.000	0.000	Merged-chr1-171681632-83
NR10950--MA0089.1.MAFG::NFE2L1	chr7	44405675	44405680	-	0.000	0.000	Merged-chr7-44405831-50
NR6293--MA0089.1.MAFG::NFE2L1	chr19	40873459	40873464	+	0.000	0.000	Merged-chr19-40873464-21
NR12303--MA0496.2.MAFK	chr9	44999339	44999357	+	0.000	0.000	Merged-chr9-44999415-9
NR12574--MA0659.1.MAFG	chr9	89674246	89674266	+	0.000	0.000	Merged-chr9-89674293-39
NR9186--MA0501.1.MAF::NFE2	chr5	23350487	23350501	-	0.000	0.000	Merged-chr5-23350651-20
NR5397--MA0117.2.Mafb	chr17	28366194	28366205	-	0.000	0.000	Merged-chr17-28366309-12
NR5256--MA0496.2.MAFK	chr16	96358153	96358171	-	0.000	0.000	Merged-chr16-96358039-35
NR5955--MA0089.1.MAFG::NFE2L1	chr18	67301728	67301733	+	0.000	0.000	Merged-chr18-67301646-31
NR3739--MA0496.2.MAFK	chr13	109822601	109822619	-	0.000	0.000	Merged-chr13-109822486-79
NR356--MA0117.2.Mafb	chr1	95112789	95112800	-	0.000	0.000	Merged-chr1-95112747-9
NR12820--MA0089.1.MAFG::NFE2L1	chr9	120578914	120578919	-	0.000	0.000	Merged-chr9-120578863-6
NR3681--MA0089.1.MAFG::NFE2L1	chr13	105377194	105377199	-	0.000	0.000	Merged-chr13-105377302-26
NR4502--MA0496.2.MAFK	chr15	55838808	55838826	+	0.000	0.000	Merged-chr15-55838772-33
NR3190--MA0089.1.MAFG::NFE2L1	chr13	6192844	6192849	+	0.000	0.000	Merged-chr13-6192977-15
NR9104--MA0089.1.MAFG::NFE2L1	chr5	8675500	8675505	+	0.000	0.000	Merged-chr5-8675688-64
NR7825--MA0089.1.MAFG::NFE2L1	chr3	94443348	94443353	-	0.000	0.000	Merged-chr3-94443589-72
NR2235--MA0117.2.Mafb	chr11	83223491	83223502	+	0.000	0.000	Merged-chr11-83223595-15
NR4995--MA0495.2.MAFF	chr16	52418693	52418713	+	0.000	0.000	Merged-chr16-52418568-49
NR117--MA0591.1.Bach1::Mafk	chr1	43558494	43558508	-	0.000	0.000	Merged-chr1-43558472-4
NR5956--MA0591.1.Bach1::Mafk	chr18	67301726	67301740	+	0.000	0.000	Merged-chr18-67301646-31
NR8528--MA0117.2.Mafb	chr4	56932244	56932255	-	0.000	0.000	Merged-chr4-56932254-7
NR6480--MA0089.1.MAFG::NFE2L1	chr2	11100473	11100478	+	0.000	0.000	Merged-chr2-11100320-38
NR9319--MA0089.1.MAFG::NFE2L1	chr5	66165886	66165891	-	0.000	0.000	Merged-chr5-66165983-46
NR256--MA0495.2.MAFF	chr1	74398274	74398294	-	0.000	0.000	Merged-chr1-74398237-10
NR12746--MA0089.1.MAFG::NFE2L1	chr9	115088472	115088477	+	0.000	0.000	Merged-chr9-115088492-13
NR8089--MA0089.1.MAFG::NFE2L1	chr3	131019766	131019771	+	0.000	0.000	Merged-chr3-131019630-77
NR9885--MA0089.1.MAFG::NFE2L1	chr5	149604957	149604962	+	0.000	0.000	Merged-chr5-149605038-10
NR8316--MA0495.2.MAFF	chr3	153764829	153764849	-	0.000	0.000	Merged-chr3-153764846-117
NR589--MA0117.2.Mafb	chr1	148923234	148923245	+	0.000	0.000	Merged-chr1-148923171-3
NR10472--MA0089.1.MAFG::NFE2L1	chr6	125039602	125039607	-	0.000	0.000	Merged-chr6-125039699-58
NR8649--MA0117.2.Mafb	chr4	97831817	97831828	-	0.000	0.000	Merged-chr4-97831633-55
NR487--MA0501.1.MAF::NFE2	chr1	128615671	128615685	-	0.000	0.000	Merged-chr1-128615599-2
NR4534--MA0495.2.MAFF	chr15	60141740	60141760	+	0.000	0.000	Merged-chr15-60141822-49
NR12346--MA0659.1.MAFG	chr9	58542042	58542062	-	0.000	0.000	Merged-chr9-58542052-13
NR8552--MA0089.1.MAFG::NFE2L1	chr4	62764279	62764284	-	0.000	0.000	Merged-chr4-62764187-28
NR1734--MA0089.1.MAFG::NFE2L1	chr10	117918729	117918734	+	0.000	0.000	Merged-chr10-117918701-83
NR3719--MA0089.1.MAFG::NFE2L1	chr13	109229960	109229965	-	0.000	0.000	Merged-chr13-109230040-126
NR3209--MA0659.1.MAFG	chr13	9082703	9082723	-	0.000	0.000	Merged-chr13-9082570-19
NR5839--MA0495.2.MAFF	chr18	43492936	43492956	-	0.000	0.000	Merged-chr18-43493033-11
NR9654--MA0659.1.MAFG	chr5	115312987	115313007	-	0.000	0.000	Merged-chr5-115313005-7
NR3100--MA0089.1.MAFG::NFE2L1	chr12	115008673	115008678	-	0.000	0.000	Merged-chr12-115008718-17
NR7650--MA0501.1.MAF::NFE2	chr3	36863832	36863846	+	0.000	0.000	Merged-chr3-36864011-2
NR2360--MA0591.1.Bach1::Mafk	chr11	103159146	103159160	-	0.000	0.000	Merged-chr11-103159117-33
NR12380--MA0501.1.MAF::NFE2	chr9	65010832	65010846	-	0.000	0.000	Merged-chr9-65010971-53
NR164--MA0659.1.MAFG	chr1	60902847	60902867	+	0.000	0.000	Merged-chr1-60902675-29
NR9217--MA0089.1.MAFG::NFE2L1	chr5	30647920	30647925	-	0.000	0.000	Merged-chr5-30648005-55
NR5069--MA0495.2.MAFF	chr16	65542404	65542424	-	0.000	0.000	Merged-chr16-65542301-4
NR6707--MA0659.1.MAFG	chr2	52938453	52938473	+	0.000	0.000	Merged-chr2-52938398-15
NR10810--MA0591.1.Bach1::Mafk	chr7	16057373	16057387	-	0.000	0.000	Merged-chr7-16057177-61
NR2336--MA0496.2.MAFK	chr11	97825332	97825350	-	0.000	0.000	Merged-chr11-97825467-43
NR10370--MA0089.1.MAFG::NFE2L1	chr6	108895319	108895324	-	0.000	0.000	Merged-chr6-108895381-27
NR10847--MA0659.1.MAFG	chr7	19332921	19332941	-	0.000	0.000	Merged-chr7-19332998-44
NR6382--MA0496.2.MAFK	chr19	56647499	56647517	-	0.000	0.000	Merged-chr19-56647541-17
NR9092--MA0496.2.MAFK	chr5	3358937	3358955	-	0.000	0.000	Merged-chr5-3358967-15
NR4997--MA0117.2.Mafb	chr16	52418702	52418713	-	0.000	0.000	Merged-chr16-52418568-49
NR6378--MA0591.1.Bach1::Mafk	chr19	56647501	56647515	+	0.000	0.000	Merged-chr19-56647541-17
NR10961--MA0089.1.MAFG::NFE2L1	chr7	46796045	46796050	-	0.000	0.000	Merged-chr7-46795936-83
NR1929--MA0117.2.Mafb	chr11	20661879	20661890	-	0.000	0.000	Merged-chr11-20661877-12
NR4639--MA0117.2.Mafb	chr15	79328218	79328229	-	0.000	0.000	Merged-chr15-79328273-51
NR1476--MA0501.1.MAF::NFE2	chr10	83094421	83094435	-	0.000	0.000	Merged-chr10-83094341-29
NR5260--MA0089.1.MAFG::NFE2L1	chr16	96912772	96912777	+	0.000	0.000	Merged-chr16-96912864-1
NR1193--MA0495.2.MAFF	chr10	19718892	19718912	-	0.000	0.000	Merged-chr10-19718932-45
NR9706--MA0501.1.MAF::NFE2	chr5	121619071	121619085	+	0.000	0.000	Merged-chr5-121619111-49
NR934--MA0117.2.Mafb	chr1	182539627	182539638	-	0.000	0.000	Merged-chr1-182539437-37
NR197--MA0089.1.MAFG::NFE2L1	chr1	63730649	63730654	-	0.000	0.000	Merged-chr1-63730554-61
NR12252--MA0117.2.Mafb	chr9	35117687	35117698	-	0.000	0.000	Merged-chr9-35117725-13
NR2162--MA0495.2.MAFF	chr11	73131228	73131248	+	0.000	0.000	Merged-chr11-73131233-35
NR9513--MA0496.2.MAFK	chr5	97002396	97002414	+	0.000	0.000	Merged-chr5-97002471-16
NR6850--MA0117.2.Mafb	chr2	79004652	79004663	-	0.000	0.000	Merged-chr2-79004552-5
NR9826--MA0591.1.Bach1::Mafk	chr5	143976849	143976863	-	0.000	0.000	Merged-chr5-143976902-14
NR4442--MA0117.2.Mafb	chr15	38121314	38121325	+	0.000	0.000	Merged-chr15-38121551-17
NR2108--MA0496.2.MAFK	chr11	62185076	62185094	-	0.000	0.000	Merged-chr11-62185170-13
NR2008--MA0089.1.MAFG::NFE2L1	chr11	49100354	49100359	-	0.000	0.000	Merged-chr11-49100506-9
NR7923--MA0089.1.MAFG::NFE2L1	chr3	106485958	106485963	+	0.000	0.000	Merged-chr3-106485995-50
NR12358--MA0495.2.MAFF	chr9	61708039	61708059	-	0.000	0.000	Merged-chr9-61708026-57
NR3300--MA0089.1.MAFG::NFE2L1	chr13	24988651	24988656	+	0.000	0.000	Merged-chr13-24988665-13
NR4769--MA0117.2.Mafb	chr15	99644037	99644048	-	0.000	0.000	Merged-chr15-99643998-26
NR10188--MA0501.1.MAF::NFE2	chr6	71632848	71632862	-	0.000	0.000	Merged-chr6-71633001-103
NR4935--MA0089.1.MAFG::NFE2L1	chr16	38017281	38017286	-	0.000	0.000	Merged-chr16-38017190-20
NR923--MA0496.2.MAFK	chr1	181866629	181866647	+	0.000	0.000	Merged-chr1-181866572-42
NR11990--MA0089.1.MAFG::NFE2L1	chr8	116617425	116617430	+	0.000	0.000	Merged-chr8-116617441-19
NR11928--MA0117.2.Mafb	chr8	105170474	105170485	+	0.000	0.000	Merged-chr8-105170559-11
NR10813--MA0501.1.MAF::NFE2	chr7	16057370	16057384	-	0.000	0.000	Merged-chr7-16057177-61
NR4296--MA0591.1.Bach1::Mafk	chr14	120572331	120572345	-	0.000	0.000	Merged-chr14-120572441-59
NR1947--MA0089.1.MAFG::NFE2L1	chr11	23754468	23754473	+	0.000	0.000	Merged-chr11-23754497-34
NR9694--MA0089.1.MAFG::NFE2L1	chr5	120134013	120134018	-	0.000	0.000	Merged-chr5-120134176-19
NR4402--MA0591.1.Bach1::Mafk	chr15	27627261	27627275	-	0.000	0.000	Merged-chr15-27627368-1
NR10785--MA0089.1.MAFG::NFE2L1	chr7	4777053	4777058	+	0.000	0.000	Merged-chr7-4777194-35
NR1456--MA0089.1.MAFG::NFE2L1	chr10	81409221	81409226	-	0.000	0.000	Merged-chr10-81409039-20
NR3383--MA0591.1.Bach1::Mafk	chr13	45827706	45827720	-	0.000	0.000	Merged-chr13-45827627-7
NR11020--MA0089.1.MAFG::NFE2L1	chr7	64122491	64122496	+	0.000	0.000	Merged-chr7-64122484-38
NR9332--MA0117.2.Mafb	chr5	67437640	67437651	-	0.000	0.000	Merged-chr5-67437495-24
NR8260--MA0117.2.Mafb	chr3	146150303	146150314	+	0.000	0.000	Merged-chr3-146150347-97
NR4897--MA0591.1.Bach1::Mafk	chr16	30722612	30722626	+	0.000	0.000	Merged-chr16-30722513-29
NR9876--MA0496.2.MAFK	chr5	148831819	148831837	-	0.000	0.000	Merged-chr5-148831759-44
NR6962--MA0501.1.MAF::NFE2	chr2	113848631	113848645	+	0.000	0.000	Merged-chr2-113848659-93
NR9996--MA0089.1.MAFG::NFE2L1	chr6	29023353	29023358	+	0.000	0.000	Merged-chr6-29023445-17
NR3904--MA0089.1.MAFG::NFE2L1	chr14	16244018	16244023	+	0.000	0.000	Merged-chr14-16243907-1
NR12251--MA0089.1.MAFG::NFE2L1	chr9	33080437	33080442	+	0.000	0.000	Merged-chr9-33080507-34
NR8587--MA0117.2.Mafb	chr4	83273910	83273921	-	0.000	0.000	Merged-chr4-83273873-49
NR2057--MA0659.1.MAFG	chr11	55386649	55386669	+	0.000	0.000	Merged-chr11-55386598-21
NR3761--MA0501.1.MAF::NFE2	chr13	111265748	111265762	+	0.000	0.000	Merged-chr13-111265821-37
NR4664--MA0496.2.MAFK	chr15	82906878	82906896	-	0.000	0.000	Merged-chr15-82906941-10
NR8696--MA0501.1.MAF::NFE2	chr4	106869719	106869733	-	0.000	0.000	Merged-chr4-106869679-64
NR915--MA0591.1.Bach1::Mafk	chr1	181211970	181211984	-	0.000	0.000	Merged-chr1-181211865-134
NR4053--MA0089.1.MAFG::NFE2L1	chr14	61440022	61440027	-	0.000	0.000	Merged-chr14-61439871-81
NR9617--MA0089.1.MAFG::NFE2L1	chr5	109596711	109596716	+	0.000	0.000	Merged-chr5-109596837-17
NR12190--MA0659.1.MAFG	chr9	15530005	15530025	-	0.000	0.000	Merged-chr9-15530031-64
NR4140--MA0089.1.MAFG::NFE2L1	chr14	76152692	76152697	-	0.000	0.000	Merged-chr14-76152800-92
NR5754--MA0496.2.MAFK	chr18	20982596	20982614	+	0.000	0.000	Merged-chr18-20982591-12
NR6629--MA0089.1.MAFG::NFE2L1	chr2	35899021	35899026	-	0.000	0.000	Merged-chr2-35899032-12
NR3426--MA0089.1.MAFG::NFE2L1	chr13	53010959	53010964	-	0.000	0.000	Merged-chr13-53010811-5
NR6961--MA0591.1.Bach1::Mafk	chr2	113848628	113848642	+	0.000	0.000	Merged-chr2-113848659-93
NR9143--MA0591.1.Bach1::Mafk	chr5	12030198	12030212	-	0.000	0.000	Merged-chr5-12030220-35
NR241--MA0501.1.MAF::NFE2	chr1	72449960	72449974	-	0.000	0.000	Merged-chr1-72450027-13
NR7486--MA0501.1.MAF::NFE2	chr2	173048241	173048255	+	0.000	0.000	Merged-chr2-173048246-44
NR145--MA0501.1.MAF::NFE2	chr1	58734252	58734266	-	0.000	0.000	Merged-chr1-58734414-54
NR2616--MA0501.1.MAF::NFE2	chr12	21437690	21437704	-	0.000	0.000	Merged-chr12-21437615-25
NR7645--MA0089.1.MAFG::NFE2L1	chr3	34081186	34081191	+	0.000	0.000	Merged-chr3-34081319-62
NR4066--MA0089.1.MAFG::NFE2L1	chr14	63130836	63130841	-	0.000	0.000	Merged-chr14-63130838-17
NR5000--MA0659.1.MAFG	chr16	52418693	52418713	-	0.000	0.000	Merged-chr16-52418568-49
NR12143--MA0496.2.MAFK	chr8	128333588	128333606	+	0.000	0.000	Merged-chr8-128333532-18
NR3026--MA0117.2.Mafb	chr12	111872271	111872282	+	0.000	0.000	Merged-chr12-111872189-9
NR6897--MA0591.1.Bach1::Mafk	chr2	91183958	91183972	+	0.000	0.000	Merged-chr2-91183975-17
NR5772--MA0496.2.MAFK	chr18	23754630	23754648	+	0.000	0.000	Merged-chr18-23754514-42
NR5425--MA0591.1.Bach1::Mafk	chr17	34121020	34121034	+	0.000	0.000	Merged-chr17-34120930-5
NR6709--MA0501.1.MAF::NFE2	chr2	52938459	52938473	+	0.000	0.000	Merged-chr2-52938398-15
NR6312--MA0089.1.MAFG::NFE2L1	chr19	45579229	45579234	-	0.000	0.000	Merged-chr19-45579112-22
NR8285--MA0089.1.MAFG::NFE2L1	chr3	149394037	149394042	+	0.000	0.000	Merged-chr3-149393865-18
NR3147--MA0117.2.Mafb	chr12	117712684	117712695	-	0.000	0.000	Merged-chr12-117712681-21
NR2601--MA0501.1.MAF::NFE2	chr12	15932269	15932283	+	0.000	0.000	Merged-chr12-15932271-28
NR1838--MA0496.2.MAFK	chr10	127322156	127322174	+	0.000	0.000	Merged-chr10-127322062-67
NR2535--MA0591.1.Bach1::Mafk	chr11	119083927	119083941	-	0.000	0.000	Merged-chr11-119083935-60
NR2248--MA0501.1.MAF::NFE2	chr11	85324146	85324160	-	0.000	0.000	Merged-chr11-85324179-42
NR10883--MA0089.1.MAFG::NFE2L1	chr7	28820769	28820774	-	0.000	0.000	Merged-chr7-28820769-1
NR280--MA0089.1.MAFG::NFE2L1	chr1	82724875	82724880	+	0.000	0.000	Merged-chr1-82725083-56
NR626--MA0117.2.Mafb	chr1	152817559	152817570	-	0.000	0.000	Merged-chr1-152817500-27
NR3259--MA0117.2.Mafb	chr13	21721832	21721843	+	0.000	0.000	Merged-chr13-21721967-70
NR11633--MA0117.2.Mafb	chr8	13293864	13293875	+	0.000	0.000	Merged-chr8-13293855-16
NR4959--MA0089.1.MAFG::NFE2L1	chr16	44778947	44778952	-	0.000	0.000	Merged-chr16-44778885-37
NR12611--MA0117.2.Mafb	chr9	95120208	95120219	-	0.000	0.000	Merged-chr9-95120288-34
NR4367--MA0659.1.MAFG	chr15	8073359	8073379	-	0.000	0.000	Merged-chr15-8073323-37
NR12296--MA0495.2.MAFF	chr9	44999338	44999358	-	0.000	0.000	Merged-chr9-44999415-9
NR12753--MA0089.1.MAFG::NFE2L1	chr9	116249915	116249920	-	0.000	0.000	Merged-chr9-116250022-24
NR7614--MA0117.2.Mafb	chr3	21936091	21936102	-	0.000	0.000	Merged-chr3-21936128-91
NR1473--MA0591.1.Bach1::Mafk	chr10	82982414	82982428	-	0.000	0.000	Merged-chr10-82982520-21
NR7809--MA0591.1.Bach1::Mafk	chr3	90587054	90587068	-	0.000	0.000	Merged-chr3-90587051-129
NR5792--MA0591.1.Bach1::Mafk	chr18	32311876	32311890	-	0.000	0.000	Merged-chr18-32311918-36
NR3295--MA0659.1.MAFG	chr13	24515259	24515279	-	0.000	0.000	Merged-chr13-24515324-15
NR6829--MA0089.1.MAFG::NFE2L1	chr2	73547503	73547508	+	0.000	0.000	Merged-chr2-73547425-29
NR5409--MA0089.1.MAFG::NFE2L1	chr17	31176460	31176465	+	0.000	0.000	Merged-chr17-31176516-21
NR2137--MA0501.1.MAF::NFE2	chr11	69332063	69332077	-	0.000	0.000	Merged-chr11-69332186-23
NR2642--MA0495.2.MAFF	chr12	26398791	26398811	+	0.000	0.000	Merged-chr12-26398856-20
NR5162--MA0501.1.MAF::NFE2	chr16	87610742	87610756	-	0.000	0.000	Merged-chr16-87610696-25
NR10541--MA0496.2.MAFK	chr6	130430845	130430863	-	0.000	0.000	Merged-chr6-130430787-10
NR1424--MA0117.2.Mafb	chr10	75667572	75667583	-	0.000	0.000	Merged-chr10-75667633-88
NR6425--MA0591.1.Bach1::Mafk	chr19	59239699	59239713	-	0.000	0.000	Merged-chr19-59239601-46
NR2087--MA0495.2.MAFF	chr11	60935553	60935573	-	0.000	0.000	Merged-chr11-60935533-50
NR9358--MA0495.2.MAFF	chr5	74456858	74456878	+	0.000	0.000	Merged-chr5-74456993-19
NR8008--MA0496.2.MAFK	chr3	121874813	121874831	+	0.000	0.000	Merged-chr3-121874730-10
NR12291--MA0496.2.MAFK	chr9	44517478	44517496	-	0.000	0.000	Merged-chr9-44517678-51
NR12766--MA0089.1.MAFG::NFE2L1	chr9	117215558	117215563	+	0.000	0.000	Merged-chr9-117215431-1
NR6766--MA0117.2.Mafb	chr2	62619135	62619146	+	0.000	0.000	Merged-chr2-62619105-22
NR1654--MA0089.1.MAFG::NFE2L1	chr10	108073245	108073250	-	0.000	0.000	Merged-chr10-108073189-2
NR12275--MA0089.1.MAFG::NFE2L1	chr9	40612453	40612458	+	0.000	0.000	Merged-chr9-40612438-22
NR8006--MA0089.1.MAFG::NFE2L1	chr3	121872994	121872999	-	0.000	0.000	Merged-chr3-121872910-8
NR2550--MA0659.1.MAFG	chr11	120631371	120631391	-	0.000	0.000	Merged-chr11-120631318-28
NR3148--MA0089.1.MAFG::NFE2L1	chr12	117712719	117712724	-	0.000	0.000	Merged-chr12-117712681-21
NR3965--MA0501.1.MAF::NFE2	chr14	37165410	37165424	-	0.000	0.000	Merged-chr14-37165502-22
NR5904--MA0501.1.MAF::NFE2	chr18	61570911	61570925	+	0.000	0.000	Merged-chr18-61571068-18
NR11000--MA0591.1.Bach1::Mafk	chr7	58148185	58148199	+	0.000	0.000	Merged-chr7-58147990-20
NR6814--MA0089.1.MAFG::NFE2L1	chr2	70930994	70930999	-	0.000	0.000	Merged-chr2-70931049-24
NR4267--MA0495.2.MAFF	chr14	118796408	118796428	+	0.000	0.000	Merged-chr14-118796395-16
NR695--MA0089.1.MAFG::NFE2L1	chr1	159232228	159232233	-	0.000	0.000	Merged-chr1-159232355-108
NR7743--MA0089.1.MAFG::NFE2L1	chr3	79181461	79181466	+	0.000	0.000	Merged-chr3-79181699-42
NR2304--MA0659.1.MAFG	chr11	94386615	94386635	-	0.000	0.000	Merged-chr11-94386453-49
NR8468--MA0591.1.Bach1::Mafk	chr4	32363656	32363670	+	0.000	0.000	Merged-chr4-32363760-31
NR2323--MA0591.1.Bach1::Mafk	chr11	95356972	95356986	-	0.000	0.000	Merged-chr11-95356897-59
NR2645--MA0591.1.Bach1::Mafk	chr12	26398794	26398808	-	0.000	0.000	Merged-chr12-26398856-20
NR11244--MA0089.1.MAFG::NFE2L1	chr7	104446554	104446559	-	0.000	0.000	Merged-chr7-104446376-75
NR9383--MA0591.1.Bach1::Mafk	chr5	77092702	77092716	+	0.000	0.000	Merged-chr5-77092743-13
NR8383--MA0089.1.MAFG::NFE2L1	chr4	3660133	3660138	-	0.000	0.000	Merged-chr4-3660095-25
NR7756--MA0495.2.MAFF	chr3	86196652	86196672	+	0.000	0.000	Merged-chr3-86196613-32
NR12173--MA0591.1.Bach1::Mafk	chr9	8042819	8042833	+	0.000	0.000	Merged-chr9-8042887-59
NR2174--MA0591.1.Bach1::Mafk	chr11	74838655	74838669	+	0.000	0.000	Merged-chr11-74838839-1
NR3046--MA0089.1.MAFG::NFE2L1	chr12	113487758	113487763	+	0.000	0.000	Merged-chr12-113487885-37
NR8094--MA0089.1.MAFG::NFE2L1	chr3	131303193	131303198	+	0.000	0.000	Merged-chr3-131303099-58
NR5395--MA0089.1.MAFG::NFE2L1	chr17	28013402	28013407	+	0.000	0.000	Merged-chr17-28013455-33
NR9890--MA0089.1.MAFG::NFE2L1	chr5	150519690	150519695	+	0.000	0.000	Merged-chr5-150519774-16
NR10911--MA0659.1.MAFG	chr7	30000836	30000856	-	0.000	0.000	Merged-chr7-30000834-5
NR11674--MA0501.1.MAF::NFE2	chr8	33636651	33636665	-	0.000	0.000	Merged-chr8-33636764-22
NR518--MA0089.1.MAFG::NFE2L1	chr1	133159538	133159543	+	0.000	0.000	Merged-chr1-133159409-33
NR10946--MA0591.1.Bach1::Mafk	chr7	43313416	43313430	+	0.000	0.000	Merged-chr7-43313154-76
NR2217--MA0089.1.MAFG::NFE2L1	chr11	79339688	79339693	-	0.000	0.000	Merged-chr11-79339786-62
NR7628--MA0117.2.Mafb	chr3	27317183	27317194	-	0.000	0.000	Merged-chr3-27317154-55
NR2387--MA0501.1.MAF::NFE2	chr11	106994510	106994524	+	0.000	0.000	Merged-chr11-106994404-9
