#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR5406--MA0511.2.RUNX2	chr2	23540191	23540199	+	0.000	0.000	Merged-chr2-23540156-12
NR9809--MA0002.2.RUNX1	chr9	82961606	82961616	+	0.000	0.000	Merged-chr9-82961653-22
NR7067--MA0511.2.RUNX2	chr4	126677526	126677534	+	0.000	0.000	Merged-chr4-126677717-65
NR4930--MA0684.1.RUNX3	chr18	76215918	76215927	+	0.000	0.000	Merged-chr18-76215968-18
NR471--MA0511.2.RUNX2	chr1	153140976	153140984	-	0.000	0.000	Merged-chr1-153140977-54
NR1090--MA0511.2.RUNX2	chr10	68673691	68673699	-	0.000	0.000	Merged-chr10-68673774-53
NR2897--MA0002.2.RUNX1	chr13	109190438	109190448	+	0.000	0.000	Merged-chr13-109190361-18
NR5559--MA0002.2.RUNX1	chr2	69002507	69002517	+	0.000	0.000	Merged-chr2-69002641-39
NR6985--MA0002.2.RUNX1	chr4	107606193	107606203	+	0.000	0.000	Merged-chr4-107606199-20
NR994--MA0511.2.RUNX2	chr10	53528047	53528055	-	0.000	0.000	Merged-chr10-53528225-64
NR9376--MA0002.2.RUNX1	chr8	105727465	105727475	+	0.000	0.000	Merged-chr8-105727621-21
NR8251--MA0002.2.RUNX1	chr6	122527699	122527709	+	0.000	0.000	Merged-chr6-122527775-49
NR45--MA0511.2.RUNX2	chr1	36025101	36025109	-	0.000	0.000	Merged-chr1-36025179-31
NR7718--MA0511.2.RUNX2	chr5	124190325	124190333	-	0.000	0.000	Merged-chr5-124190286-2
NR9584--MA0511.2.RUNX2	chr9	22155687	22155695	-	0.000	0.000	Merged-chr9-22155812-33
NR7619--MA0002.2.RUNX1	chr5	109548813	109548823	+	0.000	0.000	Merged-chr5-109548848-44
NR9379--MA0511.2.RUNX2	chr8	106701524	106701532	-	0.000	0.000	Merged-chr8-106701568-18
NR9157--MA0684.1.RUNX3	chr8	19161780	19161789	+	0.000	0.000	Merged-chr8-19161757-88
NR2929--MA0002.2.RUNX1	chr13	111569229	111569239	-	0.000	0.000	Merged-chr13-111569188-35
NR6623--MA0684.1.RUNX3	chr3	142674814	142674823	-	0.000	0.000	Merged-chr3-142674758-15
NR4672--MA0684.1.RUNX3	chr18	10742979	10742988	-	0.000	0.000	Merged-chr18-10742937-26
NR6951--MA0002.2.RUNX1	chr4	101250496	101250506	-	0.000	0.000	Merged-chr4-101250420-26
NR9014--MA0684.1.RUNX3	chr7	131469440	131469449	-	0.000	0.000	Merged-chr7-131469591-22
NR7334--MA0684.1.RUNX3	chr5	22360697	22360706	-	0.000	0.000	Merged-chr5-22360842-38
NR7413--MA0511.2.RUNX2	chr5	53258128	53258136	+	0.000	0.000	Merged-chr5-53258264-38
NR6875--MA0684.1.RUNX3	chr4	70410407	70410416	+	0.000	0.000	Merged-chr4-70410445-57
NR7208--MA0511.2.RUNX2	chr4	148102322	148102330	-	0.000	0.000	Merged-chr4-148102321-24
NR4381--MA0002.2.RUNX1	chr17	35423349	35423359	+	0.000	0.000	Merged-chr17-35423448-36
NR7857--MA0684.1.RUNX3	chr5	149016051	149016060	+	0.000	0.000	Merged-chr5-149015984-54
NR2767--MA0002.2.RUNX1	chr13	81675840	81675850	-	0.000	0.000	Merged-chr13-81675595-44
NR785--MA0684.1.RUNX3	chr1	193366091	193366100	-	0.000	0.000	Merged-chr1-193366026-12
NR10218--MA0684.1.RUNX3	chrX	136986280	136986289	-	0.000	0.000	Merged-chrX-136986316-28
NR6584--MA0002.2.RUNX1	chr3	136727470	136727480	-	0.000	0.000	Merged-chr3-136727461-5
NR7172--MA0684.1.RUNX3	chr4	144996003	144996012	+	0.000	0.000	Merged-chr4-144996009-47
NR3434--MA0511.2.RUNX2	chr15	9574953	9574961	-	0.000	0.000	Merged-chr15-9575046-48
NR10199--MA0684.1.RUNX3	chrX	100476580	100476589	-	0.000	0.000	Merged-chrX-100476611-55
NR8121--MA0002.2.RUNX1	chr6	88958017	88958027	-	0.000	0.000	Merged-chr6-88958094-9
NR4827--MA0002.2.RUNX1	chr18	61647289	61647299	+	0.000	0.000	Merged-chr18-61647433-25
NR894--MA0684.1.RUNX3	chr10	22296027	22296036	+	0.000	0.000	Merged-chr10-22296009-12
NR7298--MA0511.2.RUNX2	chr5	10245887	10245895	-	0.000	0.000	Merged-chr5-10245943-14
NR417--MA0002.2.RUNX1	chr1	138299635	138299645	-	0.000	0.000	Merged-chr1-138299764-45
NR6759--MA0002.2.RUNX1	chr4	33072978	33072988	-	0.000	0.000	Merged-chr4-33073054-38
NR10135--MA0511.2.RUNX2	chrX	47998588	47998596	-	0.000	0.000	Merged-chrX-47998612-33
NR2985--MA0002.2.RUNX1	chr14	10593655	10593665	-	0.000	0.000	Merged-chr14-10593654-13
NR8630--MA0684.1.RUNX3	chr7	58485603	58485612	+	0.000	0.000	Merged-chr7-58485685-22
NR8753--MA0002.2.RUNX1	chr7	90059428	90059438	+	0.000	0.000	Merged-chr7-90059452-5
NR7949--MA0511.2.RUNX2	chr6	38848075	38848083	-	0.000	0.000	Merged-chr6-38848269-41
NR6202--MA0002.2.RUNX1	chr3	37173479	37173489	+	0.000	0.000	Merged-chr3-37173489-44
NR5028--MA0002.2.RUNX1	chr18	89627025	89627035	-	0.000	0.000	Merged-chr18-89627032-39
NR1274--MA0684.1.RUNX3	chr10	98728782	98728791	+	0.000	0.000	Merged-chr10-98728864-24
NR3077--MA0002.2.RUNX1	chr14	45102340	45102350	-	0.000	0.000	Merged-chr14-45102324-46
NR6997--MA0684.1.RUNX3	chr4	109000880	109000889	-	0.000	0.000	Merged-chr4-109000690-68
NR6725--MA0002.2.RUNX1	chr4	10770174	10770184	-	0.000	0.000	Merged-chr4-10770192-53
NR9116--MA0002.2.RUNX1	chr7	144447288	144447298	-	0.000	0.000	Merged-chr7-144447346-49
NR8386--MA0002.2.RUNX1	chr6	140533079	140533089	+	0.000	0.000	Merged-chr6-140533090-20
NR3920--MA0002.2.RUNX1	chr16	33704545	33704555	+	0.000	0.000	Merged-chr16-33704472-6
NR10131--MA0684.1.RUNX3	chrX	42337012	42337021	-	0.000	0.000	Merged-chrX-42336875-23
NR224--MA0511.2.RUNX2	chr1	78657916	78657924	-	0.000	0.000	Merged-chr1-78658063-75
NR2855--MA0002.2.RUNX1	chr13	100854452	100854462	-	0.000	0.000	Merged-chr13-100854442-29
NR1366--MA0511.2.RUNX2	chr10	122544545	122544553	-	0.000	0.000	Merged-chr10-122544406-31
NR7178--MA0002.2.RUNX1	chr4	145221693	145221703	-	0.000	0.000	Merged-chr4-145221845-95
NR4472--MA0511.2.RUNX2	chr17	52591979	52591987	-	0.000	0.000	Merged-chr17-52591988-50
NR648--MA0002.2.RUNX1	chr1	179578841	179578851	-	0.000	0.000	Merged-chr1-179578897-31
NR9529--MA0684.1.RUNX3	chr8	127178774	127178783	-	0.000	0.000	Merged-chr8-127178768-26
NR3298--MA0511.2.RUNX2	chr14	101879179	101879187	+	0.000	0.000	Merged-chr14-101879110-69
NR9066--MA0511.2.RUNX2	chr7	139951255	139951263	-	0.000	0.000	Merged-chr7-139951341-4
NR9337--MA0511.2.RUNX2	chr8	94447746	94447754	+	0.000	0.000	Merged-chr8-94447653-43
NR3199--MA0002.2.RUNX1	chr14	70272601	70272611	-	0.000	0.000	Merged-chr14-70272572-43
NR8732--MA0002.2.RUNX1	chr7	84386688	84386698	-	0.000	0.000	Merged-chr7-84386751-45
NR234--MA0002.2.RUNX1	chr1	82819582	82819592	+	0.000	0.000	Merged-chr1-82819589-51
NR6532--MA0511.2.RUNX2	chr3	129613936	129613944	-	0.000	0.000	Merged-chr3-129613875-22
NR5358--MA0511.2.RUNX2	chr2	7254734	7254742	-	0.000	0.000	Merged-chr2-7254714-17
NR7687--MA0684.1.RUNX3	chr5	120577171	120577180	+	0.000	0.000	Merged-chr5-120577035-13
NR2597--MA0002.2.RUNX1	chr13	32899274	32899284	-	0.000	0.000	Merged-chr13-32899314-35
NR220--MA0684.1.RUNX3	chr1	75533602	75533611	-	0.000	0.000	Merged-chr1-75533497-24
NR8242--MA0684.1.RUNX3	chr6	121226241	121226250	+	0.000	0.000	Merged-chr6-121226378-36
NR8094--MA0002.2.RUNX1	chr6	85147775	85147785	+	0.000	0.000	Merged-chr6-85147771-14
NR2060--MA0684.1.RUNX3	chr12	21451579	21451588	+	0.000	0.000	Merged-chr12-21451589-67
NR9019--MA0684.1.RUNX3	chr7	132226872	132226881	+	0.000	0.000	Merged-chr7-132226896-31
NR8050--MA0511.2.RUNX2	chr6	67348224	67348232	+	0.000	0.000	Merged-chr6-67348220-52
NR4134--MA0002.2.RUNX1	chr16	92801758	92801768	+	0.000	0.000	Merged-chr16-92801827-54
NR7081--MA0511.2.RUNX2	chr4	132040469	132040477	+	0.000	0.000	Merged-chr4-132040319-80
NR8888--MA0002.2.RUNX1	chr7	114356567	114356577	+	0.000	0.000	Merged-chr7-114356592-29
NR9747--MA0684.1.RUNX3	chr9	67901997	67902006	+	0.000	0.000	Merged-chr9-67901955-26
NR4591--MA0002.2.RUNX1	chr17	84119797	84119807	-	0.000	0.000	Merged-chr17-84119713-65
NR1600--MA0002.2.RUNX1	chr11	54151277	54151287	-	0.000	0.000	Merged-chr11-54151267-37
NR5097--MA0002.2.RUNX1	chr19	16790168	16790178	-	0.000	0.000	Merged-chr19-16790195-21
NR181--MA0002.2.RUNX1	chr1	66896355	66896365	+	0.000	0.000	Merged-chr1-66896467-67
NR4613--MA0511.2.RUNX2	chr17	86041002	86041010	-	0.000	0.000	Merged-chr17-86040828-28
NR8745--MA0002.2.RUNX1	chr7	88259310	88259320	-	0.000	0.000	Merged-chr7-88259356-48
NR6750--MA0511.2.RUNX2	chr4	24569312	24569320	-	0.000	0.000	Merged-chr4-24569297-30
NR6323--MA0684.1.RUNX3	chr3	86837546	86837555	-	0.000	0.000	Merged-chr3-86837478-31
NR499--MA0002.2.RUNX1	chr1	159812926	159812936	+	0.000	0.000	Merged-chr1-159812982-41
NR2420--MA0002.2.RUNX1	chr12	115145466	115145476	+	0.000	0.000	Merged-chr12-115145586-48
NR7157--MA0002.2.RUNX1	chr4	140860318	140860328	+	0.000	0.000	Merged-chr4-140860263-13
NR8731--MA0684.1.RUNX3	chr7	84386627	84386636	+	0.000	0.000	Merged-chr7-84386751-45
NR3469--MA0684.1.RUNX3	chr15	31440251	31440260	-	0.000	0.000	Merged-chr15-31440136-19
NR8583--MA0002.2.RUNX1	chr7	42642552	42642562	-	0.000	0.000	Merged-chr7-42642590-33
NR7113--MA0511.2.RUNX2	chr4	134853870	134853878	+	0.000	0.000	Merged-chr4-134853664-104
NR7779--MA0511.2.RUNX2	chr5	136460078	136460086	+	0.000	0.000	Merged-chr5-136460136-37
NR6303--MA0002.2.RUNX1	chr3	83080983	83080993	+	0.000	0.000	Merged-chr3-83080875-43
NR5129--MA0002.2.RUNX1	chr19	27967814	27967824	-	0.000	0.000	Merged-chr19-27967760-35
NR2201--MA0684.1.RUNX3	chr12	82394383	82394392	+	0.000	0.000	Merged-chr12-82394298-69
NR2053--MA0002.2.RUNX1	chr12	17726603	17726613	-	0.000	0.000	Merged-chr12-17726607-38
NR194--MA0002.2.RUNX1	chr1	69291585	69291595	+	0.000	0.000	Merged-chr1-69291557-40
NR8963--MA0002.2.RUNX1	chr7	125425691	125425701	+	0.000	0.000	Merged-chr7-125425873-20
NR1722--MA0002.2.RUNX1	chr11	79962470	79962480	+	0.000	0.000	Merged-chr11-79962407-53
NR8300--MA0511.2.RUNX2	chr6	128760907	128760915	+	0.000	0.000	Merged-chr6-128760621-104
NR2162--MA0002.2.RUNX1	chr12	75837679	75837689	-	0.000	0.000	Merged-chr12-75837700-7
NR8867--MA0002.2.RUNX1	chr7	110796768	110796778	+	0.000	0.000	Merged-chr7-110796753-46
NR6521--MA0002.2.RUNX1	chr3	126691154	126691164	-	0.000	0.000	Merged-chr3-126690917-48
NR10007--MA0002.2.RUNX1	chr9	116243855	116243865	-	0.000	0.000	Merged-chr9-116243832-57
NR801--MA0511.2.RUNX2	chr10	4632282	4632290	-	0.000	0.000	Merged-chr10-4632472-72
NR2685--MA0002.2.RUNX1	chr13	52874144	52874154	-	0.000	0.000	Merged-chr13-52874286-33
NR7027--MA0002.2.RUNX1	chr4	116824969	116824979	-	0.000	0.000	Merged-chr4-116824855-47
NR4888--MA0002.2.RUNX1	chr18	70458208	70458218	-	0.000	0.000	Merged-chr18-70458236-15
NR3418--MA0511.2.RUNX2	chr15	5108562	5108570	-	0.000	0.000	Merged-chr15-5108448-64
NR10215--MA0511.2.RUNX2	chrX	136986281	136986289	-	0.000	0.000	Merged-chrX-136986316-28
NR560--MA0684.1.RUNX3	chr1	165985849	165985858	+	0.000	0.000	Merged-chr1-165985990-54
NR478--MA0002.2.RUNX1	chr1	155146925	155146935	+	0.000	0.000	Merged-chr1-155146711-33
NR2794--MA0002.2.RUNX1	chr13	89889237	89889247	-	0.000	0.000	Merged-chr13-89889254-28
NR2274--MA0511.2.RUNX2	chr12	99544780	99544788	+	0.000	0.000	Merged-chr12-99544732-47
NR2816--MA0511.2.RUNX2	chr13	94144821	94144829	-	0.000	0.000	Merged-chr13-94144726-31
NR8628--MA0002.2.RUNX1	chr7	56202994	56203004	+	0.000	0.000	Merged-chr7-56202998-14
NR1940--MA0002.2.RUNX1	chr11	109671985	109671995	+	0.000	0.000	Merged-chr11-109672054-52
NR4953--MA0511.2.RUNX2	chr18	80611207	80611215	+	0.000	0.000	Merged-chr18-80611321-12
NR587--MA0002.2.RUNX1	chr1	171222657	171222667	+	0.000	0.000	Merged-chr1-171222616-56
NR6263--MA0002.2.RUNX1	chr3	59697796	59697806	-	0.000	0.000	Merged-chr3-59697664-25
NR3779--MA0511.2.RUNX2	chr15	100905321	100905329	-	0.000	0.000	Merged-chr15-100905419-58
NR9640--MA0002.2.RUNX1	chr9	44515670	44515680	-	0.000	0.000	Merged-chr9-44515753-69
NR2032--MA0002.2.RUNX1	chr12	8208225	8208235	+	0.000	0.000	Merged-chr12-8208226-52
NR173--MA0002.2.RUNX1	chr1	64986260	64986270	+	0.000	0.000	Merged-chr1-64986300-23
NR1844--MA0002.2.RUNX1	chr11	99147983	99147993	-	0.000	0.000	Merged-chr11-99147890-14
NR10162--MA0511.2.RUNX2	chrX	71816537	71816545	+	0.000	0.000	Merged-chrX-71816681-68
NR4235--MA0002.2.RUNX1	chr17	7931701	7931711	+	0.000	0.000	Merged-chr17-7931540-55
NR2555--MA0002.2.RUNX1	chr13	20306359	20306369	+	0.000	0.000	Merged-chr13-20306536-31
NR10006--MA0684.1.RUNX3	chr9	116214506	116214515	-	0.000	0.000	Merged-chr9-116214567-36
NR8323--MA0002.2.RUNX1	chr6	129273874	129273884	-	0.000	0.000	Merged-chr6-129273817-44
NR4093--MA0684.1.RUNX3	chr16	89938343	89938352	+	0.000	0.000	Merged-chr16-89938532-48
NR6372--MA0002.2.RUNX1	chr3	94375471	94375481	+	0.000	0.000	Merged-chr3-94375656-27
NR6643--MA0002.2.RUNX1	chr3	145538099	145538109	-	0.000	0.000	Merged-chr3-145538069-30
NR718--MA0511.2.RUNX2	chr1	184632177	184632185	+	0.000	0.000	Merged-chr1-184632102-10
NR282--MA0002.2.RUNX1	chr1	91494509	91494519	-	0.000	0.000	Merged-chr1-91494661-56
NR8846--MA0002.2.RUNX1	chr7	106551481	106551491	-	0.000	0.000	Merged-chr7-106551313-76
NR699--MA0511.2.RUNX2	chr1	184005826	184005834	+	0.000	0.000	Merged-chr1-184005889-70
NR8432--MA0002.2.RUNX1	chr6	146107633	146107643	+	0.000	0.000	Merged-chr6-146107626-18
NR6481--MA0002.2.RUNX1	chr3	115815790	115815800	-	0.000	0.000	Merged-chr3-115815828-66
NR10238--MA0002.2.RUNX1	chrX	166316995	166317005	-	0.000	0.000	Merged-chrX-166317073-39
NR4596--MA0002.2.RUNX1	chr17	84333103	84333113	-	0.000	0.000	Merged-chr17-84333098-53
NR6232--MA0511.2.RUNX2	chr3	51353464	51353472	-	0.000	0.000	Merged-chr3-51353626-33
NR6503--MA0511.2.RUNX2	chr3	122202354	122202362	+	0.000	0.000	Merged-chr3-122202498-54
NR4552--MA0511.2.RUNX2	chr17	74363771	74363779	-	0.000	0.000	Merged-chr17-74363818-10
NR9067--MA0684.1.RUNX3	chr7	139951254	139951263	-	0.000	0.000	Merged-chr7-139951341-4
NR9338--MA0684.1.RUNX3	chr8	94447746	94447755	+	0.000	0.000	Merged-chr8-94447653-43
NR8911--MA0511.2.RUNX2	chr7	117638144	117638152	+	0.000	0.000	Merged-chr7-117638172-13
NR8706--MA0511.2.RUNX2	chr7	79314703	79314711	-	0.000	0.000	Merged-chr7-79314665-30
NR4519--MA0002.2.RUNX1	chr17	65885039	65885049	-	0.000	0.000	Merged-chr17-65885183-87
NR7830--MA0002.2.RUNX1	chr5	144283947	144283957	+	0.000	0.000	Merged-chr5-144283852-24
NR6656--MA0002.2.RUNX1	chr3	146352405	146352415	-	0.000	0.000	Merged-chr3-146352378-36
NR936--MA0511.2.RUNX2	chr10	30716232	30716240	-	0.000	0.000	Merged-chr10-30716378-49
NR5359--MA0684.1.RUNX3	chr2	7254733	7254742	-	0.000	0.000	Merged-chr2-7254714-17
NR2776--MA0511.2.RUNX2	chr13	85356637	85356645	+	0.000	0.000	Merged-chr13-85356477-8
NR9447--MA0684.1.RUNX3	chr8	119914362	119914371	-	0.000	0.000	Merged-chr8-119914410-20
NR4234--MA0684.1.RUNX3	chr17	7931640	7931649	-	0.000	0.000	Merged-chr17-7931540-55
NR6513--MA0002.2.RUNX1	chr3	123192278	123192288	+	0.000	0.000	Merged-chr3-123192207-28
NR6037--MA0002.2.RUNX1	chr2	166046189	166046199	-	0.000	0.000	Merged-chr2-166046105-43
NR522--MA0511.2.RUNX2	chr1	163374770	163374778	-	0.000	0.000	Merged-chr1-163374764-34
NR4628--MA0002.2.RUNX1	chr17	87266023	87266033	+	0.000	0.000	Merged-chr17-87265881-68
NR300--MA0684.1.RUNX3	chr1	94497141	94497150	+	0.000	0.000	Merged-chr1-94497080-23
NR4313--MA0511.2.RUNX2	chr17	25584079	25584087	-	0.000	0.000	Merged-chr17-25583989-33
NR2091--MA0511.2.RUNX2	chr12	35691087	35691095	+	0.000	0.000	Merged-chr12-35691135-26
NR6642--MA0684.1.RUNX3	chr3	145538076	145538085	+	0.000	0.000	Merged-chr3-145538069-30
NR6494--MA0002.2.RUNX1	chr3	121107636	121107646	-	0.000	0.000	Merged-chr3-121107618-36
NR1552--MA0002.2.RUNX1	chr11	46216216	46216226	+	0.000	0.000	Merged-chr11-46216368-2
NR1823--MA0002.2.RUNX1	chr11	97434978	97434988	+	0.000	0.000	Merged-chr11-97435107-48
NR5197--MA0684.1.RUNX3	chr19	40267494	40267503	+	0.000	0.000	Merged-chr19-40267576-38
NR4770--MA0511.2.RUNX2	chr18	50016980	50016988	+	0.000	0.000	Merged-chr18-50017066-69
NR4343--MA0684.1.RUNX3	chr17	29307282	29307291	-	0.000	0.000	Merged-chr17-29307236-11
NR4614--MA0684.1.RUNX3	chr17	86041001	86041010	-	0.000	0.000	Merged-chr17-86040828-28
NR7843--MA0002.2.RUNX1	chr5	148267026	148267036	+	0.000	0.000	Merged-chr5-148266957-7
NR10237--MA0684.1.RUNX3	chrX	163879520	163879529	+	0.000	0.000	Merged-chrX-163879591-51
NR4866--MA0684.1.RUNX3	chr18	65819308	65819317	+	0.000	0.000	Merged-chr18-65819211-50
NR1932--MA0002.2.RUNX1	chr11	109445750	109445760	+	0.000	0.000	Merged-chr11-109445792-26
NR9980--MA0002.2.RUNX1	chr9	114778159	114778169	-	0.000	0.000	Merged-chr9-114778253-39
NR7336--MA0511.2.RUNX2	chr5	23387127	23387135	+	0.000	0.000	Merged-chr5-23387051-61
NR264--MA0511.2.RUNX2	chr1	88587508	88587516	+	0.000	0.000	Merged-chr1-88587471-60
NR2296--MA0684.1.RUNX3	chr12	100988529	100988538	+	0.000	0.000	Merged-chr12-100988724-71
NR4846--MA0002.2.RUNX1	chr18	65207728	65207738	+	0.000	0.000	Merged-chr18-65207601-18
NR8663--MA0002.2.RUNX1	chr7	67412918	67412928	-	0.000	0.000	Merged-chr7-67412970-14
NR3450--MA0002.2.RUNX1	chr15	25828624	25828634	+	0.000	0.000	Merged-chr15-25828667-44
NR436--MA0002.2.RUNX1	chr1	144006735	144006745	-	0.000	0.000	Merged-chr1-144006692-45
NR6926--MA0684.1.RUNX3	chr4	95778035	95778044	+	0.000	0.000	Merged-chr4-95778146-34
NR707--MA0002.2.RUNX1	chr1	184277146	184277156	+	0.000	0.000	Merged-chr1-184277240-19
NR10198--MA0002.2.RUNX1	chrX	100476579	100476589	+	0.000	0.000	Merged-chrX-100476611-55
NR7095--MA0684.1.RUNX3	chr4	133584286	133584295	-	0.000	0.000	Merged-chr4-133584347-54
NR8587--MA0684.1.RUNX3	chr7	43430965	43430974	-	0.000	0.000	Merged-chr7-43430848-7
NR5924--MA0002.2.RUNX1	chr2	152825926	152825936	-	0.000	0.000	Merged-chr2-152825903-49
NR8871--MA0511.2.RUNX2	chr7	112180310	112180318	-	0.000	0.000	Merged-chr7-112180328-30
NR644--MA0511.2.RUNX2	chr1	178867759	178867767	+	0.000	0.000	Merged-chr1-178867778-2
NR2947--MA0684.1.RUNX3	chr13	113549211	113549220	-	0.000	0.000	Merged-chr13-113549207-25
NR2262--MA0684.1.RUNX3	chr12	98269813	98269822	+	0.000	0.000	Merged-chr12-98269804-132
NR4065--MA0002.2.RUNX1	chr16	78546726	78546736	-	0.000	0.000	Merged-chr16-78546881-68
NR10058--MA0511.2.RUNX2	chr9	122233122	122233130	-	0.000	0.000	Merged-chr9-122233247-97
NR4021--MA0511.2.RUNX2	chr16	55770520	55770528	-	0.000	0.000	Merged-chr16-55770435-39
NR8967--MA0684.1.RUNX3	chr7	125472360	125472369	-	0.000	0.000	Merged-chr7-125472313-74
NR6145--MA0684.1.RUNX3	chr3	7503282	7503291	-	0.000	0.000	Merged-chr3-7503455-65
NR8424--MA0002.2.RUNX1	chr6	145116522	145116532	-	0.000	0.000	Merged-chr6-145116429-13
NR4670--MA0684.1.RUNX3	chr18	7410390	7410399	-	0.000	0.000	Merged-chr18-7410256-40
NR482--MA0511.2.RUNX2	chr1	155784606	155784614	+	0.000	0.000	Merged-chr1-155784753-78
NR8262--MA0002.2.RUNX1	chr6	122826642	122826652	+	0.000	0.000	Merged-chr6-122826486-57
NR8328--MA0002.2.RUNX1	chr6	129598094	129598104	-	0.000	0.000	Merged-chr6-129598126-11
NR7951--MA0684.1.RUNX3	chr6	38848074	38848083	-	0.000	0.000	Merged-chr6-38848269-41
NR1892--MA0002.2.RUNX1	chr11	104582880	104582890	+	0.000	0.000	Merged-chr11-104582835-39
NR9611--MA0002.2.RUNX1	chr9	35194222	35194232	-	0.000	0.000	Merged-chr9-35194224-11
NR2398--MA0002.2.RUNX1	chr12	114366553	114366563	+	0.000	0.000	Merged-chr12-114366543-36
NR5980--MA0002.2.RUNX1	chr2	160421723	160421733	+	0.000	0.000	Merged-chr2-160421769-26
NR3700--MA0002.2.RUNX1	chr15	83455791	83455801	-	0.000	0.000	Merged-chr15-83455870-33
NR5361--MA0002.2.RUNX1	chr2	8965049	8965059	+	0.000	0.000	Merged-chr2-8965212-53
NR4286--MA0511.2.RUNX2	chr17	21733926	21733934	+	0.000	0.000	Merged-chr17-21733799-41
NR2655--MA0684.1.RUNX3	chr13	46159487	46159496	+	0.000	0.000	Merged-chr13-46159501-43
NR1382--MA0002.2.RUNX1	chr10	126013823	126013833	+	0.000	0.000	Merged-chr10-126013819-17
NR2159--MA0002.2.RUNX1	chr12	73604919	73604929	-	0.000	0.000	Merged-chr12-73604732-122
NR4567--MA0002.2.RUNX1	chr17	79603617	79603627	-	0.000	0.000	Merged-chr17-79603742-19
NR4252--MA0511.2.RUNX2	chr17	12916396	12916404	-	0.000	0.000	Merged-chr17-12916324-81
NR2572--MA0511.2.RUNX2	chr13	22049920	22049928	+	0.000	0.000	Merged-chr13-22049966-26
NR6376--MA0684.1.RUNX3	chr3	94377284	94377293	-	0.000	0.000	Merged-chr3-94377332-17
NR8179--MA0002.2.RUNX1	chr6	112879702	112879712	-	0.000	0.000	Merged-chr6-112879624-4
NR3713--MA0002.2.RUNX1	chr15	85328194	85328204	+	0.000	0.000	Merged-chr15-85328019-32
NR2909--MA0511.2.RUNX2	chr13	109845032	109845040	-	0.000	0.000	Merged-chr13-109845162-65
NR10146--MA0511.2.RUNX2	chrX	52819526	52819534	+	0.000	0.000	Merged-chrX-52819571-21
NR6455--MA0511.2.RUNX2	chr3	108737883	108737891	-	0.000	0.000	Merged-chr3-108737869-29
NR8241--MA0002.2.RUNX1	chr6	121226241	121226251	-	0.000	0.000	Merged-chr6-121226378-36
NR8307--MA0002.2.RUNX1	chr6	128796540	128796550	+	0.000	0.000	Merged-chr6-128796510-47
NR6356--MA0002.2.RUNX1	chr3	90081647	90081657	-	0.000	0.000	Merged-chr3-90081741-10
NR4676--MA0002.2.RUNX1	chr18	11931782	11931792	-	0.000	0.000	Merged-chr18-11931736-46
NR8493--MA0002.2.RUNX1	chr7	4082972	4082982	+	0.000	0.000	Merged-chr7-4082893-63
NR2377--MA0002.2.RUNX1	chr12	112242249	112242259	+	0.000	0.000	Merged-chr12-112242222-1
NR5483--MA0002.2.RUNX1	chr2	45103173	45103183	-	0.000	0.000	Merged-chr2-45103270-35
NR2604--MA0511.2.RUNX2	chr13	34914838	34914846	-	0.000	0.000	Merged-chr13-34914852-26
NR2505--MA0002.2.RUNX1	chr13	5864746	5864756	+	0.000	0.000	Merged-chr13-5864867-1
NR2029--MA0002.2.RUNX1	chr12	4445209	4445219	-	0.000	0.000	Merged-chr12-4445217-27
NR8939--MA0002.2.RUNX1	chr7	122317701	122317711	+	0.000	0.000	Merged-chr7-122317666-3
NR4708--MA0002.2.RUNX1	chr18	30272702	30272712	-	0.000	0.000	Merged-chr18-30272872-57
NR3312--MA0002.2.RUNX1	chr14	103469257	103469267	+	0.000	0.000	Merged-chr14-103469232-2
NR4566--MA0684.1.RUNX3	chr17	79584565	79584574	+	0.000	0.000	Merged-chr17-79584659-24
NR6098--MA0002.2.RUNX1	chr2	174675947	174675957	+	0.000	0.000	Merged-chr2-174675833-26
NR9951--MA0002.2.RUNX1	chr9	110907689	110907699	-	0.000	0.000	Merged-chr9-110907689-47
NR378--MA0511.2.RUNX2	chr1	131613518	131613526	+	0.000	0.000	Merged-chr1-131613618-28
NR7943--MA0684.1.RUNX3	chr6	37355544	37355553	-	0.000	0.000	Merged-chr6-37355580-18
NR4689--MA0002.2.RUNX1	chr18	13013896	13013906	-	0.000	0.000	Merged-chr18-13013955-24
NR7036--MA0511.2.RUNX2	chr4	120984726	120984734	-	0.000	0.000	Merged-chr4-120984598-23
NR235--MA0511.2.RUNX2	chr1	82819631	82819639	+	0.000	0.000	Merged-chr1-82819589-51
NR2551--MA0511.2.RUNX2	chr13	20306319	20306327	-	0.000	0.000	Merged-chr13-20306536-31
NR5008--MA0511.2.RUNX2	chr18	84851323	84851331	-	0.000	0.000	Merged-chr18-84851440-69
NR7781--MA0684.1.RUNX3	chr5	136460078	136460087	+	0.000	0.000	Merged-chr5-136460136-37
