#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR51098--MA0039.3.KLF4	chr5	114667636	114667646	-	0.000	0.000	Merged-chr5-114667670-56
NR46635--MA0599.1.KLF5	chr4	126753437	126753446	+	0.000	0.000	Merged-chr4-126753517-82
NR12856--MA0599.1.KLF5	chr11	116238251	116238260	-	0.000	0.000	Merged-chr11-116238206-29
NR17040--MA0741.1.KLF16	chr13	52929728	52929738	+	0.000	0.000	Merged-chr13-52929606-61
NR58934--MA0493.1.Klf1	chr7	45136158	45136168	+	0.000	0.000	Merged-chr7-45136227-69
NR16417--MA0742.1.Klf12	chr13	23701267	23701281	-	0.000	0.000	Merged-chr13-23701211-46
NR17401--MA0599.1.KLF5	chr13	64312726	64312735	-	0.000	0.000	Merged-chr13-64312621-71
NR21205--MA0493.1.Klf1	chr14	99099848	99099858	-	0.000	0.000	Merged-chr14-99099807-63
NR27589--MA0657.1.KLF13	chr17	26069584	26069601	+	0.000	0.000	Merged-chr17-26069503-58
NR12222--MA0740.1.KLF14	chr11	103382151	103382164	+	0.000	0.000	Merged-chr11-103382133-47
NR33629--MA0039.3.KLF4	chr19	42089417	42089427	-	0.000	0.000	Merged-chr19-42089340-18
NR66220--MA0740.1.KLF14	chr9	44379431	44379444	-	0.000	0.000	Merged-chr9-44379436-63
NR16982--MA0493.1.Klf1	chr13	51748283	51748293	+	0.000	0.000	Merged-chr13-51748371-46
NR8531--MA0740.1.KLF14	chr10	122047888	122047901	+	0.000	0.000	Merged-chr10-122047923-4
NR41311--MA0599.1.KLF5	chr3	89394142	89394151	+	0.000	0.000	Merged-chr3-89393910-78
NR19682--MA0039.3.KLF4	chr14	27351714	27351724	-	0.000	0.000	Merged-chr14-27351647-44
NR41650--MA1107.1.KLF9	chr3	96635417	96635429	+	0.000	0.000	Merged-chr3-96635554-60
NR70330--MA0599.1.KLF5	chrX	151017437	151017446	-	0.000	0.000	Merged-chrX-151017218-72
NR41496--MA0741.1.KLF16	chr3	94886972	94886982	+	0.000	0.000	Merged-chr3-94886845-57
NR14583--MA0493.1.Klf1	chr12	80168260	80168270	-	0.000	0.000	Merged-chr12-80168403-35
NR50483--MA1107.1.KLF9	chr5	100916656	100916668	-	0.000	0.000	Merged-chr5-100916697-39
NR48255--MA0742.1.Klf12	chr4	154105753	154105767	-	0.000	0.000	Merged-chr4-154105612-38
NR36124--MA0039.3.KLF4	chr2	69861573	69861583	+	0.000	0.000	Merged-chr2-69861596-109
NR28176--MA0493.1.Klf1	chr17	34628056	34628066	+	0.000	0.000	Merged-chr17-34628097-3
NR62578--MA0599.1.KLF5	chr8	25017114	25017123	+	0.000	0.000	Merged-chr8-25017163-89
NR36269--MA0599.1.KLF5	chr2	73470528	73470537	-	0.000	0.000	Merged-chr2-73470465-56
NR67123--MA0599.1.KLF5	chr9	70656228	70656237	+	0.000	0.000	Merged-chr9-70656354-14
NR16624--MA0493.1.Klf1	chr13	35741216	35741226	+	0.000	0.000	Merged-chr13-35741035-13
NR43798--MA0039.3.KLF4	chr3	152897394	152897404	+	0.000	0.000	Merged-chr3-152897397-8
NR13497--MA1107.1.KLF9	chr12	12580877	12580889	+	0.000	0.000	Merged-chr12-12580881-28
NR13834--MA0599.1.KLF5	chr12	32017822	32017831	+	0.000	0.000	Merged-chr12-32017895-23
NR27427--MA0599.1.KLF5	chr17	23748258	23748267	+	0.000	0.000	Merged-chr17-23748319-15
NR36617--MA0741.1.KLF16	chr2	91237010	91237020	+	0.000	0.000	Merged-chr2-91237090-79
NR18927--MA0740.1.KLF14	chr13	111490145	111490158	-	0.000	0.000	Merged-chr13-111489960-149
NR28763--MA0599.1.KLF5	chr17	48425991	48426000	-	0.000	0.000	Merged-chr17-48426190-57
NR32986--MA0741.1.KLF16	chr19	14668710	14668720	-	0.000	0.000	Merged-chr19-14668781-26
NR42158--MA1107.1.KLF9	chr3	108727625	108727637	-	0.000	0.000	Merged-chr3-108727524-22
NR37596--MA0599.1.KLF5	chr2	127314607	127314616	-	0.000	0.000	Merged-chr2-127314742-58
NR16398--MA0742.1.Klf12	chr13	22026509	22026523	-	0.000	0.000	Merged-chr13-22026500-29
NR47130--MA0742.1.Klf12	chr4	135273015	135273029	+	0.000	0.000	Merged-chr4-135272795-85
NR32352--MA0493.1.Klf1	chr18	87702177	87702187	-	0.000	0.000	Merged-chr18-87702011-3
NR63513--MA0741.1.KLF16	chr8	72135144	72135154	+	0.000	0.000	Merged-chr8-72135322-43
NR59823--MA0599.1.KLF5	chr7	84605956	84605965	+	0.000	0.000	Merged-chr7-84605972-68
NR59137--MA1107.1.KLF9	chr7	49758995	49759007	+	0.000	0.000	Merged-chr7-49759209-49
NR37318--MA0493.1.Klf1	chr2	119271301	119271311	+	0.000	0.000	Merged-chr2-119271057-44
NR16310--MA1107.1.KLF9	chr13	13531063	13531075	-	0.000	0.000	Merged-chr13-13531086-27
NR7178--MA0493.1.Klf1	chr10	84622256	84622266	-	0.000	0.000	Merged-chr10-84622424-60
NR38483--MA0741.1.KLF16	chr2	151748514	151748524	-	0.000	0.000	Merged-chr2-151748481-30
NR15687--MA0599.1.KLF5	chr12	110979201	110979210	-	0.000	0.000	Merged-chr12-110979044-60
NR61218--MA0039.3.KLF4	chr7	126928757	126928767	+	0.000	0.000	Merged-chr7-126928885-54
NR58840--MA0493.1.Klf1	chr7	43894819	43894829	+	0.000	0.000	Merged-chr7-43894981-37
NR23430--MA0599.1.KLF5	chr15	80233832	80233841	+	0.000	0.000	Merged-chr15-80233973-50
NR66596--MA1107.1.KLF9	chr9	57759486	57759498	+	0.000	0.000	Merged-chr9-57759618-20
NR25409--MA0740.1.KLF14	chr16	33056432	33056445	-	0.000	0.000	Merged-chr16-33056487-79
NR59804--MA1107.1.KLF9	chr7	83597327	83597339	-	0.000	0.000	Merged-chr7-83597333-20
NR49457--MA0599.1.KLF5	chr5	53998316	53998325	+	0.000	0.000	Merged-chr5-53998390-11
NR9478--MA1107.1.KLF9	chr11	32714453	32714465	-	0.000	0.000	Merged-chr11-32714386-17
NR67183--MA0740.1.KLF14	chr9	72389822	72389835	+	0.000	0.000	Merged-chr9-72389636-26
NR35309--MA0742.1.Klf12	chr2	32772080	32772094	-	0.000	0.000	Merged-chr2-32771998-3
NR44730--MA0741.1.KLF16	chr4	45018584	45018594	-	0.000	0.000	Merged-chr4-45018744-59
NR28001--MA0657.1.KLF13	chr17	31520046	31520063	-	0.000	0.000	Merged-chr17-31520192-85
NR69849--MA0599.1.KLF5	chrX	68678511	68678520	-	0.000	0.000	Merged-chrX-68678721-92
NR36869--MA0741.1.KLF16	chr2	104027811	104027821	-	0.000	0.000	Merged-chr2-104027987-88
NR10758--MA0742.1.Klf12	chr11	75510787	75510801	+	0.000	0.000	Merged-chr11-75510662-56
NR41423--MA0599.1.KLF5	chr3	93494046	93494055	+	0.000	0.000	Merged-chr3-93494167-38
NR16530--MA0493.1.Klf1	chr13	28959737	28959747	-	0.000	0.000	Merged-chr13-28959721-31
NR52186--MA0657.1.KLF13	chr5	135806675	135806692	+	0.000	0.000	Merged-chr5-135806774-33
NR13064--MA0599.1.KLF5	chr11	118248640	118248649	+	0.000	0.000	Merged-chr11-118248688-60
NR24623--MA0599.1.KLF5	chr15	102999441	102999450	+	0.000	0.000	Merged-chr15-102999361-34
NR2304--MA0741.1.KLF16	chr1	135112887	135112897	+	0.000	0.000	Merged-chr1-135112884-36
NR59142--MA0493.1.Klf1	chr7	49759100	49759110	-	0.000	0.000	Merged-chr7-49759209-49
NR44339--MA0599.1.KLF5	chr4	32615525	32615534	-	0.000	0.000	Merged-chr4-32615355-52
NR25363--MA0493.1.Klf1	chr16	32215408	32215418	+	0.000	0.000	Merged-chr16-32215312-15
NR39997--MA0742.1.Klf12	chr3	8510550	8510564	+	0.000	0.000	Merged-chr3-8510518-3
NR64310--MA0599.1.KLF5	chr8	105170633	105170642	-	0.000	0.000	Merged-chr8-105170559-11
NR66090--MA0741.1.KLF16	chr9	40757694	40757704	-	0.000	0.000	Merged-chr9-40757896-67
NR47382--MA0742.1.Klf12	chr4	139330824	139330838	-	0.000	0.000	Merged-chr4-139330878-48
NR19446--MA0493.1.Klf1	chr14	14348491	14348501	+	0.000	0.000	Merged-chr14-14348333-18
NR38340--MA1107.1.KLF9	chr2	147832629	147832641	+	0.000	0.000	Merged-chr2-147832545-2
NR27539--MA0599.1.KLF5	chr17	25222236	25222245	+	0.000	0.000	Merged-chr17-25222539-87
NR65185--MA0599.1.KLF5	chr8	123318642	123318651	+	0.000	0.000	Merged-chr8-123318633-49
NR50252--MA0742.1.Klf12	chr5	93206477	93206491	+	0.000	0.000	Merged-chr5-93206281-145
NR56558--MA0599.1.KLF5	chr6	136499465	136499474	-	0.000	0.000	Merged-chr6-136499419-25
NR5058--MA0740.1.KLF14	chr10	12921841	12921854	+	0.000	0.000	Merged-chr10-12921788-21
NR70629--MA1107.1.KLF9	chrX	169973433	169973445	+	0.000	0.000	Merged-chrX-169973362-71
NR35183--MA0493.1.Klf1	chr2	30690445	30690455	+	0.000	0.000	Merged-chr2-30690325-1
NR37439--MA0493.1.Klf1	chr2	121457027	121457037	-	0.000	0.000	Merged-chr2-121457132-54
NR33437--MA1107.1.KLF9	chr19	37018702	37018714	-	0.000	0.000	Merged-chr19-37018602-32
NR8738--MA0741.1.KLF16	chr10	127211634	127211644	-	0.000	0.000	Merged-chr10-127211540-55
NR22554--MA1107.1.KLF9	chr15	53259318	53259330	-	0.000	0.000	Merged-chr15-53259323-8
NR64920--MA0740.1.KLF14	chr8	120114103	120114116	-	0.000	0.000	Merged-chr8-120114148-66
NR42946--MA1107.1.KLF9	chr3	133583900	133583912	-	0.000	0.000	Merged-chr3-133583850-2
NR17038--MA0493.1.Klf1	chr13	52929727	52929737	+	0.000	0.000	Merged-chr13-52929606-61
NR33046--MA0740.1.KLF14	chr19	17152619	17152632	-	0.000	0.000	Merged-chr19-17152711-1
NR28972--MA0740.1.KLF14	chr17	56673177	56673190	+	0.000	0.000	Merged-chr17-56673330-61
NR36184--MA0741.1.KLF16	chr2	71786874	71786884	-	0.000	0.000	Merged-chr2-71787122-109
NR55360--MA0493.1.Klf1	chr6	108630897	108630907	+	0.000	0.000	Merged-chr6-108631007-44
NR59802--MA0741.1.KLF16	chr7	83597326	83597336	-	0.000	0.000	Merged-chr7-83597333-20
NR45102--MA0599.1.KLF5	chr4	57956460	57956469	-	0.000	0.000	Merged-chr4-57956340-134
NR18589--MA0493.1.Klf1	chr13	104109639	104109649	+	0.000	0.000	Merged-chr13-104109580-88
NR14587--MA1107.1.KLF9	chr12	80211212	80211224	-	0.000	0.000	Merged-chr12-80211304-22
NR59326--MA0741.1.KLF16	chr7	64392531	64392541	+	0.000	0.000	Merged-chr7-64392480-85
NR70452--MA0741.1.KLF16	chrX	159371956	159371966	+	0.000	0.000	Merged-chrX-159372105-81
NR51744--MA0742.1.Klf12	chr5	129787249	129787263	-	0.000	0.000	Merged-chr5-129787253-58
NR6653--MA0742.1.Klf12	chr10	79996482	79996496	-	0.000	0.000	Merged-chr10-79996471-52
NR48151--MA1107.1.KLF9	chr4	151996277	151996289	-	0.000	0.000	Merged-chr4-151996356-68
NR67106--MA0740.1.KLF14	chr9	70542721	70542734	-	0.000	0.000	Merged-chr9-70542837-79
NR68204--MA0599.1.KLF5	chr9	104373476	104373485	-	0.000	0.000	Merged-chr9-104373447-21
NR29830--MA0741.1.KLF16	chr17	84064031	84064041	+	0.000	0.000	Merged-chr17-84064049-48
NR13721--MA0742.1.Klf12	chr12	26415134	26415148	-	0.000	0.000	Merged-chr12-26415097-65
NR68293--MA0741.1.KLF16	chr9	106160136	106160146	-	0.000	0.000	Merged-chr9-106160171-45
NR68564--MA0741.1.KLF16	chr9	110654200	110654210	+	0.000	0.000	Merged-chr9-110654068-56
NR16637--MA0657.1.KLF13	chr13	36117584	36117601	+	0.000	0.000	Merged-chr13-36117623-83
NR2848--MA0493.1.Klf1	chr1	155059667	155059677	+	0.000	0.000	Merged-chr1-155059784-49
NR16778--MA0742.1.Klf12	chr13	43261449	43261463	+	0.000	0.000	Merged-chr13-43261701-66
NR53834--MA0493.1.Klf1	chr6	38551356	38551366	-	0.000	0.000	Merged-chr6-38551188-3
NR61927--MA0599.1.KLF5	chr7	141072481	141072490	+	0.000	0.000	Merged-chr7-141072410-71
NR68430--MA0742.1.Klf12	chr9	107985992	107986006	+	0.000	0.000	Merged-chr9-107985898-91
NR47917--MA0493.1.Klf1	chr4	149166789	149166799	+	0.000	0.000	Merged-chr4-149166901-79
NR48865--MA0741.1.KLF16	chr5	24908828	24908838	+	0.000	0.000	Merged-chr5-24908670-93
NR45796--MA0599.1.KLF5	chr4	101585324	101585333	+	0.000	0.000	Merged-chr4-101585348-24
NR35403--MA0599.1.KLF5	chr2	34799781	34799790	+	0.000	0.000	Merged-chr2-34799795-54
NR43776--MA0740.1.KLF14	chr3	152714092	152714105	+	0.000	0.000	Merged-chr3-152714247-60
NR19272--MA0599.1.KLF5	chr13	117220698	117220707	+	0.000	0.000	Merged-chr13-117220840-63
NR23066--MA0039.3.KLF4	chr15	75116772	75116782	-	0.000	0.000	Merged-chr15-75116670-38
NR6341--MA0740.1.KLF14	chr10	75212025	75212038	-	0.000	0.000	Merged-chr10-75212139-65
NR834--MA0742.1.Klf12	chr1	58953882	58953896	+	0.000	0.000	Merged-chr1-58953999-17
NR23443--MA0741.1.KLF16	chr15	80264287	80264297	+	0.000	0.000	Merged-chr15-80264351-45
NR64967--MA0740.1.KLF14	chr8	120538814	120538827	+	0.000	0.000	Merged-chr8-120538784-40
NR41301--MA1107.1.KLF9	chr3	89378430	89378442	-	0.000	0.000	Merged-chr3-89378543-26
NR39098--MA0741.1.KLF16	chr2	164184549	164184559	-	0.000	0.000	Merged-chr2-164184609-17
NR5930--MA0599.1.KLF5	chr10	60752849	60752858	+	0.000	0.000	Merged-chr10-60752721-60
NR70104--MA0741.1.KLF16	chrX	103616957	103616967	-	0.000	0.000	Merged-chrX-103616839-86
NR53520--MA1107.1.KLF9	chr6	15748060	15748072	-	0.000	0.000	Merged-chr6-15747885-49
NR37336--MA0493.1.Klf1	chr2	119338029	119338039	+	0.000	0.000	Merged-chr2-119337945-63
NR60194--MA0740.1.KLF14	chr7	100371978	100371991	+	0.000	0.000	Merged-chr7-100372125-66
NR26453--MA0493.1.Klf1	chr16	91465041	91465051	-	0.000	0.000	Merged-chr16-91465021-54
NR65678--MA0740.1.KLF14	chr9	21146954	21146967	+	0.000	0.000	Merged-chr9-21146941-29
NR29335--MA0740.1.KLF14	chr17	70990564	70990577	-	0.000	0.000	Merged-chr17-70990523-86
NR58182--MA0493.1.Klf1	chr7	24628996	24629006	+	0.000	0.000	Merged-chr7-24629039-26
NR12780--MA0599.1.KLF5	chr11	115367746	115367755	+	0.000	0.000	Merged-chr11-115367614-40
NR32002--MA0039.3.KLF4	chr18	80696409	80696419	+	0.000	0.000	Merged-chr18-80696501-25
NR25704--MA0599.1.KLF5	chr16	50732793	50732802	+	0.000	0.000	Merged-chr16-50732607-74
NR1203--MA0493.1.Klf1	chr1	74505953	74505963	+	0.000	0.000	Merged-chr1-74506129-86
NR33563--MA0493.1.Klf1	chr19	40665958	40665968	-	0.000	0.000	Merged-chr19-40666029-20
NR22713--MA0740.1.KLF14	chr15	58171623	58171636	+	0.000	0.000	Merged-chr15-58171434-29
NR48451--MA0741.1.KLF16	chr4	156203251	156203261	+	0.000	0.000	Merged-chr4-156203414-81
NR51112--MA1107.1.KLF9	chr5	114806289	114806301	+	0.000	0.000	Merged-chr5-114806233-37
NR20934--MA1107.1.KLF9	chr14	75845211	75845223	+	0.000	0.000	Merged-chr14-75845337-99
NR38720--MA0741.1.KLF16	chr2	156008060	156008070	-	0.000	0.000	Merged-chr2-156008083-48
NR33769--MA0493.1.Klf1	chr19	45807913	45807923	+	0.000	0.000	Merged-chr19-45807954-8
NR12506--MA0740.1.KLF14	chr11	109721561	109721574	-	0.000	0.000	Merged-chr11-109721493-1
NR41441--MA0599.1.KLF5	chr3	93547874	93547883	+	0.000	0.000	Merged-chr3-93547849-109
NR6896--MA0741.1.KLF16	chr10	81129126	81129136	+	0.000	0.000	Merged-chr10-81129317-56
NR8301--MA0657.1.KLF13	chr10	118550489	118550506	+	0.000	0.000	Merged-chr10-118550430-27
NR10079--MA0740.1.KLF14	chr11	59230590	59230603	-	0.000	0.000	Merged-chr11-59230506-4
NR28210--MA0740.1.KLF14	chr17	35164943	35164956	+	0.000	0.000	Merged-chr17-35165046-91
NR38234--MA0599.1.KLF5	chr2	146855740	146855749	+	0.000	0.000	Merged-chr2-146855966-67
NR70290--MA0741.1.KLF16	chrX	140956782	140956792	+	0.000	0.000	Merged-chrX-140956860-72
NR6762--MA0742.1.Klf12	chr10	80569904	80569918	+	0.000	0.000	Merged-chr10-80569916-4
NR52305--MA1107.1.KLF9	chr5	137425541	137425553	+	0.000	0.000	Merged-chr5-137425710-17
NR13964--MA0599.1.KLF5	chr12	40037521	40037530	+	0.000	0.000	Merged-chr12-40037679-115
NR49796--MA0740.1.KLF14	chr5	74195189	74195202	-	0.000	0.000	Merged-chr5-74195264-55
NR16674--MA0599.1.KLF5	chr13	37783988	37783997	+	0.000	0.000	Merged-chr13-37783892-22
NR41646--MA0742.1.Klf12	chr3	96635417	96635431	+	0.000	0.000	Merged-chr3-96635554-60
NR34013--MA0741.1.KLF16	chr19	54115005	54115015	-	0.000	0.000	Merged-chr19-54115142-50
NR2091--MA0740.1.KLF14	chr1	130715918	130715931	-	0.000	0.000	Merged-chr1-130715928-54
NR47949--MA0599.1.KLF5	chr4	149586404	149586413	+	0.000	0.000	Merged-chr4-149586547-31
NR13063--MA1107.1.KLF9	chr11	118240547	118240559	+	0.000	0.000	Merged-chr11-118240514-9
NR49694--MA0742.1.Klf12	chr5	72203201	72203215	-	0.000	0.000	Merged-chr5-72203390-56
NR34737--MA0039.3.KLF4	chr2	18894777	18894787	+	0.000	0.000	Merged-chr2-18894970-14
NR27681--MA1107.1.KLF9	chr17	27325083	27325095	+	0.000	0.000	Merged-chr17-27325215-15
NR49965--MA0742.1.Klf12	chr5	77310068	77310082	-	0.000	0.000	Merged-chr5-77309977-130
NR63460--MA0741.1.KLF16	chr8	71396779	71396789	+	0.000	0.000	Merged-chr8-71396788-46
NR2307--MA0599.1.KLF5	chr1	135128304	135128313	+	0.000	0.000	Merged-chr1-135128273-30
NR24828--MA1107.1.KLF9	chr16	7550771	7550783	-	0.000	0.000	Merged-chr16-7550847-1
NR36165--MA1107.1.KLF9	chr2	71275533	71275545	+	0.000	0.000	Merged-chr2-71275399-1
NR42086--MA0742.1.Klf12	chr3	107577980	107577994	+	0.000	0.000	Merged-chr3-107578034-11
NR30382--MA0741.1.KLF16	chr18	20896433	20896443	-	0.000	0.000	Merged-chr18-20896385-98
NR19527--MA0741.1.KLF16	chr14	20035058	20035068	-	0.000	0.000	Merged-chr14-20035070-51
NR22126--MA0741.1.KLF16	chr15	25865810	25865820	-	0.000	0.000	Merged-chr15-25865817-16
NR1888--MA0493.1.Klf1	chr1	120033098	120033108	+	0.000	0.000	Merged-chr1-120033205-45
NR22778--MA1107.1.KLF9	chr15	60187507	60187519	+	0.000	0.000	Merged-chr15-60187458-69
NR13730--MA1107.1.KLF9	chr12	26418535	26418547	+	0.000	0.000	Merged-chr12-26418553-8
NR35182--MA0039.3.KLF4	chr2	30690447	30690457	+	0.000	0.000	Merged-chr2-30690325-1
NR5141--MA1107.1.KLF9	chr10	17796265	17796277	-	0.000	0.000	Merged-chr10-17796351-83
NR3643--MA0599.1.KLF5	chr1	175693017	175693026	+	0.000	0.000	Merged-chr1-175692845-123
NR35358--MA0740.1.KLF14	chr2	33371150	33371163	+	0.000	0.000	Merged-chr2-33371227-82
NR38496--MA0741.1.KLF16	chr2	152007210	152007220	+	0.000	0.000	Merged-chr2-152007178-1
NR7093--MA0493.1.Klf1	chr10	83336550	83336560	-	0.000	0.000	Merged-chr10-83336542-10
NR1540--MA0741.1.KLF16	chr1	89070319	89070329	+	0.000	0.000	Merged-chr1-89070221-114
NR59892--MA0741.1.KLF16	chr7	90476000	90476010	-	0.000	0.000	Merged-chr7-90476243-63
NR35256--MA0742.1.Klf12	chr2	32288142	32288156	+	0.000	0.000	Merged-chr2-32288192-62
NR33164--MA0657.1.KLF13	chr19	23273967	23273984	+	0.000	0.000	Merged-chr19-23273759-64
NR33678--MA0740.1.KLF14	chr19	43940232	43940245	+	0.000	0.000	Merged-chr19-43940128-49
NR20041--MA0742.1.Klf12	chr14	50924722	50924736	+	0.000	0.000	Merged-chr14-50924727-80
NR28289--MA0741.1.KLF16	chr17	35841735	35841745	-	0.000	0.000	Merged-chr17-35841564-66
NR51964--MA0657.1.KLF13	chr5	134393832	134393849	-	0.000	0.000	Merged-chr5-134393835-14
NR36421--MA0741.1.KLF16	chr2	78973825	78973835	-	0.000	0.000	Merged-chr2-78973866-41
NR7965--MA0039.3.KLF4	chr10	111385755	111385765	+	0.000	0.000	Merged-chr10-111385696-32
NR4868--MA0741.1.KLF16	chr10	4432428	4432438	+	0.000	0.000	Merged-chr10-4432497-94
NR33460--MA0493.1.Klf1	chr19	37550743	37550753	-	0.000	0.000	Merged-chr19-37550611-70
NR21001--MA0741.1.KLF16	chr14	78536928	78536938	-	0.000	0.000	Merged-chr14-78536863-71
NR47053--MA0493.1.Klf1	chr4	134128834	134128844	+	0.000	0.000	Merged-chr4-134128895-71
NR7895--MA0599.1.KLF5	chr10	108110422	108110431	-	0.000	0.000	Merged-chr10-108110299-11
NR23202--MA0599.1.KLF5	chr15	76879193	76879202	+	0.000	0.000	Merged-chr15-76879232-42
NR62525--MA0740.1.KLF14	chr8	22166295	22166308	-	0.000	0.000	Merged-chr8-22166326-62
NR26577--MA0740.1.KLF14	chr16	93883905	93883918	-	0.000	0.000	Merged-chr16-93884002-62
NR47134--MA0741.1.KLF16	chr4	135273016	135273026	+	0.000	0.000	Merged-chr4-135272795-85
NR34536--MA0741.1.KLF16	chr2	9879649	9879659	-	0.000	0.000	Merged-chr2-9879570-49
NR49551--MA0742.1.Klf12	chr5	64819558	64819572	+	0.000	0.000	Merged-chr5-64819652-30
NR46858--MA1107.1.KLF9	chr4	131825939	131825951	+	0.000	0.000	Merged-chr4-131825983-10
NR64655--MA0599.1.KLF5	chr8	114815527	114815536	+	0.000	0.000	Merged-chr8-114815485-46
NR10126--MA0599.1.KLF5	chr11	60210469	60210478	+	0.000	0.000	Merged-chr11-60210548-46
NR33361--MA1107.1.KLF9	chr19	32958529	32958541	-	0.000	0.000	Merged-chr19-32958694-10
NR34849--MA0039.3.KLF4	chr2	25148075	25148085	+	0.000	0.000	Merged-chr2-25148103-14
NR8873--MA0599.1.KLF5	chr10	128547447	128547456	-	0.000	0.000	Merged-chr10-128547376-1
NR20395--MA0740.1.KLF14	chr14	57890418	57890431	+	0.000	0.000	Merged-chr14-57890199-76
NR37569--MA0493.1.Klf1	chr2	126673510	126673520	+	0.000	0.000	Merged-chr2-126673625-15
NR58238--MA0657.1.KLF13	chr7	25181427	25181444	-	0.000	0.000	Merged-chr7-25181593-26
NR25008--MA0740.1.KLF14	chr16	17530863	17530876	-	0.000	0.000	Merged-chr16-17530947-63
NR59273--MA0741.1.KLF16	chr7	63937634	63937644	+	0.000	0.000	Merged-chr7-63937726-41
NR33687--MA0657.1.KLF13	chr19	44078469	44078486	+	0.000	0.000	Merged-chr19-44078434-18
NR37354--MA0493.1.Klf1	chr2	119618640	119618650	+	0.000	0.000	Merged-chr2-119618525-54
NR60873--MA0599.1.KLF5	chr7	118243843	118243852	-	0.000	0.000	Merged-chr7-118243751-117
NR446--MA0599.1.KLF5	chr1	37884660	37884669	+	0.000	0.000	Merged-chr1-37884608-6
NR13868--MA0741.1.KLF16	chr12	32954174	32954184	+	0.000	0.000	Merged-chr12-32954310-122
NR6395--MA0742.1.Klf12	chr10	76237869	76237883	+	0.000	0.000	Merged-chr10-76237890-83
NR11104--MA0599.1.KLF5	chr11	80780048	80780057	+	0.000	0.000	Merged-chr11-80779980-65
NR21253--MA0741.1.KLF16	chr14	100308306	100308316	+	0.000	0.000	Merged-chr14-100308241-13
NR66293--MA0599.1.KLF5	chr9	45984595	45984604	-	0.000	0.000	Merged-chr9-45984810-70
NR64355--MA0742.1.Klf12	chr8	105614078	105614092	+	0.000	0.000	Merged-chr8-105614025-28
NR6465--MA0599.1.KLF5	chr10	77264472	77264481	+	0.000	0.000	Merged-chr10-77264465-20
NR51345--MA1107.1.KLF9	chr5	120511173	120511185	-	0.000	0.000	Merged-chr5-120511260-45
NR57659--MA0741.1.KLF16	chr7	4915288	4915298	+	0.000	0.000	Merged-chr7-4915398-63
NR31835--MA1107.1.KLF9	chr18	76929991	76930003	-	0.000	0.000	Merged-chr18-76929986-57
NR60431--MA0740.1.KLF14	chr7	105744394	105744407	+	0.000	0.000	Merged-chr7-105744345-53
NR33787--MA0493.1.Klf1	chr19	46039676	46039686	-	0.000	0.000	Merged-chr19-46039779-63
NR68577--MA0741.1.KLF16	chr9	110880112	110880122	+	0.000	0.000	Merged-chr9-110880207-47
NR46088--MA1107.1.KLF9	chr4	109666793	109666805	+	0.000	0.000	Merged-chr4-109666886-20
NR24652--MA0742.1.Klf12	chr15	103240056	103240070	-	0.000	0.000	Merged-chr15-103240181-165
NR5799--MA0740.1.KLF14	chr10	57486352	57486365	-	0.000	0.000	Merged-chr10-57486406-88
NR33562--MA0039.3.KLF4	chr19	40665956	40665966	-	0.000	0.000	Merged-chr19-40666029-20
NR61851--MA0599.1.KLF5	chr7	139978794	139978803	+	0.000	0.000	Merged-chr7-139978703-39
NR47165--MA0493.1.Klf1	chr4	135946418	135946428	+	0.000	0.000	Merged-chr4-135946528-48
NR43500--MA0599.1.KLF5	chr3	146207714	146207723	-	0.000	0.000	Merged-chr3-146207752-15
NR3521--MA1107.1.KLF9	chr1	173437339	173437351	+	0.000	0.000	Merged-chr1-173437499-84
NR2706--MA0742.1.Klf12	chr1	151501000	151501014	-	0.000	0.000	Merged-chr1-151500785-93
NR32974--MA0742.1.Klf12	chr19	14598247	14598261	+	0.000	0.000	Merged-chr19-14598034-110
NR37316--MA0742.1.Klf12	chr2	119271301	119271315	+	0.000	0.000	Merged-chr2-119271057-44
NR8337--MA0741.1.KLF16	chr10	118869516	118869526	+	0.000	0.000	Merged-chr10-118869269-178
NR66602--MA0599.1.KLF5	chr9	57943176	57943185	+	0.000	0.000	Merged-chr9-57943219-21
NR678--MA0740.1.KLF14	chr1	52012481	52012494	+	0.000	0.000	Merged-chr1-52012625-13
NR13982--MA0599.1.KLF5	chr12	44269050	44269059	+	0.000	0.000	Merged-chr12-44269200-102
NR51650--MA0740.1.KLF14	chr5	125441610	125441623	+	0.000	0.000	Merged-chr5-125441596-78
NR41475--MA0741.1.KLF16	chr3	94758198	94758208	-	0.000	0.000	Merged-chr3-94758240-64
NR21254--MA1107.1.KLF9	chr14	100308305	100308317	+	0.000	0.000	Merged-chr14-100308241-13
NR28571--MA0740.1.KLF14	chr17	45595616	45595629	+	0.000	0.000	Merged-chr17-45595411-76
NR15405--MA0741.1.KLF16	chr12	105981752	105981762	-	0.000	0.000	Merged-chr12-105981568-18
